Orthogroup	Prbm	Prah
OG0000032	Prbm.g_01947	Prah.g_00042
OG0000034	Prbm.g_01710	Prah.g_00408
OG0000037	Prbm.g_01267, Prbm.g_01276	Prah.g_01166
OG0000038	Prbm.g_00392, Prbm.g_01627	Prah.g_00091
OG0000038	Prbm.g_00393	Prah.g_02248
OG0000039	Prbm.g_01944	Prah.g_01270
OG0000040	Prbm.g_01202	Prah.g_01084
OG0000041	Prbm.g_01106	Prah.g_00524
OG0000042	Prbm.g_02176	Prah.g_02498
OG0000045	Prbm.g_01900	Prah.g_01427
OG0000046	Prbm.g_01204	Prah.g_01209, Prah.g_00170
OG0000047	Prbm.g_01549	Prah.g_01322
OG0000048	Prbm.g_00114	Prah.g_02219
OG0000049	Prbm.g_00881	Prah.g_02195
OG0000050	Prbm.g_00225	Prah.g_00957, Prah.g_02304
OG0000051	Prbm.g_01284, Prbm.g_01297, Prbm.g_01444	Prah.g_00688
OG0000053	Prbm.g_00742	Prah.g_00958, Prah.g_00887
OG0000054	Prbm.g_01834	Prah.g_01666
OG0000055	Prbm.g_02094	Prah.g_00150
OG0000056	Prbm.g_00031	Prah.g_00038
OG0000057	Prbm.g_00216	Prah.g_02295
OG0000058	Prbm.g_01172, Prbm.g_01237	Prah.g_01660
OG0000059	Prbm.g_00572	Prah.g_01485
OG0000060	Prbm.g_00755	Prah.g_00873
OG0000061	Prbm.g_00047	Prah.g_01812
OG0000062	Prbm.g_00838, Prbm.g_01191	Prah.g_00641
OG0000063	Prbm.g_00048	Prah.g_02425
OG0000065	Prbm.g_00297	Prah.g_01778
OG0000066	Prbm.g_00500	Prah.g_00312
OG0000067	Prbm.g_00735	Prah.g_01027
OG0000070	Prbm.g_01064	Prah.g_00915
OG0000071	Prbm.g_01522	Prah.g_01257
OG0000072	Prbm.g_00468, Prbm.g_01611	Prah.g_01364
OG0000074	Prbm.g_00707	Prah.g_02192
OG0000075	Prbm.g_02033	Prah.g_01995
OG0000076	Prbm.g_01747	Prah.g_00358
OG0000077	Prbm.g_00011	Prah.g_00013
OG0000078	Prbm.g_00377	Prah.g_02187
OG0000079	Prbm.g_01389	Prah.g_02538
OG0000080	Prbm.g_00702	Prah.g_00445
OG0000081	Prbm.g_00728	Prah.g_00974
OG0000082	Prbm.g_00821	Prah.g_00660
OG0000083	Prbm.g_00906, Prbm.g_01173	Prah.g_01190
OG0000084	Prbm.g_00988	Prah.g_00796
OG0000085	Prbm.g_01210	Prah.g_02597
OG0000086	Prbm.g_01910	Prah.g_02524
OG0000088	Prbm.g_01458	Prah.g_01081
OG0000090	Prbm.g_00394	Prah.g_02191
OG0000091	Prbm.g_01718	Prah.g_00398
OG0000092	Prbm.g_01182	Prah.g_01609
OG0000093	Prbm.g_01973	Prah.g_02043
OG0000094	Prbm.g_02029	Prah.g_01999
OG0000095	Prbm.g_02067	Prah.g_02230
OG0000096	Prbm.g_01593, Prbm.g_02168	Prah.g_00052
OG0000097	Prbm.g_02188	Prah.g_02533
OG0000098	Prbm.g_00003	Prah.g_00004
OG0000099	Prbm.g_00023	Prah.g_00029
OG0000101	Prbm.g_00058	Prah.g_02458
OG0000102	Prbm.g_00172	Prah.g_00194
OG0000103	Prbm.g_00181	Prah.g_00176, Prah.g_00180
OG0000104	Prbm.g_00198	Prah.g_02268
OG0000105	Prbm.g_00229	Prah.g_02308
OG0000106	Prbm.g_00243	Prah.g_02324
OG0000107	Prbm.g_00252	Prah.g_02352
OG0000108	Prbm.g_00262	Prah.g_02362
OG0000109	Prbm.g_00300	Prah.g_01773
OG0000110	Prbm.g_00310	Prah.g_02089
OG0000111	Prbm.g_00331	Prah.g_02126
OG0000112	Prbm.g_00341	Prah.g_02139
OG0000113	Prbm.g_00353	Prah.g_02155
OG0000114	Prbm.g_00380	Prah.g_02207
OG0000115	Prbm.g_00499	Prah.g_00311
OG0000116	Prbm.g_00501	Prah.g_00313, Prah.g_00314
OG0000117	Prbm.g_00506	Prah.g_01566
OG0000118	Prbm.g_00533	Prah.g_01544
OG0000119	Prbm.g_00565	Prah.g_00108, Prah.g_01503
OG0000120	Prbm.g_00566	Prah.g_01501
OG0000121	Prbm.g_00576	Prah.g_01476
OG0000122	Prbm.g_00585	Prah.g_01465
OG0000123	Prbm.g_00615	Prah.g_01428
OG0000124	Prbm.g_00682	Prah.g_00474
OG0000125	Prbm.g_00683	Prah.g_00473
OG0000126	Prbm.g_00684	Prah.g_00472
OG0000127	Prbm.g_00723	Prah.g_01758
OG0000128	Prbm.g_00744	Prah.g_00885
OG0000129	Prbm.g_00766	Prah.g_00752
OG0000130	Prbm.g_00950	Prah.g_01231, Prah.g_01233
OG0000131	Prbm.g_00812	Prah.g_01823, Prah.g_00669
OG0000132	Prbm.g_00848	Prah.g_00605
OG0000133	Prbm.g_00946	Prah.g_00699
OG0000134	Prbm.g_00799	Prah.g_00692
OG0000135	Prbm.g_00992	Prah.g_00805
OG0000136	Prbm.g_01061	Prah.g_00912
OG0000137	Prbm.g_01913	Prah.g_02526
OG0000138	Prbm.g_01555	Prah.g_01328
OG0000139	Prbm.g_01542	Prah.g_01315
OG0000140	Prbm.g_01489	Prah.g_01237, Prah.g_01238
OG0000141	Prbm.g_01054	Prah.g_00905
OG0000142	Prbm.g_01622	Prah.g_01378
OG0000143	Prbm.g_01660	Prah.g_01576
OG0000144	Prbm.g_01696	Prah.g_00424
OG0000145	Prbm.g_01711	Prah.g_00407
OG0000146	Prbm.g_01745	Prah.g_00361
OG0000147	Prbm.g_01791	Prah.g_01653
OG0000148	Prbm.g_01792	Prah.g_01654
OG0000149	Prbm.g_01839	Prah.g_01672
OG0000150	Prbm.g_01876	Prah.g_01725
OG0000151	Prbm.g_01878	Prah.g_01728
OG0000152	Prbm.g_01898	Prah.g_01762
OG0000153	Prbm.g_01991	Prah.g_02038
OG0000154	Prbm.g_02027	Prah.g_02001
OG0000155	Prbm.g_01454, Prbm.g_02046	Prah.g_01981
OG0000156	Prbm.g_02079	Prah.g_02244
OG0000157	Prbm.g_02114	Prah.g_00089
OG0000158	Prbm.g_02212	Prah.g_02578
OG0000159	Prbm.g_00476, Prbm.g_00475, Prbm.g_01596, Prbm.g_00074, Prbm.g_00474, Prbm.g_01462, Prbm.g_00073, Prbm.g_01280, Prbm.g_01264, Prbm.g_02132, Prbm.g_00473	Prah.g_00095
OG0000160	Prbm.g_00001	Prah.g_00002
OG0000161	Prbm.g_00002	Prah.g_00003
OG0000162	Prbm.g_00004	Prah.g_00005
OG0000163	Prbm.g_00005	Prah.g_00006
OG0000164	Prbm.g_00006	Prah.g_00007
OG0000165	Prbm.g_00007	Prah.g_00008
OG0000166	Prbm.g_00008	Prah.g_00010
OG0000167	Prbm.g_00009	Prah.g_00011
OG0000168	Prbm.g_00010	Prah.g_00012
OG0000169	Prbm.g_00012	Prah.g_00014
OG0000170	Prbm.g_00014	Prah.g_00016
OG0000171	Prbm.g_00015	Prah.g_00017
OG0000172	Prbm.g_00016	Prah.g_00022
OG0000173	Prbm.g_00017	Prah.g_00023
OG0000174	Prbm.g_00018	Prah.g_00024
OG0000175	Prbm.g_00019	Prah.g_00025
OG0000176	Prbm.g_00020	Prah.g_00026
OG0000177	Prbm.g_00021	Prah.g_00027
OG0000178	Prbm.g_00022	Prah.g_00028
OG0000179	Prbm.g_00024	Prah.g_00030
OG0000180	Prbm.g_00025	Prah.g_00031
OG0000181	Prbm.g_00026	Prah.g_00032
OG0000182	Prbm.g_00027	Prah.g_00033
OG0000183	Prbm.g_00028	Prah.g_00034
OG0000184	Prbm.g_00029	Prah.g_00036
OG0000185	Prbm.g_00032	Prah.g_00041
OG0000186	Prbm.g_00033	Prah.g_00046
OG0000187	Prbm.g_00034	Prah.g_00047
OG0000188	Prbm.g_00035	Prah.g_00048
OG0000189	Prbm.g_00049	Prah.g_00049
OG0000190	Prbm.g_00051	Prah.g_00051
OG0000191	Prbm.g_00052	Prah.g_02488
OG0000192	Prbm.g_00053	Prah.g_02486
OG0000193	Prbm.g_00054	Prah.g_02485
OG0000194	Prbm.g_00055	Prah.g_02478
OG0000195	Prbm.g_00056	Prah.g_02471
OG0000196	Prbm.g_00057	Prah.g_02466
OG0000197	Prbm.g_00059	Prah.g_02457
OG0000198	Prbm.g_00060	Prah.g_02454
OG0000199	Prbm.g_00061	Prah.g_02453
OG0000200	Prbm.g_00121	Prah.g_01830
OG0000201	Prbm.g_00122	Prah.g_01833
OG0000202	Prbm.g_00123	Prah.g_01834
OG0000203	Prbm.g_00126	Prah.g_01838
OG0000204	Prbm.g_00127	Prah.g_01839
OG0000205	Prbm.g_00130	Prah.g_01843
OG0000206	Prbm.g_00132	Prah.g_01845
OG0000207	Prbm.g_00134	Prah.g_01849
OG0000208	Prbm.g_00135	Prah.g_01850
OG0000209	Prbm.g_00136	Prah.g_01211
OG0000210	Prbm.g_00137	Prah.g_01851
OG0000211	Prbm.g_00138	Prah.g_01859
OG0000212	Prbm.g_00139	Prah.g_01860
OG0000213	Prbm.g_00140	Prah.g_01861
OG0000214	Prbm.g_00141	Prah.g_01862
OG0000215	Prbm.g_00142	Prah.g_01863
OG0000216	Prbm.g_00143	Prah.g_01864
OG0000217	Prbm.g_00145	Prah.g_01866
OG0000218	Prbm.g_00146	Prah.g_01867
OG0000219	Prbm.g_00147	Prah.g_01873
OG0000220	Prbm.g_00148	Prah.g_01877
OG0000221	Prbm.g_00151	Prah.g_01882
OG0000222	Prbm.g_00152	Prah.g_01883
OG0000223	Prbm.g_00153	Prah.g_01884
OG0000224	Prbm.g_00154	Prah.g_01886
OG0000225	Prbm.g_00155	Prah.g_01887
OG0000226	Prbm.g_00156	Prah.g_01888
OG0000227	Prbm.g_00158	Prah.g_01890
OG0000228	Prbm.g_00159	Prah.g_01891
OG0000229	Prbm.g_00160	Prah.g_01892
OG0000230	Prbm.g_00161	Prah.g_01893
OG0000231	Prbm.g_00162	Prah.g_01894
OG0000232	Prbm.g_00163	Prah.g_01896
OG0000233	Prbm.g_00164	Prah.g_01897
OG0000234	Prbm.g_00165	Prah.g_01898
OG0000235	Prbm.g_00166	Prah.g_01901
OG0000236	Prbm.g_00169	Prah.g_01906
OG0000237	Prbm.g_00170	Prah.g_01908
OG0000238	Prbm.g_00171	Prah.g_00195
OG0000239	Prbm.g_00173	Prah.g_00193
OG0000240	Prbm.g_00175	Prah.g_00191
OG0000241	Prbm.g_00176	Prah.g_00189
OG0000242	Prbm.g_00177	Prah.g_00188
OG0000243	Prbm.g_00179	Prah.g_00183
OG0000244	Prbm.g_00182	Prah.g_00175
OG0000245	Prbm.g_00183	Prah.g_00174
OG0000246	Prbm.g_00184	Prah.g_00173
OG0000247	Prbm.g_00187	Prah.g_02252
OG0000248	Prbm.g_00189	Prah.g_02254
OG0000249	Prbm.g_00191	Prah.g_02257
OG0000250	Prbm.g_00192	Prah.g_02259
OG0000251	Prbm.g_00193	Prah.g_02260
OG0000252	Prbm.g_00194	Prah.g_02261
OG0000253	Prbm.g_00195	Prah.g_02262
OG0000254	Prbm.g_01096	Prah.g_02264
OG0000255	Prbm.g_00196	Prah.g_02265
OG0000256	Prbm.g_00199	Prah.g_02269
OG0000257	Prbm.g_00202	Prah.g_02280
OG0000258	Prbm.g_00204	Prah.g_02282
OG0000259	Prbm.g_00205	Prah.g_02283
OG0000260	Prbm.g_00206	Prah.g_02284
OG0000261	Prbm.g_00207	Prah.g_02285
OG0000262	Prbm.g_00208	Prah.g_02286
OG0000263	Prbm.g_00210	Prah.g_02288
OG0000264	Prbm.g_00211	Prah.g_02289
OG0000265	Prbm.g_00212	Prah.g_02290
OG0000266	Prbm.g_00213	Prah.g_02291
OG0000267	Prbm.g_00214	Prah.g_02292
OG0000268	Prbm.g_00215	Prah.g_02294
OG0000269	Prbm.g_00217	Prah.g_02296
OG0000270	Prbm.g_00218	Prah.g_02297
OG0000271	Prbm.g_00219	Prah.g_02298
OG0000272	Prbm.g_00220	Prah.g_02299
OG0000273	Prbm.g_00221	Prah.g_02300
OG0000274	Prbm.g_00222	Prah.g_02301
OG0000275	Prbm.g_00223	Prah.g_02302
OG0000276	Prbm.g_00224	Prah.g_02303
OG0000277	Prbm.g_00226	Prah.g_02305
OG0000278	Prbm.g_00227	Prah.g_02306
OG0000279	Prbm.g_00228	Prah.g_02307
OG0000280	Prbm.g_00230	Prah.g_02309
OG0000281	Prbm.g_00232	Prah.g_02310
OG0000282	Prbm.g_00233	Prah.g_02311
OG0000283	Prbm.g_00234	Prah.g_02312
OG0000284	Prbm.g_00235	Prah.g_02313
OG0000285	Prbm.g_00236	Prah.g_02314
OG0000286	Prbm.g_00237	Prah.g_02315
OG0000287	Prbm.g_00238	Prah.g_02316
OG0000288	Prbm.g_00240	Prah.g_00709
OG0000289	Prbm.g_00241	Prah.g_02321
OG0000290	Prbm.g_00242	Prah.g_02323
OG0000291	Prbm.g_00244	Prah.g_02334
OG0000292	Prbm.g_00246	Prah.g_02336
OG0000293	Prbm.g_00247	Prah.g_02339
OG0000294	Prbm.g_00248	Prah.g_02341
OG0000295	Prbm.g_00249	Prah.g_02344
OG0000296	Prbm.g_00250	Prah.g_02345
OG0000297	Prbm.g_00251	Prah.g_02350
OG0000298	Prbm.g_00253	Prah.g_02353
OG0000299	Prbm.g_00254	Prah.g_02354
OG0000300	Prbm.g_00255	Prah.g_02355
OG0000301	Prbm.g_00256	Prah.g_02356
OG0000302	Prbm.g_00257	Prah.g_02357
OG0000303	Prbm.g_00258	Prah.g_02358
OG0000304	Prbm.g_00260	Prah.g_02360
OG0000305	Prbm.g_00261	Prah.g_02361
OG0000306	Prbm.g_00263	Prah.g_02364
OG0000307	Prbm.g_00264	Prah.g_02365
OG0000308	Prbm.g_00265	Prah.g_02370
OG0000309	Prbm.g_00266	Prah.g_02371
OG0000310	Prbm.g_00267	Prah.g_02372
OG0000311	Prbm.g_00268	Prah.g_02420
OG0000312	Prbm.g_00269	Prah.g_02419
OG0000313	Prbm.g_00270	Prah.g_02418
OG0000314	Prbm.g_00271	Prah.g_02417
OG0000315	Prbm.g_00272	Prah.g_02415
OG0000316	Prbm.g_00273	Prah.g_02411
OG0000317	Prbm.g_00274	Prah.g_02410
OG0000318	Prbm.g_00275	Prah.g_02409
OG0000319	Prbm.g_00276	Prah.g_02403
OG0000320	Prbm.g_00277	Prah.g_02402
OG0000321	Prbm.g_00278	Prah.g_02400
OG0000322	Prbm.g_00279	Prah.g_02399
OG0000323	Prbm.g_00280	Prah.g_02398
OG0000324	Prbm.g_00281	Prah.g_02397
OG0000325	Prbm.g_00282	Prah.g_02396
OG0000326	Prbm.g_00283	Prah.g_02395
OG0000327	Prbm.g_00284	Prah.g_02394
OG0000328	Prbm.g_00285	Prah.g_02392
OG0000329	Prbm.g_00286	Prah.g_02391
OG0000330	Prbm.g_00287	Prah.g_02390
OG0000331	Prbm.g_00288	Prah.g_01786
OG0000332	Prbm.g_00289	Prah.g_01411
OG0000333	Prbm.g_00290	Prah.g_01412
OG0000334	Prbm.g_00291	Prah.g_01413
OG0000335	Prbm.g_00293	Prah.g_01782
OG0000336	Prbm.g_00295	Prah.g_01781
OG0000337	Prbm.g_00296	Prah.g_01779
OG0000338	Prbm.g_00301	Prah.g_01772
OG0000339	Prbm.g_00303	Prah.g_02074
OG0000340	Prbm.g_00305	Prah.g_02078
OG0000341	Prbm.g_00306	Prah.g_02079
OG0000342	Prbm.g_00307	Prah.g_02080
OG0000343	Prbm.g_00308	Prah.g_02082
OG0000344	Prbm.g_00309	Prah.g_02087
OG0000345	Prbm.g_00312	Prah.g_02098
OG0000346	Prbm.g_00313	Prah.g_02099
OG0000347	Prbm.g_00317	Prah.g_02101
OG0000348	Prbm.g_00318	Prah.g_02103
OG0000349	Prbm.g_00319	Prah.g_02105
OG0000350	Prbm.g_00320	Prah.g_02111
OG0000351	Prbm.g_00321	Prah.g_01785
OG0000352	Prbm.g_00322	Prah.g_02114
OG0000353	Prbm.g_00323	Prah.g_02115
OG0000354	Prbm.g_00324	Prah.g_02117
OG0000355	Prbm.g_00325	Prah.g_02118
OG0000356	Prbm.g_00326	Prah.g_02119
OG0000357	Prbm.g_00327	Prah.g_02120
OG0000358	Prbm.g_00328	Prah.g_02121
OG0000359	Prbm.g_00330	Prah.g_02123
OG0000360	Prbm.g_00332	Prah.g_02128
OG0000361	Prbm.g_00333	Prah.g_02129
OG0000362	Prbm.g_00334	Prah.g_02130
OG0000363	Prbm.g_00335	Prah.g_02132
OG0000364	Prbm.g_00339	Prah.g_02137
OG0000365	Prbm.g_00340	Prah.g_02138
OG0000366	Prbm.g_00342	Prah.g_02140
OG0000367	Prbm.g_00343	Prah.g_02142
OG0000368	Prbm.g_00344	Prah.g_02143
OG0000369	Prbm.g_00345	Prah.g_02144
OG0000370	Prbm.g_00346	Prah.g_02145
OG0000371	Prbm.g_00347	Prah.g_02146
OG0000372	Prbm.g_00348	Prah.g_02147
OG0000373	Prbm.g_00349	Prah.g_02148
OG0000374	Prbm.g_00350	Prah.g_02151
OG0000375	Prbm.g_00351	Prah.g_02152
OG0000376	Prbm.g_00354	Prah.g_02156
OG0000377	Prbm.g_00355	Prah.g_02157
OG0000378	Prbm.g_00356	Prah.g_02158
OG0000379	Prbm.g_00357	Prah.g_02159
OG0000380	Prbm.g_00358	Prah.g_02166
OG0000381	Prbm.g_00359	Prah.g_02167
OG0000382	Prbm.g_00360	Prah.g_02168
OG0000383	Prbm.g_00361	Prah.g_02170
OG0000384	Prbm.g_00364	Prah.g_02172
OG0000385	Prbm.g_00365	Prah.g_02173
OG0000386	Prbm.g_00366	Prah.g_02174
OG0000387	Prbm.g_00367	Prah.g_02175
OG0000388	Prbm.g_00368	Prah.g_02176
OG0000389	Prbm.g_00369	Prah.g_02177
OG0000390	Prbm.g_00370	Prah.g_02178
OG0000391	Prbm.g_00371	Prah.g_02179
OG0000392	Prbm.g_00372	Prah.g_02180
OG0000393	Prbm.g_00373	Prah.g_02181
OG0000394	Prbm.g_00374	Prah.g_02182
OG0000395	Prbm.g_00375	Prah.g_02183
OG0000396	Prbm.g_00376	Prah.g_02186
OG0000397	Prbm.g_00378	Prah.g_02197
OG0000398	Prbm.g_00379	Prah.g_02199
OG0000399	Prbm.g_00382	Prah.g_01956
OG0000400	Prbm.g_00388	Prah.g_01949
OG0000401	Prbm.g_00768	Prah.g_01948
OG0000402	Prbm.g_00400	Prah.g_01940
OG0000403	Prbm.g_00402	Prah.g_01938
OG0000404	Prbm.g_00403	Prah.g_01937
OG0000405	Prbm.g_00404	Prah.g_01935
OG0000406	Prbm.g_00407	Prah.g_01930
OG0000407	Prbm.g_00408	Prah.g_01929
OG0000408	Prbm.g_00410	Prah.g_01922
OG0000409	Prbm.g_00411	Prah.g_01921
OG0000410	Prbm.g_00412	Prah.g_01920
OG0000411	Prbm.g_00413	Prah.g_01919
OG0000412	Prbm.g_00414	Prah.g_01918
OG0000413	Prbm.g_00415	Prah.g_01917
OG0000414	Prbm.g_00416	Prah.g_01916
OG0000415	Prbm.g_00417	Prah.g_01915
OG0000416	Prbm.g_00422	Prah.g_00204
OG0000417	Prbm.g_00423	Prah.g_00205
OG0000418	Prbm.g_00425	Prah.g_00208
OG0000419	Prbm.g_00426	Prah.g_00209
OG0000420	Prbm.g_00866	Prah.g_00579
OG0000421	Prbm.g_01088	Prah.g_01837
OG0000422	Prbm.g_01121	Prah.g_01661
OG0000423	Prbm.g_01353	Prah.g_01181
OG0000424	Prbm.g_01949	Prah.g_02072
OG0000425	Prbm.g_00440	Prah.g_00218
OG0000426	Prbm.g_00441	Prah.g_00219
OG0000427	Prbm.g_00442	Prah.g_00221
OG0000428	Prbm.g_00445	Prah.g_00229
OG0000429	Prbm.g_00446	Prah.g_00230
OG0000430	Prbm.g_00448	Prah.g_00232
OG0000431	Prbm.g_00449	Prah.g_00233
OG0000432	Prbm.g_00450	Prah.g_00234
OG0000433	Prbm.g_00451	Prah.g_00235
OG0000434	Prbm.g_00452	Prah.g_00237
OG0000435	Prbm.g_00453	Prah.g_00238
OG0000436	Prbm.g_00454	Prah.g_00239
OG0000437	Prbm.g_00455	Prah.g_00240
OG0000438	Prbm.g_00456	Prah.g_00241
OG0000439	Prbm.g_00457	Prah.g_00242
OG0000440	Prbm.g_00458	Prah.g_00247
OG0000441	Prbm.g_00459	Prah.g_00251
OG0000442	Prbm.g_00460	Prah.g_00252
OG0000443	Prbm.g_00461	Prah.g_00253
OG0000444	Prbm.g_00462	Prah.g_00254
OG0000445	Prbm.g_00480	Prah.g_00255
OG0000446	Prbm.g_00482	Prah.g_00257
OG0000447	Prbm.g_00483	Prah.g_00258
OG0000448	Prbm.g_00484	Prah.g_00261
OG0000449	Prbm.g_00490	Prah.g_00290
OG0000450	Prbm.g_00491	Prah.g_00291
OG0000451	Prbm.g_00492	Prah.g_00294
OG0000452	Prbm.g_00494	Prah.g_00304
OG0000453	Prbm.g_00495	Prah.g_00306
OG0000454	Prbm.g_00497	Prah.g_00308
OG0000455	Prbm.g_00498	Prah.g_00310
OG0000456	Prbm.g_00502	Prah.g_01575
OG0000457	Prbm.g_00504	Prah.g_01572
OG0000458	Prbm.g_00505	Prah.g_01567
OG0000459	Prbm.g_00507	Prah.g_01565
OG0000460	Prbm.g_00509	Prah.g_01563
OG0000461	Prbm.g_00510	Prah.g_01562
OG0000462	Prbm.g_00511	Prah.g_01561
OG0000463	Prbm.g_00512	Prah.g_01558
OG0000464	Prbm.g_00513	Prah.g_01556
OG0000465	Prbm.g_00514	Prah.g_01555
OG0000466	Prbm.g_00515	Prah.g_01554
OG0000467	Prbm.g_00516	Prah.g_01553
OG0000468	Prbm.g_00517	Prah.g_01552
OG0000469	Prbm.g_00518	Prah.g_01551
OG0000470	Prbm.g_00519	Prah.g_01550
OG0000471	Prbm.g_00520	Prah.g_01549
OG0000472	Prbm.g_00534	Prah.g_01541
OG0000473	Prbm.g_00535	Prah.g_01540
OG0000474	Prbm.g_00536	Prah.g_01539
OG0000475	Prbm.g_00537	Prah.g_01538
OG0000476	Prbm.g_00539	Prah.g_01535
OG0000477	Prbm.g_00540	Prah.g_01534
OG0000478	Prbm.g_00541	Prah.g_01533
OG0000479	Prbm.g_00542	Prah.g_01532
OG0000480	Prbm.g_00544	Prah.g_01530
OG0000481	Prbm.g_00546	Prah.g_01529
OG0000482	Prbm.g_00547	Prah.g_01528
OG0000483	Prbm.g_00549	Prah.g_01526
OG0000484	Prbm.g_00550	Prah.g_01525
OG0000485	Prbm.g_00551	Prah.g_01524
OG0000486	Prbm.g_00553	Prah.g_01519
OG0000487	Prbm.g_00557	Prah.g_01514
OG0000488	Prbm.g_00558	Prah.g_01513
OG0000489	Prbm.g_00559	Prah.g_01512
OG0000490	Prbm.g_00560	Prah.g_01510
OG0000491	Prbm.g_00561	Prah.g_01509
OG0000492	Prbm.g_00562	Prah.g_01505
OG0000493	Prbm.g_00563	Prah.g_01094
OG0000494	Prbm.g_00564	Prah.g_01035
OG0000495	Prbm.g_00567	Prah.g_01500
OG0000496	Prbm.g_00568	Prah.g_01498
OG0000497	Prbm.g_00569	Prah.g_01496
OG0000498	Prbm.g_00570	Prah.g_01495
OG0000499	Prbm.g_00571	Prah.g_01489
OG0000500	Prbm.g_00573	Prah.g_01484
OG0000501	Prbm.g_00574	Prah.g_01482
OG0000502	Prbm.g_00575	Prah.g_01480
OG0000503	Prbm.g_00577	Prah.g_01474
OG0000504	Prbm.g_00578	Prah.g_01473
OG0000505	Prbm.g_00579	Prah.g_01472
OG0000506	Prbm.g_00580	Prah.g_01470
OG0000507	Prbm.g_00581	Prah.g_01469
OG0000508	Prbm.g_00582	Prah.g_01468
OG0000509	Prbm.g_00583	Prah.g_01467
OG0000510	Prbm.g_00584	Prah.g_01466
OG0000511	Prbm.g_00586	Prah.g_01464
OG0000512	Prbm.g_00587	Prah.g_01463
OG0000513	Prbm.g_00588	Prah.g_01462
OG0000514	Prbm.g_00589	Prah.g_01461
OG0000515	Prbm.g_00590	Prah.g_01460
OG0000516	Prbm.g_00591	Prah.g_01459
OG0000517	Prbm.g_00593	Prah.g_01458
OG0000518	Prbm.g_00594	Prah.g_01457
OG0000519	Prbm.g_00595	Prah.g_01454
OG0000520	Prbm.g_00596	Prah.g_01452
OG0000521	Prbm.g_00597	Prah.g_01451
OG0000522	Prbm.g_00598	Prah.g_01450
OG0000523	Prbm.g_00599	Prah.g_01449
OG0000524	Prbm.g_00600	Prah.g_01448
OG0000525	Prbm.g_00601	Prah.g_01446
OG0000526	Prbm.g_00602	Prah.g_01445
OG0000527	Prbm.g_00603	Prah.g_01444
OG0000528	Prbm.g_00604	Prah.g_01443
OG0000529	Prbm.g_00605	Prah.g_01441
OG0000530	Prbm.g_00606	Prah.g_01440
OG0000531	Prbm.g_00607	Prah.g_01439
OG0000532	Prbm.g_00608	Prah.g_01438
OG0000533	Prbm.g_00609	Prah.g_01434
OG0000534	Prbm.g_00610	Prah.g_01433
OG0000535	Prbm.g_00611	Prah.g_01432
OG0000536	Prbm.g_00612	Prah.g_01431
OG0000537	Prbm.g_00613	Prah.g_01430
OG0000538	Prbm.g_00614	Prah.g_01429
OG0000539	Prbm.g_00616	Prah.g_01425
OG0000540	Prbm.g_00617	Prah.g_01424
OG0000541	Prbm.g_00618	Prah.g_01423
OG0000542	Prbm.g_00620	Prah.g_01417
OG0000543	Prbm.g_00621	Prah.g_01416
OG0000544	Prbm.g_00624	Prah.g_01415
OG0000545	Prbm.g_00623	Prah.g_01414
OG0000546	Prbm.g_00625	Prah.g_01408
