Orthogroup	Prat	Pras
OG0000062	Prat.g_01442	Pras.g_00431
OG0000065	Prat.g_00104	Pras.g_00958
OG0000066	Prat.g_01499	Pras.g_01416
OG0000067	Prat.g_01037	Pras.g_01701, Pras.g_00311
OG0000068	Prat.g_01291	Pras.g_00250
OG0000069	Prat.g_01400	Pras.g_00538, Pras.g_00464
OG0000070	Prat.g_00412	Pras.g_01328
OG0000071	Prat.g_01249	Pras.g_00209
OG0000072	Prat.g_00172	Pras.g_01022
OG0000073	Prat.g_00462	Pras.g_01377
OG0000074	Prat.g_00755, Prat.g_00696, Prat.g_01577	Pras.g_01558
OG0000075	Prat.g_01761	Pras.g_00719
OG0000076	Prat.g_01788	Pras.g_00883, Pras.g_00743
OG0000077	Prat.g_00075	Pras.g_00929
OG0000078	Prat.g_00245	Pras.g_01091
OG0000079	Prat.g_00258	Pras.g_01104
OG0000080	Prat.g_01323	Pras.g_00279, Pras.g_00277
OG0000081	Prat.g_00493	Pras.g_01408
OG0000082	Prat.g_01507	Pras.g_01462
OG0000083	Prat.g_00824	Pras.g_01638, Pras.g_01631
OG0000084	Prat.g_01348	Pras.g_00346
OG0000085	Prat.g_01584	Pras.g_00543
OG0000086	Prat.g_00086	Pras.g_00939
OG0000087	Prat.g_00138	Pras.g_00990
OG0000088	Prat.g_00166	Pras.g_01017
OG0000089	Prat.g_00370	Pras.g_01209
OG0000090	Prat.g_00495	Pras.g_01410
OG0000091	Prat.g_01082	Pras.g_01518
OG0000092	Prat.g_00721	Pras.g_01806
OG0000093	Prat.g_01053	Pras.g_01827
OG0000094	Prat.g_00943	Pras.g_01915
OG0000095	Prat.g_00965	Pras.g_01934
OG0000096	Prat.g_00634	Pras.g_00004, Pras.g_00163
OG0000097	Prat.g_01111	Pras.g_00098
OG0000098	Prat.g_01282	Pras.g_00232
OG0000099	Prat.g_01312	Pras.g_00294
OG0000100	Prat.g_01437	Pras.g_00427
OG0000101	Prat.g_01726	Pras.g_00687
OG0000102	Prat.g_01793	Pras.g_00748
OG0000103	Prat.g_01880	Pras.g_00829
OG0000104	Prat.g_01889	Pras.g_00838
OG0000105	Prat.g_00281	Pras.g_01126
OG0000106	Prat.g_00637	Pras.g_01223
OG0000107	Prat.g_01656	Pras.g_01239
OG0000108	Prat.g_00440	Pras.g_01358
OG0000109	Prat.g_00455	Pras.g_01372
OG0000110	Prat.g_00539	Pras.g_01451
OG0000111	Prat.g_00776	Pras.g_01575
OG0000112	Prat.g_00888	Pras.g_01665
OG0000113	Prat.g_01014	Pras.g_01723
OG0000114	Prat.g_00716	Pras.g_01801
OG0000115	Prat.g_01373	Pras.g_01994
OG0000116	Prat.g_01166	Pras.g_00046
OG0000117	Prat.g_01129	Pras.g_00150
OG0000118	Prat.g_01261	Pras.g_00221, Pras.g_00222
OG0000119	Prat.g_00647, Prat.g_01452	Pras.g_00246
OG0000120	Prat.g_00344	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330
OG0000121	Prat.g_01355	Pras.g_00352
OG0000122	Prat.g_00781, Prat.g_01398	Pras.g_00391
OG0000123	Prat.g_01733	Pras.g_00694
OG0000124	Prat.g_01805	Pras.g_00759
OG0000125	Prat.g_01841	Pras.g_00797
OG0000126	Prat.g_01888	Pras.g_00837
OG0000128	Prat.g_00012, Prat.g_00011	Pras.g_00853
OG0000129	Prat.g_00047	Pras.g_00897
OG0000130	Prat.g_00066	Pras.g_00921
OG0000131	Prat.g_00144	Pras.g_00996
OG0000132	Prat.g_00164	Pras.g_01015
OG0000133	Prat.g_00329	Pras.g_01174
OG0000134	Prat.g_00372	Pras.g_01210
OG0000135	Prat.g_01477	Pras.g_01236
OG0000136	Prat.g_00401	Pras.g_01319
OG0000137	Prat.g_00434	Pras.g_01353
OG0000138	Prat.g_00456	Pras.g_01373
OG0000139	Prat.g_00499	Pras.g_01414
OG0000140	Prat.g_00500	Pras.g_01415
OG0000141	Prat.g_00570	Pras.g_01483
OG0000142	Prat.g_01090	Pras.g_01511
OG0000143	Prat.g_01086	Pras.g_01515
OG0000144	Prat.g_01072	Pras.g_01528
OG0000145	Prat.g_01472	Pras.g_01664
OG0000146	Prat.g_00887	Pras.g_01666
OG0000147	Prat.g_00886	Pras.g_01667
OG0000148	Prat.g_01020	Pras.g_01717
OG0000149	Prat.g_00991	Pras.g_01747
OG0000150	Prat.g_00981	Pras.g_01755
OG0000151	Prat.g_00726	Pras.g_01811
OG0000152	Prat.g_00896, Prat.g_01277	Pras.g_01859
OG0000153	Prat.g_00915	Pras.g_01878
OG0000154	Prat.g_00934	Pras.g_01908
OG0000155	Prat.g_01135	Pras.g_00076
OG0000156	Prat.g_01238	Pras.g_00197
OG0000157	Prat.g_01239	Pras.g_00198
OG0000158	Prat.g_01769	Pras.g_00289
OG0000160	Prat.g_01354	Pras.g_00351
OG0000161	Prat.g_01360	Pras.g_00357
OG0000162	Prat.g_01366	Pras.g_00363
OG0000163	Prat.g_01409	Pras.g_00399
OG0000164	Prat.g_01615	Pras.g_00574
OG0000165	Prat.g_01623	Pras.g_00581
OG0000166	Prat.g_01690	Pras.g_00651
OG0000167	Prat.g_01759	Pras.g_00717
OG0000168	Prat.g_01770	Pras.g_00727
OG0000169	Prat.g_01781	Pras.g_00737
OG0000170	Prat.g_01784	Pras.g_00739
OG0000171	Prat.g_01804	Pras.g_00758
OG0000172	Prat.g_01811	Pras.g_00768
OG0000173	Prat.g_01826	Pras.g_00783
OG0000174	Prat.g_01858	Pras.g_00811, Pras.g_00810
OG0000175	Prat.g_01870	Pras.g_00821
OG0000176	Prat.g_00004	Pras.g_00846
OG0000177	Prat.g_00005	Pras.g_00847
OG0000178	Prat.g_00006	Pras.g_00848
OG0000179	Prat.g_00017	Pras.g_00858
OG0000180	Prat.g_00018	Pras.g_00859
OG0000181	Prat.g_00019	Pras.g_00860
OG0000182	Prat.g_00020	Pras.g_00861
OG0000183	Prat.g_00024, Prat.g_01314	Pras.g_00865
OG0000184	Prat.g_00051	Pras.g_00899
OG0000185	Prat.g_00054	Pras.g_00902
OG0000186	Prat.g_00060	Pras.g_00916
OG0000187	Prat.g_00061	Pras.g_00917
OG0000188	Prat.g_00080	Pras.g_00933
OG0000189	Prat.g_00093	Pras.g_00947
OG0000190	Prat.g_00094	Pras.g_00948
OG0000191	Prat.g_00116	Pras.g_00968
OG0000192	Prat.g_00121	Pras.g_00972
OG0000193	Prat.g_00145	Pras.g_00997
OG0000194	Prat.g_00148	Pras.g_01000
OG0000195	Prat.g_00150	Pras.g_01002
OG0000196	Prat.g_00161	Pras.g_01012
OG0000197	Prat.g_00162	Pras.g_01013
OG0000198	Prat.g_00163	Pras.g_01014
OG0000199	Prat.g_00171	Pras.g_01021
OG0000200	Prat.g_00185	Pras.g_01035
OG0000201	Prat.g_00194	Pras.g_01043
OG0000202	Prat.g_00195	Pras.g_01044
OG0000203	Prat.g_00196	Pras.g_01045
OG0000204	Prat.g_00197	Pras.g_01046
OG0000205	Prat.g_00204	Pras.g_01053
OG0000206	Prat.g_00209	Pras.g_01058, Pras.g_01059
OG0000207	Prat.g_00211	Pras.g_01061
OG0000208	Prat.g_00212	Pras.g_01062
OG0000209	Prat.g_00221	Pras.g_01071
OG0000210	Prat.g_00222	Pras.g_01072
OG0000211	Prat.g_00238	Pras.g_01085
OG0000212	Prat.g_00246	Pras.g_01092
OG0000213	Prat.g_00264	Pras.g_01109
OG0000214	Prat.g_00274	Pras.g_01119
OG0000215	Prat.g_00300	Pras.g_01144
OG0000216	Prat.g_00302	Pras.g_01145
OG0000217	Prat.g_00305	Pras.g_01148
OG0000218	Prat.g_00307	Pras.g_01150
OG0000219	Prat.g_00308	Pras.g_01151
OG0000220	Prat.g_00309	Pras.g_01152
OG0000221	Prat.g_00310	Pras.g_01153
OG0000222	Prat.g_00317	Pras.g_01162
OG0000223	Prat.g_00330	Pras.g_01175
OG0000224	Prat.g_00332	Pras.g_01177
OG0000225	Prat.g_00360	Pras.g_01199
OG0000226	Prat.g_00364	Pras.g_01203
OG0000227	Prat.g_00366	Pras.g_01205
OG0000228	Prat.g_00369	Pras.g_01208
OG0000229	Prat.g_00396	Pras.g_01314
OG0000230	Prat.g_00398	Pras.g_01316
OG0000231	Prat.g_00411	Pras.g_01327
OG0000232	Prat.g_00419	Pras.g_01335
OG0000233	Prat.g_00426	Pras.g_01341
OG0000234	Prat.g_00435	Pras.g_01354
OG0000235	Prat.g_00439	Pras.g_01357
OG0000236	Prat.g_00454	Pras.g_01371
OG0000237	Prat.g_00469	Pras.g_01384
OG0000238	Prat.g_00475	Pras.g_01390
OG0000239	Prat.g_00487	Pras.g_01402
OG0000240	Prat.g_00488	Pras.g_01403
OG0000241	Prat.g_00492	Pras.g_01407
OG0000242	Prat.g_00494	Pras.g_01409
OG0000243	Prat.g_00504	Pras.g_01420
OG0000244	Prat.g_00507	Pras.g_01423
OG0000245	Prat.g_00509	Pras.g_01425
OG0000246	Prat.g_00514, Prat.g_00513	Pras.g_01429
OG0000247	Prat.g_00525	Pras.g_01439
OG0000248	Prat.g_00528	Pras.g_01441
OG0000249	Prat.g_00530	Pras.g_01443
OG0000250	Prat.g_00536	Pras.g_01448
OG0000251	Prat.g_00553	Pras.g_01467
OG0000252	Prat.g_00556	Pras.g_01470
OG0000253	Prat.g_00557	Pras.g_01471
OG0000254	Prat.g_00574	Pras.g_01487
OG0000255	Prat.g_00581	Pras.g_01493
OG0000256	Prat.g_00591	Pras.g_01503
OG0000257	Prat.g_01097	Pras.g_01506
OG0000258	Prat.g_01081	Pras.g_01519
OG0000259	Prat.g_01064	Pras.g_01536
OG0000260	Prat.g_01061	Pras.g_01539
OG0000261	Prat.g_01058	Pras.g_01541
OG0000262	Prat.g_01054	Pras.g_00327, Pras.g_01545
OG0000263	Prat.g_00754	Pras.g_01557
OG0000264	Prat.g_00765	Pras.g_01567
OG0000265	Prat.g_00788	Pras.g_01606
OG0000266	Prat.g_00801	Pras.g_01616
OG0000267	Prat.g_00814	Pras.g_01627
OG0000268	Prat.g_00815	Pras.g_01628
OG0000269	Prat.g_01042	Pras.g_01696
OG0000270	Prat.g_01039	Pras.g_01699
OG0000271	Prat.g_01031	Pras.g_01707
OG0000272	Prat.g_01030	Pras.g_01708
OG0000273	Prat.g_01007	Pras.g_01731
OG0000274	Prat.g_01006	Pras.g_01732
OG0000275	Prat.g_01004	Pras.g_01734
OG0000276	Prat.g_00999	Pras.g_01739
OG0000277	Prat.g_00998	Pras.g_01740
OG0000278	Prat.g_00995	Pras.g_01743
OG0000279	Prat.g_00988	Pras.g_01750
OG0000280	Prat.g_00987	Pras.g_01751
OG0000281	Prat.g_00980	Pras.g_01756
OG0000282	Prat.g_00718	Pras.g_01803
OG0000283	Prat.g_00868	Pras.g_01836
OG0000284	Prat.g_00873	Pras.g_01841
OG0000285	Prat.g_00879	Pras.g_01846
OG0000286	Prat.g_00895	Pras.g_01858
OG0000287	Prat.g_00912	Pras.g_01875
OG0000288	Prat.g_00933	Pras.g_01907
OG0000289	Prat.g_00948	Pras.g_01918
OG0000290	Prat.g_00962	Pras.g_01931
OG0000291	Prat.g_00964	Pras.g_01933
OG0000292	Prat.g_01208	Pras.g_01982
OG0000293	Prat.g_01165	Pras.g_00047
OG0000294	Prat.g_01164	Pras.g_00048
OG0000295	Prat.g_01142	Pras.g_00068
OG0000296	Prat.g_01140	Pras.g_00070
OG0000297	Prat.g_01131	Pras.g_00078
OG0000298	Prat.g_01130	Pras.g_00079
OG0000299	Prat.g_01112	Pras.g_00096, Pras.g_00097
OG0000300	Prat.g_01108	Pras.g_00100
OG0000301	Prat.g_01107	Pras.g_00101
OG0000302	Prat.g_01105	Pras.g_00103
OG0000303	Prat.g_01099	Pras.g_00110
OG0000304	Prat.g_00595	Pras.g_00114
OG0000305	Prat.g_01200	Pras.g_00242
OG0000306	Prat.g_00976	Pras.g_00245
OG0000307	Prat.g_01300	Pras.g_00259
OG0000308	Prat.g_01301	Pras.g_00260
OG0000309	Prat.g_01305	Pras.g_00264
OG0000310	Prat.g_01336	Pras.g_00335
OG0000311	Prat.g_01338	Pras.g_00337
OG0000312	Prat.g_01341	Pras.g_00340
OG0000313	Prat.g_01357	Pras.g_00354
OG0000314	Prat.g_01382	Pras.g_00377
OG0000315	Prat.g_01392	Pras.g_00388
OG0000316	Prat.g_01420	Pras.g_00410
OG0000317	Prat.g_01589	Pras.g_00548
OG0000318	Prat.g_01593	Pras.g_00551
OG0000319	Prat.g_01605	Pras.g_00564
OG0000320	Prat.g_01607	Pras.g_00566
OG0000321	Prat.g_01608	Pras.g_00567
OG0000322	Prat.g_01609	Pras.g_00568
OG0000323	Prat.g_01618	Pras.g_00577
OG0000324	Prat.g_01647	Pras.g_00604
OG0000325	Prat.g_01657	Pras.g_00614
OG0000326	Prat.g_01664	Pras.g_00620
OG0000327	Prat.g_01685	Pras.g_00646
OG0000328	Prat.g_01686	Pras.g_00647
OG0000329	Prat.g_01703	Pras.g_00664
OG0000330	Prat.g_01704	Pras.g_00665
OG0000331	Prat.g_01705	Pras.g_00666
OG0000332	Prat.g_01718	Pras.g_00680
OG0000333	Prat.g_01720	Pras.g_00682
OG0000334	Prat.g_01729	Pras.g_00690
OG0000335	Prat.g_01734	Pras.g_00695
OG0000336	Prat.g_01738	Pras.g_00699
OG0000337	Prat.g_01756	Pras.g_00715
OG0000338	Prat.g_01757	Pras.g_00716
OG0000339	Prat.g_01762	Pras.g_00720
OG0000340	Prat.g_01771	Pras.g_00728
OG0000341	Prat.g_01773	Pras.g_00730
OG0000342	Prat.g_01775	Pras.g_00731
OG0000343	Prat.g_01776	Pras.g_00732
OG0000344	Prat.g_01779	Pras.g_00735
OG0000345	Prat.g_01785	Pras.g_00740
OG0000346	Prat.g_01789	Pras.g_00744
OG0000347	Prat.g_01806	Pras.g_00761
OG0000348	Prat.g_01814	Pras.g_00771
OG0000349	Prat.g_01832	Pras.g_00788
OG0000350	Prat.g_01853	Pras.g_00806, Pras.g_00131
OG0000351	Prat.g_01873	Pras.g_00824
OG0000352	Prat.g_01874	Pras.g_00825
OG0000353	Prat.g_01892	Pras.g_00841
OG0000355	Prat.g_00001	Pras.g_00843
OG0000356	Prat.g_00002	Pras.g_00844
OG0000357	Prat.g_00003	Pras.g_00845
OG0000358	Prat.g_00007	Pras.g_00849
OG0000359	Prat.g_00008	Pras.g_00850
OG0000360	Prat.g_00009	Pras.g_00851
OG0000361	Prat.g_00010	Pras.g_00852
OG0000362	Prat.g_00013	Pras.g_00854
OG0000363	Prat.g_00015	Pras.g_00856
OG0000364	Prat.g_00016	Pras.g_00857
OG0000365	Prat.g_00021	Pras.g_00862
OG0000366	Prat.g_00022	Pras.g_00863
OG0000367	Prat.g_00023	Pras.g_00864
OG0000368	Prat.g_00025	Pras.g_00866
OG0000369	Prat.g_00026	Pras.g_00867
OG0000370	Prat.g_00027	Pras.g_00868
OG0000371	Prat.g_00034	Pras.g_00874
OG0000372	Prat.g_00036	Pras.g_00877
OG0000373	Prat.g_00037	Pras.g_00878
OG0000374	Prat.g_00038	Pras.g_00879
OG0000375	Prat.g_00042	Pras.g_00893
OG0000376	Prat.g_00044	Pras.g_00895
OG0000377	Prat.g_00048	Pras.g_00898
OG0000378	Prat.g_00052	Pras.g_00900
OG0000379	Prat.g_00055	Pras.g_00903
OG0000380	Prat.g_00062	Pras.g_00918
OG0000381	Prat.g_00067	Pras.g_00922
OG0000382	Prat.g_00079	Pras.g_00932
OG0000383	Prat.g_00081	Pras.g_00934
OG0000384	Prat.g_00082	Pras.g_00935
OG0000385	Prat.g_00083	Pras.g_00936
OG0000386	Prat.g_00084	Pras.g_00937
OG0000387	Prat.g_00096	Pras.g_00950
OG0000388	Prat.g_00100	Pras.g_00953
OG0000389	Prat.g_00103	Pras.g_00957
OG0000390	Prat.g_00112	Pras.g_00964
OG0000391	Prat.g_00115	Pras.g_00967
OG0000392	Prat.g_00118	Pras.g_00971
OG0000393	Prat.g_00122	Pras.g_00973
OG0000394	Prat.g_00123	Pras.g_00974
OG0000395	Prat.g_00124	Pras.g_00975
OG0000396	Prat.g_00126	Pras.g_00978
OG0000397	Prat.g_00128	Pras.g_00980
OG0000398	Prat.g_00131	Pras.g_00982
OG0000399	Prat.g_00132	Pras.g_00983
OG0000400	Prat.g_00133	Pras.g_00984
OG0000401	Prat.g_00134	Pras.g_00985
OG0000402	Prat.g_00601	Pras.g_00987
OG0000403	Prat.g_00136	Pras.g_00988
OG0000404	Prat.g_00137	Pras.g_00989
OG0000405	Prat.g_00141	Pras.g_00993
OG0000406	Prat.g_00146	Pras.g_00998
OG0000407	Prat.g_00147	Pras.g_00999
OG0000408	Prat.g_00149	Pras.g_01001
OG0000409	Prat.g_00151	Pras.g_01003
OG0000410	Prat.g_00152	Pras.g_01004
OG0000411	Prat.g_00153	Pras.g_01005
OG0000412	Prat.g_00154	Pras.g_01006
OG0000413	Prat.g_00156	Pras.g_01007
OG0000414	Prat.g_00157	Pras.g_01008
OG0000415	Prat.g_00158	Pras.g_01009
OG0000416	Prat.g_00159	Pras.g_01010
OG0000417	Prat.g_00160	Pras.g_01011
OG0000418	Prat.g_00165	Pras.g_01016
OG0000419	Prat.g_00167	Pras.g_01018
OG0000420	Prat.g_00169	Pras.g_01019
OG0000421	Prat.g_00174	Pras.g_01024
OG0000422	Prat.g_00175	Pras.g_01025
OG0000423	Prat.g_00176	Pras.g_01026
OG0000424	Prat.g_00177	Pras.g_01027
OG0000425	Prat.g_00178	Pras.g_01028
OG0000426	Prat.g_00179	Pras.g_01029
OG0000427	Prat.g_00180	Pras.g_01030
OG0000428	Prat.g_00182	Pras.g_01032
OG0000429	Prat.g_00183	Pras.g_01033
OG0000430	Prat.g_00184	Pras.g_01034
OG0000431	Prat.g_00186	Pras.g_01036
OG0000432	Prat.g_00190	Pras.g_01039
OG0000433	Prat.g_00191	Pras.g_01040
OG0000434	Prat.g_00192	Pras.g_01041
OG0000435	Prat.g_00193	Pras.g_01042
OG0000436	Prat.g_00198	Pras.g_01047
OG0000437	Prat.g_00199	Pras.g_01048
OG0000438	Prat.g_00200	Pras.g_01049
OG0000439	Prat.g_00202	Pras.g_01051
OG0000440	Prat.g_00203	Pras.g_01052
OG0000441	Prat.g_00206	Pras.g_01055
OG0000442	Prat.g_00207	Pras.g_01056
OG0000443	Prat.g_00208	Pras.g_01057
OG0000444	Prat.g_00213	Pras.g_01063
OG0000445	Prat.g_00214	Pras.g_01064
OG0000446	Prat.g_00215	Pras.g_01065
OG0000447	Prat.g_00216	Pras.g_01066
OG0000448	Prat.g_00217	Pras.g_01067
OG0000449	Prat.g_00218	Pras.g_01068
OG0000450	Prat.g_00219	Pras.g_01069
OG0000451	Prat.g_00220	Pras.g_01070
OG0000452	Prat.g_00223	Pras.g_01073
OG0000453	Prat.g_00224	Pras.g_01074
OG0000454	Prat.g_00225	Pras.g_01075
OG0000455	Prat.g_00226	Pras.g_01076
OG0000456	Prat.g_00227	Pras.g_01077
OG0000457	Prat.g_00229	Pras.g_01078
OG0000458	Prat.g_00230	Pras.g_01079
OG0000459	Prat.g_00231	Pras.g_01080
OG0000460	Prat.g_00240	Pras.g_01087
OG0000461	Prat.g_00249	Pras.g_01094
OG0000462	Prat.g_00250	Pras.g_01096
OG0000463	Prat.g_00251	Pras.g_01097
OG0000464	Prat.g_00252	Pras.g_01098
OG0000465	Prat.g_00253	Pras.g_01099
OG0000466	Prat.g_00256	Pras.g_01102
OG0000467	Prat.g_00257	Pras.g_01103
OG0000468	Prat.g_00260	Pras.g_01105
OG0000469	Prat.g_00269	Pras.g_01114
OG0000470	Prat.g_00271	Pras.g_01116
OG0000471	Prat.g_00272	Pras.g_01117
OG0000472	Prat.g_00273	Pras.g_01118
OG0000473	Prat.g_00275	Pras.g_01120
OG0000474	Prat.g_00276	Pras.g_01121
OG0000475	Prat.g_00277	Pras.g_01122
OG0000476	Prat.g_00279	Pras.g_01123
OG0000477	Prat.g_00282	Pras.g_01127
OG0000478	Prat.g_00283	Pras.g_01128
OG0000479	Prat.g_00284	Pras.g_01129
OG0000480	Prat.g_00290	Pras.g_01134
OG0000481	Prat.g_00292	Pras.g_01136
OG0000482	Prat.g_00293	Pras.g_01137
OG0000483	Prat.g_00296	Pras.g_01140
OG0000484	Prat.g_00297	Pras.g_01141
OG0000485	Prat.g_00298	Pras.g_01142
OG0000486	Prat.g_00299	Pras.g_01143
OG0000487	Prat.g_00303	Pras.g_01146
OG0000488	Prat.g_00306	Pras.g_01149
OG0000489	Prat.g_00311	Pras.g_01155
OG0000490	Prat.g_00315	Pras.g_01160
OG0000491	Prat.g_00316	Pras.g_01161
OG0000492	Prat.g_00318	Pras.g_01163
OG0000493	Prat.g_00319	Pras.g_01164
OG0000494	Prat.g_00320	Pras.g_01165
OG0000495	Prat.g_00321	Pras.g_01166
OG0000496	Prat.g_00322	Pras.g_01167
OG0000497	Prat.g_00323	Pras.g_01168
OG0000498	Prat.g_00324	Pras.g_01169
OG0000499	Prat.g_00325	Pras.g_01170
OG0000500	Prat.g_00326	Pras.g_01171
OG0000501	Prat.g_00328	Pras.g_01173
OG0000502	Prat.g_00331	Pras.g_01176
OG0000503	Prat.g_00348	Pras.g_01187
OG0000504	Prat.g_00350	Pras.g_01188
OG0000505	Prat.g_00351	Pras.g_01189
OG0000506	Prat.g_00352	Pras.g_01191
OG0000507	Prat.g_00355	Pras.g_01194
OG0000508	Prat.g_00359	Pras.g_01198
OG0000509	Prat.g_00361	Pras.g_01200
OG0000510	Prat.g_00362	Pras.g_01201
OG0000511	Prat.g_00363	Pras.g_01202
OG0000512	Prat.g_00365	Pras.g_01204
OG0000513	Prat.g_00373	Pras.g_01211
OG0000514	Prat.g_00390	Pras.g_01309
OG0000515	Prat.g_00391	Pras.g_01310
OG0000516	Prat.g_00392	Pras.g_01311
OG0000517	Prat.g_00395	Pras.g_01313
OG0000518	Prat.g_00407	Pras.g_01324
OG0000519	Prat.g_00408	Pras.g_01325
OG0000520	Prat.g_00410	Pras.g_01326
OG0000521	Prat.g_00415	Pras.g_01331
OG0000522	Prat.g_00417	Pras.g_01332
OG0000523	Prat.g_00418	Pras.g_01333
OG0000524	Prat.g_00424	Pras.g_01339
OG0000525	Prat.g_00428	Pras.g_01342
OG0000526	Prat.g_00429	Pras.g_01343
OG0000527	Prat.g_00432	Pras.g_01351
OG0000528	Prat.g_00438	Pras.g_01356
OG0000529	Prat.g_00441	Pras.g_01359
OG0000530	Prat.g_00444	Pras.g_01362
OG0000531	Prat.g_00445	Pras.g_01363
OG0000532	Prat.g_00447	Pras.g_01365
OG0000533	Prat.g_00448	Pras.g_01366
OG0000534	Prat.g_00449	Pras.g_01367
OG0000535	Prat.g_00450	Pras.g_01368
OG0000536	Prat.g_00451	Pras.g_01369
OG0000537	Prat.g_00453	Pras.g_01370
OG0000538	Prat.g_00463	Pras.g_01378
OG0000539	Prat.g_00464	Pras.g_01379
OG0000540	Prat.g_00465	Pras.g_01380
OG0000541	Prat.g_00466	Pras.g_01381
OG0000542	Prat.g_00468	Pras.g_01383
OG0000543	Prat.g_00470	Pras.g_01385
OG0000544	Prat.g_00471	Pras.g_01386
OG0000545	Prat.g_00473	Pras.g_01388
OG0000546	Prat.g_00476	Pras.g_01391
OG0000547	Prat.g_00478	Pras.g_01393
OG0000548	Prat.g_00479	Pras.g_01394
OG0000549	Prat.g_00482	Pras.g_01396
OG0000550	Prat.g_00486	Pras.g_01401
OG0000551	Prat.g_00489	Pras.g_01404
OG0000552	Prat.g_00490	Pras.g_01405
OG0000553	Prat.g_00491	Pras.g_01406
OG0000554	Prat.g_00496	Pras.g_01411
OG0000555	Prat.g_00503	Pras.g_01419
OG0000556	Prat.g_00505	Pras.g_01421
OG0000557	Prat.g_00506	Pras.g_01422
OG0000558	Prat.g_00508	Pras.g_01424
OG0000559	Prat.g_00512	Pras.g_01428
OG0000560	Prat.g_00516	Pras.g_01431
OG0000561	Prat.g_00517	Pras.g_01432
OG0000562	Prat.g_00518	Pras.g_01433
OG0000563	Prat.g_00519	Pras.g_01434
OG0000564	Prat.g_00520	Pras.g_01435
OG0000565	Prat.g_00523	Pras.g_01438
OG0000566	Prat.g_00527	Pras.g_01440
OG0000567	Prat.g_00531	Pras.g_01444
OG0000568	Prat.g_00532	Pras.g_01445
OG0000569	Prat.g_00533	Pras.g_01446
OG0000570	Prat.g_00534	Pras.g_01447
OG0000571	Prat.g_00537	Pras.g_01449
OG0000572	Prat.g_00549	Pras.g_01463
OG0000573	Prat.g_00554	Pras.g_01468
