Orthogroup	Prat	Prao
OG0000062	Prat.g_01442	Prao.g_01474
OG0000065	Prat.g_00104	Prao.g_00245
OG0000067	Prat.g_01037	Prao.g_00741
OG0000068	Prat.g_01291	Prao.g_01239
OG0000069	Prat.g_01400	Prao.g_01508
OG0000070	Prat.g_00412	Prao.g_00554
OG0000071	Prat.g_01249	Prao.g_01276
OG0000072	Prat.g_00172	Prao.g_00309
OG0000073	Prat.g_00462	Prao.g_00605
OG0000074	Prat.g_00755, Prat.g_00696, Prat.g_01577	Prao.g_00120
OG0000075	Prat.g_01761	Prao.g_01719
OG0000076	Prat.g_01788	Prao.g_01743
OG0000077	Prat.g_00075	Prao.g_00217
OG0000078	Prat.g_00245	Prao.g_00377
OG0000079	Prat.g_00258	Prao.g_00390
OG0000081	Prat.g_00493	Prao.g_01860
OG0000082	Prat.g_01507	Prao.g_00024
OG0000083	Prat.g_00824	Prao.g_00679, Prao.g_01301, Prao.g_00673
OG0000084	Prat.g_01348	Prao.g_01393
OG0000085	Prat.g_01584	Prao.g_01545
OG0000086	Prat.g_00086	Prao.g_00227
OG0000087	Prat.g_00138	Prao.g_00277
OG0000088	Prat.g_00166	Prao.g_00304
OG0000089	Prat.g_00370	Prao.g_00490
OG0000090	Prat.g_00495	Prao.g_01858
OG0000091	Prat.g_01082	Prao.g_00081
OG0000092	Prat.g_00721	Prao.g_00850
OG0000093	Prat.g_01053	Prao.g_00870
OG0000094	Prat.g_00943	Prao.g_00955
OG0000095	Prat.g_00965	Prao.g_00974
OG0000096	Prat.g_00634	Prao.g_01142, Prao.g_01316
OG0000097	Prat.g_01111	Prao.g_01048
OG0000098	Prat.g_01282	Prao.g_01257
OG0000099	Prat.g_01312	Prao.g_01214
OG0000100	Prat.g_01437	Prao.g_01470
OG0000101	Prat.g_01726	Prao.g_01687
OG0000102	Prat.g_01793	Prao.g_01748
OG0000103	Prat.g_01880	Prao.g_01828
OG0000104	Prat.g_01889	Prao.g_01837
OG0000105	Prat.g_00281	Prao.g_01378
OG0000106	Prat.g_00637	Prao.g_00505
OG0000107	Prat.g_01656	Prao.g_00518
OG0000108	Prat.g_00440	Prao.g_00586
OG0000109	Prat.g_00455	Prao.g_00600
OG0000110	Prat.g_00539	Prao.g_01867
OG0000111	Prat.g_00776	Prao.g_00137
OG0000112	Prat.g_00888	Prao.g_00704
OG0000113	Prat.g_01014	Prao.g_00763
OG0000114	Prat.g_00716	Prao.g_00845
OG0000115	Prat.g_01373	Prao.g_01150
OG0000116	Prat.g_01166	Prao.g_01099
OG0000117	Prat.g_01129	Prao.g_01332
OG0000118	Prat.g_01261	Prao.g_01264
OG0000119	Prat.g_00647, Prat.g_01452	Prao.g_01243
OG0000120	Prat.g_00344	Prao.g_01215
OG0000121	Prat.g_01355	Prao.g_01399
OG0000122	Prat.g_00781, Prat.g_01398	Prao.g_01436
OG0000123	Prat.g_01733	Prao.g_01694
OG0000124	Prat.g_01805	Prao.g_01759
OG0000125	Prat.g_01841	Prao.g_01796
OG0000126	Prat.g_01888	Prao.g_01836
OG0000128	Prat.g_00012, Prat.g_00011	Prao.g_00158
OG0000129	Prat.g_00047	Prao.g_00190
OG0000130	Prat.g_00066	Prao.g_00208
OG0000131	Prat.g_00144	Prao.g_00283
OG0000132	Prat.g_00164	Prao.g_00302
OG0000133	Prat.g_00329	Prao.g_00458
OG0000134	Prat.g_00372	Prao.g_00491
OG0000135	Prat.g_01477	Prao.g_00516
OG0000136	Prat.g_00401	Prao.g_00545
OG0000137	Prat.g_00434	Prao.g_00581
OG0000138	Prat.g_00456	Prao.g_00601
OG0000139	Prat.g_00499	Prao.g_01854
OG0000140	Prat.g_00500	Prao.g_01853
OG0000141	Prat.g_00570	Prao.g_00045
OG0000142	Prat.g_01090	Prao.g_00074
OG0000143	Prat.g_01086	Prao.g_00078
OG0000144	Prat.g_01072	Prao.g_00091
OG0000145	Prat.g_01472	Prao.g_00701
OG0000146	Prat.g_00887	Prao.g_00705
OG0000147	Prat.g_00886	Prao.g_00706
OG0000148	Prat.g_01020	Prao.g_00757
OG0000149	Prat.g_00991	Prao.g_00788
OG0000150	Prat.g_00981	Prao.g_00796
OG0000151	Prat.g_00726	Prao.g_00855
OG0000152	Prat.g_00896, Prat.g_01277	Prao.g_00902
OG0000153	Prat.g_00915	Prao.g_00921
OG0000154	Prat.g_00934	Prao.g_00948
OG0000155	Prat.g_01135	Prao.g_01069
OG0000156	Prat.g_01238	Prao.g_01287
OG0000157	Prat.g_01239	Prao.g_01286
OG0000158	Prat.g_01769	Prao.g_01220
OG0000160	Prat.g_01354	Prao.g_01398
OG0000161	Prat.g_01360	Prao.g_01404
OG0000162	Prat.g_01366	Prao.g_01410
OG0000163	Prat.g_01409	Prao.g_01443
OG0000164	Prat.g_01615	Prao.g_01576
OG0000165	Prat.g_01623	Prao.g_01583
OG0000166	Prat.g_01690	Prao.g_01651
OG0000167	Prat.g_01759	Prao.g_01717
OG0000168	Prat.g_01770	Prao.g_01727
OG0000169	Prat.g_01781	Prao.g_01737
OG0000170	Prat.g_01784	Prao.g_01739
OG0000171	Prat.g_01804	Prao.g_01758
OG0000172	Prat.g_01811	Prao.g_01767
OG0000173	Prat.g_01826	Prao.g_01782
OG0000174	Prat.g_01858	Prao.g_01810
OG0000175	Prat.g_01870	Prao.g_01820
OG0000176	Prat.g_00004	Prao.g_01845
OG0000177	Prat.g_00005	Prao.g_01846
OG0000178	Prat.g_00006	Prao.g_01847
OG0000179	Prat.g_00017	Prao.g_00163
OG0000180	Prat.g_00018	Prao.g_00164
OG0000181	Prat.g_00019	Prao.g_00165
OG0000182	Prat.g_00020	Prao.g_00166
OG0000183	Prat.g_00024, Prat.g_01314	Prao.g_00170
OG0000184	Prat.g_00051	Prao.g_00192
OG0000185	Prat.g_00054	Prao.g_00195
OG0000186	Prat.g_00060	Prao.g_00203
OG0000187	Prat.g_00061	Prao.g_00204
OG0000188	Prat.g_00080	Prao.g_00221
OG0000189	Prat.g_00093	Prao.g_00235
OG0000190	Prat.g_00094	Prao.g_00236
OG0000191	Prat.g_00116	Prao.g_00256
OG0000192	Prat.g_00121	Prao.g_00260
OG0000193	Prat.g_00145	Prao.g_00284
OG0000194	Prat.g_00148	Prao.g_00287
OG0000195	Prat.g_00150	Prao.g_00289
OG0000196	Prat.g_00161	Prao.g_00299
OG0000197	Prat.g_00162	Prao.g_00300
OG0000198	Prat.g_00163	Prao.g_00301
OG0000199	Prat.g_00171	Prao.g_00308
OG0000200	Prat.g_00185	Prao.g_00322
OG0000201	Prat.g_00194	Prao.g_00330
OG0000202	Prat.g_00195	Prao.g_00331
OG0000203	Prat.g_00196	Prao.g_00332
OG0000204	Prat.g_00197	Prao.g_00333
OG0000205	Prat.g_00204	Prao.g_00340
OG0000206	Prat.g_00209	Prao.g_00345
OG0000207	Prat.g_00211	Prao.g_00347
OG0000208	Prat.g_00212	Prao.g_00348
OG0000209	Prat.g_00221	Prao.g_00357
OG0000210	Prat.g_00222	Prao.g_00358
OG0000211	Prat.g_00238	Prao.g_00371
OG0000212	Prat.g_00246	Prao.g_00378
OG0000213	Prat.g_00264	Prao.g_00395
OG0000214	Prat.g_00274	Prao.g_00405
OG0000215	Prat.g_00300	Prao.g_00429
OG0000216	Prat.g_00302	Prao.g_00431
OG0000217	Prat.g_00305	Prao.g_00434
OG0000218	Prat.g_00307	Prao.g_00436
OG0000219	Prat.g_00308	Prao.g_00437
OG0000220	Prat.g_00309	Prao.g_00438
OG0000221	Prat.g_00310	Prao.g_00439
OG0000222	Prat.g_00317	Prao.g_00446
OG0000223	Prat.g_00330	Prao.g_00459
OG0000224	Prat.g_00332	Prao.g_00461
OG0000225	Prat.g_00360	Prao.g_00480
OG0000226	Prat.g_00364	Prao.g_00484
OG0000227	Prat.g_00366	Prao.g_00486
OG0000228	Prat.g_00369	Prao.g_00489
OG0000229	Prat.g_00396	Prao.g_00540
OG0000230	Prat.g_00398	Prao.g_00542
OG0000231	Prat.g_00411	Prao.g_00553
OG0000232	Prat.g_00419	Prao.g_00564
OG0000233	Prat.g_00426	Prao.g_00569
OG0000234	Prat.g_00435	Prao.g_00582
OG0000235	Prat.g_00439	Prao.g_00585
OG0000236	Prat.g_00454	Prao.g_00599
OG0000237	Prat.g_00469	Prao.g_00612
OG0000238	Prat.g_00475	Prao.g_00618
OG0000239	Prat.g_00487	Prao.g_00631
OG0000240	Prat.g_00488	Prao.g_00632
OG0000241	Prat.g_00492	Prao.g_01861
OG0000242	Prat.g_00494	Prao.g_01859
OG0000243	Prat.g_00504	Prao.g_01162
OG0000244	Prat.g_00507	Prao.g_01165
OG0000245	Prat.g_00509	Prao.g_01167
OG0000246	Prat.g_00514, Prat.g_00513	Prao.g_01171
OG0000247	Prat.g_00525	Prao.g_01181
OG0000248	Prat.g_00528	Prao.g_01183
OG0000249	Prat.g_00530	Prao.g_01185
OG0000250	Prat.g_00536	Prao.g_01864
OG0000251	Prat.g_00553	Prao.g_00029
OG0000252	Prat.g_00556	Prao.g_00032
OG0000253	Prat.g_00557	Prao.g_00033
OG0000254	Prat.g_00574	Prao.g_00049
OG0000255	Prat.g_00581	Prao.g_00055
OG0000256	Prat.g_00591	Prao.g_00066
OG0000257	Prat.g_01097	Prao.g_00069
OG0000258	Prat.g_01081	Prao.g_00082
OG0000259	Prat.g_01064	Prao.g_00099
OG0000260	Prat.g_01061	Prao.g_00102
OG0000261	Prat.g_01058	Prao.g_00104
OG0000262	Prat.g_01054	Prao.g_00108
OG0000263	Prat.g_00754	Prao.g_00119
OG0000264	Prat.g_00765	Prao.g_00129
OG0000265	Prat.g_00788	Prao.g_00648
OG0000266	Prat.g_00801	Prao.g_00658
OG0000267	Prat.g_00814	Prao.g_00669
OG0000268	Prat.g_00815	Prao.g_00670
OG0000269	Prat.g_01042	Prao.g_00736
OG0000270	Prat.g_01039	Prao.g_00739
OG0000271	Prat.g_01031	Prao.g_00747
OG0000272	Prat.g_01030	Prao.g_00748
OG0000273	Prat.g_01007	Prao.g_00771
OG0000274	Prat.g_01006	Prao.g_00772
OG0000275	Prat.g_01004	Prao.g_00775
OG0000276	Prat.g_00999	Prao.g_00780
OG0000277	Prat.g_00998	Prao.g_00781
OG0000278	Prat.g_00995	Prao.g_00784
OG0000279	Prat.g_00988	Prao.g_00791
OG0000280	Prat.g_00987	Prao.g_00792
OG0000281	Prat.g_00980	Prao.g_00797
OG0000282	Prat.g_00718	Prao.g_00847
OG0000283	Prat.g_00868	Prao.g_00879
OG0000284	Prat.g_00873	Prao.g_00884
OG0000285	Prat.g_00879	Prao.g_00889
OG0000286	Prat.g_00895	Prao.g_00901
OG0000287	Prat.g_00912	Prao.g_00918
OG0000288	Prat.g_00933	Prao.g_00947
OG0000289	Prat.g_00948	Prao.g_00958
OG0000290	Prat.g_00962	Prao.g_00971
OG0000291	Prat.g_00964	Prao.g_00973
OG0000292	Prat.g_01208	Prao.g_01025
OG0000293	Prat.g_01165	Prao.g_01098
OG0000294	Prat.g_01164	Prao.g_01097
OG0000295	Prat.g_01142	Prao.g_01077
OG0000296	Prat.g_01140	Prao.g_01075
OG0000297	Prat.g_01131	Prao.g_01067
OG0000298	Prat.g_01130	Prao.g_01066
OG0000299	Prat.g_01112	Prao.g_01049
OG0000300	Prat.g_01108	Prao.g_01046
OG0000301	Prat.g_01107	Prao.g_01045
OG0000302	Prat.g_01105	Prao.g_01043
OG0000303	Prat.g_01099	Prao.g_01036
OG0000304	Prat.g_00595	Prao.g_01032
OG0000305	Prat.g_01200	Prao.g_01247
OG0000306	Prat.g_00976	Prao.g_01244
OG0000307	Prat.g_01300	Prao.g_01230
OG0000308	Prat.g_01301	Prao.g_01229
OG0000309	Prat.g_01305	Prao.g_01225
OG0000310	Prat.g_01336	Prao.g_01382
OG0000311	Prat.g_01338	Prao.g_01384
OG0000312	Prat.g_01341	Prao.g_01387
OG0000313	Prat.g_01357	Prao.g_01401
OG0000314	Prat.g_01382	Prao.g_01423
OG0000315	Prat.g_01392	Prao.g_01433
OG0000316	Prat.g_01420	Prao.g_01453
OG0000317	Prat.g_01589	Prao.g_01550
OG0000318	Prat.g_01593	Prao.g_01553
OG0000319	Prat.g_01605	Prao.g_01566
OG0000320	Prat.g_01607	Prao.g_01568
OG0000321	Prat.g_01608	Prao.g_01569
OG0000322	Prat.g_01609	Prao.g_01570
OG0000323	Prat.g_01618	Prao.g_01579
OG0000324	Prat.g_01647	Prao.g_01605
OG0000325	Prat.g_01657	Prao.g_01616
OG0000326	Prat.g_01664	Prao.g_01622
OG0000327	Prat.g_01685	Prao.g_01646
OG0000328	Prat.g_01686	Prao.g_01647
OG0000329	Prat.g_01703	Prao.g_01664
OG0000330	Prat.g_01704	Prao.g_01665
OG0000331	Prat.g_01705	Prao.g_01666
OG0000332	Prat.g_01718	Prao.g_01680
OG0000333	Prat.g_01720	Prao.g_01682
OG0000334	Prat.g_01729	Prao.g_01690
OG0000335	Prat.g_01734	Prao.g_01695
OG0000336	Prat.g_01738	Prao.g_01699
OG0000337	Prat.g_01756	Prao.g_01715
OG0000338	Prat.g_01757	Prao.g_01716
OG0000339	Prat.g_01762	Prao.g_01720
OG0000340	Prat.g_01771	Prao.g_01728
OG0000341	Prat.g_01773	Prao.g_01730
OG0000342	Prat.g_01775	Prao.g_01731
OG0000343	Prat.g_01776	Prao.g_01732
OG0000344	Prat.g_01779	Prao.g_01735
OG0000345	Prat.g_01785	Prao.g_01740
OG0000346	Prat.g_01789	Prao.g_01744
OG0000347	Prat.g_01806	Prao.g_01760
OG0000348	Prat.g_01814	Prao.g_01770
OG0000349	Prat.g_01832	Prao.g_01787
OG0000350	Prat.g_01853	Prao.g_01806
OG0000351	Prat.g_01873	Prao.g_01823
OG0000352	Prat.g_01874	Prao.g_01824
OG0000353	Prat.g_01892	Prao.g_01840
OG0000354	Prat.g_00845	Prao.g_00637
OG0000355	Prat.g_00001	Prao.g_01842
OG0000356	Prat.g_00002	Prao.g_01843
OG0000357	Prat.g_00003	Prao.g_01844
OG0000358	Prat.g_00007	Prao.g_01848
OG0000359	Prat.g_00008	Prao.g_01849
OG0000360	Prat.g_00009	Prao.g_01850
OG0000361	Prat.g_00010	Prao.g_00157
OG0000362	Prat.g_00013	Prao.g_00159
OG0000363	Prat.g_00015	Prao.g_00161
OG0000364	Prat.g_00016	Prao.g_00162
OG0000365	Prat.g_00021	Prao.g_00167
OG0000366	Prat.g_00022	Prao.g_00168
OG0000367	Prat.g_00023	Prao.g_00169
OG0000368	Prat.g_00025	Prao.g_00171
OG0000369	Prat.g_00026	Prao.g_00172
OG0000370	Prat.g_00027	Prao.g_00173
OG0000371	Prat.g_00034	Prao.g_00178
OG0000372	Prat.g_00036	Prao.g_00181
OG0000373	Prat.g_00037	Prao.g_00182
OG0000374	Prat.g_00038	Prao.g_00183
OG0000375	Prat.g_00042	Prao.g_00186
OG0000376	Prat.g_00044	Prao.g_00188
OG0000377	Prat.g_00048	Prao.g_00191
OG0000378	Prat.g_00052	Prao.g_00193
OG0000379	Prat.g_00055	Prao.g_00196
OG0000380	Prat.g_00062	Prao.g_00205
OG0000381	Prat.g_00067	Prao.g_00209
OG0000382	Prat.g_00079	Prao.g_00220
OG0000383	Prat.g_00081	Prao.g_00222
OG0000384	Prat.g_00082	Prao.g_00223
OG0000385	Prat.g_00083	Prao.g_00224
OG0000386	Prat.g_00084	Prao.g_00225
OG0000387	Prat.g_00096	Prao.g_00238
OG0000388	Prat.g_00100	Prao.g_00241
OG0000389	Prat.g_00103	Prao.g_00244
OG0000390	Prat.g_00112	Prao.g_00251
OG0000391	Prat.g_00115	Prao.g_00255
OG0000392	Prat.g_00118	Prao.g_00259
OG0000393	Prat.g_00122	Prao.g_00261
OG0000394	Prat.g_00123	Prao.g_00262
OG0000395	Prat.g_00124	Prao.g_00263
OG0000396	Prat.g_00126	Prao.g_00266
OG0000397	Prat.g_00128	Prao.g_00268
OG0000398	Prat.g_00131	Prao.g_00270
OG0000399	Prat.g_00132	Prao.g_00271
OG0000400	Prat.g_00133	Prao.g_00272
OG0000401	Prat.g_00134	Prao.g_00273
OG0000402	Prat.g_00601	Prao.g_00274
OG0000403	Prat.g_00136	Prao.g_00275
OG0000404	Prat.g_00137	Prao.g_00276
OG0000405	Prat.g_00141	Prao.g_00280
OG0000406	Prat.g_00146	Prao.g_00285
OG0000407	Prat.g_00147	Prao.g_00286
OG0000408	Prat.g_00149	Prao.g_00288
OG0000409	Prat.g_00151	Prao.g_00290
OG0000410	Prat.g_00152	Prao.g_00291
OG0000411	Prat.g_00153	Prao.g_00292
OG0000412	Prat.g_00154	Prao.g_00293
OG0000413	Prat.g_00156	Prao.g_00294
OG0000414	Prat.g_00157	Prao.g_00295
OG0000415	Prat.g_00158	Prao.g_00296
OG0000416	Prat.g_00159	Prao.g_00297
OG0000417	Prat.g_00160	Prao.g_00298
OG0000418	Prat.g_00165	Prao.g_00303
OG0000419	Prat.g_00167	Prao.g_00305
OG0000420	Prat.g_00169	Prao.g_00306
OG0000421	Prat.g_00174	Prao.g_00311
OG0000422	Prat.g_00175	Prao.g_00312
OG0000423	Prat.g_00176	Prao.g_00313
OG0000424	Prat.g_00177	Prao.g_00314
OG0000425	Prat.g_00178	Prao.g_00315
OG0000426	Prat.g_00179	Prao.g_00316
OG0000427	Prat.g_00180	Prao.g_00317
OG0000428	Prat.g_00182	Prao.g_00319
OG0000429	Prat.g_00183	Prao.g_00320
OG0000430	Prat.g_00184	Prao.g_00321
OG0000431	Prat.g_00186	Prao.g_00323
OG0000432	Prat.g_00190	Prao.g_00326
OG0000433	Prat.g_00191	Prao.g_00327
OG0000434	Prat.g_00192	Prao.g_00328
OG0000435	Prat.g_00193	Prao.g_00329
OG0000436	Prat.g_00198	Prao.g_00334
OG0000437	Prat.g_00199	Prao.g_00335
OG0000438	Prat.g_00200	Prao.g_00336
OG0000439	Prat.g_00202	Prao.g_00338
OG0000440	Prat.g_00203	Prao.g_00339
OG0000441	Prat.g_00206	Prao.g_00342
OG0000442	Prat.g_00207	Prao.g_00343
OG0000443	Prat.g_00208	Prao.g_00344
OG0000444	Prat.g_00213	Prao.g_00349
OG0000445	Prat.g_00214	Prao.g_00350
OG0000446	Prat.g_00215	Prao.g_00351
OG0000447	Prat.g_00216	Prao.g_00352
OG0000448	Prat.g_00217	Prao.g_00353
OG0000449	Prat.g_00218	Prao.g_00354
OG0000450	Prat.g_00219	Prao.g_00355
OG0000451	Prat.g_00220	Prao.g_00356
OG0000452	Prat.g_00223	Prao.g_00359
OG0000453	Prat.g_00224	Prao.g_00360
OG0000454	Prat.g_00225	Prao.g_00361
OG0000455	Prat.g_00226	Prao.g_00362
OG0000456	Prat.g_00227	Prao.g_00363
OG0000457	Prat.g_00229	Prao.g_00364
OG0000458	Prat.g_00230	Prao.g_00365
OG0000459	Prat.g_00231	Prao.g_00366
OG0000460	Prat.g_00240	Prao.g_00373
OG0000461	Prat.g_00249	Prao.g_00380
OG0000462	Prat.g_00250	Prao.g_00382
OG0000463	Prat.g_00251	Prao.g_00383
OG0000464	Prat.g_00252	Prao.g_00384
OG0000465	Prat.g_00253	Prao.g_00385
OG0000466	Prat.g_00256	Prao.g_00388
OG0000467	Prat.g_00257	Prao.g_00389
OG0000468	Prat.g_00260	Prao.g_00391
OG0000469	Prat.g_00269	Prao.g_00400
OG0000470	Prat.g_00271	Prao.g_00402
OG0000471	Prat.g_00272	Prao.g_00403
OG0000472	Prat.g_00273	Prao.g_00404
OG0000473	Prat.g_00275	Prao.g_00406
OG0000474	Prat.g_00276	Prao.g_00407
OG0000475	Prat.g_00277	Prao.g_00408
OG0000476	Prat.g_00279	Prao.g_00409
OG0000477	Prat.g_00282	Prao.g_00412
OG0000478	Prat.g_00283	Prao.g_00413
OG0000479	Prat.g_00284	Prao.g_00414
OG0000480	Prat.g_00290	Prao.g_00419
OG0000481	Prat.g_00292	Prao.g_00421
OG0000482	Prat.g_00293	Prao.g_00422
OG0000483	Prat.g_00296	Prao.g_00425
OG0000484	Prat.g_00297	Prao.g_00426
OG0000485	Prat.g_00298	Prao.g_00427
OG0000486	Prat.g_00299	Prao.g_00428
OG0000487	Prat.g_00303	Prao.g_00432
OG0000488	Prat.g_00306	Prao.g_00435
OG0000489	Prat.g_00311	Prao.g_00440
OG0000490	Prat.g_00315	Prao.g_00444
OG0000491	Prat.g_00316	Prao.g_00445
OG0000492	Prat.g_00318	Prao.g_00447
OG0000493	Prat.g_00319	Prao.g_00448
OG0000494	Prat.g_00320	Prao.g_00449
OG0000495	Prat.g_00321	Prao.g_00450
OG0000496	Prat.g_00322	Prao.g_00451
OG0000497	Prat.g_00323	Prao.g_00452
OG0000498	Prat.g_00324	Prao.g_00453
OG0000499	Prat.g_00325	Prao.g_00454
OG0000500	Prat.g_00326	Prao.g_00455
OG0000501	Prat.g_00328	Prao.g_00457
OG0000502	Prat.g_00331	Prao.g_00460
OG0000503	Prat.g_00348	Prao.g_00470
OG0000504	Prat.g_00350	Prao.g_00471
OG0000505	Prat.g_00351	Prao.g_00472
OG0000506	Prat.g_00352	Prao.g_00474
OG0000507	Prat.g_00355	Prao.g_00476
OG0000508	Prat.g_00359	Prao.g_00479
OG0000509	Prat.g_00361	Prao.g_00481
OG0000510	Prat.g_00362	Prao.g_00482
OG0000511	Prat.g_00363	Prao.g_00483
OG0000512	Prat.g_00365	Prao.g_00485
OG0000513	Prat.g_00373	Prao.g_00492
OG0000514	Prat.g_00390	Prao.g_00535
OG0000515	Prat.g_00391	Prao.g_00536
OG0000516	Prat.g_00392	Prao.g_00537
OG0000517	Prat.g_00395	Prao.g_00539
OG0000518	Prat.g_00407	Prao.g_00550
OG0000519	Prat.g_00408	Prao.g_00551
OG0000520	Prat.g_00410	Prao.g_00552
OG0000521	Prat.g_00415	Prao.g_00557
OG0000522	Prat.g_00417	Prao.g_00559
OG0000523	Prat.g_00418	Prao.g_00560
OG0000524	Prat.g_00424	Prao.g_00567
OG0000525	Prat.g_00428	Prao.g_00570
OG0000526	Prat.g_00429	Prao.g_00571
OG0000527	Prat.g_00432	Prao.g_00579
OG0000528	Prat.g_00438	Prao.g_00584
OG0000529	Prat.g_00441	Prao.g_00587
OG0000530	Prat.g_00444	Prao.g_00590
OG0000531	Prat.g_00445	Prao.g_00591
OG0000532	Prat.g_00447	Prao.g_00593
OG0000533	Prat.g_00448	Prao.g_00594
OG0000534	Prat.g_00449	Prao.g_00595
OG0000535	Prat.g_00450	Prao.g_00596
OG0000536	Prat.g_00451	Prao.g_00597
OG0000537	Prat.g_00453	Prao.g_00598
OG0000538	Prat.g_00463	Prao.g_00606
OG0000539	Prat.g_00464	Prao.g_00607
OG0000540	Prat.g_00465	Prao.g_00608
OG0000541	Prat.g_00466	Prao.g_00609
OG0000542	Prat.g_00468	Prao.g_00611
OG0000543	Prat.g_00470	Prao.g_00613
OG0000544	Prat.g_00471	Prao.g_00614
OG0000545	Prat.g_00473	Prao.g_00616
OG0000546	Prat.g_00476	Prao.g_00619
OG0000547	Prat.g_00478	Prao.g_00621
OG0000548	Prat.g_00479	Prao.g_00622
OG0000549	Prat.g_00482	Prao.g_00624
OG0000550	Prat.g_00486	Prao.g_00629
OG0000551	Prat.g_00489	Prao.g_00633
OG0000552	Prat.g_00490	Prao.g_00634
OG0000553	Prat.g_00491	Prao.g_00635
OG0000554	Prat.g_00496	Prao.g_01857
OG0000555	Prat.g_00503	Prao.g_01161
OG0000556	Prat.g_00505	Prao.g_01163
OG0000557	Prat.g_00506	Prao.g_01164
OG0000558	Prat.g_00508	Prao.g_01166
OG0000559	Prat.g_00512	Prao.g_01170
OG0000560	Prat.g_00516	Prao.g_01173
OG0000561	Prat.g_00517	Prao.g_01174
OG0000562	Prat.g_00518	Prao.g_01175
OG0000563	Prat.g_00519	Prao.g_01176
OG0000564	Prat.g_00520	Prao.g_01177
OG0000565	Prat.g_00523	Prao.g_01180
OG0000566	Prat.g_00527	Prao.g_01182
OG0000567	Prat.g_00531	Prao.g_01186
OG0000568	Prat.g_00532	Prao.g_01187
OG0000569	Prat.g_00533	Prao.g_01862
OG0000570	Prat.g_00534	Prao.g_01863
OG0000571	Prat.g_00537	Prao.g_01865
OG0000572	Prat.g_00549	Prao.g_00025
OG0000573	Prat.g_00554	Prao.g_00030
OG0000574	Prat.g_00555	Prao.g_00031
OG0000575	Prat.g_00559	Prao.g_00035
OG0000576	Prat.g_00561	Prao.g_00037
OG0000577	Prat.g_00562	Prao.g_00038
OG0000578	Prat.g_00563	Prao.g_00039
OG0000579	Prat.g_00564	Prao.g_00040
OG0000580	Prat.g_00565	Prao.g_00041
OG0000581	Prat.g_00568	Prao.g_00043
OG0000582	Prat.g_00571	Prao.g_00046
OG0000583	Prat.g_00572	Prao.g_00047
OG0000584	Prat.g_00573	Prao.g_00048
OG0000585	Prat.g_00575	Prao.g_00050
