Orthogroup	Prat	Praf
OG0000195	Prat.g_00150	Praf.g_02438
OG0000196	Prat.g_00161	Praf.g_02449
OG0000197	Prat.g_00162	Praf.g_02450
OG0000198	Prat.g_00163	Praf.g_02451
OG0000199	Prat.g_00171	Praf.g_02468
OG0000200	Prat.g_00185	Praf.g_02711, Praf.g_02492
OG0000201	Prat.g_00194	Praf.g_02511
OG0000202	Prat.g_00195	Praf.g_02512
OG0000203	Prat.g_00196	Praf.g_02513
OG0000204	Prat.g_00197	Praf.g_02514
OG0000205	Prat.g_00204	Praf.g_02708, Praf.g_02521
OG0000206	Prat.g_00209	Praf.g_02532
OG0000207	Prat.g_00211	Praf.g_02582
OG0000208	Prat.g_00212	Praf.g_02581
OG0000209	Prat.g_00221	Praf.g_02557
OG0000210	Prat.g_00222	Praf.g_02556
OG0000211	Prat.g_00238	Praf.g_00378
OG0000212	Prat.g_00246	Praf.g_00392
OG0000213	Prat.g_00264	Praf.g_02245
OG0000214	Prat.g_00274	Praf.g_02263
OG0000215	Prat.g_00300	Praf.g_02293
OG0000216	Prat.g_00302	Praf.g_02296
OG0000217	Prat.g_00305	Praf.g_02300
OG0000218	Prat.g_00307	Praf.g_02302
OG0000219	Prat.g_00308	Praf.g_02303
OG0000220	Prat.g_00309	Praf.g_02304
OG0000221	Prat.g_00310	Praf.g_02314
OG0000222	Prat.g_00317	Praf.g_02323
OG0000223	Prat.g_00330	Praf.g_02347
OG0000224	Prat.g_00332	Praf.g_02358
OG0000225	Prat.g_00360	Praf.g_02030
OG0000226	Prat.g_00364	Praf.g_02026
OG0000227	Prat.g_00366	Praf.g_02024
OG0000228	Prat.g_00369	Praf.g_02016
OG0000229	Prat.g_00396	Praf.g_01989
OG0000230	Prat.g_00398	Praf.g_01987
OG0000231	Prat.g_00411	Praf.g_01963
OG0000232	Prat.g_00419	Praf.g_01952
OG0000233	Prat.g_00426	Praf.g_01938
OG0000234	Prat.g_00435	Praf.g_01905
OG0000235	Prat.g_00439	Praf.g_00594
OG0000236	Prat.g_00454	Praf.g_00610
OG0000237	Prat.g_00469	Praf.g_00627
OG0000238	Prat.g_00475	Praf.g_00631
OG0000239	Prat.g_00487	Praf.g_00647
OG0000240	Prat.g_00488	Praf.g_00648
OG0000241	Prat.g_00492	Praf.g_01177
OG0000242	Prat.g_00494	Praf.g_00658
OG0000243	Prat.g_00504	Praf.g_00681
OG0000244	Prat.g_00507	Praf.g_00685
OG0000245	Prat.g_00509	Praf.g_00688
OG0000246	Prat.g_00514, Prat.g_00513	Praf.g_00692
OG0000247	Prat.g_00525	Praf.g_00703
OG0000248	Prat.g_00528	Praf.g_00706
OG0000249	Prat.g_00530	Praf.g_00708
OG0000250	Prat.g_00536	Praf.g_00714
OG0000251	Prat.g_00553	Praf.g_00739
OG0000252	Prat.g_00556	Praf.g_00742
OG0000253	Prat.g_00557	Praf.g_00749
OG0000254	Prat.g_00574	Praf.g_00768
OG0000255	Prat.g_00581	Praf.g_01662
OG0000256	Prat.g_00591	Praf.g_01676
OG0000257	Prat.g_01097	Praf.g_01685
OG0000258	Prat.g_01081	Praf.g_01708
OG0000259	Prat.g_01064	Praf.g_01736
OG0000260	Prat.g_01061	Praf.g_01739
OG0000261	Prat.g_01058	Praf.g_01742
OG0000262	Prat.g_01054	Praf.g_01748
OG0000263	Prat.g_00754	Praf.g_02570
OG0000264	Prat.g_00765	Praf.g_01218, Praf.g_01219
OG0000265	Prat.g_00788	Praf.g_01238, Praf.g_01302
OG0000266	Prat.g_00801	Praf.g_01313
OG0000267	Prat.g_00814	Praf.g_01436
OG0000268	Prat.g_00815	Praf.g_01435
OG0000269	Prat.g_01042	Praf.g_01525
OG0000270	Prat.g_01039	Praf.g_01528
OG0000271	Prat.g_01031	Praf.g_01536
OG0000272	Prat.g_01030	Praf.g_01537
OG0000273	Prat.g_01007	Praf.g_01585
OG0000274	Prat.g_01006	Praf.g_01586
OG0000275	Prat.g_01004	Praf.g_01590
OG0000276	Prat.g_00999	Praf.g_01596
OG0000277	Prat.g_00998	Praf.g_01597
OG0000278	Prat.g_00995	Praf.g_01600
OG0000279	Prat.g_00988	Praf.g_01608
OG0000280	Prat.g_00987	Praf.g_01614
OG0000281	Prat.g_00980	Praf.g_01627
OG0000282	Prat.g_00718	Praf.g_01463
OG0000283	Prat.g_00868	Praf.g_01426
OG0000284	Prat.g_00873	Praf.g_01420
OG0000285	Prat.g_00879	Praf.g_01006
OG0000286	Prat.g_00895	Praf.g_01393
OG0000287	Prat.g_00912	Praf.g_01073
OG0000288	Prat.g_00933	Praf.g_01338
OG0000289	Prat.g_00948	Praf.g_01325
OG0000290	Prat.g_00962	Praf.g_01277
OG0000291	Prat.g_00964	Praf.g_01275
OG0000292	Prat.g_01208	Praf.g_02776
OG0000293	Prat.g_01165	Praf.g_00826
OG0000294	Prat.g_01164	Praf.g_00827
OG0000295	Prat.g_01142	Praf.g_00879
OG0000296	Prat.g_01140	Praf.g_00881
OG0000297	Prat.g_01131	Praf.g_00917
OG0000298	Prat.g_01130	Praf.g_00918
OG0000299	Prat.g_01112	Praf.g_00908
OG0000300	Prat.g_01108	Praf.g_00902
OG0000301	Prat.g_01107	Praf.g_00901
OG0000302	Prat.g_01105	Praf.g_00898
OG0000303	Prat.g_01099	Praf.g_00888
OG0000304	Prat.g_00595	Praf.g_00938
OG0000305	Prat.g_01200	Praf.g_01271
OG0000306	Prat.g_00976	Praf.g_01635
OG0000307	Prat.g_01300	Praf.g_00575
OG0000308	Prat.g_01301	Praf.g_00573
OG0000309	Prat.g_01305	Praf.g_00569
OG0000310	Prat.g_01336	Praf.g_01772
OG0000311	Prat.g_01338	Praf.g_01778, Praf.g_01776
OG0000312	Prat.g_01341	Praf.g_01782
OG0000313	Prat.g_01357	Praf.g_01802
OG0000314	Prat.g_01382	Praf.g_01837
OG0000315	Prat.g_01392	Praf.g_01848
OG0000316	Prat.g_01420	Praf.g_00526
OG0000317	Prat.g_01589	Praf.g_00485
OG0000318	Prat.g_01593	Praf.g_00479
OG0000319	Prat.g_01605	Praf.g_00464
OG0000320	Prat.g_01607	Praf.g_00462
OG0000321	Prat.g_01608	Praf.g_00461
OG0000322	Prat.g_01609	Praf.g_00460
OG0000323	Prat.g_01618	Praf.g_00449
OG0000324	Prat.g_01647	Praf.g_00419
OG0000325	Prat.g_01657	Praf.g_02200
OG0000326	Prat.g_01664	Praf.g_02193
OG0000327	Prat.g_01685	Praf.g_02162
OG0000328	Prat.g_01686	Praf.g_02161
OG0000329	Prat.g_01703	Praf.g_02144
OG0000330	Prat.g_01704	Praf.g_02143
OG0000331	Prat.g_01705	Praf.g_02142
OG0000332	Prat.g_01718	Praf.g_02127
OG0000333	Prat.g_01720	Praf.g_02125
OG0000334	Prat.g_01729	Praf.g_02112
OG0000335	Prat.g_01734	Praf.g_02107
OG0000336	Prat.g_01738	Praf.g_02103
OG0000337	Prat.g_01756	Praf.g_02372
OG0000338	Prat.g_01757	Praf.g_02375
OG0000339	Prat.g_01762	Praf.g_02386
OG0000340	Prat.g_01771	Praf.g_02396
OG0000341	Prat.g_01773	Praf.g_02398
OG0000342	Prat.g_01775	Praf.g_02399
OG0000343	Prat.g_01776	Praf.g_00196
OG0000344	Prat.g_01779	Praf.g_00193
OG0000345	Prat.g_01785	Praf.g_00182
OG0000346	Prat.g_01789	Praf.g_00177
OG0000347	Prat.g_01806	Praf.g_00152
OG0000348	Prat.g_01814	Praf.g_00081
OG0000349	Prat.g_01832	Praf.g_00054
OG0000350	Prat.g_01853	Praf.g_02699
OG0000351	Prat.g_01873	Praf.g_02757
OG0000352	Prat.g_01874	Praf.g_02758
OG0000353	Prat.g_01892	Praf.g_02782
OG0000354	Prat.g_00845	Praf.g_00637, Praf.g_00019
OG0000355	Prat.g_00001	Praf.g_00001
OG0000356	Prat.g_00002	Praf.g_00002
OG0000357	Prat.g_00003	Praf.g_00003
OG0000358	Prat.g_00007	Praf.g_00007
OG0000359	Prat.g_00008	Praf.g_00009
OG0000360	Prat.g_00009	Praf.g_00010
OG0000361	Prat.g_00010	Praf.g_00011
OG0000362	Prat.g_00013	Praf.g_00013
OG0000363	Prat.g_00015	Praf.g_00015
OG0000364	Prat.g_00016	Praf.g_00016
OG0000365	Prat.g_00021	Praf.g_00025
OG0000366	Prat.g_00022	Praf.g_00026
OG0000367	Prat.g_00023	Praf.g_00027
OG0000368	Prat.g_00025	Praf.g_00029
OG0000369	Prat.g_00026	Praf.g_00030
OG0000370	Prat.g_00027	Praf.g_00031
OG0000371	Prat.g_00034	Praf.g_00040
OG0000372	Prat.g_00036	Praf.g_00045
OG0000373	Prat.g_00037	Praf.g_00046
OG0000374	Prat.g_00038	Praf.g_00047
OG0000375	Prat.g_00042	Praf.g_00050
OG0000376	Prat.g_00044	Praf.g_00052
OG0000377	Prat.g_00048	Praf.g_02618
OG0000378	Prat.g_00052	Praf.g_02605
OG0000379	Prat.g_00055	Praf.g_02601
OG0000380	Prat.g_00062	Praf.g_00325
OG0000381	Prat.g_00067	Praf.g_00320
OG0000382	Prat.g_00079	Praf.g_00304
OG0000383	Prat.g_00081	Praf.g_00302
OG0000384	Prat.g_00082	Praf.g_00301
OG0000385	Prat.g_00083	Praf.g_00300
OG0000386	Prat.g_00084	Praf.g_00299
OG0000387	Prat.g_00096	Praf.g_00253
OG0000388	Prat.g_00100	Praf.g_00249
OG0000389	Prat.g_00103	Praf.g_00245
OG0000390	Prat.g_00112	Praf.g_00224
OG0000391	Prat.g_00115	Praf.g_00219
OG0000392	Prat.g_00118	Praf.g_00214
OG0000393	Prat.g_00122	Praf.g_00209
OG0000394	Prat.g_00123	Praf.g_00208
OG0000395	Prat.g_00124	Praf.g_00207
OG0000396	Prat.g_00126	Praf.g_02403
OG0000397	Prat.g_00128	Praf.g_02405
OG0000398	Prat.g_00131	Praf.g_02410
OG0000399	Prat.g_00132	Praf.g_02411
OG0000400	Prat.g_00133	Praf.g_02412
OG0000401	Prat.g_00134	Praf.g_02413
OG0000402	Prat.g_00601	Praf.g_02415
OG0000403	Prat.g_00136	Praf.g_02416
OG0000404	Prat.g_00137	Praf.g_02418
OG0000405	Prat.g_00141	Praf.g_02430
OG0000406	Prat.g_00146	Praf.g_02434
OG0000407	Prat.g_00147	Praf.g_02435
OG0000408	Prat.g_00149	Praf.g_02437
OG0000409	Prat.g_00151	Praf.g_02439
OG0000410	Prat.g_00152	Praf.g_02440
OG0000411	Prat.g_00153	Praf.g_02441
OG0000412	Prat.g_00154	Praf.g_02442
OG0000413	Prat.g_00156	Praf.g_02444
OG0000414	Prat.g_00157	Praf.g_02445
OG0000415	Prat.g_00158	Praf.g_02446
OG0000416	Prat.g_00159	Praf.g_02447
OG0000417	Prat.g_00160	Praf.g_02448
OG0000418	Prat.g_00165	Praf.g_02453
OG0000419	Prat.g_00167	Praf.g_02455
OG0000420	Prat.g_00169	Praf.g_02456
OG0000421	Prat.g_00174	Praf.g_02470
OG0000422	Prat.g_00175	Praf.g_02471
OG0000423	Prat.g_00176	Praf.g_02472
OG0000424	Prat.g_00177	Praf.g_02473
OG0000425	Prat.g_00178	Praf.g_02474
OG0000426	Prat.g_00179	Praf.g_02475
OG0000427	Prat.g_00180	Praf.g_02476
OG0000428	Prat.g_00182	Praf.g_01486
OG0000429	Prat.g_00183	Praf.g_02489
OG0000430	Prat.g_00184	Praf.g_02491
OG0000431	Prat.g_00186	Praf.g_02495
OG0000432	Prat.g_00190	Praf.g_02502
OG0000433	Prat.g_00191	Praf.g_02505
OG0000434	Prat.g_00192	Praf.g_02506
OG0000435	Prat.g_00193	Praf.g_02509
OG0000436	Prat.g_00198	Praf.g_02515
OG0000437	Prat.g_00199	Praf.g_02516
OG0000438	Prat.g_00200	Praf.g_02517
OG0000439	Prat.g_00202	Praf.g_02519
OG0000440	Prat.g_00203	Praf.g_02520
OG0000441	Prat.g_00206	Praf.g_02524
OG0000442	Prat.g_00207	Praf.g_02525
OG0000443	Prat.g_00208	Praf.g_02531
OG0000444	Prat.g_00213	Praf.g_02575
OG0000445	Prat.g_00214	Praf.g_02574
OG0000446	Prat.g_00215	Praf.g_02572
OG0000447	Prat.g_00216	Praf.g_02568
OG0000448	Prat.g_00217	Praf.g_02567
OG0000449	Prat.g_00218	Praf.g_02566
OG0000450	Prat.g_00219	Praf.g_02560
OG0000451	Prat.g_00220	Praf.g_02559
OG0000452	Prat.g_00223	Praf.g_02555
OG0000453	Prat.g_00224	Praf.g_02554
OG0000454	Prat.g_00225	Praf.g_02553
OG0000455	Prat.g_00226	Praf.g_02552
OG0000456	Prat.g_00227	Praf.g_02551
OG0000457	Prat.g_00229	Praf.g_02549
OG0000458	Prat.g_00230	Praf.g_02548
OG0000459	Prat.g_00231	Praf.g_02547
OG0000460	Prat.g_00240	Praf.g_00379
OG0000461	Prat.g_00249	Praf.g_02203
OG0000462	Prat.g_00250	Praf.g_02207
OG0000463	Prat.g_00251	Praf.g_02208
OG0000464	Prat.g_00252	Praf.g_02209
OG0000465	Prat.g_00253	Praf.g_02210
OG0000466	Prat.g_00256	Praf.g_02215
OG0000467	Prat.g_00257	Praf.g_02217
OG0000468	Prat.g_00260	Praf.g_02242
OG0000469	Prat.g_00269	Praf.g_02255
OG0000470	Prat.g_00271	Praf.g_02259
OG0000471	Prat.g_00272	Praf.g_02260
OG0000472	Prat.g_00273	Praf.g_02262
OG0000473	Prat.g_00275	Praf.g_02264
OG0000474	Prat.g_00276	Praf.g_02265
OG0000475	Prat.g_00277	Praf.g_02266
OG0000476	Prat.g_00279	Praf.g_02268
OG0000477	Prat.g_00282	Praf.g_02273
OG0000478	Prat.g_00283	Praf.g_02274
OG0000479	Prat.g_00284	Praf.g_02275
OG0000480	Prat.g_00290	Praf.g_02282
OG0000481	Prat.g_00292	Praf.g_02284
OG0000482	Prat.g_00293	Praf.g_02285
OG0000483	Prat.g_00296	Praf.g_02289
OG0000484	Prat.g_00297	Praf.g_02290
OG0000485	Prat.g_00298	Praf.g_02291
OG0000486	Prat.g_00299	Praf.g_02292
OG0000487	Prat.g_00303	Praf.g_02297
OG0000488	Prat.g_00306	Praf.g_02301
OG0000489	Prat.g_00311	Praf.g_02315
OG0000490	Prat.g_00315	Praf.g_02321
OG0000491	Prat.g_00316	Praf.g_02322
OG0000492	Prat.g_00318	Praf.g_02324
OG0000493	Prat.g_00319	Praf.g_02325
OG0000494	Prat.g_00320	Praf.g_02326
OG0000495	Prat.g_00321	Praf.g_02327
OG0000496	Prat.g_00322	Praf.g_02328
OG0000497	Prat.g_00323	Praf.g_02329
OG0000498	Prat.g_00324	Praf.g_02330
OG0000499	Prat.g_00325	Praf.g_02331
OG0000500	Prat.g_00326	Praf.g_02332
OG0000501	Prat.g_00328	Praf.g_02335
OG0000502	Prat.g_00331	Praf.g_02349
OG0000503	Prat.g_00348	Praf.g_02054
OG0000504	Prat.g_00350	Praf.g_02052
OG0000505	Prat.g_00351	Praf.g_02051
OG0000506	Prat.g_00352	Praf.g_02049
OG0000507	Prat.g_00355	Praf.g_02045
OG0000508	Prat.g_00359	Praf.g_02031
OG0000509	Prat.g_00361	Praf.g_02029
OG0000510	Prat.g_00362	Praf.g_02028
OG0000511	Prat.g_00363	Praf.g_02027
OG0000512	Prat.g_00365	Praf.g_02025
OG0000513	Prat.g_00373	Praf.g_02011
OG0000514	Prat.g_00390	Praf.g_02002
OG0000515	Prat.g_00391	Praf.g_02001
OG0000516	Prat.g_00392	Praf.g_01999
OG0000517	Prat.g_00395	Praf.g_01990
OG0000518	Prat.g_00407	Praf.g_01978
OG0000519	Prat.g_00408	Praf.g_01977
OG0000520	Prat.g_00410	Praf.g_01972
OG0000521	Prat.g_00415	Praf.g_01959
OG0000522	Prat.g_00417	Praf.g_01957
OG0000523	Prat.g_00418	Praf.g_01956
OG0000524	Prat.g_00424	Praf.g_01942
OG0000525	Prat.g_00428	Praf.g_01915
OG0000526	Prat.g_00429	Praf.g_01913
OG0000527	Prat.g_00432	Praf.g_01909
OG0000528	Prat.g_00438	Praf.g_00589
OG0000529	Prat.g_00441	Praf.g_00596
OG0000530	Prat.g_00444	Praf.g_00599
OG0000531	Prat.g_00445	Praf.g_00600
OG0000532	Prat.g_00447	Praf.g_00603
OG0000533	Prat.g_00448	Praf.g_00605
OG0000534	Prat.g_00449	Praf.g_00606
OG0000535	Prat.g_00450	Praf.g_00607
OG0000536	Prat.g_00451	Praf.g_00608
OG0000537	Prat.g_00453	Praf.g_00609
OG0000538	Prat.g_00463	Praf.g_00619
OG0000539	Prat.g_00464	Praf.g_00621
OG0000540	Prat.g_00465	Praf.g_00622
OG0000541	Prat.g_00466	Praf.g_00623
OG0000542	Prat.g_00468	Praf.g_00626
OG0000543	Prat.g_00470	Praf.g_00628
OG0000544	Prat.g_00471	Praf.g_00629
OG0000545	Prat.g_00473	Praf.g_00630
OG0000546	Prat.g_00476	Praf.g_00632
OG0000547	Prat.g_00478	Praf.g_00634
OG0000548	Prat.g_00479	Praf.g_00635
OG0000549	Prat.g_00482	Praf.g_00641
OG0000550	Prat.g_00486	Praf.g_00646
OG0000551	Prat.g_00489	Praf.g_00650
OG0000552	Prat.g_00490	Praf.g_00651
OG0000553	Prat.g_00491	Praf.g_00656
OG0000554	Prat.g_00496	Praf.g_00661
OG0000555	Prat.g_00503	Praf.g_00677
OG0000556	Prat.g_00505	Praf.g_00683
OG0000557	Prat.g_00506	Praf.g_00684
OG0000558	Prat.g_00508	Praf.g_00687
OG0000559	Prat.g_00512	Praf.g_00691
OG0000560	Prat.g_00516	Praf.g_00694
OG0000561	Prat.g_00517	Praf.g_00695
OG0000562	Prat.g_00518	Praf.g_00696
OG0000563	Prat.g_00519	Praf.g_00697
OG0000564	Prat.g_00520	Praf.g_00698
OG0000565	Prat.g_00523	Praf.g_00701
OG0000566	Prat.g_00527	Praf.g_00705
OG0000567	Prat.g_00531	Praf.g_00709
OG0000568	Prat.g_00532	Praf.g_00711
OG0000569	Prat.g_00533	Praf.g_00712
OG0000570	Prat.g_00534	Praf.g_00713
OG0000571	Prat.g_00537	Praf.g_00716
OG0000572	Prat.g_00549	Praf.g_00733
