Orthogroup	Prat	Praq
OG0000137	Prat.g_01806	Praq.g_00683
OG0000138	Prat.g_01841	Praq.g_00718
OG0000139	Prat.g_01873	Praq.g_00409
OG0000140	Prat.g_00001	Praq.g_00427
OG0000141	Prat.g_00002	Praq.g_00428
OG0000142	Prat.g_00004	Praq.g_00430
OG0000143	Prat.g_00005	Praq.g_00431
OG0000144	Prat.g_00007	Praq.g_00433
OG0000145	Prat.g_00008	Praq.g_00434
OG0000146	Prat.g_00009	Praq.g_00435
OG0000147	Prat.g_00010	Praq.g_00436
OG0000148	Prat.g_00013	Praq.g_00438
OG0000149	Prat.g_00015	Praq.g_01217
OG0000150	Prat.g_00016	Praq.g_01218
OG0000151	Prat.g_00017	Praq.g_01219
OG0000152	Prat.g_00018	Praq.g_01220
OG0000153	Prat.g_00019	Praq.g_01221
OG0000154	Prat.g_00020	Praq.g_01222
OG0000155	Prat.g_00021	Praq.g_01223
OG0000156	Prat.g_00022	Praq.g_01224
OG0000157	Prat.g_00023	Praq.g_01225
OG0000158	Prat.g_00025	Praq.g_01227
OG0000159	Prat.g_00026	Praq.g_01228
OG0000160	Prat.g_00027	Praq.g_01229
OG0000161	Prat.g_00028	Praq.g_01230
OG0000162	Prat.g_00029	Praq.g_01231
OG0000163	Prat.g_00031	Praq.g_01232
OG0000164	Prat.g_00034	Praq.g_01235
OG0000165	Prat.g_00036	Praq.g_01239
OG0000166	Prat.g_00037	Praq.g_01240
OG0000167	Prat.g_00038	Praq.g_01241
OG0000168	Prat.g_00042	Praq.g_01255
OG0000169	Prat.g_00044	Praq.g_01257
OG0000170	Prat.g_00046	Praq.g_01258
OG0000171	Prat.g_00047	Praq.g_01259
OG0000172	Prat.g_00048	Praq.g_01261
OG0000173	Prat.g_00051	Praq.g_01262
OG0000174	Prat.g_00052	Praq.g_01263
OG0000175	Prat.g_00053	Praq.g_01264
OG0000176	Prat.g_00055	Praq.g_01266
OG0000177	Prat.g_00056	Praq.g_01267
OG0000178	Prat.g_00057	Praq.g_01268
OG0000179	Prat.g_00060	Praq.g_01939
OG0000180	Prat.g_00061	Praq.g_01938
OG0000181	Prat.g_00062	Praq.g_01937
OG0000182	Prat.g_00066	Praq.g_01934
OG0000183	Prat.g_00067	Praq.g_01933
OG0000184	Prat.g_00070	Praq.g_01930
OG0000185	Prat.g_00074	Praq.g_01926
OG0000186	Prat.g_00075	Praq.g_01925
OG0000187	Prat.g_01504	Praq.g_01924
OG0000188	Prat.g_00076	Praq.g_01923
OG0000189	Prat.g_00079	Praq.g_01922
OG0000190	Prat.g_00080	Praq.g_01921
OG0000191	Prat.g_00081	Praq.g_01920
OG0000192	Prat.g_00082	Praq.g_01919
OG0000193	Prat.g_00083	Praq.g_01918
OG0000194	Prat.g_00084	Praq.g_01917
OG0000195	Prat.g_00086	Praq.g_01915
OG0000196	Prat.g_00087	Praq.g_01914
OG0000197	Prat.g_00088	Praq.g_01913
OG0000198	Prat.g_00089	Praq.g_01912
OG0000199	Prat.g_00091	Praq.g_01909
OG0000200	Prat.g_00092	Praq.g_01908
OG0000201	Prat.g_00093	Praq.g_01907
OG0000202	Prat.g_00094	Praq.g_01906
OG0000203	Prat.g_00095	Praq.g_01905
OG0000204	Prat.g_00096	Praq.g_01904
OG0000205	Prat.g_00098	Praq.g_01903
OG0000206	Prat.g_00099	Praq.g_01902
OG0000207	Prat.g_00100	Praq.g_01901
OG0000208	Prat.g_00101	Praq.g_01900
OG0000209	Prat.g_00102	Praq.g_01899
OG0000210	Prat.g_00103	Praq.g_01897
OG0000211	Prat.g_00104	Praq.g_01896
OG0000212	Prat.g_00105	Praq.g_01895
OG0000213	Prat.g_00106	Praq.g_01894
OG0000214	Prat.g_00110	Praq.g_01892
OG0000215	Prat.g_00111	Praq.g_01891
OG0000216	Prat.g_00113	Praq.g_01889
OG0000217	Prat.g_00114	Praq.g_01888
OG0000218	Prat.g_00115	Praq.g_01887
OG0000219	Prat.g_00116	Praq.g_01886
OG0000220	Prat.g_00118	Praq.g_01883
OG0000221	Prat.g_00122	Praq.g_01881
OG0000222	Prat.g_00123	Praq.g_01880
OG0000223	Prat.g_00124	Praq.g_01879
OG0000224	Prat.g_00126	Praq.g_01876
OG0000225	Prat.g_00128	Praq.g_01874
OG0000226	Prat.g_00130	Praq.g_01873
OG0000227	Prat.g_00131	Praq.g_01872
OG0000228	Prat.g_00132	Praq.g_01871
OG0000229	Prat.g_00133	Praq.g_01870
OG0000230	Prat.g_00134	Praq.g_01869
OG0000231	Prat.g_00601	Praq.g_01867
OG0000232	Prat.g_00136	Praq.g_01866
OG0000233	Prat.g_00139	Praq.g_01863
OG0000234	Prat.g_00141	Praq.g_01861
OG0000235	Prat.g_00144	Praq.g_01857
OG0000236	Prat.g_00145	Praq.g_01856
OG0000237	Prat.g_00146	Praq.g_01855
OG0000238	Prat.g_00147	Praq.g_01854
OG0000239	Prat.g_00148	Praq.g_01853
OG0000240	Prat.g_00150	Praq.g_01851
OG0000241	Prat.g_00151	Praq.g_01850
OG0000242	Prat.g_00152	Praq.g_01849
OG0000243	Prat.g_00153	Praq.g_01848
OG0000244	Prat.g_00154	Praq.g_01847
OG0000245	Prat.g_00156	Praq.g_01846
OG0000246	Prat.g_00158	Praq.g_01844
OG0000247	Prat.g_00159	Praq.g_01843
OG0000248	Prat.g_00160	Praq.g_01842
OG0000249	Prat.g_00161	Praq.g_01841
OG0000250	Prat.g_00162	Praq.g_01840
OG0000251	Prat.g_00163	Praq.g_01839
OG0000252	Prat.g_00164	Praq.g_01838
OG0000253	Prat.g_00165	Praq.g_01837
OG0000254	Prat.g_00167	Praq.g_01835
OG0000255	Prat.g_00169	Praq.g_01834
OG0000256	Prat.g_00172	Praq.g_01831
OG0000257	Prat.g_00174	Praq.g_01829
OG0000258	Prat.g_00175	Praq.g_01828
OG0000259	Prat.g_00176	Praq.g_01827
OG0000260	Prat.g_00177	Praq.g_01826
OG0000261	Prat.g_00178	Praq.g_01825
OG0000262	Prat.g_00179	Praq.g_01824
OG0000263	Prat.g_00180	Praq.g_01823
OG0000264	Prat.g_00182	Praq.g_01821
OG0000265	Prat.g_00183	Praq.g_01820
OG0000266	Prat.g_00184	Praq.g_01819
OG0000267	Prat.g_00186	Praq.g_01817
OG0000268	Prat.g_00188	Praq.g_01816
OG0000269	Prat.g_00189	Praq.g_01815
OG0000270	Prat.g_00190	Praq.g_01814
OG0000271	Prat.g_00191	Praq.g_01813
OG0000272	Prat.g_00192	Praq.g_01812
OG0000273	Prat.g_00193	Praq.g_01811
OG0000274	Prat.g_00194	Praq.g_01810
OG0000275	Prat.g_00195	Praq.g_01809
OG0000276	Prat.g_00196	Praq.g_01808
OG0000277	Prat.g_00197	Praq.g_01807
OG0000278	Prat.g_00198	Praq.g_01806
OG0000279	Prat.g_00199	Praq.g_01805
OG0000280	Prat.g_00200	Praq.g_01804
OG0000281	Prat.g_00202	Praq.g_01802
OG0000282	Prat.g_00203	Praq.g_01801
OG0000283	Prat.g_00206	Praq.g_01798
OG0000284	Prat.g_00207	Praq.g_01797
OG0000285	Prat.g_00208	Praq.g_01796
OG0000286	Prat.g_00210	Praq.g_01794
OG0000287	Prat.g_00211	Praq.g_01793
OG0000288	Prat.g_00212	Praq.g_01792
OG0000289	Prat.g_00213	Praq.g_01791
OG0000290	Prat.g_00214	Praq.g_01790
OG0000291	Prat.g_00215	Praq.g_01789
OG0000292	Prat.g_00216	Praq.g_01788
OG0000293	Prat.g_00217	Praq.g_01787
OG0000294	Prat.g_00218	Praq.g_01786
OG0000295	Prat.g_00219	Praq.g_01785
OG0000296	Prat.g_00220	Praq.g_01784
OG0000297	Prat.g_00221	Praq.g_01783
OG0000298	Prat.g_00222	Praq.g_01782
OG0000299	Prat.g_00223	Praq.g_01781
OG0000300	Prat.g_00224	Praq.g_01780
OG0000301	Prat.g_00225	Praq.g_01779
OG0000302	Prat.g_00226	Praq.g_01778
OG0000303	Prat.g_00227	Praq.g_01777
OG0000304	Prat.g_00229	Praq.g_01776
OG0000305	Prat.g_00230	Praq.g_01775
OG0000306	Prat.g_00231	Praq.g_01774
OG0000307	Prat.g_00233	Praq.g_01773
OG0000308	Prat.g_00234	Praq.g_01772
OG0000309	Prat.g_00235	Praq.g_01771
OG0000310	Prat.g_00236	Praq.g_01770
OG0000311	Prat.g_00238	Praq.g_01769
OG0000312	Prat.g_00240	Praq.g_01767
OG0000313	Prat.g_00241	Praq.g_01766
OG0000314	Prat.g_00245	Praq.g_01763
OG0000315	Prat.g_00246	Praq.g_01762
OG0000316	Prat.g_00249	Praq.g_01760
OG0000317	Prat.g_00250	Praq.g_01758
OG0000318	Prat.g_00251	Praq.g_01757
OG0000319	Prat.g_00252	Praq.g_01756
OG0000320	Prat.g_00253	Praq.g_01755
OG0000321	Prat.g_00256	Praq.g_01752
OG0000322	Prat.g_00260	Praq.g_01750
OG0000323	Prat.g_00261	Praq.g_01749
OG0000324	Prat.g_00264	Praq.g_01746
OG0000325	Prat.g_00266	Praq.g_01744
OG0000326	Prat.g_00267	Praq.g_01743
OG0000327	Prat.g_00269	Praq.g_01741
OG0000328	Prat.g_00270	Praq.g_01740
OG0000329	Prat.g_00271	Praq.g_01739
OG0000330	Prat.g_00272	Praq.g_01738
OG0000331	Prat.g_00273	Praq.g_01737
OG0000332	Prat.g_00274	Praq.g_01736
OG0000333	Prat.g_00275	Praq.g_01735
OG0000334	Prat.g_00276	Praq.g_01734
OG0000335	Prat.g_00277	Praq.g_01733
OG0000336	Prat.g_00279	Praq.g_01732
OG0000337	Prat.g_00282	Praq.g_01728
OG0000338	Prat.g_00283	Praq.g_01727
OG0000339	Prat.g_00284	Praq.g_01726
OG0000340	Prat.g_00285	Praq.g_01725
OG0000341	Prat.g_00290	Praq.g_01721
OG0000342	Prat.g_00291	Praq.g_01719
OG0000343	Prat.g_00293	Praq.g_01717
OG0000344	Prat.g_00294	Praq.g_01716
OG0000345	Prat.g_00295	Praq.g_01715
OG0000346	Prat.g_00296	Praq.g_01714
OG0000347	Prat.g_00297	Praq.g_01713
OG0000348	Prat.g_00298	Praq.g_01712
OG0000349	Prat.g_00299	Praq.g_01711
OG0000350	Prat.g_00300	Praq.g_01710
OG0000351	Prat.g_00303	Praq.g_01707
OG0000352	Prat.g_00306	Praq.g_01704
OG0000353	Prat.g_00307	Praq.g_01703
OG0000354	Prat.g_00308	Praq.g_01702
OG0000355	Prat.g_00309	Praq.g_01701
OG0000356	Prat.g_00310	Praq.g_01700
OG0000357	Prat.g_00311	Praq.g_01699
OG0000358	Prat.g_00312	Praq.g_01698
OG0000359	Prat.g_00313	Praq.g_01697
OG0000360	Prat.g_00315	Praq.g_01694
OG0000361	Prat.g_00316	Praq.g_01693
OG0000362	Prat.g_00317	Praq.g_01692
OG0000363	Prat.g_00318	Praq.g_01691
OG0000364	Prat.g_00319	Praq.g_01690
OG0000365	Prat.g_00320	Praq.g_01689
OG0000366	Prat.g_00321	Praq.g_01688
OG0000367	Prat.g_00322	Praq.g_01687
OG0000368	Prat.g_00323	Praq.g_01686
OG0000369	Prat.g_00324	Praq.g_01685
OG0000370	Prat.g_00325	Praq.g_01684
OG0000371	Prat.g_00326	Praq.g_01683
OG0000372	Prat.g_00328	Praq.g_01681
OG0000373	Prat.g_00330	Praq.g_01679
OG0000374	Prat.g_00331	Praq.g_01678
OG0000375	Prat.g_00332	Praq.g_01677
OG0000376	Prat.g_00334	Praq.g_01675
OG0000377	Prat.g_00340	Praq.g_01674
OG0000378	Prat.g_00341	Praq.g_01673
OG0000379	Prat.g_00348	Praq.g_01211
OG0000380	Prat.g_00350	Praq.g_01210
OG0000381	Prat.g_00351	Praq.g_01209
OG0000382	Prat.g_00352	Praq.g_01207
OG0000383	Prat.g_00355	Praq.g_01204
OG0000384	Prat.g_00356	Praq.g_01203
OG0000385	Prat.g_00359	Praq.g_01200
OG0000386	Prat.g_00360	Praq.g_01199
OG0000387	Prat.g_00361	Praq.g_01198
OG0000388	Prat.g_00362	Praq.g_01197
OG0000389	Prat.g_00363	Praq.g_01196
OG0000390	Prat.g_00364	Praq.g_01195
OG0000391	Prat.g_00365	Praq.g_01194
OG0000392	Prat.g_00366	Praq.g_01193
OG0000393	Prat.g_00369	Praq.g_01189
OG0000394	Prat.g_00370	Praq.g_01188
OG0000395	Prat.g_00373	Praq.g_01186
OG0000396	Prat.g_00985	Praq.g_01185
OG0000397	Prat.g_01203	Praq.g_01172
OG0000398	Prat.g_01469	Praq.g_01164
OG0000399	Prat.g_00671	Praq.g_01163
OG0000400	Prat.g_01656	Praq.g_01158
OG0000401	Prat.g_00390	Praq.g_01126
OG0000402	Prat.g_00391	Praq.g_01125
OG0000403	Prat.g_00392	Praq.g_01124
OG0000404	Prat.g_00395	Praq.g_01122
OG0000405	Prat.g_00396	Praq.g_01121
OG0000406	Prat.g_00398	Praq.g_01119
OG0000407	Prat.g_00399	Praq.g_01118
OG0000408	Prat.g_00400	Praq.g_01117
OG0000409	Prat.g_00401	Praq.g_01116
OG0000410	Prat.g_00403	Praq.g_01115
OG0000411	Prat.g_00404	Praq.g_01114
OG0000412	Prat.g_00405	Praq.g_01113
OG0000413	Prat.g_00406	Praq.g_01112
OG0000414	Prat.g_00407	Praq.g_01111
OG0000415	Prat.g_00408	Praq.g_01110
OG0000416	Prat.g_00410	Praq.g_01109
OG0000417	Prat.g_00411	Praq.g_01108
OG0000418	Prat.g_00412	Praq.g_01107
OG0000419	Prat.g_00413	Praq.g_00500
OG0000420	Prat.g_00414	Praq.g_00501
OG0000421	Prat.g_00415	Praq.g_00502
OG0000422	Prat.g_00417	Praq.g_00504
OG0000423	Prat.g_00418	Praq.g_00505
OG0000424	Prat.g_00419	Praq.g_00507
OG0000425	Prat.g_00424	Praq.g_00511
OG0000426	Prat.g_00425	Praq.g_00512
OG0000427	Prat.g_00426	Praq.g_00513
OG0000428	Prat.g_00428	Praq.g_00514
OG0000429	Prat.g_00429	Praq.g_00515
OG0000430	Prat.g_00430	Praq.g_00522
OG0000431	Prat.g_00432	Praq.g_00524
OG0000432	Prat.g_00433	Praq.g_00525
OG0000433	Prat.g_00436	Praq.g_00528
OG0000434	Prat.g_00438	Praq.g_00529
OG0000435	Prat.g_00439	Praq.g_00530
OG0000436	Prat.g_00441	Praq.g_00532
OG0000437	Prat.g_00443	Praq.g_00534
OG0000438	Prat.g_00444	Praq.g_00535
OG0000439	Prat.g_00445	Praq.g_00536
OG0000440	Prat.g_00447	Praq.g_00538
OG0000441	Prat.g_00448	Praq.g_00539
OG0000442	Prat.g_00449	Praq.g_00540
OG0000443	Prat.g_00450	Praq.g_00541
OG0000444	Prat.g_00451	Praq.g_00542
OG0000445	Prat.g_00453	Praq.g_00543
OG0000446	Prat.g_00454	Praq.g_00544
OG0000447	Prat.g_00455	Praq.g_00545
OG0000448	Prat.g_00456	Praq.g_00546
OG0000449	Prat.g_00463	Praq.g_01102
OG0000450	Prat.g_00464	Praq.g_01101
OG0000451	Prat.g_00465	Praq.g_01100
OG0000452	Prat.g_00466	Praq.g_01099
OG0000453	Prat.g_00468	Praq.g_01097
OG0000454	Prat.g_00469	Praq.g_01096
OG0000455	Prat.g_00470	Praq.g_01095
OG0000456	Prat.g_00471	Praq.g_01094
OG0000457	Prat.g_00473	Praq.g_01092
OG0000458	Prat.g_00475	Praq.g_01090
OG0000459	Prat.g_00476	Praq.g_01089
OG0000460	Prat.g_00478	Praq.g_01087
OG0000461	Prat.g_00479	Praq.g_01086
OG0000462	Prat.g_00480	Praq.g_01085
OG0000463	Prat.g_00482	Praq.g_01084
OG0000464	Prat.g_00486	Praq.g_01079
OG0000465	Prat.g_00487	Praq.g_01077
OG0000466	Prat.g_00488	Praq.g_01076
OG0000467	Prat.g_00489	Praq.g_01075
OG0000468	Prat.g_00490	Praq.g_01074
OG0000469	Prat.g_00491	Praq.g_01073
OG0000470	Prat.g_00492	Praq.g_01072
OG0000471	Prat.g_00493	Praq.g_01071
OG0000472	Prat.g_00496	Praq.g_01068
OG0000473	Prat.g_00497	Praq.g_01067
OG0000474	Prat.g_00498	Praq.g_01066
OG0000475	Prat.g_00499	Praq.g_01065
OG0000476	Prat.g_00500	Praq.g_01064
OG0000477	Prat.g_00501	Praq.g_01062
OG0000478	Prat.g_00502	Praq.g_01061
OG0000479	Prat.g_00503	Praq.g_01060
OG0000480	Prat.g_00505	Praq.g_01058
OG0000481	Prat.g_00506	Praq.g_01057
OG0000482	Prat.g_00507	Praq.g_01056
OG0000483	Prat.g_00508	Praq.g_01055
OG0000484	Prat.g_00509	Praq.g_01054
OG0000485	Prat.g_00510	Praq.g_01053
OG0000486	Prat.g_00511	Praq.g_01052
OG0000487	Prat.g_00512	Praq.g_01051
OG0000488	Prat.g_00515	Praq.g_01049
OG0000489	Prat.g_00516	Praq.g_01048
OG0000490	Prat.g_00517	Praq.g_01047
OG0000491	Prat.g_00518	Praq.g_01046
OG0000492	Prat.g_00519	Praq.g_01045
OG0000493	Prat.g_00520	Praq.g_01044
OG0000494	Prat.g_00522	Praq.g_01042
OG0000495	Prat.g_00523	Praq.g_01041
OG0000496	Prat.g_00525	Praq.g_01040
OG0000497	Prat.g_00527	Praq.g_01039
OG0000498	Prat.g_00528	Praq.g_01038
OG0000499	Prat.g_00530	Praq.g_01036
OG0000500	Prat.g_00531	Praq.g_01035
OG0000501	Prat.g_00533	Praq.g_01033
OG0000502	Prat.g_00534	Praq.g_01032
OG0000503	Prat.g_00536	Praq.g_01031
OG0000504	Prat.g_00537	Praq.g_01030
OG0000505	Prat.g_00538	Praq.g_01029
OG0000506	Prat.g_00539	Praq.g_01028
OG0000507	Prat.g_00540	Praq.g_01027
OG0000508	Prat.g_00542	Praq.g_01025
OG0000509	Prat.g_00543	Praq.g_01024
OG0000510	Prat.g_00544	Praq.g_01023
OG0000511	Prat.g_00545	Praq.g_01022
OG0000512	Prat.g_00546	Praq.g_01021
OG0000513	Prat.g_00547	Praq.g_01020
OG0000514	Prat.g_00548	Praq.g_01019
OG0000515	Prat.g_00549	Praq.g_01017
OG0000516	Prat.g_00550	Praq.g_01016
OG0000517	Prat.g_00551	Praq.g_01015
OG0000518	Prat.g_00553	Praq.g_01012
OG0000519	Prat.g_00554	Praq.g_01010
OG0000520	Prat.g_00555	Praq.g_01009
OG0000521	Prat.g_00556	Praq.g_01008
OG0000522	Prat.g_00557	Praq.g_01007
OG0000523	Prat.g_00558	Praq.g_01006
OG0000524	Prat.g_00559	Praq.g_01005
OG0000525	Prat.g_00561	Praq.g_01003
OG0000526	Prat.g_00562	Praq.g_01002
OG0000527	Prat.g_00563	Praq.g_01001
OG0000528	Prat.g_00564	Praq.g_01000
OG0000529	Prat.g_00565	Praq.g_00999
OG0000530	Prat.g_00566	Praq.g_00998
OG0000531	Prat.g_00568	Praq.g_00997
OG0000532	Prat.g_00569	Praq.g_00996
OG0000533	Prat.g_00570	Praq.g_00995
OG0000534	Prat.g_00571	Praq.g_00994
OG0000535	Prat.g_00572	Praq.g_00993
OG0000536	Prat.g_00573	Praq.g_00992
OG0000537	Prat.g_00574	Praq.g_00991
OG0000538	Prat.g_00575	Praq.g_00990
OG0000539	Prat.g_00576	Praq.g_00989
OG0000540	Prat.g_00577	Praq.g_00988
OG0000541	Prat.g_00579	Praq.g_00987
OG0000542	Prat.g_00580	Praq.g_00986
OG0000543	Prat.g_00581	Praq.g_00985
OG0000544	Prat.g_00582	Praq.g_00984
OG0000545	Prat.g_00584	Praq.g_00981
OG0000546	Prat.g_00585	Praq.g_00980
OG0000547	Prat.g_00587	Praq.g_00978
OG0000548	Prat.g_00589	Praq.g_00977
OG0000549	Prat.g_00590	Praq.g_00976
OG0000550	Prat.g_00591	Praq.g_00975
OG0000551	Prat.g_00592	Praq.g_00974
OG0000552	Prat.g_00593	Praq.g_00973
OG0000553	Prat.g_01097	Praq.g_00972
OG0000554	Prat.g_01095	Praq.g_00971
OG0000555	Prat.g_01094	Praq.g_00970
OG0000556	Prat.g_01093	Praq.g_00969
OG0000557	Prat.g_01091	Praq.g_00968
OG0000558	Prat.g_01090	Praq.g_00967
OG0000559	Prat.g_01089	Praq.g_00966
OG0000560	Prat.g_01087	Praq.g_00964
OG0000561	Prat.g_01086	Praq.g_00963
OG0000562	Prat.g_01084	Praq.g_00962
OG0000563	Prat.g_01083	Praq.g_00961
OG0000564	Prat.g_01082	Praq.g_00960
OG0000565	Prat.g_01081	Praq.g_00959
OG0000566	Prat.g_01080	Praq.g_00958
OG0000567	Prat.g_01079	Praq.g_00957
OG0000568	Prat.g_01078	Praq.g_00775
OG0000569	Prat.g_01077	Praq.g_00776
OG0000570	Prat.g_01076	Praq.g_00777
OG0000571	Prat.g_01075	Praq.g_00778
OG0000572	Prat.g_01074	Praq.g_00779
OG0000573	Prat.g_01071	Praq.g_00782
OG0000574	Prat.g_01070	Praq.g_00783
OG0000575	Prat.g_01069	Praq.g_00784
OG0000576	Prat.g_01068	Praq.g_00785
OG0000577	Prat.g_01067	Praq.g_00786
OG0000578	Prat.g_01066	Praq.g_00787
OG0000579	Prat.g_01065	Praq.g_00788
OG0000580	Prat.g_01064	Praq.g_00789
OG0000581	Prat.g_01063	Praq.g_00790
OG0000582	Prat.g_01062	Praq.g_00791
OG0000583	Prat.g_01061	Praq.g_00792
OG0000584	Prat.g_01059	Praq.g_00793
OG0000585	Prat.g_01058	Praq.g_00794
OG0000586	Prat.g_01056	Praq.g_00796
OG0000587	Prat.g_01055	Praq.g_00797
OG0000588	Prat.g_00744	Praq.g_00799
