Orthogroup	Prat	Prap
OG0000036	Prat.g_01507	Prap.g_01183, Prap.g_01790
OG0000037	Prat.g_00586	Prap.g_01145, Prap.g_00236
OG0000038	Prat.g_01448	Prap.g_00212
OG0000039	Prat.g_00166	Prap.g_01004
OG0000040	Prat.g_00834	Prap.g_00029
OG0000041	Prat.g_01552, Prat.g_00613	Prap.g_01815, Prap.g_01821
OG0000042	Prat.g_00788	Prap.g_00791
OG0000043	Prat.g_00856	Prap.g_00691
OG0000044	Prat.g_01156	Prap.g_00456
OG0000045	Prat.g_01311	Prap.g_00081
OG0000046	Prat.g_01584	Prap.g_01917, Prap.g_01787
OG0000047	Prat.g_01788	Prap.g_01580
OG0000048	Prat.g_01796	Prap.g_01572
OG0000050	Prat.g_00033	Prap.g_00923
OG0000051	Prat.g_00157	Prap.g_01013
OG0000052	Prat.g_00637	Prap.g_00591
OG0000053	Prat.g_01499	Prap.g_01867, Prap.g_01230
OG0000054	Prat.g_01503	Prap.g_01128
OG0000055	Prat.g_01014	Prap.g_00760
OG0000056	Prat.g_00666, Prat.g_01463	Prap.g_00512
OG0000057	Prat.g_00242	Prap.g_01475
OG0000058	Prat.g_00434	Prap.g_01292
OG0000059	Prat.g_00775	Prap.g_00799
OG0000062	Prat.g_01495, Prat.g_01561	Prap.g_01883
OG0000063	Prat.g_01129	Prap.g_00429
OG0000065	Prat.g_01249	Prap.g_00561
OG0000066	Prat.g_00344	Prap.g_00079
OG0000067	Prat.g_01532	Prap.g_00619
OG0000068	Prat.g_01726	Prap.g_01642
OG0000069	Prat.g_01394	Prap.g_00160
OG0000071	Prat.g_00012, Prat.g_00011	Prap.g_00043
OG0000072	Prat.g_00329	Prap.g_01389
OG0000073	Prat.g_01054	Prap.g_00356
OG0000074	Prat.g_00765	Prap.g_00809
OG0000075	Prat.g_01030	Prap.g_00776
OG0000076	Prat.g_00965	Prap.g_00708
OG0000078	Prat.g_01312	Prap.g_00082
OG0000079	Prat.g_01442	Prap.g_00206
OG0000080	Prat.g_01539	Prap.g_00618
OG0000081	Prat.g_01759	Prap.g_01608
OG0000082	Prat.g_01853	Prap.g_00623
OG0000083	Prat.g_00003	Prap.g_00051
OG0000084	Prat.g_00006	Prap.g_00048
OG0000085	Prat.g_00024	Prap.g_00932
OG0000087	Prat.g_00054	Prap.g_00903
OG0000088	Prat.g_00112	Prap.g_01061
OG0000089	Prat.g_00121	Prap.g_01052
OG0000090	Prat.g_00138	Prap.g_01035
OG0000091	Prat.g_00170	Prap.g_01001
OG0000092	Prat.g_00171	Prap.g_01000
OG0000093	Prat.g_00185	Prap.g_00986
OG0000094	Prat.g_00204	Prap.g_00967
OG0000095	Prat.g_00209	Prap.g_00962
OG0000096	Prat.g_00257	Prap.g_01460
OG0000097	Prat.g_00281	Prap.g_01436
OG0000098	Prat.g_00292	Prap.g_01425
OG0000099	Prat.g_00302	Prap.g_01415
OG0000100	Prat.g_00305	Prap.g_01412
OG0000101	Prat.g_00372	Prap.g_01347
OG0000102	Prat.g_01477	Prap.g_00543
OG0000103	Prat.g_00435	Prap.g_01291
OG0000104	Prat.g_00440	Prap.g_01287
OG0000105	Prat.g_00462	Prap.g_01267
OG0000106	Prat.g_00494	Prap.g_01237
OG0000107	Prat.g_00495	Prap.g_01236
OG0000108	Prat.g_00504	Prap.g_01226
OG0000109	Prat.g_00514, Prat.g_00513	Prap.g_01217
OG0000110	Prat.g_00532	Prap.g_01200
OG0000111	Prat.g_01073	Prap.g_00375
OG0000112	Prat.g_01072	Prap.g_00374
OG0000113	Prat.g_00815	Prap.g_00324
OG0000114	Prat.g_01039	Prap.g_00785
OG0000115	Prat.g_00896	Prap.g_00257
OG0000116	Prat.g_00900	Prap.g_00261
OG0000117	Prat.g_00962	Prap.g_00705
OG0000118	Prat.g_01208	Prap.g_00501
OG0000119	Prat.g_01557	Prap.g_01880
OG0000120	Prat.g_01150	Prap.g_00450
OG0000121	Prat.g_01127	Prap.g_00427
OG0000122	Prat.g_01107	Prap.g_00407
OG0000123	Prat.g_00595	Prap.g_01135
OG0000124	Prat.g_01509	Prap.g_00217
OG0000125	Prat.g_01261	Prap.g_00574
OG0000126	Prat.g_01291	Prap.g_00059
OG0000127	Prat.g_01338	Prap.g_00109
OG0000128	Prat.g_01354	Prap.g_00122
OG0000129	Prat.g_01392	Prap.g_00158
OG0000130	Prat.g_01589	Prap.g_01782
OG0000131	Prat.g_01377, Prat.g_01628	Prap.g_01742
OG0000132	Prat.g_01631	Prap.g_01739
OG0000133	Prat.g_01685	Prap.g_01685
OG0000134	Prat.g_01720	Prap.g_01648, Prap.g_01649
OG0000135	Prat.g_01722	Prap.g_01646
OG0000136	Prat.g_01771	Prap.g_01596
OG0000137	Prat.g_01806	Prap.g_01562
OG0000138	Prat.g_01841	Prap.g_01528
OG0000139	Prat.g_01873	Prap.g_01497
OG0000140	Prat.g_00001	Prap.g_00053
OG0000141	Prat.g_00002	Prap.g_00052
OG0000142	Prat.g_00004	Prap.g_00050
OG0000143	Prat.g_00005	Prap.g_00049
OG0000144	Prat.g_00007	Prap.g_00047
OG0000145	Prat.g_00008	Prap.g_00046
OG0000146	Prat.g_00009	Prap.g_00045
OG0000147	Prat.g_00010	Prap.g_00044
OG0000148	Prat.g_00013	Prap.g_00042
OG0000149	Prat.g_00015	Prap.g_00941
OG0000150	Prat.g_00016	Prap.g_00940
OG0000151	Prat.g_00017	Prap.g_00939
OG0000152	Prat.g_00018	Prap.g_00938
OG0000153	Prat.g_00019	Prap.g_00937
OG0000154	Prat.g_00020	Prap.g_00936
OG0000155	Prat.g_00021	Prap.g_00935
OG0000156	Prat.g_00022	Prap.g_00934
OG0000157	Prat.g_00023	Prap.g_00933
OG0000158	Prat.g_00025	Prap.g_00931
OG0000159	Prat.g_00026	Prap.g_00930
OG0000160	Prat.g_00027	Prap.g_00929
OG0000161	Prat.g_00028	Prap.g_00928
OG0000162	Prat.g_00029	Prap.g_00927
OG0000163	Prat.g_00031	Prap.g_00925
OG0000164	Prat.g_00034	Prap.g_00922
OG0000165	Prat.g_00036	Prap.g_00919
OG0000166	Prat.g_00037	Prap.g_00918
OG0000167	Prat.g_00038	Prap.g_00917
OG0000168	Prat.g_00042	Prap.g_00915
OG0000169	Prat.g_00044	Prap.g_00913
OG0000170	Prat.g_00046	Prap.g_00911
OG0000171	Prat.g_00047	Prap.g_00910
OG0000172	Prat.g_00048	Prap.g_00909
OG0000173	Prat.g_00051	Prap.g_00906
OG0000174	Prat.g_00052	Prap.g_00905
OG0000175	Prat.g_00053	Prap.g_00904
OG0000176	Prat.g_00055	Prap.g_00902
OG0000177	Prat.g_00056	Prap.g_00901
OG0000178	Prat.g_00057	Prap.g_00899
OG0000179	Prat.g_00060	Prap.g_00887
OG0000180	Prat.g_00061	Prap.g_00886
OG0000181	Prat.g_00062	Prap.g_00885
OG0000182	Prat.g_00066	Prap.g_00881
OG0000183	Prat.g_00067	Prap.g_00880
OG0000184	Prat.g_00070	Prap.g_00877
OG0000185	Prat.g_00074	Prap.g_01100
OG0000186	Prat.g_00075	Prap.g_01099
OG0000187	Prat.g_01504	Prap.g_00025
OG0000188	Prat.g_00076	Prap.g_01098
OG0000189	Prat.g_00079	Prap.g_01097
OG0000190	Prat.g_00080	Prap.g_01096
OG0000191	Prat.g_00081	Prap.g_01095
OG0000192	Prat.g_00082	Prap.g_01094
OG0000193	Prat.g_00083	Prap.g_01093
OG0000194	Prat.g_00084	Prap.g_01092
OG0000195	Prat.g_00086	Prap.g_01090
OG0000196	Prat.g_00087	Prap.g_01089
OG0000197	Prat.g_00088	Prap.g_01088
OG0000198	Prat.g_00089	Prap.g_01087
OG0000199	Prat.g_00091	Prap.g_01084
OG0000200	Prat.g_00092	Prap.g_01083
OG0000201	Prat.g_00093	Prap.g_01082
OG0000202	Prat.g_00094	Prap.g_01080
OG0000203	Prat.g_00095	Prap.g_01079
OG0000204	Prat.g_00096	Prap.g_01078
OG0000205	Prat.g_00098	Prap.g_01076
OG0000206	Prat.g_00099	Prap.g_01075
OG0000207	Prat.g_00100	Prap.g_01074
OG0000208	Prat.g_00101	Prap.g_01073
OG0000209	Prat.g_00102	Prap.g_01072
OG0000210	Prat.g_00103	Prap.g_01071
OG0000211	Prat.g_00104	Prap.g_01069
OG0000212	Prat.g_00105	Prap.g_01068
OG0000213	Prat.g_00106	Prap.g_01067
OG0000214	Prat.g_00110	Prap.g_01063
OG0000215	Prat.g_00111	Prap.g_01062
OG0000216	Prat.g_00113	Prap.g_01060
OG0000217	Prat.g_00114	Prap.g_01059
OG0000218	Prat.g_00115	Prap.g_01058
OG0000219	Prat.g_00116	Prap.g_01057
OG0000220	Prat.g_00118	Prap.g_01054
OG0000221	Prat.g_00122	Prap.g_01051
OG0000222	Prat.g_00123	Prap.g_01050
OG0000223	Prat.g_00124	Prap.g_01049
OG0000224	Prat.g_00126	Prap.g_01047
OG0000225	Prat.g_00128	Prap.g_01045
OG0000226	Prat.g_00130	Prap.g_01043
OG0000227	Prat.g_00131	Prap.g_01042
OG0000228	Prat.g_00132	Prap.g_01041
OG0000229	Prat.g_00133	Prap.g_01040
OG0000230	Prat.g_00134	Prap.g_01039
OG0000231	Prat.g_00601	Prap.g_00319
OG0000232	Prat.g_00136	Prap.g_01037
OG0000233	Prat.g_00139	Prap.g_01034
OG0000234	Prat.g_00141	Prap.g_01032
OG0000235	Prat.g_00144	Prap.g_01026
OG0000236	Prat.g_00145	Prap.g_01025
OG0000237	Prat.g_00146	Prap.g_01024
OG0000238	Prat.g_00147	Prap.g_01023
OG0000239	Prat.g_00148	Prap.g_01022
OG0000240	Prat.g_00150	Prap.g_01020
OG0000241	Prat.g_00151	Prap.g_01019
OG0000242	Prat.g_00152	Prap.g_01018
OG0000243	Prat.g_00153	Prap.g_01017
OG0000244	Prat.g_00154	Prap.g_01016
OG0000245	Prat.g_00156	Prap.g_01014
OG0000246	Prat.g_00158	Prap.g_01012
OG0000247	Prat.g_00159	Prap.g_01011
OG0000248	Prat.g_00160	Prap.g_01010
OG0000249	Prat.g_00161	Prap.g_01009
OG0000250	Prat.g_00162	Prap.g_01008
OG0000251	Prat.g_00163	Prap.g_01007
OG0000252	Prat.g_00164	Prap.g_01006
OG0000253	Prat.g_00165	Prap.g_01005
OG0000254	Prat.g_00167	Prap.g_01003
OG0000255	Prat.g_00169	Prap.g_01002
OG0000256	Prat.g_00172	Prap.g_00999
OG0000257	Prat.g_00174	Prap.g_00997
OG0000258	Prat.g_00175	Prap.g_00996
OG0000259	Prat.g_00176	Prap.g_00995
OG0000260	Prat.g_00177	Prap.g_00994
OG0000261	Prat.g_00178	Prap.g_00993
OG0000262	Prat.g_00179	Prap.g_00992
OG0000263	Prat.g_00180	Prap.g_00991
OG0000264	Prat.g_00182	Prap.g_00989
OG0000265	Prat.g_00183	Prap.g_00988
OG0000266	Prat.g_00184	Prap.g_00987
OG0000267	Prat.g_00186	Prap.g_00985
OG0000268	Prat.g_00188	Prap.g_00983
OG0000269	Prat.g_00189	Prap.g_00982
OG0000270	Prat.g_00190	Prap.g_00981
OG0000271	Prat.g_00191	Prap.g_00980
OG0000272	Prat.g_00192	Prap.g_00979
OG0000273	Prat.g_00193	Prap.g_00978
OG0000274	Prat.g_00194	Prap.g_00977
OG0000275	Prat.g_00195	Prap.g_00976
OG0000276	Prat.g_00196	Prap.g_00975
OG0000277	Prat.g_00197	Prap.g_00974
OG0000278	Prat.g_00198	Prap.g_00973
OG0000279	Prat.g_00199	Prap.g_00972
OG0000280	Prat.g_00200	Prap.g_00971
OG0000281	Prat.g_00202	Prap.g_00969
OG0000282	Prat.g_00203	Prap.g_00968
OG0000283	Prat.g_00206	Prap.g_00965
OG0000284	Prat.g_00207	Prap.g_00964
OG0000285	Prat.g_00208	Prap.g_00963
OG0000286	Prat.g_00210	Prap.g_00961
OG0000287	Prat.g_00211	Prap.g_00959
OG0000288	Prat.g_00212	Prap.g_00958
OG0000289	Prat.g_00213	Prap.g_00957
OG0000290	Prat.g_00214	Prap.g_00956
OG0000291	Prat.g_00215	Prap.g_00955
OG0000292	Prat.g_00216	Prap.g_00954
OG0000293	Prat.g_00217	Prap.g_00953
OG0000294	Prat.g_00218	Prap.g_00952
OG0000295	Prat.g_00219	Prap.g_00951
OG0000296	Prat.g_00220	Prap.g_00950
OG0000297	Prat.g_00221	Prap.g_00949
OG0000298	Prat.g_00222	Prap.g_00948
OG0000299	Prat.g_00223	Prap.g_00947
OG0000300	Prat.g_00224	Prap.g_00946
OG0000301	Prat.g_00225	Prap.g_00945
OG0000302	Prat.g_00226	Prap.g_00944
OG0000303	Prat.g_00227	Prap.g_00943
OG0000304	Prat.g_00229	Prap.g_01487
OG0000305	Prat.g_00230	Prap.g_01486
OG0000306	Prat.g_00231	Prap.g_01485
OG0000307	Prat.g_00233	Prap.g_01483
OG0000308	Prat.g_00234	Prap.g_01482
OG0000309	Prat.g_00235	Prap.g_01481
OG0000310	Prat.g_00236	Prap.g_01480
OG0000311	Prat.g_00238	Prap.g_01479
OG0000312	Prat.g_00240	Prap.g_01477
OG0000313	Prat.g_00241	Prap.g_01476
OG0000314	Prat.g_00245	Prap.g_01472
OG0000315	Prat.g_00246	Prap.g_01471
OG0000316	Prat.g_00249	Prap.g_01469
OG0000317	Prat.g_00250	Prap.g_01467
OG0000318	Prat.g_00251	Prap.g_01466
OG0000319	Prat.g_00252	Prap.g_01465
OG0000320	Prat.g_00253	Prap.g_01464
OG0000321	Prat.g_00256	Prap.g_01461
OG0000322	Prat.g_00260	Prap.g_01457
OG0000323	Prat.g_00261	Prap.g_01456
OG0000324	Prat.g_00264	Prap.g_01453
OG0000325	Prat.g_00266	Prap.g_01452
OG0000326	Prat.g_00267	Prap.g_01451
OG0000327	Prat.g_00269	Prap.g_01449
OG0000328	Prat.g_00270	Prap.g_01448
OG0000329	Prat.g_00271	Prap.g_01447
OG0000330	Prat.g_00272	Prap.g_01446
OG0000331	Prat.g_00273	Prap.g_01444
OG0000332	Prat.g_00274	Prap.g_01443
OG0000333	Prat.g_00275	Prap.g_01442
OG0000334	Prat.g_00276	Prap.g_01441
OG0000335	Prat.g_00277	Prap.g_01440
OG0000336	Prat.g_00279	Prap.g_01438
OG0000337	Prat.g_00282	Prap.g_01435
OG0000338	Prat.g_00283	Prap.g_01434
OG0000339	Prat.g_00284	Prap.g_01433
OG0000340	Prat.g_00285	Prap.g_01432
OG0000341	Prat.g_00290	Prap.g_01428
OG0000342	Prat.g_00291	Prap.g_01427
OG0000343	Prat.g_00293	Prap.g_01424
OG0000344	Prat.g_00294	Prap.g_01423
OG0000345	Prat.g_00295	Prap.g_01422
OG0000346	Prat.g_00296	Prap.g_01421
OG0000347	Prat.g_00297	Prap.g_01420
OG0000348	Prat.g_00298	Prap.g_01418
OG0000349	Prat.g_00299	Prap.g_01417
OG0000350	Prat.g_00300	Prap.g_01416
OG0000351	Prat.g_00303	Prap.g_01414
OG0000352	Prat.g_00306	Prap.g_01411
OG0000353	Prat.g_00307	Prap.g_01410
OG0000354	Prat.g_00308	Prap.g_01409
OG0000355	Prat.g_00309	Prap.g_01408
OG0000356	Prat.g_00310	Prap.g_01407
OG0000357	Prat.g_00311	Prap.g_01406
OG0000358	Prat.g_00312	Prap.g_01405
OG0000359	Prat.g_00313	Prap.g_01404
OG0000360	Prat.g_00315	Prap.g_01402
OG0000361	Prat.g_00316	Prap.g_01401
OG0000362	Prat.g_00317	Prap.g_01400
OG0000363	Prat.g_00318	Prap.g_01399
OG0000364	Prat.g_00319	Prap.g_01398
OG0000365	Prat.g_00320	Prap.g_01397
OG0000366	Prat.g_00321	Prap.g_01396
OG0000367	Prat.g_00322	Prap.g_01395
OG0000368	Prat.g_00323	Prap.g_01394
OG0000369	Prat.g_00324	Prap.g_01393
OG0000370	Prat.g_00325	Prap.g_01392
OG0000371	Prat.g_00326	Prap.g_01391
OG0000372	Prat.g_00328	Prap.g_01390
OG0000373	Prat.g_00330	Prap.g_01388
OG0000374	Prat.g_00331	Prap.g_01387
OG0000375	Prat.g_00332	Prap.g_01386
OG0000376	Prat.g_00334	Prap.g_01385
OG0000377	Prat.g_00340	Prap.g_01379
OG0000378	Prat.g_00341	Prap.g_01378
OG0000379	Prat.g_00348	Prap.g_01372
OG0000380	Prat.g_00350	Prap.g_01370
OG0000381	Prat.g_00351	Prap.g_01369
OG0000382	Prat.g_00352	Prap.g_01368
OG0000383	Prat.g_00355	Prap.g_01365
OG0000384	Prat.g_00356	Prap.g_01364
OG0000385	Prat.g_00359	Prap.g_01361
OG0000386	Prat.g_00360	Prap.g_01360
OG0000387	Prat.g_00361	Prap.g_01359
OG0000388	Prat.g_00362	Prap.g_01358
OG0000389	Prat.g_00363	Prap.g_01357
OG0000390	Prat.g_00364	Prap.g_01356
OG0000391	Prat.g_00365	Prap.g_01355
OG0000392	Prat.g_00366	Prap.g_01354
OG0000393	Prat.g_00369	Prap.g_01350
OG0000394	Prat.g_00370	Prap.g_01349
OG0000395	Prat.g_00373	Prap.g_01346
OG0000396	Prat.g_00985	Prap.g_00728
OG0000397	Prat.g_01203	Prap.g_00500
OG0000398	Prat.g_01469	Prap.g_01827
OG0000399	Prat.g_00671	Prap.g_00495
OG0000400	Prat.g_01656	Prap.g_01714
OG0000401	Prat.g_00390	Prap.g_01335
OG0000402	Prat.g_00391	Prap.g_01334
OG0000403	Prat.g_00392	Prap.g_01333
OG0000404	Prat.g_00395	Prap.g_01331
OG0000405	Prat.g_00396	Prap.g_01330
OG0000406	Prat.g_00398	Prap.g_01328
OG0000407	Prat.g_00399	Prap.g_01327
OG0000408	Prat.g_00400	Prap.g_01326
OG0000409	Prat.g_00401	Prap.g_01325
OG0000410	Prat.g_00403	Prap.g_01324
OG0000411	Prat.g_00404	Prap.g_01323
OG0000412	Prat.g_00405	Prap.g_01322
OG0000413	Prat.g_00406	Prap.g_01321
OG0000414	Prat.g_00407	Prap.g_01320
OG0000415	Prat.g_00408	Prap.g_01319
OG0000416	Prat.g_00410	Prap.g_01318
OG0000417	Prat.g_00411	Prap.g_01317
OG0000418	Prat.g_00412	Prap.g_01316
OG0000419	Prat.g_00413	Prap.g_01315
OG0000420	Prat.g_00414	Prap.g_01314
OG0000421	Prat.g_00415	Prap.g_01310
OG0000422	Prat.g_00417	Prap.g_01308
OG0000423	Prat.g_00418	Prap.g_01307
OG0000424	Prat.g_00419	Prap.g_01306
OG0000425	Prat.g_00424	Prap.g_01302
OG0000426	Prat.g_00425	Prap.g_01301
OG0000427	Prat.g_00426	Prap.g_01300
OG0000428	Prat.g_00428	Prap.g_01298
OG0000429	Prat.g_00429	Prap.g_01297
OG0000430	Prat.g_00430	Prap.g_01296
OG0000431	Prat.g_00432	Prap.g_01294
OG0000432	Prat.g_00433	Prap.g_01293
OG0000433	Prat.g_00436	Prap.g_01290
OG0000434	Prat.g_00438	Prap.g_01289
OG0000435	Prat.g_00439	Prap.g_01288
OG0000436	Prat.g_00441	Prap.g_01286
OG0000437	Prat.g_00443	Prap.g_01284
OG0000438	Prat.g_00444	Prap.g_01283
OG0000439	Prat.g_00445	Prap.g_01282
OG0000440	Prat.g_00447	Prap.g_01280
OG0000441	Prat.g_00448	Prap.g_01279
OG0000442	Prat.g_00449	Prap.g_01278
OG0000443	Prat.g_00450	Prap.g_01277
OG0000444	Prat.g_00451	Prap.g_01276
OG0000445	Prat.g_00453	Prap.g_01275
OG0000446	Prat.g_00454	Prap.g_01274
OG0000447	Prat.g_00455	Prap.g_01273
OG0000448	Prat.g_00456	Prap.g_01272
OG0000449	Prat.g_00463	Prap.g_01266
OG0000450	Prat.g_00464	Prap.g_01265
OG0000451	Prat.g_00465	Prap.g_01264
OG0000452	Prat.g_00466	Prap.g_01263
OG0000453	Prat.g_00468	Prap.g_01262
OG0000454	Prat.g_00469	Prap.g_01261
OG0000455	Prat.g_00470	Prap.g_01260
OG0000456	Prat.g_00471	Prap.g_01259
OG0000457	Prat.g_00473	Prap.g_01257
OG0000458	Prat.g_00475	Prap.g_01255
OG0000459	Prat.g_00476	Prap.g_01254
OG0000460	Prat.g_00478	Prap.g_01252
OG0000461	Prat.g_00479	Prap.g_01251
OG0000462	Prat.g_00480	Prap.g_01250
OG0000463	Prat.g_00482	Prap.g_01249
OG0000464	Prat.g_00486	Prap.g_01245
OG0000465	Prat.g_00487	Prap.g_01244
OG0000466	Prat.g_00488	Prap.g_01243
OG0000467	Prat.g_00489	Prap.g_01242
OG0000468	Prat.g_00490	Prap.g_01241
OG0000469	Prat.g_00491	Prap.g_01240
OG0000470	Prat.g_00492	Prap.g_01239
OG0000471	Prat.g_00493	Prap.g_01238
OG0000472	Prat.g_00496	Prap.g_01235
OG0000473	Prat.g_00497	Prap.g_01234
OG0000474	Prat.g_00498	Prap.g_01233
OG0000475	Prat.g_00499	Prap.g_01232
OG0000476	Prat.g_00500	Prap.g_01231
OG0000477	Prat.g_00501	Prap.g_01229
OG0000478	Prat.g_00502	Prap.g_01228
OG0000479	Prat.g_00503	Prap.g_01227
OG0000480	Prat.g_00505	Prap.g_01225
OG0000481	Prat.g_00506	Prap.g_01224
OG0000482	Prat.g_00507	Prap.g_01223
OG0000483	Prat.g_00508	Prap.g_01222
OG0000484	Prat.g_00509	Prap.g_01221
OG0000485	Prat.g_00510	Prap.g_01220
OG0000486	Prat.g_00511	Prap.g_01219
OG0000487	Prat.g_00512	Prap.g_01218
OG0000488	Prat.g_00515	Prap.g_01216
OG0000489	Prat.g_00516	Prap.g_01215
OG0000490	Prat.g_00517	Prap.g_01214
OG0000491	Prat.g_00518	Prap.g_01213
OG0000492	Prat.g_00519	Prap.g_01212
OG0000493	Prat.g_00520	Prap.g_01211
OG0000494	Prat.g_00522	Prap.g_01210
OG0000495	Prat.g_00523	Prap.g_01209
OG0000496	Prat.g_00525	Prap.g_01207
OG0000497	Prat.g_00527	Prap.g_01205
OG0000498	Prat.g_00528	Prap.g_01204
OG0000499	Prat.g_00530	Prap.g_01202
OG0000500	Prat.g_00531	Prap.g_01201
OG0000501	Prat.g_00533	Prap.g_01199
OG0000502	Prat.g_00534	Prap.g_01198
OG0000503	Prat.g_00536	Prap.g_01197
OG0000504	Prat.g_00537	Prap.g_01196
OG0000505	Prat.g_00538	Prap.g_01195
OG0000506	Prat.g_00539	Prap.g_01194
OG0000507	Prat.g_00540	Prap.g_01193
OG0000508	Prat.g_00542	Prap.g_01191
OG0000509	Prat.g_00543	Prap.g_01190
OG0000510	Prat.g_00544	Prap.g_01189
OG0000511	Prat.g_00545	Prap.g_01188
OG0000512	Prat.g_00546	Prap.g_01187
OG0000513	Prat.g_00547	Prap.g_01186
OG0000514	Prat.g_00548	Prap.g_01185
OG0000515	Prat.g_00549	Prap.g_01182
OG0000516	Prat.g_00550	Prap.g_01181
OG0000517	Prat.g_00551	Prap.g_01180
OG0000518	Prat.g_00553	Prap.g_01177
OG0000519	Prat.g_00554	Prap.g_01176
OG0000520	Prat.g_00555	Prap.g_01175
OG0000521	Prat.g_00556	Prap.g_01174
OG0000522	Prat.g_00557	Prap.g_01173
OG0000523	Prat.g_00558	Prap.g_01172
OG0000524	Prat.g_00559	Prap.g_01171
OG0000525	Prat.g_00561	Prap.g_01169
OG0000526	Prat.g_00562	Prap.g_01168
OG0000527	Prat.g_00563	Prap.g_01167
OG0000528	Prat.g_00564	Prap.g_01166
OG0000529	Prat.g_00565	Prap.g_01165
OG0000530	Prat.g_00566	Prap.g_01164
OG0000531	Prat.g_00568	Prap.g_01162
OG0000532	Prat.g_00569	Prap.g_01161
OG0000533	Prat.g_00570	Prap.g_01160
OG0000534	Prat.g_00571	Prap.g_01159
OG0000535	Prat.g_00572	Prap.g_01158
OG0000536	Prat.g_00573	Prap.g_01157
OG0000537	Prat.g_00574	Prap.g_01156
OG0000538	Prat.g_00575	Prap.g_01155
OG0000539	Prat.g_00576	Prap.g_01154
OG0000540	Prat.g_00577	Prap.g_01153
OG0000541	Prat.g_00579	Prap.g_01152
OG0000542	Prat.g_00580	Prap.g_01151
OG0000543	Prat.g_00581	Prap.g_01150
OG0000544	Prat.g_00582	Prap.g_01149
OG0000545	Prat.g_00584	Prap.g_01147
OG0000546	Prat.g_00585	Prap.g_01146
OG0000547	Prat.g_00587	Prap.g_01144
OG0000548	Prat.g_00589	Prap.g_01142
OG0000549	Prat.g_00590	Prap.g_01141
OG0000550	Prat.g_00591	Prap.g_01140
OG0000551	Prat.g_00592	Prap.g_01138
OG0000552	Prat.g_00593	Prap.g_01137
OG0000553	Prat.g_01097	Prap.g_00397
OG0000554	Prat.g_01095	Prap.g_00396
OG0000555	Prat.g_01094	Prap.g_00395
OG0000556	Prat.g_01093	Prap.g_00394
OG0000557	Prat.g_01091	Prap.g_00393
OG0000558	Prat.g_01090	Prap.g_00392
OG0000559	Prat.g_01089	Prap.g_00391
OG0000560	Prat.g_01087	Prap.g_00389
OG0000561	Prat.g_01086	Prap.g_00388
OG0000562	Prat.g_01084	Prap.g_00386
OG0000563	Prat.g_01083	Prap.g_00385
OG0000564	Prat.g_01082	Prap.g_00384
OG0000565	Prat.g_01081	Prap.g_00383
OG0000566	Prat.g_01080	Prap.g_00382
OG0000567	Prat.g_01079	Prap.g_00381
OG0000568	Prat.g_01078	Prap.g_00380
OG0000569	Prat.g_01077	Prap.g_00379
OG0000570	Prat.g_01076	Prap.g_00378
OG0000571	Prat.g_01075	Prap.g_00377
OG0000572	Prat.g_01074	Prap.g_00376
OG0000573	Prat.g_01071	Prap.g_00373
OG0000574	Prat.g_01070	Prap.g_00372
OG0000575	Prat.g_01069	Prap.g_00371
OG0000576	Prat.g_01068	Prap.g_00370
