Orthogroup	Prat	Prbd
OG0000102	Prat.g_01477	Prbd.g_00855
OG0000103	Prat.g_00435	Prbd.g_00766
OG0000104	Prat.g_00440	Prbd.g_00762
OG0000105	Prat.g_00462	Prbd.g_00743
OG0000106	Prat.g_00494	Prbd.g_00710
OG0000107	Prat.g_00495	Prbd.g_00709
OG0000108	Prat.g_00504	Prbd.g_00699
OG0000109	Prat.g_00514, Prat.g_00513	Prbd.g_00690
OG0000110	Prat.g_00532	Prbd.g_00674
OG0000111	Prat.g_01073	Prbd.g_00593
OG0000112	Prat.g_01072	Prbd.g_00592
OG0000113	Prat.g_00815	Prbd.g_00029
OG0000114	Prat.g_01039	Prbd.g_00100
OG0000115	Prat.g_00896	Prbd.g_00264
OG0000116	Prat.g_00900	Prbd.g_00268
OG0000117	Prat.g_00962	Prbd.g_00337
OG0000118	Prat.g_01208	Prbd.g_00389
OG0000119	Prat.g_01557	Prbd.g_00430
OG0000120	Prat.g_01150	Prbd.g_00474
OG0000121	Prat.g_01127	Prbd.g_00493
OG0000122	Prat.g_01107	Prbd.g_00512
OG0000123	Prat.g_00595	Prbd.g_00525
OG0000124	Prat.g_01509	Prbd.g_01921
OG0000125	Prat.g_01261	Prbd.g_01789
OG0000126	Prat.g_01291	Prbd.g_01764
OG0000127	Prat.g_01338	Prbd.g_01702
OG0000128	Prat.g_01354	Prbd.g_01688
OG0000129	Prat.g_01392	Prbd.g_01652
OG0000130	Prat.g_01589	Prbd.g_01527
OG0000131	Prat.g_01377, Prat.g_01628	Prbd.g_01489
OG0000132	Prat.g_01631	Prbd.g_01486
OG0000133	Prat.g_01685	Prbd.g_01432
OG0000134	Prat.g_01720	Prbd.g_01396
OG0000135	Prat.g_01722	Prbd.g_01394
OG0000136	Prat.g_01771	Prbd.g_01350
OG0000137	Prat.g_01806	Prbd.g_01317
OG0000138	Prat.g_01841	Prbd.g_01281
OG0000139	Prat.g_01873	Prbd.g_01255
OG0000140	Prat.g_00001	Prbd.g_01236
OG0000141	Prat.g_00002	Prbd.g_01235
OG0000142	Prat.g_00004	Prbd.g_01233
OG0000143	Prat.g_00005	Prbd.g_01232
OG0000144	Prat.g_00007	Prbd.g_01230
OG0000145	Prat.g_00008	Prbd.g_01229
OG0000146	Prat.g_00009	Prbd.g_01228
OG0000147	Prat.g_00010	Prbd.g_01227
OG0000148	Prat.g_00013	Prbd.g_01225
OG0000149	Prat.g_00015	Prbd.g_01223
OG0000150	Prat.g_00016	Prbd.g_01222
OG0000151	Prat.g_00017	Prbd.g_01221
OG0000152	Prat.g_00018	Prbd.g_01220
OG0000153	Prat.g_00019	Prbd.g_01219
OG0000154	Prat.g_00020	Prbd.g_01218
OG0000155	Prat.g_00021	Prbd.g_01217
OG0000156	Prat.g_00022	Prbd.g_01216
OG0000157	Prat.g_00023	Prbd.g_01215
OG0000158	Prat.g_00025	Prbd.g_01213
OG0000159	Prat.g_00026	Prbd.g_01212
OG0000160	Prat.g_00027	Prbd.g_01211
OG0000161	Prat.g_00028	Prbd.g_01210
OG0000162	Prat.g_00029	Prbd.g_01209
OG0000163	Prat.g_00031	Prbd.g_01208
OG0000164	Prat.g_00034	Prbd.g_01205
OG0000165	Prat.g_00036	Prbd.g_01202
OG0000166	Prat.g_00037	Prbd.g_01201
OG0000167	Prat.g_00038	Prbd.g_01200
OG0000168	Prat.g_00042	Prbd.g_01198
OG0000169	Prat.g_00044	Prbd.g_01196
OG0000170	Prat.g_00046	Prbd.g_01195
OG0000171	Prat.g_00047	Prbd.g_01194
OG0000172	Prat.g_00048	Prbd.g_01192
OG0000173	Prat.g_00051	Prbd.g_01191
OG0000174	Prat.g_00052	Prbd.g_01190
OG0000175	Prat.g_00053	Prbd.g_01189
OG0000176	Prat.g_00055	Prbd.g_01187
OG0000177	Prat.g_00056	Prbd.g_01186
OG0000178	Prat.g_00057	Prbd.g_01185
OG0000179	Prat.g_00060	Prbd.g_01180
OG0000180	Prat.g_00061	Prbd.g_01179
OG0000181	Prat.g_00062	Prbd.g_01178
OG0000182	Prat.g_00066	Prbd.g_01175
OG0000183	Prat.g_00067	Prbd.g_01174
OG0000184	Prat.g_00070	Prbd.g_01171
OG0000185	Prat.g_00074	Prbd.g_01167
OG0000186	Prat.g_00075	Prbd.g_01166
OG0000187	Prat.g_01504	Prbd.g_01165
OG0000188	Prat.g_00076	Prbd.g_01164
OG0000189	Prat.g_00079	Prbd.g_01163
OG0000190	Prat.g_00080	Prbd.g_01162
OG0000191	Prat.g_00081	Prbd.g_01161
OG0000192	Prat.g_00082	Prbd.g_01160
OG0000193	Prat.g_00083	Prbd.g_01159
OG0000194	Prat.g_00084	Prbd.g_01158
OG0000195	Prat.g_00086	Prbd.g_01156
OG0000196	Prat.g_00087	Prbd.g_01155
OG0000197	Prat.g_00088	Prbd.g_01154
OG0000198	Prat.g_00089	Prbd.g_01153
OG0000199	Prat.g_00091	Prbd.g_01150
OG0000200	Prat.g_00092	Prbd.g_01149
OG0000201	Prat.g_00093	Prbd.g_01148
OG0000202	Prat.g_00094	Prbd.g_01147
OG0000203	Prat.g_00095	Prbd.g_01146
OG0000204	Prat.g_00096	Prbd.g_01145
OG0000205	Prat.g_00098	Prbd.g_01144
OG0000206	Prat.g_00099	Prbd.g_01143
OG0000207	Prat.g_00100	Prbd.g_01142
OG0000208	Prat.g_00101	Prbd.g_01141
OG0000209	Prat.g_00102	Prbd.g_01140
OG0000210	Prat.g_00103	Prbd.g_01138
OG0000211	Prat.g_00104	Prbd.g_01137
OG0000212	Prat.g_00105	Prbd.g_01136
OG0000213	Prat.g_00106	Prbd.g_01135
OG0000214	Prat.g_00110	Prbd.g_01133
OG0000215	Prat.g_00111	Prbd.g_01132
OG0000216	Prat.g_00113	Prbd.g_01130
OG0000217	Prat.g_00114	Prbd.g_01128
OG0000218	Prat.g_00115	Prbd.g_01127
OG0000219	Prat.g_00116	Prbd.g_01126
OG0000220	Prat.g_00118	Prbd.g_01123
OG0000221	Prat.g_00122	Prbd.g_01121
OG0000222	Prat.g_00123	Prbd.g_01120
OG0000223	Prat.g_00124	Prbd.g_01119
OG0000224	Prat.g_00126	Prbd.g_01116
OG0000225	Prat.g_00128	Prbd.g_01114
OG0000226	Prat.g_00130	Prbd.g_01113
OG0000227	Prat.g_00131	Prbd.g_01112
OG0000228	Prat.g_00132	Prbd.g_01111
OG0000229	Prat.g_00133	Prbd.g_01110
OG0000230	Prat.g_00134	Prbd.g_01109
OG0000231	Prat.g_00601	Prbd.g_01107
OG0000232	Prat.g_00136	Prbd.g_01106
OG0000233	Prat.g_00139	Prbd.g_01102
OG0000234	Prat.g_00141	Prbd.g_01100
OG0000235	Prat.g_00144	Prbd.g_01095
OG0000236	Prat.g_00145	Prbd.g_01094
OG0000237	Prat.g_00146	Prbd.g_01093
OG0000238	Prat.g_00147	Prbd.g_01092
OG0000239	Prat.g_00148	Prbd.g_01091
OG0000240	Prat.g_00150	Prbd.g_01089
OG0000241	Prat.g_00151	Prbd.g_01088
OG0000242	Prat.g_00152	Prbd.g_01087
OG0000243	Prat.g_00153	Prbd.g_01086
OG0000244	Prat.g_00154	Prbd.g_01085
OG0000245	Prat.g_00156	Prbd.g_01084
OG0000246	Prat.g_00158	Prbd.g_01082
OG0000247	Prat.g_00159	Prbd.g_01081
OG0000248	Prat.g_00160	Prbd.g_01080
OG0000249	Prat.g_00161	Prbd.g_01079
OG0000250	Prat.g_00162	Prbd.g_01078
OG0000251	Prat.g_00163	Prbd.g_01077
OG0000252	Prat.g_00164	Prbd.g_01076
OG0000253	Prat.g_00165	Prbd.g_01075
OG0000254	Prat.g_00167	Prbd.g_01073
OG0000255	Prat.g_00169	Prbd.g_01072
OG0000256	Prat.g_00172	Prbd.g_01069
OG0000257	Prat.g_00174	Prbd.g_01067
OG0000258	Prat.g_00175	Prbd.g_01066
OG0000259	Prat.g_00176	Prbd.g_01065
OG0000260	Prat.g_00177	Prbd.g_01064
OG0000261	Prat.g_00178	Prbd.g_01063
OG0000262	Prat.g_00179	Prbd.g_01062
OG0000263	Prat.g_00180	Prbd.g_01061
OG0000264	Prat.g_00182	Prbd.g_01059
OG0000265	Prat.g_00183	Prbd.g_01058
OG0000266	Prat.g_00184	Prbd.g_01057
OG0000267	Prat.g_00186	Prbd.g_01055
OG0000268	Prat.g_00188	Prbd.g_01054
OG0000269	Prat.g_00189	Prbd.g_01053
OG0000270	Prat.g_00190	Prbd.g_01052
OG0000271	Prat.g_00191	Prbd.g_01051
OG0000272	Prat.g_00192	Prbd.g_01050
OG0000273	Prat.g_00193	Prbd.g_01049
OG0000274	Prat.g_00194	Prbd.g_01048
OG0000275	Prat.g_00195	Prbd.g_01047
OG0000276	Prat.g_00196	Prbd.g_01046
OG0000277	Prat.g_00197	Prbd.g_01045
OG0000278	Prat.g_00198	Prbd.g_01044
OG0000279	Prat.g_00199	Prbd.g_01043
OG0000280	Prat.g_00200	Prbd.g_01042
OG0000281	Prat.g_00202	Prbd.g_01040
OG0000282	Prat.g_00203	Prbd.g_01039
OG0000283	Prat.g_00206	Prbd.g_01036
OG0000284	Prat.g_00207	Prbd.g_01035
OG0000285	Prat.g_00208	Prbd.g_01034
OG0000286	Prat.g_00210	Prbd.g_01032
OG0000287	Prat.g_00211	Prbd.g_01031
OG0000288	Prat.g_00212	Prbd.g_01030
OG0000289	Prat.g_00213	Prbd.g_01029
OG0000290	Prat.g_00214	Prbd.g_01028
OG0000291	Prat.g_00215	Prbd.g_01027
OG0000292	Prat.g_00216	Prbd.g_01026
OG0000293	Prat.g_00217	Prbd.g_01025
OG0000294	Prat.g_00218	Prbd.g_01024
OG0000295	Prat.g_00219	Prbd.g_01023
OG0000296	Prat.g_00220	Prbd.g_01022
OG0000297	Prat.g_00221	Prbd.g_01021
OG0000298	Prat.g_00222	Prbd.g_01020
OG0000299	Prat.g_00223	Prbd.g_01019
OG0000300	Prat.g_00224	Prbd.g_01018
OG0000301	Prat.g_00225	Prbd.g_01017
OG0000302	Prat.g_00226	Prbd.g_01016
OG0000303	Prat.g_00227	Prbd.g_01015
OG0000304	Prat.g_00229	Prbd.g_01013
OG0000305	Prat.g_00230	Prbd.g_01012
OG0000306	Prat.g_00231	Prbd.g_01011
OG0000307	Prat.g_00233	Prbd.g_01010
OG0000308	Prat.g_00234	Prbd.g_01009
OG0000309	Prat.g_00235	Prbd.g_01008
OG0000310	Prat.g_00236	Prbd.g_01007
OG0000311	Prat.g_00238	Prbd.g_01006
OG0000312	Prat.g_00240	Prbd.g_01004
OG0000313	Prat.g_00241	Prbd.g_01003
OG0000314	Prat.g_00245	Prbd.g_01000
OG0000315	Prat.g_00246	Prbd.g_00999
OG0000316	Prat.g_00249	Prbd.g_00997
OG0000317	Prat.g_00250	Prbd.g_00995
OG0000318	Prat.g_00251	Prbd.g_00994
OG0000319	Prat.g_00252	Prbd.g_00993
OG0000320	Prat.g_00253	Prbd.g_00992
OG0000321	Prat.g_00256	Prbd.g_00989
OG0000322	Prat.g_00260	Prbd.g_00986
OG0000323	Prat.g_00261	Prbd.g_00985
OG0000324	Prat.g_00264	Prbd.g_00982
OG0000325	Prat.g_00266	Prbd.g_00980
OG0000326	Prat.g_00267	Prbd.g_00979
OG0000327	Prat.g_00269	Prbd.g_00977
OG0000328	Prat.g_00270	Prbd.g_00976
OG0000329	Prat.g_00271	Prbd.g_00975
OG0000330	Prat.g_00272	Prbd.g_00974
OG0000331	Prat.g_00273	Prbd.g_00973
OG0000332	Prat.g_00274	Prbd.g_00972
OG0000333	Prat.g_00275	Prbd.g_00971
OG0000334	Prat.g_00276	Prbd.g_00970
OG0000335	Prat.g_00277	Prbd.g_00969
OG0000336	Prat.g_00279	Prbd.g_00968
OG0000337	Prat.g_00282	Prbd.g_00964
OG0000338	Prat.g_00283	Prbd.g_00963
OG0000339	Prat.g_00284	Prbd.g_00962
OG0000340	Prat.g_00285	Prbd.g_00961
OG0000341	Prat.g_00290	Prbd.g_00957
OG0000342	Prat.g_00291	Prbd.g_00956
OG0000343	Prat.g_00293	Prbd.g_00954
OG0000344	Prat.g_00294	Prbd.g_00953
OG0000345	Prat.g_00295	Prbd.g_00952
OG0000346	Prat.g_00296	Prbd.g_00951
OG0000347	Prat.g_00297	Prbd.g_00950
OG0000348	Prat.g_00298	Prbd.g_00949
OG0000349	Prat.g_00299	Prbd.g_00948
OG0000350	Prat.g_00300	Prbd.g_00947
OG0000351	Prat.g_00303	Prbd.g_00944
OG0000352	Prat.g_00306	Prbd.g_00941
OG0000353	Prat.g_00307	Prbd.g_00940
OG0000354	Prat.g_00308	Prbd.g_00939
OG0000355	Prat.g_00309	Prbd.g_00938
OG0000356	Prat.g_00310	Prbd.g_00937
OG0000357	Prat.g_00311	Prbd.g_00936
OG0000358	Prat.g_00312	Prbd.g_00935
OG0000359	Prat.g_00313	Prbd.g_00934
OG0000360	Prat.g_00315	Prbd.g_00931
OG0000361	Prat.g_00316	Prbd.g_00930
OG0000362	Prat.g_00317	Prbd.g_00929
OG0000363	Prat.g_00318	Prbd.g_00928
OG0000364	Prat.g_00319	Prbd.g_00927
OG0000365	Prat.g_00320	Prbd.g_00926
OG0000366	Prat.g_00321	Prbd.g_00925
OG0000367	Prat.g_00322	Prbd.g_00924
OG0000368	Prat.g_00323	Prbd.g_00923
OG0000369	Prat.g_00324	Prbd.g_00922
OG0000370	Prat.g_00325	Prbd.g_00921
OG0000371	Prat.g_00326	Prbd.g_00920
OG0000372	Prat.g_00328	Prbd.g_00918
OG0000373	Prat.g_00330	Prbd.g_00916
OG0000374	Prat.g_00331	Prbd.g_00915
OG0000375	Prat.g_00332	Prbd.g_00914
OG0000376	Prat.g_00334	Prbd.g_00912
OG0000377	Prat.g_00340	Prbd.g_00911
OG0000378	Prat.g_00341	Prbd.g_00910
OG0000379	Prat.g_00348	Prbd.g_00905
OG0000380	Prat.g_00350	Prbd.g_00904
OG0000381	Prat.g_00351	Prbd.g_00903
OG0000382	Prat.g_00352	Prbd.g_00901
OG0000383	Prat.g_00355	Prbd.g_00898
OG0000384	Prat.g_00356	Prbd.g_00897
OG0000385	Prat.g_00359	Prbd.g_00894
OG0000386	Prat.g_00360	Prbd.g_00893
OG0000387	Prat.g_00361	Prbd.g_00892
OG0000388	Prat.g_00362	Prbd.g_00891
OG0000389	Prat.g_00363	Prbd.g_00890
OG0000390	Prat.g_00364	Prbd.g_00889
OG0000391	Prat.g_00365	Prbd.g_00888
OG0000392	Prat.g_00366	Prbd.g_00887
OG0000393	Prat.g_00369	Prbd.g_00884
OG0000394	Prat.g_00370	Prbd.g_00883
OG0000395	Prat.g_00373	Prbd.g_00881
OG0000396	Prat.g_00985	Prbd.g_00880
OG0000397	Prat.g_01203	Prbd.g_00867
OG0000398	Prat.g_01469	Prbd.g_00859
OG0000399	Prat.g_00671	Prbd.g_00858
OG0000400	Prat.g_01656	Prbd.g_00852
OG0000401	Prat.g_00390	Prbd.g_00811
OG0000402	Prat.g_00391	Prbd.g_00810
OG0000403	Prat.g_00392	Prbd.g_00809
OG0000404	Prat.g_00395	Prbd.g_00807
OG0000405	Prat.g_00396	Prbd.g_00806
OG0000406	Prat.g_00398	Prbd.g_00804
OG0000407	Prat.g_00399	Prbd.g_00803
OG0000408	Prat.g_00400	Prbd.g_00802
OG0000409	Prat.g_00401	Prbd.g_00801
OG0000410	Prat.g_00403	Prbd.g_00800
OG0000411	Prat.g_00404	Prbd.g_00799
OG0000412	Prat.g_00405	Prbd.g_00798
OG0000413	Prat.g_00406	Prbd.g_00797
OG0000414	Prat.g_00407	Prbd.g_00796
OG0000415	Prat.g_00408	Prbd.g_00795
OG0000416	Prat.g_00410	Prbd.g_00794
OG0000417	Prat.g_00411	Prbd.g_00793
OG0000418	Prat.g_00412	Prbd.g_00792
OG0000419	Prat.g_00413	Prbd.g_00791
OG0000420	Prat.g_00414	Prbd.g_00790
OG0000421	Prat.g_00415	Prbd.g_00789
OG0000422	Prat.g_00417	Prbd.g_00787
OG0000423	Prat.g_00418	Prbd.g_00786
OG0000424	Prat.g_00419	Prbd.g_00784
OG0000425	Prat.g_00424	Prbd.g_00781
OG0000426	Prat.g_00425	Prbd.g_00780
OG0000427	Prat.g_00426	Prbd.g_00779
OG0000428	Prat.g_00428	Prbd.g_00778
OG0000429	Prat.g_00429	Prbd.g_00777
OG0000430	Prat.g_00430	Prbd.g_00771
OG0000431	Prat.g_00432	Prbd.g_00769
OG0000432	Prat.g_00433	Prbd.g_00768
OG0000433	Prat.g_00436	Prbd.g_00765
OG0000434	Prat.g_00438	Prbd.g_00764
OG0000435	Prat.g_00439	Prbd.g_00763
OG0000436	Prat.g_00441	Prbd.g_00761
OG0000437	Prat.g_00443	Prbd.g_00759
OG0000438	Prat.g_00444	Prbd.g_00758
OG0000439	Prat.g_00445	Prbd.g_00757
OG0000440	Prat.g_00447	Prbd.g_00755
OG0000441	Prat.g_00448	Prbd.g_00754
OG0000442	Prat.g_00449	Prbd.g_00753
OG0000443	Prat.g_00450	Prbd.g_00752
OG0000444	Prat.g_00451	Prbd.g_00751
OG0000445	Prat.g_00453	Prbd.g_00750
OG0000446	Prat.g_00454	Prbd.g_00749
OG0000447	Prat.g_00455	Prbd.g_00748
OG0000448	Prat.g_00456	Prbd.g_00747
OG0000449	Prat.g_00463	Prbd.g_00742
OG0000450	Prat.g_00464	Prbd.g_00741
OG0000451	Prat.g_00465	Prbd.g_00740
OG0000452	Prat.g_00466	Prbd.g_00739
OG0000453	Prat.g_00468	Prbd.g_00737
OG0000454	Prat.g_00469	Prbd.g_00736
OG0000455	Prat.g_00470	Prbd.g_00735
OG0000456	Prat.g_00471	Prbd.g_00734
OG0000457	Prat.g_00473	Prbd.g_00732
OG0000458	Prat.g_00475	Prbd.g_00730
OG0000459	Prat.g_00476	Prbd.g_00729
OG0000460	Prat.g_00478	Prbd.g_00727
OG0000461	Prat.g_00479	Prbd.g_00726
OG0000462	Prat.g_00480	Prbd.g_00725
OG0000463	Prat.g_00482	Prbd.g_00724
OG0000464	Prat.g_00486	Prbd.g_00719
OG0000465	Prat.g_00487	Prbd.g_00717
OG0000466	Prat.g_00488	Prbd.g_00716
OG0000467	Prat.g_00489	Prbd.g_00715
OG0000468	Prat.g_00490	Prbd.g_00714
OG0000469	Prat.g_00491	Prbd.g_00713
OG0000470	Prat.g_00492	Prbd.g_00712
OG0000471	Prat.g_00493	Prbd.g_00711
OG0000472	Prat.g_00496	Prbd.g_00708
OG0000473	Prat.g_00497	Prbd.g_00707
OG0000474	Prat.g_00498	Prbd.g_00706
OG0000475	Prat.g_00499	Prbd.g_00705
OG0000476	Prat.g_00500	Prbd.g_00704
OG0000477	Prat.g_00501	Prbd.g_00702
OG0000478	Prat.g_00502	Prbd.g_00701
OG0000479	Prat.g_00503	Prbd.g_00700
OG0000480	Prat.g_00505	Prbd.g_00698
OG0000481	Prat.g_00506	Prbd.g_00697
OG0000482	Prat.g_00507	Prbd.g_00696
OG0000483	Prat.g_00508	Prbd.g_00695
OG0000484	Prat.g_00509	Prbd.g_00694
OG0000485	Prat.g_00510	Prbd.g_00693
OG0000486	Prat.g_00511	Prbd.g_00692
OG0000487	Prat.g_00512	Prbd.g_00691
OG0000488	Prat.g_00515	Prbd.g_00689
OG0000489	Prat.g_00516	Prbd.g_00688
OG0000490	Prat.g_00517	Prbd.g_00687
OG0000491	Prat.g_00518	Prbd.g_00686
OG0000492	Prat.g_00519	Prbd.g_00685
OG0000493	Prat.g_00520	Prbd.g_00684
OG0000494	Prat.g_00522	Prbd.g_00682
OG0000495	Prat.g_00523	Prbd.g_00681
OG0000496	Prat.g_00525	Prbd.g_00680
OG0000497	Prat.g_00527	Prbd.g_00679
OG0000498	Prat.g_00528	Prbd.g_00678
OG0000499	Prat.g_00530	Prbd.g_00676
OG0000500	Prat.g_00531	Prbd.g_00675
OG0000501	Prat.g_00533	Prbd.g_00673
OG0000502	Prat.g_00534	Prbd.g_00672
OG0000503	Prat.g_00536	Prbd.g_00671
OG0000504	Prat.g_00537	Prbd.g_00670
OG0000505	Prat.g_00538	Prbd.g_00669
OG0000506	Prat.g_00539	Prbd.g_00668
OG0000507	Prat.g_00540	Prbd.g_00667
OG0000508	Prat.g_00542	Prbd.g_00665
OG0000509	Prat.g_00543	Prbd.g_00664
OG0000510	Prat.g_00544	Prbd.g_00663
OG0000511	Prat.g_00545	Prbd.g_00662
OG0000512	Prat.g_00546	Prbd.g_00661
OG0000513	Prat.g_00547	Prbd.g_00660
OG0000514	Prat.g_00548	Prbd.g_00659
OG0000515	Prat.g_00549	Prbd.g_00657
OG0000516	Prat.g_00550	Prbd.g_00656
OG0000517	Prat.g_00551	Prbd.g_00655
OG0000518	Prat.g_00553	Prbd.g_00653
OG0000519	Prat.g_00554	Prbd.g_00652
OG0000520	Prat.g_00555	Prbd.g_00651
OG0000521	Prat.g_00556	Prbd.g_00650
OG0000522	Prat.g_00557	Prbd.g_00649
OG0000523	Prat.g_00558	Prbd.g_00648
OG0000524	Prat.g_00559	Prbd.g_00647
OG0000525	Prat.g_00561	Prbd.g_00645
OG0000526	Prat.g_00562	Prbd.g_00644
OG0000527	Prat.g_00563	Prbd.g_00643
OG0000528	Prat.g_00564	Prbd.g_00642
OG0000529	Prat.g_00565	Prbd.g_00641
OG0000530	Prat.g_00566	Prbd.g_00640
OG0000531	Prat.g_00568	Prbd.g_00639
OG0000532	Prat.g_00569	Prbd.g_00638
OG0000533	Prat.g_00570	Prbd.g_00637
OG0000534	Prat.g_00571	Prbd.g_00636
OG0000535	Prat.g_00572	Prbd.g_00635
OG0000536	Prat.g_00573	Prbd.g_00634
OG0000537	Prat.g_00574	Prbd.g_00633
OG0000538	Prat.g_00575	Prbd.g_00632
OG0000539	Prat.g_00576	Prbd.g_00631
OG0000540	Prat.g_00577	Prbd.g_00630
OG0000541	Prat.g_00579	Prbd.g_00629
OG0000542	Prat.g_00580	Prbd.g_00628
OG0000543	Prat.g_00581	Prbd.g_00627
OG0000544	Prat.g_00582	Prbd.g_00626
OG0000545	Prat.g_00584	Prbd.g_00623
OG0000546	Prat.g_00585	Prbd.g_00622
OG0000547	Prat.g_00587	Prbd.g_00620
OG0000548	Prat.g_00589	Prbd.g_00619
OG0000549	Prat.g_00590	Prbd.g_00618
OG0000550	Prat.g_00591	Prbd.g_00617
OG0000551	Prat.g_00592	Prbd.g_00616
OG0000552	Prat.g_00593	Prbd.g_00615
OG0000553	Prat.g_01097	Prbd.g_00614
OG0000554	Prat.g_01095	Prbd.g_00613
OG0000555	Prat.g_01094	Prbd.g_00612
OG0000556	Prat.g_01093	Prbd.g_00611
OG0000557	Prat.g_01091	Prbd.g_00610
OG0000558	Prat.g_01090	Prbd.g_00609
OG0000559	Prat.g_01089	Prbd.g_00608
OG0000560	Prat.g_01087	Prbd.g_00606
OG0000561	Prat.g_01086	Prbd.g_00605
OG0000562	Prat.g_01084	Prbd.g_00604
OG0000563	Prat.g_01083	Prbd.g_00603
OG0000564	Prat.g_01082	Prbd.g_00602
OG0000565	Prat.g_01081	Prbd.g_00601
OG0000566	Prat.g_01080	Prbd.g_00600
