Orthogroup	Prat	Praw
OG0000048	Prat.g_01796	Praw.g_00032
OG0000050	Prat.g_00033	Praw.g_01397
OG0000051	Prat.g_00157	Praw.g_01278
OG0000052	Prat.g_00637	Praw.g_00762
OG0000053	Prat.g_01499	Praw.g_00609
OG0000055	Prat.g_01014	Praw.g_01675
OG0000057	Prat.g_00242	Praw.g_01198
OG0000058	Prat.g_00434	Praw.g_00672
OG0000059	Prat.g_00775	Praw.g_01824
OG0000062	Prat.g_01495, Prat.g_01561	Praw.g_00201
OG0000063	Prat.g_01129	Praw.g_00926
OG0000065	Prat.g_01249	Praw.g_00981
OG0000066	Prat.g_00344	Praw.g_01050
OG0000068	Prat.g_01726	Praw.g_00096
OG0000069	Prat.g_01394	Praw.g_01043
OG0000071	Prat.g_00012, Prat.g_00011	Praw.g_01125
OG0000072	Prat.g_00329	Praw.g_00812
OG0000073	Prat.g_01054	Praw.g_01853
OG0000074	Prat.g_00765	Praw.g_01831
OG0000075	Prat.g_01030	Praw.g_01690
OG0000076	Prat.g_00965	Praw.g_01467
OG0000078	Prat.g_01312	Praw.g_01051
OG0000079	Prat.g_01442	Praw.g_00415
OG0000080	Prat.g_01539	Praw.g_00464
OG0000081	Prat.g_01759	Praw.g_00066
OG0000083	Prat.g_00003	Praw.g_01133
OG0000084	Prat.g_00006	Praw.g_01130
OG0000085	Prat.g_01314, Prat.g_00024	Praw.g_01405
OG0000086	Prat.g_00614	Praw.g_01389, Praw.g_00735
OG0000087	Prat.g_00054	Praw.g_01379
OG0000088	Prat.g_00112	Praw.g_01322
OG0000089	Prat.g_00121	Praw.g_01314
OG0000090	Prat.g_00138	Praw.g_01296
OG0000091	Prat.g_00170	Praw.g_01266
OG0000092	Prat.g_00171	Praw.g_01265
OG0000093	Prat.g_00185	Praw.g_01251
OG0000094	Prat.g_00204	Praw.g_01233
OG0000095	Prat.g_00209	Praw.g_01228
OG0000096	Prat.g_00257	Praw.g_00882
OG0000097	Prat.g_00281	Praw.g_00860
OG0000098	Prat.g_00292	Praw.g_00850
OG0000099	Prat.g_00302	Praw.g_00840
OG0000100	Prat.g_00305	Praw.g_00837
OG0000101	Prat.g_00372	Praw.g_00775
OG0000102	Prat.g_01477	Praw.g_00751
OG0000103	Prat.g_00435	Praw.g_00671
OG0000104	Prat.g_00440	Praw.g_00667
OG0000105	Prat.g_00462	Praw.g_00649
OG0000106	Prat.g_00494	Praw.g_00616
OG0000107	Prat.g_00495	Praw.g_00615
OG0000108	Prat.g_00504	Praw.g_00605
OG0000109	Prat.g_00514, Prat.g_00513	Praw.g_00596
OG0000110	Prat.g_00532	Praw.g_00580
OG0000111	Prat.g_01073	Praw.g_01871
OG0000112	Prat.g_01072	Praw.g_01870
OG0000113	Prat.g_00815	Praw.g_01787
OG0000114	Prat.g_01039	Praw.g_01699
OG0000115	Prat.g_00896	Praw.g_01539
OG0000116	Prat.g_00900	Praw.g_01535
OG0000117	Prat.g_00962	Praw.g_01470
OG0000118	Prat.g_01208	Praw.g_01418
OG0000119	Prat.g_01557	Praw.g_00204
OG0000120	Prat.g_01150	Praw.g_00240
OG0000121	Prat.g_01127	Praw.g_00259
OG0000122	Prat.g_01107	Praw.g_00278
OG0000123	Prat.g_00595	Praw.g_00291
OG0000124	Prat.g_01509	Praw.g_00904
OG0000125	Prat.g_01261	Praw.g_00993
OG0000126	Prat.g_01291	Praw.g_01016
OG0000127	Prat.g_01338	Praw.g_01096
OG0000128	Prat.g_01354	Praw.g_01079, Praw.g_01080
OG0000129	Prat.g_01392	Praw.g_00374
OG0000130	Prat.g_01589	Praw.g_00513
OG0000131	Prat.g_01377, Prat.g_01628	Praw.g_00551
OG0000132	Prat.g_01631	Praw.g_00554
OG0000133	Prat.g_01685	Praw.g_00137
OG0000134	Prat.g_01720	Praw.g_00101
OG0000135	Prat.g_01722	Praw.g_00099
OG0000136	Prat.g_01771	Praw.g_00055
OG0000137	Prat.g_01806	Praw.g_00022
OG0000138	Prat.g_01841	Praw.g_01180
OG0000139	Prat.g_01873	Praw.g_01153
OG0000140	Prat.g_00001	Praw.g_01135
OG0000141	Prat.g_00002	Praw.g_01134
OG0000142	Prat.g_00004	Praw.g_01132
OG0000143	Prat.g_00005	Praw.g_01131
OG0000144	Prat.g_00007	Praw.g_01129
OG0000145	Prat.g_00008	Praw.g_01128
OG0000146	Prat.g_00009	Praw.g_01127
OG0000147	Prat.g_00010	Praw.g_01126
OG0000148	Prat.g_00013	Praw.g_01124
OG0000149	Prat.g_00015	Praw.g_01414
OG0000150	Prat.g_00016	Praw.g_01413
OG0000151	Prat.g_00017	Praw.g_01412
OG0000152	Prat.g_00018	Praw.g_01411
OG0000153	Prat.g_00019	Praw.g_01410
OG0000154	Prat.g_00020	Praw.g_01409
OG0000155	Prat.g_00021	Praw.g_01408
OG0000156	Prat.g_00022	Praw.g_01407
OG0000157	Prat.g_00023	Praw.g_01406
OG0000158	Prat.g_00025	Praw.g_01404
OG0000159	Prat.g_00026	Praw.g_01403
OG0000160	Prat.g_00027	Praw.g_01402
OG0000161	Prat.g_00028	Praw.g_01401
OG0000162	Prat.g_00029	Praw.g_01400
OG0000163	Prat.g_00031	Praw.g_01399
OG0000164	Prat.g_00034	Praw.g_01396
OG0000165	Prat.g_00036	Praw.g_01393
OG0000166	Prat.g_00037	Praw.g_01392
OG0000167	Prat.g_00038	Praw.g_01391
OG0000168	Prat.g_00042	Praw.g_01388
OG0000169	Prat.g_00044	Praw.g_01386
OG0000170	Prat.g_00046	Praw.g_01385
OG0000171	Prat.g_00047	Praw.g_01384
OG0000172	Prat.g_00048	Praw.g_01383
OG0000173	Prat.g_00051	Praw.g_01382
OG0000174	Prat.g_00052	Praw.g_01381
OG0000175	Prat.g_00053	Praw.g_01380
OG0000176	Prat.g_00055	Praw.g_01378
OG0000177	Prat.g_00056	Praw.g_01377
OG0000178	Prat.g_00057	Praw.g_01376
OG0000179	Prat.g_00060	Praw.g_01370
OG0000180	Prat.g_00061	Praw.g_01369
OG0000181	Prat.g_00062	Praw.g_01368
OG0000182	Prat.g_00066	Praw.g_01365
OG0000183	Prat.g_00067	Praw.g_01364
OG0000184	Prat.g_00070	Praw.g_01361
OG0000185	Prat.g_00074	Praw.g_01357
OG0000186	Prat.g_00075	Praw.g_01356
OG0000187	Prat.g_01504	Praw.g_01355
OG0000188	Prat.g_00076	Praw.g_01354
OG0000189	Prat.g_00079	Praw.g_01353
OG0000190	Prat.g_00080	Praw.g_01352
OG0000191	Prat.g_00081	Praw.g_01351
OG0000192	Prat.g_00082	Praw.g_01350
OG0000193	Prat.g_00083	Praw.g_01349
OG0000194	Prat.g_00084	Praw.g_01348
OG0000195	Prat.g_00086	Praw.g_01346
OG0000196	Prat.g_00087	Praw.g_01345
OG0000197	Prat.g_00088	Praw.g_01344
OG0000198	Prat.g_00089	Praw.g_01343
OG0000199	Prat.g_00091	Praw.g_01341
OG0000200	Prat.g_00092	Praw.g_01340
OG0000201	Prat.g_00093	Praw.g_01339
OG0000202	Prat.g_00094	Praw.g_01338
OG0000203	Prat.g_00095	Praw.g_01337
OG0000204	Prat.g_00096	Praw.g_01336
OG0000205	Prat.g_00098	Praw.g_01335
OG0000206	Prat.g_00099	Praw.g_01334
OG0000207	Prat.g_00100	Praw.g_01333
OG0000208	Prat.g_00101	Praw.g_01332
OG0000209	Prat.g_00102	Praw.g_01331
OG0000210	Prat.g_00103	Praw.g_01329
OG0000211	Prat.g_00104	Praw.g_01328
OG0000212	Prat.g_00105	Praw.g_01327
OG0000213	Prat.g_00106	Praw.g_01326
OG0000214	Prat.g_00110	Praw.g_01324
OG0000215	Prat.g_00111	Praw.g_01323
OG0000216	Prat.g_00113	Praw.g_01321
OG0000217	Prat.g_00114	Praw.g_01320
OG0000218	Prat.g_00115	Praw.g_01319
OG0000219	Prat.g_00116	Praw.g_01318
OG0000220	Prat.g_00118	Praw.g_01315
OG0000221	Prat.g_00122	Praw.g_01313
OG0000222	Prat.g_00123	Praw.g_01312
OG0000223	Prat.g_00124	Praw.g_01311
OG0000224	Prat.g_00126	Praw.g_01308
OG0000225	Prat.g_00128	Praw.g_01306
OG0000226	Prat.g_00130	Praw.g_01305
OG0000227	Prat.g_00131	Praw.g_01304
OG0000228	Prat.g_00132	Praw.g_01303
OG0000229	Prat.g_00133	Praw.g_01302
OG0000230	Prat.g_00134	Praw.g_01301
OG0000231	Prat.g_00601	Praw.g_01299
OG0000232	Prat.g_00136	Praw.g_01298
OG0000233	Prat.g_00139	Praw.g_01295
OG0000234	Prat.g_00141	Praw.g_01293
OG0000235	Prat.g_00144	Praw.g_01290
OG0000236	Prat.g_00145	Praw.g_01289
OG0000237	Prat.g_00146	Praw.g_01288
OG0000238	Prat.g_00147	Praw.g_01287
OG0000239	Prat.g_00148	Praw.g_01286
OG0000240	Prat.g_00150	Praw.g_01284
OG0000241	Prat.g_00151	Praw.g_01283
OG0000242	Prat.g_00152	Praw.g_01282
OG0000243	Prat.g_00153	Praw.g_01281
OG0000244	Prat.g_00154	Praw.g_01280
OG0000245	Prat.g_00156	Praw.g_01279
OG0000246	Prat.g_00158	Praw.g_01277
OG0000247	Prat.g_00159	Praw.g_01276
OG0000248	Prat.g_00160	Praw.g_01275
OG0000249	Prat.g_00161	Praw.g_01274
OG0000250	Prat.g_00162	Praw.g_01273
OG0000251	Prat.g_00163	Praw.g_01272
OG0000252	Prat.g_00164	Praw.g_01271
OG0000253	Prat.g_00165	Praw.g_01270
OG0000254	Prat.g_00167	Praw.g_01268
OG0000255	Prat.g_00169	Praw.g_01267
OG0000256	Prat.g_00172	Praw.g_01264
OG0000257	Prat.g_00174	Praw.g_01262
OG0000258	Prat.g_00175	Praw.g_01261
OG0000259	Prat.g_00176	Praw.g_01260
OG0000260	Prat.g_00177	Praw.g_01259
OG0000261	Prat.g_00178	Praw.g_01258
OG0000262	Prat.g_00179	Praw.g_01257
OG0000263	Prat.g_00180	Praw.g_01256
OG0000264	Prat.g_00182	Praw.g_01254
OG0000265	Prat.g_00183	Praw.g_01253
OG0000266	Prat.g_00184	Praw.g_01252
OG0000267	Prat.g_00186	Praw.g_01250
OG0000268	Prat.g_00188	Praw.g_01249
OG0000269	Prat.g_00189	Praw.g_01248
OG0000270	Prat.g_00190	Praw.g_01247
OG0000271	Prat.g_00191	Praw.g_01246
OG0000272	Prat.g_00192	Praw.g_01245
OG0000273	Prat.g_00193	Praw.g_01244
OG0000274	Prat.g_00194	Praw.g_01243
OG0000275	Prat.g_00195	Praw.g_01242
OG0000276	Prat.g_00196	Praw.g_01241
OG0000277	Prat.g_00197	Praw.g_01240
OG0000278	Prat.g_00198	Praw.g_01239
OG0000279	Prat.g_00199	Praw.g_01238
OG0000280	Prat.g_00200	Praw.g_01237
OG0000281	Prat.g_00202	Praw.g_01235
OG0000282	Prat.g_00203	Praw.g_01234
OG0000283	Prat.g_00206	Praw.g_01231
OG0000284	Prat.g_00207	Praw.g_01230
OG0000285	Prat.g_00208	Praw.g_01229
OG0000286	Prat.g_00210	Praw.g_01227
OG0000287	Prat.g_00211	Praw.g_01226
OG0000288	Prat.g_00212	Praw.g_01225
OG0000289	Prat.g_00213	Praw.g_01224
OG0000290	Prat.g_00214	Praw.g_01223
OG0000291	Prat.g_00215	Praw.g_01222
OG0000292	Prat.g_00216	Praw.g_01221
OG0000293	Prat.g_00217	Praw.g_01220
OG0000294	Prat.g_00218	Praw.g_01219
OG0000295	Prat.g_00219	Praw.g_01218
OG0000296	Prat.g_00220	Praw.g_01217
OG0000297	Prat.g_00221	Praw.g_01216
OG0000298	Prat.g_00222	Praw.g_01215
OG0000299	Prat.g_00223	Praw.g_01214
OG0000300	Prat.g_00224	Praw.g_01213
OG0000301	Prat.g_00225	Praw.g_01212
OG0000302	Prat.g_00226	Praw.g_01211
OG0000303	Prat.g_00227	Praw.g_01210
OG0000304	Prat.g_00229	Praw.g_01209
OG0000305	Prat.g_00230	Praw.g_01208
OG0000306	Prat.g_00231	Praw.g_01207
OG0000307	Prat.g_00233	Praw.g_01206
OG0000308	Prat.g_00234	Praw.g_01205
OG0000309	Prat.g_00235	Praw.g_01204
OG0000310	Prat.g_00236	Praw.g_01203
OG0000311	Prat.g_00238	Praw.g_01202
OG0000312	Prat.g_00240	Praw.g_01200
OG0000313	Prat.g_00241	Praw.g_01199
OG0000314	Prat.g_00245	Praw.g_01196
OG0000315	Prat.g_00246	Praw.g_01195
OG0000316	Prat.g_00249	Praw.g_00891
OG0000317	Prat.g_00250	Praw.g_00889
OG0000318	Prat.g_00251	Praw.g_00888
OG0000319	Prat.g_00252	Praw.g_00887
OG0000320	Prat.g_00253	Praw.g_00886
OG0000321	Prat.g_00256	Praw.g_00883
OG0000322	Prat.g_00260	Praw.g_00880
OG0000323	Prat.g_00261	Praw.g_00879
OG0000324	Prat.g_00264	Praw.g_00876
OG0000325	Prat.g_00266	Praw.g_00875
OG0000326	Prat.g_00267	Praw.g_00874
OG0000327	Prat.g_00269	Praw.g_00872
OG0000328	Prat.g_00270	Praw.g_00871
OG0000329	Prat.g_00271	Praw.g_00870
OG0000330	Prat.g_00272	Praw.g_00869
OG0000331	Prat.g_00273	Praw.g_00868
OG0000332	Prat.g_00274	Praw.g_00867
OG0000333	Prat.g_00275	Praw.g_00866
OG0000334	Prat.g_00276	Praw.g_00865
OG0000335	Prat.g_00277	Praw.g_00864
OG0000336	Prat.g_00279	Praw.g_00863
OG0000337	Prat.g_00282	Praw.g_00859
OG0000338	Prat.g_00283	Praw.g_00858
OG0000339	Prat.g_00284	Praw.g_00857
OG0000340	Prat.g_00285	Praw.g_00856
OG0000341	Prat.g_00290	Praw.g_00852
OG0000342	Prat.g_00291	Praw.g_00851
OG0000343	Prat.g_00293	Praw.g_00849
OG0000344	Prat.g_00294	Praw.g_00848
OG0000345	Prat.g_00295	Praw.g_00847
OG0000346	Prat.g_00296	Praw.g_00846
OG0000347	Prat.g_00297	Praw.g_00845
OG0000348	Prat.g_00298	Praw.g_00844
OG0000349	Prat.g_00299	Praw.g_00843
OG0000350	Prat.g_00300	Praw.g_00842
OG0000351	Prat.g_00303	Praw.g_00839
OG0000352	Prat.g_00306	Praw.g_00836
OG0000353	Prat.g_00307	Praw.g_00835
OG0000354	Prat.g_00308	Praw.g_00834
OG0000355	Prat.g_00309	Praw.g_00833
OG0000356	Prat.g_00310	Praw.g_00832
OG0000357	Prat.g_00311	Praw.g_00831
OG0000358	Prat.g_00312	Praw.g_00830
OG0000359	Prat.g_00313	Praw.g_00829
OG0000360	Prat.g_00315	Praw.g_00826
OG0000361	Prat.g_00316	Praw.g_00825
OG0000362	Prat.g_00317	Praw.g_00824
OG0000363	Prat.g_00318	Praw.g_00823
OG0000364	Prat.g_00319	Praw.g_00822
OG0000365	Prat.g_00320	Praw.g_00821
OG0000366	Prat.g_00321	Praw.g_00820
OG0000367	Prat.g_00322	Praw.g_00819
OG0000368	Prat.g_00323	Praw.g_00818
OG0000369	Prat.g_00324	Praw.g_00817
OG0000370	Prat.g_00325	Praw.g_00816
OG0000371	Prat.g_00326	Praw.g_00815
OG0000372	Prat.g_00328	Praw.g_00813
OG0000373	Prat.g_00330	Praw.g_00811
OG0000374	Prat.g_00331	Praw.g_00810
OG0000375	Prat.g_00332	Praw.g_00809
OG0000376	Prat.g_00334	Praw.g_00807
OG0000377	Prat.g_00340	Praw.g_00806
OG0000378	Prat.g_00341	Praw.g_00805
OG0000379	Prat.g_00348	Praw.g_00796
OG0000380	Prat.g_00350	Praw.g_00795
OG0000381	Prat.g_00351	Praw.g_00794
OG0000382	Prat.g_00352	Praw.g_00792
OG0000383	Prat.g_00355	Praw.g_00790
OG0000384	Prat.g_00356	Praw.g_00789
OG0000385	Prat.g_00359	Praw.g_00787
OG0000386	Prat.g_00360	Praw.g_00786
OG0000387	Prat.g_00361	Praw.g_00785
OG0000388	Prat.g_00362	Praw.g_00784
OG0000389	Prat.g_00363	Praw.g_00783
OG0000390	Prat.g_00364	Praw.g_00782
OG0000391	Prat.g_00365	Praw.g_00781
OG0000392	Prat.g_00366	Praw.g_00780
OG0000393	Prat.g_00369	Praw.g_00777
OG0000394	Prat.g_00370	Praw.g_00776
OG0000395	Prat.g_00373	Praw.g_00774
OG0000396	Prat.g_00985	Praw.g_00773
OG0000397	Prat.g_01203	Praw.g_00761
OG0000398	Prat.g_01469	Praw.g_00754
OG0000399	Prat.g_00671	Praw.g_00753
OG0000400	Prat.g_01656	Praw.g_00748
OG0000401	Prat.g_00390	Praw.g_00716
OG0000402	Prat.g_00391	Praw.g_00715
OG0000403	Prat.g_00392	Praw.g_00714
OG0000404	Prat.g_00395	Praw.g_00712
OG0000405	Prat.g_00396	Praw.g_00711
OG0000406	Prat.g_00398	Praw.g_00709
OG0000407	Prat.g_00399	Praw.g_00708
OG0000408	Prat.g_00400	Praw.g_00707
OG0000409	Prat.g_00401	Praw.g_00706
OG0000410	Prat.g_00403	Praw.g_00705
OG0000411	Prat.g_00404	Praw.g_00704
OG0000412	Prat.g_00405	Praw.g_00703
OG0000413	Prat.g_00406	Praw.g_00702
OG0000414	Prat.g_00407	Praw.g_00701
OG0000415	Prat.g_00408	Praw.g_00700
OG0000416	Prat.g_00410	Praw.g_00699
OG0000417	Prat.g_00411	Praw.g_00698
OG0000418	Prat.g_00412	Praw.g_00697
OG0000419	Prat.g_00413	Praw.g_00696
OG0000420	Prat.g_00414	Praw.g_00695
OG0000421	Prat.g_00415	Praw.g_00694
OG0000422	Prat.g_00417	Praw.g_00692
OG0000423	Prat.g_00418	Praw.g_00691
OG0000424	Prat.g_00419	Praw.g_00689
OG0000425	Prat.g_00424	Praw.g_00686
OG0000426	Prat.g_00425	Praw.g_00685
OG0000427	Prat.g_00426	Praw.g_00684
OG0000428	Prat.g_00428	Praw.g_00683
OG0000429	Prat.g_00429	Praw.g_00682
OG0000430	Prat.g_00430	Praw.g_00676
OG0000431	Prat.g_00432	Praw.g_00674
OG0000432	Prat.g_00433	Praw.g_00673
OG0000433	Prat.g_00436	Praw.g_00670
OG0000434	Prat.g_00438	Praw.g_00669
OG0000435	Prat.g_00439	Praw.g_00668
OG0000436	Prat.g_00441	Praw.g_00666
OG0000437	Prat.g_00443	Praw.g_00665
OG0000438	Prat.g_00444	Praw.g_00664
OG0000439	Prat.g_00445	Praw.g_00663
OG0000440	Prat.g_00447	Praw.g_00661
OG0000441	Prat.g_00448	Praw.g_00660
OG0000442	Prat.g_00449	Praw.g_00659
OG0000443	Prat.g_00450	Praw.g_00658
OG0000444	Prat.g_00451	Praw.g_00657
OG0000445	Prat.g_00453	Praw.g_00656
OG0000446	Prat.g_00454	Praw.g_00655
OG0000447	Prat.g_00455	Praw.g_00654
OG0000448	Prat.g_00456	Praw.g_00653
OG0000449	Prat.g_00463	Praw.g_00648
OG0000450	Prat.g_00464	Praw.g_00647
OG0000451	Prat.g_00465	Praw.g_00646
OG0000452	Prat.g_00466	Praw.g_00645
OG0000453	Prat.g_00468	Praw.g_00643
OG0000454	Prat.g_00469	Praw.g_00642
OG0000455	Prat.g_00470	Praw.g_00641
OG0000456	Prat.g_00471	Praw.g_00640
OG0000457	Prat.g_00473	Praw.g_00638
OG0000458	Prat.g_00475	Praw.g_00636
OG0000459	Prat.g_00476	Praw.g_00635
OG0000460	Prat.g_00478	Praw.g_00633
OG0000461	Prat.g_00479	Praw.g_00632
OG0000462	Prat.g_00480	Praw.g_00631
OG0000463	Prat.g_00482	Praw.g_00630
OG0000464	Prat.g_00486	Praw.g_00625
OG0000465	Prat.g_00487	Praw.g_00623
OG0000466	Prat.g_00488	Praw.g_00622
OG0000467	Prat.g_00489	Praw.g_00621
OG0000468	Prat.g_00490	Praw.g_00620
OG0000469	Prat.g_00491	Praw.g_00619
OG0000470	Prat.g_00492	Praw.g_00618
OG0000471	Prat.g_00493	Praw.g_00617
OG0000472	Prat.g_00496	Praw.g_00614
OG0000473	Prat.g_00497	Praw.g_00613
OG0000474	Prat.g_00498	Praw.g_00612
OG0000475	Prat.g_00499	Praw.g_00611
OG0000476	Prat.g_00500	Praw.g_00610
OG0000477	Prat.g_00501	Praw.g_00608
OG0000478	Prat.g_00502	Praw.g_00607
OG0000479	Prat.g_00503	Praw.g_00606
OG0000480	Prat.g_00505	Praw.g_00604
OG0000481	Prat.g_00506	Praw.g_00603
OG0000482	Prat.g_00507	Praw.g_00602
OG0000483	Prat.g_00508	Praw.g_00601
OG0000484	Prat.g_00509	Praw.g_00600
OG0000485	Prat.g_00510	Praw.g_00599
OG0000486	Prat.g_00511	Praw.g_00598
OG0000487	Prat.g_00512	Praw.g_00597
OG0000488	Prat.g_00515	Praw.g_00595
OG0000489	Prat.g_00516	Praw.g_00594
OG0000490	Prat.g_00517	Praw.g_00593
OG0000491	Prat.g_00518	Praw.g_00592
OG0000492	Prat.g_00519	Praw.g_00591
OG0000493	Prat.g_00520	Praw.g_00590
OG0000494	Prat.g_00522	Praw.g_00588
OG0000495	Prat.g_00523	Praw.g_00587
OG0000496	Prat.g_00525	Praw.g_00586
OG0000497	Prat.g_00527	Praw.g_00585
OG0000498	Prat.g_00528	Praw.g_00584
OG0000499	Prat.g_00530	Praw.g_00582
OG0000500	Prat.g_00531	Praw.g_00581
OG0000501	Prat.g_00533	Praw.g_00579
OG0000502	Prat.g_00534	Praw.g_00578
OG0000503	Prat.g_00536	Praw.g_00577
OG0000504	Prat.g_00537	Praw.g_00576
OG0000505	Prat.g_00538	Praw.g_00575
OG0000506	Prat.g_00539	Praw.g_01922
OG0000507	Prat.g_00540	Praw.g_01923
OG0000508	Prat.g_00542	Praw.g_01925
OG0000509	Prat.g_00543	Praw.g_01926
OG0000510	Prat.g_00544	Praw.g_01927
OG0000511	Prat.g_00545	Praw.g_01928
OG0000512	Prat.g_00546	Praw.g_01929
OG0000513	Prat.g_00547	Praw.g_01930
OG0000514	Prat.g_00548	Praw.g_01931
OG0000515	Prat.g_00549	Praw.g_01933
OG0000516	Prat.g_00550	Praw.g_01934
OG0000517	Prat.g_00551	Praw.g_01935
OG0000518	Prat.g_00553	Praw.g_01937
OG0000519	Prat.g_00554	Praw.g_01938
OG0000520	Prat.g_00555	Praw.g_01939
OG0000521	Prat.g_00556	Praw.g_01940
OG0000522	Prat.g_00557	Praw.g_01941
OG0000523	Prat.g_00558	Praw.g_01942
OG0000524	Prat.g_00559	Praw.g_01943
OG0000525	Prat.g_00561	Praw.g_01945
OG0000526	Prat.g_00562	Praw.g_01946
OG0000527	Prat.g_00563	Praw.g_01947
OG0000528	Prat.g_00564	Praw.g_01948
OG0000529	Prat.g_00565	Praw.g_01949
OG0000530	Prat.g_00566	Praw.g_00140
OG0000531	Prat.g_00568	Praw.g_00141
OG0000532	Prat.g_00569	Praw.g_00142
OG0000533	Prat.g_00570	Praw.g_00143
OG0000534	Prat.g_00571	Praw.g_00144
OG0000535	Prat.g_00572	Praw.g_00145
OG0000536	Prat.g_00573	Praw.g_00146
OG0000537	Prat.g_00574	Praw.g_00147
OG0000538	Prat.g_00575	Praw.g_00148
OG0000539	Prat.g_00576	Praw.g_00149
OG0000540	Prat.g_00577	Praw.g_00150
OG0000541	Prat.g_00579	Praw.g_00151
OG0000542	Prat.g_00580	Praw.g_00152
OG0000543	Prat.g_00581	Praw.g_00153
OG0000544	Prat.g_00582	Praw.g_00154
OG0000545	Prat.g_00584	Praw.g_00157
OG0000546	Prat.g_00585	Praw.g_00158
OG0000547	Prat.g_00587	Praw.g_00160
OG0000548	Prat.g_00589	Praw.g_00161
OG0000549	Prat.g_00590	Praw.g_00162
OG0000550	Prat.g_00591	Praw.g_00163
OG0000551	Prat.g_00592	Praw.g_00164
OG0000552	Prat.g_00593	Praw.g_00165
OG0000553	Prat.g_01097	Praw.g_00166
OG0000554	Prat.g_01095	Praw.g_00167
OG0000555	Prat.g_01094	Praw.g_00168
OG0000556	Prat.g_01093	Praw.g_00169
OG0000557	Prat.g_01091	Praw.g_01888
OG0000558	Prat.g_01090	Praw.g_01887
OG0000559	Prat.g_01089	Praw.g_01886
OG0000560	Prat.g_01087	Praw.g_01884
OG0000561	Prat.g_01086	Praw.g_01883
OG0000562	Prat.g_01084	Praw.g_01882
OG0000563	Prat.g_01083	Praw.g_01881
OG0000564	Prat.g_01082	Praw.g_01880
OG0000565	Prat.g_01081	Praw.g_01879
OG0000566	Prat.g_01080	Praw.g_01878
OG0000567	Prat.g_01079	Praw.g_01877
OG0000568	Prat.g_01078	Praw.g_01876
OG0000569	Prat.g_01077	Praw.g_01875
OG0000570	Prat.g_01076	Praw.g_01874
OG0000571	Prat.g_01075	Praw.g_01873
OG0000572	Prat.g_01074	Praw.g_01872
OG0000573	Prat.g_01071	Praw.g_01869
OG0000574	Prat.g_01070	Praw.g_01868
OG0000575	Prat.g_01069	Praw.g_01867
OG0000576	Prat.g_01068	Praw.g_01866
OG0000577	Prat.g_01067	Praw.g_01865
OG0000578	Prat.g_01066	Praw.g_01864
OG0000579	Prat.g_01065	Praw.g_01863
OG0000580	Prat.g_01064	Praw.g_01862
OG0000581	Prat.g_01063	Praw.g_01861
OG0000582	Prat.g_01062	Praw.g_01860
OG0000583	Prat.g_01061	Praw.g_01859
