Orthogroup	Prat	Prbb
OG0000067	Prat.g_01532	Prbb.g_01137, Prbb.g_01368, Prbb.g_01199
OG0000068	Prat.g_01726	Prbb.g_02001
OG0000069	Prat.g_01394	Prbb.g_01723
OG0000071	Prat.g_00012, Prat.g_00011	Prbb.g_00012
OG0000072	Prat.g_00329	Prbb.g_00373
OG0000073	Prat.g_01054	Prbb.g_00673
OG0000074	Prat.g_00765	Prbb.g_00697, Prbb.g_00698
OG0000075	Prat.g_01030	Prbb.g_00790
OG0000076	Prat.g_00965	Prbb.g_01070
OG0000078	Prat.g_01312	Prbb.g_00388
OG0000079	Prat.g_01442	Prbb.g_01768
OG0000080	Prat.g_01539	Prbb.g_01208
OG0000081	Prat.g_01759	Prbb.g_02034
OG0000082	Prat.g_01853	Prbb.g_02143
OG0000083	Prat.g_00003	Prbb.g_00003
OG0000084	Prat.g_00006	Prbb.g_00006, Prbb.g_00007
OG0000085	Prat.g_01314, Prat.g_00024	Prbb.g_00024
OG0000086	Prat.g_00614	Prbb.g_01195
OG0000087	Prat.g_00054	Prbb.g_00064
OG0000088	Prat.g_00112	Prbb.g_00170
OG0000089	Prat.g_00121	Prbb.g_00179
OG0000090	Prat.g_00138	Prbb.g_00196
OG0000091	Prat.g_00170	Prbb.g_00226
OG0000092	Prat.g_00171	Prbb.g_00227
OG0000093	Prat.g_00185	Prbb.g_00240
OG0000094	Prat.g_00204	Prbb.g_00259
OG0000095	Prat.g_00209	Prbb.g_00263
OG0000096	Prat.g_00257	Prbb.g_00307
OG0000097	Prat.g_00281	Prbb.g_00327
OG0000098	Prat.g_00292	Prbb.g_00336
OG0000099	Prat.g_00302	Prbb.g_00345
OG0000100	Prat.g_00305	Prbb.g_00348
OG0000101	Prat.g_00372	Prbb.g_00418
OG0000102	Prat.g_01477	Prbb.g_01326
OG0000103	Prat.g_00435	Prbb.g_00479
OG0000104	Prat.g_00440	Prbb.g_00484, Prbb.g_00485
OG0000105	Prat.g_00462	Prbb.g_00503
OG0000106	Prat.g_00494	Prbb.g_00535
OG0000107	Prat.g_00495	Prbb.g_00536
OG0000108	Prat.g_00504	Prbb.g_00546
OG0000109	Prat.g_00514, Prat.g_00513	Prbb.g_00556
OG0000110	Prat.g_00532	Prbb.g_00572
OG0000111	Prat.g_01073	Prbb.g_00652
OG0000112	Prat.g_01072	Prbb.g_00653
OG0000113	Prat.g_00815	Prbb.g_00737
OG0000114	Prat.g_01039	Prbb.g_00781
OG0000115	Prat.g_00896	Prbb.g_00991
OG0000116	Prat.g_00900	Prbb.g_00995
OG0000117	Prat.g_00962	Prbb.g_01067
OG0000118	Prat.g_01208	Prbb.g_01238
OG0000119	Prat.g_01557	Prbb.g_01890
OG0000120	Prat.g_01150	Prbb.g_01510
OG0000121	Prat.g_01127	Prbb.g_01487
OG0000122	Prat.g_01107	Prbb.g_01467
OG0000123	Prat.g_00595	Prbb.g_01456
OG0000124	Prat.g_01509	Prbb.g_01060
OG0000125	Prat.g_01261	Prbb.g_01598
OG0000126	Prat.g_01291	Prbb.g_01639
OG0000127	Prat.g_01338	Prbb.g_01673
OG0000128	Prat.g_01354	Prbb.g_01687
OG0000129	Prat.g_01392	Prbb.g_01721
OG0000130	Prat.g_01589	Prbb.g_01821
OG0000131	Prat.g_01377, Prat.g_01628	Prbb.g_01858
OG0000132	Prat.g_01631	Prbb.g_01860
OG0000133	Prat.g_01685	Prbb.g_01959
OG0000134	Prat.g_01720	Prbb.g_01995
OG0000135	Prat.g_01722	Prbb.g_01997
OG0000136	Prat.g_01771	Prbb.g_02046
OG0000137	Prat.g_01806	Prbb.g_02082
OG0000138	Prat.g_01841	Prbb.g_02131
OG0000139	Prat.g_01873	Prbb.g_02168
OG0000140	Prat.g_00001	Prbb.g_00001
OG0000141	Prat.g_00002	Prbb.g_00002
OG0000142	Prat.g_00004	Prbb.g_00004
OG0000143	Prat.g_00005	Prbb.g_00005
OG0000144	Prat.g_00007	Prbb.g_00008
OG0000145	Prat.g_00008	Prbb.g_00009
OG0000146	Prat.g_00009	Prbb.g_00010
OG0000147	Prat.g_00010	Prbb.g_00011
OG0000148	Prat.g_00013	Prbb.g_00013
OG0000149	Prat.g_00015	Prbb.g_00015
OG0000150	Prat.g_00016	Prbb.g_00016
OG0000151	Prat.g_00017	Prbb.g_00017
OG0000152	Prat.g_00018	Prbb.g_00018
OG0000153	Prat.g_00019	Prbb.g_00019
OG0000154	Prat.g_00020	Prbb.g_00020
OG0000155	Prat.g_00021	Prbb.g_00021
OG0000156	Prat.g_00022	Prbb.g_00022
OG0000157	Prat.g_00023	Prbb.g_00023
OG0000158	Prat.g_00025	Prbb.g_00025
OG0000159	Prat.g_00026	Prbb.g_00026
OG0000160	Prat.g_00027	Prbb.g_00027
OG0000161	Prat.g_00028	Prbb.g_00028
OG0000162	Prat.g_00029	Prbb.g_00029
OG0000163	Prat.g_00031	Prbb.g_00030
OG0000164	Prat.g_00034	Prbb.g_00033
OG0000165	Prat.g_00036	Prbb.g_00035
OG0000166	Prat.g_00037	Prbb.g_00036
OG0000167	Prat.g_00038	Prbb.g_00037
OG0000168	Prat.g_00042	Prbb.g_00055
OG0000169	Prat.g_00044	Prbb.g_00057
OG0000170	Prat.g_00046	Prbb.g_00058
OG0000171	Prat.g_00047	Prbb.g_00059
OG0000172	Prat.g_00048	Prbb.g_00060
OG0000173	Prat.g_00051	Prbb.g_00061
OG0000174	Prat.g_00052	Prbb.g_00062
OG0000175	Prat.g_00053	Prbb.g_00063
OG0000176	Prat.g_00055	Prbb.g_00065
OG0000177	Prat.g_00056	Prbb.g_00066
OG0000178	Prat.g_00057	Prbb.g_00067
OG0000179	Prat.g_00060	Prbb.g_00119
OG0000180	Prat.g_00061	Prbb.g_00120
OG0000181	Prat.g_00062	Prbb.g_00121
OG0000182	Prat.g_00066	Prbb.g_00124
OG0000183	Prat.g_00067	Prbb.g_00125
OG0000184	Prat.g_00070	Prbb.g_00128
OG0000185	Prat.g_00074	Prbb.g_00132
OG0000186	Prat.g_00075	Prbb.g_00133
OG0000187	Prat.g_01504	Prbb.g_00134
OG0000188	Prat.g_00076	Prbb.g_00135
OG0000189	Prat.g_00079	Prbb.g_00136
OG0000190	Prat.g_00080	Prbb.g_00137
OG0000191	Prat.g_00081	Prbb.g_00138
OG0000192	Prat.g_00082	Prbb.g_00139
OG0000193	Prat.g_00083	Prbb.g_00140
OG0000194	Prat.g_00084	Prbb.g_00141
OG0000195	Prat.g_00086	Prbb.g_00143
OG0000196	Prat.g_00087	Prbb.g_00144
OG0000197	Prat.g_00088	Prbb.g_00145
OG0000198	Prat.g_00089	Prbb.g_00146
OG0000199	Prat.g_00091	Prbb.g_00149
OG0000200	Prat.g_00092	Prbb.g_00150
OG0000201	Prat.g_00093	Prbb.g_00151
OG0000202	Prat.g_00094	Prbb.g_00152
OG0000203	Prat.g_00095	Prbb.g_00153
OG0000204	Prat.g_00096	Prbb.g_00154
OG0000205	Prat.g_00098	Prbb.g_00156
OG0000206	Prat.g_00099	Prbb.g_00157
OG0000207	Prat.g_00100	Prbb.g_00158
OG0000208	Prat.g_00101	Prbb.g_00159
OG0000209	Prat.g_00102	Prbb.g_00160
OG0000210	Prat.g_00103	Prbb.g_00161
OG0000211	Prat.g_00104	Prbb.g_00162
OG0000212	Prat.g_00105	Prbb.g_00163
OG0000213	Prat.g_00106	Prbb.g_00164
OG0000214	Prat.g_00110	Prbb.g_00168
OG0000215	Prat.g_00111	Prbb.g_00169
OG0000216	Prat.g_00113	Prbb.g_00171
OG0000217	Prat.g_00114	Prbb.g_00173
OG0000218	Prat.g_00115	Prbb.g_00174
OG0000219	Prat.g_00116	Prbb.g_00175
OG0000220	Prat.g_00118	Prbb.g_00177
OG0000221	Prat.g_00122	Prbb.g_00180
OG0000222	Prat.g_00123	Prbb.g_00181
OG0000223	Prat.g_00124	Prbb.g_00182
OG0000224	Prat.g_00126	Prbb.g_00185
OG0000225	Prat.g_00128	Prbb.g_00187
OG0000226	Prat.g_00130	Prbb.g_00189
OG0000227	Prat.g_00131	Prbb.g_00190
OG0000228	Prat.g_00132	Prbb.g_00191
OG0000229	Prat.g_00133	Prbb.g_00192
OG0000230	Prat.g_00134	Prbb.g_00193
OG0000231	Prat.g_00601	Prbb.g_01101
OG0000232	Prat.g_00136	Prbb.g_00194
OG0000233	Prat.g_00139	Prbb.g_00197
OG0000234	Prat.g_00141	Prbb.g_00200
OG0000235	Prat.g_00144	Prbb.g_00202
OG0000236	Prat.g_00145	Prbb.g_00203
OG0000237	Prat.g_00146	Prbb.g_00204
OG0000238	Prat.g_00147	Prbb.g_00205
OG0000239	Prat.g_00148	Prbb.g_00206
OG0000240	Prat.g_00150	Prbb.g_00208
OG0000241	Prat.g_00151	Prbb.g_00209
OG0000242	Prat.g_00152	Prbb.g_00210
OG0000243	Prat.g_00153	Prbb.g_00211
OG0000244	Prat.g_00154	Prbb.g_00212
OG0000245	Prat.g_00156	Prbb.g_00213
OG0000246	Prat.g_00158	Prbb.g_00215
OG0000247	Prat.g_00159	Prbb.g_00216
OG0000248	Prat.g_00160	Prbb.g_00217
OG0000249	Prat.g_00161	Prbb.g_00218
OG0000250	Prat.g_00162	Prbb.g_00219
OG0000251	Prat.g_00163	Prbb.g_00220
OG0000252	Prat.g_00164	Prbb.g_00221
OG0000253	Prat.g_00165	Prbb.g_00222
OG0000254	Prat.g_00167	Prbb.g_00224
OG0000255	Prat.g_00169	Prbb.g_00225
OG0000256	Prat.g_00172	Prbb.g_00228
OG0000257	Prat.g_00174	Prbb.g_00229
OG0000258	Prat.g_00175	Prbb.g_00230
OG0000259	Prat.g_00176	Prbb.g_00231
OG0000260	Prat.g_00177	Prbb.g_00232
OG0000261	Prat.g_00178	Prbb.g_00233
OG0000262	Prat.g_00179	Prbb.g_00234
OG0000263	Prat.g_00180	Prbb.g_00235
OG0000264	Prat.g_00182	Prbb.g_00237
OG0000265	Prat.g_00183	Prbb.g_00238
OG0000266	Prat.g_00184	Prbb.g_00239
OG0000267	Prat.g_00186	Prbb.g_00241
OG0000268	Prat.g_00188	Prbb.g_00243
OG0000269	Prat.g_00189	Prbb.g_00244
OG0000270	Prat.g_00190	Prbb.g_00245
OG0000271	Prat.g_00191	Prbb.g_00246
OG0000272	Prat.g_00192	Prbb.g_00247
OG0000273	Prat.g_00193	Prbb.g_00248
OG0000274	Prat.g_00194	Prbb.g_00249
OG0000275	Prat.g_00195	Prbb.g_00250
OG0000276	Prat.g_00196	Prbb.g_00251
OG0000277	Prat.g_00197	Prbb.g_00252
OG0000278	Prat.g_00198	Prbb.g_00253
OG0000279	Prat.g_00199	Prbb.g_00254
OG0000280	Prat.g_00200	Prbb.g_00255
OG0000281	Prat.g_00202	Prbb.g_00257
OG0000282	Prat.g_00203	Prbb.g_00258
OG0000283	Prat.g_00206	Prbb.g_00260
OG0000284	Prat.g_00207	Prbb.g_00261
OG0000285	Prat.g_00208	Prbb.g_00262
OG0000286	Prat.g_00210	Prbb.g_00264
OG0000287	Prat.g_00211	Prbb.g_00265
OG0000288	Prat.g_00212	Prbb.g_00266
OG0000289	Prat.g_00213	Prbb.g_00267
OG0000290	Prat.g_00214	Prbb.g_00268
OG0000291	Prat.g_00215	Prbb.g_00269
OG0000292	Prat.g_00216	Prbb.g_00270
OG0000293	Prat.g_00217	Prbb.g_00271
OG0000294	Prat.g_00218	Prbb.g_00272
OG0000295	Prat.g_00219	Prbb.g_00273
OG0000296	Prat.g_00220	Prbb.g_00274
OG0000297	Prat.g_00221	Prbb.g_00275
OG0000298	Prat.g_00222	Prbb.g_00276
OG0000299	Prat.g_00223	Prbb.g_00277
OG0000300	Prat.g_00224	Prbb.g_00278
OG0000301	Prat.g_00225	Prbb.g_00279
OG0000302	Prat.g_00226	Prbb.g_00280
OG0000303	Prat.g_00227	Prbb.g_00281
OG0000304	Prat.g_00229	Prbb.g_00282
OG0000305	Prat.g_00230	Prbb.g_00283
OG0000306	Prat.g_00231	Prbb.g_00284
OG0000307	Prat.g_00233	Prbb.g_00285
OG0000308	Prat.g_00234	Prbb.g_00286
OG0000309	Prat.g_00235	Prbb.g_00287
OG0000310	Prat.g_00236	Prbb.g_00288
OG0000311	Prat.g_00238	Prbb.g_00290
OG0000312	Prat.g_00240	Prbb.g_00292
OG0000313	Prat.g_00241	Prbb.g_00293
OG0000314	Prat.g_00245	Prbb.g_00297
OG0000315	Prat.g_00246	Prbb.g_00298
OG0000316	Prat.g_00249	Prbb.g_00300
OG0000317	Prat.g_00250	Prbb.g_00302
OG0000318	Prat.g_00251	Prbb.g_00303
OG0000319	Prat.g_00252	Prbb.g_00304
OG0000320	Prat.g_00253	Prbb.g_00305
OG0000321	Prat.g_00256	Prbb.g_00306
OG0000322	Prat.g_00260	Prbb.g_00309
OG0000323	Prat.g_00261	Prbb.g_00310
OG0000324	Prat.g_00264	Prbb.g_00313
OG0000325	Prat.g_00266	Prbb.g_00314
OG0000326	Prat.g_00267	Prbb.g_00315
OG0000327	Prat.g_00269	Prbb.g_00316
OG0000328	Prat.g_00270	Prbb.g_00317
OG0000329	Prat.g_00271	Prbb.g_00318
OG0000330	Prat.g_00272	Prbb.g_00319
OG0000331	Prat.g_00273	Prbb.g_00320
OG0000332	Prat.g_00274	Prbb.g_00321
OG0000333	Prat.g_00275	Prbb.g_00322
OG0000334	Prat.g_00276	Prbb.g_00323
OG0000335	Prat.g_00277	Prbb.g_00324
OG0000336	Prat.g_00279	Prbb.g_00326
OG0000337	Prat.g_00282	Prbb.g_00328
OG0000338	Prat.g_00283	Prbb.g_00329
OG0000339	Prat.g_00284	Prbb.g_00330
OG0000340	Prat.g_00285	Prbb.g_00331
OG0000341	Prat.g_00290	Prbb.g_00334
OG0000342	Prat.g_00291	Prbb.g_00335
OG0000343	Prat.g_00293	Prbb.g_00337
OG0000344	Prat.g_00294	Prbb.g_00338
OG0000345	Prat.g_00295	Prbb.g_00339
OG0000346	Prat.g_00296	Prbb.g_00340
OG0000347	Prat.g_00297	Prbb.g_00341
OG0000348	Prat.g_00298	Prbb.g_00342
OG0000349	Prat.g_00299	Prbb.g_00343
OG0000350	Prat.g_00300	Prbb.g_00344
OG0000351	Prat.g_00303	Prbb.g_00346
OG0000352	Prat.g_00306	Prbb.g_00349
OG0000353	Prat.g_00307	Prbb.g_00350
OG0000354	Prat.g_00308	Prbb.g_00351
OG0000355	Prat.g_00309	Prbb.g_00352
OG0000356	Prat.g_00310	Prbb.g_00353
OG0000357	Prat.g_00311	Prbb.g_00354
OG0000358	Prat.g_00312	Prbb.g_00355
OG0000359	Prat.g_00313	Prbb.g_00356
OG0000360	Prat.g_00315	Prbb.g_00359
OG0000361	Prat.g_00316	Prbb.g_00360
OG0000362	Prat.g_00317	Prbb.g_00361
OG0000363	Prat.g_00318	Prbb.g_00362
OG0000364	Prat.g_00319	Prbb.g_00363
OG0000365	Prat.g_00320	Prbb.g_00364
OG0000366	Prat.g_00321	Prbb.g_00365
OG0000367	Prat.g_00322	Prbb.g_00366
OG0000368	Prat.g_00323	Prbb.g_00367
OG0000369	Prat.g_00324	Prbb.g_00368
OG0000370	Prat.g_00325	Prbb.g_00369
OG0000371	Prat.g_00326	Prbb.g_00370
OG0000372	Prat.g_00328	Prbb.g_00372
OG0000373	Prat.g_00330	Prbb.g_00374
OG0000374	Prat.g_00331	Prbb.g_00375
OG0000375	Prat.g_00332	Prbb.g_00376
OG0000376	Prat.g_00334	Prbb.g_00378
OG0000377	Prat.g_00340	Prbb.g_00384
OG0000378	Prat.g_00341	Prbb.g_00739
OG0000379	Prat.g_00348	Prbb.g_00394
OG0000380	Prat.g_00350	Prbb.g_00396
OG0000381	Prat.g_00351	Prbb.g_00397
OG0000382	Prat.g_00352	Prbb.g_00398
OG0000383	Prat.g_00355	Prbb.g_00401
OG0000384	Prat.g_00356	Prbb.g_00402
OG0000385	Prat.g_00359	Prbb.g_00404
OG0000386	Prat.g_00360	Prbb.g_00405
OG0000387	Prat.g_00361	Prbb.g_00406
OG0000388	Prat.g_00362	Prbb.g_00407
OG0000389	Prat.g_00363	Prbb.g_00408
OG0000390	Prat.g_00364	Prbb.g_00409
OG0000391	Prat.g_00365	Prbb.g_00410
OG0000392	Prat.g_00366	Prbb.g_00411
OG0000393	Prat.g_00369	Prbb.g_00415
OG0000394	Prat.g_00370	Prbb.g_00416
OG0000395	Prat.g_00373	Prbb.g_00419
OG0000396	Prat.g_00985	Prbb.g_00836
OG0000397	Prat.g_01203	Prbb.g_01094
OG0000398	Prat.g_01469	Prbb.g_01124
OG0000399	Prat.g_00671	Prbb.g_01288
OG0000400	Prat.g_01656	Prbb.g_01923
OG0000401	Prat.g_00390	Prbb.g_00436
OG0000402	Prat.g_00391	Prbb.g_00437
OG0000403	Prat.g_00392	Prbb.g_00438
OG0000404	Prat.g_00395	Prbb.g_00440
OG0000405	Prat.g_00396	Prbb.g_00441
OG0000406	Prat.g_00398	Prbb.g_00443
OG0000407	Prat.g_00399	Prbb.g_00444
OG0000408	Prat.g_00400	Prbb.g_00445
OG0000409	Prat.g_00401	Prbb.g_00446
OG0000410	Prat.g_00403	Prbb.g_00447
OG0000411	Prat.g_00404	Prbb.g_00448
OG0000412	Prat.g_00405	Prbb.g_00449
OG0000413	Prat.g_00406	Prbb.g_00450
OG0000414	Prat.g_00407	Prbb.g_00451
OG0000415	Prat.g_00408	Prbb.g_00452
OG0000416	Prat.g_00410	Prbb.g_00453
OG0000417	Prat.g_00411	Prbb.g_00454
OG0000418	Prat.g_00412	Prbb.g_00455
OG0000419	Prat.g_00413	Prbb.g_00456
OG0000420	Prat.g_00414	Prbb.g_00457
OG0000421	Prat.g_00415	Prbb.g_00458
OG0000422	Prat.g_00417	Prbb.g_00460
OG0000423	Prat.g_00418	Prbb.g_00461
OG0000424	Prat.g_00419	Prbb.g_00462
OG0000425	Prat.g_00424	Prbb.g_00468
OG0000426	Prat.g_00425	Prbb.g_00469
OG0000427	Prat.g_00426	Prbb.g_00470
OG0000428	Prat.g_00428	Prbb.g_00472
OG0000429	Prat.g_00429	Prbb.g_00473
OG0000430	Prat.g_00430	Prbb.g_00475
OG0000431	Prat.g_00432	Prbb.g_00476
OG0000432	Prat.g_00433	Prbb.g_00477
OG0000433	Prat.g_00436	Prbb.g_00480
OG0000434	Prat.g_00438	Prbb.g_00482
OG0000435	Prat.g_00439	Prbb.g_00483
OG0000436	Prat.g_00441	Prbb.g_00486
OG0000437	Prat.g_00443	Prbb.g_00488
OG0000438	Prat.g_00444	Prbb.g_00489
OG0000439	Prat.g_00445	Prbb.g_00490
OG0000440	Prat.g_00447	Prbb.g_00491
OG0000441	Prat.g_00448	Prbb.g_00492
OG0000442	Prat.g_00449	Prbb.g_00493
OG0000443	Prat.g_00450	Prbb.g_00494
OG0000444	Prat.g_00451	Prbb.g_00495
OG0000445	Prat.g_00453	Prbb.g_00496
OG0000446	Prat.g_00454	Prbb.g_00497
OG0000447	Prat.g_00455	Prbb.g_00498
OG0000448	Prat.g_00456	Prbb.g_00499
OG0000449	Prat.g_00463	Prbb.g_00504
OG0000450	Prat.g_00464	Prbb.g_00505
OG0000451	Prat.g_00465	Prbb.g_00506
OG0000452	Prat.g_00466	Prbb.g_00507
OG0000453	Prat.g_00468	Prbb.g_00509
OG0000454	Prat.g_00469	Prbb.g_00510
OG0000455	Prat.g_00470	Prbb.g_00511
OG0000456	Prat.g_00471	Prbb.g_00512
OG0000457	Prat.g_00473	Prbb.g_00514
OG0000458	Prat.g_00475	Prbb.g_00516
OG0000459	Prat.g_00476	Prbb.g_00517
OG0000460	Prat.g_00478	Prbb.g_00519
OG0000461	Prat.g_00479	Prbb.g_00520
OG0000462	Prat.g_00480	Prbb.g_00521
OG0000463	Prat.g_00482	Prbb.g_00523
OG0000464	Prat.g_00486	Prbb.g_00527
OG0000465	Prat.g_00487	Prbb.g_00528
OG0000466	Prat.g_00488	Prbb.g_00529
OG0000467	Prat.g_00489	Prbb.g_00530
OG0000468	Prat.g_00490	Prbb.g_00531
OG0000469	Prat.g_00491	Prbb.g_00532
OG0000470	Prat.g_00492	Prbb.g_00533
OG0000471	Prat.g_00493	Prbb.g_00534
OG0000472	Prat.g_00496	Prbb.g_00537
OG0000473	Prat.g_00497	Prbb.g_00538
OG0000474	Prat.g_00498	Prbb.g_00539
OG0000475	Prat.g_00499	Prbb.g_00540
OG0000476	Prat.g_00500	Prbb.g_00541
OG0000477	Prat.g_00501	Prbb.g_00543
OG0000478	Prat.g_00502	Prbb.g_00544
OG0000479	Prat.g_00503	Prbb.g_00545
OG0000480	Prat.g_00505	Prbb.g_00547
OG0000481	Prat.g_00506	Prbb.g_00548
OG0000482	Prat.g_00507	Prbb.g_00550
OG0000483	Prat.g_00508	Prbb.g_00551
OG0000484	Prat.g_00509	Prbb.g_00552
OG0000485	Prat.g_00510	Prbb.g_00553
OG0000486	Prat.g_00511	Prbb.g_00554
OG0000487	Prat.g_00512	Prbb.g_00555
OG0000488	Prat.g_00515	Prbb.g_00557
OG0000489	Prat.g_00516	Prbb.g_00558
OG0000490	Prat.g_00517	Prbb.g_00559
OG0000491	Prat.g_00518	Prbb.g_00560
OG0000492	Prat.g_00519	Prbb.g_00561
OG0000493	Prat.g_00520	Prbb.g_00562
OG0000494	Prat.g_00522	Prbb.g_00564
OG0000495	Prat.g_00523	Prbb.g_00565
OG0000496	Prat.g_00525	Prbb.g_00566
OG0000497	Prat.g_00527	Prbb.g_00567
OG0000498	Prat.g_00528	Prbb.g_00568
OG0000499	Prat.g_00530	Prbb.g_00570
OG0000500	Prat.g_00531	Prbb.g_00571
OG0000501	Prat.g_00533	Prbb.g_00573
OG0000502	Prat.g_00534	Prbb.g_00574
OG0000503	Prat.g_00536	Prbb.g_00575
OG0000504	Prat.g_00537	Prbb.g_00576
OG0000505	Prat.g_00538	Prbb.g_00577
OG0000506	Prat.g_00539	Prbb.g_00578
OG0000507	Prat.g_00540	Prbb.g_00579
OG0000508	Prat.g_00542	Prbb.g_00580
OG0000509	Prat.g_00543	Prbb.g_00581
OG0000510	Prat.g_00544	Prbb.g_00582
OG0000511	Prat.g_00545	Prbb.g_00583
OG0000512	Prat.g_00546	Prbb.g_00584
OG0000513	Prat.g_00547	Prbb.g_00585
OG0000514	Prat.g_00548	Prbb.g_00586
OG0000515	Prat.g_00549	Prbb.g_00587
OG0000516	Prat.g_00550	Prbb.g_00588
OG0000517	Prat.g_00551	Prbb.g_00589
OG0000518	Prat.g_00553	Prbb.g_00591
OG0000519	Prat.g_00554	Prbb.g_00592
OG0000520	Prat.g_00555	Prbb.g_00594
OG0000521	Prat.g_00556	Prbb.g_00593
OG0000522	Prat.g_00557	Prbb.g_00595
OG0000523	Prat.g_00558	Prbb.g_00596
OG0000524	Prat.g_00559	Prbb.g_00597
OG0000525	Prat.g_00561	Prbb.g_00599
OG0000526	Prat.g_00562	Prbb.g_00600
OG0000527	Prat.g_00563	Prbb.g_00601
OG0000528	Prat.g_00564	Prbb.g_00602
OG0000529	Prat.g_00565	Prbb.g_00603
OG0000530	Prat.g_00566	Prbb.g_00604
OG0000531	Prat.g_00568	Prbb.g_00606
OG0000532	Prat.g_00569	Prbb.g_00607
OG0000533	Prat.g_00570	Prbb.g_00608
OG0000534	Prat.g_00571	Prbb.g_00609
OG0000535	Prat.g_00572	Prbb.g_00610
OG0000536	Prat.g_00573	Prbb.g_00611
OG0000537	Prat.g_00574	Prbb.g_00612
OG0000538	Prat.g_00575	Prbb.g_00613
OG0000539	Prat.g_00576	Prbb.g_00614
OG0000540	Prat.g_00577	Prbb.g_00615
OG0000541	Prat.g_00579	Prbb.g_00616
OG0000542	Prat.g_00580	Prbb.g_00617
