Orthogroup	Prat	Prac
OG0000111	Prat.g_01073	Prac.g_00720
OG0000112	Prat.g_01072	Prac.g_00719
OG0000113	Prat.g_00815	Prac.g_01538
OG0000114	Prat.g_01039	Prac.g_01477
OG0000115	Prat.g_00896	Prac.g_01327
OG0000116	Prat.g_00900	Prac.g_01323
OG0000117	Prat.g_00962	Prac.g_01259
OG0000118	Prat.g_01208	Prac.g_01207
OG0000119	Prat.g_01557	Prac.g_01015
OG0000120	Prat.g_01150	Prac.g_00979
OG0000121	Prat.g_01127	Prac.g_00960
OG0000122	Prat.g_01107	Prac.g_00941
OG0000123	Prat.g_00595	Prac.g_00928
OG0000124	Prat.g_01509	Prac.g_00448
OG0000125	Prat.g_01261	Prac.g_00187
OG0000126	Prat.g_01291	Prac.g_00217
OG0000127	Prat.g_01338	Prac.g_00424
OG0000128	Prat.g_01354	Prac.g_00410
OG0000129	Prat.g_01392	Prac.g_00374
OG0000130	Prat.g_01589	Prac.g_00627
OG0000131	Prat.g_01377, Prat.g_01628	Prac.g_00589
OG0000132	Prat.g_01631	Prac.g_00586
OG0000133	Prat.g_01685	Prac.g_00507
OG0000134	Prat.g_01720	Prac.g_00543
OG0000135	Prat.g_01722	Prac.g_00545
OG0000136	Prat.g_01771	Prac.g_00026
OG0000137	Prat.g_01806	Prac.g_00057
OG0000138	Prat.g_01841	Prac.g_00092
OG0000139	Prat.g_01873	Prac.g_00118
OG0000140	Prat.g_00001	Prac.g_01946
OG0000141	Prat.g_00002	Prac.g_01945
OG0000142	Prat.g_00004	Prac.g_01943
OG0000143	Prat.g_00005	Prac.g_01942
OG0000144	Prat.g_00007	Prac.g_01940
OG0000145	Prat.g_00008	Prac.g_01939
OG0000146	Prat.g_00009	Prac.g_01938
OG0000147	Prat.g_00010	Prac.g_01937
OG0000148	Prat.g_00013	Prac.g_01935
OG0000149	Prat.g_00015	Prac.g_01933
OG0000150	Prat.g_00016	Prac.g_01932
OG0000151	Prat.g_00017	Prac.g_01931
OG0000152	Prat.g_00018	Prac.g_01930
OG0000153	Prat.g_00019	Prac.g_01929
OG0000154	Prat.g_00020	Prac.g_01928
OG0000155	Prat.g_00021	Prac.g_01927
OG0000156	Prat.g_00022	Prac.g_01926
OG0000157	Prat.g_00023	Prac.g_01925
OG0000158	Prat.g_00025	Prac.g_01923
OG0000159	Prat.g_00026	Prac.g_01922
OG0000160	Prat.g_00027	Prac.g_01921
OG0000161	Prat.g_00028	Prac.g_01920
OG0000162	Prat.g_00029	Prac.g_01919
OG0000163	Prat.g_00031	Prac.g_01918
OG0000164	Prat.g_00034	Prac.g_01915
OG0000165	Prat.g_00036	Prac.g_01911
OG0000166	Prat.g_00037	Prac.g_01910
OG0000167	Prat.g_00038	Prac.g_01909
OG0000168	Prat.g_00042	Prac.g_01892
OG0000169	Prat.g_00044	Prac.g_01890
OG0000170	Prat.g_00046	Prac.g_01889
OG0000171	Prat.g_00047	Prac.g_01888
OG0000172	Prat.g_00048	Prac.g_01886
OG0000173	Prat.g_00051	Prac.g_01885
OG0000174	Prat.g_00052	Prac.g_01884
OG0000175	Prat.g_00053	Prac.g_01883
OG0000176	Prat.g_00055	Prac.g_01881
OG0000177	Prat.g_00056	Prac.g_01880
OG0000178	Prat.g_00057	Prac.g_01879
OG0000179	Prat.g_00060	Prac.g_01867
OG0000180	Prat.g_00061	Prac.g_01866
OG0000181	Prat.g_00062	Prac.g_01865
OG0000182	Prat.g_00066	Prac.g_01862
OG0000183	Prat.g_00067	Prac.g_01861
OG0000184	Prat.g_00070	Prac.g_01858
OG0000185	Prat.g_00074	Prac.g_01854
OG0000186	Prat.g_00075	Prac.g_01853
OG0000187	Prat.g_01504	Prac.g_01852
OG0000188	Prat.g_00076	Prac.g_01851
OG0000189	Prat.g_00079	Prac.g_01850
OG0000190	Prat.g_00080	Prac.g_01849
OG0000191	Prat.g_00081	Prac.g_01848
OG0000192	Prat.g_00082	Prac.g_01847
OG0000193	Prat.g_00083	Prac.g_01846
OG0000194	Prat.g_00084	Prac.g_01845
OG0000195	Prat.g_00086	Prac.g_01843
OG0000196	Prat.g_00087	Prac.g_01842
OG0000197	Prat.g_00088	Prac.g_01841
OG0000198	Prat.g_00089	Prac.g_01840
OG0000199	Prat.g_00091	Prac.g_01837
OG0000200	Prat.g_00092	Prac.g_01836
OG0000201	Prat.g_00093	Prac.g_01835
OG0000202	Prat.g_00094	Prac.g_01834
OG0000203	Prat.g_00095	Prac.g_01833
OG0000204	Prat.g_00096	Prac.g_01832
OG0000205	Prat.g_00098	Prac.g_01831
OG0000206	Prat.g_00099	Prac.g_01830
OG0000207	Prat.g_00100	Prac.g_01829
OG0000208	Prat.g_00101	Prac.g_01828
OG0000209	Prat.g_00102	Prac.g_01827
OG0000210	Prat.g_00103	Prac.g_01825
OG0000211	Prat.g_00104	Prac.g_01824
OG0000212	Prat.g_00105	Prac.g_01823
OG0000213	Prat.g_00106	Prac.g_01822
OG0000214	Prat.g_00110	Prac.g_01820
OG0000215	Prat.g_00111	Prac.g_01819
OG0000216	Prat.g_00113	Prac.g_01817
OG0000217	Prat.g_00114	Prac.g_01816
OG0000218	Prat.g_00115	Prac.g_01815
OG0000219	Prat.g_00116	Prac.g_01814
OG0000220	Prat.g_00118	Prac.g_01811
OG0000221	Prat.g_00122	Prac.g_01809
OG0000222	Prat.g_00123	Prac.g_01808
OG0000223	Prat.g_00124	Prac.g_01807
OG0000224	Prat.g_00126	Prac.g_01804
OG0000225	Prat.g_00128	Prac.g_01802
OG0000226	Prat.g_00130	Prac.g_01801
OG0000227	Prat.g_00131	Prac.g_01800
OG0000228	Prat.g_00132	Prac.g_01799
OG0000229	Prat.g_00133	Prac.g_01798
OG0000230	Prat.g_00134	Prac.g_01797
OG0000231	Prat.g_00601	Prac.g_01795
OG0000232	Prat.g_00136	Prac.g_01794
OG0000233	Prat.g_00139	Prac.g_01791
OG0000234	Prat.g_00141	Prac.g_01789
OG0000235	Prat.g_00144	Prac.g_01785
OG0000236	Prat.g_00145	Prac.g_01784
OG0000237	Prat.g_00146	Prac.g_01783
OG0000238	Prat.g_00147	Prac.g_01782
OG0000239	Prat.g_00148	Prac.g_01781
OG0000240	Prat.g_00150	Prac.g_01779
OG0000241	Prat.g_00151	Prac.g_01778
OG0000242	Prat.g_00152	Prac.g_01777
OG0000243	Prat.g_00153	Prac.g_01776
OG0000244	Prat.g_00154	Prac.g_01775
OG0000245	Prat.g_00156	Prac.g_01774
OG0000246	Prat.g_00158	Prac.g_01772
OG0000247	Prat.g_00159	Prac.g_01771
OG0000248	Prat.g_00160	Prac.g_01770
OG0000249	Prat.g_00161	Prac.g_01769
OG0000250	Prat.g_00162	Prac.g_01768
OG0000251	Prat.g_00163	Prac.g_01767
OG0000252	Prat.g_00164	Prac.g_01766
OG0000253	Prat.g_00165	Prac.g_01765
OG0000254	Prat.g_00167	Prac.g_01763
OG0000255	Prat.g_00169	Prac.g_01762
OG0000256	Prat.g_00172	Prac.g_01759
OG0000257	Prat.g_00174	Prac.g_01757
OG0000258	Prat.g_00175	Prac.g_01756
OG0000259	Prat.g_00176	Prac.g_01755
OG0000260	Prat.g_00177	Prac.g_01754
OG0000261	Prat.g_00178	Prac.g_01753
OG0000262	Prat.g_00179	Prac.g_01752
OG0000263	Prat.g_00180	Prac.g_01751
OG0000264	Prat.g_00182	Prac.g_01749
OG0000265	Prat.g_00183	Prac.g_01748
OG0000266	Prat.g_00184	Prac.g_01747
OG0000267	Prat.g_00186	Prac.g_01745
OG0000268	Prat.g_00188	Prac.g_01744
OG0000269	Prat.g_00189	Prac.g_01743
OG0000270	Prat.g_00190	Prac.g_01742
OG0000271	Prat.g_00191	Prac.g_01741
OG0000272	Prat.g_00192	Prac.g_01740
OG0000273	Prat.g_00193	Prac.g_01739
OG0000274	Prat.g_00194	Prac.g_01738
OG0000275	Prat.g_00195	Prac.g_01737
OG0000276	Prat.g_00196	Prac.g_01736
OG0000277	Prat.g_00197	Prac.g_01735
OG0000278	Prat.g_00198	Prac.g_01734
OG0000279	Prat.g_00199	Prac.g_01733
OG0000280	Prat.g_00200	Prac.g_01732
OG0000281	Prat.g_00202	Prac.g_01730
OG0000282	Prat.g_00203	Prac.g_01729
OG0000283	Prat.g_00206	Prac.g_01726
OG0000284	Prat.g_00207	Prac.g_01725
OG0000285	Prat.g_00208	Prac.g_01724
OG0000286	Prat.g_00210	Prac.g_01722
OG0000287	Prat.g_00211	Prac.g_01721
OG0000288	Prat.g_00212	Prac.g_01720
OG0000289	Prat.g_00213	Prac.g_01719
OG0000290	Prat.g_00214	Prac.g_01718
OG0000291	Prat.g_00215	Prac.g_01717
OG0000292	Prat.g_00216	Prac.g_01716
OG0000293	Prat.g_00217	Prac.g_01715
OG0000294	Prat.g_00218	Prac.g_01714
OG0000295	Prat.g_00219	Prac.g_01713
OG0000296	Prat.g_00220	Prac.g_01712
OG0000297	Prat.g_00221	Prac.g_01711
OG0000298	Prat.g_00222	Prac.g_01710
OG0000299	Prat.g_00223	Prac.g_01709
OG0000300	Prat.g_00224	Prac.g_01708
OG0000301	Prat.g_00225	Prac.g_01707
OG0000302	Prat.g_00226	Prac.g_01706
OG0000303	Prat.g_00227	Prac.g_01705
OG0000304	Prat.g_00229	Prac.g_01704
OG0000305	Prat.g_00230	Prac.g_01703
OG0000306	Prat.g_00231	Prac.g_01702
OG0000307	Prat.g_00233	Prac.g_01701
OG0000308	Prat.g_00234	Prac.g_01700
OG0000309	Prat.g_00235	Prac.g_01699
OG0000310	Prat.g_00236	Prac.g_01698
OG0000311	Prat.g_00238	Prac.g_01697
OG0000312	Prat.g_00240	Prac.g_01695
OG0000313	Prat.g_00241	Prac.g_01694
OG0000314	Prat.g_00245	Prac.g_01691
OG0000315	Prat.g_00246	Prac.g_01690
OG0000316	Prat.g_00249	Prac.g_01688
OG0000317	Prat.g_00250	Prac.g_01686
OG0000318	Prat.g_00251	Prac.g_01685
OG0000319	Prat.g_00252	Prac.g_01684
OG0000320	Prat.g_00253	Prac.g_01683
OG0000321	Prat.g_00256	Prac.g_01680
OG0000322	Prat.g_00260	Prac.g_01678
OG0000323	Prat.g_00261	Prac.g_01677
OG0000324	Prat.g_00264	Prac.g_01674
OG0000325	Prat.g_00266	Prac.g_01672
OG0000326	Prat.g_00267	Prac.g_01671
OG0000327	Prat.g_00269	Prac.g_01669
OG0000328	Prat.g_00270	Prac.g_01668
OG0000329	Prat.g_00271	Prac.g_01667
OG0000330	Prat.g_00272	Prac.g_01666
OG0000331	Prat.g_00273	Prac.g_01665
OG0000332	Prat.g_00274	Prac.g_01664
OG0000333	Prat.g_00275	Prac.g_01663
OG0000334	Prat.g_00276	Prac.g_01662
OG0000335	Prat.g_00277	Prac.g_01661
OG0000336	Prat.g_00279	Prac.g_01660
OG0000337	Prat.g_00282	Prac.g_01656
OG0000338	Prat.g_00283	Prac.g_01655
OG0000339	Prat.g_00284	Prac.g_01654
OG0000340	Prat.g_00285	Prac.g_01653
OG0000341	Prat.g_00290	Prac.g_01649
OG0000342	Prat.g_00291	Prac.g_01648
OG0000343	Prat.g_00293	Prac.g_01646
OG0000344	Prat.g_00294	Prac.g_01645
OG0000345	Prat.g_00295	Prac.g_01644
OG0000346	Prat.g_00296	Prac.g_01643
OG0000347	Prat.g_00297	Prac.g_01642
OG0000348	Prat.g_00298	Prac.g_01641
OG0000349	Prat.g_00299	Prac.g_01640
OG0000350	Prat.g_00300	Prac.g_01639
OG0000351	Prat.g_00303	Prac.g_01636
OG0000352	Prat.g_00306	Prac.g_01633
OG0000353	Prat.g_00307	Prac.g_01632
OG0000354	Prat.g_00308	Prac.g_01631
OG0000355	Prat.g_00309	Prac.g_01630
OG0000356	Prat.g_00310	Prac.g_01629
OG0000357	Prat.g_00311	Prac.g_01628
OG0000358	Prat.g_00312	Prac.g_01627
OG0000359	Prat.g_00313	Prac.g_01626
OG0000360	Prat.g_00315	Prac.g_01623
OG0000361	Prat.g_00316	Prac.g_01622
OG0000362	Prat.g_00317	Prac.g_01621
OG0000363	Prat.g_00318	Prac.g_01620
OG0000364	Prat.g_00319	Prac.g_01619
OG0000365	Prat.g_00320	Prac.g_01618
OG0000366	Prat.g_00321	Prac.g_01617
OG0000367	Prat.g_00322	Prac.g_01616
OG0000368	Prat.g_00323	Prac.g_01615
OG0000369	Prat.g_00324	Prac.g_01614
OG0000370	Prat.g_00325	Prac.g_01613
OG0000371	Prat.g_00326	Prac.g_01612
OG0000372	Prat.g_00328	Prac.g_01610
OG0000373	Prat.g_00330	Prac.g_01608
OG0000374	Prat.g_00331	Prac.g_01607
OG0000375	Prat.g_00332	Prac.g_01606
OG0000376	Prat.g_00334	Prac.g_01604
OG0000377	Prat.g_00340	Prac.g_01603
OG0000378	Prat.g_00341	Prac.g_01602
OG0000379	Prat.g_00348	Prac.g_01200
OG0000380	Prat.g_00350	Prac.g_01199
OG0000381	Prat.g_00351	Prac.g_01198
OG0000382	Prat.g_00352	Prac.g_01196
OG0000383	Prat.g_00355	Prac.g_01193
OG0000384	Prat.g_00356	Prac.g_01192
OG0000385	Prat.g_00359	Prac.g_01189
OG0000386	Prat.g_00360	Prac.g_01188
OG0000387	Prat.g_00361	Prac.g_01187
OG0000388	Prat.g_00362	Prac.g_01186
OG0000389	Prat.g_00363	Prac.g_01185
OG0000390	Prat.g_00364	Prac.g_01184
OG0000391	Prat.g_00365	Prac.g_01183
OG0000392	Prat.g_00366	Prac.g_01182
OG0000393	Prat.g_00369	Prac.g_01179
OG0000394	Prat.g_00370	Prac.g_01178
OG0000395	Prat.g_00373	Prac.g_01176
OG0000396	Prat.g_00985	Prac.g_01175
OG0000397	Prat.g_01203	Prac.g_01162
OG0000398	Prat.g_01469	Prac.g_01154
OG0000399	Prat.g_00671	Prac.g_01153
OG0000400	Prat.g_01656	Prac.g_01148
OG0000401	Prat.g_00390	Prac.g_01116
OG0000402	Prat.g_00391	Prac.g_01115
OG0000403	Prat.g_00392	Prac.g_01114
OG0000404	Prat.g_00395	Prac.g_01112
OG0000405	Prat.g_00396	Prac.g_01111
OG0000406	Prat.g_00398	Prac.g_01109
OG0000407	Prat.g_00399	Prac.g_01108
OG0000408	Prat.g_00400	Prac.g_01107
OG0000409	Prat.g_00401	Prac.g_01106
OG0000410	Prat.g_00403	Prac.g_01105
OG0000411	Prat.g_00404	Prac.g_01104
OG0000412	Prat.g_00405	Prac.g_01103
OG0000413	Prat.g_00406	Prac.g_01102
OG0000414	Prat.g_00407	Prac.g_01101
OG0000415	Prat.g_00408	Prac.g_01100
OG0000416	Prat.g_00410	Prac.g_01099
OG0000417	Prat.g_00411	Prac.g_01098
OG0000418	Prat.g_00412	Prac.g_01097
OG0000419	Prat.g_00413	Prac.g_01096
OG0000420	Prat.g_00414	Prac.g_01095
OG0000421	Prat.g_00415	Prac.g_01094
OG0000422	Prat.g_00417	Prac.g_01092
OG0000423	Prat.g_00418	Prac.g_01091
OG0000424	Prat.g_00419	Prac.g_01089
OG0000425	Prat.g_00424	Prac.g_01084
OG0000426	Prat.g_00425	Prac.g_01083
OG0000427	Prat.g_00426	Prac.g_01082
OG0000428	Prat.g_00428	Prac.g_01081
OG0000429	Prat.g_00429	Prac.g_01080
OG0000430	Prat.g_00430	Prac.g_01073
OG0000431	Prat.g_00432	Prac.g_01071
OG0000432	Prat.g_00433	Prac.g_01070
OG0000433	Prat.g_00436	Prac.g_01067
OG0000434	Prat.g_00438	Prac.g_01066
OG0000435	Prat.g_00439	Prac.g_01065
OG0000436	Prat.g_00441	Prac.g_01063
OG0000437	Prat.g_00443	Prac.g_01061
OG0000438	Prat.g_00444	Prac.g_01060
OG0000439	Prat.g_00445	Prac.g_01059
OG0000440	Prat.g_00447	Prac.g_01057
OG0000441	Prat.g_00448	Prac.g_01056
OG0000442	Prat.g_00449	Prac.g_01055
OG0000443	Prat.g_00450	Prac.g_01054
OG0000444	Prat.g_00451	Prac.g_01053
OG0000445	Prat.g_00453	Prac.g_01052
OG0000446	Prat.g_00454	Prac.g_01051
OG0000447	Prat.g_00455	Prac.g_01050
OG0000448	Prat.g_00456	Prac.g_01049
OG0000449	Prat.g_00463	Prac.g_00871
OG0000450	Prat.g_00464	Prac.g_00870
OG0000451	Prat.g_00465	Prac.g_00869
OG0000452	Prat.g_00466	Prac.g_00868
OG0000453	Prat.g_00468	Prac.g_00866
OG0000454	Prat.g_00469	Prac.g_00865
OG0000455	Prat.g_00470	Prac.g_00864
OG0000456	Prat.g_00471	Prac.g_00863
OG0000457	Prat.g_00473	Prac.g_00861
OG0000458	Prat.g_00475	Prac.g_00859
OG0000459	Prat.g_00476	Prac.g_00858
OG0000460	Prat.g_00478	Prac.g_00857
OG0000461	Prat.g_00479	Prac.g_00856
OG0000462	Prat.g_00480	Prac.g_00855
OG0000463	Prat.g_00482	Prac.g_00854
OG0000464	Prat.g_00486	Prac.g_00849
OG0000465	Prat.g_00487	Prac.g_00847
OG0000466	Prat.g_00488	Prac.g_00846
OG0000467	Prat.g_00489	Prac.g_00845
OG0000468	Prat.g_00490	Prac.g_00844
OG0000469	Prat.g_00491	Prac.g_00843
OG0000470	Prat.g_00492	Prac.g_00842
OG0000471	Prat.g_00493	Prac.g_00841
OG0000472	Prat.g_00496	Prac.g_00838
OG0000473	Prat.g_00497	Prac.g_00837
OG0000474	Prat.g_00498	Prac.g_00836
OG0000475	Prat.g_00499	Prac.g_00835
OG0000476	Prat.g_00500	Prac.g_00834
OG0000477	Prat.g_00501	Prac.g_00832
OG0000478	Prat.g_00502	Prac.g_00831
OG0000479	Prat.g_00503	Prac.g_00830
OG0000480	Prat.g_00505	Prac.g_00828
OG0000481	Prat.g_00506	Prac.g_00827
OG0000482	Prat.g_00507	Prac.g_00826
OG0000483	Prat.g_00508	Prac.g_00825
OG0000484	Prat.g_00509	Prac.g_00824
OG0000485	Prat.g_00510	Prac.g_00823
OG0000486	Prat.g_00511	Prac.g_00822
OG0000487	Prat.g_00512	Prac.g_00821
OG0000488	Prat.g_00515	Prac.g_00819
OG0000489	Prat.g_00516	Prac.g_00818
OG0000490	Prat.g_00517	Prac.g_00817
OG0000491	Prat.g_00518	Prac.g_00816
OG0000492	Prat.g_00519	Prac.g_00815
OG0000493	Prat.g_00520	Prac.g_00814
OG0000494	Prat.g_00522	Prac.g_00812
OG0000495	Prat.g_00523	Prac.g_00811
OG0000496	Prat.g_00525	Prac.g_00810
OG0000497	Prat.g_00527	Prac.g_00809
OG0000498	Prat.g_00528	Prac.g_00808
OG0000499	Prat.g_00530	Prac.g_00806
OG0000500	Prat.g_00531	Prac.g_00805
OG0000501	Prat.g_00533	Prac.g_00803
OG0000502	Prat.g_00534	Prac.g_00802
OG0000503	Prat.g_00536	Prac.g_00801
OG0000504	Prat.g_00537	Prac.g_00800
OG0000505	Prat.g_00538	Prac.g_00799
OG0000506	Prat.g_00539	Prac.g_00798
OG0000507	Prat.g_00540	Prac.g_00797
OG0000508	Prat.g_00542	Prac.g_00795
OG0000509	Prat.g_00543	Prac.g_00794
OG0000510	Prat.g_00544	Prac.g_00793
OG0000511	Prat.g_00545	Prac.g_00792
OG0000512	Prat.g_00546	Prac.g_00791
OG0000513	Prat.g_00547	Prac.g_00790
OG0000514	Prat.g_00548	Prac.g_00789
OG0000515	Prat.g_00549	Prac.g_00787
OG0000516	Prat.g_00550	Prac.g_00786
OG0000517	Prat.g_00551	Prac.g_00785
OG0000518	Prat.g_00553	Prac.g_00782
OG0000519	Prat.g_00554	Prac.g_00780
OG0000520	Prat.g_00555	Prac.g_00779
OG0000521	Prat.g_00556	Prac.g_00778
OG0000522	Prat.g_00557	Prac.g_00777
OG0000523	Prat.g_00558	Prac.g_00776
OG0000524	Prat.g_00559	Prac.g_00775
OG0000525	Prat.g_00561	Prac.g_00772
OG0000526	Prat.g_00562	Prac.g_00771
OG0000527	Prat.g_00563	Prac.g_00770
OG0000528	Prat.g_00564	Prac.g_00769
OG0000529	Prat.g_00565	Prac.g_00768
OG0000530	Prat.g_00566	Prac.g_00767
OG0000531	Prat.g_00568	Prac.g_00766
OG0000532	Prat.g_00569	Prac.g_00765
OG0000533	Prat.g_00570	Prac.g_00764
OG0000534	Prat.g_00571	Prac.g_00763
OG0000535	Prat.g_00572	Prac.g_00762
OG0000536	Prat.g_00573	Prac.g_00761
OG0000537	Prat.g_00574	Prac.g_00760
OG0000538	Prat.g_00575	Prac.g_00759
OG0000539	Prat.g_00576	Prac.g_00758
OG0000540	Prat.g_00577	Prac.g_00757
OG0000541	Prat.g_00579	Prac.g_00756
OG0000542	Prat.g_00580	Prac.g_00755
OG0000543	Prat.g_00581	Prac.g_00754
OG0000544	Prat.g_00582	Prac.g_00753
OG0000545	Prat.g_00584	Prac.g_00750
OG0000546	Prat.g_00585	Prac.g_00749
OG0000547	Prat.g_00587	Prac.g_00747
OG0000548	Prat.g_00589	Prac.g_00746
OG0000549	Prat.g_00590	Prac.g_00745
OG0000550	Prat.g_00591	Prac.g_00744
OG0000551	Prat.g_00592	Prac.g_00743
OG0000552	Prat.g_00593	Prac.g_00742
OG0000553	Prat.g_01097	Prac.g_00741
OG0000554	Prat.g_01095	Prac.g_00740
OG0000555	Prat.g_01094	Prac.g_00739
OG0000556	Prat.g_01093	Prac.g_00738
OG0000557	Prat.g_01091	Prac.g_00737
OG0000558	Prat.g_01090	Prac.g_00736
OG0000559	Prat.g_01089	Prac.g_00735
OG0000560	Prat.g_01087	Prac.g_00733
OG0000561	Prat.g_01086	Prac.g_00732
OG0000562	Prat.g_01084	Prac.g_00731
OG0000563	Prat.g_01083	Prac.g_00730
OG0000564	Prat.g_01082	Prac.g_00729
OG0000565	Prat.g_01081	Prac.g_00728
OG0000566	Prat.g_01080	Prac.g_00727
OG0000567	Prat.g_01079	Prac.g_00726
OG0000568	Prat.g_01078	Prac.g_00725
OG0000569	Prat.g_01077	Prac.g_00724
OG0000570	Prat.g_01076	Prac.g_00723
OG0000571	Prat.g_01075	Prac.g_00722
OG0000572	Prat.g_01074	Prac.g_00721
OG0000573	Prat.g_01071	Prac.g_00718
OG0000574	Prat.g_01070	Prac.g_00717
OG0000575	Prat.g_01069	Prac.g_00716
OG0000576	Prat.g_01068	Prac.g_00715
OG0000577	Prat.g_01067	Prac.g_00714
OG0000578	Prat.g_01066	Prac.g_00713
OG0000579	Prat.g_01065	Prac.g_00712
OG0000580	Prat.g_01064	Prac.g_00711
OG0000581	Prat.g_01063	Prac.g_00710
OG0000582	Prat.g_01062	Prac.g_00709
OG0000583	Prat.g_01061	Prac.g_00708
OG0000584	Prat.g_01059	Prac.g_00707
OG0000585	Prat.g_01058	Prac.g_00706
OG0000586	Prat.g_01056	Prac.g_00704
OG0000587	Prat.g_01055	Prac.g_00703
