Orthogroup	Prat	Pran
OG0000121	Prat.g_01127	Pran.g_00035
OG0000122	Prat.g_01107	Pran.g_00016
OG0000123	Prat.g_00595	Pran.g_00003
OG0000124	Prat.g_01509	Pran.g_00918
OG0000125	Prat.g_01261	Pran.g_00864
OG0000126	Prat.g_01291	Pran.g_00841
OG0000127	Prat.g_01338	Pran.g_00746
OG0000128	Prat.g_01354	Pran.g_00732
OG0000129	Prat.g_01392	Pran.g_00696
OG0000130	Prat.g_01589	Pran.g_00968
OG0000131	Prat.g_01377, Prat.g_01628	Pran.g_01006
OG0000132	Prat.g_01631	Pran.g_01009
OG0000133	Prat.g_01685	Pran.g_01063
OG0000134	Prat.g_01720	Pran.g_01100
OG0000135	Prat.g_01722	Pran.g_01102
OG0000136	Prat.g_01771	Pran.g_01145
OG0000137	Prat.g_01806	Pran.g_01177
OG0000138	Prat.g_01841	Pran.g_01212
OG0000139	Prat.g_01873	Pran.g_01239
OG0000140	Prat.g_00001	Pran.g_01258
OG0000141	Prat.g_00002	Pran.g_01259
OG0000142	Prat.g_00004	Pran.g_01261
OG0000143	Prat.g_00005	Pran.g_01262
OG0000144	Prat.g_00007	Pran.g_01264
OG0000145	Prat.g_00008	Pran.g_01265
OG0000146	Prat.g_00009	Pran.g_01266
OG0000147	Prat.g_00010	Pran.g_01267
OG0000148	Prat.g_00013	Pran.g_01269
OG0000149	Prat.g_00015	Pran.g_00410
OG0000150	Prat.g_00016	Pran.g_00409
OG0000151	Prat.g_00017	Pran.g_00408
OG0000152	Prat.g_00018	Pran.g_00407
OG0000153	Prat.g_00019	Pran.g_00406
OG0000154	Prat.g_00020	Pran.g_00405
OG0000155	Prat.g_00021	Pran.g_00404
OG0000156	Prat.g_00022	Pran.g_00403
OG0000157	Prat.g_00023	Pran.g_00402
OG0000158	Prat.g_00025	Pran.g_00400
OG0000159	Prat.g_00026	Pran.g_00399
OG0000160	Prat.g_00027	Pran.g_00398
OG0000161	Prat.g_00028	Pran.g_00397
OG0000162	Prat.g_00029	Pran.g_00396
OG0000163	Prat.g_00031	Pran.g_00395
OG0000164	Prat.g_00034	Pran.g_00392
OG0000165	Prat.g_00036	Pran.g_00389
OG0000166	Prat.g_00037	Pran.g_00388
OG0000167	Prat.g_00038	Pran.g_00387
OG0000168	Prat.g_00042	Pran.g_00385
OG0000169	Prat.g_00044	Pran.g_00383
OG0000170	Prat.g_00046	Pran.g_00382
OG0000171	Prat.g_00047	Pran.g_00381
OG0000172	Prat.g_00048	Pran.g_00380
OG0000173	Prat.g_00051	Pran.g_00379
OG0000174	Prat.g_00052	Pran.g_00378
OG0000175	Prat.g_00053	Pran.g_00377
OG0000176	Prat.g_00055	Pran.g_00375
OG0000177	Prat.g_00056	Pran.g_00374
OG0000178	Prat.g_00057	Pran.g_00373
OG0000179	Prat.g_00060	Pran.g_00368
OG0000180	Prat.g_00061	Pran.g_00367
OG0000181	Prat.g_00062	Pran.g_00366
OG0000182	Prat.g_00066	Pran.g_00363
OG0000183	Prat.g_00067	Pran.g_00362
OG0000184	Prat.g_00070	Pran.g_00359
OG0000185	Prat.g_00074	Pran.g_00355
OG0000186	Prat.g_00075	Pran.g_00354
OG0000187	Prat.g_01504	Pran.g_00353
OG0000188	Prat.g_00076	Pran.g_00352
OG0000189	Prat.g_00079	Pran.g_00351
OG0000190	Prat.g_00080	Pran.g_00350
OG0000191	Prat.g_00081	Pran.g_00349
OG0000192	Prat.g_00082	Pran.g_00348
OG0000193	Prat.g_00083	Pran.g_00347
OG0000194	Prat.g_00084	Pran.g_00346
OG0000195	Prat.g_00086	Pran.g_00344
OG0000196	Prat.g_00087	Pran.g_00343
OG0000197	Prat.g_00088	Pran.g_00342
OG0000198	Prat.g_00089	Pran.g_00341
OG0000199	Prat.g_00091	Pran.g_00339
OG0000200	Prat.g_00092	Pran.g_00338
OG0000201	Prat.g_00093	Pran.g_00337
OG0000202	Prat.g_00094	Pran.g_00336
OG0000203	Prat.g_00095	Pran.g_00335
OG0000204	Prat.g_00096	Pran.g_00334
OG0000205	Prat.g_00098	Pran.g_00333
OG0000206	Prat.g_00099	Pran.g_00332
OG0000207	Prat.g_00100	Pran.g_00331
OG0000208	Prat.g_00101	Pran.g_00330
OG0000209	Prat.g_00102	Pran.g_00329
OG0000210	Prat.g_00103	Pran.g_00327
OG0000211	Prat.g_00104	Pran.g_00326
OG0000212	Prat.g_00105	Pran.g_00325
OG0000213	Prat.g_00106	Pran.g_00324
OG0000214	Prat.g_00110	Pran.g_00322
OG0000215	Prat.g_00111	Pran.g_00321
OG0000216	Prat.g_00113	Pran.g_00319
OG0000217	Prat.g_00114	Pran.g_00318
OG0000218	Prat.g_00115	Pran.g_00317
OG0000219	Prat.g_00116	Pran.g_00316
OG0000220	Prat.g_00118	Pran.g_00313
OG0000221	Prat.g_00122	Pran.g_00311
OG0000222	Prat.g_00123	Pran.g_00310
OG0000223	Prat.g_00124	Pran.g_00309
OG0000224	Prat.g_00126	Pran.g_00307
OG0000225	Prat.g_00128	Pran.g_00305
OG0000226	Prat.g_00130	Pran.g_00304
OG0000227	Prat.g_00131	Pran.g_00303
OG0000228	Prat.g_00132	Pran.g_00302
OG0000229	Prat.g_00133	Pran.g_00301
OG0000230	Prat.g_00134	Pran.g_00300
OG0000231	Prat.g_00601	Pran.g_00298
OG0000232	Prat.g_00136	Pran.g_00297
OG0000233	Prat.g_00139	Pran.g_00294
OG0000234	Prat.g_00141	Pran.g_00292
OG0000235	Prat.g_00144	Pran.g_00288
OG0000236	Prat.g_00145	Pran.g_00287
OG0000237	Prat.g_00146	Pran.g_00286
OG0000238	Prat.g_00147	Pran.g_00285
OG0000239	Prat.g_00148	Pran.g_00283
OG0000240	Prat.g_00150	Pran.g_00281
OG0000241	Prat.g_00151	Pran.g_00280
OG0000242	Prat.g_00152	Pran.g_00279
OG0000243	Prat.g_00153	Pran.g_00278
OG0000244	Prat.g_00154	Pran.g_00277
OG0000245	Prat.g_00156	Pran.g_00276
OG0000246	Prat.g_00158	Pran.g_00274
OG0000247	Prat.g_00159	Pran.g_00273
OG0000248	Prat.g_00160	Pran.g_00272
OG0000249	Prat.g_00161	Pran.g_00271
OG0000250	Prat.g_00162	Pran.g_00270
OG0000251	Prat.g_00163	Pran.g_00269
OG0000252	Prat.g_00164	Pran.g_00268
OG0000253	Prat.g_00165	Pran.g_00267
OG0000254	Prat.g_00167	Pran.g_00265
OG0000255	Prat.g_00169	Pran.g_00264
OG0000256	Prat.g_00172	Pran.g_00261
OG0000257	Prat.g_00174	Pran.g_00259
OG0000258	Prat.g_00175	Pran.g_00258
OG0000259	Prat.g_00176	Pran.g_00257
OG0000260	Prat.g_00177	Pran.g_00256
OG0000261	Prat.g_00178	Pran.g_00255
OG0000262	Prat.g_00179	Pran.g_00254
OG0000263	Prat.g_00180	Pran.g_00253
OG0000264	Prat.g_00182	Pran.g_00251
OG0000265	Prat.g_00183	Pran.g_00250
OG0000266	Prat.g_00184	Pran.g_00249
OG0000267	Prat.g_00186	Pran.g_00247
OG0000268	Prat.g_00188	Pran.g_00246
OG0000269	Prat.g_00189	Pran.g_00245
OG0000270	Prat.g_00190	Pran.g_00244
OG0000271	Prat.g_00191	Pran.g_00243
OG0000272	Prat.g_00192	Pran.g_00242
OG0000273	Prat.g_00193	Pran.g_00241
OG0000274	Prat.g_00194	Pran.g_00240
OG0000275	Prat.g_00195	Pran.g_00239
OG0000276	Prat.g_00196	Pran.g_00238
OG0000277	Prat.g_00197	Pran.g_00237
OG0000278	Prat.g_00198	Pran.g_00236
OG0000279	Prat.g_00199	Pran.g_00235
OG0000280	Prat.g_00200	Pran.g_00234
OG0000281	Prat.g_00202	Pran.g_00232
OG0000282	Prat.g_00203	Pran.g_00231
OG0000283	Prat.g_00206	Pran.g_00228
OG0000284	Prat.g_00207	Pran.g_00227
OG0000285	Prat.g_00208	Pran.g_00226
OG0000286	Prat.g_00210	Pran.g_00224
OG0000287	Prat.g_00211	Pran.g_00223
OG0000288	Prat.g_00212	Pran.g_00222
OG0000289	Prat.g_00213	Pran.g_00221
OG0000290	Prat.g_00214	Pran.g_00220
OG0000291	Prat.g_00215	Pran.g_00219
OG0000292	Prat.g_00216	Pran.g_00218
OG0000293	Prat.g_00217	Pran.g_00217
OG0000294	Prat.g_00218	Pran.g_00216
OG0000295	Prat.g_00219	Pran.g_00215
OG0000296	Prat.g_00220	Pran.g_00214
OG0000297	Prat.g_00221	Pran.g_00213
OG0000298	Prat.g_00222	Pran.g_00212
OG0000299	Prat.g_00223	Pran.g_00211
OG0000300	Prat.g_00224	Pran.g_00210
OG0000301	Prat.g_00225	Pran.g_00209
OG0000302	Prat.g_00226	Pran.g_00208
OG0000303	Prat.g_00227	Pran.g_00207
OG0000304	Prat.g_00229	Pran.g_00206
OG0000305	Prat.g_00230	Pran.g_00205
OG0000306	Prat.g_00231	Pran.g_00204
OG0000307	Prat.g_00233	Pran.g_00203
OG0000308	Prat.g_00234	Pran.g_00202
OG0000309	Prat.g_00235	Pran.g_00201
OG0000310	Prat.g_00236	Pran.g_00200
OG0000311	Prat.g_00238	Pran.g_00199
OG0000312	Prat.g_00240	Pran.g_00197
OG0000313	Prat.g_00241	Pran.g_00196
OG0000314	Prat.g_00245	Pran.g_00194
OG0000315	Prat.g_00246	Pran.g_00193
OG0000316	Prat.g_00249	Pran.g_01950
OG0000317	Prat.g_00250	Pran.g_01948
OG0000318	Prat.g_00251	Pran.g_01947
OG0000319	Prat.g_00252	Pran.g_01946
OG0000320	Prat.g_00253	Pran.g_01945
OG0000321	Prat.g_00256	Pran.g_01942
OG0000322	Prat.g_00260	Pran.g_01939
OG0000323	Prat.g_00261	Pran.g_01938
OG0000324	Prat.g_00264	Pran.g_01935
OG0000325	Prat.g_00266	Pran.g_01934
OG0000326	Prat.g_00267	Pran.g_01933
OG0000327	Prat.g_00269	Pran.g_01931
OG0000328	Prat.g_00270	Pran.g_01930
OG0000329	Prat.g_00271	Pran.g_01929
OG0000330	Prat.g_00272	Pran.g_01928
OG0000331	Prat.g_00273	Pran.g_01927
OG0000332	Prat.g_00274	Pran.g_01926
OG0000333	Prat.g_00275	Pran.g_01925
OG0000334	Prat.g_00276	Pran.g_01924
OG0000335	Prat.g_00277	Pran.g_01923
OG0000336	Prat.g_00279	Pran.g_01922
OG0000337	Prat.g_00282	Pran.g_01919
OG0000338	Prat.g_00283	Pran.g_01918
OG0000339	Prat.g_00284	Pran.g_01917
OG0000340	Prat.g_00285	Pran.g_01916
OG0000341	Prat.g_00290	Pran.g_01912
OG0000342	Prat.g_00291	Pran.g_01911
OG0000343	Prat.g_00293	Pran.g_01909
OG0000344	Prat.g_00294	Pran.g_01908
OG0000345	Prat.g_00295	Pran.g_01907
OG0000346	Prat.g_00296	Pran.g_01906
OG0000347	Prat.g_00297	Pran.g_01905
OG0000348	Prat.g_00298	Pran.g_01904
OG0000349	Prat.g_00299	Pran.g_01903
OG0000350	Prat.g_00300	Pran.g_01902
OG0000351	Prat.g_00303	Pran.g_01899
OG0000352	Prat.g_00306	Pran.g_01896
OG0000353	Prat.g_00307	Pran.g_01895
OG0000354	Prat.g_00308	Pran.g_01894
OG0000355	Prat.g_00309	Pran.g_01893
OG0000356	Prat.g_00310	Pran.g_01892
OG0000357	Prat.g_00311	Pran.g_01891
OG0000358	Prat.g_00312	Pran.g_01890
OG0000359	Prat.g_00313	Pran.g_01889
OG0000360	Prat.g_00315	Pran.g_01886
OG0000361	Prat.g_00316	Pran.g_01885
OG0000362	Prat.g_00317	Pran.g_01884
OG0000363	Prat.g_00318	Pran.g_01883
OG0000364	Prat.g_00319	Pran.g_01882
OG0000365	Prat.g_00320	Pran.g_01881
OG0000366	Prat.g_00321	Pran.g_01880
OG0000367	Prat.g_00322	Pran.g_01879
OG0000368	Prat.g_00323	Pran.g_01878
OG0000369	Prat.g_00324	Pran.g_01877
OG0000370	Prat.g_00325	Pran.g_01876
OG0000371	Prat.g_00326	Pran.g_01875
OG0000372	Prat.g_00328	Pran.g_01873
OG0000373	Prat.g_00330	Pran.g_01871
OG0000374	Prat.g_00331	Pran.g_01870
OG0000375	Prat.g_00332	Pran.g_01869
OG0000376	Prat.g_00334	Pran.g_01867
OG0000377	Prat.g_00340	Pran.g_01866
OG0000378	Prat.g_00341	Pran.g_01865
OG0000379	Prat.g_00348	Pran.g_01860
OG0000380	Prat.g_00350	Pran.g_01859
OG0000381	Prat.g_00351	Pran.g_01858
OG0000382	Prat.g_00352	Pran.g_01857
OG0000383	Prat.g_00355	Pran.g_01854
OG0000384	Prat.g_00356	Pran.g_01853
OG0000385	Prat.g_00359	Pran.g_01850
OG0000386	Prat.g_00360	Pran.g_01849
OG0000387	Prat.g_00361	Pran.g_01848
OG0000388	Prat.g_00362	Pran.g_01847
OG0000389	Prat.g_00363	Pran.g_01846
OG0000390	Prat.g_00364	Pran.g_01845
OG0000391	Prat.g_00365	Pran.g_01844
OG0000392	Prat.g_00366	Pran.g_01843
OG0000393	Prat.g_00369	Pran.g_01840
OG0000394	Prat.g_00370	Pran.g_01839
OG0000395	Prat.g_00373	Pran.g_01837
OG0000396	Prat.g_00985	Pran.g_01835
OG0000397	Prat.g_01203	Pran.g_01823
OG0000398	Prat.g_01469	Pran.g_01816
OG0000399	Prat.g_00671	Pran.g_01815
OG0000400	Prat.g_01656	Pran.g_01808
OG0000401	Prat.g_00390	Pran.g_01749
OG0000402	Prat.g_00391	Pran.g_01748
OG0000403	Prat.g_00392	Pran.g_01747
OG0000404	Prat.g_00395	Pran.g_01745
OG0000405	Prat.g_00396	Pran.g_01744
OG0000406	Prat.g_00398	Pran.g_01742
OG0000407	Prat.g_00399	Pran.g_01741
OG0000408	Prat.g_00400	Pran.g_01740
OG0000409	Prat.g_00401	Pran.g_01739
OG0000410	Prat.g_00403	Pran.g_01738
OG0000411	Prat.g_00404	Pran.g_01737
OG0000412	Prat.g_00405	Pran.g_01736
OG0000413	Prat.g_00406	Pran.g_01735
OG0000414	Prat.g_00407	Pran.g_01734
OG0000415	Prat.g_00408	Pran.g_01733
OG0000416	Prat.g_00410	Pran.g_01729
OG0000417	Prat.g_00411	Pran.g_01728
OG0000418	Prat.g_00412	Pran.g_01727
OG0000419	Prat.g_00413	Pran.g_01726
OG0000420	Prat.g_00414	Pran.g_01725
OG0000421	Prat.g_00415	Pran.g_01724
OG0000422	Prat.g_00417	Pran.g_01723
OG0000423	Prat.g_00418	Pran.g_01722
OG0000424	Prat.g_00419	Pran.g_01720
OG0000425	Prat.g_00424	Pran.g_01717
OG0000426	Prat.g_00425	Pran.g_01716
OG0000427	Prat.g_00426	Pran.g_01715
OG0000428	Prat.g_00428	Pran.g_01714
OG0000429	Prat.g_00429	Pran.g_01713
OG0000430	Prat.g_00430	Pran.g_01707
OG0000431	Prat.g_00432	Pran.g_01705
OG0000432	Prat.g_00433	Pran.g_01704
OG0000433	Prat.g_00436	Pran.g_01701
OG0000434	Prat.g_00438	Pran.g_01700
OG0000435	Prat.g_00439	Pran.g_01699
OG0000436	Prat.g_00441	Pran.g_01697
OG0000437	Prat.g_00443	Pran.g_01695
OG0000438	Prat.g_00444	Pran.g_01694
OG0000439	Prat.g_00445	Pran.g_01693
OG0000440	Prat.g_00447	Pran.g_01691
OG0000441	Prat.g_00448	Pran.g_01690
OG0000442	Prat.g_00449	Pran.g_01689
OG0000443	Prat.g_00450	Pran.g_01688
OG0000444	Prat.g_00451	Pran.g_01687
OG0000445	Prat.g_00453	Pran.g_01686
OG0000446	Prat.g_00454	Pran.g_01685
OG0000447	Prat.g_00455	Pran.g_01684
OG0000448	Prat.g_00456	Pran.g_01683
OG0000449	Prat.g_00463	Pran.g_01678
OG0000450	Prat.g_00464	Pran.g_01677
OG0000451	Prat.g_00465	Pran.g_01676
OG0000452	Prat.g_00466	Pran.g_01675
OG0000453	Prat.g_00468	Pran.g_01673
OG0000454	Prat.g_00469	Pran.g_01672
OG0000455	Prat.g_00470	Pran.g_01671
OG0000456	Prat.g_00471	Pran.g_01670
OG0000457	Prat.g_00473	Pran.g_01668
OG0000458	Prat.g_00475	Pran.g_01666
OG0000459	Prat.g_00476	Pran.g_01665
OG0000460	Prat.g_00478	Pran.g_01663
OG0000461	Prat.g_00479	Pran.g_01662
OG0000462	Prat.g_00480	Pran.g_01661
OG0000463	Prat.g_00482	Pran.g_01660
OG0000464	Prat.g_00486	Pran.g_01655
OG0000465	Prat.g_00487	Pran.g_01653
OG0000466	Prat.g_00488	Pran.g_01652
OG0000467	Prat.g_00489	Pran.g_01651
OG0000468	Prat.g_00490	Pran.g_01650
OG0000469	Prat.g_00491	Pran.g_01649
OG0000470	Prat.g_00492	Pran.g_01648
OG0000471	Prat.g_00493	Pran.g_01647
OG0000472	Prat.g_00496	Pran.g_01644
OG0000473	Prat.g_00497	Pran.g_01643
OG0000474	Prat.g_00498	Pran.g_01642
OG0000475	Prat.g_00499	Pran.g_01641
OG0000476	Prat.g_00500	Pran.g_01640
OG0000477	Prat.g_00501	Pran.g_01638
OG0000478	Prat.g_00502	Pran.g_01637
OG0000479	Prat.g_00503	Pran.g_01636
OG0000480	Prat.g_00505	Pran.g_01634
OG0000481	Prat.g_00506	Pran.g_01633
OG0000482	Prat.g_00507	Pran.g_01632
OG0000483	Prat.g_00508	Pran.g_01631
OG0000484	Prat.g_00509	Pran.g_01630
OG0000485	Prat.g_00510	Pran.g_01629
OG0000486	Prat.g_00511	Pran.g_01628
OG0000487	Prat.g_00512	Pran.g_01627
OG0000488	Prat.g_00515	Pran.g_01625
OG0000489	Prat.g_00516	Pran.g_01624
OG0000490	Prat.g_00517	Pran.g_01623
OG0000491	Prat.g_00518	Pran.g_01622
OG0000492	Prat.g_00519	Pran.g_01621
OG0000493	Prat.g_00520	Pran.g_01620
OG0000494	Prat.g_00522	Pran.g_01618
OG0000495	Prat.g_00523	Pran.g_01617
OG0000496	Prat.g_00525	Pran.g_01616
OG0000497	Prat.g_00527	Pran.g_01614
OG0000498	Prat.g_00528	Pran.g_01613
OG0000499	Prat.g_00530	Pran.g_01611
OG0000500	Prat.g_00531	Pran.g_01610
OG0000501	Prat.g_00533	Pran.g_01608
OG0000502	Prat.g_00534	Pran.g_01607
OG0000503	Prat.g_00536	Pran.g_01606
OG0000504	Prat.g_00537	Pran.g_01605
OG0000505	Prat.g_00538	Pran.g_01604
OG0000506	Prat.g_00539	Pran.g_01603
OG0000507	Prat.g_00540	Pran.g_01602
OG0000508	Prat.g_00542	Pran.g_01600
OG0000509	Prat.g_00543	Pran.g_01599
OG0000510	Prat.g_00544	Pran.g_01598
OG0000511	Prat.g_00545	Pran.g_01597
OG0000512	Prat.g_00546	Pran.g_01596
OG0000513	Prat.g_00547	Pran.g_01595
OG0000514	Prat.g_00548	Pran.g_01594
OG0000515	Prat.g_00549	Pran.g_01592
OG0000516	Prat.g_00550	Pran.g_01591
OG0000517	Prat.g_00551	Pran.g_01590
OG0000518	Prat.g_00553	Pran.g_01587
OG0000519	Prat.g_00554	Pran.g_01586
OG0000520	Prat.g_00555	Pran.g_01585
OG0000521	Prat.g_00556	Pran.g_01584
OG0000522	Prat.g_00557	Pran.g_01583
OG0000523	Prat.g_00558	Pran.g_01582
OG0000524	Prat.g_00559	Pran.g_01581
OG0000525	Prat.g_00561	Pran.g_01579
OG0000526	Prat.g_00562	Pran.g_01578
OG0000527	Prat.g_00563	Pran.g_01577
OG0000528	Prat.g_00564	Pran.g_01576
OG0000529	Prat.g_00565	Pran.g_01575
OG0000530	Prat.g_00566	Pran.g_01574
OG0000531	Prat.g_00568	Pran.g_01573
OG0000532	Prat.g_00569	Pran.g_01572
OG0000533	Prat.g_00570	Pran.g_01571
OG0000534	Prat.g_00571	Pran.g_01570
OG0000535	Prat.g_00572	Pran.g_01569
OG0000536	Prat.g_00573	Pran.g_01568
OG0000537	Prat.g_00574	Pran.g_01567
OG0000538	Prat.g_00575	Pran.g_01566
OG0000539	Prat.g_00576	Pran.g_01565
OG0000540	Prat.g_00577	Pran.g_01564
OG0000541	Prat.g_00579	Pran.g_01563
OG0000542	Prat.g_00580	Pran.g_01562
OG0000543	Prat.g_00581	Pran.g_01561
OG0000544	Prat.g_00582	Pran.g_01560
OG0000545	Prat.g_00584	Pran.g_01557
OG0000546	Prat.g_00585	Pran.g_01556
OG0000547	Prat.g_00587	Pran.g_01554
OG0000548	Prat.g_00589	Pran.g_01553
OG0000549	Prat.g_00590	Pran.g_01552
OG0000550	Prat.g_00591	Pran.g_01551
OG0000551	Prat.g_00592	Pran.g_01550
OG0000552	Prat.g_00593	Pran.g_01549
OG0000553	Prat.g_01097	Pran.g_01548
OG0000554	Prat.g_01095	Pran.g_01547
OG0000555	Prat.g_01094	Pran.g_01546
OG0000556	Prat.g_01093	Pran.g_01545
OG0000557	Prat.g_01091	Pran.g_01544
OG0000558	Prat.g_01090	Pran.g_01543
OG0000559	Prat.g_01089	Pran.g_01542
OG0000560	Prat.g_01087	Pran.g_01540
OG0000561	Prat.g_01086	Pran.g_01539
OG0000562	Prat.g_01084	Pran.g_01538
OG0000563	Prat.g_01083	Pran.g_01537
OG0000564	Prat.g_01082	Pran.g_01536
OG0000565	Prat.g_01081	Pran.g_01535
OG0000566	Prat.g_01080	Pran.g_01534
OG0000567	Prat.g_01079	Pran.g_01533
OG0000568	Prat.g_01078	Pran.g_01532
OG0000569	Prat.g_01077	Pran.g_01531
OG0000570	Prat.g_01076	Pran.g_01530
OG0000571	Prat.g_01075	Pran.g_01529
OG0000572	Prat.g_01074	Pran.g_01528
OG0000573	Prat.g_01071	Pran.g_01525
OG0000574	Prat.g_01070	Pran.g_01524
OG0000575	Prat.g_01069	Pran.g_01523
OG0000576	Prat.g_01068	Pran.g_01522
OG0000577	Prat.g_01067	Pran.g_01521
OG0000578	Prat.g_01066	Pran.g_01520
OG0000579	Prat.g_01065	Pran.g_01519
OG0000580	Prat.g_01064	Pran.g_01518
OG0000581	Prat.g_01063	Pran.g_01517
OG0000582	Prat.g_01062	Pran.g_01516
OG0000583	Prat.g_01061	Pran.g_01515
OG0000584	Prat.g_01059	Pran.g_01514
OG0000585	Prat.g_01058	Pran.g_01513
OG0000586	Prat.g_01056	Pran.g_01511
OG0000587	Prat.g_01055	Pran.g_01510
