Orthogroup	Prat	Prbi
OG0000231	Prat.g_00601	Prbi.g_00144
OG0000232	Prat.g_00136	Prbi.g_00145
OG0000233	Prat.g_00139	Prbi.g_00148
OG0000234	Prat.g_00141	Prbi.g_00150
OG0000235	Prat.g_00144	Prbi.g_00169
OG0000236	Prat.g_00145	Prbi.g_00170
OG0000237	Prat.g_00146	Prbi.g_00171
OG0000238	Prat.g_00147	Prbi.g_00172
OG0000239	Prat.g_00148	Prbi.g_00173
OG0000240	Prat.g_00150	Prbi.g_00175
OG0000241	Prat.g_00151	Prbi.g_00176
OG0000242	Prat.g_00152	Prbi.g_00177
OG0000243	Prat.g_00153	Prbi.g_00178
OG0000244	Prat.g_00154	Prbi.g_00179
OG0000245	Prat.g_00156	Prbi.g_00180
OG0000246	Prat.g_00158	Prbi.g_00182
OG0000247	Prat.g_00159	Prbi.g_00183
OG0000248	Prat.g_00160	Prbi.g_00184
OG0000249	Prat.g_00161	Prbi.g_00185
OG0000250	Prat.g_00162	Prbi.g_00186
OG0000251	Prat.g_00163	Prbi.g_00187
OG0000252	Prat.g_00164	Prbi.g_00188
OG0000253	Prat.g_00165	Prbi.g_00189
OG0000254	Prat.g_00167	Prbi.g_00191
OG0000255	Prat.g_00169	Prbi.g_00192
OG0000256	Prat.g_00172	Prbi.g_00195
OG0000257	Prat.g_00174	Prbi.g_00197
OG0000258	Prat.g_00175	Prbi.g_00198
OG0000259	Prat.g_00176	Prbi.g_00199
OG0000260	Prat.g_00177	Prbi.g_00200
OG0000261	Prat.g_00178	Prbi.g_00201
OG0000262	Prat.g_00179	Prbi.g_00202
OG0000263	Prat.g_00180	Prbi.g_00203
OG0000264	Prat.g_00182	Prbi.g_00205
OG0000265	Prat.g_00183	Prbi.g_00206
OG0000266	Prat.g_00184	Prbi.g_00207
OG0000267	Prat.g_00186	Prbi.g_00209
OG0000268	Prat.g_00188	Prbi.g_00210
OG0000269	Prat.g_00189	Prbi.g_00211
OG0000270	Prat.g_00190	Prbi.g_00212
OG0000271	Prat.g_00191	Prbi.g_00213
OG0000272	Prat.g_00192	Prbi.g_00214
OG0000273	Prat.g_00193	Prbi.g_00215
OG0000274	Prat.g_00194	Prbi.g_00216
OG0000275	Prat.g_00195	Prbi.g_00217
OG0000276	Prat.g_00196	Prbi.g_00218
OG0000277	Prat.g_00197	Prbi.g_00219
OG0000278	Prat.g_00198	Prbi.g_00220
OG0000279	Prat.g_00199	Prbi.g_00221
OG0000280	Prat.g_00200	Prbi.g_00222
OG0000281	Prat.g_00202	Prbi.g_00224
OG0000282	Prat.g_00203	Prbi.g_00225
OG0000283	Prat.g_00206	Prbi.g_00228
OG0000284	Prat.g_00207	Prbi.g_00229
OG0000285	Prat.g_00208	Prbi.g_00230
OG0000286	Prat.g_00210	Prbi.g_00232
OG0000287	Prat.g_00211	Prbi.g_00233
OG0000288	Prat.g_00212	Prbi.g_00234
OG0000289	Prat.g_00213	Prbi.g_00235
OG0000290	Prat.g_00214	Prbi.g_00236
OG0000291	Prat.g_00215	Prbi.g_00237
OG0000292	Prat.g_00216	Prbi.g_00238
OG0000293	Prat.g_00217	Prbi.g_00239
OG0000294	Prat.g_00218	Prbi.g_00240
OG0000295	Prat.g_00219	Prbi.g_00241
OG0000296	Prat.g_00220	Prbi.g_00242
OG0000297	Prat.g_00221	Prbi.g_00243
OG0000298	Prat.g_00222	Prbi.g_00244
OG0000299	Prat.g_00223	Prbi.g_00245
OG0000300	Prat.g_00224	Prbi.g_00246
OG0000301	Prat.g_00225	Prbi.g_00247
OG0000302	Prat.g_00226	Prbi.g_00248
OG0000303	Prat.g_00227	Prbi.g_00249
OG0000304	Prat.g_00229	Prbi.g_00250
OG0000305	Prat.g_00230	Prbi.g_00251
OG0000306	Prat.g_00231	Prbi.g_00252
OG0000307	Prat.g_00233	Prbi.g_00253
OG0000308	Prat.g_00234	Prbi.g_00254
OG0000309	Prat.g_00235	Prbi.g_00255
OG0000310	Prat.g_00236	Prbi.g_00256
OG0000311	Prat.g_00238	Prbi.g_00257
OG0000312	Prat.g_00240	Prbi.g_00259
OG0000313	Prat.g_00241	Prbi.g_00260
OG0000314	Prat.g_00245	Prbi.g_00263
OG0000315	Prat.g_00246	Prbi.g_00264
OG0000316	Prat.g_00249	Prbi.g_00266
OG0000317	Prat.g_00250	Prbi.g_00268
OG0000318	Prat.g_00251	Prbi.g_00269
OG0000319	Prat.g_00252	Prbi.g_00270
OG0000320	Prat.g_00253	Prbi.g_00271
OG0000321	Prat.g_00256	Prbi.g_00274
OG0000322	Prat.g_00260	Prbi.g_00277
OG0000323	Prat.g_00261	Prbi.g_00278
OG0000324	Prat.g_00264	Prbi.g_00281
OG0000325	Prat.g_00266	Prbi.g_00283
OG0000326	Prat.g_00267	Prbi.g_00284
OG0000327	Prat.g_00269	Prbi.g_00286
OG0000328	Prat.g_00270	Prbi.g_00287
OG0000329	Prat.g_00271	Prbi.g_00288
OG0000330	Prat.g_00272	Prbi.g_00289
OG0000331	Prat.g_00273	Prbi.g_00290
OG0000332	Prat.g_00274	Prbi.g_00291
OG0000333	Prat.g_00275	Prbi.g_00292
OG0000334	Prat.g_00276	Prbi.g_00293
OG0000335	Prat.g_00277	Prbi.g_00294
OG0000336	Prat.g_00279	Prbi.g_00295
OG0000337	Prat.g_00282	Prbi.g_00299
OG0000338	Prat.g_00283	Prbi.g_00300
OG0000339	Prat.g_00284	Prbi.g_00301
OG0000340	Prat.g_00285	Prbi.g_00302
OG0000341	Prat.g_00290	Prbi.g_00306
OG0000342	Prat.g_00291	Prbi.g_00307
OG0000343	Prat.g_00293	Prbi.g_00309
OG0000344	Prat.g_00294	Prbi.g_00310
OG0000345	Prat.g_00295	Prbi.g_00311
OG0000346	Prat.g_00296	Prbi.g_00312
OG0000347	Prat.g_00297	Prbi.g_00313
OG0000348	Prat.g_00298	Prbi.g_00314
OG0000349	Prat.g_00299	Prbi.g_00315
OG0000350	Prat.g_00300	Prbi.g_00316
OG0000351	Prat.g_00303	Prbi.g_00319
OG0000352	Prat.g_00306	Prbi.g_00322
OG0000353	Prat.g_00307	Prbi.g_00323
OG0000354	Prat.g_00308	Prbi.g_00324
OG0000355	Prat.g_00309	Prbi.g_00325
OG0000356	Prat.g_00310	Prbi.g_00326
OG0000357	Prat.g_00311	Prbi.g_00327
OG0000358	Prat.g_00312	Prbi.g_00328
OG0000359	Prat.g_00313	Prbi.g_00329
OG0000360	Prat.g_00315	Prbi.g_00332
OG0000361	Prat.g_00316	Prbi.g_00333
OG0000362	Prat.g_00317	Prbi.g_00334
OG0000363	Prat.g_00318	Prbi.g_00335
OG0000364	Prat.g_00319	Prbi.g_00336
OG0000365	Prat.g_00320	Prbi.g_00337
OG0000366	Prat.g_00321	Prbi.g_00338
OG0000367	Prat.g_00322	Prbi.g_00339
OG0000368	Prat.g_00323	Prbi.g_00340
OG0000369	Prat.g_00324	Prbi.g_00341
OG0000370	Prat.g_00325	Prbi.g_00342
OG0000371	Prat.g_00326	Prbi.g_00343
OG0000372	Prat.g_00328	Prbi.g_00345
OG0000373	Prat.g_00330	Prbi.g_00347
OG0000374	Prat.g_00331	Prbi.g_00348
OG0000375	Prat.g_00332	Prbi.g_00349
OG0000376	Prat.g_00334	Prbi.g_00351
OG0000377	Prat.g_00340	Prbi.g_00352
OG0000378	Prat.g_00341	Prbi.g_00353
OG0000379	Prat.g_00348	Prbi.g_00358
OG0000380	Prat.g_00350	Prbi.g_00359
OG0000381	Prat.g_00351	Prbi.g_00360
OG0000382	Prat.g_00352	Prbi.g_00362
OG0000383	Prat.g_00355	Prbi.g_00365
OG0000384	Prat.g_00356	Prbi.g_00366
OG0000385	Prat.g_00359	Prbi.g_00369
OG0000386	Prat.g_00360	Prbi.g_00370
OG0000387	Prat.g_00361	Prbi.g_00371
OG0000388	Prat.g_00362	Prbi.g_00372
OG0000389	Prat.g_00363	Prbi.g_00373
OG0000390	Prat.g_00364	Prbi.g_00374
OG0000391	Prat.g_00365	Prbi.g_00375
OG0000392	Prat.g_00366	Prbi.g_00376
OG0000393	Prat.g_00369	Prbi.g_00379
OG0000394	Prat.g_00370	Prbi.g_00380
OG0000395	Prat.g_00373	Prbi.g_00382
OG0000396	Prat.g_00985	Prbi.g_00383
OG0000397	Prat.g_01203	Prbi.g_00395
OG0000398	Prat.g_01469	Prbi.g_00403
OG0000399	Prat.g_00671	Prbi.g_00404
OG0000400	Prat.g_01656	Prbi.g_00409
OG0000401	Prat.g_00390	Prbi.g_00432
OG0000402	Prat.g_00391	Prbi.g_00433
OG0000403	Prat.g_00392	Prbi.g_00434
OG0000404	Prat.g_00395	Prbi.g_00436
OG0000405	Prat.g_00396	Prbi.g_00437
OG0000406	Prat.g_00398	Prbi.g_00439
OG0000407	Prat.g_00399	Prbi.g_00440
OG0000408	Prat.g_00400	Prbi.g_00441
OG0000409	Prat.g_00401	Prbi.g_00442
OG0000410	Prat.g_00403	Prbi.g_00443
OG0000411	Prat.g_00404	Prbi.g_00444
OG0000412	Prat.g_00405	Prbi.g_00445
OG0000413	Prat.g_00406	Prbi.g_00446
OG0000414	Prat.g_00407	Prbi.g_00447
OG0000415	Prat.g_00408	Prbi.g_00448
OG0000416	Prat.g_00410	Prbi.g_00449
OG0000417	Prat.g_00411	Prbi.g_00450
OG0000418	Prat.g_00412	Prbi.g_00451
OG0000419	Prat.g_00413	Prbi.g_00452
OG0000420	Prat.g_00414	Prbi.g_00453
OG0000421	Prat.g_00415	Prbi.g_00454
OG0000422	Prat.g_00417	Prbi.g_00456
OG0000423	Prat.g_00418	Prbi.g_00457
OG0000424	Prat.g_00419	Prbi.g_00459
OG0000425	Prat.g_00424	Prbi.g_00463
OG0000426	Prat.g_00425	Prbi.g_00464
OG0000427	Prat.g_00426	Prbi.g_00465
OG0000428	Prat.g_00428	Prbi.g_00466
OG0000429	Prat.g_00429	Prbi.g_00467
OG0000430	Prat.g_00430	Prbi.g_00474
OG0000431	Prat.g_00432	Prbi.g_00476
OG0000432	Prat.g_00433	Prbi.g_00477
OG0000433	Prat.g_00436	Prbi.g_00480
OG0000434	Prat.g_00438	Prbi.g_00481
OG0000435	Prat.g_00439	Prbi.g_00482
OG0000436	Prat.g_00441	Prbi.g_00484
OG0000437	Prat.g_00443	Prbi.g_00486
OG0000438	Prat.g_00444	Prbi.g_00487
OG0000439	Prat.g_00445	Prbi.g_00488
OG0000440	Prat.g_00447	Prbi.g_00490
OG0000441	Prat.g_00448	Prbi.g_00491
OG0000442	Prat.g_00449	Prbi.g_00492
OG0000443	Prat.g_00450	Prbi.g_00493
OG0000444	Prat.g_00451	Prbi.g_00494
OG0000445	Prat.g_00453	Prbi.g_00495
OG0000446	Prat.g_00454	Prbi.g_00496
OG0000447	Prat.g_00455	Prbi.g_00497
OG0000448	Prat.g_00456	Prbi.g_00498
OG0000449	Prat.g_00463	Prbi.g_00503
OG0000450	Prat.g_00464	Prbi.g_00504
OG0000451	Prat.g_00465	Prbi.g_00505
OG0000452	Prat.g_00466	Prbi.g_00506
OG0000453	Prat.g_00468	Prbi.g_00508
OG0000454	Prat.g_00469	Prbi.g_00509
OG0000455	Prat.g_00470	Prbi.g_00510
OG0000456	Prat.g_00471	Prbi.g_00511
OG0000457	Prat.g_00473	Prbi.g_00513
OG0000458	Prat.g_00475	Prbi.g_00515
OG0000459	Prat.g_00476	Prbi.g_00516
OG0000460	Prat.g_00478	Prbi.g_00518
OG0000461	Prat.g_00479	Prbi.g_00519
OG0000462	Prat.g_00480	Prbi.g_00520
OG0000463	Prat.g_00482	Prbi.g_00521
OG0000464	Prat.g_00486	Prbi.g_00526
OG0000465	Prat.g_00487	Prbi.g_00528
OG0000466	Prat.g_00488	Prbi.g_00529
OG0000467	Prat.g_00489	Prbi.g_00530
OG0000468	Prat.g_00490	Prbi.g_00531
OG0000469	Prat.g_00491	Prbi.g_00532
OG0000470	Prat.g_00492	Prbi.g_00533
OG0000471	Prat.g_00493	Prbi.g_00534
OG0000472	Prat.g_00496	Prbi.g_00537
OG0000473	Prat.g_00497	Prbi.g_00538
OG0000474	Prat.g_00498	Prbi.g_00539
OG0000475	Prat.g_00499	Prbi.g_00540
OG0000476	Prat.g_00500	Prbi.g_00541
OG0000477	Prat.g_00501	Prbi.g_00543
OG0000478	Prat.g_00502	Prbi.g_00544
OG0000479	Prat.g_00503	Prbi.g_00545
OG0000480	Prat.g_00505	Prbi.g_00547
OG0000481	Prat.g_00506	Prbi.g_00548
OG0000482	Prat.g_00507	Prbi.g_00549
OG0000483	Prat.g_00508	Prbi.g_00550
OG0000484	Prat.g_00509	Prbi.g_00551
OG0000485	Prat.g_00510	Prbi.g_00552
OG0000486	Prat.g_00511	Prbi.g_00553
OG0000487	Prat.g_00512	Prbi.g_00554
OG0000488	Prat.g_00515	Prbi.g_00556
OG0000489	Prat.g_00516	Prbi.g_00557
OG0000490	Prat.g_00517	Prbi.g_00558
OG0000491	Prat.g_00518	Prbi.g_00559
OG0000492	Prat.g_00519	Prbi.g_00560
OG0000493	Prat.g_00520	Prbi.g_00561
OG0000494	Prat.g_00522	Prbi.g_00563
OG0000495	Prat.g_00523	Prbi.g_00564
OG0000496	Prat.g_00525	Prbi.g_00565
OG0000497	Prat.g_00527	Prbi.g_00566
OG0000498	Prat.g_00528	Prbi.g_00567
OG0000499	Prat.g_00530	Prbi.g_00569
OG0000500	Prat.g_00531	Prbi.g_00570
OG0000501	Prat.g_00533	Prbi.g_00572
OG0000502	Prat.g_00534	Prbi.g_00573
OG0000503	Prat.g_00536	Prbi.g_00574
OG0000504	Prat.g_00537	Prbi.g_00575
OG0000505	Prat.g_00538	Prbi.g_00576
OG0000506	Prat.g_00539	Prbi.g_00577
OG0000507	Prat.g_00540	Prbi.g_00578
OG0000508	Prat.g_00542	Prbi.g_00580
OG0000509	Prat.g_00543	Prbi.g_00581
OG0000510	Prat.g_00544	Prbi.g_00582
OG0000511	Prat.g_00545	Prbi.g_00583
OG0000512	Prat.g_00546	Prbi.g_00584
OG0000513	Prat.g_00547	Prbi.g_00585
OG0000514	Prat.g_00548	Prbi.g_00586
OG0000515	Prat.g_00549	Prbi.g_00588
OG0000516	Prat.g_00550	Prbi.g_00589
OG0000517	Prat.g_00551	Prbi.g_00590
OG0000518	Prat.g_00553	Prbi.g_00593
OG0000519	Prat.g_00554	Prbi.g_00594
OG0000520	Prat.g_00555	Prbi.g_00595
OG0000521	Prat.g_00556	Prbi.g_00596
OG0000522	Prat.g_00557	Prbi.g_00597
OG0000523	Prat.g_00558	Prbi.g_00598
OG0000524	Prat.g_00559	Prbi.g_00599
OG0000525	Prat.g_00561	Prbi.g_00601
OG0000526	Prat.g_00562	Prbi.g_00602
OG0000527	Prat.g_00563	Prbi.g_00603
OG0000528	Prat.g_00564	Prbi.g_00604
OG0000529	Prat.g_00565	Prbi.g_00605
OG0000530	Prat.g_00566	Prbi.g_00606
OG0000531	Prat.g_00568	Prbi.g_00607
OG0000532	Prat.g_00569	Prbi.g_00608
OG0000533	Prat.g_00570	Prbi.g_00609
OG0000534	Prat.g_00571	Prbi.g_00610
OG0000535	Prat.g_00572	Prbi.g_00611
OG0000536	Prat.g_00573	Prbi.g_00612
OG0000537	Prat.g_00574	Prbi.g_00613
OG0000538	Prat.g_00575	Prbi.g_00614
OG0000539	Prat.g_00576	Prbi.g_00615
OG0000540	Prat.g_00577	Prbi.g_00616
OG0000541	Prat.g_00579	Prbi.g_00617
OG0000542	Prat.g_00580	Prbi.g_00618
OG0000543	Prat.g_00581	Prbi.g_00619
OG0000544	Prat.g_00582	Prbi.g_00620
OG0000545	Prat.g_00584	Prbi.g_00623
OG0000546	Prat.g_00585	Prbi.g_00624
OG0000547	Prat.g_00587	Prbi.g_00626
OG0000548	Prat.g_00589	Prbi.g_00627
OG0000549	Prat.g_00590	Prbi.g_00628
OG0000550	Prat.g_00591	Prbi.g_00629
OG0000551	Prat.g_00592	Prbi.g_00630
OG0000552	Prat.g_00593	Prbi.g_00631
OG0000553	Prat.g_01097	Prbi.g_00632
OG0000554	Prat.g_01095	Prbi.g_00634
OG0000555	Prat.g_01094	Prbi.g_00635
OG0000556	Prat.g_01093	Prbi.g_00636
OG0000557	Prat.g_01091	Prbi.g_00637
OG0000558	Prat.g_01090	Prbi.g_00638
OG0000559	Prat.g_01089	Prbi.g_00639
OG0000560	Prat.g_01087	Prbi.g_00641
OG0000561	Prat.g_01086	Prbi.g_00642
OG0000562	Prat.g_01084	Prbi.g_00643
OG0000563	Prat.g_01083	Prbi.g_00644
OG0000564	Prat.g_01082	Prbi.g_00645
OG0000565	Prat.g_01081	Prbi.g_00646
