Orthogroup	Prat	Praa
OG0000166	Prat.g_00037	Praa.g_00036
OG0000167	Prat.g_00038	Praa.g_00037
OG0000168	Prat.g_00042	Praa.g_00040
OG0000169	Prat.g_00044	Praa.g_00042
OG0000170	Prat.g_00046	Praa.g_00043
OG0000171	Prat.g_00047	Praa.g_00044
OG0000172	Prat.g_00048	Praa.g_00045
OG0000173	Prat.g_00051	Praa.g_00046
OG0000174	Prat.g_00052	Praa.g_00047
OG0000175	Prat.g_00053	Praa.g_00048
OG0000176	Prat.g_00055	Praa.g_00050
OG0000177	Prat.g_00056	Praa.g_00051
OG0000178	Prat.g_00057	Praa.g_00052
OG0000179	Prat.g_00060	Praa.g_00064
OG0000180	Prat.g_00061	Praa.g_00065
OG0000181	Prat.g_00062	Praa.g_00066
OG0000182	Prat.g_00066	Praa.g_00069
OG0000183	Prat.g_00067	Praa.g_00070
OG0000184	Prat.g_00070	Praa.g_00073
OG0000185	Prat.g_00074	Praa.g_00077
OG0000186	Prat.g_00075	Praa.g_00078
OG0000187	Prat.g_01504	Praa.g_00079
OG0000188	Prat.g_00076	Praa.g_00080
OG0000189	Prat.g_00079	Praa.g_00081
OG0000190	Prat.g_00080	Praa.g_00082
OG0000191	Prat.g_00081	Praa.g_00083
OG0000192	Prat.g_00082	Praa.g_00084
OG0000193	Prat.g_00083	Praa.g_00085
OG0000194	Prat.g_00084	Praa.g_00086
OG0000195	Prat.g_00086	Praa.g_00088
OG0000196	Prat.g_00087	Praa.g_00089
OG0000197	Prat.g_00088	Praa.g_00090
OG0000198	Prat.g_00089	Praa.g_00091
OG0000199	Prat.g_00091	Praa.g_00094
OG0000200	Prat.g_00092	Praa.g_00095
OG0000201	Prat.g_00093	Praa.g_00096
OG0000202	Prat.g_00094	Praa.g_00097
OG0000203	Prat.g_00095	Praa.g_00098
OG0000204	Prat.g_00096	Praa.g_00099
OG0000205	Prat.g_00098	Praa.g_00100
OG0000206	Prat.g_00099	Praa.g_00101
OG0000207	Prat.g_00100	Praa.g_00102
OG0000208	Prat.g_00101	Praa.g_00103
OG0000209	Prat.g_00102	Praa.g_00104
OG0000210	Prat.g_00103	Praa.g_00106
OG0000211	Prat.g_00104	Praa.g_00107
OG0000212	Prat.g_00105	Praa.g_00108
OG0000213	Prat.g_00106	Praa.g_00109
OG0000214	Prat.g_00110	Praa.g_00111
OG0000215	Prat.g_00111	Praa.g_00112
OG0000216	Prat.g_00113	Praa.g_00114
OG0000217	Prat.g_00114	Praa.g_00115
OG0000218	Prat.g_00115	Praa.g_00116
OG0000219	Prat.g_00116	Praa.g_00117
OG0000220	Prat.g_00118	Praa.g_00120
OG0000221	Prat.g_00122	Praa.g_00122
OG0000222	Prat.g_00123	Praa.g_00123
OG0000223	Prat.g_00124	Praa.g_00124
OG0000224	Prat.g_00126	Praa.g_00127
OG0000225	Prat.g_00128	Praa.g_00129
OG0000226	Prat.g_00130	Praa.g_00130
OG0000227	Prat.g_00131	Praa.g_00131
OG0000228	Prat.g_00132	Praa.g_00132
OG0000229	Prat.g_00133	Praa.g_00133
OG0000230	Prat.g_00134	Praa.g_00134
OG0000231	Prat.g_00601	Praa.g_00136
OG0000232	Prat.g_00136	Praa.g_00137
OG0000233	Prat.g_00139	Praa.g_00140
OG0000234	Prat.g_00141	Praa.g_00142
OG0000235	Prat.g_00144	Praa.g_00145
OG0000236	Prat.g_00145	Praa.g_00146
OG0000237	Prat.g_00146	Praa.g_00147
OG0000238	Prat.g_00147	Praa.g_00148
OG0000239	Prat.g_00148	Praa.g_00149
OG0000240	Prat.g_00150	Praa.g_00151
OG0000241	Prat.g_00151	Praa.g_00152
OG0000242	Prat.g_00152	Praa.g_00153
OG0000243	Prat.g_00153	Praa.g_00154
OG0000244	Prat.g_00154	Praa.g_00155
OG0000245	Prat.g_00156	Praa.g_00156
OG0000246	Prat.g_00158	Praa.g_00158
OG0000247	Prat.g_00159	Praa.g_00159
OG0000248	Prat.g_00160	Praa.g_00160
OG0000249	Prat.g_00161	Praa.g_00161
OG0000250	Prat.g_00162	Praa.g_00162
OG0000251	Prat.g_00163	Praa.g_00163
OG0000252	Prat.g_00164	Praa.g_00164
OG0000253	Prat.g_00165	Praa.g_00165
OG0000254	Prat.g_00167	Praa.g_00167
OG0000255	Prat.g_00169	Praa.g_00168
OG0000256	Prat.g_00172	Praa.g_00171
OG0000257	Prat.g_00174	Praa.g_00173
OG0000258	Prat.g_00175	Praa.g_00174
OG0000259	Prat.g_00176	Praa.g_00175
OG0000260	Prat.g_00177	Praa.g_00176
OG0000261	Prat.g_00178	Praa.g_00177
OG0000262	Prat.g_00179	Praa.g_00178
OG0000263	Prat.g_00180	Praa.g_00179
OG0000264	Prat.g_00182	Praa.g_00181
OG0000265	Prat.g_00183	Praa.g_00182
OG0000266	Prat.g_00184	Praa.g_00183
OG0000267	Prat.g_00186	Praa.g_00185
OG0000268	Prat.g_00188	Praa.g_00186
OG0000269	Prat.g_00189	Praa.g_00187
OG0000270	Prat.g_00190	Praa.g_00188
OG0000271	Prat.g_00191	Praa.g_00189
OG0000272	Prat.g_00192	Praa.g_00190
OG0000273	Prat.g_00193	Praa.g_00191
OG0000274	Prat.g_00194	Praa.g_00192
OG0000275	Prat.g_00195	Praa.g_00193
OG0000276	Prat.g_00196	Praa.g_00194
OG0000277	Prat.g_00197	Praa.g_00195
OG0000278	Prat.g_00198	Praa.g_00196
OG0000279	Prat.g_00199	Praa.g_00197
OG0000280	Prat.g_00200	Praa.g_00198
OG0000281	Prat.g_00202	Praa.g_00200
OG0000282	Prat.g_00203	Praa.g_00201
OG0000283	Prat.g_00206	Praa.g_00204
OG0000284	Prat.g_00207	Praa.g_00205
OG0000285	Prat.g_00208	Praa.g_00206
OG0000286	Prat.g_00210	Praa.g_00208
OG0000287	Prat.g_00211	Praa.g_00209
OG0000288	Prat.g_00212	Praa.g_00210
OG0000289	Prat.g_00213	Praa.g_00211
OG0000290	Prat.g_00214	Praa.g_00212
OG0000291	Prat.g_00215	Praa.g_00213
OG0000292	Prat.g_00216	Praa.g_00214
OG0000293	Prat.g_00217	Praa.g_00215
OG0000294	Prat.g_00218	Praa.g_00216
OG0000295	Prat.g_00219	Praa.g_00217
OG0000296	Prat.g_00220	Praa.g_00218
OG0000297	Prat.g_00221	Praa.g_00219
OG0000298	Prat.g_00222	Praa.g_00220
OG0000299	Prat.g_00223	Praa.g_00221
OG0000300	Prat.g_00224	Praa.g_00222
OG0000301	Prat.g_00225	Praa.g_00223
OG0000302	Prat.g_00226	Praa.g_00224
OG0000303	Prat.g_00227	Praa.g_00225
OG0000304	Prat.g_00229	Praa.g_00226
OG0000305	Prat.g_00230	Praa.g_00227
OG0000306	Prat.g_00231	Praa.g_00228
OG0000307	Prat.g_00233	Praa.g_00229
OG0000308	Prat.g_00234	Praa.g_00230
OG0000309	Prat.g_00235	Praa.g_00231
OG0000310	Prat.g_00236	Praa.g_00232
OG0000311	Prat.g_00238	Praa.g_00233
OG0000312	Prat.g_00240	Praa.g_00235
OG0000313	Prat.g_00241	Praa.g_00236
OG0000314	Prat.g_00245	Praa.g_00239
OG0000315	Prat.g_00246	Praa.g_00240
OG0000316	Prat.g_00249	Praa.g_00242
OG0000317	Prat.g_00250	Praa.g_00244
OG0000318	Prat.g_00251	Praa.g_00245
OG0000319	Prat.g_00252	Praa.g_00246
OG0000320	Prat.g_00253	Praa.g_00247
OG0000321	Prat.g_00256	Praa.g_00250
OG0000322	Prat.g_00260	Praa.g_00253
OG0000323	Prat.g_00261	Praa.g_00254
OG0000324	Prat.g_00264	Praa.g_00257
OG0000325	Prat.g_00266	Praa.g_00259
OG0000326	Prat.g_00267	Praa.g_00260
OG0000327	Prat.g_00269	Praa.g_00262
OG0000328	Prat.g_00270	Praa.g_00263
OG0000329	Prat.g_00271	Praa.g_00264
OG0000330	Prat.g_00272	Praa.g_00265
OG0000331	Prat.g_00273	Praa.g_00266
OG0000332	Prat.g_00274	Praa.g_00267
OG0000333	Prat.g_00275	Praa.g_00268
OG0000334	Prat.g_00276	Praa.g_00269
OG0000335	Prat.g_00277	Praa.g_00270
OG0000336	Prat.g_00279	Praa.g_00271
OG0000337	Prat.g_00282	Praa.g_00275
OG0000338	Prat.g_00283	Praa.g_00276
OG0000339	Prat.g_00284	Praa.g_00277
OG0000340	Prat.g_00285	Praa.g_00278
OG0000341	Prat.g_00290	Praa.g_00282
OG0000342	Prat.g_00291	Praa.g_00283
OG0000343	Prat.g_00293	Praa.g_00285
OG0000344	Prat.g_00294	Praa.g_00286
OG0000345	Prat.g_00295	Praa.g_00287
OG0000346	Prat.g_00296	Praa.g_00288
OG0000347	Prat.g_00297	Praa.g_00289
OG0000348	Prat.g_00298	Praa.g_00290
OG0000349	Prat.g_00299	Praa.g_00291
OG0000350	Prat.g_00300	Praa.g_00292
OG0000351	Prat.g_00303	Praa.g_00295
OG0000352	Prat.g_00306	Praa.g_00298
OG0000353	Prat.g_00307	Praa.g_00299
OG0000354	Prat.g_00308	Praa.g_00300
OG0000355	Prat.g_00309	Praa.g_00301
OG0000356	Prat.g_00310	Praa.g_00302
OG0000357	Prat.g_00311	Praa.g_00303
OG0000358	Prat.g_00312	Praa.g_00304
OG0000359	Prat.g_00313	Praa.g_00305
OG0000360	Prat.g_00315	Praa.g_00308
OG0000361	Prat.g_00316	Praa.g_00309
OG0000362	Prat.g_00317	Praa.g_00310
OG0000363	Prat.g_00318	Praa.g_00311
OG0000364	Prat.g_00319	Praa.g_00312
OG0000365	Prat.g_00320	Praa.g_00313
OG0000366	Prat.g_00321	Praa.g_00314
OG0000367	Prat.g_00322	Praa.g_00315
OG0000368	Prat.g_00323	Praa.g_00316
OG0000369	Prat.g_00324	Praa.g_00317
OG0000370	Prat.g_00325	Praa.g_00318
OG0000371	Prat.g_00326	Praa.g_00319
OG0000372	Prat.g_00328	Praa.g_00321
OG0000373	Prat.g_00330	Praa.g_00323
OG0000374	Prat.g_00331	Praa.g_00324
OG0000375	Prat.g_00332	Praa.g_00325
OG0000376	Prat.g_00334	Praa.g_00327
OG0000377	Prat.g_00340	Praa.g_00328
OG0000378	Prat.g_00341	Praa.g_00329
OG0000379	Prat.g_00348	Praa.g_00334
OG0000380	Prat.g_00350	Praa.g_00335
OG0000381	Prat.g_00351	Praa.g_00336
OG0000382	Prat.g_00352	Praa.g_00338
OG0000383	Prat.g_00355	Praa.g_00340
OG0000384	Prat.g_00356	Praa.g_00341
OG0000385	Prat.g_00359	Praa.g_00344
OG0000386	Prat.g_00360	Praa.g_00345
OG0000387	Prat.g_00361	Praa.g_00346
OG0000388	Prat.g_00362	Praa.g_00347
OG0000389	Prat.g_00363	Praa.g_00348
OG0000390	Prat.g_00364	Praa.g_00349
OG0000391	Prat.g_00365	Praa.g_00350
OG0000392	Prat.g_00366	Praa.g_00351
OG0000393	Prat.g_00369	Praa.g_00354
OG0000394	Prat.g_00370	Praa.g_00355
OG0000395	Prat.g_00373	Praa.g_00357
OG0000396	Prat.g_00985	Praa.g_00358
OG0000397	Prat.g_01203	Praa.g_00370
OG0000398	Prat.g_01469	Praa.g_00378
OG0000399	Prat.g_00671	Praa.g_00379
OG0000400	Prat.g_01656	Praa.g_00383
OG0000401	Prat.g_00390	Praa.g_00431
OG0000402	Prat.g_00391	Praa.g_00432
OG0000403	Prat.g_00392	Praa.g_00433
OG0000404	Prat.g_00395	Praa.g_00435
OG0000405	Prat.g_00396	Praa.g_00436
OG0000406	Prat.g_00398	Praa.g_00437
OG0000407	Prat.g_00399	Praa.g_00438
OG0000408	Prat.g_00400	Praa.g_00439
OG0000409	Prat.g_00401	Praa.g_00440
OG0000410	Prat.g_00403	Praa.g_00441
OG0000411	Prat.g_00404	Praa.g_00442
OG0000412	Prat.g_00405	Praa.g_00443
OG0000413	Prat.g_00406	Praa.g_00444
OG0000414	Prat.g_00407	Praa.g_00445
OG0000415	Prat.g_00408	Praa.g_00446
OG0000416	Prat.g_00410	Praa.g_00447
OG0000417	Prat.g_00411	Praa.g_00448
OG0000418	Prat.g_00412	Praa.g_00449
OG0000419	Prat.g_00413	Praa.g_00450
OG0000420	Prat.g_00414	Praa.g_00451
OG0000421	Prat.g_00415	Praa.g_00452
OG0000422	Prat.g_00417	Praa.g_00454
OG0000423	Prat.g_00418	Praa.g_00455
OG0000424	Prat.g_00419	Praa.g_00457
OG0000425	Prat.g_00424	Praa.g_00461
OG0000426	Prat.g_00425	Praa.g_00462
OG0000427	Prat.g_00426	Praa.g_00463
OG0000428	Prat.g_00428	Praa.g_00464
OG0000429	Prat.g_00429	Praa.g_00465
OG0000430	Prat.g_00430	Praa.g_00471
OG0000431	Prat.g_00432	Praa.g_00473
OG0000432	Prat.g_00433	Praa.g_00474
OG0000433	Prat.g_00436	Praa.g_00477
OG0000434	Prat.g_00438	Praa.g_00478
OG0000435	Prat.g_00439	Praa.g_00479
OG0000436	Prat.g_00441	Praa.g_00481
OG0000437	Prat.g_00443	Praa.g_00483
OG0000438	Prat.g_00444	Praa.g_00484
OG0000439	Prat.g_00445	Praa.g_00485
OG0000440	Prat.g_00447	Praa.g_00487
OG0000441	Prat.g_00448	Praa.g_00488
OG0000442	Prat.g_00449	Praa.g_00489
OG0000443	Prat.g_00450	Praa.g_00490
OG0000444	Prat.g_00451	Praa.g_00491
OG0000445	Prat.g_00453	Praa.g_00492
OG0000446	Prat.g_00454	Praa.g_00493
OG0000447	Prat.g_00455	Praa.g_00494
OG0000448	Prat.g_00456	Praa.g_00495
OG0000449	Prat.g_00463	Praa.g_00500
OG0000450	Prat.g_00464	Praa.g_00501
OG0000451	Prat.g_00465	Praa.g_00502
OG0000452	Prat.g_00466	Praa.g_00503
OG0000453	Prat.g_00468	Praa.g_00505
OG0000454	Prat.g_00469	Praa.g_00506
OG0000455	Prat.g_00470	Praa.g_00507
OG0000456	Prat.g_00471	Praa.g_00508
OG0000457	Prat.g_00473	Praa.g_00510
OG0000458	Prat.g_00475	Praa.g_00512
OG0000459	Prat.g_00476	Praa.g_00513
OG0000460	Prat.g_00478	Praa.g_00515
OG0000461	Prat.g_00479	Praa.g_00516
OG0000462	Prat.g_00480	Praa.g_00517
OG0000463	Prat.g_00482	Praa.g_00518
OG0000464	Prat.g_00486	Praa.g_00523
OG0000465	Prat.g_00487	Praa.g_00525
OG0000466	Prat.g_00488	Praa.g_00526
OG0000467	Prat.g_00489	Praa.g_00527
OG0000468	Prat.g_00490	Praa.g_00528
OG0000469	Prat.g_00491	Praa.g_00529
OG0000470	Prat.g_00492	Praa.g_00530
OG0000471	Prat.g_00493	Praa.g_00531
OG0000472	Prat.g_00496	Praa.g_00534
OG0000473	Prat.g_00497	Praa.g_00535
OG0000474	Prat.g_00498	Praa.g_00536
OG0000475	Prat.g_00499	Praa.g_00537
OG0000476	Prat.g_00500	Praa.g_00538
OG0000477	Prat.g_00501	Praa.g_00540
OG0000478	Prat.g_00502	Praa.g_00541
OG0000479	Prat.g_00503	Praa.g_00543
OG0000480	Prat.g_00505	Praa.g_00545
OG0000481	Prat.g_00506	Praa.g_00546
OG0000482	Prat.g_00507	Praa.g_00547
OG0000483	Prat.g_00508	Praa.g_00548
OG0000484	Prat.g_00509	Praa.g_00549
OG0000485	Prat.g_00510	Praa.g_00550
OG0000486	Prat.g_00511	Praa.g_00551
OG0000487	Prat.g_00512	Praa.g_00552
OG0000488	Prat.g_00515	Praa.g_00554
OG0000489	Prat.g_00516	Praa.g_00555
OG0000490	Prat.g_00517	Praa.g_00556
OG0000491	Prat.g_00518	Praa.g_00557
OG0000492	Prat.g_00519	Praa.g_00558
OG0000493	Prat.g_00520	Praa.g_00559
OG0000494	Prat.g_00522	Praa.g_00561
OG0000495	Prat.g_00523	Praa.g_00562
OG0000496	Prat.g_00525	Praa.g_00563
OG0000497	Prat.g_00527	Praa.g_00564
OG0000498	Prat.g_00528	Praa.g_00565
OG0000499	Prat.g_00530	Praa.g_00567
OG0000500	Prat.g_00531	Praa.g_00568
OG0000501	Prat.g_00533	Praa.g_00570
OG0000502	Prat.g_00534	Praa.g_00571
OG0000503	Prat.g_00536	Praa.g_00572
OG0000504	Prat.g_00537	Praa.g_00573
OG0000505	Prat.g_00538	Praa.g_00574
OG0000506	Prat.g_00539	Praa.g_00575
OG0000507	Prat.g_00540	Praa.g_00576
OG0000508	Prat.g_00542	Praa.g_00578
OG0000509	Prat.g_00543	Praa.g_00579
OG0000510	Prat.g_00544	Praa.g_00580
OG0000511	Prat.g_00545	Praa.g_00581
OG0000512	Prat.g_00546	Praa.g_00582
OG0000513	Prat.g_00547	Praa.g_00583
OG0000514	Prat.g_00548	Praa.g_00584
OG0000515	Prat.g_00549	Praa.g_00586
OG0000516	Prat.g_00550	Praa.g_00587
OG0000517	Prat.g_00551	Praa.g_00588
OG0000518	Prat.g_00553	Praa.g_00591
OG0000519	Prat.g_00554	Praa.g_00592
OG0000520	Prat.g_00555	Praa.g_00593
OG0000521	Prat.g_00556	Praa.g_00594
OG0000522	Prat.g_00557	Praa.g_00595
OG0000523	Prat.g_00558	Praa.g_00596
OG0000524	Prat.g_00559	Praa.g_00597
OG0000525	Prat.g_00561	Praa.g_00599
OG0000526	Prat.g_00562	Praa.g_00600
OG0000527	Prat.g_00563	Praa.g_00601
OG0000528	Prat.g_00564	Praa.g_00602
OG0000529	Prat.g_00565	Praa.g_00603
OG0000530	Prat.g_00566	Praa.g_00604
OG0000531	Prat.g_00568	Praa.g_00605
OG0000532	Prat.g_00569	Praa.g_00606
OG0000533	Prat.g_00570	Praa.g_00607
OG0000534	Prat.g_00571	Praa.g_00608
OG0000535	Prat.g_00572	Praa.g_00609
OG0000536	Prat.g_00573	Praa.g_00610
OG0000537	Prat.g_00574	Praa.g_00611
OG0000538	Prat.g_00575	Praa.g_00612
OG0000539	Prat.g_00576	Praa.g_00613
OG0000540	Prat.g_00577	Praa.g_00614
OG0000541	Prat.g_00579	Praa.g_00615
OG0000542	Prat.g_00580	Praa.g_00616
OG0000543	Prat.g_00581	Praa.g_00617
OG0000544	Prat.g_00582	Praa.g_00618
OG0000545	Prat.g_00584	Praa.g_00621
OG0000546	Prat.g_00585	Praa.g_00622
OG0000547	Prat.g_00587	Praa.g_00624
OG0000548	Prat.g_00589	Praa.g_00625
OG0000549	Prat.g_00590	Praa.g_00626
OG0000550	Prat.g_00591	Praa.g_00627
OG0000551	Prat.g_00592	Praa.g_00628
OG0000552	Prat.g_00593	Praa.g_00629
OG0000553	Prat.g_01097	Praa.g_00630
OG0000554	Prat.g_01095	Praa.g_00631
OG0000555	Prat.g_01094	Praa.g_00632
OG0000556	Prat.g_01093	Praa.g_00633
OG0000557	Prat.g_01091	Praa.g_00634
OG0000558	Prat.g_01090	Praa.g_00635
OG0000559	Prat.g_01089	Praa.g_00636
OG0000560	Prat.g_01087	Praa.g_00638
OG0000561	Prat.g_01086	Praa.g_00639
OG0000562	Prat.g_01084	Praa.g_00640
OG0000563	Prat.g_01083	Praa.g_00641
OG0000564	Prat.g_01082	Praa.g_00642
OG0000565	Prat.g_01081	Praa.g_00643
OG0000566	Prat.g_01080	Praa.g_00644
OG0000567	Prat.g_01079	Praa.g_00645
OG0000568	Prat.g_01078	Praa.g_00646
OG0000569	Prat.g_01077	Praa.g_00647
OG0000570	Prat.g_01076	Praa.g_00648
OG0000571	Prat.g_01075	Praa.g_00649
OG0000572	Prat.g_01074	Praa.g_00650
OG0000573	Prat.g_01071	Praa.g_00653
OG0000574	Prat.g_01070	Praa.g_00654
OG0000575	Prat.g_01069	Praa.g_00655
OG0000576	Prat.g_01068	Praa.g_00656
OG0000577	Prat.g_01067	Praa.g_00657
OG0000578	Prat.g_01066	Praa.g_00658
OG0000579	Prat.g_01065	Praa.g_00659
OG0000580	Prat.g_01064	Praa.g_00660
OG0000581	Prat.g_01063	Praa.g_00661
OG0000582	Prat.g_01062	Praa.g_00662
OG0000583	Prat.g_01061	Praa.g_00663
OG0000584	Prat.g_01059	Praa.g_00664
OG0000585	Prat.g_01058	Praa.g_00665
OG0000586	Prat.g_01056	Praa.g_00667
OG0000587	Prat.g_01055	Praa.g_00668
OG0000588	Prat.g_00744	Praa.g_00670
OG0000589	Prat.g_00745	Praa.g_00671
