Orthogroup	Prai	Praw
OG0000100	Prai.g_00310	Praw.g_00837
OG0000101	Prai.g_00369	Praw.g_00775
OG0000102	Prai.g_00393	Praw.g_00751
OG0000103	Prai.g_00506	Praw.g_00671
OG0000104	Prai.g_00510	Praw.g_00667
OG0000105	Prai.g_00529	Praw.g_00649
OG0000106	Prai.g_00560	Praw.g_00616
OG0000107	Prai.g_00561	Praw.g_00615
OG0000108	Prai.g_00571	Praw.g_00605
OG0000109	Prai.g_00580	Praw.g_00596
OG0000110	Prai.g_00597	Praw.g_00580
OG0000111	Prai.g_00680	Praw.g_01871
OG0000112	Prai.g_00681	Praw.g_01870
OG0000113	Prai.g_00770	Praw.g_01787
OG0000114	Prai.g_00850	Praw.g_01699
OG0000115	Prai.g_00989	Praw.g_01539
OG0000116	Prai.g_00985	Praw.g_01535
OG0000117	Prai.g_00921	Praw.g_01470
OG0000118	Prai.g_01107	Praw.g_01418
OG0000119	Prai.g_01146	Praw.g_00204
OG0000120	Prai.g_01177	Praw.g_00240
OG0000121	Prai.g_01197	Praw.g_00259
OG0000122	Prai.g_01217	Praw.g_00278
OG0000123	Prai.g_01230	Praw.g_00291
OG0000124	Prai.g_01238	Praw.g_00904
OG0000125	Prai.g_01347	Praw.g_00993
OG0000126	Prai.g_01370	Praw.g_01016
OG0000127	Prai.g_01450	Praw.g_01096
OG0000128	Prai.g_01464	Praw.g_01079, Praw.g_01080
OG0000129	Prai.g_01499	Praw.g_00374
OG0000130	Prai.g_01636	Praw.g_00513
OG0000131	Prai.g_01674	Praw.g_00551
OG0000132	Prai.g_01677	Praw.g_00554
OG0000133	Prai.g_01735	Praw.g_00137
OG0000134	Prai.g_01777	Praw.g_00101
OG0000135	Prai.g_01779	Praw.g_00099
OG0000136	Prai.g_01823	Praw.g_00055
OG0000137	Prai.g_01855	Praw.g_00022
OG0000138	Prai.g_01892	Praw.g_01180
OG0000139	Prai.g_01918	Praw.g_01153
OG0000140	Prai.g_00001	Praw.g_01135
OG0000141	Prai.g_00002	Praw.g_01134
OG0000142	Prai.g_00004	Praw.g_01132
OG0000143	Prai.g_00005	Praw.g_01131
OG0000144	Prai.g_00007	Praw.g_01129
OG0000145	Prai.g_00008	Praw.g_01128
OG0000146	Prai.g_00009	Praw.g_01127
OG0000147	Prai.g_00010	Praw.g_01126
OG0000148	Prai.g_00012	Praw.g_01124
OG0000149	Prai.g_00014	Praw.g_01414
OG0000150	Prai.g_00015	Praw.g_01413
OG0000151	Prai.g_00016	Praw.g_01412
OG0000152	Prai.g_00017	Praw.g_01411
OG0000153	Prai.g_00018	Praw.g_01410
OG0000154	Prai.g_00019	Praw.g_01409
OG0000155	Prai.g_00020	Praw.g_01408
OG0000156	Prai.g_00021	Praw.g_01407
OG0000157	Prai.g_00022	Praw.g_01406
OG0000158	Prai.g_00024	Praw.g_01404
OG0000159	Prai.g_00025	Praw.g_01403
OG0000160	Prai.g_00026	Praw.g_01402
OG0000161	Prai.g_00027	Praw.g_01401
OG0000162	Prai.g_00028	Praw.g_01400
OG0000163	Prai.g_00029	Praw.g_01399
OG0000164	Prai.g_00032	Praw.g_01396
OG0000165	Prai.g_00035	Praw.g_01393
OG0000166	Prai.g_00036	Praw.g_01392
OG0000167	Prai.g_00037	Praw.g_01391
OG0000168	Prai.g_00047	Praw.g_01388
OG0000169	Prai.g_00049	Praw.g_01386
OG0000170	Prai.g_00050	Praw.g_01385
OG0000171	Prai.g_00051	Praw.g_01384
OG0000172	Prai.g_00052	Praw.g_01383
OG0000173	Prai.g_00053	Praw.g_01382
OG0000174	Prai.g_00054	Praw.g_01381
OG0000175	Prai.g_00055	Praw.g_01380
OG0000176	Prai.g_00057	Praw.g_01378
OG0000177	Prai.g_00058	Praw.g_01377
OG0000178	Prai.g_00059	Praw.g_01376
OG0000179	Prai.g_00064	Praw.g_01370
OG0000180	Prai.g_00065	Praw.g_01369
OG0000181	Prai.g_00066	Praw.g_01368
OG0000182	Prai.g_00069	Praw.g_01365
OG0000183	Prai.g_00070	Praw.g_01364
OG0000184	Prai.g_00073	Praw.g_01361
OG0000185	Prai.g_00077	Praw.g_01357
OG0000186	Prai.g_00078	Praw.g_01356
OG0000187	Prai.g_00079	Praw.g_01355
OG0000188	Prai.g_00080	Praw.g_01354
OG0000189	Prai.g_00081	Praw.g_01353
OG0000190	Prai.g_00082	Praw.g_01352
OG0000191	Prai.g_00083	Praw.g_01351
OG0000192	Prai.g_00084	Praw.g_01350
OG0000193	Prai.g_00085	Praw.g_01349
OG0000194	Prai.g_00086	Praw.g_01348
OG0000195	Prai.g_00088	Praw.g_01346
OG0000196	Prai.g_00089	Praw.g_01345
OG0000197	Prai.g_00090	Praw.g_01344
OG0000198	Prai.g_00091	Praw.g_01343
OG0000199	Prai.g_00094	Praw.g_01341
OG0000200	Prai.g_00095	Praw.g_01340
OG0000201	Prai.g_00096	Praw.g_01339
OG0000202	Prai.g_00097	Praw.g_01338
OG0000203	Prai.g_00098	Praw.g_01337
OG0000204	Prai.g_00099	Praw.g_01336
OG0000205	Prai.g_00100	Praw.g_01335
OG0000206	Prai.g_00101	Praw.g_01334
OG0000207	Prai.g_00102	Praw.g_01333
OG0000208	Prai.g_00103	Praw.g_01332
OG0000209	Prai.g_00104	Praw.g_01331
OG0000210	Prai.g_00106	Praw.g_01329
OG0000211	Prai.g_00107	Praw.g_01328
OG0000212	Prai.g_00108	Praw.g_01327
OG0000213	Prai.g_00109	Praw.g_01326
OG0000214	Prai.g_00111	Praw.g_01324
OG0000215	Prai.g_00112	Praw.g_01323
OG0000216	Prai.g_00114	Praw.g_01321
OG0000217	Prai.g_00115	Praw.g_01320
OG0000218	Prai.g_00116	Praw.g_01319
OG0000219	Prai.g_00117	Praw.g_01318
OG0000220	Prai.g_00120	Praw.g_01315
OG0000221	Prai.g_00122	Praw.g_01313
OG0000222	Prai.g_00123	Praw.g_01312
OG0000223	Prai.g_00124	Praw.g_01311
OG0000224	Prai.g_00127	Praw.g_01308
OG0000225	Prai.g_00129	Praw.g_01306
OG0000226	Prai.g_00130	Praw.g_01305
OG0000227	Prai.g_00131	Praw.g_01304
OG0000228	Prai.g_00132	Praw.g_01303
OG0000229	Prai.g_00133	Praw.g_01302
OG0000230	Prai.g_00134	Praw.g_01301
OG0000231	Prai.g_00136	Praw.g_01299
OG0000232	Prai.g_00137	Praw.g_01298
OG0000233	Prai.g_00140	Praw.g_01295
OG0000234	Prai.g_00142	Praw.g_01293
OG0000235	Prai.g_00156	Praw.g_01290
OG0000236	Prai.g_00157	Praw.g_01289
OG0000237	Prai.g_00158	Praw.g_01288
OG0000238	Prai.g_00159	Praw.g_01287
OG0000239	Prai.g_00160	Praw.g_01286
OG0000240	Prai.g_00162	Praw.g_01284
OG0000241	Prai.g_00163	Praw.g_01283
OG0000242	Prai.g_00164	Praw.g_01282
OG0000243	Prai.g_00165	Praw.g_01281
OG0000244	Prai.g_00166	Praw.g_01280
OG0000245	Prai.g_00167	Praw.g_01279
OG0000246	Prai.g_00169	Praw.g_01277
OG0000247	Prai.g_00170	Praw.g_01276
OG0000248	Prai.g_00171	Praw.g_01275
OG0000249	Prai.g_00172	Praw.g_01274
OG0000250	Prai.g_00173	Praw.g_01273
OG0000251	Prai.g_00174	Praw.g_01272
OG0000252	Prai.g_00175	Praw.g_01271
OG0000253	Prai.g_00176	Praw.g_01270
OG0000254	Prai.g_00178	Praw.g_01268
OG0000255	Prai.g_00179	Praw.g_01267
OG0000256	Prai.g_00182	Praw.g_01264
OG0000257	Prai.g_00184	Praw.g_01262
OG0000258	Prai.g_00185	Praw.g_01261
OG0000259	Prai.g_00186	Praw.g_01260
OG0000260	Prai.g_00187	Praw.g_01259
OG0000261	Prai.g_00188	Praw.g_01258
OG0000262	Prai.g_00189	Praw.g_01257
OG0000263	Prai.g_00190	Praw.g_01256
OG0000264	Prai.g_00192	Praw.g_01254
OG0000265	Prai.g_00193	Praw.g_01253
OG0000266	Prai.g_00194	Praw.g_01252
OG0000267	Prai.g_00196	Praw.g_01250
OG0000268	Prai.g_00197	Praw.g_01249
OG0000269	Prai.g_00198	Praw.g_01248
OG0000270	Prai.g_00199	Praw.g_01247
OG0000271	Prai.g_00200	Praw.g_01246
OG0000272	Prai.g_00201	Praw.g_01245
OG0000273	Prai.g_00202	Praw.g_01244
OG0000274	Prai.g_00203	Praw.g_01243
OG0000275	Prai.g_00204	Praw.g_01242
OG0000276	Prai.g_00205	Praw.g_01241
OG0000277	Prai.g_00206	Praw.g_01240
OG0000278	Prai.g_00207	Praw.g_01239
OG0000279	Prai.g_00208	Praw.g_01238
OG0000280	Prai.g_00209	Praw.g_01237
OG0000281	Prai.g_00211	Praw.g_01235
OG0000282	Prai.g_00212	Praw.g_01234
OG0000283	Prai.g_00215	Praw.g_01231
OG0000284	Prai.g_00216	Praw.g_01230
OG0000285	Prai.g_00217	Praw.g_01229
OG0000286	Prai.g_00219	Praw.g_01227
OG0000287	Prai.g_00220	Praw.g_01226
OG0000288	Prai.g_00221	Praw.g_01225
OG0000289	Prai.g_00222	Praw.g_01224
OG0000290	Prai.g_00223	Praw.g_01223
OG0000291	Prai.g_00224	Praw.g_01222
OG0000292	Prai.g_00225	Praw.g_01221
OG0000293	Prai.g_00226	Praw.g_01220
OG0000294	Prai.g_00227	Praw.g_01219
OG0000295	Prai.g_00228	Praw.g_01218
OG0000296	Prai.g_00229	Praw.g_01217
OG0000297	Prai.g_00230	Praw.g_01216
OG0000298	Prai.g_00231	Praw.g_01215
OG0000299	Prai.g_00232	Praw.g_01214
OG0000300	Prai.g_00233	Praw.g_01213
OG0000301	Prai.g_00234	Praw.g_01212
OG0000302	Prai.g_00235	Praw.g_01211
OG0000303	Prai.g_00236	Praw.g_01210
OG0000304	Prai.g_00237	Praw.g_01209
OG0000305	Prai.g_00238	Praw.g_01208
OG0000306	Prai.g_00239	Praw.g_01207
OG0000307	Prai.g_00240	Praw.g_01206
OG0000308	Prai.g_00241	Praw.g_01205
OG0000309	Prai.g_00242	Praw.g_01204
OG0000310	Prai.g_00243	Praw.g_01203
OG0000311	Prai.g_00244	Praw.g_01202
OG0000312	Prai.g_00246	Praw.g_01200
OG0000313	Prai.g_00247	Praw.g_01199
OG0000314	Prai.g_00250	Praw.g_01196
OG0000315	Prai.g_00251	Praw.g_01195
OG0000316	Prai.g_00255	Praw.g_00891
OG0000317	Prai.g_00257	Praw.g_00889
OG0000318	Prai.g_00258	Praw.g_00888
OG0000319	Prai.g_00259	Praw.g_00887
OG0000320	Prai.g_00260	Praw.g_00886
OG0000321	Prai.g_00263	Praw.g_00883
OG0000322	Prai.g_00266	Praw.g_00880
OG0000323	Prai.g_00267	Praw.g_00879
OG0000324	Prai.g_00270	Praw.g_00876
OG0000325	Prai.g_00272	Praw.g_00875
OG0000326	Prai.g_00273	Praw.g_00874
OG0000327	Prai.g_00275	Praw.g_00872
OG0000328	Prai.g_00276	Praw.g_00871
OG0000329	Prai.g_00277	Praw.g_00870
OG0000330	Prai.g_00278	Praw.g_00869
OG0000331	Prai.g_00279	Praw.g_00868
OG0000332	Prai.g_00280	Praw.g_00867
OG0000333	Prai.g_00281	Praw.g_00866
OG0000334	Prai.g_00282	Praw.g_00865
OG0000335	Prai.g_00283	Praw.g_00864
OG0000336	Prai.g_00284	Praw.g_00863
OG0000337	Prai.g_00288	Praw.g_00859
OG0000338	Prai.g_00289	Praw.g_00858
OG0000339	Prai.g_00290	Praw.g_00857
OG0000340	Prai.g_00291	Praw.g_00856
OG0000341	Prai.g_00295	Praw.g_00852
OG0000342	Prai.g_00296	Praw.g_00851
OG0000343	Prai.g_00298	Praw.g_00849
OG0000344	Prai.g_00299	Praw.g_00848
OG0000345	Prai.g_00300	Praw.g_00847
OG0000346	Prai.g_00301	Praw.g_00846
OG0000347	Prai.g_00302	Praw.g_00845
OG0000348	Prai.g_00303	Praw.g_00844
OG0000349	Prai.g_00304	Praw.g_00843
OG0000350	Prai.g_00305	Praw.g_00842
OG0000351	Prai.g_00308	Praw.g_00839
OG0000352	Prai.g_00311	Praw.g_00836
OG0000353	Prai.g_00312	Praw.g_00835
OG0000354	Prai.g_00313	Praw.g_00834
OG0000355	Prai.g_00314	Praw.g_00833
OG0000356	Prai.g_00315	Praw.g_00832
OG0000357	Prai.g_00316	Praw.g_00831
OG0000358	Prai.g_00317	Praw.g_00830
OG0000359	Prai.g_00318	Praw.g_00829
OG0000360	Prai.g_00321	Praw.g_00826
OG0000361	Prai.g_00322	Praw.g_00825
OG0000362	Prai.g_00323	Praw.g_00824
OG0000363	Prai.g_00324	Praw.g_00823
OG0000364	Prai.g_00325	Praw.g_00822
OG0000365	Prai.g_00326	Praw.g_00821
OG0000366	Prai.g_00327	Praw.g_00820
OG0000367	Prai.g_00328	Praw.g_00819
OG0000368	Prai.g_00329	Praw.g_00818
OG0000369	Prai.g_00330	Praw.g_00817
OG0000370	Prai.g_00331	Praw.g_00816
OG0000371	Prai.g_00332	Praw.g_00815
OG0000372	Prai.g_00334	Praw.g_00813
OG0000373	Prai.g_00336	Praw.g_00811
OG0000374	Prai.g_00337	Praw.g_00810
OG0000375	Prai.g_00338	Praw.g_00809
OG0000376	Prai.g_00340	Praw.g_00807
OG0000377	Prai.g_00341	Praw.g_00806
OG0000378	Prai.g_00342	Praw.g_00805
OG0000379	Prai.g_00347	Praw.g_00796
OG0000380	Prai.g_00348	Praw.g_00795
OG0000381	Prai.g_00349	Praw.g_00794
OG0000382	Prai.g_00351	Praw.g_00792
OG0000383	Prai.g_00354	Praw.g_00790
OG0000384	Prai.g_00355	Praw.g_00789
OG0000385	Prai.g_00357	Praw.g_00787
OG0000386	Prai.g_00358	Praw.g_00786
OG0000387	Prai.g_00359	Praw.g_00785
OG0000388	Prai.g_00360	Praw.g_00784
OG0000389	Prai.g_00361	Praw.g_00783
OG0000390	Prai.g_00362	Praw.g_00782
OG0000391	Prai.g_00363	Praw.g_00781
OG0000392	Prai.g_00364	Praw.g_00780
OG0000393	Prai.g_00367	Praw.g_00777
OG0000394	Prai.g_00368	Praw.g_00776
OG0000395	Prai.g_00370	Praw.g_00774
OG0000396	Prai.g_00372	Praw.g_00773
OG0000397	Prai.g_00384	Praw.g_00761
OG0000398	Prai.g_00390	Praw.g_00754
OG0000399	Prai.g_00392	Praw.g_00753
OG0000400	Prai.g_00397	Praw.g_00748
OG0000401	Prai.g_00462	Praw.g_00716
OG0000402	Prai.g_00463	Praw.g_00715
OG0000403	Prai.g_00464	Praw.g_00714
OG0000404	Prai.g_00466	Praw.g_00712
OG0000405	Prai.g_00467	Praw.g_00711
OG0000406	Prai.g_00469	Praw.g_00709
OG0000407	Prai.g_00470	Praw.g_00708
OG0000408	Prai.g_00471	Praw.g_00707
OG0000409	Prai.g_00472	Praw.g_00706
OG0000410	Prai.g_00473	Praw.g_00705
OG0000411	Prai.g_00474	Praw.g_00704
OG0000412	Prai.g_00475	Praw.g_00703
OG0000413	Prai.g_00476	Praw.g_00702
OG0000414	Prai.g_00477	Praw.g_00701
OG0000415	Prai.g_00478	Praw.g_00700
OG0000416	Prai.g_00479	Praw.g_00699
OG0000417	Prai.g_00480	Praw.g_00698
OG0000418	Prai.g_00481	Praw.g_00697
OG0000419	Prai.g_00482	Praw.g_00696
OG0000420	Prai.g_00483	Praw.g_00695
OG0000421	Prai.g_00484	Praw.g_00694
OG0000422	Prai.g_00486	Praw.g_00692
OG0000423	Prai.g_00487	Praw.g_00691
OG0000424	Prai.g_00489	Praw.g_00689
OG0000425	Prai.g_00492	Praw.g_00686
OG0000426	Prai.g_00493	Praw.g_00685
OG0000427	Prai.g_00494	Praw.g_00684
OG0000428	Prai.g_00495	Praw.g_00683
OG0000429	Prai.g_00496	Praw.g_00682
OG0000430	Prai.g_00501	Praw.g_00676
OG0000431	Prai.g_00503	Praw.g_00674
OG0000432	Prai.g_00504	Praw.g_00673
OG0000433	Prai.g_00507	Praw.g_00670
OG0000434	Prai.g_00508	Praw.g_00669
OG0000435	Prai.g_00509	Praw.g_00668
OG0000436	Prai.g_00511	Praw.g_00666
OG0000437	Prai.g_00513	Praw.g_00665
OG0000438	Prai.g_00514	Praw.g_00664
OG0000439	Prai.g_00515	Praw.g_00663
OG0000440	Prai.g_00517	Praw.g_00661
OG0000441	Prai.g_00518	Praw.g_00660
OG0000442	Prai.g_00519	Praw.g_00659
OG0000443	Prai.g_00520	Praw.g_00658
OG0000444	Prai.g_00521	Praw.g_00657
OG0000445	Prai.g_00522	Praw.g_00656
OG0000446	Prai.g_00523	Praw.g_00655
OG0000447	Prai.g_00524	Praw.g_00654
OG0000448	Prai.g_00525	Praw.g_00653
OG0000449	Prai.g_00530	Praw.g_00648
OG0000450	Prai.g_00531	Praw.g_00647
OG0000451	Prai.g_00532	Praw.g_00646
OG0000452	Prai.g_00533	Praw.g_00645
OG0000453	Prai.g_00535	Praw.g_00643
OG0000454	Prai.g_00536	Praw.g_00642
OG0000455	Prai.g_00537	Praw.g_00641
OG0000456	Prai.g_00538	Praw.g_00640
OG0000457	Prai.g_00540	Praw.g_00638
OG0000458	Prai.g_00542	Praw.g_00636
OG0000459	Prai.g_00543	Praw.g_00635
OG0000460	Prai.g_00544	Praw.g_00633
OG0000461	Prai.g_00545	Praw.g_00632
OG0000462	Prai.g_00546	Praw.g_00631
OG0000463	Prai.g_00547	Praw.g_00630
OG0000464	Prai.g_00552	Praw.g_00625
OG0000465	Prai.g_00553	Praw.g_00623
OG0000466	Prai.g_00554	Praw.g_00622
OG0000467	Prai.g_00555	Praw.g_00621
OG0000468	Prai.g_00556	Praw.g_00620
OG0000469	Prai.g_00557	Praw.g_00619
OG0000470	Prai.g_00558	Praw.g_00618
OG0000471	Prai.g_00559	Praw.g_00617
OG0000472	Prai.g_00562	Praw.g_00614
OG0000473	Prai.g_00563	Praw.g_00613
OG0000474	Prai.g_00564	Praw.g_00612
OG0000475	Prai.g_00565	Praw.g_00611
OG0000476	Prai.g_00566	Praw.g_00610
OG0000477	Prai.g_00568	Praw.g_00608
OG0000478	Prai.g_00569	Praw.g_00607
OG0000479	Prai.g_00570	Praw.g_00606
OG0000480	Prai.g_00572	Praw.g_00604
OG0000481	Prai.g_00573	Praw.g_00603
OG0000482	Prai.g_00574	Praw.g_00602
OG0000483	Prai.g_00575	Praw.g_00601
OG0000484	Prai.g_00576	Praw.g_00600
OG0000485	Prai.g_00577	Praw.g_00599
OG0000486	Prai.g_00578	Praw.g_00598
OG0000487	Prai.g_00579	Praw.g_00597
OG0000488	Prai.g_00581	Praw.g_00595
OG0000489	Prai.g_00582	Praw.g_00594
OG0000490	Prai.g_00583	Praw.g_00593
OG0000491	Prai.g_00584	Praw.g_00592
OG0000492	Prai.g_00585	Praw.g_00591
OG0000493	Prai.g_00586	Praw.g_00590
OG0000494	Prai.g_00588	Praw.g_00588
OG0000495	Prai.g_00589	Praw.g_00587
OG0000496	Prai.g_00590	Praw.g_00586
OG0000497	Prai.g_00592	Praw.g_00585
OG0000498	Prai.g_00593	Praw.g_00584
OG0000499	Prai.g_00595	Praw.g_00582
OG0000500	Prai.g_00596	Praw.g_00581
OG0000501	Prai.g_00598	Praw.g_00579
OG0000502	Prai.g_00599	Praw.g_00578
OG0000503	Prai.g_00600	Praw.g_00577
OG0000504	Prai.g_00601	Praw.g_00576
OG0000505	Prai.g_00602	Praw.g_00575
OG0000506	Prai.g_00603	Praw.g_01922
OG0000507	Prai.g_00604	Praw.g_01923
OG0000508	Prai.g_00606	Praw.g_01925
OG0000509	Prai.g_00607	Praw.g_01926
OG0000510	Prai.g_00608	Praw.g_01927
OG0000511	Prai.g_00609	Praw.g_01928
OG0000512	Prai.g_00610	Praw.g_01929
OG0000513	Prai.g_00611	Praw.g_01930
OG0000514	Prai.g_00612	Praw.g_01931
OG0000515	Prai.g_00614	Praw.g_01933
OG0000516	Prai.g_00615	Praw.g_01934
OG0000517	Prai.g_00616	Praw.g_01935
OG0000518	Prai.g_00619	Praw.g_01937
OG0000519	Prai.g_00620	Praw.g_01938
OG0000520	Prai.g_00621	Praw.g_01939
OG0000521	Prai.g_00622	Praw.g_01940
OG0000522	Prai.g_00623	Praw.g_01941
OG0000523	Prai.g_00624	Praw.g_01942
OG0000524	Prai.g_00625	Praw.g_01943
OG0000525	Prai.g_00627	Praw.g_01945
OG0000526	Prai.g_00628	Praw.g_01946
OG0000527	Prai.g_00629	Praw.g_01947
OG0000528	Prai.g_00630	Praw.g_01948
OG0000529	Prai.g_00631	Praw.g_01949
OG0000530	Prai.g_00632	Praw.g_00140
OG0000531	Prai.g_00633	Praw.g_00141
OG0000532	Prai.g_00634	Praw.g_00142
OG0000533	Prai.g_00635	Praw.g_00143
OG0000534	Prai.g_00636	Praw.g_00144
OG0000535	Prai.g_00637	Praw.g_00145
OG0000536	Prai.g_00638	Praw.g_00146
OG0000537	Prai.g_00639	Praw.g_00147
OG0000538	Prai.g_00640	Praw.g_00148
OG0000539	Prai.g_00641	Praw.g_00149
OG0000540	Prai.g_00642	Praw.g_00150
OG0000541	Prai.g_00643	Praw.g_00151
OG0000542	Prai.g_00644	Praw.g_00152
OG0000543	Prai.g_00645	Praw.g_00153
OG0000544	Prai.g_00646	Praw.g_00154
OG0000545	Prai.g_00650	Praw.g_00157
OG0000546	Prai.g_00651	Praw.g_00158
OG0000547	Prai.g_00653	Praw.g_00160
OG0000548	Prai.g_00654	Praw.g_00161
OG0000549	Prai.g_00655	Praw.g_00162
OG0000550	Prai.g_00656	Praw.g_00163
OG0000551	Prai.g_00657	Praw.g_00164
OG0000552	Prai.g_00658	Praw.g_00165
OG0000553	Prai.g_00659	Praw.g_00166
OG0000554	Prai.g_00660	Praw.g_00167
OG0000555	Prai.g_00661	Praw.g_00168
OG0000556	Prai.g_00662	Praw.g_00169
OG0000557	Prai.g_00663	Praw.g_01888
OG0000558	Prai.g_00664	Praw.g_01887
OG0000559	Prai.g_00665	Praw.g_01886
OG0000560	Prai.g_00667	Praw.g_01884
OG0000561	Prai.g_00668	Praw.g_01883
OG0000562	Prai.g_00669	Praw.g_01882
OG0000563	Prai.g_00670	Praw.g_01881
OG0000564	Prai.g_00671	Praw.g_01880
OG0000565	Prai.g_00672	Praw.g_01879
OG0000566	Prai.g_00673	Praw.g_01878
OG0000567	Prai.g_00674	Praw.g_01877
OG0000568	Prai.g_00675	Praw.g_01876
OG0000569	Prai.g_00676	Praw.g_01875
OG0000570	Prai.g_00677	Praw.g_01874
OG0000571	Prai.g_00678	Praw.g_01873
OG0000572	Prai.g_00679	Praw.g_01872
