Orthogroup	Prai	Prbe
OG0000105	Prai.g_00529	Prbe.g_00633
OG0000106	Prai.g_00560	Prbe.g_00603
OG0000107	Prai.g_00561	Prbe.g_00602
OG0000108	Prai.g_00571	Prbe.g_00592
OG0000109	Prai.g_00580	Prbe.g_00583
OG0000110	Prai.g_00597	Prbe.g_00566
OG0000111	Prai.g_00680	Prbe.g_01468
OG0000112	Prai.g_00681	Prbe.g_01467
OG0000113	Prai.g_00770	Prbe.g_01417
OG0000114	Prai.g_00850	Prbe.g_01220
OG0000115	Prai.g_00989	Prbe.g_01350
OG0000116	Prai.g_00985	Prbe.g_01354
OG0000117	Prai.g_00921	Prbe.g_01300
OG0000118	Prai.g_01107	Prbe.g_01594
OG0000119	Prai.g_01146	Prbe.g_00044
OG0000120	Prai.g_01177	Prbe.g_01543
OG0000121	Prai.g_01197	Prbe.g_01520
OG0000122	Prai.g_01217	Prbe.g_01500
OG0000123	Prai.g_01230	Prbe.g_00501
OG0000124	Prai.g_01238	Prbe.g_00215
OG0000125	Prai.g_01347	Prbe.g_00880
OG0000126	Prai.g_01370	Prbe.g_00373
OG0000127	Prai.g_01450	Prbe.g_00323
OG0000128	Prai.g_01464	Prbe.g_00310
OG0000129	Prai.g_01499	Prbe.g_00274
OG0000130	Prai.g_01636	Prbe.g_00988
OG0000131	Prai.g_01674	Prbe.g_00949
OG0000132	Prai.g_01677	Prbe.g_00946
OG0000133	Prai.g_01735	Prbe.g_01088
OG0000134	Prai.g_01777	Prbe.g_00842
OG0000135	Prai.g_01779	Prbe.g_00840
OG0000136	Prai.g_01823	Prbe.g_00790
OG0000137	Prai.g_01855	Prbe.g_00746
OG0000138	Prai.g_01892	Prbe.g_01158
OG0000139	Prai.g_01918	Prbe.g_01189
OG0000140	Prai.g_00001	Prbe.g_01066
OG0000141	Prai.g_00002	Prbe.g_01067
OG0000142	Prai.g_00004	Prbe.g_01069
OG0000143	Prai.g_00005	Prbe.g_01070
OG0000144	Prai.g_00007	Prbe.g_01072
OG0000145	Prai.g_00008	Prbe.g_01073
OG0000146	Prai.g_00009	Prbe.g_01074
OG0000147	Prai.g_00010	Prbe.g_01075
OG0000148	Prai.g_00012	Prbe.g_01077
OG0000149	Prai.g_00014	Prbe.g_00114
OG0000150	Prai.g_00015	Prbe.g_00115
OG0000151	Prai.g_00016	Prbe.g_00116
OG0000152	Prai.g_00017	Prbe.g_00117
OG0000153	Prai.g_00018	Prbe.g_00118
OG0000154	Prai.g_00019	Prbe.g_00119
OG0000155	Prai.g_00020	Prbe.g_00120
OG0000156	Prai.g_00021	Prbe.g_00121
OG0000157	Prai.g_00022	Prbe.g_00122
OG0000158	Prai.g_00024	Prbe.g_00124
OG0000159	Prai.g_00025	Prbe.g_00125
OG0000160	Prai.g_00026	Prbe.g_00126
OG0000161	Prai.g_00027	Prbe.g_00127
OG0000162	Prai.g_00028	Prbe.g_00128
OG0000163	Prai.g_00029	Prbe.g_00130
OG0000164	Prai.g_00032	Prbe.g_00133
OG0000165	Prai.g_00035	Prbe.g_00136
OG0000166	Prai.g_00036	Prbe.g_00137
OG0000167	Prai.g_00037	Prbe.g_00138
OG0000168	Prai.g_00047	Prbe.g_00140
OG0000169	Prai.g_00049	Prbe.g_00142
OG0000170	Prai.g_00050	Prbe.g_00144
OG0000171	Prai.g_00051	Prbe.g_00145
OG0000172	Prai.g_00052	Prbe.g_00146
OG0000173	Prai.g_00053	Prbe.g_00149
OG0000174	Prai.g_00054	Prbe.g_00150
OG0000175	Prai.g_00055	Prbe.g_00151
OG0000176	Prai.g_00057	Prbe.g_00153
OG0000177	Prai.g_00058	Prbe.g_00154
OG0000178	Prai.g_00059	Prbe.g_00156
OG0000179	Prai.g_00064	Prbe.g_00168
OG0000180	Prai.g_00065	Prbe.g_00169
OG0000181	Prai.g_00066	Prbe.g_00170
OG0000182	Prai.g_00069	Prbe.g_00174
OG0000183	Prai.g_00070	Prbe.g_00175
OG0000184	Prai.g_00073	Prbe.g_00178
OG0000185	Prai.g_00077	Prbe.g_00182
OG0000186	Prai.g_00078	Prbe.g_00183
OG0000187	Prai.g_00079	Prbe.g_00066
OG0000188	Prai.g_00080	Prbe.g_00184
OG0000189	Prai.g_00081	Prbe.g_00185
OG0000190	Prai.g_00082	Prbe.g_00186
OG0000191	Prai.g_00083	Prbe.g_00187
OG0000192	Prai.g_00084	Prbe.g_00188
OG0000193	Prai.g_00085	Prbe.g_00189
OG0000194	Prai.g_00086	Prbe.g_00190
OG0000195	Prai.g_00088	Prbe.g_00192
OG0000196	Prai.g_00089	Prbe.g_00193
OG0000197	Prai.g_00090	Prbe.g_01630
OG0000198	Prai.g_00091	Prbe.g_01631
OG0000199	Prai.g_00094	Prbe.g_01634
OG0000200	Prai.g_00095	Prbe.g_01635
OG0000201	Prai.g_00096	Prbe.g_01636
OG0000202	Prai.g_00097	Prbe.g_01638
OG0000203	Prai.g_00098	Prbe.g_01639
OG0000204	Prai.g_00099	Prbe.g_01640
OG0000205	Prai.g_00100	Prbe.g_01642
OG0000206	Prai.g_00101	Prbe.g_01643
OG0000207	Prai.g_00102	Prbe.g_01644
OG0000208	Prai.g_00103	Prbe.g_01645
OG0000209	Prai.g_00104	Prbe.g_01646
OG0000210	Prai.g_00106	Prbe.g_01647
OG0000211	Prai.g_00107	Prbe.g_01649
OG0000212	Prai.g_00108	Prbe.g_01650
OG0000213	Prai.g_00109	Prbe.g_01651
OG0000214	Prai.g_00111	Prbe.g_01655
OG0000215	Prai.g_00112	Prbe.g_01656
OG0000216	Prai.g_00114	Prbe.g_01658
OG0000217	Prai.g_00115	Prbe.g_01659
OG0000218	Prai.g_00116	Prbe.g_01660
OG0000219	Prai.g_00117	Prbe.g_01661
OG0000220	Prai.g_00120	Prbe.g_01664
OG0000221	Prai.g_00122	Prbe.g_01667
OG0000222	Prai.g_00123	Prbe.g_01668
OG0000223	Prai.g_00124	Prbe.g_01669
OG0000224	Prai.g_00127	Prbe.g_01671
OG0000225	Prai.g_00129	Prbe.g_01673
OG0000226	Prai.g_00130	Prbe.g_01675
OG0000227	Prai.g_00131	Prbe.g_01676
OG0000228	Prai.g_00132	Prbe.g_01677
OG0000229	Prai.g_00133	Prbe.g_01678
OG0000230	Prai.g_00134	Prbe.g_01679
OG0000231	Prai.g_00136	Prbe.g_01412
OG0000232	Prai.g_00137	Prbe.g_01681
OG0000233	Prai.g_00140	Prbe.g_01684
OG0000234	Prai.g_00142	Prbe.g_01686
OG0000235	Prai.g_00156	Prbe.g_01692
OG0000236	Prai.g_00157	Prbe.g_01693
OG0000237	Prai.g_00158	Prbe.g_01694
OG0000238	Prai.g_00159	Prbe.g_01695
OG0000239	Prai.g_00160	Prbe.g_01696
OG0000240	Prai.g_00162	Prbe.g_01698
OG0000241	Prai.g_00163	Prbe.g_01699
OG0000242	Prai.g_00164	Prbe.g_01700
OG0000243	Prai.g_00165	Prbe.g_01701
OG0000244	Prai.g_00166	Prbe.g_01702
OG0000245	Prai.g_00167	Prbe.g_01704
OG0000246	Prai.g_00169	Prbe.g_01706
OG0000247	Prai.g_00170	Prbe.g_01707
OG0000248	Prai.g_00171	Prbe.g_01708
OG0000249	Prai.g_00172	Prbe.g_01709
OG0000250	Prai.g_00173	Prbe.g_01710
OG0000251	Prai.g_00174	Prbe.g_01711
OG0000252	Prai.g_00175	Prbe.g_01712
OG0000253	Prai.g_00176	Prbe.g_01713
OG0000254	Prai.g_00178	Prbe.g_01715
OG0000255	Prai.g_00179	Prbe.g_01716
OG0000256	Prai.g_00182	Prbe.g_01719
OG0000257	Prai.g_00184	Prbe.g_01721
OG0000258	Prai.g_00185	Prbe.g_01722
OG0000259	Prai.g_00186	Prbe.g_01723
OG0000260	Prai.g_00187	Prbe.g_01724
OG0000261	Prai.g_00188	Prbe.g_01725
OG0000262	Prai.g_00189	Prbe.g_01726
OG0000263	Prai.g_00190	Prbe.g_01727
OG0000264	Prai.g_00192	Prbe.g_01729
OG0000265	Prai.g_00193	Prbe.g_01730
OG0000266	Prai.g_00194	Prbe.g_01731
OG0000267	Prai.g_00196	Prbe.g_01733
OG0000268	Prai.g_00197	Prbe.g_01735
OG0000269	Prai.g_00198	Prbe.g_01736
OG0000270	Prai.g_00199	Prbe.g_01737
OG0000271	Prai.g_00200	Prbe.g_01738
OG0000272	Prai.g_00201	Prbe.g_01739
OG0000273	Prai.g_00202	Prbe.g_01740
OG0000274	Prai.g_00203	Prbe.g_01741
OG0000275	Prai.g_00204	Prbe.g_01742
OG0000276	Prai.g_00205	Prbe.g_01743
OG0000277	Prai.g_00206	Prbe.g_01744
OG0000278	Prai.g_00207	Prbe.g_01745
OG0000279	Prai.g_00208	Prbe.g_01746
OG0000280	Prai.g_00209	Prbe.g_01747
OG0000281	Prai.g_00211	Prbe.g_01749
OG0000282	Prai.g_00212	Prbe.g_01750
OG0000283	Prai.g_00215	Prbe.g_01753
OG0000284	Prai.g_00216	Prbe.g_01754
OG0000285	Prai.g_00217	Prbe.g_01755
OG0000286	Prai.g_00219	Prbe.g_01757
OG0000287	Prai.g_00220	Prbe.g_01759
OG0000288	Prai.g_00221	Prbe.g_01760
OG0000289	Prai.g_00222	Prbe.g_01761
OG0000290	Prai.g_00223	Prbe.g_01762
OG0000291	Prai.g_00224	Prbe.g_01763
OG0000292	Prai.g_00225	Prbe.g_01764
OG0000293	Prai.g_00226	Prbe.g_01765
OG0000294	Prai.g_00227	Prbe.g_01766
OG0000295	Prai.g_00228	Prbe.g_01767
OG0000296	Prai.g_00229	Prbe.g_01768
OG0000297	Prai.g_00230	Prbe.g_01769
OG0000298	Prai.g_00231	Prbe.g_01770
OG0000299	Prai.g_00232	Prbe.g_01771
OG0000300	Prai.g_00233	Prbe.g_01772
OG0000301	Prai.g_00234	Prbe.g_01773
OG0000302	Prai.g_00235	Prbe.g_01774
OG0000303	Prai.g_00236	Prbe.g_01775
OG0000304	Prai.g_00237	Prbe.g_01777
OG0000305	Prai.g_00238	Prbe.g_01778
OG0000306	Prai.g_00239	Prbe.g_01779
OG0000307	Prai.g_00240	Prbe.g_01781
OG0000308	Prai.g_00241	Prbe.g_01782
OG0000309	Prai.g_00242	Prbe.g_01783
OG0000310	Prai.g_00243	Prbe.g_01784
OG0000311	Prai.g_00244	Prbe.g_01785
OG0000312	Prai.g_00246	Prbe.g_01787
OG0000313	Prai.g_00247	Prbe.g_01788
OG0000314	Prai.g_00250	Prbe.g_01792
OG0000315	Prai.g_00251	Prbe.g_01793
OG0000316	Prai.g_00255	Prbe.g_01795
OG0000317	Prai.g_00257	Prbe.g_01797
OG0000318	Prai.g_00258	Prbe.g_01798
OG0000319	Prai.g_00259	Prbe.g_01799
OG0000320	Prai.g_00260	Prbe.g_01800
OG0000321	Prai.g_00263	Prbe.g_01803
OG0000322	Prai.g_00266	Prbe.g_01807
OG0000323	Prai.g_00267	Prbe.g_01808
OG0000324	Prai.g_00270	Prbe.g_01811
OG0000325	Prai.g_00272	Prbe.g_01812
OG0000326	Prai.g_00273	Prbe.g_01813
OG0000327	Prai.g_00275	Prbe.g_01815
OG0000328	Prai.g_00276	Prbe.g_01816
OG0000329	Prai.g_00277	Prbe.g_01817
OG0000330	Prai.g_00278	Prbe.g_01818
OG0000331	Prai.g_00279	Prbe.g_01820
OG0000332	Prai.g_00280	Prbe.g_01821
OG0000333	Prai.g_00281	Prbe.g_01822
OG0000334	Prai.g_00282	Prbe.g_01823
OG0000335	Prai.g_00283	Prbe.g_01824
OG0000336	Prai.g_00284	Prbe.g_01826
OG0000337	Prai.g_00288	Prbe.g_01829
OG0000338	Prai.g_00289	Prbe.g_01830
OG0000339	Prai.g_00290	Prbe.g_01831
OG0000340	Prai.g_00291	Prbe.g_01832
OG0000341	Prai.g_00295	Prbe.g_01836
OG0000342	Prai.g_00296	Prbe.g_01837
OG0000343	Prai.g_00298	Prbe.g_01840
OG0000344	Prai.g_00299	Prbe.g_01841
OG0000345	Prai.g_00300	Prbe.g_01842
OG0000346	Prai.g_00301	Prbe.g_01843
OG0000347	Prai.g_00302	Prbe.g_01844
OG0000348	Prai.g_00303	Prbe.g_01846
OG0000349	Prai.g_00304	Prbe.g_01847
OG0000350	Prai.g_00305	Prbe.g_01848
OG0000351	Prai.g_00308	Prbe.g_01850
OG0000352	Prai.g_00311	Prbe.g_01853
OG0000353	Prai.g_00312	Prbe.g_01854
OG0000354	Prai.g_00313	Prbe.g_01855
OG0000355	Prai.g_00314	Prbe.g_01856
OG0000356	Prai.g_00315	Prbe.g_01857
OG0000357	Prai.g_00316	Prbe.g_01858
OG0000358	Prai.g_00317	Prbe.g_01859
OG0000359	Prai.g_00318	Prbe.g_01860
OG0000360	Prai.g_00321	Prbe.g_01862
OG0000361	Prai.g_00322	Prbe.g_01863
OG0000362	Prai.g_00323	Prbe.g_01864
OG0000363	Prai.g_00324	Prbe.g_01865
OG0000364	Prai.g_00325	Prbe.g_01866
OG0000365	Prai.g_00326	Prbe.g_01867
OG0000366	Prai.g_00327	Prbe.g_01868
OG0000367	Prai.g_00328	Prbe.g_01869
OG0000368	Prai.g_00329	Prbe.g_01870
OG0000369	Prai.g_00330	Prbe.g_01871
OG0000370	Prai.g_00331	Prbe.g_01872
OG0000371	Prai.g_00332	Prbe.g_01873
OG0000372	Prai.g_00334	Prbe.g_01874
OG0000373	Prai.g_00336	Prbe.g_01876
OG0000374	Prai.g_00337	Prbe.g_01877
OG0000375	Prai.g_00338	Prbe.g_01878
OG0000376	Prai.g_00340	Prbe.g_01879
OG0000377	Prai.g_00341	Prbe.g_01885
OG0000378	Prai.g_00342	Prbe.g_01886
OG0000379	Prai.g_00347	Prbe.g_01892
OG0000380	Prai.g_00348	Prbe.g_01894
OG0000381	Prai.g_00349	Prbe.g_01895
OG0000382	Prai.g_00351	Prbe.g_01896
OG0000383	Prai.g_00354	Prbe.g_01899
OG0000384	Prai.g_00355	Prbe.g_01900
OG0000385	Prai.g_00357	Prbe.g_01903
OG0000386	Prai.g_00358	Prbe.g_01904
OG0000387	Prai.g_00359	Prbe.g_01905
OG0000388	Prai.g_00360	Prbe.g_01906
OG0000389	Prai.g_00361	Prbe.g_01907
OG0000390	Prai.g_00362	Prbe.g_01908
OG0000391	Prai.g_00363	Prbe.g_01909
OG0000392	Prai.g_00364	Prbe.g_01910
OG0000393	Prai.g_00367	Prbe.g_01914
OG0000394	Prai.g_00368	Prbe.g_01915
OG0000395	Prai.g_00370	Prbe.g_01918
OG0000396	Prai.g_00372	Prbe.g_01277
OG0000397	Prai.g_00384	Prbe.g_01593
OG0000398	Prai.g_00390	Prbe.g_01033
OG0000399	Prai.g_00392	Prbe.g_01588
OG0000400	Prai.g_00397	Prbe.g_00921
OG0000401	Prai.g_00462	Prbe.g_01929
OG0000402	Prai.g_00463	Prbe.g_01930
OG0000403	Prai.g_00464	Prbe.g_01931
OG0000404	Prai.g_00466	Prbe.g_01933
OG0000405	Prai.g_00467	Prbe.g_01934
OG0000406	Prai.g_00469	Prbe.g_01936
OG0000407	Prai.g_00470	Prbe.g_01937
OG0000408	Prai.g_00471	Prbe.g_01938
OG0000409	Prai.g_00472	Prbe.g_01939
OG0000410	Prai.g_00473	Prbe.g_01940
OG0000411	Prai.g_00474	Prbe.g_01941
OG0000412	Prai.g_00475	Prbe.g_01942
OG0000413	Prai.g_00476	Prbe.g_01943
OG0000414	Prai.g_00477	Prbe.g_01944
OG0000415	Prai.g_00478	Prbe.g_01945
OG0000416	Prai.g_00479	Prbe.g_01946
OG0000417	Prai.g_00480	Prbe.g_01947
OG0000418	Prai.g_00481	Prbe.g_01948
OG0000419	Prai.g_00482	Prbe.g_01949
OG0000420	Prai.g_00483	Prbe.g_01950
OG0000421	Prai.g_00484	Prbe.g_00676
OG0000422	Prai.g_00486	Prbe.g_00674
OG0000423	Prai.g_00487	Prbe.g_00673
OG0000424	Prai.g_00489	Prbe.g_00672
OG0000425	Prai.g_00492	Prbe.g_00668
OG0000426	Prai.g_00493	Prbe.g_00667
OG0000427	Prai.g_00494	Prbe.g_00666
OG0000428	Prai.g_00495	Prbe.g_00664
OG0000429	Prai.g_00496	Prbe.g_00663
OG0000430	Prai.g_00501	Prbe.g_00662
OG0000431	Prai.g_00503	Prbe.g_00660
OG0000432	Prai.g_00504	Prbe.g_00659
OG0000433	Prai.g_00507	Prbe.g_00656
OG0000434	Prai.g_00508	Prbe.g_00655
OG0000435	Prai.g_00509	Prbe.g_00654
OG0000436	Prai.g_00511	Prbe.g_00652
OG0000437	Prai.g_00513	Prbe.g_00650
OG0000438	Prai.g_00514	Prbe.g_00649
OG0000439	Prai.g_00515	Prbe.g_00648
OG0000440	Prai.g_00517	Prbe.g_00646
OG0000441	Prai.g_00518	Prbe.g_00645
OG0000442	Prai.g_00519	Prbe.g_00644
OG0000443	Prai.g_00520	Prbe.g_00643
OG0000444	Prai.g_00521	Prbe.g_00642
OG0000445	Prai.g_00522	Prbe.g_00641
OG0000446	Prai.g_00523	Prbe.g_00640
OG0000447	Prai.g_00524	Prbe.g_00639
OG0000448	Prai.g_00525	Prbe.g_00638
OG0000449	Prai.g_00530	Prbe.g_00632
OG0000450	Prai.g_00531	Prbe.g_00631
OG0000451	Prai.g_00532	Prbe.g_00630
OG0000452	Prai.g_00533	Prbe.g_00629
OG0000453	Prai.g_00535	Prbe.g_00628
OG0000454	Prai.g_00536	Prbe.g_00627
OG0000455	Prai.g_00537	Prbe.g_00626
OG0000456	Prai.g_00538	Prbe.g_00625
OG0000457	Prai.g_00540	Prbe.g_00623
OG0000458	Prai.g_00542	Prbe.g_00621
OG0000459	Prai.g_00543	Prbe.g_00620
OG0000460	Prai.g_00544	Prbe.g_00618
OG0000461	Prai.g_00545	Prbe.g_00617
OG0000462	Prai.g_00546	Prbe.g_00616
OG0000463	Prai.g_00547	Prbe.g_00615
OG0000464	Prai.g_00552	Prbe.g_00611
OG0000465	Prai.g_00553	Prbe.g_00610
OG0000466	Prai.g_00554	Prbe.g_00609
OG0000467	Prai.g_00555	Prbe.g_00608
OG0000468	Prai.g_00556	Prbe.g_00607
OG0000469	Prai.g_00557	Prbe.g_00606
OG0000470	Prai.g_00558	Prbe.g_00605
OG0000471	Prai.g_00559	Prbe.g_00604
OG0000472	Prai.g_00562	Prbe.g_00601
OG0000473	Prai.g_00563	Prbe.g_00600
OG0000474	Prai.g_00564	Prbe.g_00599
OG0000475	Prai.g_00565	Prbe.g_00598
OG0000476	Prai.g_00566	Prbe.g_00597
OG0000477	Prai.g_00568	Prbe.g_00595
OG0000478	Prai.g_00569	Prbe.g_00594
OG0000479	Prai.g_00570	Prbe.g_00593
OG0000480	Prai.g_00572	Prbe.g_00591
OG0000481	Prai.g_00573	Prbe.g_00590
OG0000482	Prai.g_00574	Prbe.g_00589
OG0000483	Prai.g_00575	Prbe.g_00588
OG0000484	Prai.g_00576	Prbe.g_00587
OG0000485	Prai.g_00577	Prbe.g_00586
OG0000486	Prai.g_00578	Prbe.g_00585
OG0000487	Prai.g_00579	Prbe.g_00584
OG0000488	Prai.g_00581	Prbe.g_00582
OG0000489	Prai.g_00582	Prbe.g_00581
OG0000490	Prai.g_00583	Prbe.g_00580
OG0000491	Prai.g_00584	Prbe.g_00579
OG0000492	Prai.g_00585	Prbe.g_00578
OG0000493	Prai.g_00586	Prbe.g_00577
OG0000494	Prai.g_00588	Prbe.g_00576
OG0000495	Prai.g_00589	Prbe.g_00575
OG0000496	Prai.g_00590	Prbe.g_00573
OG0000497	Prai.g_00592	Prbe.g_00571
OG0000498	Prai.g_00593	Prbe.g_00570
OG0000499	Prai.g_00595	Prbe.g_00568
OG0000500	Prai.g_00596	Prbe.g_00567
OG0000501	Prai.g_00598	Prbe.g_00565
OG0000502	Prai.g_00599	Prbe.g_00564
OG0000503	Prai.g_00600	Prbe.g_00563
OG0000504	Prai.g_00601	Prbe.g_00562
OG0000505	Prai.g_00602	Prbe.g_00561
OG0000506	Prai.g_00603	Prbe.g_00560
OG0000507	Prai.g_00604	Prbe.g_00559
OG0000508	Prai.g_00606	Prbe.g_00557
OG0000509	Prai.g_00607	Prbe.g_00556
OG0000510	Prai.g_00608	Prbe.g_00555
OG0000511	Prai.g_00609	Prbe.g_00554
OG0000512	Prai.g_00610	Prbe.g_00553
OG0000513	Prai.g_00611	Prbe.g_00552
OG0000514	Prai.g_00612	Prbe.g_00551
OG0000515	Prai.g_00614	Prbe.g_00548
OG0000516	Prai.g_00615	Prbe.g_00547
OG0000517	Prai.g_00616	Prbe.g_00546
OG0000518	Prai.g_00619	Prbe.g_00543
OG0000519	Prai.g_00620	Prbe.g_00542
OG0000520	Prai.g_00621	Prbe.g_00541
OG0000521	Prai.g_00622	Prbe.g_00540
OG0000522	Prai.g_00623	Prbe.g_00539
OG0000523	Prai.g_00624	Prbe.g_00538
OG0000524	Prai.g_00625	Prbe.g_00537
OG0000525	Prai.g_00627	Prbe.g_00535
OG0000526	Prai.g_00628	Prbe.g_00534
OG0000527	Prai.g_00629	Prbe.g_00533
OG0000528	Prai.g_00630	Prbe.g_00532
OG0000529	Prai.g_00631	Prbe.g_00531
OG0000530	Prai.g_00632	Prbe.g_00530
OG0000531	Prai.g_00633	Prbe.g_00528
OG0000532	Prai.g_00634	Prbe.g_00527
OG0000533	Prai.g_00635	Prbe.g_00526
OG0000534	Prai.g_00636	Prbe.g_00525
OG0000535	Prai.g_00637	Prbe.g_00524
OG0000536	Prai.g_00638	Prbe.g_00523
OG0000537	Prai.g_00639	Prbe.g_00522
OG0000538	Prai.g_00640	Prbe.g_00521
OG0000539	Prai.g_00641	Prbe.g_00520
OG0000540	Prai.g_00642	Prbe.g_00519
OG0000541	Prai.g_00643	Prbe.g_00518
OG0000542	Prai.g_00644	Prbe.g_00517
OG0000543	Prai.g_00645	Prbe.g_00516
OG0000544	Prai.g_00646	Prbe.g_00515
OG0000545	Prai.g_00650	Prbe.g_00513
OG0000546	Prai.g_00651	Prbe.g_00512
OG0000547	Prai.g_00653	Prbe.g_00510
OG0000548	Prai.g_00654	Prbe.g_00508
OG0000549	Prai.g_00655	Prbe.g_00507
OG0000550	Prai.g_00656	Prbe.g_00506
OG0000551	Prai.g_00657	Prbe.g_00504
OG0000552	Prai.g_00658	Prbe.g_00503
OG0000553	Prai.g_00659	Prbe.g_01490
OG0000554	Prai.g_00660	Prbe.g_01489
OG0000555	Prai.g_00661	Prbe.g_01488
OG0000556	Prai.g_00662	Prbe.g_01487
OG0000557	Prai.g_00663	Prbe.g_01486
OG0000558	Prai.g_00664	Prbe.g_01485
OG0000559	Prai.g_00665	Prbe.g_01484
OG0000560	Prai.g_00667	Prbe.g_01482
OG0000561	Prai.g_00668	Prbe.g_01481
OG0000562	Prai.g_00669	Prbe.g_01479
