Orthogroup	Prai	Prav
OG0000078	Prai.g_01393	Prav.g_01514
OG0000079	Prai.g_01540	Prav.g_01551, Prav.g_01656
OG0000080	Prai.g_01270	Prav.g_01705
OG0000081	Prai.g_01812	Prav.g_00663
OG0000082	Prai.g_01901	Prav.g_00751
OG0000083	Prai.g_00003	Prav.g_00789
OG0000084	Prai.g_00006	Prav.g_00792
OG0000085	Prai.g_00023	Prav.g_00091
OG0000086	Prai.g_00046	Prav.g_00110
OG0000087	Prai.g_00056	Prav.g_00120
OG0000088	Prai.g_00113	Prav.g_00178
OG0000089	Prai.g_00121	Prav.g_00186
OG0000090	Prai.g_00139	Prav.g_00204
OG0000091	Prai.g_00180	Prav.g_00869
OG0000092	Prai.g_00181	Prav.g_00868
OG0000093	Prai.g_00195	Prav.g_00854
OG0000094	Prai.g_00213	Prav.g_00836
OG0000095	Prai.g_00218	Prav.g_00831
OG0000096	Prai.g_00264	Prav.g_01898
OG0000097	Prai.g_00287, Prai.g_00286	Prav.g_01920
OG0000098	Prai.g_00297	Prav.g_01930
OG0000099	Prai.g_00307, Prai.g_00741	Prav.g_01940
OG0000100	Prai.g_00310	Prav.g_01943
OG0000101	Prai.g_00369	Prav.g_00976
OG0000102	Prai.g_00393	Prav.g_00999
OG0000103	Prai.g_00506	Prav.g_01074
OG0000104	Prai.g_00510	Prav.g_01078
OG0000105	Prai.g_00529	Prav.g_01097
OG0000106	Prai.g_00560	Prav.g_01130
OG0000107	Prai.g_00561	Prav.g_01131
OG0000108	Prai.g_00571	Prav.g_01141, Prav.g_00954
OG0000109	Prai.g_00580	Prav.g_01150
OG0000110	Prai.g_00597	Prav.g_01166
OG0000111	Prai.g_00680	Prav.g_01249
OG0000112	Prai.g_00681	Prav.g_01250
OG0000113	Prai.g_00770	Prav.g_00328
OG0000114	Prai.g_00850	Prav.g_00395
OG0000115	Prai.g_00989	Prav.g_00556
OG0000116	Prai.g_00985	Prav.g_00560
OG0000117	Prai.g_00921	Prav.g_00930
OG0000118	Prai.g_01107	Prav.g_00261
OG0000119	Prai.g_01146	Prav.g_00036
OG0000120	Prai.g_01177	Prav.g_00071
OG0000121	Prai.g_01197	Prav.g_01856
OG0000122	Prai.g_01217	Prav.g_01837, Prav.g_00955
OG0000123	Prai.g_01230	Prav.g_01824
OG0000124	Prai.g_01238	Prav.g_02003
OG0000125	Prai.g_01347	Prav.g_01450
OG0000126	Prai.g_01370	Prav.g_01473
OG0000127	Prai.g_01450	Prav.g_01565
OG0000128	Prai.g_01464	Prav.g_01579
OG0000129	Prai.g_01499	Prav.g_01615
OG0000130	Prai.g_01636	Prav.g_01759
OG0000131	Prai.g_01674	Prav.g_01797
OG0000132	Prai.g_01677	Prav.g_01800
OG0000133	Prai.g_01735	Prav.g_00591
OG0000134	Prai.g_01777	Prav.g_00627
OG0000135	Prai.g_01779	Prav.g_00629
OG0000136	Prai.g_01823	Prav.g_00674
OG0000137	Prai.g_01855	Prav.g_00706
OG0000138	Prai.g_01892	Prav.g_00741
OG0000139	Prai.g_01918	Prav.g_00768
OG0000140	Prai.g_00001	Prav.g_00787
OG0000141	Prai.g_00002	Prav.g_00788
OG0000142	Prai.g_00004	Prav.g_00790
OG0000143	Prai.g_00005	Prav.g_00791
OG0000144	Prai.g_00007	Prav.g_00793
OG0000145	Prai.g_00008	Prav.g_00794
OG0000146	Prai.g_00009	Prav.g_00795
OG0000147	Prai.g_00010	Prav.g_00078
OG0000148	Prai.g_00012	Prav.g_00080
OG0000149	Prai.g_00014	Prav.g_00082
OG0000150	Prai.g_00015	Prav.g_00083
OG0000151	Prai.g_00016	Prav.g_00084
OG0000152	Prai.g_00017	Prav.g_00085
OG0000153	Prai.g_00018	Prav.g_00086
OG0000154	Prai.g_00019	Prav.g_00087
OG0000155	Prai.g_00020	Prav.g_00088
OG0000156	Prai.g_00021	Prav.g_00089
OG0000157	Prai.g_00022	Prav.g_00090
OG0000158	Prai.g_00024	Prav.g_00092
OG0000159	Prai.g_00025	Prav.g_00093
OG0000160	Prai.g_00026	Prav.g_00094
OG0000161	Prai.g_00027	Prav.g_00095
OG0000162	Prai.g_00028	Prav.g_00096
OG0000163	Prai.g_00029	Prav.g_00097
OG0000164	Prai.g_00032	Prav.g_00100
OG0000165	Prai.g_00035	Prav.g_00103
OG0000166	Prai.g_00036	Prav.g_00104
OG0000167	Prai.g_00037	Prav.g_00105
OG0000168	Prai.g_00047	Prav.g_00111
OG0000169	Prai.g_00049	Prav.g_00113
OG0000170	Prai.g_00050	Prav.g_00114
OG0000171	Prai.g_00051	Prav.g_00115
OG0000172	Prai.g_00052	Prav.g_00116
OG0000173	Prai.g_00053	Prav.g_00117
OG0000174	Prai.g_00054	Prav.g_00118
OG0000175	Prai.g_00055	Prav.g_00119
OG0000176	Prai.g_00057	Prav.g_00121
OG0000177	Prai.g_00058	Prav.g_00122
OG0000178	Prai.g_00059	Prav.g_00123
OG0000179	Prai.g_00064	Prav.g_00129
OG0000180	Prai.g_00065	Prav.g_00130
OG0000181	Prai.g_00066	Prav.g_00131
OG0000182	Prai.g_00069	Prav.g_00134
OG0000183	Prai.g_00070	Prav.g_00135
OG0000184	Prai.g_00073	Prav.g_00138
OG0000185	Prai.g_00077	Prav.g_00142
OG0000186	Prai.g_00078	Prav.g_00143
OG0000187	Prai.g_00079	Prav.g_00144
OG0000188	Prai.g_00080	Prav.g_00145
OG0000189	Prai.g_00081	Prav.g_00146
OG0000190	Prai.g_00082	Prav.g_00147
OG0000191	Prai.g_00083	Prav.g_00148
OG0000192	Prai.g_00084	Prav.g_00149
OG0000193	Prai.g_00085	Prav.g_00150
OG0000194	Prai.g_00086	Prav.g_00151
OG0000195	Prai.g_00088	Prav.g_00153
OG0000196	Prai.g_00089	Prav.g_00154
OG0000197	Prai.g_00090	Prav.g_00155
OG0000198	Prai.g_00091	Prav.g_00156
OG0000199	Prai.g_00094	Prav.g_00159
OG0000200	Prai.g_00095	Prav.g_00160
OG0000201	Prai.g_00096	Prav.g_00161
OG0000202	Prai.g_00097	Prav.g_00162
OG0000203	Prai.g_00098	Prav.g_00163
OG0000204	Prai.g_00099	Prav.g_00164
OG0000205	Prai.g_00100	Prav.g_00165
OG0000206	Prai.g_00101	Prav.g_00166
OG0000207	Prai.g_00102	Prav.g_00167
OG0000208	Prai.g_00103	Prav.g_00168
OG0000209	Prai.g_00104	Prav.g_00169
OG0000210	Prai.g_00106	Prav.g_00171
OG0000211	Prai.g_00107	Prav.g_00172
OG0000212	Prai.g_00108	Prav.g_00173
OG0000213	Prai.g_00109	Prav.g_00174
OG0000214	Prai.g_00111	Prav.g_00176
OG0000215	Prai.g_00112	Prav.g_00177
OG0000216	Prai.g_00114	Prav.g_00179
OG0000217	Prai.g_00115	Prav.g_00180
OG0000218	Prai.g_00116	Prav.g_00181
OG0000219	Prai.g_00117	Prav.g_00182
OG0000220	Prai.g_00120	Prav.g_00185
OG0000221	Prai.g_00122	Prav.g_00187
OG0000222	Prai.g_00123	Prav.g_00188
OG0000223	Prai.g_00124	Prav.g_00189
OG0000224	Prai.g_00127	Prav.g_00192
OG0000225	Prai.g_00129	Prav.g_00194
OG0000226	Prai.g_00130	Prav.g_00195
OG0000227	Prai.g_00131	Prav.g_00196
OG0000228	Prai.g_00132	Prav.g_00197
OG0000229	Prai.g_00133	Prav.g_00198
OG0000230	Prai.g_00134	Prav.g_00199
OG0000231	Prai.g_00136	Prav.g_00201
OG0000232	Prai.g_00137	Prav.g_00202
OG0000233	Prai.g_00140	Prav.g_00205
OG0000234	Prai.g_00142	Prav.g_00207
OG0000235	Prai.g_00156	Prav.g_00212
OG0000236	Prai.g_00157	Prav.g_00213
OG0000237	Prai.g_00158	Prav.g_00214
OG0000238	Prai.g_00159	Prav.g_00215
OG0000239	Prai.g_00160	Prav.g_00216
OG0000240	Prai.g_00162	Prav.g_00887
OG0000241	Prai.g_00163	Prav.g_00886
OG0000242	Prai.g_00164	Prav.g_00885
OG0000243	Prai.g_00165	Prav.g_00884
OG0000244	Prai.g_00166	Prav.g_00883
OG0000245	Prai.g_00167	Prav.g_00882
OG0000246	Prai.g_00169	Prav.g_00880
OG0000247	Prai.g_00170	Prav.g_00879
OG0000248	Prai.g_00171	Prav.g_00878
OG0000249	Prai.g_00172	Prav.g_00877
OG0000250	Prai.g_00173	Prav.g_00876
OG0000251	Prai.g_00174	Prav.g_00875
OG0000252	Prai.g_00175	Prav.g_00874
OG0000253	Prai.g_00176	Prav.g_00873
OG0000254	Prai.g_00178	Prav.g_00871
OG0000255	Prai.g_00179	Prav.g_00870
OG0000256	Prai.g_00182	Prav.g_00867
OG0000257	Prai.g_00184	Prav.g_00865
OG0000258	Prai.g_00185	Prav.g_00864
OG0000259	Prai.g_00186	Prav.g_00863
OG0000260	Prai.g_00187	Prav.g_00862
OG0000261	Prai.g_00188	Prav.g_00861
OG0000262	Prai.g_00189	Prav.g_00860
OG0000263	Prai.g_00190	Prav.g_00859
OG0000264	Prai.g_00192	Prav.g_00857
OG0000265	Prai.g_00193	Prav.g_00856
OG0000266	Prai.g_00194	Prav.g_00855
OG0000267	Prai.g_00196	Prav.g_00853
OG0000268	Prai.g_00197	Prav.g_00852
OG0000269	Prai.g_00198	Prav.g_00851
OG0000270	Prai.g_00199	Prav.g_00850
OG0000271	Prai.g_00200	Prav.g_00849
OG0000272	Prai.g_00201	Prav.g_00848
OG0000273	Prai.g_00202	Prav.g_00847
OG0000274	Prai.g_00203	Prav.g_00846
OG0000275	Prai.g_00204	Prav.g_00845
OG0000276	Prai.g_00205	Prav.g_00844
OG0000277	Prai.g_00206	Prav.g_00843
OG0000278	Prai.g_00207	Prav.g_00842
OG0000279	Prai.g_00208	Prav.g_00841
OG0000280	Prai.g_00209	Prav.g_00840
OG0000281	Prai.g_00211	Prav.g_00838
OG0000282	Prai.g_00212	Prav.g_00837
OG0000283	Prai.g_00215	Prav.g_00834
OG0000284	Prai.g_00216	Prav.g_00833
OG0000285	Prai.g_00217	Prav.g_00832
OG0000286	Prai.g_00219	Prav.g_00830
OG0000287	Prai.g_00220	Prav.g_00829
OG0000288	Prai.g_00221	Prav.g_00828
OG0000289	Prai.g_00222	Prav.g_00827
OG0000290	Prai.g_00223	Prav.g_00826
OG0000291	Prai.g_00224	Prav.g_00825
OG0000292	Prai.g_00225	Prav.g_00824
OG0000293	Prai.g_00226	Prav.g_00823
OG0000294	Prai.g_00227	Prav.g_00822
OG0000295	Prai.g_00228	Prav.g_00821
OG0000296	Prai.g_00229	Prav.g_00820
OG0000297	Prai.g_00230	Prav.g_00819
OG0000298	Prai.g_00231	Prav.g_00818
OG0000299	Prai.g_00232	Prav.g_00817
OG0000300	Prai.g_00233	Prav.g_00816
OG0000301	Prai.g_00234	Prav.g_00815
OG0000302	Prai.g_00235	Prav.g_00814
OG0000303	Prai.g_00236	Prav.g_00813
OG0000304	Prai.g_00237	Prav.g_00812
OG0000305	Prai.g_00238	Prav.g_00811
OG0000306	Prai.g_00239	Prav.g_00810
OG0000307	Prai.g_00240	Prav.g_00809
OG0000308	Prai.g_00241	Prav.g_00808
OG0000309	Prai.g_00242	Prav.g_00807
OG0000310	Prai.g_00243	Prav.g_00806
OG0000311	Prai.g_00244	Prav.g_00805
OG0000312	Prai.g_00246	Prav.g_00803
OG0000313	Prai.g_00247	Prav.g_00802
OG0000314	Prai.g_00250	Prav.g_00799
OG0000315	Prai.g_00251	Prav.g_00798
OG0000316	Prai.g_00255	Prav.g_01889
OG0000317	Prai.g_00257	Prav.g_01891
OG0000318	Prai.g_00258	Prav.g_01892
OG0000319	Prai.g_00259	Prav.g_01893
OG0000320	Prai.g_00260	Prav.g_01894
OG0000321	Prai.g_00263	Prav.g_01897
OG0000322	Prai.g_00266	Prav.g_01900
OG0000323	Prai.g_00267	Prav.g_01901
OG0000324	Prai.g_00270	Prav.g_01904
OG0000325	Prai.g_00272	Prav.g_01906
OG0000326	Prai.g_00273	Prav.g_01907
OG0000327	Prai.g_00275	Prav.g_01909
OG0000328	Prai.g_00276	Prav.g_01910
OG0000329	Prai.g_00277	Prav.g_01911
OG0000330	Prai.g_00278	Prav.g_01912
OG0000331	Prai.g_00279	Prav.g_01913
OG0000332	Prai.g_00280	Prav.g_01914
OG0000333	Prai.g_00281	Prav.g_01915
OG0000334	Prai.g_00282	Prav.g_01916
OG0000335	Prai.g_00283	Prav.g_01917
OG0000336	Prai.g_00284	Prav.g_01918
OG0000337	Prai.g_00288	Prav.g_01921
OG0000338	Prai.g_00289	Prav.g_01922
OG0000339	Prai.g_00290	Prav.g_01923
OG0000340	Prai.g_00291	Prav.g_01924
OG0000341	Prai.g_00295	Prav.g_01928
OG0000342	Prai.g_00296	Prav.g_01929
OG0000343	Prai.g_00298	Prav.g_01931
OG0000344	Prai.g_00299	Prav.g_01932
OG0000345	Prai.g_00300	Prav.g_01933
OG0000346	Prai.g_00301	Prav.g_01934
OG0000347	Prai.g_00302	Prav.g_01935
OG0000348	Prai.g_00303	Prav.g_01936
OG0000349	Prai.g_00304	Prav.g_01937
OG0000350	Prai.g_00305	Prav.g_01938
OG0000351	Prai.g_00308	Prav.g_01941
OG0000352	Prai.g_00311	Prav.g_01944
OG0000353	Prai.g_00312	Prav.g_01945
OG0000354	Prai.g_00313	Prav.g_01946
OG0000355	Prai.g_00314	Prav.g_01947
OG0000356	Prai.g_00315	Prav.g_01948
OG0000357	Prai.g_00316	Prav.g_01949
OG0000358	Prai.g_00317	Prav.g_01950
OG0000359	Prai.g_00318	Prav.g_01951
OG0000360	Prai.g_00321	Prav.g_01954
OG0000361	Prai.g_00322	Prav.g_01955
OG0000362	Prai.g_00323	Prav.g_01956
OG0000363	Prai.g_00324	Prav.g_01957
OG0000364	Prai.g_00325	Prav.g_01958
OG0000365	Prai.g_00326	Prav.g_01959
OG0000366	Prai.g_00327	Prav.g_01960
OG0000367	Prai.g_00328	Prav.g_01961
OG0000368	Prai.g_00329	Prav.g_01962
OG0000369	Prai.g_00330	Prav.g_01963
OG0000370	Prai.g_00331	Prav.g_01964
OG0000371	Prai.g_00332	Prav.g_01965
OG0000372	Prai.g_00334	Prav.g_01967
OG0000373	Prai.g_00336	Prav.g_01969
OG0000374	Prai.g_00337	Prav.g_01970
OG0000375	Prai.g_00338	Prav.g_01971
OG0000376	Prai.g_00340	Prav.g_01973
OG0000377	Prai.g_00341	Prav.g_01974
OG0000378	Prai.g_00342	Prav.g_01975
OG0000379	Prai.g_00347	Prav.g_01980
OG0000380	Prai.g_00348	Prav.g_01981
OG0000381	Prai.g_00349	Prav.g_01982
OG0000382	Prai.g_00351	Prav.g_01984
OG0000383	Prai.g_00354	Prav.g_01987
OG0000384	Prai.g_00355	Prav.g_01988
OG0000385	Prai.g_00357	Prav.g_01991
OG0000386	Prai.g_00358	Prav.g_01992
OG0000387	Prai.g_00359	Prav.g_01993
OG0000388	Prai.g_00360	Prav.g_01994
OG0000389	Prai.g_00361	Prav.g_01995
OG0000390	Prai.g_00362	Prav.g_01996
OG0000391	Prai.g_00363	Prav.g_01997
OG0000392	Prai.g_00364	Prav.g_01998
OG0000393	Prai.g_00367	Prav.g_00974
OG0000394	Prai.g_00368	Prav.g_00975
OG0000395	Prai.g_00370	Prav.g_00977
OG0000396	Prai.g_00372	Prav.g_00978
OG0000397	Prai.g_00384	Prav.g_00990
OG0000398	Prai.g_00390	Prav.g_00996
OG0000399	Prai.g_00392	Prav.g_00997
OG0000400	Prai.g_00397	Prav.g_01001
OG0000401	Prai.g_00462	Prav.g_01030
OG0000402	Prai.g_00463	Prav.g_01031
OG0000403	Prai.g_00464	Prav.g_01032
OG0000404	Prai.g_00466	Prav.g_01034
OG0000405	Prai.g_00467	Prav.g_01035
OG0000406	Prai.g_00469	Prav.g_01037
OG0000407	Prai.g_00470	Prav.g_01038
OG0000408	Prai.g_00471	Prav.g_01039
OG0000409	Prai.g_00472	Prav.g_01040
OG0000410	Prai.g_00473	Prav.g_01041
OG0000411	Prai.g_00474	Prav.g_01042
OG0000412	Prai.g_00475	Prav.g_01043
OG0000413	Prai.g_00476	Prav.g_01044
OG0000414	Prai.g_00477	Prav.g_01045
OG0000415	Prai.g_00478	Prav.g_01046
OG0000416	Prai.g_00479	Prav.g_01047
OG0000417	Prai.g_00480	Prav.g_01048
OG0000418	Prai.g_00481	Prav.g_01049
OG0000419	Prai.g_00482	Prav.g_01050
OG0000420	Prai.g_00483	Prav.g_01051
OG0000421	Prai.g_00484	Prav.g_01052
OG0000422	Prai.g_00486	Prav.g_01053
OG0000423	Prai.g_00487	Prav.g_01054
OG0000424	Prai.g_00489	Prav.g_01056
OG0000425	Prai.g_00492	Prav.g_01059
OG0000426	Prai.g_00493	Prav.g_01060
OG0000427	Prai.g_00494	Prav.g_01061
OG0000428	Prai.g_00495	Prav.g_01062
OG0000429	Prai.g_00496	Prav.g_01063
OG0000430	Prai.g_00501	Prav.g_01069
OG0000431	Prai.g_00503	Prav.g_01071
OG0000432	Prai.g_00504	Prav.g_01072
OG0000433	Prai.g_00507	Prav.g_01075
OG0000434	Prai.g_00508	Prav.g_01076
OG0000435	Prai.g_00509	Prav.g_01077
OG0000436	Prai.g_00511	Prav.g_01079
OG0000437	Prai.g_00513	Prav.g_01081
OG0000438	Prai.g_00514	Prav.g_01082
OG0000439	Prai.g_00515	Prav.g_01083
OG0000440	Prai.g_00517	Prav.g_01085
OG0000441	Prai.g_00518	Prav.g_01086
OG0000442	Prai.g_00519	Prav.g_01087
OG0000443	Prai.g_00520	Prav.g_01088
OG0000444	Prai.g_00521	Prav.g_01089
OG0000445	Prai.g_00522	Prav.g_01090
OG0000446	Prai.g_00523	Prav.g_01091
OG0000447	Prai.g_00524	Prav.g_01092
OG0000448	Prai.g_00525	Prav.g_01093
OG0000449	Prai.g_00530	Prav.g_01098
OG0000450	Prai.g_00531	Prav.g_01099
OG0000451	Prai.g_00532	Prav.g_01100
OG0000452	Prai.g_00533	Prav.g_01101
OG0000453	Prai.g_00535	Prav.g_01103
OG0000454	Prai.g_00536	Prav.g_01104
OG0000455	Prai.g_00537	Prav.g_01105
OG0000456	Prai.g_00538	Prav.g_01106
OG0000457	Prai.g_00540	Prav.g_01108
OG0000458	Prai.g_00542	Prav.g_01110
OG0000459	Prai.g_00543	Prav.g_01111
OG0000460	Prai.g_00544	Prav.g_01113
OG0000461	Prai.g_00545	Prav.g_01114
OG0000462	Prai.g_00546	Prav.g_01115
OG0000463	Prai.g_00547	Prav.g_01116
OG0000464	Prai.g_00552	Prav.g_01121
OG0000465	Prai.g_00553	Prav.g_01123
OG0000466	Prai.g_00554	Prav.g_01124
OG0000467	Prai.g_00555	Prav.g_01125
OG0000468	Prai.g_00556	Prav.g_01126
OG0000469	Prai.g_00557	Prav.g_01127
OG0000470	Prai.g_00558	Prav.g_01128
OG0000471	Prai.g_00559	Prav.g_01129
OG0000472	Prai.g_00562	Prav.g_01132
OG0000473	Prai.g_00563	Prav.g_01133
OG0000474	Prai.g_00564	Prav.g_01134
OG0000475	Prai.g_00565	Prav.g_01135
OG0000476	Prai.g_00566	Prav.g_01136
OG0000477	Prai.g_00568	Prav.g_01138
OG0000478	Prai.g_00569	Prav.g_01139
OG0000479	Prai.g_00570	Prav.g_01140
OG0000480	Prai.g_00572	Prav.g_01142
OG0000481	Prai.g_00573	Prav.g_01143
OG0000482	Prai.g_00574	Prav.g_01144
OG0000483	Prai.g_00575	Prav.g_01145
OG0000484	Prai.g_00576	Prav.g_01146
OG0000485	Prai.g_00577	Prav.g_01147
OG0000486	Prai.g_00578	Prav.g_01148
OG0000487	Prai.g_00579	Prav.g_01149
OG0000488	Prai.g_00581	Prav.g_01151
OG0000489	Prai.g_00582	Prav.g_01152
OG0000490	Prai.g_00583	Prav.g_01153
OG0000491	Prai.g_00584	Prav.g_01154
OG0000492	Prai.g_00585	Prav.g_01155
OG0000493	Prai.g_00586	Prav.g_01156
OG0000494	Prai.g_00588	Prav.g_01158
OG0000495	Prai.g_00589	Prav.g_01159
OG0000496	Prai.g_00590	Prav.g_01160
OG0000497	Prai.g_00592	Prav.g_01161
OG0000498	Prai.g_00593	Prav.g_01162
OG0000499	Prai.g_00595	Prav.g_01164
OG0000500	Prai.g_00596	Prav.g_01165
OG0000501	Prai.g_00598	Prav.g_01167
OG0000502	Prai.g_00599	Prav.g_01168
OG0000503	Prai.g_00600	Prav.g_01169
OG0000504	Prai.g_00601	Prav.g_01170
OG0000505	Prai.g_00602	Prav.g_01171
OG0000506	Prai.g_00603	Prav.g_01172
OG0000507	Prai.g_00604	Prav.g_01173
OG0000508	Prai.g_00606	Prav.g_01175
OG0000509	Prai.g_00607	Prav.g_01176
OG0000510	Prai.g_00608	Prav.g_01177
OG0000511	Prai.g_00609	Prav.g_01178
OG0000512	Prai.g_00610	Prav.g_01179
OG0000513	Prai.g_00611	Prav.g_01180
OG0000514	Prai.g_00612	Prav.g_01181
OG0000515	Prai.g_00614	Prav.g_01183
OG0000516	Prai.g_00615	Prav.g_01184
OG0000517	Prai.g_00616	Prav.g_01185
OG0000518	Prai.g_00619	Prav.g_01187
OG0000519	Prai.g_00620	Prav.g_01188
OG0000520	Prai.g_00621	Prav.g_01189
OG0000521	Prai.g_00622	Prav.g_01190
OG0000522	Prai.g_00623	Prav.g_01191
OG0000523	Prai.g_00624	Prav.g_01192
OG0000524	Prai.g_00625	Prav.g_01193
OG0000525	Prai.g_00627	Prav.g_01195
OG0000526	Prai.g_00628	Prav.g_01196
OG0000527	Prai.g_00629	Prav.g_01197
OG0000528	Prai.g_00630	Prav.g_01198
OG0000529	Prai.g_00631	Prav.g_01199
OG0000530	Prai.g_00632	Prav.g_01200
OG0000531	Prai.g_00633	Prav.g_01201
OG0000532	Prai.g_00634	Prav.g_01202
OG0000533	Prai.g_00635	Prav.g_01203
OG0000534	Prai.g_00636	Prav.g_01204
OG0000535	Prai.g_00637	Prav.g_01205
OG0000536	Prai.g_00638	Prav.g_01206
OG0000537	Prai.g_00639	Prav.g_01207
OG0000538	Prai.g_00640	Prav.g_01208
OG0000539	Prai.g_00641	Prav.g_01209
OG0000540	Prai.g_00642	Prav.g_01210
OG0000541	Prai.g_00643	Prav.g_01211
OG0000542	Prai.g_00644	Prav.g_01212
OG0000543	Prai.g_00645	Prav.g_01213
OG0000544	Prai.g_00646	Prav.g_01214
OG0000545	Prai.g_00650	Prav.g_01219
OG0000546	Prai.g_00651	Prav.g_01220
OG0000547	Prai.g_00653	Prav.g_01222
OG0000548	Prai.g_00654	Prav.g_01223
OG0000549	Prai.g_00655	Prav.g_01224
OG0000550	Prai.g_00656	Prav.g_01225
OG0000551	Prai.g_00657	Prav.g_01226
OG0000552	Prai.g_00658	Prav.g_01227
OG0000553	Prai.g_00659	Prav.g_01228
OG0000554	Prai.g_00660	Prav.g_01229
OG0000555	Prai.g_00661	Prav.g_01230
OG0000556	Prai.g_00662	Prav.g_01231
OG0000557	Prai.g_00663	Prav.g_01232
OG0000558	Prai.g_00664	Prav.g_01233
OG0000559	Prai.g_00665	Prav.g_01234
OG0000560	Prai.g_00667	Prav.g_01236
OG0000561	Prai.g_00668	Prav.g_01237
OG0000562	Prai.g_00669	Prav.g_01238
OG0000563	Prai.g_00670	Prav.g_01239
OG0000564	Prai.g_00671	Prav.g_01240
OG0000565	Prai.g_00672	Prav.g_01241
OG0000566	Prai.g_00673	Prav.g_01242
OG0000567	Prai.g_00674	Prav.g_01243
OG0000568	Prai.g_00675	Prav.g_01244
OG0000569	Prai.g_00676	Prav.g_01245
OG0000570	Prai.g_00677	Prav.g_01246
OG0000571	Prai.g_00678	Prav.g_01247
OG0000572	Prai.g_00679	Prav.g_01248
OG0000573	Prai.g_00682	Prav.g_01251
OG0000574	Prai.g_00683	Prav.g_01252
OG0000575	Prai.g_00684	Prav.g_01253
