Orthogroup	Prai	Praz
OG0000098	Prai.g_00297	Praz.g_00642
OG0000099	Prai.g_00307, Prai.g_00741	Praz.g_00651
OG0000100	Prai.g_00310	Praz.g_00654
OG0000101	Prai.g_00369	Praz.g_00817
OG0000102	Prai.g_00393	Praz.g_00791
OG0000103	Prai.g_00506	Praz.g_01852
OG0000104	Prai.g_00510	Praz.g_01848
OG0000105	Prai.g_00529	Praz.g_01829
OG0000106	Prai.g_00560	Praz.g_01796
OG0000107	Prai.g_00561	Praz.g_01795
OG0000108	Prai.g_00571	Praz.g_01785
OG0000109	Prai.g_00580	Praz.g_01776
OG0000110	Prai.g_00597	Praz.g_01760
OG0000111	Prai.g_00680	Praz.g_01679
OG0000112	Prai.g_00681	Praz.g_01678
OG0000113	Prai.g_00770	Praz.g_01585
OG0000114	Prai.g_00850	Praz.g_01514
OG0000115	Prai.g_00989	Praz.g_01350
OG0000116	Prai.g_00985	Praz.g_01346
OG0000117	Prai.g_00921	Praz.g_01279, Praz.g_00063
OG0000118	Prai.g_01107	Praz.g_00114
OG0000119	Prai.g_01146	Praz.g_00022
OG0000120	Prai.g_01177	Praz.g_00748
OG0000121	Prai.g_01197	Praz.g_00729
OG0000122	Prai.g_01217	Praz.g_00710
OG0000123	Prai.g_01230	Praz.g_00697
OG0000124	Prai.g_01238	Praz.g_01936
OG0000125	Prai.g_01347	Praz.g_01168
OG0000126	Prai.g_01370	Praz.g_01139
OG0000127	Prai.g_01450	Praz.g_01054
OG0000128	Prai.g_01464	Praz.g_01040
OG0000129	Prai.g_01499	Praz.g_01004
OG0000130	Prai.g_01636	Praz.g_00879
OG0000131	Prai.g_01674	Praz.g_00841
OG0000132	Prai.g_01677	Praz.g_00838
OG0000133	Prai.g_01735	Praz.g_00304
OG0000134	Prai.g_01777	Praz.g_00268
OG0000135	Prai.g_01779	Praz.g_00266
OG0000136	Prai.g_01823	Praz.g_00221
OG0000137	Prai.g_01855	Praz.g_00188
OG0000138	Prai.g_01892	Praz.g_00152
OG0000139	Prai.g_01918	Praz.g_00125
OG0000140	Prai.g_00001	Praz.g_00366
OG0000141	Prai.g_00002	Praz.g_00367
OG0000142	Prai.g_00004	Praz.g_00369
OG0000143	Prai.g_00005	Praz.g_00370
OG0000144	Prai.g_00007	Praz.g_00372
OG0000145	Prai.g_00008	Praz.g_00373
OG0000146	Prai.g_00009	Praz.g_00374
OG0000147	Prai.g_00010	Praz.g_00375
OG0000148	Prai.g_00012	Praz.g_00377
OG0000149	Prai.g_00014	Praz.g_00379
OG0000150	Prai.g_00015	Praz.g_00380
OG0000151	Prai.g_00016	Praz.g_00381
OG0000152	Prai.g_00017	Praz.g_00382
OG0000153	Prai.g_00018	Praz.g_00383
OG0000154	Prai.g_00019	Praz.g_00384
OG0000155	Prai.g_00020	Praz.g_00385
OG0000156	Prai.g_00021	Praz.g_00386
OG0000157	Prai.g_00022	Praz.g_00387
OG0000158	Prai.g_00024	Praz.g_00389
OG0000159	Prai.g_00025	Praz.g_00390
OG0000160	Prai.g_00026	Praz.g_00391
OG0000161	Prai.g_00027	Praz.g_00392
OG0000162	Prai.g_00028	Praz.g_00393
OG0000163	Prai.g_00029	Praz.g_00394
OG0000164	Prai.g_00032	Praz.g_00397
OG0000165	Prai.g_00035	Praz.g_00400
OG0000166	Prai.g_00036	Praz.g_00401
OG0000167	Prai.g_00037	Praz.g_00402
OG0000168	Prai.g_00047	Praz.g_00406
OG0000169	Prai.g_00049	Praz.g_00408
OG0000170	Prai.g_00050	Praz.g_00409
OG0000171	Prai.g_00051	Praz.g_00410
OG0000172	Prai.g_00052	Praz.g_00411
OG0000173	Prai.g_00053	Praz.g_00412
OG0000174	Prai.g_00054	Praz.g_00413
OG0000175	Prai.g_00055	Praz.g_00414
OG0000176	Prai.g_00057	Praz.g_00416
OG0000177	Prai.g_00058	Praz.g_00417
OG0000178	Prai.g_00059	Praz.g_00418
OG0000179	Prai.g_00064	Praz.g_00424
OG0000180	Prai.g_00065	Praz.g_00425
OG0000181	Prai.g_00066	Praz.g_00426
OG0000182	Prai.g_00069	Praz.g_00429
OG0000183	Prai.g_00070	Praz.g_00430
OG0000184	Prai.g_00073	Praz.g_00433
OG0000185	Prai.g_00077	Praz.g_00437
OG0000186	Prai.g_00078	Praz.g_00438
OG0000187	Prai.g_00079	Praz.g_00439
OG0000188	Prai.g_00080	Praz.g_00440
OG0000189	Prai.g_00081	Praz.g_00441
OG0000190	Prai.g_00082	Praz.g_00442
OG0000191	Prai.g_00083	Praz.g_00443
OG0000192	Prai.g_00084	Praz.g_00444
OG0000193	Prai.g_00085	Praz.g_00445
OG0000194	Prai.g_00086	Praz.g_00446
OG0000195	Prai.g_00088	Praz.g_00448
OG0000196	Prai.g_00089	Praz.g_00449
OG0000197	Prai.g_00090	Praz.g_00450
OG0000198	Prai.g_00091	Praz.g_00451
OG0000199	Prai.g_00094	Praz.g_00454
OG0000200	Prai.g_00095	Praz.g_00455
OG0000201	Prai.g_00096	Praz.g_00456
OG0000202	Prai.g_00097	Praz.g_00457
OG0000203	Prai.g_00098	Praz.g_00458
OG0000204	Prai.g_00099	Praz.g_00459
OG0000205	Prai.g_00100	Praz.g_00460
OG0000206	Prai.g_00101	Praz.g_00461
OG0000207	Prai.g_00102	Praz.g_00462
OG0000208	Prai.g_00103	Praz.g_00463
OG0000209	Prai.g_00104	Praz.g_00464
OG0000210	Prai.g_00106	Praz.g_00466
OG0000211	Prai.g_00107	Praz.g_00467
OG0000212	Prai.g_00108	Praz.g_00468
OG0000213	Prai.g_00109	Praz.g_00469
OG0000214	Prai.g_00111	Praz.g_00471
OG0000215	Prai.g_00112	Praz.g_00472
OG0000216	Prai.g_00114	Praz.g_00474
OG0000217	Prai.g_00115	Praz.g_00475
OG0000218	Prai.g_00116	Praz.g_00476
OG0000219	Prai.g_00117	Praz.g_00477
OG0000220	Prai.g_00120	Praz.g_00480
OG0000221	Prai.g_00122	Praz.g_00482
OG0000222	Prai.g_00123	Praz.g_00483
OG0000223	Prai.g_00124	Praz.g_00484
OG0000224	Prai.g_00127	Praz.g_00487
OG0000225	Prai.g_00129	Praz.g_00489
OG0000226	Prai.g_00130	Praz.g_00490
OG0000227	Prai.g_00131	Praz.g_00491
OG0000228	Prai.g_00132	Praz.g_00492
OG0000229	Prai.g_00133	Praz.g_00493
OG0000230	Prai.g_00134	Praz.g_00494
OG0000231	Prai.g_00136	Praz.g_00496
OG0000232	Prai.g_00137	Praz.g_00497
OG0000233	Prai.g_00140	Praz.g_00500
OG0000234	Prai.g_00142	Praz.g_00502
OG0000235	Prai.g_00156	Praz.g_00505
OG0000236	Prai.g_00157	Praz.g_00506
OG0000237	Prai.g_00158	Praz.g_00507
OG0000238	Prai.g_00159	Praz.g_00508
OG0000239	Prai.g_00160	Praz.g_00509
OG0000240	Prai.g_00162	Praz.g_00511
OG0000241	Prai.g_00163	Praz.g_00512
OG0000242	Prai.g_00164	Praz.g_00513
OG0000243	Prai.g_00165	Praz.g_00514
OG0000244	Prai.g_00166	Praz.g_00515
OG0000245	Prai.g_00167	Praz.g_00516
OG0000246	Prai.g_00169	Praz.g_00518
OG0000247	Prai.g_00170	Praz.g_00519
OG0000248	Prai.g_00171	Praz.g_00520
OG0000249	Prai.g_00172	Praz.g_00521
OG0000250	Prai.g_00173	Praz.g_00522
OG0000251	Prai.g_00174	Praz.g_00523
OG0000252	Prai.g_00175	Praz.g_00524
OG0000253	Prai.g_00176	Praz.g_00525
OG0000254	Prai.g_00178	Praz.g_00527
OG0000255	Prai.g_00179	Praz.g_00528
OG0000256	Prai.g_00182	Praz.g_00531
OG0000257	Prai.g_00184	Praz.g_00533
OG0000258	Prai.g_00185	Praz.g_00534
OG0000259	Prai.g_00186	Praz.g_00535
OG0000260	Prai.g_00187	Praz.g_00536
OG0000261	Prai.g_00188	Praz.g_00537
OG0000262	Prai.g_00189	Praz.g_00538
OG0000263	Prai.g_00190	Praz.g_00539
OG0000264	Prai.g_00192	Praz.g_00541
OG0000265	Prai.g_00193	Praz.g_00542
OG0000266	Prai.g_00194	Praz.g_00543
OG0000267	Prai.g_00196	Praz.g_00545
OG0000268	Prai.g_00197	Praz.g_00546
OG0000269	Prai.g_00198	Praz.g_00547
OG0000270	Prai.g_00199	Praz.g_00548
OG0000271	Prai.g_00200	Praz.g_00549
OG0000272	Prai.g_00201	Praz.g_00550
OG0000273	Prai.g_00202	Praz.g_00551
OG0000274	Prai.g_00203	Praz.g_00552
OG0000275	Prai.g_00204	Praz.g_00553
OG0000276	Prai.g_00205	Praz.g_00554
OG0000277	Prai.g_00206	Praz.g_00555
OG0000278	Prai.g_00207	Praz.g_00556
OG0000279	Prai.g_00208	Praz.g_00557
OG0000280	Prai.g_00209	Praz.g_00558
OG0000281	Prai.g_00211	Praz.g_00560
OG0000282	Prai.g_00212	Praz.g_00561
OG0000283	Prai.g_00215	Praz.g_00564
OG0000284	Prai.g_00216	Praz.g_00565
OG0000285	Prai.g_00217	Praz.g_00566
OG0000286	Prai.g_00219	Praz.g_00568
OG0000287	Prai.g_00220	Praz.g_00569
OG0000288	Prai.g_00221	Praz.g_00570
OG0000289	Prai.g_00222	Praz.g_00571
OG0000290	Prai.g_00223	Praz.g_00572
OG0000291	Prai.g_00224	Praz.g_00573
OG0000292	Prai.g_00225	Praz.g_00574
OG0000293	Prai.g_00226	Praz.g_00575
OG0000294	Prai.g_00227	Praz.g_00576
OG0000295	Prai.g_00228	Praz.g_00577
OG0000296	Prai.g_00229	Praz.g_00578
OG0000297	Prai.g_00230	Praz.g_00579
OG0000298	Prai.g_00231	Praz.g_00580
OG0000299	Prai.g_00232	Praz.g_00581
OG0000300	Prai.g_00233	Praz.g_00582
OG0000301	Prai.g_00234	Praz.g_00583
OG0000302	Prai.g_00235	Praz.g_00584
OG0000303	Prai.g_00236	Praz.g_00585
OG0000304	Prai.g_00237	Praz.g_00586
OG0000305	Prai.g_00238	Praz.g_00587
OG0000306	Prai.g_00239	Praz.g_00588
OG0000307	Prai.g_00240	Praz.g_00589
OG0000308	Prai.g_00241	Praz.g_00590
OG0000309	Prai.g_00242	Praz.g_00591
OG0000310	Prai.g_00243	Praz.g_00592
OG0000311	Prai.g_00244	Praz.g_00593
OG0000312	Prai.g_00246	Praz.g_00595
OG0000313	Prai.g_00247	Praz.g_00596
OG0000314	Prai.g_00250	Praz.g_00599
OG0000315	Prai.g_00251	Praz.g_00600
OG0000316	Prai.g_00255	Praz.g_00602
OG0000317	Prai.g_00257	Praz.g_00604
OG0000318	Prai.g_00258	Praz.g_00605
OG0000319	Prai.g_00259	Praz.g_00606
OG0000320	Prai.g_00260	Praz.g_00607
OG0000321	Prai.g_00263	Praz.g_00610
OG0000322	Prai.g_00266	Praz.g_00613
OG0000323	Prai.g_00267	Praz.g_00614
OG0000324	Prai.g_00270	Praz.g_00617
OG0000325	Prai.g_00272	Praz.g_00618
OG0000326	Prai.g_00273	Praz.g_00619
OG0000327	Prai.g_00275	Praz.g_00621
OG0000328	Prai.g_00276	Praz.g_00622
OG0000329	Prai.g_00277	Praz.g_00623
OG0000330	Prai.g_00278	Praz.g_00624
OG0000331	Prai.g_00279	Praz.g_00625
OG0000332	Prai.g_00280	Praz.g_00626
OG0000333	Prai.g_00281	Praz.g_00627
OG0000334	Prai.g_00282	Praz.g_00628
OG0000335	Prai.g_00283	Praz.g_00629
OG0000336	Prai.g_00284	Praz.g_00630
OG0000337	Prai.g_00288	Praz.g_00633
OG0000338	Prai.g_00289	Praz.g_00634
OG0000339	Prai.g_00290	Praz.g_00635
OG0000340	Prai.g_00291	Praz.g_00636
OG0000341	Prai.g_00295	Praz.g_00640
OG0000342	Prai.g_00296	Praz.g_00641
OG0000343	Prai.g_00298	Praz.g_00643
OG0000344	Prai.g_00299	Praz.g_00644
OG0000345	Prai.g_00300	Praz.g_00645
OG0000346	Prai.g_00301	Praz.g_00646
OG0000347	Prai.g_00302	Praz.g_00647
OG0000348	Prai.g_00303	Praz.g_00648
OG0000349	Prai.g_00304	Praz.g_00649
OG0000350	Prai.g_00305	Praz.g_00650
OG0000351	Prai.g_00308	Praz.g_00652
OG0000352	Prai.g_00311	Praz.g_00655
OG0000353	Prai.g_00312	Praz.g_00656
OG0000354	Prai.g_00313	Praz.g_00657
OG0000355	Prai.g_00314	Praz.g_00658
OG0000356	Prai.g_00315	Praz.g_00659
OG0000357	Prai.g_00316	Praz.g_00660
OG0000358	Prai.g_00317	Praz.g_00661
OG0000359	Prai.g_00318	Praz.g_00662
OG0000360	Prai.g_00321	Praz.g_00665
OG0000361	Prai.g_00322	Praz.g_00666
OG0000362	Prai.g_00323	Praz.g_00667
OG0000363	Prai.g_00324	Praz.g_00668
OG0000364	Prai.g_00325	Praz.g_00669
OG0000365	Prai.g_00326	Praz.g_00670
OG0000366	Prai.g_00327	Praz.g_00671
OG0000367	Prai.g_00328	Praz.g_00672
OG0000368	Prai.g_00329	Praz.g_00673
OG0000369	Prai.g_00330	Praz.g_00674
OG0000370	Prai.g_00331	Praz.g_00675
OG0000371	Prai.g_00332	Praz.g_00676
OG0000372	Prai.g_00334	Praz.g_00678
OG0000373	Prai.g_00336	Praz.g_00680
OG0000374	Prai.g_00337	Praz.g_00681
OG0000375	Prai.g_00338	Praz.g_00682
OG0000376	Prai.g_00340	Praz.g_00684
OG0000377	Prai.g_00341	Praz.g_00685
OG0000378	Prai.g_00342	Praz.g_00686
OG0000379	Prai.g_00347	Praz.g_01931
OG0000380	Prai.g_00348	Praz.g_01932
OG0000381	Prai.g_00349	Praz.g_01933
OG0000382	Prai.g_00351	Praz.g_01935
OG0000383	Prai.g_00354	Praz.g_00343
OG0000384	Prai.g_00355	Praz.g_00344
OG0000385	Prai.g_00357	Praz.g_00347
OG0000386	Prai.g_00358	Praz.g_00348
OG0000387	Prai.g_00359	Praz.g_00349
OG0000388	Prai.g_00360	Praz.g_00350
OG0000389	Prai.g_00361	Praz.g_00351
OG0000390	Prai.g_00362	Praz.g_00352
OG0000391	Prai.g_00363	Praz.g_00353
OG0000392	Prai.g_00364	Praz.g_00354
OG0000393	Prai.g_00367	Praz.g_00819
OG0000394	Prai.g_00368	Praz.g_00818
OG0000395	Prai.g_00370	Praz.g_00816
OG0000396	Prai.g_00372	Praz.g_00815
OG0000397	Prai.g_00384	Praz.g_00803
OG0000398	Prai.g_00390	Praz.g_00795
OG0000399	Prai.g_00392	Praz.g_00794
OG0000400	Prai.g_00397	Praz.g_00788
OG0000401	Prai.g_00462	Praz.g_01897
OG0000402	Prai.g_00463	Praz.g_01896
OG0000403	Prai.g_00464	Praz.g_01895
OG0000404	Prai.g_00466	Praz.g_01893
OG0000405	Prai.g_00467	Praz.g_01892
OG0000406	Prai.g_00469	Praz.g_01890
OG0000407	Prai.g_00470	Praz.g_01889
OG0000408	Prai.g_00471	Praz.g_01888
OG0000409	Prai.g_00472	Praz.g_01887
OG0000410	Prai.g_00473	Praz.g_01886
OG0000411	Prai.g_00474	Praz.g_01885
OG0000412	Prai.g_00475	Praz.g_01884
OG0000413	Prai.g_00476	Praz.g_01883
OG0000414	Prai.g_00477	Praz.g_01882
OG0000415	Prai.g_00478	Praz.g_01881
OG0000416	Prai.g_00479	Praz.g_01880
OG0000417	Prai.g_00480	Praz.g_01879
OG0000418	Prai.g_00481	Praz.g_01878
OG0000419	Prai.g_00482	Praz.g_01877
OG0000420	Prai.g_00483	Praz.g_01876
OG0000421	Prai.g_00484	Praz.g_01875
OG0000422	Prai.g_00486	Praz.g_01873
OG0000423	Prai.g_00487	Praz.g_01872
OG0000424	Prai.g_00489	Praz.g_01870
OG0000425	Prai.g_00492	Praz.g_01867
OG0000426	Prai.g_00493	Praz.g_01866
OG0000427	Prai.g_00494	Praz.g_01865
OG0000428	Prai.g_00495	Praz.g_01864
OG0000429	Prai.g_00496	Praz.g_01863
OG0000430	Prai.g_00501	Praz.g_01857
OG0000431	Prai.g_00503	Praz.g_01855
OG0000432	Prai.g_00504	Praz.g_01854
OG0000433	Prai.g_00507	Praz.g_01851
OG0000434	Prai.g_00508	Praz.g_01850
OG0000435	Prai.g_00509	Praz.g_01849
OG0000436	Prai.g_00511	Praz.g_01847
OG0000437	Prai.g_00513	Praz.g_01845
OG0000438	Prai.g_00514	Praz.g_01844
OG0000439	Prai.g_00515	Praz.g_01843
OG0000440	Prai.g_00517	Praz.g_01841
OG0000441	Prai.g_00518	Praz.g_01840
OG0000442	Prai.g_00519	Praz.g_01839
OG0000443	Prai.g_00520	Praz.g_01838
OG0000444	Prai.g_00521	Praz.g_01837
OG0000445	Prai.g_00522	Praz.g_01836
OG0000446	Prai.g_00523	Praz.g_01835
OG0000447	Prai.g_00524	Praz.g_01834
OG0000448	Prai.g_00525	Praz.g_01833
OG0000449	Prai.g_00530	Praz.g_01828
OG0000450	Prai.g_00531	Praz.g_01827
OG0000451	Prai.g_00532	Praz.g_01826
OG0000452	Prai.g_00533	Praz.g_01825
OG0000453	Prai.g_00535	Praz.g_01823
OG0000454	Prai.g_00536	Praz.g_01822
OG0000455	Prai.g_00537	Praz.g_01821
OG0000456	Prai.g_00538	Praz.g_01820
OG0000457	Prai.g_00540	Praz.g_01818
OG0000458	Prai.g_00542	Praz.g_01816
OG0000459	Prai.g_00543	Praz.g_01815
OG0000460	Prai.g_00544	Praz.g_01813
OG0000461	Prai.g_00545	Praz.g_01812
OG0000462	Prai.g_00546	Praz.g_01811
OG0000463	Prai.g_00547	Praz.g_01810
OG0000464	Prai.g_00552	Praz.g_01805
OG0000465	Prai.g_00553	Praz.g_01803
OG0000466	Prai.g_00554	Praz.g_01802
OG0000467	Prai.g_00555	Praz.g_01801
OG0000468	Prai.g_00556	Praz.g_01800
OG0000469	Prai.g_00557	Praz.g_01799
OG0000470	Prai.g_00558	Praz.g_01798
OG0000471	Prai.g_00559	Praz.g_01797
OG0000472	Prai.g_00562	Praz.g_01794
OG0000473	Prai.g_00563	Praz.g_01793
OG0000474	Prai.g_00564	Praz.g_01792
OG0000475	Prai.g_00565	Praz.g_01791
OG0000476	Prai.g_00566	Praz.g_01790
OG0000477	Prai.g_00568	Praz.g_01788
OG0000478	Prai.g_00569	Praz.g_01787
OG0000479	Prai.g_00570	Praz.g_01786
OG0000480	Prai.g_00572	Praz.g_01784
OG0000481	Prai.g_00573	Praz.g_01783
OG0000482	Prai.g_00574	Praz.g_01782
OG0000483	Prai.g_00575	Praz.g_01781
OG0000484	Prai.g_00576	Praz.g_01780
OG0000485	Prai.g_00577	Praz.g_01779
OG0000486	Prai.g_00578	Praz.g_01778
OG0000487	Prai.g_00579	Praz.g_01777
OG0000488	Prai.g_00581	Praz.g_01775
OG0000489	Prai.g_00582	Praz.g_01774
OG0000490	Prai.g_00583	Praz.g_01773
OG0000491	Prai.g_00584	Praz.g_01772
OG0000492	Prai.g_00585	Praz.g_01771
OG0000493	Prai.g_00586	Praz.g_01770
OG0000494	Prai.g_00588	Praz.g_01768
OG0000495	Prai.g_00589	Praz.g_01767
OG0000496	Prai.g_00590	Praz.g_01766
OG0000497	Prai.g_00592	Praz.g_01765
OG0000498	Prai.g_00593	Praz.g_01764
OG0000499	Prai.g_00595	Praz.g_01762
OG0000500	Prai.g_00596	Praz.g_01761
OG0000501	Prai.g_00598	Praz.g_01759
OG0000502	Prai.g_00599	Praz.g_01758
OG0000503	Prai.g_00600	Praz.g_01757
OG0000504	Prai.g_00601	Praz.g_01756
OG0000505	Prai.g_00602	Praz.g_01755
OG0000506	Prai.g_00603	Praz.g_01754
OG0000507	Prai.g_00604	Praz.g_01753
OG0000508	Prai.g_00606	Praz.g_01751
OG0000509	Prai.g_00607	Praz.g_01750
OG0000510	Prai.g_00608	Praz.g_01749
OG0000511	Prai.g_00609	Praz.g_01748
OG0000512	Prai.g_00610	Praz.g_01747
OG0000513	Prai.g_00611	Praz.g_01746
OG0000514	Prai.g_00612	Praz.g_01745
OG0000515	Prai.g_00614	Praz.g_01743
OG0000516	Prai.g_00615	Praz.g_01742
OG0000517	Prai.g_00616	Praz.g_01741
OG0000518	Prai.g_00619	Praz.g_01739
OG0000519	Prai.g_00620	Praz.g_01738
OG0000520	Prai.g_00621	Praz.g_01737
OG0000521	Prai.g_00622	Praz.g_01736
OG0000522	Prai.g_00623	Praz.g_01735
OG0000523	Prai.g_00624	Praz.g_01734
OG0000524	Prai.g_00625	Praz.g_01733
OG0000525	Prai.g_00627	Praz.g_01731
OG0000526	Prai.g_00628	Praz.g_01730
OG0000527	Prai.g_00629	Praz.g_01729
OG0000528	Prai.g_00630	Praz.g_01728
OG0000529	Prai.g_00631	Praz.g_01727
OG0000530	Prai.g_00632	Praz.g_01726
OG0000531	Prai.g_00633	Praz.g_01725
OG0000532	Prai.g_00634	Praz.g_01724
OG0000533	Prai.g_00635	Praz.g_01723
OG0000534	Prai.g_00636	Praz.g_01722
OG0000535	Prai.g_00637	Praz.g_01721
OG0000536	Prai.g_00638	Praz.g_01720
OG0000537	Prai.g_00639	Praz.g_01719
OG0000538	Prai.g_00640	Praz.g_01718
OG0000539	Prai.g_00641	Praz.g_01717
OG0000540	Prai.g_00642	Praz.g_01716
OG0000541	Prai.g_00643	Praz.g_01715
OG0000542	Prai.g_00644	Praz.g_01714
OG0000543	Prai.g_00645	Praz.g_01713
OG0000544	Prai.g_00646	Praz.g_01712
OG0000545	Prai.g_00650	Praz.g_01709
OG0000546	Prai.g_00651	Praz.g_01708
OG0000547	Prai.g_00653	Praz.g_01706
OG0000548	Prai.g_00654	Praz.g_01705
OG0000549	Prai.g_00655	Praz.g_01704
OG0000550	Prai.g_00656	Praz.g_01703
OG0000551	Prai.g_00657	Praz.g_01702
OG0000552	Prai.g_00658	Praz.g_01701
OG0000553	Prai.g_00659	Praz.g_01700
OG0000554	Prai.g_00660	Praz.g_01699
OG0000555	Prai.g_00661	Praz.g_01698
OG0000556	Prai.g_00662	Praz.g_01697
OG0000557	Prai.g_00663	Praz.g_01696
OG0000558	Prai.g_00664	Praz.g_01695
OG0000559	Prai.g_00665	Praz.g_01694
OG0000560	Prai.g_00667	Praz.g_01692
OG0000561	Prai.g_00668	Praz.g_01691
OG0000562	Prai.g_00669	Praz.g_01690
OG0000563	Prai.g_00670	Praz.g_01689
OG0000564	Prai.g_00671	Praz.g_01688
OG0000565	Prai.g_00672	Praz.g_01687
OG0000566	Prai.g_00673	Praz.g_01686
OG0000567	Prai.g_00674	Praz.g_01685
OG0000568	Prai.g_00675	Praz.g_01684
OG0000569	Prai.g_00676	Praz.g_01683
OG0000570	Prai.g_00677	Praz.g_01682
OG0000571	Prai.g_00678	Praz.g_01681
OG0000572	Prai.g_00679	Praz.g_01680
