Orthogroup	Prai	Prbj
OG0000063	Prai.g_01273	Prbj.g_01915
OG0000065	Prai.g_01335	Prbj.g_01728
OG0000066	Prai.g_01443	Prbj.g_01465
OG0000068	Prai.g_01782	Prbj.g_00415, Prbj.g_00981
OG0000071	Prai.g_00011	Prbj.g_02085
OG0000072	Prai.g_00335	Prbj.g_01460
OG0000073	Prai.g_00698	Prbj.g_00824
OG0000074	Prai.g_00720	Prbj.g_00933
OG0000075	Prai.g_00841, Prai.g_00840	Prbj.g_02419
OG0000076	Prai.g_00918	Prbj.g_01838
OG0000078	Prai.g_01393	Prbj.g_01464
OG0000079	Prai.g_01540	Prbj.g_00881
OG0000080	Prai.g_01270	Prbj.g_01678
OG0000081	Prai.g_01812	Prbj.g_01500
OG0000082	Prai.g_01901	Prbj.g_01999
OG0000083	Prai.g_00003	Prbj.g_02076
OG0000084	Prai.g_00006	Prbj.g_02079
OG0000085	Prai.g_00023	Prbj.g_01195
OG0000087	Prai.g_00056	Prbj.g_01921
OG0000088	Prai.g_00113	Prbj.g_01551
OG0000089	Prai.g_00121	Prbj.g_01566
OG0000090	Prai.g_00139	Prbj.g_01547
OG0000091	Prai.g_00180	Prbj.g_00518
OG0000092	Prai.g_00181	Prbj.g_00517
OG0000093	Prai.g_00195	Prbj.g_01138
OG0000094	Prai.g_00213	Prbj.g_01167
OG0000095	Prai.g_00218	Prbj.g_00288
OG0000096	Prai.g_00264	Prbj.g_01352
OG0000097	Prai.g_00287, Prai.g_00286	Prbj.g_01397
OG0000098	Prai.g_00430	Prbj.g_01410
OG0000099	Prai.g_00307, Prai.g_00741	Prbj.g_01422
OG0000100	Prai.g_00310	Prbj.g_01426
OG0000101	Prai.g_00369	Prbj.g_00067
OG0000102	Prai.g_00393	Prbj.g_02004
OG0000103	Prai.g_00506	Prbj.g_00127
OG0000104	Prai.g_00510	Prbj.g_01630
OG0000105	Prai.g_00529	Prbj.g_01608
OG0000106	Prai.g_00560	Prbj.g_02125
OG0000107	Prai.g_00561	Prbj.g_02127
OG0000108	Prai.g_00571	Prbj.g_02668
OG0000109	Prai.g_00580	Prbj.g_01866
OG0000110	Prai.g_00597	Prbj.g_01885
OG0000111	Prai.g_00680	Prbj.g_00792
OG0000112	Prai.g_00681	Prbj.g_00793
OG0000113	Prai.g_00770	Prbj.g_02314
OG0000114	Prai.g_00850	Prbj.g_02410
OG0000115	Prai.g_00989	Prbj.g_02268
OG0000116	Prai.g_00985	Prbj.g_02260
OG0000117	Prai.g_00921	Prbj.g_01841
OG0000118	Prai.g_01107	Prbj.g_02066
OG0000119	Prai.g_01146	Prbj.g_01992
OG0000120	Prai.g_01177	Prbj.g_00843
OG0000121	Prai.g_01197	Prbj.g_00003
OG0000122	Prai.g_01217	Prbj.g_02156
OG0000123	Prai.g_01230	Prbj.g_00020
OG0000124	Prai.g_01238	Prbj.g_01848
OG0000125	Prai.g_01347	Prbj.g_01742
OG0000126	Prai.g_01370	Prbj.g_01639
OG0000127	Prai.g_01450	Prbj.g_01040
OG0000128	Prai.g_01464	Prbj.g_01057
OG0000129	Prai.g_01499	Prbj.g_00656
OG0000130	Prai.g_01636	Prbj.g_00863
OG0000131	Prai.g_01674	Prbj.g_00461
OG0000132	Prai.g_01677	Prbj.g_00458
OG0000133	Prai.g_01735	Prbj.g_01024
OG0000134	Prai.g_01777	Prbj.g_00987
OG0000135	Prai.g_01779	Prbj.g_00985
OG0000136	Prai.g_01823	Prbj.g_01516
OG0000137	Prai.g_01855	Prbj.g_01280
OG0000138	Prai.g_01892	Prbj.g_01963
OG0000139	Prai.g_01918	Prbj.g_02047
OG0000140	Prai.g_00001	Prbj.g_02074
OG0000141	Prai.g_00002	Prbj.g_02075
OG0000142	Prai.g_00004	Prbj.g_02077
OG0000143	Prai.g_00005	Prbj.g_02078
OG0000144	Prai.g_00007	Prbj.g_02080
OG0000145	Prai.g_00008	Prbj.g_02082
OG0000146	Prai.g_00009	Prbj.g_02083
OG0000147	Prai.g_00010	Prbj.g_02084
OG0000148	Prai.g_00012	Prbj.g_02086
OG0000149	Prai.g_00014	Prbj.g_01182
OG0000150	Prai.g_00015	Prbj.g_01183
OG0000151	Prai.g_00016	Prbj.g_01188
OG0000152	Prai.g_00017	Prbj.g_01189
OG0000153	Prai.g_00018	Prbj.g_01190
OG0000154	Prai.g_00019	Prbj.g_01191
OG0000155	Prai.g_00020	Prbj.g_01192
OG0000156	Prai.g_00021	Prbj.g_01193
OG0000157	Prai.g_00022	Prbj.g_01194
OG0000158	Prai.g_00024	Prbj.g_01196
OG0000159	Prai.g_00025	Prbj.g_01197
OG0000160	Prai.g_00026	Prbj.g_01198
OG0000161	Prai.g_00027	Prbj.g_01199
OG0000162	Prai.g_00028	Prbj.g_01200
OG0000163	Prai.g_00029	Prbj.g_01202
OG0000164	Prai.g_00032	Prbj.g_01207
OG0000165	Prai.g_00035	Prbj.g_01212
OG0000166	Prai.g_00036	Prbj.g_01213
OG0000167	Prai.g_00037	Prbj.g_01214
OG0000168	Prai.g_00047	Prbj.g_01215
OG0000169	Prai.g_00049	Prbj.g_01217
OG0000170	Prai.g_00050	Prbj.g_01953
OG0000171	Prai.g_00051	Prbj.g_01951
OG0000172	Prai.g_00052	Prbj.g_01950
OG0000173	Prai.g_00053	Prbj.g_01943
OG0000174	Prai.g_00054	Prbj.g_01936
OG0000175	Prai.g_00055	Prbj.g_01928
OG0000176	Prai.g_00057	Prbj.g_01920
OG0000177	Prai.g_00058	Prbj.g_01919
OG0000178	Prai.g_00059	Prbj.g_01918
OG0000179	Prai.g_00064	Prbj.g_00558
OG0000180	Prai.g_00065	Prbj.g_00560
OG0000181	Prai.g_00066	Prbj.g_00561
OG0000182	Prai.g_00069	Prbj.g_00564
OG0000183	Prai.g_00070	Prbj.g_00565
OG0000184	Prai.g_00073	Prbj.g_00569
OG0000185	Prai.g_00077	Prbj.g_00575
OG0000186	Prai.g_00078	Prbj.g_00576
OG0000187	Prai.g_00079	Prbj.g_00047
OG0000188	Prai.g_00080	Prbj.g_00577
OG0000189	Prai.g_00081	Prbj.g_00580
OG0000190	Prai.g_00082	Prbj.g_00581
OG0000191	Prai.g_00083	Prbj.g_00582
OG0000192	Prai.g_00084	Prbj.g_00583
OG0000193	Prai.g_00085	Prbj.g_00584
OG0000194	Prai.g_00086	Prbj.g_00585
OG0000195	Prai.g_00088	Prbj.g_00589
OG0000196	Prai.g_00089	Prbj.g_00590
OG0000197	Prai.g_00090	Prbj.g_00596
OG0000198	Prai.g_00091	Prbj.g_00600
OG0000199	Prai.g_00094	Prbj.g_00605
OG0000200	Prai.g_00095	Prbj.g_00606
OG0000201	Prai.g_00096	Prbj.g_00607
OG0000202	Prai.g_00097	Prbj.g_00609
OG0000203	Prai.g_00098	Prbj.g_00610
OG0000204	Prai.g_00099	Prbj.g_00611
OG0000205	Prai.g_00100	Prbj.g_00613
OG0000206	Prai.g_00101	Prbj.g_00614
OG0000207	Prai.g_00102	Prbj.g_00615
OG0000208	Prai.g_00103	Prbj.g_00616
OG0000209	Prai.g_00104	Prbj.g_00617
OG0000210	Prai.g_00106	Prbj.g_00619
OG0000211	Prai.g_00107	Prbj.g_00620
OG0000212	Prai.g_00108	Prbj.g_00621
OG0000213	Prai.g_00109	Prbj.g_00624
OG0000214	Prai.g_00111	Prbj.g_00630
OG0000215	Prai.g_00112	Prbj.g_01550
OG0000216	Prai.g_00114	Prbj.g_01552
OG0000217	Prai.g_00115	Prbj.g_01554
OG0000218	Prai.g_00116	Prbj.g_01556
OG0000219	Prai.g_00117	Prbj.g_01557
OG0000220	Prai.g_00120	Prbj.g_01562
OG0000221	Prai.g_00122	Prbj.g_01567
OG0000222	Prai.g_00123	Prbj.g_01568
OG0000223	Prai.g_00124	Prbj.g_01569
OG0000224	Prai.g_00127	Prbj.g_01530
OG0000225	Prai.g_00129	Prbj.g_01532
OG0000226	Prai.g_00130	Prbj.g_01535
OG0000227	Prai.g_00131	Prbj.g_01537
OG0000228	Prai.g_00132	Prbj.g_01538
OG0000229	Prai.g_00133	Prbj.g_01539
OG0000230	Prai.g_00134	Prbj.g_01540
OG0000231	Prai.g_00136	Prbj.g_01542
OG0000232	Prai.g_00137	Prbj.g_01543
OG0000233	Prai.g_00140	Prbj.g_01548
OG0000234	Prai.g_00142	Prbj.g_00545
OG0000235	Prai.g_00156	Prbj.g_00543
OG0000236	Prai.g_00157	Prbj.g_00542
OG0000237	Prai.g_00158	Prbj.g_00541
OG0000238	Prai.g_00159	Prbj.g_00540
OG0000239	Prai.g_00160	Prbj.g_00539
OG0000240	Prai.g_00162	Prbj.g_00537
OG0000241	Prai.g_00163	Prbj.g_00536
OG0000242	Prai.g_00164	Prbj.g_00535
OG0000243	Prai.g_00165	Prbj.g_00534
OG0000244	Prai.g_00166	Prbj.g_00533
OG0000245	Prai.g_00167	Prbj.g_00531
OG0000246	Prai.g_00169	Prbj.g_00529
OG0000247	Prai.g_00170	Prbj.g_00528
OG0000248	Prai.g_00171	Prbj.g_00527
OG0000249	Prai.g_00172	Prbj.g_00526
OG0000250	Prai.g_00173	Prbj.g_00525
OG0000251	Prai.g_00174	Prbj.g_00524
OG0000252	Prai.g_00175	Prbj.g_00523
OG0000253	Prai.g_00176	Prbj.g_00522
OG0000254	Prai.g_00178	Prbj.g_00520
OG0000255	Prai.g_00179	Prbj.g_00519
OG0000256	Prai.g_00182	Prbj.g_00516
OG0000257	Prai.g_00184	Prbj.g_00515
OG0000258	Prai.g_00185	Prbj.g_00514
OG0000259	Prai.g_00186	Prbj.g_00513
OG0000260	Prai.g_00187	Prbj.g_00512
OG0000261	Prai.g_00188	Prbj.g_00511
OG0000262	Prai.g_00189	Prbj.g_00510
OG0000263	Prai.g_00190	Prbj.g_00509
OG0000264	Prai.g_00192	Prbj.g_02369
OG0000265	Prai.g_00193	Prbj.g_01135
OG0000266	Prai.g_00194	Prbj.g_01137
OG0000267	Prai.g_00196	Prbj.g_01141
OG0000268	Prai.g_00197	Prbj.g_01143
OG0000269	Prai.g_00198	Prbj.g_01146
OG0000270	Prai.g_00199	Prbj.g_01148
OG0000271	Prai.g_00200	Prbj.g_01151
OG0000272	Prai.g_00201	Prbj.g_01152
OG0000273	Prai.g_00202	Prbj.g_01155
OG0000274	Prai.g_00203	Prbj.g_01157
OG0000275	Prai.g_00204	Prbj.g_01158
OG0000276	Prai.g_00205	Prbj.g_01159
OG0000277	Prai.g_00206	Prbj.g_01160
OG0000278	Prai.g_00207	Prbj.g_01161
OG0000279	Prai.g_00208	Prbj.g_01162
OG0000280	Prai.g_00209	Prbj.g_01163
OG0000281	Prai.g_00211	Prbj.g_01165
OG0000282	Prai.g_00212	Prbj.g_01166
OG0000283	Prai.g_00215	Prbj.g_01173
OG0000284	Prai.g_00216	Prbj.g_01174
OG0000285	Prai.g_00217	Prbj.g_00289
OG0000286	Prai.g_00219	Prbj.g_00287
OG0000287	Prai.g_00220	Prbj.g_00234
OG0000288	Prai.g_00221	Prbj.g_00235
OG0000289	Prai.g_00222	Prbj.g_00237
OG0000290	Prai.g_00223	Prbj.g_00238
OG0000291	Prai.g_00224	Prbj.g_00240
OG0000292	Prai.g_00225	Prbj.g_00250
OG0000293	Prai.g_00226	Prbj.g_00251
OG0000294	Prai.g_00227	Prbj.g_00252
OG0000295	Prai.g_00228	Prbj.g_00258
OG0000296	Prai.g_00229	Prbj.g_00259
OG0000297	Prai.g_00230	Prbj.g_00262
OG0000298	Prai.g_00231	Prbj.g_00263
OG0000299	Prai.g_00232	Prbj.g_00264
OG0000300	Prai.g_00233	Prbj.g_00265
OG0000301	Prai.g_00234	Prbj.g_00266
OG0000302	Prai.g_00235	Prbj.g_00267
OG0000303	Prai.g_00236	Prbj.g_00268
OG0000304	Prai.g_00237	Prbj.g_00270
OG0000305	Prai.g_00238	Prbj.g_00271
OG0000306	Prai.g_00239	Prbj.g_00272
OG0000307	Prai.g_00240	Prbj.g_00181
OG0000308	Prai.g_00241	Prbj.g_01775
OG0000309	Prai.g_00242	Prbj.g_01776
OG0000310	Prai.g_00243	Prbj.g_01777
OG0000311	Prai.g_00244	Prbj.g_00177
OG0000312	Prai.g_00246	Prbj.g_00176
OG0000313	Prai.g_00247	Prbj.g_02608
OG0000314	Prai.g_00250	Prbj.g_02614
OG0000315	Prai.g_00251	Prbj.g_02615
OG0000316	Prai.g_00255	Prbj.g_02661
OG0000317	Prai.g_00257	Prbj.g_01341
OG0000318	Prai.g_00258	Prbj.g_01342
OG0000319	Prai.g_00259	Prbj.g_01343
OG0000320	Prai.g_00260	Prbj.g_01345
OG0000321	Prai.g_00263	Prbj.g_01350
OG0000322	Prai.g_00266	Prbj.g_01359
OG0000323	Prai.g_00267	Prbj.g_01360
OG0000324	Prai.g_00270	Prbj.g_01362
OG0000325	Prai.g_00272	Prbj.g_01364
OG0000326	Prai.g_00273	Prbj.g_01366
OG0000327	Prai.g_00275	Prbj.g_01372
OG0000328	Prai.g_00276	Prbj.g_00180
OG0000329	Prai.g_00277	Prbj.g_01385
OG0000330	Prai.g_00278	Prbj.g_01386
OG0000331	Prai.g_00279	Prbj.g_01388
OG0000332	Prai.g_00280	Prbj.g_01389
OG0000333	Prai.g_00281	Prbj.g_01390
OG0000334	Prai.g_00282	Prbj.g_01391
OG0000335	Prai.g_00283	Prbj.g_01392
OG0000336	Prai.g_00284	Prbj.g_01394
OG0000337	Prai.g_00288	Prbj.g_01399
OG0000338	Prai.g_00289	Prbj.g_01400
OG0000339	Prai.g_00290	Prbj.g_01401
OG0000340	Prai.g_00291	Prbj.g_01403
OG0000341	Prai.g_00295	Prbj.g_01408
OG0000342	Prai.g_00296	Prbj.g_01409
OG0000343	Prai.g_00298	Prbj.g_01411
OG0000344	Prai.g_00299	Prbj.g_01413
OG0000345	Prai.g_00300	Prbj.g_01414
OG0000346	Prai.g_00301	Prbj.g_01415
OG0000347	Prai.g_00302	Prbj.g_01416
OG0000348	Prai.g_00303	Prbj.g_01417
OG0000349	Prai.g_00304	Prbj.g_01418
OG0000350	Prai.g_00305	Prbj.g_01419
OG0000351	Prai.g_00308	Prbj.g_01423
OG0000352	Prai.g_00311	Prbj.g_01427
OG0000353	Prai.g_00312	Prbj.g_01430
OG0000354	Prai.g_00313	Prbj.g_01431
OG0000355	Prai.g_00314	Prbj.g_01432
OG0000356	Prai.g_00315	Prbj.g_01437
OG0000357	Prai.g_00316	Prbj.g_01438
OG0000358	Prai.g_00317	Prbj.g_01439
OG0000359	Prai.g_00318	Prbj.g_01441
OG0000360	Prai.g_00321	Prbj.g_01444
OG0000361	Prai.g_00322	Prbj.g_01445
OG0000362	Prai.g_00323	Prbj.g_01446
OG0000363	Prai.g_00324	Prbj.g_01448
OG0000364	Prai.g_00325	Prbj.g_01449
OG0000365	Prai.g_00326	Prbj.g_01450
OG0000366	Prai.g_00327	Prbj.g_01451
OG0000367	Prai.g_00328	Prbj.g_01452
OG0000368	Prai.g_00329	Prbj.g_01453
OG0000369	Prai.g_00330	Prbj.g_01454
OG0000370	Prai.g_00331	Prbj.g_01455
OG0000371	Prai.g_00332	Prbj.g_01456
OG0000372	Prai.g_00334	Prbj.g_01459
OG0000373	Prai.g_00336	Prbj.g_01469
OG0000374	Prai.g_00337	Prbj.g_01471
OG0000375	Prai.g_00338	Prbj.g_01480
OG0000376	Prai.g_00340	Prbj.g_00359
OG0000377	Prai.g_00341	Prbj.g_00352
OG0000378	Prai.g_00342	Prbj.g_00351
OG0000379	Prai.g_00347	Prbj.g_00341
OG0000380	Prai.g_00348	Prbj.g_00339
OG0000381	Prai.g_00349	Prbj.g_00338
OG0000382	Prai.g_00351	Prbj.g_00336
OG0000383	Prai.g_00354	Prbj.g_00331
OG0000384	Prai.g_00355	Prbj.g_00330
OG0000385	Prai.g_00357	Prbj.g_00324
OG0000386	Prai.g_00358	Prbj.g_00323
OG0000387	Prai.g_00359	Prbj.g_00322
OG0000388	Prai.g_00360	Prbj.g_00321
OG0000389	Prai.g_00361	Prbj.g_00320
OG0000390	Prai.g_00362	Prbj.g_00319
OG0000391	Prai.g_00363	Prbj.g_00318
OG0000392	Prai.g_00364	Prbj.g_00317
OG0000393	Prai.g_00367	Prbj.g_00063
OG0000394	Prai.g_00368	Prbj.g_00064
OG0000395	Prai.g_00370	Prbj.g_00068
OG0000396	Prai.g_00372	Prbj.g_02500
OG0000397	Prai.g_00384	Prbj.g_00563
OG0000398	Prai.g_00390	Prbj.g_00874
OG0000399	Prai.g_00392	Prbj.g_00689
OG0000400	Prai.g_00397	Prbj.g_02659
OG0000401	Prai.g_00462	Prbj.g_00076
OG0000402	Prai.g_00463	Prbj.g_00077
OG0000403	Prai.g_00464	Prbj.g_00089
OG0000404	Prai.g_00466	Prbj.g_00099
OG0000405	Prai.g_00467	Prbj.g_00100
OG0000406	Prai.g_00469	Prbj.g_00102
OG0000407	Prai.g_00470	Prbj.g_00103
OG0000408	Prai.g_00471	Prbj.g_00104
OG0000409	Prai.g_00472	Prbj.g_00105
OG0000410	Prai.g_00473	Prbj.g_00107
OG0000411	Prai.g_00474	Prbj.g_00108
OG0000412	Prai.g_00475	Prbj.g_00109
OG0000413	Prai.g_00476	Prbj.g_00110
OG0000414	Prai.g_00477	Prbj.g_00111
OG0000415	Prai.g_00478	Prbj.g_00112
OG0000416	Prai.g_00479	Prbj.g_00113
OG0000417	Prai.g_00480	Prbj.g_00117
OG0000418	Prai.g_00481	Prbj.g_00118
OG0000419	Prai.g_00482	Prbj.g_00119
OG0000420	Prai.g_00483	Prbj.g_00120
OG0000421	Prai.g_00484	Prbj.g_01894
OG0000422	Prai.g_00486	Prbj.g_01892
OG0000423	Prai.g_00487	Prbj.g_01891
OG0000424	Prai.g_00489	Prbj.g_01888
OG0000425	Prai.g_00492	Prbj.g_00152
OG0000426	Prai.g_00493	Prbj.g_00151
OG0000427	Prai.g_00494	Prbj.g_00148
OG0000428	Prai.g_00495	Prbj.g_00136
OG0000429	Prai.g_00496	Prbj.g_00134
OG0000430	Prai.g_00501	Prbj.g_00132
OG0000431	Prai.g_00503	Prbj.g_00130
OG0000432	Prai.g_00504	Prbj.g_00129
OG0000433	Prai.g_00507	Prbj.g_01638
OG0000434	Prai.g_00508	Prbj.g_01635
OG0000435	Prai.g_00509	Prbj.g_01631
OG0000436	Prai.g_00511	Prbj.g_01629
OG0000437	Prai.g_00513	Prbj.g_01627
OG0000438	Prai.g_00514	Prbj.g_01626
OG0000439	Prai.g_00515	Prbj.g_01625
OG0000440	Prai.g_00517	Prbj.g_01622
OG0000441	Prai.g_00518	Prbj.g_01620
OG0000442	Prai.g_00519	Prbj.g_01619
OG0000443	Prai.g_00520	Prbj.g_01618
OG0000444	Prai.g_00521	Prbj.g_01617
OG0000445	Prai.g_00522	Prbj.g_01616
OG0000446	Prai.g_00523	Prbj.g_01615
OG0000447	Prai.g_00524	Prbj.g_01614
OG0000448	Prai.g_00525	Prbj.g_01613
OG0000449	Prai.g_00530	Prbj.g_01605
OG0000450	Prai.g_00531	Prbj.g_02088
OG0000451	Prai.g_00532	Prbj.g_02089
OG0000452	Prai.g_00533	Prbj.g_02090
OG0000453	Prai.g_00535	Prbj.g_02093
OG0000454	Prai.g_00536	Prbj.g_02094
OG0000455	Prai.g_00537	Prbj.g_02095
OG0000456	Prai.g_00538	Prbj.g_02096
OG0000457	Prai.g_00540	Prbj.g_02097
OG0000458	Prai.g_00542	Prbj.g_02098
OG0000459	Prai.g_00543	Prbj.g_02099
OG0000460	Prai.g_00544	Prbj.g_02101
OG0000461	Prai.g_00545	Prbj.g_02102
OG0000462	Prai.g_00546	Prbj.g_02103
OG0000463	Prai.g_00547	Prbj.g_02108
OG0000464	Prai.g_00552	Prbj.g_02113
OG0000465	Prai.g_00553	Prbj.g_02114
OG0000466	Prai.g_00554	Prbj.g_02115
OG0000467	Prai.g_00555	Prbj.g_02117
OG0000468	Prai.g_00556	Prbj.g_02118
OG0000469	Prai.g_00557	Prbj.g_02123
OG0000470	Prai.g_00558	Prbj.g_01116
OG0000471	Prai.g_00559	Prbj.g_00765
OG0000472	Prai.g_00562	Prbj.g_02128
OG0000473	Prai.g_00563	Prbj.g_02130
OG0000474	Prai.g_00564	Prbj.g_02132
OG0000475	Prai.g_00565	Prbj.g_02133
OG0000476	Prai.g_00566	Prbj.g_02139
OG0000477	Prai.g_00568	Prbj.g_02142
OG0000478	Prai.g_00569	Prbj.g_02144
OG0000479	Prai.g_00570	Prbj.g_02146
OG0000480	Prai.g_00572	Prbj.g_02666
OG0000481	Prai.g_00573	Prbj.g_01858
OG0000482	Prai.g_00574	Prbj.g_01859
OG0000483	Prai.g_00575	Prbj.g_01861
OG0000484	Prai.g_00576	Prbj.g_01862
OG0000485	Prai.g_00577	Prbj.g_01863
OG0000486	Prai.g_00578	Prbj.g_01864
OG0000487	Prai.g_00579	Prbj.g_01865
OG0000488	Prai.g_00581	Prbj.g_01867
OG0000489	Prai.g_00582	Prbj.g_01868
OG0000490	Prai.g_00583	Prbj.g_01869
OG0000491	Prai.g_00584	Prbj.g_01870
OG0000492	Prai.g_00585	Prbj.g_01871
OG0000493	Prai.g_00586	Prbj.g_01872
OG0000494	Prai.g_00588	Prbj.g_01874
OG0000495	Prai.g_00589	Prbj.g_01875
OG0000496	Prai.g_00590	Prbj.g_01877
OG0000497	Prai.g_00592	Prbj.g_01879
OG0000498	Prai.g_00593	Prbj.g_01880
OG0000499	Prai.g_00595	Prbj.g_01882
OG0000500	Prai.g_00596	Prbj.g_01883
OG0000501	Prai.g_00598	Prbj.g_01807
OG0000502	Prai.g_00599	Prbj.g_01806
OG0000503	Prai.g_00600	Prbj.g_01805
OG0000504	Prai.g_00601	Prbj.g_01803
OG0000505	Prai.g_00602	Prbj.g_01802
OG0000506	Prai.g_00603	Prbj.g_01801
OG0000507	Prai.g_00604	Prbj.g_01800
OG0000508	Prai.g_00606	Prbj.g_01796
OG0000509	Prai.g_00607	Prbj.g_01795
OG0000510	Prai.g_00608	Prbj.g_01794
OG0000511	Prai.g_00609	Prbj.g_01793
OG0000512	Prai.g_00610	Prbj.g_01792
OG0000513	Prai.g_00611	Prbj.g_01791
OG0000514	Prai.g_00612	Prbj.g_01790
OG0000515	Prai.g_00614	Prbj.g_01787
OG0000516	Prai.g_00615	Prbj.g_01786
OG0000517	Prai.g_00616	Prbj.g_01785
OG0000518	Prai.g_00619	Prbj.g_01781
OG0000519	Prai.g_00620	Prbj.g_01780
OG0000520	Prai.g_00621	Prbj.g_01779
OG0000521	Prai.g_00622	Prbj.g_01778
OG0000522	Prai.g_00623	Prbj.g_01772
OG0000523	Prai.g_00624	Prbj.g_01771
OG0000524	Prai.g_00625	Prbj.g_01770
OG0000525	Prai.g_00627	Prbj.g_01768
OG0000526	Prai.g_00628	Prbj.g_01767
OG0000527	Prai.g_00629	Prbj.g_01766
OG0000528	Prai.g_00630	Prbj.g_01765
OG0000529	Prai.g_00631	Prbj.g_01764
OG0000530	Prai.g_00632	Prbj.g_01763
OG0000531	Prai.g_00633	Prbj.g_01760
OG0000532	Prai.g_00634	Prbj.g_01758
OG0000533	Prai.g_00635	Prbj.g_01757
OG0000534	Prai.g_00636	Prbj.g_01756
OG0000535	Prai.g_00637	Prbj.g_01755
OG0000536	Prai.g_00638	Prbj.g_01754
OG0000537	Prai.g_00639	Prbj.g_01753
OG0000538	Prai.g_00640	Prbj.g_01752
OG0000539	Prai.g_00641	Prbj.g_01750
OG0000540	Prai.g_00642	Prbj.g_01748
OG0000541	Prai.g_00643	Prbj.g_02544
OG0000542	Prai.g_00644	Prbj.g_02545
OG0000543	Prai.g_00645	Prbj.g_02546
OG0000544	Prai.g_00646	Prbj.g_02547
OG0000545	Prai.g_00650	Prbj.g_02550
OG0000546	Prai.g_00651	Prbj.g_02551
OG0000547	Prai.g_00653	Prbj.g_02553
OG0000548	Prai.g_00654	Prbj.g_02558
OG0000549	Prai.g_00655	Prbj.g_02559
OG0000550	Prai.g_00656	Prbj.g_02560
OG0000551	Prai.g_00657	Prbj.g_02563
OG0000552	Prai.g_00658	Prbj.g_02565
OG0000553	Prai.g_00659	Prbj.g_02566
OG0000554	Prai.g_00660	Prbj.g_02568
OG0000555	Prai.g_00661	Prbj.g_02569
OG0000556	Prai.g_00662	Prbj.g_02570
OG0000557	Prai.g_00663	Prbj.g_02571
OG0000558	Prai.g_00664	Prbj.g_02573
OG0000559	Prai.g_00665	Prbj.g_02574
OG0000560	Prai.g_00667	Prbj.g_02576
OG0000561	Prai.g_00668	Prbj.g_02577
OG0000562	Prai.g_00669	Prbj.g_02579
OG0000563	Prai.g_00670	Prbj.g_02580
OG0000564	Prai.g_00671	Prbj.g_02581
OG0000565	Prai.g_00672	Prbj.g_02589
OG0000566	Prai.g_00673	Prbj.g_02590
OG0000567	Prai.g_00674	Prbj.g_02591
OG0000568	Prai.g_00675	Prbj.g_02592
OG0000569	Prai.g_00676	Prbj.g_02593
OG0000570	Prai.g_00677	Prbj.g_02596
OG0000571	Prai.g_00678	Prbj.g_02597
OG0000572	Prai.g_00679	Prbj.g_02598
