Orthogroup	Prai	Prbl
OG0000156	Prai.g_00021	Prbl.g_01966
OG0000157	Prai.g_00022	Prbl.g_01967
OG0000158	Prai.g_00024	Prbl.g_01969
OG0000159	Prai.g_00025	Prbl.g_01970
OG0000160	Prai.g_00026	Prbl.g_01971
OG0000161	Prai.g_00027	Prbl.g_01972
OG0000162	Prai.g_00028	Prbl.g_01973
OG0000163	Prai.g_00029	Prbl.g_01975
OG0000164	Prai.g_00032	Prbl.g_01980
OG0000165	Prai.g_00035	Prbl.g_01985
OG0000166	Prai.g_00036	Prbl.g_01986
OG0000167	Prai.g_00037	Prbl.g_01987
OG0000168	Prai.g_00047	Prbl.g_01988
OG0000169	Prai.g_00049	Prbl.g_01990
OG0000170	Prai.g_00050	Prbl.g_02241
OG0000171	Prai.g_00051	Prbl.g_02243
OG0000172	Prai.g_00052	Prbl.g_02244
OG0000173	Prai.g_00053	Prbl.g_02251
OG0000174	Prai.g_00054	Prbl.g_02258
OG0000175	Prai.g_00055	Prbl.g_02266
OG0000176	Prai.g_00057	Prbl.g_02274
OG0000177	Prai.g_00058	Prbl.g_02275
OG0000178	Prai.g_00059	Prbl.g_02276
OG0000179	Prai.g_00064	Prbl.g_00614
OG0000180	Prai.g_00065	Prbl.g_00613
OG0000181	Prai.g_00066	Prbl.g_00612
OG0000182	Prai.g_00069	Prbl.g_00608
OG0000183	Prai.g_00070	Prbl.g_00607
OG0000184	Prai.g_00073	Prbl.g_00603
OG0000185	Prai.g_00077	Prbl.g_00597
OG0000186	Prai.g_00078	Prbl.g_00596
OG0000187	Prai.g_00079	Prbl.g_01075
OG0000188	Prai.g_00080	Prbl.g_00595
OG0000189	Prai.g_00081	Prbl.g_00592
OG0000190	Prai.g_00082	Prbl.g_00591
OG0000191	Prai.g_00083	Prbl.g_00590
OG0000192	Prai.g_00084	Prbl.g_00589
OG0000193	Prai.g_00085	Prbl.g_00588
OG0000194	Prai.g_00086	Prbl.g_00587
OG0000195	Prai.g_00088	Prbl.g_00583
OG0000196	Prai.g_00089	Prbl.g_00582
OG0000197	Prai.g_00090	Prbl.g_00576
OG0000198	Prai.g_00091	Prbl.g_00572
OG0000199	Prai.g_00094	Prbl.g_00567
OG0000200	Prai.g_00095	Prbl.g_00566
OG0000201	Prai.g_00096	Prbl.g_00565
OG0000202	Prai.g_00097	Prbl.g_00563
OG0000203	Prai.g_00098	Prbl.g_00562
OG0000204	Prai.g_00099	Prbl.g_00561
OG0000205	Prai.g_00100	Prbl.g_00559
OG0000206	Prai.g_00101	Prbl.g_00558
OG0000207	Prai.g_00102	Prbl.g_00557
OG0000208	Prai.g_00103	Prbl.g_00556
OG0000209	Prai.g_00104	Prbl.g_00555
OG0000210	Prai.g_00106	Prbl.g_00553
OG0000211	Prai.g_00107	Prbl.g_00552
OG0000212	Prai.g_00108	Prbl.g_00551
OG0000213	Prai.g_00109	Prbl.g_00548
OG0000214	Prai.g_00111	Prbl.g_00542
OG0000215	Prai.g_00112	Prbl.g_01332
OG0000216	Prai.g_00114	Prbl.g_01330
OG0000217	Prai.g_00115	Prbl.g_01328
OG0000218	Prai.g_00116	Prbl.g_01326
OG0000219	Prai.g_00117	Prbl.g_01325
OG0000220	Prai.g_00120	Prbl.g_01320
OG0000221	Prai.g_00122	Prbl.g_01315
OG0000222	Prai.g_00123	Prbl.g_01314
OG0000223	Prai.g_00124	Prbl.g_01313
OG0000224	Prai.g_00127	Prbl.g_00827
OG0000225	Prai.g_00129	Prbl.g_00825
OG0000226	Prai.g_00130	Prbl.g_00822
OG0000227	Prai.g_00131	Prbl.g_00820
OG0000228	Prai.g_00132	Prbl.g_00819
OG0000229	Prai.g_00133	Prbl.g_00818
OG0000230	Prai.g_00134	Prbl.g_00817
OG0000231	Prai.g_00136	Prbl.g_00815
OG0000232	Prai.g_00137	Prbl.g_00814
OG0000233	Prai.g_00140	Prbl.g_00809
OG0000234	Prai.g_00142	Prbl.g_00305
OG0000235	Prai.g_00156	Prbl.g_00303
OG0000236	Prai.g_00157	Prbl.g_00302
OG0000237	Prai.g_00158	Prbl.g_00301
OG0000238	Prai.g_00159	Prbl.g_00300
OG0000239	Prai.g_00160	Prbl.g_00299
OG0000240	Prai.g_00162	Prbl.g_00297
OG0000241	Prai.g_00163	Prbl.g_00296
OG0000242	Prai.g_00164	Prbl.g_00295
OG0000243	Prai.g_00165	Prbl.g_00294
OG0000244	Prai.g_00166	Prbl.g_00293
OG0000245	Prai.g_00167	Prbl.g_00291
OG0000246	Prai.g_00169	Prbl.g_00289
OG0000247	Prai.g_00170	Prbl.g_00288
OG0000248	Prai.g_00171	Prbl.g_00287
OG0000249	Prai.g_00172	Prbl.g_00286
OG0000250	Prai.g_00173	Prbl.g_00285
OG0000251	Prai.g_00174	Prbl.g_00284
OG0000252	Prai.g_00175	Prbl.g_00283
OG0000253	Prai.g_00176	Prbl.g_00282
OG0000254	Prai.g_00178	Prbl.g_00280
OG0000255	Prai.g_00179	Prbl.g_00279
OG0000256	Prai.g_00182	Prbl.g_00276
OG0000257	Prai.g_00184	Prbl.g_00275
OG0000258	Prai.g_00185	Prbl.g_00274
OG0000259	Prai.g_00186	Prbl.g_00273
OG0000260	Prai.g_00187	Prbl.g_00272
OG0000261	Prai.g_00188	Prbl.g_00271
OG0000262	Prai.g_00189	Prbl.g_00270
OG0000263	Prai.g_00190	Prbl.g_00269
OG0000264	Prai.g_00192	Prbl.g_02377
OG0000265	Prai.g_00193	Prbl.g_00066
OG0000266	Prai.g_00194	Prbl.g_00068
OG0000267	Prai.g_00196	Prbl.g_00072
OG0000268	Prai.g_00197	Prbl.g_00074
OG0000269	Prai.g_00198	Prbl.g_00077
OG0000270	Prai.g_00199	Prbl.g_00079
OG0000271	Prai.g_00200	Prbl.g_00082
OG0000272	Prai.g_00201	Prbl.g_00083
OG0000273	Prai.g_00202	Prbl.g_00086
OG0000274	Prai.g_00203	Prbl.g_00088
OG0000275	Prai.g_00204	Prbl.g_00089
OG0000276	Prai.g_00205	Prbl.g_00090
OG0000277	Prai.g_00206	Prbl.g_00091
OG0000278	Prai.g_00207	Prbl.g_00092
OG0000279	Prai.g_00208	Prbl.g_00093
OG0000280	Prai.g_00209	Prbl.g_00094
OG0000281	Prai.g_00211	Prbl.g_00096
OG0000282	Prai.g_00212	Prbl.g_00097
OG0000283	Prai.g_00215	Prbl.g_00104
OG0000284	Prai.g_00216	Prbl.g_00105
OG0000285	Prai.g_00217	Prbl.g_01283
OG0000286	Prai.g_00219	Prbl.g_01281
OG0000287	Prai.g_00220	Prbl.g_00130
OG0000288	Prai.g_00221	Prbl.g_00129
OG0000289	Prai.g_00222	Prbl.g_00127
OG0000290	Prai.g_00223	Prbl.g_00126
OG0000291	Prai.g_00224	Prbl.g_00124
OG0000292	Prai.g_00225	Prbl.g_01244
OG0000293	Prai.g_00226	Prbl.g_01245
OG0000294	Prai.g_00227	Prbl.g_01246
OG0000295	Prai.g_00228	Prbl.g_01252
OG0000296	Prai.g_00229	Prbl.g_01253
OG0000297	Prai.g_00230	Prbl.g_01256
OG0000298	Prai.g_00231	Prbl.g_01257
OG0000299	Prai.g_00232	Prbl.g_01258
OG0000300	Prai.g_00233	Prbl.g_01259
OG0000301	Prai.g_00234	Prbl.g_01260
OG0000302	Prai.g_00235	Prbl.g_01261
OG0000303	Prai.g_00236	Prbl.g_01262
OG0000304	Prai.g_00237	Prbl.g_01264
OG0000305	Prai.g_00238	Prbl.g_01265
OG0000306	Prai.g_00239	Prbl.g_01266
OG0000307	Prai.g_00240	Prbl.g_01918
OG0000308	Prai.g_00241	Prbl.g_01769
OG0000309	Prai.g_00242	Prbl.g_01770
OG0000310	Prai.g_00243	Prbl.g_01771
OG0000311	Prai.g_00244	Prbl.g_01922
OG0000312	Prai.g_00246	Prbl.g_01923
OG0000313	Prai.g_00247	Prbl.g_00199
OG0000314	Prai.g_00250	Prbl.g_00193
OG0000315	Prai.g_00251	Prbl.g_00192
OG0000316	Prai.g_00255	Prbl.g_02679
OG0000317	Prai.g_00257	Prbl.g_02666
OG0000318	Prai.g_00258	Prbl.g_01516
OG0000319	Prai.g_00259	Prbl.g_01515
OG0000320	Prai.g_00260	Prbl.g_01513
OG0000321	Prai.g_00263	Prbl.g_01508
OG0000322	Prai.g_00266	Prbl.g_01499
OG0000323	Prai.g_00267	Prbl.g_01498
OG0000324	Prai.g_00270	Prbl.g_01496
OG0000325	Prai.g_00272	Prbl.g_01494
OG0000326	Prai.g_00273	Prbl.g_01492
OG0000327	Prai.g_00275	Prbl.g_01486
OG0000328	Prai.g_00276	Prbl.g_01919
OG0000329	Prai.g_00277	Prbl.g_01473
OG0000330	Prai.g_00278	Prbl.g_01472
OG0000331	Prai.g_00279	Prbl.g_01470
OG0000332	Prai.g_00280	Prbl.g_01469
OG0000333	Prai.g_00281	Prbl.g_01468
OG0000334	Prai.g_00282	Prbl.g_01467
OG0000335	Prai.g_00283	Prbl.g_01466
OG0000336	Prai.g_00284	Prbl.g_01464
OG0000337	Prai.g_00288	Prbl.g_01459
OG0000338	Prai.g_00289	Prbl.g_01458
OG0000339	Prai.g_00290	Prbl.g_01457
OG0000340	Prai.g_00291	Prbl.g_01455
OG0000341	Prai.g_00295	Prbl.g_01450
OG0000342	Prai.g_00296	Prbl.g_01449
OG0000343	Prai.g_00298	Prbl.g_01447
OG0000344	Prai.g_00299	Prbl.g_01445
OG0000345	Prai.g_00300	Prbl.g_01444
OG0000346	Prai.g_00301	Prbl.g_01443
OG0000347	Prai.g_00302	Prbl.g_01442
OG0000348	Prai.g_00303	Prbl.g_01441
OG0000349	Prai.g_00304	Prbl.g_01440
OG0000350	Prai.g_00305	Prbl.g_01439
OG0000351	Prai.g_00308	Prbl.g_01435
OG0000352	Prai.g_00311	Prbl.g_01431
OG0000353	Prai.g_00312	Prbl.g_01428
OG0000354	Prai.g_00313	Prbl.g_01427
OG0000355	Prai.g_00314	Prbl.g_01426
OG0000356	Prai.g_00315	Prbl.g_01421
OG0000357	Prai.g_00316	Prbl.g_01420
OG0000358	Prai.g_00317	Prbl.g_01419
OG0000359	Prai.g_00318	Prbl.g_01417
OG0000360	Prai.g_00321	Prbl.g_01414
OG0000361	Prai.g_00322	Prbl.g_01413
OG0000362	Prai.g_00323	Prbl.g_00911
OG0000363	Prai.g_00324	Prbl.g_00909
OG0000364	Prai.g_00325	Prbl.g_00908
OG0000365	Prai.g_00326	Prbl.g_00907
OG0000366	Prai.g_00327	Prbl.g_00906
OG0000367	Prai.g_00328	Prbl.g_00905
OG0000368	Prai.g_00329	Prbl.g_00904
OG0000369	Prai.g_00330	Prbl.g_00903
OG0000370	Prai.g_00331	Prbl.g_00902
OG0000371	Prai.g_00332	Prbl.g_00901
OG0000372	Prai.g_00334	Prbl.g_00898
OG0000373	Prai.g_00336	Prbl.g_00888
OG0000374	Prai.g_00337	Prbl.g_00886
OG0000375	Prai.g_00338	Prbl.g_00877
OG0000376	Prai.g_00340	Prbl.g_01183
OG0000377	Prai.g_00341	Prbl.g_01190
OG0000378	Prai.g_00342	Prbl.g_01191
OG0000379	Prai.g_00347	Prbl.g_01201
OG0000380	Prai.g_00348	Prbl.g_01203
OG0000381	Prai.g_00349	Prbl.g_01204
OG0000382	Prai.g_00351	Prbl.g_01206
OG0000383	Prai.g_00354	Prbl.g_01210
OG0000384	Prai.g_00355	Prbl.g_01211
OG0000385	Prai.g_00357	Prbl.g_01217
OG0000386	Prai.g_00358	Prbl.g_01218
OG0000387	Prai.g_00359	Prbl.g_01219
OG0000388	Prai.g_00360	Prbl.g_01220
OG0000389	Prai.g_00361	Prbl.g_01221
OG0000390	Prai.g_00362	Prbl.g_01222
OG0000391	Prai.g_00363	Prbl.g_01223
OG0000392	Prai.g_00364	Prbl.g_01224
OG0000393	Prai.g_00367	Prbl.g_02673
OG0000394	Prai.g_00368	Prbl.g_02674
OG0000395	Prai.g_00370	Prbl.g_02678
OG0000396	Prai.g_00372	Prbl.g_01564
OG0000397	Prai.g_00384	Prbl.g_00609
OG0000398	Prai.g_00390	Prbl.g_00410
OG0000399	Prai.g_00392	Prbl.g_01693
OG0000400	Prai.g_00397	Prbl.g_02681
OG0000401	Prai.g_00462	Prbl.g_00676
OG0000402	Prai.g_00463	Prbl.g_00675
OG0000403	Prai.g_00464	Prbl.g_00663
OG0000404	Prai.g_00466	Prbl.g_00653
OG0000405	Prai.g_00467	Prbl.g_00652
OG0000406	Prai.g_00469	Prbl.g_00650
OG0000407	Prai.g_00470	Prbl.g_00649
OG0000408	Prai.g_00471	Prbl.g_00648
OG0000409	Prai.g_00472	Prbl.g_00647
OG0000410	Prai.g_00473	Prbl.g_00645
OG0000411	Prai.g_00474	Prbl.g_00644
OG0000412	Prai.g_00475	Prbl.g_00643
OG0000413	Prai.g_00476	Prbl.g_00642
OG0000414	Prai.g_00477	Prbl.g_00641
OG0000415	Prai.g_00478	Prbl.g_00640
OG0000416	Prai.g_00479	Prbl.g_00639
OG0000417	Prai.g_00480	Prbl.g_00635
OG0000418	Prai.g_00481	Prbl.g_00634
OG0000419	Prai.g_00482	Prbl.g_00633
OG0000420	Prai.g_00483	Prbl.g_00632
OG0000421	Prai.g_00484	Prbl.g_00625
OG0000422	Prai.g_00486	Prbl.g_00623
OG0000423	Prai.g_00487	Prbl.g_00622
OG0000424	Prai.g_00489	Prbl.g_00619
OG0000425	Prai.g_00492	Prbl.g_01364
OG0000426	Prai.g_00493	Prbl.g_01363
OG0000427	Prai.g_00494	Prbl.g_01360
OG0000428	Prai.g_00495	Prbl.g_01348
OG0000429	Prai.g_00496	Prbl.g_01346
OG0000430	Prai.g_00501	Prbl.g_01344
OG0000431	Prai.g_00503	Prbl.g_01342
OG0000432	Prai.g_00504	Prbl.g_01341
OG0000433	Prai.g_00507	Prbl.g_00503
OG0000434	Prai.g_00508	Prbl.g_00506
OG0000435	Prai.g_00509	Prbl.g_00510
OG0000436	Prai.g_00511	Prbl.g_00512
OG0000437	Prai.g_00513	Prbl.g_00514
OG0000438	Prai.g_00514	Prbl.g_00515
OG0000439	Prai.g_00515	Prbl.g_00516
OG0000440	Prai.g_00517	Prbl.g_00519
OG0000441	Prai.g_00518	Prbl.g_00521
OG0000442	Prai.g_00519	Prbl.g_00522
OG0000443	Prai.g_00520	Prbl.g_00523
OG0000444	Prai.g_00521	Prbl.g_00524
OG0000445	Prai.g_00522	Prbl.g_00525
OG0000446	Prai.g_00523	Prbl.g_00526
OG0000447	Prai.g_00524	Prbl.g_00527
OG0000448	Prai.g_00525	Prbl.g_00528
OG0000449	Prai.g_00530	Prbl.g_00536
OG0000450	Prai.g_00531	Prbl.g_00806
OG0000451	Prai.g_00532	Prbl.g_00805
OG0000452	Prai.g_00533	Prbl.g_00804
OG0000453	Prai.g_00535	Prbl.g_00801
OG0000454	Prai.g_00536	Prbl.g_00800
OG0000455	Prai.g_00537	Prbl.g_00799
OG0000456	Prai.g_00538	Prbl.g_00798
OG0000457	Prai.g_00540	Prbl.g_00797
OG0000458	Prai.g_00542	Prbl.g_00795
OG0000459	Prai.g_00543	Prbl.g_00794
OG0000460	Prai.g_00544	Prbl.g_00792
OG0000461	Prai.g_00545	Prbl.g_00791
OG0000462	Prai.g_00546	Prbl.g_00790
OG0000463	Prai.g_00547	Prbl.g_00785
OG0000464	Prai.g_00552	Prbl.g_00780
OG0000465	Prai.g_00553	Prbl.g_00779
OG0000466	Prai.g_00554	Prbl.g_00778
OG0000467	Prai.g_00555	Prbl.g_00776
OG0000468	Prai.g_00556	Prbl.g_00775
OG0000469	Prai.g_00557	Prbl.g_00770
OG0000470	Prai.g_00558	Prbl.g_01526
OG0000471	Prai.g_00559	Prbl.g_00032
OG0000472	Prai.g_00562	Prbl.g_00765
OG0000473	Prai.g_00563	Prbl.g_00763
OG0000474	Prai.g_00564	Prbl.g_00761
OG0000475	Prai.g_00565	Prbl.g_00760
OG0000476	Prai.g_00566	Prbl.g_00754
OG0000477	Prai.g_00568	Prbl.g_00751
OG0000478	Prai.g_00569	Prbl.g_00749
OG0000479	Prai.g_00570	Prbl.g_00747
OG0000480	Prai.g_00572	Prbl.g_02645
OG0000481	Prai.g_00573	Prbl.g_01878
OG0000482	Prai.g_00574	Prbl.g_01879
OG0000483	Prai.g_00575	Prbl.g_01881
OG0000484	Prai.g_00576	Prbl.g_01882
OG0000485	Prai.g_00577	Prbl.g_01883
OG0000486	Prai.g_00578	Prbl.g_01884
OG0000487	Prai.g_00579	Prbl.g_01885
OG0000488	Prai.g_00581	Prbl.g_01887
OG0000489	Prai.g_00582	Prbl.g_01888
OG0000490	Prai.g_00583	Prbl.g_01889
OG0000491	Prai.g_00584	Prbl.g_01890
OG0000492	Prai.g_00585	Prbl.g_01891
OG0000493	Prai.g_00586	Prbl.g_01892
OG0000494	Prai.g_00588	Prbl.g_01894
OG0000495	Prai.g_00589	Prbl.g_01895
OG0000496	Prai.g_00590	Prbl.g_01897
OG0000497	Prai.g_00592	Prbl.g_01899
OG0000498	Prai.g_00593	Prbl.g_01900
OG0000499	Prai.g_00595	Prbl.g_01902
OG0000500	Prai.g_00596	Prbl.g_01903
OG0000501	Prai.g_00598	Prbl.g_01801
OG0000502	Prai.g_00599	Prbl.g_01800
OG0000503	Prai.g_00600	Prbl.g_01799
OG0000504	Prai.g_00601	Prbl.g_01797
OG0000505	Prai.g_00602	Prbl.g_01796
OG0000506	Prai.g_00603	Prbl.g_01795
OG0000507	Prai.g_00604	Prbl.g_01794
OG0000508	Prai.g_00606	Prbl.g_01790
OG0000509	Prai.g_00607	Prbl.g_01789
OG0000510	Prai.g_00608	Prbl.g_01788
OG0000511	Prai.g_00609	Prbl.g_01787
OG0000512	Prai.g_00610	Prbl.g_01786
OG0000513	Prai.g_00611	Prbl.g_01785
OG0000514	Prai.g_00612	Prbl.g_01784
OG0000515	Prai.g_00614	Prbl.g_01781
OG0000516	Prai.g_00615	Prbl.g_01780
OG0000517	Prai.g_00616	Prbl.g_01779
OG0000518	Prai.g_00619	Prbl.g_01775
OG0000519	Prai.g_00620	Prbl.g_01774
OG0000520	Prai.g_00621	Prbl.g_01773
OG0000521	Prai.g_00622	Prbl.g_01772
OG0000522	Prai.g_00623	Prbl.g_01766
OG0000523	Prai.g_00624	Prbl.g_01765
OG0000524	Prai.g_00625	Prbl.g_01764
OG0000525	Prai.g_00627	Prbl.g_01762
OG0000526	Prai.g_00628	Prbl.g_01761
OG0000527	Prai.g_00629	Prbl.g_01760
OG0000528	Prai.g_00630	Prbl.g_01759
OG0000529	Prai.g_00631	Prbl.g_01758
OG0000530	Prai.g_00632	Prbl.g_01757
OG0000531	Prai.g_00633	Prbl.g_01754
OG0000532	Prai.g_00634	Prbl.g_01752
OG0000533	Prai.g_00635	Prbl.g_01751
OG0000534	Prai.g_00636	Prbl.g_01750
OG0000535	Prai.g_00637	Prbl.g_01749
OG0000536	Prai.g_00638	Prbl.g_01748
OG0000537	Prai.g_00639	Prbl.g_01747
OG0000538	Prai.g_00640	Prbl.g_01746
OG0000539	Prai.g_00641	Prbl.g_01744
OG0000540	Prai.g_00642	Prbl.g_01742
OG0000541	Prai.g_00643	Prbl.g_01610
OG0000542	Prai.g_00644	Prbl.g_01611
OG0000543	Prai.g_00645	Prbl.g_01612
OG0000544	Prai.g_00646	Prbl.g_01613
OG0000545	Prai.g_00650	Prbl.g_01616
OG0000546	Prai.g_00651	Prbl.g_01617
OG0000547	Prai.g_00653	Prbl.g_01619
OG0000548	Prai.g_00654	Prbl.g_01624
OG0000549	Prai.g_00655	Prbl.g_01625
OG0000550	Prai.g_00656	Prbl.g_01626
OG0000551	Prai.g_00657	Prbl.g_01629
OG0000552	Prai.g_00658	Prbl.g_01631
OG0000553	Prai.g_00659	Prbl.g_01632
OG0000554	Prai.g_00660	Prbl.g_01634
OG0000555	Prai.g_00661	Prbl.g_01635
OG0000556	Prai.g_00662	Prbl.g_01636
OG0000557	Prai.g_00663	Prbl.g_01637
OG0000558	Prai.g_00664	Prbl.g_01639
OG0000559	Prai.g_00665	Prbl.g_01640
OG0000560	Prai.g_00667	Prbl.g_01642
OG0000561	Prai.g_00668	Prbl.g_01643
OG0000562	Prai.g_00669	Prbl.g_01645
OG0000563	Prai.g_00670	Prbl.g_01646
OG0000564	Prai.g_00671	Prbl.g_01647
OG0000565	Prai.g_00672	Prbl.g_01655
OG0000566	Prai.g_00673	Prbl.g_01656
OG0000567	Prai.g_00674	Prbl.g_01657
OG0000568	Prai.g_00675	Prbl.g_01658
OG0000569	Prai.g_00676	Prbl.g_01659
OG0000570	Prai.g_00677	Prbl.g_01662
OG0000571	Prai.g_00678	Prbl.g_01663
