Orthogroup	Prbd	Syad
OG0000136	Prbd.g_01722, Prbd.g_00801	Syad.g_02445
OG0000137	Prbd.g_00767	Syad.g_02353
OG0000138	Prbd.g_00747	Syad.g_00920
OG0000139	Prbd.g_00705	Syad.g_00983
OG0000140	Prbd.g_00704	Syad.g_00987
OG0000141	Prbd.g_00637	Syad.g_02208
OG0000142	Prbd.g_00609	Syad.g_02152
OG0000143	Prbd.g_00605	Syad.g_02148
OG0000144	Prbd.g_00592	Syad.g_02024
OG0000145	Prbd.g_00062	Syad.g_00927
OG0000146	Prbd.g_00067	Syad.g_01767
OG0000147	Prbd.g_00068	Syad.g_01768
OG0000148	Prbd.g_00118	Syad.g_01861
OG0000149	Prbd.g_00149	Syad.g_01221
OG0000150	Prbd.g_00157	Syad.g_02207, Syad.g_00989
OG0000151	Prbd.g_00216	Syad.g_01956
OG0000152	Prbd.g_00264	Syad.g_01757
OG0000153	Prbd.g_00283	Syad.g_01713
OG0000154	Prbd.g_00314	Syad.g_01686
OG0000155	Prbd.g_00488	Syad.g_01189
OG0000156	Prbd.g_01812	Syad.g_01116
OG0000157	Prbd.g_01811	Syad.g_01115
OG0000158	Prbd.g_01736	Syad.g_00374
OG0000160	Prbd.g_01688	Syad.g_02279
OG0000161	Prbd.g_01682	Syad.g_02287
OG0000162	Prbd.g_01676	Syad.g_02293
OG0000163	Prbd.g_01642	Syad.g_02542
OG0000164	Prbd.g_01501	Syad.g_02659
OG0000165	Prbd.g_01494	Syad.g_02476
OG0000166	Prbd.g_01427	Syad.g_00654
OG0000167	Prbd.g_01361	Syad.g_00419
OG0000168	Prbd.g_01351	Syad.g_00371
OG0000169	Prbd.g_01341	Syad.g_00360
OG0000170	Prbd.g_01339	Syad.g_00353
OG0000171	Prbd.g_01319	Syad.g_00321
OG0000172	Prbd.g_01310	Syad.g_00244
OG0000173	Prbd.g_01295	Syad.g_00220
OG0000174	Prbd.g_01268	Syad.g_00065
OG0000175	Prbd.g_01258	Syad.g_00129
OG0000176	Prbd.g_01233	Syad.g_00166
OG0000177	Prbd.g_01232	Syad.g_00167
OG0000178	Prbd.g_01231	Syad.g_00168
OG0000179	Prbd.g_01221	Syad.g_00183
OG0000180	Prbd.g_01220	Syad.g_00184
OG0000181	Prbd.g_01219	Syad.g_00185
OG0000182	Prbd.g_01218	Syad.g_00186
OG0000183	Prbd.g_01214	Syad.g_00190
OG0000184	Prbd.g_01191	Syad.g_03018
OG0000185	Prbd.g_01188	Syad.g_03006
OG0000186	Prbd.g_01180	Syad.g_02722
OG0000187	Prbd.g_01179	Syad.g_02724
OG0000188	Prbd.g_01162	Syad.g_02759
OG0000189	Prbd.g_01148	Syad.g_02788
OG0000190	Prbd.g_01147	Syad.g_02790
OG0000191	Prbd.g_01126	Syad.g_02824
OG0000192	Prbd.g_01122	Syad.g_02834
OG0000193	Prbd.g_01094	Syad.g_02877
OG0000194	Prbd.g_01091	Syad.g_02880
OG0000195	Prbd.g_01089	Syad.g_02884
OG0000196	Prbd.g_01079	Syad.g_02894
OG0000197	Prbd.g_01078	Syad.g_02895
OG0000198	Prbd.g_01077	Syad.g_02896
OG0000199	Prbd.g_01070	Syad.g_02904
OG0000200	Prbd.g_01056	Syad.g_02921
OG0000201	Prbd.g_01048	Syad.g_02937
OG0000202	Prbd.g_01047	Syad.g_02938
OG0000203	Prbd.g_01046	Syad.g_02939
OG0000204	Prbd.g_01045	Syad.g_02940
OG0000205	Prbd.g_01038	Syad.g_02948
OG0000206	Prbd.g_01033	Syad.g_02955
OG0000207	Prbd.g_01031	Syad.g_02957
OG0000208	Prbd.g_01030	Syad.g_02958
OG0000209	Prbd.g_01021	Syad.g_02981
OG0000210	Prbd.g_01020	Syad.g_02982
OG0000212	Prbd.g_00999	Syad.g_00825
OG0000213	Prbd.g_00982	Syad.g_00556
OG0000214	Prbd.g_00972	Syad.g_00538
OG0000215	Prbd.g_00947	Syad.g_00508
OG0000216	Prbd.g_00945	Syad.g_00504, Syad.g_00285
OG0000217	Prbd.g_00942	Syad.g_00500
OG0000218	Prbd.g_00940	Syad.g_00498
OG0000219	Prbd.g_00939	Syad.g_00497
OG0000220	Prbd.g_00938	Syad.g_00496
OG0000221	Prbd.g_00937	Syad.g_00488
OG0000222	Prbd.g_00929	Syad.g_00473
OG0000223	Prbd.g_00916	Syad.g_00451
OG0000224	Prbd.g_00914	Syad.g_00444
OG0000225	Prbd.g_00893	Syad.g_00777
OG0000226	Prbd.g_00889	Syad.g_00781
OG0000227	Prbd.g_00887	Syad.g_00783
OG0000228	Prbd.g_00884	Syad.g_00784
OG0000229	Prbd.g_00806	Syad.g_02450
OG0000230	Prbd.g_00804	Syad.g_02448
OG0000231	Prbd.g_00793	Syad.g_02436
OG0000232	Prbd.g_00784	Syad.g_02392
OG0000233	Prbd.g_00779	Syad.g_02382
OG0000234	Prbd.g_00766	Syad.g_02351
OG0000235	Prbd.g_00763	Syad.g_00903
OG0000236	Prbd.g_00749	Syad.g_00918
OG0000237	Prbd.g_00736	Syad.g_00936
OG0000238	Prbd.g_00730	Syad.g_00941
OG0000239	Prbd.g_00717	Syad.g_00957
OG0000240	Prbd.g_00716	Syad.g_00958
OG0000241	Prbd.g_00712	Syad.g_02160
OG0000242	Prbd.g_00710	Syad.g_00975
OG0000243	Prbd.g_00699	Syad.g_01000
OG0000244	Prbd.g_00696	Syad.g_01012
OG0000245	Prbd.g_00694	Syad.g_01014
OG0000246	Prbd.g_00690	Syad.g_01017
OG0000247	Prbd.g_00680	Syad.g_01029
OG0000248	Prbd.g_00678	Syad.g_01032
OG0000249	Prbd.g_00676	Syad.g_01034
OG0000250	Prbd.g_00671	Syad.g_01044
OG0000251	Prbd.g_00653	Syad.g_01071
OG0000252	Prbd.g_00650	Syad.g_01078
OG0000253	Prbd.g_00649	Syad.g_01081
OG0000254	Prbd.g_00633	Syad.g_02203
OG0000255	Prbd.g_00627	Syad.g_02185
OG0000256	Prbd.g_00617	Syad.g_02167
OG0000257	Prbd.g_00614	Syad.g_02161
OG0000258	Prbd.g_00601	Syad.g_02143
OG0000259	Prbd.g_00584	Syad.g_01576
OG0000260	Prbd.g_00581	Syad.g_01587
OG0000261	Prbd.g_00579	Syad.g_01590
OG0000262	Prbd.g_00575	Syad.g_01595
OG0000263	Prbd.g_00563	Syad.g_01475
OG0000264	Prbd.g_00553	Syad.g_01360
OG0000265	Prbd.g_00007	Syad.g_01383
OG0000266	Prbd.g_00017	Syad.g_01804
OG0000267	Prbd.g_00028	Syad.g_01645
OG0000268	Prbd.g_00029	Syad.g_01646
OG0000269	Prbd.g_00097	Syad.g_01894
OG0000270	Prbd.g_00100	Syad.g_01891
OG0000271	Prbd.g_00108	Syad.g_01883
OG0000272	Prbd.g_00109	Syad.g_01882
OG0000273	Prbd.g_00132	Syad.g_01247
OG0000274	Prbd.g_00133	Syad.g_01246
OG0000275	Prbd.g_00136	Syad.g_01242
OG0000276	Prbd.g_00141	Syad.g_01229
OG0000277	Prbd.g_00142	Syad.g_01228
OG0000278	Prbd.g_00145	Syad.g_01225
OG0000279	Prbd.g_00152	Syad.g_01208
OG0000280	Prbd.g_00153	Syad.g_01198
OG0000281	Prbd.g_00158	Syad.g_00624
OG0000282	Prbd.g_00208	Syad.g_01619
OG0000283	Prbd.g_00241	Syad.g_01661
OG0000284	Prbd.g_00246	Syad.g_01787
OG0000285	Prbd.g_00251	Syad.g_01776
OG0000286	Prbd.g_00263	Syad.g_01758
OG0000288	Prbd.g_00313	Syad.g_01687
OG0000289	Prbd.g_00324	Syad.g_01672
OG0000290	Prbd.g_00337	Syad.g_01287
OG0000291	Prbd.g_00339	Syad.g_01289
OG0000292	Prbd.g_00389	Syad.g_00155
OG0000293	Prbd.g_00459	Syad.g_01124
OG0000294	Prbd.g_00460	Syad.g_01125
OG0000295	Prbd.g_00480	Syad.g_01181
OG0000296	Prbd.g_00482	Syad.g_01183
OG0000297	Prbd.g_00490	Syad.g_01512
OG0000298	Prbd.g_00491	Syad.g_01511
OG0000299	Prbd.g_00508	Syad.g_01462
OG0000300	Prbd.g_00511	Syad.g_01455
OG0000301	Prbd.g_00512	Syad.g_01454
OG0000302	Prbd.g_00514	Syad.g_01453
OG0000303	Prbd.g_00521	Syad.g_01442
OG0000304	Prbd.g_00525	Syad.g_01436
OG0000305	Prbd.g_01772	Syad.g_01292
OG0000306	Prbd.g_01769	Syad.g_01989
OG0000307	Prbd.g_01755	Syad.g_00883
OG0000308	Prbd.g_01754	Syad.g_00881
OG0000309	Prbd.g_01750	Syad.g_00876
OG0000310	Prbd.g_01704	Syad.g_02250
OG0000311	Prbd.g_01702	Syad.g_02254
OG0000312	Prbd.g_01699	Syad.g_02265
OG0000313	Prbd.g_01685	Syad.g_02284
OG0000314	Prbd.g_01662	Syad.g_02313
OG0000315	Prbd.g_01652	Syad.g_02323
OG0000316	Prbd.g_01632	Syad.g_02564
OG0000317	Prbd.g_01527	Syad.g_02620
OG0000318	Prbd.g_01524	Syad.g_02624
OG0000319	Prbd.g_01511	Syad.g_02642
OG0000320	Prbd.g_01509	Syad.g_02644
OG0000321	Prbd.g_01508	Syad.g_02645
OG0000322	Prbd.g_01507	Syad.g_02646
OG0000323	Prbd.g_01498	Syad.g_02661
OG0000324	Prbd.g_01471	Syad.g_02505
OG0000325	Prbd.g_01462	Syad.g_00591
OG0000326	Prbd.g_01456	Syad.g_00598
OG0000327	Prbd.g_01432	Syad.g_00649
OG0000328	Prbd.g_01431	Syad.g_00650
OG0000329	Prbd.g_01414	Syad.g_00668
OG0000330	Prbd.g_01413	Syad.g_00669
OG0000331	Prbd.g_01412	Syad.g_00670
OG0000332	Prbd.g_01398	Syad.g_00685
OG0000333	Prbd.g_01396	Syad.g_00688
OG0000334	Prbd.g_01388	Syad.g_00697
OG0000335	Prbd.g_01383	Syad.g_00702
OG0000336	Prbd.g_01379	Syad.g_00706
OG0000337	Prbd.g_01363	Syad.g_00425, Syad.g_00427
OG0000338	Prbd.g_01362	Syad.g_00421
OG0000339	Prbd.g_01358	Syad.g_00414
OG0000340	Prbd.g_01350	Syad.g_00370
OG0000341	Prbd.g_01348	Syad.g_00368
OG0000342	Prbd.g_01347	Syad.g_00367
OG0000343	Prbd.g_01346	Syad.g_00366
OG0000344	Prbd.g_01343	Syad.g_00362
OG0000345	Prbd.g_01338	Syad.g_00352
OG0000346	Prbd.g_01334	Syad.g_00347
OG0000347	Prbd.g_01317	Syad.g_00318
OG0000348	Prbd.g_01307	Syad.g_00233
OG0000349	Prbd.g_01290	Syad.g_00213
OG0000350	Prbd.g_01272	Syad.g_00605
OG0000351	Prbd.g_01255	Syad.g_00134
OG0000352	Prbd.g_01254	Syad.g_00135
OG0000353	Prbd.g_01238	Syad.g_00161
OG0000355	Prbd.g_01236	Syad.g_00163
OG0000356	Prbd.g_01235	Syad.g_00164
OG0000357	Prbd.g_01234	Syad.g_00165
OG0000358	Prbd.g_01230	Syad.g_00169
OG0000359	Prbd.g_01229	Syad.g_00171
OG0000360	Prbd.g_01228	Syad.g_00172
OG0000361	Prbd.g_01227	Syad.g_00173
OG0000362	Prbd.g_01225	Syad.g_00175
OG0000363	Prbd.g_01223	Syad.g_00177
OG0000364	Prbd.g_01222	Syad.g_00178
OG0000365	Prbd.g_01217	Syad.g_00187
OG0000366	Prbd.g_01216	Syad.g_00188
OG0000367	Prbd.g_01215	Syad.g_00189
OG0000368	Prbd.g_01213	Syad.g_00191
OG0000369	Prbd.g_01212	Syad.g_00192
OG0000370	Prbd.g_01211	Syad.g_00193
OG0000371	Prbd.g_01205	Syad.g_00201
OG0000372	Prbd.g_01202	Syad.g_00206
OG0000373	Prbd.g_01201	Syad.g_00207
OG0000374	Prbd.g_01200	Syad.g_00208
OG0000375	Prbd.g_01198	Syad.g_00209
OG0000376	Prbd.g_01196	Syad.g_00211
OG0000377	Prbd.g_01192	Syad.g_03027
OG0000378	Prbd.g_01190	Syad.g_03012
OG0000379	Prbd.g_01187	Syad.g_03005
OG0000380	Prbd.g_01178	Syad.g_02725
OG0000381	Prbd.g_01174	Syad.g_02729
OG0000382	Prbd.g_01163	Syad.g_02758
OG0000383	Prbd.g_01161	Syad.g_02761
OG0000384	Prbd.g_01160	Syad.g_02762
OG0000385	Prbd.g_01159	Syad.g_02763
OG0000386	Prbd.g_01158	Syad.g_02764
OG0000387	Prbd.g_01145	Syad.g_02792
OG0000388	Prbd.g_01142	Syad.g_02796
OG0000389	Prbd.g_01138	Syad.g_02800
OG0000390	Prbd.g_01131	Syad.g_02818
OG0000391	Prbd.g_01127	Syad.g_02823
OG0000392	Prbd.g_01123	Syad.g_02833
OG0000393	Prbd.g_01121	Syad.g_02837
OG0000394	Prbd.g_01120	Syad.g_02838
OG0000395	Prbd.g_01119	Syad.g_02839
OG0000396	Prbd.g_01116	Syad.g_02843
OG0000397	Prbd.g_01114	Syad.g_02845
OG0000398	Prbd.g_01112	Syad.g_02850
OG0000399	Prbd.g_01111	Syad.g_02851
OG0000400	Prbd.g_01110	Syad.g_02852
OG0000401	Prbd.g_01109	Syad.g_02853
OG0000402	Prbd.g_01107	Syad.g_02855
OG0000403	Prbd.g_01106	Syad.g_02856
OG0000404	Prbd.g_01105	Syad.g_02858
OG0000405	Prbd.g_01100	Syad.g_02874
OG0000406	Prbd.g_01093	Syad.g_02878
OG0000407	Prbd.g_01092	Syad.g_02879
OG0000408	Prbd.g_01090	Syad.g_02883
OG0000409	Prbd.g_01088	Syad.g_02885
OG0000410	Prbd.g_01087	Syad.g_02886
OG0000411	Prbd.g_01086	Syad.g_02887
OG0000412	Prbd.g_01085	Syad.g_02888
OG0000413	Prbd.g_01084	Syad.g_02890
OG0000415	Prbd.g_01082	Syad.g_02891
OG0000416	Prbd.g_01081	Syad.g_02892
OG0000417	Prbd.g_01080	Syad.g_02893
OG0000418	Prbd.g_01075	Syad.g_02898
OG0000419	Prbd.g_01073	Syad.g_02900
OG0000420	Prbd.g_01072	Syad.g_02902
OG0000421	Prbd.g_01067	Syad.g_02907
OG0000422	Prbd.g_01066	Syad.g_02908
OG0000423	Prbd.g_01065	Syad.g_02909
OG0000424	Prbd.g_01064	Syad.g_02910
OG0000425	Prbd.g_01063	Syad.g_02911
OG0000426	Prbd.g_01062	Syad.g_02912
OG0000427	Prbd.g_01061	Syad.g_02913
OG0000428	Prbd.g_01059	Syad.g_02916
OG0000429	Prbd.g_01058	Syad.g_02918
OG0000430	Prbd.g_01057	Syad.g_02920
OG0000431	Prbd.g_01055	Syad.g_02923
OG0000432	Prbd.g_01052	Syad.g_02930
OG0000433	Prbd.g_01051	Syad.g_02933
OG0000434	Prbd.g_01050	Syad.g_02934
OG0000435	Prbd.g_01049	Syad.g_02936
OG0000436	Prbd.g_01044	Syad.g_02942
OG0000437	Prbd.g_01043	Syad.g_02943
OG0000438	Prbd.g_01042	Syad.g_02944
OG0000439	Prbd.g_01040	Syad.g_02946
OG0000440	Prbd.g_01039	Syad.g_02947
OG0000441	Prbd.g_01036	Syad.g_02951
OG0000442	Prbd.g_01035	Syad.g_02952
OG0000443	Prbd.g_01034	Syad.g_02953
OG0000444	Prbd.g_01029	Syad.g_02964
OG0000445	Prbd.g_01028	Syad.g_02965
OG0000446	Prbd.g_01027	Syad.g_02967
OG0000447	Prbd.g_01026	Syad.g_02970
OG0000448	Prbd.g_01025	Syad.g_02971
OG0000449	Prbd.g_01024	Syad.g_02972
OG0000450	Prbd.g_01023	Syad.g_02978
OG0000451	Prbd.g_01022	Syad.g_02979
OG0000452	Prbd.g_01019	Syad.g_02983
OG0000453	Prbd.g_01018	Syad.g_02984
OG0000454	Prbd.g_01017	Syad.g_02985
OG0000455	Prbd.g_01016	Syad.g_02986
OG0000456	Prbd.g_01015	Syad.g_02987
OG0000457	Prbd.g_01013	Syad.g_02989
OG0000458	Prbd.g_01012	Syad.g_02998
OG0000459	Prbd.g_01011	Syad.g_02999
OG0000460	Prbd.g_01004	Syad.g_00815
OG0000461	Prbd.g_00997	Syad.g_00579
OG0000462	Prbd.g_00995	Syad.g_00576
OG0000463	Prbd.g_00994	Syad.g_00575
OG0000464	Prbd.g_00993	Syad.g_00574
OG0000465	Prbd.g_00992	Syad.g_00573
OG0000466	Prbd.g_00989	Syad.g_00568
OG0000467	Prbd.g_00988	Syad.g_00566
OG0000468	Prbd.g_00986	Syad.g_00561
OG0000469	Prbd.g_00977	Syad.g_00545
OG0000470	Prbd.g_00975	Syad.g_00542
OG0000471	Prbd.g_00974	Syad.g_00541
OG0000472	Prbd.g_00973	Syad.g_00539
OG0000473	Prbd.g_00971	Syad.g_00537
OG0000474	Prbd.g_00970	Syad.g_00536
OG0000475	Prbd.g_00969	Syad.g_00535
OG0000476	Prbd.g_00968	Syad.g_00533
OG0000477	Prbd.g_00964	Syad.g_00528
OG0000478	Prbd.g_00963	Syad.g_00527
OG0000479	Prbd.g_00962	Syad.g_00526
OG0000480	Prbd.g_00957	Syad.g_00520
OG0000481	Prbd.g_00955	Syad.g_00518
OG0000482	Prbd.g_00954	Syad.g_00517
OG0000483	Prbd.g_00951	Syad.g_00513
OG0000484	Prbd.g_00950	Syad.g_00512
OG0000485	Prbd.g_00949	Syad.g_00511
OG0000486	Prbd.g_00948	Syad.g_00510
OG0000487	Prbd.g_00944	Syad.g_00503
OG0000488	Prbd.g_00941	Syad.g_00499
OG0000489	Prbd.g_00936	Syad.g_00487
OG0000490	Prbd.g_00931	Syad.g_00475
OG0000491	Prbd.g_00930	Syad.g_00474
OG0000492	Prbd.g_00928	Syad.g_00472
OG0000493	Prbd.g_00927	Syad.g_00471
OG0000494	Prbd.g_00926	Syad.g_00470
OG0000495	Prbd.g_00925	Syad.g_00469
OG0000496	Prbd.g_00924	Syad.g_00468
OG0000497	Prbd.g_00923	Syad.g_00467
OG0000498	Prbd.g_00922	Syad.g_00466
OG0000499	Prbd.g_00921	Syad.g_00465
OG0000500	Prbd.g_00920	Syad.g_00464
OG0000501	Prbd.g_00918	Syad.g_00461
OG0000502	Prbd.g_00915	Syad.g_00449
OG0000503	Prbd.g_00905	Syad.g_00761
OG0000504	Prbd.g_00904	Syad.g_00763
OG0000505	Prbd.g_00903	Syad.g_00764
OG0000506	Prbd.g_00901	Syad.g_00766
OG0000507	Prbd.g_00898	Syad.g_00772
OG0000508	Prbd.g_00894	Syad.g_00776
OG0000509	Prbd.g_00892	Syad.g_00778
OG0000510	Prbd.g_00891	Syad.g_00779
OG0000511	Prbd.g_00890	Syad.g_00780
OG0000512	Prbd.g_00888	Syad.g_00782
OG0000513	Prbd.g_00881	Syad.g_00789
OG0000514	Prbd.g_00811	Syad.g_00795
OG0000515	Prbd.g_00810	Syad.g_00796
OG0000516	Prbd.g_00809	Syad.g_02456
OG0000517	Prbd.g_00807	Syad.g_02451
OG0000518	Prbd.g_00796	Syad.g_02439
OG0000519	Prbd.g_00795	Syad.g_02438
OG0000520	Prbd.g_00794	Syad.g_02437
OG0000521	Prbd.g_00789	Syad.g_01108
OG0000522	Prbd.g_00787	Syad.g_01109
OG0000523	Prbd.g_00786	Syad.g_01110
OG0000524	Prbd.g_00781	Syad.g_02386
OG0000525	Prbd.g_00778	Syad.g_02363
OG0000526	Prbd.g_00777	Syad.g_02360
OG0000527	Prbd.g_00769	Syad.g_02355
OG0000528	Prbd.g_00764	Syad.g_00897
OG0000529	Prbd.g_00761	Syad.g_00905
OG0000530	Prbd.g_00758	Syad.g_00908
OG0000531	Prbd.g_00757	Syad.g_00909
OG0000532	Prbd.g_00755	Syad.g_00912
OG0000533	Prbd.g_00754	Syad.g_00913
OG0000534	Prbd.g_00753	Syad.g_00914
OG0000535	Prbd.g_00752	Syad.g_00915
OG0000536	Prbd.g_00751	Syad.g_00916
OG0000537	Prbd.g_00750	Syad.g_00917
OG0000538	Prbd.g_00742	Syad.g_00929
OG0000539	Prbd.g_00741	Syad.g_00930
OG0000540	Prbd.g_00740	Syad.g_00931
OG0000541	Prbd.g_00739	Syad.g_00932
OG0000542	Prbd.g_00737	Syad.g_00935
OG0000543	Prbd.g_00735	Syad.g_00937
OG0000544	Prbd.g_00734	Syad.g_00938
OG0000545	Prbd.g_00732	Syad.g_00940
OG0000546	Prbd.g_00729	Syad.g_00942
OG0000547	Prbd.g_00727	Syad.g_00944
OG0000548	Prbd.g_00726	Syad.g_00945
OG0000549	Prbd.g_00724	Syad.g_00952
OG0000550	Prbd.g_00719	Syad.g_00956
OG0000551	Prbd.g_00715	Syad.g_00960
OG0000552	Prbd.g_00714	Syad.g_00961
OG0000553	Prbd.g_00713	Syad.g_00965
OG0000554	Prbd.g_00708	Syad.g_00978
OG0000555	Prbd.g_00700	Syad.g_00999
OG0000556	Prbd.g_00698	Syad.g_01003
OG0000557	Prbd.g_00697	Syad.g_01011
OG0000558	Prbd.g_00695	Syad.g_01013
OG0000559	Prbd.g_00691	Syad.g_01016
OG0000560	Prbd.g_00688	Syad.g_01019
OG0000561	Prbd.g_00687	Syad.g_01020
OG0000562	Prbd.g_00686	Syad.g_01021
OG0000563	Prbd.g_00685	Syad.g_01022
OG0000564	Prbd.g_00684	Syad.g_01023
OG0000565	Prbd.g_00681	Syad.g_01027
OG0000566	Prbd.g_00679	Syad.g_01031
OG0000567	Prbd.g_00675	Syad.g_01035
