Orthogroup	Prbd	Syat
OG0000113	Prbd.g_00124	Syat.g_00509
OG0000114	Prbd.g_00206	Syat.g_00426
OG0000115	Prbd.g_00401	Syat.g_01328
OG0000116	Prbd.g_00458	Syat.g_02641
OG0000117	Prbd.g_01895	Syat.g_00224
OG0000118	Prbd.g_01789	Syat.g_01168
OG0000119	Prbd.g_01768	Syat.g_00309
OG0000120	Prbd.g_01737	Syat.g_02132
OG0000121	Prbd.g_01687	Syat.g_01223
OG0000123	Prbd.g_01384	Syat.g_01653
OG0000124	Prbd.g_01318	Syat.g_02231
OG0000125	Prbd.g_01281	Syat.g_02684
OG0000126	Prbd.g_01242	Syat.g_00976
OG0000128	Prbd.g_01226	Syat.g_02331
OG0000129	Prbd.g_01194	Syat.g_02693, Syat.g_02694
OG0000130	Prbd.g_01175	Syat.g_01469
OG0000131	Prbd.g_01095	Syat.g_02898
OG0000132	Prbd.g_01076	Syat.g_02864
OG0000133	Prbd.g_00917	Syat.g_00588
OG0000134	Prbd.g_00882	Syat.g_02956
OG0000135	Prbd.g_00855	Syat.g_02501
OG0000136	Prbd.g_01722, Prbd.g_00801	Syat.g_01292
OG0000137	Prbd.g_00767	Syat.g_01371
OG0000138	Prbd.g_00747	Syat.g_03188
OG0000140	Prbd.g_00704	Syat.g_03280
OG0000141	Prbd.g_00637	Syat.g_03398
OG0000142	Prbd.g_00609	Syat.g_00117
OG0000143	Prbd.g_00605	Syat.g_00130
OG0000144	Prbd.g_00592	Syat.g_00369
OG0000145	Prbd.g_00062	Syat.g_03202
OG0000146	Prbd.g_00067	Syat.g_00594
OG0000147	Prbd.g_00068	Syat.g_00595
OG0000148	Prbd.g_00118	Syat.g_00503
OG0000149	Prbd.g_00149	Syat.g_00747
OG0000150	Prbd.g_00157	Syat.g_03399
OG0000151	Prbd.g_00216	Syat.g_00801, Syat.g_00440
OG0000152	Prbd.g_00264	Syat.g_00578
OG0000153	Prbd.g_00283	Syat.g_00542
OG0000154	Prbd.g_00314	Syat.g_00708
OG0000155	Prbd.g_00488	Syat.g_00287
OG0000156	Prbd.g_01812	Syat.g_03228
OG0000157	Prbd.g_01811	Syat.g_02012, Syat.g_03227
OG0000158	Prbd.g_01736	Syat.g_02163
OG0000159	Prbd.g_01735	Syat.g_01187
OG0000160	Prbd.g_01688	Syat.g_01224
OG0000161	Prbd.g_01682	Syat.g_01180
OG0000162	Prbd.g_01676	Syat.g_01281
OG0000163	Prbd.g_01642	Syat.g_02979
OG0000164	Prbd.g_01501	Syat.g_03040
OG0000165	Prbd.g_01494	Syat.g_03033
OG0000166	Prbd.g_01427	Syat.g_01822
OG0000167	Prbd.g_01361	Syat.g_02148
OG0000168	Prbd.g_01351	Syat.g_02164
OG0000169	Prbd.g_01341	Syat.g_02192
OG0000170	Prbd.g_01339	Syat.g_02201
OG0000171	Prbd.g_01319	Syat.g_02230
OG0000172	Prbd.g_01310	Syat.g_02260
OG0000173	Prbd.g_01295	Syat.g_02284
OG0000174	Prbd.g_01268	Syat.g_02504
OG0000175	Prbd.g_01258	Syat.g_02416
OG0000176	Prbd.g_01233	Syat.g_02372
OG0000177	Prbd.g_01232	Syat.g_02338
OG0000178	Prbd.g_01231	Syat.g_02337
OG0000179	Prbd.g_01221	Syat.g_02322
OG0000180	Prbd.g_01220	Syat.g_02321
OG0000181	Prbd.g_01219	Syat.g_02320
OG0000182	Prbd.g_01218	Syat.g_02319
OG0000183	Prbd.g_01214	Syat.g_02315
OG0000184	Prbd.g_01191	Syat.g_02704
OG0000185	Prbd.g_01188	Syat.g_02719
OG0000186	Prbd.g_01180	Syat.g_01463
OG0000187	Prbd.g_01179	Syat.g_01467
OG0000188	Prbd.g_01162	Syat.g_01489
OG0000189	Prbd.g_01148	Syat.g_01557
OG0000190	Prbd.g_01147	Syat.g_00330
OG0000191	Prbd.g_01126	Syat.g_03344, Syat.g_02939
OG0000192	Prbd.g_01122	Syat.g_02933
OG0000193	Prbd.g_01094	Syat.g_02897
OG0000194	Prbd.g_01091	Syat.g_02894
OG0000195	Prbd.g_01089	Syat.g_02892
OG0000196	Prbd.g_01079	Syat.g_02867
OG0000197	Prbd.g_01078	Syat.g_02866
OG0000198	Prbd.g_01077	Syat.g_02865
OG0000199	Prbd.g_01070	Syat.g_02857
OG0000200	Prbd.g_01056	Syat.g_02840
OG0000201	Prbd.g_01048	Syat.g_02821
OG0000202	Prbd.g_01047	Syat.g_02820
OG0000203	Prbd.g_01046	Syat.g_02819
OG0000204	Prbd.g_01045	Syat.g_02818
OG0000205	Prbd.g_01038	Syat.g_02809
OG0000206	Prbd.g_01033	Syat.g_02785
OG0000207	Prbd.g_01031	Syat.g_02778
OG0000208	Prbd.g_01030	Syat.g_02777
OG0000209	Prbd.g_01021	Syat.g_02735
OG0000210	Prbd.g_01020	Syat.g_02734
OG0000211	Prbd.g_01006	Syat.g_01452
OG0000212	Prbd.g_00999	Syat.g_01442
OG0000213	Prbd.g_00982	Syat.g_01889
OG0000214	Prbd.g_00972	Syat.g_02042
OG0000215	Prbd.g_00947	Syat.g_02075
OG0000216	Prbd.g_00945	Syat.g_02079
OG0000217	Prbd.g_00942	Syat.g_02085
OG0000218	Prbd.g_00940	Syat.g_02087
OG0000219	Prbd.g_00939	Syat.g_02088
OG0000220	Prbd.g_00938	Syat.g_02089
OG0000221	Prbd.g_00937	Syat.g_02095
OG0000222	Prbd.g_00929	Syat.g_02109
OG0000223	Prbd.g_00916	Syat.g_02570
OG0000224	Prbd.g_00914	Syat.g_02139
OG0000225	Prbd.g_00893	Syat.g_01595
OG0000226	Prbd.g_00889	Syat.g_01588
OG0000228	Prbd.g_00884	Syat.g_02952
OG0000229	Prbd.g_00806	Syat.g_02970
OG0000230	Prbd.g_00804	Syat.g_02972
OG0000231	Prbd.g_00793	Syat.g_01283
OG0000232	Prbd.g_00784	Syat.g_01313
OG0000233	Prbd.g_00779	Syat.g_01407
OG0000234	Prbd.g_00766	Syat.g_01369
OG0000235	Prbd.g_00763	Syat.g_03169
OG0000236	Prbd.g_00749	Syat.g_03186
OG0000237	Prbd.g_00736	Syat.g_03214
OG0000238	Prbd.g_00730	Syat.g_03219
OG0000239	Prbd.g_00717	Syat.g_01105
OG0000240	Prbd.g_00716	Syat.g_01104
OG0000241	Prbd.g_00712	Syat.g_00111
OG0000242	Prbd.g_00710	Syat.g_01077
OG0000243	Prbd.g_00699	Syat.g_00092
OG0000244	Prbd.g_00696	Syat.g_00082
OG0000245	Prbd.g_00694	Syat.g_00080
OG0000246	Prbd.g_00690	Syat.g_00076
OG0000247	Prbd.g_00680	Syat.g_00065
OG0000248	Prbd.g_00678	Syat.g_00062
OG0000249	Prbd.g_00676	Syat.g_00060
OG0000250	Prbd.g_00671	Syat.g_00053
OG0000251	Prbd.g_00653	Syat.g_00027
OG0000252	Prbd.g_00650	Syat.g_00022
OG0000253	Prbd.g_00649	Syat.g_00021
OG0000254	Prbd.g_00633	Syat.g_03407
OG0000255	Prbd.g_00627	Syat.g_02405
OG0000256	Prbd.g_00617	Syat.g_03306
OG0000257	Prbd.g_00614	Syat.g_00109
OG0000258	Prbd.g_00601	Syat.g_00382
OG0000259	Prbd.g_00584	Syat.g_00342
OG0000260	Prbd.g_00581	Syat.g_00392
OG0000261	Prbd.g_00579	Syat.g_00400
OG0000262	Prbd.g_00575	Syat.g_00407
OG0000263	Prbd.g_00563	Syat.g_00200
OG0000266	Prbd.g_00017	Syat.g_00671
OG0000267	Prbd.g_00028	Syat.g_00636
OG0000268	Prbd.g_00029	Syat.g_00634
OG0000269	Prbd.g_00097	Syat.g_00474, Syat.g_00126
OG0000270	Prbd.g_00100	Syat.g_00477
OG0000271	Prbd.g_00108	Syat.g_00485
OG0000272	Prbd.g_00109	Syat.g_00486
OG0000273	Prbd.g_00132	Syat.g_00520
OG0000274	Prbd.g_00133	Syat.g_00521
OG0000275	Prbd.g_00136	Syat.g_00718
OG0000276	Prbd.g_00141	Syat.g_00725
OG0000277	Prbd.g_00142	Syat.g_00738
OG0000278	Prbd.g_00145	Syat.g_00741
OG0000279	Prbd.g_00152	Syat.g_00755
OG0000280	Prbd.g_00153	Syat.g_01669
OG0000281	Prbd.g_00158	Syat.g_00960
OG0000282	Prbd.g_00208	Syat.g_00431
OG0000283	Prbd.g_00241	Syat.g_00620
OG0000284	Prbd.g_00246	Syat.g_00614
OG0000285	Prbd.g_00251	Syat.g_00607
OG0000286	Prbd.g_00263	Syat.g_00579
OG0000287	Prbd.g_00280	Syat.g_00550
OG0000288	Prbd.g_00313	Syat.g_00709
OG0000289	Prbd.g_00324	Syat.g_00695
OG0000290	Prbd.g_00337	Syat.g_00805
OG0000292	Prbd.g_00389	Syat.g_02388
OG0000293	Prbd.g_00459	Syat.g_03241
OG0000294	Prbd.g_00460	Syat.g_03248
OG0000295	Prbd.g_00480	Syat.g_00297
OG0000296	Prbd.g_00482	Syat.g_00295
OG0000299	Prbd.g_00508	Syat.g_00910
OG0000300	Prbd.g_00511	Syat.g_00904
OG0000301	Prbd.g_00512	Syat.g_00903
OG0000302	Prbd.g_00514	Syat.g_00901
OG0000303	Prbd.g_00521	Syat.g_00892
OG0000304	Prbd.g_00525	Syat.g_00885
OG0000305	Prbd.g_01772	Syat.g_00809
OG0000306	Prbd.g_01769	Syat.g_01704
OG0000307	Prbd.g_01755	Syat.g_01304
OG0000308	Prbd.g_01754	Syat.g_01306
OG0000309	Prbd.g_01750	Syat.g_01417
OG0000310	Prbd.g_01704	Syat.g_01246
OG0000311	Prbd.g_01702	Syat.g_01242
OG0000312	Prbd.g_01699	Syat.g_01237
OG0000313	Prbd.g_01685	Syat.g_01183
OG0000314	Prbd.g_01662	Syat.g_01341
OG0000315	Prbd.g_01652	Syat.g_01351
OG0000316	Prbd.g_01632	Syat.g_03082
OG0000317	Prbd.g_01527	Syat.g_03120
OG0000318	Prbd.g_01524	Syat.g_03125
OG0000319	Prbd.g_01511	Syat.g_03055
OG0000320	Prbd.g_01509	Syat.g_03053
OG0000321	Prbd.g_01508	Syat.g_03052
OG0000322	Prbd.g_01507	Syat.g_03051
OG0000323	Prbd.g_01498	Syat.g_03038
OG0000324	Prbd.g_01471	Syat.g_02998
OG0000325	Prbd.g_01462	Syat.g_01861
OG0000326	Prbd.g_01456	Syat.g_01854
OG0000327	Prbd.g_01432	Syat.g_01827
OG0000328	Prbd.g_01431	Syat.g_01826
OG0000329	Prbd.g_01414	Syat.g_01808
OG0000330	Prbd.g_01413	Syat.g_01807
OG0000331	Prbd.g_01412	Syat.g_01806
OG0000332	Prbd.g_01398	Syat.g_01790
OG0000333	Prbd.g_01396	Syat.g_01787
OG0000334	Prbd.g_01388	Syat.g_01657
OG0000335	Prbd.g_01383	Syat.g_01652
OG0000336	Prbd.g_01379	Syat.g_01648
OG0000337	Prbd.g_01363	Syat.g_02144
OG0000338	Prbd.g_01362	Syat.g_02146
OG0000339	Prbd.g_01358	Syat.g_02155, Syat.g_01055
OG0000340	Prbd.g_01350	Syat.g_02165
OG0000341	Prbd.g_01348	Syat.g_02167
OG0000342	Prbd.g_01347	Syat.g_02168
OG0000343	Prbd.g_01346	Syat.g_02185
OG0000344	Prbd.g_01343	Syat.g_02189
OG0000345	Prbd.g_01338	Syat.g_02202
OG0000346	Prbd.g_01334	Syat.g_02207
OG0000347	Prbd.g_01317	Syat.g_02234
OG0000348	Prbd.g_01307	Syat.g_02264
OG0000349	Prbd.g_01290	Syat.g_02291
OG0000350	Prbd.g_01272	Syat.g_01847
OG0000351	Prbd.g_01255	Syat.g_02411
OG0000352	Prbd.g_01254	Syat.g_02410
OG0000353	Prbd.g_01238	Syat.g_00955, Syat.g_02377
OG0000355	Prbd.g_01236	Syat.g_02375
OG0000356	Prbd.g_01235	Syat.g_02374
OG0000357	Prbd.g_01234	Syat.g_02373
OG0000358	Prbd.g_01230	Syat.g_02336
OG0000359	Prbd.g_01229	Syat.g_02334
OG0000360	Prbd.g_01228	Syat.g_02333
OG0000361	Prbd.g_01227	Syat.g_02332
OG0000362	Prbd.g_01225	Syat.g_02330
OG0000363	Prbd.g_01223	Syat.g_02328
OG0000364	Prbd.g_01222	Syat.g_03122
OG0000365	Prbd.g_01217	Syat.g_02318
OG0000366	Prbd.g_01216	Syat.g_02317
OG0000367	Prbd.g_01215	Syat.g_02316
OG0000368	Prbd.g_01213	Syat.g_02314
OG0000369	Prbd.g_01212	Syat.g_02313
OG0000370	Prbd.g_01211	Syat.g_02312
OG0000371	Prbd.g_01205	Syat.g_02304
OG0000372	Prbd.g_01202	Syat.g_02298
OG0000373	Prbd.g_01201	Syat.g_02297
OG0000374	Prbd.g_01200	Syat.g_02296
OG0000375	Prbd.g_01198	Syat.g_02295
OG0000376	Prbd.g_01196	Syat.g_02293
OG0000377	Prbd.g_01192	Syat.g_02695
OG0000378	Prbd.g_01190	Syat.g_02715
OG0000379	Prbd.g_01187	Syat.g_02720
OG0000380	Prbd.g_01178	Syat.g_01468
OG0000381	Prbd.g_01174	Syat.g_01470
OG0000382	Prbd.g_01163	Syat.g_01488
OG0000383	Prbd.g_01161	Syat.g_01521
OG0000384	Prbd.g_01160	Syat.g_01522
OG0000385	Prbd.g_01159	Syat.g_01523
OG0000386	Prbd.g_01158	Syat.g_01524
OG0000387	Prbd.g_01145	Syat.g_01561
OG0000388	Prbd.g_01142	Syat.g_01565
OG0000389	Prbd.g_01138	Syat.g_01569
OG0000390	Prbd.g_01131	Syat.g_02945
OG0000391	Prbd.g_01127	Syat.g_02940
OG0000392	Prbd.g_01123	Syat.g_02934
OG0000393	Prbd.g_01121	Syat.g_02931
OG0000394	Prbd.g_01120	Syat.g_02930
OG0000395	Prbd.g_01119	Syat.g_02929
OG0000396	Prbd.g_01116	Syat.g_02927
OG0000397	Prbd.g_01114	Syat.g_02925
OG0000398	Prbd.g_01112	Syat.g_02920
OG0000399	Prbd.g_01111	Syat.g_02919
OG0000400	Prbd.g_01110	Syat.g_02918
OG0000401	Prbd.g_01109	Syat.g_02917
OG0000402	Prbd.g_01107	Syat.g_02915
OG0000403	Prbd.g_01106	Syat.g_02914
OG0000404	Prbd.g_01105	Syat.g_02913
OG0000405	Prbd.g_01100	Syat.g_02900
OG0000406	Prbd.g_01093	Syat.g_02896
OG0000407	Prbd.g_01092	Syat.g_02895
OG0000408	Prbd.g_01090	Syat.g_02893
OG0000409	Prbd.g_01088	Syat.g_02891
OG0000410	Prbd.g_01087	Syat.g_02890
OG0000411	Prbd.g_01086	Syat.g_02889
OG0000412	Prbd.g_01085	Syat.g_02888
OG0000413	Prbd.g_01084	Syat.g_02886
OG0000414	Prbd.g_01083	Syat.g_02885
OG0000415	Prbd.g_01082	Syat.g_02884
OG0000416	Prbd.g_01081	Syat.g_02883
OG0000417	Prbd.g_01080	Syat.g_02868
OG0000418	Prbd.g_01075	Syat.g_02863
OG0000419	Prbd.g_01073	Syat.g_02861
OG0000420	Prbd.g_01072	Syat.g_02859
OG0000421	Prbd.g_01067	Syat.g_02855
OG0000422	Prbd.g_01066	Syat.g_02854
OG0000423	Prbd.g_01065	Syat.g_02853
OG0000424	Prbd.g_01064	Syat.g_02852
OG0000425	Prbd.g_01063	Syat.g_02851
OG0000426	Prbd.g_01062	Syat.g_02850
OG0000427	Prbd.g_01061	Syat.g_02849
OG0000428	Prbd.g_01059	Syat.g_02846
OG0000429	Prbd.g_01058	Syat.g_02843
OG0000430	Prbd.g_01057	Syat.g_02841
OG0000431	Prbd.g_01055	Syat.g_02838
OG0000432	Prbd.g_01052	Syat.g_02832
OG0000433	Prbd.g_01051	Syat.g_02829
OG0000434	Prbd.g_01050	Syat.g_02828
OG0000435	Prbd.g_01049	Syat.g_02824
OG0000436	Prbd.g_01044	Syat.g_02817
OG0000437	Prbd.g_01043	Syat.g_02558
OG0000438	Prbd.g_01042	Syat.g_02813
OG0000439	Prbd.g_01040	Syat.g_02811
OG0000440	Prbd.g_01039	Syat.g_02810
OG0000441	Prbd.g_01036	Syat.g_02807
OG0000442	Prbd.g_01035	Syat.g_02797
OG0000443	Prbd.g_01034	Syat.g_02787
OG0000444	Prbd.g_01029	Syat.g_02756
OG0000445	Prbd.g_01028	Syat.g_02755
OG0000446	Prbd.g_01027	Syat.g_02753
OG0000447	Prbd.g_01026	Syat.g_02749
OG0000448	Prbd.g_01025	Syat.g_02748
OG0000449	Prbd.g_01024	Syat.g_02747
OG0000450	Prbd.g_01023	Syat.g_02738
OG0000451	Prbd.g_01022	Syat.g_02737
OG0000452	Prbd.g_01019	Syat.g_02732
OG0000453	Prbd.g_01018	Syat.g_02731
OG0000454	Prbd.g_01017	Syat.g_02730
OG0000455	Prbd.g_01016	Syat.g_02729
OG0000456	Prbd.g_01015	Syat.g_02728
OG0000457	Prbd.g_01013	Syat.g_02726
OG0000458	Prbd.g_01012	Syat.g_02725
OG0000459	Prbd.g_01011	Syat.g_02724
OG0000460	Prbd.g_01004	Syat.g_01450
OG0000461	Prbd.g_00997	Syat.g_01866
OG0000462	Prbd.g_00995	Syat.g_01868
OG0000463	Prbd.g_00994	Syat.g_01869
OG0000464	Prbd.g_00993	Syat.g_01870
OG0000465	Prbd.g_00992	Syat.g_01872
OG0000466	Prbd.g_00989	Syat.g_01877
OG0000467	Prbd.g_00988	Syat.g_01878
OG0000468	Prbd.g_00986	Syat.g_01884
OG0000469	Prbd.g_00977	Syat.g_02000
OG0000470	Prbd.g_00975	Syat.g_02038
OG0000471	Prbd.g_00974	Syat.g_02039
OG0000472	Prbd.g_00973	Syat.g_02041
OG0000473	Prbd.g_00971	Syat.g_02043
OG0000474	Prbd.g_00970	Syat.g_02044
OG0000475	Prbd.g_00969	Syat.g_02045
OG0000476	Prbd.g_00968	Syat.g_02047
OG0000477	Prbd.g_00964	Syat.g_02053
OG0000478	Prbd.g_00963	Syat.g_02054
OG0000479	Prbd.g_00962	Syat.g_02056
OG0000480	Prbd.g_00957	Syat.g_02063
OG0000481	Prbd.g_00955	Syat.g_02066
OG0000482	Prbd.g_00954	Syat.g_02067
OG0000483	Prbd.g_00951	Syat.g_02071
OG0000484	Prbd.g_00950	Syat.g_02072
OG0000485	Prbd.g_00949	Syat.g_02073
OG0000486	Prbd.g_00948	Syat.g_02074
OG0000487	Prbd.g_00944	Syat.g_02080
OG0000488	Prbd.g_00941	Syat.g_02086
OG0000489	Prbd.g_00936	Syat.g_02097
OG0000490	Prbd.g_00931	Syat.g_02106
OG0000491	Prbd.g_00930	Syat.g_02107
OG0000492	Prbd.g_00928	Syat.g_02110
OG0000493	Prbd.g_00927	Syat.g_02111
OG0000494	Prbd.g_00926	Syat.g_02112
OG0000495	Prbd.g_00925	Syat.g_02120
OG0000496	Prbd.g_00924	Syat.g_02121
OG0000497	Prbd.g_00923	Syat.g_02122
OG0000498	Prbd.g_00922	Syat.g_02123
OG0000499	Prbd.g_00921	Syat.g_02124
OG0000500	Prbd.g_00920	Syat.g_02125
OG0000501	Prbd.g_00918	Syat.g_02128
OG0000502	Prbd.g_00915	Syat.g_02135
OG0000503	Prbd.g_00905	Syat.g_01614
OG0000504	Prbd.g_00904	Syat.g_01612
OG0000505	Prbd.g_00903	Syat.g_01611
OG0000506	Prbd.g_00901	Syat.g_01609
OG0000507	Prbd.g_00898	Syat.g_01603
OG0000508	Prbd.g_00894	Syat.g_01596
OG0000509	Prbd.g_00892	Syat.g_01591
OG0000510	Prbd.g_00891	Syat.g_01590
OG0000511	Prbd.g_00890	Syat.g_01589
OG0000512	Prbd.g_00888	Syat.g_01587
OG0000513	Prbd.g_00881	Syat.g_02957
OG0000514	Prbd.g_00811	Syat.g_02962
OG0000515	Prbd.g_00810	Syat.g_02963
OG0000516	Prbd.g_00809	Syat.g_02965
OG0000517	Prbd.g_00807	Syat.g_02969
OG0000518	Prbd.g_00796	Syat.g_01286
OG0000519	Prbd.g_00795	Syat.g_01285
OG0000520	Prbd.g_00794	Syat.g_01284
OG0000521	Prbd.g_00789	Syat.g_01319
OG0000522	Prbd.g_00787	Syat.g_01317
OG0000523	Prbd.g_00786	Syat.g_01316
OG0000524	Prbd.g_00781	Syat.g_01409
OG0000525	Prbd.g_00778	Syat.g_01382
OG0000526	Prbd.g_00777	Syat.g_01380
OG0000527	Prbd.g_00769	Syat.g_01373
OG0000528	Prbd.g_00764	Syat.g_03167
OG0000529	Prbd.g_00761	Syat.g_03171
OG0000530	Prbd.g_00758	Syat.g_03174
OG0000531	Prbd.g_00757	Syat.g_03175
OG0000532	Prbd.g_00755	Syat.g_03178
OG0000533	Prbd.g_00754	Syat.g_03180
OG0000534	Prbd.g_00753	Syat.g_03181
OG0000535	Prbd.g_00752	Syat.g_03182
OG0000536	Prbd.g_00751	Syat.g_03183
OG0000537	Prbd.g_00750	Syat.g_03185
OG0000538	Prbd.g_00742	Syat.g_03204
OG0000539	Prbd.g_00741	Syat.g_03206
OG0000540	Prbd.g_00740	Syat.g_03207
OG0000541	Prbd.g_00739	Syat.g_03208
OG0000542	Prbd.g_00737	Syat.g_03213
OG0000543	Prbd.g_00735	Syat.g_03215
OG0000544	Prbd.g_00734	Syat.g_03216
OG0000545	Prbd.g_00732	Syat.g_03218
OG0000546	Prbd.g_00729	Syat.g_03220
OG0000547	Prbd.g_00727	Syat.g_03222
OG0000548	Prbd.g_00726	Syat.g_03223
OG0000549	Prbd.g_00724	Syat.g_01795
OG0000550	Prbd.g_00719	Syat.g_01107
OG0000551	Prbd.g_00715	Syat.g_01103
OG0000552	Prbd.g_00714	Syat.g_01102
OG0000553	Prbd.g_00713	Syat.g_01098
OG0000554	Prbd.g_00708	Syat.g_03271
OG0000555	Prbd.g_00700	Syat.g_00093
OG0000556	Prbd.g_00698	Syat.g_00088
OG0000557	Prbd.g_00697	Syat.g_00083
OG0000558	Prbd.g_00695	Syat.g_00081
OG0000559	Prbd.g_00691	Syat.g_00077
OG0000560	Prbd.g_00688	Syat.g_00074
OG0000561	Prbd.g_00687	Syat.g_00073
OG0000562	Prbd.g_00686	Syat.g_00072
OG0000563	Prbd.g_00685	Syat.g_00071
OG0000564	Prbd.g_00684	Syat.g_00070
OG0000565	Prbd.g_00681	Syat.g_00067
OG0000566	Prbd.g_00679	Syat.g_00063
OG0000567	Prbd.g_00675	Syat.g_00059
OG0000568	Prbd.g_00674	Syat.g_00057
OG0000569	Prbd.g_00673	Syat.g_00056
OG0000570	Prbd.g_00672	Syat.g_00055
OG0000571	Prbd.g_00670	Syat.g_00052
OG0000572	Prbd.g_00657	Syat.g_00033
OG0000573	Prbd.g_00652	Syat.g_00024
OG0000574	Prbd.g_00651	Syat.g_00023
OG0000575	Prbd.g_00647	Syat.g_00018
OG0000576	Prbd.g_00645	Syat.g_00014
OG0000577	Prbd.g_00644	Syat.g_00013
OG0000578	Prbd.g_00643	Syat.g_00012
OG0000579	Prbd.g_00642	Syat.g_00011
OG0000580	Prbd.g_00641	Syat.g_00010
OG0000581	Prbd.g_00639	Syat.g_00003
OG0000582	Prbd.g_00636	Syat.g_03403
OG0000583	Prbd.g_00635	Syat.g_03404
OG0000584	Prbd.g_00634	Syat.g_03405
OG0000585	Prbd.g_00632	Syat.g_03408
OG0000586	Prbd.g_00631	Syat.g_03409
OG0000587	Prbd.g_00630	Syat.g_00001
OG0000588	Prbd.g_00626	Syat.g_00338
OG0000589	Prbd.g_00623	Syat.g_03318
