Orthogroup	Prbd	Syag
OG0000166	Prbd.g_01427	Syag.g_02733
OG0000167	Prbd.g_01361	Syag.g_02437
OG0000168	Prbd.g_01351	Syag.g_02417
OG0000169	Prbd.g_01341	Syag.g_02405
OG0000170	Prbd.g_01339	Syag.g_02398
OG0000171	Prbd.g_01319	Syag.g_02368
OG0000172	Prbd.g_01310	Syag.g_02360
OG0000173	Prbd.g_01295	Syag.g_02337
OG0000174	Prbd.g_01268	Syag.g_02175
OG0000175	Prbd.g_01258	Syag.g_02240
OG0000176	Prbd.g_01233	Syag.g_02276
OG0000177	Prbd.g_01232	Syag.g_02277
OG0000178	Prbd.g_01231	Syag.g_02278
OG0000179	Prbd.g_01221	Syag.g_02293
OG0000180	Prbd.g_01220	Syag.g_02294
OG0000181	Prbd.g_01219	Syag.g_02295
OG0000182	Prbd.g_01218	Syag.g_02296
OG0000183	Prbd.g_01214	Syag.g_02300
OG0000184	Prbd.g_01191	Syag.g_02110
OG0000185	Prbd.g_01188	Syag.g_02092
OG0000186	Prbd.g_01180	Syag.g_01815
OG0000187	Prbd.g_01179	Syag.g_01816
OG0000188	Prbd.g_01162	Syag.g_01839
OG0000189	Prbd.g_01148	Syag.g_01872
OG0000190	Prbd.g_01147	Syag.g_01874
OG0000191	Prbd.g_01126	Syag.g_01909
OG0000192	Prbd.g_01122	Syag.g_01915
OG0000193	Prbd.g_01094	Syag.g_01952
OG0000194	Prbd.g_01091	Syag.g_01955
OG0000195	Prbd.g_01089	Syag.g_01957
OG0000196	Prbd.g_01079	Syag.g_01968
OG0000197	Prbd.g_01078	Syag.g_01969
OG0000198	Prbd.g_01077	Syag.g_00108, Syag.g_01971
OG0000199	Prbd.g_01070	Syag.g_01979
OG0000200	Prbd.g_01056	Syag.g_01996
OG0000201	Prbd.g_01048	Syag.g_02019
OG0000202	Prbd.g_01047	Syag.g_02024
OG0000203	Prbd.g_01046	Syag.g_02025
OG0000204	Prbd.g_01045	Syag.g_02020, Syag.g_02026
OG0000205	Prbd.g_01038	Syag.g_02035
OG0000206	Prbd.g_01033	Syag.g_02047
OG0000207	Prbd.g_01031	Syag.g_02051
OG0000208	Prbd.g_01030	Syag.g_02052
OG0000209	Prbd.g_01021	Syag.g_02069
OG0000210	Prbd.g_01020	Syag.g_02070
OG0000212	Prbd.g_00999	Syag.g_01777
OG0000213	Prbd.g_00982	Syag.g_02632
OG0000214	Prbd.g_00972	Syag.g_02615
OG0000215	Prbd.g_00947	Syag.g_02584
OG0000216	Prbd.g_00945	Syag.g_02580
OG0000217	Prbd.g_00942	Syag.g_02576
OG0000218	Prbd.g_00940	Syag.g_02574
OG0000219	Prbd.g_00939	Syag.g_02573
OG0000220	Prbd.g_00938	Syag.g_02572
OG0000221	Prbd.g_00937	Syag.g_02566
OG0000222	Prbd.g_00929	Syag.g_02550
OG0000223	Prbd.g_00916	Syag.g_02475
OG0000224	Prbd.g_00914	Syag.g_02471
OG0000225	Prbd.g_00893	Syag.g_02861
OG0000226	Prbd.g_00889	Syag.g_02865
OG0000227	Prbd.g_00887	Syag.g_02867
OG0000228	Prbd.g_00884	Syag.g_00004
OG0000229	Prbd.g_00806	Syag.g_00033
OG0000230	Prbd.g_00804	Syag.g_00035
OG0000231	Prbd.g_00793	Syag.g_00048
OG0000232	Prbd.g_00784	Syag.g_00059
OG0000233	Prbd.g_00779	Syag.g_01330
OG0000234	Prbd.g_00766	Syag.g_01358
OG0000235	Prbd.g_00763	Syag.g_01529
OG0000236	Prbd.g_00749	Syag.g_01513
OG0000237	Prbd.g_00736	Syag.g_01495
OG0000238	Prbd.g_00730	Syag.g_01490
OG0000239	Prbd.g_00717	Syag.g_01472
OG0000240	Prbd.g_00716	Syag.g_01471
OG0000241	Prbd.g_00712	Syag.g_00396
OG0000242	Prbd.g_00710	Syag.g_01456
OG0000243	Prbd.g_00699	Syag.g_00255
OG0000244	Prbd.g_00696	Syag.g_00268
OG0000245	Prbd.g_00694	Syag.g_00270
OG0000246	Prbd.g_00690	Syag.g_00274
OG0000247	Prbd.g_00680	Syag.g_00286
OG0000248	Prbd.g_00678	Syag.g_00289
OG0000249	Prbd.g_00676	Syag.g_00291
OG0000250	Prbd.g_00671	Syag.g_00299
OG0000251	Prbd.g_00653	Syag.g_00328
OG0000252	Prbd.g_00650	Syag.g_00331
OG0000253	Prbd.g_00649	Syag.g_00333
OG0000254	Prbd.g_00633	Syag.g_00356
OG0000255	Prbd.g_00627	Syag.g_00369
OG0000256	Prbd.g_00617	Syag.g_00385
OG0000257	Prbd.g_00614	Syag.g_00395
OG0000258	Prbd.g_00601	Syag.g_00423
OG0000259	Prbd.g_00584	Syag.g_00560
OG0000260	Prbd.g_00581	Syag.g_00570
OG0000261	Prbd.g_00579	Syag.g_00581
OG0000262	Prbd.g_00575	Syag.g_00586
OG0000263	Prbd.g_00563	Syag.g_01079
OG0000264	Prbd.g_00553	Syag.g_01011
OG0000265	Prbd.g_00007	Syag.g_01021
OG0000266	Prbd.g_00017	Syag.g_00907
OG0000267	Prbd.g_00028	Syag.g_00762
OG0000268	Prbd.g_00029	Syag.g_00763
OG0000269	Prbd.g_00097	Syag.g_00662
OG0000270	Prbd.g_00100	Syag.g_00665
OG0000271	Prbd.g_00108	Syag.g_00673
OG0000274	Prbd.g_00133	Syag.g_00714
OG0000275	Prbd.g_00136	Syag.g_00717
OG0000276	Prbd.g_00141	Syag.g_00723
OG0000277	Prbd.g_00142	Syag.g_00724
OG0000278	Prbd.g_00145	Syag.g_00727
OG0000279	Prbd.g_00152	Syag.g_00735
OG0000280	Prbd.g_00153	Syag.g_00741
OG0000281	Prbd.g_00158	Syag.g_00572
OG0000282	Prbd.g_00208	Syag.g_00611
OG0000283	Prbd.g_00241	Syag.g_00775
OG0000284	Prbd.g_00246	Syag.g_00780
OG0000285	Prbd.g_00251	Syag.g_00791
OG0000286	Prbd.g_00263	Syag.g_00809
OG0000287	Prbd.g_00280	Syag.g_00838
OG0000288	Prbd.g_00313	Syag.g_00869
OG0000289	Prbd.g_00324	Syag.g_00884
OG0000290	Prbd.g_00337	Syag.g_00970
OG0000291	Prbd.g_00339	Syag.g_00972
OG0000292	Prbd.g_00389	Syag.g_02265
OG0000293	Prbd.g_00459	Syag.g_01155
OG0000294	Prbd.g_00460	Syag.g_01154
OG0000295	Prbd.g_00480	Syag.g_01115
OG0000296	Prbd.g_00482	Syag.g_01113
OG0000297	Prbd.g_00490	Syag.g_01099
OG0000298	Prbd.g_00491	Syag.g_01098
OG0000299	Prbd.g_00508	Syag.g_01067
OG0000301	Prbd.g_00512	Syag.g_01061
OG0000302	Prbd.g_00514	Syag.g_01060
OG0000303	Prbd.g_00521	Syag.g_01048
OG0000304	Prbd.g_00525	Syag.g_01041
OG0000305	Prbd.g_01772	Syag.g_00977
OG0000306	Prbd.g_01769	Syag.g_00460
OG0000307	Prbd.g_01755	Syag.g_01546
OG0000308	Prbd.g_01754	Syag.g_01548
OG0000309	Prbd.g_01750	Syag.g_01553
OG0000310	Prbd.g_01704	Syag.g_01291
OG0000311	Prbd.g_01702	Syag.g_01300
OG0000312	Prbd.g_01699	Syag.g_01434
OG0000313	Prbd.g_01685	Syag.g_00966, Syag.g_01412
OG0000314	Prbd.g_01662	Syag.g_01380
OG0000315	Prbd.g_01652	Syag.g_01369
OG0000316	Prbd.g_01632	Syag.g_01641
OG0000317	Prbd.g_01527	Syag.g_01684
OG0000318	Prbd.g_01524	Syag.g_01688
OG0000319	Prbd.g_01511	Syag.g_01710
OG0000320	Prbd.g_01509	Syag.g_01712
OG0000321	Prbd.g_01508	Syag.g_01713
OG0000322	Prbd.g_01507	Syag.g_01714
OG0000323	Prbd.g_01498	Syag.g_01728
OG0000324	Prbd.g_01471	Syag.g_01757
OG0000325	Prbd.g_01462	Syag.g_02690
OG0000326	Prbd.g_01456	Syag.g_02698
OG0000327	Prbd.g_01432	Syag.g_02728
OG0000328	Prbd.g_01431	Syag.g_02729
OG0000329	Prbd.g_01414	Syag.g_02747
OG0000330	Prbd.g_01413	Syag.g_02748
OG0000331	Prbd.g_01412	Syag.g_02749
OG0000332	Prbd.g_01398	Syag.g_02764
OG0000333	Prbd.g_01396	Syag.g_02767
OG0000334	Prbd.g_01388	Syag.g_02777
OG0000335	Prbd.g_01383	Syag.g_02782
OG0000336	Prbd.g_01379	Syag.g_02786
OG0000337	Prbd.g_01363	Syag.g_02445
OG0000338	Prbd.g_01362	Syag.g_02440
OG0000340	Prbd.g_01350	Syag.g_02416
OG0000341	Prbd.g_01348	Syag.g_02414
OG0000342	Prbd.g_01347	Syag.g_02413
OG0000343	Prbd.g_01346	Syag.g_02411
OG0000344	Prbd.g_01343	Syag.g_02407
OG0000345	Prbd.g_01338	Syag.g_02397
OG0000346	Prbd.g_01334	Syag.g_02392
OG0000347	Prbd.g_01317	Syag.g_02366
OG0000348	Prbd.g_01307	Syag.g_02357
OG0000349	Prbd.g_01290	Syag.g_02330
OG0000350	Prbd.g_01272	Syag.g_02705
OG0000351	Prbd.g_01255	Syag.g_02244
OG0000352	Prbd.g_01254	Syag.g_02245
OG0000353	Prbd.g_01238	Syag.g_02271
OG0000355	Prbd.g_01236	Syag.g_02273
OG0000356	Prbd.g_01235	Syag.g_02274
OG0000357	Prbd.g_01234	Syag.g_02275
OG0000358	Prbd.g_01230	Syag.g_02279
OG0000359	Prbd.g_01229	Syag.g_02281
OG0000360	Prbd.g_01228	Syag.g_02282
OG0000361	Prbd.g_01227	Syag.g_02283
OG0000362	Prbd.g_01225	Syag.g_02285
OG0000363	Prbd.g_01223	Syag.g_02287
OG0000364	Prbd.g_01222	Syag.g_02288
OG0000365	Prbd.g_01217	Syag.g_02297
OG0000366	Prbd.g_01216	Syag.g_02298
OG0000367	Prbd.g_01215	Syag.g_02299
OG0000368	Prbd.g_01213	Syag.g_02301
OG0000369	Prbd.g_01212	Syag.g_02302
OG0000370	Prbd.g_01211	Syag.g_02303
OG0000371	Prbd.g_01205	Syag.g_02312
OG0000372	Prbd.g_01202	Syag.g_02317
OG0000373	Prbd.g_01201	Syag.g_02318
OG0000374	Prbd.g_01200	Syag.g_02319
OG0000375	Prbd.g_01198	Syag.g_02326
OG0000376	Prbd.g_01196	Syag.g_02328
OG0000377	Prbd.g_01192	Syag.g_02119
OG0000378	Prbd.g_01190	Syag.g_02099
OG0000379	Prbd.g_01187	Syag.g_02091
OG0000380	Prbd.g_01178	Syag.g_01817
OG0000381	Prbd.g_01174	Syag.g_01820
OG0000382	Prbd.g_01163	Syag.g_01838
OG0000383	Prbd.g_01161	Syag.g_01843
OG0000384	Prbd.g_01160	Syag.g_01844
OG0000385	Prbd.g_01159	Syag.g_01845
OG0000386	Prbd.g_01158	Syag.g_01846
OG0000387	Prbd.g_01145	Syag.g_01876
OG0000388	Prbd.g_01142	Syag.g_01880
OG0000389	Prbd.g_01138	Syag.g_01884
OG0000390	Prbd.g_01131	Syag.g_01903
OG0000391	Prbd.g_01127	Syag.g_01908
OG0000392	Prbd.g_01123	Syag.g_01914
OG0000393	Prbd.g_01121	Syag.g_01917
OG0000394	Prbd.g_01120	Syag.g_01918
OG0000395	Prbd.g_01119	Syag.g_01919
OG0000396	Prbd.g_01116	Syag.g_01922
OG0000397	Prbd.g_01114	Syag.g_01924
OG0000398	Prbd.g_01112	Syag.g_01929
OG0000399	Prbd.g_01111	Syag.g_01930
OG0000400	Prbd.g_01110	Syag.g_01931
OG0000401	Prbd.g_01109	Syag.g_01932
OG0000402	Prbd.g_01107	Syag.g_01934
OG0000403	Prbd.g_01106	Syag.g_01935
OG0000404	Prbd.g_01105	Syag.g_01937
OG0000405	Prbd.g_01100	Syag.g_01949
OG0000406	Prbd.g_01093	Syag.g_01953
OG0000407	Prbd.g_01092	Syag.g_01954
OG0000408	Prbd.g_01090	Syag.g_01956
OG0000409	Prbd.g_01088	Syag.g_01958
OG0000410	Prbd.g_01087	Syag.g_01959
OG0000411	Prbd.g_01086	Syag.g_01960
OG0000412	Prbd.g_01085	Syag.g_01961
OG0000413	Prbd.g_01084	Syag.g_01963
OG0000414	Prbd.g_01083	Syag.g_01964
OG0000415	Prbd.g_01082	Syag.g_01965
OG0000416	Prbd.g_01081	Syag.g_01966
OG0000417	Prbd.g_01080	Syag.g_01967
OG0000418	Prbd.g_01075	Syag.g_01973
OG0000419	Prbd.g_01073	Syag.g_01975
OG0000420	Prbd.g_01072	Syag.g_01977
OG0000421	Prbd.g_01067	Syag.g_01982
OG0000422	Prbd.g_01066	Syag.g_01983
OG0000423	Prbd.g_01065	Syag.g_01984
OG0000424	Prbd.g_01064	Syag.g_01985
OG0000425	Prbd.g_01063	Syag.g_01986
OG0000426	Prbd.g_01062	Syag.g_01987
OG0000427	Prbd.g_01061	Syag.g_01988
OG0000428	Prbd.g_01059	Syag.g_01991
OG0000429	Prbd.g_01058	Syag.g_01993
OG0000430	Prbd.g_01057	Syag.g_01995
OG0000431	Prbd.g_01055	Syag.g_01998
OG0000432	Prbd.g_01052	Syag.g_02007
OG0000433	Prbd.g_01051	Syag.g_02009
OG0000434	Prbd.g_01050	Syag.g_02010
OG0000435	Prbd.g_01049	Syag.g_02017
OG0000436	Prbd.g_01044	Syag.g_02028
OG0000437	Prbd.g_01043	Syag.g_02029
OG0000438	Prbd.g_01042	Syag.g_02031
OG0000439	Prbd.g_01040	Syag.g_02033
OG0000440	Prbd.g_01039	Syag.g_02034
OG0000441	Prbd.g_01036	Syag.g_02041
OG0000442	Prbd.g_01035	Syag.g_02044
OG0000443	Prbd.g_01034	Syag.g_02046
OG0000444	Prbd.g_01029	Syag.g_02053
OG0000445	Prbd.g_01028	Syag.g_02054
OG0000446	Prbd.g_01027	Syag.g_02056
OG0000447	Prbd.g_01026	Syag.g_02059
OG0000448	Prbd.g_01025	Syag.g_02060
OG0000449	Prbd.g_01024	Syag.g_02061
OG0000450	Prbd.g_01023	Syag.g_02066
OG0000451	Prbd.g_01022	Syag.g_02067
OG0000452	Prbd.g_01019	Syag.g_02071
OG0000453	Prbd.g_01018	Syag.g_02072
OG0000454	Prbd.g_01017	Syag.g_02073
OG0000455	Prbd.g_01016	Syag.g_02074
OG0000456	Prbd.g_01015	Syag.g_02075
OG0000457	Prbd.g_01013	Syag.g_02077
OG0000458	Prbd.g_01012	Syag.g_02080
OG0000459	Prbd.g_01011	Syag.g_02081
OG0000460	Prbd.g_01004	Syag.g_01786
OG0000461	Prbd.g_00997	Syag.g_02675
OG0000462	Prbd.g_00995	Syag.g_02672
OG0000463	Prbd.g_00994	Syag.g_02671
OG0000464	Prbd.g_00993	Syag.g_02670
OG0000465	Prbd.g_00992	Syag.g_02668
OG0000466	Prbd.g_00989	Syag.g_02662
OG0000467	Prbd.g_00988	Syag.g_02660
OG0000468	Prbd.g_00986	Syag.g_02636
OG0000469	Prbd.g_00977	Syag.g_02621
OG0000470	Prbd.g_00975	Syag.g_02619
OG0000471	Prbd.g_00974	Syag.g_02618
OG0000472	Prbd.g_00973	Syag.g_02616
OG0000473	Prbd.g_00971	Syag.g_02614
OG0000474	Prbd.g_00970	Syag.g_02613
OG0000475	Prbd.g_00969	Syag.g_02612
OG0000476	Prbd.g_00968	Syag.g_02610
OG0000477	Prbd.g_00964	Syag.g_02604
OG0000478	Prbd.g_00963	Syag.g_02603
OG0000479	Prbd.g_00962	Syag.g_02602
OG0000480	Prbd.g_00957	Syag.g_02595
OG0000481	Prbd.g_00955	Syag.g_02593
OG0000482	Prbd.g_00954	Syag.g_02592
OG0000483	Prbd.g_00951	Syag.g_02588
OG0000484	Prbd.g_00950	Syag.g_02587
OG0000485	Prbd.g_00949	Syag.g_02586
OG0000486	Prbd.g_00948	Syag.g_02585
OG0000487	Prbd.g_00944	Syag.g_02579
OG0000488	Prbd.g_00941	Syag.g_02575
OG0000489	Prbd.g_00936	Syag.g_02565
OG0000490	Prbd.g_00931	Syag.g_02553
OG0000491	Prbd.g_00930	Syag.g_02551
OG0000492	Prbd.g_00928	Syag.g_02549
OG0000493	Prbd.g_00927	Syag.g_02548
OG0000494	Prbd.g_00926	Syag.g_02547
OG0000495	Prbd.g_00925	Syag.g_02546
OG0000496	Prbd.g_00924	Syag.g_02545
OG0000497	Prbd.g_00923	Syag.g_02544
OG0000498	Prbd.g_00922	Syag.g_02543
OG0000499	Prbd.g_00921	Syag.g_02542
OG0000500	Prbd.g_00920	Syag.g_02541
OG0000501	Prbd.g_00918	Syag.g_02538
OG0000502	Prbd.g_00915	Syag.g_02467
OG0000503	Prbd.g_00905	Syag.g_02843
OG0000504	Prbd.g_00904	Syag.g_02845
OG0000505	Prbd.g_00903	Syag.g_02846
OG0000506	Prbd.g_00901	Syag.g_02849
OG0000507	Prbd.g_00898	Syag.g_02855
OG0000508	Prbd.g_00894	Syag.g_02860
OG0000509	Prbd.g_00892	Syag.g_02862
OG0000510	Prbd.g_00891	Syag.g_02863
OG0000511	Prbd.g_00890	Syag.g_02864
OG0000512	Prbd.g_00888	Syag.g_02866
OG0000513	Prbd.g_00881	Syag.g_00009
OG0000514	Prbd.g_00811	Syag.g_00018
OG0000515	Prbd.g_00810	Syag.g_00019
OG0000516	Prbd.g_00809	Syag.g_00025
OG0000517	Prbd.g_00807	Syag.g_00032
OG0000518	Prbd.g_00796	Syag.g_00044
OG0000519	Prbd.g_00795	Syag.g_00045
OG0000520	Prbd.g_00794	Syag.g_00046
OG0000521	Prbd.g_00789	Syag.g_00054
OG0000522	Prbd.g_00787	Syag.g_00056
OG0000523	Prbd.g_00786	Syag.g_00057
OG0000524	Prbd.g_00781	Syag.g_01327
OG0000525	Prbd.g_00778	Syag.g_01345
OG0000526	Prbd.g_00777	Syag.g_01348
OG0000527	Prbd.g_00769	Syag.g_01354
OG0000528	Prbd.g_00764	Syag.g_01532
OG0000529	Prbd.g_00761	Syag.g_01527
OG0000530	Prbd.g_00758	Syag.g_01524
OG0000531	Prbd.g_00757	Syag.g_01523
OG0000532	Prbd.g_00755	Syag.g_01520
OG0000533	Prbd.g_00754	Syag.g_01518
OG0000534	Prbd.g_00753	Syag.g_01517
OG0000535	Prbd.g_00752	Syag.g_01516
OG0000536	Prbd.g_00751	Syag.g_01515
OG0000537	Prbd.g_00750	Syag.g_01514
OG0000538	Prbd.g_00742	Syag.g_01502
OG0000539	Prbd.g_00741	Syag.g_01501
OG0000540	Prbd.g_00740	Syag.g_01500
OG0000541	Prbd.g_00739	Syag.g_01499
OG0000542	Prbd.g_00737	Syag.g_01496
OG0000543	Prbd.g_00735	Syag.g_01494
OG0000544	Prbd.g_00734	Syag.g_01493
OG0000545	Prbd.g_00732	Syag.g_01491
OG0000546	Prbd.g_00729	Syag.g_01489
OG0000547	Prbd.g_00727	Syag.g_01487
OG0000548	Prbd.g_00726	Syag.g_01486
OG0000549	Prbd.g_00724	Syag.g_01480
OG0000550	Prbd.g_00719	Syag.g_01474
OG0000551	Prbd.g_00715	Syag.g_01470
OG0000552	Prbd.g_00714	Syag.g_01469
OG0000553	Prbd.g_00713	Syag.g_01464
OG0000554	Prbd.g_00708	Syag.g_01453
OG0000555	Prbd.g_00700	Syag.g_00075
OG0000556	Prbd.g_00698	Syag.g_00257
OG0000557	Prbd.g_00697	Syag.g_00267
OG0000558	Prbd.g_00695	Syag.g_00269
OG0000559	Prbd.g_00691	Syag.g_00273
OG0000560	Prbd.g_00688	Syag.g_00276
OG0000561	Prbd.g_00687	Syag.g_00277
OG0000562	Prbd.g_00686	Syag.g_00278
OG0000563	Prbd.g_00685	Syag.g_00279
OG0000564	Prbd.g_00684	Syag.g_00280
OG0000565	Prbd.g_00681	Syag.g_00284
OG0000566	Prbd.g_00679	Syag.g_00288
OG0000567	Prbd.g_00675	Syag.g_00292
OG0000568	Prbd.g_00674	Syag.g_00295
OG0000569	Prbd.g_00673	Syag.g_00296
OG0000570	Prbd.g_00672	Syag.g_00297
OG0000571	Prbd.g_00670	Syag.g_00301
