Orthogroup	Prbd	Prbm
OG0000094	Prbd.g_00321	Prbm.g_00888
OG0000095	Prbd.g_00340	Prbm.g_01064
OG0000096	Prbd.g_01840, Prbd.g_00409, Prbd.g_01870	Prbm.g_01359
OG0000097	Prbd.g_00509	Prbm.g_01502
OG0000098	Prbd.g_01782	Prbm.g_01630
OG0000099	Prbd.g_01734	Prbm.g_00394
OG0000100	Prbd.g_01614	Prbm.g_01787
OG0000101	Prbd.g_01391	Prbm.g_02033
OG0000102	Prbd.g_01330	Prbm.g_02099
OG0000103	Prbd.g_01250	Prbm.g_02218
OG0000104	Prbd.g_01241	Prbm.g_02229
OG0000105	Prbd.g_00965	Prbm.g_00331
OG0000106	Prbd.g_00868	Prbm.g_01172, Prbm.g_01237
OG0000107	Prbd.g_00852	Prbm.g_01949
OG0000108	Prbd.g_00762	Prbm.g_00506
OG0000109	Prbd.g_00748	Prbm.g_00519
OG0000110	Prbd.g_00668	Prbm.g_00607
OG0000111	Prbd.g_00545	Prbm.g_00736
OG0000112	Prbd.g_00066	Prbm.g_00980
OG0000113	Prbd.g_00124	Prbm.g_00838, Prbm.g_01191
OG0000114	Prbd.g_00206	Prbm.g_00929
OG0000115	Prbd.g_00401	Prbm.g_01803
OG0000116	Prbd.g_00458	Prbm.g_01560
OG0000117	Prbd.g_01895	Prbm.g_01522
OG0000118	Prbd.g_01789	Prbm.g_01622
OG0000119	Prbd.g_01768	Prbm.g_01653
OG0000120	Prbd.g_01737	Prbm.g_00707
OG0000121	Prbd.g_01687	Prbm.g_01712
OG0000122	Prbd.g_01649	Prbm.g_01751
OG0000123	Prbd.g_01384	Prbm.g_02040
OG0000124	Prbd.g_01318	Prbm.g_02111
OG0000125	Prbd.g_01281	Prbm.g_02176
OG0000126	Prbd.g_01242	Prbm.g_02228
OG0000128	Prbd.g_01226	Prbm.g_00011
OG0000129	Prbd.g_01194	Prbm.g_00053
OG0000130	Prbd.g_01175	Prbm.g_00126
OG0000131	Prbd.g_01095	Prbm.g_00204
OG0000132	Prbd.g_01076	Prbm.g_00223
OG0000133	Prbd.g_00917	Prbm.g_00377
OG0000134	Prbd.g_00882	Prbm.g_00425
OG0000135	Prbd.g_00855	Prbm.g_01389
OG0000136	Prbd.g_01722, Prbd.g_00801	Prbm.g_00451
OG0000137	Prbd.g_00767	Prbm.g_00500
OG0000138	Prbd.g_00747	Prbm.g_00520
OG0000139	Prbd.g_00705	Prbm.g_00570
OG0000140	Prbd.g_00704	Prbm.g_00571
OG0000141	Prbd.g_00637	Prbm.g_00638
OG0000142	Prbd.g_00609	Prbm.g_00666
OG0000143	Prbd.g_00605	Prbm.g_00670
OG0000144	Prbd.g_00592	Prbm.g_00683
OG0000145	Prbd.g_00062	Prbm.g_01094
OG0000146	Prbd.g_00067	Prbm.g_00979
OG0000147	Prbd.g_00068	Prbm.g_00978
OG0000148	Prbd.g_00118	Prbm.g_00832
OG0000149	Prbd.g_00149	Prbm.g_00862
OG0000150	Prbd.g_00157	Prbm.g_00870
OG0000151	Prbd.g_00216	Prbm.g_00940
OG0000152	Prbd.g_00264	Prbm.g_00988
OG0000153	Prbd.g_00283	Prbm.g_01006
OG0000154	Prbd.g_00314	Prbm.g_01035
OG0000155	Prbd.g_00488	Prbm.g_01527
OG0000156	Prbd.g_01812	Prbm.g_01600
OG0000157	Prbd.g_01811	Prbm.g_01601
OG0000158	Prbd.g_01736	Prbm.g_02077
OG0000159	Prbd.g_01735	Prbm.g_02133, Prbm.g_02115
OG0000160	Prbd.g_01688	Prbm.g_01711
OG0000161	Prbd.g_01682	Prbm.g_01717
OG0000162	Prbd.g_01676	Prbm.g_01723
OG0000163	Prbd.g_01642	Prbm.g_01759
OG0000164	Prbd.g_01501	Prbm.g_01863
OG0000165	Prbd.g_01494	Prbm.g_01871
OG0000166	Prbd.g_01427	Prbm.g_01996
OG0000167	Prbd.g_01361	Prbm.g_02067
OG0000168	Prbd.g_01351	Prbm.g_02078
OG0000169	Prbd.g_01341	Prbm.g_02088
OG0000170	Prbd.g_01339	Prbm.g_02090
OG0000171	Prbd.g_01319	Prbm.g_02110
OG0000172	Prbd.g_01310	Prbm.g_02146
OG0000173	Prbd.g_01295	Prbm.g_02161
OG0000174	Prbd.g_01268	Prbm.g_02192
OG0000175	Prbd.g_01258	Prbm.g_02209
OG0000176	Prbd.g_01233	Prbm.g_00004
OG0000177	Prbd.g_01232	Prbm.g_00005
OG0000178	Prbd.g_01231	Prbm.g_00006
OG0000179	Prbd.g_01221	Prbm.g_00016
OG0000180	Prbd.g_01220	Prbm.g_00017
OG0000181	Prbd.g_01219	Prbm.g_00018
OG0000182	Prbd.g_01218	Prbm.g_00019
OG0000183	Prbd.g_01214	Prbm.g_00023
OG0000184	Prbd.g_01191	Prbm.g_00055
OG0000185	Prbd.g_01188	Prbm.g_00058
OG0000186	Prbd.g_01180	Prbm.g_00121
OG0000187	Prbd.g_01179	Prbm.g_00122
OG0000188	Prbd.g_01162	Prbm.g_00139
OG0000189	Prbd.g_01148	Prbm.g_00153
OG0000190	Prbd.g_01147	Prbm.g_00154
OG0000191	Prbd.g_01126	Prbm.g_00177
OG0000192	Prbd.g_01122	Prbm.g_00181
OG0000193	Prbd.g_01094	Prbm.g_00205
OG0000194	Prbd.g_01091	Prbm.g_00208
OG0000195	Prbd.g_01089	Prbm.g_00210
OG0000196	Prbd.g_01079	Prbm.g_00220
OG0000197	Prbd.g_01078	Prbm.g_00221
OG0000198	Prbd.g_01077	Prbm.g_00222
OG0000199	Prbd.g_01070	Prbm.g_00229
OG0000200	Prbd.g_01056	Prbm.g_00243
OG0000201	Prbd.g_01048	Prbm.g_00252
OG0000202	Prbd.g_01047	Prbm.g_00253
OG0000203	Prbd.g_01046	Prbm.g_00254
OG0000204	Prbd.g_01045	Prbm.g_00255
OG0000205	Prbd.g_01038	Prbm.g_00262
OG0000206	Prbd.g_01033	Prbm.g_00266
OG0000207	Prbd.g_01031	Prbm.g_00268
OG0000208	Prbd.g_01030	Prbm.g_00269
OG0000209	Prbd.g_01021	Prbm.g_00278
OG0000210	Prbd.g_01020	Prbm.g_00279
OG0000211	Prbd.g_01006	Prbm.g_00293
OG0000212	Prbd.g_00999	Prbm.g_00301
OG0000213	Prbd.g_00982	Prbm.g_00317
OG0000214	Prbd.g_00972	Prbm.g_00325
OG0000215	Prbd.g_00947	Prbm.g_00349
OG0000216	Prbd.g_00945	Prbm.g_00350
OG0000217	Prbd.g_00942	Prbm.g_00353
OG0000218	Prbd.g_00940	Prbm.g_00355
OG0000219	Prbd.g_00939	Prbm.g_00356
OG0000220	Prbd.g_00938	Prbm.g_00357
OG0000221	Prbd.g_00937	Prbm.g_00358
OG0000222	Prbd.g_00929	Prbm.g_00366
OG0000223	Prbd.g_00916	Prbm.g_00378
OG0000224	Prbd.g_00914	Prbm.g_00380
OG0000225	Prbd.g_00893	Prbm.g_00411
OG0000226	Prbd.g_00889	Prbm.g_00415
OG0000227	Prbd.g_00887	Prbm.g_00417
OG0000228	Prbd.g_00884	Prbm.g_00422
OG0000229	Prbd.g_00806	Prbm.g_00446
OG0000230	Prbd.g_00804	Prbm.g_00448
OG0000231	Prbd.g_00793	Prbm.g_00459
OG0000232	Prbd.g_00784	Prbm.g_00484
OG0000233	Prbd.g_00779	Prbm.g_00492
OG0000234	Prbd.g_00766	Prbm.g_00501
OG0000235	Prbd.g_00763	Prbm.g_00505
OG0000236	Prbd.g_00749	Prbm.g_00518
OG0000237	Prbd.g_00736	Prbm.g_00540
OG0000238	Prbd.g_00730	Prbm.g_00546
OG0000239	Prbd.g_00717	Prbm.g_00558
OG0000240	Prbd.g_00716	Prbm.g_00559
OG0000241	Prbd.g_00712	Prbm.g_00563
OG0000242	Prbd.g_00710	Prbm.g_00565
OG0000243	Prbd.g_00699	Prbm.g_00576
OG0000244	Prbd.g_00696	Prbm.g_00579
OG0000245	Prbd.g_00694	Prbm.g_00581
OG0000246	Prbd.g_00690	Prbm.g_00585
OG0000247	Prbd.g_00680	Prbm.g_00595
OG0000248	Prbd.g_00678	Prbm.g_00597
OG0000249	Prbd.g_00676	Prbm.g_00599
OG0000250	Prbd.g_00671	Prbm.g_00604
OG0000251	Prbd.g_00653	Prbm.g_00620
OG0000252	Prbd.g_00650	Prbm.g_00623
OG0000253	Prbd.g_00649	Prbm.g_00625
OG0000254	Prbd.g_00633	Prbm.g_00642
OG0000255	Prbd.g_00627	Prbm.g_00648
OG0000256	Prbd.g_00617	Prbm.g_00658
OG0000257	Prbd.g_00614	Prbm.g_00661
OG0000258	Prbd.g_00601	Prbm.g_00674
OG0000259	Prbd.g_00584	Prbm.g_00691
OG0000260	Prbd.g_00581	Prbm.g_00694
OG0000261	Prbd.g_00579	Prbm.g_00697
OG0000262	Prbd.g_00575	Prbm.g_00702
OG0000263	Prbd.g_00563	Prbm.g_00716
OG0000264	Prbd.g_00553	Prbm.g_00728
OG0000265	Prbd.g_00007	Prbm.g_00742
OG0000266	Prbd.g_00017	Prbm.g_00752
OG0000267	Prbd.g_00028	Prbm.g_00765
OG0000268	Prbd.g_00029	Prbm.g_00766
OG0000269	Prbd.g_00097	Prbm.g_00809
OG0000270	Prbd.g_00100	Prbm.g_00812
OG0000271	Prbd.g_00108	Prbm.g_00820
OG0000272	Prbd.g_00109	Prbm.g_00821
OG0000273	Prbd.g_00132	Prbm.g_00845
OG0000274	Prbd.g_00133	Prbm.g_00846
OG0000275	Prbd.g_00136	Prbm.g_00848
OG0000276	Prbd.g_00141	Prbm.g_00854
OG0000277	Prbd.g_00142	Prbm.g_00855
OG0000278	Prbd.g_00145	Prbm.g_00858
OG0000279	Prbd.g_00152	Prbm.g_00865
OG0000281	Prbd.g_00158	Prbm.g_00871
OG0000282	Prbd.g_00208	Prbm.g_00931
OG0000283	Prbd.g_00241	Prbm.g_00962
OG0000284	Prbd.g_00246	Prbm.g_00967
OG0000285	Prbd.g_00251	Prbm.g_00972
OG0000286	Prbd.g_00263	Prbm.g_00987
OG0000287	Prbd.g_00280	Prbm.g_00102
OG0000288	Prbd.g_00313	Prbm.g_01034
OG0000289	Prbd.g_00324	Prbm.g_01045
OG0000290	Prbd.g_00337	Prbm.g_01061
OG0000291	Prbd.g_00339	Prbm.g_01063
OG0000292	Prbd.g_00389	Prbm.g_01210
OG0000293	Prbd.g_00459	Prbm.g_01559
OG0000294	Prbd.g_00460	Prbm.g_01558
OG0000295	Prbd.g_00480	Prbm.g_01534
OG0000296	Prbd.g_00482	Prbm.g_01532
OG0000297	Prbd.g_00490	Prbm.g_01524
OG0000298	Prbd.g_00491	Prbm.g_01523
OG0000299	Prbd.g_00508	Prbm.g_01503
OG0000300	Prbd.g_00511	Prbm.g_01500
OG0000301	Prbd.g_00512	Prbm.g_01499
OG0000302	Prbd.g_00514	Prbm.g_01497
OG0000303	Prbd.g_00521	Prbm.g_01492
OG0000304	Prbd.g_00525	Prbm.g_01489
OG0000305	Prbd.g_01772	Prbm.g_01812
OG0000306	Prbd.g_01769	Prbm.g_00875
OG0000307	Prbd.g_01755	Prbm.g_01669
OG0000308	Prbd.g_01754	Prbm.g_01670
OG0000309	Prbd.g_01750	Prbm.g_01674
OG0000310	Prbd.g_01704	Prbm.g_01694
OG0000311	Prbd.g_01702	Prbm.g_01696
OG0000312	Prbd.g_01699	Prbm.g_01699
OG0000313	Prbd.g_01685	Prbm.g_01714
OG0000314	Prbd.g_01662	Prbm.g_01735
OG0000315	Prbd.g_01652	Prbm.g_01745
OG0000316	Prbd.g_01632	Prbm.g_01770
OG0000317	Prbd.g_01527	Prbm.g_01839
OG0000318	Prbd.g_01524	Prbm.g_01842
OG0000319	Prbd.g_01511	Prbm.g_01853
OG0000320	Prbd.g_01509	Prbm.g_01855
OG0000321	Prbd.g_01508	Prbm.g_01856
OG0000322	Prbd.g_01507	Prbm.g_01857
OG0000323	Prbd.g_01498	Prbm.g_01866
OG0000324	Prbd.g_01471	Prbm.g_01893
OG0000325	Prbd.g_01462	Prbm.g_01950
OG0000326	Prbd.g_01456	Prbm.g_01956
OG0000327	Prbd.g_01432	Prbm.g_01991
OG0000328	Prbd.g_01431	Prbm.g_01992
OG0000329	Prbd.g_01414	Prbm.g_02009
OG0000330	Prbd.g_01413	Prbm.g_02010
OG0000331	Prbd.g_01412	Prbm.g_02011
OG0000332	Prbd.g_01398	Prbm.g_02025
OG0000333	Prbd.g_01396	Prbm.g_02027
OG0000334	Prbd.g_01388	Prbm.g_02036
OG0000335	Prbd.g_01383	Prbm.g_02041
OG0000336	Prbd.g_01379	Prbm.g_02045
OG0000337	Prbd.g_01363	Prbm.g_02064
OG0000338	Prbd.g_01362	Prbm.g_02065
OG0000339	Prbd.g_01358	Prbm.g_02070
OG0000340	Prbd.g_01350	Prbm.g_02079
OG0000341	Prbd.g_01348	Prbm.g_02081
OG0000342	Prbd.g_01347	Prbm.g_02082
OG0000343	Prbd.g_01346	Prbm.g_02083
OG0000344	Prbd.g_01343	Prbm.g_02086
OG0000345	Prbd.g_01338	Prbm.g_02091
OG0000346	Prbd.g_01334	Prbm.g_02095
OG0000347	Prbd.g_01317	Prbm.g_02114
OG0000348	Prbd.g_01307	Prbm.g_02149
OG0000349	Prbd.g_01290	Prbm.g_02167
OG0000350	Prbd.g_01272	Prbm.g_02188
OG0000351	Prbd.g_01255	Prbm.g_02212
OG0000352	Prbd.g_01254	Prbm.g_02213
OG0000353	Prbd.g_01238	Prbm.g_02232
OG0000355	Prbd.g_01236	Prbm.g_00001
OG0000356	Prbd.g_01235	Prbm.g_00002
OG0000357	Prbd.g_01234	Prbm.g_00003
OG0000358	Prbd.g_01230	Prbm.g_00007
OG0000359	Prbd.g_01229	Prbm.g_00008
OG0000360	Prbd.g_01228	Prbm.g_00009
OG0000361	Prbd.g_01227	Prbm.g_00010
OG0000362	Prbd.g_01225	Prbm.g_00012
OG0000363	Prbd.g_01223	Prbm.g_00014
OG0000364	Prbd.g_01222	Prbm.g_00015
OG0000365	Prbd.g_01217	Prbm.g_00020
OG0000366	Prbd.g_01216	Prbm.g_00021
OG0000367	Prbd.g_01215	Prbm.g_00022
OG0000368	Prbd.g_01213	Prbm.g_00024
OG0000369	Prbd.g_01212	Prbm.g_00025
OG0000370	Prbd.g_01211	Prbm.g_00026
OG0000371	Prbd.g_01205	Prbm.g_00032
OG0000372	Prbd.g_01202	Prbm.g_00033
OG0000373	Prbd.g_01201	Prbm.g_00034
OG0000374	Prbd.g_01200	Prbm.g_00035
OG0000375	Prbd.g_01198	Prbm.g_00049
OG0000376	Prbd.g_01196	Prbm.g_00051
OG0000377	Prbd.g_01192	Prbm.g_00054
OG0000378	Prbd.g_01190	Prbm.g_00056
OG0000379	Prbd.g_01187	Prbm.g_00059
OG0000380	Prbd.g_01178	Prbm.g_00123
OG0000381	Prbd.g_01174	Prbm.g_00127
OG0000382	Prbd.g_01163	Prbm.g_00138
OG0000383	Prbd.g_01161	Prbm.g_00140
OG0000384	Prbd.g_01160	Prbm.g_00141
OG0000385	Prbd.g_01159	Prbm.g_00142
OG0000386	Prbd.g_01158	Prbm.g_00143
OG0000387	Prbd.g_01145	Prbm.g_00156
OG0000388	Prbd.g_01142	Prbm.g_00160
OG0000389	Prbd.g_01138	Prbm.g_00163
OG0000390	Prbd.g_01131	Prbm.g_00172
OG0000391	Prbd.g_01127	Prbm.g_00176
OG0000392	Prbd.g_01123	Prbm.g_00179
OG0000393	Prbd.g_01121	Prbm.g_00182
OG0000394	Prbd.g_01120	Prbm.g_00183
OG0000395	Prbd.g_01119	Prbm.g_00184
OG0000396	Prbd.g_01116	Prbm.g_00187
OG0000397	Prbd.g_01114	Prbm.g_00189
OG0000398	Prbd.g_01112	Prbm.g_00192
OG0000399	Prbd.g_01111	Prbm.g_00193
OG0000400	Prbd.g_01110	Prbm.g_00194
OG0000401	Prbd.g_01109	Prbm.g_00195
OG0000402	Prbd.g_01107	Prbm.g_01096
OG0000403	Prbd.g_01106	Prbm.g_00196
OG0000404	Prbd.g_01105	Prbm.g_00197
OG0000405	Prbd.g_01100	Prbm.g_00202
OG0000406	Prbd.g_01093	Prbm.g_00206
OG0000407	Prbd.g_01092	Prbm.g_00207
OG0000408	Prbd.g_01090	Prbm.g_00209
OG0000409	Prbd.g_01088	Prbm.g_00211
OG0000410	Prbd.g_01087	Prbm.g_00212
OG0000411	Prbd.g_01086	Prbm.g_00213
OG0000412	Prbd.g_01085	Prbm.g_00214
OG0000413	Prbd.g_01084	Prbm.g_00215
OG0000414	Prbd.g_01083	Prbm.g_00216
OG0000415	Prbd.g_01082	Prbm.g_00217
OG0000416	Prbd.g_01081	Prbm.g_00218
OG0000417	Prbd.g_01080	Prbm.g_00219
OG0000418	Prbd.g_01075	Prbm.g_00224
OG0000419	Prbd.g_01073	Prbm.g_00226
OG0000420	Prbd.g_01072	Prbm.g_00227
OG0000421	Prbd.g_01067	Prbm.g_00232
OG0000422	Prbd.g_01066	Prbm.g_00233
OG0000423	Prbd.g_01065	Prbm.g_00234
OG0000424	Prbd.g_01064	Prbm.g_00235
OG0000425	Prbd.g_01063	Prbm.g_00236
OG0000426	Prbd.g_01062	Prbm.g_00237
OG0000427	Prbd.g_01061	Prbm.g_00238
OG0000428	Prbd.g_01059	Prbm.g_00240
OG0000429	Prbd.g_01058	Prbm.g_00241
OG0000430	Prbd.g_01057	Prbm.g_00242
OG0000431	Prbd.g_01055	Prbm.g_00244
OG0000432	Prbd.g_01052	Prbm.g_00248
OG0000433	Prbd.g_01051	Prbm.g_00249
OG0000434	Prbd.g_01050	Prbm.g_00250
OG0000435	Prbd.g_01049	Prbm.g_00251
OG0000436	Prbd.g_01044	Prbm.g_00256
OG0000437	Prbd.g_01043	Prbm.g_00257
OG0000438	Prbd.g_01042	Prbm.g_00258
OG0000439	Prbd.g_01040	Prbm.g_00260
OG0000440	Prbd.g_01039	Prbm.g_00261
OG0000441	Prbd.g_01036	Prbm.g_00263
OG0000442	Prbd.g_01035	Prbm.g_00264
OG0000443	Prbd.g_01034	Prbm.g_00265
OG0000444	Prbd.g_01029	Prbm.g_00270
OG0000445	Prbd.g_01028	Prbm.g_00271
OG0000446	Prbd.g_01027	Prbm.g_00272
OG0000447	Prbd.g_01026	Prbm.g_00273
OG0000448	Prbd.g_01025	Prbm.g_00274
OG0000449	Prbd.g_01024	Prbm.g_00275
OG0000450	Prbd.g_01023	Prbm.g_00276
OG0000451	Prbd.g_01022	Prbm.g_00277
OG0000452	Prbd.g_01019	Prbm.g_00280
OG0000453	Prbd.g_01018	Prbm.g_00281
OG0000454	Prbd.g_01017	Prbm.g_00282
OG0000455	Prbd.g_01016	Prbm.g_00283
OG0000456	Prbd.g_01015	Prbm.g_00284
OG0000457	Prbd.g_01013	Prbm.g_00285
OG0000458	Prbd.g_01012	Prbm.g_00286
OG0000459	Prbd.g_01011	Prbm.g_00287
OG0000460	Prbd.g_01004	Prbm.g_00295
OG0000461	Prbd.g_00997	Prbm.g_00303
OG0000462	Prbd.g_00995	Prbm.g_00305
OG0000463	Prbd.g_00994	Prbm.g_00306
OG0000464	Prbd.g_00993	Prbm.g_00307
OG0000465	Prbd.g_00992	Prbm.g_00308
OG0000466	Prbd.g_00989	Prbm.g_00309
OG0000467	Prbd.g_00988	Prbm.g_00310
OG0000468	Prbd.g_00986	Prbm.g_00312
OG0000469	Prbd.g_00977	Prbm.g_00320
OG0000470	Prbd.g_00975	Prbm.g_00322
OG0000471	Prbd.g_00974	Prbm.g_00323
OG0000472	Prbd.g_00973	Prbm.g_00324
OG0000473	Prbd.g_00971	Prbm.g_00326
OG0000474	Prbd.g_00970	Prbm.g_00327
OG0000475	Prbd.g_00969	Prbm.g_00328
OG0000476	Prbd.g_00968	Prbm.g_00330
OG0000477	Prbd.g_00964	Prbm.g_00332
OG0000478	Prbd.g_00963	Prbm.g_00333
OG0000479	Prbd.g_00962	Prbm.g_00334
OG0000480	Prbd.g_00957	Prbm.g_00339
OG0000481	Prbd.g_00955	Prbm.g_00341
OG0000482	Prbd.g_00954	Prbm.g_00342
OG0000483	Prbd.g_00951	Prbm.g_00345
OG0000484	Prbd.g_00950	Prbm.g_00346
OG0000485	Prbd.g_00949	Prbm.g_00347
OG0000486	Prbd.g_00948	Prbm.g_00348
OG0000487	Prbd.g_00944	Prbm.g_00351
OG0000488	Prbd.g_00941	Prbm.g_00354
OG0000489	Prbd.g_00936	Prbm.g_00359
OG0000490	Prbd.g_00931	Prbm.g_00364
OG0000491	Prbd.g_00930	Prbm.g_00365
OG0000492	Prbd.g_00928	Prbm.g_00367
OG0000493	Prbd.g_00927	Prbm.g_00368
OG0000494	Prbd.g_00926	Prbm.g_00369
OG0000495	Prbd.g_00925	Prbm.g_00370
OG0000496	Prbd.g_00924	Prbm.g_00371
OG0000497	Prbd.g_00923	Prbm.g_00372
OG0000498	Prbd.g_00922	Prbm.g_00373
OG0000499	Prbd.g_00921	Prbm.g_00374
OG0000500	Prbd.g_00920	Prbm.g_00375
OG0000501	Prbd.g_00918	Prbm.g_00376
OG0000502	Prbd.g_00915	Prbm.g_00379
OG0000503	Prbd.g_00905	Prbm.g_00400
OG0000504	Prbd.g_00904	Prbm.g_00402
OG0000505	Prbd.g_00903	Prbm.g_00403
OG0000506	Prbd.g_00901	Prbm.g_00404
OG0000507	Prbd.g_00898	Prbm.g_00407
OG0000508	Prbd.g_00894	Prbm.g_00410
OG0000509	Prbd.g_00892	Prbm.g_00412
OG0000510	Prbd.g_00891	Prbm.g_00413
OG0000511	Prbd.g_00890	Prbm.g_00414
OG0000512	Prbd.g_00888	Prbm.g_00416
OG0000513	Prbd.g_00881	Prbm.g_00426
OG0000514	Prbd.g_00811	Prbm.g_00440
OG0000515	Prbd.g_00810	Prbm.g_00441
OG0000516	Prbd.g_00809	Prbm.g_00442
OG0000517	Prbd.g_00807	Prbm.g_00445
OG0000518	Prbd.g_00796	Prbm.g_00456
OG0000519	Prbd.g_00795	Prbm.g_00457
OG0000520	Prbd.g_00794	Prbm.g_00458
OG0000521	Prbd.g_00789	Prbm.g_00480
OG0000522	Prbd.g_00787	Prbm.g_00482
OG0000523	Prbd.g_00786	Prbm.g_00483
