Orthogroup	Prbd	Prbe
OG0000355	Prbd.g_01236	Prbe.g_01066
OG0000356	Prbd.g_01235	Prbe.g_01067
OG0000357	Prbd.g_01234	Prbe.g_01068
OG0000358	Prbd.g_01230	Prbe.g_01072
OG0000359	Prbd.g_01229	Prbe.g_01073
OG0000360	Prbd.g_01228	Prbe.g_01074
OG0000361	Prbd.g_01227	Prbe.g_01075
OG0000362	Prbd.g_01225	Prbe.g_01077
OG0000363	Prbd.g_01223	Prbe.g_00114
OG0000364	Prbd.g_01222	Prbe.g_00115
OG0000365	Prbd.g_01217	Prbe.g_00120
OG0000366	Prbd.g_01216	Prbe.g_00121
OG0000367	Prbd.g_01215	Prbe.g_00122
OG0000368	Prbd.g_01213	Prbe.g_00124
OG0000369	Prbd.g_01212	Prbe.g_00125
OG0000370	Prbd.g_01211	Prbe.g_00126
OG0000371	Prbd.g_01205	Prbe.g_00133
OG0000372	Prbd.g_01202	Prbe.g_00136
OG0000373	Prbd.g_01201	Prbe.g_00137
OG0000374	Prbd.g_01200	Prbe.g_00138
OG0000375	Prbd.g_01198	Prbe.g_00140
OG0000376	Prbd.g_01196	Prbe.g_00142
OG0000377	Prbd.g_01192	Prbe.g_00146
OG0000378	Prbd.g_01190	Prbe.g_00150
OG0000379	Prbd.g_01187	Prbe.g_00153
OG0000380	Prbd.g_01178	Prbe.g_00170
OG0000381	Prbd.g_01174	Prbe.g_00175
OG0000382	Prbd.g_01163	Prbe.g_00185
OG0000383	Prbd.g_01161	Prbe.g_00187
OG0000384	Prbd.g_01160	Prbe.g_00188
OG0000385	Prbd.g_01159	Prbe.g_00189
OG0000386	Prbd.g_01158	Prbe.g_00190
OG0000387	Prbd.g_01145	Prbe.g_01640
OG0000388	Prbd.g_01142	Prbe.g_01644
OG0000389	Prbd.g_01138	Prbe.g_01647
OG0000390	Prbd.g_01131	Prbe.g_01657
OG0000391	Prbd.g_01127	Prbe.g_01660
OG0000392	Prbd.g_01123	Prbe.g_01664
OG0000393	Prbd.g_01121	Prbe.g_01667
OG0000394	Prbd.g_01120	Prbe.g_01668
OG0000395	Prbd.g_01119	Prbe.g_01669
OG0000396	Prbd.g_01116	Prbe.g_01671
OG0000397	Prbd.g_01114	Prbe.g_01673
OG0000398	Prbd.g_01112	Prbe.g_01676
OG0000399	Prbd.g_01111	Prbe.g_01677
OG0000400	Prbd.g_01110	Prbe.g_01678
OG0000401	Prbd.g_01109	Prbe.g_01679
OG0000402	Prbd.g_01107	Prbe.g_01412
OG0000403	Prbd.g_01106	Prbe.g_01681
OG0000404	Prbd.g_01105	Prbe.g_01682
OG0000405	Prbd.g_01100	Prbe.g_01686
OG0000406	Prbd.g_01093	Prbe.g_01694
OG0000407	Prbd.g_01092	Prbe.g_01695
OG0000408	Prbd.g_01090	Prbe.g_01697
OG0000409	Prbd.g_01088	Prbe.g_01699
OG0000410	Prbd.g_01087	Prbe.g_01700
OG0000411	Prbd.g_01086	Prbe.g_01701
OG0000412	Prbd.g_01085	Prbe.g_01702
OG0000413	Prbd.g_01084	Prbe.g_01704
OG0000414	Prbd.g_01083	Prbe.g_01705
OG0000415	Prbd.g_01082	Prbe.g_01706
OG0000416	Prbd.g_01081	Prbe.g_01707
OG0000417	Prbd.g_01080	Prbe.g_01708
OG0000418	Prbd.g_01075	Prbe.g_01713
OG0000419	Prbd.g_01073	Prbe.g_01715
OG0000420	Prbd.g_01072	Prbe.g_01716
OG0000421	Prbd.g_01067	Prbe.g_01721
OG0000422	Prbd.g_01066	Prbe.g_01722
OG0000423	Prbd.g_01065	Prbe.g_01723
OG0000424	Prbd.g_01064	Prbe.g_01724
OG0000425	Prbd.g_01063	Prbe.g_01725
OG0000426	Prbd.g_01062	Prbe.g_01726
OG0000427	Prbd.g_01061	Prbe.g_01727
OG0000428	Prbd.g_01059	Prbe.g_01729
OG0000429	Prbd.g_01058	Prbe.g_01730
OG0000430	Prbd.g_01057	Prbe.g_01731
OG0000431	Prbd.g_01055	Prbe.g_01733
OG0000432	Prbd.g_01052	Prbe.g_01737
OG0000433	Prbd.g_01051	Prbe.g_01738
OG0000434	Prbd.g_01050	Prbe.g_01739
OG0000435	Prbd.g_01049	Prbe.g_01740
OG0000436	Prbd.g_01044	Prbe.g_01745
OG0000437	Prbd.g_01043	Prbe.g_01746
OG0000438	Prbd.g_01042	Prbe.g_01747
OG0000439	Prbd.g_01040	Prbe.g_01749
OG0000440	Prbd.g_01039	Prbe.g_01750
OG0000441	Prbd.g_01036	Prbe.g_01753
OG0000442	Prbd.g_01035	Prbe.g_01754
OG0000443	Prbd.g_01034	Prbe.g_01755
OG0000444	Prbd.g_01029	Prbe.g_01761
OG0000445	Prbd.g_01028	Prbe.g_01762
OG0000446	Prbd.g_01027	Prbe.g_01763
OG0000447	Prbd.g_01026	Prbe.g_01764
OG0000448	Prbd.g_01025	Prbe.g_01765
OG0000449	Prbd.g_01024	Prbe.g_01766
OG0000450	Prbd.g_01023	Prbe.g_01767
OG0000451	Prbd.g_01022	Prbe.g_01768
OG0000452	Prbd.g_01019	Prbe.g_01771
OG0000453	Prbd.g_01018	Prbe.g_01772
OG0000454	Prbd.g_01017	Prbe.g_01773
OG0000455	Prbd.g_01016	Prbe.g_01774
OG0000456	Prbd.g_01015	Prbe.g_01775
OG0000457	Prbd.g_01013	Prbe.g_01777
OG0000458	Prbd.g_01012	Prbe.g_01778
OG0000459	Prbd.g_01011	Prbe.g_01779
OG0000460	Prbd.g_01004	Prbe.g_01787
OG0000461	Prbd.g_00997	Prbe.g_01795
OG0000462	Prbd.g_00995	Prbe.g_01797
OG0000463	Prbd.g_00994	Prbe.g_01798
OG0000464	Prbd.g_00993	Prbe.g_01799
OG0000465	Prbd.g_00992	Prbe.g_01800
OG0000466	Prbd.g_00989	Prbe.g_01803
OG0000467	Prbd.g_00988	Prbe.g_01804
OG0000468	Prbd.g_00986	Prbe.g_01807
OG0000469	Prbd.g_00977	Prbe.g_01815
OG0000470	Prbd.g_00975	Prbe.g_01817
OG0000471	Prbd.g_00974	Prbe.g_01818
OG0000472	Prbd.g_00973	Prbe.g_01820
OG0000473	Prbd.g_00971	Prbe.g_01822
OG0000474	Prbd.g_00970	Prbe.g_01823
OG0000475	Prbd.g_00969	Prbe.g_01824
OG0000476	Prbd.g_00968	Prbe.g_01826
OG0000477	Prbd.g_00964	Prbe.g_01829
OG0000478	Prbd.g_00963	Prbe.g_01830
OG0000479	Prbd.g_00962	Prbe.g_01831
OG0000480	Prbd.g_00957	Prbe.g_01836
OG0000481	Prbd.g_00955	Prbe.g_01839
OG0000482	Prbd.g_00954	Prbe.g_01840
OG0000483	Prbd.g_00951	Prbe.g_01843
OG0000484	Prbd.g_00950	Prbe.g_01844
OG0000485	Prbd.g_00949	Prbe.g_01846
OG0000486	Prbd.g_00948	Prbe.g_01847
OG0000487	Prbd.g_00944	Prbe.g_01850
OG0000488	Prbd.g_00941	Prbe.g_01853
OG0000489	Prbd.g_00936	Prbe.g_01858
OG0000490	Prbd.g_00931	Prbe.g_01862
OG0000491	Prbd.g_00930	Prbe.g_01863
OG0000492	Prbd.g_00928	Prbe.g_01865
OG0000493	Prbd.g_00927	Prbe.g_01866
OG0000494	Prbd.g_00926	Prbe.g_01867
OG0000495	Prbd.g_00925	Prbe.g_01868
OG0000496	Prbd.g_00924	Prbe.g_01869
OG0000497	Prbd.g_00923	Prbe.g_01870
OG0000498	Prbd.g_00922	Prbe.g_01871
OG0000499	Prbd.g_00921	Prbe.g_01872
OG0000500	Prbd.g_00920	Prbe.g_01873
OG0000501	Prbd.g_00918	Prbe.g_01874
OG0000502	Prbd.g_00915	Prbe.g_01877
OG0000503	Prbd.g_00905	Prbe.g_01892
OG0000504	Prbd.g_00904	Prbe.g_01894
OG0000505	Prbd.g_00903	Prbe.g_01895
OG0000506	Prbd.g_00901	Prbe.g_01896
OG0000507	Prbd.g_00898	Prbe.g_01899
OG0000508	Prbd.g_00894	Prbe.g_01903
OG0000509	Prbd.g_00892	Prbe.g_01905
OG0000510	Prbd.g_00891	Prbe.g_01906
OG0000511	Prbd.g_00890	Prbe.g_01907
OG0000512	Prbd.g_00888	Prbe.g_01909
OG0000513	Prbd.g_00881	Prbe.g_01918
OG0000514	Prbd.g_00811	Prbe.g_01929
OG0000515	Prbd.g_00810	Prbe.g_01930
OG0000516	Prbd.g_00809	Prbe.g_01931
OG0000517	Prbd.g_00807	Prbe.g_01933
OG0000518	Prbd.g_00796	Prbe.g_01944
OG0000519	Prbd.g_00795	Prbe.g_01945
OG0000520	Prbd.g_00794	Prbe.g_01946
OG0000521	Prbd.g_00789	Prbe.g_00676
OG0000522	Prbd.g_00787	Prbe.g_00674
OG0000523	Prbd.g_00786	Prbe.g_00673
OG0000524	Prbd.g_00781	Prbe.g_00668
OG0000525	Prbd.g_00778	Prbe.g_00664
OG0000526	Prbd.g_00777	Prbe.g_00663
OG0000527	Prbd.g_00769	Prbe.g_00660
OG0000528	Prbd.g_00764	Prbe.g_00655
OG0000529	Prbd.g_00761	Prbe.g_00652
OG0000530	Prbd.g_00758	Prbe.g_00649
OG0000531	Prbd.g_00757	Prbe.g_00648
OG0000532	Prbd.g_00755	Prbe.g_00646
OG0000533	Prbd.g_00754	Prbe.g_00645
OG0000534	Prbd.g_00753	Prbe.g_00644
OG0000535	Prbd.g_00752	Prbe.g_00643
OG0000536	Prbd.g_00751	Prbe.g_00642
OG0000537	Prbd.g_00750	Prbe.g_00641
OG0000538	Prbd.g_00742	Prbe.g_00632
OG0000539	Prbd.g_00741	Prbe.g_00631
OG0000540	Prbd.g_00740	Prbe.g_00630
