Orthogroup	Prbd	Syan
OG0000335	Prbd.g_01383	Syan.g_02189
OG0000336	Prbd.g_01379	Syan.g_02185
OG0000337	Prbd.g_01363	Syan.g_01949
OG0000338	Prbd.g_01362	Syan.g_01943
OG0000339	Prbd.g_01358	Syan.g_01935, Syan.g_00264
OG0000340	Prbd.g_01350	Syan.g_01923
OG0000341	Prbd.g_01348	Syan.g_01921
OG0000342	Prbd.g_01347	Syan.g_01920
OG0000343	Prbd.g_01346	Syan.g_01918
OG0000344	Prbd.g_01343	Syan.g_01914
OG0000345	Prbd.g_01338	Syan.g_01900
OG0000346	Prbd.g_01334	Syan.g_01895
OG0000347	Prbd.g_01317	Syan.g_01867
OG0000348	Prbd.g_01307	Syan.g_01803
OG0000349	Prbd.g_01290	Syan.g_01727
OG0000350	Prbd.g_01272	Syan.g_02121
OG0000351	Prbd.g_01255	Syan.g_01682
OG0000352	Prbd.g_01254	Syan.g_01683
OG0000353	Prbd.g_01238	Syan.g_01795
OG0000355	Prbd.g_01236	Syan.g_01797
OG0000356	Prbd.g_01235	Syan.g_01798
OG0000357	Prbd.g_01234	Syan.g_01800
OG0000358	Prbd.g_01230	Syan.g_01773
OG0000359	Prbd.g_01229	Syan.g_01771
OG0000360	Prbd.g_01228	Syan.g_01770
OG0000361	Prbd.g_01227	Syan.g_01769
OG0000362	Prbd.g_01225	Syan.g_01767
OG0000363	Prbd.g_01223	Syan.g_01765
OG0000364	Prbd.g_01222	Syan.g_01398
OG0000365	Prbd.g_01217	Syan.g_01755
OG0000366	Prbd.g_01216	Syan.g_01754
OG0000367	Prbd.g_01215	Syan.g_01753
OG0000368	Prbd.g_01213	Syan.g_01751
OG0000369	Prbd.g_01212	Syan.g_01750
OG0000370	Prbd.g_01211	Syan.g_01749
OG0000371	Prbd.g_01205	Syan.g_01740
OG0000372	Prbd.g_01202	Syan.g_01734
OG0000373	Prbd.g_01201	Syan.g_01733
OG0000374	Prbd.g_01200	Syan.g_01732
OG0000375	Prbd.g_01198	Syan.g_01731
OG0000376	Prbd.g_01196	Syan.g_01729
OG0000377	Prbd.g_01192	Syan.g_01555
OG0000378	Prbd.g_01190	Syan.g_01543
OG0000379	Prbd.g_01187	Syan.g_01539
OG0000380	Prbd.g_01178	Syan.g_02905
OG0000381	Prbd.g_01174	Syan.g_02908
OG0000382	Prbd.g_01163	Syan.g_02925
OG0000383	Prbd.g_01161	Syan.g_02936
OG0000384	Prbd.g_01160	Syan.g_02937
OG0000385	Prbd.g_01159	Syan.g_02938
OG0000386	Prbd.g_01158	Syan.g_02939
OG0000387	Prbd.g_01145	Syan.g_00967
OG0000388	Prbd.g_01142	Syan.g_02970
OG0000389	Prbd.g_01138	Syan.g_02973
OG0000390	Prbd.g_01131	Syan.g_02306
OG0000391	Prbd.g_01127	Syan.g_02301
OG0000392	Prbd.g_01123	Syan.g_02295
OG0000393	Prbd.g_01121	Syan.g_02292
OG0000394	Prbd.g_01120	Syan.g_02291
OG0000395	Prbd.g_01119	Syan.g_02290
OG0000396	Prbd.g_01116	Syan.g_02287
OG0000397	Prbd.g_01114	Syan.g_02285
OG0000398	Prbd.g_01112	Syan.g_02279
OG0000399	Prbd.g_01111	Syan.g_02278
OG0000400	Prbd.g_01110	Syan.g_02277
OG0000401	Prbd.g_01109	Syan.g_02274
OG0000402	Prbd.g_01107	Syan.g_02272
OG0000403	Prbd.g_01106	Syan.g_02271
OG0000404	Prbd.g_01105	Syan.g_02269
OG0000405	Prbd.g_01100	Syan.g_03005
OG0000406	Prbd.g_01093	Syan.g_03010
OG0000407	Prbd.g_01092	Syan.g_03011
OG0000408	Prbd.g_01090	Syan.g_03013
OG0000409	Prbd.g_01088	Syan.g_03015
OG0000410	Prbd.g_01087	Syan.g_03016
OG0000411	Prbd.g_01086	Syan.g_03017
OG0000412	Prbd.g_01085	Syan.g_03018
OG0000413	Prbd.g_01084	Syan.g_03020
OG0000414	Prbd.g_01083	Syan.g_03021
OG0000415	Prbd.g_01082	Syan.g_03022
OG0000416	Prbd.g_01081	Syan.g_03023
OG0000417	Prbd.g_01080	Syan.g_03025
OG0000418	Prbd.g_01075	Syan.g_03030
OG0000419	Prbd.g_01073	Syan.g_03033
OG0000420	Prbd.g_01072	Syan.g_03035
OG0000421	Prbd.g_01067	Syan.g_03040
OG0000422	Prbd.g_01066	Syan.g_03041
OG0000423	Prbd.g_01065	Syan.g_03042
OG0000424	Prbd.g_01064	Syan.g_03043
OG0000425	Prbd.g_01063	Syan.g_03044
OG0000426	Prbd.g_01062	Syan.g_03045
OG0000427	Prbd.g_01061	Syan.g_03046
OG0000428	Prbd.g_01059	Syan.g_03049
OG0000429	Prbd.g_01058	Syan.g_03051
OG0000430	Prbd.g_01057	Syan.g_03053
OG0000431	Prbd.g_01055	Syan.g_03058
OG0000432	Prbd.g_01052	Syan.g_03065
OG0000433	Prbd.g_01051	Syan.g_03068
OG0000434	Prbd.g_01050	Syan.g_03069
OG0000435	Prbd.g_01049	Syan.g_03071
OG0000436	Prbd.g_01044	Syan.g_03079
OG0000437	Prbd.g_01043	Syan.g_03080
OG0000438	Prbd.g_01042	Syan.g_03083
OG0000439	Prbd.g_01040	Syan.g_03085
OG0000440	Prbd.g_01039	Syan.g_03086
OG0000441	Prbd.g_01036	Syan.g_03089
OG0000442	Prbd.g_01035	Syan.g_03090
OG0000443	Prbd.g_01034	Syan.g_03094
OG0000444	Prbd.g_01029	Syan.g_03102
OG0000445	Prbd.g_01028	Syan.g_03103
OG0000446	Prbd.g_01027	Syan.g_03105
OG0000447	Prbd.g_01026	Syan.g_03111
OG0000448	Prbd.g_01025	Syan.g_03112
OG0000449	Prbd.g_01024	Syan.g_03113
OG0000450	Prbd.g_01023	Syan.g_01518
OG0000451	Prbd.g_01022	Syan.g_01519
OG0000452	Prbd.g_01019	Syan.g_01523
OG0000453	Prbd.g_01018	Syan.g_01524
OG0000454	Prbd.g_01017	Syan.g_01525
OG0000455	Prbd.g_01016	Syan.g_01526
OG0000456	Prbd.g_01015	Syan.g_01527
OG0000457	Prbd.g_01013	Syan.g_01529
OG0000458	Prbd.g_01012	Syan.g_01530
OG0000459	Prbd.g_01011	Syan.g_01531
OG0000460	Prbd.g_01004	Syan.g_02423
OG0000461	Prbd.g_00997	Syan.g_02099
OG0000462	Prbd.g_00995	Syan.g_02096
OG0000463	Prbd.g_00994	Syan.g_02095
OG0000464	Prbd.g_00993	Syan.g_02094
OG0000465	Prbd.g_00992	Syan.g_02092
OG0000466	Prbd.g_00989	Syan.g_02087
OG0000467	Prbd.g_00988	Syan.g_02086
OG0000468	Prbd.g_00986	Syan.g_02063
OG0000469	Prbd.g_00977	Syan.g_02046
OG0000470	Prbd.g_00975	Syan.g_02044
OG0000471	Prbd.g_00974	Syan.g_02043
OG0000472	Prbd.g_00973	Syan.g_02041
OG0000473	Prbd.g_00971	Syan.g_02039
OG0000474	Prbd.g_00970	Syan.g_02038
OG0000475	Prbd.g_00969	Syan.g_02037
OG0000476	Prbd.g_00968	Syan.g_02035
OG0000477	Prbd.g_00964	Syan.g_02029
OG0000478	Prbd.g_00963	Syan.g_02028
OG0000479	Prbd.g_00962	Syan.g_02027
OG0000480	Prbd.g_00957	Syan.g_02020
OG0000481	Prbd.g_00955	Syan.g_00975
OG0000482	Prbd.g_00954	Syan.g_02018
OG0000483	Prbd.g_00951	Syan.g_02014
OG0000484	Prbd.g_00950	Syan.g_02013
OG0000485	Prbd.g_00949	Syan.g_02012
OG0000486	Prbd.g_00948	Syan.g_02011
OG0000487	Prbd.g_00944	Syan.g_02005
OG0000488	Prbd.g_00941	Syan.g_02000
OG0000489	Prbd.g_00936	Syan.g_01993
OG0000490	Prbd.g_00931	Syan.g_01985
OG0000491	Prbd.g_00930	Syan.g_01983
OG0000492	Prbd.g_00928	Syan.g_01980
OG0000493	Prbd.g_00927	Syan.g_01979
OG0000494	Prbd.g_00926	Syan.g_01978
OG0000495	Prbd.g_00925	Syan.g_01977
OG0000496	Prbd.g_00924	Syan.g_01976
OG0000497	Prbd.g_00923	Syan.g_01975
OG0000498	Prbd.g_00922	Syan.g_01974
OG0000499	Prbd.g_00921	Syan.g_01973
OG0000500	Prbd.g_00920	Syan.g_01972
OG0000501	Prbd.g_00918	Syan.g_01969
OG0000502	Prbd.g_00915	Syan.g_01961
OG0000503	Prbd.g_00905	Syan.g_02144
OG0000504	Prbd.g_00904	Syan.g_02142
OG0000505	Prbd.g_00903	Syan.g_02141
OG0000506	Prbd.g_00901	Syan.g_02139
OG0000507	Prbd.g_00898	Syan.g_02133
OG0000508	Prbd.g_00894	Syan.g_02998
OG0000509	Prbd.g_00892	Syan.g_02993
OG0000510	Prbd.g_00891	Syan.g_02992
OG0000511	Prbd.g_00890	Syan.g_02991
OG0000512	Prbd.g_00888	Syan.g_02989
OG0000513	Prbd.g_00881	Syan.g_02320
OG0000514	Prbd.g_00811	Syan.g_02326
OG0000515	Prbd.g_00810	Syan.g_02327
OG0000516	Prbd.g_00809	Syan.g_02389
OG0000517	Prbd.g_00807	Syan.g_02395
OG0000518	Prbd.g_00796	Syan.g_01336
OG0000519	Prbd.g_00795	Syan.g_01335
OG0000520	Prbd.g_00794	Syan.g_01334
OG0000521	Prbd.g_00789	Syan.g_02805
OG0000522	Prbd.g_00787	Syan.g_02803
OG0000523	Prbd.g_00786	Syan.g_02802
OG0000524	Prbd.g_00781	Syan.g_02878
OG0000525	Prbd.g_00778	Syan.g_02853
OG0000526	Prbd.g_00777	Syan.g_02852
OG0000527	Prbd.g_00769	Syan.g_02848
OG0000528	Prbd.g_00764	Syan.g_02767
OG0000529	Prbd.g_00761	Syan.g_02763
OG0000530	Prbd.g_00758	Syan.g_02760
OG0000531	Prbd.g_00757	Syan.g_02759
OG0000532	Prbd.g_00755	Syan.g_02756
OG0000533	Prbd.g_00754	Syan.g_02754
OG0000534	Prbd.g_00753	Syan.g_02753
OG0000535	Prbd.g_00752	Syan.g_02752
OG0000536	Prbd.g_00751	Syan.g_02751
OG0000537	Prbd.g_00750	Syan.g_02750
OG0000538	Prbd.g_00742	Syan.g_02738
OG0000539	Prbd.g_00741	Syan.g_02737
OG0000540	Prbd.g_00740	Syan.g_02736
OG0000541	Prbd.g_00739	Syan.g_02735
OG0000542	Prbd.g_00737	Syan.g_02732
OG0000543	Prbd.g_00735	Syan.g_02730
OG0000544	Prbd.g_00734	Syan.g_02729
OG0000545	Prbd.g_00732	Syan.g_02727
OG0000546	Prbd.g_00729	Syan.g_02725
OG0000547	Prbd.g_00727	Syan.g_02723
OG0000548	Prbd.g_00726	Syan.g_02722
OG0000549	Prbd.g_00724	Syan.g_01194
OG0000550	Prbd.g_00719	Syan.g_01189
OG0000551	Prbd.g_00715	Syan.g_01184
OG0000552	Prbd.g_00714	Syan.g_01183
OG0000553	Prbd.g_00713	Syan.g_01179
OG0000554	Prbd.g_00708	Syan.g_01165
OG0000555	Prbd.g_00700	Syan.g_00839
OG0000556	Prbd.g_00698	Syan.g_00842
OG0000557	Prbd.g_00697	Syan.g_00847
OG0000558	Prbd.g_00695	Syan.g_00849
OG0000559	Prbd.g_00691	Syan.g_00853
OG0000560	Prbd.g_00688	Syan.g_00856
OG0000561	Prbd.g_00687	Syan.g_00857
OG0000562	Prbd.g_00686	Syan.g_00858
OG0000563	Prbd.g_00685	Syan.g_00859
OG0000564	Prbd.g_00684	Syan.g_00860
OG0000565	Prbd.g_00681	Syan.g_00864
OG0000566	Prbd.g_00679	Syan.g_00868
OG0000567	Prbd.g_00675	Syan.g_00872
OG0000568	Prbd.g_00674	Syan.g_00874
OG0000569	Prbd.g_00673	Syan.g_00875
OG0000570	Prbd.g_00672	Syan.g_00876
OG0000571	Prbd.g_00670	Syan.g_00879
OG0000572	Prbd.g_00657	Syan.g_00954
OG0000573	Prbd.g_00652	Syan.g_00963
OG0000574	Prbd.g_00651	Syan.g_00965
OG0000575	Prbd.g_00647	Syan.g_01003
OG0000576	Prbd.g_00645	Syan.g_01007
OG0000577	Prbd.g_00644	Syan.g_01008
