Orthogroup	Prba	Prar
OG0000195	Prba.g_01939	Prar.g_00176
OG0000196	Prba.g_01949	Prar.g_00166
OG0000197	Prba.g_01950	Prar.g_00165
OG0000198	Prba.g_01951	Prar.g_00164
OG0000199	Prba.g_00626	Prar.g_00157
OG0000200	Prba.g_00640	Prar.g_00143
OG0000201	Prba.g_00648	Prar.g_00135
OG0000202	Prba.g_00649	Prar.g_00134
OG0000203	Prba.g_00650	Prar.g_00133
OG0000204	Prba.g_00651	Prar.g_00132
OG0000205	Prba.g_00658	Prar.g_00125
OG0000206	Prba.g_00663	Prar.g_00120
OG0000207	Prba.g_00665	Prar.g_00118
OG0000208	Prba.g_00666	Prar.g_00117
OG0000209	Prba.g_00675	Prar.g_00108
OG0000210	Prba.g_00439	Prar.g_00107
OG0000211	Prba.g_00452	Prar.g_00094
OG0000212	Prba.g_00459	Prar.g_00087
OG0000213	Prba.g_00476	Prar.g_00330
OG0000214	Prba.g_00485	Prar.g_00320
OG0000215	Prba.g_00509	Prar.g_00295
OG0000216	Prba.g_00510	Prar.g_00293
OG0000217	Prba.g_00513	Prar.g_00290
OG0000218	Prba.g_00515	Prar.g_00288
OG0000219	Prba.g_00516	Prar.g_00287
OG0000220	Prba.g_00517	Prar.g_00286
OG0000221	Prba.g_00518	Prar.g_00285
OG0000222	Prba.g_00526	Prar.g_00277
OG0000223	Prba.g_00539	Prar.g_00264
OG0000224	Prba.g_00541	Prar.g_00262
OG0000225	Prba.g_00562	Prar.g_00406
OG0000226	Prba.g_00221	Prar.g_00410
OG0000227	Prba.g_00223	Prar.g_00412
OG0000228	Prba.g_00849	Prar.g_00415
OG0000229	Prba.g_01025	Prar.g_00484
OG0000230	Prba.g_01023	Prar.g_00486
OG0000231	Prba.g_01012	Prar.g_00497
OG0000232	Prba.g_01003	Prar.g_00506
OG0000233	Prba.g_00998	Prar.g_00512
OG0000234	Prba.g_00985	Prar.g_00526
OG0000235	Prba.g_00982	Prar.g_00529
OG0000236	Prba.g_00968	Prar.g_00543
OG0000237	Prba.g_00955	Prar.g_01337
OG0000238	Prba.g_00949	Prar.g_01343
OG0000239	Prba.g_00936	Prar.g_01355
OG0000240	Prba.g_00935	Prar.g_01356
OG0000241	Prba.g_00931	Prar.g_01360
OG0000242	Prba.g_00929	Prar.g_01362
OG0000243	Prba.g_01772	Prar.g_01373
OG0000244	Prba.g_01769	Prar.g_01376
OG0000245	Prba.g_01767	Prar.g_01378
OG0000246	Prba.g_01763	Prar.g_01382
OG0000247	Prba.g_01753	Prar.g_01392
OG0000248	Prba.g_01751	Prar.g_01394
OG0000249	Prba.g_01749	Prar.g_01396
OG0000250	Prba.g_01744	Prar.g_01401
OG0000251	Prba.g_01726	Prar.g_01420
OG0000252	Prba.g_01723	Prar.g_01424
OG0000253	Prba.g_01722	Prar.g_01425
OG0000254	Prba.g_01706	Prar.g_01441
OG0000255	Prba.g_01700	Prar.g_01447
OG0000256	Prba.g_01690	Prar.g_01457
OG0000257	Prba.g_01687	Prar.g_01460
OG0000258	Prba.g_01674	Prar.g_01473
OG0000259	Prba.g_01657	Prar.g_01490
OG0000260	Prba.g_01654	Prar.g_01493
OG0000261	Prba.g_01652	Prar.g_01495
OG0000262	Prba.g_01648	Prar.g_01499
OG0000263	Prba.g_01636	Prar.g_01511
OG0000264	Prba.g_01626	Prar.g_01521
OG0000265	Prba.g_01594	Prar.g_01599
OG0000266	Prba.g_01584	Prar.g_01609
OG0000267	Prba.g_01573	Prar.g_01620
OG0000268	Prba.g_01572	Prar.g_01621
OG0000269	Prba.g_01504	Prar.g_01679
OG0000270	Prba.g_01501	Prar.g_01682
OG0000271	Prba.g_01493	Prar.g_01690
OG0000272	Prba.g_01492	Prar.g_01691
OG0000273	Prba.g_01469	Prar.g_01714
OG0000274	Prba.g_01468	Prar.g_01715
OG0000275	Prba.g_01465	Prar.g_01717
OG0000276	Prba.g_01460	Prar.g_01722
OG0000277	Prba.g_01459	Prar.g_01723
OG0000278	Prba.g_01456	Prar.g_01726
OG0000279	Prba.g_01449	Prar.g_01733
OG0000280	Prba.g_01448	Prar.g_01734
OG0000281	Prba.g_01443	Prar.g_01740
OG0000282	Prba.g_01393	Prar.g_01778
OG0000283	Prba.g_01360	Prar.g_01810
OG0000284	Prba.g_01355	Prar.g_01815
OG0000285	Prba.g_01350	Prar.g_01820
OG0000286	Prba.g_01338	Prar.g_01832
OG0000287	Prba.g_01321	Prar.g_01849
OG0000288	Prba.g_01291	Prar.g_01877
OG0000289	Prba.g_01280	Prar.g_01888
OG0000290	Prba.g_01267	Prar.g_01901
OG0000291	Prba.g_01265	Prar.g_01903
OG0000292	Prba.g_01216	Prar.g_01953
OG0000293	Prba.g_00073	Prar.g_01272
OG0000294	Prba.g_00072	Prar.g_01271
OG0000295	Prba.g_00051	Prar.g_01251
OG0000296	Prba.g_00049	Prar.g_01249
OG0000297	Prba.g_00041	Prar.g_01241
OG0000298	Prba.g_00040	Prar.g_01240
OG0000299	Prba.g_00023	Prar.g_01223
OG0000300	Prba.g_00020	Prar.g_01220
OG0000301	Prba.g_00019	Prar.g_01219
OG0000302	Prba.g_00017	Prar.g_01217
OG0000303	Prba.g_00010	Prar.g_01210
OG0000304	Prba.g_00006	Prar.g_01206
OG0000305	Prba.g_00204	Prar.g_00919
OG0000306	Prba.g_00201	Prar.g_00916
OG0000307	Prba.g_00187	Prar.g_00902
OG0000308	Prba.g_00186	Prar.g_00901
OG0000309	Prba.g_00182	Prar.g_00897
OG0000310	Prba.g_00112	Prar.g_00354
OG0000311	Prba.g_00110	Prar.g_00352
OG0000312	Prba.g_00107	Prar.g_00349
OG0000313	Prba.g_00709	Prar.g_00335
OG0000314	Prba.g_00686	Prar.g_00820
OG0000315	Prba.g_00351, Prba.g_00676	Prar.g_00810
OG0000316	Prba.g_00331	Prar.g_00790
OG0000317	Prba.g_00228	Prar.g_01145
OG0000318	Prba.g_00619	Prar.g_01142
OG0000319	Prba.g_00606	Prar.g_01129
OG0000320	Prba.g_00604	Prar.g_01127
OG0000321	Prba.g_00603	Prar.g_01126
OG0000322	Prba.g_00602	Prar.g_01125
OG0000323	Prba.g_00593	Prar.g_01967
OG0000324	Prba.g_00567	Prar.g_00609
OG0000325	Prba.g_00358	Prar.g_01113
OG0000326	Prba.g_00364	Prar.g_01107
OG0000327	Prba.g_00388	Prar.g_01068
OG0000328	Prba.g_00389	Prar.g_01067
OG0000329	Prba.g_00406	Prar.g_01050
OG0000330	Prba.g_00407	Prar.g_01049
OG0000331	Prba.g_00408	Prar.g_01048
OG0000332	Prba.g_00422	Prar.g_01034
OG0000333	Prba.g_00424	Prar.g_01032
OG0000334	Prba.g_00432	Prar.g_01024
OG0000335	Prba.g_00437	Prar.g_01020
OG0000336	Prba.g_01050	Prar.g_01016
OG0000337	Prba.g_01067	Prar.g_00625
OG0000338	Prba.g_01068	Prar.g_00626
OG0000339	Prba.g_01072	Prar.g_00630
OG0000340	Prba.g_00752	Prar.g_00638
OG0000341	Prba.g_00754	Prar.g_00640
OG0000342	Prba.g_00755	Prar.g_00641
OG0000343	Prba.g_00756	Prar.g_00642
OG0000344	Prba.g_00759	Prar.g_00645
OG0000345	Prba.g_00764	Prar.g_00650
OG0000346	Prba.g_00769	Prar.g_00654
OG0000347	Prba.g_00785	Prar.g_00669
OG0000348	Prba.g_00795	Prar.g_00678
OG0000349	Prba.g_00812	Prar.g_00695
OG0000350	Prba.g_00831	Prar.g_00072
OG0000351	Prba.g_00848, Prba.g_01776	Prar.g_00055
OG0000352	Prba.g_01777	Prar.g_00054
OG0000353	Prba.g_01792	Prar.g_00039
OG0000355	Prba.g_01794	Prar.g_00037
OG0000356	Prba.g_01795	Prar.g_00036
OG0000357	Prba.g_01796	Prar.g_00035
OG0000358	Prba.g_01800	Prar.g_00031
OG0000359	Prba.g_01801	Prar.g_00030
OG0000360	Prba.g_01802	Prar.g_00029
OG0000361	Prba.g_01803	Prar.g_00028
OG0000362	Prba.g_01805	Prar.g_00026
OG0000363	Prba.g_01807	Prar.g_00024
OG0000364	Prba.g_01808	Prar.g_00023
OG0000365	Prba.g_01813	Prar.g_00018
OG0000366	Prba.g_01814	Prar.g_00017
OG0000367	Prba.g_01815	Prar.g_00016
OG0000368	Prba.g_01817	Prar.g_00014
OG0000369	Prba.g_01818	Prar.g_00013
OG0000370	Prba.g_01819	Prar.g_00012
OG0000371	Prba.g_01825	Prar.g_00006
OG0000372	Prba.g_01828	Prar.g_00002
OG0000373	Prba.g_01829	Prar.g_00001
OG0000374	Prba.g_01830	Prar.g_00594
OG0000375	Prba.g_01834	Prar.g_00580
OG0000376	Prba.g_01836	Prar.g_00578
OG0000377	Prba.g_01839	Prar.g_00574
OG0000378	Prba.g_01841	Prar.g_00572
OG0000379	Prba.g_01844	Prar.g_00569
OG0000380	Prba.g_01854	Prar.g_00552
OG0000381	Prba.g_01858	Prar.g_00548
OG0000382	Prba.g_01869	Prar.g_00247
OG0000383	Prba.g_01871	Prar.g_00245
OG0000384	Prba.g_01872	Prar.g_00244
OG0000385	Prba.g_01873	Prar.g_00243
OG0000386	Prba.g_01874	Prar.g_00242
OG0000387	Prba.g_01887	Prar.g_00229
OG0000388	Prba.g_01890	Prar.g_00226
OG0000389	Prba.g_01894	Prar.g_00222
OG0000390	Prba.g_01901	Prar.g_00215
OG0000391	Prba.g_01904	Prar.g_00212
OG0000392	Prba.g_01908	Prar.g_00208
OG0000393	Prba.g_01910	Prar.g_00206
OG0000394	Prba.g_01911	Prar.g_00205
OG0000395	Prba.g_01912	Prar.g_00204
OG0000396	Prba.g_01915	Prar.g_00201
OG0000397	Prba.g_01917	Prar.g_00199
OG0000398	Prba.g_01919	Prar.g_00197
OG0000399	Prba.g_01920	Prar.g_00196
OG0000400	Prba.g_01921	Prar.g_00195
OG0000401	Prba.g_01922	Prar.g_00194
OG0000402	Prba.g_01924	Prar.g_00192
OG0000403	Prba.g_01925	Prar.g_00191
OG0000404	Prba.g_01926	Prar.g_00190
OG0000405	Prba.g_01930	Prar.g_00186
OG0000406	Prba.g_01935	Prar.g_00180
OG0000407	Prba.g_01936	Prar.g_00179
OG0000408	Prba.g_01938	Prar.g_00177
OG0000409	Prba.g_01940	Prar.g_00175
OG0000410	Prba.g_01941	Prar.g_00174
OG0000411	Prba.g_01942	Prar.g_00173
OG0000412	Prba.g_01943	Prar.g_00172
OG0000413	Prba.g_01944	Prar.g_00171
OG0000414	Prba.g_01945	Prar.g_00170
OG0000415	Prba.g_01946	Prar.g_00169
OG0000416	Prba.g_01947	Prar.g_00168
OG0000417	Prba.g_01948	Prar.g_00167
OG0000418	Prba.g_01953	Prar.g_00162
OG0000419	Prba.g_00623	Prar.g_00160
OG0000420	Prba.g_00624	Prar.g_00159
OG0000421	Prba.g_00629	Prar.g_00154
OG0000422	Prba.g_00630	Prar.g_00153
OG0000423	Prba.g_00631	Prar.g_00152
OG0000424	Prba.g_00632	Prar.g_00151
OG0000425	Prba.g_00633	Prar.g_00150
OG0000426	Prba.g_00634	Prar.g_00149
OG0000427	Prba.g_00635	Prar.g_00148
OG0000428	Prba.g_00637	Prar.g_00146
OG0000429	Prba.g_00638	Prar.g_00145
OG0000430	Prba.g_00639	Prar.g_00144
OG0000431	Prba.g_00641	Prar.g_00142
OG0000432	Prba.g_00644	Prar.g_00139
OG0000433	Prba.g_00645	Prar.g_00138
OG0000434	Prba.g_00646	Prar.g_00137
OG0000435	Prba.g_00647	Prar.g_00136
OG0000436	Prba.g_00652	Prar.g_00131
OG0000437	Prba.g_00653	Prar.g_00130
OG0000438	Prba.g_00654	Prar.g_00129
OG0000439	Prba.g_00656	Prar.g_00127
OG0000440	Prba.g_00657	Prar.g_00126
OG0000441	Prba.g_00660	Prar.g_00123
OG0000442	Prba.g_00661	Prar.g_00122
OG0000443	Prba.g_00662	Prar.g_00121
OG0000444	Prba.g_00667	Prar.g_00116
OG0000445	Prba.g_00668	Prar.g_00115
OG0000446	Prba.g_00669	Prar.g_00114
OG0000447	Prba.g_00670	Prar.g_00113
OG0000448	Prba.g_00671	Prar.g_00112
OG0000449	Prba.g_00672	Prar.g_00111
OG0000450	Prba.g_00673	Prar.g_00110
OG0000451	Prba.g_00674	Prar.g_00109
OG0000452	Prba.g_00440	Prar.g_00106
OG0000453	Prba.g_00441	Prar.g_00105
OG0000454	Prba.g_00442	Prar.g_00104
OG0000455	Prba.g_00443	Prar.g_00103
OG0000456	Prba.g_00444	Prar.g_00102
OG0000457	Prba.g_00445	Prar.g_00101
OG0000458	Prba.g_00446	Prar.g_00100
OG0000459	Prba.g_00447	Prar.g_00099
OG0000460	Prba.g_00454	Prar.g_00092
OG0000461	Prba.g_00461	Prar.g_00085
OG0000462	Prba.g_00463	Prar.g_00083
OG0000463	Prba.g_00464	Prar.g_00082
OG0000464	Prba.g_00465	Prar.g_00081
OG0000465	Prba.g_00466	Prar.g_00080
OG0000466	Prba.g_00469	Prar.g_00077
OG0000467	Prba.g_00470	Prar.g_00076
OG0000468	Prba.g_00472	Prar.g_00334
OG0000469	Prba.g_00480	Prar.g_00325
OG0000470	Prba.g_00482	Prar.g_00323
OG0000471	Prba.g_00483	Prar.g_00322
OG0000472	Prba.g_00484	Prar.g_00321
OG0000473	Prba.g_00486	Prar.g_00319
OG0000474	Prba.g_00487	Prar.g_00318
OG0000475	Prba.g_00488	Prar.g_00317
OG0000476	Prba.g_00489	Prar.g_00316
OG0000477	Prba.g_00492	Prar.g_00312
OG0000478	Prba.g_00493	Prar.g_00311
OG0000479	Prba.g_00494	Prar.g_00310
OG0000480	Prba.g_00499	Prar.g_00305
OG0000481	Prba.g_00501	Prar.g_00303
OG0000482	Prba.g_00502	Prar.g_00302
OG0000483	Prba.g_00505	Prar.g_00299
OG0000484	Prba.g_00506	Prar.g_00298
OG0000485	Prba.g_00507	Prar.g_00297
OG0000486	Prba.g_00508	Prar.g_00296
OG0000487	Prba.g_00511	Prar.g_00292
OG0000488	Prba.g_00514	Prar.g_00289
OG0000489	Prba.g_00519	Prar.g_00284
OG0000490	Prba.g_00524	Prar.g_00279
OG0000491	Prba.g_00525	Prar.g_00278
OG0000492	Prba.g_00527	Prar.g_00276
OG0000493	Prba.g_00528	Prar.g_00275
OG0000494	Prba.g_00529	Prar.g_00274
OG0000495	Prba.g_00530	Prar.g_00273
OG0000496	Prba.g_00531	Prar.g_00272
OG0000497	Prba.g_00532	Prar.g_00271
OG0000498	Prba.g_00533	Prar.g_00270
OG0000499	Prba.g_00534	Prar.g_00269
OG0000500	Prba.g_00535	Prar.g_00268
OG0000501	Prba.g_00537	Prar.g_00266
OG0000502	Prba.g_00540	Prar.g_00263
OG0000503	Prba.g_00550	Prar.g_00394
OG0000504	Prba.g_00551	Prar.g_00395
OG0000505	Prba.g_00552	Prar.g_00396
OG0000506	Prba.g_00554	Prar.g_00398
OG0000507	Prba.g_00557	Prar.g_00401
OG0000508	Prba.g_00561	Prar.g_00405
OG0000509	Prba.g_00218	Prar.g_00407
OG0000510	Prba.g_00219	Prar.g_00408
OG0000511	Prba.g_00220	Prar.g_00409
OG0000512	Prba.g_00222	Prar.g_00411
OG0000513	Prba.g_00852	Prar.g_00418
OG0000514	Prba.g_01030	Prar.g_00479
OG0000515	Prba.g_01029	Prar.g_00480
OG0000516	Prba.g_01028	Prar.g_00481
OG0000517	Prba.g_01026	Prar.g_00483
OG0000518	Prba.g_01015	Prar.g_00494
OG0000519	Prba.g_01014	Prar.g_00495
OG0000520	Prba.g_01013	Prar.g_00496
OG0000521	Prba.g_01008	Prar.g_00501
OG0000522	Prba.g_01006	Prar.g_00503
OG0000523	Prba.g_01005	Prar.g_00504
OG0000524	Prba.g_01000	Prar.g_00510
OG0000525	Prba.g_00997	Prar.g_00513
OG0000526	Prba.g_00996	Prar.g_00514
OG0000527	Prba.g_00988	Prar.g_00523
OG0000528	Prba.g_00983	Prar.g_00528
OG0000529	Prba.g_00980	Prar.g_00531
OG0000530	Prba.g_00977	Prar.g_00534
OG0000531	Prba.g_00976	Prar.g_00535
OG0000532	Prba.g_00974	Prar.g_00537
OG0000533	Prba.g_00973	Prar.g_00538
OG0000534	Prba.g_00972	Prar.g_00539
OG0000535	Prba.g_00971	Prar.g_00540
OG0000536	Prba.g_00970	Prar.g_00541
OG0000537	Prba.g_00969	Prar.g_00542
OG0000538	Prba.g_00961	Prar.g_01331
OG0000539	Prba.g_00960	Prar.g_01332
OG0000540	Prba.g_00959	Prar.g_01333
OG0000541	Prba.g_00958	Prar.g_01334
OG0000542	Prba.g_00956	Prar.g_01336
OG0000543	Prba.g_00954	Prar.g_01338
OG0000544	Prba.g_00953	Prar.g_01339
OG0000545	Prba.g_00951	Prar.g_01341
OG0000546	Prba.g_00948	Prar.g_01344
OG0000547	Prba.g_00946	Prar.g_01345
OG0000548	Prba.g_00945	Prar.g_01346
OG0000549	Prba.g_00943	Prar.g_01348
OG0000550	Prba.g_00938	Prar.g_01353
OG0000551	Prba.g_00934	Prar.g_01357
OG0000552	Prba.g_00933	Prar.g_01358
OG0000553	Prba.g_00932	Prar.g_01359
OG0000554	Prba.g_00927	Prar.g_01364
OG0000555	Prba.g_01773	Prar.g_01372
OG0000556	Prba.g_01771	Prar.g_01374
OG0000557	Prba.g_01770	Prar.g_01375
OG0000558	Prba.g_01768	Prar.g_01377
OG0000559	Prba.g_01764	Prar.g_01381
OG0000560	Prba.g_01761	Prar.g_01384
OG0000561	Prba.g_01760	Prar.g_01385
OG0000562	Prba.g_01759	Prar.g_01386
OG0000563	Prba.g_01758	Prar.g_01387
