Orthogroup	Prba	Syap
OG0000146	Prba.g_01533	Syap.g_02024
OG0000147	Prba.g_01532	Syap.g_02025
OG0000148	Prba.g_01483	Syap.g_02720
OG0000149	Prba.g_01452	Syap.g_00824
OG0000150	Prba.g_01444	Syap.g_01540
OG0000151	Prba.g_01385	Syap.g_00142
OG0000152	Prba.g_01337	Syap.g_02012
OG0000153	Prba.g_01318	Syap.g_02682
OG0000154	Prba.g_01290	Syap.g_02761, Syap.g_02760, Syap.g_01876
OG0000155	Prba.g_00043	Syap.g_02777, Syap.g_01878, Syap.g_01879
OG0000156	Prba.g_01181	Syap.g_00248, Syap.g_00284, Syap.g_00283
OG0000157	Prba.g_01182	Syap.g_00249, Syap.g_00286
OG0000158	Prba.g_00154	Syap.g_01075
OG0000159	Prba.g_00152	Syap.g_00852
OG0000160	Prba.g_00712	Syap.g_02470, Syap.g_02469
OG0000161	Prba.g_00706	Syap.g_02476
OG0000162	Prba.g_00700	Syap.g_02531
OG0000164	Prba.g_00596	Syap.g_01391, Syap.g_01392
OG0000165	Prba.g_00589	Syap.g_01381, Syap.g_01382
OG0000166	Prba.g_00393	Syap.g_00512, Syap.g_01238
OG0000167	Prba.g_01069	Syap.g_02080
OG0000168	Prba.g_01079	Syap.g_01076
OG0000169	Prba.g_00761	Syap.g_01049, Syap.g_01093
OG0000170	Prba.g_00763	Syap.g_01467, Syap.g_01106, Syap.g_01468
OG0000171	Prba.g_00783	Syap.g_01128, Syap.g_02454, Syap.g_02453
OG0000172	Prba.g_00792	Syap.g_01143, Syap.g_00635
OG0000173	Prba.g_00807	Syap.g_00982, Syap.g_00983
OG0000174	Prba.g_00835	Syap.g_02092
OG0000175	Prba.g_00845	Syap.g_02654
OG0000176	Prba.g_01797	Syap.g_00059
OG0000177	Prba.g_01798	Syap.g_00061, Syap.g_00060
OG0000178	Prba.g_01799	Syap.g_00062
OG0000179	Prba.g_01809	Syap.g_00077, Syap.g_02638
OG0000180	Prba.g_01810	Syap.g_00078, Syap.g_02640
OG0000181	Prba.g_01811	Syap.g_00079, Syap.g_02641
OG0000182	Prba.g_01812	Syap.g_00080, Syap.g_02642
OG0000183	Prba.g_01816	Syap.g_00084
OG0000184	Prba.g_01840	Syap.g_01337
OG0000185	Prba.g_01843	Syap.g_01322
OG0000186	Prba.g_01852	Syap.g_01684
OG0000187	Prba.g_01853	Syap.g_01686
OG0000188	Prba.g_01870	Syap.g_02547
OG0000191	Prba.g_01905	Syap.g_02233
OG0000192	Prba.g_01909	Syap.g_02224
OG0000193	Prba.g_01934	Syap.g_02187, Syap.g_02188
OG0000194	Prba.g_01937	Syap.g_02183
OG0000195	Prba.g_01939	Syap.g_02180
OG0000196	Prba.g_01949	Syap.g_01208, Syap.g_02167
OG0000197	Prba.g_01950	Syap.g_01207, Syap.g_02166
OG0000198	Prba.g_01951	Syap.g_01206
OG0000199	Prba.g_00626	Syap.g_01197
OG0000200	Prba.g_00640	Syap.g_01181
OG0000201	Prba.g_00648	Syap.g_02265
OG0000202	Prba.g_00649	Syap.g_02264
OG0000203	Prba.g_00650	Syap.g_01601
OG0000204	Prba.g_00651	Syap.g_01602
OG0000205	Prba.g_00658	Syap.g_01616
OG0000206	Prba.g_00663	Syap.g_01628
OG0000207	Prba.g_00665	Syap.g_01426, Syap.g_00424
OG0000208	Prba.g_00666	Syap.g_00426, Syap.g_01425
OG0000209	Prba.g_00675	Syap.g_01906
OG0000210	Prba.g_00439	Syap.g_01905
OG0000211	Prba.g_00452	Syap.g_01160
OG0000212	Prba.g_00459	Syap.g_02664
OG0000213	Prba.g_00476	Syap.g_00107, Syap.g_01599
OG0000214	Prba.g_00485	Syap.g_02344, Syap.g_02345
OG0000215	Prba.g_00509	Syap.g_01347, Syap.g_01629
OG0000216	Prba.g_00510	Syap.g_01634
OG0000217	Prba.g_00513	Syap.g_01638
OG0000218	Prba.g_00515	Syap.g_01641, Syap.g_01640
OG0000219	Prba.g_00516	Syap.g_01642, Syap.g_01643
OG0000220	Prba.g_00517	Syap.g_01645
OG0000221	Prba.g_00518	Syap.g_01646
OG0000222	Prba.g_00526	Syap.g_01669
OG0000223	Prba.g_00539	Syap.g_02072, Syap.g_02073
OG0000224	Prba.g_00541	Syap.g_02064
OG0000225	Prba.g_00562	Syap.g_00553, Syap.g_00552
OG0000226	Prba.g_00221	Syap.g_02029, Syap.g_02144
OG0000227	Prba.g_00223	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Prba.g_00849	Syap.g_00116, Syap.g_02041
OG0000229	Prba.g_01025	Syap.g_02059
OG0000230	Prba.g_01023	Syap.g_02061
OG0000231	Prba.g_01012	Syap.g_02533
OG0000232	Prba.g_01003	Syap.g_02510, Syap.g_02511
OG0000233	Prba.g_00998	Syap.g_02133
OG0000234	Prba.g_00985	Syap.g_02755
OG0000235	Prba.g_00982	Syap.g_00732, Syap.g_02258
OG0000236	Prba.g_00968	Syap.g_02238
OG0000237	Prba.g_00955	Syap.g_00262, Syap.g_00263
OG0000238	Prba.g_00949	Syap.g_00257, Syap.g_00258
OG0000239	Prba.g_00936	Syap.g_02744
OG0000240	Prba.g_00935	Syap.g_02742
OG0000241	Prba.g_00931	Syap.g_00888
OG0000242	Prba.g_00929	Syap.g_01455
OG0000243	Prba.g_01772	Syap.g_01938
OG0000244	Prba.g_01769	Syap.g_01146, Syap.g_01145
OG0000245	Prba.g_01767	Syap.g_01148
OG0000246	Prba.g_01763	Syap.g_00308
OG0000247	Prba.g_01753	Syap.g_00288, Syap.g_00293
OG0000248	Prba.g_01751	Syap.g_00290
OG0000249	Prba.g_01749	Syap.g_01296, Syap.g_01295
OG0000250	Prba.g_01744	Syap.g_01306
OG0000251	Prba.g_01726	Syap.g_00442
OG0000252	Prba.g_01723	Syap.g_01857
OG0000253	Prba.g_01722	Syap.g_00443
OG0000254	Prba.g_01706	Syap.g_01527, Syap.g_01528
OG0000256	Prba.g_01690	Syap.g_01287
OG0000257	Prba.g_01687	Syap.g_00886
OG0000258	Prba.g_01674	Syap.g_00907
OG0000260	Prba.g_01654	Syap.g_01970
OG0000261	Prba.g_01652	Syap.g_01962, Syap.g_01961
OG0000262	Prba.g_01648	Syap.g_01954
OG0000263	Prba.g_01636	Syap.g_00432, Syap.g_00433
OG0000266	Prba.g_01584	Syap.g_00519
OG0000267	Prba.g_01573	Syap.g_02333, Syap.g_02332
OG0000268	Prba.g_01572	Syap.g_00646
OG0000269	Prba.g_01504	Syap.g_00188
OG0000270	Prba.g_01501	Syap.g_00192
OG0000271	Prba.g_01493	Syap.g_00200, Syap.g_00201
OG0000272	Prba.g_01492	Syap.g_00202
OG0000273	Prba.g_01469	Syap.g_02703
OG0000274	Prba.g_01468	Syap.g_02702
OG0000275	Prba.g_01465	Syap.g_01847
OG0000276	Prba.g_01460	Syap.g_01838, Syap.g_01839
OG0000277	Prba.g_01459	Syap.g_01837
OG0000278	Prba.g_01456	Syap.g_01834
OG0000279	Prba.g_01449	Syap.g_00829, Syap.g_00830
OG0000280	Prba.g_01448	Syap.g_00365
OG0000281	Prba.g_01443	Syap.g_01977
OG0000282	Prba.g_01393	Syap.g_01252
OG0000283	Prba.g_01360	Syap.g_01728
OG0000284	Prba.g_01355	Syap.g_01736
OG0000285	Prba.g_01350	Syap.g_01746, Syap.g_01744
OG0000286	Prba.g_01338	Syap.g_02014, Syap.g_02013
OG0000288	Prba.g_01291	Syap.g_02764, Syap.g_02763
OG0000289	Prba.g_01280	Syap.g_02784
OG0000290	Prba.g_01267	Syap.g_01552
OG0000292	Prba.g_01216	Syap.g_02314
OG0000293	Prba.g_00073	Syap.g_00240
OG0000294	Prba.g_00072	Syap.g_00239
OG0000295	Prba.g_00051	Syap.g_00206
OG0000296	Prba.g_00049	Syap.g_00204
OG0000299	Prba.g_00023	Syap.g_02620
OG0000302	Prba.g_00017	Syap.g_02444, Syap.g_02445
OG0000303	Prba.g_00010	Syap.g_02435
OG0000304	Prba.g_00006	Syap.g_02430
OG0000305	Prba.g_00204	Syap.g_01557
OG0000306	Prba.g_00201	Syap.g_01966
OG0000307	Prba.g_00187	Syap.g_02517
OG0000308	Prba.g_00186	Syap.g_02514, Syap.g_02515
OG0000309	Prba.g_00182	Syap.g_02198, Syap.g_02446
OG0000310	Prba.g_00112	Syap.g_02660, Syap.g_02661
OG0000311	Prba.g_00110	Syap.g_02657
OG0000312	Prba.g_00107	Syap.g_02114
OG0000313	Prba.g_00709	Syap.g_02473
OG0000315	Prba.g_00351, Prba.g_00676	Syap.g_00017
OG0000316	Prba.g_00331	Syap.g_00030
OG0000317	Prba.g_00228	Syap.g_00618
OG0000318	Prba.g_00619	Syap.g_00622, Syap.g_02786
OG0000319	Prba.g_00606	Syap.g_01764, Syap.g_01771
OG0000320	Prba.g_00604	Syap.g_01761, Syap.g_01769
OG0000321	Prba.g_00603	Syap.g_01760, Syap.g_01768
OG0000322	Prba.g_00602	Syap.g_01759, Syap.g_01767
OG0000323	Prba.g_00593	Syap.g_01389
OG0000324	Prba.g_00567	Syap.g_01503
OG0000325	Prba.g_00358	Syap.g_02680
OG0000326	Prba.g_00364	Syap.g_00544
OG0000327	Prba.g_00388	Syap.g_01233, Syap.g_01913
OG0000328	Prba.g_00389	Syap.g_01234, Syap.g_01912
OG0000329	Prba.g_00406	Syap.g_00498
OG0000330	Prba.g_00407	Syap.g_00497
OG0000331	Prba.g_00408	Syap.g_00496
OG0000332	Prba.g_00422	Syap.g_00481
OG0000333	Prba.g_00424	Syap.g_00478
OG0000334	Prba.g_00432	Syap.g_00468
OG0000335	Prba.g_00437	Syap.g_00101, Syap.g_00463
OG0000336	Prba.g_01050	Syap.g_00417, Syap.g_00607
OG0000337	Prba.g_01067	Syap.g_01054
OG0000338	Prba.g_01068	Syap.g_01059
OG0000339	Prba.g_01072	Syap.g_01068
OG0000340	Prba.g_00752	Syap.g_01077
OG0000341	Prba.g_00754	Syap.g_01079
OG0000342	Prba.g_00755	Syap.g_01080, Syap.g_02477
OG0000343	Prba.g_00756	Syap.g_01086, Syap.g_02078
OG0000344	Prba.g_00759	Syap.g_01091
OG0000345	Prba.g_00764	Syap.g_01107, Syap.g_01470
OG0000346	Prba.g_00769	Syap.g_01113
OG0000347	Prba.g_00785	Syap.g_01131, Syap.g_02459
OG0000348	Prba.g_00795	Syap.g_00632
OG0000349	Prba.g_00812	Syap.g_00110, Syap.g_01813
OG0000351	Prba.g_00848, Prba.g_01776	Syap.g_02594
OG0000352	Prba.g_01777	Syap.g_02596, Syap.g_02597
OG0000353	Prba.g_01792	Syap.g_00054
OG0000355	Prba.g_01794	Syap.g_00056
OG0000356	Prba.g_01795	Syap.g_00057
OG0000357	Prba.g_01796	Syap.g_00058
OG0000358	Prba.g_01800	Syap.g_00063
OG0000359	Prba.g_01801	Syap.g_00065
OG0000360	Prba.g_01802	Syap.g_00067
OG0000361	Prba.g_01803	Syap.g_00068
OG0000362	Prba.g_01805	Syap.g_00070
OG0000363	Prba.g_01807	Syap.g_00072
OG0000364	Prba.g_01808	Syap.g_00620
OG0000365	Prba.g_01813	Syap.g_00081
OG0000366	Prba.g_01814	Syap.g_00082
OG0000367	Prba.g_01815	Syap.g_00083
OG0000368	Prba.g_01817	Syap.g_00085
OG0000369	Prba.g_01818	Syap.g_00086
OG0000370	Prba.g_01819	Syap.g_00087
OG0000372	Prba.g_01828	Syap.g_01805
OG0000373	Prba.g_01829	Syap.g_01806
OG0000374	Prba.g_01830	Syap.g_01807
OG0000375	Prba.g_01834	Syap.g_01808
OG0000376	Prba.g_01836	Syap.g_01811
OG0000377	Prba.g_01839	Syap.g_00128
OG0000378	Prba.g_01841	Syap.g_01326
OG0000380	Prba.g_01854	Syap.g_01687
OG0000381	Prba.g_01858	Syap.g_01690
OG0000382	Prba.g_01869	Syap.g_02548
OG0000383	Prba.g_01871	Syap.g_02359
OG0000384	Prba.g_01872	Syap.g_02360
OG0000385	Prba.g_01873	Syap.g_02361
OG0000386	Prba.g_01874	Syap.g_02362
OG0000387	Prba.g_01887	Syap.g_01864
OG0000391	Prba.g_01904	Syap.g_02234
OG0000392	Prba.g_01908	Syap.g_02225
OG0000393	Prba.g_01910	Syap.g_02222
OG0000394	Prba.g_01911	Syap.g_02221
OG0000395	Prba.g_01912	Syap.g_02220
OG0000396	Prba.g_01915	Syap.g_02217
OG0000397	Prba.g_01917	Syap.g_02215
OG0000398	Prba.g_01919	Syap.g_02211
OG0000399	Prba.g_01920	Syap.g_02210
OG0000400	Prba.g_01921	Syap.g_02209
OG0000401	Prba.g_01922	Syap.g_02208
OG0000402	Prba.g_01924	Syap.g_02206
OG0000403	Prba.g_01925	Syap.g_02205
OG0000404	Prba.g_01926	Syap.g_02204, Syap.g_02618
OG0000405	Prba.g_01930	Syap.g_02191
OG0000406	Prba.g_01935	Syap.g_02186
OG0000407	Prba.g_01936	Syap.g_02185
OG0000408	Prba.g_01938	Syap.g_02181, Syap.g_02182
OG0000409	Prba.g_01940	Syap.g_02179
OG0000410	Prba.g_01941	Syap.g_02178
OG0000411	Prba.g_01942	Syap.g_02177
OG0000412	Prba.g_01943	Syap.g_02176
OG0000413	Prba.g_01944	Syap.g_02174
OG0000414	Prba.g_01945	Syap.g_02173
OG0000415	Prba.g_01946	Syap.g_02172
OG0000416	Prba.g_01947	Syap.g_02171
OG0000417	Prba.g_01948	Syap.g_02169
OG0000418	Prba.g_01953	Syap.g_01204
OG0000419	Prba.g_00623	Syap.g_01201
OG0000420	Prba.g_00624	Syap.g_01199
OG0000421	Prba.g_00629	Syap.g_01195
OG0000422	Prba.g_00630	Syap.g_01194
OG0000423	Prba.g_00631	Syap.g_01193
OG0000424	Prba.g_00632	Syap.g_01192
OG0000425	Prba.g_00633	Syap.g_01191
OG0000426	Prba.g_00634	Syap.g_01190
OG0000427	Prba.g_00635	Syap.g_01189
OG0000428	Prba.g_00637	Syap.g_01186
OG0000429	Prba.g_00638	Syap.g_01184
OG0000430	Prba.g_00639	Syap.g_01182
OG0000431	Prba.g_00641	Syap.g_01179
OG0000432	Prba.g_00644	Syap.g_02277
OG0000433	Prba.g_00645	Syap.g_02272
OG0000434	Prba.g_00646	Syap.g_02271
OG0000435	Prba.g_00647	Syap.g_02268
OG0000436	Prba.g_00652	Syap.g_01607
OG0000437	Prba.g_00653	Syap.g_01608
OG0000438	Prba.g_00654	Syap.g_01612
OG0000439	Prba.g_00656	Syap.g_01614
OG0000440	Prba.g_00657	Syap.g_01615
OG0000441	Prba.g_00660	Syap.g_01619
OG0000442	Prba.g_00661	Syap.g_01620
OG0000443	Prba.g_00662	Syap.g_01622
OG0000444	Prba.g_00667	Syap.g_01424
OG0000445	Prba.g_00668	Syap.g_01421
OG0000446	Prba.g_00669	Syap.g_01419
OG0000447	Prba.g_00670	Syap.g_01410
OG0000448	Prba.g_00671	Syap.g_01407
OG0000449	Prba.g_00672	Syap.g_01406
OG0000450	Prba.g_00673	Syap.g_01909
OG0000451	Prba.g_00674	Syap.g_01908
OG0000452	Prba.g_00440	Syap.g_01904
OG0000453	Prba.g_00441	Syap.g_01903
OG0000454	Prba.g_00442	Syap.g_01902
OG0000455	Prba.g_00443	Syap.g_01901
OG0000456	Prba.g_00444	Syap.g_01900
OG0000457	Prba.g_00445	Syap.g_01896
OG0000458	Prba.g_00446	Syap.g_01895
OG0000459	Prba.g_00447	Syap.g_01894
OG0000460	Prba.g_00454	Syap.g_01159
OG0000461	Prba.g_00461	Syap.g_01575
OG0000462	Prba.g_00463	Syap.g_01578
OG0000463	Prba.g_00464	Syap.g_01579
OG0000464	Prba.g_00465	Syap.g_01580
OG0000465	Prba.g_00466	Syap.g_01582
OG0000466	Prba.g_00469	Syap.g_01587
OG0000467	Prba.g_00470	Syap.g_01588
OG0000468	Prba.g_00472	Syap.g_01593
OG0000469	Prba.g_00480	Syap.g_02352
OG0000470	Prba.g_00482	Syap.g_02349
OG0000471	Prba.g_00483	Syap.g_02348
OG0000472	Prba.g_00484	Syap.g_02347
OG0000473	Prba.g_00486	Syap.g_02343
OG0000474	Prba.g_00487	Syap.g_02342
OG0000475	Prba.g_00488	Syap.g_02341
OG0000476	Prba.g_00489	Syap.g_02339
OG0000477	Prba.g_00492	Syap.g_01367
OG0000478	Prba.g_00493	Syap.g_01366
OG0000479	Prba.g_00494	Syap.g_01364
OG0000480	Prba.g_00499	Syap.g_01357
OG0000482	Prba.g_00502	Syap.g_01355
OG0000483	Prba.g_00505	Syap.g_01344
OG0000484	Prba.g_00506	Syap.g_01350
OG0000485	Prba.g_00507	Syap.g_01349
OG0000487	Prba.g_00511	Syap.g_01635
OG0000488	Prba.g_00514	Syap.g_01639
OG0000489	Prba.g_00519	Syap.g_02482
OG0000490	Prba.g_00524	Syap.g_01673
OG0000491	Prba.g_00525	Syap.g_01670
OG0000492	Prba.g_00527	Syap.g_01668
OG0000493	Prba.g_00528	Syap.g_01667
OG0000494	Prba.g_00529	Syap.g_01666
OG0000495	Prba.g_00530	Syap.g_01665
OG0000496	Prba.g_00531	Syap.g_01663
OG0000497	Prba.g_00532	Syap.g_01662
OG0000498	Prba.g_00533	Syap.g_01661
OG0000499	Prba.g_00534	Syap.g_01660
OG0000500	Prba.g_00535	Syap.g_01659
OG0000501	Prba.g_00537	Syap.g_01656
OG0000502	Prba.g_00540	Syap.g_02066
OG0000503	Prba.g_00550	Syap.g_00569
OG0000504	Prba.g_00551	Syap.g_00567
OG0000505	Prba.g_00552	Syap.g_00566
OG0000506	Prba.g_00554	Syap.g_00564
OG0000507	Prba.g_00557	Syap.g_00558
OG0000508	Prba.g_00561	Syap.g_00554
OG0000509	Prba.g_00218	Syap.g_00551
OG0000510	Prba.g_00219	Syap.g_00550
OG0000511	Prba.g_00220	Syap.g_00548
OG0000512	Prba.g_00222	Syap.g_02145
OG0000513	Prba.g_00852	Syap.g_02048
OG0000514	Prba.g_01030	Syap.g_02051
OG0000515	Prba.g_01029	Syap.g_02052
OG0000516	Prba.g_01028	Syap.g_02054
OG0000517	Prba.g_01026	Syap.g_02057
OG0000519	Prba.g_01014	Syap.g_00457
OG0000520	Prba.g_01013	Syap.g_00456
OG0000521	Prba.g_01008	Syap.g_01997
OG0000522	Prba.g_01006	Syap.g_01995
OG0000523	Prba.g_01005	Syap.g_02507
OG0000524	Prba.g_01000	Syap.g_02135
OG0000525	Prba.g_00997	Syap.g_02159
OG0000526	Prba.g_00996	Syap.g_02157
OG0000527	Prba.g_00988	Syap.g_02758
OG0000528	Prba.g_00983	Syap.g_02261
OG0000529	Prba.g_00980	Syap.g_02254
OG0000530	Prba.g_00977	Syap.g_02252
OG0000531	Prba.g_00976	Syap.g_02251
OG0000532	Prba.g_00974	Syap.g_02247
OG0000533	Prba.g_00973	Syap.g_02244
OG0000534	Prba.g_00972	Syap.g_02243
OG0000535	Prba.g_00971	Syap.g_02242
OG0000536	Prba.g_00970	Syap.g_02241
OG0000537	Prba.g_00969	Syap.g_02240
OG0000538	Prba.g_00961	Syap.g_00271
OG0000539	Prba.g_00960	Syap.g_00270
OG0000540	Prba.g_00959	Syap.g_00269
OG0000541	Prba.g_00958	Syap.g_00268
OG0000542	Prba.g_00956	Syap.g_00264
OG0000543	Prba.g_00954	Syap.g_00261
OG0000544	Prba.g_00953	Syap.g_00260
OG0000545	Prba.g_00951	Syap.g_00259
OG0000546	Prba.g_00948	Syap.g_00256
OG0000547	Prba.g_00946	Syap.g_00254
OG0000548	Prba.g_00945	Syap.g_00253
OG0000549	Prba.g_00943	Syap.g_00758
OG0000550	Prba.g_00938	Syap.g_02747
OG0000551	Prba.g_00934	Syap.g_02739
OG0000552	Prba.g_00933	Syap.g_02738
OG0000553	Prba.g_00932	Syap.g_02735
OG0000554	Prba.g_00927	Syap.g_01450
OG0000555	Prba.g_01773	Syap.g_01941
OG0000556	Prba.g_01771	Syap.g_01933
OG0000557	Prba.g_01770	Syap.g_01931
OG0000558	Prba.g_01768	Syap.g_01147
OG0000560	Prba.g_01761	Syap.g_00305
OG0000561	Prba.g_01760	Syap.g_00304
OG0000562	Prba.g_01759	Syap.g_00302
OG0000563	Prba.g_01758	Syap.g_00301
OG0000564	Prba.g_01757	Syap.g_00300
OG0000565	Prba.g_01754	Syap.g_00296
OG0000566	Prba.g_01752	Syap.g_00291
OG0000567	Prba.g_01748	Syap.g_01297
OG0000568	Prba.g_01747	Syap.g_01302
OG0000569	Prba.g_01746	Syap.g_01303
OG0000570	Prba.g_01745	Syap.g_01304
OG0000571	Prba.g_01743	Syap.g_01307
OG0000573	Prba.g_01725	Syap.g_00765
OG0000574	Prba.g_01724	Syap.g_00759
OG0000575	Prba.g_01720	Syap.g_00445
OG0000576	Prba.g_01718	Syap.g_00450
OG0000577	Prba.g_01717	Syap.g_00451
OG0000578	Prba.g_01716	Syap.g_00452
OG0000579	Prba.g_01715	Syap.g_00453
OG0000580	Prba.g_01714	Syap.g_00454
OG0000581	Prba.g_01712	Syap.g_01521
OG0000582	Prba.g_01709	Syap.g_01533
OG0000583	Prba.g_01708	Syap.g_01532
OG0000584	Prba.g_01707	Syap.g_01530
OG0000585	Prba.g_01705	Syap.g_01526
OG0000586	Prba.g_01704	Syap.g_01525
OG0000587	Prba.g_01703	Syap.g_01523
OG0000588	Prba.g_01699	Syap.g_00776
OG0000589	Prba.g_01696	Syap.g_00941
OG0000590	Prba.g_01695	Syap.g_00940
OG0000591	Prba.g_01692	Syap.g_01289
OG0000592	Prba.g_01691	Syap.g_01288
OG0000593	Prba.g_01685	Syap.g_00890
OG0000594	Prba.g_01684	Syap.g_00891
OG0000595	Prba.g_01683	Syap.g_00892
OG0000596	Prba.g_01679	Syap.g_00898
OG0000597	Prba.g_01677	Syap.g_00903
OG0000598	Prba.g_01676	Syap.g_00904
OG0000599	Prba.g_01673	Syap.g_00908
OG0000600	Prba.g_01672	Syap.g_00909
OG0000601	Prba.g_01671	Syap.g_00910
OG0000602	Prba.g_01669	Syap.g_00640
OG0000603	Prba.g_01668	Syap.g_00641
