Orthogroup	Prba	Syag
OG0000068	Prba.g_00196	Syag.g_01537
OG0000070	Prba.g_01011	Syag.g_00049
OG0000071	Prba.g_01192	Syag.g_01192
OG0000072	Prba.g_00627	Syag.g_01980, Syag.g_02859
OG0000073	Prba.g_00962	Syag.g_01505
OG0000075	Prba.g_01071	Syag.g_02434
OG0000076	Prba.g_00768	Syag.g_02393
OG0000077	Prba.g_01866	Syag.g_01831
OG0000078	Prba.g_00458	Syag.g_01778
OG0000079	Prba.g_00471	Syag.g_02659, Syag.g_02652
OG0000082	Prba.g_01731	Syag.g_00318
OG0000084	Prba.g_00717	Syag.g_01425
OG0000085	Prba.g_00233	Syag.g_01676
OG0000086	Prba.g_01876	Syag.g_01853
OG0000087	Prba.g_01927	Syag.g_01939
OG0000088	Prba.g_00622	Syag.g_01974
OG0000089	Prba.g_00850	Syag.g_00005
OG0000090	Prba.g_00928	Syag.g_01454
OG0000091	Prba.g_01675	Syag.g_00418
OG0000092	Prba.g_01390, Prba.g_01057	Syag.g_00242
OG0000094	Prba.g_01283	Syag.g_00881
OG0000097	Prba.g_00022	Syag.g_01065
OG0000098	Prba.g_00214	Syag.g_00578
OG0000099	Prba.g_00155	Syag.g_02536
OG0000100	Prba.g_00314	Syag.g_00704
OG0000101	Prba.g_00429	Syag.g_02773
OG0000102	Prba.g_00773	Syag.g_02387
OG0000103	Prba.g_01781	Syag.g_02253
OG0000104	Prba.g_01789	Syag.g_02268
OG0000105	Prba.g_00491	Syag.g_02606
OG0000106	Prba.g_00864	Syag.g_00462
OG0000108	Prba.g_00981	Syag.g_01528
OG0000109	Prba.g_00967	Syag.g_01512
OG0000110	Prba.g_01741	Syag.g_00303
OG0000111	Prba.g_01618	Syag.g_00984
OG0000112	Prba.g_01534	Syag.g_00801
OG0000113	Prba.g_01477	Syag.g_00699
OG0000114	Prba.g_01395	Syag.g_00609
OG0000115	Prba.g_00743	Syag.g_01397
OG0000116	Prba.g_00074	Syag.g_01156
OG0000117	Prba.g_01135	Syag.g_01097
OG0000118	Prba.g_01204	Syag.g_01232
OG0000120	Prba.g_00175	Syag.g_02535
OG0000121	Prba.g_00711	Syag.g_01414
OG0000122	Prba.g_00348	Syag.g_00446
OG0000123	Prba.g_00436	Syag.g_02781
OG0000124	Prba.g_00784	Syag.g_02367
OG0000125	Prba.g_01089, Prba.g_00821	Syag.g_02136, Syag.g_02134
OG0000126	Prba.g_01788	Syag.g_02266
OG0000128	Prba.g_01804	Syag.g_02284
OG0000129	Prba.g_01838	Syag.g_02121
OG0000130	Prba.g_01857	Syag.g_01819
OG0000131	Prba.g_01933	Syag.g_01951
OG0000132	Prba.g_01952	Syag.g_01972
OG0000133	Prba.g_00538	Syag.g_00806
OG0000134	Prba.g_00851	Syag.g_00008
OG0000135	Prba.g_00877	Syag.g_02171
OG0000136	Prba.g_01020	Syag.g_00038
OG0000137	Prba.g_00986	Syag.g_01356
OG0000138	Prba.g_00966	Syag.g_01511
OG0000139	Prba.g_00924	Syag.g_01448
OG0000140	Prba.g_00923	Syag.g_01446
OG0000141	Prba.g_01710	Syag.g_00351
OG0000142	Prba.g_01682	Syag.g_00410
OG0000143	Prba.g_01678	Syag.g_00414
OG0000144	Prba.g_01665	Syag.g_00493
OG0000145	Prba.g_01541	Syag.g_01504
OG0000146	Prba.g_01533	Syag.g_00800
OG0000147	Prba.g_01532	Syag.g_00799
OG0000148	Prba.g_01483	Syag.g_00693
OG0000149	Prba.g_01452	Syag.g_00731
OG0000150	Prba.g_01444	Syag.g_00352
OG0000151	Prba.g_01385	Syag.g_00623
OG0000152	Prba.g_01337	Syag.g_00810
OG0000153	Prba.g_01318	Syag.g_00845
OG0000154	Prba.g_01290	Syag.g_00870
OG0000155	Prba.g_00043	Syag.g_01107
OG0000156	Prba.g_01181	Syag.g_01166
OG0000157	Prba.g_01182	Syag.g_01167
OG0000158	Prba.g_00154	Syag.g_02422
OG0000160	Prba.g_00712	Syag.g_01415
OG0000161	Prba.g_00706	Syag.g_01409
OG0000162	Prba.g_00700	Syag.g_01402
OG0000163	Prba.g_00341	Syag.g_01618
OG0000164	Prba.g_00596	Syag.g_01725
OG0000165	Prba.g_00589	Syag.g_01733
OG0000166	Prba.g_00393	Syag.g_02733
OG0000167	Prba.g_01069	Syag.g_02437
OG0000168	Prba.g_01079	Syag.g_02417
OG0000169	Prba.g_00761	Syag.g_02405
OG0000170	Prba.g_00763	Syag.g_02398
OG0000171	Prba.g_00783	Syag.g_02368
OG0000172	Prba.g_00792	Syag.g_02360
OG0000173	Prba.g_00807	Syag.g_02337
OG0000174	Prba.g_00835	Syag.g_02175
OG0000175	Prba.g_00845	Syag.g_02240
OG0000176	Prba.g_01797	Syag.g_02276
OG0000177	Prba.g_01798	Syag.g_02277
OG0000178	Prba.g_01799	Syag.g_02278
OG0000179	Prba.g_01809	Syag.g_02293
OG0000180	Prba.g_01810	Syag.g_02294
OG0000181	Prba.g_01811	Syag.g_02295
OG0000182	Prba.g_01812	Syag.g_02296
OG0000183	Prba.g_01816	Syag.g_02300
OG0000184	Prba.g_01840	Syag.g_02110
OG0000185	Prba.g_01843	Syag.g_02092
OG0000186	Prba.g_01852	Syag.g_01815
OG0000187	Prba.g_01853	Syag.g_01816
OG0000188	Prba.g_01870	Syag.g_01839
OG0000189	Prba.g_01884	Syag.g_01872
OG0000190	Prba.g_01885	Syag.g_01874
OG0000191	Prba.g_01905	Syag.g_01909
OG0000192	Prba.g_01909	Syag.g_01915
OG0000193	Prba.g_01934	Syag.g_01952
OG0000194	Prba.g_01937	Syag.g_01955
OG0000195	Prba.g_01939	Syag.g_01957
OG0000196	Prba.g_01949	Syag.g_01968
OG0000197	Prba.g_01950	Syag.g_01969
OG0000198	Prba.g_01951	Syag.g_00108, Syag.g_01971
OG0000199	Prba.g_00626	Syag.g_01979
OG0000200	Prba.g_00640	Syag.g_01996
OG0000201	Prba.g_00648	Syag.g_02019
OG0000202	Prba.g_00649	Syag.g_02024
OG0000203	Prba.g_00650	Syag.g_02025
OG0000204	Prba.g_00651	Syag.g_02020, Syag.g_02026
OG0000205	Prba.g_00658	Syag.g_02035
OG0000206	Prba.g_00663	Syag.g_02047
OG0000207	Prba.g_00665	Syag.g_02051
OG0000208	Prba.g_00666	Syag.g_02052
OG0000209	Prba.g_00675	Syag.g_02069
OG0000210	Prba.g_00439	Syag.g_02070
OG0000212	Prba.g_00459	Syag.g_01777
OG0000213	Prba.g_00476	Syag.g_02632
OG0000214	Prba.g_00485	Syag.g_02615
OG0000215	Prba.g_00509	Syag.g_02584
OG0000216	Prba.g_00510	Syag.g_02580
OG0000217	Prba.g_00513	Syag.g_02576
OG0000218	Prba.g_00515	Syag.g_02574
OG0000219	Prba.g_00516	Syag.g_02573
OG0000220	Prba.g_00517	Syag.g_02572
OG0000221	Prba.g_00518	Syag.g_02566
OG0000222	Prba.g_00526	Syag.g_02550
OG0000223	Prba.g_00539	Syag.g_02475
OG0000224	Prba.g_00541	Syag.g_02471
OG0000225	Prba.g_00562	Syag.g_02861
OG0000226	Prba.g_00221	Syag.g_02865
OG0000227	Prba.g_00223	Syag.g_02867
OG0000228	Prba.g_00849	Syag.g_00004
OG0000229	Prba.g_01025	Syag.g_00033
OG0000230	Prba.g_01023	Syag.g_00035
OG0000231	Prba.g_01012	Syag.g_00048
OG0000232	Prba.g_01003	Syag.g_00059
OG0000233	Prba.g_00998	Syag.g_01330
OG0000234	Prba.g_00985	Syag.g_01358
OG0000235	Prba.g_00982	Syag.g_01529
OG0000236	Prba.g_00968	Syag.g_01513
OG0000237	Prba.g_00955	Syag.g_01495
OG0000238	Prba.g_00949	Syag.g_01490
OG0000239	Prba.g_00936	Syag.g_01472
OG0000240	Prba.g_00935	Syag.g_01471
OG0000241	Prba.g_00931	Syag.g_00396
OG0000242	Prba.g_00929	Syag.g_01456
OG0000243	Prba.g_01772	Syag.g_00255
OG0000244	Prba.g_01769	Syag.g_00268
OG0000245	Prba.g_01767	Syag.g_00270
OG0000246	Prba.g_01763	Syag.g_00274
OG0000247	Prba.g_01753	Syag.g_00286
OG0000248	Prba.g_01751	Syag.g_00289
OG0000249	Prba.g_01749	Syag.g_00291
OG0000250	Prba.g_01744	Syag.g_00299
OG0000251	Prba.g_01726	Syag.g_00328
OG0000252	Prba.g_01723	Syag.g_00331
OG0000253	Prba.g_01722	Syag.g_00333
OG0000254	Prba.g_01706	Syag.g_00356
OG0000255	Prba.g_01700	Syag.g_00369
OG0000256	Prba.g_01690	Syag.g_00385
OG0000257	Prba.g_01687	Syag.g_00395
OG0000258	Prba.g_01674	Syag.g_00423
OG0000259	Prba.g_01657	Syag.g_00560
OG0000260	Prba.g_01654	Syag.g_00570
OG0000261	Prba.g_01652	Syag.g_00581
OG0000262	Prba.g_01648	Syag.g_00586
OG0000263	Prba.g_01636	Syag.g_01079
OG0000264	Prba.g_01626	Syag.g_01011
OG0000265	Prba.g_01594	Syag.g_01021
OG0000266	Prba.g_01584	Syag.g_00907
OG0000267	Prba.g_01573	Syag.g_00762
OG0000268	Prba.g_01572	Syag.g_00763
OG0000269	Prba.g_01504	Syag.g_00662
OG0000270	Prba.g_01501	Syag.g_00665
OG0000271	Prba.g_01493	Syag.g_00673
OG0000274	Prba.g_01468	Syag.g_00714
OG0000275	Prba.g_01465	Syag.g_00717
OG0000276	Prba.g_01460	Syag.g_00723
OG0000277	Prba.g_01459	Syag.g_00724
OG0000278	Prba.g_01456	Syag.g_00727
OG0000279	Prba.g_01449	Syag.g_00735
OG0000280	Prba.g_01448	Syag.g_00741
OG0000281	Prba.g_01443	Syag.g_00572
OG0000282	Prba.g_01393	Syag.g_00611
OG0000283	Prba.g_01360	Syag.g_00775
OG0000284	Prba.g_01355	Syag.g_00780
OG0000285	Prba.g_01350	Syag.g_00791
OG0000286	Prba.g_01338	Syag.g_00809
OG0000287	Prba.g_01321	Syag.g_00838
OG0000288	Prba.g_01291	Syag.g_00869
OG0000289	Prba.g_01280	Syag.g_00884
OG0000290	Prba.g_01267	Syag.g_00970
OG0000291	Prba.g_01265	Syag.g_00972
OG0000292	Prba.g_01216	Syag.g_02265
OG0000293	Prba.g_00073	Syag.g_01155
OG0000294	Prba.g_00072	Syag.g_01154
OG0000295	Prba.g_00051	Syag.g_01115
OG0000296	Prba.g_00049	Syag.g_01113
OG0000297	Prba.g_00041	Syag.g_01099
OG0000298	Prba.g_00040	Syag.g_01098
OG0000299	Prba.g_00023	Syag.g_01067
OG0000301	Prba.g_00019	Syag.g_01061
OG0000302	Prba.g_00017	Syag.g_01060
OG0000303	Prba.g_00010	Syag.g_01048
OG0000304	Prba.g_00006	Syag.g_01041
OG0000305	Prba.g_00204	Syag.g_00977
OG0000306	Prba.g_00201	Syag.g_00460
OG0000307	Prba.g_00187	Syag.g_01546
OG0000308	Prba.g_00186	Syag.g_01548
OG0000309	Prba.g_00182	Syag.g_01553
OG0000310	Prba.g_00112	Syag.g_01291
OG0000311	Prba.g_00110	Syag.g_01300
OG0000312	Prba.g_00107	Syag.g_01434
OG0000313	Prba.g_00709	Syag.g_00966, Syag.g_01412
OG0000314	Prba.g_00686	Syag.g_01380
OG0000315	Prba.g_00351, Prba.g_00676	Syag.g_01369
OG0000316	Prba.g_00331	Syag.g_01641
OG0000317	Prba.g_00228	Syag.g_01684
OG0000318	Prba.g_00619	Syag.g_01688
OG0000319	Prba.g_00606	Syag.g_01710
OG0000320	Prba.g_00604	Syag.g_01712
OG0000321	Prba.g_00603	Syag.g_01713
OG0000322	Prba.g_00602	Syag.g_01714
OG0000323	Prba.g_00593	Syag.g_01728
OG0000324	Prba.g_00567	Syag.g_01757
OG0000325	Prba.g_00358	Syag.g_02690
OG0000326	Prba.g_00364	Syag.g_02698
OG0000327	Prba.g_00388	Syag.g_02728
OG0000328	Prba.g_00389	Syag.g_02729
OG0000329	Prba.g_00406	Syag.g_02747
OG0000330	Prba.g_00407	Syag.g_02748
OG0000331	Prba.g_00408	Syag.g_02749
OG0000332	Prba.g_00422	Syag.g_02764
OG0000333	Prba.g_00424	Syag.g_02767
OG0000334	Prba.g_00432	Syag.g_02777
OG0000335	Prba.g_00437	Syag.g_02782
OG0000336	Prba.g_01050	Syag.g_02786
OG0000337	Prba.g_01067	Syag.g_02445
OG0000338	Prba.g_01068	Syag.g_02440
OG0000340	Prba.g_00752	Syag.g_02416
OG0000341	Prba.g_00754	Syag.g_02414
OG0000342	Prba.g_00755	Syag.g_02413
OG0000343	Prba.g_00756	Syag.g_02411
OG0000344	Prba.g_00759	Syag.g_02407
OG0000345	Prba.g_00764	Syag.g_02397
OG0000346	Prba.g_00769	Syag.g_02392
OG0000347	Prba.g_00785	Syag.g_02366
OG0000348	Prba.g_00795	Syag.g_02357
OG0000349	Prba.g_00812	Syag.g_02330
OG0000350	Prba.g_00831	Syag.g_02705
OG0000351	Prba.g_00848, Prba.g_01776	Syag.g_02244
OG0000352	Prba.g_01777	Syag.g_02245
OG0000353	Prba.g_01792	Syag.g_02271
OG0000355	Prba.g_01794	Syag.g_02273
OG0000356	Prba.g_01795	Syag.g_02274
OG0000357	Prba.g_01796	Syag.g_02275
OG0000358	Prba.g_01800	Syag.g_02279
OG0000359	Prba.g_01801	Syag.g_02281
OG0000360	Prba.g_01802	Syag.g_02282
OG0000361	Prba.g_01803	Syag.g_02283
OG0000362	Prba.g_01805	Syag.g_02285
OG0000363	Prba.g_01807	Syag.g_02287
OG0000364	Prba.g_01808	Syag.g_02288
OG0000365	Prba.g_01813	Syag.g_02297
OG0000366	Prba.g_01814	Syag.g_02298
OG0000367	Prba.g_01815	Syag.g_02299
OG0000368	Prba.g_01817	Syag.g_02301
OG0000369	Prba.g_01818	Syag.g_02302
OG0000370	Prba.g_01819	Syag.g_02303
OG0000371	Prba.g_01825	Syag.g_02312
OG0000372	Prba.g_01828	Syag.g_02317
OG0000373	Prba.g_01829	Syag.g_02318
OG0000374	Prba.g_01830	Syag.g_02319
OG0000375	Prba.g_01834	Syag.g_02326
OG0000376	Prba.g_01836	Syag.g_02328
OG0000377	Prba.g_01839	Syag.g_02119
OG0000378	Prba.g_01841	Syag.g_02099
OG0000379	Prba.g_01844	Syag.g_02091
OG0000380	Prba.g_01854	Syag.g_01817
OG0000381	Prba.g_01858	Syag.g_01820
OG0000382	Prba.g_01869	Syag.g_01838
OG0000383	Prba.g_01871	Syag.g_01843
OG0000384	Prba.g_01872	Syag.g_01844
OG0000385	Prba.g_01873	Syag.g_01845
OG0000386	Prba.g_01874	Syag.g_01846
OG0000387	Prba.g_01887	Syag.g_01876
OG0000388	Prba.g_01890	Syag.g_01880
OG0000389	Prba.g_01894	Syag.g_01884
OG0000390	Prba.g_01901	Syag.g_01903
OG0000391	Prba.g_01904	Syag.g_01908
OG0000392	Prba.g_01908	Syag.g_01914
OG0000393	Prba.g_01910	Syag.g_01917
OG0000394	Prba.g_01911	Syag.g_01918
OG0000395	Prba.g_01912	Syag.g_01919
OG0000396	Prba.g_01915	Syag.g_01922
OG0000397	Prba.g_01917	Syag.g_01924
OG0000398	Prba.g_01919	Syag.g_01929
OG0000399	Prba.g_01920	Syag.g_01930
OG0000400	Prba.g_01921	Syag.g_01931
OG0000401	Prba.g_01922	Syag.g_01932
OG0000402	Prba.g_01924	Syag.g_01934
OG0000403	Prba.g_01925	Syag.g_01935
OG0000404	Prba.g_01926	Syag.g_01937
OG0000405	Prba.g_01930	Syag.g_01949
OG0000406	Prba.g_01935	Syag.g_01953
OG0000407	Prba.g_01936	Syag.g_01954
OG0000408	Prba.g_01938	Syag.g_01956
OG0000409	Prba.g_01940	Syag.g_01958
OG0000410	Prba.g_01941	Syag.g_01959
OG0000411	Prba.g_01942	Syag.g_01960
OG0000412	Prba.g_01943	Syag.g_01961
OG0000413	Prba.g_01944	Syag.g_01963
OG0000414	Prba.g_01945	Syag.g_01964
OG0000415	Prba.g_01946	Syag.g_01965
OG0000416	Prba.g_01947	Syag.g_01966
OG0000417	Prba.g_01948	Syag.g_01967
OG0000418	Prba.g_01953	Syag.g_01973
OG0000419	Prba.g_00623	Syag.g_01975
OG0000420	Prba.g_00624	Syag.g_01977
OG0000421	Prba.g_00629	Syag.g_01982
OG0000422	Prba.g_00630	Syag.g_01983
OG0000423	Prba.g_00631	Syag.g_01984
OG0000424	Prba.g_00632	Syag.g_01985
OG0000425	Prba.g_00633	Syag.g_01986
OG0000426	Prba.g_00634	Syag.g_01987
OG0000427	Prba.g_00635	Syag.g_01988
OG0000428	Prba.g_00637	Syag.g_01991
OG0000429	Prba.g_00638	Syag.g_01993
OG0000430	Prba.g_00639	Syag.g_01995
OG0000431	Prba.g_00641	Syag.g_01998
OG0000432	Prba.g_00644	Syag.g_02007
OG0000433	Prba.g_00645	Syag.g_02009
OG0000434	Prba.g_00646	Syag.g_02010
OG0000435	Prba.g_00647	Syag.g_02017
OG0000436	Prba.g_00652	Syag.g_02028
OG0000437	Prba.g_00653	Syag.g_02029
OG0000438	Prba.g_00654	Syag.g_02031
OG0000439	Prba.g_00656	Syag.g_02033
OG0000440	Prba.g_00657	Syag.g_02034
OG0000441	Prba.g_00660	Syag.g_02041
OG0000442	Prba.g_00661	Syag.g_02044
OG0000443	Prba.g_00662	Syag.g_02046
OG0000444	Prba.g_00667	Syag.g_02053
OG0000445	Prba.g_00668	Syag.g_02054
OG0000446	Prba.g_00669	Syag.g_02056
OG0000447	Prba.g_00670	Syag.g_02059
OG0000448	Prba.g_00671	Syag.g_02060
OG0000449	Prba.g_00672	Syag.g_02061
OG0000450	Prba.g_00673	Syag.g_02066
OG0000451	Prba.g_00674	Syag.g_02067
OG0000452	Prba.g_00440	Syag.g_02071
OG0000453	Prba.g_00441	Syag.g_02072
OG0000454	Prba.g_00442	Syag.g_02073
OG0000455	Prba.g_00443	Syag.g_02074
OG0000456	Prba.g_00444	Syag.g_02075
OG0000457	Prba.g_00445	Syag.g_02077
OG0000458	Prba.g_00446	Syag.g_02080
OG0000459	Prba.g_00447	Syag.g_02081
OG0000460	Prba.g_00454	Syag.g_01786
OG0000461	Prba.g_00461	Syag.g_02675
OG0000462	Prba.g_00463	Syag.g_02672
OG0000463	Prba.g_00464	Syag.g_02671
OG0000464	Prba.g_00465	Syag.g_02670
OG0000465	Prba.g_00466	Syag.g_02668
OG0000466	Prba.g_00469	Syag.g_02662
OG0000467	Prba.g_00470	Syag.g_02660
OG0000468	Prba.g_00472	Syag.g_02636
OG0000469	Prba.g_00480	Syag.g_02621
OG0000470	Prba.g_00482	Syag.g_02619
OG0000471	Prba.g_00483	Syag.g_02618
OG0000472	Prba.g_00484	Syag.g_02616
OG0000473	Prba.g_00486	Syag.g_02614
OG0000474	Prba.g_00487	Syag.g_02613
OG0000475	Prba.g_00488	Syag.g_02612
OG0000476	Prba.g_00489	Syag.g_02610
OG0000477	Prba.g_00492	Syag.g_02604
OG0000478	Prba.g_00493	Syag.g_02603
OG0000479	Prba.g_00494	Syag.g_02602
OG0000480	Prba.g_00499	Syag.g_02595
OG0000481	Prba.g_00501	Syag.g_02593
OG0000482	Prba.g_00502	Syag.g_02592
OG0000483	Prba.g_00505	Syag.g_02588
OG0000484	Prba.g_00506	Syag.g_02587
OG0000485	Prba.g_00507	Syag.g_02586
OG0000486	Prba.g_00508	Syag.g_02585
OG0000487	Prba.g_00511	Syag.g_02579
OG0000488	Prba.g_00514	Syag.g_02575
OG0000489	Prba.g_00519	Syag.g_02565
OG0000490	Prba.g_00524	Syag.g_02553
OG0000491	Prba.g_00525	Syag.g_02551
OG0000492	Prba.g_00527	Syag.g_02549
OG0000493	Prba.g_00528	Syag.g_02548
OG0000494	Prba.g_00529	Syag.g_02547
OG0000495	Prba.g_00530	Syag.g_02546
OG0000496	Prba.g_00531	Syag.g_02545
OG0000497	Prba.g_00532	Syag.g_02544
OG0000498	Prba.g_00533	Syag.g_02543
OG0000499	Prba.g_00534	Syag.g_02542
OG0000500	Prba.g_00535	Syag.g_02541
OG0000501	Prba.g_00537	Syag.g_02538
OG0000502	Prba.g_00540	Syag.g_02467
OG0000503	Prba.g_00550	Syag.g_02843
OG0000504	Prba.g_00551	Syag.g_02845
OG0000505	Prba.g_00552	Syag.g_02846
OG0000506	Prba.g_00554	Syag.g_02849
OG0000507	Prba.g_00557	Syag.g_02855
OG0000508	Prba.g_00561	Syag.g_02860
OG0000509	Prba.g_00218	Syag.g_02862
OG0000510	Prba.g_00219	Syag.g_02863
OG0000511	Prba.g_00220	Syag.g_02864
OG0000512	Prba.g_00222	Syag.g_02866
OG0000513	Prba.g_00852	Syag.g_00009
OG0000514	Prba.g_01030	Syag.g_00018
OG0000515	Prba.g_01029	Syag.g_00019
OG0000516	Prba.g_01028	Syag.g_00025
OG0000517	Prba.g_01026	Syag.g_00032
OG0000518	Prba.g_01015	Syag.g_00044
OG0000519	Prba.g_01014	Syag.g_00045
OG0000520	Prba.g_01013	Syag.g_00046
OG0000521	Prba.g_01008	Syag.g_00054
OG0000522	Prba.g_01006	Syag.g_00056
OG0000523	Prba.g_01005	Syag.g_00057
OG0000524	Prba.g_01000	Syag.g_01327
OG0000525	Prba.g_00997	Syag.g_01345
OG0000526	Prba.g_00996	Syag.g_01348
OG0000527	Prba.g_00988	Syag.g_01354
OG0000528	Prba.g_00983	Syag.g_01532
OG0000529	Prba.g_00980	Syag.g_01527
OG0000530	Prba.g_00977	Syag.g_01524
OG0000531	Prba.g_00976	Syag.g_01523
OG0000532	Prba.g_00974	Syag.g_01520
OG0000533	Prba.g_00973	Syag.g_01518
OG0000534	Prba.g_00972	Syag.g_01517
OG0000535	Prba.g_00971	Syag.g_01516
OG0000536	Prba.g_00970	Syag.g_01515
OG0000537	Prba.g_00969	Syag.g_01514
OG0000538	Prba.g_00961	Syag.g_01502
OG0000539	Prba.g_00960	Syag.g_01501
OG0000540	Prba.g_00959	Syag.g_01500
OG0000541	Prba.g_00958	Syag.g_01499
OG0000542	Prba.g_00956	Syag.g_01496
OG0000543	Prba.g_00954	Syag.g_01494
OG0000544	Prba.g_00953	Syag.g_01493
OG0000545	Prba.g_00951	Syag.g_01491
OG0000546	Prba.g_00948	Syag.g_01489
OG0000547	Prba.g_00946	Syag.g_01487
OG0000548	Prba.g_00945	Syag.g_01486
OG0000549	Prba.g_00943	Syag.g_01480
OG0000550	Prba.g_00938	Syag.g_01474
OG0000551	Prba.g_00934	Syag.g_01470
OG0000552	Prba.g_00933	Syag.g_01469
OG0000553	Prba.g_00932	Syag.g_01464
OG0000554	Prba.g_00927	Syag.g_01453
OG0000555	Prba.g_01773	Syag.g_00075
OG0000556	Prba.g_01771	Syag.g_00257
OG0000557	Prba.g_01770	Syag.g_00267
OG0000558	Prba.g_01768	Syag.g_00269
OG0000559	Prba.g_01764	Syag.g_00273
OG0000560	Prba.g_01761	Syag.g_00276
OG0000561	Prba.g_01760	Syag.g_00277
OG0000562	Prba.g_01759	Syag.g_00278
OG0000563	Prba.g_01758	Syag.g_00279
OG0000564	Prba.g_01757	Syag.g_00280
OG0000565	Prba.g_01754	Syag.g_00284
OG0000566	Prba.g_01752	Syag.g_00288
OG0000567	Prba.g_01748	Syag.g_00292
OG0000568	Prba.g_01747	Syag.g_00295
OG0000569	Prba.g_01746	Syag.g_00296
OG0000570	Prba.g_01745	Syag.g_00297
OG0000571	Prba.g_01743	Syag.g_00301
OG0000572	Prba.g_01730	Syag.g_00251, Syag.g_00320
OG0000573	Prba.g_01725	Syag.g_00329
OG0000574	Prba.g_01724	Syag.g_00330
OG0000575	Prba.g_01720	Syag.g_00335
OG0000576	Prba.g_01718	Syag.g_00337
OG0000577	Prba.g_01717	Syag.g_00338
OG0000578	Prba.g_01716	Syag.g_00339
OG0000579	Prba.g_01715	Syag.g_00340
OG0000580	Prba.g_01714	Syag.g_00341
OG0000581	Prba.g_01712	Syag.g_00348
OG0000582	Prba.g_01709	Syag.g_00353
OG0000583	Prba.g_01708	Syag.g_00354
OG0000584	Prba.g_01707	Syag.g_00355
OG0000585	Prba.g_01705	Syag.g_00357
OG0000586	Prba.g_01704	Syag.g_00358
OG0000587	Prba.g_01703	Syag.g_00360
OG0000588	Prba.g_01699	Syag.g_00371
OG0000589	Prba.g_01696	Syag.g_00375
OG0000590	Prba.g_01695	Syag.g_00376
OG0000591	Prba.g_01692	Syag.g_00383
OG0000592	Prba.g_01691	Syag.g_00384
OG0000593	Prba.g_01685	Syag.g_00406
