Orthogroup	Prba	Prau
OG0000029	Prba.g_01551	Prau.g_00804
OG0000030	Prba.g_00778	Prau.g_01935
OG0000031	Prba.g_00173	Prau.g_01431, Prau.g_01469
OG0000033	Prba.g_00625	Prau.g_00170
OG0000034	Prba.g_01202	Prau.g_01381
OG0000035	Prba.g_00713	Prau.g_01531, Prau.g_01528
OG0000037	Prba.g_01897	Prau.g_00110
OG0000038	Prba.g_00819	Prau.g_01976
OG0000039	Prba.g_01631	Prau.g_00726
OG0000040	Prba.g_00251	Prau.g_01662
OG0000040	Prba.g_00084	Prau.g_01187
OG0000042	Prba.g_00775	Prau.g_01932
OG0000043	Prba.g_01427	Prau.g_00926
OG0000043	Prba.g_01138	Prau.g_01321
OG0000045	Prba.g_00865	Prau.g_00374
OG0000047	Prba.g_00913	Prau.g_00414
OG0000047	Prba.g_00546	Prau.g_00332
OG0000048	Prba.g_00868	Prau.g_00377
OG0000049	Prba.g_00878	Prau.g_00387
OG0000049	Prba.g_00901	Prau.g_01319
OG0000049	Prba.g_01115	Prau.g_01303
OG0000050	Prba.g_01229	Prau.g_01123
OG0000051	Prba.g_01168	Prau.g_01347
OG0000052	Prba.g_00160	Prau.g_01489
OG0000053	Prba.g_00693	Prau.g_01551
OG0000054	Prba.g_01711	Prau.g_00644
OG0000055	Prba.g_01518	Prau.g_00835
OG0000057	Prba.g_01619	Prau.g_00738
OG0000058	Prba.g_00153	Prau.g_01432, Prau.g_01460
OG0000059	Prba.g_00381	Prau.g_01818
OG0000061	Prba.g_00064	Prau.g_01206
OG0000062	Prba.g_00310	Prau.g_01609
OG0000063	Prba.g_01826	Prau.g_00032
OG0000065	Prba.g_01895	Prau.g_00108
OG0000066	Prba.g_00922	Prau.g_00579
OG0000067	Prba.g_01499	Prau.g_00854
OG0000068	Prba.g_00196	Prau.g_01409
OG0000069	Prba.g_00275	Prau.g_01642
OG0000070	Prba.g_01011	Prau.g_00491
OG0000071	Prba.g_01192	Prau.g_01371
OG0000072	Prba.g_00627	Prau.g_00172
OG0000073	Prba.g_00962	Prau.g_00540
OG0000074	Prba.g_01635	Prau.g_00722
OG0000075	Prba.g_01071	Prau.g_01901
OG0000076	Prba.g_00768	Prau.g_01925
OG0000077	Prba.g_01866	Prau.g_00079
OG0000078	Prba.g_00458	Prau.g_00240
OG0000079	Prba.g_00471	Prau.g_00254
OG0000081	Prba.g_00930	Prau.g_00571
OG0000082	Prba.g_01731	Prau.g_00624
OG0000083	Prba.g_01563	Prau.g_00792
OG0000083	Prba.g_01570	Prau.g_00785
OG0000084	Prba.g_00717	Prau.g_01524
OG0000085	Prba.g_00233	Prau.g_01725
OG0000086	Prba.g_01876	Prau.g_00089
OG0000087	Prba.g_01927	Prau.g_00140
OG0000088	Prba.g_00622	Prau.g_00167
OG0000089	Prba.g_00850	Prau.g_00358
OG0000090	Prba.g_00928	Prau.g_00573
OG0000091	Prba.g_01675	Prau.g_00682
OG0000092	Prba.g_01390	Prau.g_00961
OG0000092	Prba.g_01057	Prau.g_00052
OG0000093	Prba.g_01369	Prau.g_00983
OG0000094	Prba.g_01283	Prau.g_01070
OG0000095	Prba.g_01264	Prau.g_01089
OG0000096	Prba.g_00734	Prau.g_01156
OG0000096	Prba.g_01157	Prau.g_01331
OG0000097	Prba.g_00022	Prau.g_01247
OG0000098	Prba.g_00214	Prau.g_01391
OG0000099	Prba.g_00155	Prau.g_01434, Prau.g_01435
OG0000100	Prba.g_00314	Prau.g_01605
OG0000101	Prba.g_00429	Prau.g_01869
OG0000102	Prba.g_00773	Prau.g_01930
OG0000103	Prba.g_01781	Prau.g_02009
OG0000104	Prba.g_01789	Prau.g_02018
OG0000105	Prba.g_00491	Prau.g_00276
OG0000106	Prba.g_00864	Prau.g_00373
OG0000107	Prba.g_00880	Prau.g_00389
OG0000108	Prba.g_00981	Prau.g_00521
OG0000109	Prba.g_00967	Prau.g_00535
OG0000110	Prba.g_01741	Prau.g_00614
OG0000111	Prba.g_01618	Prau.g_00739
OG0000112	Prba.g_01534	Prau.g_00818
OG0000113	Prba.g_01477	Prau.g_00876
OG0000114	Prba.g_01395	Prau.g_00956
OG0000115	Prba.g_00743	Prau.g_01148
OG0000116	Prba.g_00074	Prau.g_01197
OG0000117	Prba.g_01135	Prau.g_01318
OG0000118	Prba.g_01204	Prau.g_01383
OG0000119	Prba.g_00200	Prau.g_01405
OG0000120	Prba.g_00175	Prau.g_01430
OG0000121	Prba.g_00711	Prau.g_01533
OG0000122	Prba.g_00348	Prau.g_01571
OG0000123	Prba.g_00436	Prau.g_01876
OG0000124	Prba.g_00784	Prau.g_01941
OG0000125	Prba.g_00821	Prau.g_01978
OG0000126	Prba.g_01788	Prau.g_02017
OG0000127	Prba.g_01118	Prau.g_01292
OG0000128	Prba.g_01804	Prau.g_00011
OG0000129	Prba.g_01838	Prau.g_00051
OG0000130	Prba.g_01857	Prau.g_00071
OG0000131	Prba.g_01933	Prau.g_00146
OG0000132	Prba.g_01952	Prau.g_00165
OG0000133	Prba.g_00538	Prau.g_00324
OG0000134	Prba.g_00851	Prau.g_00359
OG0000135	Prba.g_00877	Prau.g_00386
OG0000136	Prba.g_01020	Prau.g_00482
OG0000137	Prba.g_00986	Prau.g_00516
OG0000138	Prba.g_00966	Prau.g_00536
OG0000139	Prba.g_00924	Prau.g_00577
OG0000140	Prba.g_00923	Prau.g_00578
OG0000141	Prba.g_01710	Prau.g_00645
OG0000142	Prba.g_01682	Prau.g_00675
OG0000143	Prba.g_01678	Prau.g_00679
OG0000144	Prba.g_01665	Prau.g_00692
OG0000145	Prba.g_01541	Prau.g_00816
OG0000146	Prba.g_01533	Prau.g_00819
OG0000147	Prba.g_01532	Prau.g_00820
OG0000148	Prba.g_01483	Prau.g_00870
OG0000149	Prba.g_01452	Prau.g_00900
OG0000150	Prba.g_01444	Prau.g_00909
OG0000151	Prba.g_01385	Prau.g_00966
OG0000152	Prba.g_01337	Prau.g_01015
OG0000153	Prba.g_01318	Prau.g_01034
OG0000154	Prba.g_01290	Prau.g_01063
OG0000155	Prba.g_00043	Prau.g_01226
OG0000156	Prba.g_01181	Prau.g_01359
OG0000157	Prba.g_01182	Prau.g_01360
OG0000158	Prba.g_00154	Prau.g_01436
OG0000159	Prba.g_00152	Prau.g_01433, Prau.g_01457
OG0000160	Prba.g_00712	Prau.g_01532
OG0000161	Prba.g_00706	Prau.g_01538
OG0000162	Prba.g_00700	Prau.g_01544
OG0000163	Prba.g_00341	Prau.g_01578
OG0000164	Prba.g_00596	Prau.g_01756
OG0000165	Prba.g_00589	Prau.g_01763
OG0000166	Prba.g_00393	Prau.g_01833
OG0000167	Prba.g_01069	Prau.g_01899
OG0000168	Prba.g_01079	Prau.g_01909
OG0000169	Prba.g_00761	Prau.g_01919
OG0000170	Prba.g_00763	Prau.g_01921
OG0000171	Prba.g_00783	Prau.g_01940
OG0000172	Prba.g_00792	Prau.g_01949
OG0000173	Prba.g_00807	Prau.g_01964
OG0000174	Prba.g_00835	Prau.g_01991
OG0000175	Prba.g_00845	Prau.g_02001
OG0000176	Prba.g_01797	Prau.g_00004
OG0000177	Prba.g_01798	Prau.g_00005
OG0000178	Prba.g_01799	Prau.g_00006
OG0000179	Prba.g_01809	Prau.g_00016
OG0000180	Prba.g_01810	Prau.g_00017
OG0000181	Prba.g_01811	Prau.g_00018
OG0000182	Prba.g_01812	Prau.g_00019
OG0000183	Prba.g_01816	Prau.g_00023
OG0000184	Prba.g_01840	Prau.g_00054
OG0000185	Prba.g_01843	Prau.g_00057
OG0000186	Prba.g_01852	Prau.g_00066
OG0000187	Prba.g_01853	Prau.g_00067
OG0000188	Prba.g_01870	Prau.g_00083
OG0000189	Prba.g_01884	Prau.g_00097
OG0000190	Prba.g_01885	Prau.g_00098
OG0000191	Prba.g_01905	Prau.g_00118
OG0000192	Prba.g_01909	Prau.g_00122
OG0000193	Prba.g_01934	Prau.g_00147
OG0000194	Prba.g_01937	Prau.g_00150
OG0000195	Prba.g_01939	Prau.g_00152
OG0000196	Prba.g_01949	Prau.g_00162
OG0000197	Prba.g_01950	Prau.g_00163
OG0000198	Prba.g_01951	Prau.g_00164
OG0000199	Prba.g_00626	Prau.g_00171
OG0000200	Prba.g_00640	Prau.g_00185
OG0000201	Prba.g_00648	Prau.g_00193
OG0000202	Prba.g_00649	Prau.g_00194
OG0000203	Prba.g_00650	Prau.g_00195
OG0000204	Prba.g_00651	Prau.g_00196
OG0000205	Prba.g_00658	Prau.g_00203
OG0000206	Prba.g_00663	Prau.g_00208
OG0000207	Prba.g_00665	Prau.g_00210
OG0000208	Prba.g_00666	Prau.g_00211
OG0000209	Prba.g_00675	Prau.g_00220
OG0000210	Prba.g_00439	Prau.g_00221
OG0000211	Prba.g_00452	Prau.g_00234
OG0000212	Prba.g_00459	Prau.g_00241
OG0000213	Prba.g_00476	Prau.g_00259
OG0000214	Prba.g_00485	Prau.g_00269
OG0000215	Prba.g_00509	Prau.g_00294
OG0000216	Prba.g_00510	Prau.g_00296
OG0000217	Prba.g_00513	Prau.g_00299
OG0000218	Prba.g_00515	Prau.g_00301
OG0000219	Prba.g_00516	Prau.g_00302
OG0000220	Prba.g_00517	Prau.g_00303
OG0000221	Prba.g_00518	Prau.g_00304
OG0000222	Prba.g_00526	Prau.g_00312
OG0000223	Prba.g_00539	Prau.g_00325
OG0000224	Prba.g_00541	Prau.g_00327
OG0000225	Prba.g_00562	Prau.g_00348
OG0000226	Prba.g_00221	Prau.g_00352
OG0000227	Prba.g_00223	Prau.g_00354
OG0000228	Prba.g_00849	Prau.g_00357
OG0000229	Prba.g_01025	Prau.g_00477
OG0000230	Prba.g_01023	Prau.g_00479
OG0000231	Prba.g_01012	Prau.g_00490
OG0000232	Prba.g_01003	Prau.g_00499
OG0000233	Prba.g_00998	Prau.g_00505
OG0000234	Prba.g_00985	Prau.g_00517
OG0000235	Prba.g_00982	Prau.g_00520
OG0000236	Prba.g_00968	Prau.g_00534
OG0000237	Prba.g_00955	Prau.g_00547
OG0000238	Prba.g_00949	Prau.g_00553
OG0000239	Prba.g_00936	Prau.g_00565
OG0000240	Prba.g_00935	Prau.g_00566
OG0000241	Prba.g_00931	Prau.g_00570
OG0000242	Prba.g_00929	Prau.g_00572
OG0000243	Prba.g_01772	Prau.g_00583
OG0000244	Prba.g_01769	Prau.g_00586
OG0000245	Prba.g_01767	Prau.g_00588
OG0000246	Prba.g_01763	Prau.g_00592
OG0000247	Prba.g_01753	Prau.g_00602
OG0000248	Prba.g_01751	Prau.g_00604
OG0000249	Prba.g_01749	Prau.g_00606
OG0000250	Prba.g_01744	Prau.g_00611
OG0000251	Prba.g_01726	Prau.g_00629
OG0000252	Prba.g_01723	Prau.g_00632
OG0000253	Prba.g_01722	Prau.g_00633
OG0000254	Prba.g_01706	Prau.g_00649
OG0000255	Prba.g_01700	Prau.g_00655
OG0000256	Prba.g_01690	Prau.g_00667
OG0000257	Prba.g_01687	Prau.g_00670
OG0000258	Prba.g_01674	Prau.g_00683
OG0000259	Prba.g_01657	Prau.g_00700
OG0000260	Prba.g_01654	Prau.g_00703
OG0000261	Prba.g_01652	Prau.g_00705
OG0000262	Prba.g_01648	Prau.g_00709
OG0000263	Prba.g_01636	Prau.g_00721
OG0000264	Prba.g_01626	Prau.g_00731
OG0000265	Prba.g_01594	Prau.g_00755
OG0000266	Prba.g_01584	Prau.g_00765
OG0000267	Prba.g_01573	Prau.g_00776
OG0000268	Prba.g_01572	Prau.g_00777
OG0000269	Prba.g_01504	Prau.g_00849
OG0000270	Prba.g_01501	Prau.g_00852
OG0000271	Prba.g_01493	Prau.g_00860
OG0000272	Prba.g_01492	Prau.g_00861
OG0000273	Prba.g_01469	Prau.g_00884
OG0000274	Prba.g_01468	Prau.g_00885
OG0000275	Prba.g_01465	Prau.g_00887
OG0000276	Prba.g_01460	Prau.g_00892
OG0000277	Prba.g_01459	Prau.g_00893
OG0000278	Prba.g_01456	Prau.g_00896
OG0000279	Prba.g_01449	Prau.g_00904
OG0000280	Prba.g_01448	Prau.g_00905
OG0000281	Prba.g_01443	Prau.g_00910
OG0000282	Prba.g_01393	Prau.g_00958
OG0000283	Prba.g_01360	Prau.g_00992
OG0000284	Prba.g_01355	Prau.g_00997
OG0000285	Prba.g_01350	Prau.g_01002
OG0000286	Prba.g_01338	Prau.g_01014
OG0000287	Prba.g_01321	Prau.g_01031
OG0000288	Prba.g_01291	Prau.g_01062
OG0000289	Prba.g_01280	Prau.g_01073
OG0000290	Prba.g_01267	Prau.g_01086
OG0000291	Prba.g_01265	Prau.g_01088
OG0000292	Prba.g_01216	Prau.g_01136
OG0000293	Prba.g_00073	Prau.g_01198
OG0000294	Prba.g_00072	Prau.g_01199
OG0000295	Prba.g_00051	Prau.g_01218
OG0000296	Prba.g_00049	Prau.g_01220
OG0000297	Prba.g_00041	Prau.g_01228
OG0000298	Prba.g_00040	Prau.g_01229
OG0000299	Prba.g_00023	Prau.g_01246
OG0000300	Prba.g_00020	Prau.g_01249
OG0000301	Prba.g_00019	Prau.g_01250
OG0000302	Prba.g_00017	Prau.g_01252
OG0000303	Prba.g_00010	Prau.g_01259
OG0000304	Prba.g_00006	Prau.g_01263
OG0000305	Prba.g_00204	Prau.g_01401
OG0000306	Prba.g_00201	Prau.g_01404
OG0000307	Prba.g_00187	Prau.g_01418
OG0000308	Prba.g_00186	Prau.g_01419
OG0000309	Prba.g_00182	Prau.g_01423
OG0000310	Prba.g_00112	Prau.g_01513
OG0000311	Prba.g_00110	Prau.g_01515
OG0000312	Prba.g_00107	Prau.g_01518
OG0000313	Prba.g_00709	Prau.g_01535
OG0000314	Prba.g_00686	Prau.g_01558
OG0000315	Prba.g_00351, Prba.g_00676	Prau.g_01568
OG0000316	Prba.g_00331	Prau.g_01588
OG0000317	Prba.g_00228	Prau.g_01730
OG0000318	Prba.g_00619	Prau.g_01733
OG0000319	Prba.g_00606	Prau.g_01746
OG0000320	Prba.g_00604	Prau.g_01748
OG0000321	Prba.g_00603	Prau.g_01749
OG0000322	Prba.g_00602	Prau.g_01750
OG0000323	Prba.g_00593	Prau.g_01759
OG0000324	Prba.g_00567	Prau.g_01785
OG0000325	Prba.g_00358	Prau.g_01795
OG0000326	Prba.g_00364	Prau.g_01801
OG0000327	Prba.g_00388	Prau.g_01828
OG0000328	Prba.g_00389	Prau.g_01829
OG0000329	Prba.g_00406	Prau.g_01846
OG0000330	Prba.g_00407	Prau.g_01847
OG0000331	Prba.g_00408	Prau.g_01848
OG0000332	Prba.g_00422	Prau.g_01862
OG0000333	Prba.g_00424	Prau.g_01864
OG0000334	Prba.g_00432	Prau.g_01872
OG0000335	Prba.g_00437	Prau.g_01877
OG0000336	Prba.g_01050	Prau.g_01881
OG0000337	Prba.g_01067	Prau.g_01897
OG0000338	Prba.g_01068	Prau.g_01898
OG0000339	Prba.g_01072	Prau.g_01902
OG0000340	Prba.g_00752	Prau.g_01910
OG0000341	Prba.g_00754	Prau.g_01912
OG0000342	Prba.g_00755	Prau.g_01913
OG0000343	Prba.g_00756	Prau.g_01914
OG0000344	Prba.g_00759	Prau.g_01917
OG0000345	Prba.g_00764	Prau.g_01922
OG0000346	Prba.g_00769	Prau.g_01926
OG0000347	Prba.g_00785	Prau.g_01942
OG0000348	Prba.g_00795	Prau.g_01952
OG0000349	Prba.g_00812	Prau.g_01969
OG0000350	Prba.g_00831	Prau.g_01987
OG0000351	Prba.g_00848, Prba.g_01776	Prau.g_02004
OG0000352	Prba.g_01777	Prau.g_02005
OG0000353	Prba.g_01792	Prau.g_02021
OG0000355	Prba.g_01794	Prau.g_00001
OG0000356	Prba.g_01795	Prau.g_00002
OG0000357	Prba.g_01796	Prau.g_00003
OG0000358	Prba.g_01800	Prau.g_00007
OG0000359	Prba.g_01801	Prau.g_00008
OG0000360	Prba.g_01802	Prau.g_00009
OG0000361	Prba.g_01803	Prau.g_00010
OG0000362	Prba.g_01805	Prau.g_00012
OG0000363	Prba.g_01807	Prau.g_00014
OG0000364	Prba.g_01808	Prau.g_00015
OG0000365	Prba.g_01813	Prau.g_00020
OG0000366	Prba.g_01814	Prau.g_00021
OG0000367	Prba.g_01815	Prau.g_00022
OG0000368	Prba.g_01817	Prau.g_00024
OG0000369	Prba.g_01818	Prau.g_00025
OG0000370	Prba.g_01819	Prau.g_00026
OG0000371	Prba.g_01825	Prau.g_00031
OG0000372	Prba.g_01828	Prau.g_00034
OG0000373	Prba.g_01829	Prau.g_00035
OG0000374	Prba.g_01830	Prau.g_00036
OG0000375	Prba.g_01834	Prau.g_00047
OG0000376	Prba.g_01836	Prau.g_00049
OG0000377	Prba.g_01839	Prau.g_00053
OG0000378	Prba.g_01841	Prau.g_00055
OG0000379	Prba.g_01844	Prau.g_00058
OG0000380	Prba.g_01854	Prau.g_00068
OG0000381	Prba.g_01858	Prau.g_00072
OG0000382	Prba.g_01869	Prau.g_00082
OG0000383	Prba.g_01871	Prau.g_00084
OG0000384	Prba.g_01872	Prau.g_00085
OG0000385	Prba.g_01873	Prau.g_00086
OG0000386	Prba.g_01874	Prau.g_00087
OG0000387	Prba.g_01887	Prau.g_00100
OG0000388	Prba.g_01890	Prau.g_00103
OG0000389	Prba.g_01894	Prau.g_00107
OG0000390	Prba.g_01901	Prau.g_00114
OG0000391	Prba.g_01904	Prau.g_00117
OG0000392	Prba.g_01908	Prau.g_00121
OG0000393	Prba.g_01910	Prau.g_00123
OG0000394	Prba.g_01911	Prau.g_00124
OG0000395	Prba.g_01912	Prau.g_00125
OG0000396	Prba.g_01915	Prau.g_00128
OG0000397	Prba.g_01917	Prau.g_00130
OG0000398	Prba.g_01919	Prau.g_00132
OG0000399	Prba.g_01920	Prau.g_00133
OG0000400	Prba.g_01921	Prau.g_00134
OG0000401	Prba.g_01922	Prau.g_00135
OG0000402	Prba.g_01924	Prau.g_00137
OG0000403	Prba.g_01925	Prau.g_00138
OG0000404	Prba.g_01926	Prau.g_00139
OG0000405	Prba.g_01930	Prau.g_00143
OG0000406	Prba.g_01935	Prau.g_00148
OG0000407	Prba.g_01936	Prau.g_00149
OG0000408	Prba.g_01938	Prau.g_00151
OG0000409	Prba.g_01940	Prau.g_00153
OG0000410	Prba.g_01941	Prau.g_00154
OG0000411	Prba.g_01942	Prau.g_00155
OG0000412	Prba.g_01943	Prau.g_00156
OG0000413	Prba.g_01944	Prau.g_00157
OG0000414	Prba.g_01945	Prau.g_00158
OG0000415	Prba.g_01946	Prau.g_00159
OG0000416	Prba.g_01947	Prau.g_00160
OG0000417	Prba.g_01948	Prau.g_00161
OG0000418	Prba.g_01953	Prau.g_00166
OG0000419	Prba.g_00623	Prau.g_00168
OG0000420	Prba.g_00624	Prau.g_00169
OG0000421	Prba.g_00629	Prau.g_00174
OG0000422	Prba.g_00630	Prau.g_00175
OG0000423	Prba.g_00631	Prau.g_00176
OG0000424	Prba.g_00632	Prau.g_00177
OG0000425	Prba.g_00633	Prau.g_00178
OG0000426	Prba.g_00634	Prau.g_00179
OG0000427	Prba.g_00635	Prau.g_00180
OG0000428	Prba.g_00637	Prau.g_00182
OG0000429	Prba.g_00638	Prau.g_00183
OG0000430	Prba.g_00639	Prau.g_00184
OG0000431	Prba.g_00641	Prau.g_00186
OG0000432	Prba.g_00644	Prau.g_00189
OG0000433	Prba.g_00645	Prau.g_00190
OG0000434	Prba.g_00646	Prau.g_00191
OG0000435	Prba.g_00647	Prau.g_00192
OG0000436	Prba.g_00652	Prau.g_00197
OG0000437	Prba.g_00653	Prau.g_00198
OG0000438	Prba.g_00654	Prau.g_00199
OG0000439	Prba.g_00656	Prau.g_00201
OG0000440	Prba.g_00657	Prau.g_00202
OG0000441	Prba.g_00660	Prau.g_00205
OG0000442	Prba.g_00661	Prau.g_00206
OG0000443	Prba.g_00662	Prau.g_00207
OG0000444	Prba.g_00667	Prau.g_00212
OG0000445	Prba.g_00668	Prau.g_00213
OG0000446	Prba.g_00669	Prau.g_00214
OG0000447	Prba.g_00670	Prau.g_00215
OG0000448	Prba.g_00671	Prau.g_00216
OG0000449	Prba.g_00672	Prau.g_00217
OG0000450	Prba.g_00673	Prau.g_00218
OG0000451	Prba.g_00674	Prau.g_00219
OG0000452	Prba.g_00440	Prau.g_00222
OG0000453	Prba.g_00441	Prau.g_00223
OG0000454	Prba.g_00442	Prau.g_00224
OG0000455	Prba.g_00443	Prau.g_00225
OG0000456	Prba.g_00444	Prau.g_00226
OG0000457	Prba.g_00445	Prau.g_00227
OG0000458	Prba.g_00446	Prau.g_00228
OG0000459	Prba.g_00447	Prau.g_00229
OG0000460	Prba.g_00454	Prau.g_00236
OG0000461	Prba.g_00461	Prau.g_00244
OG0000462	Prba.g_00463	Prau.g_00246
OG0000463	Prba.g_00464	Prau.g_00247
OG0000464	Prba.g_00465	Prau.g_00248
OG0000465	Prba.g_00466	Prau.g_00249
OG0000466	Prba.g_00469	Prau.g_00252
OG0000467	Prba.g_00470	Prau.g_00253
OG0000468	Prba.g_00472	Prau.g_00255
OG0000469	Prba.g_00480	Prau.g_00264
OG0000470	Prba.g_00482	Prau.g_00266
OG0000471	Prba.g_00483	Prau.g_00267
OG0000472	Prba.g_00484	Prau.g_00268
OG0000473	Prba.g_00486	Prau.g_00270
OG0000474	Prba.g_00487	Prau.g_00271
OG0000475	Prba.g_00488	Prau.g_00272
OG0000476	Prba.g_00489	Prau.g_00273
OG0000477	Prba.g_00492	Prau.g_00277
OG0000478	Prba.g_00493	Prau.g_00278
OG0000479	Prba.g_00494	Prau.g_00279
OG0000480	Prba.g_00499	Prau.g_00284
OG0000481	Prba.g_00501	Prau.g_00286
OG0000482	Prba.g_00502	Prau.g_00287
OG0000483	Prba.g_00505	Prau.g_00290
OG0000484	Prba.g_00506	Prau.g_00291
OG0000485	Prba.g_00507	Prau.g_00292
OG0000486	Prba.g_00508	Prau.g_00293
OG0000487	Prba.g_00511	Prau.g_00297
OG0000488	Prba.g_00514	Prau.g_00300
OG0000489	Prba.g_00519	Prau.g_00305
OG0000490	Prba.g_00524	Prau.g_00310
OG0000491	Prba.g_00525	Prau.g_00311
OG0000492	Prba.g_00527	Prau.g_00313
OG0000493	Prba.g_00528	Prau.g_00314
OG0000494	Prba.g_00529	Prau.g_00315
OG0000495	Prba.g_00530	Prau.g_00316
OG0000496	Prba.g_00531	Prau.g_00317
OG0000497	Prba.g_00532	Prau.g_00318
OG0000498	Prba.g_00533	Prau.g_00319
OG0000499	Prba.g_00534	Prau.g_00320
OG0000500	Prba.g_00535	Prau.g_00321
OG0000501	Prba.g_00537	Prau.g_00323
OG0000502	Prba.g_00540	Prau.g_00326
OG0000503	Prba.g_00550	Prau.g_00336
OG0000504	Prba.g_00551	Prau.g_00337
OG0000505	Prba.g_00552	Prau.g_00338
OG0000506	Prba.g_00554	Prau.g_00340
OG0000507	Prba.g_00557	Prau.g_00343
OG0000508	Prba.g_00561	Prau.g_00347
OG0000509	Prba.g_00218	Prau.g_00349
OG0000510	Prba.g_00219	Prau.g_00350
OG0000511	Prba.g_00220	Prau.g_00351
OG0000512	Prba.g_00222	Prau.g_00353
OG0000513	Prba.g_00852	Prau.g_00360
OG0000514	Prba.g_01030	Prau.g_00472
OG0000515	Prba.g_01029	Prau.g_00473
OG0000516	Prba.g_01028	Prau.g_00474
OG0000517	Prba.g_01026	Prau.g_00476
OG0000518	Prba.g_01015	Prau.g_00487
OG0000519	Prba.g_01014	Prau.g_00488
OG0000520	Prba.g_01013	Prau.g_00489
OG0000521	Prba.g_01008	Prau.g_00494
OG0000522	Prba.g_01006	Prau.g_00496
OG0000523	Prba.g_01005	Prau.g_00497
OG0000524	Prba.g_01000	Prau.g_00503
OG0000525	Prba.g_00997	Prau.g_00506
OG0000526	Prba.g_00996	Prau.g_00507
OG0000527	Prba.g_00988	Prau.g_00514
OG0000528	Prba.g_00983	Prau.g_00519
OG0000529	Prba.g_00980	Prau.g_00522
OG0000530	Prba.g_00977	Prau.g_00525
OG0000531	Prba.g_00976	Prau.g_00526
OG0000532	Prba.g_00974	Prau.g_00528
OG0000533	Prba.g_00973	Prau.g_00529
OG0000534	Prba.g_00972	Prau.g_00530
OG0000535	Prba.g_00971	Prau.g_00531
OG0000536	Prba.g_00970	Prau.g_00532
OG0000537	Prba.g_00969	Prau.g_00533
OG0000538	Prba.g_00961	Prau.g_00541
OG0000539	Prba.g_00960	Prau.g_00542
OG0000540	Prba.g_00959	Prau.g_00543
OG0000541	Prba.g_00958	Prau.g_00544
OG0000542	Prba.g_00956	Prau.g_00546
OG0000543	Prba.g_00954	Prau.g_00548
OG0000544	Prba.g_00953	Prau.g_00549
OG0000545	Prba.g_00951	Prau.g_00551
OG0000546	Prba.g_00948	Prau.g_00554
OG0000547	Prba.g_00946	Prau.g_00556
OG0000548	Prba.g_00945	Prau.g_00557
OG0000549	Prba.g_00943	Prau.g_00559
OG0000550	Prba.g_00938	Prau.g_00564
OG0000551	Prba.g_00934	Prau.g_00567
OG0000552	Prba.g_00933	Prau.g_00568
