Orthogroup	Prba	Syal
OG0000230	Prba.g_01023	Syal.g_00523
OG0000231	Prba.g_01012	Syal.g_00510
OG0000232	Prba.g_01003	Syal.g_00495
OG0000233	Prba.g_00998	Syal.g_00487
OG0000234	Prba.g_00985	Syal.g_00461
OG0000235	Prba.g_00982	Syal.g_02896
OG0000236	Prba.g_00968	Syal.g_02912
OG0000237	Prba.g_00955	Syal.g_02930
OG0000238	Prba.g_00949	Syal.g_02935
OG0000239	Prba.g_00936	Syal.g_02951
OG0000240	Prba.g_00935	Syal.g_02952
OG0000241	Prba.g_00931	Syal.g_02696
OG0000242	Prba.g_00929	Syal.g_02840
OG0000243	Prba.g_01772	Syal.g_02822
OG0000244	Prba.g_01769	Syal.g_02815
OG0000245	Prba.g_01767	Syal.g_02813
OG0000246	Prba.g_01763	Syal.g_02809
OG0000247	Prba.g_01753	Syal.g_02797
OG0000248	Prba.g_01751	Syal.g_02794
OG0000249	Prba.g_01749	Syal.g_02792
OG0000250	Prba.g_01744	Syal.g_02786
OG0000251	Prba.g_01726	Syal.g_02760
OG0000252	Prba.g_01723	Syal.g_02757
OG0000253	Prba.g_01722	Syal.g_02755
OG0000254	Prba.g_01706	Syal.g_02732
OG0000255	Prba.g_01700	Syal.g_02719
OG0000256	Prba.g_01690	Syal.g_02705
OG0000257	Prba.g_01687	Syal.g_02697
OG0000258	Prba.g_01674	Syal.g_02623
OG0000259	Prba.g_01657	Syal.g_02182
OG0000260	Prba.g_01654	Syal.g_02188
OG0000261	Prba.g_01652	Syal.g_02199
OG0000262	Prba.g_01648	Syal.g_02204
OG0000263	Prba.g_01636	Syal.g_01720
OG0000264	Prba.g_01626	Syal.g_01788
OG0000265	Prba.g_01594	Syal.g_02534
OG0000266	Prba.g_01584	Syal.g_02421
OG0000267	Prba.g_01573	Syal.g_02043
OG0000268	Prba.g_01572	Syal.g_02042
OG0000269	Prba.g_01504	Syal.g_02409
OG0000270	Prba.g_01501	Syal.g_02412
OG0000271	Prba.g_01493	Syal.g_01871
OG0000272	Prba.g_01492	Syal.g_01872
OG0000274	Prba.g_01468	Syal.g_02455
OG0000275	Prba.g_01465	Syal.g_02458
OG0000276	Prba.g_01460	Syal.g_02467
OG0000277	Prba.g_01459	Syal.g_02468
OG0000278	Prba.g_01456	Syal.g_02471
OG0000279	Prba.g_01449	Syal.g_02479
OG0000280	Prba.g_01448	Syal.g_02493
OG0000281	Prba.g_01443	Syal.g_02190
OG0000282	Prba.g_01393	Syal.g_02284
OG0000283	Prba.g_01360	Syal.g_02028
OG0000284	Prba.g_01355	Syal.g_02023
OG0000285	Prba.g_01350	Syal.g_02012
OG0000286	Prba.g_01338	Syal.g_01992
OG0000288	Prba.g_01291	Syal.g_01919
OG0000289	Prba.g_01280	Syal.g_01904
OG0000290	Prba.g_01267	Syal.g_01826
OG0000291	Prba.g_01265	Syal.g_01824
OG0000292	Prba.g_01216	Syal.g_00089
OG0000293	Prba.g_00073	Syal.g_01631
OG0000294	Prba.g_00072	Syal.g_01632
OG0000295	Prba.g_00051	Syal.g_01687
OG0000296	Prba.g_00049	Syal.g_01689
OG0000297	Prba.g_00041	Syal.g_01702
OG0000298	Prba.g_00040	Syal.g_01703
OG0000299	Prba.g_00023	Syal.g_01732
OG0000300	Prba.g_00020	Syal.g_01738
OG0000301	Prba.g_00019	Syal.g_01739
OG0000302	Prba.g_00017	Syal.g_01740
OG0000303	Prba.g_00010	Syal.g_01763
OG0000304	Prba.g_00006	Syal.g_01756
OG0000305	Prba.g_00204	Syal.g_01821
OG0000306	Prba.g_00201	Syal.g_02579
OG0000307	Prba.g_00187	Syal.g_02880
OG0000308	Prba.g_00186	Syal.g_02878
OG0000309	Prba.g_00182	Syal.g_02873
OG0000310	Prba.g_00112	Syal.g_01537
OG0000311	Prba.g_00110	Syal.g_00061
OG0000312	Prba.g_00107	Syal.g_00031
OG0000313	Prba.g_00709	Syal.g_00381
OG0000314	Prba.g_00686	Syal.g_00416
OG0000315	Prba.g_00351, Prba.g_00676	Syal.g_00426
OG0000316	Prba.g_00331	Syal.g_02987
OG0000317	Prba.g_00228	Syal.g_00583
OG0000318	Prba.g_00619	Syal.g_00588
OG0000319	Prba.g_00606	Syal.g_00608
OG0000320	Prba.g_00604	Syal.g_00610
OG0000321	Prba.g_00603	Syal.g_00611
OG0000322	Prba.g_00602	Syal.g_00612
OG0000323	Prba.g_00593	Syal.g_00626
OG0000324	Prba.g_00567	Syal.g_00656
OG0000325	Prba.g_00358	Syal.g_00195
OG0000326	Prba.g_00364	Syal.g_00202
OG0000327	Prba.g_00388	Syal.g_00230
OG0000328	Prba.g_00389	Syal.g_00231
OG0000329	Prba.g_00406	Syal.g_00249
OG0000330	Prba.g_00407	Syal.g_00250
OG0000331	Prba.g_00408	Syal.g_00251
OG0000332	Prba.g_00422	Syal.g_00266
OG0000333	Prba.g_00424	Syal.g_00269
OG0000334	Prba.g_00432	Syal.g_00279
OG0000335	Prba.g_00437	Syal.g_00284
OG0000336	Prba.g_01050	Syal.g_00288
OG0000337	Prba.g_01067	Syal.g_01343
OG0000338	Prba.g_01068	Syal.g_01345
OG0000339	Prba.g_01072	Syal.g_01351
OG0000340	Prba.g_00752	Syal.g_01434
OG0000341	Prba.g_00754	Syal.g_01436
OG0000342	Prba.g_00755	Syal.g_01437
OG0000343	Prba.g_00756	Syal.g_01441
OG0000344	Prba.g_00759	Syal.g_01445
OG0000345	Prba.g_00764	Syal.g_01455
OG0000346	Prba.g_00769	Syal.g_01460
OG0000347	Prba.g_00785	Syal.g_01525
OG0000348	Prba.g_00795	Syal.g_00170
OG0000349	Prba.g_00812	Syal.g_00148
OG0000350	Prba.g_00831	Syal.g_00209
OG0000351	Prba.g_00848, Prba.g_01776	Syal.g_01175
OG0000352	Prba.g_01777	Syal.g_01176
OG0000353	Prba.g_01792	Syal.g_00095
OG0000355	Prba.g_01794	Syal.g_00098
OG0000356	Prba.g_01795	Syal.g_00099
OG0000357	Prba.g_01796	Syal.g_00100
OG0000358	Prba.g_01800	Syal.g_00104
OG0000359	Prba.g_01801	Syal.g_00106
OG0000360	Prba.g_01802	Syal.g_00107
OG0000361	Prba.g_01803	Syal.g_00108
OG0000362	Prba.g_01805	Syal.g_00110
OG0000363	Prba.g_01807	Syal.g_00112
OG0000364	Prba.g_01808	Syal.g_00113
OG0000365	Prba.g_01813	Syal.g_00122
OG0000366	Prba.g_01814	Syal.g_00123
OG0000367	Prba.g_01815	Syal.g_00124
OG0000368	Prba.g_01817	Syal.g_00126
OG0000369	Prba.g_01818	Syal.g_00127
OG0000370	Prba.g_01819	Syal.g_00128
OG0000371	Prba.g_01825	Syal.g_00135
OG0000372	Prba.g_01828	Syal.g_00141
OG0000373	Prba.g_01829	Syal.g_00142
OG0000374	Prba.g_01830	Syal.g_00143
OG0000375	Prba.g_01834	Syal.g_00144
OG0000376	Prba.g_01836	Syal.g_00146
OG0000377	Prba.g_01839	Syal.g_01061
OG0000378	Prba.g_01841	Syal.g_01027
OG0000379	Prba.g_01844	Syal.g_01024
OG0000380	Prba.g_01854	Syal.g_00749
OG0000381	Prba.g_01858	Syal.g_00752
OG0000382	Prba.g_01869	Syal.g_00770
OG0000383	Prba.g_01871	Syal.g_00775
OG0000384	Prba.g_01872	Syal.g_00776
OG0000385	Prba.g_01873	Syal.g_00777
OG0000386	Prba.g_01874	Syal.g_00778
OG0000387	Prba.g_01887	Syal.g_00811
OG0000388	Prba.g_01890	Syal.g_00815
OG0000389	Prba.g_01894	Syal.g_00819
OG0000390	Prba.g_01901	Syal.g_00835
OG0000391	Prba.g_01904	Syal.g_00840
OG0000392	Prba.g_01908	Syal.g_00846
OG0000393	Prba.g_01910	Syal.g_00849
OG0000394	Prba.g_01911	Syal.g_00850
OG0000395	Prba.g_01912	Syal.g_00851
OG0000396	Prba.g_01915	Syal.g_00854
OG0000397	Prba.g_01917	Syal.g_00857
OG0000398	Prba.g_01919	Syal.g_00862
OG0000399	Prba.g_01920	Syal.g_00863
OG0000400	Prba.g_01921	Syal.g_00864
OG0000401	Prba.g_01922	Syal.g_00865
OG0000402	Prba.g_01924	Syal.g_00867
OG0000403	Prba.g_01925	Syal.g_00868
OG0000404	Prba.g_01926	Syal.g_00870
OG0000405	Prba.g_01930	Syal.g_00883
OG0000406	Prba.g_01935	Syal.g_00888
OG0000407	Prba.g_01936	Syal.g_00889
OG0000408	Prba.g_01938	Syal.g_00891
OG0000409	Prba.g_01940	Syal.g_00893
OG0000410	Prba.g_01941	Syal.g_00894
OG0000411	Prba.g_01942	Syal.g_00895
OG0000412	Prba.g_01943	Syal.g_00896
OG0000413	Prba.g_01944	Syal.g_00898
OG0000414	Prba.g_01945	Syal.g_00899
OG0000415	Prba.g_01946	Syal.g_00900
OG0000416	Prba.g_01947	Syal.g_00901
OG0000417	Prba.g_01948	Syal.g_00902
OG0000418	Prba.g_01953	Syal.g_00907
OG0000419	Prba.g_00623	Syal.g_00909
OG0000420	Prba.g_00624	Syal.g_00911
OG0000421	Prba.g_00629	Syal.g_00916
OG0000422	Prba.g_00630	Syal.g_00917
OG0000423	Prba.g_00631	Syal.g_00918
OG0000424	Prba.g_00632	Syal.g_00919
OG0000425	Prba.g_00633	Syal.g_00920
OG0000426	Prba.g_00634	Syal.g_00921
OG0000427	Prba.g_00635	Syal.g_00922
OG0000428	Prba.g_00637	Syal.g_00925
OG0000429	Prba.g_00638	Syal.g_00929
OG0000430	Prba.g_00639	Syal.g_00931
OG0000431	Prba.g_00641	Syal.g_00934
OG0000432	Prba.g_00644	Syal.g_00940
OG0000433	Prba.g_00645	Syal.g_00943
OG0000434	Prba.g_00646	Syal.g_00944
OG0000435	Prba.g_00647	Syal.g_00946
OG0000436	Prba.g_00652	Syal.g_00953
OG0000437	Prba.g_00653	Syal.g_00954
OG0000438	Prba.g_00654	Syal.g_00955
OG0000439	Prba.g_00656	Syal.g_00957
OG0000440	Prba.g_00657	Syal.g_00958
OG0000441	Prba.g_00660	Syal.g_00962
OG0000442	Prba.g_00661	Syal.g_00964
OG0000443	Prba.g_00662	Syal.g_00966
OG0000444	Prba.g_00667	Syal.g_00978
OG0000445	Prba.g_00668	Syal.g_00979
OG0000446	Prba.g_00669	Syal.g_00981
OG0000447	Prba.g_00670	Syal.g_00989
OG0000448	Prba.g_00671	Syal.g_00990
OG0000449	Prba.g_00672	Syal.g_00991
OG0000450	Prba.g_00673	Syal.g_00997
OG0000451	Prba.g_00674	Syal.g_00998
OG0000452	Prba.g_00440	Syal.g_01002
OG0000453	Prba.g_00441	Syal.g_01003
OG0000454	Prba.g_00442	Syal.g_01004
OG0000455	Prba.g_00443	Syal.g_01005
OG0000456	Prba.g_00444	Syal.g_01006
OG0000457	Prba.g_00445	Syal.g_01008
OG0000458	Prba.g_00446	Syal.g_01009
OG0000459	Prba.g_00447	Syal.g_01010
OG0000460	Prba.g_00454	Syal.g_00686
OG0000461	Prba.g_00461	Syal.g_01199
OG0000462	Prba.g_00463	Syal.g_01202
OG0000463	Prba.g_00464	Syal.g_01203
OG0000464	Prba.g_00465	Syal.g_01204
OG0000465	Prba.g_00466	Syal.g_01205
OG0000466	Prba.g_00469	Syal.g_01210
OG0000467	Prba.g_00470	Syal.g_01212
OG0000468	Prba.g_00472	Syal.g_01225
OG0000469	Prba.g_00480	Syal.g_01240
OG0000470	Prba.g_00482	Syal.g_01242
OG0000471	Prba.g_00483	Syal.g_01243
OG0000472	Prba.g_00484	Syal.g_01245
OG0000473	Prba.g_00486	Syal.g_01247
OG0000474	Prba.g_00487	Syal.g_01248
OG0000475	Prba.g_00488	Syal.g_01249
OG0000476	Prba.g_00489	Syal.g_01251
OG0000477	Prba.g_00492	Syal.g_01257
OG0000478	Prba.g_00493	Syal.g_01258
OG0000479	Prba.g_00494	Syal.g_01259
OG0000480	Prba.g_00499	Syal.g_01266
OG0000481	Prba.g_00501	Syal.g_01268
OG0000482	Prba.g_00502	Syal.g_01269
OG0000483	Prba.g_00505	Syal.g_01273
OG0000484	Prba.g_00506	Syal.g_01274
OG0000485	Prba.g_00507	Syal.g_01275
OG0000486	Prba.g_00508	Syal.g_01276
OG0000487	Prba.g_00511	Syal.g_01282
OG0000488	Prba.g_00514	Syal.g_01286
OG0000489	Prba.g_00519	Syal.g_01298
OG0000490	Prba.g_00524	Syal.g_01307
OG0000491	Prba.g_00525	Syal.g_01308
OG0000492	Prba.g_00527	Syal.g_01310
OG0000493	Prba.g_00528	Syal.g_01311
OG0000494	Prba.g_00529	Syal.g_01312
OG0000495	Prba.g_00530	Syal.g_01313
OG0000496	Prba.g_00531	Syal.g_01314
OG0000497	Prba.g_00532	Syal.g_01315
OG0000498	Prba.g_00533	Syal.g_01316
OG0000499	Prba.g_00534	Syal.g_01317
OG0000500	Prba.g_00535	Syal.g_01318
OG0000501	Prba.g_00537	Syal.g_01321
OG0000502	Prba.g_00540	Syal.g_01328
OG0000503	Prba.g_00550	Syal.g_00347
OG0000504	Prba.g_00551	Syal.g_00349
OG0000505	Prba.g_00552	Syal.g_00350
OG0000506	Prba.g_00554	Syal.g_00352
OG0000507	Prba.g_00557	Syal.g_00358
OG0000508	Prba.g_00561	Syal.g_00362
OG0000509	Prba.g_00218	Syal.g_00364
OG0000510	Prba.g_00219	Syal.g_00365
OG0000511	Prba.g_00220	Syal.g_00366
OG0000512	Prba.g_00222	Syal.g_00368
OG0000513	Prba.g_00852	Syal.g_00551
OG0000514	Prba.g_01030	Syal.g_00539
OG0000515	Prba.g_01029	Syal.g_00538
OG0000516	Prba.g_01028	Syal.g_00534
OG0000517	Prba.g_01026	Syal.g_00526
OG0000518	Prba.g_01015	Syal.g_00514
OG0000519	Prba.g_01014	Syal.g_00513
OG0000520	Prba.g_01013	Syal.g_00512
OG0000521	Prba.g_01008	Syal.g_00502
OG0000522	Prba.g_01006	Syal.g_00500
OG0000523	Prba.g_01005	Syal.g_00499
OG0000524	Prba.g_01000	Syal.g_00491
OG0000525	Prba.g_00997	Syal.g_00473
OG0000526	Prba.g_00996	Syal.g_00471
OG0000527	Prba.g_00988	Syal.g_00465
OG0000528	Prba.g_00983	Syal.g_02893
OG0000529	Prba.g_00980	Syal.g_02898
OG0000530	Prba.g_00977	Syal.g_02901
OG0000531	Prba.g_00976	Syal.g_02902
OG0000532	Prba.g_00974	Syal.g_02905
OG0000533	Prba.g_00973	Syal.g_02907
OG0000534	Prba.g_00972	Syal.g_02908
OG0000535	Prba.g_00971	Syal.g_02909
OG0000536	Prba.g_00970	Syal.g_02910
OG0000537	Prba.g_00969	Syal.g_02911
OG0000538	Prba.g_00961	Syal.g_02923
OG0000539	Prba.g_00960	Syal.g_02924
OG0000540	Prba.g_00959	Syal.g_02925
OG0000541	Prba.g_00958	Syal.g_02926
OG0000542	Prba.g_00956	Syal.g_02929
OG0000543	Prba.g_00954	Syal.g_02931
OG0000544	Prba.g_00953	Syal.g_02932
OG0000545	Prba.g_00951	Syal.g_02934
OG0000546	Prba.g_00948	Syal.g_02936
OG0000547	Prba.g_00946	Syal.g_02938
OG0000548	Prba.g_00945	Syal.g_02939
OG0000549	Prba.g_00943	Syal.g_02945
OG0000550	Prba.g_00938	Syal.g_02949
OG0000551	Prba.g_00934	Syal.g_02953
OG0000552	Prba.g_00933	Syal.g_02954
OG0000553	Prba.g_00932	Syal.g_02843
OG0000554	Prba.g_00927	Syal.g_02837
OG0000555	Prba.g_01773	Syal.g_02823
OG0000556	Prba.g_01771	Syal.g_02819
OG0000557	Prba.g_01770	Syal.g_02816
OG0000558	Prba.g_01768	Syal.g_02814
OG0000559	Prba.g_01764	Syal.g_02305, Syal.g_02810
OG0000560	Prba.g_01761	Syal.g_02807
OG0000561	Prba.g_01760	Syal.g_02806
OG0000562	Prba.g_01759	Syal.g_02805
OG0000563	Prba.g_01758	Syal.g_02804
OG0000564	Prba.g_01757	Syal.g_02803
OG0000565	Prba.g_01754	Syal.g_02799
OG0000566	Prba.g_01752	Syal.g_02795
OG0000567	Prba.g_01748	Syal.g_02791
OG0000568	Prba.g_01747	Syal.g_02789
OG0000569	Prba.g_01746	Syal.g_02788
OG0000570	Prba.g_01745	Syal.g_02787
OG0000571	Prba.g_01743	Syal.g_02784
OG0000572	Prba.g_01730	Syal.g_02767
OG0000573	Prba.g_01725	Syal.g_02759
OG0000574	Prba.g_01724	Syal.g_02758
OG0000575	Prba.g_01720	Syal.g_02753
OG0000576	Prba.g_01718	Syal.g_02751
OG0000577	Prba.g_01717	Syal.g_02750
OG0000578	Prba.g_01716	Syal.g_02749
OG0000579	Prba.g_01715	Syal.g_02748
OG0000580	Prba.g_01714	Syal.g_02747
OG0000581	Prba.g_01712	Syal.g_02741
OG0000582	Prba.g_01709	Syal.g_02736
OG0000583	Prba.g_01708	Syal.g_02735
OG0000584	Prba.g_01707	Syal.g_02734
OG0000585	Prba.g_01705	Syal.g_02731
OG0000586	Prba.g_01704	Syal.g_02730
OG0000587	Prba.g_01703	Syal.g_02728
