Orthogroup	Syai	Syac
OG0000053	Syai.g_00930	Syac.g_01657
OG0000054	Syai.g_01040	Syac.g_00933
OG0000055	Syai.g_02029	Syac.g_00859
OG0000057	Syai.g_01997	Syac.g_00894
OG0000058	Syai.g_00195	Syac.g_00226
OG0000059	Syai.g_00351	Syac.g_02142
OG0000060	Syai.g_00635	Syac.g_01909
OG0000061	Syai.g_02144	Syac.g_00769
OG0000062	Syai.g_02358	Syac.g_00567
OG0000063	Syai.g_00042	Syac.g_00037
OG0000064	Syai.g_02350	Syac.g_00575
OG0000064	Syai.g_01668	Syac.g_01567
OG0000066	Syai.g_01709, Syai.g_00719	Syac.g_01827
OG0000067	Syai.g_01321	Syac.g_01341
OG0000068	Syai.g_00628	Syac.g_01916
OG0000070	Syai.g_02196	Syac.g_00711
OG0000071	Syai.g_02179	Syac.g_00729
OG0000072	Syai.g_02636	Syac.g_00302
OG0000073	Syai.g_00659	Syac.g_01883
OG0000075	Syai.g_00161	Syac.g_00191
OG0000076	Syai.g_00111	Syac.g_00156
OG0000077	Syai.g_02486	Syac.g_00439
OG0000079	Syai.g_00300	Syac.g_02211
OG0000081	Syai.g_00553	Syac.g_01954
OG0000081	Syai.g_02292	Syac.g_00461
OG0000082	Syai.g_00781	Syac.g_01766
OG0000084	Syai.g_01196	Syac.g_00822
OG0000084	Syai.g_00958	Syac.g_01627
OG0000085	Syai.g_02365	Syac.g_00560
OG0000086	Syai.g_02507	Syac.g_00423
OG0000087	Syai.g_02592	Syac.g_00343
OG0000088	Syai.g_02630	Syac.g_00308
OG0000089	Syai.g_00517	Syac.g_01988
OG0000090	Syai.g_00707	Syac.g_01836
OG0000091	Syai.g_01112	Syac.g_00987
OG0000093	Syai.g_01306	Syac.g_01357
OG0000094	Syai.g_01424	Syac.g_01251
OG0000095	Syai.g_02007	Syac.g_00884
OG0000097	Syai.g_01787	Syac.g_01507
OG0000098	Syai.g_01718	Syac.g_02157
OG0000099	Syai.g_00199	Syac.g_00234
OG0000100	Syai.g_01372	Syac.g_01309
OG0000101	Syai.g_00404	Syac.g_02094
OG0000102	Syai.g_00106	Syac.g_00151
OG0000103	Syai.g_02912	Syac.g_02476
OG0000104	Syai.g_02929	Syac.g_02490
OG0000105	Syai.g_00267	Syac.g_02245
OG0000106	Syai.g_01601	Syac.g_01098
OG0000107	Syai.g_00319	Syac.g_02191
OG0000108	Syai.g_00638	Syac.g_01904
OG0000109	Syai.g_00653	Syac.g_01889
OG0000110	Syai.g_00766	Syac.g_01778
OG0000111	Syai.g_01998	Syac.g_00893
OG0000112	Syai.g_01512	Syac.g_01173
OG0000113	Syai.g_01367	Syac.g_01314
OG0000114	Syai.g_01261	Syac.g_01394
OG0000115	Syai.g_00932	Syac.g_01655
OG0000116	Syai.g_02156	Syac.g_00753
OG0000117	Syai.g_01756	Syac.g_01477
OG0000118	Syai.g_00818	Syac.g_01728
OG0000120	Syai.g_00198	Syac.g_00233
OG0000121	Syai.g_00951	Syac.g_01635
OG0000122	Syai.g_01143	Syac.g_01013
OG0000123	Syai.g_00411	Syac.g_02086
OG0000124	Syai.g_00089	Syac.g_00135
OG0000125	Syai.g_02782	Syac.g_02360
OG0000126	Syai.g_02927	Syac.g_02488
OG0000127	Syai.g_01872, Syai.g_01906, Syai.g_01855	Syac.g_01547
OG0000128	Syai.g_00012	Syac.g_00012
OG0000129	Syai.g_02771	Syac.g_02349
OG0000130	Syai.g_02474	Syac.g_00450
OG0000131	Syai.g_02608	Syac.g_00330
OG0000132	Syai.g_02628	Syac.g_00310
OG0000133	Syai.g_01507	Syac.g_01178
OG0000134	Syai.g_00520	Syac.g_01985
OG0000135	Syai.g_02826	Syac.g_02398
OG0000136	Syai.g_02217	Syac.g_00701
OG0000137	Syai.g_00865	Syac.g_01700
OG0000138	Syai.g_00654	Syac.g_01888
OG0000139	Syai.g_00714	Syac.g_01830
OG0000140	Syai.g_00716	Syac.g_01829
OG0000141	Syai.g_01041	Syac.g_00934
OG0000142	Syai.g_01104	Syac.g_00979
OG0000143	Syai.g_01108	Syac.g_00983
OG0000144	Syai.g_01608	Syac.g_01090
OG0000145	Syai.g_00660	Syac.g_01882
OG0000146	Syai.g_01513	Syac.g_01172
OG0000147	Syai.g_01514	Syac.g_01171
OG0000148	Syai.g_01361	Syac.g_01320
OG0000149	Syai.g_02059	Syac.g_00832
OG0000150	Syai.g_00717	Syac.g_00935
OG0000151	Syai.g_01280	Syac.g_01383
OG0000152	Syai.g_01503	Syac.g_01182
OG0000153	Syai.g_01461	Syac.g_01217
OG0000154	Syai.g_01434	Syac.g_01241
OG0000155	Syai.g_02109	Syac.g_00804
OG0000156	Syai.g_02162	Syac.g_00743
OG0000157	Syai.g_02163	Syac.g_00742
OG0000158	Syai.g_00135	Syac.g_00182
OG0000160	Syai.g_00952	Syac.g_01633
OG0000161	Syai.g_00946	Syac.g_01641
OG0000162	Syai.g_00939	Syac.g_01648
OG0000163	Syai.g_02300	Syac.g_00619
OG0000164	Syai.g_02411	Syac.g_00508
OG0000165	Syai.g_02244	Syac.g_00674
OG0000166	Syai.g_00364	Syac.g_02132
OG0000167	Syai.g_00164	Syac.g_00194
OG0000168	Syai.g_00134	Syac.g_00179
OG0000169	Syai.g_00123	Syac.g_00168
OG0000170	Syai.g_00116	Syac.g_00161
OG0000171	Syai.g_00090	Syac.g_00136
OG0000172	Syai.g_00083	Syac.g_00084
OG0000173	Syai.g_00064	Syac.g_00057
OG0000174	Syai.g_02828	Syac.g_02401
OG0000175	Syai.g_02901	Syac.g_02465
OG0000176	Syai.g_00004	Syac.g_00004
OG0000177	Syai.g_00005	Syac.g_00005
OG0000178	Syai.g_00006	Syac.g_00006
OG0000179	Syai.g_00023	Syac.g_00019
OG0000180	Syai.g_00024	Syac.g_00020
OG0000181	Syai.g_00025	Syac.g_00021
OG0000182	Syai.g_00026	Syac.g_00022
OG0000183	Syai.g_00030	Syac.g_00026
OG0000184	Syai.g_02756	Syac.g_02339
OG0000185	Syai.g_02734	Syac.g_02336
OG0000186	Syai.g_02469	Syac.g_00454
OG0000187	Syai.g_02471	Syac.g_00453
OG0000188	Syai.g_02494	Syac.g_00433
OG0000189	Syai.g_02530	Syac.g_00408
OG0000190	Syai.g_02532	Syac.g_00406
OG0000191	Syai.g_02562	Syac.g_00373
OG0000192	Syai.g_02569	Syac.g_00368
OG0000193	Syai.g_02609	Syac.g_00329
OG0000194	Syai.g_02612	Syac.g_00326
OG0000195	Syai.g_02614	Syac.g_00324
OG0000196	Syai.g_02625	Syac.g_00313
OG0000197	Syai.g_02626	Syac.g_00312
OG0000198	Syai.g_02627	Syac.g_00311
OG0000199	Syai.g_02635	Syac.g_00303
OG0000200	Syai.g_02651	Syac.g_02261
OG0000201	Syai.g_02667	Syac.g_02278
OG0000202	Syai.g_02668	Syac.g_02279
OG0000203	Syai.g_02669	Syac.g_02280
OG0000204	Syai.g_02670	Syac.g_02281
OG0000205	Syai.g_02677	Syac.g_02288
OG0000206	Syai.g_02684	Syac.g_02297
OG0000207	Syai.g_02686	Syac.g_02300
OG0000208	Syai.g_02687	Syac.g_02301
OG0000209	Syai.g_02699	Syac.g_02316
OG0000210	Syai.g_02700	Syac.g_02317
OG0000211	Syai.g_00533	Syac.g_01972
OG0000212	Syai.g_00544	Syac.g_01963
OG0000213	Syai.g_00292	Syac.g_02219
OG0000214	Syai.g_00276	Syac.g_02236
OG0000215	Syai.g_00245	Syac.g_00281
OG0000216	Syai.g_00241	Syac.g_00277
OG0000217	Syai.g_00237	Syac.g_00273
OG0000218	Syai.g_00235	Syac.g_00271
OG0000219	Syai.g_00234	Syac.g_00270
OG0000220	Syai.g_00233	Syac.g_00269
OG0000221	Syai.g_00227	Syac.g_00261
OG0000222	Syai.g_00215	Syac.g_00247
OG0000223	Syai.g_00194	Syac.g_00225
OG0000224	Syai.g_00186	Syac.g_00217
OG0000225	Syai.g_00502	Syac.g_02004
OG0000226	Syai.g_00506	Syac.g_02000
OG0000227	Syai.g_00508	Syac.g_01998
OG0000228	Syai.g_00516	Syac.g_01989
OG0000229	Syai.g_02228	Syac.g_00692
OG0000230	Syai.g_02226	Syac.g_00694
OG0000231	Syai.g_02208	Syac.g_00710
OG0000232	Syai.g_00846	Syac.g_01717
OG0000233	Syai.g_00855	Syac.g_01713
OG0000234	Syai.g_00866	Syac.g_01699
OG0000235	Syai.g_00637	Syac.g_01905
OG0000236	Syai.g_00652	Syac.g_01890
OG0000237	Syai.g_00669	Syac.g_01873
OG0000238	Syai.g_00674	Syac.g_01868
OG0000239	Syai.g_00691	Syac.g_01852
OG0000240	Syai.g_00692	Syac.g_01851
OG0000241	Syai.g_01085	Syac.g_00970
OG0000242	Syai.g_00705	Syac.g_01839
OG0000243	Syai.g_00726	Syac.g_01821
OG0000244	Syai.g_00731	Syac.g_01814
OG0000245	Syai.g_00733	Syac.g_01811
OG0000246	Syai.g_00737	Syac.g_01807
OG0000247	Syai.g_00748	Syac.g_01795
OG0000248	Syai.g_00751	Syac.g_01792
OG0000249	Syai.g_00753	Syac.g_01790
OG0000250	Syai.g_00762	Syac.g_01782
OG0000251	Syai.g_00789	Syac.g_01757
OG0000252	Syai.g_00797	Syac.g_01753
OG0000253	Syai.g_00798	Syac.g_01752
OG0000254	Syai.g_01045	Syac.g_00939
OG0000255	Syai.g_01061	Syac.g_00947
OG0000256	Syai.g_01077	Syac.g_00963
OG0000257	Syai.g_01084	Syac.g_00969
OG0000258	Syai.g_01113	Syac.g_00988
OG0000259	Syai.g_01229	Syac.g_01425
OG0000260	Syai.g_01232	Syac.g_01422
OG0000261	Syai.g_01235	Syac.g_01418
OG0000262	Syai.g_01240	Syac.g_01413
OG0000263	Syai.g_01776	Syac.g_01497
OG0000264	Syai.g_01962	Syac.g_00915
OG0000265	Syai.g_02245	Syac.g_00673
OG0000266	Syai.g_01401	Syac.g_01271
OG0000267	Syai.g_01569	Syac.g_01131
OG0000268	Syai.g_01568	Syac.g_01132
OG0000269	Syai.g_01316	Syac.g_01346
OG0000270	Syai.g_01319	Syac.g_01343
OG0000271	Syai.g_01327	Syac.g_01335
OG0000272	Syai.g_01328	Syac.g_01334
OG0000273	Syai.g_02037	Syac.g_00854
OG0000274	Syai.g_02038	Syac.g_00853
OG0000275	Syai.g_02043	Syac.g_00848
OG0000276	Syai.g_02051	Syac.g_00840
OG0000277	Syai.g_02052	Syac.g_00839
OG0000278	Syai.g_02055	Syac.g_00836
OG0000279	Syai.g_02063	Syac.g_00828
OG0000280	Syai.g_02084	Syac.g_00814
OG0000281	Syai.g_01719	Syac.g_02158
OG0000282	Syai.g_01263	Syac.g_01392
OG0000283	Syai.g_01554	Syac.g_01142
OG0000284	Syai.g_01548	Syac.g_01148
OG0000285	Syai.g_01522	Syac.g_01160
OG0000286	Syai.g_01504	Syac.g_01181
OG0000287	Syai.g_01469	Syac.g_01209
OG0000288	Syai.g_01435	Syac.g_01240
OG0000289	Syai.g_01421	Syac.g_01254
OG0000290	Syai.g_02010	Syac.g_00881
OG0000291	Syai.g_02008	Syac.g_00883
OG0000292	Syai.g_02926	Syac.g_02487
OG0000293	Syai.g_02155	Syac.g_00754
OG0000294	Syai.g_02154	Syac.g_00755
OG0000295	Syai.g_02117	Syac.g_00796
OG0000296	Syai.g_02115	Syac.g_00798
OG0000297	Syai.g_01754	Syac.g_01475
OG0000298	Syai.g_01755	Syac.g_01476
OG0000299	Syai.g_01783	Syac.g_01503
OG0000300	Syai.g_01790	Syac.g_01510
OG0000301	Syai.g_01791	Syac.g_01511
OG0000302	Syai.g_01793	Syac.g_01512
OG0000303	Syai.g_01802	Syac.g_01520
OG0000304	Syai.g_01826	Syac.g_01526
OG0000305	Syai.g_02005	Syac.g_00886
OG0000306	Syai.g_02090	Syac.g_00810
OG0000307	Syai.g_00619	Syac.g_01924
OG0000308	Syai.g_00617	Syac.g_01926
OG0000309	Syai.g_00612	Syac.g_01931
OG0000310	Syai.g_00989	Syac.g_01607
OG0000311	Syai.g_00985	Syac.g_01611
OG0000312	Syai.g_00966	Syac.g_01619
OG0000313	Syai.g_00949	Syac.g_01638
OG0000314	Syai.g_00908	Syac.g_01665
OG0000315	Syai.g_00897	Syac.g_01675
OG0000316	Syai.g_02320, Syai.g_02322	Syac.g_00601
OG0000317	Syai.g_02373	Syac.g_00552
OG0000318	Syai.g_02379	Syac.g_00543
OG0000319	Syai.g_02395	Syac.g_00525
OG0000320	Syai.g_02397	Syac.g_00523
OG0000321	Syai.g_02398	Syac.g_00522
OG0000322	Syai.g_02399	Syac.g_00521
OG0000323	Syai.g_02413	Syac.g_00506
OG0000324	Syai.g_02272	Syac.g_00648
OG0000325	Syai.g_00320	Syac.g_02190
OG0000326	Syai.g_00327	Syac.g_02183
OG0000327	Syai.g_00359	Syac.g_02137
OG0000328	Syai.g_00360	Syac.g_02136
OG0000329	Syai.g_00378	Syac.g_02119
OG0000330	Syai.g_00379	Syac.g_02118
OG0000331	Syai.g_00380	Syac.g_02117
OG0000332	Syai.g_00395	Syac.g_02103
OG0000333	Syai.g_00398	Syac.g_02100
OG0000334	Syai.g_00407	Syac.g_02090
OG0000335	Syai.g_00412	Syac.g_02085
OG0000336	Syai.g_00416	Syac.g_02081
OG0000337	Syai.g_00169	Syac.g_00199
OG0000338	Syai.g_00166	Syac.g_00196
OG0000339	Syai.g_00160	Syac.g_00190
OG0000340	Syai.g_00133	Syac.g_00178
OG0000341	Syai.g_00131	Syac.g_00176
OG0000342	Syai.g_00130	Syac.g_00175
OG0000343	Syai.g_00129	Syac.g_00174
OG0000344	Syai.g_00125	Syac.g_00170
OG0000345	Syai.g_00115	Syac.g_00160
OG0000346	Syai.g_00110	Syac.g_00155
OG0000347	Syai.g_00087	Syac.g_00129
OG0000348	Syai.g_00076	Syac.g_00070, Syac.g_00074
OG0000349	Syai.g_00057	Syac.g_00050
OG0000350	Syai.g_00334	Syac.g_02176
OG0000351	Syai.g_02904	Syac.g_02468
OG0000352	Syai.g_02905	Syac.g_02469
OG0000353	Syai.g_02932	Syac.g_02493
OG0000354	Syai.g_00680	Syac.g_01862
OG0000355	Syai.g_00001	Syac.g_00001
OG0000356	Syai.g_00002	Syac.g_00002
OG0000357	Syai.g_00003	Syac.g_00003
OG0000358	Syai.g_00007	Syac.g_00007
OG0000359	Syai.g_00009	Syac.g_00009
OG0000360	Syai.g_00010	Syac.g_00010
OG0000361	Syai.g_00011	Syac.g_00011
OG0000362	Syai.g_00013	Syac.g_00013
OG0000363	Syai.g_00015	Syac.g_00015
OG0000364	Syai.g_00016	Syac.g_00016
OG0000365	Syai.g_00027	Syac.g_00023
OG0000366	Syai.g_00028	Syac.g_00024
OG0000367	Syai.g_00029	Syac.g_00025
OG0000368	Syai.g_00031	Syac.g_00027
OG0000369	Syai.g_00032	Syac.g_00028
OG0000370	Syai.g_00033	Syac.g_00029
OG0000371	Syai.g_00041	Syac.g_00036
OG0000372	Syai.g_00047	Syac.g_00041
OG0000373	Syai.g_00048	Syac.g_00042
OG0000374	Syai.g_00049	Syac.g_00043
OG0000375	Syai.g_00053	Syac.g_00046
OG0000376	Syai.g_00055	Syac.g_00048
OG0000377	Syai.g_02769	Syac.g_02346
OG0000378	Syai.g_02751	Syac.g_02338
OG0000379	Syai.g_02733	Syac.g_02335
OG0000380	Syai.g_02472	Syac.g_00452
OG0000381	Syai.g_02475	Syac.g_00449
OG0000382	Syai.g_02493	Syac.g_00434
OG0000383	Syai.g_02498	Syac.g_00432
OG0000384	Syai.g_02499	Syac.g_00431
OG0000385	Syai.g_02500	Syac.g_00430
OG0000386	Syai.g_02501	Syac.g_00429
OG0000387	Syai.g_02534	Syac.g_00404
OG0000388	Syai.g_02538	Syac.g_00401
OG0000389	Syai.g_02542	Syac.g_00397
OG0000390	Syai.g_02556	Syac.g_00379
OG0000391	Syai.g_02561	Syac.g_00374
OG0000392	Syai.g_02568	Syac.g_00369
OG0000393	Syai.g_02570	Syac.g_00366
OG0000394	Syai.g_02571	Syac.g_00365
OG0000395	Syai.g_02572	Syac.g_00364
OG0000396	Syai.g_02575	Syac.g_00361
OG0000397	Syai.g_02577	Syac.g_00359
OG0000398	Syai.g_02582	Syac.g_00354
OG0000399	Syai.g_02583	Syac.g_00353
OG0000400	Syai.g_02584	Syac.g_00352
OG0000401	Syai.g_02585	Syac.g_00351
OG0000402	Syai.g_02588	Syac.g_00348
OG0000403	Syai.g_02589	Syac.g_00347
OG0000404	Syai.g_02590	Syac.g_00345
OG0000405	Syai.g_02606	Syac.g_00332
OG0000406	Syai.g_02610	Syac.g_00328
OG0000407	Syai.g_02611	Syac.g_00327
OG0000408	Syai.g_02613	Syac.g_00325
OG0000409	Syai.g_02615	Syac.g_00323
OG0000410	Syai.g_02616	Syac.g_00322
OG0000411	Syai.g_02617	Syac.g_00321
OG0000412	Syai.g_02618	Syac.g_00320
OG0000413	Syai.g_02620	Syac.g_00318
OG0000414	Syai.g_02621	Syac.g_00317
OG0000415	Syai.g_02622	Syac.g_00316
OG0000416	Syai.g_02623	Syac.g_00315
OG0000417	Syai.g_02624	Syac.g_00314
OG0000418	Syai.g_02629	Syac.g_00309
OG0000419	Syai.g_02631	Syac.g_00307
OG0000420	Syai.g_02633	Syac.g_00305
OG0000421	Syai.g_02638	Syac.g_00300
OG0000422	Syai.g_02639	Syac.g_00299
OG0000423	Syai.g_02640	Syac.g_00298
OG0000424	Syai.g_02641	Syac.g_00297
OG0000425	Syai.g_02642	Syac.g_00296
OG0000426	Syai.g_02643	Syac.g_00295
OG0000427	Syai.g_02644	Syac.g_00294
OG0000428	Syai.g_02647	Syac.g_02257
OG0000429	Syai.g_02649	Syac.g_02259
OG0000430	Syai.g_02650	Syac.g_02260
OG0000431	Syai.g_02654	Syac.g_02264
OG0000432	Syai.g_02660	Syac.g_02270
OG0000433	Syai.g_02662	Syac.g_02272
OG0000434	Syai.g_02663	Syac.g_02273
OG0000435	Syai.g_02666	Syac.g_02277
OG0000436	Syai.g_02671	Syac.g_02282
OG0000437	Syai.g_02672	Syac.g_02283
OG0000438	Syai.g_02673	Syac.g_02284
OG0000439	Syai.g_02675	Syac.g_02286
OG0000440	Syai.g_02676	Syac.g_02287
OG0000441	Syai.g_02681	Syac.g_02294
OG0000442	Syai.g_02682	Syac.g_02295
OG0000443	Syai.g_02683	Syac.g_02296
OG0000444	Syai.g_02688	Syac.g_02303
OG0000445	Syai.g_02689	Syac.g_02304
OG0000446	Syai.g_02690	Syac.g_02305
OG0000447	Syai.g_02693	Syac.g_02308
OG0000448	Syai.g_02694	Syac.g_02309
OG0000449	Syai.g_02695	Syac.g_02310
OG0000450	Syai.g_02696	Syac.g_02313
OG0000451	Syai.g_02697	Syac.g_02314
OG0000452	Syai.g_02701	Syac.g_02318
OG0000453	Syai.g_02702	Syac.g_02319
OG0000454	Syai.g_02703	Syac.g_02320
OG0000455	Syai.g_02704	Syac.g_02321
OG0000456	Syai.g_02705	Syac.g_02322
OG0000457	Syai.g_02707	Syac.g_02324
OG0000458	Syai.g_02708	Syac.g_02325
OG0000459	Syai.g_02709	Syac.g_02326
OG0000460	Syai.g_00535	Syac.g_01970
OG0000461	Syai.g_00314	Syac.g_02198
OG0000462	Syai.g_00311	Syac.g_02201
OG0000463	Syai.g_00310	Syac.g_02202
OG0000464	Syai.g_00309	Syac.g_02203
OG0000465	Syai.g_00307	Syac.g_02204
OG0000466	Syai.g_00303	Syac.g_02208
OG0000467	Syai.g_00301	Syac.g_02210
OG0000468	Syai.g_00296	Syac.g_02216
OG0000469	Syai.g_00282	Syac.g_02230
OG0000470	Syai.g_00280	Syac.g_02232
OG0000471	Syai.g_00279	Syac.g_02233
OG0000472	Syai.g_00277	Syac.g_02235
OG0000473	Syai.g_00275	Syac.g_02237
OG0000474	Syai.g_00274	Syac.g_02238
OG0000475	Syai.g_00273	Syac.g_02239
OG0000476	Syai.g_00271	Syac.g_02241
OG0000477	Syai.g_00265	Syac.g_02247
OG0000478	Syai.g_00264	Syac.g_02248
OG0000479	Syai.g_00263	Syac.g_02249
OG0000480	Syai.g_00256	Syac.g_00293
OG0000481	Syai.g_00254	Syac.g_00291
OG0000482	Syai.g_00253	Syac.g_00290
OG0000483	Syai.g_00249	Syac.g_00286
OG0000484	Syai.g_00248	Syac.g_00285
OG0000485	Syai.g_00247	Syac.g_00284
OG0000486	Syai.g_00246	Syac.g_00283
OG0000487	Syai.g_00240	Syac.g_00276
OG0000488	Syai.g_00236	Syac.g_00272
OG0000489	Syai.g_00226	Syac.g_00260
OG0000490	Syai.g_00218	Syac.g_00249
OG0000491	Syai.g_00217	Syac.g_00248
OG0000492	Syai.g_00214	Syac.g_00246
OG0000493	Syai.g_00213	Syac.g_00245
OG0000494	Syai.g_00212	Syac.g_00244
OG0000495	Syai.g_00211	Syac.g_00243
OG0000496	Syai.g_00210	Syac.g_00242
OG0000497	Syai.g_00209	Syac.g_00241
OG0000498	Syai.g_00208	Syac.g_00240
OG0000499	Syai.g_00207	Syac.g_00239
OG0000500	Syai.g_00206	Syac.g_00238
OG0000501	Syai.g_00203	Syac.g_00235
OG0000502	Syai.g_00192	Syac.g_00223
OG0000503	Syai.g_00486	Syac.g_02020
OG0000504	Syai.g_00488	Syac.g_02018
OG0000505	Syai.g_00489	Syac.g_02017
OG0000506	Syai.g_00491	Syac.g_02015
OG0000507	Syai.g_00497	Syac.g_02009
OG0000508	Syai.g_00501	Syac.g_02005
OG0000509	Syai.g_00503	Syac.g_02003
OG0000510	Syai.g_00504	Syac.g_02002
OG0000511	Syai.g_00505	Syac.g_02001
OG0000512	Syai.g_00507	Syac.g_01999
OG0000513	Syai.g_00521	Syac.g_01984
OG0000514	Syai.g_00528	Syac.g_01977
OG0000515	Syai.g_00529	Syac.g_01976
OG0000516	Syai.g_02223	Syac.g_00697
OG0000517	Syai.g_02229	Syac.g_00691
OG0000518	Syai.g_02211	Syac.g_00707
OG0000519	Syai.g_02210	Syac.g_00708
OG0000520	Syai.g_02209	Syac.g_00709
OG0000521	Syai.g_00842	Syac.g_01721
OG0000522	Syai.g_00844	Syac.g_01719
OG0000523	Syai.g_00845	Syac.g_01718
OG0000524	Syai.g_00852	Syac.g_01716
OG0000525	Syai.g_00856	Syac.g_01709
OG0000526	Syai.g_00859	Syac.g_01706
OG0000527	Syai.g_00863	Syac.g_01702
OG0000528	Syai.g_00633	Syac.g_01911
OG0000529	Syai.g_00639	Syac.g_01903
OG0000530	Syai.g_00642	Syac.g_01900
OG0000531	Syai.g_00643	Syac.g_01899
OG0000532	Syai.g_00646	Syac.g_01896
OG0000533	Syai.g_00647	Syac.g_01895
OG0000534	Syai.g_00648	Syac.g_01894
OG0000535	Syai.g_00649	Syac.g_01893
OG0000536	Syai.g_00650	Syac.g_01892
OG0000537	Syai.g_00651	Syac.g_01891
OG0000538	Syai.g_00662	Syac.g_01880
OG0000539	Syai.g_00663	Syac.g_01879
OG0000540	Syai.g_00664	Syac.g_01878
OG0000541	Syai.g_00665	Syac.g_01877
OG0000542	Syai.g_00668	Syac.g_01874
OG0000543	Syai.g_00670	Syac.g_01872
OG0000544	Syai.g_00671	Syac.g_01871
OG0000545	Syai.g_00673	Syac.g_01869
OG0000546	Syai.g_00675	Syac.g_01867
OG0000547	Syai.g_00677	Syac.g_01865
OG0000548	Syai.g_00678	Syac.g_01864
OG0000549	Syai.g_00684	Syac.g_01858
OG0000550	Syai.g_00689	Syac.g_01854
OG0000551	Syai.g_00694	Syac.g_01849
OG0000552	Syai.g_00695	Syac.g_01848
OG0000553	Syai.g_00698	Syac.g_01846
OG0000554	Syai.g_00708	Syac.g_01835
OG0000555	Syai.g_00725	Syac.g_01822
OG0000556	Syai.g_00728	Syac.g_01817
OG0000557	Syai.g_00730	Syac.g_01815
OG0000558	Syai.g_00732	Syac.g_01813
OG0000559	Syai.g_00736	Syac.g_01808
OG0000560	Syai.g_00739	Syac.g_01805
OG0000561	Syai.g_00740	Syac.g_01804
OG0000562	Syai.g_00741	Syac.g_01803
OG0000563	Syai.g_00742	Syac.g_01802
OG0000564	Syai.g_00743	Syac.g_01801
OG0000565	Syai.g_00746	Syac.g_01797
OG0000566	Syai.g_00750	Syac.g_01793
OG0000567	Syai.g_00754	Syac.g_01789
OG0000568	Syai.g_00758	Syac.g_01786
