Orthogroup	Syai	Prad
OG0000141	Syai.g_01041	Prad.g_01396
OG0000142	Syai.g_01104	Prad.g_01424
OG0000143	Syai.g_01108	Prad.g_01428
OG0000144	Syai.g_01608	Prad.g_01226
OG0000145	Syai.g_00660	Prad.g_01107
OG0000146	Syai.g_01513	Prad.g_01110
OG0000147	Syai.g_01514	Prad.g_01111
OG0000148	Syai.g_01361	Prad.g_01162
OG0000149	Syai.g_02059	Prad.g_00301
OG0000150	Syai.g_00717	Prad.g_00293
OG0000151	Syai.g_01280	Prad.g_00235
OG0000152	Syai.g_01503	Prad.g_00186
OG0000153	Syai.g_01461	Prad.g_00167
OG0000154	Syai.g_01434	Prad.g_00139
OG0000155	Syai.g_02109	Prad.g_01476
OG0000156	Syai.g_02162	Prad.g_00359
OG0000157	Syai.g_02163	Prad.g_00360
OG0000158	Syai.g_00135	Prad.g_00567
OG0000160	Syai.g_00952	Prad.g_00514
OG0000161	Syai.g_00946	Prad.g_00508
OG0000162	Syai.g_00939	Prad.g_00502
OG0000163	Syai.g_02300	Prad.g_00467
OG0000164	Syai.g_02411	Prad.g_00917
OG0000165	Syai.g_02244	Prad.g_00910
OG0000166	Syai.g_00364	Prad.g_00843
OG0000167	Syai.g_00164	Prad.g_00777
OG0000168	Syai.g_00134	Prad.g_00767
OG0000169	Syai.g_00123	Prad.g_01637
OG0000170	Syai.g_00116	Prad.g_01635
OG0000171	Syai.g_00090	Prad.g_01617
OG0000172	Syai.g_00083	Prad.g_01609
OG0000173	Syai.g_00064	Prad.g_01594
OG0000174	Syai.g_02828	Prad.g_01566
OG0000175	Syai.g_02901	Prad.g_01556
OG0000176	Syai.g_00004	Prad.g_01532
OG0000177	Syai.g_00005	Prad.g_01531
OG0000178	Syai.g_00006	Prad.g_01530
OG0000179	Syai.g_00023	Prad.g_01970
OG0000180	Syai.g_00024	Prad.g_01969
OG0000181	Syai.g_00025	Prad.g_01968
OG0000182	Syai.g_00026	Prad.g_01967
OG0000183	Syai.g_00030	Prad.g_01963
OG0000184	Syai.g_02756	Prad.g_01940
OG0000185	Syai.g_02734	Prad.g_01937
OG0000186	Syai.g_02469	Prad.g_01929
OG0000187	Syai.g_02471	Prad.g_01928
OG0000188	Syai.g_00696, Syai.g_02494	Prad.g_01911
OG0000189	Syai.g_02530	Prad.g_01897
OG0000190	Syai.g_02532	Prad.g_01896
OG0000191	Syai.g_02562	Prad.g_01876
OG0000192	Syai.g_02569	Prad.g_01872
OG0000193	Syai.g_02609	Prad.g_01845
OG0000194	Syai.g_02612	Prad.g_01842
OG0000195	Syai.g_02614	Prad.g_01840
OG0000196	Syai.g_02625	Prad.g_01830
OG0000197	Syai.g_02626	Prad.g_01829
OG0000198	Syai.g_02627	Prad.g_01828
OG0000199	Syai.g_02635	Prad.g_01821
OG0000200	Syai.g_02651	Prad.g_01807
OG0000201	Syai.g_02667	Prad.g_01799
OG0000202	Syai.g_02668	Prad.g_01798
OG0000203	Syai.g_02669	Prad.g_01797
OG0000204	Syai.g_02670	Prad.g_01796
OG0000205	Syai.g_02677	Prad.g_01789
OG0000206	Syai.g_02684	Prad.g_01784
OG0000207	Syai.g_02686	Prad.g_01782
OG0000208	Syai.g_02687	Prad.g_01781
OG0000209	Syai.g_02699	Prad.g_01772
OG0000210	Syai.g_02700	Prad.g_01771
OG0000211	Syai.g_00533	Prad.g_01758
OG0000212	Syai.g_00544	Prad.g_01751
OG0000213	Syai.g_00292	Prad.g_01734
OG0000214	Syai.g_00276	Prad.g_01724
OG0000215	Syai.g_00245	Prad.g_01699
OG0000216	Syai.g_00241	Prad.g_01697
OG0000217	Syai.g_00237	Prad.g_01694
OG0000218	Syai.g_00235	Prad.g_01692
OG0000219	Syai.g_00234	Prad.g_01691
OG0000220	Syai.g_00233	Prad.g_01690
OG0000221	Syai.g_00227	Prad.g_01689
OG0000222	Syai.g_00215	Prad.g_01681
OG0000223	Syai.g_00194	Prad.g_01668
OG0000224	Syai.g_00186	Prad.g_01666
OG0000225	Syai.g_00502	Prad.g_01645
OG0000226	Syai.g_00506	Prad.g_00761
OG0000227	Syai.g_00508	Prad.g_00759
OG0000228	Syai.g_00516	Prad.g_00756
OG0000229	Syai.g_02228	Prad.g_00666
OG0000230	Syai.g_02226	Prad.g_00069
OG0000231	Syai.g_02208	Prad.g_00058
OG0000232	Syai.g_00846	Prad.g_00049
OG0000233	Syai.g_00855	Prad.g_00043
OG0000234	Syai.g_00866	Prad.g_00031
OG0000235	Syai.g_00637	Prad.g_00028
OG0000236	Syai.g_00652	Prad.g_00014
OG0000237	Syai.g_00669	Prad.g_00123
OG0000238	Syai.g_00674	Prad.g_00117
OG0000239	Syai.g_00691	Prad.g_00104
OG0000240	Syai.g_00692	Prad.g_00103
OG0000241	Syai.g_01085, Syai.g_01089	Prad.g_00099
OG0000242	Syai.g_00705	Prad.g_00097
OG0000243	Syai.g_00726	Prad.g_01333
OG0000244	Syai.g_00731	Prad.g_01336
OG0000245	Syai.g_00733	Prad.g_01338
OG0000246	Syai.g_00737	Prad.g_01342
OG0000247	Syai.g_00748	Prad.g_01352
OG0000248	Syai.g_00751	Prad.g_01354
OG0000249	Syai.g_00753	Prad.g_01356
OG0000250	Syai.g_00762	Prad.g_01361
OG0000251	Syai.g_00789	Prad.g_01380
OG0000252	Syai.g_00797	Prad.g_01383
OG0000253	Syai.g_00798	Prad.g_01384
OG0000254	Syai.g_01045	Prad.g_01400
OG0000255	Syai.g_01061	Prad.g_01406
OG0000256	Syai.g_01077	Prad.g_01416
OG0000257	Syai.g_01084	Prad.g_01419
OG0000258	Syai.g_01113	Prad.g_01432
OG0000259	Syai.g_01229	Prad.g_01234
OG0000260	Syai.g_01232	Prad.g_01237
OG0000261	Syai.g_01235	Prad.g_01239
OG0000262	Syai.g_01240	Prad.g_01243
OG0000263	Syai.g_01776	Prad.g_01255
OG0000264	Syai.g_01962	Prad.g_01265
OG0000265	Syai.g_02245	Prad.g_01049
OG0000266	Syai.g_01401	Prad.g_01059
OG0000267	Syai.g_01569	Prad.g_01070
OG0000268	Syai.g_01568	Prad.g_01071
OG0000269	Syai.g_01316	Prad.g_01141
OG0000270	Syai.g_01319	Prad.g_01144
OG0000271	Syai.g_01327	Prad.g_01152
OG0000272	Syai.g_01328	Prad.g_01153
OG0000273	Syai.g_02037	Prad.g_01176
OG0000274	Syai.g_02038	Prad.g_01177
OG0000275	Syai.g_02043	Prad.g_01180
OG0000276	Syai.g_02051	Prad.g_01185
OG0000277	Syai.g_02052	Prad.g_00308
OG0000278	Syai.g_02055	Prad.g_00305
OG0000279	Syai.g_02063	Prad.g_00298
OG0000280	Syai.g_02084	Prad.g_00297
OG0000281	Syai.g_01719	Prad.g_00292
OG0000282	Syai.g_01263	Prad.g_00243
OG0000283	Syai.g_01554	Prad.g_00209
OG0000284	Syai.g_01548	Prad.g_00204
OG0000285	Syai.g_01522	Prad.g_00199
OG0000286	Syai.g_01504	Prad.g_00187
OG0000287	Syai.g_01469	Prad.g_00170
OG0000288	Syai.g_01435	Prad.g_00140
OG0000289	Syai.g_01421	Prad.g_01035
OG0000290	Syai.g_02010	Prad.g_01021
OG0000291	Syai.g_02008	Prad.g_01019
OG0000292	Syai.g_02926	Prad.g_00972
OG0000293	Syai.g_02155	Prad.g_01505
OG0000294	Syai.g_02154	Prad.g_01504
OG0000295	Syai.g_02117	Prad.g_01484
OG0000296	Syai.g_02115	Prad.g_01482
OG0000297	Syai.g_01754	Prad.g_01474
OG0000298	Syai.g_01755	Prad.g_01473
OG0000299	Syai.g_01783	Prad.g_01455
OG0000300	Syai.g_01790	Prad.g_01452
OG0000301	Syai.g_01791	Prad.g_01451
OG0000302	Syai.g_01793	Prad.g_01449
OG0000303	Syai.g_01802	Prad.g_01442
OG0000304	Syai.g_01826	Prad.g_01438
OG0000305	Syai.g_02005	Prad.g_00602
OG0000306	Syai.g_02090	Prad.g_00599
OG0000307	Syai.g_00619	Prad.g_00585
OG0000308	Syai.g_00617	Prad.g_00584
OG0000309	Syai.g_00612	Prad.g_00580
OG0000310	Syai.g_00989	Prad.g_00530
OG0000311	Syai.g_00985	Prad.g_00528
OG0000312	Syai.g_00966	Prad.g_00525
OG0000313	Syai.g_00949	Prad.g_00511
OG0000314	Syai.g_00908	Prad.g_00487
OG0000315	Syai.g_00897	Prad.g_00477
OG0000316	Syai.g_02320, Syai.g_02322	Prad.g_00457
OG0000317	Syai.g_02373	Prad.g_00943
OG0000318	Syai.g_02379	Prad.g_00940
OG0000319	Syai.g_02395	Prad.g_00927
OG0000320	Syai.g_02397	Prad.g_00925
OG0000321	Syai.g_02398	Prad.g_00924
OG0000322	Syai.g_02399	Prad.g_00923
OG0000323	Syai.g_02413	Prad.g_00914
OG0000324	Syai.g_02272	Prad.g_00887
OG0000325	Syai.g_00320	Prad.g_00878
OG0000326	Syai.g_00327	Prad.g_00872
OG0000327	Syai.g_00359	Prad.g_00848
OG0000328	Syai.g_00360	Prad.g_00847
OG0000329	Syai.g_00378	Prad.g_00830
OG0000330	Syai.g_00379	Prad.g_00829
OG0000331	Syai.g_00380	Prad.g_00828
OG0000332	Syai.g_00395	Prad.g_00814
OG0000333	Syai.g_00398	Prad.g_00812
OG0000334	Syai.g_00407	Prad.g_00804
OG0000335	Syai.g_00412	Prad.g_00799
OG0000336	Syai.g_00416	Prad.g_00795
OG0000337	Syai.g_00169	Prad.g_00779
OG0000338	Syai.g_00166	Prad.g_00778
OG0000339	Syai.g_00160	Prad.g_00774
OG0000340	Syai.g_00133	Prad.g_00766, Prad.g_01294
OG0000341	Syai.g_00131	Prad.g_00764
OG0000342	Syai.g_00130	Prad.g_00763
OG0000343	Syai.g_00129	Prad.g_00762
OG0000344	Syai.g_00125	Prad.g_01639
OG0000345	Syai.g_00115	Prad.g_01634
OG0000346	Syai.g_00110	Prad.g_01630
OG0000347	Syai.g_00087	Prad.g_01615
OG0000348	Syai.g_00076	Prad.g_01606
OG0000349	Syai.g_00057	Prad.g_01589
OG0000350	Syai.g_00334	Prad.g_01570
OG0000351	Syai.g_02904	Prad.g_01553
OG0000352	Syai.g_02905	Prad.g_01552
OG0000353	Syai.g_02932	Prad.g_01537
OG0000354	Syai.g_00680, Syai.g_00019	Prad.g_01041
OG0000355	Syai.g_00001	Prad.g_01535
OG0000356	Syai.g_00002	Prad.g_01534
OG0000357	Syai.g_00003	Prad.g_01533
OG0000358	Syai.g_00007	Prad.g_01529
OG0000359	Syai.g_00009	Prad.g_01528
OG0000360	Syai.g_00010	Prad.g_01527
OG0000361	Syai.g_00011	Prad.g_01976
OG0000362	Syai.g_00013	Prad.g_01974
OG0000363	Syai.g_00015	Prad.g_01972
OG0000364	Syai.g_00016	Prad.g_01971
OG0000365	Syai.g_00027	Prad.g_01966
OG0000366	Syai.g_00028	Prad.g_01965
OG0000367	Syai.g_00029	Prad.g_01964
OG0000368	Syai.g_00031	Prad.g_01962
OG0000369	Syai.g_00032	Prad.g_01961
OG0000370	Syai.g_00033	Prad.g_01960
OG0000371	Syai.g_00041	Prad.g_01954
OG0000372	Syai.g_00047	Prad.g_01951
OG0000373	Syai.g_00048	Prad.g_01950
OG0000374	Syai.g_00049	Prad.g_01949
OG0000375	Syai.g_00053	Prad.g_01947
OG0000376	Syai.g_00055	Prad.g_01945
OG0000377	Syai.g_02769	Prad.g_01941
OG0000378	Syai.g_02751	Prad.g_01939
OG0000379	Syai.g_02733	Prad.g_01936
OG0000380	Syai.g_02472	Prad.g_01927
OG0000381	Syai.g_02475	Prad.g_01923
OG0000382	Syai.g_02493	Prad.g_01912
OG0000383	Syai.g_02498	Prad.g_01910
OG0000384	Syai.g_02499	Prad.g_01909
OG0000385	Syai.g_02500	Prad.g_01908
OG0000386	Syai.g_02501	Prad.g_01907
OG0000387	Syai.g_02534	Prad.g_01894
OG0000388	Syai.g_02538	Prad.g_01891
OG0000389	Syai.g_02542	Prad.g_01887
OG0000390	Syai.g_02556	Prad.g_01880, Prad.g_00011
OG0000391	Syai.g_02561	Prad.g_01877
OG0000392	Syai.g_02568	Prad.g_01873
OG0000393	Syai.g_02570	Prad.g_01871
OG0000394	Syai.g_02571	Prad.g_01870
OG0000395	Syai.g_02572	Prad.g_01869
OG0000396	Syai.g_02575	Prad.g_01866
OG0000397	Syai.g_02577	Prad.g_01864
OG0000398	Syai.g_02582	Prad.g_01862
OG0000399	Syai.g_02583	Prad.g_01861
OG0000400	Syai.g_02584	Prad.g_01860
OG0000401	Syai.g_02585	Prad.g_01859
OG0000402	Syai.g_02588	Prad.g_01857
OG0000403	Syai.g_02589	Prad.g_01856
OG0000404	Syai.g_02590	Prad.g_01855
OG0000405	Syai.g_02606	Prad.g_01851
OG0000406	Syai.g_02610	Prad.g_01844
OG0000407	Syai.g_02611	Prad.g_01843
OG0000408	Syai.g_02613	Prad.g_01841
OG0000409	Syai.g_02615	Prad.g_01839
OG0000410	Syai.g_02616	Prad.g_01838
OG0000411	Syai.g_02617	Prad.g_01837
OG0000412	Syai.g_02618	Prad.g_01836
OG0000413	Syai.g_02620	Prad.g_01835
OG0000414	Syai.g_02621	Prad.g_01834
OG0000415	Syai.g_02622	Prad.g_01833
OG0000416	Syai.g_02623	Prad.g_01832
OG0000417	Syai.g_02624	Prad.g_01831
OG0000418	Syai.g_02629	Prad.g_01826
OG0000419	Syai.g_02631	Prad.g_01824
OG0000420	Syai.g_02633	Prad.g_01823
OG0000421	Syai.g_02638	Prad.g_01818
OG0000422	Syai.g_02639	Prad.g_01817
OG0000423	Syai.g_02640	Prad.g_01816
OG0000424	Syai.g_02641	Prad.g_01815
OG0000425	Syai.g_02642	Prad.g_01814
OG0000426	Syai.g_02643	Prad.g_01813
OG0000427	Syai.g_02644	Prad.g_01812
OG0000428	Syai.g_02647	Prad.g_01810
OG0000429	Syai.g_02649	Prad.g_01809
OG0000430	Syai.g_02650	Prad.g_01808
OG0000431	Syai.g_02654	Prad.g_01806
OG0000432	Syai.g_02660	Prad.g_01803
OG0000433	Syai.g_02662	Prad.g_01802
OG0000434	Syai.g_02663	Prad.g_01801
OG0000435	Syai.g_02666	Prad.g_01800
OG0000436	Syai.g_02671	Prad.g_01795
OG0000437	Syai.g_02672	Prad.g_01794
OG0000438	Syai.g_02673	Prad.g_01793
OG0000439	Syai.g_02675	Prad.g_01791
OG0000440	Syai.g_02676	Prad.g_01790
OG0000441	Syai.g_02681	Prad.g_01787
OG0000442	Syai.g_02682	Prad.g_01786
OG0000443	Syai.g_02683	Prad.g_01785
OG0000444	Syai.g_02688	Prad.g_01780
OG0000445	Syai.g_02689	Prad.g_01779
OG0000446	Syai.g_02690	Prad.g_01778
OG0000447	Syai.g_02693	Prad.g_01777
OG0000448	Syai.g_02694	Prad.g_01776
OG0000449	Syai.g_02695	Prad.g_01775
OG0000450	Syai.g_02696	Prad.g_01774
OG0000451	Syai.g_02697	Prad.g_01773
OG0000452	Syai.g_02701	Prad.g_01770
OG0000453	Syai.g_02702	Prad.g_01769
OG0000454	Syai.g_02703	Prad.g_01768
OG0000455	Syai.g_02704	Prad.g_01767
OG0000456	Syai.g_02705	Prad.g_01766
OG0000457	Syai.g_02707	Prad.g_01765
OG0000458	Syai.g_02708	Prad.g_01764
OG0000459	Syai.g_02709	Prad.g_01763
OG0000460	Syai.g_00535	Prad.g_01756
OG0000461	Syai.g_00314	Prad.g_01749
OG0000462	Syai.g_00311	Prad.g_01747
OG0000463	Syai.g_00310	Prad.g_01746
OG0000464	Syai.g_00309	Prad.g_01745
OG0000465	Syai.g_00307	Prad.g_01744
OG0000466	Syai.g_00303	Prad.g_01741
OG0000467	Syai.g_00301	Prad.g_01740
OG0000468	Syai.g_00296	Prad.g_01738
OG0000469	Syai.g_00282	Prad.g_01729
OG0000470	Syai.g_00280	Prad.g_01727
OG0000471	Syai.g_00279	Prad.g_01726
OG0000472	Syai.g_00277	Prad.g_01725
OG0000473	Syai.g_00275	Prad.g_01723
OG0000474	Syai.g_00274	Prad.g_01722
OG0000475	Syai.g_00273	Prad.g_01721
OG0000476	Syai.g_00271	Prad.g_01720
OG0000477	Syai.g_00265	Prad.g_01716
OG0000478	Syai.g_00264	Prad.g_01715
OG0000479	Syai.g_00263	Prad.g_01714
OG0000480	Syai.g_00256	Prad.g_01709
OG0000481	Syai.g_00254	Prad.g_01707
OG0000482	Syai.g_00253	Prad.g_01706
OG0000483	Syai.g_00249	Prad.g_01703
OG0000484	Syai.g_00248	Prad.g_01702
OG0000485	Syai.g_00247	Prad.g_01701
OG0000486	Syai.g_00246	Prad.g_01700
OG0000487	Syai.g_00240	Prad.g_01696
OG0000488	Syai.g_00236	Prad.g_01693
OG0000489	Syai.g_00226	Prad.g_01688
OG0000490	Syai.g_00218	Prad.g_01683
OG0000491	Syai.g_00217	Prad.g_01682
OG0000492	Syai.g_00214	Prad.g_01680
OG0000493	Syai.g_00213	Prad.g_01679
OG0000494	Syai.g_00212	Prad.g_01678
OG0000495	Syai.g_00211	Prad.g_01677
OG0000496	Syai.g_00210	Prad.g_01676
OG0000497	Syai.g_00209	Prad.g_01675
OG0000498	Syai.g_00208	Prad.g_01674
OG0000499	Syai.g_00207	Prad.g_01673
OG0000500	Syai.g_00206	Prad.g_01672
OG0000501	Syai.g_00203	Prad.g_01670
OG0000502	Syai.g_00192	Prad.g_01667
OG0000503	Syai.g_00486	Prad.g_01657
OG0000504	Syai.g_00488	Prad.g_01656
OG0000505	Syai.g_00489	Prad.g_01655
OG0000506	Syai.g_00491	Prad.g_01653
OG0000507	Syai.g_00497	Prad.g_01650
OG0000508	Syai.g_00501	Prad.g_01646
OG0000509	Syai.g_00503	Prad.g_01644
OG0000510	Syai.g_00504	Prad.g_01643
OG0000511	Syai.g_00505	Prad.g_01642
OG0000512	Syai.g_00507	Prad.g_00760
OG0000513	Syai.g_00521	Prad.g_00753
OG0000514	Syai.g_00528	Prad.g_00671
OG0000515	Syai.g_00529	Prad.g_00670
OG0000516	Syai.g_02223	Prad.g_00669
OG0000517	Syai.g_02229	Prad.g_00667
OG0000518	Syai.g_02211	Prad.g_00061
OG0000519	Syai.g_02210	Prad.g_00060
OG0000520	Syai.g_02209	Prad.g_00059
OG0000521	Syai.g_00842	Prad.g_00054
OG0000522	Syai.g_00844	Prad.g_00052
OG0000523	Syai.g_00845	Prad.g_00051
OG0000524	Syai.g_00852	Prad.g_00045
OG0000525	Syai.g_00856	Prad.g_00042
OG0000526	Syai.g_00859	Prad.g_00041
OG0000527	Syai.g_00863	Prad.g_00034
OG0000528	Syai.g_00633	Prad.g_00029
OG0000529	Syai.g_00639	Prad.g_00026
OG0000530	Syai.g_00642	Prad.g_00023
OG0000531	Syai.g_00643	Prad.g_00022
OG0000532	Syai.g_00646	Prad.g_00020
OG0000533	Syai.g_00647	Prad.g_00019
OG0000534	Syai.g_00648	Prad.g_00018
OG0000535	Syai.g_00649	Prad.g_00017
OG0000536	Syai.g_00650	Prad.g_00016
OG0000537	Syai.g_00651	Prad.g_00015
OG0000538	Syai.g_00662	Prad.g_00129
OG0000539	Syai.g_00663	Prad.g_00128
OG0000540	Syai.g_00664	Prad.g_00127
OG0000541	Syai.g_00665	Prad.g_00126
OG0000542	Syai.g_00668	Prad.g_00124
OG0000543	Syai.g_00670	Prad.g_00122
OG0000544	Syai.g_00671	Prad.g_00121
OG0000545	Syai.g_00673	Prad.g_00119
OG0000546	Syai.g_00675	Prad.g_00116
OG0000547	Syai.g_00677	Prad.g_00114
OG0000548	Syai.g_00678	Prad.g_00113
OG0000549	Syai.g_00684	Prad.g_00111
OG0000550	Syai.g_00689	Prad.g_00106
OG0000551	Syai.g_00694	Prad.g_00102
OG0000552	Syai.g_00695	Prad.g_00101
OG0000553	Syai.g_00698	Prad.g_00100
OG0000554	Syai.g_00708	Prad.g_00095
OG0000555	Syai.g_00725	Prad.g_01332
OG0000556	Syai.g_00728	Prad.g_01334
OG0000557	Syai.g_00730	Prad.g_01335
OG0000558	Syai.g_00732	Prad.g_01337
OG0000559	Syai.g_00736	Prad.g_01341
OG0000560	Syai.g_00739	Prad.g_01344
OG0000561	Syai.g_00740	Prad.g_01345
OG0000562	Syai.g_00741	Prad.g_01346
OG0000563	Syai.g_00742	Prad.g_01347
OG0000564	Syai.g_00743	Prad.g_01348
OG0000565	Syai.g_00746	Prad.g_01351
OG0000566	Syai.g_00750	Prad.g_01353
OG0000567	Syai.g_00754	Prad.g_01357
OG0000568	Syai.g_00758	Prad.g_01358
OG0000569	Syai.g_00759	Prad.g_01359
OG0000570	Syai.g_00760	Prad.g_01360
OG0000571	Syai.g_00764	Prad.g_01362
OG0000572	Syai.g_00782	Prad.g_01375
OG0000573	Syai.g_00790	Prad.g_01381
OG0000574	Syai.g_00796	Prad.g_01382
OG0000575	Syai.g_00800	Prad.g_01386
OG0000576	Syai.g_00802	Prad.g_01388
