Orthogroup	Syai	Syae
OG0000099	Syai.g_00199	Syae.g_01913
OG0000100	Syai.g_01372	Syae.g_00489
OG0000101	Syai.g_00404	Syae.g_02125
OG0000102	Syai.g_00106	Syae.g_01824
OG0000103	Syai.g_02912	Syae.g_01694
OG0000104	Syai.g_02929	Syae.g_01708
OG0000105	Syai.g_00267	Syae.g_01977
OG0000106	Syai.g_01601	Syae.g_00272
OG0000107	Syai.g_00319	Syae.g_02032
OG0000108	Syai.g_00638	Syae.g_02309
OG0000109	Syai.g_00653	Syae.g_02324
OG0000110	Syai.g_00766	Syae.g_02435
OG0000111	Syai.g_01998	Syae.g_00783
OG0000112	Syai.g_01512	Syae.g_00351
OG0000113	Syai.g_01367	Syae.g_00494
OG0000114	Syai.g_01261	Syae.g_00575
OG0000115	Syai.g_00932	Syae.g_02631
OG0000116	Syai.g_02156	Syae.g_00939
OG0000117	Syai.g_01756	Syae.g_00647
OG0000118	Syai.g_00818	Syae.g_02479
OG0000119	Syai.g_02127	Syae.g_00904
OG0000120	Syai.g_00198	Syae.g_01912
OG0000121	Syai.g_00951	Syae.g_02649
OG0000122	Syai.g_01143	Syae.g_00112
OG0000123	Syai.g_00411	Syae.g_02131
OG0000124	Syai.g_00089	Syae.g_01809
OG0000125	Syai.g_02782	Syae.g_01573
OG0000126	Syai.g_02927	Syae.g_01706
OG0000127	Syai.g_01872, Syai.g_01906, Syai.g_01855	Syae.g_00720
OG0000128	Syai.g_00012	Syae.g_01724
OG0000129	Syai.g_02771	Syae.g_01562
OG0000130	Syai.g_02474	Syae.g_01284
OG0000131	Syai.g_02608	Syae.g_01428
OG0000132	Syai.g_02628	Syae.g_01447
OG0000133	Syai.g_01507	Syae.g_00356
OG0000134	Syai.g_00520	Syae.g_02222
OG0000135	Syai.g_02826	Syae.g_01608
OG0000136	Syai.g_02217	Syae.g_00989
OG0000137	Syai.g_00865	Syae.g_02530
OG0000138	Syai.g_00654	Syae.g_02325
OG0000139	Syai.g_00714	Syae.g_02380
OG0000140	Syai.g_00716	Syae.g_02383
OG0000141	Syai.g_01041	Syae.g_00016
OG0000142	Syai.g_01104	Syae.g_00074
OG0000143	Syai.g_01108	Syae.g_00078
OG0000144	Syai.g_01608	Syae.g_00261
OG0000145	Syai.g_00660	Syae.g_02331
OG0000146	Syai.g_01513	Syae.g_00350
OG0000147	Syai.g_01514	Syae.g_00349
OG0000148	Syai.g_01361	Syae.g_00500
OG0000149	Syai.g_02059	Syae.g_00847
OG0000150	Syai.g_00717	Syae.g_00017
OG0000151	Syai.g_01280	Syae.g_00563
OG0000152	Syai.g_01503	Syae.g_00360
OG0000153	Syai.g_01461	Syae.g_00394
OG0000154	Syai.g_01434	Syae.g_00420
OG0000155	Syai.g_02109	Syae.g_00885
OG0000156	Syai.g_02162	Syae.g_00945
OG0000157	Syai.g_02163	Syae.g_00946
OG0000158	Syai.g_00135	Syae.g_01858
OG0000160	Syai.g_00952	Syae.g_02650
OG0000161	Syai.g_00946	Syae.g_02644
OG0000162	Syai.g_00939	Syae.g_02638
OG0000163	Syai.g_02300	Syae.g_01092
OG0000164	Syai.g_02411	Syae.g_01198
OG0000165	Syai.g_02244	Syae.g_01021
OG0000166	Syai.g_00364	Syae.g_02085
OG0000167	Syai.g_00164	Syae.g_01874
OG0000168	Syai.g_00134	Syae.g_01856
OG0000169	Syai.g_00123	Syae.g_01841
OG0000170	Syai.g_00116	Syae.g_01834
OG0000171	Syai.g_00090	Syae.g_01810
OG0000172	Syai.g_00083	Syae.g_01788
OG0000173	Syai.g_00064	Syae.g_01770
OG0000174	Syai.g_02828	Syae.g_01610
OG0000175	Syai.g_02901	Syae.g_01679
OG0000176	Syai.g_00004	Syae.g_01716
OG0000177	Syai.g_00005	Syae.g_01717
OG0000178	Syai.g_00006	Syae.g_01718
OG0000179	Syai.g_00023	Syae.g_01733
OG0000180	Syai.g_00024	Syae.g_01734
OG0000181	Syai.g_00025	Syae.g_01735
OG0000182	Syai.g_00026	Syae.g_01736
OG0000183	Syai.g_00030	Syae.g_01740
OG0000184	Syai.g_02756	Syae.g_01554
OG0000185	Syai.g_02734	Syae.g_01551
OG0000186	Syai.g_02469	Syae.g_01279
OG0000187	Syai.g_02471	Syae.g_01280
OG0000188	Syai.g_02494	Syae.g_01323
OG0000189	Syai.g_02530	Syae.g_01350
OG0000190	Syai.g_02532	Syae.g_01352
OG0000191	Syai.g_02562	Syae.g_01384
OG0000192	Syai.g_02569	Syae.g_01390
OG0000193	Syai.g_02609	Syae.g_01429
OG0000194	Syai.g_02612	Syae.g_01432
OG0000195	Syai.g_02614	Syae.g_01434
OG0000196	Syai.g_02625	Syae.g_01444
OG0000197	Syai.g_02626	Syae.g_01445
OG0000198	Syai.g_02627	Syae.g_01446
OG0000199	Syai.g_02635	Syae.g_01454
OG0000200	Syai.g_02651	Syae.g_01471
OG0000201	Syai.g_02667	Syae.g_01487
OG0000202	Syai.g_02668	Syae.g_01488
OG0000203	Syai.g_02669	Syae.g_01489
OG0000204	Syai.g_02670	Syae.g_01490
OG0000205	Syai.g_02677	Syae.g_01497
OG0000206	Syai.g_02684	Syae.g_01504
OG0000207	Syai.g_02686	Syae.g_01506
OG0000208	Syai.g_02687	Syae.g_01507
OG0000209	Syai.g_02699	Syae.g_01528
OG0000210	Syai.g_02700	Syae.g_01529
OG0000211	Syai.g_00533	Syae.g_02234
OG0000212	Syai.g_00544	Syae.g_02244
OG0000213	Syai.g_00292	Syae.g_02003
OG0000214	Syai.g_00276	Syae.g_01986
OG0000215	Syai.g_00245	Syae.g_01955
OG0000216	Syai.g_00241	Syae.g_01951
OG0000217	Syai.g_00237	Syae.g_01947
OG0000218	Syai.g_00235	Syae.g_01945
OG0000219	Syai.g_00234	Syae.g_01944
OG0000220	Syai.g_00233	Syae.g_01943
OG0000221	Syai.g_00227	Syae.g_01937
OG0000222	Syai.g_00215	Syae.g_01926
OG0000223	Syai.g_00194	Syae.g_01904
OG0000224	Syai.g_00186	Syae.g_01897
OG0000225	Syai.g_00502	Syae.g_02208
OG0000226	Syai.g_00506	Syae.g_02212
OG0000227	Syai.g_00508	Syae.g_02214
OG0000228	Syai.g_00516	Syae.g_02218
OG0000229	Syai.g_02228	Syae.g_00994
OG0000230	Syai.g_02226	Syae.g_00992
OG0000231	Syai.g_02208	Syae.g_00980
OG0000232	Syai.g_00846	Syae.g_02496
OG0000233	Syai.g_00855	Syae.g_02504
OG0000234	Syai.g_00866	Syae.g_02532
OG0000235	Syai.g_00637	Syae.g_02308
OG0000236	Syai.g_00652	Syae.g_02323
OG0000237	Syai.g_00669	Syae.g_02340
OG0000238	Syai.g_00674	Syae.g_02345
OG0000239	Syai.g_00691	Syae.g_02360
OG0000240	Syai.g_00692	Syae.g_02361
OG0000241	Syai.g_01085	Syae.g_00065
OG0000242	Syai.g_00705	Syae.g_02372
OG0000243	Syai.g_00726	Syae.g_02391
OG0000244	Syai.g_00731	Syae.g_02399
OG0000245	Syai.g_00733	Syae.g_02401
OG0000246	Syai.g_00737	Syae.g_02405
OG0000247	Syai.g_00748	Syae.g_02416
OG0000248	Syai.g_00751	Syae.g_02419
OG0000249	Syai.g_00753	Syae.g_02421
OG0000250	Syai.g_00762	Syae.g_02431
OG0000251	Syai.g_00789	Syae.g_02455
OG0000252	Syai.g_00797	Syae.g_02458
OG0000253	Syai.g_00798	Syae.g_02459
OG0000254	Syai.g_01045	Syae.g_00021
OG0000255	Syai.g_01061	Syae.g_00041
OG0000256	Syai.g_01077	Syae.g_00058
OG0000257	Syai.g_01084	Syae.g_00064
OG0000258	Syai.g_01113	Syae.g_00083
OG0000259	Syai.g_01229	Syae.g_00608
OG0000260	Syai.g_01232	Syae.g_00603
OG0000261	Syai.g_01235	Syae.g_00600
OG0000262	Syai.g_01240	Syae.g_00595
OG0000263	Syai.g_01776	Syae.g_00671
OG0000264	Syai.g_01962	Syae.g_00761
OG0000265	Syai.g_02245	Syae.g_00932, Syae.g_00226
OG0000266	Syai.g_01401	Syae.g_00457
OG0000267	Syai.g_01569	Syae.g_00304
OG0000268	Syai.g_01568	Syae.g_00308
OG0000269	Syai.g_01316	Syae.g_00526
OG0000270	Syai.g_01319	Syae.g_00523
OG0000271	Syai.g_01327	Syae.g_00515
OG0000272	Syai.g_01328	Syae.g_00514
OG0000273	Syai.g_02037	Syae.g_00825
OG0000274	Syai.g_02038	Syae.g_00826
OG0000275	Syai.g_02043	Syae.g_00832
OG0000276	Syai.g_02051	Syae.g_00839
OG0000277	Syai.g_02052	Syae.g_00840
OG0000278	Syai.g_02055	Syae.g_00843
OG0000279	Syai.g_02063	Syae.g_00851
OG0000280	Syai.g_02084	Syae.g_00877
OG0000281	Syai.g_01719	Syae.g_02057
OG0000282	Syai.g_01263	Syae.g_00573
OG0000283	Syai.g_01554	Syae.g_00321
OG0000284	Syai.g_01548	Syae.g_00327
OG0000285	Syai.g_01522	Syae.g_00340
OG0000286	Syai.g_01504	Syae.g_00359
OG0000287	Syai.g_01469	Syae.g_00387
OG0000288	Syai.g_01435	Syae.g_00419
OG0000289	Syai.g_01421	Syae.g_00433
OG0000290	Syai.g_02010	Syae.g_00796
OG0000291	Syai.g_02008	Syae.g_00794
OG0000292	Syai.g_02926	Syae.g_01705
OG0000293	Syai.g_02155	Syae.g_00938
OG0000294	Syai.g_02154	Syae.g_00937
OG0000295	Syai.g_02117	Syae.g_00893
OG0000296	Syai.g_02115	Syae.g_00891
OG0000297	Syai.g_01754	Syae.g_00645
OG0000298	Syai.g_01755	Syae.g_00646
OG0000299	Syai.g_01783	Syae.g_00680
OG0000300	Syai.g_01790	Syae.g_00686
OG0000301	Syai.g_01791	Syae.g_00687
OG0000302	Syai.g_01793	Syae.g_00691
OG0000303	Syai.g_01802	Syae.g_00700
OG0000304	Syai.g_01826	Syae.g_00706
OG0000305	Syai.g_02005	Syae.g_00791
OG0000306	Syai.g_02090	Syae.g_00277
OG0000307	Syai.g_00619	Syae.g_02290
OG0000308	Syai.g_00617	Syae.g_02288
OG0000309	Syai.g_00612	Syae.g_02283
OG0000310	Syai.g_00989	Syae.g_02687
OG0000311	Syai.g_00985	Syae.g_02682
OG0000312	Syai.g_00966	Syae.g_02664
OG0000313	Syai.g_00949	Syae.g_02647
OG0000314	Syai.g_00908	Syae.g_02618
OG0000315	Syai.g_00897	Syae.g_02609
OG0000316	Syai.g_02320, Syai.g_02322	Syae.g_01118
OG0000317	Syai.g_02373	Syae.g_01160
OG0000318	Syai.g_02379	Syae.g_01164
OG0000319	Syai.g_02395	Syae.g_01181
OG0000320	Syai.g_02397	Syae.g_01183
OG0000321	Syai.g_02398	Syae.g_01184
OG0000322	Syai.g_02399	Syae.g_01185
OG0000323	Syai.g_02413	Syae.g_01200
OG0000324	Syai.g_02272	Syae.g_01049
OG0000325	Syai.g_00320	Syae.g_02033
OG0000326	Syai.g_00327	Syae.g_02040
OG0000327	Syai.g_00359	Syae.g_02080
OG0000328	Syai.g_00360	Syae.g_02081
OG0000329	Syai.g_00378	Syae.g_02099
OG0000330	Syai.g_00379	Syae.g_02100
OG0000331	Syai.g_00380	Syae.g_02101
OG0000332	Syai.g_00395	Syae.g_02116
OG0000333	Syai.g_00398	Syae.g_02119
OG0000334	Syai.g_00407	Syae.g_02128
OG0000335	Syai.g_00412	Syae.g_02132
OG0000336	Syai.g_00416	Syae.g_02136
OG0000337	Syai.g_00169	Syae.g_01879
OG0000338	Syai.g_00166	Syae.g_01876
OG0000339	Syai.g_00160	Syae.g_01869
OG0000340	Syai.g_00133	Syae.g_01855
OG0000341	Syai.g_00131	Syae.g_01853
OG0000342	Syai.g_00130	Syae.g_01852
OG0000343	Syai.g_00129	Syae.g_01848
OG0000344	Syai.g_00125	Syae.g_01843
OG0000345	Syai.g_00115	Syae.g_01833
OG0000346	Syai.g_00110	Syae.g_01828
OG0000347	Syai.g_00087	Syae.g_01805
OG0000348	Syai.g_00076	Syae.g_01781
OG0000349	Syai.g_00057	Syae.g_01763
OG0000350	Syai.g_00334	Syae.g_02047
OG0000351	Syai.g_02904	Syae.g_01684
OG0000352	Syai.g_02905	Syae.g_01685
OG0000353	Syai.g_02932	Syae.g_01711
OG0000354	Syai.g_00680	Syae.g_02351
OG0000354	Syai.g_00019	Syae.g_01731
OG0000355	Syai.g_00001	Syae.g_01713
OG0000356	Syai.g_00002	Syae.g_01714
OG0000357	Syai.g_00003	Syae.g_01715
OG0000358	Syai.g_00007	Syae.g_01719
OG0000359	Syai.g_00009	Syae.g_01721
OG0000360	Syai.g_00010	Syae.g_01722
OG0000361	Syai.g_00011	Syae.g_01723
OG0000362	Syai.g_00013	Syae.g_01725
OG0000363	Syai.g_00015	Syae.g_01727
OG0000364	Syai.g_00016	Syae.g_01728
OG0000365	Syai.g_00027	Syae.g_01737
OG0000366	Syai.g_00028	Syae.g_01738
OG0000367	Syai.g_00029	Syae.g_01739
OG0000368	Syai.g_00031	Syae.g_01741
OG0000369	Syai.g_00032	Syae.g_01742
OG0000370	Syai.g_00033	Syae.g_01743
OG0000371	Syai.g_00041	Syae.g_01751
OG0000372	Syai.g_00047	Syae.g_01756
OG0000373	Syai.g_00048	Syae.g_01757
OG0000374	Syai.g_00049	Syae.g_01758
OG0000375	Syai.g_00053	Syae.g_01759
OG0000376	Syai.g_00055	Syae.g_01761
OG0000377	Syai.g_02769	Syae.g_01561
OG0000378	Syai.g_02751	Syae.g_01553
OG0000379	Syai.g_02733	Syae.g_01550
OG0000380	Syai.g_02472	Syae.g_01281
OG0000381	Syai.g_02475	Syae.g_01285
OG0000382	Syai.g_02493	Syae.g_01322
OG0000383	Syai.g_02498	Syae.g_01324
OG0000384	Syai.g_02499	Syae.g_01325
OG0000385	Syai.g_02500	Syae.g_01326
OG0000386	Syai.g_02501	Syae.g_01327
OG0000387	Syai.g_02534	Syae.g_01354
OG0000388	Syai.g_02538	Syae.g_01358
OG0000389	Syai.g_02542	Syae.g_01362
OG0000390	Syai.g_02556	Syae.g_01378
OG0000391	Syai.g_02561	Syae.g_01383
OG0000392	Syai.g_02568	Syae.g_01389
OG0000393	Syai.g_02570	Syae.g_01392
OG0000394	Syai.g_02571	Syae.g_01393
OG0000395	Syai.g_02572	Syae.g_01394
OG0000396	Syai.g_02575	Syae.g_01397
OG0000397	Syai.g_02577	Syae.g_01400
OG0000398	Syai.g_02582	Syae.g_01405
OG0000399	Syai.g_02583	Syae.g_01406
OG0000400	Syai.g_02584	Syae.g_01407
OG0000401	Syai.g_02585	Syae.g_01408
OG0000402	Syai.g_02588	Syae.g_01410
OG0000403	Syai.g_02589	Syae.g_01411
OG0000404	Syai.g_02590	Syae.g_01412
OG0000405	Syai.g_02606	Syae.g_01426
OG0000406	Syai.g_02610	Syae.g_01430
OG0000407	Syai.g_02611	Syae.g_01431
OG0000408	Syai.g_02613	Syae.g_01433
OG0000409	Syai.g_02615	Syae.g_01435
OG0000410	Syai.g_02616	Syae.g_01436
OG0000411	Syai.g_02617	Syae.g_01437
OG0000412	Syai.g_02618	Syae.g_01438
OG0000413	Syai.g_02620	Syae.g_01440
OG0000415	Syai.g_02622	Syae.g_01441
OG0000416	Syai.g_02623	Syae.g_01442
OG0000417	Syai.g_02624	Syae.g_01443
OG0000418	Syai.g_02629	Syae.g_01448
OG0000419	Syai.g_02631	Syae.g_01450
OG0000420	Syai.g_02633	Syae.g_01452
OG0000421	Syai.g_02638	Syae.g_01457
OG0000422	Syai.g_02639	Syae.g_01458
OG0000423	Syai.g_02640	Syae.g_01459
OG0000424	Syai.g_02641	Syae.g_01460
OG0000425	Syai.g_02642	Syae.g_01461
OG0000426	Syai.g_02643	Syae.g_01462
OG0000427	Syai.g_02644	Syae.g_01463
OG0000428	Syai.g_02647	Syae.g_01466
OG0000429	Syai.g_02649	Syae.g_01468
OG0000430	Syai.g_02650	Syae.g_01470
OG0000431	Syai.g_02654	Syae.g_01473
OG0000432	Syai.g_02660	Syae.g_01481
OG0000433	Syai.g_02662	Syae.g_01484
OG0000434	Syai.g_02663	Syae.g_01485
OG0000435	Syai.g_02666	Syae.g_01486
OG0000436	Syai.g_02671	Syae.g_01491
OG0000437	Syai.g_02672	Syae.g_01492
OG0000438	Syai.g_02673	Syae.g_01493
OG0000439	Syai.g_02675	Syae.g_01495
OG0000440	Syai.g_02676	Syae.g_01496
OG0000441	Syai.g_02681	Syae.g_01501
OG0000442	Syai.g_02682	Syae.g_01502
OG0000443	Syai.g_02683	Syae.g_01503
OG0000444	Syai.g_02688	Syae.g_01509
OG0000445	Syai.g_02689	Syae.g_01510
OG0000446	Syai.g_02690	Syae.g_01512
OG0000447	Syai.g_02693	Syae.g_01517
OG0000448	Syai.g_02694	Syae.g_01518
OG0000449	Syai.g_02695	Syae.g_01519
OG0000450	Syai.g_02696	Syae.g_01525
OG0000451	Syai.g_02697	Syae.g_01526
OG0000452	Syai.g_02701	Syae.g_01530
OG0000453	Syai.g_02702	Syae.g_01531
OG0000454	Syai.g_02703	Syae.g_01532
OG0000455	Syai.g_02704	Syae.g_01533
OG0000456	Syai.g_02705	Syae.g_01534
OG0000457	Syai.g_02707	Syae.g_01536
OG0000458	Syai.g_02708	Syae.g_01538
OG0000459	Syai.g_02709	Syae.g_01539
OG0000460	Syai.g_00535	Syae.g_02236
OG0000461	Syai.g_00314	Syae.g_02024
OG0000462	Syai.g_00311	Syae.g_02021
OG0000463	Syai.g_00310	Syae.g_02020
OG0000464	Syai.g_00309	Syae.g_02019
OG0000465	Syai.g_00307	Syae.g_02018
OG0000466	Syai.g_00303	Syae.g_02014
OG0000467	Syai.g_00301	Syae.g_02012
OG0000468	Syai.g_00296	Syae.g_02007
OG0000469	Syai.g_00282	Syae.g_01992
OG0000470	Syai.g_00280	Syae.g_01990
OG0000471	Syai.g_00279	Syae.g_01989
OG0000472	Syai.g_00277	Syae.g_01987
OG0000473	Syai.g_00275	Syae.g_01985
OG0000474	Syai.g_00274	Syae.g_01984
OG0000475	Syai.g_00273	Syae.g_01983
OG0000476	Syai.g_00271	Syae.g_01981
OG0000477	Syai.g_00265	Syae.g_01975
OG0000478	Syai.g_00264	Syae.g_01974
OG0000479	Syai.g_00263	Syae.g_01973
OG0000480	Syai.g_00256	Syae.g_01966
OG0000481	Syai.g_00254	Syae.g_01964
OG0000482	Syai.g_00253	Syae.g_01963
OG0000483	Syai.g_00249	Syae.g_01959
OG0000484	Syai.g_00248	Syae.g_01958
OG0000485	Syai.g_00247	Syae.g_01957
OG0000486	Syai.g_00246	Syae.g_01956
OG0000487	Syai.g_00240	Syae.g_01950
OG0000488	Syai.g_00236	Syae.g_01946
OG0000489	Syai.g_00226	Syae.g_01936
OG0000490	Syai.g_00218	Syae.g_01928
OG0000491	Syai.g_00217	Syae.g_01927
OG0000492	Syai.g_00214	Syae.g_01925
OG0000493	Syai.g_00213	Syae.g_01924
OG0000494	Syai.g_00212	Syae.g_01923
OG0000495	Syai.g_00211	Syae.g_01922
OG0000496	Syai.g_00210	Syae.g_01921
OG0000497	Syai.g_00209	Syae.g_01920
OG0000498	Syai.g_00208	Syae.g_01919
OG0000499	Syai.g_00207	Syae.g_01918
OG0000500	Syai.g_00206	Syae.g_01917
OG0000501	Syai.g_00203	Syae.g_01914
OG0000502	Syai.g_00192	Syae.g_01902
OG0000503	Syai.g_00486	Syae.g_02192
OG0000504	Syai.g_00488	Syae.g_02194
OG0000505	Syai.g_00489	Syae.g_02195
OG0000506	Syai.g_00491	Syae.g_02197
OG0000507	Syai.g_00497	Syae.g_02203
OG0000508	Syai.g_00501	Syae.g_02207
OG0000509	Syai.g_00503	Syae.g_02209
OG0000510	Syai.g_00504	Syae.g_02210
OG0000511	Syai.g_00505	Syae.g_02211
OG0000512	Syai.g_00507	Syae.g_02213
OG0000513	Syai.g_00521	Syae.g_02223
OG0000514	Syai.g_00528	Syae.g_02229
OG0000515	Syai.g_00529	Syae.g_02230
OG0000516	Syai.g_02223	Syae.g_01000
OG0000517	Syai.g_02229	Syae.g_00995
OG0000518	Syai.g_02211	Syae.g_00983
OG0000519	Syai.g_02210	Syae.g_00982
OG0000520	Syai.g_02209	Syae.g_00981
OG0000521	Syai.g_00842	Syae.g_02491
OG0000522	Syai.g_00844	Syae.g_02493
OG0000523	Syai.g_00845	Syae.g_02494
OG0000524	Syai.g_00852	Syae.g_02501
OG0000525	Syai.g_00856	Syae.g_02520
OG0000526	Syai.g_00859	Syae.g_02523
OG0000527	Syai.g_00863	Syae.g_02528
OG0000528	Syai.g_00633	Syae.g_02304
OG0000529	Syai.g_00639	Syae.g_02310
OG0000530	Syai.g_00642	Syae.g_02313
OG0000531	Syai.g_00643	Syae.g_02314
OG0000532	Syai.g_00646	Syae.g_02317
OG0000533	Syai.g_00647	Syae.g_02318
OG0000534	Syai.g_00648	Syae.g_02319
OG0000535	Syai.g_00649	Syae.g_02320
OG0000536	Syai.g_00650	Syae.g_02321
OG0000537	Syai.g_00651	Syae.g_02322
OG0000538	Syai.g_00662	Syae.g_02333
OG0000539	Syai.g_00663	Syae.g_02334
OG0000540	Syai.g_00664	Syae.g_02335
OG0000541	Syai.g_00665	Syae.g_02336
OG0000542	Syai.g_00668	Syae.g_02339
OG0000543	Syai.g_00670	Syae.g_02341
OG0000544	Syai.g_00671	Syae.g_02342
OG0000545	Syai.g_00673	Syae.g_02344
OG0000546	Syai.g_00675	Syae.g_02346
OG0000547	Syai.g_00677	Syae.g_02348
OG0000548	Syai.g_00678	Syae.g_02349
OG0000549	Syai.g_00684	Syae.g_02354
OG0000550	Syai.g_00689	Syae.g_02358
OG0000551	Syai.g_00694	Syae.g_02363
OG0000552	Syai.g_00695	Syae.g_02364
OG0000553	Syai.g_00698	Syae.g_02366
OG0000554	Syai.g_00708	Syae.g_02375
OG0000555	Syai.g_00725	Syae.g_02390
OG0000556	Syai.g_00728	Syae.g_02394
OG0000557	Syai.g_00730	Syae.g_02398
OG0000558	Syai.g_00732	Syae.g_02400
OG0000559	Syai.g_00736	Syae.g_02404
OG0000560	Syai.g_00739	Syae.g_02407
OG0000561	Syai.g_00740	Syae.g_02408
OG0000562	Syai.g_00741	Syae.g_02409
