Orthogroup	Syai	Pray
OG0000050	Syai.g_01893	Pray.g_00883
OG0000050	Syai.g_01332	Pray.g_00619
OG0000051	Syai.g_01773	Pray.g_01894
OG0000053	Syai.g_00930	Pray.g_01702
OG0000054	Syai.g_01040	Pray.g_01157
OG0000055	Syai.g_02029	Pray.g_00329
OG0000057	Syai.g_01997	Pray.g_01065
OG0000058	Syai.g_00195	Pray.g_01786
OG0000059	Syai.g_00351	Pray.g_01258
OG0000061	Syai.g_02144	Pray.g_00064
OG0000062	Syai.g_02358	Pray.g_01644
OG0000063	Syai.g_00042	Pray.g_01495
OG0000066	Syai.g_01709, Syai.g_00719	Pray.g_01222
OG0000067	Syai.g_01321	Pray.g_00348
OG0000068	Syai.g_00628	Pray.g_01829
OG0000070	Syai.g_02196	Pray.g_00940
OG0000071	Syai.g_02179	Pray.g_01870
OG0000072	Syai.g_02636	Pray.g_00652
OG0000073	Syai.g_00659	Pray.g_00990
OG0000075	Syai.g_00161	Pray.g_01339
OG0000076	Syai.g_00111	Pray.g_01364
OG0000077	Syai.g_02486	Pray.g_00211
OG0000078	Syai.g_00543	Pray.g_00720
OG0000079	Syai.g_00300	Pray.g_00733
OG0000081	Syai.g_00553, Syai.g_02292	Pray.g_01022
OG0000082	Syai.g_00781	Pray.g_01177
OG0000084	Syai.g_01196, Syai.g_00958	Pray.g_01726
OG0000085	Syai.g_02365	Pray.g_01566
OG0000086	Syai.g_02507	Pray.g_00201
OG0000087	Syai.g_02592	Pray.g_00150
OG0000088	Syai.g_02630	Pray.g_00647
OG0000089	Syai.g_00517	Pray.g_00834
OG0000090	Syai.g_00707	Pray.g_01024, Pray.g_01228
OG0000091	Syai.g_01112	Pray.g_01121
OG0000092	Syai.g_01358	Pray.g_00457, Pray.g_01325
OG0000093	Syai.g_01306	Pray.g_00479
OG0000094	Syai.g_01424	Pray.g_00565
OG0000095	Syai.g_02007	Pray.g_00584
OG0000097	Syai.g_01787	Pray.g_00022
OG0000098	Syai.g_01718	Pray.g_01847
OG0000099	Syai.g_00199	Pray.g_01788
OG0000100	Syai.g_01372	Pray.g_01648
OG0000101	Syai.g_00404	Pray.g_01306
OG0000102	Syai.g_00106	Pray.g_01369
OG0000103	Syai.g_02912	Pray.g_01449
OG0000104	Syai.g_02929	Pray.g_01457
OG0000105	Syai.g_00267	Pray.g_00753
OG0000106	Syai.g_01601	Pray.g_00848
OG0000107	Syai.g_00319	Pray.g_00864
OG0000108	Syai.g_00638	Pray.g_00970
OG0000109	Syai.g_00653	Pray.g_00984
OG0000110	Syai.g_00878, Syai.g_00766	Pray.g_01187
OG0000111	Syai.g_00884, Syai.g_01998	Pray.g_01064
OG0000112	Syai.g_01512	Pray.g_00313
OG0000113	Syai.g_01367	Pray.g_00370
OG0000114	Syai.g_01261	Pray.g_00452
OG0000115	Syai.g_00932	Pray.g_00126
OG0000116	Syai.g_02156	Pray.g_00074
OG0000117	Syai.g_01756	Pray.g_01927
OG0000118	Syai.g_00818	Pray.g_01858
OG0000119	Syai.g_02127	Pray.g_01833
OG0000120	Syai.g_00198	Pray.g_01808
OG0000121	Syai.g_00951	Pray.g_01720
OG0000122	Syai.g_01143	Pray.g_01682
OG0000123	Syai.g_00411	Pray.g_01313
OG0000124	Syai.g_00089	Pray.g_01380
OG0000125	Syai.g_02782	Pray.g_01417
OG0000126	Syai.g_02927	Pray.g_01456
OG0000128	Syai.g_00012	Pray.g_01473
OG0000129	Syai.g_02771	Pray.g_00239
OG0000130	Syai.g_02474	Pray.g_00220
OG0000131	Syai.g_02608	Pray.g_00144
OG0000132	Syai.g_02628	Pray.g_00645
OG0000133	Syai.g_01507	Pray.g_00800
OG0000134	Syai.g_00520	Pray.g_00835
OG0000135	Syai.g_02826	Pray.g_00861
OG0000136	Syai.g_02217	Pray.g_00931
OG0000137	Syai.g_00865	Pray.g_00965
OG0000138	Syai.g_00654	Pray.g_00985
OG0000139	Syai.g_00714	Pray.g_01224
OG0000140	Syai.g_00716	Pray.g_01223
OG0000141	Syai.g_01041	Pray.g_01156
OG0000142	Syai.g_01104	Pray.g_01128
OG0000143	Syai.g_01108	Pray.g_01124
OG0000144	Syai.g_01608	Pray.g_01111
OG0000145	Syai.g_00660	Pray.g_00306
OG0000146	Syai.g_01513	Pray.g_00314
OG0000147	Syai.g_01514	Pray.g_00315
OG0000148	Syai.g_01361	Pray.g_00364
OG0000149	Syai.g_02059	Pray.g_00395
OG0000150	Syai.g_00717	Pray.g_00403
OG0000151	Syai.g_01280	Pray.g_00462
OG0000152	Syai.g_01503	Pray.g_00511
OG0000153	Syai.g_01461	Pray.g_00530
OG0000154	Syai.g_01434	Pray.g_00558
OG0000155	Syai.g_02109	Pray.g_00043
OG0000156	Syai.g_02162	Pray.g_01881
OG0000157	Syai.g_02163	Pray.g_01880
OG0000158	Syai.g_00135	Pray.g_01787
OG0000160	Syai.g_00952	Pray.g_01721
OG0000161	Syai.g_00946	Pray.g_01715
OG0000162	Syai.g_00939	Pray.g_01709
OG0000163	Syai.g_02300	Pray.g_01675
OG0000164	Syai.g_02411	Pray.g_01535
OG0000165	Syai.g_02244	Pray.g_01528
OG0000166	Syai.g_00364	Pray.g_01270
OG0000167	Syai.g_00164	Pray.g_01337
OG0000168	Syai.g_00134	Pray.g_01347
OG0000169	Syai.g_00123	Pray.g_01357
OG0000170	Syai.g_00116	Pray.g_01359
OG0000171	Syai.g_00090	Pray.g_01379
OG0000172	Syai.g_00083	Pray.g_01388
OG0000173	Syai.g_00064	Pray.g_01403
OG0000174	Syai.g_02828	Pray.g_01431
OG0000175	Syai.g_02901	Pray.g_01441
OG0000176	Syai.g_00004	Pray.g_01465, Pray.g_01466
OG0000177	Syai.g_00005	Pray.g_01467
OG0000178	Syai.g_00006	Pray.g_01468
OG0000179	Syai.g_00023	Pray.g_01478
OG0000180	Syai.g_00024	Pray.g_01479
OG0000181	Syai.g_00025	Pray.g_01480
OG0000182	Syai.g_00026	Pray.g_01481
OG0000183	Syai.g_00030	Pray.g_01485
OG0000184	Syai.g_02756	Pray.g_00237
OG0000185	Syai.g_02734	Pray.g_00234
OG0000186	Syai.g_02469	Pray.g_00225
OG0000187	Syai.g_02471	Pray.g_00224
OG0000188	Syai.g_00696, Syai.g_02494	Pray.g_00207
OG0000189	Syai.g_02530	Pray.g_00193
OG0000190	Syai.g_02532	Pray.g_00192
OG0000191	Syai.g_02562	Pray.g_00172
OG0000192	Syai.g_02569	Pray.g_00168
OG0000193	Syai.g_02609	Pray.g_00143
OG0000194	Syai.g_02612	Pray.g_00140
OG0000195	Syai.g_02614	Pray.g_00138
OG0000196	Syai.g_02625	Pray.g_00642
OG0000197	Syai.g_02626	Pray.g_00643
OG0000198	Syai.g_02627	Pray.g_00644
OG0000199	Syai.g_02635	Pray.g_00651
OG0000200	Syai.g_02651	Pray.g_00665
OG0000201	Syai.g_02667	Pray.g_00673
OG0000202	Syai.g_02668	Pray.g_00674
OG0000203	Syai.g_02669	Pray.g_00675
OG0000204	Syai.g_02670	Pray.g_00676
OG0000205	Syai.g_02677	Pray.g_00683
OG0000206	Syai.g_02684	Pray.g_00688
OG0000207	Syai.g_02686	Pray.g_00690
OG0000208	Syai.g_02687	Pray.g_00691
OG0000209	Syai.g_02699	Pray.g_00700
OG0000210	Syai.g_02700	Pray.g_00701
OG0000211	Syai.g_00533	Pray.g_00714
OG0000212	Syai.g_00544	Pray.g_00721
OG0000213	Syai.g_00292	Pray.g_00738
OG0000214	Syai.g_00276	Pray.g_00747
OG0000215	Syai.g_00245	Pray.g_00771
OG0000216	Syai.g_00241	Pray.g_00772
OG0000217	Syai.g_00237	Pray.g_00775
OG0000218	Syai.g_00235	Pray.g_00777
OG0000219	Syai.g_00234	Pray.g_00778
OG0000220	Syai.g_00233	Pray.g_00779
OG0000221	Syai.g_00227	Pray.g_00780
OG0000222	Syai.g_00215	Pray.g_00788
OG0000223	Syai.g_00194	Pray.g_00801
OG0000224	Syai.g_00186	Pray.g_00803
OG0000225	Syai.g_00502	Pray.g_00824
OG0000226	Syai.g_00506	Pray.g_00828
OG0000227	Syai.g_00508	Pray.g_00830
OG0000228	Syai.g_00516	Pray.g_00833
OG0000229	Syai.g_02228	Pray.g_00926
OG0000230	Syai.g_02226	Pray.g_00928
OG0000231	Syai.g_02208	Pray.g_00939
OG0000232	Syai.g_00846	Pray.g_00948
OG0000233	Syai.g_00855	Pray.g_00953
OG0000234	Syai.g_00866	Pray.g_00966
OG0000235	Syai.g_00637	Pray.g_00969
OG0000236	Syai.g_00652	Pray.g_00983
OG0000237	Syai.g_00669	Pray.g_00997
OG0000238	Syai.g_00674	Pray.g_01003
OG0000239	Syai.g_00691	Pray.g_01016
OG0000240	Syai.g_00692	Pray.g_01017
OG0000241	Syai.g_01085, Syai.g_01089	Pray.g_01021
OG0000242	Syai.g_00705	Pray.g_01023
OG0000243	Syai.g_00726	Pray.g_01218
OG0000244	Syai.g_00731	Pray.g_01215
OG0000245	Syai.g_00733	Pray.g_01213
OG0000246	Syai.g_00737	Pray.g_01209
OG0000247	Syai.g_00748	Pray.g_01199
OG0000248	Syai.g_00751	Pray.g_01197
OG0000249	Syai.g_00753	Pray.g_01195
OG0000250	Syai.g_00762	Pray.g_01190
OG0000251	Syai.g_00789	Pray.g_01172
OG0000252	Syai.g_00797	Pray.g_01169
OG0000253	Syai.g_00798	Pray.g_01168
OG0000254	Syai.g_01045	Pray.g_01152
OG0000255	Syai.g_01061	Pray.g_01146
OG0000256	Syai.g_01077	Pray.g_01136
OG0000257	Syai.g_01084	Pray.g_01133
OG0000258	Syai.g_01113	Pray.g_01120
OG0000259	Syai.g_01229	Pray.g_01103
OG0000260	Syai.g_01232	Pray.g_01100
OG0000261	Syai.g_01235	Pray.g_01098
OG0000262	Syai.g_01240	Pray.g_01094
OG0000263	Syai.g_01776	Pray.g_01082
OG0000264	Syai.g_01962	Pray.g_01072
OG0000265	Syai.g_02245	Pray.g_01040
OG0000266	Syai.g_01401	Pray.g_01030
OG0000267	Syai.g_01569	Pray.g_00274
OG0000268	Syai.g_01568	Pray.g_00275
OG0000269	Syai.g_01316	Pray.g_00343
OG0000270	Syai.g_01319	Pray.g_00346
OG0000271	Syai.g_01327	Pray.g_00354
OG0000272	Syai.g_01328	Pray.g_00355
OG0000273	Syai.g_02037	Pray.g_00378
OG0000274	Syai.g_02038	Pray.g_00379
OG0000275	Syai.g_02043	Pray.g_00382
OG0000276	Syai.g_02051	Pray.g_00387
OG0000277	Syai.g_02052	Pray.g_00388
OG0000278	Syai.g_02055	Pray.g_00391
OG0000279	Syai.g_02063	Pray.g_00398
OG0000280	Syai.g_02084	Pray.g_00399
OG0000281	Syai.g_01719	Pray.g_00404
OG0000282	Syai.g_01263	Pray.g_00454
OG0000283	Syai.g_01554	Pray.g_00488
OG0000284	Syai.g_01548	Pray.g_00493
OG0000285	Syai.g_01522	Pray.g_00498
OG0000286	Syai.g_01504	Pray.g_00510
OG0000287	Syai.g_01469	Pray.g_00527
OG0000288	Syai.g_01435	Pray.g_00557
OG0000289	Syai.g_01421	Pray.g_00568
OG0000290	Syai.g_02010	Pray.g_00581
OG0000291	Syai.g_02008	Pray.g_00583
OG0000292	Syai.g_02926	Pray.g_00632
OG0000293	Syai.g_02155	Pray.g_00073
OG0000294	Syai.g_02154	Pray.g_00072
OG0000295	Syai.g_02117	Pray.g_00051
OG0000296	Syai.g_02115	Pray.g_00049
OG0000297	Syai.g_01754	Pray.g_00041
OG0000298	Syai.g_01755	Pray.g_00040
OG0000299	Syai.g_01783	Pray.g_00023
OG0000300	Syai.g_01790	Pray.g_00020
OG0000301	Syai.g_01791	Pray.g_00019
OG0000302	Syai.g_01793	Pray.g_00017
OG0000303	Syai.g_01802	Pray.g_00010
OG0000304	Syai.g_01826	Pray.g_00006
OG0000305	Syai.g_02005	Pray.g_01837
OG0000306	Syai.g_02090	Pray.g_01834
OG0000307	Syai.g_00619	Pray.g_01820
OG0000308	Syai.g_00617	Pray.g_01819
OG0000309	Syai.g_00612	Pray.g_01815
OG0000310	Syai.g_00989	Pray.g_01737
OG0000311	Syai.g_00985	Pray.g_01735
OG0000312	Syai.g_00966	Pray.g_01732
OG0000313	Syai.g_00949	Pray.g_01718
OG0000314	Syai.g_00908	Pray.g_01695
OG0000315	Syai.g_00897	Pray.g_01685
OG0000316	Syai.g_02320, Syai.g_02322	Pray.g_01665
OG0000317	Syai.g_02373	Pray.g_01561
OG0000318	Syai.g_02379	Pray.g_01558
OG0000319	Syai.g_02395	Pray.g_01545
OG0000320	Syai.g_02397	Pray.g_01543
OG0000321	Syai.g_02398	Pray.g_01542
OG0000322	Syai.g_02399	Pray.g_01541
OG0000323	Syai.g_02413	Pray.g_01532
OG0000324	Syai.g_02272	Pray.g_01506
OG0000325	Syai.g_00320	Pray.g_01235
OG0000326	Syai.g_00327	Pray.g_01241
OG0000327	Syai.g_00359	Pray.g_01265
OG0000328	Syai.g_00360	Pray.g_01266
OG0000329	Syai.g_00378	Pray.g_01283
OG0000330	Syai.g_00379	Pray.g_01284
OG0000331	Syai.g_00380	Pray.g_01285
OG0000332	Syai.g_00395	Pray.g_01299
OG0000333	Syai.g_00398	Pray.g_01301
OG0000334	Syai.g_00407	Pray.g_01309
OG0000335	Syai.g_00412	Pray.g_01314
OG0000336	Syai.g_00416	Pray.g_01318
OG0000337	Syai.g_00169	Pray.g_01335
OG0000338	Syai.g_00166	Pray.g_01336
OG0000339	Syai.g_00160	Pray.g_01340
OG0000340	Syai.g_00133	Pray.g_01348
OG0000341	Syai.g_00131	Pray.g_01350
OG0000342	Syai.g_00130	Pray.g_01351
OG0000343	Syai.g_00129	Pray.g_01352
OG0000344	Syai.g_00125	Pray.g_01355
OG0000345	Syai.g_00115	Pray.g_01360
OG0000346	Syai.g_00110	Pray.g_01365
OG0000347	Syai.g_00087	Pray.g_01381
OG0000348	Syai.g_00076	Pray.g_01391
OG0000349	Syai.g_00057	Pray.g_01408
OG0000350	Syai.g_00334	Pray.g_01427
OG0000351	Syai.g_02904	Pray.g_01444
OG0000352	Syai.g_02905	Pray.g_01445
OG0000353	Syai.g_02932	Pray.g_01460
OG0000355	Syai.g_00001	Pray.g_01462
OG0000356	Syai.g_00002	Pray.g_01463
OG0000357	Syai.g_00003	Pray.g_01464
OG0000358	Syai.g_00007	Pray.g_01469
OG0000359	Syai.g_00009	Pray.g_01470
OG0000360	Syai.g_00010	Pray.g_01471
OG0000361	Syai.g_00011	Pray.g_01472
OG0000362	Syai.g_00013	Pray.g_01474
OG0000363	Syai.g_00015	Pray.g_01476
OG0000364	Syai.g_00016	Pray.g_01477
OG0000365	Syai.g_00027	Pray.g_01482
OG0000366	Syai.g_00028	Pray.g_01483
OG0000367	Syai.g_00029	Pray.g_01484
OG0000368	Syai.g_00031	Pray.g_01486
OG0000369	Syai.g_00032	Pray.g_01487
OG0000370	Syai.g_00033	Pray.g_01488
OG0000371	Syai.g_00041	Pray.g_01494
OG0000372	Syai.g_00047	Pray.g_01497
OG0000373	Syai.g_00048	Pray.g_01498
OG0000374	Syai.g_00049	Pray.g_01499
OG0000375	Syai.g_00053	Pray.g_00243
OG0000376	Syai.g_00055	Pray.g_00241
OG0000377	Syai.g_02769	Pray.g_00238
OG0000378	Syai.g_02751	Pray.g_00236
OG0000379	Syai.g_02733	Pray.g_00233
OG0000380	Syai.g_02472	Pray.g_00223
OG0000381	Syai.g_02475	Pray.g_00219
OG0000382	Syai.g_02493	Pray.g_00208
OG0000383	Syai.g_02498	Pray.g_00206
OG0000384	Syai.g_02499	Pray.g_00205
OG0000385	Syai.g_02500	Pray.g_00204
OG0000386	Syai.g_02501	Pray.g_00203
OG0000387	Syai.g_02534	Pray.g_00190
OG0000388	Syai.g_02538	Pray.g_00187
OG0000389	Syai.g_02542	Pray.g_00183
OG0000390	Syai.g_02556	Pray.g_00176
OG0000391	Syai.g_02561	Pray.g_00173
OG0000392	Syai.g_02568	Pray.g_00169
OG0000393	Syai.g_02570	Pray.g_00167
OG0000394	Syai.g_02571	Pray.g_00166
OG0000395	Syai.g_02572	Pray.g_00165
OG0000396	Syai.g_02575	Pray.g_00162
OG0000397	Syai.g_02577	Pray.g_00160
OG0000398	Syai.g_02582	Pray.g_00158
OG0000399	Syai.g_02583	Pray.g_00157
OG0000400	Syai.g_02584	Pray.g_00156
OG0000401	Syai.g_02585	Pray.g_00155
OG0000402	Syai.g_02588	Pray.g_00153
OG0000403	Syai.g_02589	Pray.g_00152
OG0000404	Syai.g_02590	Pray.g_00151
OG0000405	Syai.g_02606	Pray.g_00147
OG0000406	Syai.g_02610	Pray.g_00142
OG0000407	Syai.g_02611	Pray.g_00141
OG0000408	Syai.g_02613	Pray.g_00139
OG0000409	Syai.g_02615	Pray.g_00137
OG0000410	Syai.g_02616	Pray.g_00136
OG0000411	Syai.g_02617	Pray.g_00635
OG0000412	Syai.g_02618	Pray.g_00636
OG0000413	Syai.g_02620	Pray.g_00637
OG0000414	Syai.g_02621	Pray.g_00638
OG0000415	Syai.g_02622	Pray.g_00639
OG0000416	Syai.g_02623	Pray.g_00640
OG0000417	Syai.g_02624	Pray.g_00641
OG0000418	Syai.g_02629	Pray.g_00646
OG0000419	Syai.g_02631	Pray.g_00648
OG0000420	Syai.g_02633	Pray.g_00649
OG0000421	Syai.g_02638	Pray.g_00654
OG0000422	Syai.g_02639	Pray.g_00655
OG0000423	Syai.g_02640	Pray.g_00656
OG0000424	Syai.g_02641	Pray.g_00657
OG0000425	Syai.g_02642	Pray.g_00658
OG0000426	Syai.g_02643	Pray.g_00659
OG0000427	Syai.g_02644	Pray.g_00660
OG0000428	Syai.g_02647	Pray.g_00662
OG0000429	Syai.g_02649	Pray.g_00663
OG0000430	Syai.g_02650	Pray.g_00664
OG0000431	Syai.g_02654	Pray.g_00666
OG0000432	Syai.g_02660	Pray.g_00669
OG0000433	Syai.g_02662	Pray.g_00670
OG0000434	Syai.g_02663	Pray.g_00671
OG0000435	Syai.g_02666	Pray.g_00672
OG0000436	Syai.g_02671	Pray.g_00677
OG0000437	Syai.g_02672	Pray.g_00678
OG0000438	Syai.g_02673	Pray.g_00679
OG0000439	Syai.g_02675	Pray.g_00681
OG0000440	Syai.g_02676	Pray.g_00682
OG0000441	Syai.g_02681	Pray.g_00685
OG0000442	Syai.g_02682	Pray.g_00686
OG0000443	Syai.g_02683	Pray.g_00687
OG0000444	Syai.g_02688	Pray.g_00692
OG0000445	Syai.g_02689	Pray.g_00693
OG0000446	Syai.g_02690	Pray.g_00694
OG0000447	Syai.g_02693	Pray.g_00695
OG0000448	Syai.g_02694	Pray.g_00696
OG0000449	Syai.g_02695	Pray.g_00697
OG0000450	Syai.g_02696	Pray.g_00698
OG0000451	Syai.g_02697	Pray.g_00699
OG0000452	Syai.g_02701	Pray.g_00702
OG0000453	Syai.g_02702	Pray.g_00703
OG0000454	Syai.g_02703	Pray.g_00704
OG0000455	Syai.g_02704	Pray.g_00705
OG0000456	Syai.g_02705	Pray.g_00706
OG0000457	Syai.g_02707	Pray.g_00707
OG0000458	Syai.g_02708	Pray.g_00708
OG0000459	Syai.g_02709	Pray.g_00709
OG0000460	Syai.g_00535	Pray.g_00716
OG0000461	Syai.g_00314	Pray.g_00723
OG0000462	Syai.g_00311	Pray.g_00725
OG0000463	Syai.g_00310	Pray.g_00726
OG0000464	Syai.g_00309	Pray.g_00727
OG0000465	Syai.g_00307	Pray.g_00728
OG0000466	Syai.g_00303	Pray.g_00731
OG0000467	Syai.g_00301	Pray.g_00732
OG0000468	Syai.g_00296	Pray.g_00734
OG0000469	Syai.g_00282	Pray.g_00742
OG0000470	Syai.g_00280	Pray.g_00744
OG0000471	Syai.g_00279	Pray.g_00745
OG0000472	Syai.g_00277	Pray.g_00746
OG0000473	Syai.g_00275	Pray.g_00748
OG0000474	Syai.g_00274	Pray.g_00749
OG0000475	Syai.g_00273	Pray.g_00750
OG0000476	Syai.g_00271	Pray.g_00751
OG0000477	Syai.g_00265	Pray.g_00754
OG0000478	Syai.g_00264	Pray.g_00755
OG0000479	Syai.g_00263	Pray.g_00756
OG0000480	Syai.g_00256	Pray.g_00761
OG0000481	Syai.g_00254	Pray.g_00763
OG0000482	Syai.g_00253	Pray.g_00764
OG0000483	Syai.g_00249	Pray.g_00767
OG0000484	Syai.g_00248	Pray.g_00768
OG0000485	Syai.g_00247	Pray.g_00769
OG0000486	Syai.g_00246	Pray.g_00770
OG0000487	Syai.g_00240	Pray.g_00773
OG0000488	Syai.g_00236	Pray.g_00776
OG0000489	Syai.g_00226	Pray.g_00781
OG0000490	Syai.g_00218	Pray.g_00786
OG0000491	Syai.g_00217	Pray.g_00787
OG0000492	Syai.g_00214	Pray.g_00789
OG0000493	Syai.g_00213	Pray.g_00790
OG0000494	Syai.g_00212	Pray.g_00791
OG0000495	Syai.g_00211	Pray.g_00792
OG0000496	Syai.g_00210	Pray.g_00793
OG0000497	Syai.g_00209	Pray.g_00794
OG0000498	Syai.g_00208	Pray.g_00795
OG0000499	Syai.g_00207	Pray.g_00796
OG0000500	Syai.g_00206	Pray.g_00797
OG0000501	Syai.g_00203	Pray.g_00799
OG0000502	Syai.g_00192	Pray.g_00802
OG0000503	Syai.g_00486	Pray.g_00812
OG0000504	Syai.g_00488	Pray.g_00813
OG0000505	Syai.g_00489	Pray.g_00814
OG0000506	Syai.g_00491	Pray.g_00816
OG0000507	Syai.g_00497	Pray.g_00819
OG0000508	Syai.g_00501	Pray.g_00823
OG0000509	Syai.g_00503	Pray.g_00825
OG0000510	Syai.g_00504	Pray.g_00826
OG0000511	Syai.g_00505	Pray.g_00827
OG0000512	Syai.g_00507	Pray.g_00829
OG0000513	Syai.g_00521	Pray.g_00836
OG0000514	Syai.g_00528	Pray.g_00921
OG0000515	Syai.g_00529	Pray.g_00922
OG0000516	Syai.g_02223	Pray.g_00923
OG0000517	Syai.g_02229	Pray.g_00925
OG0000518	Syai.g_02211	Pray.g_00936
OG0000519	Syai.g_02210	Pray.g_00937
OG0000520	Syai.g_02209	Pray.g_00938
OG0000521	Syai.g_00842	Pray.g_00943
OG0000522	Syai.g_00844	Pray.g_00945
OG0000523	Syai.g_00845	Pray.g_00946
OG0000524	Syai.g_00852	Pray.g_00951
OG0000525	Syai.g_00856	Pray.g_00954
OG0000526	Syai.g_00859	Pray.g_00955
OG0000527	Syai.g_00863	Pray.g_00963
OG0000528	Syai.g_00633	Pray.g_00968
OG0000529	Syai.g_00639	Pray.g_00971
OG0000530	Syai.g_00642	Pray.g_00974
OG0000531	Syai.g_00643	Pray.g_00975
OG0000532	Syai.g_00646	Pray.g_00977
OG0000533	Syai.g_00647	Pray.g_00978
OG0000534	Syai.g_00648	Pray.g_00979
OG0000535	Syai.g_00649	Pray.g_00980
OG0000536	Syai.g_00650	Pray.g_00981
OG0000537	Syai.g_00651	Pray.g_00982
OG0000538	Syai.g_00662	Pray.g_00991
OG0000539	Syai.g_00663	Pray.g_00992
OG0000540	Syai.g_00664	Pray.g_00993
OG0000541	Syai.g_00665	Pray.g_00994
OG0000542	Syai.g_00668	Pray.g_00996
OG0000543	Syai.g_00670	Pray.g_00998
OG0000544	Syai.g_00671	Pray.g_00999
OG0000545	Syai.g_00673	Pray.g_01001
OG0000546	Syai.g_00675	Pray.g_01004
OG0000547	Syai.g_00677	Pray.g_01006
OG0000548	Syai.g_00678	Pray.g_01007
OG0000549	Syai.g_00684	Pray.g_01009
OG0000550	Syai.g_00689	Pray.g_01014
OG0000551	Syai.g_00694	Pray.g_01018
OG0000552	Syai.g_00695	Pray.g_01019
OG0000553	Syai.g_00698	Pray.g_01020
OG0000554	Syai.g_00708	Pray.g_01227
OG0000555	Syai.g_00725	Pray.g_01219
OG0000556	Syai.g_00728	Pray.g_01217
OG0000557	Syai.g_00730	Pray.g_01216
OG0000558	Syai.g_00732	Pray.g_01214
OG0000559	Syai.g_00736	Pray.g_01210
OG0000560	Syai.g_00739	Pray.g_01207
OG0000561	Syai.g_00740	Pray.g_01206
OG0000562	Syai.g_00741	Pray.g_01205
OG0000563	Syai.g_00742	Pray.g_01204
OG0000564	Syai.g_00743	Pray.g_01203
OG0000565	Syai.g_00746	Pray.g_01200
OG0000566	Syai.g_00750	Pray.g_01198
OG0000567	Syai.g_00754	Pray.g_01194
OG0000568	Syai.g_00758	Pray.g_01193
OG0000569	Syai.g_00759	Pray.g_01192
OG0000570	Syai.g_00760	Pray.g_01191
OG0000571	Syai.g_00764	Pray.g_01189
OG0000572	Syai.g_00782	Pray.g_01176
OG0000573	Syai.g_00790	Pray.g_01171
OG0000574	Syai.g_00796	Pray.g_01170
OG0000575	Syai.g_00800	Pray.g_01166
OG0000576	Syai.g_00802	Pray.g_01164
OG0000577	Syai.g_00803	Pray.g_01163
OG0000578	Syai.g_00804	Pray.g_01162
