Orthogroup	Syai	Syam
OG0000041	Syai.g_02265	Syam.g_01899
OG0000041	Syai.g_02016	Syam.g_00765
OG0000042	Syai.g_00099	Syam.g_00107
OG0000043	Syai.g_01599	Syam.g_01041
OG0000044	Syai.g_00833	Syam.g_01562
OG0000045	Syai.g_02432	Syam.g_02028
OG0000046	Syai.g_00443	Syam.g_00410
OG0000046	Syai.g_00449	Syam.g_00420
OG0000046	Syai.g_00435	Syam.g_00403
OG0000047	Syai.g_00462	Syam.g_00434
OG0000048	Syai.g_00272	Syam.g_00243
OG0000052	Syai.g_00176	Syam.g_00161
OG0000053	Syai.g_00930	Syam.g_01636
OG0000054	Syai.g_01040	Syam.g_01515
OG0000055	Syai.g_02029	Syam.g_00754
OG0000057	Syai.g_01997	Syam.g_00784
OG0000058	Syai.g_00195	Syam.g_00169
OG0000059	Syai.g_00351	Syam.g_00320
OG0000060	Syai.g_01758	Syam.g_00902
OG0000061	Syai.g_02144	Syam.g_01795
OG0000062	Syai.g_02358	Syam.g_01972
OG0000063	Syai.g_00042	Syam.g_00039
OG0000064	Syai.g_02350	Syam.g_01964
OG0000064	Syai.g_02844	Syam.g_02363
OG0000064	Syai.g_01162	Syam.g_01415
OG0000064	Syai.g_01163	Syam.g_01414
OG0000064	Syai.g_01668	Syam.g_00978
OG0000066	Syai.g_01709, Syai.g_00719	Syam.g_00552, Syam.g_00662
OG0000067	Syai.g_01321	Syam.g_01290
OG0000068	Syai.g_00628	Syam.g_00575
OG0000070	Syai.g_02196	Syam.g_01847
OG0000071	Syai.g_02179	Syam.g_01830
OG0000072	Syai.g_02636	Syam.g_02219
OG0000073	Syai.g_00659	Syam.g_00604
OG0000075	Syai.g_00161	Syam.g_00148
OG0000076	Syai.g_00111	Syam.g_00115
OG0000077	Syai.g_02486	Syam.g_02074
OG0000078	Syai.g_00543	Syam.g_00514
OG0000079	Syai.g_00300	Syam.g_00270
OG0000081	Syai.g_00553	Syam.g_00520
OG0000081	Syai.g_02292	Syam.g_01918
OG0000082	Syai.g_00781	Syam.g_01730
OG0000084	Syai.g_01196	Syam.g_00441
OG0000085	Syai.g_02365	Syam.g_01979
OG0000086	Syai.g_02507	Syam.g_02092
OG0000087	Syai.g_02592	Syam.g_02175
OG0000088	Syai.g_02630	Syam.g_02213
OG0000089	Syai.g_00517	Syam.g_00489
OG0000090	Syai.g_00707	Syam.g_00651
OG0000091	Syai.g_01112	Syam.g_01460
OG0000093	Syai.g_01306	Syam.g_01305
OG0000094	Syai.g_01424	Syam.g_01198
OG0000095	Syai.g_02007	Syam.g_00774
OG0000097	Syai.g_01787	Syam.g_00874
OG0000098	Syai.g_01718	Syam.g_00944
OG0000099	Syai.g_00199	Syam.g_00173
OG0000100	Syai.g_01372	Syam.g_01259
OG0000101	Syai.g_00404	Syam.g_00371
OG0000102	Syai.g_00106	Syam.g_00110
OG0000103	Syai.g_02912	Syam.g_02428
OG0000104	Syai.g_02929	Syam.g_02442
OG0000105	Syai.g_00267	Syam.g_00238
OG0000106	Syai.g_01601	Syam.g_01039
OG0000107	Syai.g_00319	Syam.g_00288
OG0000108	Syai.g_00638	Syam.g_00583
OG0000109	Syai.g_00653	Syam.g_00598
OG0000110	Syai.g_00766	Syam.g_01743
OG0000111	Syai.g_01998	Syam.g_00783
OG0000112	Syai.g_01512	Syam.g_01115
OG0000113	Syai.g_01367	Syam.g_01264
OG0000114	Syai.g_01261	Syam.g_01349
OG0000115	Syai.g_00932	Syam.g_01634
OG0000116	Syai.g_02156	Syam.g_01807
OG0000117	Syai.g_01756	Syam.g_00904
OG0000118	Syai.g_00818	Syam.g_01698
OG0000120	Syai.g_00198	Syam.g_00172
OG0000121	Syai.g_00951	Syam.g_01615
OG0000122	Syai.g_01143	Syam.g_01436
OG0000123	Syai.g_00411	Syam.g_00379
OG0000124	Syai.g_00089	Syam.g_00096
OG0000125	Syai.g_02782	Syam.g_02319
OG0000126	Syai.g_02927	Syam.g_02440
OG0000127	Syai.g_02459	Syam.g_02032
OG0000128	Syai.g_00012	Syam.g_00012
OG0000129	Syai.g_02771	Syam.g_02307
OG0000130	Syai.g_02474	Syam.g_02062
OG0000131	Syai.g_02608	Syam.g_02191
OG0000132	Syai.g_02628	Syam.g_02211
OG0000133	Syai.g_01507	Syam.g_01120
OG0000134	Syai.g_00520	Syam.g_00492
OG0000135	Syai.g_02826	Syam.g_02347
OG0000136	Syai.g_02217	Syam.g_01857
OG0000137	Syai.g_00865	Syam.g_01668
OG0000138	Syai.g_00654	Syam.g_00599
OG0000139	Syai.g_00714	Syam.g_00657
OG0000140	Syai.g_00716	Syam.g_00659
OG0000141	Syai.g_01041	Syam.g_01514
OG0000142	Syai.g_01104	Syam.g_01468
OG0000143	Syai.g_01108	Syam.g_01464
OG0000144	Syai.g_01608	Syam.g_01032
OG0000145	Syai.g_00660	Syam.g_00605
OG0000146	Syai.g_01513	Syam.g_01114
OG0000147	Syai.g_01514	Syam.g_01113
OG0000148	Syai.g_01361	Syam.g_01270
OG0000149	Syai.g_02059	Syam.g_00725
OG0000150	Syai.g_00717	Syam.g_00660
OG0000151	Syai.g_01280	Syam.g_01338
OG0000152	Syai.g_01503	Syam.g_01124
OG0000153	Syai.g_01461	Syam.g_01160
OG0000154	Syai.g_01434	Syam.g_01187
OG0000155	Syai.g_02109	Syam.g_01763
OG0000156	Syai.g_02162	Syam.g_01814
OG0000157	Syai.g_02163	Syam.g_01815
OG0000158	Syai.g_00135	Syam.g_00139
OG0000160	Syai.g_00952	Syam.g_01614
OG0000161	Syai.g_00946	Syam.g_01620
OG0000162	Syai.g_00939	Syam.g_01627
OG0000163	Syai.g_02300	Syam.g_01927
OG0000164	Syai.g_02411	Syam.g_02023
OG0000165	Syai.g_02244	Syam.g_01879, Syam.g_01878
OG0000166	Syai.g_00364	Syam.g_00330
OG0000167	Syai.g_00164	Syam.g_00151
OG0000168	Syai.g_00134	Syam.g_00138
OG0000169	Syai.g_00123	Syam.g_00127
OG0000170	Syai.g_00116	Syam.g_00120
OG0000171	Syai.g_00090	Syam.g_00097
OG0000172	Syai.g_00083	Syam.g_00075
OG0000173	Syai.g_00064	Syam.g_00057
OG0000174	Syai.g_02828	Syam.g_02349
OG0000175	Syai.g_02901	Syam.g_02417
OG0000176	Syai.g_00004	Syam.g_00004
OG0000177	Syai.g_00005	Syam.g_00005
OG0000178	Syai.g_00006	Syam.g_00006
OG0000179	Syai.g_00023	Syam.g_00021
OG0000180	Syai.g_00024	Syam.g_00022
OG0000181	Syai.g_00025	Syam.g_00023
OG0000182	Syai.g_00026	Syam.g_00024
OG0000183	Syai.g_00030	Syam.g_00028
OG0000184	Syai.g_02756	Syam.g_02298
OG0000185	Syai.g_02734	Syam.g_02295
OG0000186	Syai.g_02469	Syam.g_02058
OG0000187	Syai.g_02471	Syam.g_02059
OG0000188	Syai.g_02494	Syam.g_02081
OG0000189	Syai.g_02530	Syam.g_02108
OG0000190	Syai.g_02532	Syam.g_02110
OG0000191	Syai.g_02562	Syam.g_02142
OG0000192	Syai.g_02569	Syam.g_02148
OG0000193	Syai.g_02609	Syam.g_02192
OG0000194	Syai.g_02612	Syam.g_02195
OG0000195	Syai.g_02614	Syam.g_02197
OG0000196	Syai.g_02625	Syam.g_02208
OG0000197	Syai.g_02626	Syam.g_02209
OG0000198	Syai.g_02627	Syam.g_02210
OG0000199	Syai.g_02635	Syam.g_02218
OG0000200	Syai.g_02651	Syam.g_02234
OG0000201	Syai.g_02667	Syam.g_02248
OG0000202	Syai.g_02668	Syam.g_02249
OG0000203	Syai.g_02669	Syam.g_02250
OG0000204	Syai.g_02670	Syam.g_02251
OG0000205	Syai.g_02677	Syam.g_02258
OG0000206	Syai.g_02684	Syam.g_02264
OG0000207	Syai.g_02686	Syam.g_02266
OG0000208	Syai.g_02687	Syam.g_02267
OG0000209	Syai.g_02699	Syam.g_02278
OG0000210	Syai.g_02700	Syam.g_02279
OG0000211	Syai.g_00533	Syam.g_00504
OG0000212	Syai.g_00544	Syam.g_00515
OG0000213	Syai.g_00292	Syam.g_00263
OG0000214	Syai.g_00276	Syam.g_00247
OG0000215	Syai.g_00245	Syam.g_00216
OG0000216	Syai.g_00241	Syam.g_00212
OG0000217	Syai.g_00237	Syam.g_00208
OG0000218	Syai.g_00235	Syam.g_00206
OG0000219	Syai.g_00234	Syam.g_00205
OG0000220	Syai.g_00233	Syam.g_00204
OG0000221	Syai.g_00227	Syam.g_00198
OG0000222	Syai.g_00215	Syam.g_00186
OG0000223	Syai.g_00194	Syam.g_00168
OG0000224	Syai.g_00186	Syam.g_00164
OG0000225	Syai.g_00502	Syam.g_00473
OG0000226	Syai.g_00506	Syam.g_00477
OG0000227	Syai.g_00508	Syam.g_00479
OG0000228	Syai.g_00516	Syam.g_00488
OG0000229	Syai.g_02228	Syam.g_01867
OG0000230	Syai.g_02226	Syam.g_01865
OG0000231	Syai.g_02208	Syam.g_01848
OG0000232	Syai.g_00846	Syam.g_01692
OG0000233	Syai.g_00855	Syam.g_01678
OG0000234	Syai.g_00866	Syam.g_01667
OG0000235	Syai.g_00637	Syam.g_00582
OG0000236	Syai.g_00652	Syam.g_00597
OG0000237	Syai.g_00669	Syam.g_00614
OG0000238	Syai.g_00674	Syam.g_00619
OG0000239	Syai.g_00691	Syam.g_00637
OG0000240	Syai.g_00692	Syam.g_00638
OG0000241	Syai.g_01085	Syam.g_01477
OG0000242	Syai.g_00705	Syam.g_00649
OG0000243	Syai.g_00726	Syam.g_00668
OG0000244	Syai.g_00731	Syam.g_00674
OG0000245	Syai.g_00733	Syam.g_00676
OG0000246	Syai.g_00737	Syam.g_00680
OG0000247	Syai.g_00748	Syam.g_00692
OG0000248	Syai.g_00751	Syam.g_00695
OG0000249	Syai.g_00753	Syam.g_00697
OG0000250	Syai.g_00762	Syam.g_01747
OG0000251	Syai.g_00789	Syam.g_01722
OG0000252	Syai.g_00797	Syam.g_01719
OG0000253	Syai.g_00798	Syam.g_01718
OG0000254	Syai.g_01045	Syam.g_01510
OG0000255	Syai.g_01061	Syam.g_01500
OG0000256	Syai.g_01077	Syam.g_01484
OG0000257	Syai.g_01084	Syam.g_01478
OG0000258	Syai.g_01113	Syam.g_01459
OG0000259	Syai.g_01229	Syam.g_01378
OG0000260	Syai.g_01232	Syam.g_01375
OG0000261	Syai.g_01235	Syam.g_01372
OG0000262	Syai.g_01240	Syam.g_01367
OG0000263	Syai.g_01776	Syam.g_00885
OG0000264	Syai.g_01962	Syam.g_00805
OG0000265	Syai.g_02245	Syam.g_01880
OG0000266	Syai.g_01401	Syam.g_01234
OG0000267	Syai.g_01569	Syam.g_01071
OG0000268	Syai.g_01568	Syam.g_01072
OG0000269	Syai.g_01316	Syam.g_01295
OG0000270	Syai.g_01319	Syam.g_01292
OG0000271	Syai.g_01327	Syam.g_01284
OG0000272	Syai.g_01328	Syam.g_01283
OG0000273	Syai.g_02037	Syam.g_00745
OG0000274	Syai.g_02038	Syam.g_00744
OG0000275	Syai.g_02043	Syam.g_00741
OG0000276	Syai.g_02051	Syam.g_00733
OG0000277	Syai.g_02052	Syam.g_00732
OG0000278	Syai.g_02055	Syam.g_00729
OG0000279	Syai.g_02063	Syam.g_00721
OG0000280	Syai.g_02084	Syam.g_00701
OG0000281	Syai.g_01719	Syam.g_00943
OG0000282	Syai.g_01263	Syam.g_01347
OG0000283	Syai.g_01554	Syam.g_01087
OG0000284	Syai.g_01548	Syam.g_01093
OG0000285	Syai.g_01522	Syam.g_01105
OG0000286	Syai.g_01504	Syam.g_01123
OG0000287	Syai.g_01469	Syam.g_01153
OG0000288	Syai.g_01435	Syam.g_01186
OG0000289	Syai.g_01421	Syam.g_01201
OG0000290	Syai.g_02010	Syam.g_00771
OG0000291	Syai.g_02008	Syam.g_00773
OG0000292	Syai.g_02926	Syam.g_02439
OG0000293	Syai.g_02155	Syam.g_01806
OG0000294	Syai.g_02154	Syam.g_01805
OG0000295	Syai.g_02117	Syam.g_01771
OG0000296	Syai.g_02115	Syam.g_01769
OG0000297	Syai.g_01754	Syam.g_00906
OG0000298	Syai.g_01755	Syam.g_00905
OG0000299	Syai.g_01783	Syam.g_00878
OG0000300	Syai.g_01790	Syam.g_00871
OG0000301	Syai.g_01791	Syam.g_00870
OG0000302	Syai.g_01793	Syam.g_00868
OG0000303	Syai.g_01802	Syam.g_00859
OG0000304	Syai.g_01826	Syam.g_00853
OG0000305	Syai.g_02005	Syam.g_00776
OG0000306	Syai.g_02090	Syam.g_01757
OG0000307	Syai.g_00619	Syam.g_00566
OG0000308	Syai.g_00617	Syam.g_00564
OG0000309	Syai.g_00612	Syam.g_00559
OG0000310	Syai.g_00989	Syam.g_01591
OG0000311	Syai.g_00985	Syam.g_01595
OG0000312	Syai.g_00966	Syam.g_01601
OG0000313	Syai.g_00949	Syam.g_01617
OG0000314	Syai.g_00908	Syam.g_01647
OG0000315	Syai.g_00897	Syam.g_01658
OG0000316	Syai.g_02322	Syam.g_01945
OG0000317	Syai.g_02373	Syam.g_01987
OG0000318	Syai.g_02379	Syam.g_01991
OG0000319	Syai.g_02395	Syam.g_02006
OG0000320	Syai.g_02397	Syam.g_02008
OG0000321	Syai.g_02398	Syam.g_02009
OG0000322	Syai.g_02399	Syam.g_02010
OG0000323	Syai.g_02413	Syam.g_02025
OG0000324	Syai.g_02272	Syam.g_01906
OG0000325	Syai.g_00320	Syam.g_00289
OG0000326	Syai.g_00327	Syam.g_00296
OG0000327	Syai.g_00359	Syam.g_00325
OG0000328	Syai.g_00360	Syam.g_00326
OG0000329	Syai.g_00378	Syam.g_00344
OG0000330	Syai.g_00379	Syam.g_00345
OG0000331	Syai.g_00380	Syam.g_00346
OG0000332	Syai.g_00395	Syam.g_00361
OG0000333	Syai.g_00398	Syam.g_00364
OG0000334	Syai.g_00407	Syam.g_00375
OG0000335	Syai.g_00412	Syam.g_00380
OG0000336	Syai.g_00416	Syam.g_00384
OG0000337	Syai.g_00169	Syam.g_00155
OG0000338	Syai.g_00166	Syam.g_00153
OG0000339	Syai.g_00160	Syam.g_00147
OG0000340	Syai.g_00133	Syam.g_00137
OG0000341	Syai.g_00131	Syam.g_00135
OG0000342	Syai.g_00130	Syam.g_00134
OG0000343	Syai.g_00129	Syam.g_00133
OG0000344	Syai.g_00125	Syam.g_00129
OG0000345	Syai.g_00115	Syam.g_00119
OG0000346	Syai.g_00110	Syam.g_00114
OG0000347	Syai.g_00087	Syam.g_00083
OG0000348	Syai.g_00076	Syam.g_00068
OG0000349	Syai.g_00057	Syam.g_00050
OG0000350	Syai.g_00334	Syam.g_00303
OG0000351	Syai.g_02904	Syam.g_02420
OG0000352	Syai.g_02905	Syam.g_02421
OG0000353	Syai.g_02932	Syam.g_02445
OG0000354	Syai.g_00680	Syam.g_00626, Syam.g_00625
OG0000355	Syai.g_00001	Syam.g_00001
OG0000356	Syai.g_00002	Syam.g_00002
OG0000357	Syai.g_00003	Syam.g_00003
OG0000358	Syai.g_00007	Syam.g_00007
OG0000359	Syai.g_00009	Syam.g_00009
OG0000360	Syai.g_00010	Syam.g_00010
OG0000361	Syai.g_00011	Syam.g_00011
OG0000362	Syai.g_00013	Syam.g_00013
OG0000363	Syai.g_00015	Syam.g_00015
OG0000364	Syai.g_00016	Syam.g_00016
OG0000365	Syai.g_00027	Syam.g_00025
OG0000366	Syai.g_00028	Syam.g_00026
OG0000367	Syai.g_00029	Syam.g_00027
OG0000368	Syai.g_00031	Syam.g_00029
OG0000369	Syai.g_00032	Syam.g_00030
OG0000370	Syai.g_00033	Syam.g_00031
OG0000371	Syai.g_00041	Syam.g_00038
OG0000372	Syai.g_00047	Syam.g_00043
OG0000373	Syai.g_00048	Syam.g_00044
OG0000374	Syai.g_00049	Syam.g_00045
OG0000375	Syai.g_00053	Syam.g_00046
OG0000376	Syai.g_00055	Syam.g_00048
OG0000377	Syai.g_02769	Syam.g_02306
OG0000378	Syai.g_02751	Syam.g_02297
OG0000379	Syai.g_02733	Syam.g_02294
OG0000380	Syai.g_02472	Syam.g_02060
OG0000381	Syai.g_02475	Syam.g_02063
OG0000382	Syai.g_02493	Syam.g_02080
OG0000383	Syai.g_02498	Syam.g_02083
OG0000384	Syai.g_02499	Syam.g_02084
OG0000385	Syai.g_02500	Syam.g_02085
OG0000386	Syai.g_02501	Syam.g_02086
OG0000387	Syai.g_02534	Syam.g_02112
OG0000388	Syai.g_02538	Syam.g_02116
OG0000389	Syai.g_02542	Syam.g_02120
OG0000390	Syai.g_02556	Syam.g_02136
OG0000391	Syai.g_02561	Syam.g_02141
OG0000392	Syai.g_02568	Syam.g_02147
OG0000393	Syai.g_02570	Syam.g_02149
OG0000394	Syai.g_02571	Syam.g_02150
OG0000395	Syai.g_02572	Syam.g_02151
OG0000396	Syai.g_02575	Syam.g_02153
OG0000397	Syai.g_02577	Syam.g_02160
OG0000398	Syai.g_02582	Syam.g_02165
OG0000399	Syai.g_02583	Syam.g_02166
OG0000400	Syai.g_02584	Syam.g_02167
OG0000401	Syai.g_02585	Syam.g_02168
OG0000402	Syai.g_02588	Syam.g_02171
OG0000403	Syai.g_02589	Syam.g_02172
OG0000404	Syai.g_02590	Syam.g_02173
OG0000405	Syai.g_02606	Syam.g_02189
OG0000406	Syai.g_02610	Syam.g_02193
OG0000407	Syai.g_02611	Syam.g_02194
OG0000408	Syai.g_02613	Syam.g_02196
OG0000409	Syai.g_02615	Syam.g_02198
OG0000410	Syai.g_02616	Syam.g_02199
OG0000411	Syai.g_02617	Syam.g_02200
OG0000412	Syai.g_02618	Syam.g_02201
OG0000413	Syai.g_02620	Syam.g_02203
OG0000414	Syai.g_02621	Syam.g_02204
OG0000415	Syai.g_02622	Syam.g_02205
OG0000416	Syai.g_02623	Syam.g_02206
OG0000417	Syai.g_02624	Syam.g_02207
OG0000418	Syai.g_02629	Syam.g_02212
OG0000419	Syai.g_02631	Syam.g_02214
OG0000420	Syai.g_02633	Syam.g_02216
OG0000421	Syai.g_02638	Syam.g_02221
OG0000422	Syai.g_02639	Syam.g_02222
OG0000423	Syai.g_02640	Syam.g_02223
OG0000424	Syai.g_02641	Syam.g_02224
OG0000425	Syai.g_02642	Syam.g_02225
OG0000426	Syai.g_02643	Syam.g_02226
OG0000427	Syai.g_02644	Syam.g_02227
OG0000428	Syai.g_02647	Syam.g_02230
OG0000429	Syai.g_02649	Syam.g_02232
OG0000430	Syai.g_02650	Syam.g_02233
OG0000431	Syai.g_02654	Syam.g_02237
OG0000432	Syai.g_02660	Syam.g_02243
OG0000433	Syai.g_02662	Syam.g_02244
OG0000434	Syai.g_02663	Syam.g_02245
OG0000435	Syai.g_02666	Syam.g_02246
OG0000436	Syai.g_02671	Syam.g_02252
OG0000437	Syai.g_02672	Syam.g_02253
OG0000438	Syai.g_02673	Syam.g_02254
OG0000439	Syai.g_02675	Syam.g_02256
OG0000440	Syai.g_02676	Syam.g_02257
OG0000441	Syai.g_02681	Syam.g_02261
OG0000442	Syai.g_02682	Syam.g_02262
OG0000443	Syai.g_02683	Syam.g_02263
OG0000444	Syai.g_02688	Syam.g_02268
OG0000445	Syai.g_02689	Syam.g_02269
OG0000446	Syai.g_02690	Syam.g_02270
OG0000447	Syai.g_02693	Syam.g_02272
OG0000448	Syai.g_02694	Syam.g_02273
OG0000449	Syai.g_02695	Syam.g_02274
OG0000450	Syai.g_02696	Syam.g_02275
OG0000451	Syai.g_02697	Syam.g_02276
OG0000452	Syai.g_02701	Syam.g_02280
OG0000453	Syai.g_02702	Syam.g_02281
OG0000454	Syai.g_02703	Syam.g_02282
OG0000455	Syai.g_02704	Syam.g_02283
OG0000456	Syai.g_02705	Syam.g_02284
OG0000457	Syai.g_02707	Syam.g_02286
OG0000458	Syai.g_02708	Syam.g_02287
OG0000459	Syai.g_02709	Syam.g_02288
OG0000460	Syai.g_00535	Syam.g_00506
OG0000461	Syai.g_00314	Syam.g_00284
OG0000462	Syai.g_00311	Syam.g_00281
OG0000463	Syai.g_00310	Syam.g_00280
OG0000464	Syai.g_00309	Syam.g_00279
OG0000465	Syai.g_00307	Syam.g_00277
OG0000466	Syai.g_00303	Syam.g_00273
OG0000467	Syai.g_00301	Syam.g_00271
OG0000468	Syai.g_00296	Syam.g_00266
OG0000469	Syai.g_00282	Syam.g_00253
OG0000470	Syai.g_00280	Syam.g_00251
OG0000471	Syai.g_00279	Syam.g_00250
OG0000472	Syai.g_00277	Syam.g_00248
OG0000473	Syai.g_00275	Syam.g_00246
OG0000474	Syai.g_00274	Syam.g_00245
OG0000475	Syai.g_00273	Syam.g_00244
OG0000476	Syai.g_00271	Syam.g_00242
OG0000477	Syai.g_00265	Syam.g_00236
OG0000478	Syai.g_00264	Syam.g_00235
OG0000479	Syai.g_00263	Syam.g_00234
OG0000480	Syai.g_00256	Syam.g_00227
OG0000481	Syai.g_00254	Syam.g_00225
OG0000482	Syai.g_00253	Syam.g_00224
OG0000483	Syai.g_00249	Syam.g_00220
OG0000484	Syai.g_00248	Syam.g_00219
OG0000485	Syai.g_00247	Syam.g_00218
OG0000486	Syai.g_00246	Syam.g_00217
OG0000487	Syai.g_00240	Syam.g_00211
OG0000488	Syai.g_00236	Syam.g_00207
OG0000489	Syai.g_00226	Syam.g_00197
OG0000490	Syai.g_00218	Syam.g_00189
OG0000491	Syai.g_00217	Syam.g_00187
OG0000492	Syai.g_00214	Syam.g_00185
OG0000493	Syai.g_00213	Syam.g_00184
OG0000494	Syai.g_00212	Syam.g_00183
OG0000495	Syai.g_00211	Syam.g_00182
OG0000496	Syai.g_00210	Syam.g_00181
OG0000497	Syai.g_00209	Syam.g_00180
OG0000498	Syai.g_00208	Syam.g_00179
OG0000499	Syai.g_00207	Syam.g_00178
OG0000500	Syai.g_00206	Syam.g_00177
OG0000501	Syai.g_00203	Syam.g_00174
OG0000502	Syai.g_00192	Syam.g_00165
OG0000503	Syai.g_00486	Syam.g_00457
OG0000504	Syai.g_00488	Syam.g_00459
OG0000505	Syai.g_00489	Syam.g_00460
OG0000506	Syai.g_00491	Syam.g_00462
OG0000507	Syai.g_00497	Syam.g_00468
OG0000508	Syai.g_00501	Syam.g_00472
OG0000509	Syai.g_00503	Syam.g_00474
OG0000510	Syai.g_00504	Syam.g_00475
OG0000511	Syai.g_00505	Syam.g_00476
OG0000512	Syai.g_00507	Syam.g_00478
OG0000513	Syai.g_00521	Syam.g_00493
OG0000514	Syai.g_00528	Syam.g_00499
OG0000515	Syai.g_00529	Syam.g_00500
OG0000516	Syai.g_02223	Syam.g_01862
OG0000517	Syai.g_02229	Syam.g_01868
OG0000518	Syai.g_02211	Syam.g_01851
OG0000519	Syai.g_02210	Syam.g_01850
OG0000520	Syai.g_02209	Syam.g_01849
OG0000521	Syai.g_00842	Syam.g_01696
OG0000522	Syai.g_00844	Syam.g_01694
OG0000523	Syai.g_00845	Syam.g_01693
OG0000524	Syai.g_00852	Syam.g_01681
OG0000525	Syai.g_00856	Syam.g_01677
OG0000526	Syai.g_00859	Syam.g_01674
OG0000527	Syai.g_00863	Syam.g_01670
OG0000528	Syai.g_00633	Syam.g_00580
OG0000529	Syai.g_00639	Syam.g_00584
OG0000530	Syai.g_00642	Syam.g_00587
OG0000531	Syai.g_00643	Syam.g_00588
OG0000532	Syai.g_00646	Syam.g_00591
OG0000533	Syai.g_00647	Syam.g_00592
OG0000534	Syai.g_00648	Syam.g_00593
OG0000535	Syai.g_00649	Syam.g_00594
OG0000536	Syai.g_00650	Syam.g_00595
OG0000537	Syai.g_00651	Syam.g_00596
OG0000538	Syai.g_00662	Syam.g_00607
OG0000539	Syai.g_00663	Syam.g_00608
OG0000540	Syai.g_00664	Syam.g_00609
OG0000541	Syai.g_00665	Syam.g_00610
OG0000542	Syai.g_00668	Syam.g_00613
OG0000543	Syai.g_00670	Syam.g_00615
OG0000544	Syai.g_00671	Syam.g_00616
OG0000545	Syai.g_00673	Syam.g_00618
OG0000546	Syai.g_00675	Syam.g_00620
OG0000547	Syai.g_00677	Syam.g_00622
OG0000548	Syai.g_00678	Syam.g_00623
OG0000549	Syai.g_00684	Syam.g_00630
OG0000550	Syai.g_00689	Syam.g_00635
OG0000551	Syai.g_00694	Syam.g_00640
OG0000552	Syai.g_00695	Syam.g_00641
OG0000553	Syai.g_00698	Syam.g_00643
OG0000554	Syai.g_00708	Syam.g_00652
OG0000555	Syai.g_00725	Syam.g_00667
OG0000556	Syai.g_00728	Syam.g_00670
OG0000557	Syai.g_00730	Syam.g_00672
