Orthogroup	Syai	Syad
OG0000094	Syai.g_01424	Syad.g_01676
OG0000095	Syai.g_02007	Syad.g_01290
OG0000097	Syai.g_01787	Syad.g_01458
OG0000098	Syai.g_01718	Syad.g_00625
OG0000099	Syai.g_00199	Syad.g_00460
OG0000100	Syai.g_01372	Syad.g_01846
OG0000101	Syai.g_00404	Syad.g_00694
OG0000102	Syai.g_00106	Syad.g_00343
OG0000103	Syai.g_02912	Syad.g_00143
OG0000104	Syai.g_02929	Syad.g_00158
OG0000105	Syai.g_00267	Syad.g_00530
OG0000106	Syai.g_01601	Syad.g_01993
OG0000107	Syai.g_00319	Syad.g_00590
OG0000108	Syai.g_00638	Syad.g_00904
OG0000109	Syai.g_00653	Syad.g_00919
OG0000110	Syai.g_00766	Syad.g_01048
OG0000111	Syai.g_01998	Syad.g_01300
OG0000112	Syai.g_01512	Syad.g_01766
OG0000113	Syai.g_01367	Syad.g_01851
OG0000114	Syai.g_01261	Syad.g_01617
OG0000115	Syai.g_00932	Syad.g_02300
OG0000116	Syai.g_02156	Syad.g_01123
OG0000117	Syai.g_01756	Syad.g_01510
OG0000118	Syai.g_00818	Syad.g_01104
OG0000119	Syai.g_02127	Syad.g_01168
OG0000120	Syai.g_00198	Syad.g_00459
OG0000121	Syai.g_00951	Syad.g_02280
OG0000122	Syai.g_01143	Syad.g_02122
OG0000123	Syai.g_00411	Syad.g_00701
OG0000124	Syai.g_00089	Syad.g_00320
OG0000125	Syai.g_02782	Syad.g_03040
OG0000126	Syai.g_02927	Syad.g_00156
OG0000127	Syai.g_02459	Syad.g_02710
OG0000128	Syai.g_00012	Syad.g_00174
OG0000129	Syai.g_02771	Syad.g_03028
OG0000130	Syai.g_02474	Syad.g_02728
OG0000131	Syai.g_02608	Syad.g_02876
OG0000132	Syai.g_02628	Syad.g_02897
OG0000133	Syai.g_01507	Syad.g_01761
OG0000134	Syai.g_00520	Syad.g_00788
OG0000135	Syai.g_02826	Syad.g_00063
OG0000136	Syai.g_02217	Syad.g_02445
OG0000137	Syai.g_00865	Syad.g_02353
OG0000138	Syai.g_00654	Syad.g_00920
OG0000139	Syai.g_00714	Syad.g_00983
OG0000140	Syai.g_00716	Syad.g_00987
OG0000141	Syai.g_01041	Syad.g_02208
OG0000142	Syai.g_01104	Syad.g_02152
OG0000143	Syai.g_01108	Syad.g_02148
OG0000144	Syai.g_01608	Syad.g_02024
OG0000145	Syai.g_00660	Syad.g_00927
OG0000146	Syai.g_01513	Syad.g_01767
OG0000147	Syai.g_01514	Syad.g_01768
OG0000148	Syai.g_01361	Syad.g_01861
OG0000149	Syai.g_02059	Syad.g_01221
OG0000150	Syai.g_00717	Syad.g_02207, Syad.g_00989
OG0000151	Syai.g_01280	Syad.g_01956
OG0000152	Syai.g_01503	Syad.g_01757
OG0000153	Syai.g_01461	Syad.g_01713
OG0000154	Syai.g_01434	Syad.g_01686
OG0000155	Syai.g_02109	Syad.g_01189
OG0000156	Syai.g_02162	Syad.g_01116
OG0000157	Syai.g_02163	Syad.g_01115
OG0000158	Syai.g_00135	Syad.g_00374
OG0000160	Syai.g_00952	Syad.g_02279
OG0000161	Syai.g_00946	Syad.g_02287
OG0000162	Syai.g_00939	Syad.g_02293
OG0000163	Syai.g_02300	Syad.g_02542
OG0000164	Syai.g_02411	Syad.g_02659
OG0000165	Syai.g_02244	Syad.g_02476
OG0000166	Syai.g_00364	Syad.g_00654
OG0000167	Syai.g_00164	Syad.g_00419
OG0000168	Syai.g_00134	Syad.g_00371
OG0000169	Syai.g_00123	Syad.g_00360
OG0000170	Syai.g_00116	Syad.g_00353
OG0000171	Syai.g_00090	Syad.g_00321
OG0000172	Syai.g_00083	Syad.g_00244
OG0000173	Syai.g_00064	Syad.g_00220
OG0000174	Syai.g_02828	Syad.g_00065
OG0000175	Syai.g_02901	Syad.g_00129
OG0000176	Syai.g_00004	Syad.g_00166
OG0000177	Syai.g_00005	Syad.g_00167
OG0000178	Syai.g_00006	Syad.g_00168
OG0000179	Syai.g_00023	Syad.g_00183
OG0000180	Syai.g_00024	Syad.g_00184
OG0000181	Syai.g_00025	Syad.g_00185
OG0000182	Syai.g_00026	Syad.g_00186
OG0000183	Syai.g_00030	Syad.g_00190
OG0000184	Syai.g_02756	Syad.g_03018
OG0000185	Syai.g_02734	Syad.g_03006
OG0000186	Syai.g_02469	Syad.g_02722
OG0000187	Syai.g_02471	Syad.g_02724
OG0000188	Syai.g_02494	Syad.g_02759
OG0000189	Syai.g_02530	Syad.g_02788
OG0000190	Syai.g_02532	Syad.g_02790
OG0000191	Syai.g_02562	Syad.g_02824
OG0000192	Syai.g_02569	Syad.g_02834
OG0000193	Syai.g_02609	Syad.g_02877
OG0000194	Syai.g_02612	Syad.g_02880
OG0000195	Syai.g_02614	Syad.g_02884
OG0000196	Syai.g_02625	Syad.g_02894
OG0000197	Syai.g_02626	Syad.g_02895
OG0000198	Syai.g_02627	Syad.g_02896
OG0000199	Syai.g_02635	Syad.g_02904
OG0000200	Syai.g_02651	Syad.g_02921
OG0000201	Syai.g_02667	Syad.g_02937
OG0000202	Syai.g_02668	Syad.g_02938
OG0000203	Syai.g_02669	Syad.g_02939
OG0000204	Syai.g_02670	Syad.g_02940
OG0000205	Syai.g_02677	Syad.g_02948
OG0000206	Syai.g_02684	Syad.g_02955
OG0000207	Syai.g_02686	Syad.g_02957
OG0000208	Syai.g_02687	Syad.g_02958
OG0000209	Syai.g_02699	Syad.g_02981
OG0000210	Syai.g_02700	Syad.g_02982
OG0000211	Syai.g_00533	Syad.g_00813
OG0000212	Syai.g_00544	Syad.g_00825
OG0000213	Syai.g_00292	Syad.g_00556
OG0000214	Syai.g_00276	Syad.g_00538
OG0000215	Syai.g_00245	Syad.g_00508
OG0000216	Syai.g_00241	Syad.g_00504
OG0000217	Syai.g_00237	Syad.g_00500
OG0000218	Syai.g_00235	Syad.g_00498
OG0000219	Syai.g_00234	Syad.g_00497
OG0000220	Syai.g_00233	Syad.g_00496
OG0000221	Syai.g_00227	Syad.g_00488
OG0000222	Syai.g_00215	Syad.g_00473
OG0000223	Syai.g_00194	Syad.g_00451
OG0000224	Syai.g_00186	Syad.g_00444
OG0000225	Syai.g_00502	Syad.g_00777
OG0000226	Syai.g_00506	Syad.g_00781
OG0000227	Syai.g_00508	Syad.g_00783
OG0000228	Syai.g_00516	Syad.g_00784
OG0000229	Syai.g_02228	Syad.g_02450
OG0000230	Syai.g_02226	Syad.g_02448
OG0000231	Syai.g_02208	Syad.g_02436
OG0000232	Syai.g_00846	Syad.g_02392
OG0000233	Syai.g_00855	Syad.g_02382
OG0000234	Syai.g_00866	Syad.g_02351
OG0000235	Syai.g_00637	Syad.g_00903
OG0000236	Syai.g_00652	Syad.g_00918
OG0000237	Syai.g_00669	Syad.g_00936
OG0000238	Syai.g_00674	Syad.g_00941
OG0000239	Syai.g_00691	Syad.g_00957
OG0000240	Syai.g_00692	Syad.g_00958
OG0000241	Syai.g_01085	Syad.g_02160
OG0000242	Syai.g_00705	Syad.g_00975
OG0000243	Syai.g_00726	Syad.g_01000
OG0000244	Syai.g_00731	Syad.g_01012
OG0000245	Syai.g_00733	Syad.g_01014
OG0000246	Syai.g_00737	Syad.g_01017
OG0000247	Syai.g_00748	Syad.g_01029
OG0000248	Syai.g_00751	Syad.g_01032
OG0000249	Syai.g_00753	Syad.g_01034
OG0000250	Syai.g_00762	Syad.g_01044
OG0000251	Syai.g_00789	Syad.g_01071
OG0000252	Syai.g_00797	Syad.g_01078
OG0000253	Syai.g_00798	Syad.g_01081
OG0000254	Syai.g_01045	Syad.g_02203
OG0000255	Syai.g_01061	Syad.g_02185
OG0000256	Syai.g_01077	Syad.g_02167
OG0000257	Syai.g_01084	Syad.g_02161
OG0000258	Syai.g_01113	Syad.g_02143
OG0000259	Syai.g_01229	Syad.g_01576
OG0000260	Syai.g_01232	Syad.g_01587
OG0000261	Syai.g_01235	Syad.g_01590
OG0000262	Syai.g_01240	Syad.g_01595
OG0000263	Syai.g_01776	Syad.g_01475
OG0000264	Syai.g_01962	Syad.g_01360
OG0000266	Syai.g_01401	Syad.g_01804
OG0000267	Syai.g_01569	Syad.g_01645
OG0000268	Syai.g_01568	Syad.g_01646
OG0000269	Syai.g_01316	Syad.g_01894
OG0000270	Syai.g_01319	Syad.g_01891
OG0000271	Syai.g_01327	Syad.g_01883
OG0000272	Syai.g_01328	Syad.g_01882
OG0000273	Syai.g_02037	Syad.g_01247
OG0000274	Syai.g_02038	Syad.g_01246
OG0000275	Syai.g_02043	Syad.g_01242
OG0000276	Syai.g_02051	Syad.g_01229
OG0000277	Syai.g_02052	Syad.g_01228
OG0000278	Syai.g_02055	Syad.g_01225
OG0000279	Syai.g_02063	Syad.g_01208
OG0000280	Syai.g_02084	Syad.g_01198
OG0000281	Syai.g_01719	Syad.g_00624
OG0000282	Syai.g_01263	Syad.g_01619
OG0000283	Syai.g_01554	Syad.g_01661
OG0000284	Syai.g_01548	Syad.g_01787
OG0000285	Syai.g_01522	Syad.g_01776
OG0000286	Syai.g_01504	Syad.g_01758
OG0000287	Syai.g_01469	Syad.g_01720
OG0000288	Syai.g_01435	Syad.g_01687
OG0000289	Syai.g_01421	Syad.g_01672
OG0000290	Syai.g_02010	Syad.g_01287
OG0000291	Syai.g_02008	Syad.g_01289
OG0000292	Syai.g_02926	Syad.g_00155
OG0000293	Syai.g_02155	Syad.g_01124
OG0000294	Syai.g_02154	Syad.g_01125
OG0000295	Syai.g_02117	Syad.g_01181
OG0000296	Syai.g_02115	Syad.g_01183
OG0000297	Syai.g_01754	Syad.g_01512
OG0000298	Syai.g_01755	Syad.g_01511
OG0000299	Syai.g_01783	Syad.g_01462
OG0000300	Syai.g_01790	Syad.g_01455
OG0000301	Syai.g_01791	Syad.g_01454
OG0000302	Syai.g_01793	Syad.g_01453
OG0000303	Syai.g_01802	Syad.g_01442
OG0000304	Syai.g_01826	Syad.g_01436
OG0000305	Syai.g_02005	Syad.g_01292
OG0000306	Syai.g_02090	Syad.g_01989
OG0000307	Syai.g_00619	Syad.g_00883
OG0000308	Syai.g_00617	Syad.g_00881
OG0000309	Syai.g_00612	Syad.g_00876
OG0000310	Syai.g_00989	Syad.g_02250
OG0000311	Syai.g_00985	Syad.g_02254
OG0000312	Syai.g_00966	Syad.g_02265
OG0000313	Syai.g_00949	Syad.g_02284
OG0000314	Syai.g_00908	Syad.g_02313
OG0000315	Syai.g_00897	Syad.g_02323
OG0000316	Syai.g_02320, Syai.g_02322	Syad.g_02564
OG0000317	Syai.g_02373	Syad.g_02620
OG0000318	Syai.g_02379	Syad.g_02624
OG0000319	Syai.g_02395	Syad.g_02642
OG0000320	Syai.g_02397	Syad.g_02644
OG0000321	Syai.g_02398	Syad.g_02645
OG0000322	Syai.g_02399	Syad.g_02646
OG0000323	Syai.g_02413	Syad.g_02661
OG0000324	Syai.g_02272	Syad.g_02505
OG0000325	Syai.g_00320	Syad.g_00591
OG0000326	Syai.g_00327	Syad.g_00598
OG0000327	Syai.g_00359	Syad.g_00649
OG0000328	Syai.g_00360	Syad.g_00650
OG0000329	Syai.g_00378	Syad.g_00668
OG0000330	Syai.g_00379	Syad.g_00669
OG0000331	Syai.g_00380	Syad.g_00670
OG0000332	Syai.g_00395	Syad.g_00685
OG0000333	Syai.g_00398	Syad.g_00688
OG0000334	Syai.g_00407	Syad.g_00697
OG0000335	Syai.g_00412	Syad.g_00702
OG0000336	Syai.g_00416	Syad.g_00706
OG0000337	Syai.g_00169	Syad.g_00425, Syad.g_00427
OG0000338	Syai.g_00166	Syad.g_00421
OG0000339	Syai.g_00160	Syad.g_00414
OG0000340	Syai.g_00133	Syad.g_00370
OG0000341	Syai.g_00131	Syad.g_00368
OG0000342	Syai.g_00130	Syad.g_00367
OG0000343	Syai.g_00129	Syad.g_00366
OG0000344	Syai.g_00125	Syad.g_00362
OG0000345	Syai.g_00115	Syad.g_00352
OG0000346	Syai.g_00110	Syad.g_00347
OG0000347	Syai.g_00087	Syad.g_00318
OG0000348	Syai.g_00076	Syad.g_00233
OG0000349	Syai.g_00057	Syad.g_00213
OG0000350	Syai.g_00334	Syad.g_00605
OG0000351	Syai.g_02904	Syad.g_00134
OG0000352	Syai.g_02905	Syad.g_00135
OG0000353	Syai.g_02932	Syad.g_00161
OG0000354	Syai.g_00680	Syad.g_00947
OG0000354	Syai.g_00019	Syad.g_00181
OG0000355	Syai.g_00001	Syad.g_00163
OG0000356	Syai.g_00002	Syad.g_00164
OG0000357	Syai.g_00003	Syad.g_00165
OG0000358	Syai.g_00007	Syad.g_00169
OG0000359	Syai.g_00009	Syad.g_00171
OG0000360	Syai.g_00010	Syad.g_00172
OG0000361	Syai.g_00011	Syad.g_00173
OG0000362	Syai.g_00013	Syad.g_00175
OG0000363	Syai.g_00015	Syad.g_00177
OG0000364	Syai.g_00016	Syad.g_00178
OG0000365	Syai.g_00027	Syad.g_00187
OG0000366	Syai.g_00028	Syad.g_00188
OG0000367	Syai.g_00029	Syad.g_00189
OG0000368	Syai.g_00031	Syad.g_00191
OG0000369	Syai.g_00032	Syad.g_00192
OG0000370	Syai.g_00033	Syad.g_00193
OG0000371	Syai.g_00041	Syad.g_00201
OG0000372	Syai.g_00047	Syad.g_00206
OG0000373	Syai.g_00048	Syad.g_00207
OG0000374	Syai.g_00049	Syad.g_00208
OG0000375	Syai.g_00053	Syad.g_00209
OG0000376	Syai.g_00055	Syad.g_00211
OG0000377	Syai.g_02769	Syad.g_03027
OG0000378	Syai.g_02751	Syad.g_03012
OG0000379	Syai.g_02733	Syad.g_03005
OG0000380	Syai.g_02472	Syad.g_02725
OG0000381	Syai.g_02475	Syad.g_02729
OG0000382	Syai.g_02493	Syad.g_02758
OG0000383	Syai.g_02498	Syad.g_02761
OG0000384	Syai.g_02499	Syad.g_02762
OG0000385	Syai.g_02500	Syad.g_02763
OG0000386	Syai.g_02501	Syad.g_02764
OG0000387	Syai.g_02534	Syad.g_02792
OG0000388	Syai.g_02538	Syad.g_02796
OG0000389	Syai.g_02542	Syad.g_02800
OG0000390	Syai.g_02556	Syad.g_02818
OG0000391	Syai.g_02561	Syad.g_02823
OG0000392	Syai.g_02568	Syad.g_02833
OG0000393	Syai.g_02570	Syad.g_02837
OG0000394	Syai.g_02571	Syad.g_02838
OG0000395	Syai.g_02572	Syad.g_02839
OG0000396	Syai.g_02575	Syad.g_02843
OG0000397	Syai.g_02577	Syad.g_02845
OG0000398	Syai.g_02582	Syad.g_02850
OG0000399	Syai.g_02583	Syad.g_02851
OG0000400	Syai.g_02584	Syad.g_02852
OG0000401	Syai.g_02585	Syad.g_02853
OG0000402	Syai.g_02588	Syad.g_02855
OG0000403	Syai.g_02589	Syad.g_02856
OG0000404	Syai.g_02590	Syad.g_02858
OG0000405	Syai.g_02606	Syad.g_02874
OG0000406	Syai.g_02610	Syad.g_02878
OG0000407	Syai.g_02611	Syad.g_02879
OG0000408	Syai.g_02613	Syad.g_02883
OG0000409	Syai.g_02615	Syad.g_02885
OG0000410	Syai.g_02616	Syad.g_02886
OG0000411	Syai.g_02617	Syad.g_02887
OG0000412	Syai.g_02618	Syad.g_02888
OG0000413	Syai.g_02620	Syad.g_02890
OG0000415	Syai.g_02622	Syad.g_02891
OG0000416	Syai.g_02623	Syad.g_02892
OG0000417	Syai.g_02624	Syad.g_02893
OG0000418	Syai.g_02629	Syad.g_02898
OG0000419	Syai.g_02631	Syad.g_02900
OG0000420	Syai.g_02633	Syad.g_02902
OG0000421	Syai.g_02638	Syad.g_02907
OG0000422	Syai.g_02639	Syad.g_02908
OG0000423	Syai.g_02640	Syad.g_02909
OG0000424	Syai.g_02641	Syad.g_02910
OG0000425	Syai.g_02642	Syad.g_02911
OG0000426	Syai.g_02643	Syad.g_02912
OG0000427	Syai.g_02644	Syad.g_02913
OG0000428	Syai.g_02647	Syad.g_02916
OG0000429	Syai.g_02649	Syad.g_02918
OG0000430	Syai.g_02650	Syad.g_02920
OG0000431	Syai.g_02654	Syad.g_02923
OG0000432	Syai.g_02660	Syad.g_02930
OG0000433	Syai.g_02662	Syad.g_02933
OG0000434	Syai.g_02663	Syad.g_02934
OG0000435	Syai.g_02666	Syad.g_02936
OG0000436	Syai.g_02671	Syad.g_02942
OG0000437	Syai.g_02672	Syad.g_02943
OG0000438	Syai.g_02673	Syad.g_02944
OG0000439	Syai.g_02675	Syad.g_02946
OG0000440	Syai.g_02676	Syad.g_02947
OG0000441	Syai.g_02681	Syad.g_02951
OG0000442	Syai.g_02682	Syad.g_02952
OG0000443	Syai.g_02683	Syad.g_02953
OG0000444	Syai.g_02688	Syad.g_02964
OG0000445	Syai.g_02689	Syad.g_02965
OG0000446	Syai.g_02690	Syad.g_02967
OG0000447	Syai.g_02693	Syad.g_02970
OG0000448	Syai.g_02694	Syad.g_02971
OG0000449	Syai.g_02695	Syad.g_02972
OG0000450	Syai.g_02696	Syad.g_02978
OG0000451	Syai.g_02697	Syad.g_02979
OG0000452	Syai.g_02701	Syad.g_02983
OG0000453	Syai.g_02702	Syad.g_02984
OG0000454	Syai.g_02703	Syad.g_02985
OG0000455	Syai.g_02704	Syad.g_02986
OG0000456	Syai.g_02705	Syad.g_02987
OG0000457	Syai.g_02707	Syad.g_02989
OG0000458	Syai.g_02708	Syad.g_02998
OG0000459	Syai.g_02709	Syad.g_02999
OG0000460	Syai.g_00535	Syad.g_00815
OG0000461	Syai.g_00314	Syad.g_00579
OG0000462	Syai.g_00311	Syad.g_00576
OG0000463	Syai.g_00310	Syad.g_00575
OG0000464	Syai.g_00309	Syad.g_00574
OG0000465	Syai.g_00307	Syad.g_00573
OG0000466	Syai.g_00303	Syad.g_00568
OG0000467	Syai.g_00301	Syad.g_00566
OG0000468	Syai.g_00296	Syad.g_00561
OG0000469	Syai.g_00282	Syad.g_00545
OG0000470	Syai.g_00280	Syad.g_00542
OG0000471	Syai.g_00279	Syad.g_00541
OG0000472	Syai.g_00277	Syad.g_00539
OG0000473	Syai.g_00275	Syad.g_00537
OG0000474	Syai.g_00274	Syad.g_00536
OG0000475	Syai.g_00273	Syad.g_00535
OG0000476	Syai.g_00271	Syad.g_00533
OG0000477	Syai.g_00265	Syad.g_00528
OG0000478	Syai.g_00264	Syad.g_00527
OG0000479	Syai.g_00263	Syad.g_00526
OG0000480	Syai.g_00256	Syad.g_00520
OG0000481	Syai.g_00254	Syad.g_00518
OG0000482	Syai.g_00253	Syad.g_00517
OG0000483	Syai.g_00249	Syad.g_00513
OG0000484	Syai.g_00248	Syad.g_00512
OG0000485	Syai.g_00247	Syad.g_00511
OG0000486	Syai.g_00246	Syad.g_00510
OG0000487	Syai.g_00240	Syad.g_00503
OG0000488	Syai.g_00236	Syad.g_00499
OG0000489	Syai.g_00226	Syad.g_00487
OG0000490	Syai.g_00218	Syad.g_00475
OG0000491	Syai.g_00217	Syad.g_00474
OG0000492	Syai.g_00214	Syad.g_00472
OG0000493	Syai.g_00213	Syad.g_00471
OG0000494	Syai.g_00212	Syad.g_00470
OG0000495	Syai.g_00211	Syad.g_00469
OG0000496	Syai.g_00210	Syad.g_00468
OG0000497	Syai.g_00209	Syad.g_00467
OG0000498	Syai.g_00208	Syad.g_00466
OG0000499	Syai.g_00207	Syad.g_00465
OG0000500	Syai.g_00206	Syad.g_00464
OG0000501	Syai.g_00203	Syad.g_00461
OG0000502	Syai.g_00192	Syad.g_00449
OG0000503	Syai.g_00486	Syad.g_00761
OG0000504	Syai.g_00488	Syad.g_00763
OG0000505	Syai.g_00489	Syad.g_00764
OG0000506	Syai.g_00491	Syad.g_00766
OG0000507	Syai.g_00497	Syad.g_00772
OG0000508	Syai.g_00501	Syad.g_00776
OG0000509	Syai.g_00503	Syad.g_00778
OG0000510	Syai.g_00504	Syad.g_00779
OG0000511	Syai.g_00505	Syad.g_00780
OG0000512	Syai.g_00507	Syad.g_00782
OG0000513	Syai.g_00521	Syad.g_00789
OG0000514	Syai.g_00528	Syad.g_00795
OG0000515	Syai.g_00529	Syad.g_00796
OG0000516	Syai.g_02223	Syad.g_02456
OG0000517	Syai.g_02229	Syad.g_02451
OG0000518	Syai.g_02211	Syad.g_02439
OG0000519	Syai.g_02210	Syad.g_02438
OG0000520	Syai.g_02209	Syad.g_02437
OG0000521	Syai.g_00842	Syad.g_01108
OG0000522	Syai.g_00844	Syad.g_01109
OG0000523	Syai.g_00845	Syad.g_01110
OG0000524	Syai.g_00852	Syad.g_02386
OG0000525	Syai.g_00856	Syad.g_02363
OG0000526	Syai.g_00859	Syad.g_02360
OG0000527	Syai.g_00863	Syad.g_02355
OG0000528	Syai.g_00633	Syad.g_00897
OG0000529	Syai.g_00639	Syad.g_00905
OG0000530	Syai.g_00642	Syad.g_00908
OG0000531	Syai.g_00643	Syad.g_00909
OG0000532	Syai.g_00646	Syad.g_00912
OG0000533	Syai.g_00647	Syad.g_00913
OG0000534	Syai.g_00648	Syad.g_00914
OG0000535	Syai.g_00649	Syad.g_00915
OG0000536	Syai.g_00650	Syad.g_00916
OG0000537	Syai.g_00651	Syad.g_00917
OG0000538	Syai.g_00662	Syad.g_00929
OG0000539	Syai.g_00663	Syad.g_00930
OG0000540	Syai.g_00664	Syad.g_00931
OG0000541	Syai.g_00665	Syad.g_00932
OG0000542	Syai.g_00668	Syad.g_00935
OG0000543	Syai.g_00670	Syad.g_00937
OG0000544	Syai.g_00671	Syad.g_00938
OG0000545	Syai.g_00673	Syad.g_00940
OG0000546	Syai.g_00675	Syad.g_00942
OG0000547	Syai.g_00677	Syad.g_00944
OG0000548	Syai.g_00678	Syad.g_00945
OG0000549	Syai.g_00684	Syad.g_00952
OG0000550	Syai.g_00689	Syad.g_00956
OG0000551	Syai.g_00694	Syad.g_00960
OG0000552	Syai.g_00695	Syad.g_00961
OG0000553	Syai.g_00698	Syad.g_00965
OG0000554	Syai.g_00708	Syad.g_00978
OG0000555	Syai.g_00725	Syad.g_00999
OG0000556	Syai.g_00728	Syad.g_01003
OG0000557	Syai.g_00730	Syad.g_01011
OG0000558	Syai.g_00732	Syad.g_01013
OG0000559	Syai.g_00736	Syad.g_01016
OG0000560	Syai.g_00739	Syad.g_01019
OG0000561	Syai.g_00740	Syad.g_01020
OG0000562	Syai.g_00741	Syad.g_01021
OG0000563	Syai.g_00742	Syad.g_01022
