Orthogroup	Syai	Pram
OG0000030	Syai.g_00096, Syai.g_00095	Pram.g_01844
OG0000031	Syai.g_00197	Pram.g_01413
OG0000032	Syai.g_00895	Pram.g_01339
OG0000034	Syai.g_02192, Syai.g_02604	Pram.g_01240
OG0000035	Syai.g_00955	Pram.g_01381, Pram.g_01378
OG0000037	Syai.g_02544, Syai.g_02815	Pram.g_00093
OG0000038	Syai.g_02780	Pram.g_01884
OG0000039	Syai.g_02034	Pram.g_00777
OG0000041	Syai.g_02265, Syai.g_02016	Pram.g_01680
OG0000042	Syai.g_00099	Pram.g_01841
OG0000043	Syai.g_01599	Pram.g_01161
OG0000044	Syai.g_00833	Pram.g_01620
OG0000046	Syai.g_00443, Syai.g_00449, Syai.g_00435	Pram.g_00316
OG0000047	Syai.g_00462	Pram.g_00359
OG0000048	Syai.g_00272	Pram.g_00259
OG0000050	Syai.g_01893	Pram.g_00576
OG0000052	Syai.g_00176	Pram.g_00040
OG0000053	Syai.g_00930	Pram.g_01357, Pram.g_01580
OG0000054	Syai.g_01040	Pram.g_00544
OG0000057	Syai.g_01997	Pram.g_00792
OG0000059	Syai.g_00351	Pram.g_01719
OG0000061	Syai.g_02144	Pram.g_01140
OG0000062	Syai.g_02358	Pram.g_01293
OG0000063	Syai.g_00042	Pram.g_01258
OG0000064	Syai.g_02350, Syai.g_02844, Syai.g_01162, Syai.g_01163, Syai.g_01668	Pram.g_00052
OG0000066	Syai.g_01709, Syai.g_00719	Pram.g_01558
OG0000067	Syai.g_01321	Pram.g_00809
OG0000068	Syai.g_00628	Pram.g_01468
OG0000070	Syai.g_02196	Pram.g_00385
OG0000071	Syai.g_02179	Pram.g_01230
OG0000072	Syai.g_02636	Pram.g_00156
OG0000073	Syai.g_00659	Pram.g_00437
OG0000075	Syai.g_00161	Pram.g_01807
OG0000076	Syai.g_00111	Pram.g_01833
OG0000077	Syai.g_02486	Pram.g_00063
OG0000078	Syai.g_00543	Pram.g_00227
OG0000079	Syai.g_00300	Pram.g_00240
OG0000081	Syai.g_00553, Syai.g_02292	Pram.g_00469
OG0000082	Syai.g_00781	Pram.g_01559
OG0000084	Syai.g_01196, Syai.g_00958	Pram.g_01384
OG0000085	Syai.g_02365	Pram.g_01265
OG0000086	Syai.g_02507	Pram.g_00072
OG0000087	Syai.g_02592	Pram.g_00125
OG0000088	Syai.g_02630	Pram.g_00151
OG0000089	Syai.g_00517	Pram.g_00352
OG0000090	Syai.g_00707	Pram.g_00471
OG0000091	Syai.g_01112	Pram.g_01068
OG0000092	Syai.g_01358	Pram.g_00739
OG0000093	Syai.g_01306	Pram.g_01038
OG0000094	Syai.g_01424	Pram.g_00987
OG0000095	Syai.g_02007	Pram.g_00888
OG0000097	Syai.g_01787	Pram.g_01093
OG0000098	Syai.g_01718	Pram.g_01478
OG0000099	Syai.g_00199	Pram.g_01445
OG0000100	Syai.g_01372	Pram.g_01298
OG0000101	Syai.g_00404	Pram.g_01770
OG0000102	Syai.g_00106	Pram.g_01838
OG0000103	Syai.g_02912	Pram.g_01925
OG0000104	Syai.g_02929	Pram.g_01934
OG0000105	Syai.g_00267	Pram.g_00262
OG0000106	Syai.g_01601	Pram.g_00677
OG0000107	Syai.g_00319	Pram.g_01696
OG0000108	Syai.g_00638	Pram.g_00416
OG0000109	Syai.g_00653	Pram.g_00430
OG0000110	Syai.g_00878, Syai.g_00766	Pram.g_00513
OG0000111	Syai.g_00884, Syai.g_01998	Pram.g_00793
OG0000112	Syai.g_01512	Pram.g_00935
OG0000113	Syai.g_01367	Pram.g_00832
OG0000114	Syai.g_01261	Pram.g_00734
OG0000115	Syai.g_00932	Pram.g_01201
OG0000116	Syai.g_02156	Pram.g_01151
OG0000117	Syai.g_01756	Pram.g_01112
OG0000118	Syai.g_00818	Pram.g_01242
OG0000119	Syai.g_02127	Pram.g_01283
OG0000120	Syai.g_00198	Pram.g_01446
OG0000121	Syai.g_00951	Pram.g_01376
OG0000122	Syai.g_01143	Pram.g_01204, Pram.g_01334
OG0000123	Syai.g_00411	Pram.g_01777
OG0000124	Syai.g_00089	Pram.g_01850
OG0000125	Syai.g_02782	Pram.g_01886
OG0000126	Syai.g_02927	Pram.g_01933
OG0000127	Syai.g_01872, Syai.g_01906, Syai.g_01855, Syai.g_02459	Pram.g_00611
OG0000128	Syai.g_00012	Pram.g_01949
OG0000129	Syai.g_02771	Pram.g_00029
OG0000130	Syai.g_02474	Pram.g_00054
OG0000131	Syai.g_02608	Pram.g_00130
OG0000132	Syai.g_02628	Pram.g_00149
OG0000133	Syai.g_01507	Pram.g_00310
OG0000134	Syai.g_00520	Pram.g_00354
OG0000135	Syai.g_02826	Pram.g_01589
OG0000136	Syai.g_02217	Pram.g_00376
OG0000137	Syai.g_00865	Pram.g_00411
OG0000138	Syai.g_00654	Pram.g_00431
OG0000139	Syai.g_00714	Pram.g_00475
OG0000140	Syai.g_00716	Pram.g_00476
OG0000141	Syai.g_01041	Pram.g_00545
OG0000142	Syai.g_01104	Pram.g_01075
OG0000143	Syai.g_01108	Pram.g_01072
OG0000144	Syai.g_01608	Pram.g_01058
OG0000145	Syai.g_00660	Pram.g_01534
OG0000146	Syai.g_01513	Pram.g_00934
OG0000147	Syai.g_01514	Pram.g_00933
OG0000148	Syai.g_01361	Pram.g_00826
OG0000149	Syai.g_02059	Pram.g_00858
OG0000150	Syai.g_00717	Pram.g_00868
OG0000151	Syai.g_01280	Pram.g_00744
OG0000152	Syai.g_01503	Pram.g_00943
OG0000153	Syai.g_01461	Pram.g_00961
OG0000154	Syai.g_01434	Pram.g_00978
OG0000155	Syai.g_02109	Pram.g_01118
OG0000156	Syai.g_02162	Pram.g_01219
OG0000157	Syai.g_02163	Pram.g_01220
OG0000158	Syai.g_00135	Pram.g_01815
OG0000160	Syai.g_00952	Pram.g_01377
OG0000161	Syai.g_00946	Pram.g_01145, Pram.g_01371
OG0000162	Syai.g_00939	Pram.g_01365
OG0000163	Syai.g_02300	Pram.g_01326
OG0000164	Syai.g_02411	Pram.g_01656
OG0000165	Syai.g_02244	Pram.g_01664
OG0000166	Syai.g_00364	Pram.g_01733
OG0000167	Syai.g_00164	Pram.g_01805
OG0000168	Syai.g_00134	Pram.g_01816
OG0000169	Syai.g_00123	Pram.g_01826
OG0000170	Syai.g_00116	Pram.g_01829
OG0000171	Syai.g_00090	Pram.g_01849
OG0000172	Syai.g_00083	Pram.g_01856
OG0000173	Syai.g_00064	Pram.g_01871
OG0000174	Syai.g_02828	Pram.g_01902
OG0000175	Syai.g_02901	Pram.g_01914
OG0000176	Syai.g_00004	Pram.g_01942
OG0000177	Syai.g_00005	Pram.g_01943
OG0000178	Syai.g_00006	Pram.g_01944
OG0000179	Syai.g_00023	Pram.g_00003
OG0000180	Syai.g_00024	Pram.g_00004
OG0000181	Syai.g_00025	Pram.g_00005
OG0000182	Syai.g_00026	Pram.g_00006
OG0000183	Syai.g_00030	Pram.g_00010
OG0000184	Syai.g_02756	Pram.g_00033
OG0000185	Syai.g_02734	Pram.g_00036
OG0000186	Syai.g_02469	Pram.g_00048
OG0000187	Syai.g_02471	Pram.g_00049
OG0000188	Syai.g_00696, Syai.g_02494	Pram.g_00066
OG0000189	Syai.g_02530	Pram.g_00080
OG0000190	Syai.g_02532	Pram.g_00081
OG0000191	Syai.g_02562	Pram.g_00103
OG0000192	Syai.g_02569	Pram.g_00108
OG0000193	Syai.g_02609	Pram.g_00131
OG0000194	Syai.g_02612	Pram.g_00134
OG0000195	Syai.g_02614	Pram.g_00136
OG0000196	Syai.g_02625	Pram.g_00146
OG0000197	Syai.g_02626	Pram.g_00147
OG0000198	Syai.g_02627	Pram.g_00148
OG0000199	Syai.g_02635	Pram.g_00155
OG0000200	Syai.g_02651	Pram.g_00168
OG0000201	Syai.g_02667	Pram.g_00177
OG0000202	Syai.g_02668	Pram.g_00178
OG0000203	Syai.g_02669	Pram.g_00179
OG0000204	Syai.g_02670	Pram.g_00180
OG0000205	Syai.g_02677	Pram.g_00187
OG0000206	Syai.g_02684	Pram.g_00192
OG0000207	Syai.g_02686	Pram.g_00194
OG0000208	Syai.g_02687	Pram.g_00195
OG0000209	Syai.g_02699	Pram.g_00204
OG0000210	Syai.g_02700	Pram.g_00205
OG0000211	Syai.g_00533	Pram.g_00220
OG0000212	Syai.g_00544	Pram.g_00228
OG0000213	Syai.g_00292	Pram.g_00246
OG0000214	Syai.g_00276	Pram.g_00255
OG0000215	Syai.g_00245	Pram.g_00282
OG0000216	Syai.g_00241	Pram.g_00283
OG0000217	Syai.g_00237	Pram.g_00286
OG0000218	Syai.g_00235	Pram.g_00288
OG0000219	Syai.g_00234	Pram.g_00289
OG0000220	Syai.g_00233	Pram.g_00290
OG0000221	Syai.g_00227	Pram.g_00291
OG0000222	Syai.g_00215	Pram.g_00298
OG0000223	Syai.g_00194	Pram.g_00311
OG0000224	Syai.g_00186	Pram.g_00313
OG0000225	Syai.g_00502	Pram.g_00341
OG0000226	Syai.g_00506	Pram.g_00345
OG0000227	Syai.g_00508	Pram.g_00347
OG0000228	Syai.g_00516	Pram.g_00351
OG0000229	Syai.g_02228	Pram.g_00371
OG0000230	Syai.g_02226	Pram.g_00373
OG0000231	Syai.g_02208	Pram.g_00384
OG0000232	Syai.g_00846	Pram.g_00397
OG0000233	Syai.g_00855	Pram.g_00402
OG0000234	Syai.g_00866	Pram.g_00412
OG0000235	Syai.g_00637	Pram.g_00415
OG0000236	Syai.g_00652	Pram.g_00429
OG0000237	Syai.g_00669	Pram.g_00443
OG0000238	Syai.g_00674	Pram.g_00449
OG0000239	Syai.g_00691	Pram.g_00462
OG0000240	Syai.g_00692	Pram.g_00463
OG0000241	Syai.g_01085, Syai.g_01089	Pram.g_00468
OG0000242	Syai.g_00705	Pram.g_00470
OG0000243	Syai.g_00726	Pram.g_00480
OG0000244	Syai.g_00731	Pram.g_00483
OG0000245	Syai.g_00733	Pram.g_00485
OG0000246	Syai.g_00737	Pram.g_00489
OG0000247	Syai.g_00748	Pram.g_00500
OG0000248	Syai.g_00751	Pram.g_00503
OG0000249	Syai.g_00753	Pram.g_00505
OG0000250	Syai.g_00762	Pram.g_00510
OG0000251	Syai.g_00789	Pram.g_00528
OG0000252	Syai.g_00797	Pram.g_00531
OG0000253	Syai.g_00798	Pram.g_00532
OG0000254	Syai.g_01045	Pram.g_00549
OG0000255	Syai.g_01061	Pram.g_00555
OG0000256	Syai.g_01077	Pram.g_00566
OG0000257	Syai.g_01084	Pram.g_01080
OG0000258	Syai.g_01113	Pram.g_01067
OG0000259	Syai.g_01229	Pram.g_01050
OG0000260	Syai.g_01232	Pram.g_01047
OG0000261	Syai.g_01235	Pram.g_01044
OG0000262	Syai.g_01240	Pram.g_01039
OG0000263	Syai.g_01776	Pram.g_00771
OG0000264	Syai.g_01962	Pram.g_00782
OG0000265	Syai.g_02245	Pram.g_00801
OG0000266	Syai.g_01401	Pram.g_01020
OG0000267	Syai.g_01569	Pram.g_01007
OG0000268	Syai.g_01568	Pram.g_01006
OG0000269	Syai.g_01316	Pram.g_00804
OG0000270	Syai.g_01319	Pram.g_00807
OG0000271	Syai.g_01327	Pram.g_00815
OG0000272	Syai.g_01328	Pram.g_00816
OG0000273	Syai.g_02037	Pram.g_00839
OG0000274	Syai.g_02038	Pram.g_00840
OG0000275	Syai.g_02043	Pram.g_00843
OG0000276	Syai.g_02051	Pram.g_00849
OG0000277	Syai.g_02052	Pram.g_00850
OG0000278	Syai.g_02055	Pram.g_00853
OG0000279	Syai.g_02063	Pram.g_00861
OG0000280	Syai.g_02084	Pram.g_00862
OG0000281	Syai.g_01719	Pram.g_00870
OG0000282	Syai.g_01263	Pram.g_00736
OG0000283	Syai.g_01554	Pram.g_00916
OG0000284	Syai.g_01548	Pram.g_00921
OG0000285	Syai.g_01522	Pram.g_00926
OG0000286	Syai.g_01504	Pram.g_00942
OG0000287	Syai.g_01469	Pram.g_01199
OG0000288	Syai.g_01435	Pram.g_00977
OG0000289	Syai.g_01421	Pram.g_00992
OG0000290	Syai.g_02010	Pram.g_00891
OG0000291	Syai.g_02008	Pram.g_00889
OG0000292	Syai.g_02926	Pram.g_01185
OG0000293	Syai.g_02155	Pram.g_01150
OG0000294	Syai.g_02154	Pram.g_01149
OG0000295	Syai.g_02117	Pram.g_01125
OG0000296	Syai.g_02115	Pram.g_01123
OG0000297	Syai.g_01754	Pram.g_01114
OG0000298	Syai.g_01755	Pram.g_01113
OG0000299	Syai.g_01783	Pram.g_01094
OG0000300	Syai.g_01790	Pram.g_01091
OG0000301	Syai.g_01791	Pram.g_01090
OG0000302	Syai.g_01793	Pram.g_01088
OG0000303	Syai.g_01802	Pram.g_01082
OG0000304	Syai.g_01826	Pram.g_00571
OG0000305	Syai.g_02005	Pram.g_01183
OG0000306	Syai.g_02090	Pram.g_00874
OG0000307	Syai.g_00619	Pram.g_01458
OG0000308	Syai.g_00617	Pram.g_01457
OG0000309	Syai.g_00612	Pram.g_01453
OG0000310	Syai.g_00989	Pram.g_01395
OG0000311	Syai.g_00985	Pram.g_01393
OG0000312	Syai.g_00966	Pram.g_01390
OG0000313	Syai.g_00949	Pram.g_01374
OG0000314	Syai.g_00908	Pram.g_01351
OG0000315	Syai.g_00897	Pram.g_01341
OG0000316	Syai.g_02320, Syai.g_02322	Pram.g_01315
OG0000317	Syai.g_02373	Pram.g_01629
OG0000318	Syai.g_02379	Pram.g_01633
OG0000319	Syai.g_02395	Pram.g_01646
OG0000320	Syai.g_02397	Pram.g_01648
OG0000321	Syai.g_02398	Pram.g_01649
OG0000322	Syai.g_02399	Pram.g_01650
OG0000323	Syai.g_02413	Pram.g_01659
OG0000324	Syai.g_02272	Pram.g_01687
OG0000325	Syai.g_00320	Pram.g_01697
OG0000326	Syai.g_00327	Pram.g_01704
OG0000327	Syai.g_00359	Pram.g_01728
OG0000328	Syai.g_00360	Pram.g_01729
OG0000329	Syai.g_00378	Pram.g_01746
OG0000330	Syai.g_00379	Pram.g_01747
OG0000331	Syai.g_00380	Pram.g_01748
OG0000332	Syai.g_00395	Pram.g_01762
OG0000333	Syai.g_00398	Pram.g_01764
OG0000334	Syai.g_00407	Pram.g_01773
OG0000335	Syai.g_00412	Pram.g_01778
OG0000336	Syai.g_00416	Pram.g_01782
OG0000337	Syai.g_00169	Pram.g_01801
OG0000338	Syai.g_00166	Pram.g_01802
OG0000339	Syai.g_00160	Pram.g_01808
OG0000340	Syai.g_00133	Pram.g_01817
OG0000341	Syai.g_00131	Pram.g_01819
OG0000342	Syai.g_00130	Pram.g_01820
OG0000343	Syai.g_00129	Pram.g_01821
OG0000344	Syai.g_00125	Pram.g_01824
OG0000345	Syai.g_00115	Pram.g_01830
OG0000346	Syai.g_00110	Pram.g_01834
OG0000347	Syai.g_00087	Pram.g_01851
OG0000348	Syai.g_00076	Pram.g_01859
OG0000349	Syai.g_00057	Pram.g_01877
OG0000350	Syai.g_00334	Pram.g_01898
OG0000351	Syai.g_02904	Pram.g_01917
OG0000352	Syai.g_02905	Pram.g_01918
OG0000353	Syai.g_02932	Pram.g_01937
OG0000355	Syai.g_00001	Pram.g_01939
OG0000356	Syai.g_00002	Pram.g_01940
OG0000357	Syai.g_00003	Pram.g_01941
OG0000358	Syai.g_00007	Pram.g_01945
OG0000359	Syai.g_00009	Pram.g_01946
OG0000360	Syai.g_00010	Pram.g_01947
OG0000361	Syai.g_00011	Pram.g_01948
OG0000362	Syai.g_00013	Pram.g_01950
OG0000363	Syai.g_00015	Pram.g_00001
OG0000364	Syai.g_00016	Pram.g_00002
OG0000365	Syai.g_00027	Pram.g_00007
OG0000366	Syai.g_00028	Pram.g_00008
OG0000367	Syai.g_00029	Pram.g_00009
OG0000368	Syai.g_00031	Pram.g_00011
OG0000369	Syai.g_00032	Pram.g_00012
OG0000370	Syai.g_00033	Pram.g_00013
OG0000371	Syai.g_00041	Pram.g_00019
OG0000372	Syai.g_00047	Pram.g_00021
OG0000373	Syai.g_00048	Pram.g_00022
OG0000374	Syai.g_00049	Pram.g_00023
OG0000375	Syai.g_00053	Pram.g_00024
OG0000376	Syai.g_00055	Pram.g_00026
OG0000377	Syai.g_02769	Pram.g_00030
OG0000378	Syai.g_02751	Pram.g_00034
OG0000379	Syai.g_02733	Pram.g_00037
OG0000380	Syai.g_02472	Pram.g_00050
OG0000381	Syai.g_02475	Pram.g_00055
OG0000382	Syai.g_02493	Pram.g_00065
OG0000383	Syai.g_02498	Pram.g_00067
OG0000384	Syai.g_02499	Pram.g_00068
OG0000385	Syai.g_02500	Pram.g_00069
OG0000386	Syai.g_02501	Pram.g_00070
OG0000387	Syai.g_02534	Pram.g_00083
OG0000388	Syai.g_02538	Pram.g_00087
OG0000389	Syai.g_02542	Pram.g_00090
OG0000390	Syai.g_02556	Pram.g_00099
OG0000391	Syai.g_02561	Pram.g_00102
OG0000392	Syai.g_02568	Pram.g_00106
OG0000393	Syai.g_02570	Pram.g_00109
OG0000394	Syai.g_02571	Pram.g_00110
OG0000395	Syai.g_02572	Pram.g_00111
OG0000396	Syai.g_02575	Pram.g_00113
OG0000397	Syai.g_02577	Pram.g_00115
OG0000398	Syai.g_02582	Pram.g_00118
OG0000399	Syai.g_02583	Pram.g_00119
OG0000400	Syai.g_02584	Pram.g_00120
OG0000401	Syai.g_02585	Pram.g_00121
OG0000402	Syai.g_02588	Pram.g_01001
OG0000403	Syai.g_02589	Pram.g_00123
OG0000404	Syai.g_02590	Pram.g_00124
OG0000405	Syai.g_02606	Pram.g_00128
OG0000406	Syai.g_02610	Pram.g_00132
OG0000407	Syai.g_02611	Pram.g_00133
OG0000408	Syai.g_02613	Pram.g_00135
OG0000409	Syai.g_02615	Pram.g_00137
OG0000410	Syai.g_02616	Pram.g_00138
OG0000411	Syai.g_02617	Pram.g_00139
OG0000412	Syai.g_02618	Pram.g_00140
OG0000413	Syai.g_02620	Pram.g_00141
OG0000414	Syai.g_02621	Pram.g_00142
OG0000415	Syai.g_02622	Pram.g_00143
OG0000416	Syai.g_02623	Pram.g_00144
OG0000417	Syai.g_02624	Pram.g_00145
OG0000418	Syai.g_02629	Pram.g_00150
OG0000419	Syai.g_02631	Pram.g_00152
OG0000420	Syai.g_02633	Pram.g_00153
OG0000421	Syai.g_02638	Pram.g_00157
OG0000422	Syai.g_02639	Pram.g_00158
OG0000423	Syai.g_02640	Pram.g_00159
OG0000424	Syai.g_02641	Pram.g_00160
OG0000425	Syai.g_02642	Pram.g_00161
OG0000426	Syai.g_02643	Pram.g_00162
OG0000427	Syai.g_02644	Pram.g_00163
OG0000428	Syai.g_02647	Pram.g_00165
OG0000429	Syai.g_02649	Pram.g_00166
OG0000430	Syai.g_02650	Pram.g_00167
OG0000431	Syai.g_02654	Pram.g_00169
OG0000432	Syai.g_02660	Pram.g_00173
OG0000433	Syai.g_02662	Pram.g_00174
OG0000434	Syai.g_02663	Pram.g_00175
OG0000435	Syai.g_02666	Pram.g_00176
OG0000436	Syai.g_02671	Pram.g_00181
OG0000437	Syai.g_02672	Pram.g_00182
OG0000438	Syai.g_02673	Pram.g_00183
OG0000439	Syai.g_02675	Pram.g_00185
OG0000440	Syai.g_02676	Pram.g_00186
OG0000441	Syai.g_02681	Pram.g_00189
OG0000442	Syai.g_02682	Pram.g_00190
OG0000443	Syai.g_02683	Pram.g_00191
OG0000444	Syai.g_02688	Pram.g_00196
OG0000445	Syai.g_02689	Pram.g_00197
OG0000446	Syai.g_02690	Pram.g_00198
OG0000447	Syai.g_02693	Pram.g_00199
OG0000448	Syai.g_02694	Pram.g_00200
OG0000449	Syai.g_02695	Pram.g_00201
OG0000450	Syai.g_02696	Pram.g_00202
OG0000451	Syai.g_02697	Pram.g_00203
OG0000452	Syai.g_02701	Pram.g_00206
OG0000453	Syai.g_02702	Pram.g_00207
OG0000454	Syai.g_02703	Pram.g_00208
OG0000455	Syai.g_02704	Pram.g_00209
OG0000456	Syai.g_02705	Pram.g_00210
OG0000457	Syai.g_02707	Pram.g_00212
OG0000458	Syai.g_02708	Pram.g_00213
OG0000459	Syai.g_02709	Pram.g_00214
OG0000460	Syai.g_00535	Pram.g_00222
OG0000461	Syai.g_00314	Pram.g_00230
OG0000462	Syai.g_00311	Pram.g_00232
OG0000463	Syai.g_00310	Pram.g_00233
OG0000464	Syai.g_00309	Pram.g_00234
OG0000465	Syai.g_00307	Pram.g_00235
OG0000466	Syai.g_00303	Pram.g_00238
OG0000467	Syai.g_00301	Pram.g_00239
OG0000468	Syai.g_00296	Pram.g_00242
OG0000469	Syai.g_00282	Pram.g_00250
OG0000470	Syai.g_00280	Pram.g_00252
OG0000471	Syai.g_00279	Pram.g_00253
OG0000472	Syai.g_00277	Pram.g_00254
OG0000473	Syai.g_00275	Pram.g_00256
OG0000474	Syai.g_00274	Pram.g_00257
OG0000475	Syai.g_00273	Pram.g_00258
OG0000476	Syai.g_00271	Pram.g_00260
OG0000477	Syai.g_00265	Pram.g_00263
OG0000478	Syai.g_00264	Pram.g_00264
OG0000479	Syai.g_00263	Pram.g_00265
OG0000480	Syai.g_00256	Pram.g_00270
OG0000481	Syai.g_00254	Pram.g_00273
OG0000482	Syai.g_00253	Pram.g_00274
OG0000483	Syai.g_00249	Pram.g_00277
OG0000484	Syai.g_00248	Pram.g_00278
OG0000485	Syai.g_00247	Pram.g_00280
OG0000486	Syai.g_00246	Pram.g_00281
OG0000487	Syai.g_00240	Pram.g_00284
OG0000488	Syai.g_00236	Pram.g_00287
OG0000489	Syai.g_00226	Pram.g_00292
OG0000490	Syai.g_00218	Pram.g_00296
OG0000491	Syai.g_00217	Pram.g_00297
OG0000492	Syai.g_00214	Pram.g_00299
OG0000493	Syai.g_00213	Pram.g_00300
OG0000494	Syai.g_00212	Pram.g_00301
OG0000495	Syai.g_00211	Pram.g_00302
OG0000496	Syai.g_00210	Pram.g_00303
OG0000497	Syai.g_00209	Pram.g_00304
OG0000498	Syai.g_00208	Pram.g_00305
OG0000499	Syai.g_00207	Pram.g_00306
OG0000500	Syai.g_00206	Pram.g_00307
OG0000501	Syai.g_00203	Pram.g_00309
OG0000502	Syai.g_00192	Pram.g_00312
OG0000503	Syai.g_00486	Pram.g_00328
OG0000504	Syai.g_00488	Pram.g_00330
OG0000505	Syai.g_00489	Pram.g_00331
OG0000506	Syai.g_00491	Pram.g_00332
OG0000507	Syai.g_00497	Pram.g_00336
OG0000508	Syai.g_00501	Pram.g_00340
OG0000509	Syai.g_00503	Pram.g_00342
OG0000510	Syai.g_00504	Pram.g_00343
OG0000511	Syai.g_00505	Pram.g_00344
OG0000512	Syai.g_00507	Pram.g_00346
OG0000513	Syai.g_00521	Pram.g_00355
OG0000514	Syai.g_00528	Pram.g_00366
OG0000515	Syai.g_00529	Pram.g_00367
OG0000516	Syai.g_02223	Pram.g_00368
OG0000517	Syai.g_02229	Pram.g_00370
OG0000518	Syai.g_02211	Pram.g_00381
OG0000519	Syai.g_02210	Pram.g_00382
OG0000520	Syai.g_02209	Pram.g_00383
OG0000521	Syai.g_00842	Pram.g_00393
OG0000522	Syai.g_00844	Pram.g_00395
OG0000523	Syai.g_00845	Pram.g_00396
OG0000524	Syai.g_00852	Pram.g_00400
OG0000525	Syai.g_00856	Pram.g_00404
OG0000526	Syai.g_00859	Pram.g_00406
OG0000527	Syai.g_00863	Pram.g_00409
OG0000528	Syai.g_00633	Pram.g_00414
OG0000529	Syai.g_00639	Pram.g_00417
OG0000530	Syai.g_00642	Pram.g_00420
OG0000531	Syai.g_00643	Pram.g_00421
OG0000532	Syai.g_00646	Pram.g_00423
OG0000533	Syai.g_00647	Pram.g_00424
OG0000534	Syai.g_00648	Pram.g_00425
OG0000535	Syai.g_00649	Pram.g_00426
OG0000536	Syai.g_00650	Pram.g_00427
OG0000537	Syai.g_00651	Pram.g_00428
OG0000538	Syai.g_00662	Pram.g_00438
OG0000539	Syai.g_00663	Pram.g_00439
OG0000540	Syai.g_00664	Pram.g_00440
OG0000541	Syai.g_00665	Pram.g_00441
OG0000542	Syai.g_00668	Pram.g_00442
OG0000543	Syai.g_00670	Pram.g_00444
OG0000544	Syai.g_00671	Pram.g_00445
OG0000545	Syai.g_00673	Pram.g_00447
OG0000546	Syai.g_00675	Pram.g_00450
OG0000547	Syai.g_00677	Pram.g_00452
OG0000548	Syai.g_00678	Pram.g_00453
OG0000549	Syai.g_00684	Pram.g_00456
OG0000550	Syai.g_00689	Pram.g_00461
OG0000551	Syai.g_00694	Pram.g_00464
OG0000552	Syai.g_00695	Pram.g_00465
OG0000553	Syai.g_00698	Pram.g_00466
OG0000554	Syai.g_00708	Pram.g_00472
OG0000555	Syai.g_00725	Pram.g_00479
OG0000556	Syai.g_00728	Pram.g_00481
OG0000557	Syai.g_00730	Pram.g_00482
OG0000558	Syai.g_00732	Pram.g_00484
OG0000559	Syai.g_00736	Pram.g_00488
OG0000560	Syai.g_00739	Pram.g_00491
OG0000561	Syai.g_00740	Pram.g_00492
OG0000562	Syai.g_00741	Pram.g_00493
OG0000563	Syai.g_00742	Pram.g_00494
OG0000564	Syai.g_00743	Pram.g_00495
OG0000565	Syai.g_00746	Pram.g_00498
OG0000566	Syai.g_00750	Pram.g_00502
OG0000567	Syai.g_00754	Pram.g_00506
OG0000568	Syai.g_00758	Pram.g_00507
OG0000569	Syai.g_00759	Pram.g_00508
OG0000570	Syai.g_00760	Pram.g_00509
OG0000571	Syai.g_00764	Pram.g_00511
OG0000572	Syai.g_00782	Pram.g_00523
OG0000573	Syai.g_00790	Pram.g_00529
OG0000574	Syai.g_00796	Pram.g_00530
OG0000575	Syai.g_00800	Pram.g_00534
