Orthogroup	Syai	Prah
OG0000100	Syai.g_01372	Prah.g_01791, Prah.g_00636
OG0000101	Syai.g_00404	Prah.g_01995
OG0000102	Syai.g_00106	Prah.g_00144
OG0000103	Syai.g_02912	Prah.g_02586
OG0000104	Syai.g_02929	Prah.g_02600
OG0000105	Syai.g_00267	Prah.g_02126
OG0000106	Syai.g_01601	Prah.g_01660
OG0000107	Syai.g_00319	Prah.g_02072
OG0000108	Syai.g_00638	Prah.g_01566
OG0000109	Syai.g_00653	Prah.g_01550
OG0000110	Syai.g_00878, Syai.g_00766	Prah.g_01439
OG0000111	Syai.g_01998	Prah.g_01028
OG0000112	Syai.g_01512	Prah.g_00788
OG0000113	Syai.g_01367	Prah.g_00641
OG0000114	Syai.g_01261	Prah.g_00733
OG0000115	Syai.g_00932	Prah.g_00383
OG0000116	Syai.g_02156	Prah.g_01337
OG0000117	Syai.g_01756	Prah.g_01257
OG0000118	Syai.g_00818	Prah.g_01378
OG0000119	Syai.g_02127	Prah.g_01007, Prah.g_01048
OG0000120	Syai.g_00198	Prah.g_02192
OG0000121	Syai.g_00951	Prah.g_00406
OG0000122	Syai.g_01143	Prah.g_01203
OG0000123	Syai.g_00411	Prah.g_01987
OG0000124	Syai.g_00089	Prah.g_00125
OG0000125	Syai.g_02782	Prah.g_02498
OG0000126	Syai.g_02927	Prah.g_02598
OG0000127	Syai.g_01872, Syai.g_01906, Syai.g_01855	Prah.g_01085
OG0000128	Syai.g_00012	Prah.g_00013
OG0000129	Syai.g_02771	Prah.g_02486
OG0000130	Syai.g_02474	Prah.g_01838
OG0000131	Syai.g_02608	Prah.g_02282
OG0000132	Syai.g_02628	Prah.g_02302
OG0000133	Syai.g_01507	Prah.g_02187
OG0000134	Syai.g_00520	Prah.g_00208
OG0000135	Syai.g_02826	Prah.g_02538
OG0000136	Syai.g_02217	Prah.g_00235
OG0000137	Syai.g_00865	Prah.g_00312
OG0000138	Syai.g_00654	Prah.g_01549
OG0000139	Syai.g_00714	Prah.g_01495
OG0000140	Syai.g_00716	Prah.g_01489
OG0000141	Syai.g_01041	Prah.g_01393
OG0000142	Syai.g_01104	Prah.g_00501
OG0000143	Syai.g_01108	Prah.g_00497
OG0000144	Syai.g_01608	Prah.g_00473
OG0000145	Syai.g_00660	Prah.g_01543
OG0000146	Syai.g_01513	Prah.g_00787
OG0000147	Syai.g_01514	Prah.g_00786
OG0000148	Syai.g_01361	Prah.g_00649
OG0000149	Syai.g_02059	Prah.g_00591
OG0000150	Syai.g_00717	Prah.g_00568
OG0000151	Syai.g_01280	Prah.g_00718
OG0000152	Syai.g_01503	Prah.g_00796
OG0000153	Syai.g_01461	Prah.g_00826
OG0000154	Syai.g_01434	Prah.g_00852
OG0000155	Syai.g_02109	Prah.g_01291
OG0000156	Syai.g_02162	Prah.g_01349
OG0000157	Syai.g_02163	Prah.g_01350
OG0000158	Syai.g_00135	Prah.g_02242
OG0000160	Syai.g_00952	Prah.g_00407
OG0000161	Syai.g_00946	Prah.g_00399
OG0000162	Syai.g_00939	Prah.g_00391
OG0000163	Syai.g_02300	Prah.g_01619
OG0000164	Syai.g_02411	Prah.g_01705
OG0000165	Syai.g_02244	Prah.g_01716
OG0000166	Syai.g_00364	Prah.g_02033
OG0000167	Syai.g_00164	Prah.g_02230
OG0000168	Syai.g_00134	Prah.g_02243
OG0000169	Syai.g_00123	Prah.g_00163
OG0000170	Syai.g_00116	Prah.g_00155
OG0000171	Syai.g_00090	Prah.g_00126
OG0000172	Syai.g_00083	Prah.g_00084
OG0000173	Syai.g_00064	Prah.g_00061
OG0000174	Syai.g_02828	Prah.g_02541
OG0000175	Syai.g_02901	Prah.g_02575
OG0000176	Syai.g_00004	Prah.g_00005
OG0000177	Syai.g_00005	Prah.g_00006
OG0000178	Syai.g_00006	Prah.g_00007
OG0000179	Syai.g_00023	Prah.g_00022
OG0000180	Syai.g_00024	Prah.g_00023
OG0000181	Syai.g_00025	Prah.g_00024
OG0000182	Syai.g_00026	Prah.g_00025
OG0000183	Syai.g_00030	Prah.g_00029
OG0000184	Syai.g_02756	Prah.g_02478
OG0000185	Syai.g_02734	Prah.g_02458
OG0000186	Syai.g_02469	Prah.g_01830
OG0000187	Syai.g_02471	Prah.g_01833
OG0000188	Syai.g_00696, Syai.g_02494	Prah.g_01860
OG0000189	Syai.g_02530	Prah.g_01884
OG0000190	Syai.g_02532	Prah.g_01886
OG0000191	Syai.g_02562	Prah.g_00188
OG0000192	Syai.g_02569	Prah.g_00176, Prah.g_00180
OG0000193	Syai.g_02609	Prah.g_02283
OG0000194	Syai.g_02612	Prah.g_02286
OG0000195	Syai.g_02614	Prah.g_02288
OG0000196	Syai.g_02625	Prah.g_02299
OG0000197	Syai.g_02626	Prah.g_02300
OG0000198	Syai.g_02627	Prah.g_02301
OG0000199	Syai.g_02635	Prah.g_02308
OG0000200	Syai.g_02651	Prah.g_02324
OG0000201	Syai.g_02667	Prah.g_02352
OG0000202	Syai.g_02668	Prah.g_02353
OG0000203	Syai.g_02669	Prah.g_02354
OG0000204	Syai.g_02670	Prah.g_02355
OG0000205	Syai.g_02677	Prah.g_02362
OG0000206	Syai.g_02684	Prah.g_02371
OG0000207	Syai.g_02686	Prah.g_02420
OG0000208	Syai.g_02687	Prah.g_02419
OG0000209	Syai.g_02699	Prah.g_02400
OG0000210	Syai.g_02700	Prah.g_02399
OG0000211	Syai.g_00533	Prah.g_01782
OG0000212	Syai.g_00544	Prah.g_01772
OG0000213	Syai.g_00292	Prah.g_02101
OG0000214	Syai.g_00276	Prah.g_02118
OG0000215	Syai.g_00245	Prah.g_02148
OG0000217	Syai.g_00237	Prah.g_02155
OG0000218	Syai.g_00235	Prah.g_02157
OG0000219	Syai.g_00234	Prah.g_02158
OG0000220	Syai.g_00233	Prah.g_02159
OG0000221	Syai.g_00227	Prah.g_02166
OG0000222	Syai.g_00215	Prah.g_02174
OG0000223	Syai.g_00194	Prah.g_02197
OG0000224	Syai.g_00186	Prah.g_02207
OG0000225	Syai.g_00502	Prah.g_01921
OG0000226	Syai.g_00506	Prah.g_01917
OG0000227	Syai.g_00508	Prah.g_01915
OG0000228	Syai.g_00516	Prah.g_00204
OG0000229	Syai.g_02228	Prah.g_00230
OG0000230	Syai.g_02226	Prah.g_00232
OG0000231	Syai.g_02208	Prah.g_00251
OG0000232	Syai.g_00846	Prah.g_00261
OG0000233	Syai.g_00855	Prah.g_00294
OG0000234	Syai.g_00866	Prah.g_00313, Prah.g_00314
OG0000235	Syai.g_00637	Prah.g_01567
OG0000236	Syai.g_00652	Prah.g_01551
OG0000237	Syai.g_00669	Prah.g_01534
OG0000238	Syai.g_00674	Prah.g_01529
OG0000239	Syai.g_00691	Prah.g_01513
OG0000240	Syai.g_00692	Prah.g_01512
OG0000241	Syai.g_01085	Prah.g_01094
OG0000242	Syai.g_00705	Prah.g_00108, Prah.g_01503
OG0000243	Syai.g_00726	Prah.g_01476
OG0000244	Syai.g_00731	Prah.g_01472
OG0000245	Syai.g_00733	Prah.g_01469
OG0000246	Syai.g_00737	Prah.g_01465
OG0000247	Syai.g_00748	Prah.g_01454
OG0000248	Syai.g_00751	Prah.g_01451
OG0000249	Syai.g_00753	Prah.g_01449
OG0000250	Syai.g_00762	Prah.g_01443
OG0000251	Syai.g_00789	Prah.g_01417
OG0000252	Syai.g_00797	Prah.g_01414
OG0000253	Syai.g_00798	Prah.g_01408
OG0000254	Syai.g_01045	Prah.g_01389
OG0000255	Syai.g_01061	Prah.g_00530
OG0000256	Syai.g_01077	Prah.g_00516
OG0000257	Syai.g_01084	Prah.g_00509
OG0000258	Syai.g_01113	Prah.g_00486
OG0000259	Syai.g_01229	Prah.g_00457
OG0000260	Syai.g_01232	Prah.g_00454
OG0000261	Syai.g_01235	Prah.g_00451
OG0000262	Syai.g_01240	Prah.g_00445
OG0000263	Syai.g_01776	Prah.g_02413
OG0000264	Syai.g_01962	Prah.g_00974
OG0000265	Syai.g_02245	Prah.g_00887
OG0000266	Syai.g_01401	Prah.g_00876
OG0000267	Syai.g_01569	Prah.g_00751
OG0000268	Syai.g_01568	Prah.g_00752
OG0000269	Syai.g_01316	Prah.g_00672
OG0000270	Syai.g_01319	Prah.g_00669
OG0000271	Syai.g_01327	Prah.g_00661
OG0000272	Syai.g_01328	Prah.g_00660
OG0000273	Syai.g_02037	Prah.g_00609
OG0000274	Syai.g_02038	Prah.g_00608
OG0000275	Syai.g_02043	Prah.g_00605
OG0000276	Syai.g_02051	Prah.g_00599
OG0000277	Syai.g_02052	Prah.g_00598
OG0000278	Syai.g_02055	Prah.g_00595
OG0000279	Syai.g_02063	Prah.g_00587
OG0000280	Syai.g_02084	Prah.g_00581
OG0000281	Syai.g_01719	Prah.g_00566
OG0000282	Syai.g_01263	Prah.g_00731
OG0000283	Syai.g_01554	Prah.g_00761
OG0000284	Syai.g_01548	Prah.g_00767
OG0000285	Syai.g_01522	Prah.g_01178
OG0000286	Syai.g_01504	Prah.g_00795
OG0000287	Syai.g_01469	Prah.g_01131
OG0000288	Syai.g_01435	Prah.g_00851
OG0000289	Syai.g_01421	Prah.g_00864
OG0000290	Syai.g_02010	Prah.g_00912
OG0000291	Syai.g_02008	Prah.g_00914
OG0000292	Syai.g_02926	Prah.g_02597
OG0000293	Syai.g_02155	Prah.g_01336
OG0000294	Syai.g_02154	Prah.g_01335
OG0000295	Syai.g_02117	Prah.g_01298
OG0000296	Syai.g_02115	Prah.g_01296
OG0000297	Syai.g_01754	Prah.g_01259
OG0000298	Syai.g_01755	Prah.g_01258
OG0000299	Syai.g_01783	Prah.g_01268
OG0000300	Syai.g_01790	Prah.g_01275
OG0000301	Syai.g_01791	Prah.g_01276
OG0000302	Syai.g_01793	Prah.g_01279
OG0000303	Syai.g_01802	Prah.g_01289
OG0000304	Syai.g_01826	Prah.g_01237, Prah.g_01238
OG0000305	Syai.g_02005	Prah.g_00918
OG0000306	Syai.g_02090	Prah.g_00560
OG0000307	Syai.g_00619	Prah.g_01584
OG0000308	Syai.g_00617	Prah.g_01586
OG0000309	Syai.g_00612	Prah.g_01590
OG0000310	Syai.g_00989	Prah.g_00428
OG0000311	Syai.g_00985	Prah.g_00424
OG0000312	Syai.g_00966	Prah.g_00420
OG0000313	Syai.g_00949	Prah.g_00402
OG0000314	Syai.g_00908	Prah.g_00371
OG0000315	Syai.g_00897	Prah.g_00361
OG0000316	Syai.g_02320, Syai.g_02322	Prah.g_01631
OG0000317	Syai.g_02373	Prah.g_01672
OG0000318	Syai.g_02379	Prah.g_01677
OG0000319	Syai.g_02395	Prah.g_01694
OG0000320	Syai.g_02397	Prah.g_01696
OG0000321	Syai.g_02398	Prah.g_01697
OG0000322	Syai.g_02399	Prah.g_01698
OG0000323	Syai.g_02413	Prah.g_01710
OG0000324	Syai.g_02272	Prah.g_01744
OG0000325	Syai.g_00320	Prah.g_02071
OG0000326	Syai.g_00327	Prah.g_02064
OG0000327	Syai.g_00359	Prah.g_02038
OG0000328	Syai.g_00360	Prah.g_02037
OG0000329	Syai.g_00378	Prah.g_02020
OG0000330	Syai.g_00379	Prah.g_02019
OG0000331	Syai.g_00380	Prah.g_02018
OG0000332	Syai.g_00395	Prah.g_02003
OG0000333	Syai.g_00398	Prah.g_02001
OG0000334	Syai.g_00407	Prah.g_01991
OG0000335	Syai.g_00412	Prah.g_01986
OG0000336	Syai.g_00416	Prah.g_01982
OG0000337	Syai.g_00169	Prah.g_02224
OG0000338	Syai.g_00166	Prah.g_02227
OG0000339	Syai.g_00160	Prah.g_02234
OG0000340	Syai.g_00133	Prah.g_02244
OG0000341	Syai.g_00131	Prah.g_02246
OG0000342	Syai.g_00130	Prah.g_02247
OG0000343	Syai.g_00129	Prah.g_00168
OG0000344	Syai.g_00125	Prah.g_00165
OG0000345	Syai.g_00115	Prah.g_00154
OG0000346	Syai.g_00110	Prah.g_00149
OG0000347	Syai.g_00087	Prah.g_00089
OG0000348	Syai.g_00076	Prah.g_00078
OG0000349	Syai.g_00057	Prah.g_00053
OG0000350	Syai.g_00334	Prah.g_02533
OG0000351	Syai.g_02904	Prah.g_02578
OG0000352	Syai.g_02905	Prah.g_02579
OG0000353	Syai.g_02932	Prah.g_02603
OG0000354	Syai.g_00680	Prah.g_01523
OG0000354	Syai.g_00019	Prah.g_00020
OG0000355	Syai.g_00001	Prah.g_00002
OG0000356	Syai.g_00002	Prah.g_00003
OG0000357	Syai.g_00003	Prah.g_00004
OG0000358	Syai.g_00007	Prah.g_00008
OG0000359	Syai.g_00009	Prah.g_00010
OG0000360	Syai.g_00010	Prah.g_00011
OG0000361	Syai.g_00011	Prah.g_00012
OG0000362	Syai.g_00013	Prah.g_00014
OG0000363	Syai.g_00015	Prah.g_00016
OG0000364	Syai.g_00016	Prah.g_00017
OG0000365	Syai.g_00027	Prah.g_00026
OG0000366	Syai.g_00028	Prah.g_00027
OG0000367	Syai.g_00029	Prah.g_00028
OG0000368	Syai.g_00031	Prah.g_00030
OG0000369	Syai.g_00032	Prah.g_00031
OG0000370	Syai.g_00033	Prah.g_00032
OG0000371	Syai.g_00041	Prah.g_00041
OG0000372	Syai.g_00047	Prah.g_00046
OG0000373	Syai.g_00048	Prah.g_00047
OG0000374	Syai.g_00049	Prah.g_00048
OG0000375	Syai.g_00053	Prah.g_00049
OG0000376	Syai.g_00055	Prah.g_00051
OG0000377	Syai.g_02769	Prah.g_02485
OG0000378	Syai.g_02751	Prah.g_02471
OG0000379	Syai.g_02733	Prah.g_02457
OG0000380	Syai.g_02472	Prah.g_01834
OG0000381	Syai.g_02475	Prah.g_01839
OG0000382	Syai.g_02493	Prah.g_01859
OG0000383	Syai.g_02498	Prah.g_01861
OG0000384	Syai.g_02499	Prah.g_01862
OG0000385	Syai.g_02500	Prah.g_01863
OG0000386	Syai.g_02501	Prah.g_01864
OG0000387	Syai.g_02534	Prah.g_01888
OG0000388	Syai.g_02538	Prah.g_01892
OG0000389	Syai.g_02542	Prah.g_01896
OG0000390	Syai.g_02556	Prah.g_00194
OG0000391	Syai.g_02561	Prah.g_00189
OG0000392	Syai.g_02568	Prah.g_00183
OG0000393	Syai.g_02570	Prah.g_00175
OG0000394	Syai.g_02571	Prah.g_00174
OG0000395	Syai.g_02572	Prah.g_00173
OG0000396	Syai.g_02575	Prah.g_02252
OG0000397	Syai.g_02577	Prah.g_02254
OG0000398	Syai.g_02582	Prah.g_02259
OG0000399	Syai.g_02583	Prah.g_02260
OG0000400	Syai.g_02584	Prah.g_02261
OG0000401	Syai.g_02585	Prah.g_02262
OG0000402	Syai.g_02588	Prah.g_02264
OG0000403	Syai.g_02589	Prah.g_02265
OG0000405	Syai.g_02606	Prah.g_02280
OG0000406	Syai.g_02610	Prah.g_02284
OG0000407	Syai.g_02611	Prah.g_02285
OG0000408	Syai.g_02613	Prah.g_02287
OG0000409	Syai.g_02615	Prah.g_02289
OG0000410	Syai.g_02616	Prah.g_02290
OG0000411	Syai.g_02617	Prah.g_02291
OG0000412	Syai.g_02618	Prah.g_02292
OG0000413	Syai.g_02620	Prah.g_02294
OG0000414	Syai.g_02621	Prah.g_02295
OG0000415	Syai.g_02622	Prah.g_02296
OG0000416	Syai.g_02623	Prah.g_02297
OG0000417	Syai.g_02624	Prah.g_02298
OG0000418	Syai.g_02629	Prah.g_02303
OG0000419	Syai.g_02631	Prah.g_02305
OG0000420	Syai.g_02633	Prah.g_02306
OG0000421	Syai.g_02638	Prah.g_02310
OG0000422	Syai.g_02639	Prah.g_02311
OG0000423	Syai.g_02640	Prah.g_02312
OG0000424	Syai.g_02641	Prah.g_02313
OG0000425	Syai.g_02642	Prah.g_02314
OG0000426	Syai.g_02643	Prah.g_02315
OG0000427	Syai.g_02644	Prah.g_02316
OG0000428	Syai.g_02647	Prah.g_00709
OG0000429	Syai.g_02649	Prah.g_02321
OG0000430	Syai.g_02650	Prah.g_02323
OG0000431	Syai.g_02654	Prah.g_02334
OG0000432	Syai.g_02660	Prah.g_02341
OG0000433	Syai.g_02662	Prah.g_02344
OG0000434	Syai.g_02663	Prah.g_02345
OG0000435	Syai.g_02666	Prah.g_02350
OG0000436	Syai.g_02671	Prah.g_02356
OG0000437	Syai.g_02672	Prah.g_02357
OG0000438	Syai.g_02673	Prah.g_02358
OG0000439	Syai.g_02675	Prah.g_02360
OG0000440	Syai.g_02676	Prah.g_02361
OG0000441	Syai.g_02681	Prah.g_02364
OG0000442	Syai.g_02682	Prah.g_02365
OG0000443	Syai.g_02683	Prah.g_02370
OG0000444	Syai.g_02688	Prah.g_02418
OG0000445	Syai.g_02689	Prah.g_02417
OG0000446	Syai.g_02690	Prah.g_02415
OG0000447	Syai.g_02693	Prah.g_02411
OG0000448	Syai.g_02694	Prah.g_02410
OG0000449	Syai.g_02695	Prah.g_02409
OG0000450	Syai.g_02696	Prah.g_02403
OG0000451	Syai.g_02697	Prah.g_02402
OG0000452	Syai.g_02701	Prah.g_02398
OG0000453	Syai.g_02702	Prah.g_02397
OG0000454	Syai.g_02703	Prah.g_02396
OG0000455	Syai.g_02704	Prah.g_02395
OG0000456	Syai.g_02705	Prah.g_02394
OG0000457	Syai.g_02707	Prah.g_02392
OG0000458	Syai.g_02708	Prah.g_02391
OG0000459	Syai.g_02709	Prah.g_02390
OG0000460	Syai.g_00535	Prah.g_01781
OG0000461	Syai.g_00314	Prah.g_02074
OG0000462	Syai.g_00311	Prah.g_02078
OG0000463	Syai.g_00310	Prah.g_02079
OG0000464	Syai.g_00309	Prah.g_02080
OG0000465	Syai.g_00307	Prah.g_02082
OG0000466	Syai.g_00303	Prah.g_02087
OG0000467	Syai.g_00301	Prah.g_02089
OG0000468	Syai.g_00296	Prah.g_02098
OG0000469	Syai.g_00282	Prah.g_02111
OG0000470	Syai.g_00280	Prah.g_02114
OG0000471	Syai.g_00279	Prah.g_02115
OG0000472	Syai.g_00277	Prah.g_02117
OG0000473	Syai.g_00275	Prah.g_02119
OG0000474	Syai.g_00274	Prah.g_02120
OG0000475	Syai.g_00273	Prah.g_02121
OG0000476	Syai.g_00271	Prah.g_02123
OG0000477	Syai.g_00265	Prah.g_02128
OG0000478	Syai.g_00264	Prah.g_02129
OG0000479	Syai.g_00263	Prah.g_02130
OG0000480	Syai.g_00256	Prah.g_02137
OG0000481	Syai.g_00254	Prah.g_02139
OG0000482	Syai.g_00253	Prah.g_02140
OG0000483	Syai.g_00249	Prah.g_02144
OG0000484	Syai.g_00248	Prah.g_02145
OG0000485	Syai.g_00247	Prah.g_02146
OG0000486	Syai.g_00246	Prah.g_02147
OG0000487	Syai.g_00240	Prah.g_02152
OG0000488	Syai.g_00236	Prah.g_02156
OG0000489	Syai.g_00226	Prah.g_02167
OG0000490	Syai.g_00218	Prah.g_02172
OG0000491	Syai.g_00217	Prah.g_02173
OG0000492	Syai.g_00214	Prah.g_02175
OG0000493	Syai.g_00213	Prah.g_02176
OG0000494	Syai.g_00212	Prah.g_02177
OG0000495	Syai.g_00211	Prah.g_02178
OG0000496	Syai.g_00210	Prah.g_02179
OG0000497	Syai.g_00209	Prah.g_02180
OG0000498	Syai.g_00208	Prah.g_02181
OG0000499	Syai.g_00207	Prah.g_02182
OG0000500	Syai.g_00206	Prah.g_02183
OG0000501	Syai.g_00203	Prah.g_02186
OG0000502	Syai.g_00192	Prah.g_02199
OG0000503	Syai.g_00486	Prah.g_01940
OG0000504	Syai.g_00488	Prah.g_01938
OG0000505	Syai.g_00489	Prah.g_01937
OG0000506	Syai.g_00491	Prah.g_01935
OG0000507	Syai.g_00497	Prah.g_01930
OG0000508	Syai.g_00501	Prah.g_01922
OG0000509	Syai.g_00503	Prah.g_01920
OG0000510	Syai.g_00504	Prah.g_01919
OG0000511	Syai.g_00505	Prah.g_01918
OG0000512	Syai.g_00507	Prah.g_01916
OG0000513	Syai.g_00521	Prah.g_00209
OG0000514	Syai.g_00528	Prah.g_00218
OG0000515	Syai.g_00529	Prah.g_00219
OG0000516	Syai.g_02223	Prah.g_00221
OG0000517	Syai.g_02229	Prah.g_00229
OG0000518	Syai.g_02211	Prah.g_00241
OG0000519	Syai.g_02210	Prah.g_00242
OG0000520	Syai.g_02209	Prah.g_00247
OG0000521	Syai.g_00842	Prah.g_00255
OG0000522	Syai.g_00844	Prah.g_00257
OG0000523	Syai.g_00845	Prah.g_00258
OG0000524	Syai.g_00852	Prah.g_00290
OG0000525	Syai.g_00856	Prah.g_00304
OG0000526	Syai.g_00859	Prah.g_00306
OG0000527	Syai.g_00863	Prah.g_00310
OG0000528	Syai.g_00633	Prah.g_01572
OG0000529	Syai.g_00639	Prah.g_01565
OG0000530	Syai.g_00642	Prah.g_01562
OG0000531	Syai.g_00643	Prah.g_01561
OG0000532	Syai.g_00646	Prah.g_01558
OG0000533	Syai.g_00647	Prah.g_01556
OG0000534	Syai.g_00648	Prah.g_01555
OG0000535	Syai.g_00649	Prah.g_01554
OG0000536	Syai.g_00650	Prah.g_01553
OG0000537	Syai.g_00651	Prah.g_01552
OG0000538	Syai.g_00662	Prah.g_01541
OG0000539	Syai.g_00663	Prah.g_01540
OG0000540	Syai.g_00664	Prah.g_01539
OG0000541	Syai.g_00665	Prah.g_01538
OG0000542	Syai.g_00668	Prah.g_01535
OG0000543	Syai.g_00670	Prah.g_01533
OG0000544	Syai.g_00671	Prah.g_01532
OG0000545	Syai.g_00673	Prah.g_01530
OG0000546	Syai.g_00675	Prah.g_01528
OG0000547	Syai.g_00677	Prah.g_01526
OG0000548	Syai.g_00678	Prah.g_01525
OG0000549	Syai.g_00684	Prah.g_01519
OG0000550	Syai.g_00689	Prah.g_01514
OG0000551	Syai.g_00694	Prah.g_01510
OG0000552	Syai.g_00695	Prah.g_01509
OG0000553	Syai.g_00698	Prah.g_01505
OG0000554	Syai.g_00708	Prah.g_01500
OG0000555	Syai.g_00725	Prah.g_01480
OG0000556	Syai.g_00728	Prah.g_01474
OG0000557	Syai.g_00730	Prah.g_01473
OG0000558	Syai.g_00732	Prah.g_01470
OG0000559	Syai.g_00736	Prah.g_01466
OG0000560	Syai.g_00739	Prah.g_01463
OG0000561	Syai.g_00740	Prah.g_01462
OG0000562	Syai.g_00741	Prah.g_01461
OG0000563	Syai.g_00742	Prah.g_01460
OG0000564	Syai.g_00743	Prah.g_01459
OG0000565	Syai.g_00746	Prah.g_01457
OG0000566	Syai.g_00750	Prah.g_01452
OG0000567	Syai.g_00754	Prah.g_01448
OG0000568	Syai.g_00758	Prah.g_01446
OG0000569	Syai.g_00759	Prah.g_01445
OG0000570	Syai.g_00760	Prah.g_01444
OG0000571	Syai.g_00764	Prah.g_01441
OG0000572	Syai.g_00782	Prah.g_01425
OG0000573	Syai.g_00790	Prah.g_01416
OG0000574	Syai.g_00796	Prah.g_01415
OG0000575	Syai.g_00800	Prah.g_01406
OG0000576	Syai.g_00802	Prah.g_01404
OG0000577	Syai.g_00803	Prah.g_01403
OG0000578	Syai.g_00804	Prah.g_01402
OG0000579	Syai.g_00805	Prah.g_01401
OG0000580	Syai.g_00806	Prah.g_01400
OG0000581	Syai.g_00812	Prah.g_01396
OG0000582	Syai.g_01042	Prah.g_01392
