Orthogroup	Syai	Syaf
OG0000021	Syai.g_00556	Syaf.g_02773
OG0000022	Syai.g_01159	Syaf.g_02256
OG0000023	Syai.g_01022	Syaf.g_01765
OG0000023	Syai.g_02318	Syaf.g_01995
OG0000024	Syai.g_01951	Syaf.g_01484
OG0000025	Syai.g_02044	Syaf.g_01385
OG0000026	Syai.g_00038	Syaf.g_00461
OG0000027	Syai.g_01128	Syaf.g_02284
OG0000027	Syai.g_01654	Syaf.g_01688
OG0000028	Syai.g_00205	Syaf.g_00297
OG0000029	Syai.g_01584	Syaf.g_01761
OG0000030	Syai.g_00096	Syaf.g_00406
OG0000030	Syai.g_00095	Syaf.g_00407
OG0000031	Syai.g_00197	Syaf.g_00314
OG0000032	Syai.g_00895	Syaf.g_02471
OG0000033	Syai.g_02634	Syaf.g_00807
OG0000034	Syai.g_02192, Syai.g_02604	Syaf.g_01241, Syaf.g_00837
OG0000035	Syai.g_00955	Syaf.g_02412
OG0000037	Syai.g_02544	Syaf.g_00899
OG0000038	Syai.g_02780	Syaf.g_00642
OG0000039	Syai.g_02034	Syaf.g_01395
OG0000040	Syai.g_02876	Syaf.g_00558
OG0000041	Syai.g_02265	Syaf.g_01171
OG0000041	Syai.g_02016	Syaf.g_01414
OG0000042	Syai.g_00099	Syaf.g_00403
OG0000043	Syai.g_01599	Syaf.g_01747
OG0000045	Syai.g_02432	Syaf.g_00979
OG0000046	Syai.g_00443	Syaf.g_00055
OG0000046	Syai.g_00449	Syaf.g_00045
OG0000046	Syai.g_00435	Syaf.g_00062
OG0000047	Syai.g_00462	Syaf.g_00030
OG0000048	Syai.g_00272	Syaf.g_00230
OG0000050	Syai.g_01893	Syaf.g_01770
OG0000052	Syai.g_00176	Syaf.g_00335
OG0000053	Syai.g_00930	Syaf.g_02447
OG0000054	Syai.g_01040	Syaf.g_02376
OG0000055	Syai.g_02029	Syaf.g_01402
OG0000057	Syai.g_01997	Syaf.g_01452
OG0000058	Syai.g_00195	Syaf.g_00316
OG0000059	Syai.g_00351	Syaf.g_00143
OG0000060	Syai.g_00635	Syaf.g_02726
OG0000060	Syai.g_01758	Syaf.g_01603
OG0000061	Syai.g_02144	Syaf.g_01288
OG0000062	Syai.g_02358	Syaf.g_01055
OG0000063	Syai.g_00042	Syaf.g_00457
OG0000064	Syai.g_02350	Syaf.g_01063
OG0000064	Syai.g_01162	Syaf.g_02253
OG0000064	Syai.g_01668	Syaf.g_01667
OG0000066	Syai.g_01709, Syai.g_00719	Syaf.g_02643
OG0000067	Syai.g_01321	Syaf.g_02049
OG0000068	Syai.g_00628	Syaf.g_02733
OG0000070	Syai.g_02196	Syaf.g_01237
OG0000071	Syai.g_02179	Syaf.g_01254
OG0000072	Syai.g_02636	Syaf.g_00805
OG0000073	Syai.g_00659	Syaf.g_02700
OG0000075	Syai.g_00161	Syaf.g_00353
OG0000076	Syai.g_00111	Syaf.g_00388
OG0000078	Syai.g_00543	Syaf.g_02782
OG0000079	Syai.g_00300	Syaf.g_00197
OG0000081	Syai.g_00553	Syaf.g_02776
OG0000082	Syai.g_00781	Syaf.g_02576
OG0000084	Syai.g_00958	Syaf.g_02409
OG0000085	Syai.g_02365	Syaf.g_01048
OG0000086	Syai.g_02507	Syaf.g_00932
OG0000087	Syai.g_02592	Syaf.g_00848
OG0000088	Syai.g_02630	Syaf.g_00811
OG0000089	Syai.g_00517	Syaf.g_02807
OG0000090	Syai.g_00707	Syaf.g_02654
OG0000091	Syai.g_01112	Syaf.g_02302
OG0000093	Syai.g_01306	Syaf.g_02065
OG0000094	Syai.g_01424	Syaf.g_01940
OG0000095	Syai.g_02007	Syaf.g_01442
OG0000097	Syai.g_01787	Syaf.g_01574
OG0000098	Syai.g_01718	Syaf.g_01637
OG0000099	Syai.g_00199	Syaf.g_00312
OG0000100	Syai.g_01372	Syaf.g_02017
OG0000101	Syai.g_00404	Syaf.g_00093
OG0000102	Syai.g_00106	Syaf.g_00393
OG0000103	Syai.g_02912	Syaf.g_00520
OG0000104	Syai.g_02929	Syaf.g_00502
OG0000105	Syai.g_00267	Syaf.g_00235
OG0000106	Syai.g_01601	Syaf.g_01745
OG0000107	Syai.g_00319	Syaf.g_00177, Syaf.g_00758
OG0000108	Syai.g_00638	Syaf.g_02721
OG0000109	Syai.g_00653	Syaf.g_02706
OG0000110	Syai.g_00766	Syaf.g_02589
OG0000111	Syai.g_01998	Syaf.g_01451
OG0000112	Syai.g_01512	Syaf.g_01852
OG0000113	Syai.g_01367	Syaf.g_02022
OG0000114	Syai.g_01261	Syaf.g_02103
OG0000115	Syai.g_00932	Syaf.g_02445
OG0000116	Syai.g_02156	Syaf.g_01276
OG0000117	Syai.g_01756	Syaf.g_01605
OG0000118	Syai.g_00818	Syaf.g_02544
OG0000120	Syai.g_00198	Syaf.g_00313
OG0000121	Syai.g_00951	Syaf.g_02419
OG0000123	Syai.g_00411	Syaf.g_00086
OG0000124	Syai.g_00089	Syaf.g_00414
OG0000125	Syai.g_02782	Syaf.g_00640
OG0000126	Syai.g_02927	Syaf.g_00504
OG0000127	Syai.g_01872, Syai.g_01906, Syai.g_01855	Syaf.g_01541
OG0000128	Syai.g_00012	Syaf.g_00486
OG0000129	Syai.g_02771	Syaf.g_00651
OG0000130	Syai.g_02474	Syaf.g_00963
OG0000131	Syai.g_02608	Syaf.g_00833
OG0000132	Syai.g_02628	Syaf.g_00813
OG0000133	Syai.g_01507	Syaf.g_01857
OG0000134	Syai.g_00520	Syaf.g_02804
OG0000135	Syai.g_02826	Syaf.g_00605
OG0000136	Syai.g_02217	Syaf.g_01224
OG0000137	Syai.g_00865	Syaf.g_02498
OG0000138	Syai.g_00654	Syaf.g_02705
OG0000139	Syai.g_00714	Syaf.g_02648
OG0000140	Syai.g_00716	Syaf.g_02646
OG0000141	Syai.g_01041	Syaf.g_02375
OG0000142	Syai.g_01104	Syaf.g_02310
OG0000143	Syai.g_01108	Syaf.g_02306
OG0000144	Syai.g_01608	Syaf.g_01735
OG0000145	Syai.g_00660	Syaf.g_02699
OG0000146	Syai.g_01513	Syaf.g_01851
OG0000147	Syai.g_01514	Syaf.g_01850
OG0000148	Syai.g_01361	Syaf.g_02028
OG0000149	Syai.g_02059	Syaf.g_01371
OG0000150	Syai.g_00717	Syaf.g_02645
OG0000151	Syai.g_01280	Syaf.g_02091
OG0000152	Syai.g_01503	Syaf.g_01861
OG0000153	Syai.g_01461	Syaf.g_01904
OG0000154	Syai.g_01434	Syaf.g_01930
OG0000155	Syai.g_02109	Syaf.g_01324
OG0000156	Syai.g_02162	Syaf.g_01270
OG0000157	Syai.g_02163	Syaf.g_01269
OG0000158	Syai.g_00135	Syaf.g_00364
OG0000160	Syai.g_00952	Syaf.g_02418
OG0000161	Syai.g_00946	Syaf.g_02424
OG0000162	Syai.g_00939	Syaf.g_02431
OG0000163	Syai.g_02300	Syaf.g_01105
OG0000164	Syai.g_02411	Syaf.g_00999
OG0000165	Syai.g_02244	Syaf.g_01197
OG0000166	Syai.g_00364	Syaf.g_00133
OG0000167	Syai.g_00164	Syaf.g_00350
OG0000168	Syai.g_00134	Syaf.g_00365
OG0000169	Syai.g_00123	Syaf.g_00376
OG0000170	Syai.g_00116	Syaf.g_00383
OG0000171	Syai.g_00090	Syaf.g_00413
OG0000172	Syai.g_00083	Syaf.g_00419
OG0000173	Syai.g_00064	Syaf.g_00438
OG0000174	Syai.g_02828	Syaf.g_00603
OG0000175	Syai.g_02901	Syaf.g_00531
OG0000176	Syai.g_00004	Syaf.g_00494
OG0000177	Syai.g_00005	Syaf.g_00493
OG0000178	Syai.g_00006	Syaf.g_00492
OG0000179	Syai.g_00023	Syaf.g_00477
OG0000180	Syai.g_00024	Syaf.g_00476
OG0000181	Syai.g_00025	Syaf.g_00475
OG0000182	Syai.g_00026	Syaf.g_00474
OG0000183	Syai.g_00030	Syaf.g_00470
OG0000184	Syai.g_02756	Syaf.g_00664
OG0000185	Syai.g_02734	Syaf.g_00684
OG0000186	Syai.g_02469	Syaf.g_00968
OG0000187	Syai.g_02471	Syaf.g_00966
OG0000188	Syai.g_02494	Syaf.g_00944
OG0000189	Syai.g_02530	Syaf.g_00916
OG0000190	Syai.g_02532	Syaf.g_00914
OG0000191	Syai.g_02562	Syaf.g_00877
OG0000192	Syai.g_02569	Syaf.g_00871
OG0000193	Syai.g_02609	Syaf.g_00832
OG0000194	Syai.g_02612	Syaf.g_00829
OG0000195	Syai.g_02614	Syaf.g_00827
OG0000196	Syai.g_02625	Syaf.g_00816
OG0000197	Syai.g_02626	Syaf.g_00815
OG0000198	Syai.g_02627	Syaf.g_00814
OG0000199	Syai.g_02635	Syaf.g_00806
OG0000200	Syai.g_02651	Syaf.g_00789
OG0000201	Syai.g_02667	Syaf.g_00771
OG0000202	Syai.g_02668	Syaf.g_00770
OG0000203	Syai.g_02669	Syaf.g_00769
OG0000204	Syai.g_02670	Syaf.g_00768
OG0000205	Syai.g_02677	Syaf.g_00761
OG0000206	Syai.g_02684	Syaf.g_00736
OG0000207	Syai.g_02686	Syaf.g_00735
OG0000208	Syai.g_02687	Syaf.g_00734
OG0000209	Syai.g_02699	Syaf.g_00714
OG0000210	Syai.g_02700	Syaf.g_00713
OG0000211	Syai.g_00533	Syaf.g_02791
OG0000212	Syai.g_00544	Syaf.g_02781
OG0000213	Syai.g_00292	Syaf.g_00210
OG0000214	Syai.g_00276	Syaf.g_00226
OG0000215	Syai.g_00245	Syaf.g_00258
OG0000216	Syai.g_00241	Syaf.g_00262
OG0000217	Syai.g_00237	Syaf.g_00266
OG0000218	Syai.g_00235	Syaf.g_00268
OG0000219	Syai.g_00234	Syaf.g_00269
OG0000220	Syai.g_00233	Syaf.g_00270
OG0000221	Syai.g_00227	Syaf.g_02597, Syaf.g_00273
OG0000222	Syai.g_00215	Syaf.g_00287
OG0000223	Syai.g_00194	Syaf.g_00317
OG0000224	Syai.g_00186	Syaf.g_00324
OG0000225	Syai.g_00502	Syaf.g_00007
OG0000226	Syai.g_00506	Syaf.g_00003
OG0000227	Syai.g_00508	Syaf.g_00001
OG0000228	Syai.g_00516	Syaf.g_02808
OG0000229	Syai.g_02228	Syaf.g_01214
OG0000230	Syai.g_02226	Syaf.g_01216
OG0000231	Syai.g_02208	Syaf.g_01236
OG0000232	Syai.g_00846	Syaf.g_02536
OG0000233	Syai.g_00855	Syaf.g_02528
OG0000234	Syai.g_00866	Syaf.g_02497
OG0000235	Syai.g_00637	Syaf.g_02722
OG0000236	Syai.g_00652	Syaf.g_02707
OG0000237	Syai.g_00669	Syaf.g_02690
OG0000238	Syai.g_00674	Syaf.g_02685
OG0000239	Syai.g_00691	Syaf.g_02669
OG0000240	Syai.g_00692	Syaf.g_02668
OG0000241	Syai.g_01085	Syaf.g_02322
OG0000242	Syai.g_00705	Syaf.g_02656
OG0000243	Syai.g_00726	Syaf.g_02634
OG0000244	Syai.g_00731	Syaf.g_02627
OG0000245	Syai.g_00733	Syaf.g_02625
OG0000246	Syai.g_00737	Syaf.g_02621
OG0000247	Syai.g_00748	Syaf.g_02610
OG0000248	Syai.g_00751	Syaf.g_02607
OG0000249	Syai.g_00753	Syaf.g_02605
OG0000250	Syai.g_00762	Syaf.g_02593
OG0000251	Syai.g_00789	Syaf.g_02568
OG0000252	Syai.g_00797	Syaf.g_02565
OG0000253	Syai.g_00798	Syaf.g_02564
OG0000254	Syai.g_01045	Syaf.g_02371
OG0000255	Syai.g_01061	Syaf.g_02352
OG0000256	Syai.g_01077	Syaf.g_02329
OG0000257	Syai.g_01084	Syaf.g_02323
OG0000258	Syai.g_01113	Syaf.g_02301
OG0000259	Syai.g_01229	Syaf.g_02137
OG0000260	Syai.g_01232	Syaf.g_02134
OG0000261	Syai.g_01235	Syaf.g_02131
OG0000262	Syai.g_01240	Syaf.g_02126
OG0000263	Syai.g_01776	Syaf.g_01585
OG0000264	Syai.g_01962	Syaf.g_01473
OG0000265	Syai.g_02245	Syaf.g_01196
OG0000266	Syai.g_01401	Syaf.g_01967
OG0000267	Syai.g_01569	Syaf.g_01787
OG0000268	Syai.g_01568	Syaf.g_01788
OG0000269	Syai.g_01316	Syaf.g_02054
OG0000270	Syai.g_01319	Syaf.g_02051
OG0000271	Syai.g_01327	Syaf.g_02043
OG0000272	Syai.g_01328	Syaf.g_02042
OG0000273	Syai.g_02037	Syaf.g_01392
OG0000274	Syai.g_02038	Syaf.g_01391
OG0000275	Syai.g_02043	Syaf.g_01386
OG0000276	Syai.g_02051	Syaf.g_01379
OG0000277	Syai.g_02052	Syaf.g_01378
OG0000278	Syai.g_02055	Syaf.g_01375
OG0000279	Syai.g_02063	Syaf.g_01367
OG0000280	Syai.g_02084	Syaf.g_01337
OG0000281	Syai.g_01719	Syaf.g_01636
OG0000282	Syai.g_01263	Syaf.g_02101
OG0000283	Syai.g_01554	Syaf.g_01804
OG0000284	Syai.g_01548	Syaf.g_01810
OG0000285	Syai.g_01522	Syaf.g_01842
OG0000286	Syai.g_01504	Syaf.g_01860
OG0000287	Syai.g_01469	Syaf.g_01896
OG0000288	Syai.g_01435	Syaf.g_01929
OG0000289	Syai.g_01421	Syaf.g_01943
OG0000290	Syai.g_02010	Syaf.g_01439
OG0000291	Syai.g_02008	Syaf.g_01441
OG0000292	Syai.g_02926	Syaf.g_00505
OG0000293	Syai.g_02155	Syaf.g_01277
OG0000294	Syai.g_02154	Syaf.g_01278
OG0000295	Syai.g_02117	Syaf.g_01316
OG0000296	Syai.g_02115	Syaf.g_01318
OG0000297	Syai.g_01754	Syaf.g_01607
OG0000298	Syai.g_01755	Syaf.g_01606
OG0000299	Syai.g_01783	Syaf.g_01578
OG0000300	Syai.g_01790	Syaf.g_01571
OG0000301	Syai.g_01791	Syaf.g_01570
OG0000302	Syai.g_01793	Syaf.g_01568
OG0000303	Syai.g_01802	Syaf.g_01559
OG0000304	Syai.g_01826	Syaf.g_01551
OG0000305	Syai.g_02005	Syaf.g_01444
OG0000306	Syai.g_02090	Syaf.g_01332
OG0000307	Syai.g_00619	Syaf.g_02742
OG0000308	Syai.g_00617	Syaf.g_02744
OG0000309	Syai.g_00612	Syaf.g_02749
OG0000310	Syai.g_00989	Syaf.g_02387
OG0000311	Syai.g_00985	Syaf.g_02391
OG0000312	Syai.g_00966	Syaf.g_02397
OG0000313	Syai.g_00949	Syaf.g_02421
OG0000314	Syai.g_00908	Syaf.g_02458
OG0000315	Syai.g_00897	Syaf.g_02468
OG0000316	Syai.g_02322	Syaf.g_01088
OG0000317	Syai.g_02373	Syaf.g_01040
OG0000318	Syai.g_02379	Syaf.g_01032
OG0000319	Syai.g_02395	Syaf.g_01015
OG0000320	Syai.g_02397	Syaf.g_01013
OG0000321	Syai.g_02398	Syaf.g_01012
OG0000322	Syai.g_02399	Syaf.g_01011
OG0000323	Syai.g_02413	Syaf.g_00997
OG0000324	Syai.g_02272	Syaf.g_01164
OG0000325	Syai.g_00320	Syaf.g_00176
OG0000326	Syai.g_00327	Syaf.g_00169
OG0000327	Syai.g_00359	Syaf.g_00138
OG0000328	Syai.g_00360	Syaf.g_00137
OG0000329	Syai.g_00378	Syaf.g_00119
OG0000330	Syai.g_00379	Syaf.g_00118
OG0000331	Syai.g_00380	Syaf.g_00117
OG0000332	Syai.g_00395	Syaf.g_00102
OG0000333	Syai.g_00398	Syaf.g_00099
OG0000334	Syai.g_00407	Syaf.g_00090
OG0000335	Syai.g_00412	Syaf.g_00085
OG0000336	Syai.g_00416	Syaf.g_00081
OG0000337	Syai.g_00169	Syaf.g_00344
OG0000338	Syai.g_00166	Syaf.g_00348
OG0000339	Syai.g_00160	Syaf.g_00355
OG0000340	Syai.g_00133	Syaf.g_00366
OG0000341	Syai.g_00131	Syaf.g_00368
OG0000342	Syai.g_00130	Syaf.g_00369
OG0000343	Syai.g_00129	Syaf.g_00370
OG0000344	Syai.g_00125	Syaf.g_00374
OG0000345	Syai.g_00115	Syaf.g_00384
OG0000346	Syai.g_00110	Syaf.g_00389
OG0000347	Syai.g_00087	Syaf.g_00415
OG0000348	Syai.g_00076	Syaf.g_00427
OG0000349	Syai.g_00057	Syaf.g_00445
OG0000350	Syai.g_00334	Syaf.g_00162
OG0000351	Syai.g_02904	Syaf.g_00528
OG0000352	Syai.g_02905	Syaf.g_00527
OG0000353	Syai.g_02932	Syaf.g_00499
OG0000354	Syai.g_00680	Syaf.g_02680
OG0000354	Syai.g_00019	Syaf.g_00479
OG0000355	Syai.g_00001	Syaf.g_00497
OG0000356	Syai.g_00002	Syaf.g_00496
OG0000357	Syai.g_00003	Syaf.g_00495
OG0000358	Syai.g_00007	Syaf.g_00491
OG0000359	Syai.g_00009	Syaf.g_00489
OG0000360	Syai.g_00010	Syaf.g_00488
OG0000361	Syai.g_00011	Syaf.g_00487
OG0000362	Syai.g_00013	Syaf.g_00485
OG0000363	Syai.g_00015	Syaf.g_00483
OG0000364	Syai.g_00016	Syaf.g_00482
OG0000365	Syai.g_00027	Syaf.g_00473
OG0000366	Syai.g_00028	Syaf.g_00472
OG0000367	Syai.g_00029	Syaf.g_00471
OG0000368	Syai.g_00031	Syaf.g_00469
OG0000369	Syai.g_00032	Syaf.g_00468
OG0000370	Syai.g_00033	Syaf.g_00467
OG0000371	Syai.g_00041	Syaf.g_00458
OG0000372	Syai.g_00047	Syaf.g_00453
OG0000373	Syai.g_00048	Syaf.g_00452
OG0000374	Syai.g_00049	Syaf.g_00451
OG0000375	Syai.g_00053	Syaf.g_00449
OG0000376	Syai.g_00055	Syaf.g_00447
OG0000377	Syai.g_02769	Syaf.g_00654
OG0000378	Syai.g_02751	Syaf.g_00668
OG0000379	Syai.g_02733	Syaf.g_00686
OG0000380	Syai.g_02472	Syaf.g_00965
OG0000381	Syai.g_02475	Syaf.g_00962
OG0000382	Syai.g_02493	Syaf.g_00945
OG0000383	Syai.g_02498	Syaf.g_00941
OG0000384	Syai.g_02499	Syaf.g_00940
OG0000385	Syai.g_02500	Syaf.g_00939
OG0000386	Syai.g_02501	Syaf.g_00938
OG0000387	Syai.g_02534	Syaf.g_00912
OG0000388	Syai.g_02538	Syaf.g_00908
OG0000389	Syai.g_02542	Syaf.g_00904
OG0000390	Syai.g_02556	Syaf.g_00883
OG0000391	Syai.g_02561	Syaf.g_00878
OG0000392	Syai.g_02568	Syaf.g_00872
OG0000393	Syai.g_02570	Syaf.g_00870
OG0000394	Syai.g_02571	Syaf.g_00869
OG0000395	Syai.g_02572	Syaf.g_00868
OG0000396	Syai.g_02575	Syaf.g_00865
OG0000397	Syai.g_02577	Syaf.g_00863
OG0000398	Syai.g_02582	Syaf.g_00858
OG0000399	Syai.g_02583	Syaf.g_00857
OG0000400	Syai.g_02584	Syaf.g_00856
OG0000401	Syai.g_02585	Syaf.g_00855
OG0000402	Syai.g_02588	Syaf.g_00852
OG0000403	Syai.g_02589	Syaf.g_00851
OG0000404	Syai.g_02590	Syaf.g_00850
OG0000405	Syai.g_02606	Syaf.g_00835
OG0000406	Syai.g_02610	Syaf.g_00831
OG0000407	Syai.g_02611	Syaf.g_00830
OG0000408	Syai.g_02613	Syaf.g_00828
OG0000409	Syai.g_02615	Syaf.g_00826
OG0000410	Syai.g_02616	Syaf.g_00825
OG0000411	Syai.g_02617	Syaf.g_00824
OG0000412	Syai.g_02618	Syaf.g_00823
OG0000413	Syai.g_02620	Syaf.g_00821
OG0000414	Syai.g_02621	Syaf.g_00820
OG0000415	Syai.g_02622	Syaf.g_00819
OG0000416	Syai.g_02623	Syaf.g_00818
OG0000417	Syai.g_02624	Syaf.g_00817
OG0000418	Syai.g_02629	Syaf.g_00812
OG0000419	Syai.g_02631	Syaf.g_00810
OG0000420	Syai.g_02633	Syaf.g_00808
OG0000421	Syai.g_02638	Syaf.g_00803
OG0000422	Syai.g_02639	Syaf.g_00802
OG0000423	Syai.g_02640	Syaf.g_00801
OG0000424	Syai.g_02641	Syaf.g_00800
OG0000425	Syai.g_02642	Syaf.g_00799
OG0000426	Syai.g_02643	Syaf.g_00798
OG0000427	Syai.g_02644	Syaf.g_00797
OG0000428	Syai.g_02647	Syaf.g_00794
OG0000429	Syai.g_02649	Syaf.g_00792
OG0000430	Syai.g_02650	Syaf.g_00790
OG0000431	Syai.g_02654	Syaf.g_00786
OG0000432	Syai.g_02660	Syaf.g_00779
OG0000433	Syai.g_02662	Syaf.g_00777
OG0000434	Syai.g_02663	Syaf.g_00776
OG0000435	Syai.g_02666	Syaf.g_00772
OG0000436	Syai.g_02671	Syaf.g_00767
OG0000437	Syai.g_02672	Syaf.g_00766
OG0000438	Syai.g_02673	Syaf.g_00765
OG0000439	Syai.g_02675	Syaf.g_00763
OG0000440	Syai.g_02676	Syaf.g_00762
OG0000441	Syai.g_02681	Syaf.g_00756
OG0000442	Syai.g_02682	Syaf.g_00743
OG0000443	Syai.g_02683	Syaf.g_00739
OG0000444	Syai.g_02688	Syaf.g_00733
OG0000445	Syai.g_02689	Syaf.g_00729
OG0000446	Syai.g_02690	Syaf.g_00728
OG0000447	Syai.g_02693	Syaf.g_00725
OG0000448	Syai.g_02694	Syaf.g_00724
OG0000449	Syai.g_02695	Syaf.g_00723
OG0000450	Syai.g_02696	Syaf.g_00717
OG0000451	Syai.g_02697	Syaf.g_00716
OG0000452	Syai.g_02701	Syaf.g_00712
OG0000453	Syai.g_02702	Syaf.g_00711
OG0000454	Syai.g_02703	Syaf.g_00710
OG0000455	Syai.g_02704	Syaf.g_00709
OG0000456	Syai.g_02705	Syaf.g_00708
OG0000457	Syai.g_02707	Syaf.g_00706
OG0000458	Syai.g_02708	Syaf.g_00705
OG0000459	Syai.g_02709	Syaf.g_00704
OG0000460	Syai.g_00535	Syaf.g_02789
OG0000461	Syai.g_00314	Syaf.g_00183
OG0000462	Syai.g_00311	Syaf.g_00186
OG0000463	Syai.g_00310	Syaf.g_00187
OG0000464	Syai.g_00309	Syaf.g_00188
OG0000465	Syai.g_00307	Syaf.g_00190
OG0000466	Syai.g_00303	Syaf.g_00194
OG0000467	Syai.g_00301	Syaf.g_00196
OG0000468	Syai.g_00296	Syaf.g_00206
OG0000469	Syai.g_00282	Syaf.g_00220
OG0000470	Syai.g_00280	Syaf.g_00222
OG0000471	Syai.g_00279	Syaf.g_00223
OG0000472	Syai.g_00277	Syaf.g_00225
OG0000473	Syai.g_00275	Syaf.g_00227
OG0000474	Syai.g_00274	Syaf.g_00228
OG0000475	Syai.g_00273	Syaf.g_00229
OG0000476	Syai.g_00271	Syaf.g_00231
OG0000477	Syai.g_00265	Syaf.g_00237
OG0000478	Syai.g_00264	Syaf.g_00238
OG0000479	Syai.g_00263	Syaf.g_00239
OG0000480	Syai.g_00256	Syaf.g_00247
OG0000481	Syai.g_00254	Syaf.g_00249
OG0000482	Syai.g_00253	Syaf.g_00250
OG0000483	Syai.g_00249	Syaf.g_00254
OG0000484	Syai.g_00248	Syaf.g_00255
OG0000485	Syai.g_00247	Syaf.g_00256
OG0000486	Syai.g_00246	Syaf.g_00257
OG0000487	Syai.g_00240	Syaf.g_00263
OG0000488	Syai.g_00236	Syaf.g_00267
OG0000489	Syai.g_00226	Syaf.g_00274
OG0000490	Syai.g_00218	Syaf.g_00284
OG0000491	Syai.g_00217	Syaf.g_00285
OG0000492	Syai.g_00214	Syaf.g_00288
OG0000493	Syai.g_00213	Syaf.g_00289
OG0000494	Syai.g_00212	Syaf.g_00290
OG0000495	Syai.g_00211	Syaf.g_00291
OG0000496	Syai.g_00210	Syaf.g_00292
OG0000497	Syai.g_00209	Syaf.g_00293
OG0000498	Syai.g_00208	Syaf.g_00294
OG0000499	Syai.g_00207	Syaf.g_00295
OG0000500	Syai.g_00206	Syaf.g_00296
OG0000501	Syai.g_00203	Syaf.g_00299
OG0000502	Syai.g_00192	Syaf.g_00319
OG0000503	Syai.g_00486	Syaf.g_00023
OG0000504	Syai.g_00488	Syaf.g_00021
OG0000505	Syai.g_00489	Syaf.g_00020
OG0000506	Syai.g_00491	Syaf.g_00018
OG0000507	Syai.g_00497	Syaf.g_00012
OG0000508	Syai.g_00501	Syaf.g_00008
OG0000509	Syai.g_00503	Syaf.g_00006
OG0000510	Syai.g_00504	Syaf.g_00005
OG0000511	Syai.g_00505	Syaf.g_00004
OG0000512	Syai.g_00507	Syaf.g_00002
OG0000513	Syai.g_00521	Syaf.g_02803
OG0000514	Syai.g_00528	Syaf.g_02796
OG0000515	Syai.g_00529	Syaf.g_02795
OG0000516	Syai.g_02223	Syaf.g_01219
OG0000517	Syai.g_02229	Syaf.g_01213
OG0000518	Syai.g_02211	Syaf.g_01230
OG0000519	Syai.g_02210	Syaf.g_01231
OG0000520	Syai.g_02209	Syaf.g_01235
OG0000521	Syai.g_00842	Syaf.g_02542
OG0000522	Syai.g_00844	Syaf.g_02538
OG0000523	Syai.g_00845	Syaf.g_02537
OG0000524	Syai.g_00852	Syaf.g_02531
OG0000525	Syai.g_00856	Syaf.g_02507
OG0000526	Syai.g_00859	Syaf.g_02504
OG0000527	Syai.g_00863	Syaf.g_02500
OG0000528	Syai.g_00633	Syaf.g_02728
OG0000529	Syai.g_00639	Syaf.g_02720
OG0000530	Syai.g_00642	Syaf.g_02717
OG0000531	Syai.g_00643	Syaf.g_02716
OG0000532	Syai.g_00646	Syaf.g_02713
OG0000533	Syai.g_00647	Syaf.g_02712
OG0000534	Syai.g_00648	Syaf.g_02711
OG0000535	Syai.g_00649	Syaf.g_02710
OG0000536	Syai.g_00650	Syaf.g_02709
OG0000537	Syai.g_00651	Syaf.g_02708
OG0000538	Syai.g_00662	Syaf.g_02697
OG0000539	Syai.g_00663	Syaf.g_02696
OG0000540	Syai.g_00664	Syaf.g_02695
OG0000541	Syai.g_00665	Syaf.g_02694
OG0000542	Syai.g_00668	Syaf.g_02691
