Orthogroup	Syai	Prar
OG0000107	Syai.g_00319	Prar.g_00446
OG0000108	Syai.g_00638	Prar.g_00530
OG0000109	Syai.g_00653	Prar.g_00544
OG0000110	Syai.g_00878, Syai.g_00766	Prar.g_01404
OG0000111	Syai.g_00884, Syai.g_01998	Prar.g_01529
OG0000112	Syai.g_01512	Prar.g_01652
OG0000113	Syai.g_01367	Prar.g_01706
OG0000114	Syai.g_01261	Prar.g_01776
OG0000115	Syai.g_00932	Prar.g_01318
OG0000116	Syai.g_02156	Prar.g_01273
OG0000117	Syai.g_01756	Prar.g_01003
OG0000118	Syai.g_00818	Prar.g_00943
OG0000119	Syai.g_02127	Prar.g_00915
OG0000120	Syai.g_00198	Prar.g_00880
OG0000121	Syai.g_00951	Prar.g_00337
OG0000122	Syai.g_01143	Prar.g_00807
OG0000123	Syai.g_00411	Prar.g_01021
OG0000124	Syai.g_00089	Prar.g_00668
OG0000125	Syai.g_02782	Prar.g_00704
OG0000126	Syai.g_02927	Prar.g_00043
OG0000128	Syai.g_00012	Prar.g_00027
OG0000129	Syai.g_02771	Prar.g_00576
OG0000130	Syai.g_02474	Prar.g_00549
OG0000131	Syai.g_02608	Prar.g_00182
OG0000132	Syai.g_02628	Prar.g_00163
OG0000133	Syai.g_01507	Prar.g_00265
OG0000134	Syai.g_00520	Prar.g_00417
OG0000135	Syai.g_02826	Prar.g_00444
OG0000136	Syai.g_02217	Prar.g_00489
OG0000137	Syai.g_00865	Prar.g_00525
OG0000138	Syai.g_00654	Prar.g_00545
OG0000139	Syai.g_00714	Prar.g_01367
OG0000140	Syai.g_00716	Prar.g_01368
OG0000141	Syai.g_01041	Prar.g_01437
OG0000142	Syai.g_01104	Prar.g_01465
OG0000143	Syai.g_01108	Prar.g_01469
OG0000144	Syai.g_01608	Prar.g_01482
OG0000145	Syai.g_00660	Prar.g_01651
OG0000146	Syai.g_01513	Prar.g_01653
OG0000147	Syai.g_01514	Prar.g_01654
OG0000148	Syai.g_01361	Prar.g_01700
OG0000149	Syai.g_02059	Prar.g_01730
OG0000150	Syai.g_00717	Prar.g_01738
OG0000151	Syai.g_01280	Prar.g_01786
OG0000152	Syai.g_01503	Prar.g_01833
OG0000153	Syai.g_01461	Prar.g_01852
OG0000154	Syai.g_01434	Prar.g_01878
OG0000155	Syai.g_02109	Prar.g_01243
OG0000156	Syai.g_02162	Prar.g_00966
OG0000157	Syai.g_02163	Prar.g_00965
OG0000158	Syai.g_00135	Prar.g_00375
OG0000160	Syai.g_00952	Prar.g_00338
OG0000161	Syai.g_00946	Prar.g_00840
OG0000162	Syai.g_00939	Prar.g_00834
OG0000163	Syai.g_02300	Prar.g_00800
OG0000164	Syai.g_02411	Prar.g_01964
OG0000165	Syai.g_02244	Prar.g_01971
OG0000166	Syai.g_00364	Prar.g_01063
OG0000167	Syai.g_00164	Prar.g_00627
OG0000168	Syai.g_00134	Prar.g_00637
OG0000169	Syai.g_00123	Prar.g_00647
OG0000170	Syai.g_00116	Prar.g_00649
OG0000171	Syai.g_00090	Prar.g_00667
OG0000172	Syai.g_00083	Prar.g_00675
OG0000173	Syai.g_00064	Prar.g_00690
OG0000174	Syai.g_02828	Prar.g_00068
OG0000175	Syai.g_02901	Prar.g_00058
OG0000176	Syai.g_00004	Prar.g_00034
OG0000177	Syai.g_00005	Prar.g_00033
OG0000178	Syai.g_00006	Prar.g_00032
OG0000179	Syai.g_00023	Prar.g_00022
OG0000180	Syai.g_00024	Prar.g_00021
OG0000181	Syai.g_00025	Prar.g_00020
OG0000182	Syai.g_00026	Prar.g_00019
OG0000183	Syai.g_00030	Prar.g_00015
OG0000184	Syai.g_02756	Prar.g_00573
OG0000185	Syai.g_02734	Prar.g_00570
OG0000186	Syai.g_02469	Prar.g_00554
OG0000187	Syai.g_02471	Prar.g_00553
OG0000188	Syai.g_00696, Syai.g_02494	Prar.g_00246
OG0000189	Syai.g_02530	Prar.g_00232
OG0000190	Syai.g_02532	Prar.g_00231
OG0000191	Syai.g_02562	Prar.g_00211
OG0000192	Syai.g_02569	Prar.g_00207
OG0000193	Syai.g_02609	Prar.g_00181
OG0000194	Syai.g_02612	Prar.g_00178
OG0000195	Syai.g_02614	Prar.g_00176
OG0000196	Syai.g_02625	Prar.g_00166
OG0000197	Syai.g_02626	Prar.g_00165
OG0000198	Syai.g_02627	Prar.g_00164
OG0000199	Syai.g_02635	Prar.g_00157
OG0000200	Syai.g_02651	Prar.g_00143
OG0000201	Syai.g_02667	Prar.g_00135
OG0000202	Syai.g_02668	Prar.g_00134
OG0000203	Syai.g_02669	Prar.g_00133
OG0000204	Syai.g_02670	Prar.g_00132
OG0000205	Syai.g_02677	Prar.g_00125
OG0000206	Syai.g_02684	Prar.g_00120
OG0000207	Syai.g_02686	Prar.g_00118
OG0000208	Syai.g_02687	Prar.g_00117
OG0000209	Syai.g_02699	Prar.g_00108
OG0000210	Syai.g_02700	Prar.g_00107
OG0000211	Syai.g_00533	Prar.g_00094
OG0000212	Syai.g_00544	Prar.g_00087
OG0000213	Syai.g_00292	Prar.g_00330
OG0000214	Syai.g_00276	Prar.g_00320
OG0000215	Syai.g_00245	Prar.g_00295
OG0000216	Syai.g_00241	Prar.g_00293
OG0000217	Syai.g_00237	Prar.g_01154, Prar.g_00290
OG0000218	Syai.g_00235	Prar.g_00288
OG0000219	Syai.g_00234	Prar.g_00287
OG0000220	Syai.g_00233	Prar.g_00286
OG0000221	Syai.g_00227	Prar.g_00285
OG0000222	Syai.g_00215	Prar.g_00277
OG0000223	Syai.g_00194	Prar.g_00264
OG0000224	Syai.g_00186	Prar.g_00262
OG0000225	Syai.g_00502	Prar.g_00406
OG0000226	Syai.g_00506	Prar.g_00410
OG0000227	Syai.g_00508	Prar.g_00412
OG0000228	Syai.g_00516	Prar.g_00415
OG0000229	Syai.g_02228	Prar.g_00484
OG0000230	Syai.g_02226	Prar.g_00486
OG0000231	Syai.g_02208	Prar.g_00497
OG0000232	Syai.g_00846	Prar.g_00506
OG0000233	Syai.g_00855	Prar.g_00512
OG0000234	Syai.g_00866	Prar.g_00526
OG0000235	Syai.g_00637	Prar.g_00529
OG0000236	Syai.g_00652	Prar.g_00543
OG0000237	Syai.g_00669	Prar.g_01337
OG0000238	Syai.g_00674	Prar.g_01343
OG0000239	Syai.g_00691	Prar.g_01355
OG0000240	Syai.g_00692	Prar.g_01356
OG0000241	Syai.g_01085, Syai.g_01089	Prar.g_01360
OG0000242	Syai.g_00705	Prar.g_01362
OG0000243	Syai.g_00726	Prar.g_01373
OG0000244	Syai.g_00731	Prar.g_01376
OG0000245	Syai.g_00733	Prar.g_01378
OG0000246	Syai.g_00737	Prar.g_01382
OG0000247	Syai.g_00748	Prar.g_01392
OG0000248	Syai.g_00751	Prar.g_01394
OG0000249	Syai.g_00753	Prar.g_01396
OG0000250	Syai.g_00762	Prar.g_01401
OG0000251	Syai.g_00789	Prar.g_01420
OG0000252	Syai.g_00797	Prar.g_01424
OG0000253	Syai.g_00798	Prar.g_01425
OG0000254	Syai.g_01045	Prar.g_01441
OG0000255	Syai.g_01061	Prar.g_01447
OG0000256	Syai.g_01077	Prar.g_01457
OG0000257	Syai.g_01084	Prar.g_01460
OG0000258	Syai.g_01113	Prar.g_01473
OG0000259	Syai.g_01229	Prar.g_01490
OG0000260	Syai.g_01232	Prar.g_01493
OG0000261	Syai.g_01235	Prar.g_01495
OG0000262	Syai.g_01240	Prar.g_01499
OG0000263	Syai.g_01776	Prar.g_01511
OG0000264	Syai.g_01962	Prar.g_01521
OG0000265	Syai.g_02245	Prar.g_01599
OG0000266	Syai.g_01401	Prar.g_01609
OG0000267	Syai.g_01569	Prar.g_01620
OG0000268	Syai.g_01568	Prar.g_01621
OG0000269	Syai.g_01316	Prar.g_01679
OG0000270	Syai.g_01319	Prar.g_01682
OG0000271	Syai.g_01327	Prar.g_01690
OG0000272	Syai.g_01328	Prar.g_01691
OG0000273	Syai.g_02037	Prar.g_01714
OG0000274	Syai.g_02038	Prar.g_01715
OG0000275	Syai.g_02043	Prar.g_01717
OG0000276	Syai.g_02051	Prar.g_01722
OG0000277	Syai.g_02052	Prar.g_01723
OG0000278	Syai.g_02055	Prar.g_01726
OG0000279	Syai.g_02063	Prar.g_01733
OG0000280	Syai.g_02084	Prar.g_01734
OG0000281	Syai.g_01719	Prar.g_01740
OG0000282	Syai.g_01263	Prar.g_01778
OG0000283	Syai.g_01554	Prar.g_01810
OG0000284	Syai.g_01548	Prar.g_01815
OG0000285	Syai.g_01522	Prar.g_01820
OG0000286	Syai.g_01504	Prar.g_01832
OG0000287	Syai.g_01469	Prar.g_01849
OG0000288	Syai.g_01435	Prar.g_01877
OG0000289	Syai.g_01421	Prar.g_01888
OG0000290	Syai.g_02010	Prar.g_01901
OG0000291	Syai.g_02008	Prar.g_01903
OG0000292	Syai.g_02926	Prar.g_01953
OG0000293	Syai.g_02155	Prar.g_01272
OG0000294	Syai.g_02154	Prar.g_01271
OG0000295	Syai.g_02117	Prar.g_01251
OG0000296	Syai.g_02115	Prar.g_01249
OG0000297	Syai.g_01754	Prar.g_01241
OG0000298	Syai.g_01755	Prar.g_01240
OG0000299	Syai.g_01783	Prar.g_01223
OG0000300	Syai.g_01790	Prar.g_01220
OG0000301	Syai.g_01791	Prar.g_01219
OG0000302	Syai.g_01793	Prar.g_01217
OG0000303	Syai.g_01802	Prar.g_01210
OG0000304	Syai.g_01826	Prar.g_01206
OG0000305	Syai.g_02005	Prar.g_00919
OG0000306	Syai.g_02090	Prar.g_00916
OG0000307	Syai.g_00619	Prar.g_00902
OG0000308	Syai.g_00617	Prar.g_00901
OG0000309	Syai.g_00612	Prar.g_00897
OG0000310	Syai.g_00989	Prar.g_00354
OG0000311	Syai.g_00985	Prar.g_00352
OG0000312	Syai.g_00966	Prar.g_00349
OG0000313	Syai.g_00949	Prar.g_00335
OG0000314	Syai.g_00908	Prar.g_00820
OG0000315	Syai.g_00897	Prar.g_00810
OG0000316	Syai.g_02320, Syai.g_02322	Prar.g_00790
OG0000317	Syai.g_02373	Prar.g_01145
OG0000318	Syai.g_02379	Prar.g_01142
OG0000319	Syai.g_02395	Prar.g_01129
OG0000320	Syai.g_02397	Prar.g_01127
OG0000321	Syai.g_02398	Prar.g_01126
OG0000322	Syai.g_02399	Prar.g_01125
OG0000323	Syai.g_02413	Prar.g_01967
OG0000324	Syai.g_02272	Prar.g_00609
OG0000325	Syai.g_00320	Prar.g_01113
OG0000326	Syai.g_00327	Prar.g_01107
OG0000327	Syai.g_00359	Prar.g_01068
OG0000328	Syai.g_00360	Prar.g_01067
OG0000329	Syai.g_00378	Prar.g_01050
OG0000330	Syai.g_00379	Prar.g_01049
OG0000331	Syai.g_00380	Prar.g_01048
OG0000332	Syai.g_00395	Prar.g_01034
OG0000333	Syai.g_00398	Prar.g_01032
OG0000334	Syai.g_00407	Prar.g_01024
OG0000335	Syai.g_00412	Prar.g_01020
OG0000336	Syai.g_00416	Prar.g_01016
OG0000337	Syai.g_00169	Prar.g_00625
OG0000338	Syai.g_00166	Prar.g_00626
OG0000339	Syai.g_00160	Prar.g_00630
OG0000340	Syai.g_00133	Prar.g_00638
OG0000341	Syai.g_00131	Prar.g_00640
OG0000342	Syai.g_00130	Prar.g_00641
OG0000343	Syai.g_00129	Prar.g_00642
OG0000344	Syai.g_00125	Prar.g_00645
OG0000345	Syai.g_00115	Prar.g_00650
OG0000346	Syai.g_00110	Prar.g_00654
OG0000347	Syai.g_00087	Prar.g_00669
OG0000348	Syai.g_00076	Prar.g_00678
OG0000349	Syai.g_00057	Prar.g_00695
OG0000350	Syai.g_00334	Prar.g_00072
OG0000351	Syai.g_02904	Prar.g_00055
OG0000352	Syai.g_02905	Prar.g_00054
OG0000353	Syai.g_02932	Prar.g_00039
OG0000355	Syai.g_00001	Prar.g_00037
OG0000356	Syai.g_00002	Prar.g_00036
OG0000357	Syai.g_00003	Prar.g_00035
OG0000358	Syai.g_00007	Prar.g_00031
OG0000359	Syai.g_00009	Prar.g_00030
OG0000360	Syai.g_00010	Prar.g_00029
OG0000361	Syai.g_00011	Prar.g_00028
OG0000362	Syai.g_00013	Prar.g_00026
OG0000363	Syai.g_00015	Prar.g_00024
OG0000364	Syai.g_00016	Prar.g_00023
OG0000365	Syai.g_00027	Prar.g_00018
OG0000366	Syai.g_00028	Prar.g_00017
OG0000367	Syai.g_00029	Prar.g_00016
OG0000368	Syai.g_00031	Prar.g_00014
OG0000369	Syai.g_00032	Prar.g_00013
OG0000370	Syai.g_00033	Prar.g_00012
OG0000371	Syai.g_00041	Prar.g_00006
OG0000372	Syai.g_00047	Prar.g_00002
OG0000373	Syai.g_00048	Prar.g_00001
OG0000374	Syai.g_00049	Prar.g_00594
OG0000375	Syai.g_00053	Prar.g_00580
OG0000376	Syai.g_00055	Prar.g_00578
OG0000377	Syai.g_02769	Prar.g_00574
OG0000378	Syai.g_02751	Prar.g_00572
OG0000379	Syai.g_02733	Prar.g_00569
OG0000380	Syai.g_02472	Prar.g_00552
OG0000381	Syai.g_02475	Prar.g_00548
OG0000382	Syai.g_02493	Prar.g_00247
OG0000383	Syai.g_02498	Prar.g_00245
OG0000384	Syai.g_02499	Prar.g_00244
OG0000385	Syai.g_02500	Prar.g_00243
OG0000386	Syai.g_02501	Prar.g_00242
OG0000387	Syai.g_02534	Prar.g_00229
OG0000388	Syai.g_02538	Prar.g_00226
OG0000389	Syai.g_02542	Prar.g_00222
OG0000390	Syai.g_02556	Prar.g_00215
OG0000391	Syai.g_02561	Prar.g_00212
OG0000392	Syai.g_02568	Prar.g_00208
OG0000393	Syai.g_02570	Prar.g_00206
OG0000394	Syai.g_02571	Prar.g_00205
OG0000395	Syai.g_02572	Prar.g_00204
OG0000396	Syai.g_02575	Prar.g_00201
OG0000397	Syai.g_02577	Prar.g_00199
OG0000398	Syai.g_02582	Prar.g_00197
OG0000399	Syai.g_02583	Prar.g_00196
OG0000400	Syai.g_02584	Prar.g_00195
OG0000401	Syai.g_02585	Prar.g_00194
OG0000402	Syai.g_02588	Prar.g_00192
OG0000403	Syai.g_02589	Prar.g_00191
OG0000404	Syai.g_02590	Prar.g_00190
OG0000405	Syai.g_02606	Prar.g_00186
OG0000406	Syai.g_02610	Prar.g_00180
OG0000407	Syai.g_02611	Prar.g_00179
OG0000408	Syai.g_02613	Prar.g_00177
OG0000409	Syai.g_02615	Prar.g_00175
OG0000410	Syai.g_02616	Prar.g_00174
OG0000411	Syai.g_02617	Prar.g_00173
OG0000412	Syai.g_02618	Prar.g_00172
OG0000413	Syai.g_02620	Prar.g_00171
OG0000414	Syai.g_02621	Prar.g_01569, Prar.g_00170
OG0000415	Syai.g_02622	Prar.g_00169
OG0000416	Syai.g_02623	Prar.g_00168
OG0000417	Syai.g_02624	Prar.g_00167
OG0000418	Syai.g_02629	Prar.g_00162
OG0000419	Syai.g_02631	Prar.g_00160
OG0000420	Syai.g_02633	Prar.g_00159
OG0000421	Syai.g_02638	Prar.g_00154
OG0000422	Syai.g_02639	Prar.g_00153
OG0000423	Syai.g_02640	Prar.g_00152
OG0000424	Syai.g_02641	Prar.g_00151
OG0000425	Syai.g_02642	Prar.g_00150
OG0000426	Syai.g_02643	Prar.g_00149
OG0000427	Syai.g_02644	Prar.g_00148
OG0000428	Syai.g_02647	Prar.g_00146
OG0000429	Syai.g_02649	Prar.g_00145
OG0000430	Syai.g_02650	Prar.g_00144
OG0000431	Syai.g_02654	Prar.g_00142
OG0000432	Syai.g_02660	Prar.g_00139
OG0000433	Syai.g_02662	Prar.g_00138
OG0000434	Syai.g_02663	Prar.g_00137
OG0000435	Syai.g_02666	Prar.g_00136
OG0000436	Syai.g_02671	Prar.g_00131
OG0000437	Syai.g_02672	Prar.g_00130
OG0000438	Syai.g_02673	Prar.g_00129
OG0000439	Syai.g_02675	Prar.g_00127
OG0000440	Syai.g_02676	Prar.g_00126
OG0000441	Syai.g_02681	Prar.g_00123
OG0000442	Syai.g_02682	Prar.g_00122
OG0000443	Syai.g_02683	Prar.g_00121
OG0000444	Syai.g_02688	Prar.g_00116
OG0000445	Syai.g_02689	Prar.g_00115
OG0000446	Syai.g_02690	Prar.g_00114
OG0000447	Syai.g_02693	Prar.g_00113
OG0000448	Syai.g_02694	Prar.g_00112
OG0000449	Syai.g_02695	Prar.g_00111
OG0000450	Syai.g_02696	Prar.g_00110
OG0000451	Syai.g_02697	Prar.g_00109
OG0000452	Syai.g_02701	Prar.g_00106
OG0000453	Syai.g_02702	Prar.g_00105
OG0000454	Syai.g_02703	Prar.g_00104
OG0000455	Syai.g_02704	Prar.g_00103
OG0000456	Syai.g_02705	Prar.g_00102
OG0000457	Syai.g_02707	Prar.g_00101
OG0000458	Syai.g_02708	Prar.g_00100
OG0000459	Syai.g_02709	Prar.g_00099
OG0000460	Syai.g_00535	Prar.g_00092
OG0000461	Syai.g_00314	Prar.g_00085
OG0000462	Syai.g_00311	Prar.g_00083
OG0000463	Syai.g_00310	Prar.g_00082
OG0000464	Syai.g_00309	Prar.g_00081
OG0000465	Syai.g_00307	Prar.g_00080
OG0000466	Syai.g_00303	Prar.g_00077
OG0000467	Syai.g_00301	Prar.g_00076
OG0000468	Syai.g_00296	Prar.g_00334
OG0000469	Syai.g_00282	Prar.g_00325
OG0000470	Syai.g_00280	Prar.g_00323
OG0000471	Syai.g_00279	Prar.g_00322
OG0000472	Syai.g_00277	Prar.g_00321
OG0000473	Syai.g_00275	Prar.g_00319
OG0000474	Syai.g_00274	Prar.g_00318
OG0000475	Syai.g_00273	Prar.g_00317
OG0000476	Syai.g_00271	Prar.g_00316
OG0000477	Syai.g_00265	Prar.g_00312
OG0000478	Syai.g_00264	Prar.g_00311
OG0000479	Syai.g_00263	Prar.g_00310
OG0000480	Syai.g_00256	Prar.g_00305
OG0000481	Syai.g_00254	Prar.g_00303
OG0000482	Syai.g_00253	Prar.g_00302
OG0000483	Syai.g_00249	Prar.g_00299
OG0000484	Syai.g_00248	Prar.g_00298
OG0000485	Syai.g_00247	Prar.g_00297
OG0000486	Syai.g_00246	Prar.g_00296
OG0000487	Syai.g_00240	Prar.g_00292
OG0000488	Syai.g_00236	Prar.g_00289
OG0000489	Syai.g_00226	Prar.g_00284
OG0000490	Syai.g_00218	Prar.g_00279
OG0000491	Syai.g_00217	Prar.g_00278
OG0000492	Syai.g_00214	Prar.g_00276
OG0000493	Syai.g_00213	Prar.g_00275
OG0000494	Syai.g_00212	Prar.g_00274
OG0000495	Syai.g_00211	Prar.g_00273
OG0000496	Syai.g_00210	Prar.g_00272
OG0000497	Syai.g_00209	Prar.g_00271
OG0000498	Syai.g_00208	Prar.g_00270
OG0000499	Syai.g_00207	Prar.g_00269
OG0000500	Syai.g_00206	Prar.g_00268
OG0000501	Syai.g_00203	Prar.g_00266
OG0000502	Syai.g_00192	Prar.g_00263
OG0000503	Syai.g_00486	Prar.g_00394
OG0000504	Syai.g_00488	Prar.g_00395
OG0000505	Syai.g_00489	Prar.g_00396
OG0000506	Syai.g_00491	Prar.g_00398
OG0000507	Syai.g_00497	Prar.g_00401
OG0000508	Syai.g_00501	Prar.g_00405
OG0000509	Syai.g_00503	Prar.g_00407
OG0000510	Syai.g_00504	Prar.g_00408
OG0000511	Syai.g_00505	Prar.g_00409
OG0000512	Syai.g_00507	Prar.g_00411
OG0000513	Syai.g_00521	Prar.g_00418
OG0000514	Syai.g_00528	Prar.g_00479
OG0000515	Syai.g_00529	Prar.g_00480
OG0000516	Syai.g_02223	Prar.g_00481
OG0000517	Syai.g_02229	Prar.g_00483
OG0000518	Syai.g_02211	Prar.g_00494
OG0000519	Syai.g_02210	Prar.g_00495
OG0000520	Syai.g_02209	Prar.g_00496
OG0000521	Syai.g_00842	Prar.g_00501
OG0000522	Syai.g_00844	Prar.g_00503
OG0000523	Syai.g_00845	Prar.g_00504
OG0000524	Syai.g_00852	Prar.g_00510
OG0000525	Syai.g_00856	Prar.g_00513
OG0000526	Syai.g_00859	Prar.g_00514
OG0000527	Syai.g_00863	Prar.g_00523
OG0000528	Syai.g_00633	Prar.g_00528
OG0000529	Syai.g_00639	Prar.g_00531
OG0000530	Syai.g_00642	Prar.g_00534
OG0000531	Syai.g_00643	Prar.g_00535
OG0000532	Syai.g_00646	Prar.g_00537
OG0000533	Syai.g_00647	Prar.g_00538
OG0000534	Syai.g_00648	Prar.g_00539
OG0000535	Syai.g_00649	Prar.g_00540
OG0000536	Syai.g_00650	Prar.g_00541
OG0000537	Syai.g_00651	Prar.g_00542
OG0000538	Syai.g_00662	Prar.g_01331
OG0000539	Syai.g_00663	Prar.g_01332
OG0000540	Syai.g_00664	Prar.g_01333
OG0000541	Syai.g_00665	Prar.g_01334
OG0000542	Syai.g_00668	Prar.g_01336
OG0000543	Syai.g_00670	Prar.g_01338
OG0000544	Syai.g_00671	Prar.g_01339
OG0000545	Syai.g_00673	Prar.g_01341
OG0000546	Syai.g_00675	Prar.g_01344
OG0000547	Syai.g_00677	Prar.g_01345
OG0000548	Syai.g_00678	Prar.g_01346
OG0000549	Syai.g_00684	Prar.g_01348
OG0000550	Syai.g_00689	Prar.g_01353
OG0000551	Syai.g_00694	Prar.g_01357
OG0000552	Syai.g_00695	Prar.g_01358
OG0000553	Syai.g_00698	Prar.g_01359
OG0000554	Syai.g_00708	Prar.g_01364
OG0000555	Syai.g_00725	Prar.g_01372
OG0000556	Syai.g_00728	Prar.g_01374
OG0000557	Syai.g_00730	Prar.g_01375
OG0000558	Syai.g_00732	Prar.g_01377
OG0000559	Syai.g_00736	Prar.g_01381
OG0000560	Syai.g_00739	Prar.g_01384
OG0000561	Syai.g_00740	Prar.g_01385
OG0000562	Syai.g_00741	Prar.g_01386
OG0000563	Syai.g_00742	Prar.g_01387
OG0000564	Syai.g_00743	Prar.g_01388
OG0000565	Syai.g_00746	Prar.g_01391
OG0000566	Syai.g_00750	Prar.g_01393
OG0000567	Syai.g_00754	Prar.g_01397
OG0000568	Syai.g_00758	Prar.g_01398
OG0000569	Syai.g_00759	Prar.g_01399
OG0000570	Syai.g_00760	Prar.g_01400
OG0000571	Syai.g_00764	Prar.g_01402
OG0000572	Syai.g_00782	Prar.g_01415
OG0000573	Syai.g_00790	Prar.g_01422
OG0000574	Syai.g_00796	Prar.g_01423
OG0000575	Syai.g_00800	Prar.g_01427
OG0000576	Syai.g_00802	Prar.g_01429
OG0000577	Syai.g_00803	Prar.g_01430
OG0000578	Syai.g_00804	Prar.g_01431
OG0000579	Syai.g_00805	Prar.g_01432
