Orthogroup	Syai	Syag
OG0000032	Syai.g_00895	Syag.g_01366
OG0000033	Syai.g_02634	Syag.g_01978
OG0000034	Syai.g_02192, Syai.g_02604	Syag.g_01225, Syag.g_01947
OG0000035	Syai.g_00955	Syag.g_01420, Syag.g_01421
OG0000036	Syai.g_01848	Syag.g_00928
OG0000037	Syai.g_02544	Syag.g_00173
OG0000038	Syai.g_02780	Syag.g_02130
OG0000040	Syai.g_02876	Syag.g_02215
OG0000041	Syai.g_02016	Syag.g_00962
OG0000042	Syai.g_00099	Syag.g_01094, Syag.g_02378
OG0000043	Syai.g_01599	Syag.g_00564
OG0000045	Syai.g_02432	Syag.g_00223
OG0000046	Syai.g_00443	Syag.g_02812
OG0000046	Syai.g_00449	Syag.g_02819
OG0000046	Syai.g_00435	Syag.g_02805
OG0000047	Syai.g_00462	Syag.g_00768
OG0000048	Syai.g_00272	Syag.g_02611
OG0000051	Syai.g_01773	Syag.g_01026
OG0000052	Syai.g_00176	Syag.g_02451
OG0000053	Syai.g_00930	Syag.g_01391
OG0000054	Syai.g_01040	Syag.g_00350
OG0000055	Syai.g_02029	Syag.g_00946
OG0000057	Syai.g_01997	Syag.g_00985
OG0000058	Syai.g_00195	Syag.g_02477
OG0000059	Syai.g_00351	Syag.g_02721
OG0000060	Syai.g_00635	Syag.g_01530
OG0000060	Syai.g_01758	Syag.g_01095
OG0000061	Syai.g_02144	Syag.g_01141
OG0000062	Syai.g_02358	Syag.g_01669
OG0000063	Syai.g_00042	Syag.g_02313
OG0000064	Syai.g_02350	Syag.g_00076
OG0000064	Syai.g_02844	Syag.g_00487
OG0000064	Syai.g_01163, Syai.g_01668	Syag.g_01589
OG0000067	Syai.g_01321	Syag.g_00667
OG0000068	Syai.g_00628	Syag.g_01537
OG0000070	Syai.g_02196	Syag.g_00049
OG0000071	Syai.g_02179	Syag.g_01192
OG0000072	Syai.g_02636	Syag.g_01980
OG0000073	Syai.g_00659	Syag.g_01505
OG0000075	Syai.g_00161	Syag.g_02434
OG0000076	Syai.g_00111	Syag.g_02393
OG0000077	Syai.g_02486	Syag.g_01831
OG0000078	Syai.g_00543	Syag.g_01778
OG0000081	Syai.g_02292	Syag.g_00167
OG0000082	Syai.g_00781	Syag.g_00318
OG0000084	Syai.g_01196	Syag.g_00212
OG0000085	Syai.g_02365	Syag.g_01676
OG0000086	Syai.g_02507	Syag.g_01853
OG0000087	Syai.g_02592	Syag.g_01939
OG0000088	Syai.g_02630	Syag.g_01974
OG0000089	Syai.g_00517	Syag.g_00005
OG0000090	Syai.g_00707	Syag.g_01454
OG0000091	Syai.g_01112	Syag.g_00418
OG0000092	Syai.g_01358	Syag.g_00242
OG0000093	Syai.g_01306	Syag.g_00649
OG0000094	Syai.g_01424	Syag.g_00881
OG0000095	Syai.g_02007	Syag.g_00974
OG0000097	Syai.g_01787	Syag.g_01065
OG0000098	Syai.g_01718	Syag.g_00578, Syag.g_01445
OG0000099	Syai.g_00199	Syag.g_02536
OG0000100	Syai.g_01372	Syag.g_00704
OG0000101	Syai.g_00404	Syag.g_02773
OG0000102	Syai.g_00106	Syag.g_02387
OG0000103	Syai.g_02912	Syag.g_02253
OG0000104	Syai.g_02929	Syag.g_02268
OG0000105	Syai.g_00267	Syag.g_02606
OG0000106	Syai.g_01601	Syag.g_00462
OG0000107	Syai.g_00319	Syag.g_02689
OG0000108	Syai.g_00638	Syag.g_01528
OG0000109	Syai.g_00653	Syag.g_01512
OG0000110	Syai.g_00766	Syag.g_00303
OG0000111	Syai.g_01998	Syag.g_00984
OG0000112	Syai.g_01512	Syag.g_00801
OG0000113	Syai.g_01367	Syag.g_00699
OG0000114	Syai.g_01261	Syag.g_00609
OG0000115	Syai.g_00932	Syag.g_01397
OG0000116	Syai.g_02156	Syag.g_01156
OG0000117	Syai.g_01756	Syag.g_01097
OG0000118	Syai.g_00818	Syag.g_01232
OG0000120	Syai.g_00198	Syag.g_02535
OG0000121	Syai.g_00951	Syag.g_01414
OG0000122	Syai.g_01143	Syag.g_00446
OG0000123	Syai.g_00411	Syag.g_02781
OG0000124	Syai.g_00089	Syag.g_02367
OG0000125	Syai.g_02782	Syag.g_02136, Syag.g_02134
OG0000126	Syai.g_02927	Syag.g_02266
OG0000128	Syai.g_00012	Syag.g_02284
OG0000129	Syai.g_02771	Syag.g_02121
OG0000130	Syai.g_02474	Syag.g_01819
OG0000131	Syai.g_02608	Syag.g_01951
OG0000132	Syai.g_02628	Syag.g_01972
OG0000133	Syai.g_01507	Syag.g_00806
OG0000134	Syai.g_00520	Syag.g_00008
OG0000135	Syai.g_02826	Syag.g_02171
OG0000136	Syai.g_02217	Syag.g_00038
OG0000137	Syai.g_00865	Syag.g_01356
OG0000138	Syai.g_00654	Syag.g_01511
OG0000139	Syai.g_00714	Syag.g_01448
OG0000140	Syai.g_00716	Syag.g_01446
OG0000141	Syai.g_01041	Syag.g_00351
OG0000142	Syai.g_01104	Syag.g_00410
OG0000143	Syai.g_01108	Syag.g_00414
OG0000144	Syai.g_01608	Syag.g_00493
OG0000145	Syai.g_00660	Syag.g_01504
OG0000146	Syai.g_01513	Syag.g_00800
OG0000147	Syai.g_01514	Syag.g_00799
OG0000148	Syai.g_01361	Syag.g_00693
OG0000149	Syai.g_02059	Syag.g_00731
OG0000150	Syai.g_00717	Syag.g_00352
OG0000151	Syai.g_01280	Syag.g_00623
OG0000152	Syai.g_01503	Syag.g_00810
OG0000153	Syai.g_01461	Syag.g_00845
OG0000154	Syai.g_01434	Syag.g_00870
OG0000155	Syai.g_02109	Syag.g_01107
OG0000156	Syai.g_02162	Syag.g_01166
OG0000157	Syai.g_02163	Syag.g_01167
OG0000158	Syai.g_00135	Syag.g_02422
OG0000160	Syai.g_00952	Syag.g_01415
OG0000161	Syai.g_00946	Syag.g_01409
OG0000162	Syai.g_00939	Syag.g_01402
OG0000163	Syai.g_02300	Syag.g_01618
OG0000164	Syai.g_02411	Syag.g_01725
OG0000165	Syai.g_02244	Syag.g_01733
OG0000166	Syai.g_00364	Syag.g_02733
OG0000167	Syai.g_00164	Syag.g_02437
OG0000168	Syai.g_00134	Syag.g_02417
OG0000169	Syai.g_00123	Syag.g_02405
OG0000170	Syai.g_00116	Syag.g_02398
OG0000171	Syai.g_00090	Syag.g_02368
OG0000172	Syai.g_00083	Syag.g_02360
OG0000173	Syai.g_00064	Syag.g_02337
OG0000174	Syai.g_02828	Syag.g_02175
OG0000175	Syai.g_02901	Syag.g_02240
OG0000176	Syai.g_00004	Syag.g_02276
OG0000177	Syai.g_00005	Syag.g_02277
OG0000178	Syai.g_00006	Syag.g_02278
OG0000179	Syai.g_00023	Syag.g_02293
OG0000180	Syai.g_00024	Syag.g_02294
OG0000181	Syai.g_00025	Syag.g_02295
OG0000182	Syai.g_00026	Syag.g_02296
OG0000183	Syai.g_00030	Syag.g_02300
OG0000184	Syai.g_02756	Syag.g_02110
OG0000185	Syai.g_02734	Syag.g_02092
OG0000186	Syai.g_02469	Syag.g_01815
OG0000187	Syai.g_02471	Syag.g_01816
OG0000188	Syai.g_00696, Syai.g_02494	Syag.g_01839
OG0000189	Syai.g_02530	Syag.g_01872
OG0000190	Syai.g_02532	Syag.g_01874
OG0000191	Syai.g_02562	Syag.g_01909
OG0000192	Syai.g_02569	Syag.g_01915
OG0000193	Syai.g_02609	Syag.g_01952
OG0000194	Syai.g_02612	Syag.g_01955
OG0000195	Syai.g_02614	Syag.g_01957
OG0000196	Syai.g_02625	Syag.g_01968
OG0000197	Syai.g_02626	Syag.g_01969
OG0000198	Syai.g_02627	Syag.g_00108, Syag.g_01971
OG0000199	Syai.g_02635	Syag.g_01979
OG0000200	Syai.g_02651	Syag.g_01996
OG0000201	Syai.g_02667	Syag.g_02023
OG0000202	Syai.g_02668	Syag.g_02024
OG0000203	Syai.g_02669	Syag.g_02025
OG0000204	Syai.g_02670	Syag.g_02020, Syag.g_02026
OG0000205	Syai.g_02677	Syag.g_02035
OG0000206	Syai.g_02684	Syag.g_02047
OG0000207	Syai.g_02686	Syag.g_02051
OG0000208	Syai.g_02687	Syag.g_02052
OG0000209	Syai.g_02699	Syag.g_02069
OG0000210	Syai.g_02700	Syag.g_02070
OG0000211	Syai.g_00533	Syag.g_01788
OG0000212	Syai.g_00544	Syag.g_01777
OG0000213	Syai.g_00292	Syag.g_02632
OG0000214	Syai.g_00276	Syag.g_02615
OG0000215	Syai.g_00245	Syag.g_02584
OG0000216	Syai.g_00241	Syag.g_02580
OG0000217	Syai.g_00237	Syag.g_02576
OG0000218	Syai.g_00235	Syag.g_02574
OG0000219	Syai.g_00234	Syag.g_02573
OG0000220	Syai.g_00233	Syag.g_02572
OG0000221	Syai.g_00227	Syag.g_02566
OG0000222	Syai.g_00215	Syag.g_02550
OG0000223	Syai.g_00194	Syag.g_02475
OG0000224	Syai.g_00186	Syag.g_02471
OG0000225	Syai.g_00502	Syag.g_02861
OG0000226	Syai.g_00506	Syag.g_02865
OG0000227	Syai.g_00508	Syag.g_02867
OG0000228	Syai.g_00516	Syag.g_00004
OG0000229	Syai.g_02228	Syag.g_00033
OG0000230	Syai.g_02226	Syag.g_00035
OG0000231	Syai.g_02208	Syag.g_00048
OG0000232	Syai.g_00846	Syag.g_00059
OG0000233	Syai.g_00855	Syag.g_01330
OG0000234	Syai.g_00866	Syag.g_01358
OG0000235	Syai.g_00637	Syag.g_01529
OG0000236	Syai.g_00652	Syag.g_01513
OG0000237	Syai.g_00669	Syag.g_01495
OG0000238	Syai.g_00674	Syag.g_01490
OG0000239	Syai.g_00691	Syag.g_01472
OG0000240	Syai.g_00692	Syag.g_01471
OG0000241	Syai.g_01085, Syai.g_01089	Syag.g_00396
OG0000242	Syai.g_00705	Syag.g_01456
OG0000243	Syai.g_00726	Syag.g_00255
OG0000244	Syai.g_00731	Syag.g_00268
OG0000245	Syai.g_00733	Syag.g_00270
OG0000246	Syai.g_00737	Syag.g_00274
OG0000247	Syai.g_00748	Syag.g_00286
OG0000248	Syai.g_00751	Syag.g_00289
OG0000249	Syai.g_00753	Syag.g_00291
OG0000250	Syai.g_00762	Syag.g_00299
OG0000251	Syai.g_00789	Syag.g_00328
OG0000252	Syai.g_00797	Syag.g_00331
OG0000253	Syai.g_00798	Syag.g_00333
OG0000254	Syai.g_01045	Syag.g_00356
OG0000255	Syai.g_01061	Syag.g_00369
OG0000256	Syai.g_01077	Syag.g_00385
OG0000257	Syai.g_01084	Syag.g_00395
OG0000258	Syai.g_01113	Syag.g_00423
OG0000259	Syai.g_01229	Syag.g_00560
OG0000260	Syai.g_01232	Syag.g_00570
OG0000261	Syai.g_01235	Syag.g_00581
OG0000262	Syai.g_01240	Syag.g_00586
OG0000263	Syai.g_01776	Syag.g_01079
OG0000264	Syai.g_01962	Syag.g_01011
OG0000265	Syai.g_02245	Syag.g_01021
OG0000266	Syai.g_01401	Syag.g_00907
OG0000267	Syai.g_01569	Syag.g_00762
OG0000268	Syai.g_01568	Syag.g_00763
OG0000269	Syai.g_01316	Syag.g_00662
OG0000270	Syai.g_01319	Syag.g_00665
OG0000271	Syai.g_01327	Syag.g_00673
OG0000274	Syai.g_02038	Syag.g_00714
OG0000275	Syai.g_02043	Syag.g_00717
OG0000276	Syai.g_02051	Syag.g_00723
OG0000277	Syai.g_02052	Syag.g_00724
OG0000278	Syai.g_02055	Syag.g_00727
OG0000279	Syai.g_02063	Syag.g_00735
OG0000280	Syai.g_02084	Syag.g_00741
OG0000281	Syai.g_01719	Syag.g_00572
OG0000282	Syai.g_01263	Syag.g_00611
OG0000283	Syai.g_01554	Syag.g_00775
OG0000284	Syai.g_01548	Syag.g_00780
OG0000285	Syai.g_01522	Syag.g_00791
OG0000286	Syai.g_01504	Syag.g_00809
OG0000287	Syai.g_01469	Syag.g_00838
OG0000288	Syai.g_01435	Syag.g_00869
OG0000289	Syai.g_01421	Syag.g_00884
OG0000290	Syai.g_02010	Syag.g_00970
OG0000291	Syai.g_02008	Syag.g_00972
OG0000292	Syai.g_02926	Syag.g_02265
OG0000293	Syai.g_02155	Syag.g_01155
OG0000294	Syai.g_02154	Syag.g_01154
OG0000295	Syai.g_02117	Syag.g_01115
OG0000296	Syai.g_02115	Syag.g_01113
OG0000298	Syai.g_01755	Syag.g_01098
OG0000299	Syai.g_01783	Syag.g_01067
OG0000300	Syai.g_01790	Syag.g_01062
OG0000301	Syai.g_01791	Syag.g_01061
OG0000302	Syai.g_01793	Syag.g_01060
OG0000303	Syai.g_01802	Syag.g_01048
OG0000304	Syai.g_01826	Syag.g_01041
OG0000305	Syai.g_02005	Syag.g_00977
OG0000306	Syai.g_02090	Syag.g_00460
OG0000307	Syai.g_00619	Syag.g_01546
OG0000308	Syai.g_00617	Syag.g_01548
OG0000309	Syai.g_00612	Syag.g_01553
OG0000310	Syai.g_00989	Syag.g_01291
OG0000311	Syai.g_00985	Syag.g_01300
OG0000312	Syai.g_00966	Syag.g_01434
OG0000313	Syai.g_00949	Syag.g_00966, Syag.g_01412
OG0000314	Syai.g_00908	Syag.g_01380
OG0000315	Syai.g_00897	Syag.g_01369
OG0000316	Syai.g_02320, Syai.g_02322	Syag.g_01641
OG0000317	Syai.g_02373	Syag.g_01684
OG0000318	Syai.g_02379	Syag.g_01688
OG0000319	Syai.g_02395	Syag.g_01710
OG0000320	Syai.g_02397	Syag.g_01712
OG0000321	Syai.g_02398	Syag.g_01713
OG0000322	Syai.g_02399	Syag.g_01714
OG0000323	Syai.g_02413	Syag.g_01728
OG0000324	Syai.g_02272	Syag.g_01757
OG0000325	Syai.g_00320	Syag.g_02690
OG0000326	Syai.g_00327	Syag.g_02698
OG0000327	Syai.g_00359	Syag.g_02728
OG0000328	Syai.g_00360	Syag.g_02729
OG0000329	Syai.g_00378	Syag.g_02747
OG0000330	Syai.g_00379	Syag.g_02748
OG0000331	Syai.g_00380	Syag.g_02749
OG0000332	Syai.g_00395	Syag.g_02764
OG0000333	Syai.g_00398	Syag.g_02767
OG0000334	Syai.g_00407	Syag.g_02777
OG0000335	Syai.g_00412	Syag.g_02782
OG0000336	Syai.g_00416	Syag.g_02786
OG0000337	Syai.g_00169	Syag.g_02445
OG0000338	Syai.g_00166	Syag.g_02440
OG0000340	Syai.g_00133	Syag.g_02416
OG0000341	Syai.g_00131	Syag.g_02414
OG0000342	Syai.g_00130	Syag.g_02413
OG0000343	Syai.g_00129	Syag.g_02411
OG0000344	Syai.g_00125	Syag.g_02407
OG0000345	Syai.g_00115	Syag.g_02397
OG0000346	Syai.g_00110	Syag.g_02392
OG0000347	Syai.g_00087	Syag.g_02366
OG0000348	Syai.g_00076	Syag.g_02357
OG0000349	Syai.g_00057	Syag.g_02330
OG0000350	Syai.g_00334	Syag.g_02705
OG0000351	Syai.g_02904	Syag.g_02244
OG0000352	Syai.g_02905	Syag.g_02245
OG0000353	Syai.g_02932	Syag.g_02271
OG0000354	Syai.g_00680	Syag.g_01484
OG0000354	Syai.g_00019	Syag.g_02291
OG0000355	Syai.g_00001	Syag.g_02273
OG0000356	Syai.g_00002	Syag.g_02274
OG0000357	Syai.g_00003	Syag.g_02275
OG0000358	Syai.g_00007	Syag.g_02279
OG0000359	Syai.g_00009	Syag.g_02281
OG0000360	Syai.g_00010	Syag.g_02282
OG0000361	Syai.g_00011	Syag.g_02283
OG0000362	Syai.g_00013	Syag.g_02285
OG0000363	Syai.g_00015	Syag.g_02287
OG0000364	Syai.g_00016	Syag.g_02288
OG0000365	Syai.g_00027	Syag.g_02297
OG0000366	Syai.g_00028	Syag.g_02298
OG0000367	Syai.g_00029	Syag.g_02299
OG0000368	Syai.g_00031	Syag.g_02301
OG0000369	Syai.g_00032	Syag.g_02302
OG0000370	Syai.g_00033	Syag.g_02303
OG0000371	Syai.g_00041	Syag.g_02312
OG0000372	Syai.g_00047	Syag.g_02317
OG0000373	Syai.g_00048	Syag.g_02318
OG0000374	Syai.g_00049	Syag.g_02319
OG0000375	Syai.g_00053	Syag.g_02326
OG0000376	Syai.g_00055	Syag.g_02328
OG0000377	Syai.g_02769	Syag.g_02119
OG0000378	Syai.g_02751	Syag.g_02099
OG0000379	Syai.g_02733	Syag.g_02091
OG0000380	Syai.g_02472	Syag.g_01817
OG0000381	Syai.g_02475	Syag.g_01820
OG0000382	Syai.g_02493	Syag.g_01838
OG0000383	Syai.g_02498	Syag.g_01843
OG0000384	Syai.g_02499	Syag.g_01844
OG0000385	Syai.g_02500	Syag.g_01845
OG0000386	Syai.g_02501	Syag.g_01846
OG0000387	Syai.g_02534	Syag.g_01876
OG0000388	Syai.g_02538	Syag.g_01880
OG0000389	Syai.g_02542	Syag.g_01884
OG0000390	Syai.g_02556	Syag.g_01903
OG0000391	Syai.g_02561	Syag.g_01908
OG0000392	Syai.g_02568	Syag.g_01914
OG0000393	Syai.g_02570	Syag.g_01917
OG0000394	Syai.g_02571	Syag.g_01918
OG0000395	Syai.g_02572	Syag.g_01919
OG0000396	Syai.g_02575	Syag.g_01922
OG0000397	Syai.g_02577	Syag.g_01924
OG0000398	Syai.g_02582	Syag.g_01929
OG0000399	Syai.g_02583	Syag.g_01930
OG0000400	Syai.g_02584	Syag.g_01931
OG0000401	Syai.g_02585	Syag.g_01932
OG0000402	Syai.g_02588	Syag.g_01934
OG0000403	Syai.g_02589	Syag.g_01935
OG0000404	Syai.g_02590	Syag.g_01937
OG0000405	Syai.g_02606	Syag.g_01949
OG0000406	Syai.g_02610	Syag.g_01953
OG0000407	Syai.g_02611	Syag.g_01954
OG0000408	Syai.g_02613	Syag.g_01956
OG0000409	Syai.g_02615	Syag.g_01958
OG0000410	Syai.g_02616	Syag.g_01959
OG0000411	Syai.g_02617	Syag.g_01960
OG0000412	Syai.g_02618	Syag.g_01961
OG0000413	Syai.g_02620	Syag.g_01963
OG0000414	Syai.g_02621	Syag.g_01964
OG0000415	Syai.g_02622	Syag.g_01965
OG0000416	Syai.g_02623	Syag.g_01966
OG0000417	Syai.g_02624	Syag.g_01967
OG0000418	Syai.g_02629	Syag.g_01973
OG0000419	Syai.g_02631	Syag.g_01975
OG0000420	Syai.g_02633	Syag.g_01977
OG0000421	Syai.g_02638	Syag.g_01982
OG0000422	Syai.g_02639	Syag.g_01983
OG0000423	Syai.g_02640	Syag.g_01984
OG0000424	Syai.g_02641	Syag.g_01985
OG0000425	Syai.g_02642	Syag.g_01986
OG0000426	Syai.g_02643	Syag.g_01987
OG0000427	Syai.g_02644	Syag.g_01988
OG0000428	Syai.g_02647	Syag.g_01991
OG0000429	Syai.g_02649	Syag.g_01993
OG0000430	Syai.g_02650	Syag.g_01995
OG0000431	Syai.g_02654	Syag.g_01998
OG0000432	Syai.g_02660	Syag.g_02007
OG0000433	Syai.g_02662	Syag.g_02009
OG0000434	Syai.g_02663	Syag.g_02010
OG0000435	Syai.g_02666	Syag.g_02017
OG0000436	Syai.g_02671	Syag.g_02028
OG0000437	Syai.g_02672	Syag.g_02029
OG0000438	Syai.g_02673	Syag.g_02031
OG0000439	Syai.g_02675	Syag.g_02033
OG0000440	Syai.g_02676	Syag.g_02034
OG0000441	Syai.g_02681	Syag.g_02041
OG0000442	Syai.g_02682	Syag.g_02044
OG0000443	Syai.g_02683	Syag.g_02046
OG0000444	Syai.g_02688	Syag.g_02053
OG0000445	Syai.g_02689	Syag.g_02054
OG0000446	Syai.g_02690	Syag.g_02056
OG0000447	Syai.g_02693	Syag.g_02059
OG0000448	Syai.g_02694	Syag.g_02060
OG0000449	Syai.g_02695	Syag.g_02061
OG0000450	Syai.g_02696	Syag.g_02066
OG0000451	Syai.g_02697	Syag.g_02067
OG0000452	Syai.g_02701	Syag.g_02071
OG0000453	Syai.g_02702	Syag.g_02072
OG0000454	Syai.g_02703	Syag.g_02073
OG0000455	Syai.g_02704	Syag.g_02074
OG0000456	Syai.g_02705	Syag.g_02075
OG0000457	Syai.g_02707	Syag.g_02077
OG0000458	Syai.g_02708	Syag.g_02080
OG0000459	Syai.g_02709	Syag.g_02081
OG0000460	Syai.g_00535	Syag.g_01786
OG0000461	Syai.g_00314	Syag.g_02675
OG0000462	Syai.g_00311	Syag.g_02672
OG0000463	Syai.g_00310	Syag.g_02671
OG0000464	Syai.g_00309	Syag.g_02670
OG0000465	Syai.g_00307	Syag.g_02668
OG0000466	Syai.g_00303	Syag.g_02662
OG0000467	Syai.g_00301	Syag.g_02660
OG0000468	Syai.g_00296	Syag.g_02636
OG0000469	Syai.g_00282	Syag.g_02621
OG0000470	Syai.g_00280	Syag.g_02619
OG0000471	Syai.g_00279	Syag.g_02618
OG0000472	Syai.g_00277	Syag.g_02616
OG0000473	Syai.g_00275	Syag.g_02614
OG0000474	Syai.g_00274	Syag.g_02613
OG0000475	Syai.g_00273	Syag.g_02612
OG0000476	Syai.g_00271	Syag.g_02610
OG0000477	Syai.g_00265	Syag.g_02604
OG0000478	Syai.g_00264	Syag.g_02603
OG0000479	Syai.g_00263	Syag.g_02602
OG0000480	Syai.g_00256	Syag.g_02595
OG0000481	Syai.g_00254	Syag.g_02593
OG0000482	Syai.g_00253	Syag.g_02592
OG0000483	Syai.g_00249	Syag.g_02588
OG0000484	Syai.g_00248	Syag.g_02587
OG0000485	Syai.g_00247	Syag.g_02586
OG0000486	Syai.g_00246	Syag.g_02585
OG0000487	Syai.g_00240	Syag.g_02579
OG0000488	Syai.g_00236	Syag.g_02575
OG0000489	Syai.g_00226	Syag.g_02565
OG0000490	Syai.g_00218	Syag.g_02553
OG0000491	Syai.g_00217	Syag.g_02551
OG0000492	Syai.g_00214	Syag.g_02549
OG0000493	Syai.g_00213	Syag.g_02548
OG0000494	Syai.g_00212	Syag.g_02547
OG0000495	Syai.g_00211	Syag.g_02546
OG0000496	Syai.g_00210	Syag.g_02545
OG0000497	Syai.g_00209	Syag.g_02544
OG0000498	Syai.g_00208	Syag.g_02543
OG0000499	Syai.g_00207	Syag.g_02542
OG0000500	Syai.g_00206	Syag.g_02541
OG0000501	Syai.g_00203	Syag.g_02538
OG0000502	Syai.g_00192	Syag.g_02467
OG0000503	Syai.g_00486	Syag.g_02843
OG0000504	Syai.g_00488	Syag.g_02845
OG0000505	Syai.g_00489	Syag.g_02846
OG0000506	Syai.g_00491	Syag.g_02849
OG0000507	Syai.g_00497	Syag.g_02855
OG0000508	Syai.g_00501	Syag.g_02860
OG0000509	Syai.g_00503	Syag.g_02862
OG0000510	Syai.g_00504	Syag.g_02863
OG0000511	Syai.g_00505	Syag.g_02864
OG0000512	Syai.g_00507	Syag.g_02866
OG0000513	Syai.g_00521	Syag.g_00009
OG0000514	Syai.g_00528	Syag.g_00018
OG0000515	Syai.g_00529	Syag.g_00019
OG0000516	Syai.g_02223	Syag.g_00025
OG0000517	Syai.g_02229	Syag.g_00032
OG0000518	Syai.g_02211	Syag.g_00044
OG0000519	Syai.g_02210	Syag.g_00045
OG0000520	Syai.g_02209	Syag.g_00046
OG0000521	Syai.g_00842	Syag.g_00054
OG0000522	Syai.g_00844	Syag.g_00056
OG0000523	Syai.g_00845	Syag.g_00057
OG0000524	Syai.g_00852	Syag.g_01327
OG0000525	Syai.g_00856	Syag.g_01345
OG0000526	Syai.g_00859	Syag.g_01348
OG0000527	Syai.g_00863	Syag.g_01354
OG0000528	Syai.g_00633	Syag.g_01532
OG0000529	Syai.g_00639	Syag.g_01527
OG0000530	Syai.g_00642	Syag.g_01524
OG0000531	Syai.g_00643	Syag.g_01523
OG0000532	Syai.g_00646	Syag.g_01520
OG0000533	Syai.g_00647	Syag.g_01518
OG0000534	Syai.g_00648	Syag.g_01517
OG0000535	Syai.g_00649	Syag.g_01516
OG0000536	Syai.g_00650	Syag.g_01515
OG0000537	Syai.g_00651	Syag.g_01514
OG0000538	Syai.g_00662	Syag.g_01502
OG0000539	Syai.g_00663	Syag.g_01501
OG0000540	Syai.g_00664	Syag.g_01500
OG0000541	Syai.g_00665	Syag.g_01499
OG0000542	Syai.g_00668	Syag.g_01496
OG0000543	Syai.g_00670	Syag.g_01494
OG0000544	Syai.g_00671	Syag.g_01493
OG0000545	Syai.g_00673	Syag.g_01491
OG0000546	Syai.g_00675	Syag.g_01489
OG0000547	Syai.g_00677	Syag.g_01487
OG0000548	Syai.g_00678	Syag.g_01486
OG0000549	Syai.g_00684	Syag.g_01480
OG0000550	Syai.g_00689	Syag.g_01474
OG0000551	Syai.g_00694	Syag.g_01470
OG0000552	Syai.g_00695	Syag.g_01469
OG0000553	Syai.g_00698	Syag.g_01464
OG0000554	Syai.g_00708	Syag.g_01453
OG0000555	Syai.g_00725	Syag.g_00075
OG0000556	Syai.g_00728	Syag.g_00257
OG0000557	Syai.g_00730	Syag.g_00267
OG0000558	Syai.g_00732	Syag.g_00269
OG0000559	Syai.g_00736	Syag.g_00273
OG0000560	Syai.g_00739	Syag.g_00276
OG0000561	Syai.g_00740	Syag.g_00277
OG0000562	Syai.g_00741	Syag.g_00278
OG0000563	Syai.g_00742	Syag.g_00279
OG0000564	Syai.g_00743	Syag.g_00280
OG0000565	Syai.g_00746	Syag.g_00284
OG0000566	Syai.g_00750	Syag.g_00288
OG0000567	Syai.g_00754	Syag.g_00292
OG0000568	Syai.g_00758	Syag.g_00295
OG0000569	Syai.g_00759	Syag.g_00296
OG0000570	Syai.g_00760	Syag.g_00297
OG0000571	Syai.g_00764	Syag.g_00301
OG0000572	Syai.g_00782	Syag.g_00320, Syag.g_00251
