Orthogroup	Syai	Prak
OG0000058	Syai.g_00195	Prak.g_01351
OG0000059	Syai.g_00351	Prak.g_01732
OG0000061	Syai.g_02144	Prak.g_01172
OG0000062	Syai.g_02358	Prak.g_01476
OG0000063	Syai.g_00042	Prak.g_01530
OG0000064	Syai.g_02350, Syai.g_02844, Syai.g_01162, Syai.g_01163, Syai.g_01668	Prak.g_00072
OG0000066	Syai.g_01709, Syai.g_00719	Prak.g_00498, Prak.g_01557
OG0000067	Syai.g_01321	Prak.g_00845
OG0000068	Syai.g_00628	Prak.g_01329
OG0000070	Syai.g_02196	Prak.g_00412
OG0000071	Syai.g_02179	Prak.g_01277
OG0000072	Syai.g_02636	Prak.g_00183
OG0000073	Syai.g_00659	Prak.g_00461
OG0000075	Syai.g_00161	Prak.g_01816
OG0000076	Syai.g_00111	Prak.g_01842
OG0000077	Syai.g_02486	Prak.g_00083
OG0000078	Syai.g_00543	Prak.g_00256
OG0000079	Syai.g_00300	Prak.g_00269
OG0000081	Syai.g_00553, Syai.g_02292	Prak.g_00490
OG0000082	Syai.g_00781	Prak.g_00546, Prak.g_01634
OG0000084	Syai.g_01196, Syai.g_00958	Prak.g_01388
OG0000085	Syai.g_02365	Prak.g_01516, Prak.g_01637
OG0000086	Syai.g_02507	Prak.g_00092
OG0000087	Syai.g_02592	Prak.g_00147
OG0000088	Syai.g_02630	Prak.g_00178
OG0000089	Syai.g_00517	Prak.g_00379
OG0000090	Syai.g_00707	Prak.g_00492
OG0000091	Syai.g_01112	Prak.g_01100
OG0000092	Syai.g_01358	Prak.g_00775
OG0000093	Syai.g_01306	Prak.g_01071
OG0000094	Syai.g_01424	Prak.g_01022
OG0000095	Syai.g_02007	Prak.g_00920
OG0000097	Syai.g_01787	Prak.g_01126
OG0000098	Syai.g_01718	Prak.g_01305
OG0000099	Syai.g_00199	Prak.g_01352
OG0000100	Syai.g_01372	Prak.g_01470
OG0000101	Syai.g_00404	Prak.g_01780
OG0000102	Syai.g_00106	Prak.g_01847
OG0000103	Syai.g_02912	Prak.g_01932
OG0000104	Syai.g_02929	Prak.g_01941
OG0000105	Syai.g_00267	Prak.g_00292
OG0000106	Syai.g_01601	Prak.g_00687
OG0000107	Syai.g_00319	Prak.g_01709
OG0000108	Syai.g_00638	Prak.g_00441
OG0000109	Syai.g_00653	Prak.g_00455
OG0000110	Syai.g_00878, Syai.g_00766	Prak.g_00535
OG0000111	Syai.g_00884, Syai.g_01998	Prak.g_00830
OG0000112	Syai.g_01512	Prak.g_00608
OG0000113	Syai.g_01367	Prak.g_00868
OG0000114	Syai.g_01261	Prak.g_00770
OG0000115	Syai.g_00932	Prak.g_01241
OG0000116	Syai.g_02156	Prak.g_01183
OG0000117	Syai.g_01756	Prak.g_01145
OG0000118	Syai.g_00818	Prak.g_01290
OG0000119	Syai.g_02127	Prak.g_01226, Prak.g_01488
OG0000120	Syai.g_00198	Prak.g_01349
OG0000121	Syai.g_00951	Prak.g_01393
OG0000122	Syai.g_01143	Prak.g_01248, Prak.g_01434
OG0000123	Syai.g_00411	Prak.g_01787
OG0000124	Syai.g_00089	Prak.g_01859
OG0000125	Syai.g_02782	Prak.g_01895
OG0000126	Syai.g_02927	Prak.g_01940
OG0000128	Syai.g_00012	Prak.g_00011
OG0000129	Syai.g_02771	Prak.g_00045
OG0000130	Syai.g_02474	Prak.g_00074
OG0000131	Syai.g_02608	Prak.g_00156
OG0000132	Syai.g_02628	Prak.g_00176
OG0000133	Syai.g_01507	Prak.g_00339
OG0000134	Syai.g_00520	Prak.g_00381
OG0000135	Syai.g_02826	Prak.g_01259
OG0000136	Syai.g_02217	Prak.g_00403
OG0000137	Syai.g_00865	Prak.g_00436
OG0000138	Syai.g_00654	Prak.g_00456
OG0000139	Syai.g_00714	Prak.g_00496
OG0000140	Syai.g_00716	Prak.g_00497
OG0000141	Syai.g_01041	Prak.g_00569
OG0000142	Syai.g_01104	Prak.g_01108
OG0000143	Syai.g_01108	Prak.g_01104
OG0000144	Syai.g_01608	Prak.g_01090
OG0000145	Syai.g_00660	Prak.g_01261
OG0000146	Syai.g_01513	Prak.g_00607
OG0000147	Syai.g_01514	Prak.g_00606
OG0000148	Syai.g_01361	Prak.g_00862
OG0000149	Syai.g_02059	Prak.g_00894
OG0000150	Syai.g_00717	Prak.g_00904
OG0000151	Syai.g_01280	Prak.g_00780
OG0000152	Syai.g_01503	Prak.g_00973
OG0000153	Syai.g_01461	Prak.g_00992
OG0000154	Syai.g_01434	Prak.g_01012
OG0000155	Syai.g_02109	Prak.g_01151
OG0000156	Syai.g_02162	Prak.g_01266
OG0000157	Syai.g_02163	Prak.g_01267
OG0000158	Syai.g_00135	Prak.g_01824
OG0000160	Syai.g_00952	Prak.g_01392
OG0000161	Syai.g_00946	Prak.g_01398
OG0000162	Syai.g_00939	Prak.g_01404
OG0000163	Syai.g_02300	Prak.g_01443
OG0000164	Syai.g_02411	Prak.g_01669
OG0000165	Syai.g_02244	Prak.g_01676
OG0000166	Syai.g_00364	Prak.g_01743
OG0000167	Syai.g_00164	Prak.g_01814
OG0000168	Syai.g_00134	Prak.g_01825
OG0000169	Syai.g_00123	Prak.g_01835
OG0000170	Syai.g_00116	Prak.g_01838
OG0000171	Syai.g_00090	Prak.g_01858
OG0000172	Syai.g_00083	Prak.g_01865
OG0000173	Syai.g_00064	Prak.g_01880
OG0000174	Syai.g_02828	Prak.g_01910
OG0000175	Syai.g_02901	Prak.g_01923
OG0000176	Syai.g_00004	Prak.g_00004
OG0000177	Syai.g_00005	Prak.g_00005
OG0000178	Syai.g_00006	Prak.g_00006
OG0000179	Syai.g_00023	Prak.g_00016
OG0000180	Syai.g_00024	Prak.g_00017
OG0000181	Syai.g_00025	Prak.g_00018
OG0000182	Syai.g_00026	Prak.g_00019
OG0000183	Syai.g_00030	Prak.g_00023
OG0000184	Syai.g_02756	Prak.g_00049
OG0000185	Syai.g_02734	Prak.g_00052
OG0000186	Syai.g_02469	Prak.g_00068
OG0000187	Syai.g_02471	Prak.g_00069
OG0000188	Syai.g_00696, Syai.g_02494	Prak.g_00086
OG0000189	Syai.g_02530	Prak.g_00100
OG0000190	Syai.g_02532	Prak.g_00102
OG0000191	Syai.g_02562	Prak.g_00125
OG0000192	Syai.g_02569	Prak.g_00130
OG0000193	Syai.g_02609	Prak.g_00157
OG0000194	Syai.g_02612	Prak.g_00160
OG0000195	Syai.g_02614	Prak.g_00162
OG0000196	Syai.g_02625	Prak.g_00173
OG0000197	Syai.g_02626	Prak.g_00174
OG0000198	Syai.g_02627	Prak.g_00175
OG0000199	Syai.g_02635	Prak.g_00182
OG0000200	Syai.g_02651	Prak.g_00196
OG0000201	Syai.g_02667	Prak.g_00205
OG0000202	Syai.g_02668	Prak.g_00206
OG0000203	Syai.g_02669	Prak.g_00207
OG0000204	Syai.g_02670	Prak.g_00208
OG0000205	Syai.g_02677	Prak.g_00215
OG0000206	Syai.g_02684	Prak.g_00220
OG0000207	Syai.g_02686	Prak.g_00223
OG0000208	Syai.g_02687	Prak.g_00224
OG0000209	Syai.g_02699	Prak.g_00233
OG0000210	Syai.g_02700	Prak.g_00234
OG0000211	Syai.g_00533	Prak.g_00249
OG0000212	Syai.g_00544	Prak.g_00257
OG0000213	Syai.g_00292	Prak.g_00275
OG0000214	Syai.g_00276	Prak.g_00285
OG0000215	Syai.g_00245	Prak.g_00312
OG0000216	Syai.g_00241	Prak.g_00313
OG0000217	Syai.g_00237	Prak.g_00316
OG0000218	Syai.g_00235	Prak.g_00318
OG0000219	Syai.g_00234	Prak.g_00319
OG0000220	Syai.g_00233	Prak.g_00320
OG0000221	Syai.g_00227	Prak.g_00321
OG0000222	Syai.g_00215	Prak.g_00328
OG0000223	Syai.g_00194	Prak.g_00340
OG0000224	Syai.g_00186	Prak.g_00342
OG0000225	Syai.g_00502	Prak.g_00368
OG0000226	Syai.g_00506	Prak.g_00372
OG0000227	Syai.g_00508	Prak.g_00374
OG0000228	Syai.g_00516	Prak.g_00378
OG0000229	Syai.g_02228	Prak.g_00398
OG0000230	Syai.g_02226	Prak.g_00400
OG0000231	Syai.g_02208	Prak.g_00411
OG0000232	Syai.g_00846	Prak.g_00422
OG0000233	Syai.g_00855	Prak.g_00428
OG0000234	Syai.g_00866	Prak.g_00437
OG0000235	Syai.g_00637	Prak.g_00440
OG0000236	Syai.g_00652	Prak.g_00454
OG0000237	Syai.g_00669	Prak.g_00467
OG0000238	Syai.g_00674	Prak.g_00473
OG0000239	Syai.g_00691	Prak.g_00484
OG0000240	Syai.g_00692	Prak.g_00485
OG0000241	Syai.g_01085, Syai.g_01089	Prak.g_00489
OG0000242	Syai.g_00705	Prak.g_00491
OG0000243	Syai.g_00726	Prak.g_00502
OG0000244	Syai.g_00731	Prak.g_00506
OG0000245	Syai.g_00733	Prak.g_00508
OG0000246	Syai.g_00737	Prak.g_00512
OG0000247	Syai.g_00748	Prak.g_00522
OG0000248	Syai.g_00751	Prak.g_00525
OG0000249	Syai.g_00753	Prak.g_00527
OG0000250	Syai.g_00762	Prak.g_00532
OG0000251	Syai.g_00789	Prak.g_00552
OG0000252	Syai.g_00797	Prak.g_00555
OG0000253	Syai.g_00798	Prak.g_00556
OG0000254	Syai.g_01045	Prak.g_00573
OG0000255	Syai.g_01061	Prak.g_00579
OG0000256	Syai.g_01077	Prak.g_00589
OG0000257	Syai.g_01084	Prak.g_01113
OG0000258	Syai.g_01113	Prak.g_01099
OG0000259	Syai.g_01229	Prak.g_01082
OG0000260	Syai.g_01232	Prak.g_01079
OG0000261	Syai.g_01235	Prak.g_01076
OG0000262	Syai.g_01240	Prak.g_01072
OG0000263	Syai.g_01776	Prak.g_00808
OG0000264	Syai.g_01962	Prak.g_00819
OG0000265	Syai.g_02245	Prak.g_00837
OG0000266	Syai.g_01401	Prak.g_01053
OG0000267	Syai.g_01569	Prak.g_01041
OG0000268	Syai.g_01568	Prak.g_01040
OG0000269	Syai.g_01316	Prak.g_00840
OG0000270	Syai.g_01319	Prak.g_00843
OG0000271	Syai.g_01327	Prak.g_00851
OG0000272	Syai.g_01328	Prak.g_00852
OG0000273	Syai.g_02037	Prak.g_00876
OG0000274	Syai.g_02038	Prak.g_00877
OG0000275	Syai.g_02043	Prak.g_00880
OG0000276	Syai.g_02051	Prak.g_00886
OG0000277	Syai.g_02052	Prak.g_00887
OG0000278	Syai.g_02055	Prak.g_00890
OG0000279	Syai.g_02063	Prak.g_00897
OG0000280	Syai.g_02084	Prak.g_00898
OG0000281	Syai.g_01719	Prak.g_00905
OG0000282	Syai.g_01263	Prak.g_00772
OG0000283	Syai.g_01554	Prak.g_00949
OG0000284	Syai.g_01548	Prak.g_00954
OG0000285	Syai.g_01522	Prak.g_00959
OG0000286	Syai.g_01504	Prak.g_00972
OG0000287	Syai.g_01469	Prak.g_01238
OG0000288	Syai.g_01435	Prak.g_01011
OG0000289	Syai.g_01421	Prak.g_01027
OG0000290	Syai.g_02010	Prak.g_00923
OG0000291	Syai.g_02008	Prak.g_00921
OG0000292	Syai.g_02926	Prak.g_01217
OG0000293	Syai.g_02155	Prak.g_01182
OG0000294	Syai.g_02154	Prak.g_01181
OG0000295	Syai.g_02117	Prak.g_01158
OG0000296	Syai.g_02115	Prak.g_01156
OG0000297	Syai.g_01754	Prak.g_01147
OG0000298	Syai.g_01755	Prak.g_01146
OG0000299	Syai.g_01783	Prak.g_01127
OG0000300	Syai.g_01790	Prak.g_01124
OG0000301	Syai.g_01791	Prak.g_01123
OG0000302	Syai.g_01793	Prak.g_01121
OG0000303	Syai.g_01802	Prak.g_01115
OG0000304	Syai.g_01826	Prak.g_00594
OG0000305	Syai.g_02005	Prak.g_01215
OG0000306	Syai.g_02090	Prak.g_00909
OG0000307	Syai.g_00619	Prak.g_01338
OG0000308	Syai.g_00617	Prak.g_01339
OG0000309	Syai.g_00612	Prak.g_01343
OG0000310	Syai.g_00989	Prak.g_01377
OG0000311	Syai.g_00985	Prak.g_01379
OG0000312	Syai.g_00966	Prak.g_01382
OG0000313	Syai.g_00949	Prak.g_01395
OG0000314	Syai.g_00908	Prak.g_01418
OG0000315	Syai.g_00897	Prak.g_01428
OG0000316	Syai.g_02320, Syai.g_02322	Prak.g_01453
OG0000317	Syai.g_02373	Prak.g_01642
OG0000318	Syai.g_02379	Prak.g_01646
OG0000319	Syai.g_02395	Prak.g_01659
OG0000320	Syai.g_02397	Prak.g_01661
OG0000321	Syai.g_02398	Prak.g_01662
OG0000322	Syai.g_02399	Prak.g_01663
OG0000323	Syai.g_02413	Prak.g_01672
OG0000324	Syai.g_02272	Prak.g_01699
OG0000325	Syai.g_00320	Prak.g_01710
OG0000326	Syai.g_00327	Prak.g_01717
OG0000327	Syai.g_00359	Prak.g_01738
OG0000328	Syai.g_00360	Prak.g_01739
OG0000329	Syai.g_00378	Prak.g_01756
OG0000330	Syai.g_00379	Prak.g_01757
OG0000331	Syai.g_00380	Prak.g_01758
OG0000332	Syai.g_00395	Prak.g_01772
OG0000333	Syai.g_00398	Prak.g_01774
OG0000334	Syai.g_00407	Prak.g_01783
OG0000335	Syai.g_00412	Prak.g_01788
OG0000336	Syai.g_00416	Prak.g_01792
OG0000337	Syai.g_00169	Prak.g_01810
OG0000338	Syai.g_00166	Prak.g_01811
OG0000339	Syai.g_00160	Prak.g_01817
OG0000340	Syai.g_00133	Prak.g_01826
OG0000341	Syai.g_00131	Prak.g_01828
OG0000342	Syai.g_00130	Prak.g_01829
OG0000343	Syai.g_00129	Prak.g_01830
OG0000344	Syai.g_00125	Prak.g_01833
OG0000345	Syai.g_00115	Prak.g_01839
OG0000346	Syai.g_00110	Prak.g_01843
OG0000347	Syai.g_00087	Prak.g_01860
OG0000348	Syai.g_00076	Prak.g_01868
OG0000349	Syai.g_00057	Prak.g_01886
OG0000350	Syai.g_00334	Prak.g_00656
OG0000351	Syai.g_02904	Prak.g_01926
OG0000352	Syai.g_02905	Prak.g_01927
OG0000353	Syai.g_02932	Prak.g_01944
OG0000355	Syai.g_00001	Prak.g_00001
OG0000356	Syai.g_00002	Prak.g_00002
OG0000357	Syai.g_00003	Prak.g_00003
OG0000358	Syai.g_00007	Prak.g_00007
OG0000359	Syai.g_00009	Prak.g_00008
OG0000360	Syai.g_00010	Prak.g_00009
OG0000361	Syai.g_00011	Prak.g_00010
OG0000362	Syai.g_00013	Prak.g_00012
OG0000363	Syai.g_00015	Prak.g_00014
OG0000364	Syai.g_00016	Prak.g_00015
OG0000365	Syai.g_00027	Prak.g_00020
OG0000366	Syai.g_00028	Prak.g_00021
OG0000367	Syai.g_00029	Prak.g_00022
OG0000368	Syai.g_00031	Prak.g_00024
OG0000369	Syai.g_00032	Prak.g_00025
OG0000370	Syai.g_00033	Prak.g_00026
OG0000371	Syai.g_00041	Prak.g_00033
OG0000372	Syai.g_00047	Prak.g_00036
OG0000373	Syai.g_00048	Prak.g_00037
OG0000374	Syai.g_00049	Prak.g_00038
OG0000375	Syai.g_00053	Prak.g_00040
OG0000376	Syai.g_00055	Prak.g_00042
OG0000377	Syai.g_02769	Prak.g_00046
OG0000378	Syai.g_02751	Prak.g_00050
OG0000379	Syai.g_02733	Prak.g_00053
OG0000380	Syai.g_02472	Prak.g_00070
OG0000381	Syai.g_02475	Prak.g_00075
OG0000382	Syai.g_02493	Prak.g_00085
OG0000383	Syai.g_02498	Prak.g_00087
OG0000384	Syai.g_02499	Prak.g_00088
OG0000385	Syai.g_02500	Prak.g_00089
OG0000386	Syai.g_02501	Prak.g_00090
OG0000387	Syai.g_02534	Prak.g_00104
OG0000388	Syai.g_02538	Prak.g_00108
OG0000389	Syai.g_02542	Prak.g_00111
OG0000390	Syai.g_02556	Prak.g_00121
OG0000391	Syai.g_02561	Prak.g_00124
OG0000392	Syai.g_02568	Prak.g_00128
OG0000393	Syai.g_02570	Prak.g_00131
OG0000394	Syai.g_02571	Prak.g_00132
OG0000395	Syai.g_02572	Prak.g_00133
OG0000396	Syai.g_02575	Prak.g_00135
OG0000397	Syai.g_02577	Prak.g_00137
OG0000398	Syai.g_02582	Prak.g_00140
OG0000399	Syai.g_02583	Prak.g_00141
OG0000400	Syai.g_02584	Prak.g_00142
OG0000401	Syai.g_02585	Prak.g_00143
OG0000402	Syai.g_02588	Prak.g_01035
OG0000403	Syai.g_02589	Prak.g_00145
OG0000404	Syai.g_02590	Prak.g_00146
OG0000405	Syai.g_02606	Prak.g_00150
OG0000406	Syai.g_02610	Prak.g_00158
OG0000407	Syai.g_02611	Prak.g_00159
OG0000408	Syai.g_02613	Prak.g_00161
OG0000409	Syai.g_02615	Prak.g_00163
OG0000410	Syai.g_02616	Prak.g_00164
OG0000411	Syai.g_02617	Prak.g_00165
OG0000412	Syai.g_02618	Prak.g_00166
OG0000413	Syai.g_02620	Prak.g_00168
OG0000414	Syai.g_02621	Prak.g_00169
OG0000415	Syai.g_02622	Prak.g_00170
OG0000416	Syai.g_02623	Prak.g_00171
OG0000417	Syai.g_02624	Prak.g_00172
OG0000418	Syai.g_02629	Prak.g_00177
OG0000419	Syai.g_02631	Prak.g_00179
OG0000420	Syai.g_02633	Prak.g_00180
OG0000421	Syai.g_02638	Prak.g_00185
OG0000422	Syai.g_02639	Prak.g_00186
OG0000423	Syai.g_02640	Prak.g_00187
OG0000424	Syai.g_02641	Prak.g_00188
OG0000425	Syai.g_02642	Prak.g_00189
OG0000426	Syai.g_02643	Prak.g_00190
OG0000427	Syai.g_02644	Prak.g_00191
OG0000428	Syai.g_02647	Prak.g_00193
OG0000429	Syai.g_02649	Prak.g_00194
OG0000430	Syai.g_02650	Prak.g_00195
OG0000431	Syai.g_02654	Prak.g_00197
OG0000432	Syai.g_02660	Prak.g_00201
OG0000433	Syai.g_02662	Prak.g_00202
OG0000434	Syai.g_02663	Prak.g_00203
OG0000435	Syai.g_02666	Prak.g_00204
OG0000436	Syai.g_02671	Prak.g_00209
OG0000437	Syai.g_02672	Prak.g_00210
OG0000438	Syai.g_02673	Prak.g_00211
OG0000439	Syai.g_02675	Prak.g_00213
OG0000440	Syai.g_02676	Prak.g_00214
OG0000441	Syai.g_02681	Prak.g_00217
OG0000442	Syai.g_02682	Prak.g_00218
OG0000443	Syai.g_02683	Prak.g_00219
OG0000444	Syai.g_02688	Prak.g_00225
OG0000445	Syai.g_02689	Prak.g_00226
OG0000446	Syai.g_02690	Prak.g_00227
OG0000447	Syai.g_02693	Prak.g_00228
OG0000448	Syai.g_02694	Prak.g_00229
OG0000449	Syai.g_02695	Prak.g_00230
OG0000450	Syai.g_02696	Prak.g_00231
OG0000451	Syai.g_02697	Prak.g_00232
OG0000452	Syai.g_02701	Prak.g_00235
OG0000453	Syai.g_02702	Prak.g_00236
OG0000454	Syai.g_02703	Prak.g_00237
OG0000455	Syai.g_02704	Prak.g_00238
OG0000456	Syai.g_02705	Prak.g_00239
OG0000457	Syai.g_02707	Prak.g_00241
OG0000458	Syai.g_02708	Prak.g_00242
OG0000459	Syai.g_02709	Prak.g_00243
OG0000460	Syai.g_00535	Prak.g_00251
OG0000461	Syai.g_00314	Prak.g_00259
OG0000462	Syai.g_00311	Prak.g_00261
OG0000463	Syai.g_00310	Prak.g_00262
OG0000464	Syai.g_00309	Prak.g_00263
OG0000465	Syai.g_00307	Prak.g_00264
OG0000466	Syai.g_00303	Prak.g_00267
OG0000467	Syai.g_00301	Prak.g_00268
OG0000468	Syai.g_00296	Prak.g_00271
OG0000469	Syai.g_00282	Prak.g_00279
OG0000470	Syai.g_00280	Prak.g_00281
OG0000471	Syai.g_00279	Prak.g_00282
OG0000472	Syai.g_00277	Prak.g_00284
OG0000473	Syai.g_00275	Prak.g_00286
OG0000474	Syai.g_00274	Prak.g_00287
OG0000475	Syai.g_00273	Prak.g_00288
OG0000476	Syai.g_00271	Prak.g_00290
OG0000477	Syai.g_00265	Prak.g_00293
OG0000478	Syai.g_00264	Prak.g_00294
OG0000479	Syai.g_00263	Prak.g_00295
OG0000480	Syai.g_00256	Prak.g_00300
OG0000481	Syai.g_00254	Prak.g_00303
OG0000482	Syai.g_00253	Prak.g_00304
OG0000483	Syai.g_00249	Prak.g_00307
OG0000484	Syai.g_00248	Prak.g_00308
OG0000485	Syai.g_00247	Prak.g_00310
OG0000486	Syai.g_00246	Prak.g_00311
OG0000487	Syai.g_00240	Prak.g_00314
OG0000488	Syai.g_00236	Prak.g_00317
OG0000489	Syai.g_00226	Prak.g_00322
OG0000490	Syai.g_00218	Prak.g_00326
OG0000491	Syai.g_00217	Prak.g_00327
OG0000492	Syai.g_00214	Prak.g_00329
OG0000493	Syai.g_00213	Prak.g_00330
OG0000494	Syai.g_00212	Prak.g_00331
OG0000495	Syai.g_00211	Prak.g_00332
OG0000496	Syai.g_00210	Prak.g_00333
OG0000497	Syai.g_00209	Prak.g_00334
OG0000498	Syai.g_00208	Prak.g_00335
OG0000499	Syai.g_00207	Prak.g_00336
OG0000500	Syai.g_00206	Prak.g_00337
OG0000501	Syai.g_00203	Prak.g_00338
OG0000502	Syai.g_00192	Prak.g_00341
OG0000503	Syai.g_00486	Prak.g_00356
OG0000504	Syai.g_00488	Prak.g_00358
OG0000505	Syai.g_00489	Prak.g_00359
OG0000506	Syai.g_00491	Prak.g_00360
OG0000507	Syai.g_00497	Prak.g_00363
OG0000508	Syai.g_00501	Prak.g_00367
OG0000509	Syai.g_00503	Prak.g_00369
OG0000510	Syai.g_00504	Prak.g_00370
OG0000511	Syai.g_00505	Prak.g_00371
OG0000512	Syai.g_00507	Prak.g_00373
OG0000513	Syai.g_00521	Prak.g_00382
OG0000514	Syai.g_00528	Prak.g_00393
OG0000515	Syai.g_00529	Prak.g_00394
OG0000516	Syai.g_02223	Prak.g_00395
OG0000517	Syai.g_02229	Prak.g_00397
OG0000518	Syai.g_02211	Prak.g_00408
OG0000519	Syai.g_02210	Prak.g_00409
OG0000520	Syai.g_02209	Prak.g_00410
OG0000521	Syai.g_00842	Prak.g_00418
OG0000522	Syai.g_00844	Prak.g_00420
OG0000523	Syai.g_00845	Prak.g_00421
OG0000524	Syai.g_00852	Prak.g_00426
OG0000525	Syai.g_00856	Prak.g_00430
OG0000526	Syai.g_00859	Prak.g_00431
OG0000527	Syai.g_00863	Prak.g_00434
OG0000528	Syai.g_00633	Prak.g_00439
OG0000529	Syai.g_00639	Prak.g_00442
OG0000530	Syai.g_00642	Prak.g_00445
OG0000531	Syai.g_00643	Prak.g_00446
OG0000532	Syai.g_00646	Prak.g_00448
OG0000533	Syai.g_00647	Prak.g_00449
OG0000534	Syai.g_00648	Prak.g_00450
OG0000535	Syai.g_00649	Prak.g_00451
OG0000536	Syai.g_00650	Prak.g_00452
OG0000537	Syai.g_00651	Prak.g_00453
OG0000538	Syai.g_00662	Prak.g_00462
OG0000539	Syai.g_00663	Prak.g_00463
OG0000540	Syai.g_00664	Prak.g_00464
OG0000541	Syai.g_00665	Prak.g_00465
OG0000542	Syai.g_00668	Prak.g_00466
OG0000543	Syai.g_00670	Prak.g_00468
OG0000544	Syai.g_00671	Prak.g_00469
OG0000545	Syai.g_00673	Prak.g_00471
OG0000546	Syai.g_00675	Prak.g_00474
OG0000547	Syai.g_00677	Prak.g_00476
OG0000548	Syai.g_00678	Prak.g_00477
OG0000549	Syai.g_00684	Prak.g_00479
OG0000550	Syai.g_00689	Prak.g_00483
OG0000551	Syai.g_00694	Prak.g_00486
OG0000552	Syai.g_00695	Prak.g_00487
OG0000553	Syai.g_00698	Prak.g_00488
OG0000554	Syai.g_00708	Prak.g_00493
OG0000555	Syai.g_00725	Prak.g_00501
OG0000556	Syai.g_00728	Prak.g_00503
OG0000557	Syai.g_00730	Prak.g_00504
OG0000558	Syai.g_00732	Prak.g_00507
OG0000559	Syai.g_00736	Prak.g_00511
OG0000560	Syai.g_00739	Prak.g_00514
OG0000561	Syai.g_00740	Prak.g_00515
OG0000562	Syai.g_00741	Prak.g_00516
OG0000563	Syai.g_00742	Prak.g_00517
OG0000564	Syai.g_00743	Prak.g_00518
OG0000565	Syai.g_00746	Prak.g_00520
OG0000566	Syai.g_00750	Prak.g_00524
OG0000567	Syai.g_00754	Prak.g_00528
OG0000568	Syai.g_00758	Prak.g_00529
OG0000569	Syai.g_00759	Prak.g_00530
OG0000570	Syai.g_00760	Prak.g_00531
OG0000571	Syai.g_00764	Prak.g_00533
OG0000572	Syai.g_00782	Prak.g_00547
OG0000573	Syai.g_00790	Prak.g_00553
OG0000574	Syai.g_00796	Prak.g_00554
OG0000575	Syai.g_00800	Prak.g_00558
OG0000576	Syai.g_00802	Prak.g_00560
