Orthogroup	Syai	Pran
OG0000279	Syai.g_02063	Pran.g_01294
OG0000280	Syai.g_02084	Pran.g_01293
OG0000281	Syai.g_01719	Pran.g_01287
OG0000282	Syai.g_01263	Pran.g_00431
OG0000283	Syai.g_01554	Pran.g_00464
OG0000284	Syai.g_01548	Pran.g_00469
OG0000285	Syai.g_01522	Pran.g_00474
OG0000286	Syai.g_01504	Pran.g_00486
OG0000287	Syai.g_01469	Pran.g_00503
OG0000288	Syai.g_01435	Pran.g_00541
OG0000289	Syai.g_01421	Pran.g_00552
OG0000290	Syai.g_02010	Pran.g_00565
OG0000291	Syai.g_02008	Pran.g_00567
OG0000292	Syai.g_02926	Pran.g_00135
OG0000293	Syai.g_02155	Pran.g_00069
OG0000294	Syai.g_02154	Pran.g_00068
OG0000295	Syai.g_02117	Pran.g_00048
OG0000296	Syai.g_02115	Pran.g_00046
OG0000297	Syai.g_01754	Pran.g_00038
OG0000298	Syai.g_01755	Pran.g_00037
OG0000299	Syai.g_01783	Pran.g_00020
OG0000300	Syai.g_01790	Pran.g_00017
OG0000301	Syai.g_01791	Pran.g_00016
OG0000302	Syai.g_01793	Pran.g_00014
OG0000303	Syai.g_01802	Pran.g_00007
OG0000304	Syai.g_01826	Pran.g_00003
OG0000305	Syai.g_02005	Pran.g_00848
OG0000306	Syai.g_02090	Pran.g_00846
OG0000307	Syai.g_00619	Pran.g_00832
OG0000308	Syai.g_00617	Pran.g_00831
OG0000309	Syai.g_00612	Pran.g_00827
OG0000310	Syai.g_00989	Pran.g_00748
OG0000311	Syai.g_00985	Pran.g_00746
OG0000312	Syai.g_00966	Pran.g_00743
OG0000313	Syai.g_00949	Pran.g_00729
OG0000314	Syai.g_00908	Pran.g_00706
OG0000315	Syai.g_00897	Pran.g_00696
OG0000316	Syai.g_02320, Syai.g_02322	Pran.g_00676
OG0000317	Syai.g_02373	Pran.g_00968
OG0000318	Syai.g_02379	Pran.g_00971
OG0000319	Syai.g_02395	Pran.g_00984
OG0000320	Syai.g_02397	Pran.g_00986
OG0000321	Syai.g_02398	Pran.g_00987
OG0000322	Syai.g_02399	Pran.g_00988
OG0000323	Syai.g_02413	Pran.g_00997
OG0000324	Syai.g_02272	Pran.g_01023
OG0000325	Syai.g_00320	Pran.g_01033
OG0000326	Syai.g_00327	Pran.g_01039
OG0000327	Syai.g_00359	Pran.g_01063
OG0000328	Syai.g_00360	Pran.g_01064
OG0000329	Syai.g_00378	Pran.g_01082
OG0000330	Syai.g_00379	Pran.g_01083
OG0000331	Syai.g_00380	Pran.g_01084
OG0000332	Syai.g_00395	Pran.g_01098
OG0000333	Syai.g_00398	Pran.g_01100
OG0000334	Syai.g_00407	Pran.g_01108
OG0000335	Syai.g_00412	Pran.g_01113
OG0000336	Syai.g_00416	Pran.g_01117
OG0000337	Syai.g_00169	Pran.g_01133
OG0000338	Syai.g_00166	Pran.g_01134
OG0000339	Syai.g_00160	Pran.g_01138
OG0000340	Syai.g_00133	Pran.g_01145
OG0000341	Syai.g_00131	Pran.g_01147
OG0000342	Syai.g_00130	Pran.g_01148
OG0000343	Syai.g_00129	Pran.g_01149
OG0000344	Syai.g_00125	Pran.g_01152
OG0000345	Syai.g_00115	Pran.g_01157
OG0000346	Syai.g_00110	Pran.g_01161
OG0000347	Syai.g_00087	Pran.g_01177
OG0000348	Syai.g_00076	Pran.g_01187
OG0000349	Syai.g_00057	Pran.g_01203
OG0000350	Syai.g_00334	Pran.g_01222
OG0000351	Syai.g_02904	Pran.g_01239
OG0000352	Syai.g_02905	Pran.g_01240
OG0000353	Syai.g_02932	Pran.g_01256
OG0000355	Syai.g_00001	Pran.g_01258
OG0000356	Syai.g_00002	Pran.g_01259
OG0000357	Syai.g_00003	Pran.g_01260
OG0000358	Syai.g_00007	Pran.g_01264
OG0000359	Syai.g_00009	Pran.g_01265
OG0000360	Syai.g_00010	Pran.g_01266
OG0000361	Syai.g_00011	Pran.g_01267
OG0000362	Syai.g_00013	Pran.g_01269
OG0000363	Syai.g_00015	Pran.g_00410
OG0000364	Syai.g_00016	Pran.g_00409
OG0000365	Syai.g_00027	Pran.g_00404
OG0000366	Syai.g_00028	Pran.g_00403
OG0000367	Syai.g_00029	Pran.g_00402
OG0000368	Syai.g_00031	Pran.g_00400
OG0000369	Syai.g_00032	Pran.g_00399
OG0000370	Syai.g_00033	Pran.g_00398
OG0000371	Syai.g_00041	Pran.g_00392
OG0000372	Syai.g_00047	Pran.g_00389
OG0000373	Syai.g_00048	Pran.g_00388
OG0000374	Syai.g_00049	Pran.g_00387
OG0000375	Syai.g_00053	Pran.g_00385
OG0000376	Syai.g_00055	Pran.g_00383
OG0000377	Syai.g_02769	Pran.g_00380
OG0000378	Syai.g_02751	Pran.g_00378
OG0000379	Syai.g_02733	Pran.g_00375
OG0000380	Syai.g_02472	Pran.g_00366
OG0000381	Syai.g_02475	Pran.g_00362
OG0000382	Syai.g_02493	Pran.g_00351
OG0000383	Syai.g_02498	Pran.g_00349
OG0000384	Syai.g_02499	Pran.g_00348
OG0000385	Syai.g_02500	Pran.g_00347
OG0000386	Syai.g_02501	Pran.g_00346
OG0000387	Syai.g_02534	Pran.g_00334
OG0000388	Syai.g_02538	Pran.g_00331
OG0000389	Syai.g_02542	Pran.g_00327
OG0000390	Syai.g_02556	Pran.g_00320
OG0000391	Syai.g_02561	Pran.g_00317
OG0000392	Syai.g_02568	Pran.g_00313
OG0000393	Syai.g_02570	Pran.g_00311
OG0000394	Syai.g_02571	Pran.g_00310
OG0000395	Syai.g_02572	Pran.g_00309
OG0000396	Syai.g_02575	Pran.g_00307
OG0000397	Syai.g_02577	Pran.g_00305
OG0000398	Syai.g_02582	Pran.g_00303
OG0000399	Syai.g_02583	Pran.g_00302
OG0000400	Syai.g_02584	Pran.g_00301
OG0000401	Syai.g_02585	Pran.g_00300
OG0000402	Syai.g_02588	Pran.g_00298
OG0000403	Syai.g_02589	Pran.g_00297
OG0000404	Syai.g_02590	Pran.g_00296
OG0000405	Syai.g_02606	Pran.g_00292
OG0000406	Syai.g_02610	Pran.g_00286
OG0000407	Syai.g_02611	Pran.g_00285
OG0000408	Syai.g_02613	Pran.g_00282
OG0000409	Syai.g_02615	Pran.g_00280
OG0000410	Syai.g_02616	Pran.g_00279
OG0000411	Syai.g_02617	Pran.g_00278
OG0000412	Syai.g_02618	Pran.g_00277
OG0000413	Syai.g_02620	Pran.g_00276
OG0000414	Syai.g_02621	Pran.g_00275
OG0000415	Syai.g_02622	Pran.g_00274
OG0000416	Syai.g_02623	Pran.g_00273
OG0000417	Syai.g_02624	Pran.g_00272
OG0000418	Syai.g_02629	Pran.g_00267
OG0000419	Syai.g_02631	Pran.g_00265
OG0000420	Syai.g_02633	Pran.g_00264
OG0000421	Syai.g_02638	Pran.g_00259
OG0000422	Syai.g_02639	Pran.g_00258
OG0000423	Syai.g_02640	Pran.g_00257
OG0000424	Syai.g_02641	Pran.g_00256
OG0000425	Syai.g_02642	Pran.g_00255
OG0000426	Syai.g_02643	Pran.g_00254
OG0000427	Syai.g_02644	Pran.g_00253
OG0000428	Syai.g_02647	Pran.g_00251
OG0000429	Syai.g_02649	Pran.g_00250
OG0000430	Syai.g_02650	Pran.g_00249
OG0000431	Syai.g_02654	Pran.g_00247
OG0000432	Syai.g_02660	Pran.g_00244
OG0000433	Syai.g_02662	Pran.g_00243
OG0000434	Syai.g_02663	Pran.g_00242
OG0000435	Syai.g_02666	Pran.g_00241
OG0000436	Syai.g_02671	Pran.g_00236
OG0000437	Syai.g_02672	Pran.g_00235
OG0000438	Syai.g_02673	Pran.g_00234
OG0000439	Syai.g_02675	Pran.g_00232
OG0000440	Syai.g_02676	Pran.g_00231
OG0000441	Syai.g_02681	Pran.g_00228
OG0000442	Syai.g_02682	Pran.g_00227
OG0000443	Syai.g_02683	Pran.g_00226
OG0000444	Syai.g_02688	Pran.g_00221
OG0000445	Syai.g_02689	Pran.g_00220
OG0000446	Syai.g_02690	Pran.g_00219
OG0000447	Syai.g_02693	Pran.g_00218
OG0000448	Syai.g_02694	Pran.g_00217
OG0000449	Syai.g_02695	Pran.g_00216
OG0000450	Syai.g_02696	Pran.g_00215
OG0000451	Syai.g_02697	Pran.g_00214
OG0000452	Syai.g_02701	Pran.g_00211
OG0000453	Syai.g_02702	Pran.g_00210
OG0000454	Syai.g_02703	Pran.g_00209
OG0000455	Syai.g_02704	Pran.g_00208
OG0000456	Syai.g_02705	Pran.g_00207
OG0000457	Syai.g_02707	Pran.g_00206
OG0000458	Syai.g_02708	Pran.g_00205
OG0000459	Syai.g_02709	Pran.g_00204
OG0000460	Syai.g_00535	Pran.g_00197
OG0000461	Syai.g_00314	Pran.g_01950
OG0000462	Syai.g_00311	Pran.g_01948
OG0000463	Syai.g_00310	Pran.g_01947
OG0000464	Syai.g_00309	Pran.g_01946
OG0000465	Syai.g_00307	Pran.g_01945
OG0000466	Syai.g_00303	Pran.g_01942
OG0000467	Syai.g_00301	Pran.g_01941
OG0000468	Syai.g_00296	Pran.g_01939
OG0000469	Syai.g_00282	Pran.g_01931
OG0000470	Syai.g_00280	Pran.g_01929
OG0000471	Syai.g_00279	Pran.g_01928
OG0000472	Syai.g_00277	Pran.g_01927
OG0000473	Syai.g_00275	Pran.g_01925
OG0000474	Syai.g_00274	Pran.g_01924
OG0000475	Syai.g_00273	Pran.g_01923
OG0000476	Syai.g_00271	Pran.g_01922
OG0000477	Syai.g_00265	Pran.g_01919
OG0000478	Syai.g_00264	Pran.g_01918
OG0000479	Syai.g_00263	Pran.g_01917
OG0000480	Syai.g_00256	Pran.g_01912
OG0000481	Syai.g_00254	Pran.g_01910
OG0000482	Syai.g_00253	Pran.g_01909
OG0000483	Syai.g_00249	Pran.g_01906
OG0000484	Syai.g_00248	Pran.g_01905
OG0000485	Syai.g_00247	Pran.g_01904
OG0000486	Syai.g_00246	Pran.g_01903
OG0000487	Syai.g_00240	Pran.g_01899
OG0000488	Syai.g_00236	Pran.g_01896
OG0000489	Syai.g_00226	Pran.g_01891
OG0000490	Syai.g_00218	Pran.g_01886
OG0000491	Syai.g_00217	Pran.g_01885
OG0000492	Syai.g_00214	Pran.g_01883
OG0000493	Syai.g_00213	Pran.g_01882
OG0000494	Syai.g_00212	Pran.g_01881
OG0000495	Syai.g_00211	Pran.g_01880
OG0000496	Syai.g_00210	Pran.g_01879
OG0000497	Syai.g_00209	Pran.g_01878
OG0000498	Syai.g_00208	Pran.g_01877
OG0000499	Syai.g_00207	Pran.g_01876
OG0000500	Syai.g_00206	Pran.g_01875
OG0000501	Syai.g_00203	Pran.g_01873
OG0000502	Syai.g_00192	Pran.g_01870
OG0000503	Syai.g_00486	Pran.g_01860
OG0000504	Syai.g_00488	Pran.g_01859
OG0000505	Syai.g_00489	Pran.g_01858
OG0000506	Syai.g_00491	Pran.g_01857
OG0000507	Syai.g_00497	Pran.g_01854
OG0000508	Syai.g_00501	Pran.g_01850
OG0000509	Syai.g_00503	Pran.g_01848
OG0000510	Syai.g_00504	Pran.g_01847
OG0000511	Syai.g_00505	Pran.g_01846
OG0000512	Syai.g_00507	Pran.g_01844
OG0000513	Syai.g_00521	Pran.g_01837
OG0000514	Syai.g_00528	Pran.g_01749
OG0000515	Syai.g_00529	Pran.g_01748
OG0000516	Syai.g_02223	Pran.g_01747
OG0000517	Syai.g_02229	Pran.g_01745
OG0000518	Syai.g_02211	Pran.g_01734
OG0000519	Syai.g_02210	Pran.g_01733
OG0000520	Syai.g_02209	Pran.g_01729
OG0000521	Syai.g_00842	Pran.g_01724
OG0000522	Syai.g_00844	Pran.g_01723
OG0000523	Syai.g_00845	Pran.g_01722
OG0000524	Syai.g_00852	Pran.g_01717
OG0000525	Syai.g_00856	Pran.g_01714
OG0000526	Syai.g_00859	Pran.g_01713
OG0000527	Syai.g_00863	Pran.g_01705
OG0000528	Syai.g_00633	Pran.g_01700
OG0000529	Syai.g_00639	Pran.g_01697
OG0000530	Syai.g_00642	Pran.g_01694
OG0000531	Syai.g_00643	Pran.g_01693
OG0000532	Syai.g_00646	Pran.g_01691
OG0000533	Syai.g_00647	Pran.g_01690
OG0000534	Syai.g_00648	Pran.g_01689
OG0000535	Syai.g_00649	Pran.g_01688
OG0000536	Syai.g_00650	Pran.g_01687
OG0000537	Syai.g_00651	Pran.g_01686
OG0000538	Syai.g_00662	Pran.g_01678
OG0000539	Syai.g_00663	Pran.g_01677
OG0000540	Syai.g_00664	Pran.g_01676
OG0000541	Syai.g_00665	Pran.g_01675
OG0000542	Syai.g_00668	Pran.g_01673
OG0000543	Syai.g_00670	Pran.g_01671
OG0000544	Syai.g_00671	Pran.g_01670
OG0000545	Syai.g_00673	Pran.g_01668
OG0000546	Syai.g_00675	Pran.g_01665
OG0000547	Syai.g_00677	Pran.g_01663
OG0000548	Syai.g_00678	Pran.g_01662
OG0000549	Syai.g_00684	Pran.g_01660
OG0000550	Syai.g_00689	Pran.g_01655
OG0000551	Syai.g_00694	Pran.g_01651
OG0000552	Syai.g_00695	Pran.g_01650
OG0000553	Syai.g_00698	Pran.g_01649
OG0000554	Syai.g_00708	Pran.g_01644
OG0000555	Syai.g_00725	Pran.g_01636
OG0000556	Syai.g_00728	Pran.g_01634
OG0000557	Syai.g_00730	Pran.g_01633
OG0000558	Syai.g_00732	Pran.g_01631
OG0000559	Syai.g_00736	Pran.g_01627
OG0000560	Syai.g_00739	Pran.g_01624
OG0000561	Syai.g_00740	Pran.g_01623
OG0000562	Syai.g_00741	Pran.g_01622
OG0000563	Syai.g_00742	Pran.g_01621
OG0000564	Syai.g_00743	Pran.g_01620
OG0000565	Syai.g_00746	Pran.g_01617
OG0000566	Syai.g_00750	Pran.g_01614
OG0000567	Syai.g_00754	Pran.g_01610
OG0000568	Syai.g_00758	Pran.g_01609
OG0000569	Syai.g_00759	Pran.g_01608
OG0000570	Syai.g_00760	Pran.g_01607
OG0000571	Syai.g_00764	Pran.g_01605
OG0000572	Syai.g_00782	Pran.g_01592
OG0000573	Syai.g_00790	Pran.g_01586
OG0000574	Syai.g_00796	Pran.g_01585
OG0000575	Syai.g_00800	Pran.g_01581
OG0000576	Syai.g_00802	Pran.g_01579
OG0000577	Syai.g_00803	Pran.g_01578
OG0000578	Syai.g_00804	Pran.g_01577
OG0000579	Syai.g_00805	Pran.g_01576
OG0000580	Syai.g_00806	Pran.g_01575
OG0000581	Syai.g_00812	Pran.g_01573
