Orthogroup	Syai	Prav
OG0000243	Syai.g_00726	Prav.g_01141, Prav.g_00954
OG0000244	Syai.g_00731	Prav.g_01144
OG0000245	Syai.g_00733	Prav.g_01146
OG0000246	Syai.g_00737	Prav.g_01150
OG0000247	Syai.g_00748	Prav.g_01160
OG0000248	Syai.g_00751	Prav.g_01162
OG0000249	Syai.g_00753	Prav.g_01164
OG0000250	Syai.g_00762	Prav.g_01169
OG0000251	Syai.g_00789	Prav.g_01187
OG0000252	Syai.g_00797	Prav.g_01190
OG0000253	Syai.g_00798	Prav.g_01191
OG0000254	Syai.g_01045	Prav.g_01207
OG0000255	Syai.g_01061	Prav.g_01213
OG0000256	Syai.g_01077	Prav.g_01225
OG0000257	Syai.g_01084	Prav.g_01228
OG0000258	Syai.g_01113	Prav.g_01241
OG0000259	Syai.g_01229	Prav.g_01258
OG0000260	Syai.g_01232	Prav.g_01261
OG0000261	Syai.g_01235	Prav.g_01263
OG0000262	Syai.g_01240	Prav.g_01267
OG0000263	Syai.g_01776	Prav.g_01279
OG0000264	Syai.g_01962	Prav.g_01289
OG0000265	Syai.g_02245	Prav.g_00306
OG0000266	Syai.g_01401	Prav.g_00316
OG0000267	Syai.g_01569	Prav.g_00327
OG0000268	Syai.g_01568	Prav.g_00328
OG0000269	Syai.g_01316	Prav.g_00392
OG0000270	Syai.g_01319	Prav.g_00395
OG0000271	Syai.g_01327	Prav.g_00403
OG0000272	Syai.g_01328	Prav.g_00404
OG0000273	Syai.g_02037	Prav.g_00427
OG0000274	Syai.g_02038	Prav.g_00428
OG0000275	Syai.g_02043	Prav.g_00430
OG0000276	Syai.g_02051	Prav.g_00435
OG0000277	Syai.g_02052	Prav.g_00436
OG0000278	Syai.g_02055	Prav.g_00439
OG0000279	Syai.g_02063	Prav.g_00446
OG0000280	Syai.g_02084	Prav.g_00447
OG0000281	Syai.g_01719	Prav.g_00452
OG0000282	Syai.g_01263	Prav.g_00501
OG0000283	Syai.g_01554	Prav.g_00533
OG0000284	Syai.g_01548	Prav.g_00538
OG0000285	Syai.g_01522	Prav.g_00543
OG0000286	Syai.g_01504	Prav.g_00555
OG0000287	Syai.g_01469	Prav.g_00572
OG0000288	Syai.g_01435	Prav.g_00906
OG0000289	Syai.g_01421	Prav.g_00917
OG0000290	Syai.g_02010	Prav.g_00930
OG0000291	Syai.g_02008	Prav.g_00932
OG0000292	Syai.g_02926	Prav.g_00261
OG0000293	Syai.g_02155	Prav.g_00056
OG0000294	Syai.g_02154	Prav.g_00057
OG0000295	Syai.g_02117	Prav.g_00077
OG0000296	Syai.g_02115	Prav.g_01867
OG0000297	Syai.g_01754	Prav.g_01859
OG0000298	Syai.g_01755	Prav.g_01858
OG0000299	Syai.g_01783	Prav.g_01841
OG0000300	Syai.g_01790	Prav.g_01838
OG0000301	Syai.g_01791	Prav.g_00955, Prav.g_01837
OG0000302	Syai.g_01793	Prav.g_01835
OG0000303	Syai.g_01802	Prav.g_01828
OG0000304	Syai.g_01826	Prav.g_01824
OG0000305	Syai.g_02005	Prav.g_01465
OG0000306	Syai.g_02090	Prav.g_01468
OG0000307	Syai.g_00619	Prav.g_01482
OG0000308	Syai.g_00617	Prav.g_01483
OG0000309	Syai.g_00612	Prav.g_01487
OG0000310	Syai.g_00989	Prav.g_01563
OG0000311	Syai.g_00985	Prav.g_01565
OG0000312	Syai.g_00966	Prav.g_01568
OG0000313	Syai.g_00949	Prav.g_01582
OG0000314	Syai.g_00908	Prav.g_01605
OG0000315	Syai.g_00897	Prav.g_01615
OG0000316	Syai.g_02320, Syai.g_02322	Prav.g_01635
OG0000317	Syai.g_02373	Prav.g_01759
OG0000318	Syai.g_02379	Prav.g_01762
OG0000319	Syai.g_02395	Prav.g_01775
OG0000320	Syai.g_02397	Prav.g_01777
OG0000321	Syai.g_02398	Prav.g_01778
OG0000322	Syai.g_02399	Prav.g_01779
OG0000323	Syai.g_02413	Prav.g_01788
OG0000324	Syai.g_02272	Prav.g_01815
OG0000325	Syai.g_00320	Prav.g_00269
OG0000326	Syai.g_00327	Prav.g_00275
OG0000327	Syai.g_00359	Prav.g_00591
OG0000328	Syai.g_00360	Prav.g_00592
OG0000329	Syai.g_00378	Prav.g_00609
OG0000330	Syai.g_00379	Prav.g_00610
OG0000331	Syai.g_00380	Prav.g_00611
OG0000332	Syai.g_00395	Prav.g_00625
OG0000333	Syai.g_00398	Prav.g_00627
OG0000334	Syai.g_00407	Prav.g_00635
OG0000335	Syai.g_00412	Prav.g_00640
OG0000336	Syai.g_00416	Prav.g_00644
OG0000337	Syai.g_00169	Prav.g_00661
OG0000338	Syai.g_00166	Prav.g_00662
OG0000339	Syai.g_00160	Prav.g_00666
OG0000340	Syai.g_00133	Prav.g_00674
OG0000341	Syai.g_00131	Prav.g_00676
OG0000342	Syai.g_00130	Prav.g_00677
OG0000343	Syai.g_00129	Prav.g_00678
OG0000344	Syai.g_00125	Prav.g_00681
OG0000345	Syai.g_00115	Prav.g_00686
OG0000346	Syai.g_00110	Prav.g_00690
OG0000347	Syai.g_00087	Prav.g_00706
OG0000348	Syai.g_00076	Prav.g_00715
OG0000349	Syai.g_00057	Prav.g_00732
OG0000350	Syai.g_00334	Prav.g_00751
OG0000351	Syai.g_02904	Prav.g_00768
OG0000352	Syai.g_02905	Prav.g_00769
OG0000353	Syai.g_02932	Prav.g_00785
OG0000354	Syai.g_00019	Prav.g_01352
OG0000355	Syai.g_00001	Prav.g_00787
OG0000356	Syai.g_00002	Prav.g_00788
OG0000357	Syai.g_00003	Prav.g_00789
OG0000358	Syai.g_00007	Prav.g_00793
OG0000359	Syai.g_00009	Prav.g_00794
OG0000360	Syai.g_00010	Prav.g_00795
OG0000361	Syai.g_00011	Prav.g_00078
OG0000362	Syai.g_00013	Prav.g_00080
OG0000363	Syai.g_00015	Prav.g_00082
OG0000364	Syai.g_00016	Prav.g_00083
OG0000365	Syai.g_00027	Prav.g_00088
OG0000366	Syai.g_00028	Prav.g_00089
OG0000367	Syai.g_00029	Prav.g_00090
OG0000368	Syai.g_00031	Prav.g_00092
OG0000369	Syai.g_00032	Prav.g_00093
OG0000370	Syai.g_00033	Prav.g_00094
OG0000371	Syai.g_00041	Prav.g_00100
OG0000372	Syai.g_00047	Prav.g_00103
OG0000373	Syai.g_00048	Prav.g_00104
OG0000374	Syai.g_00049	Prav.g_00105
OG0000375	Syai.g_00053	Prav.g_00111
OG0000376	Syai.g_00055	Prav.g_00113
OG0000377	Syai.g_02769	Prav.g_00116
OG0000378	Syai.g_02751	Prav.g_00118
OG0000379	Syai.g_02733	Prav.g_00121
OG0000380	Syai.g_02472	Prav.g_00131
OG0000381	Syai.g_02475	Prav.g_00135
OG0000382	Syai.g_02493	Prav.g_00146
OG0000383	Syai.g_02498	Prav.g_00148
OG0000384	Syai.g_02499	Prav.g_00149
OG0000385	Syai.g_02500	Prav.g_00150
OG0000386	Syai.g_02501	Prav.g_00151
OG0000387	Syai.g_02534	Prav.g_00164
OG0000388	Syai.g_02538	Prav.g_00167
OG0000389	Syai.g_02542	Prav.g_00171
OG0000390	Syai.g_02556	Prav.g_00178
OG0000391	Syai.g_02561	Prav.g_00181
OG0000392	Syai.g_02568	Prav.g_00185
OG0000393	Syai.g_02570	Prav.g_00187
OG0000394	Syai.g_02571	Prav.g_00188
OG0000395	Syai.g_02572	Prav.g_00189
OG0000396	Syai.g_02575	Prav.g_00192
OG0000397	Syai.g_02577	Prav.g_00194
OG0000398	Syai.g_02582	Prav.g_00196
OG0000399	Syai.g_02583	Prav.g_00197
OG0000400	Syai.g_02584	Prav.g_00198
OG0000401	Syai.g_02585	Prav.g_00199
OG0000402	Syai.g_02588	Prav.g_00201
OG0000403	Syai.g_02589	Prav.g_00202
OG0000404	Syai.g_02590	Prav.g_00203
OG0000405	Syai.g_02606	Prav.g_00207
OG0000406	Syai.g_02610	Prav.g_00214
OG0000407	Syai.g_02611	Prav.g_00215
OG0000409	Syai.g_02615	Prav.g_00886
OG0000410	Syai.g_02616	Prav.g_00885
OG0000411	Syai.g_02617	Prav.g_00884
OG0000412	Syai.g_02618	Prav.g_00883
OG0000413	Syai.g_02620	Prav.g_00882
OG0000414	Syai.g_02621	Prav.g_00881
OG0000415	Syai.g_02622	Prav.g_00880
OG0000416	Syai.g_02623	Prav.g_00879
OG0000417	Syai.g_02624	Prav.g_00878
OG0000418	Syai.g_02629	Prav.g_00873
OG0000419	Syai.g_02631	Prav.g_00871
OG0000420	Syai.g_02633	Prav.g_00870
OG0000421	Syai.g_02638	Prav.g_00865
OG0000422	Syai.g_02639	Prav.g_00864
OG0000423	Syai.g_02640	Prav.g_00863
OG0000424	Syai.g_02641	Prav.g_00862
OG0000425	Syai.g_02642	Prav.g_00861
OG0000426	Syai.g_02643	Prav.g_00860
OG0000427	Syai.g_02644	Prav.g_00859
OG0000428	Syai.g_02647	Prav.g_00857
OG0000429	Syai.g_02649	Prav.g_00856
OG0000430	Syai.g_02650	Prav.g_00855
OG0000431	Syai.g_02654	Prav.g_00853
OG0000432	Syai.g_02660	Prav.g_00850
OG0000433	Syai.g_02662	Prav.g_00849
OG0000434	Syai.g_02663	Prav.g_00848
OG0000435	Syai.g_02666	Prav.g_00847
OG0000436	Syai.g_02671	Prav.g_00842
OG0000437	Syai.g_02672	Prav.g_00841
OG0000438	Syai.g_02673	Prav.g_00840
OG0000439	Syai.g_02675	Prav.g_00838
OG0000440	Syai.g_02676	Prav.g_00837
OG0000441	Syai.g_02681	Prav.g_00834
OG0000442	Syai.g_02682	Prav.g_00833
OG0000443	Syai.g_02683	Prav.g_00832
OG0000444	Syai.g_02688	Prav.g_00827
OG0000445	Syai.g_02689	Prav.g_00826
OG0000446	Syai.g_02690	Prav.g_00825
OG0000447	Syai.g_02693	Prav.g_00824
OG0000448	Syai.g_02694	Prav.g_00823
OG0000449	Syai.g_02695	Prav.g_00822
OG0000450	Syai.g_02696	Prav.g_00821
OG0000451	Syai.g_02697	Prav.g_00820
OG0000452	Syai.g_02701	Prav.g_00817
OG0000453	Syai.g_02702	Prav.g_00816
OG0000454	Syai.g_02703	Prav.g_00815
OG0000455	Syai.g_02704	Prav.g_00814
OG0000456	Syai.g_02705	Prav.g_00813
OG0000457	Syai.g_02707	Prav.g_00812
OG0000458	Syai.g_02708	Prav.g_00811
OG0000459	Syai.g_02709	Prav.g_00810
OG0000460	Syai.g_00535	Prav.g_00803
OG0000461	Syai.g_00314	Prav.g_01889
OG0000462	Syai.g_00311	Prav.g_01891
OG0000463	Syai.g_00310	Prav.g_01892
OG0000464	Syai.g_00309	Prav.g_01893
OG0000465	Syai.g_00307	Prav.g_01894
OG0000466	Syai.g_00303	Prav.g_01897
OG0000467	Syai.g_00301	Prav.g_01898
OG0000468	Syai.g_00296	Prav.g_01900
OG0000469	Syai.g_00282	Prav.g_01909
OG0000470	Syai.g_00280	Prav.g_01911
OG0000471	Syai.g_00279	Prav.g_01912
OG0000472	Syai.g_00277	Prav.g_01913
OG0000473	Syai.g_00275	Prav.g_01915
OG0000474	Syai.g_00274	Prav.g_01916
OG0000475	Syai.g_00273	Prav.g_01917
OG0000476	Syai.g_00271	Prav.g_01918
OG0000477	Syai.g_00265	Prav.g_01921
OG0000478	Syai.g_00264	Prav.g_01922
OG0000479	Syai.g_00263	Prav.g_01923
OG0000480	Syai.g_00256	Prav.g_01928
OG0000481	Syai.g_00254	Prav.g_01930
OG0000482	Syai.g_00253	Prav.g_01931
OG0000483	Syai.g_00249	Prav.g_01934
OG0000484	Syai.g_00248	Prav.g_01935
OG0000485	Syai.g_00247	Prav.g_01936
OG0000486	Syai.g_00246	Prav.g_01937
OG0000487	Syai.g_00240	Prav.g_01941
OG0000488	Syai.g_00236	Prav.g_01944
OG0000489	Syai.g_00226	Prav.g_01949
OG0000490	Syai.g_00218	Prav.g_01954
OG0000491	Syai.g_00217	Prav.g_01955
OG0000492	Syai.g_00214	Prav.g_01957
OG0000493	Syai.g_00213	Prav.g_01958
OG0000494	Syai.g_00212	Prav.g_01959
OG0000495	Syai.g_00211	Prav.g_01960
OG0000496	Syai.g_00210	Prav.g_01961
OG0000497	Syai.g_00209	Prav.g_01962
OG0000498	Syai.g_00208	Prav.g_01963
OG0000499	Syai.g_00207	Prav.g_01964
OG0000500	Syai.g_00206	Prav.g_01965
OG0000501	Syai.g_00203	Prav.g_01967
OG0000502	Syai.g_00192	Prav.g_01970
OG0000503	Syai.g_00486	Prav.g_01980
OG0000504	Syai.g_00488	Prav.g_01981
OG0000505	Syai.g_00489	Prav.g_01982
OG0000506	Syai.g_00491	Prav.g_01984
OG0000507	Syai.g_00497	Prav.g_01987
OG0000508	Syai.g_00501	Prav.g_01991
OG0000509	Syai.g_00503	Prav.g_01993
OG0000510	Syai.g_00504	Prav.g_01994
OG0000511	Syai.g_00505	Prav.g_01995
OG0000512	Syai.g_00507	Prav.g_01997
OG0000513	Syai.g_00521	Prav.g_00977
OG0000514	Syai.g_00528	Prav.g_01030
OG0000515	Syai.g_00529	Prav.g_01031
OG0000516	Syai.g_02223	Prav.g_01032
OG0000517	Syai.g_02229	Prav.g_01034
OG0000518	Syai.g_02211	Prav.g_01045
OG0000519	Syai.g_02210	Prav.g_01046
OG0000520	Syai.g_02209	Prav.g_01047
OG0000521	Syai.g_00842	Prav.g_01052
OG0000522	Syai.g_00844	Prav.g_01053
OG0000523	Syai.g_00845	Prav.g_01054
OG0000524	Syai.g_00852	Prav.g_01059
OG0000525	Syai.g_00856	Prav.g_01062
OG0000526	Syai.g_00859	Prav.g_01063
OG0000527	Syai.g_00863	Prav.g_01071
OG0000528	Syai.g_00633	Prav.g_01076
OG0000529	Syai.g_00639	Prav.g_01079
OG0000530	Syai.g_00642	Prav.g_01082
OG0000531	Syai.g_00643	Prav.g_01083
OG0000532	Syai.g_00646	Prav.g_01085
OG0000533	Syai.g_00647	Prav.g_01086
OG0000534	Syai.g_00648	Prav.g_01087
OG0000535	Syai.g_00649	Prav.g_01088
OG0000536	Syai.g_00650	Prav.g_01089
OG0000537	Syai.g_00651	Prav.g_01090
OG0000538	Syai.g_00662	Prav.g_01098
OG0000539	Syai.g_00663	Prav.g_01099
OG0000540	Syai.g_00664	Prav.g_01100
OG0000541	Syai.g_00665	Prav.g_01101
OG0000542	Syai.g_00668	Prav.g_01103
OG0000543	Syai.g_00670	Prav.g_01105
OG0000544	Syai.g_00671	Prav.g_01106
OG0000545	Syai.g_00673	Prav.g_01108
OG0000546	Syai.g_00675	Prav.g_01111
OG0000547	Syai.g_00677	Prav.g_01113
OG0000548	Syai.g_00678	Prav.g_01114
OG0000549	Syai.g_00684	Prav.g_01116
OG0000550	Syai.g_00689	Prav.g_01121
OG0000551	Syai.g_00694	Prav.g_01125
OG0000552	Syai.g_00695	Prav.g_01126
OG0000553	Syai.g_00698	Prav.g_01127
OG0000554	Syai.g_00708	Prav.g_01132
OG0000555	Syai.g_00725	Prav.g_01140
OG0000556	Syai.g_00728	Prav.g_01142
OG0000557	Syai.g_00730	Prav.g_01143
OG0000558	Syai.g_00732	Prav.g_01145
OG0000559	Syai.g_00736	Prav.g_01149
OG0000560	Syai.g_00739	Prav.g_01152
OG0000561	Syai.g_00740	Prav.g_01153
OG0000562	Syai.g_00741	Prav.g_01154
OG0000563	Syai.g_00742	Prav.g_01155
OG0000564	Syai.g_00743	Prav.g_01156
OG0000565	Syai.g_00746	Prav.g_01159
OG0000566	Syai.g_00750	Prav.g_01161
OG0000567	Syai.g_00754	Prav.g_01165
OG0000568	Syai.g_00758	Prav.g_01166
OG0000569	Syai.g_00759	Prav.g_01167
OG0000570	Syai.g_00760	Prav.g_01168
OG0000571	Syai.g_00764	Prav.g_01170
OG0000572	Syai.g_00782	Prav.g_01183
OG0000573	Syai.g_00790	Prav.g_01188
OG0000574	Syai.g_00796	Prav.g_01189
OG0000575	Syai.g_00800	Prav.g_01193
OG0000576	Syai.g_00802	Prav.g_01195
OG0000577	Syai.g_00803	Prav.g_01196
