Orthogroup	Syai	Syao
OG0000205	Syai.g_02677	Syao.g_02464
OG0000206	Syai.g_02684	Syao.g_02469
OG0000207	Syai.g_02686	Syao.g_02471
OG0000208	Syai.g_02687	Syao.g_02472
OG0000209	Syai.g_02699	Syao.g_02394
OG0000210	Syai.g_02700	Syao.g_02395
OG0000211	Syai.g_00533	Syao.g_01700
OG0000212	Syai.g_00544	Syao.g_01710
OG0000213	Syai.g_00292	Syao.g_02098
OG0000214	Syai.g_00276	Syao.g_02081
OG0000215	Syai.g_00245	Syao.g_02050
OG0000216	Syai.g_00241	Syao.g_02045
OG0000217	Syai.g_00237	Syao.g_02041
OG0000218	Syai.g_00235	Syao.g_02039
OG0000219	Syai.g_00234	Syao.g_02038
OG0000220	Syai.g_00233	Syao.g_02037
OG0000221	Syai.g_00227	Syao.g_02034
OG0000222	Syai.g_00215	Syao.g_02023
OG0000223	Syai.g_00194	Syao.g_00291
OG0000224	Syai.g_00186	Syao.g_01973
OG0000225	Syai.g_00502	Syao.g_01751
OG0000226	Syai.g_00506	Syao.g_01758
OG0000227	Syai.g_00508	Syao.g_01760
OG0000228	Syai.g_00516	Syao.g_01715
OG0000229	Syai.g_02228	Syao.g_01736
OG0000230	Syai.g_02226	Syao.g_01738
OG0000231	Syai.g_02208	Syao.g_01513
OG0000232	Syai.g_00846	Syao.g_00057
OG0000233	Syai.g_00855	Syao.g_02698
OG0000234	Syai.g_00866	Syao.g_02680
OG0000235	Syai.g_00637	Syao.g_00029
OG0000236	Syai.g_00652	Syao.g_00111
OG0000237	Syai.g_00669	Syao.g_00166
OG0000238	Syai.g_00674	Syao.g_00161
OG0000239	Syai.g_00691	Syao.g_01398
OG0000240	Syai.g_00692	Syao.g_01399
OG0000241	Syai.g_01085, Syai.g_01089	Syao.g_00887
OG0000242	Syai.g_00705	Syao.g_01410
OG0000243	Syai.g_00726	Syao.g_00873
OG0000244	Syai.g_00731	Syao.g_00865
OG0000245	Syai.g_00733	Syao.g_00863
OG0000246	Syai.g_00737	Syao.g_00859
OG0000247	Syai.g_00748	Syao.g_00847
OG0000249	Syai.g_00753	Syao.g_00842
OG0000250	Syai.g_00762	Syao.g_00835
OG0000251	Syai.g_00789	Syao.g_01026
OG0000252	Syai.g_00797	Syao.g_01020
OG0000253	Syai.g_00798	Syao.g_01003
OG0000254	Syai.g_01045	Syao.g_01053
OG0000255	Syai.g_01061	Syao.g_01009
OG0000256	Syai.g_01077	Syao.g_01328
OG0000257	Syai.g_01084	Syao.g_00884
OG0000258	Syai.g_01113	Syao.g_00907
OG0000259	Syai.g_01229	Syao.g_00933, Syao.g_00932
OG0000260	Syai.g_01232	Syao.g_00936
OG0000261	Syai.g_01235	Syao.g_00941
OG0000262	Syai.g_01240	Syao.g_00946
OG0000263	Syai.g_01776	Syao.g_00247
OG0000264	Syai.g_01962	Syao.g_00699
OG0000265	Syai.g_02245	Syao.g_00049
OG0000266	Syai.g_01401	Syao.g_00480
OG0000267	Syai.g_01569	Syao.g_00589
OG0000268	Syai.g_01568	Syao.g_00588
OG0000269	Syai.g_01316	Syao.g_00751
OG0000270	Syai.g_01319	Syao.g_00754
OG0000271	Syai.g_01327	Syao.g_00762
OG0000272	Syai.g_01328	Syao.g_00763
OG0000274	Syai.g_02038	Syao.g_00792
OG0000275	Syai.g_02043	Syao.g_00438
OG0000276	Syai.g_02051	Syao.g_00558
OG0000277	Syai.g_02052	Syao.g_00557
OG0000278	Syai.g_02055	Syao.g_00554
OG0000279	Syai.g_02063	Syao.g_00529
OG0000280	Syai.g_02084	Syao.g_00608
OG0000281	Syai.g_01719	Syao.g_01377
OG0000282	Syai.g_01263	Syao.g_00967
OG0000283	Syai.g_01554	Syao.g_00640
OG0000284	Syai.g_01548	Syao.g_00634
OG0000285	Syai.g_01522	Syao.g_00706
OG0000286	Syai.g_01504	Syao.g_00675
OG0000287	Syai.g_01469	Syao.g_00825
OG0000288	Syai.g_01435	Syao.g_00446
OG0000289	Syai.g_01421	Syao.g_00461
OG0000290	Syai.g_02010	Syao.g_00428
OG0000291	Syai.g_02008	Syao.g_00333
OG0000292	Syai.g_02926	Syao.g_02196
OG0000293	Syai.g_02155	Syao.g_00136
OG0000295	Syai.g_02117	Syao.g_00186
OG0000296	Syai.g_02115	Syao.g_00184
OG0000298	Syai.g_01755	Syao.g_00170
OG0000299	Syai.g_01783	Syao.g_00231
OG0000300	Syai.g_01790	Syao.g_00274
OG0000301	Syai.g_01791	Syao.g_00272, Syao.g_00273
OG0000302	Syai.g_01793	Syao.g_00271
OG0000303	Syai.g_01802	Syao.g_00262
OG0000304	Syai.g_01826	Syao.g_00256
OG0000305	Syai.g_02005	Syao.g_00388
OG0000306	Syai.g_02090	Syao.g_01216
OG0000307	Syai.g_00619	Syao.g_00045
OG0000308	Syai.g_00617	Syao.g_00047
OG0000309	Syai.g_00612	Syao.g_02705
OG0000310	Syai.g_00989	Syao.g_01530
OG0000311	Syai.g_00985	Syao.g_01533
OG0000312	Syai.g_00966	Syao.g_01538
OG0000313	Syai.g_00949	Syao.g_01491
OG0000314	Syai.g_00908	Syao.g_00078
OG0000315	Syai.g_00897	Syao.g_00088
OG0000316	Syai.g_02320, Syai.g_02322	Syao.g_01602
OG0000317	Syai.g_02373	Syao.g_01560
OG0000318	Syai.g_02379	Syao.g_01553
OG0000319	Syai.g_02395	Syao.g_01678
OG0000320	Syai.g_02397	Syao.g_01676
OG0000321	Syai.g_02398	Syao.g_01675
OG0000322	Syai.g_02399	Syao.g_01674
OG0000323	Syai.g_02413	Syao.g_01661
OG0000324	Syai.g_02272	Syao.g_01630
OG0000325	Syai.g_00320	Syao.g_01936
OG0000327	Syai.g_00359	Syao.g_01795
OG0000328	Syai.g_00360	Syao.g_01794
OG0000329	Syai.g_00378	Syao.g_01776
OG0000330	Syai.g_00379	Syao.g_01775
OG0000331	Syai.g_00380	Syao.g_01774
OG0000333	Syai.g_00398	Syao.g_01810
OG0000334	Syai.g_00407	Syao.g_01836
OG0000335	Syai.g_00412	Syao.g_01831
OG0000336	Syai.g_00416	Syao.g_01827
OG0000337	Syai.g_00169	Syao.g_01968
OG0000338	Syai.g_00166	Syao.g_01962
OG0000339	Syai.g_00160	Syao.g_02259
OG0000340	Syai.g_00133	Syao.g_02129
OG0000341	Syai.g_00131	Syao.g_02131
OG0000342	Syai.g_00130	Syao.g_02132
OG0000343	Syai.g_00129	Syao.g_02133
OG0000344	Syai.g_00125	Syao.g_02137
OG0000345	Syai.g_00115	Syao.g_01953
OG0000346	Syai.g_00110	Syao.g_01948
OG0000347	Syai.g_00087	Syao.g_02178
OG0000348	Syai.g_00076	Syao.g_02166
OG0000349	Syai.g_00057	Syao.g_02219
OG0000350	Syai.g_00334	Syao.g_01925
OG0000351	Syai.g_02904	Syao.g_02331
OG0000352	Syai.g_02905	Syao.g_02332
OG0000353	Syai.g_02932	Syao.g_02160
OG0000354	Syai.g_00680	Syao.g_00154, Syao.g_00155
OG0000354	Syai.g_00019	Syao.g_02252
OG0000355	Syai.g_00001	Syao.g_02162
OG0000356	Syai.g_00002	Syao.g_02163
OG0000357	Syai.g_00003	Syao.g_02164
OG0000358	Syai.g_00007	Syao.g_02154
OG0000359	Syai.g_00009	Syao.g_02152
OG0000360	Syai.g_00010	Syao.g_02151
OG0000361	Syai.g_00011	Syao.g_02150
OG0000362	Syai.g_00013	Syao.g_01954
OG0000363	Syai.g_00015	Syao.g_02255
OG0000364	Syai.g_00016	Syao.g_01558
OG0000365	Syai.g_00027	Syao.g_02246
OG0000366	Syai.g_00028	Syao.g_02245
OG0000367	Syai.g_00029	Syao.g_02244
OG0000368	Syai.g_00031	Syao.g_02242
OG0000369	Syai.g_00032	Syao.g_02241
OG0000370	Syai.g_00033	Syao.g_02240
OG0000371	Syai.g_00041	Syao.g_02231
OG0000372	Syai.g_00047	Syao.g_02226
OG0000373	Syai.g_00048	Syao.g_02225
OG0000374	Syai.g_00049	Syao.g_02224
OG0000375	Syai.g_00053	Syao.g_02223
OG0000376	Syai.g_00055	Syao.g_02221
OG0000377	Syai.g_02769	Syao.g_02429
OG0000378	Syai.g_02751	Syao.g_02414
OG0000379	Syai.g_02733	Syao.g_02409
OG0000380	Syai.g_02472	Syao.g_02616
OG0000381	Syai.g_02475	Syao.g_02618
OG0000382	Syai.g_02493	Syao.g_02636
OG0000383	Syai.g_02498	Syao.g_02643
OG0000384	Syai.g_02499	Syao.g_02644
OG0000385	Syai.g_02500	Syao.g_02645
OG0000386	Syai.g_02501	Syao.g_02646
OG0000387	Syai.g_02534	Syao.g_01019
OG0000388	Syai.g_02538	Syao.g_02596
OG0000389	Syai.g_02542	Syao.g_02599
OG0000390	Syai.g_02556	Syao.g_02567
OG0000391	Syai.g_02561	Syao.g_02572
OG0000392	Syai.g_02568	Syao.g_02578
OG0000393	Syai.g_02570	Syao.g_02581
OG0000394	Syai.g_02571	Syao.g_02582
OG0000395	Syai.g_02572	Syao.g_02583
OG0000396	Syai.g_02575	Syao.g_02586
OG0000397	Syai.g_02577	Syao.g_02542
OG0000398	Syai.g_02582	Syao.g_02547
OG0000399	Syai.g_02583	Syao.g_02548
OG0000400	Syai.g_02584	Syao.g_02549
OG0000401	Syai.g_02585	Syao.g_02550
OG0000402	Syai.g_02588	Syao.g_02552
OG0000403	Syai.g_02589	Syao.g_02553
OG0000404	Syai.g_02590	Syao.g_02554
OG0000405	Syai.g_02606	Syao.g_02478
OG0000406	Syai.g_02610	Syao.g_02482
OG0000407	Syai.g_02611	Syao.g_02483
OG0000408	Syai.g_02613	Syao.g_02485
OG0000409	Syai.g_02615	Syao.g_02487
OG0000410	Syai.g_02616	Syao.g_02488
OG0000411	Syai.g_02617	Syao.g_02489
OG0000412	Syai.g_02618	Syao.g_02490
OG0000413	Syai.g_02620	Syao.g_02492
OG0000414	Syai.g_02621	Syao.g_02493
OG0000415	Syai.g_02622	Syao.g_02494
OG0000416	Syai.g_02623	Syao.g_02495
OG0000417	Syai.g_02624	Syao.g_02497
OG0000418	Syai.g_02629	Syao.g_02502
OG0000419	Syai.g_02631	Syao.g_02504
OG0000420	Syai.g_02633	Syao.g_02506
OG0000421	Syai.g_02638	Syao.g_02510
OG0000422	Syai.g_02639	Syao.g_02511
OG0000423	Syai.g_02640	Syao.g_02512
OG0000424	Syai.g_02641	Syao.g_02513
OG0000425	Syai.g_02642	Syao.g_02514
OG0000426	Syai.g_02643	Syao.g_02515
OG0000427	Syai.g_02644	Syao.g_02516
OG0000428	Syai.g_02647	Syao.g_02519
OG0000429	Syai.g_02649	Syao.g_02522
OG0000430	Syai.g_02650	Syao.g_02523
OG0000431	Syai.g_02654	Syao.g_02526
OG0000432	Syai.g_02660	Syao.g_02532
OG0000433	Syai.g_02662	Syao.g_02534
OG0000434	Syai.g_02663	Syao.g_02535
OG0000435	Syai.g_02666	Syao.g_02538
OG0000436	Syai.g_02671	Syao.g_02458
OG0000437	Syai.g_02672	Syao.g_02459
OG0000438	Syai.g_02673	Syao.g_02460
OG0000439	Syai.g_02675	Syao.g_02462
OG0000440	Syai.g_02676	Syao.g_02463
OG0000441	Syai.g_02681	Syao.g_02466
OG0000442	Syai.g_02682	Syao.g_02467
OG0000443	Syai.g_02683	Syao.g_02468
OG0000444	Syai.g_02688	Syao.g_02473
OG0000445	Syai.g_02689	Syao.g_02474
OG0000446	Syai.g_02690	Syao.g_02476
OG0000447	Syai.g_02693	Syao.g_02383
OG0000448	Syai.g_02694	Syao.g_02384
OG0000449	Syai.g_02695	Syao.g_02385
OG0000450	Syai.g_02696	Syao.g_02391
OG0000451	Syai.g_02697	Syao.g_02392
OG0000452	Syai.g_02701	Syao.g_02396
OG0000453	Syai.g_02702	Syao.g_02397
OG0000454	Syai.g_02703	Syao.g_02398
OG0000455	Syai.g_02704	Syao.g_02399
OG0000456	Syai.g_02705	Syao.g_02400
OG0000457	Syai.g_02707	Syao.g_02402
OG0000458	Syai.g_02708	Syao.g_02403
OG0000459	Syai.g_02709	Syao.g_02404
OG0000460	Syai.g_00535	Syao.g_01702
OG0000461	Syai.g_00314	Syao.g_02119
OG0000462	Syai.g_00311	Syao.g_02116
OG0000463	Syai.g_00310	Syao.g_02115
OG0000464	Syai.g_00309	Syao.g_02114
OG0000465	Syai.g_00307	Syao.g_02112
OG0000466	Syai.g_00303	Syao.g_02107
OG0000467	Syai.g_00301	Syao.g_02106
OG0000468	Syai.g_00296	Syao.g_02102
OG0000469	Syai.g_00282	Syao.g_02087
OG0000470	Syai.g_00280	Syao.g_02085
OG0000471	Syai.g_00279	Syao.g_02084
OG0000472	Syai.g_00277	Syao.g_02082
OG0000473	Syai.g_00275	Syao.g_02080
OG0000474	Syai.g_00274	Syao.g_02079
OG0000475	Syai.g_00273	Syao.g_02078
OG0000476	Syai.g_00271	Syao.g_02076
OG0000477	Syai.g_00265	Syao.g_02069
OG0000478	Syai.g_00264	Syao.g_02068
OG0000479	Syai.g_00263	Syao.g_02067
OG0000480	Syai.g_00256	Syao.g_02060
OG0000481	Syai.g_00254	Syao.g_01012
OG0000482	Syai.g_00253	Syao.g_02058
OG0000483	Syai.g_00249	Syao.g_02054
OG0000484	Syai.g_00248	Syao.g_02053
OG0000485	Syai.g_00247	Syao.g_02052
OG0000486	Syai.g_00246	Syao.g_02051
OG0000487	Syai.g_00240	Syao.g_02044
OG0000488	Syai.g_00236	Syao.g_02040
OG0000489	Syai.g_00226	Syao.g_02033
OG0000490	Syai.g_00218	Syao.g_02025
OG0000491	Syai.g_00217	Syao.g_02024
OG0000492	Syai.g_00214	Syao.g_02022
OG0000493	Syai.g_00213	Syao.g_02021
OG0000494	Syai.g_00212	Syao.g_02020
OG0000495	Syai.g_00211	Syao.g_02018
OG0000496	Syai.g_00210	Syao.g_02017
OG0000497	Syai.g_00209	Syao.g_02016
OG0000498	Syai.g_00208	Syao.g_02015
OG0000499	Syai.g_00207	Syao.g_02014
OG0000500	Syai.g_00206	Syao.g_02013
OG0000501	Syai.g_00203	Syao.g_02010
OG0000502	Syai.g_00192	Syao.g_01974
OG0000503	Syai.g_00486	Syao.g_01877
OG0000504	Syai.g_00488	Syao.g_01875
OG0000505	Syai.g_00489	Syao.g_01874
OG0000506	Syai.g_00491	Syao.g_01872
OG0000507	Syai.g_00497	Syao.g_01866
OG0000508	Syai.g_00501	Syao.g_01750
OG0000509	Syai.g_00503	Syao.g_01755
OG0000510	Syai.g_00504	Syao.g_01756
OG0000511	Syai.g_00505	Syao.g_01757
OG0000512	Syai.g_00507	Syao.g_01759
OG0000513	Syai.g_00521	Syao.g_01720
OG0000514	Syai.g_00528	Syao.g_01727
OG0000515	Syai.g_00529	Syao.g_01728
OG0000516	Syai.g_02223	Syao.g_01730
OG0000517	Syai.g_02229	Syao.g_01735
OG0000518	Syai.g_02211	Syao.g_01621
OG0000519	Syai.g_02210	Syao.g_01622
OG0000520	Syai.g_02209	Syao.g_01512
OG0000521	Syai.g_00842	Syao.g_00061
OG0000522	Syai.g_00844	Syao.g_00059
OG0000523	Syai.g_00845	Syao.g_00058
OG0000524	Syai.g_00852	Syao.g_02699
OG0000525	Syai.g_00856	Syao.g_02691
OG0000526	Syai.g_00859	Syao.g_02688
OG0000527	Syai.g_00863	Syao.g_02684
OG0000528	Syai.g_00633	Syao.g_00031
OG0000529	Syai.g_00639	Syao.g_00027
OG0000530	Syai.g_00642	Syao.g_00122
OG0000531	Syai.g_00643	Syao.g_00121
OG0000532	Syai.g_00646	Syao.g_00118
OG0000533	Syai.g_00647	Syao.g_00116
OG0000534	Syai.g_00648	Syao.g_00115
OG0000535	Syai.g_00649	Syao.g_00114
OG0000536	Syai.g_00650	Syao.g_00113
OG0000537	Syai.g_00651	Syao.g_00112
OG0000538	Syai.g_00662	Syao.g_00100
OG0000539	Syai.g_00663	Syao.g_00099
OG0000540	Syai.g_00664	Syao.g_00098
OG0000541	Syai.g_00665	Syao.g_00097
OG0000542	Syai.g_00668	Syao.g_00167
OG0000543	Syai.g_00670	Syao.g_00165
OG0000544	Syai.g_00671	Syao.g_00164
OG0000545	Syai.g_00673	Syao.g_00162
OG0000546	Syai.g_00675	Syao.g_00160
OG0000547	Syai.g_00677	Syao.g_00158
OG0000548	Syai.g_00678	Syao.g_00157
OG0000549	Syai.g_00684	Syao.g_01391
OG0000550	Syai.g_00689	Syao.g_01396
OG0000551	Syai.g_00694	Syao.g_01401
OG0000552	Syai.g_00695	Syao.g_01402
OG0000553	Syai.g_00698	Syao.g_01404
OG0000554	Syai.g_00708	Syao.g_01413
OG0000555	Syai.g_00725	Syao.g_00875
OG0000556	Syai.g_00728	Syao.g_00871
OG0000557	Syai.g_00730	Syao.g_00866
OG0000558	Syai.g_00732	Syao.g_00864
OG0000559	Syai.g_00736	Syao.g_00860
OG0000560	Syai.g_00739	Syao.g_00857
OG0000561	Syai.g_00740	Syao.g_00856
OG0000562	Syai.g_00741	Syao.g_00855
OG0000563	Syai.g_00742	Syao.g_00854
OG0000564	Syai.g_00743	Syao.g_00853
OG0000565	Syai.g_00746	Syao.g_00849
OG0000566	Syai.g_00750	Syao.g_00845
OG0000567	Syai.g_00754	Syao.g_00841
OG0000568	Syai.g_00758	Syao.g_00839
OG0000569	Syai.g_00759	Syao.g_00838
OG0000570	Syai.g_00760	Syao.g_00837
OG0000571	Syai.g_00764	Syao.g_00834
OG0000572	Syai.g_00782	Syao.g_01033
OG0000573	Syai.g_00790	Syao.g_01022
OG0000574	Syai.g_00796	Syao.g_01021
OG0000575	Syai.g_00800	Syao.g_01000
OG0000576	Syai.g_00802	Syao.g_00996
OG0000577	Syai.g_00803	Syao.g_00995
OG0000578	Syai.g_00804	Syao.g_00994
OG0000579	Syai.g_00805	Syao.g_00993
OG0000580	Syai.g_00806	Syao.g_00992
OG0000581	Syai.g_00812	Syao.g_01059
OG0000582	Syai.g_01042	Syao.g_01204
OG0000583	Syai.g_01043	Syao.g_01205
OG0000584	Syai.g_01044	Syao.g_01206
OG0000585	Syai.g_01046	Syao.g_01054
OG0000586	Syai.g_01047	Syao.g_01055
OG0000587	Syai.g_01049	Syao.g_01057
OG0000588	Syai.g_01063	Syao.g_00406
OG0000589	Syai.g_01066	Syao.g_01342
OG0000590	Syai.g_01067	Syao.g_01341
OG0000591	Syai.g_01075	Syao.g_01330
OG0000592	Syai.g_01076	Syao.g_01329
