Orthogroup	Syai	Prbf
OG0000191	Syai.g_02562	Prbf.g_01447
OG0000192	Syai.g_02569	Prbf.g_01452
OG0000193	Syai.g_02609	Prbf.g_01479
OG0000194	Syai.g_02612	Prbf.g_01482
OG0000195	Syai.g_02614	Prbf.g_01484
OG0000196	Syai.g_02625	Prbf.g_01495
OG0000197	Syai.g_02626	Prbf.g_01496
OG0000198	Syai.g_02627	Prbf.g_01497
OG0000199	Syai.g_02635	Prbf.g_01504
OG0000200	Syai.g_02651	Prbf.g_01518
OG0000201	Syai.g_02667	Prbf.g_01527
OG0000202	Syai.g_02668	Prbf.g_01528
OG0000203	Syai.g_02669	Prbf.g_01529
OG0000204	Syai.g_02670	Prbf.g_01530
OG0000205	Syai.g_02677	Prbf.g_01537
OG0000206	Syai.g_02684	Prbf.g_01542
OG0000207	Syai.g_02686	Prbf.g_01545
OG0000208	Syai.g_02687	Prbf.g_01546
OG0000209	Syai.g_02699	Prbf.g_01555
OG0000210	Syai.g_02700	Prbf.g_01556
OG0000211	Syai.g_00533	Prbf.g_01571
OG0000212	Syai.g_00544	Prbf.g_01579
OG0000213	Syai.g_00292	Prbf.g_01597
OG0000214	Syai.g_00276	Prbf.g_01607
OG0000215	Syai.g_00245	Prbf.g_01634
OG0000216	Syai.g_00241	Prbf.g_01635
OG0000217	Syai.g_00237	Prbf.g_01638
OG0000218	Syai.g_00235	Prbf.g_01640
OG0000219	Syai.g_00234	Prbf.g_01641
OG0000220	Syai.g_00233	Prbf.g_01642
OG0000221	Syai.g_00227	Prbf.g_01643
OG0000222	Syai.g_00215	Prbf.g_01650
OG0000223	Syai.g_00194	Prbf.g_01662
OG0000224	Syai.g_00186	Prbf.g_01664
OG0000225	Syai.g_00502	Prbf.g_01690
OG0000226	Syai.g_00506	Prbf.g_01694
OG0000227	Syai.g_00508	Prbf.g_01696
OG0000228	Syai.g_00516	Prbf.g_01700
OG0000229	Syai.g_02228	Prbf.g_01720
OG0000230	Syai.g_02226	Prbf.g_01722
OG0000231	Syai.g_02208	Prbf.g_01733
OG0000232	Syai.g_00846	Prbf.g_01744
OG0000233	Syai.g_00855	Prbf.g_01750
OG0000234	Syai.g_00866	Prbf.g_01759
OG0000235	Syai.g_00637	Prbf.g_01762
OG0000236	Syai.g_00652	Prbf.g_01776
OG0000237	Syai.g_00669	Prbf.g_01789
OG0000238	Syai.g_00674	Prbf.g_01795
OG0000239	Syai.g_00691	Prbf.g_01806
OG0000240	Syai.g_00692	Prbf.g_01807
OG0000241	Syai.g_01085, Syai.g_01089	Prbf.g_01811
OG0000242	Syai.g_00705	Prbf.g_01813
OG0000243	Syai.g_00726	Prbf.g_01824
OG0000244	Syai.g_00731	Prbf.g_01827
OG0000245	Syai.g_00733	Prbf.g_01829
OG0000246	Syai.g_00737	Prbf.g_01833
OG0000247	Syai.g_00748	Prbf.g_01843
OG0000248	Syai.g_00751	Prbf.g_01846
OG0000249	Syai.g_00753	Prbf.g_01848
OG0000250	Syai.g_00762	Prbf.g_01853
OG0000251	Syai.g_00789	Prbf.g_01873
OG0000252	Syai.g_00797	Prbf.g_01876
OG0000253	Syai.g_00798	Prbf.g_01877
OG0000254	Syai.g_01045	Prbf.g_01894
OG0000255	Syai.g_01061	Prbf.g_01900
OG0000256	Syai.g_01077	Prbf.g_01910
OG0000257	Syai.g_01084	Prbf.g_00977
OG0000258	Syai.g_01113	Prbf.g_00991
OG0000259	Syai.g_01229	Prbf.g_01008
OG0000260	Syai.g_01232	Prbf.g_01011
OG0000261	Syai.g_01235	Prbf.g_01014
OG0000262	Syai.g_01240	Prbf.g_01018
OG0000263	Syai.g_01776	Prbf.g_01282
OG0000264	Syai.g_01962	Prbf.g_01271
OG0000265	Syai.g_02245	Prbf.g_01253
OG0000266	Syai.g_01401	Prbf.g_01037
OG0000267	Syai.g_01569	Prbf.g_01049
OG0000268	Syai.g_01568	Prbf.g_01050
OG0000269	Syai.g_01316	Prbf.g_01250
OG0000270	Syai.g_01319	Prbf.g_01247
OG0000271	Syai.g_01327	Prbf.g_01239
OG0000272	Syai.g_01328	Prbf.g_01238
OG0000273	Syai.g_02037	Prbf.g_01214
OG0000274	Syai.g_02038	Prbf.g_01213
OG0000275	Syai.g_02043	Prbf.g_01210
OG0000276	Syai.g_02051	Prbf.g_01204
OG0000277	Syai.g_02052	Prbf.g_01203
OG0000278	Syai.g_02055	Prbf.g_01200
OG0000279	Syai.g_02063	Prbf.g_01193
OG0000280	Syai.g_02084	Prbf.g_01192
OG0000281	Syai.g_01719	Prbf.g_01185
OG0000282	Syai.g_01263	Prbf.g_01318
OG0000283	Syai.g_01554	Prbf.g_01141
OG0000284	Syai.g_01548	Prbf.g_01136
OG0000285	Syai.g_01522	Prbf.g_01131
OG0000286	Syai.g_01504	Prbf.g_01118
OG0000287	Syai.g_01469	Prbf.g_00065
OG0000288	Syai.g_01435	Prbf.g_01079
OG0000289	Syai.g_01421	Prbf.g_01063
OG0000290	Syai.g_02010	Prbf.g_01167
OG0000291	Syai.g_02008	Prbf.g_01169
OG0000292	Syai.g_02926	Prbf.g_00873
OG0000293	Syai.g_02155	Prbf.g_00908
OG0000294	Syai.g_02154	Prbf.g_00909
OG0000295	Syai.g_02117	Prbf.g_00932
OG0000296	Syai.g_02115	Prbf.g_00934
OG0000297	Syai.g_01754	Prbf.g_00943
OG0000298	Syai.g_01755	Prbf.g_00944
OG0000299	Syai.g_01783	Prbf.g_00963
OG0000300	Syai.g_01790	Prbf.g_00966
OG0000301	Syai.g_01791	Prbf.g_00967
OG0000302	Syai.g_01793	Prbf.g_00969
OG0000303	Syai.g_01802	Prbf.g_00975
OG0000304	Syai.g_01826	Prbf.g_01915
OG0000305	Syai.g_02005	Prbf.g_00875
OG0000306	Syai.g_02090	Prbf.g_01181
OG0000307	Syai.g_00619	Prbf.g_00104
OG0000308	Syai.g_00617	Prbf.g_00105
OG0000309	Syai.g_00612	Prbf.g_00109
OG0000310	Syai.g_00989	Prbf.g_00143
OG0000311	Syai.g_00985	Prbf.g_00145
OG0000312	Syai.g_00966	Prbf.g_00148
OG0000313	Syai.g_00949	Prbf.g_00161
OG0000314	Syai.g_00908	Prbf.g_00184
OG0000315	Syai.g_00897	Prbf.g_00194
OG0000316	Syai.g_02320, Syai.g_02322	Prbf.g_00219
OG0000317	Syai.g_02373	Prbf.g_00696
OG0000318	Syai.g_02379	Prbf.g_00692
OG0000319	Syai.g_02395	Prbf.g_00679
OG0000320	Syai.g_02397	Prbf.g_00677
OG0000321	Syai.g_02398	Prbf.g_00676
OG0000322	Syai.g_02399	Prbf.g_00675
OG0000323	Syai.g_02413	Prbf.g_00666
OG0000324	Syai.g_02272	Prbf.g_00639
OG0000325	Syai.g_00320	Prbf.g_00628
OG0000326	Syai.g_00327	Prbf.g_00621
OG0000327	Syai.g_00359	Prbf.g_00600
OG0000328	Syai.g_00360	Prbf.g_00599
OG0000329	Syai.g_00378	Prbf.g_00582
OG0000330	Syai.g_00379	Prbf.g_00581
OG0000331	Syai.g_00380	Prbf.g_00580
OG0000332	Syai.g_00395	Prbf.g_00566
OG0000333	Syai.g_00398	Prbf.g_00564
OG0000334	Syai.g_00407	Prbf.g_00555
OG0000335	Syai.g_00412	Prbf.g_00550
OG0000336	Syai.g_00416	Prbf.g_00546
OG0000337	Syai.g_00169	Prbf.g_00528
OG0000338	Syai.g_00166	Prbf.g_00527
OG0000339	Syai.g_00160	Prbf.g_00521
OG0000340	Syai.g_00133	Prbf.g_00512
OG0000341	Syai.g_00131	Prbf.g_00510
OG0000342	Syai.g_00130	Prbf.g_00509
OG0000343	Syai.g_00129	Prbf.g_00508
OG0000344	Syai.g_00125	Prbf.g_00505
OG0000345	Syai.g_00115	Prbf.g_00499
OG0000346	Syai.g_00110	Prbf.g_00495
OG0000347	Syai.g_00087	Prbf.g_00477
OG0000348	Syai.g_00076	Prbf.g_00469
OG0000349	Syai.g_00057	Prbf.g_00452
OG0000350	Syai.g_00334	Prbf.g_00351
OG0000351	Syai.g_02904	Prbf.g_00412
OG0000352	Syai.g_02905	Prbf.g_00411
OG0000353	Syai.g_02932	Prbf.g_00394
OG0000355	Syai.g_00001	Prbf.g_00392
OG0000356	Syai.g_00002	Prbf.g_00391
OG0000357	Syai.g_00003	Prbf.g_00390
OG0000358	Syai.g_00007	Prbf.g_00386
OG0000359	Syai.g_00009	Prbf.g_00385
OG0000360	Syai.g_00010	Prbf.g_00384
OG0000361	Syai.g_00011	Prbf.g_00383
OG0000362	Syai.g_00013	Prbf.g_00381
OG0000363	Syai.g_00015	Prbf.g_01336
OG0000364	Syai.g_00016	Prbf.g_01337
OG0000365	Syai.g_00027	Prbf.g_01342
OG0000366	Syai.g_00028	Prbf.g_01343
OG0000367	Syai.g_00029	Prbf.g_01344
OG0000368	Syai.g_00031	Prbf.g_01346
OG0000369	Syai.g_00032	Prbf.g_01347
OG0000370	Syai.g_00033	Prbf.g_01348
OG0000371	Syai.g_00041	Prbf.g_01355
OG0000372	Syai.g_00047	Prbf.g_01358
OG0000373	Syai.g_00048	Prbf.g_01359
OG0000374	Syai.g_00049	Prbf.g_01360
OG0000375	Syai.g_00053	Prbf.g_01362
OG0000376	Syai.g_00055	Prbf.g_01364
OG0000377	Syai.g_02769	Prbf.g_01368
OG0000378	Syai.g_02751	Prbf.g_01372
OG0000379	Syai.g_02733	Prbf.g_01375
OG0000380	Syai.g_02472	Prbf.g_01392
OG0000381	Syai.g_02475	Prbf.g_01397
OG0000382	Syai.g_02493	Prbf.g_01407
OG0000383	Syai.g_02498	Prbf.g_01409
OG0000384	Syai.g_02499	Prbf.g_01410
OG0000385	Syai.g_02500	Prbf.g_01411
OG0000386	Syai.g_02501	Prbf.g_01412
OG0000387	Syai.g_02534	Prbf.g_01426
OG0000388	Syai.g_02538	Prbf.g_01430
OG0000389	Syai.g_02542	Prbf.g_01433
OG0000390	Syai.g_02556	Prbf.g_01443
OG0000391	Syai.g_02561	Prbf.g_01446
OG0000392	Syai.g_02568	Prbf.g_01450
OG0000393	Syai.g_02570	Prbf.g_01453
OG0000394	Syai.g_02571	Prbf.g_01454
OG0000395	Syai.g_02572	Prbf.g_01455
OG0000396	Syai.g_02575	Prbf.g_01457
OG0000397	Syai.g_02577	Prbf.g_01459
OG0000398	Syai.g_02582	Prbf.g_01462
OG0000399	Syai.g_02583	Prbf.g_01463
OG0000400	Syai.g_02584	Prbf.g_01464
OG0000401	Syai.g_02585	Prbf.g_01465
OG0000402	Syai.g_02588	Prbf.g_01055
OG0000403	Syai.g_02589	Prbf.g_01467
OG0000404	Syai.g_02590	Prbf.g_01468
OG0000405	Syai.g_02606	Prbf.g_01472
OG0000406	Syai.g_02610	Prbf.g_01480
OG0000407	Syai.g_02611	Prbf.g_01481
OG0000408	Syai.g_02613	Prbf.g_01483
OG0000409	Syai.g_02615	Prbf.g_01485
OG0000410	Syai.g_02616	Prbf.g_01486
OG0000411	Syai.g_02617	Prbf.g_01487
OG0000412	Syai.g_02618	Prbf.g_01488
OG0000413	Syai.g_02620	Prbf.g_01490
OG0000414	Syai.g_02621	Prbf.g_01491
OG0000415	Syai.g_02622	Prbf.g_01492
OG0000416	Syai.g_02623	Prbf.g_01493
OG0000417	Syai.g_02624	Prbf.g_01494
OG0000418	Syai.g_02629	Prbf.g_01499
OG0000419	Syai.g_02631	Prbf.g_01501
OG0000420	Syai.g_02633	Prbf.g_01502
OG0000421	Syai.g_02638	Prbf.g_01507
OG0000422	Syai.g_02639	Prbf.g_01508
OG0000423	Syai.g_02640	Prbf.g_01509
OG0000424	Syai.g_02641	Prbf.g_01510
OG0000425	Syai.g_02642	Prbf.g_01511
OG0000426	Syai.g_02643	Prbf.g_01512
OG0000427	Syai.g_02644	Prbf.g_01513
OG0000428	Syai.g_02647	Prbf.g_01515
OG0000429	Syai.g_02649	Prbf.g_01516
OG0000430	Syai.g_02650	Prbf.g_01517
OG0000431	Syai.g_02654	Prbf.g_01519
OG0000432	Syai.g_02660	Prbf.g_01523
OG0000433	Syai.g_02662	Prbf.g_01524
OG0000434	Syai.g_02663	Prbf.g_01525
OG0000435	Syai.g_02666	Prbf.g_01526
OG0000436	Syai.g_02671	Prbf.g_01531
OG0000437	Syai.g_02672	Prbf.g_01532
OG0000438	Syai.g_02673	Prbf.g_01533
OG0000439	Syai.g_02675	Prbf.g_01535
OG0000440	Syai.g_02676	Prbf.g_01536
OG0000441	Syai.g_02681	Prbf.g_01539
OG0000442	Syai.g_02682	Prbf.g_01540
OG0000443	Syai.g_02683	Prbf.g_01541
OG0000444	Syai.g_02688	Prbf.g_01547
OG0000445	Syai.g_02689	Prbf.g_01548
OG0000446	Syai.g_02690	Prbf.g_01549
OG0000447	Syai.g_02693	Prbf.g_01550
OG0000448	Syai.g_02694	Prbf.g_01551
OG0000449	Syai.g_02695	Prbf.g_01552
OG0000450	Syai.g_02696	Prbf.g_01553
OG0000451	Syai.g_02697	Prbf.g_01554
OG0000452	Syai.g_02701	Prbf.g_01557
OG0000453	Syai.g_02702	Prbf.g_01558
OG0000454	Syai.g_02703	Prbf.g_01559
OG0000455	Syai.g_02704	Prbf.g_01560
OG0000456	Syai.g_02705	Prbf.g_01561
OG0000457	Syai.g_02707	Prbf.g_01563
OG0000458	Syai.g_02708	Prbf.g_01564
OG0000459	Syai.g_02709	Prbf.g_01565
OG0000460	Syai.g_00535	Prbf.g_01573
OG0000461	Syai.g_00314	Prbf.g_01581
OG0000462	Syai.g_00311	Prbf.g_01583
OG0000463	Syai.g_00310	Prbf.g_01584
OG0000464	Syai.g_00309	Prbf.g_01585
OG0000465	Syai.g_00307	Prbf.g_01586
OG0000466	Syai.g_00303	Prbf.g_01589
OG0000467	Syai.g_00301	Prbf.g_01590
OG0000468	Syai.g_00296	Prbf.g_01593
OG0000469	Syai.g_00282	Prbf.g_01601
OG0000470	Syai.g_00280	Prbf.g_01603
OG0000471	Syai.g_00279	Prbf.g_01604
OG0000472	Syai.g_00277	Prbf.g_01606
OG0000473	Syai.g_00275	Prbf.g_01608
OG0000474	Syai.g_00274	Prbf.g_01609
OG0000475	Syai.g_00273	Prbf.g_01610
OG0000476	Syai.g_00271	Prbf.g_01612
OG0000477	Syai.g_00265	Prbf.g_01615
OG0000478	Syai.g_00264	Prbf.g_01616
OG0000479	Syai.g_00263	Prbf.g_01617
OG0000480	Syai.g_00256	Prbf.g_01622
OG0000481	Syai.g_00254	Prbf.g_01625
OG0000482	Syai.g_00253	Prbf.g_01626
OG0000483	Syai.g_00249	Prbf.g_01629
OG0000484	Syai.g_00248	Prbf.g_01630
OG0000485	Syai.g_00247	Prbf.g_01632
OG0000486	Syai.g_00246	Prbf.g_01633
OG0000487	Syai.g_00240	Prbf.g_01636
OG0000488	Syai.g_00236	Prbf.g_01639
OG0000489	Syai.g_00226	Prbf.g_01644
OG0000490	Syai.g_00218	Prbf.g_01648
OG0000491	Syai.g_00217	Prbf.g_01649
OG0000492	Syai.g_00214	Prbf.g_01651
OG0000493	Syai.g_00213	Prbf.g_01652
OG0000494	Syai.g_00212	Prbf.g_01653
OG0000495	Syai.g_00211	Prbf.g_01654
OG0000496	Syai.g_00210	Prbf.g_01655
OG0000497	Syai.g_00209	Prbf.g_01656
OG0000498	Syai.g_00208	Prbf.g_01657
OG0000499	Syai.g_00207	Prbf.g_01658
OG0000500	Syai.g_00206	Prbf.g_01659
OG0000501	Syai.g_00203	Prbf.g_01660
OG0000502	Syai.g_00192	Prbf.g_01663
OG0000503	Syai.g_00486	Prbf.g_01678
OG0000504	Syai.g_00488	Prbf.g_01680
OG0000505	Syai.g_00489	Prbf.g_01681
OG0000506	Syai.g_00491	Prbf.g_01682
OG0000507	Syai.g_00497	Prbf.g_01685
OG0000508	Syai.g_00501	Prbf.g_01689
OG0000509	Syai.g_00503	Prbf.g_01691
OG0000510	Syai.g_00504	Prbf.g_01692
OG0000511	Syai.g_00505	Prbf.g_01693
OG0000512	Syai.g_00507	Prbf.g_01695
OG0000513	Syai.g_00521	Prbf.g_01704
OG0000514	Syai.g_00528	Prbf.g_01715
OG0000515	Syai.g_00529	Prbf.g_01716
OG0000516	Syai.g_02223	Prbf.g_01717
OG0000517	Syai.g_02229	Prbf.g_01719
OG0000518	Syai.g_02211	Prbf.g_01730
OG0000519	Syai.g_02210	Prbf.g_01731
OG0000520	Syai.g_02209	Prbf.g_01732
OG0000521	Syai.g_00842	Prbf.g_01740
OG0000522	Syai.g_00844	Prbf.g_01742
OG0000523	Syai.g_00845	Prbf.g_01743
OG0000524	Syai.g_00852	Prbf.g_01748
OG0000525	Syai.g_00856	Prbf.g_01752
OG0000526	Syai.g_00859	Prbf.g_01753
OG0000527	Syai.g_00863	Prbf.g_01756
OG0000528	Syai.g_00633	Prbf.g_01761
OG0000529	Syai.g_00639	Prbf.g_01764
OG0000530	Syai.g_00642	Prbf.g_01767
OG0000531	Syai.g_00643	Prbf.g_01768
OG0000532	Syai.g_00646	Prbf.g_01770
OG0000533	Syai.g_00647	Prbf.g_01771
OG0000534	Syai.g_00648	Prbf.g_01772
OG0000535	Syai.g_00649	Prbf.g_01773
OG0000536	Syai.g_00650	Prbf.g_01774
OG0000537	Syai.g_00651	Prbf.g_01775
OG0000538	Syai.g_00662	Prbf.g_01784
OG0000539	Syai.g_00663	Prbf.g_01785
OG0000540	Syai.g_00664	Prbf.g_01786
OG0000541	Syai.g_00665	Prbf.g_01787
OG0000542	Syai.g_00668	Prbf.g_01788
OG0000543	Syai.g_00670	Prbf.g_01790
OG0000544	Syai.g_00671	Prbf.g_01791
OG0000545	Syai.g_00673	Prbf.g_01793
OG0000546	Syai.g_00675	Prbf.g_01796
OG0000547	Syai.g_00677	Prbf.g_01798
OG0000548	Syai.g_00678	Prbf.g_01799
OG0000549	Syai.g_00684	Prbf.g_01801
OG0000550	Syai.g_00689	Prbf.g_01805
OG0000551	Syai.g_00694	Prbf.g_01808
OG0000552	Syai.g_00695	Prbf.g_01809
OG0000553	Syai.g_00698	Prbf.g_01810
OG0000554	Syai.g_00708	Prbf.g_01815
