Orthogroup	Syat	Syae
OG0000119	Syat.g_00309	Syae.g_00904
OG0000120	Syat.g_02132	Syae.g_01912
OG0000121	Syat.g_01223	Syae.g_02649
OG0000123	Syat.g_01653	Syae.g_02131
OG0000124	Syat.g_02231	Syae.g_01809
OG0000125	Syat.g_02684	Syae.g_01573
OG0000126	Syat.g_00976	Syae.g_01706
OG0000128	Syat.g_02331	Syae.g_01724
OG0000129	Syat.g_02693, Syat.g_02694	Syae.g_01562
OG0000130	Syat.g_01469	Syae.g_01284
OG0000131	Syat.g_02898	Syae.g_01428
OG0000132	Syat.g_02864	Syae.g_01447
OG0000133	Syat.g_00588	Syae.g_00356
OG0000134	Syat.g_02956	Syae.g_02222
OG0000135	Syat.g_02501	Syae.g_01608
OG0000136	Syat.g_01292	Syae.g_00989
OG0000137	Syat.g_01371	Syae.g_02530
OG0000138	Syat.g_03188	Syae.g_02325
OG0000139	Syat.g_03276	Syae.g_02380
OG0000140	Syat.g_03280	Syae.g_02383
OG0000141	Syat.g_03398	Syae.g_00016
OG0000142	Syat.g_00117	Syae.g_00074
OG0000143	Syat.g_00130	Syae.g_00078
OG0000144	Syat.g_00369	Syae.g_00261
OG0000145	Syat.g_03202	Syae.g_02331
OG0000146	Syat.g_00594	Syae.g_00350
OG0000147	Syat.g_00595	Syae.g_00349
OG0000148	Syat.g_00503	Syae.g_00500
OG0000149	Syat.g_00747	Syae.g_00847
OG0000150	Syat.g_03399	Syae.g_00017
OG0000151	Syat.g_00801, Syat.g_00440	Syae.g_00563
OG0000152	Syat.g_00578	Syae.g_00360
OG0000153	Syat.g_00542	Syae.g_00394
OG0000154	Syat.g_00708	Syae.g_00420
OG0000155	Syat.g_00287	Syae.g_00885
OG0000156	Syat.g_03228	Syae.g_00945
OG0000157	Syat.g_02012, Syat.g_03227	Syae.g_00946
OG0000158	Syat.g_02163	Syae.g_01858
OG0000160	Syat.g_01224	Syae.g_02650
OG0000161	Syat.g_01180	Syae.g_02644
OG0000162	Syat.g_01281	Syae.g_02638
OG0000163	Syat.g_02979	Syae.g_01092
OG0000164	Syat.g_03040	Syae.g_01198
OG0000165	Syat.g_03033	Syae.g_01021
OG0000166	Syat.g_01822	Syae.g_02085
OG0000167	Syat.g_02148	Syae.g_01874
OG0000168	Syat.g_02164	Syae.g_01856
OG0000169	Syat.g_02192	Syae.g_01841
OG0000170	Syat.g_02201	Syae.g_01834
OG0000171	Syat.g_02230	Syae.g_01810
OG0000172	Syat.g_02260	Syae.g_01788
OG0000173	Syat.g_02284	Syae.g_01770
OG0000174	Syat.g_02504	Syae.g_01610
OG0000175	Syat.g_02416	Syae.g_01679
OG0000176	Syat.g_02372	Syae.g_01716
OG0000177	Syat.g_02338	Syae.g_01717
OG0000178	Syat.g_02337	Syae.g_01718
OG0000179	Syat.g_02322	Syae.g_01733
OG0000180	Syat.g_02321	Syae.g_01734
OG0000181	Syat.g_02320	Syae.g_01735
OG0000182	Syat.g_02319	Syae.g_01736
OG0000183	Syat.g_02315	Syae.g_01740
OG0000184	Syat.g_02704	Syae.g_01554
OG0000185	Syat.g_02719	Syae.g_01551
OG0000186	Syat.g_01463	Syae.g_01279
OG0000187	Syat.g_01467	Syae.g_01280
OG0000188	Syat.g_01489	Syae.g_01323
OG0000189	Syat.g_00386, Syat.g_01557	Syae.g_01350
OG0000190	Syat.g_00330	Syae.g_01352
OG0000191	Syat.g_03344, Syat.g_02939	Syae.g_01384
OG0000192	Syat.g_02933	Syae.g_01390
OG0000193	Syat.g_02897	Syae.g_01429
OG0000194	Syat.g_02894	Syae.g_01432
OG0000196	Syat.g_02867	Syae.g_01444
OG0000197	Syat.g_02866	Syae.g_01445
OG0000198	Syat.g_02865	Syae.g_01446
OG0000199	Syat.g_02857	Syae.g_01454
OG0000200	Syat.g_02840	Syae.g_01471
OG0000201	Syat.g_02821	Syae.g_01487
OG0000202	Syat.g_02820	Syae.g_01488
OG0000203	Syat.g_02819	Syae.g_01489
OG0000204	Syat.g_02818	Syae.g_01490
OG0000205	Syat.g_02809	Syae.g_01497
OG0000206	Syat.g_02785	Syae.g_01504
OG0000207	Syat.g_02778	Syae.g_01506
OG0000208	Syat.g_02777	Syae.g_01507
OG0000209	Syat.g_02735	Syae.g_01528
OG0000210	Syat.g_02734	Syae.g_01529
OG0000211	Syat.g_01452	Syae.g_02234
OG0000212	Syat.g_01442	Syae.g_02244
OG0000213	Syat.g_01889	Syae.g_02003
OG0000214	Syat.g_02042	Syae.g_01986
OG0000215	Syat.g_02075	Syae.g_01955
OG0000216	Syat.g_02079	Syae.g_01951
OG0000217	Syat.g_02085	Syae.g_01947
OG0000218	Syat.g_02087	Syae.g_01945
OG0000219	Syat.g_02088	Syae.g_01944
OG0000220	Syat.g_02089	Syae.g_01943
OG0000221	Syat.g_02095	Syae.g_01937
OG0000222	Syat.g_02109	Syae.g_01926
OG0000223	Syat.g_02570	Syae.g_01904
OG0000224	Syat.g_02139	Syae.g_01897
OG0000225	Syat.g_01595	Syae.g_02208
OG0000226	Syat.g_01588	Syae.g_02212
OG0000228	Syat.g_02952	Syae.g_02218
OG0000229	Syat.g_02970	Syae.g_00994
OG0000230	Syat.g_02972	Syae.g_00992
OG0000231	Syat.g_01283	Syae.g_00980
OG0000232	Syat.g_01313	Syae.g_02496
OG0000233	Syat.g_01407	Syae.g_02504
OG0000234	Syat.g_01369	Syae.g_02532
OG0000235	Syat.g_03169	Syae.g_02308
OG0000236	Syat.g_03186	Syae.g_02323
OG0000237	Syat.g_03214	Syae.g_02340
OG0000238	Syat.g_03219	Syae.g_02345
OG0000239	Syat.g_01105	Syae.g_02360
OG0000240	Syat.g_01104	Syae.g_02361
OG0000241	Syat.g_00111	Syae.g_00065
OG0000242	Syat.g_01077	Syae.g_02372
OG0000243	Syat.g_00092	Syae.g_02391
OG0000244	Syat.g_00082	Syae.g_02399
OG0000245	Syat.g_00080	Syae.g_02401
OG0000246	Syat.g_00076	Syae.g_02405
OG0000247	Syat.g_00065	Syae.g_02416
OG0000248	Syat.g_00062	Syae.g_02419
OG0000249	Syat.g_00060	Syae.g_02421
OG0000251	Syat.g_00027	Syae.g_02455
OG0000252	Syat.g_00022	Syae.g_02458
OG0000253	Syat.g_00021	Syae.g_02459
OG0000254	Syat.g_03407	Syae.g_00021
OG0000255	Syat.g_02405	Syae.g_00041
OG0000256	Syat.g_03306	Syae.g_00058
OG0000257	Syat.g_00109	Syae.g_00064
OG0000258	Syat.g_00382	Syae.g_00083
OG0000259	Syat.g_00342	Syae.g_00608
OG0000260	Syat.g_00392	Syae.g_00603
OG0000261	Syat.g_00400	Syae.g_00600
OG0000262	Syat.g_00407	Syae.g_00595
OG0000263	Syat.g_00200	Syae.g_00671
OG0000266	Syat.g_00671	Syae.g_00457
OG0000267	Syat.g_00636	Syae.g_00304
OG0000268	Syat.g_00634	Syae.g_00308
OG0000269	Syat.g_00474, Syat.g_00126	Syae.g_00526
OG0000270	Syat.g_00477	Syae.g_00523
OG0000271	Syat.g_00485	Syae.g_00515
OG0000272	Syat.g_00486	Syae.g_00514
OG0000274	Syat.g_00521	Syae.g_00826
OG0000275	Syat.g_00718	Syae.g_00832
OG0000276	Syat.g_00725	Syae.g_00839
OG0000278	Syat.g_00741	Syae.g_00843
OG0000279	Syat.g_00755	Syae.g_00851
OG0000280	Syat.g_01669	Syae.g_00877
OG0000281	Syat.g_00960	Syae.g_02057
OG0000282	Syat.g_00431	Syae.g_00573
OG0000283	Syat.g_00620	Syae.g_00321
OG0000284	Syat.g_00614	Syae.g_00327
OG0000285	Syat.g_00607	Syae.g_00340
OG0000286	Syat.g_00579	Syae.g_00359
OG0000287	Syat.g_00550	Syae.g_00387
OG0000288	Syat.g_00709	Syae.g_00419
OG0000289	Syat.g_00695	Syae.g_00433
OG0000290	Syat.g_00805	Syae.g_00796
OG0000291	Syat.g_00807	Syae.g_00794
OG0000292	Syat.g_02388	Syae.g_01705
OG0000293	Syat.g_03241	Syae.g_00938
OG0000294	Syat.g_03248	Syae.g_00937
OG0000295	Syat.g_00297	Syae.g_00893
OG0000296	Syat.g_00295	Syae.g_00891
OG0000298	Syat.g_00225	Syae.g_00646
OG0000299	Syat.g_00910	Syae.g_00680
OG0000300	Syat.g_00904	Syae.g_00686
OG0000301	Syat.g_00903	Syae.g_00687
OG0000302	Syat.g_00901	Syae.g_00691
OG0000303	Syat.g_00892	Syae.g_00700
OG0000304	Syat.g_00885	Syae.g_00706
OG0000305	Syat.g_00809	Syae.g_00791
OG0000306	Syat.g_01704	Syae.g_00277
OG0000307	Syat.g_01304	Syae.g_02290
OG0000308	Syat.g_01306	Syae.g_02288
OG0000309	Syat.g_01417	Syae.g_02283
OG0000310	Syat.g_01246	Syae.g_02687
OG0000311	Syat.g_01242	Syae.g_02682
OG0000312	Syat.g_01237	Syae.g_02664
OG0000313	Syat.g_01183	Syae.g_02647
OG0000314	Syat.g_01341	Syae.g_02618
OG0000315	Syat.g_01351	Syae.g_02609
OG0000316	Syat.g_03082	Syae.g_01118
OG0000317	Syat.g_03120	Syae.g_01160
OG0000318	Syat.g_03125	Syae.g_01164
OG0000319	Syat.g_03055	Syae.g_01181
OG0000320	Syat.g_03053	Syae.g_01183
OG0000321	Syat.g_03052	Syae.g_01184
OG0000322	Syat.g_03051	Syae.g_01185
OG0000323	Syat.g_03038	Syae.g_01200
OG0000324	Syat.g_02998	Syae.g_01049
OG0000325	Syat.g_01861	Syae.g_02033
OG0000326	Syat.g_01854	Syae.g_02040
OG0000327	Syat.g_01827	Syae.g_02080
OG0000328	Syat.g_01826	Syae.g_02081
OG0000329	Syat.g_01808	Syae.g_02099
OG0000330	Syat.g_01807	Syae.g_02100
OG0000331	Syat.g_01806	Syae.g_02101
OG0000332	Syat.g_01790	Syae.g_02116
OG0000333	Syat.g_01787	Syae.g_02119
OG0000334	Syat.g_01657	Syae.g_02128
OG0000335	Syat.g_01652	Syae.g_02132
OG0000336	Syat.g_01648	Syae.g_02136
OG0000337	Syat.g_02144	Syae.g_01879
OG0000338	Syat.g_02146	Syae.g_01876
OG0000339	Syat.g_02155, Syat.g_01055	Syae.g_01869
OG0000340	Syat.g_02165	Syae.g_01855
OG0000341	Syat.g_02167	Syae.g_01853
OG0000342	Syat.g_02168	Syae.g_01852
OG0000343	Syat.g_02185	Syae.g_01848
OG0000344	Syat.g_02189	Syae.g_01843
OG0000345	Syat.g_02202	Syae.g_01833
OG0000346	Syat.g_02207	Syae.g_01828
OG0000347	Syat.g_02234	Syae.g_01805
OG0000348	Syat.g_02264	Syae.g_01781
OG0000349	Syat.g_02291	Syae.g_01763
OG0000350	Syat.g_01847	Syae.g_02047
OG0000351	Syat.g_02411	Syae.g_01684
OG0000352	Syat.g_02410	Syae.g_01685
OG0000353	Syat.g_00955, Syat.g_02377	Syae.g_01711
OG0000354	Syat.g_03225	Syae.g_02351
OG0000354	Syat.g_02325	Syae.g_01731
OG0000355	Syat.g_02375	Syae.g_01713
OG0000356	Syat.g_02374	Syae.g_01714
OG0000357	Syat.g_02373	Syae.g_01715
OG0000358	Syat.g_02336	Syae.g_01719
OG0000359	Syat.g_02334	Syae.g_01721
OG0000360	Syat.g_02333	Syae.g_01722
OG0000361	Syat.g_02332	Syae.g_01723
OG0000362	Syat.g_02330	Syae.g_01725
OG0000363	Syat.g_02328	Syae.g_01727
OG0000364	Syat.g_03122	Syae.g_01728
OG0000365	Syat.g_02318	Syae.g_01737
OG0000366	Syat.g_02317	Syae.g_01738
OG0000367	Syat.g_02316	Syae.g_01739
OG0000368	Syat.g_02314	Syae.g_01741
OG0000369	Syat.g_02313	Syae.g_01742
OG0000370	Syat.g_02312	Syae.g_01743
OG0000371	Syat.g_02304	Syae.g_01751
OG0000372	Syat.g_02298	Syae.g_01756
OG0000373	Syat.g_02297	Syae.g_01757
OG0000374	Syat.g_02296	Syae.g_01758
OG0000375	Syat.g_02295	Syae.g_01759
OG0000376	Syat.g_02293	Syae.g_01761
OG0000377	Syat.g_02695	Syae.g_01561
OG0000378	Syat.g_02715	Syae.g_01553
OG0000379	Syat.g_02720	Syae.g_01550
OG0000380	Syat.g_01468	Syae.g_01281
OG0000381	Syat.g_01470	Syae.g_01285
OG0000382	Syat.g_01488	Syae.g_01322
OG0000383	Syat.g_01521	Syae.g_01324
OG0000384	Syat.g_01522	Syae.g_01325
OG0000385	Syat.g_01523	Syae.g_01326
OG0000386	Syat.g_01524	Syae.g_01327
OG0000387	Syat.g_01561	Syae.g_01354
OG0000388	Syat.g_01565	Syae.g_01358
OG0000389	Syat.g_01569	Syae.g_01362
OG0000390	Syat.g_02945	Syae.g_01378
OG0000391	Syat.g_02940	Syae.g_01383
OG0000392	Syat.g_02934	Syae.g_01389
OG0000393	Syat.g_02931	Syae.g_01392
OG0000394	Syat.g_02930	Syae.g_01393
OG0000395	Syat.g_02929	Syae.g_01394
OG0000396	Syat.g_02927	Syae.g_01397
OG0000397	Syat.g_02925	Syae.g_01400
OG0000398	Syat.g_02920	Syae.g_01405
OG0000399	Syat.g_02919	Syae.g_01406
OG0000400	Syat.g_02918	Syae.g_01407
OG0000401	Syat.g_02917	Syae.g_01408
OG0000402	Syat.g_02915	Syae.g_01410
OG0000403	Syat.g_02914	Syae.g_01411
OG0000404	Syat.g_02913	Syae.g_01412
OG0000405	Syat.g_02900	Syae.g_01426
OG0000406	Syat.g_02896	Syae.g_01430
OG0000407	Syat.g_02895	Syae.g_01431
OG0000408	Syat.g_02893	Syae.g_01433
OG0000409	Syat.g_02891	Syae.g_01435
OG0000410	Syat.g_02890	Syae.g_01436
OG0000411	Syat.g_02889	Syae.g_01437
OG0000412	Syat.g_02888	Syae.g_01438
OG0000413	Syat.g_02886	Syae.g_01440
OG0000415	Syat.g_02884	Syae.g_01441
OG0000416	Syat.g_02883	Syae.g_01442
OG0000417	Syat.g_02868	Syae.g_01443
OG0000418	Syat.g_02863	Syae.g_01448
OG0000419	Syat.g_02861	Syae.g_01450
OG0000420	Syat.g_02859	Syae.g_01452
OG0000421	Syat.g_02855	Syae.g_01457
OG0000422	Syat.g_02854	Syae.g_01458
OG0000423	Syat.g_02853	Syae.g_01459
OG0000424	Syat.g_02852	Syae.g_01460
OG0000425	Syat.g_02851	Syae.g_01461
OG0000426	Syat.g_02850	Syae.g_01462
OG0000427	Syat.g_02849	Syae.g_01463
OG0000428	Syat.g_02846	Syae.g_01466
OG0000429	Syat.g_02843	Syae.g_01468
OG0000430	Syat.g_02841	Syae.g_01470
OG0000431	Syat.g_02838	Syae.g_01473
OG0000432	Syat.g_02832	Syae.g_01481
OG0000433	Syat.g_02829	Syae.g_01484
OG0000434	Syat.g_02828	Syae.g_01485
OG0000435	Syat.g_02824	Syae.g_01486
OG0000436	Syat.g_02817	Syae.g_01491
OG0000437	Syat.g_02558	Syae.g_01492
OG0000438	Syat.g_02813	Syae.g_01493
OG0000439	Syat.g_02811	Syae.g_01495
OG0000440	Syat.g_02810	Syae.g_01496
OG0000441	Syat.g_02807	Syae.g_01501
OG0000442	Syat.g_02797	Syae.g_01502
OG0000443	Syat.g_02787	Syae.g_01503
OG0000444	Syat.g_02756	Syae.g_01509
OG0000445	Syat.g_02755	Syae.g_01510
OG0000446	Syat.g_02753	Syae.g_01512
OG0000447	Syat.g_02749	Syae.g_01517
OG0000448	Syat.g_02748	Syae.g_01518
OG0000449	Syat.g_02747	Syae.g_01519
OG0000450	Syat.g_02738	Syae.g_01525
OG0000451	Syat.g_02737	Syae.g_01526
OG0000452	Syat.g_02732	Syae.g_01530
OG0000453	Syat.g_02731	Syae.g_01531
OG0000454	Syat.g_02730	Syae.g_01532
OG0000455	Syat.g_02729	Syae.g_01533
OG0000456	Syat.g_02728	Syae.g_01534
OG0000457	Syat.g_02726	Syae.g_01536
OG0000458	Syat.g_02725	Syae.g_01538
OG0000459	Syat.g_02724	Syae.g_01539
OG0000460	Syat.g_01450	Syae.g_02236
OG0000461	Syat.g_01866	Syae.g_02024
OG0000462	Syat.g_01868	Syae.g_02021
OG0000463	Syat.g_01869	Syae.g_02020
OG0000464	Syat.g_01870	Syae.g_02019
OG0000465	Syat.g_01872	Syae.g_02018
OG0000466	Syat.g_01877	Syae.g_02014
OG0000467	Syat.g_01878	Syae.g_02012
OG0000468	Syat.g_01884	Syae.g_02007
OG0000469	Syat.g_02000	Syae.g_01992
OG0000470	Syat.g_02038	Syae.g_01990
OG0000471	Syat.g_02039	Syae.g_01989
OG0000472	Syat.g_02041	Syae.g_01987
OG0000473	Syat.g_02043	Syae.g_01985
OG0000474	Syat.g_02044	Syae.g_01984
OG0000475	Syat.g_02045	Syae.g_01983
OG0000476	Syat.g_02047	Syae.g_01981
OG0000477	Syat.g_02053	Syae.g_01975
OG0000478	Syat.g_02054	Syae.g_01974
OG0000479	Syat.g_02056	Syae.g_01973
OG0000480	Syat.g_02063	Syae.g_01966
OG0000481	Syat.g_02066	Syae.g_01964
OG0000482	Syat.g_02067	Syae.g_01963
OG0000483	Syat.g_02071	Syae.g_01959
OG0000484	Syat.g_02072	Syae.g_01958
OG0000485	Syat.g_02073	Syae.g_01957
OG0000486	Syat.g_02074	Syae.g_01956
OG0000487	Syat.g_02080	Syae.g_01950
OG0000488	Syat.g_02086	Syae.g_01946
OG0000489	Syat.g_02097	Syae.g_01936
OG0000490	Syat.g_02106	Syae.g_01928
OG0000491	Syat.g_02107	Syae.g_01927
OG0000492	Syat.g_02110	Syae.g_01925
OG0000493	Syat.g_02111	Syae.g_01924
OG0000494	Syat.g_02112	Syae.g_01923
OG0000495	Syat.g_02120	Syae.g_01922
OG0000496	Syat.g_02121	Syae.g_01921
OG0000497	Syat.g_02122	Syae.g_01920
OG0000498	Syat.g_02123	Syae.g_01919
OG0000499	Syat.g_02124	Syae.g_01918
OG0000500	Syat.g_02125	Syae.g_01917
OG0000501	Syat.g_02128	Syae.g_01914
OG0000502	Syat.g_02135	Syae.g_01902
OG0000503	Syat.g_01614	Syae.g_02192
OG0000504	Syat.g_01612	Syae.g_02194
OG0000505	Syat.g_01611	Syae.g_02195
OG0000506	Syat.g_01609	Syae.g_02197
OG0000507	Syat.g_01603	Syae.g_02203
OG0000508	Syat.g_01596	Syae.g_02207
OG0000509	Syat.g_01591	Syae.g_02209
OG0000510	Syat.g_01590	Syae.g_02210
OG0000511	Syat.g_01589	Syae.g_02211
OG0000512	Syat.g_01587	Syae.g_02213
OG0000513	Syat.g_02957	Syae.g_02223
OG0000514	Syat.g_02962	Syae.g_02229
OG0000515	Syat.g_02963	Syae.g_02230
OG0000516	Syat.g_02965	Syae.g_01000
OG0000517	Syat.g_02969	Syae.g_00995
OG0000518	Syat.g_01286	Syae.g_00983
OG0000519	Syat.g_01285	Syae.g_00982
OG0000520	Syat.g_01284	Syae.g_00981
OG0000521	Syat.g_01319	Syae.g_02491
OG0000522	Syat.g_01317	Syae.g_02493
OG0000523	Syat.g_01316	Syae.g_02494
OG0000524	Syat.g_01409	Syae.g_02501
OG0000525	Syat.g_01382	Syae.g_02520
OG0000526	Syat.g_01380	Syae.g_02523
OG0000527	Syat.g_01373	Syae.g_02528
OG0000528	Syat.g_03167	Syae.g_02304
OG0000529	Syat.g_03171	Syae.g_02310
OG0000530	Syat.g_03174	Syae.g_02313
OG0000531	Syat.g_03175	Syae.g_02314
OG0000532	Syat.g_03178	Syae.g_02317
OG0000533	Syat.g_03180	Syae.g_02318
OG0000534	Syat.g_03181	Syae.g_02319
OG0000535	Syat.g_03182	Syae.g_02320
OG0000536	Syat.g_03183	Syae.g_02321
OG0000537	Syat.g_03185	Syae.g_02322
OG0000538	Syat.g_03204	Syae.g_02333
OG0000539	Syat.g_03206	Syae.g_02334
OG0000540	Syat.g_03207	Syae.g_02335
OG0000541	Syat.g_03208	Syae.g_02336
OG0000542	Syat.g_03213	Syae.g_02339
OG0000543	Syat.g_03215	Syae.g_02341
OG0000544	Syat.g_03216	Syae.g_02342
OG0000545	Syat.g_03218	Syae.g_02344
OG0000546	Syat.g_03220	Syae.g_02346
OG0000547	Syat.g_03222	Syae.g_02348
OG0000548	Syat.g_03223	Syae.g_02349
OG0000549	Syat.g_01795	Syae.g_02354
OG0000550	Syat.g_01107	Syae.g_02358
OG0000551	Syat.g_01103	Syae.g_02363
OG0000552	Syat.g_01102	Syae.g_02364
OG0000553	Syat.g_01098	Syae.g_02366
OG0000554	Syat.g_03271	Syae.g_02375
OG0000555	Syat.g_00093	Syae.g_02390
OG0000556	Syat.g_00088	Syae.g_02394
OG0000557	Syat.g_00083	Syae.g_02398
OG0000558	Syat.g_00081	Syae.g_02400
OG0000559	Syat.g_00077	Syae.g_02404
OG0000560	Syat.g_00074	Syae.g_02407
OG0000561	Syat.g_00073	Syae.g_02408
OG0000562	Syat.g_00072	Syae.g_02409
OG0000563	Syat.g_00071	Syae.g_02410
OG0000564	Syat.g_00070	Syae.g_02411
OG0000565	Syat.g_00067	Syae.g_02414
OG0000566	Syat.g_00063	Syae.g_02418
OG0000567	Syat.g_00059	Syae.g_02422
OG0000568	Syat.g_00057	Syae.g_02427
OG0000569	Syat.g_00056	Syae.g_02428
OG0000570	Syat.g_00055	Syae.g_02429
OG0000571	Syat.g_00052	Syae.g_02433
OG0000572	Syat.g_00033	Syae.g_02448
OG0000573	Syat.g_00024	Syae.g_02456
OG0000574	Syat.g_00023	Syae.g_02457
OG0000575	Syat.g_00018	Syae.g_02461
OG0000576	Syat.g_00014	Syae.g_02463
OG0000577	Syat.g_00013	Syae.g_02464
OG0000578	Syat.g_00012	Syae.g_02465
OG0000579	Syat.g_00011	Syae.g_02466
OG0000580	Syat.g_00010	Syae.g_02467
OG0000581	Syat.g_00003	Syae.g_02473
OG0000582	Syat.g_03403	Syae.g_00018
OG0000583	Syat.g_03404	Syae.g_00019
OG0000584	Syat.g_03405	Syae.g_00020
OG0000585	Syat.g_03408	Syae.g_00022
OG0000586	Syat.g_03409	Syae.g_00023
OG0000587	Syat.g_00001	Syae.g_00025
OG0000588	Syat.g_00338	Syae.g_00043
OG0000589	Syat.g_03318	Syae.g_00047
OG0000590	Syat.g_03317	Syae.g_00048
OG0000591	Syat.g_03308	Syae.g_00056
OG0000592	Syat.g_03307	Syae.g_00057
OG0000593	Syat.g_00113	Syae.g_00070
OG0000594	Syat.g_00114	Syae.g_00071
OG0000595	Syat.g_00115	Syae.g_00072
OG0000596	Syat.g_00129	Syae.g_00077
OG0000597	Syat.g_00132	Syae.g_00080
