Orthogroup	Syat	Syap
OG0000429	Syat.g_02843	Syap.g_01184
OG0000430	Syat.g_02841	Syap.g_01182
OG0000431	Syat.g_02838	Syap.g_01179
OG0000432	Syat.g_02832	Syap.g_02277
OG0000433	Syat.g_02829	Syap.g_02272
OG0000434	Syat.g_02828	Syap.g_02271
OG0000435	Syat.g_02824	Syap.g_02268
OG0000436	Syat.g_02817	Syap.g_01607
OG0000437	Syat.g_02558	Syap.g_01608
OG0000438	Syat.g_02813	Syap.g_01612
OG0000439	Syat.g_02811	Syap.g_01614
OG0000440	Syat.g_02810	Syap.g_01615
OG0000441	Syat.g_02807	Syap.g_01619
OG0000442	Syat.g_02797	Syap.g_01620
OG0000443	Syat.g_02787	Syap.g_01622
OG0000444	Syat.g_02756	Syap.g_01424
OG0000445	Syat.g_02755	Syap.g_01421
OG0000446	Syat.g_02753	Syap.g_01419
OG0000447	Syat.g_02749	Syap.g_01410
OG0000448	Syat.g_02748	Syap.g_01407
OG0000449	Syat.g_02747	Syap.g_01406
OG0000450	Syat.g_02738	Syap.g_01909
OG0000451	Syat.g_02737	Syap.g_01908
OG0000452	Syat.g_02732	Syap.g_01904
OG0000453	Syat.g_02731	Syap.g_01903
OG0000454	Syat.g_02730	Syap.g_01902
OG0000455	Syat.g_02729	Syap.g_01901
OG0000456	Syat.g_02728	Syap.g_01900
OG0000457	Syat.g_02726	Syap.g_01896
OG0000458	Syat.g_02725	Syap.g_01895
OG0000459	Syat.g_02724	Syap.g_01894
OG0000460	Syat.g_01450	Syap.g_01159
OG0000461	Syat.g_01866	Syap.g_01575
OG0000462	Syat.g_01868	Syap.g_01578
OG0000463	Syat.g_01869	Syap.g_01579
OG0000464	Syat.g_01870	Syap.g_01580
OG0000465	Syat.g_01872	Syap.g_01582
OG0000466	Syat.g_01877	Syap.g_01587
OG0000467	Syat.g_01878	Syap.g_01588
OG0000468	Syat.g_01884	Syap.g_01593
OG0000469	Syat.g_02000	Syap.g_02352
OG0000470	Syat.g_02038	Syap.g_02349
OG0000471	Syat.g_02039	Syap.g_02348
OG0000472	Syat.g_02041	Syap.g_02347
OG0000473	Syat.g_02043	Syap.g_02343
OG0000474	Syat.g_02044	Syap.g_02342
OG0000475	Syat.g_02045	Syap.g_02341
OG0000476	Syat.g_02047	Syap.g_02339
OG0000477	Syat.g_02053	Syap.g_01367
OG0000478	Syat.g_02054	Syap.g_01366
OG0000479	Syat.g_02056	Syap.g_01364
OG0000480	Syat.g_02063	Syap.g_01357
OG0000482	Syat.g_02067	Syap.g_01355
OG0000483	Syat.g_02071	Syap.g_01344
OG0000484	Syat.g_02072	Syap.g_01350
OG0000485	Syat.g_02073	Syap.g_01349
OG0000487	Syat.g_02080	Syap.g_01635
OG0000488	Syat.g_02086	Syap.g_01639
OG0000489	Syat.g_02097	Syap.g_02482
OG0000490	Syat.g_02106	Syap.g_01673
OG0000491	Syat.g_02107	Syap.g_01670
OG0000492	Syat.g_02110	Syap.g_01668
OG0000493	Syat.g_02111	Syap.g_01667
OG0000494	Syat.g_02112	Syap.g_01666
OG0000495	Syat.g_02120	Syap.g_01665
OG0000496	Syat.g_02121	Syap.g_01663
OG0000497	Syat.g_02122	Syap.g_01662
OG0000498	Syat.g_02123	Syap.g_01661
OG0000499	Syat.g_02124	Syap.g_01660
OG0000500	Syat.g_02125	Syap.g_01659
OG0000501	Syat.g_02128	Syap.g_01656
OG0000502	Syat.g_02135	Syap.g_02066
OG0000503	Syat.g_01614	Syap.g_00569
OG0000504	Syat.g_01612	Syap.g_00567
OG0000505	Syat.g_01611	Syap.g_00566
OG0000506	Syat.g_01609	Syap.g_00564
OG0000507	Syat.g_01603	Syap.g_00558
OG0000508	Syat.g_01596	Syap.g_00554
OG0000509	Syat.g_01591	Syap.g_00551
OG0000510	Syat.g_01590	Syap.g_00550
OG0000511	Syat.g_01589	Syap.g_00548
OG0000512	Syat.g_01587	Syap.g_02145
OG0000513	Syat.g_02957	Syap.g_02048
OG0000514	Syat.g_02962	Syap.g_02051
OG0000515	Syat.g_02963	Syap.g_02052
OG0000516	Syat.g_02965	Syap.g_02054
OG0000517	Syat.g_02969	Syap.g_02057
OG0000519	Syat.g_01285	Syap.g_00457
OG0000520	Syat.g_01284	Syap.g_00456
OG0000521	Syat.g_01319	Syap.g_01997
OG0000522	Syat.g_01317	Syap.g_01995
OG0000523	Syat.g_01316	Syap.g_02507
OG0000524	Syat.g_01409	Syap.g_02135
OG0000525	Syat.g_01382	Syap.g_02159
OG0000526	Syat.g_01380	Syap.g_02157
OG0000527	Syat.g_01373	Syap.g_02758
OG0000528	Syat.g_03167	Syap.g_02261
OG0000529	Syat.g_03171	Syap.g_02254
OG0000530	Syat.g_03174	Syap.g_02252
OG0000531	Syat.g_03175	Syap.g_02251
OG0000532	Syat.g_03178	Syap.g_02247
OG0000533	Syat.g_03180	Syap.g_02244
OG0000534	Syat.g_03181	Syap.g_02243
OG0000535	Syat.g_03182	Syap.g_02242
OG0000536	Syat.g_03183	Syap.g_02241
OG0000537	Syat.g_03185	Syap.g_02240
OG0000538	Syat.g_03204	Syap.g_00271
OG0000539	Syat.g_03206	Syap.g_00270
OG0000540	Syat.g_03207	Syap.g_00269
OG0000541	Syat.g_03208	Syap.g_00268
OG0000542	Syat.g_03213	Syap.g_00264
OG0000543	Syat.g_03215	Syap.g_00261
OG0000544	Syat.g_03216	Syap.g_00260
OG0000545	Syat.g_03218	Syap.g_00259
OG0000546	Syat.g_03220	Syap.g_00256
OG0000547	Syat.g_03222	Syap.g_00254
OG0000548	Syat.g_03223	Syap.g_00253
OG0000549	Syat.g_01795	Syap.g_00758
OG0000550	Syat.g_01107	Syap.g_02747
OG0000551	Syat.g_01103	Syap.g_02739
OG0000552	Syat.g_01102	Syap.g_02738
OG0000553	Syat.g_01098	Syap.g_02735
OG0000554	Syat.g_03271	Syap.g_01450
OG0000555	Syat.g_00093	Syap.g_01941
OG0000556	Syat.g_00088	Syap.g_01933
OG0000557	Syat.g_00083	Syap.g_01931
OG0000558	Syat.g_00081	Syap.g_01147
OG0000560	Syat.g_00074	Syap.g_00305
OG0000561	Syat.g_00073	Syap.g_00304
OG0000562	Syat.g_00072	Syap.g_00302
OG0000563	Syat.g_00071	Syap.g_00301
OG0000564	Syat.g_00070	Syap.g_00300
OG0000565	Syat.g_00067	Syap.g_00296
OG0000566	Syat.g_00063	Syap.g_00291
OG0000567	Syat.g_00059	Syap.g_01297
OG0000568	Syat.g_00057	Syap.g_01302
OG0000569	Syat.g_00056	Syap.g_01303
OG0000570	Syat.g_00055	Syap.g_01304
OG0000571	Syat.g_00052	Syap.g_01307
OG0000573	Syat.g_00024	Syap.g_00765
OG0000574	Syat.g_00023	Syap.g_00759
OG0000575	Syat.g_00018	Syap.g_00445
OG0000576	Syat.g_00014	Syap.g_00450
OG0000577	Syat.g_00013	Syap.g_00451
OG0000578	Syat.g_00012	Syap.g_00452
OG0000579	Syat.g_00011	Syap.g_00453
