Orthogroup	Syat	Syab
OG0000120	Syat.g_02132	Syab.g_00229
OG0000121	Syat.g_01223	Syab.g_00772
OG0000123	Syat.g_01653	Syab.g_00454
OG0000124	Syat.g_02231	Syab.g_00088
OG0000125	Syat.g_02684	Syab.g_02763
OG0000126	Syat.g_00976	Syab.g_02908
OG0000128	Syat.g_02331	Syab.g_00012
OG0000129	Syat.g_02693, Syat.g_02694	Syab.g_02749
OG0000130	Syat.g_01469	Syab.g_02434
OG0000131	Syat.g_02898	Syab.g_02564
OG0000132	Syat.g_02864	Syab.g_02584
OG0000133	Syat.g_00588	Syab.g_01387
OG0000134	Syat.g_02956	Syab.g_00554
OG0000135	Syat.g_02501	Syab.g_02815
OG0000136	Syat.g_01292	Syab.g_00588
OG0000137	Syat.g_01371	Syab.g_00697
OG0000138	Syat.g_03188	Syab.g_02113
OG0000139	Syat.g_03276	Syab.g_02035
OG0000140	Syat.g_03280	Syab.g_02033
OG0000141	Syat.g_03398	Syab.g_01931
OG0000142	Syat.g_00117	Syab.g_01873
OG0000143	Syat.g_00130	Syab.g_01870
OG0000144	Syat.g_00369	Syab.g_01757
OG0000145	Syat.g_03202	Syab.g_02120
OG0000146	Syat.g_00594	Syab.g_01393
OG0000147	Syat.g_00595	Syab.g_01394
OG0000148	Syat.g_00503	Syab.g_01682
OG0000149	Syat.g_00747	Syab.g_01720
OG0000150	Syat.g_03399	Syab.g_01930
OG0000151	Syat.g_00801, Syat.g_00440	Syab.g_01612
OG0000152	Syat.g_00578	Syab.g_01383
OG0000153	Syat.g_00542	Syab.g_01343
OG0000154	Syat.g_00708	Syab.g_01317
OG0000155	Syat.g_00287	Syab.g_01009
OG0000156	Syat.g_03228	Syab.g_00933
OG0000157	Syat.g_02012, Syat.g_03227	Syab.g_00932
OG0000158	Syat.g_02163	Syab.g_00161
OG0000159	Syat.g_01187	Syab.g_00148
OG0000160	Syat.g_01224	Syab.g_00774
OG0000161	Syat.g_01180	Syab.g_00766
OG0000162	Syat.g_01281	Syab.g_00755
OG0000163	Syat.g_02979	Syab.g_02173
OG0000164	Syat.g_03040	Syab.g_02307
OG0000165	Syat.g_03033	Syab.g_02316
OG0000166	Syat.g_01822	Syab.g_00407
OG0000167	Syat.g_02148	Syab.g_00205
OG0000168	Syat.g_02164	Syab.g_00136
OG0000169	Syat.g_02192	Syab.g_00125
OG0000170	Syat.g_02201	Syab.g_00118
OG0000171	Syat.g_02230	Syab.g_00089
OG0000172	Syat.g_02260	Syab.g_00080
OG0000173	Syat.g_02284	Syab.g_00061
OG0000174	Syat.g_02504	Syab.g_02819
OG0000175	Syat.g_02416	Syab.g_02876
OG0000176	Syat.g_02372	Syab.g_00004
OG0000177	Syat.g_02338	Syab.g_00005
OG0000178	Syat.g_02337	Syab.g_00006
OG0000179	Syat.g_02322	Syab.g_00022
OG0000180	Syat.g_02321	Syab.g_00023
OG0000181	Syat.g_02320	Syab.g_00024
OG0000182	Syat.g_02319	Syab.g_00025
OG0000183	Syat.g_02315	Syab.g_00029
OG0000184	Syat.g_02704	Syab.g_02738
OG0000185	Syat.g_02719	Syab.g_02715
OG0000186	Syat.g_01463	Syab.g_02430
OG0000187	Syat.g_01467	Syab.g_02431
OG0000188	Syat.g_01489	Syab.g_02454
OG0000189	Syat.g_00386, Syat.g_01557	Syab.g_02487
OG0000190	Syat.g_00330	Syab.g_00190, Syab.g_00139
OG0000191	Syat.g_03344, Syat.g_02939	Syab.g_02522
OG0000192	Syat.g_02933	Syab.g_02528
OG0000193	Syat.g_02897	Syab.g_02565
OG0000194	Syat.g_02894	Syab.g_02568
OG0000196	Syat.g_02867	Syab.g_02581
OG0000197	Syat.g_02866	Syab.g_02582
OG0000198	Syat.g_02865	Syab.g_02583
OG0000199	Syat.g_02857	Syab.g_02591
OG0000200	Syat.g_02840	Syab.g_02611
OG0000202	Syat.g_02820	Syab.g_02629
OG0000203	Syat.g_02819	Syab.g_02630
OG0000204	Syat.g_02818	Syab.g_02631
OG0000205	Syat.g_02809	Syab.g_02638
OG0000206	Syat.g_02785	Syab.g_02674
OG0000207	Syat.g_02778	Syab.g_02677
OG0000208	Syat.g_02777	Syab.g_02678
OG0000209	Syat.g_02735	Syab.g_02698
OG0000210	Syat.g_02734	Syab.g_02699
OG0000211	Syat.g_01452	Syab.g_02374
OG0000212	Syat.g_01442	Syab.g_02365
OG0000213	Syat.g_01889	Syab.g_00332
OG0000214	Syat.g_02042	Syab.g_00312
OG0000215	Syat.g_02075	Syab.g_00281
OG0000216	Syat.g_02079	Syab.g_00277
OG0000217	Syat.g_02085	Syab.g_00273
OG0000218	Syat.g_02087	Syab.g_00271
OG0000219	Syat.g_02088	Syab.g_00270
OG0000220	Syat.g_02089	Syab.g_00269
OG0000221	Syat.g_02095	Syab.g_00257
OG0000222	Syat.g_02109	Syab.g_00244
OG0000223	Syat.g_02570	Syab.g_00226
OG0000224	Syat.g_02139	Syab.g_00223
OG0000225	Syat.g_01595	Syab.g_00538
OG0000226	Syat.g_01588	Syab.g_00542
OG0000228	Syat.g_02952	Syab.g_00550
OG0000229	Syat.g_02970	Syab.g_00583
OG0000230	Syat.g_02972	Syab.g_00585
OG0000231	Syat.g_01283	Syab.g_00613
OG0000232	Syat.g_01313	Syab.g_00631
OG0000233	Syat.g_01407	Syab.g_00645
OG0000234	Syat.g_01369	Syab.g_00699
OG0000235	Syat.g_03169	Syab.g_02095
OG0000236	Syat.g_03186	Syab.g_02111
OG0000237	Syat.g_03214	Syab.g_02129
OG0000238	Syat.g_03219	Syab.g_02134
OG0000239	Syat.g_01105	Syab.g_02151
OG0000240	Syat.g_01104	Syab.g_02152
OG0000241	Syat.g_00111	Syab.g_01884
OG0000242	Syat.g_01077	Syab.g_02043
OG0000243	Syat.g_00092	Syab.g_02025
OG0000244	Syat.g_00082	Syab.g_02017
OG0000245	Syat.g_00080	Syab.g_02015
OG0000246	Syat.g_00076	Syab.g_02011
OG0000247	Syat.g_00065	Syab.g_01999
OG0000248	Syat.g_00062	Syab.g_01996
OG0000249	Syat.g_00060	Syab.g_01994
OG0000250	Syat.g_00053	Syab.g_01988
OG0000251	Syat.g_00027	Syab.g_01961
OG0000252	Syat.g_00022	Syab.g_01958
OG0000253	Syat.g_00021	Syab.g_01956
OG0000254	Syat.g_03407	Syab.g_01925
OG0000255	Syat.g_02405	Syab.g_01912
OG0000256	Syat.g_03306	Syab.g_01890
OG0000257	Syat.g_00109	Syab.g_01885
OG0000258	Syat.g_00382	Syab.g_01861
OG0000259	Syat.g_00342	Syab.g_01538
OG0000260	Syat.g_00392	Syab.g_01544
OG0000261	Syat.g_00400	Syab.g_01556
OG0000262	Syat.g_00407	Syab.g_01561
OG0000263	Syat.g_00200	Syab.g_01035
OG0000266	Syat.g_00671	Syab.g_01667
OG0000267	Syat.g_00636	Syab.g_01433
OG0000268	Syat.g_00634	Syab.g_01432
OG0000269	Syat.g_00474, Syat.g_00126	Syab.g_01650
OG0000270	Syat.g_00477	Syab.g_01657
OG0000271	Syat.g_00485	Syab.g_01279
OG0000272	Syat.g_00486	Syab.g_01280
OG0000273	Syat.g_00520	Syab.g_01699
OG0000274	Syat.g_00521	Syab.g_01700
OG0000275	Syat.g_00718	Syab.g_01704
OG0000276	Syat.g_00725	Syab.g_01712
OG0000277	Syat.g_00738	Syab.g_01713
OG0000278	Syat.g_00741	Syab.g_01716
OG0000279	Syat.g_00755	Syab.g_01724
OG0000280	Syat.g_01669	Syab.g_01736
OG0000281	Syat.g_00960	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syat.g_00431	Syab.g_01631
OG0000283	Syat.g_00620	Syab.g_01418
OG0000284	Syat.g_00614	Syab.g_01413
OG0000285	Syat.g_00607	Syab.g_01402
OG0000286	Syat.g_00579	Syab.g_01384
OG0000287	Syat.g_00550	Syab.g_01350
OG0000288	Syat.g_00709	Syab.g_01318
OG0000289	Syat.g_00695	Syab.g_01303
OG0000290	Syat.g_00805	Syab.g_01213
OG0000291	Syat.g_00807	Syab.g_01211
OG0000292	Syat.g_02388	Syab.g_02907
OG0000293	Syat.g_03241	Syab.g_00946
OG0000294	Syat.g_03248	Syab.g_00947
OG0000295	Syat.g_00297	Syab.g_01001
OG0000296	Syat.g_00295	Syab.g_01003
OG0000297	Syat.g_00226	Syab.g_01016
OG0000298	Syat.g_00225	Syab.g_01017
OG0000299	Syat.g_00910	Syab.g_01047
OG0000300	Syat.g_00904	Syab.g_01054
OG0000301	Syat.g_00903	Syab.g_01055
OG0000302	Syat.g_00901	Syab.g_01056
OG0000303	Syat.g_00892	Syab.g_01149
OG0000304	Syat.g_00885	Syab.g_01143
OG0000305	Syat.g_00809	Syab.g_01208
OG0000306	Syat.g_01704	Syab.g_01819
OG0000307	Syat.g_01304	Syab.g_02078
OG0000308	Syat.g_01306	Syab.g_02076
OG0000309	Syat.g_01417	Syab.g_02071
OG0000310	Syat.g_01246	Syab.g_00817
OG0000311	Syat.g_01242	Syab.g_00811
OG0000312	Syat.g_01237	Syab.g_00793
OG0000313	Syat.g_01183	Syab.g_00769
OG0000314	Syat.g_01341	Syab.g_00736
OG0000315	Syat.g_01351	Syab.g_00726
OG0000316	Syat.g_03082	Syab.g_02189
OG0000317	Syat.g_03120	Syab.g_02251
OG0000318	Syat.g_03125	Syab.g_02257
OG0000319	Syat.g_03055	Syab.g_02291
OG0000320	Syat.g_03053	Syab.g_02293
OG0000321	Syat.g_03052	Syab.g_02294
OG0000322	Syat.g_03051	Syab.g_02295
OG0000323	Syat.g_03038	Syab.g_02310
OG0000324	Syat.g_02998	Syab.g_02341
OG0000325	Syat.g_01861	Syab.g_00368
OG0000326	Syat.g_01854	Syab.g_00375
OG0000327	Syat.g_01827	Syab.g_00402
OG0000328	Syat.g_01826	Syab.g_00403
OG0000329	Syat.g_01808	Syab.g_00420
OG0000330	Syat.g_01807	Syab.g_00421
OG0000331	Syat.g_01806	Syab.g_00422
OG0000332	Syat.g_01790	Syab.g_00437
OG0000333	Syat.g_01787	Syab.g_00440
OG0000334	Syat.g_01657	Syab.g_00450
OG0000335	Syat.g_01652	Syab.g_00455
OG0000336	Syat.g_01648	Syab.g_00459
OG0000337	Syat.g_02144	Syab.g_00210
OG0000338	Syat.g_02146	Syab.g_00207
OG0000339	Syat.g_02155, Syat.g_01055	Syab.g_00201
OG0000340	Syat.g_02165	Syab.g_00135
OG0000341	Syat.g_02167	Syab.g_00157, Syab.g_00133
OG0000342	Syat.g_02168	Syab.g_00132
OG0000343	Syat.g_02185	Syab.g_00131
OG0000344	Syat.g_02189	Syab.g_00127
OG0000345	Syat.g_02202	Syab.g_00117
OG0000346	Syat.g_02207	Syab.g_00112
OG0000347	Syat.g_02234	Syab.g_00087
OG0000348	Syat.g_02264	Syab.g_00076
OG0000349	Syat.g_02291	Syab.g_00054
OG0000350	Syat.g_01847	Syab.g_00382
OG0000351	Syat.g_02411	Syab.g_02879
OG0000352	Syat.g_02410	Syab.g_02880
OG0000353	Syat.g_00955, Syat.g_02377	Syab.g_02913
OG0000354	Syat.g_03225	Syab.g_02140
OG0000354	Syat.g_02325	Syab.g_00020
OG0000355	Syat.g_02375	Syab.g_00001
OG0000356	Syat.g_02374	Syab.g_00002
OG0000357	Syat.g_02373	Syab.g_00003
OG0000358	Syat.g_02336	Syab.g_00007
OG0000359	Syat.g_02334	Syab.g_00009
OG0000360	Syat.g_02333	Syab.g_00010
OG0000361	Syat.g_02332	Syab.g_00011
OG0000362	Syat.g_02330	Syab.g_00013
OG0000363	Syat.g_02328	Syab.g_00015
OG0000364	Syat.g_03122	Syab.g_00016
OG0000365	Syat.g_02318	Syab.g_00026
OG0000366	Syat.g_02317	Syab.g_00027
OG0000367	Syat.g_02316	Syab.g_00028
OG0000368	Syat.g_02314	Syab.g_00030
OG0000369	Syat.g_02313	Syab.g_00031
OG0000370	Syat.g_02312	Syab.g_00032
OG0000371	Syat.g_02304	Syab.g_00711, Syab.g_00039
OG0000372	Syat.g_02298	Syab.g_00045
OG0000373	Syat.g_02297	Syab.g_00046
OG0000374	Syat.g_02296	Syab.g_00047
OG0000375	Syat.g_02295	Syab.g_00050
OG0000376	Syat.g_02293	Syab.g_00052
OG0000377	Syat.g_02695	Syab.g_02748
OG0000378	Syat.g_02715	Syab.g_02717
OG0000379	Syat.g_02720	Syab.g_02714
OG0000380	Syat.g_01468	Syab.g_02432
OG0000381	Syat.g_01470	Syab.g_02435
OG0000382	Syat.g_01488	Syab.g_02453
OG0000383	Syat.g_01521	Syab.g_02459
OG0000384	Syat.g_01522	Syab.g_02460
OG0000385	Syat.g_01523	Syab.g_02461
OG0000386	Syat.g_01524	Syab.g_02462
OG0000387	Syat.g_01561	Syab.g_02491
OG0000388	Syat.g_01565	Syab.g_02495
OG0000389	Syat.g_01569	Syab.g_02499
OG0000390	Syat.g_02945	Syab.g_02516
OG0000391	Syat.g_02940	Syab.g_02521
OG0000392	Syat.g_02934	Syab.g_02527
OG0000393	Syat.g_02931	Syab.g_02530
OG0000394	Syat.g_02930	Syab.g_02531
OG0000395	Syat.g_02929	Syab.g_02532
OG0000396	Syat.g_02927	Syab.g_02535
OG0000397	Syat.g_02925	Syab.g_02537
OG0000398	Syat.g_02920	Syab.g_02542
OG0000399	Syat.g_02919	Syab.g_02543
OG0000400	Syat.g_02918	Syab.g_02544
OG0000401	Syat.g_02917	Syab.g_02545
OG0000402	Syat.g_02915	Syab.g_02547
OG0000403	Syat.g_02914	Syab.g_02548
OG0000404	Syat.g_02913	Syab.g_02550
OG0000405	Syat.g_02900	Syab.g_02562
OG0000406	Syat.g_02896	Syab.g_02566
OG0000407	Syat.g_02895	Syab.g_02567
OG0000408	Syat.g_02893	Syab.g_02569
OG0000409	Syat.g_02891	Syab.g_02571
OG0000410	Syat.g_02890	Syab.g_02572
OG0000411	Syat.g_02889	Syab.g_02573
OG0000412	Syat.g_02888	Syab.g_02574
OG0000413	Syat.g_02886	Syab.g_02576
OG0000414	Syat.g_02885	Syab.g_02577
OG0000415	Syat.g_02884	Syab.g_02578
OG0000416	Syat.g_02883	Syab.g_02579
OG0000417	Syat.g_02868	Syab.g_02580
OG0000418	Syat.g_02863	Syab.g_02585
OG0000419	Syat.g_02861	Syab.g_02587
OG0000420	Syat.g_02859	Syab.g_02589
OG0000421	Syat.g_02855	Syab.g_02595
OG0000422	Syat.g_02854	Syab.g_02596
OG0000423	Syat.g_02853	Syab.g_02597
OG0000424	Syat.g_02852	Syab.g_02598
OG0000425	Syat.g_02851	Syab.g_02599
OG0000426	Syat.g_02850	Syab.g_02600
OG0000427	Syat.g_02849	Syab.g_02601
OG0000428	Syat.g_02846	Syab.g_02604
OG0000429	Syat.g_02843	Syab.g_02608
OG0000430	Syat.g_02841	Syab.g_02610
OG0000431	Syat.g_02838	Syab.g_02613
OG0000432	Syat.g_02832	Syab.g_02619
OG0000433	Syat.g_02829	Syab.g_02622
OG0000434	Syat.g_02828	Syab.g_02623
OG0000435	Syat.g_02824	Syab.g_02625
OG0000436	Syat.g_02817	Syab.g_02632
OG0000437	Syat.g_02558	Syab.g_02633
OG0000438	Syat.g_02813	Syab.g_02634
OG0000439	Syat.g_02811	Syab.g_02636
OG0000440	Syat.g_02810	Syab.g_02637
OG0000441	Syat.g_02807	Syab.g_02641
OG0000442	Syat.g_02797	Syab.g_02642
OG0000443	Syat.g_02787	Syab.g_02668
OG0000444	Syat.g_02756	Syab.g_02681
OG0000445	Syat.g_02755	Syab.g_02682
OG0000446	Syat.g_02753	Syab.g_02684
OG0000447	Syat.g_02749	Syab.g_02687
OG0000448	Syat.g_02748	Syab.g_02688
OG0000449	Syat.g_02747	Syab.g_02689
OG0000450	Syat.g_02738	Syab.g_02695
OG0000451	Syat.g_02737	Syab.g_02696
OG0000452	Syat.g_02732	Syab.g_02701
OG0000453	Syat.g_02731	Syab.g_02702
OG0000454	Syat.g_02730	Syab.g_02703
OG0000455	Syat.g_02729	Syab.g_02704
OG0000456	Syat.g_02728	Syab.g_02705
OG0000457	Syat.g_02726	Syab.g_02707
OG0000458	Syat.g_02725	Syab.g_02708
OG0000459	Syat.g_02724	Syab.g_02709
OG0000460	Syat.g_01450	Syab.g_02372
OG0000461	Syat.g_01866	Syab.g_00356
OG0000462	Syat.g_01868	Syab.g_00352
OG0000463	Syat.g_01869	Syab.g_00351
OG0000464	Syat.g_01870	Syab.g_00350
OG0000465	Syat.g_01872	Syab.g_00349
OG0000466	Syat.g_01877	Syab.g_00343
OG0000467	Syat.g_01878	Syab.g_00341
OG0000468	Syat.g_01884	Syab.g_00336
OG0000469	Syat.g_02000	Syab.g_00318
OG0000470	Syat.g_02038	Syab.g_00316
OG0000471	Syat.g_02039	Syab.g_00315
OG0000472	Syat.g_02041	Syab.g_00313
OG0000473	Syat.g_02043	Syab.g_00311
OG0000474	Syat.g_02044	Syab.g_00310
OG0000475	Syat.g_02045	Syab.g_00309
OG0000476	Syat.g_02047	Syab.g_00307
OG0000477	Syat.g_02053	Syab.g_00301
OG0000478	Syat.g_02054	Syab.g_00300
OG0000479	Syat.g_02056	Syab.g_00299
OG0000480	Syat.g_02063	Syab.g_00292
OG0000481	Syat.g_02066	Syab.g_00290
OG0000482	Syat.g_02067	Syab.g_00289
OG0000483	Syat.g_02071	Syab.g_00285
OG0000484	Syat.g_02072	Syab.g_00284
OG0000485	Syat.g_02073	Syab.g_00283
OG0000486	Syat.g_02074	Syab.g_00282
OG0000487	Syat.g_02080	Syab.g_00276
OG0000488	Syat.g_02086	Syab.g_00272
OG0000489	Syat.g_02097	Syab.g_00256
OG0000490	Syat.g_02106	Syab.g_00247
OG0000491	Syat.g_02107	Syab.g_00245
OG0000492	Syat.g_02110	Syab.g_00243
OG0000493	Syat.g_02111	Syab.g_00242
OG0000494	Syat.g_02112	Syab.g_00241
OG0000495	Syat.g_02120	Syab.g_00240
OG0000496	Syat.g_02121	Syab.g_00239
OG0000497	Syat.g_02122	Syab.g_00238
OG0000498	Syat.g_02123	Syab.g_00237
OG0000499	Syat.g_02124	Syab.g_00236
OG0000500	Syat.g_02125	Syab.g_00235
OG0000501	Syat.g_02128	Syab.g_00232
OG0000502	Syat.g_02135	Syab.g_00224
OG0000503	Syat.g_01614	Syab.g_00523
OG0000504	Syat.g_01612	Syab.g_00525
OG0000505	Syat.g_01611	Syab.g_00526
OG0000506	Syat.g_01609	Syab.g_00528
OG0000507	Syat.g_01603	Syab.g_00533
OG0000508	Syat.g_01596	Syab.g_00537
OG0000509	Syat.g_01591	Syab.g_00539
OG0000510	Syat.g_01590	Syab.g_00540
OG0000511	Syat.g_01589	Syab.g_00541
OG0000512	Syat.g_01587	Syab.g_00543
OG0000513	Syat.g_02957	Syab.g_00555
OG0000514	Syat.g_02962	Syab.g_00566
OG0000515	Syat.g_02963	Syab.g_00567
OG0000516	Syat.g_02965	Syab.g_00575
OG0000517	Syat.g_02969	Syab.g_00582
OG0000518	Syat.g_01286	Syab.g_00594
OG0000519	Syat.g_01285	Syab.g_00610
OG0000520	Syat.g_01284	Syab.g_00611
OG0000521	Syat.g_01319	Syab.g_00624
OG0000522	Syat.g_01317	Syab.g_00626
OG0000523	Syat.g_01316	Syab.g_00627
OG0000524	Syat.g_01409	Syab.g_00640
OG0000525	Syat.g_01382	Syab.g_00671
OG0000526	Syat.g_01380	Syab.g_00689
OG0000527	Syat.g_01373	Syab.g_00695
OG0000528	Syat.g_03167	Syab.g_02092
OG0000529	Syat.g_03171	Syab.g_02097
OG0000530	Syat.g_03174	Syab.g_02100
OG0000531	Syat.g_03175	Syab.g_02101
OG0000532	Syat.g_03178	Syab.g_02104
OG0000533	Syat.g_03180	Syab.g_02106
OG0000534	Syat.g_03181	Syab.g_02107
OG0000535	Syat.g_03182	Syab.g_02108
OG0000536	Syat.g_03183	Syab.g_02109
OG0000537	Syat.g_03185	Syab.g_02110
OG0000538	Syat.g_03204	Syab.g_02122
OG0000539	Syat.g_03206	Syab.g_02123
OG0000540	Syat.g_03207	Syab.g_02124
OG0000541	Syat.g_03208	Syab.g_02125
OG0000542	Syat.g_03213	Syab.g_02128
OG0000543	Syat.g_03215	Syab.g_02130
OG0000544	Syat.g_03216	Syab.g_02131
OG0000545	Syat.g_03218	Syab.g_02133
OG0000546	Syat.g_03220	Syab.g_02135
OG0000547	Syat.g_03222	Syab.g_02137
OG0000548	Syat.g_03223	Syab.g_02138
OG0000549	Syat.g_01795	Syab.g_02144
OG0000550	Syat.g_01107	Syab.g_02149
OG0000551	Syat.g_01103	Syab.g_02153
OG0000552	Syat.g_01102	Syab.g_02154
OG0000553	Syat.g_01098	Syab.g_02046
OG0000554	Syat.g_03271	Syab.g_02040
OG0000555	Syat.g_00093	Syab.g_02026
OG0000556	Syat.g_00088	Syab.g_02022
OG0000557	Syat.g_00083	Syab.g_02019
OG0000558	Syat.g_00081	Syab.g_02016
OG0000559	Syat.g_00077	Syab.g_02012
OG0000560	Syat.g_00074	Syab.g_02009
OG0000561	Syat.g_00073	Syab.g_02008
OG0000562	Syat.g_00072	Syab.g_02007
OG0000563	Syat.g_00071	Syab.g_02006
OG0000564	Syat.g_00070	Syab.g_02005
OG0000565	Syat.g_00067	Syab.g_02001
OG0000566	Syat.g_00063	Syab.g_01997
OG0000567	Syat.g_00059	Syab.g_01993
OG0000568	Syat.g_00057	Syab.g_01991
OG0000569	Syat.g_00056	Syab.g_01990
OG0000570	Syat.g_00055	Syab.g_01989
OG0000571	Syat.g_00052	Syab.g_01986
OG0000572	Syat.g_00033	Syab.g_01969
OG0000573	Syat.g_00024	Syab.g_01960
OG0000574	Syat.g_00023	Syab.g_01959
OG0000575	Syat.g_00018	Syab.g_01954
OG0000576	Syat.g_00014	Syab.g_01952
OG0000577	Syat.g_00013	Syab.g_01951
OG0000578	Syat.g_00012	Syab.g_01950
OG0000579	Syat.g_00011	Syab.g_01949
OG0000580	Syat.g_00010	Syab.g_01948
OG0000581	Syat.g_00003	Syab.g_01934
OG0000582	Syat.g_03403	Syab.g_01929
OG0000583	Syat.g_03404	Syab.g_01928
OG0000584	Syat.g_03405	Syab.g_01927
OG0000585	Syat.g_03408	Syab.g_01924
OG0000586	Syat.g_03409	Syab.g_01923
