Orthogroup	Syat	Prau
OG0000165	Syat.g_03033	Prau.g_01763
OG0000166	Syat.g_01822	Prau.g_01833
OG0000167	Syat.g_02148	Prau.g_01899
OG0000168	Syat.g_02164	Prau.g_01909
OG0000169	Syat.g_02192	Prau.g_01919
OG0000170	Syat.g_02201	Prau.g_01921
OG0000171	Syat.g_02230	Prau.g_01940
OG0000172	Syat.g_02260	Prau.g_01949
OG0000173	Syat.g_02284	Prau.g_01964
OG0000174	Syat.g_02504	Prau.g_01991
OG0000175	Syat.g_02416	Prau.g_02001
OG0000176	Syat.g_02372	Prau.g_00004
OG0000177	Syat.g_02338	Prau.g_00005
OG0000178	Syat.g_02337	Prau.g_00006
OG0000179	Syat.g_02322	Prau.g_00016
OG0000180	Syat.g_02321	Prau.g_00017
OG0000181	Syat.g_02320	Prau.g_00018
OG0000182	Syat.g_02319	Prau.g_00019
OG0000183	Syat.g_02315	Prau.g_00023
OG0000184	Syat.g_02704	Prau.g_00054
OG0000185	Syat.g_02719	Prau.g_00057
OG0000186	Syat.g_01463	Prau.g_00066
OG0000187	Syat.g_01467	Prau.g_00067
OG0000188	Syat.g_01489	Prau.g_00083
OG0000189	Syat.g_00386, Syat.g_01557	Prau.g_00097
OG0000190	Syat.g_00330	Prau.g_00098
OG0000191	Syat.g_03344, Syat.g_02939	Prau.g_00118
OG0000192	Syat.g_02933	Prau.g_00122
OG0000193	Syat.g_02897	Prau.g_00147
OG0000194	Syat.g_02894	Prau.g_00150
OG0000195	Syat.g_02892	Prau.g_00152
OG0000196	Syat.g_02867	Prau.g_00162
OG0000197	Syat.g_02866	Prau.g_00163
OG0000198	Syat.g_02865	Prau.g_00164
OG0000199	Syat.g_02857	Prau.g_00171
OG0000200	Syat.g_02840	Prau.g_00185
OG0000201	Syat.g_02821	Prau.g_00193
OG0000202	Syat.g_02820	Prau.g_00194
OG0000203	Syat.g_02819	Prau.g_00195
OG0000204	Syat.g_02818	Prau.g_00196
OG0000205	Syat.g_02809	Prau.g_00203
OG0000206	Syat.g_02785	Prau.g_00208
OG0000207	Syat.g_02778	Prau.g_00210
OG0000208	Syat.g_02777	Prau.g_00211
OG0000209	Syat.g_02735	Prau.g_00220
OG0000210	Syat.g_02734	Prau.g_00221
OG0000211	Syat.g_01452	Prau.g_00234
OG0000212	Syat.g_01442	Prau.g_00241
OG0000213	Syat.g_01889	Prau.g_00259
OG0000214	Syat.g_02042	Prau.g_00269
OG0000215	Syat.g_02075	Prau.g_00294
OG0000216	Syat.g_02079	Prau.g_00296
OG0000217	Syat.g_02085	Prau.g_00299
OG0000218	Syat.g_02087	Prau.g_00301
OG0000219	Syat.g_02088	Prau.g_00302
OG0000220	Syat.g_02089	Prau.g_00303
OG0000221	Syat.g_02095	Prau.g_00304
OG0000222	Syat.g_02109	Prau.g_00312
OG0000223	Syat.g_02570	Prau.g_00325
OG0000224	Syat.g_02139	Prau.g_00327
OG0000225	Syat.g_01595	Prau.g_00348
OG0000226	Syat.g_01588	Prau.g_00352
OG0000228	Syat.g_02952	Prau.g_00357
OG0000229	Syat.g_02970	Prau.g_00477
OG0000230	Syat.g_02972	Prau.g_00479
OG0000231	Syat.g_01283	Prau.g_00490
OG0000232	Syat.g_01313	Prau.g_00499
OG0000233	Syat.g_01407	Prau.g_00505
OG0000234	Syat.g_01369	Prau.g_00517
OG0000235	Syat.g_03169	Prau.g_00520
OG0000236	Syat.g_03186	Prau.g_00534
OG0000237	Syat.g_03214	Prau.g_00547
OG0000238	Syat.g_03219	Prau.g_00553
OG0000239	Syat.g_01105	Prau.g_00565
OG0000240	Syat.g_01104	Prau.g_00566
OG0000241	Syat.g_00111	Prau.g_00570
OG0000242	Syat.g_01077	Prau.g_00572
OG0000243	Syat.g_00092	Prau.g_00583
OG0000244	Syat.g_00082	Prau.g_00586
OG0000245	Syat.g_00080	Prau.g_00588
OG0000246	Syat.g_00076	Prau.g_00592
OG0000247	Syat.g_00065	Prau.g_00602
OG0000248	Syat.g_00062	Prau.g_00604
OG0000249	Syat.g_00060	Prau.g_00606
OG0000250	Syat.g_00053	Prau.g_00611
OG0000251	Syat.g_00027	Prau.g_00629
OG0000252	Syat.g_00022	Prau.g_00632
OG0000253	Syat.g_00021	Prau.g_00633
OG0000254	Syat.g_03407	Prau.g_00649
OG0000255	Syat.g_02405	Prau.g_00655
OG0000256	Syat.g_03306	Prau.g_00667
OG0000257	Syat.g_00109	Prau.g_00670
OG0000258	Syat.g_00382	Prau.g_00683
OG0000259	Syat.g_00342	Prau.g_00700
OG0000260	Syat.g_00392	Prau.g_00703
OG0000261	Syat.g_00400	Prau.g_00705
OG0000262	Syat.g_00407	Prau.g_00709
OG0000263	Syat.g_00200	Prau.g_00721
OG0000266	Syat.g_00671	Prau.g_00765
OG0000267	Syat.g_00636	Prau.g_00776
OG0000268	Syat.g_00634	Prau.g_00777
OG0000269	Syat.g_00474, Syat.g_00126	Prau.g_00849
OG0000270	Syat.g_00477	Prau.g_00852
OG0000271	Syat.g_00485	Prau.g_00860
OG0000272	Syat.g_00486	Prau.g_00861
OG0000273	Syat.g_00520	Prau.g_00884
OG0000274	Syat.g_00521	Prau.g_00885
OG0000275	Syat.g_00718	Prau.g_00887
OG0000276	Syat.g_00725	Prau.g_00892
OG0000277	Syat.g_00738	Prau.g_00893
OG0000278	Syat.g_00741	Prau.g_00896
OG0000279	Syat.g_00755	Prau.g_00904
OG0000280	Syat.g_01669	Prau.g_00905
OG0000281	Syat.g_00960	Prau.g_00910
OG0000282	Syat.g_00431	Prau.g_00958
OG0000283	Syat.g_00620	Prau.g_00992
OG0000284	Syat.g_00614	Prau.g_00997
OG0000285	Syat.g_00607	Prau.g_01002
OG0000286	Syat.g_00579	Prau.g_01014
OG0000287	Syat.g_00550	Prau.g_01031
OG0000288	Syat.g_00709	Prau.g_01062
OG0000289	Syat.g_00695	Prau.g_01073
OG0000290	Syat.g_00805	Prau.g_01086
OG0000291	Syat.g_00807	Prau.g_01088
OG0000292	Syat.g_02388	Prau.g_01136
OG0000293	Syat.g_03241	Prau.g_01198
OG0000294	Syat.g_03248	Prau.g_01199
OG0000295	Syat.g_00297	Prau.g_01218
OG0000296	Syat.g_00295	Prau.g_01220
OG0000297	Syat.g_00226	Prau.g_01228
OG0000298	Syat.g_00225	Prau.g_01229
OG0000299	Syat.g_00910	Prau.g_01246
OG0000300	Syat.g_00904	Prau.g_01249
OG0000301	Syat.g_00903	Prau.g_01250
OG0000302	Syat.g_00901	Prau.g_01252
OG0000303	Syat.g_00892	Prau.g_01259
OG0000304	Syat.g_00885	Prau.g_01263
OG0000305	Syat.g_00809	Prau.g_01401
OG0000306	Syat.g_01704	Prau.g_01404
OG0000307	Syat.g_01304	Prau.g_01418
OG0000308	Syat.g_01306	Prau.g_01419
OG0000309	Syat.g_01417	Prau.g_01423
OG0000310	Syat.g_01246	Prau.g_01513
OG0000311	Syat.g_01242	Prau.g_01515
OG0000312	Syat.g_01237	Prau.g_01518
OG0000313	Syat.g_01183	Prau.g_01535
OG0000314	Syat.g_01341	Prau.g_01558
OG0000315	Syat.g_01351	Prau.g_01568
OG0000316	Syat.g_03082	Prau.g_01588
OG0000317	Syat.g_03120	Prau.g_01730
OG0000318	Syat.g_03125	Prau.g_01733
OG0000319	Syat.g_03055	Prau.g_01746
OG0000320	Syat.g_03053	Prau.g_01748
OG0000321	Syat.g_03052	Prau.g_01749
OG0000322	Syat.g_03051	Prau.g_01750
OG0000323	Syat.g_03038	Prau.g_01759
OG0000324	Syat.g_02998	Prau.g_01785
OG0000325	Syat.g_01861	Prau.g_01795
OG0000326	Syat.g_01854	Prau.g_01801
OG0000327	Syat.g_01827	Prau.g_01828
OG0000328	Syat.g_01826	Prau.g_01829
OG0000329	Syat.g_01808	Prau.g_01846
OG0000330	Syat.g_01807	Prau.g_01847
OG0000331	Syat.g_01806	Prau.g_01848
OG0000332	Syat.g_01790	Prau.g_01862
OG0000333	Syat.g_01787	Prau.g_01864
OG0000334	Syat.g_01657	Prau.g_01872
OG0000335	Syat.g_01652	Prau.g_01877
OG0000336	Syat.g_01648	Prau.g_01881
OG0000337	Syat.g_02144	Prau.g_01897
OG0000338	Syat.g_02146	Prau.g_01898
OG0000339	Syat.g_02155, Syat.g_01055	Prau.g_01902
OG0000340	Syat.g_02165	Prau.g_01910
OG0000341	Syat.g_02167	Prau.g_01912
OG0000342	Syat.g_02168	Prau.g_01913
OG0000343	Syat.g_02185	Prau.g_01914
OG0000344	Syat.g_02189	Prau.g_01917
OG0000345	Syat.g_02202	Prau.g_01922
OG0000346	Syat.g_02207	Prau.g_01926
OG0000347	Syat.g_02234	Prau.g_01942
OG0000348	Syat.g_02264	Prau.g_01952
OG0000349	Syat.g_02291	Prau.g_01969
OG0000350	Syat.g_01847	Prau.g_01987, Prau.g_01297
OG0000351	Syat.g_02411	Prau.g_02004
OG0000352	Syat.g_02410	Prau.g_02005
OG0000353	Syat.g_00955, Syat.g_02377	Prau.g_02021
OG0000355	Syat.g_02375	Prau.g_00001
OG0000356	Syat.g_02374	Prau.g_00002
OG0000357	Syat.g_02373	Prau.g_00003
OG0000358	Syat.g_02336	Prau.g_00007
OG0000359	Syat.g_02334	Prau.g_00008
OG0000360	Syat.g_02333	Prau.g_00009
OG0000361	Syat.g_02332	Prau.g_00010
OG0000362	Syat.g_02330	Prau.g_00012
OG0000363	Syat.g_02328	Prau.g_00014
OG0000364	Syat.g_03122	Prau.g_00015
OG0000365	Syat.g_02318	Prau.g_00020
OG0000366	Syat.g_02317	Prau.g_00021
OG0000367	Syat.g_02316	Prau.g_00022
OG0000368	Syat.g_02314	Prau.g_00024
OG0000369	Syat.g_02313	Prau.g_00025
OG0000370	Syat.g_02312	Prau.g_00026
OG0000371	Syat.g_02304	Prau.g_00031
OG0000372	Syat.g_02298	Prau.g_00034
OG0000373	Syat.g_02297	Prau.g_00035
OG0000374	Syat.g_02296	Prau.g_00036
OG0000375	Syat.g_02295	Prau.g_00047
OG0000376	Syat.g_02293	Prau.g_00049
OG0000377	Syat.g_02695	Prau.g_00053
OG0000378	Syat.g_02715	Prau.g_00055
OG0000379	Syat.g_02720	Prau.g_00058
OG0000380	Syat.g_01468	Prau.g_00068
OG0000381	Syat.g_01470	Prau.g_00072
OG0000382	Syat.g_01488	Prau.g_00082
OG0000383	Syat.g_01521	Prau.g_00084
OG0000384	Syat.g_01522	Prau.g_00085
OG0000385	Syat.g_01523	Prau.g_00086
OG0000386	Syat.g_01524	Prau.g_00087
OG0000387	Syat.g_01561	Prau.g_00100
OG0000388	Syat.g_01565	Prau.g_00103
OG0000389	Syat.g_01569	Prau.g_00107
OG0000390	Syat.g_02945	Prau.g_00114
OG0000391	Syat.g_02940	Prau.g_00117
OG0000392	Syat.g_02934	Prau.g_00121
OG0000393	Syat.g_02931	Prau.g_00123
OG0000394	Syat.g_02930	Prau.g_00124
OG0000395	Syat.g_02929	Prau.g_00125
OG0000396	Syat.g_02927	Prau.g_00128
OG0000397	Syat.g_02925	Prau.g_00130
OG0000398	Syat.g_02920	Prau.g_00132
OG0000399	Syat.g_02919	Prau.g_00133
OG0000400	Syat.g_02918	Prau.g_00134
OG0000401	Syat.g_02917	Prau.g_00135
OG0000402	Syat.g_02915	Prau.g_00137
OG0000403	Syat.g_02914	Prau.g_00138
OG0000404	Syat.g_02913	Prau.g_00139
OG0000405	Syat.g_02900	Prau.g_00143
OG0000406	Syat.g_02896	Prau.g_00148
OG0000407	Syat.g_02895	Prau.g_00149
OG0000408	Syat.g_02893	Prau.g_00151
OG0000409	Syat.g_02891	Prau.g_00153
OG0000410	Syat.g_02890	Prau.g_00154
OG0000411	Syat.g_02889	Prau.g_00155
OG0000412	Syat.g_02888	Prau.g_00156
OG0000413	Syat.g_02886	Prau.g_00157
OG0000414	Syat.g_02885	Prau.g_00158
OG0000415	Syat.g_02884	Prau.g_00159
OG0000416	Syat.g_02883	Prau.g_00160
OG0000417	Syat.g_02868	Prau.g_00161
OG0000418	Syat.g_02863	Prau.g_00166
OG0000419	Syat.g_02861	Prau.g_00168
OG0000420	Syat.g_02859	Prau.g_00169
OG0000421	Syat.g_02855	Prau.g_00174
OG0000422	Syat.g_02854	Prau.g_00175
OG0000423	Syat.g_02853	Prau.g_00176
OG0000424	Syat.g_02852	Prau.g_00177
OG0000425	Syat.g_02851	Prau.g_00178
OG0000426	Syat.g_02850	Prau.g_00179
OG0000427	Syat.g_02849	Prau.g_00180
OG0000428	Syat.g_02846	Prau.g_00182
OG0000429	Syat.g_02843	Prau.g_00183
OG0000430	Syat.g_02841	Prau.g_00184
OG0000431	Syat.g_02838	Prau.g_00186
OG0000432	Syat.g_02832	Prau.g_00189
OG0000433	Syat.g_02829	Prau.g_00190
OG0000434	Syat.g_02828	Prau.g_00191
OG0000435	Syat.g_02824	Prau.g_00192
OG0000436	Syat.g_02817	Prau.g_00197
OG0000437	Syat.g_02558	Prau.g_00198
OG0000438	Syat.g_02813	Prau.g_00199
OG0000439	Syat.g_02811	Prau.g_00201
OG0000440	Syat.g_02810	Prau.g_00202
OG0000441	Syat.g_02807	Prau.g_00205
OG0000442	Syat.g_02797	Prau.g_00206
OG0000443	Syat.g_02787	Prau.g_00207
OG0000444	Syat.g_02756	Prau.g_00212
OG0000445	Syat.g_02755	Prau.g_00213
OG0000446	Syat.g_02753	Prau.g_00214
OG0000447	Syat.g_02749	Prau.g_00215
OG0000448	Syat.g_02748	Prau.g_00216
OG0000449	Syat.g_02747	Prau.g_00217
OG0000450	Syat.g_02738	Prau.g_00218
OG0000451	Syat.g_02737	Prau.g_00219
OG0000452	Syat.g_02732	Prau.g_00222
OG0000453	Syat.g_02731	Prau.g_00223
OG0000454	Syat.g_02730	Prau.g_00224
OG0000455	Syat.g_02729	Prau.g_00225
OG0000456	Syat.g_02728	Prau.g_00226
OG0000457	Syat.g_02726	Prau.g_00227
OG0000458	Syat.g_02725	Prau.g_00228
OG0000459	Syat.g_02724	Prau.g_00229
OG0000460	Syat.g_01450	Prau.g_00236
OG0000461	Syat.g_01866	Prau.g_00244
OG0000462	Syat.g_01868	Prau.g_00246
OG0000463	Syat.g_01869	Prau.g_00247
OG0000464	Syat.g_01870	Prau.g_00248
OG0000465	Syat.g_01872	Prau.g_00249
OG0000466	Syat.g_01877	Prau.g_00252
OG0000467	Syat.g_01878	Prau.g_00253
OG0000468	Syat.g_01884	Prau.g_00255
OG0000469	Syat.g_02000	Prau.g_00264
OG0000470	Syat.g_02038	Prau.g_00266
OG0000471	Syat.g_02039	Prau.g_00267
OG0000472	Syat.g_02041	Prau.g_00268
OG0000473	Syat.g_02043	Prau.g_00270
OG0000474	Syat.g_02044	Prau.g_00271
OG0000475	Syat.g_02045	Prau.g_00272
OG0000476	Syat.g_02047	Prau.g_00273
OG0000477	Syat.g_02053	Prau.g_00277
OG0000478	Syat.g_02054	Prau.g_00278
OG0000479	Syat.g_02056	Prau.g_00279
OG0000480	Syat.g_02063	Prau.g_00284
OG0000481	Syat.g_02066	Prau.g_00286
OG0000482	Syat.g_02067	Prau.g_00287
OG0000483	Syat.g_02071	Prau.g_00290
OG0000484	Syat.g_02072	Prau.g_00291
OG0000485	Syat.g_02073	Prau.g_00292
OG0000486	Syat.g_02074	Prau.g_00293
OG0000487	Syat.g_02080	Prau.g_00297
OG0000488	Syat.g_02086	Prau.g_00300
OG0000489	Syat.g_02097	Prau.g_00305
OG0000490	Syat.g_02106	Prau.g_00310
OG0000491	Syat.g_02107	Prau.g_00311
OG0000492	Syat.g_02110	Prau.g_00313
OG0000493	Syat.g_02111	Prau.g_00314
OG0000494	Syat.g_02112	Prau.g_00315
OG0000495	Syat.g_02120	Prau.g_00316
OG0000496	Syat.g_02121	Prau.g_00317
OG0000497	Syat.g_02122	Prau.g_00318
OG0000498	Syat.g_02123	Prau.g_00319
OG0000499	Syat.g_02124	Prau.g_00320
OG0000500	Syat.g_02125	Prau.g_00321
OG0000501	Syat.g_02128	Prau.g_00323
OG0000502	Syat.g_02135	Prau.g_00326
OG0000503	Syat.g_01614	Prau.g_00336
OG0000504	Syat.g_01612	Prau.g_00337
OG0000505	Syat.g_01611	Prau.g_00338
OG0000506	Syat.g_01609	Prau.g_00340
OG0000507	Syat.g_01603	Prau.g_00343
OG0000508	Syat.g_01596	Prau.g_00347
OG0000509	Syat.g_01591	Prau.g_00349
OG0000510	Syat.g_01590	Prau.g_00350
OG0000511	Syat.g_01589	Prau.g_00351
OG0000512	Syat.g_01587	Prau.g_00353
OG0000513	Syat.g_02957	Prau.g_00360
OG0000514	Syat.g_02962	Prau.g_00472
OG0000515	Syat.g_02963	Prau.g_00473
OG0000516	Syat.g_02965	Prau.g_00474
OG0000517	Syat.g_02969	Prau.g_00476
OG0000518	Syat.g_01286	Prau.g_00487
OG0000519	Syat.g_01285	Prau.g_00488
OG0000520	Syat.g_01284	Prau.g_00489
OG0000521	Syat.g_01319	Prau.g_00494
OG0000522	Syat.g_01317	Prau.g_00496
OG0000523	Syat.g_01316	Prau.g_00497
OG0000524	Syat.g_01409	Prau.g_00503
OG0000525	Syat.g_01382	Prau.g_00506
OG0000526	Syat.g_01380	Prau.g_00507
OG0000527	Syat.g_01373	Prau.g_00514
OG0000528	Syat.g_03167	Prau.g_00519
OG0000529	Syat.g_03171	Prau.g_00522
OG0000530	Syat.g_03174	Prau.g_00525
OG0000531	Syat.g_03175	Prau.g_00526
OG0000532	Syat.g_03178	Prau.g_00528
OG0000533	Syat.g_03180	Prau.g_00529
OG0000534	Syat.g_03181	Prau.g_00530
OG0000535	Syat.g_03182	Prau.g_00531
OG0000536	Syat.g_03183	Prau.g_00532
OG0000537	Syat.g_03185	Prau.g_00533
OG0000538	Syat.g_03204	Prau.g_00541
OG0000539	Syat.g_03206	Prau.g_00542
OG0000540	Syat.g_03207	Prau.g_00543
OG0000541	Syat.g_03208	Prau.g_00544
OG0000542	Syat.g_03213	Prau.g_00546
OG0000543	Syat.g_03215	Prau.g_00548
OG0000544	Syat.g_03216	Prau.g_00549
OG0000545	Syat.g_03218	Prau.g_00551
OG0000546	Syat.g_03220	Prau.g_00554
OG0000547	Syat.g_03222	Prau.g_00556
OG0000548	Syat.g_03223	Prau.g_00557
OG0000549	Syat.g_01795	Prau.g_00559
OG0000550	Syat.g_01107	Prau.g_00564
OG0000551	Syat.g_01103	Prau.g_00567
OG0000552	Syat.g_01102	Prau.g_00568
OG0000553	Syat.g_01098	Prau.g_00569
OG0000554	Syat.g_03271	Prau.g_00574
OG0000555	Syat.g_00093	Prau.g_00582
OG0000556	Syat.g_00088	Prau.g_00584
OG0000557	Syat.g_00083	Prau.g_00585
OG0000558	Syat.g_00081	Prau.g_00587
OG0000559	Syat.g_00077	Prau.g_00591
OG0000560	Syat.g_00074	Prau.g_00594
OG0000561	Syat.g_00073	Prau.g_00595
OG0000562	Syat.g_00072	Prau.g_00596
OG0000563	Syat.g_00071	Prau.g_00597
OG0000564	Syat.g_00070	Prau.g_00598
OG0000565	Syat.g_00067	Prau.g_00601
OG0000566	Syat.g_00063	Prau.g_00603
OG0000567	Syat.g_00059	Prau.g_00607
OG0000568	Syat.g_00057	Prau.g_00608
OG0000569	Syat.g_00056	Prau.g_00609
OG0000570	Syat.g_00055	Prau.g_00610
OG0000571	Syat.g_00052	Prau.g_00612
OG0000572	Syat.g_00033	Prau.g_00625
OG0000573	Syat.g_00024	Prau.g_00630
OG0000574	Syat.g_00023	Prau.g_00631
OG0000575	Syat.g_00018	Prau.g_00635
OG0000576	Syat.g_00014	Prau.g_00637
OG0000577	Syat.g_00013	Prau.g_00638
OG0000578	Syat.g_00012	Prau.g_00639
OG0000579	Syat.g_00011	Prau.g_00640
OG0000580	Syat.g_00010	Prau.g_00641
OG0000581	Syat.g_00003	Prau.g_00643
OG0000582	Syat.g_03403	Prau.g_00646
OG0000583	Syat.g_03404	Prau.g_00647
OG0000584	Syat.g_03405	Prau.g_00648
OG0000585	Syat.g_03408	Prau.g_00650
OG0000586	Syat.g_03409	Prau.g_00651
OG0000587	Syat.g_00001	Prau.g_00652
