Orthogroup	Syat	Syad
OG0000243	Syat.g_00092	Syad.g_01000
OG0000244	Syat.g_00082	Syad.g_01012
OG0000245	Syat.g_00080	Syad.g_01014
OG0000246	Syat.g_00076	Syad.g_01017
OG0000247	Syat.g_00065	Syad.g_01029
OG0000248	Syat.g_00062	Syad.g_01032
OG0000249	Syat.g_00060	Syad.g_01034
OG0000250	Syat.g_00053	Syad.g_01044
OG0000251	Syat.g_00027	Syad.g_01071
OG0000252	Syat.g_00022	Syad.g_01078
OG0000253	Syat.g_00021	Syad.g_01081
OG0000254	Syat.g_03407	Syad.g_02203
OG0000255	Syat.g_02405	Syad.g_02185
OG0000256	Syat.g_03306	Syad.g_02167
OG0000257	Syat.g_00109	Syad.g_02161
OG0000258	Syat.g_00382	Syad.g_02143
OG0000259	Syat.g_00342	Syad.g_01576
OG0000260	Syat.g_00392	Syad.g_01587
OG0000261	Syat.g_00400	Syad.g_01590
OG0000262	Syat.g_00407	Syad.g_01595
OG0000263	Syat.g_00200	Syad.g_01475
OG0000266	Syat.g_00671	Syad.g_01804
OG0000267	Syat.g_00636	Syad.g_01645
OG0000268	Syat.g_00634	Syad.g_01646
OG0000269	Syat.g_00474, Syat.g_00126	Syad.g_01894
OG0000270	Syat.g_00477	Syad.g_01891
OG0000271	Syat.g_00485	Syad.g_01883
OG0000272	Syat.g_00486	Syad.g_01882
OG0000273	Syat.g_00520	Syad.g_01247
OG0000274	Syat.g_00521	Syad.g_01246
OG0000275	Syat.g_00718	Syad.g_01242
OG0000276	Syat.g_00725	Syad.g_01229
OG0000278	Syat.g_00741	Syad.g_01225
OG0000279	Syat.g_00755	Syad.g_01208
OG0000280	Syat.g_01669	Syad.g_01198
OG0000281	Syat.g_00960	Syad.g_00624
OG0000282	Syat.g_00431	Syad.g_01619
OG0000283	Syat.g_00620	Syad.g_01661
OG0000284	Syat.g_00614	Syad.g_01787
OG0000285	Syat.g_00607	Syad.g_01776
OG0000286	Syat.g_00579	Syad.g_01758
OG0000287	Syat.g_00550	Syad.g_01720
OG0000288	Syat.g_00709	Syad.g_01687
OG0000289	Syat.g_00695	Syad.g_01672
OG0000290	Syat.g_00805	Syad.g_01287
OG0000291	Syat.g_00807	Syad.g_01289
OG0000292	Syat.g_02388	Syad.g_00155
OG0000293	Syat.g_03241	Syad.g_01124
OG0000294	Syat.g_03248	Syad.g_01125
OG0000295	Syat.g_00297	Syad.g_01181
OG0000296	Syat.g_00295	Syad.g_01183
OG0000298	Syat.g_00225	Syad.g_01511
OG0000299	Syat.g_00910	Syad.g_01462
OG0000300	Syat.g_00904	Syad.g_01455
OG0000301	Syat.g_00903	Syad.g_01454
OG0000302	Syat.g_00901	Syad.g_01453
OG0000303	Syat.g_00892	Syad.g_01442
OG0000304	Syat.g_00885	Syad.g_01436
OG0000305	Syat.g_00809	Syad.g_01292
OG0000306	Syat.g_01704	Syad.g_01989
OG0000307	Syat.g_01304	Syad.g_00883
OG0000308	Syat.g_01306	Syad.g_00881
OG0000309	Syat.g_01417	Syad.g_00876
OG0000310	Syat.g_01246	Syad.g_02250
OG0000311	Syat.g_01242	Syad.g_02254
OG0000312	Syat.g_01237	Syad.g_02265
OG0000313	Syat.g_01183	Syad.g_02284
OG0000314	Syat.g_01341	Syad.g_02313, Syad.g_02231
OG0000315	Syat.g_01351	Syad.g_02323
OG0000316	Syat.g_03082	Syad.g_02564
OG0000317	Syat.g_03120	Syad.g_02620
OG0000318	Syat.g_03125	Syad.g_02624
OG0000319	Syat.g_03055	Syad.g_02642
OG0000320	Syat.g_03053	Syad.g_02644
OG0000321	Syat.g_03052	Syad.g_02645
OG0000322	Syat.g_03051	Syad.g_02646
OG0000323	Syat.g_03038	Syad.g_02661
OG0000324	Syat.g_02998	Syad.g_02505
OG0000325	Syat.g_01861	Syad.g_00591
OG0000326	Syat.g_01854	Syad.g_00598
OG0000327	Syat.g_01827	Syad.g_00649
OG0000328	Syat.g_01826	Syad.g_00650
OG0000329	Syat.g_01808	Syad.g_00668
OG0000330	Syat.g_01807	Syad.g_00669
OG0000331	Syat.g_01806	Syad.g_00670
OG0000332	Syat.g_01790	Syad.g_00685
OG0000333	Syat.g_01787	Syad.g_00688
OG0000334	Syat.g_01657	Syad.g_00697
OG0000335	Syat.g_01652	Syad.g_00702
OG0000336	Syat.g_01648	Syad.g_00706
OG0000337	Syat.g_02144	Syad.g_00425, Syad.g_00427
OG0000338	Syat.g_02146	Syad.g_00421
OG0000339	Syat.g_02155, Syat.g_01055	Syad.g_00414
OG0000340	Syat.g_02165	Syad.g_00370
OG0000341	Syat.g_02167	Syad.g_00368
OG0000342	Syat.g_02168	Syad.g_00367
OG0000343	Syat.g_02185	Syad.g_00366
OG0000344	Syat.g_02189	Syad.g_00362
OG0000345	Syat.g_02202	Syad.g_00352
OG0000346	Syat.g_02207	Syad.g_00347
OG0000347	Syat.g_02234	Syad.g_00318
OG0000348	Syat.g_02264	Syad.g_00233
OG0000349	Syat.g_02291	Syad.g_00213
OG0000350	Syat.g_01847	Syad.g_00605
OG0000351	Syat.g_02411	Syad.g_00134
OG0000352	Syat.g_02410	Syad.g_00135
OG0000353	Syat.g_00955, Syat.g_02377	Syad.g_00161
OG0000354	Syat.g_03225	Syad.g_00947
OG0000354	Syat.g_02325	Syad.g_00181
OG0000355	Syat.g_02375	Syad.g_00163
OG0000356	Syat.g_02374	Syad.g_00164
OG0000357	Syat.g_02373	Syad.g_00165
OG0000358	Syat.g_02336	Syad.g_00169
OG0000359	Syat.g_02334	Syad.g_00171
OG0000360	Syat.g_02333	Syad.g_00172
OG0000361	Syat.g_02332	Syad.g_00173
OG0000362	Syat.g_02330	Syad.g_00175
OG0000363	Syat.g_02328	Syad.g_00177
OG0000364	Syat.g_03122	Syad.g_00178
OG0000365	Syat.g_02318	Syad.g_00187
OG0000366	Syat.g_02317	Syad.g_00188
OG0000367	Syat.g_02316	Syad.g_00189
OG0000368	Syat.g_02314	Syad.g_00191
OG0000369	Syat.g_02313	Syad.g_00192
OG0000370	Syat.g_02312	Syad.g_00193
OG0000371	Syat.g_02304	Syad.g_00201
OG0000372	Syat.g_02298	Syad.g_00206
OG0000373	Syat.g_02297	Syad.g_00207
OG0000374	Syat.g_02296	Syad.g_00208
OG0000375	Syat.g_02295	Syad.g_00209
OG0000376	Syat.g_02293	Syad.g_00211
OG0000377	Syat.g_02695	Syad.g_03027
OG0000378	Syat.g_02715	Syad.g_03012
OG0000379	Syat.g_02720	Syad.g_03005
OG0000380	Syat.g_01468	Syad.g_02725
OG0000381	Syat.g_01470	Syad.g_02729
OG0000382	Syat.g_01488	Syad.g_02758
OG0000383	Syat.g_01521	Syad.g_02761
OG0000384	Syat.g_01522	Syad.g_02762
OG0000385	Syat.g_01523	Syad.g_02763
OG0000386	Syat.g_01524	Syad.g_02764
OG0000387	Syat.g_01561	Syad.g_02792
OG0000388	Syat.g_01565	Syad.g_02796
OG0000389	Syat.g_01569	Syad.g_02800
OG0000390	Syat.g_02945	Syad.g_02818
OG0000391	Syat.g_02940	Syad.g_02823
OG0000392	Syat.g_02934	Syad.g_02833
OG0000393	Syat.g_02931	Syad.g_02837
OG0000394	Syat.g_02930	Syad.g_02838
OG0000395	Syat.g_02929	Syad.g_02839
OG0000396	Syat.g_02927	Syad.g_02843
OG0000397	Syat.g_02925	Syad.g_02845
OG0000398	Syat.g_02920	Syad.g_02850
OG0000399	Syat.g_02919	Syad.g_02851
OG0000400	Syat.g_02918	Syad.g_02852
OG0000401	Syat.g_02917	Syad.g_02853
OG0000402	Syat.g_02915	Syad.g_02855
OG0000403	Syat.g_02914	Syad.g_02856
OG0000404	Syat.g_02913	Syad.g_02858
OG0000405	Syat.g_02900	Syad.g_02874
OG0000406	Syat.g_02896	Syad.g_02878
OG0000407	Syat.g_02895	Syad.g_02879
OG0000408	Syat.g_02893	Syad.g_02883
OG0000409	Syat.g_02891	Syad.g_02885
OG0000410	Syat.g_02890	Syad.g_02886
OG0000411	Syat.g_02889	Syad.g_02887
OG0000412	Syat.g_02888	Syad.g_02888
OG0000413	Syat.g_02886	Syad.g_02890
OG0000415	Syat.g_02884	Syad.g_02891
OG0000416	Syat.g_02883	Syad.g_02892
OG0000417	Syat.g_02868	Syad.g_02893
OG0000418	Syat.g_02863	Syad.g_02898
OG0000419	Syat.g_02861	Syad.g_02900
OG0000420	Syat.g_02859	Syad.g_02902
OG0000421	Syat.g_02855	Syad.g_02907
OG0000422	Syat.g_02854	Syad.g_02908
OG0000423	Syat.g_02853	Syad.g_02909
OG0000424	Syat.g_02852	Syad.g_02910
OG0000425	Syat.g_02851	Syad.g_02911
OG0000426	Syat.g_02850	Syad.g_02912
OG0000427	Syat.g_02849	Syad.g_02913
OG0000428	Syat.g_02846	Syad.g_02916
OG0000429	Syat.g_02843	Syad.g_02918
OG0000430	Syat.g_02841	Syad.g_02920
OG0000431	Syat.g_02838	Syad.g_02923
OG0000432	Syat.g_02832	Syad.g_02930
OG0000433	Syat.g_02829	Syad.g_02933
OG0000434	Syat.g_02828	Syad.g_02934
OG0000435	Syat.g_02824	Syad.g_02936
OG0000436	Syat.g_02817	Syad.g_02942
OG0000437	Syat.g_02558	Syad.g_02943
OG0000438	Syat.g_02813	Syad.g_02944
OG0000439	Syat.g_02811	Syad.g_02946
OG0000440	Syat.g_02810	Syad.g_02947
OG0000441	Syat.g_02807	Syad.g_02951
OG0000442	Syat.g_02797	Syad.g_02952
OG0000443	Syat.g_02787	Syad.g_02953
OG0000444	Syat.g_02756	Syad.g_02964
OG0000445	Syat.g_02755	Syad.g_02965
OG0000446	Syat.g_02753	Syad.g_02967
OG0000447	Syat.g_02749	Syad.g_02970
OG0000448	Syat.g_02748	Syad.g_02971
OG0000449	Syat.g_02747	Syad.g_02972
OG0000450	Syat.g_02738	Syad.g_02978
OG0000451	Syat.g_02737	Syad.g_02979
OG0000452	Syat.g_02732	Syad.g_02983
OG0000453	Syat.g_02731	Syad.g_02984
OG0000454	Syat.g_02730	Syad.g_02985
OG0000455	Syat.g_02729	Syad.g_02986
OG0000456	Syat.g_02728	Syad.g_02987
OG0000457	Syat.g_02726	Syad.g_02989
OG0000458	Syat.g_02725	Syad.g_02998
OG0000459	Syat.g_02724	Syad.g_02999
OG0000460	Syat.g_01450	Syad.g_00815
OG0000461	Syat.g_01866	Syad.g_00579
OG0000462	Syat.g_01868	Syad.g_00576
OG0000463	Syat.g_01869	Syad.g_00575
OG0000464	Syat.g_01870	Syad.g_00574
OG0000465	Syat.g_01872	Syad.g_00573
OG0000466	Syat.g_01877	Syad.g_00568
OG0000467	Syat.g_01878	Syad.g_00566
OG0000468	Syat.g_01884	Syad.g_00561
OG0000469	Syat.g_02000	Syad.g_00545
OG0000470	Syat.g_02038	Syad.g_00542
OG0000471	Syat.g_02039	Syad.g_00541
OG0000472	Syat.g_02041	Syad.g_00539
OG0000473	Syat.g_02043	Syad.g_00537
OG0000474	Syat.g_02044	Syad.g_00536
OG0000475	Syat.g_02045	Syad.g_00535
OG0000476	Syat.g_02047	Syad.g_00533
OG0000477	Syat.g_02053	Syad.g_00528
OG0000478	Syat.g_02054	Syad.g_00527
OG0000479	Syat.g_02056	Syad.g_00526
OG0000480	Syat.g_02063	Syad.g_00520
OG0000481	Syat.g_02066	Syad.g_00518
OG0000482	Syat.g_02067	Syad.g_00517
OG0000483	Syat.g_02071	Syad.g_00513
OG0000484	Syat.g_02072	Syad.g_00512
OG0000485	Syat.g_02073	Syad.g_00511
OG0000486	Syat.g_02074	Syad.g_00510
OG0000487	Syat.g_02080	Syad.g_00503
OG0000488	Syat.g_02086	Syad.g_00499
OG0000489	Syat.g_02097	Syad.g_00487
OG0000490	Syat.g_02106	Syad.g_00475
OG0000491	Syat.g_02107	Syad.g_00474
OG0000492	Syat.g_02110	Syad.g_00472
OG0000493	Syat.g_02111	Syad.g_00471
OG0000494	Syat.g_02112	Syad.g_00470
OG0000495	Syat.g_02120	Syad.g_00469
OG0000496	Syat.g_02121	Syad.g_00468
OG0000497	Syat.g_02122	Syad.g_00467
OG0000498	Syat.g_02123	Syad.g_00466
OG0000499	Syat.g_02124	Syad.g_00465
OG0000500	Syat.g_02125	Syad.g_00464
OG0000501	Syat.g_02128	Syad.g_00461
OG0000502	Syat.g_02135	Syad.g_00449
OG0000503	Syat.g_01614	Syad.g_00761
OG0000504	Syat.g_01612	Syad.g_00763
OG0000505	Syat.g_01611	Syad.g_00764
OG0000506	Syat.g_01609	Syad.g_00766
OG0000507	Syat.g_01603	Syad.g_00772
OG0000508	Syat.g_01596	Syad.g_00776
OG0000509	Syat.g_01591	Syad.g_00778
OG0000510	Syat.g_01590	Syad.g_00779
OG0000511	Syat.g_01589	Syad.g_00780
OG0000512	Syat.g_01587	Syad.g_00782
OG0000513	Syat.g_02957	Syad.g_00789
OG0000514	Syat.g_02962	Syad.g_00795
OG0000515	Syat.g_02963	Syad.g_00796
OG0000516	Syat.g_02965	Syad.g_02456
OG0000517	Syat.g_02969	Syad.g_02451
OG0000518	Syat.g_01286	Syad.g_02439
OG0000519	Syat.g_01285	Syad.g_02438
OG0000520	Syat.g_01284	Syad.g_02437
OG0000521	Syat.g_01319	Syad.g_01108
OG0000522	Syat.g_01317	Syad.g_01109
OG0000523	Syat.g_01316	Syad.g_01110
OG0000524	Syat.g_01409	Syad.g_02386
OG0000525	Syat.g_01382	Syad.g_02363
OG0000526	Syat.g_01380	Syad.g_02360
OG0000527	Syat.g_01373	Syad.g_02355
OG0000528	Syat.g_03167	Syad.g_00897
OG0000529	Syat.g_03171	Syad.g_00905
OG0000530	Syat.g_03174	Syad.g_00908
OG0000531	Syat.g_03175	Syad.g_00909
OG0000532	Syat.g_03178	Syad.g_00912
OG0000533	Syat.g_03180	Syad.g_00913
OG0000534	Syat.g_03181	Syad.g_00914
OG0000535	Syat.g_03182	Syad.g_00915
OG0000536	Syat.g_03183	Syad.g_00916
OG0000537	Syat.g_03185	Syad.g_00917
OG0000538	Syat.g_03204	Syad.g_00929
OG0000539	Syat.g_03206	Syad.g_00930
OG0000540	Syat.g_03207	Syad.g_00931
OG0000541	Syat.g_03208	Syad.g_00932
OG0000542	Syat.g_03213	Syad.g_00935
OG0000543	Syat.g_03215	Syad.g_00937
OG0000544	Syat.g_03216	Syad.g_00938
OG0000545	Syat.g_03218	Syad.g_00940
OG0000546	Syat.g_03220	Syad.g_00942
OG0000547	Syat.g_03222	Syad.g_00944
OG0000548	Syat.g_03223	Syad.g_00945
OG0000549	Syat.g_01795	Syad.g_00952
OG0000550	Syat.g_01107	Syad.g_00956
OG0000551	Syat.g_01103	Syad.g_00960
OG0000552	Syat.g_01102	Syad.g_00961
OG0000553	Syat.g_01098	Syad.g_00965
OG0000554	Syat.g_03271	Syad.g_00978
OG0000555	Syat.g_00093	Syad.g_00999
OG0000556	Syat.g_00088	Syad.g_01003
OG0000557	Syat.g_00083	Syad.g_01011
OG0000558	Syat.g_00081	Syad.g_01013
OG0000559	Syat.g_00077	Syad.g_01016
OG0000560	Syat.g_00074	Syad.g_01019
OG0000561	Syat.g_00073	Syad.g_01020
OG0000562	Syat.g_00072	Syad.g_01021
OG0000563	Syat.g_00071	Syad.g_01022
OG0000564	Syat.g_00070	Syad.g_01023
OG0000565	Syat.g_00067	Syad.g_01027
OG0000566	Syat.g_00063	Syad.g_01031
OG0000567	Syat.g_00059	Syad.g_01035
OG0000568	Syat.g_00057	Syad.g_01040
OG0000569	Syat.g_00056	Syad.g_01041
OG0000570	Syat.g_00055	Syad.g_01042
OG0000571	Syat.g_00052	Syad.g_01046
OG0000572	Syat.g_00033	Syad.g_01064
OG0000573	Syat.g_00024	Syad.g_01072
OG0000574	Syat.g_00023	Syad.g_01077
OG0000575	Syat.g_00018	Syad.g_01083
OG0000576	Syat.g_00014	Syad.g_01085
OG0000577	Syat.g_00013	Syad.g_01086
OG0000578	Syat.g_00012	Syad.g_01087
OG0000579	Syat.g_00011	Syad.g_01088
OG0000580	Syat.g_00010	Syad.g_01089
OG0000581	Syat.g_00003	Syad.g_01097
OG0000582	Syat.g_03403	Syad.g_02206
OG0000583	Syat.g_03404	Syad.g_02205
OG0000584	Syat.g_03405	Syad.g_02204
OG0000585	Syat.g_03408	Syad.g_02202
OG0000586	Syat.g_03409	Syad.g_02201
OG0000587	Syat.g_00001	Syad.g_02199
OG0000588	Syat.g_00338	Syad.g_02183
OG0000589	Syat.g_03318	Syad.g_02178
OG0000590	Syat.g_03317	Syad.g_02177
OG0000591	Syat.g_03308	Syad.g_02169
