Orthogroup	Syat	Prah
OG0000042	Syat.g_00223, Syat.g_02222	Prah.g_00135, Prah.g_01256
OG0000044	Syat.g_00933, Syat.g_01910, Syat.g_00146, Syat.g_03333	Prah.g_00994, Prah.g_00343
OG0000045	Syat.g_00935	Prah.g_01837
OG0000046	Syat.g_01626, Syat.g_01026	Prah.g_01955
OG0000048	Syat.g_02046	Prah.g_02122
OG0000052	Syat.g_02140	Prah.g_02219
OG0000053	Syat.g_01330	Prah.g_00381
OG0000054	Syat.g_00987, Syat.g_03390	Prah.g_01394
OG0000055	Syat.g_00693	Prah.g_00942
OG0000057	Syat.g_00817, Syat.g_02055	Prah.g_01027
OG0000058	Syat.g_02133, Syat.g_02238	Prah.g_02195
OG0000059	Syat.g_01832	Prah.g_02043
OG0000060	Syat.g_01384	Prah.g_01569
OG0000060	Syat.g_01047	Prah.g_01156
OG0000061	Syat.g_03260	Prah.g_01322
OG0000062	Syat.g_03107	Prah.g_01654
OG0000063	Syat.g_02303	Prah.g_00042
OG0000065	Syat.g_01571	Prah.g_01897
OG0000066	Syat.g_03283	Prah.g_01485
OG0000067	Syat.g_02874	Prah.g_01826
OG0000068	Syat.g_00085, Syat.g_01295	Prah.g_01576
OG0000070	Syat.g_01032, Syat.g_01040	Prah.g_00252
OG0000071	Syat.g_01153	Prah.g_01364
OG0000072	Syat.g_02856, Syat.g_01597	Prah.g_02309
OG0000073	Syat.g_03201	Prah.g_01544
OG0000075	Syat.g_02497, Syat.g_01713, Syat.g_02154	Prah.g_02232
OG0000076	Syat.g_02206	Prah.g_00150
OG0000078	Syat.g_00184	Prah.g_01773
OG0000079	Syat.g_01879	Prah.g_02090, Prah.g_01868
OG0000082	Syat.g_00035	Prah.g_01427
OG0000085	Syat.g_03113	Prah.g_01666
OG0000086	Syat.g_01531, Syat.g_00798, Syat.g_00635	Prah.g_01866
OG0000087	Syat.g_02912	Prah.g_02268
OG0000088	Syat.g_02862	Prah.g_00957
OG0000089	Syat.g_02953	Prah.g_00205
OG0000090	Syat.g_03270	Prah.g_01501
OG0000091	Syat.g_00939, Syat.g_00862	Prah.g_00493
OG0000094	Syat.g_00698, Syat.g_01034	Prah.g_02518
OG0000095	Syat.g_00808	Prah.g_00915
OG0000098	Syat.g_03281	Prah.g_00327
OG0000099	Syat.g_02130	Prah.g_02191
OG0000100	Syat.g_00517	Prah.g_01791, Prah.g_00636
OG0000102	Syat.g_00974	Prah.g_00144
OG0000103	Syat.g_02399	Prah.g_02586
OG0000104	Syat.g_02385	Prah.g_02600
OG0000105	Syat.g_02052	Prah.g_02126
OG0000106	Syat.g_00957	Prah.g_01660
OG0000107	Syat.g_01862	Prah.g_02072
OG0000108	Syat.g_03170	Prah.g_01566
OG0000109	Syat.g_03187	Prah.g_01550
OG0000110	Syat.g_00049	Prah.g_01439
OG0000111	Syat.g_00816	Prah.g_01028
OG0000112	Syat.g_00593	Prah.g_00788
OG0000113	Syat.g_00509	Prah.g_00641
OG0000114	Syat.g_00426	Prah.g_00733
OG0000115	Syat.g_01328	Prah.g_00383
OG0000116	Syat.g_02641	Prah.g_01337
OG0000117	Syat.g_00224	Prah.g_01257
OG0000118	Syat.g_01168	Prah.g_01378
OG0000119	Syat.g_00309	Prah.g_01007, Prah.g_01048
OG0000120	Syat.g_02132	Prah.g_02192
OG0000121	Syat.g_01223	Prah.g_00406
OG0000123	Syat.g_01653	Prah.g_01987
OG0000124	Syat.g_02231	Prah.g_00125
OG0000125	Syat.g_02684	Prah.g_02498
OG0000126	Syat.g_00976	Prah.g_02598
OG0000128	Syat.g_02331	Prah.g_00013
OG0000129	Syat.g_02693, Syat.g_02694	Prah.g_02486
OG0000130	Syat.g_01469	Prah.g_01838
OG0000131	Syat.g_02898	Prah.g_02282
OG0000132	Syat.g_02864	Prah.g_02302
OG0000133	Syat.g_00588	Prah.g_02187
OG0000134	Syat.g_02956	Prah.g_00208
OG0000135	Syat.g_02501	Prah.g_02538
OG0000136	Syat.g_01292	Prah.g_00235
OG0000137	Syat.g_01371	Prah.g_00312
OG0000138	Syat.g_03188	Prah.g_01549
OG0000139	Syat.g_03276	Prah.g_01495
OG0000140	Syat.g_03280	Prah.g_01489
OG0000141	Syat.g_03398	Prah.g_01393
OG0000142	Syat.g_00117	Prah.g_00501
OG0000143	Syat.g_00130	Prah.g_00497
OG0000144	Syat.g_00369	Prah.g_00473
OG0000145	Syat.g_03202	Prah.g_01543
OG0000146	Syat.g_00594	Prah.g_00787
OG0000147	Syat.g_00595	Prah.g_00786
OG0000148	Syat.g_00503	Prah.g_00649
OG0000149	Syat.g_00747	Prah.g_00591
OG0000150	Syat.g_03399	Prah.g_00568
OG0000151	Syat.g_00801, Syat.g_00440	Prah.g_00718
OG0000152	Syat.g_00578	Prah.g_00796
OG0000153	Syat.g_00542	Prah.g_00826
OG0000154	Syat.g_00708	Prah.g_00852
OG0000155	Syat.g_00287	Prah.g_01291
OG0000156	Syat.g_03228	Prah.g_01349
OG0000157	Syat.g_02012, Syat.g_03227	Prah.g_01350
OG0000158	Syat.g_02163	Prah.g_02242
OG0000160	Syat.g_01224	Prah.g_00407
OG0000161	Syat.g_01180	Prah.g_00399
OG0000162	Syat.g_01281	Prah.g_00391
OG0000163	Syat.g_02979	Prah.g_01619
OG0000164	Syat.g_03040	Prah.g_01705
OG0000165	Syat.g_03033	Prah.g_01716
OG0000166	Syat.g_01822	Prah.g_02033
OG0000167	Syat.g_02148	Prah.g_02230
OG0000168	Syat.g_02164	Prah.g_02243
OG0000169	Syat.g_02192	Prah.g_00163
OG0000170	Syat.g_02201	Prah.g_00155
OG0000171	Syat.g_02230	Prah.g_00126
OG0000172	Syat.g_02260	Prah.g_00084
OG0000173	Syat.g_02284	Prah.g_00061
OG0000174	Syat.g_02504	Prah.g_02541
OG0000175	Syat.g_02416	Prah.g_02575
OG0000176	Syat.g_02372	Prah.g_00005
OG0000177	Syat.g_02338	Prah.g_00006
OG0000178	Syat.g_02337	Prah.g_00007
OG0000179	Syat.g_02322	Prah.g_00022
OG0000180	Syat.g_02321	Prah.g_00023
OG0000181	Syat.g_02320	Prah.g_00024
OG0000182	Syat.g_02319	Prah.g_00025
OG0000183	Syat.g_02315	Prah.g_00029
OG0000184	Syat.g_02704	Prah.g_02478
OG0000185	Syat.g_02719	Prah.g_02458
OG0000186	Syat.g_01463	Prah.g_01830
OG0000187	Syat.g_01467	Prah.g_01833
OG0000188	Syat.g_01489	Prah.g_01860
OG0000189	Syat.g_00386, Syat.g_01557	Prah.g_01884
OG0000190	Syat.g_00330	Prah.g_01886
OG0000191	Syat.g_03344, Syat.g_02939	Prah.g_00188
OG0000192	Syat.g_02933	Prah.g_00176, Prah.g_00180
OG0000193	Syat.g_02897	Prah.g_02283
OG0000194	Syat.g_02894	Prah.g_02286
OG0000195	Syat.g_02892	Prah.g_02288
OG0000196	Syat.g_02867	Prah.g_02299
OG0000197	Syat.g_02866	Prah.g_02300
OG0000198	Syat.g_02865	Prah.g_02301
OG0000199	Syat.g_02857	Prah.g_02308
OG0000200	Syat.g_02840	Prah.g_02324
OG0000201	Syat.g_02821	Prah.g_02352
OG0000202	Syat.g_02820	Prah.g_02353
OG0000203	Syat.g_02819	Prah.g_02354
OG0000204	Syat.g_02818	Prah.g_02355
OG0000205	Syat.g_02809	Prah.g_02362
OG0000206	Syat.g_02785	Prah.g_02371
OG0000207	Syat.g_02778	Prah.g_02420
OG0000208	Syat.g_02777	Prah.g_02419
OG0000209	Syat.g_02735	Prah.g_02400
OG0000210	Syat.g_02734	Prah.g_02399
OG0000211	Syat.g_01452	Prah.g_01782
OG0000212	Syat.g_01442	Prah.g_01772
OG0000213	Syat.g_01889	Prah.g_02101
OG0000214	Syat.g_02042	Prah.g_02118
OG0000215	Syat.g_02075	Prah.g_02148
OG0000216	Syat.g_02079	Prah.g_02151
OG0000217	Syat.g_02085	Prah.g_02155
OG0000218	Syat.g_02087	Prah.g_02157
OG0000219	Syat.g_02088	Prah.g_02158
OG0000220	Syat.g_02089	Prah.g_02159
OG0000221	Syat.g_02095	Prah.g_02166
OG0000222	Syat.g_02109	Prah.g_02174
OG0000223	Syat.g_02570	Prah.g_02197
OG0000224	Syat.g_02139	Prah.g_02207
OG0000225	Syat.g_01595	Prah.g_01921
OG0000226	Syat.g_01588	Prah.g_01917
OG0000228	Syat.g_02952	Prah.g_00204
OG0000229	Syat.g_02970	Prah.g_00230
OG0000230	Syat.g_02972	Prah.g_00232
OG0000231	Syat.g_01283	Prah.g_00251
OG0000232	Syat.g_01313	Prah.g_00261
OG0000233	Syat.g_01407	Prah.g_00294
OG0000234	Syat.g_01369	Prah.g_00313, Prah.g_00314
OG0000235	Syat.g_03169	Prah.g_01567
OG0000236	Syat.g_03186	Prah.g_01551
OG0000237	Syat.g_03214	Prah.g_01534
OG0000238	Syat.g_03219	Prah.g_01529
OG0000239	Syat.g_01105	Prah.g_01513
OG0000240	Syat.g_01104	Prah.g_01512
OG0000241	Syat.g_00111	Prah.g_01094
OG0000242	Syat.g_01077	Prah.g_00108, Prah.g_01503
OG0000243	Syat.g_00092	Prah.g_01476
OG0000244	Syat.g_00082	Prah.g_01472
OG0000245	Syat.g_00080	Prah.g_01469
OG0000246	Syat.g_00076	Prah.g_01465
OG0000247	Syat.g_00065	Prah.g_01454
OG0000248	Syat.g_00062	Prah.g_01451
OG0000249	Syat.g_00060	Prah.g_01449
OG0000250	Syat.g_00053	Prah.g_01443
OG0000251	Syat.g_00027	Prah.g_01417
OG0000252	Syat.g_00022	Prah.g_01414
OG0000253	Syat.g_00021	Prah.g_01408
OG0000254	Syat.g_03407	Prah.g_01389
OG0000255	Syat.g_02405	Prah.g_00530
OG0000256	Syat.g_03306	Prah.g_00516
OG0000257	Syat.g_00109	Prah.g_00509
OG0000258	Syat.g_00382	Prah.g_00486
OG0000259	Syat.g_00342	Prah.g_00457
OG0000260	Syat.g_00392	Prah.g_00454
OG0000261	Syat.g_00400	Prah.g_00451
OG0000262	Syat.g_00407	Prah.g_00445
OG0000263	Syat.g_00200	Prah.g_02413
OG0000266	Syat.g_00671	Prah.g_00876
OG0000267	Syat.g_00636	Prah.g_00751
OG0000268	Syat.g_00634	Prah.g_00752
OG0000269	Syat.g_00474, Syat.g_00126	Prah.g_00672
OG0000270	Syat.g_00477	Prah.g_00669
OG0000271	Syat.g_00485	Prah.g_00661
OG0000272	Syat.g_00486	Prah.g_00660
OG0000274	Syat.g_00521	Prah.g_00608
OG0000275	Syat.g_00718	Prah.g_00605
OG0000276	Syat.g_00725	Prah.g_00599
OG0000277	Syat.g_00738	Prah.g_00598
OG0000278	Syat.g_00741	Prah.g_00595
OG0000279	Syat.g_00755	Prah.g_00587
OG0000280	Syat.g_01669	Prah.g_00581
OG0000281	Syat.g_00960	Prah.g_00566
OG0000282	Syat.g_00431	Prah.g_00731
OG0000283	Syat.g_00620	Prah.g_00761
OG0000284	Syat.g_00614	Prah.g_00767
OG0000285	Syat.g_00607	Prah.g_01178
OG0000286	Syat.g_00579	Prah.g_00795
OG0000287	Syat.g_00550	Prah.g_01131
OG0000288	Syat.g_00709	Prah.g_00851
OG0000289	Syat.g_00695	Prah.g_00864
OG0000290	Syat.g_00805	Prah.g_00912
OG0000291	Syat.g_00807	Prah.g_00914
OG0000292	Syat.g_02388	Prah.g_02597
OG0000293	Syat.g_03241	Prah.g_01336
OG0000294	Syat.g_03248	Prah.g_01335
OG0000295	Syat.g_00297	Prah.g_01298
OG0000296	Syat.g_00295	Prah.g_01296
OG0000297	Syat.g_00226	Prah.g_01259
OG0000298	Syat.g_00225	Prah.g_01258
OG0000299	Syat.g_00910	Prah.g_01268
OG0000300	Syat.g_00904	Prah.g_01275
OG0000301	Syat.g_00903	Prah.g_01276
OG0000302	Syat.g_00901	Prah.g_01279
OG0000303	Syat.g_00892	Prah.g_01289
OG0000304	Syat.g_00885	Prah.g_01237, Prah.g_01238
OG0000305	Syat.g_00809	Prah.g_00918
OG0000306	Syat.g_01704	Prah.g_00560
OG0000307	Syat.g_01304	Prah.g_01584
OG0000308	Syat.g_01306	Prah.g_01586
OG0000309	Syat.g_01417	Prah.g_01590
OG0000310	Syat.g_01246	Prah.g_00428
OG0000311	Syat.g_01242	Prah.g_00424
OG0000312	Syat.g_01237	Prah.g_00420
OG0000313	Syat.g_01183	Prah.g_00402
OG0000314	Syat.g_01341	Prah.g_00371
OG0000315	Syat.g_01351	Prah.g_00361
OG0000316	Syat.g_03082	Prah.g_01631
OG0000317	Syat.g_03120	Prah.g_01672
OG0000318	Syat.g_03125	Prah.g_01677
OG0000319	Syat.g_03055	Prah.g_01694
OG0000320	Syat.g_03053	Prah.g_01696
OG0000321	Syat.g_03052	Prah.g_01697
OG0000322	Syat.g_03051	Prah.g_01698
OG0000323	Syat.g_03038	Prah.g_01710
OG0000324	Syat.g_02998	Prah.g_01744
OG0000325	Syat.g_01861	Prah.g_02071
OG0000326	Syat.g_01854	Prah.g_02064
OG0000327	Syat.g_01827	Prah.g_02038
OG0000328	Syat.g_01826	Prah.g_02037
OG0000329	Syat.g_01808	Prah.g_02020
OG0000330	Syat.g_01807	Prah.g_02019
OG0000331	Syat.g_01806	Prah.g_02018
OG0000332	Syat.g_01790	Prah.g_02003
OG0000333	Syat.g_01787	Prah.g_02001
OG0000334	Syat.g_01657	Prah.g_01991
OG0000335	Syat.g_01652	Prah.g_01986
OG0000336	Syat.g_01648	Prah.g_01982
OG0000337	Syat.g_02144	Prah.g_02224
OG0000338	Syat.g_02146	Prah.g_02227
OG0000339	Syat.g_02155, Syat.g_01055	Prah.g_02234
OG0000340	Syat.g_02165	Prah.g_02244
OG0000341	Syat.g_02167	Prah.g_02246
OG0000342	Syat.g_02168	Prah.g_02247
OG0000343	Syat.g_02185	Prah.g_00168
OG0000344	Syat.g_02189	Prah.g_00165
OG0000345	Syat.g_02202	Prah.g_00154
OG0000346	Syat.g_02207	Prah.g_00149
OG0000347	Syat.g_02234	Prah.g_00089
OG0000348	Syat.g_02264	Prah.g_00078
OG0000349	Syat.g_02291	Prah.g_00053
OG0000350	Syat.g_01847	Prah.g_02533
OG0000351	Syat.g_02411	Prah.g_02578
OG0000352	Syat.g_02410	Prah.g_02579
OG0000353	Syat.g_00955, Syat.g_02377	Prah.g_02603
OG0000354	Syat.g_03225	Prah.g_01523
OG0000354	Syat.g_02325	Prah.g_00020
OG0000355	Syat.g_02375	Prah.g_00002
OG0000356	Syat.g_02374	Prah.g_00003
OG0000357	Syat.g_02373	Prah.g_00004
OG0000358	Syat.g_02336	Prah.g_00008
OG0000359	Syat.g_02334	Prah.g_00010
OG0000360	Syat.g_02333	Prah.g_00011
OG0000361	Syat.g_02332	Prah.g_00012
OG0000362	Syat.g_02330	Prah.g_00014
OG0000363	Syat.g_02328	Prah.g_00016
OG0000364	Syat.g_03122	Prah.g_00017
OG0000365	Syat.g_02318	Prah.g_00026
OG0000366	Syat.g_02317	Prah.g_00027
OG0000367	Syat.g_02316	Prah.g_00028
OG0000368	Syat.g_02314	Prah.g_00030
OG0000369	Syat.g_02313	Prah.g_00031
OG0000370	Syat.g_02312	Prah.g_00032
OG0000371	Syat.g_02304	Prah.g_00041
OG0000372	Syat.g_02298	Prah.g_00046
OG0000373	Syat.g_02297	Prah.g_00047
OG0000374	Syat.g_02296	Prah.g_00048
OG0000375	Syat.g_02295	Prah.g_00049
OG0000376	Syat.g_02293	Prah.g_00051
OG0000377	Syat.g_02695	Prah.g_02485
OG0000378	Syat.g_02715	Prah.g_02471
OG0000379	Syat.g_02720	Prah.g_02457
OG0000380	Syat.g_01468	Prah.g_01834
OG0000381	Syat.g_01470	Prah.g_01839
OG0000382	Syat.g_01488	Prah.g_01859
OG0000383	Syat.g_01521	Prah.g_01861
OG0000384	Syat.g_01522	Prah.g_01862
OG0000385	Syat.g_01523	Prah.g_01863
OG0000386	Syat.g_01524	Prah.g_01864
OG0000387	Syat.g_01561	Prah.g_01888
OG0000388	Syat.g_01565	Prah.g_01892
OG0000389	Syat.g_01569	Prah.g_01896
OG0000390	Syat.g_02945	Prah.g_00194
OG0000391	Syat.g_02940	Prah.g_00189
OG0000392	Syat.g_02934	Prah.g_00183
OG0000393	Syat.g_02931	Prah.g_00175
OG0000394	Syat.g_02930	Prah.g_00174
OG0000395	Syat.g_02929	Prah.g_00173
OG0000396	Syat.g_02927	Prah.g_02252
OG0000397	Syat.g_02925	Prah.g_02254
OG0000398	Syat.g_02920	Prah.g_02259
OG0000399	Syat.g_02919	Prah.g_02260
OG0000400	Syat.g_02918	Prah.g_02261
OG0000401	Syat.g_02917	Prah.g_02262
OG0000402	Syat.g_02915	Prah.g_02264
OG0000403	Syat.g_02914	Prah.g_02265
OG0000405	Syat.g_02900	Prah.g_02280
OG0000406	Syat.g_02896	Prah.g_02284
OG0000407	Syat.g_02895	Prah.g_02285
OG0000408	Syat.g_02893	Prah.g_02287
OG0000409	Syat.g_02891	Prah.g_02289
OG0000410	Syat.g_02890	Prah.g_02290
OG0000411	Syat.g_02889	Prah.g_02291
OG0000412	Syat.g_02888	Prah.g_02292
OG0000413	Syat.g_02886	Prah.g_02294
OG0000414	Syat.g_02885	Prah.g_02295
OG0000415	Syat.g_02884	Prah.g_02296
OG0000416	Syat.g_02883	Prah.g_02297
OG0000417	Syat.g_02868	Prah.g_02298
OG0000418	Syat.g_02863	Prah.g_02303
OG0000419	Syat.g_02861	Prah.g_02305
OG0000420	Syat.g_02859	Prah.g_02306
OG0000421	Syat.g_02855	Prah.g_02310
OG0000422	Syat.g_02854	Prah.g_02311
OG0000423	Syat.g_02853	Prah.g_02312
OG0000424	Syat.g_02852	Prah.g_02313
OG0000425	Syat.g_02851	Prah.g_02314
OG0000426	Syat.g_02850	Prah.g_02315
OG0000427	Syat.g_02849	Prah.g_02316
OG0000428	Syat.g_02846	Prah.g_00709
OG0000429	Syat.g_02843	Prah.g_02321
OG0000430	Syat.g_02841	Prah.g_02323
OG0000431	Syat.g_02838	Prah.g_02334
OG0000432	Syat.g_02832	Prah.g_02341
OG0000433	Syat.g_02829	Prah.g_02344
OG0000434	Syat.g_02828	Prah.g_02345
OG0000435	Syat.g_02824	Prah.g_02350
OG0000436	Syat.g_02817	Prah.g_02356
OG0000437	Syat.g_02558	Prah.g_02357
OG0000438	Syat.g_02813	Prah.g_02358
OG0000439	Syat.g_02811	Prah.g_02360
OG0000440	Syat.g_02810	Prah.g_02361
OG0000441	Syat.g_02807	Prah.g_02364
OG0000442	Syat.g_02797	Prah.g_02365
OG0000443	Syat.g_02787	Prah.g_02370
OG0000444	Syat.g_02756	Prah.g_02418
OG0000445	Syat.g_02755	Prah.g_02417
OG0000446	Syat.g_02753	Prah.g_02415
OG0000447	Syat.g_02749	Prah.g_02411
OG0000448	Syat.g_02748	Prah.g_02410
OG0000449	Syat.g_02747	Prah.g_02409
OG0000450	Syat.g_02738	Prah.g_02403
OG0000451	Syat.g_02737	Prah.g_02402
OG0000452	Syat.g_02732	Prah.g_02398
OG0000453	Syat.g_02731	Prah.g_02397
OG0000454	Syat.g_02730	Prah.g_02396
OG0000455	Syat.g_02729	Prah.g_02395
OG0000456	Syat.g_02728	Prah.g_02394
OG0000457	Syat.g_02726	Prah.g_02392
OG0000458	Syat.g_02725	Prah.g_02391
OG0000459	Syat.g_02724	Prah.g_02390
OG0000460	Syat.g_01450	Prah.g_01781
OG0000461	Syat.g_01866	Prah.g_02074
OG0000462	Syat.g_01868	Prah.g_02078
OG0000463	Syat.g_01869	Prah.g_02079
OG0000464	Syat.g_01870	Prah.g_02080
OG0000465	Syat.g_01872	Prah.g_02082
OG0000466	Syat.g_01877	Prah.g_02087
OG0000467	Syat.g_01878	Prah.g_02089
OG0000468	Syat.g_01884	Prah.g_02098
OG0000469	Syat.g_02000	Prah.g_02111
OG0000470	Syat.g_02038	Prah.g_02114
OG0000471	Syat.g_02039	Prah.g_02115
OG0000472	Syat.g_02041	Prah.g_02117
OG0000473	Syat.g_02043	Prah.g_02119
OG0000474	Syat.g_02044	Prah.g_02120
OG0000475	Syat.g_02045	Prah.g_02121
OG0000476	Syat.g_02047	Prah.g_02123
OG0000477	Syat.g_02053	Prah.g_02128
OG0000478	Syat.g_02054	Prah.g_02129
OG0000479	Syat.g_02056	Prah.g_02130
OG0000480	Syat.g_02063	Prah.g_02137
OG0000481	Syat.g_02066	Prah.g_02139
OG0000482	Syat.g_02067	Prah.g_02140
OG0000483	Syat.g_02071	Prah.g_02144
OG0000484	Syat.g_02072	Prah.g_02145
OG0000485	Syat.g_02073	Prah.g_02146
OG0000486	Syat.g_02074	Prah.g_02147
OG0000487	Syat.g_02080	Prah.g_02152
OG0000488	Syat.g_02086	Prah.g_02156
OG0000489	Syat.g_02097	Prah.g_02167
OG0000490	Syat.g_02106	Prah.g_02172
OG0000491	Syat.g_02107	Prah.g_02173
OG0000492	Syat.g_02110	Prah.g_02175
OG0000493	Syat.g_02111	Prah.g_02176
OG0000494	Syat.g_02112	Prah.g_02177
OG0000495	Syat.g_02120	Prah.g_02178
OG0000496	Syat.g_02121	Prah.g_02179
OG0000497	Syat.g_02122	Prah.g_02180
OG0000498	Syat.g_02123	Prah.g_02181
OG0000499	Syat.g_02124	Prah.g_02182
OG0000500	Syat.g_02125	Prah.g_02183
OG0000501	Syat.g_02128	Prah.g_02186
OG0000502	Syat.g_02135	Prah.g_02199
OG0000503	Syat.g_01614	Prah.g_01940
OG0000504	Syat.g_01612	Prah.g_01938
OG0000505	Syat.g_01611	Prah.g_01937
OG0000506	Syat.g_01609	Prah.g_01935
OG0000507	Syat.g_01603	Prah.g_01930
OG0000508	Syat.g_01596	Prah.g_01922
OG0000509	Syat.g_01591	Prah.g_01920
OG0000510	Syat.g_01590	Prah.g_01919
OG0000511	Syat.g_01589	Prah.g_01918
OG0000512	Syat.g_01587	Prah.g_01916
OG0000513	Syat.g_02957	Prah.g_00209
OG0000514	Syat.g_02962	Prah.g_00218
OG0000515	Syat.g_02963	Prah.g_00219
OG0000516	Syat.g_02965	Prah.g_00221
OG0000517	Syat.g_02969	Prah.g_00229
OG0000518	Syat.g_01286	Prah.g_00241
OG0000519	Syat.g_01285	Prah.g_00242
OG0000520	Syat.g_01284	Prah.g_00247
OG0000521	Syat.g_01319	Prah.g_00255
OG0000522	Syat.g_01317	Prah.g_00257
OG0000523	Syat.g_01316	Prah.g_00258
OG0000524	Syat.g_01409	Prah.g_00290
OG0000525	Syat.g_01382	Prah.g_00304
OG0000526	Syat.g_01380	Prah.g_00306
OG0000527	Syat.g_01373	Prah.g_00310
OG0000528	Syat.g_03167	Prah.g_01572
OG0000529	Syat.g_03171	Prah.g_01565
OG0000530	Syat.g_03174	Prah.g_01562
OG0000531	Syat.g_03175	Prah.g_01561
OG0000532	Syat.g_03178	Prah.g_01558
OG0000533	Syat.g_03180	Prah.g_01556
OG0000534	Syat.g_03181	Prah.g_01555
OG0000535	Syat.g_03182	Prah.g_01554
OG0000536	Syat.g_03183	Prah.g_01553
OG0000537	Syat.g_03185	Prah.g_01552
OG0000538	Syat.g_03204	Prah.g_01541
OG0000539	Syat.g_03206	Prah.g_01540
OG0000540	Syat.g_03207	Prah.g_01539
OG0000541	Syat.g_03208	Prah.g_01538
OG0000542	Syat.g_03213	Prah.g_01535
OG0000543	Syat.g_03215	Prah.g_01533
OG0000544	Syat.g_03216	Prah.g_01532
OG0000545	Syat.g_03218	Prah.g_01530
OG0000546	Syat.g_03220	Prah.g_01528
OG0000547	Syat.g_03222	Prah.g_01526
OG0000548	Syat.g_03223	Prah.g_01525
OG0000549	Syat.g_01795	Prah.g_01519
OG0000550	Syat.g_01107	Prah.g_01514
OG0000551	Syat.g_01103	Prah.g_01510
OG0000552	Syat.g_01102	Prah.g_01509
OG0000553	Syat.g_01098	Prah.g_01505
OG0000554	Syat.g_03271	Prah.g_01500
OG0000555	Syat.g_00093	Prah.g_01480
OG0000556	Syat.g_00088	Prah.g_01474
OG0000557	Syat.g_00083	Prah.g_01473
OG0000558	Syat.g_00081	Prah.g_01470
OG0000559	Syat.g_00077	Prah.g_01466
OG0000560	Syat.g_00074	Prah.g_01463
OG0000561	Syat.g_00073	Prah.g_01462
OG0000562	Syat.g_00072	Prah.g_01461
OG0000563	Syat.g_00071	Prah.g_01460
OG0000564	Syat.g_00070	Prah.g_01459
OG0000565	Syat.g_00067	Prah.g_01457
OG0000566	Syat.g_00063	Prah.g_01452
OG0000567	Syat.g_00059	Prah.g_01448
OG0000568	Syat.g_00057	Prah.g_01446
OG0000569	Syat.g_00056	Prah.g_01445
OG0000570	Syat.g_00055	Prah.g_01444
OG0000571	Syat.g_00052	Prah.g_01441
OG0000572	Syat.g_00033	Prah.g_01425
OG0000573	Syat.g_00024	Prah.g_01416
OG0000574	Syat.g_00023	Prah.g_01415
OG0000575	Syat.g_00018	Prah.g_01406
OG0000576	Syat.g_00014	Prah.g_01404
OG0000577	Syat.g_00013	Prah.g_01403
OG0000578	Syat.g_00012	Prah.g_01402
OG0000579	Syat.g_00011	Prah.g_01401
OG0000580	Syat.g_00010	Prah.g_01400
OG0000581	Syat.g_00003	Prah.g_01396
OG0000582	Syat.g_03403	Prah.g_01392
OG0000583	Syat.g_03404	Prah.g_01391
OG0000584	Syat.g_03405	Prah.g_01390
OG0000585	Syat.g_03408	Prah.g_01388
OG0000586	Syat.g_03409	Prah.g_01387
OG0000587	Syat.g_00001	Prah.g_01385
OG0000588	Syat.g_00338	Prah.g_00529
OG0000589	Syat.g_03318	Prah.g_00526
OG0000590	Syat.g_03317	Prah.g_00525
