Orthogroup	Syat	Syaq
OG0000181	Syat.g_02320	Syaq.g_01127
OG0000182	Syat.g_02319	Syaq.g_01126
OG0000183	Syat.g_02315	Syaq.g_01122
OG0000184	Syat.g_02704	Syaq.g_01277
OG0000185	Syat.g_02719	Syaq.g_01290
OG0000186	Syat.g_01463	Syaq.g_01563
OG0000187	Syat.g_01467	Syaq.g_01561
OG0000188	Syat.g_01489	Syaq.g_01539
OG0000189	Syat.g_00386, Syat.g_01557	Syaq.g_00122
OG0000190	Syat.g_00330	Syaq.g_01497
OG0000191	Syat.g_03344, Syat.g_02939	Syaq.g_01467
OG0000192	Syat.g_02933	Syaq.g_01462
OG0000193	Syat.g_02897	Syaq.g_01423
OG0000194	Syat.g_02894	Syaq.g_01420
OG0000195	Syat.g_02892	Syaq.g_01418
OG0000196	Syat.g_02867	Syaq.g_01407
OG0000197	Syat.g_02866	Syaq.g_01406
OG0000198	Syat.g_02865	Syaq.g_01405
OG0000199	Syat.g_02857	Syaq.g_01398
OG0000200	Syat.g_02840	Syaq.g_01382
OG0000201	Syat.g_02821	Syaq.g_01365
OG0000202	Syat.g_02820	Syaq.g_01364
OG0000203	Syat.g_02819	Syaq.g_01363
OG0000204	Syat.g_02818	Syaq.g_01362
OG0000205	Syat.g_02809	Syaq.g_01355
OG0000206	Syat.g_02785	Syaq.g_01345
OG0000207	Syat.g_02778	Syaq.g_01338
OG0000208	Syat.g_02777	Syaq.g_01337
OG0000209	Syat.g_02735	Syaq.g_01310
OG0000210	Syat.g_02734	Syaq.g_01309
OG0000211	Syat.g_01452	Syaq.g_01570
OG0000212	Syat.g_01442	Syaq.g_01586
OG0000213	Syat.g_01889	Syaq.g_00729
OG0000214	Syat.g_02042	Syaq.g_00745
OG0000215	Syat.g_02075	Syaq.g_00777
OG0000216	Syat.g_02079	Syaq.g_00781
OG0000217	Syat.g_02085	Syaq.g_00844
OG0000218	Syat.g_02087	Syaq.g_00846
OG0000219	Syat.g_02088	Syaq.g_00847
OG0000220	Syat.g_02089	Syaq.g_00848
OG0000221	Syat.g_02095	Syaq.g_00856
OG0000222	Syat.g_02109	Syaq.g_00868
OG0000223	Syat.g_02570	Syaq.g_00946
OG0000224	Syat.g_02139	Syaq.g_00950
OG0000225	Syat.g_01595	Syaq.g_00543
OG0000226	Syat.g_01588	Syaq.g_00536
OG0000228	Syat.g_02952	Syaq.g_00531
OG0000229	Syat.g_02970	Syaq.g_00501
OG0000230	Syat.g_02972	Syaq.g_00499
OG0000231	Syat.g_01283	Syaq.g_00485
OG0000232	Syat.g_01313	Syaq.g_00472
OG0000233	Syat.g_01407	Syaq.g_00464
OG0000234	Syat.g_01369	Syaq.g_00440
OG0000235	Syat.g_03169	Syaq.g_01771
OG0000236	Syat.g_03186	Syaq.g_01787
OG0000237	Syat.g_03214	Syaq.g_01805
OG0000238	Syat.g_03219	Syaq.g_01810
OG0000239	Syat.g_01105	Syaq.g_01826
OG0000240	Syat.g_01104	Syaq.g_01827
OG0000241	Syat.g_00111	Syaq.g_02074
OG0000242	Syat.g_01077	Syaq.g_01836
OG0000243	Syat.g_00092	Syaq.g_01922
OG0000244	Syat.g_00082	Syaq.g_01928
OG0000245	Syat.g_00080	Syaq.g_01930
OG0000246	Syat.g_00076	Syaq.g_01934
OG0000247	Syat.g_00065	Syaq.g_01945
OG0000248	Syat.g_00062	Syaq.g_01948
OG0000249	Syat.g_00060	Syaq.g_01950
OG0000250	Syat.g_00053	Syaq.g_01958
OG0000251	Syat.g_00027	Syaq.g_01984
OG0000252	Syat.g_00022	Syaq.g_01987
OG0000253	Syat.g_00021	Syaq.g_01989
OG0000254	Syat.g_03407	Syaq.g_02016
OG0000255	Syat.g_02405	Syaq.g_02041
OG0000256	Syat.g_03306	Syaq.g_02068
OG0000257	Syat.g_00109	Syaq.g_02073
OG0000258	Syat.g_00382	Syaq.g_02095
OG0000259	Syat.g_00342	Syaq.g_02239
OG0000260	Syat.g_00392	Syaq.g_02242
OG0000261	Syat.g_00400	Syaq.g_02245
OG0000262	Syat.g_00407	Syaq.g_02250
OG0000263	Syat.g_00200	Syaq.g_00185
OG0000266	Syat.g_00671	Syaq.g_00037
OG0000267	Syat.g_00636	Syaq.g_02430
OG0000268	Syat.g_00634	Syaq.g_02431
OG0000269	Syat.g_00474, Syat.g_00126	Syaq.g_02335
OG0000270	Syat.g_00477	Syaq.g_02338
OG0000271	Syat.g_00485	Syaq.g_02346
OG0000272	Syat.g_00486	Syaq.g_02347
OG0000273	Syat.g_00520	Syaq.g_02376
OG0000274	Syat.g_00521	Syaq.g_02377
OG0000275	Syat.g_00718	Syaq.g_02380
OG0000276	Syat.g_00725	Syaq.g_02387
OG0000277	Syat.g_00738	Syaq.g_02388
OG0000278	Syat.g_00741	Syaq.g_02391
OG0000279	Syat.g_00755	Syaq.g_02401
OG0000280	Syat.g_01669	Syaq.g_02410
OG0000281	Syat.g_00960	Syaq.g_02224
OG0000282	Syat.g_00431	Syaq.g_02271
OG0000283	Syat.g_00620	Syaq.g_02445
OG0000284	Syat.g_00614	Syaq.g_02450
OG0000285	Syat.g_00607	Syaq.g_02466
OG0000286	Syat.g_00579	Syaq.g_02484
OG0000287	Syat.g_00550	Syaq.g_02511
OG0000288	Syat.g_00709	Syaq.g_00067
OG0000289	Syat.g_00695	Syaq.g_00053
OG0000290	Syat.g_00805	Syaq.g_02682
OG0000291	Syat.g_00807	Syaq.g_02680
OG0000292	Syat.g_02388	Syaq.g_01157
OG0000293	Syat.g_03241	Syaq.g_00262
OG0000294	Syat.g_03248	Syaq.g_00261
OG0000295	Syat.g_00297	Syaq.g_00220
OG0000296	Syat.g_00295	Syaq.g_00218
OG0000297	Syat.g_00226	Syaq.g_00205
OG0000298	Syat.g_00225	Syaq.g_00204
OG0000299	Syat.g_00910	Syaq.g_00171
OG0000300	Syat.g_00904	Syaq.g_00164
OG0000301	Syat.g_00903	Syaq.g_00163
OG0000302	Syat.g_00901	Syaq.g_00162
OG0000303	Syat.g_00892	Syaq.g_00152
OG0000304	Syat.g_00885	Syaq.g_00146
OG0000305	Syat.g_00809	Syaq.g_02677
OG0000306	Syat.g_01704	Syaq.g_01861
OG0000307	Syat.g_01304	Syaq.g_01754
OG0000308	Syat.g_01306	Syaq.g_01752
OG0000309	Syat.g_01417	Syaq.g_01747
OG0000310	Syat.g_01246	Syaq.g_00347
OG0000311	Syat.g_01242	Syaq.g_00352
OG0000312	Syat.g_01237	Syaq.g_00359
OG0000313	Syat.g_01183	Syaq.g_00379
OG0000314	Syat.g_01341	Syaq.g_00408
OG0000315	Syat.g_01351	Syaq.g_00418
OG0000316	Syat.g_03082	Syaq.g_01716
OG0000317	Syat.g_03120	Syaq.g_01675
OG0000318	Syat.g_03125	Syaq.g_01672
OG0000319	Syat.g_03055	Syaq.g_01657
OG0000320	Syat.g_03053	Syaq.g_01655
OG0000321	Syat.g_03052	Syaq.g_01654
OG0000322	Syat.g_03051	Syaq.g_01653
OG0000323	Syat.g_03038	Syaq.g_01638
OG0000324	Syat.g_02998	Syaq.g_01605
OG0000325	Syat.g_01861	Syaq.g_00693
OG0000326	Syat.g_01854	Syaq.g_00686
OG0000327	Syat.g_01827	Syaq.g_00652
OG0000328	Syat.g_01826	Syaq.g_00651
OG0000329	Syat.g_01808	Syaq.g_00633
OG0000330	Syat.g_01807	Syaq.g_00632
OG0000331	Syat.g_01806	Syaq.g_00631
OG0000332	Syat.g_01790	Syaq.g_00616
OG0000333	Syat.g_01787	Syaq.g_00613
OG0000334	Syat.g_01657	Syaq.g_00603
OG0000335	Syat.g_01652	Syaq.g_00598
OG0000336	Syat.g_01648	Syaq.g_00594
OG0000337	Syat.g_02144	Syaq.g_00975
OG0000338	Syat.g_02146	Syaq.g_00981
OG0000339	Syat.g_02155, Syat.g_01055	Syaq.g_00988
OG0000340	Syat.g_02165	Syaq.g_01005
OG0000341	Syat.g_02167	Syaq.g_01007
OG0000342	Syat.g_02168	Syaq.g_01008
OG0000343	Syat.g_02185	Syaq.g_01010
OG0000344	Syat.g_02189	Syaq.g_01014
OG0000345	Syat.g_02202	Syaq.g_01024
OG0000346	Syat.g_02207	Syaq.g_01029
OG0000347	Syat.g_02234	Syaq.g_01057
OG0000348	Syat.g_02264	Syaq.g_01070
OG0000349	Syat.g_02291	Syaq.g_01099
OG0000350	Syat.g_01847	Syaq.g_00679
OG0000351	Syat.g_02411	Syaq.g_01179
OG0000352	Syat.g_02410	Syaq.g_01178
OG0000353	Syat.g_00955, Syat.g_02377	Syaq.g_01151
OG0000354	Syat.g_03225	Syaq.g_01816
OG0000354	Syat.g_02325	Syaq.g_01131
OG0000355	Syat.g_02375	Syaq.g_01149
OG0000356	Syat.g_02374	Syaq.g_01148
OG0000357	Syat.g_02373	Syaq.g_01147
OG0000358	Syat.g_02336	Syaq.g_01143
OG0000359	Syat.g_02334	Syaq.g_01141
OG0000360	Syat.g_02333	Syaq.g_01140
OG0000361	Syat.g_02332	Syaq.g_01139
OG0000362	Syat.g_02330	Syaq.g_01137
OG0000363	Syat.g_02328	Syaq.g_01135
OG0000364	Syat.g_03122	Syaq.g_01134
OG0000365	Syat.g_02318	Syaq.g_01125
OG0000366	Syat.g_02317	Syaq.g_01124
OG0000367	Syat.g_02316	Syaq.g_01123
OG0000368	Syat.g_02314	Syaq.g_01121
OG0000369	Syat.g_02313	Syaq.g_01120
OG0000370	Syat.g_02312	Syaq.g_01119
OG0000371	Syat.g_02304	Syaq.g_01111
OG0000372	Syat.g_02298	Syaq.g_01106
OG0000373	Syat.g_02297	Syaq.g_01105
OG0000374	Syat.g_02296	Syaq.g_01104
OG0000375	Syat.g_02295	Syaq.g_01103
OG0000376	Syat.g_02293	Syaq.g_01101
OG0000377	Syat.g_02695	Syaq.g_01270
OG0000378	Syat.g_02715	Syaq.g_01286
OG0000379	Syat.g_02720	Syaq.g_01291
OG0000380	Syat.g_01468	Syaq.g_01560
OG0000381	Syat.g_01470	Syaq.g_01558
OG0000382	Syat.g_01488	Syaq.g_01540
OG0000383	Syat.g_01521	Syaq.g_01535
OG0000384	Syat.g_01522	Syaq.g_01534
OG0000385	Syat.g_01523	Syaq.g_01533
OG0000386	Syat.g_01524	Syaq.g_01532
OG0000387	Syat.g_01561	Syaq.g_01495
OG0000388	Syat.g_01565	Syaq.g_01491
OG0000389	Syat.g_01569	Syaq.g_01488
OG0000390	Syat.g_02945	Syaq.g_01473
OG0000391	Syat.g_02940	Syaq.g_01468
OG0000392	Syat.g_02934	Syaq.g_01463
OG0000393	Syat.g_02931	Syaq.g_01460
OG0000394	Syat.g_02930	Syaq.g_01459
OG0000395	Syat.g_02929	Syaq.g_01458
OG0000396	Syat.g_02927	Syaq.g_01455
OG0000397	Syat.g_02925	Syaq.g_01453
OG0000398	Syat.g_02920	Syaq.g_01448
OG0000399	Syat.g_02919	Syaq.g_01447
OG0000400	Syat.g_02918	Syaq.g_01446
OG0000401	Syat.g_02917	Syaq.g_01445
OG0000402	Syat.g_02915	Syaq.g_01443
OG0000403	Syat.g_02914	Syaq.g_01442
OG0000404	Syat.g_02913	Syaq.g_01440
OG0000405	Syat.g_02900	Syaq.g_01429
OG0000406	Syat.g_02896	Syaq.g_01422
OG0000407	Syat.g_02895	Syaq.g_01421
OG0000408	Syat.g_02893	Syaq.g_01419
OG0000409	Syat.g_02891	Syaq.g_01417
OG0000410	Syat.g_02890	Syaq.g_01416
OG0000411	Syat.g_02889	Syaq.g_01415
OG0000412	Syat.g_02888	Syaq.g_01414
OG0000413	Syat.g_02886	Syaq.g_01412
OG0000414	Syat.g_02885	Syaq.g_01411
OG0000415	Syat.g_02884	Syaq.g_01410
OG0000416	Syat.g_02883	Syaq.g_01409
OG0000417	Syat.g_02868	Syaq.g_01408
OG0000418	Syat.g_02863	Syaq.g_01403
OG0000419	Syat.g_02861	Syaq.g_01401
OG0000420	Syat.g_02859	Syaq.g_01400
OG0000421	Syat.g_02855	Syaq.g_01395
OG0000422	Syat.g_02854	Syaq.g_01394
OG0000423	Syat.g_02853	Syaq.g_01393
OG0000424	Syat.g_02852	Syaq.g_01392
OG0000425	Syat.g_02851	Syaq.g_01391
OG0000426	Syat.g_02850	Syaq.g_01390
OG0000427	Syat.g_02849	Syaq.g_01389
OG0000428	Syat.g_02846	Syaq.g_01386
OG0000429	Syat.g_02843	Syaq.g_01384
OG0000430	Syat.g_02841	Syaq.g_01383
OG0000431	Syat.g_02838	Syaq.g_01380
OG0000432	Syat.g_02832	Syaq.g_01374
OG0000433	Syat.g_02829	Syaq.g_01369
OG0000434	Syat.g_02828	Syaq.g_01368
OG0000435	Syat.g_02824	Syaq.g_01367
OG0000436	Syat.g_02817	Syaq.g_01361
OG0000437	Syat.g_02558	Syaq.g_01360
OG0000438	Syat.g_02813	Syaq.g_01359
OG0000439	Syat.g_02811	Syaq.g_01357
OG0000440	Syat.g_02810	Syaq.g_01356
OG0000441	Syat.g_02807	Syaq.g_01352
OG0000442	Syat.g_02797	Syaq.g_01350
OG0000443	Syat.g_02787	Syaq.g_01347
OG0000444	Syat.g_02756	Syaq.g_01333
OG0000445	Syat.g_02755	Syaq.g_01332
OG0000446	Syat.g_02753	Syaq.g_01330
OG0000447	Syat.g_02749	Syaq.g_01328
OG0000448	Syat.g_02748	Syaq.g_01327
OG0000449	Syat.g_02747	Syaq.g_01320
OG0000450	Syat.g_02738	Syaq.g_01313
OG0000451	Syat.g_02737	Syaq.g_01312
OG0000452	Syat.g_02732	Syaq.g_01308
OG0000453	Syat.g_02731	Syaq.g_01307
OG0000454	Syat.g_02730	Syaq.g_01306
OG0000455	Syat.g_02729	Syaq.g_01305
OG0000456	Syat.g_02728	Syaq.g_01304
OG0000457	Syat.g_02726	Syaq.g_01302
OG0000458	Syat.g_02725	Syaq.g_01299
OG0000459	Syat.g_02724	Syaq.g_01298
OG0000460	Syat.g_01450	Syaq.g_01577
OG0000461	Syat.g_01866	Syaq.g_00707
OG0000462	Syat.g_01868	Syaq.g_00710
OG0000463	Syat.g_01869	Syaq.g_00711
OG0000464	Syat.g_01870	Syaq.g_00712
OG0000465	Syat.g_01872	Syaq.g_00714
OG0000466	Syat.g_01877	Syaq.g_00718
OG0000467	Syat.g_01878	Syaq.g_00720
OG0000468	Syat.g_01884	Syaq.g_00725
OG0000469	Syat.g_02000	Syaq.g_00739
OG0000470	Syat.g_02038	Syaq.g_00741
OG0000471	Syat.g_02039	Syaq.g_00742
OG0000472	Syat.g_02041	Syaq.g_00744
OG0000473	Syat.g_02043	Syaq.g_00746
OG0000474	Syat.g_02044	Syaq.g_00747
OG0000475	Syat.g_02045	Syaq.g_00748
OG0000476	Syat.g_02047	Syaq.g_00750
OG0000477	Syat.g_02053	Syaq.g_00756
OG0000478	Syat.g_02054	Syaq.g_00757
OG0000479	Syat.g_02056	Syaq.g_00759
OG0000480	Syat.g_02063	Syaq.g_00766
OG0000481	Syat.g_02066	Syaq.g_00768
OG0000482	Syat.g_02067	Syaq.g_00769
OG0000483	Syat.g_02071	Syaq.g_00773
OG0000484	Syat.g_02072	Syaq.g_00774
OG0000485	Syat.g_02073	Syaq.g_00775
OG0000486	Syat.g_02074	Syaq.g_00776
OG0000487	Syat.g_02080	Syaq.g_00782
OG0000488	Syat.g_02086	Syaq.g_00845
OG0000489	Syat.g_02097	Syaq.g_00857
OG0000490	Syat.g_02106	Syaq.g_00864
OG0000491	Syat.g_02107	Syaq.g_00865
OG0000492	Syat.g_02110	Syaq.g_00869
OG0000493	Syat.g_02111	Syaq.g_00870
OG0000494	Syat.g_02112	Syaq.g_00871
OG0000495	Syat.g_02120	Syaq.g_00872
OG0000496	Syat.g_02121	Syaq.g_00873
OG0000497	Syat.g_02122	Syaq.g_00874
OG0000498	Syat.g_02123	Syaq.g_00875
OG0000499	Syat.g_02124	Syaq.g_00876
OG0000500	Syat.g_02125	Syaq.g_00877
OG0000501	Syat.g_02128	Syaq.g_00880
OG0000502	Syat.g_02135	Syaq.g_00953
OG0000503	Syat.g_01614	Syaq.g_00559
OG0000504	Syat.g_01612	Syaq.g_00557
OG0000505	Syat.g_01611	Syaq.g_00556
OG0000506	Syat.g_01609	Syaq.g_00554
OG0000507	Syat.g_01603	Syaq.g_00548
OG0000508	Syat.g_01596	Syaq.g_00544
OG0000509	Syat.g_01591	Syaq.g_00542
OG0000510	Syat.g_01590	Syaq.g_00538
OG0000511	Syat.g_01589	Syaq.g_00537
OG0000512	Syat.g_01587	Syaq.g_00535
OG0000513	Syat.g_02957	Syaq.g_00525
OG0000514	Syat.g_02962	Syaq.g_00514
OG0000515	Syat.g_02963	Syaq.g_00513
OG0000516	Syat.g_02965	Syaq.g_00509
OG0000517	Syat.g_02969	Syaq.g_00502
OG0000518	Syat.g_01286	Syaq.g_00490
OG0000519	Syat.g_01285	Syaq.g_00489
OG0000520	Syat.g_01284	Syaq.g_00488
OG0000521	Syat.g_01319	Syaq.g_00477
OG0000522	Syat.g_01317	Syaq.g_00475
OG0000523	Syat.g_01316	Syaq.g_00474
OG0000524	Syat.g_01409	Syaq.g_00469
OG0000525	Syat.g_01382	Syaq.g_00450
OG0000526	Syat.g_01380	Syaq.g_00448
OG0000527	Syat.g_01373	Syaq.g_00444
OG0000528	Syat.g_03167	Syaq.g_01768
OG0000529	Syat.g_03171	Syaq.g_01773
OG0000530	Syat.g_03174	Syaq.g_01776
OG0000531	Syat.g_03175	Syaq.g_01777
OG0000532	Syat.g_03178	Syaq.g_01780
OG0000533	Syat.g_03180	Syaq.g_01782
OG0000534	Syat.g_03181	Syaq.g_01783
OG0000535	Syat.g_03182	Syaq.g_01784
OG0000536	Syat.g_03183	Syaq.g_01785
OG0000537	Syat.g_03185	Syaq.g_01786
OG0000538	Syat.g_03204	Syaq.g_01798
OG0000539	Syat.g_03206	Syaq.g_01799
OG0000540	Syat.g_03207	Syaq.g_01800
OG0000541	Syat.g_03208	Syaq.g_01801
OG0000542	Syat.g_03213	Syaq.g_01804
OG0000543	Syat.g_03215	Syaq.g_01806
OG0000544	Syat.g_03216	Syaq.g_01807
OG0000545	Syat.g_03218	Syaq.g_01809
OG0000546	Syat.g_03220	Syaq.g_01811
OG0000547	Syat.g_03222	Syaq.g_01813
OG0000548	Syat.g_03223	Syaq.g_01814
OG0000549	Syat.g_01795	Syaq.g_01819
OG0000550	Syat.g_01107	Syaq.g_01824
OG0000551	Syat.g_01103	Syaq.g_01829
OG0000552	Syat.g_01102	Syaq.g_01830
OG0000553	Syat.g_01098	Syaq.g_01834
OG0000554	Syat.g_03271	Syaq.g_01839
OG0000555	Syat.g_00093	Syaq.g_01857
OG0000556	Syat.g_00088	Syaq.g_01925
OG0000557	Syat.g_00083	Syaq.g_01927
OG0000558	Syat.g_00081	Syaq.g_01929
OG0000559	Syat.g_00077	Syaq.g_01933
OG0000560	Syat.g_00074	Syaq.g_01936
OG0000561	Syat.g_00073	Syaq.g_01937
OG0000562	Syat.g_00072	Syaq.g_01938
OG0000563	Syat.g_00071	Syaq.g_01939
OG0000564	Syat.g_00070	Syaq.g_01940
OG0000565	Syat.g_00067	Syaq.g_01943
OG0000566	Syat.g_00063	Syaq.g_01947
OG0000567	Syat.g_00059	Syaq.g_01951
