Orthogroup	Syat	Syal
OG0000408	Syat.g_02893	Syal.g_00891
OG0000409	Syat.g_02891	Syal.g_00893
OG0000410	Syat.g_02890	Syal.g_00894
OG0000411	Syat.g_02889	Syal.g_00895
OG0000412	Syat.g_02888	Syal.g_00896
OG0000413	Syat.g_02886	Syal.g_00898
OG0000414	Syat.g_02885	Syal.g_00899
OG0000415	Syat.g_02884	Syal.g_00900
OG0000416	Syat.g_02883	Syal.g_00901
OG0000417	Syat.g_02868	Syal.g_00902
OG0000418	Syat.g_02863	Syal.g_00907
OG0000419	Syat.g_02861	Syal.g_00909
OG0000420	Syat.g_02859	Syal.g_00911
OG0000421	Syat.g_02855	Syal.g_00916
OG0000422	Syat.g_02854	Syal.g_00917
OG0000423	Syat.g_02853	Syal.g_00918
OG0000424	Syat.g_02852	Syal.g_00919
OG0000425	Syat.g_02851	Syal.g_00920
OG0000426	Syat.g_02850	Syal.g_00921
OG0000427	Syat.g_02849	Syal.g_00922
OG0000428	Syat.g_02846	Syal.g_00925
OG0000429	Syat.g_02843	Syal.g_00929
OG0000430	Syat.g_02841	Syal.g_00931
OG0000431	Syat.g_02838	Syal.g_00934
OG0000432	Syat.g_02832	Syal.g_00940
OG0000433	Syat.g_02829	Syal.g_00943
OG0000434	Syat.g_02828	Syal.g_00944
OG0000435	Syat.g_02824	Syal.g_00946
OG0000436	Syat.g_02817	Syal.g_00953
OG0000437	Syat.g_02558	Syal.g_00954
OG0000438	Syat.g_02813	Syal.g_00955
OG0000439	Syat.g_02811	Syal.g_00957
OG0000440	Syat.g_02810	Syal.g_00958
OG0000441	Syat.g_02807	Syal.g_00962
OG0000442	Syat.g_02797	Syal.g_00964
OG0000443	Syat.g_02787	Syal.g_00966
OG0000444	Syat.g_02756	Syal.g_00978
OG0000445	Syat.g_02755	Syal.g_00979
OG0000446	Syat.g_02753	Syal.g_00981
OG0000447	Syat.g_02749	Syal.g_00989
OG0000448	Syat.g_02748	Syal.g_00990
OG0000449	Syat.g_02747	Syal.g_00991
OG0000450	Syat.g_02738	Syal.g_00997
OG0000451	Syat.g_02737	Syal.g_00998
OG0000452	Syat.g_02732	Syal.g_01002
OG0000453	Syat.g_02731	Syal.g_01003
OG0000454	Syat.g_02730	Syal.g_01004
OG0000455	Syat.g_02729	Syal.g_01005
OG0000456	Syat.g_02728	Syal.g_01006
OG0000457	Syat.g_02726	Syal.g_01008
OG0000458	Syat.g_02725	Syal.g_01009
OG0000459	Syat.g_02724	Syal.g_01010
OG0000460	Syat.g_01450	Syal.g_00686
OG0000461	Syat.g_01866	Syal.g_01199
OG0000462	Syat.g_01868	Syal.g_01202
OG0000463	Syat.g_01869	Syal.g_01203
OG0000464	Syat.g_01870	Syal.g_01204
OG0000465	Syat.g_01872	Syal.g_01205
OG0000466	Syat.g_01877	Syal.g_01210
OG0000467	Syat.g_01878	Syal.g_01212
OG0000468	Syat.g_01884	Syal.g_01225
OG0000469	Syat.g_02000	Syal.g_01240
OG0000470	Syat.g_02038	Syal.g_01242
OG0000471	Syat.g_02039	Syal.g_01243
OG0000472	Syat.g_02041	Syal.g_01245
OG0000473	Syat.g_02043	Syal.g_01247
OG0000474	Syat.g_02044	Syal.g_01248
OG0000475	Syat.g_02045	Syal.g_01249
OG0000476	Syat.g_02047	Syal.g_01251
OG0000477	Syat.g_02053	Syal.g_01257
OG0000478	Syat.g_02054	Syal.g_01258
OG0000479	Syat.g_02056	Syal.g_01259
OG0000480	Syat.g_02063	Syal.g_01266
OG0000481	Syat.g_02066	Syal.g_01268
OG0000482	Syat.g_02067	Syal.g_01269
OG0000483	Syat.g_02071	Syal.g_01273
OG0000484	Syat.g_02072	Syal.g_01274
OG0000485	Syat.g_02073	Syal.g_01275
OG0000486	Syat.g_02074	Syal.g_01276
OG0000487	Syat.g_02080	Syal.g_01282
OG0000488	Syat.g_02086	Syal.g_01286
OG0000489	Syat.g_02097	Syal.g_01298
OG0000490	Syat.g_02106	Syal.g_01307
OG0000491	Syat.g_02107	Syal.g_01308
OG0000492	Syat.g_02110	Syal.g_01310
OG0000493	Syat.g_02111	Syal.g_01311
OG0000494	Syat.g_02112	Syal.g_01312
OG0000495	Syat.g_02120	Syal.g_01313
OG0000496	Syat.g_02121	Syal.g_01314
OG0000497	Syat.g_02122	Syal.g_01315
OG0000498	Syat.g_02123	Syal.g_01316
OG0000499	Syat.g_02124	Syal.g_01317
OG0000500	Syat.g_02125	Syal.g_01318
OG0000501	Syat.g_02128	Syal.g_01321
OG0000502	Syat.g_02135	Syal.g_01328
OG0000503	Syat.g_01614	Syal.g_00347
OG0000504	Syat.g_01612	Syal.g_00349
OG0000505	Syat.g_01611	Syal.g_00350
OG0000506	Syat.g_01609	Syal.g_00352
OG0000507	Syat.g_01603	Syal.g_00358
OG0000508	Syat.g_01596	Syal.g_00362
OG0000509	Syat.g_01591	Syal.g_00364
OG0000510	Syat.g_01590	Syal.g_00365
OG0000511	Syat.g_01589	Syal.g_00366
OG0000512	Syat.g_01587	Syal.g_00368
OG0000513	Syat.g_02957	Syal.g_00551
OG0000514	Syat.g_02962	Syal.g_00539
OG0000515	Syat.g_02963	Syal.g_00538
OG0000516	Syat.g_02965	Syal.g_00534
OG0000517	Syat.g_02969	Syal.g_00526
OG0000518	Syat.g_01286	Syal.g_00514
OG0000519	Syat.g_01285	Syal.g_00513
OG0000520	Syat.g_01284	Syal.g_00512
OG0000521	Syat.g_01319	Syal.g_00502
OG0000522	Syat.g_01317	Syal.g_00500
OG0000523	Syat.g_01316	Syal.g_00499
OG0000524	Syat.g_01409	Syal.g_00491
OG0000525	Syat.g_01382	Syal.g_00473
OG0000526	Syat.g_01380	Syal.g_00471
OG0000527	Syat.g_01373	Syal.g_00465
OG0000528	Syat.g_03167	Syal.g_02893
OG0000529	Syat.g_03171	Syal.g_02898
OG0000530	Syat.g_03174	Syal.g_02901
OG0000531	Syat.g_03175	Syal.g_02902
OG0000532	Syat.g_03178	Syal.g_02905
OG0000533	Syat.g_03180	Syal.g_02907
OG0000534	Syat.g_03181	Syal.g_02908
OG0000535	Syat.g_03182	Syal.g_02909
OG0000536	Syat.g_03183	Syal.g_02910
OG0000537	Syat.g_03185	Syal.g_02911
OG0000538	Syat.g_03204	Syal.g_02923
OG0000539	Syat.g_03206	Syal.g_02924
OG0000540	Syat.g_03207	Syal.g_02925
OG0000541	Syat.g_03208	Syal.g_02926
OG0000542	Syat.g_03213	Syal.g_02929
OG0000543	Syat.g_03215	Syal.g_02931
OG0000544	Syat.g_03216	Syal.g_02932
OG0000545	Syat.g_03218	Syal.g_02934
OG0000546	Syat.g_03220	Syal.g_02936
OG0000547	Syat.g_03222	Syal.g_02938
OG0000548	Syat.g_03223	Syal.g_02939
OG0000549	Syat.g_01795	Syal.g_02945
OG0000550	Syat.g_01107	Syal.g_02949
OG0000551	Syat.g_01103	Syal.g_02953
OG0000552	Syat.g_01102	Syal.g_02954
OG0000553	Syat.g_01098	Syal.g_02843
OG0000554	Syat.g_03271	Syal.g_02837
OG0000555	Syat.g_00093	Syal.g_02823
OG0000556	Syat.g_00088	Syal.g_02819
OG0000557	Syat.g_00083	Syal.g_02816
OG0000558	Syat.g_00081	Syal.g_02814
OG0000559	Syat.g_00077	Syal.g_02305, Syal.g_02810
OG0000560	Syat.g_00074	Syal.g_02807
OG0000561	Syat.g_00073	Syal.g_02806
OG0000562	Syat.g_00072	Syal.g_02805
OG0000563	Syat.g_00071	Syal.g_02804
OG0000564	Syat.g_00070	Syal.g_02803
OG0000565	Syat.g_00067	Syal.g_02799
OG0000566	Syat.g_00063	Syal.g_02795
OG0000567	Syat.g_00059	Syal.g_02791
OG0000568	Syat.g_00057	Syal.g_02789
OG0000569	Syat.g_00056	Syal.g_02788
OG0000570	Syat.g_00055	Syal.g_02787
OG0000571	Syat.g_00052	Syal.g_02784
OG0000572	Syat.g_00033	Syal.g_02767
OG0000573	Syat.g_00024	Syal.g_02759
OG0000574	Syat.g_00023	Syal.g_02758
OG0000575	Syat.g_00018	Syal.g_02753
OG0000576	Syat.g_00014	Syal.g_02751
OG0000577	Syat.g_00013	Syal.g_02750
OG0000578	Syat.g_00012	Syal.g_02749
OG0000579	Syat.g_00011	Syal.g_02748
OG0000580	Syat.g_00010	Syal.g_02747
OG0000581	Syat.g_00003	Syal.g_02741
OG0000582	Syat.g_03403	Syal.g_02736
OG0000583	Syat.g_03404	Syal.g_02735
OG0000584	Syat.g_03405	Syal.g_02734
OG0000585	Syat.g_03408	Syal.g_02731
OG0000586	Syat.g_03409	Syal.g_02730
