Orthogroup	Syam	Prbl
OG0000267	Syam.g_01071	Prbl.g_02431
OG0000268	Syam.g_01072	Prbl.g_02432
OG0000269	Syam.g_01295	Prbl.g_02340
OG0000270	Syam.g_01292	Prbl.g_02337
OG0000271	Syam.g_01284	Prbl.g_02329
OG0000272	Syam.g_01283	Prbl.g_02328
OG0000273	Syam.g_00745	Prbl.g_01534
OG0000274	Syam.g_00744	Prbl.g_01535
OG0000275	Syam.g_00741	Prbl.g_01538
OG0000276	Syam.g_00733	Prbl.g_01544
OG0000277	Syam.g_00732	Prbl.g_01545
OG0000278	Syam.g_00729	Prbl.g_01548
OG0000279	Syam.g_00721	Prbl.g_01556
OG0000280	Syam.g_00701	Prbl.g_01562
OG0000281	Syam.g_00943	Prbl.g_01577
OG0000282	Syam.g_01347	Prbl.g_02405
OG0000283	Syam.g_01087	Prbl.g_02443
OG0000284	Syam.g_01093	Prbl.g_02449
OG0000285	Syam.g_01105	Prbl.g_01688
OG0000286	Syam.g_01123	Prbl.g_02477
OG0000287	Syam.g_01153	Prbl.g_02608
OG0000288	Syam.g_01186	Prbl.g_02531
OG0000289	Syam.g_01201	Prbl.g_02544
OG0000290	Syam.g_00771	Prbl.g_00930
OG0000291	Syam.g_00773	Prbl.g_00928
OG0000292	Syam.g_02439	Prbl.g_02128
OG0000293	Syam.g_01806	Prbl.g_02071
OG0000294	Syam.g_01805	Prbl.g_02072
OG0000295	Syam.g_01771	Prbl.g_00178
OG0000296	Syam.g_01769	Prbl.g_00180
OG0000297	Syam.g_00906	Prbl.g_01382
OG0000298	Syam.g_00905	Prbl.g_01383
OG0000299	Syam.g_00878	Prbl.g_01372
OG0000300	Syam.g_00871	Prbl.g_02582
OG0000301	Syam.g_00870	Prbl.g_02583
OG0000302	Syam.g_00868	Prbl.g_02586
OG0000303	Syam.g_00859	Prbl.g_00187
OG0000304	Syam.g_00853	Prbl.g_01102
OG0000305	Syam.g_00776	Prbl.g_00926
OG0000306	Syam.g_01757	Prbl.g_01586
OG0000307	Syam.g_00566	Prbl.g_00494
OG0000308	Syam.g_00564	Prbl.g_00492
OG0000309	Syam.g_00559	Prbl.g_00488
OG0000310	Syam.g_01591	Prbl.g_00160
OG0000311	Syam.g_01595	Prbl.g_00258
OG0000312	Syam.g_01601	Prbl.g_00254
OG0000313	Syam.g_01617	Prbl.g_00230
OG0000314	Syam.g_01647	Prbl.g_00699
OG0000315	Syam.g_01658	Prbl.g_00709
OG0000316	Syam.g_01945	Prbl.g_00441
OG0000317	Syam.g_01987	Prbl.g_00399
OG0000318	Syam.g_01991	Prbl.g_00393
OG0000319	Syam.g_02006	Prbl.g_00376
OG0000320	Syam.g_02008	Prbl.g_00374
OG0000321	Syam.g_02009	Prbl.g_00373
OG0000322	Syam.g_02010	Prbl.g_00372
OG0000323	Syam.g_02025	Prbl.g_00361
OG0000324	Syam.g_01906	Prbl.g_00332
OG0000325	Syam.g_00289	Prbl.g_02683
OG0000326	Syam.g_00296	Prbl.g_01059
OG0000327	Syam.g_00325	Prbl.g_00957
OG0000328	Syam.g_00326	Prbl.g_00958
OG0000329	Syam.g_00344	Prbl.g_00975
OG0000330	Syam.g_00345	Prbl.g_00976
OG0000331	Syam.g_00346	Prbl.g_00977
OG0000332	Syam.g_00361	Prbl.g_00992
OG0000333	Syam.g_00364	Prbl.g_00994
OG0000334	Syam.g_00375	Prbl.g_01131
OG0000335	Syam.g_00380	Prbl.g_01136
OG0000336	Syam.g_00384	Prbl.g_01140
OG0000337	Syam.g_00155	Prbl.g_00863
OG0000338	Syam.g_00153	Prbl.g_00859
OG0000339	Syam.g_00147	Prbl.g_00853
OG0000340	Syam.g_00137	Prbl.g_00841
OG0000341	Syam.g_00135	Prbl.g_00839
OG0000342	Syam.g_00134	Prbl.g_00838
OG0000343	Syam.g_00133	Prbl.g_01307
OG0000344	Syam.g_00129	Prbl.g_01304
OG0000345	Syam.g_00119	Prbl.g_01289
OG0000346	Syam.g_00114	Prbl.g_01284
OG0000347	Syam.g_00083	Prbl.g_02053
OG0000348	Syam.g_00068	Prbl.g_02016
OG0000349	Syam.g_00050	Prbl.g_01992
OG0000350	Syam.g_00303	Prbl.g_02195
OG0000351	Syam.g_02420	Prbl.g_02147
OG0000352	Syam.g_02421	Prbl.g_02146
OG0000353	Syam.g_02445	Prbl.g_02122
OG0000354	Syam.g_00626, Syam.g_00625	Prbl.g_00789
OG0000355	Syam.g_00001	Prbl.g_02120
OG0000356	Syam.g_00002	Prbl.g_02119
OG0000357	Syam.g_00003	Prbl.g_02118
OG0000358	Syam.g_00007	Prbl.g_02114
OG0000359	Syam.g_00009	Prbl.g_02112
OG0000360	Syam.g_00010	Prbl.g_02111
OG0000361	Syam.g_00011	Prbl.g_02110
OG0000362	Syam.g_00013	Prbl.g_02108
OG0000363	Syam.g_00015	Prbl.g_01955
OG0000364	Syam.g_00016	Prbl.g_01956
OG0000365	Syam.g_00025	Prbl.g_01965
OG0000366	Syam.g_00026	Prbl.g_01966
OG0000367	Syam.g_00027	Prbl.g_01967
OG0000368	Syam.g_00029	Prbl.g_01969
OG0000369	Syam.g_00030	Prbl.g_01970
OG0000370	Syam.g_00031	Prbl.g_01971
OG0000371	Syam.g_00038	Prbl.g_01980
OG0000372	Syam.g_00043	Prbl.g_01985
OG0000373	Syam.g_00044	Prbl.g_01986
OG0000374	Syam.g_00045	Prbl.g_01987
OG0000375	Syam.g_00046	Prbl.g_01988
OG0000376	Syam.g_00048	Prbl.g_01990
OG0000377	Syam.g_02306	Prbl.g_02244
OG0000378	Syam.g_02297	Prbl.g_02258
OG0000379	Syam.g_02294	Prbl.g_02274
OG0000380	Syam.g_02060	Prbl.g_00612
OG0000381	Syam.g_02063	Prbl.g_00607
OG0000382	Syam.g_02080	Prbl.g_00592
OG0000383	Syam.g_02083	Prbl.g_00590
OG0000384	Syam.g_02084	Prbl.g_00589
OG0000385	Syam.g_02085	Prbl.g_00588
OG0000386	Syam.g_02086	Prbl.g_00587
OG0000387	Syam.g_02112	Prbl.g_00561
OG0000388	Syam.g_02116	Prbl.g_00557
OG0000389	Syam.g_02120	Prbl.g_00553
OG0000390	Syam.g_02136	Prbl.g_01331
OG0000391	Syam.g_02141	Prbl.g_01326
OG0000392	Syam.g_02147	Prbl.g_01320
OG0000393	Syam.g_02149	Prbl.g_01315
OG0000394	Syam.g_02150	Prbl.g_01314
OG0000395	Syam.g_02151	Prbl.g_01313
OG0000396	Syam.g_02153	Prbl.g_00827
OG0000397	Syam.g_02160	Prbl.g_00825
OG0000398	Syam.g_02165	Prbl.g_00820
OG0000399	Syam.g_02166	Prbl.g_00819
OG0000400	Syam.g_02167	Prbl.g_00818
OG0000401	Syam.g_02168	Prbl.g_00817
OG0000402	Syam.g_02171	Prbl.g_00815
OG0000403	Syam.g_02172	Prbl.g_00814
OG0000404	Syam.g_02173	Prbl.g_00812
OG0000405	Syam.g_02189	Prbl.g_00305
OG0000406	Syam.g_02193	Prbl.g_00301
OG0000407	Syam.g_02194	Prbl.g_00300
OG0000408	Syam.g_02196	Prbl.g_00298
OG0000409	Syam.g_02198	Prbl.g_00296
OG0000410	Syam.g_02199	Prbl.g_00295
OG0000411	Syam.g_02200	Prbl.g_00294
OG0000412	Syam.g_02201	Prbl.g_00293
OG0000413	Syam.g_02203	Prbl.g_00291
OG0000414	Syam.g_02204	Prbl.g_00290
OG0000415	Syam.g_02205	Prbl.g_00289
OG0000416	Syam.g_02206	Prbl.g_00288
OG0000417	Syam.g_02207	Prbl.g_00287
OG0000418	Syam.g_02212	Prbl.g_00282
OG0000419	Syam.g_02214	Prbl.g_00280
OG0000420	Syam.g_02216	Prbl.g_00279
OG0000421	Syam.g_02221	Prbl.g_00275
OG0000422	Syam.g_02222	Prbl.g_00274
OG0000423	Syam.g_02223	Prbl.g_00273
OG0000424	Syam.g_02224	Prbl.g_00272
OG0000425	Syam.g_02225	Prbl.g_00271
OG0000426	Syam.g_02226	Prbl.g_00270
OG0000427	Syam.g_02227	Prbl.g_00269
OG0000428	Syam.g_02230	Prbl.g_02377
OG0000429	Syam.g_02232	Prbl.g_00066
OG0000430	Syam.g_02233	Prbl.g_00068
OG0000431	Syam.g_02237	Prbl.g_00072
OG0000432	Syam.g_02243	Prbl.g_00079
OG0000433	Syam.g_02244	Prbl.g_00082
OG0000434	Syam.g_02245	Prbl.g_00083
OG0000435	Syam.g_02246	Prbl.g_00086
OG0000436	Syam.g_02252	Prbl.g_00092
OG0000437	Syam.g_02253	Prbl.g_00093
OG0000438	Syam.g_02254	Prbl.g_00094
OG0000439	Syam.g_02256	Prbl.g_00096
OG0000440	Syam.g_02257	Prbl.g_00097
OG0000441	Syam.g_02261	Prbl.g_00104
OG0000442	Syam.g_02262	Prbl.g_00105
OG0000443	Syam.g_02263	Prbl.g_01283
OG0000444	Syam.g_02268	Prbl.g_00127
OG0000445	Syam.g_02269	Prbl.g_00126
OG0000446	Syam.g_02270	Prbl.g_00124
OG0000447	Syam.g_02272	Prbl.g_01244
OG0000448	Syam.g_02273	Prbl.g_01245
OG0000449	Syam.g_02274	Prbl.g_01246
OG0000450	Syam.g_02275	Prbl.g_01252
OG0000451	Syam.g_02276	Prbl.g_01253
OG0000452	Syam.g_02280	Prbl.g_01258
OG0000453	Syam.g_02281	Prbl.g_01259
OG0000454	Syam.g_02282	Prbl.g_01260
OG0000455	Syam.g_02283	Prbl.g_01261
OG0000456	Syam.g_02284	Prbl.g_01262
OG0000457	Syam.g_02286	Prbl.g_01264
OG0000458	Syam.g_02287	Prbl.g_01265
OG0000459	Syam.g_02288	Prbl.g_01266
OG0000460	Syam.g_00506	Prbl.g_01923
OG0000461	Syam.g_00284	Prbl.g_02679
OG0000462	Syam.g_00281	Prbl.g_02666
OG0000463	Syam.g_00280	Prbl.g_01516
OG0000464	Syam.g_00279	Prbl.g_01515
OG0000465	Syam.g_00277	Prbl.g_01513
OG0000466	Syam.g_00273	Prbl.g_01508
OG0000467	Syam.g_00271	Prbl.g_01506
OG0000468	Syam.g_00266	Prbl.g_01499
OG0000469	Syam.g_00253	Prbl.g_01486
OG0000470	Syam.g_00251	Prbl.g_01473
OG0000471	Syam.g_00250	Prbl.g_01472
OG0000472	Syam.g_00248	Prbl.g_01470
OG0000473	Syam.g_00246	Prbl.g_01468
OG0000474	Syam.g_00245	Prbl.g_01467
OG0000475	Syam.g_00244	Prbl.g_01466
OG0000476	Syam.g_00242	Prbl.g_01464
OG0000477	Syam.g_00236	Prbl.g_01459
OG0000478	Syam.g_00235	Prbl.g_01458
OG0000479	Syam.g_00234	Prbl.g_01457
OG0000480	Syam.g_00227	Prbl.g_01450
OG0000481	Syam.g_00225	Prbl.g_01448
OG0000482	Syam.g_00224	Prbl.g_01447
OG0000483	Syam.g_00220	Prbl.g_01443
OG0000484	Syam.g_00219	Prbl.g_01442
OG0000485	Syam.g_00218	Prbl.g_01441
OG0000486	Syam.g_00217	Prbl.g_01440
OG0000487	Syam.g_00211	Prbl.g_01435
OG0000488	Syam.g_00207	Prbl.g_01431
OG0000489	Syam.g_00197	Prbl.g_01420
OG0000490	Syam.g_00189	Prbl.g_01414
OG0000491	Syam.g_00187	Prbl.g_01413
OG0000492	Syam.g_00185	Prbl.g_00909
OG0000493	Syam.g_00184	Prbl.g_00908
OG0000494	Syam.g_00183	Prbl.g_00907
OG0000495	Syam.g_00182	Prbl.g_00906
OG0000496	Syam.g_00181	Prbl.g_00905
OG0000497	Syam.g_00180	Prbl.g_00904
OG0000498	Syam.g_00179	Prbl.g_00903
OG0000499	Syam.g_00178	Prbl.g_00902
OG0000500	Syam.g_00177	Prbl.g_00901
OG0000501	Syam.g_00174	Prbl.g_00898
OG0000502	Syam.g_00165	Prbl.g_00886
OG0000503	Syam.g_00457	Prbl.g_01201
OG0000504	Syam.g_00459	Prbl.g_01203
OG0000505	Syam.g_00460	Prbl.g_01204
OG0000506	Syam.g_00462	Prbl.g_01206
OG0000507	Syam.g_00468	Prbl.g_01210
OG0000508	Syam.g_00472	Prbl.g_01217
OG0000509	Syam.g_00474	Prbl.g_01219
OG0000510	Syam.g_00475	Prbl.g_01220
OG0000511	Syam.g_00476	Prbl.g_01221
OG0000512	Syam.g_00478	Prbl.g_01223
OG0000513	Syam.g_00493	Prbl.g_02678
OG0000514	Syam.g_00499	Prbl.g_00676
OG0000515	Syam.g_00500	Prbl.g_00675
OG0000516	Syam.g_01862	Prbl.g_00663
OG0000517	Syam.g_01868	Prbl.g_00653
OG0000518	Syam.g_01851	Prbl.g_00641
OG0000519	Syam.g_01850	Prbl.g_00640
OG0000520	Syam.g_01849	Prbl.g_00639
OG0000521	Syam.g_01696	Prbl.g_00625
OG0000522	Syam.g_01694	Prbl.g_00623
OG0000523	Syam.g_01693	Prbl.g_00622
OG0000524	Syam.g_01681	Prbl.g_01364
OG0000525	Syam.g_01677	Prbl.g_01348
OG0000526	Syam.g_01674	Prbl.g_01346
OG0000527	Syam.g_01670	Prbl.g_01342
OG0000528	Syam.g_00580	Prbl.g_00506
OG0000529	Syam.g_00584	Prbl.g_00512
OG0000530	Syam.g_00587	Prbl.g_00515
OG0000531	Syam.g_00588	Prbl.g_00516
OG0000532	Syam.g_00591	Prbl.g_00519
OG0000533	Syam.g_00592	Prbl.g_00521
OG0000534	Syam.g_00593	Prbl.g_00522
OG0000535	Syam.g_00594	Prbl.g_00523
OG0000536	Syam.g_00595	Prbl.g_00524
OG0000537	Syam.g_00596	Prbl.g_00525
OG0000538	Syam.g_00607	Prbl.g_00536
OG0000539	Syam.g_00608	Prbl.g_00806
OG0000540	Syam.g_00609	Prbl.g_00805
OG0000541	Syam.g_00610	Prbl.g_00804
OG0000542	Syam.g_00613	Prbl.g_00801
OG0000543	Syam.g_00615	Prbl.g_00799
OG0000544	Syam.g_00616	Prbl.g_00798
OG0000545	Syam.g_00618	Prbl.g_00797
OG0000546	Syam.g_00620	Prbl.g_00794
OG0000547	Syam.g_00622	Prbl.g_00792
OG0000548	Syam.g_00623	Prbl.g_00791
OG0000549	Syam.g_00630	Prbl.g_00785
OG0000550	Syam.g_00635	Prbl.g_00780
OG0000551	Syam.g_00640	Prbl.g_00776
OG0000552	Syam.g_00641	Prbl.g_00775
OG0000553	Syam.g_00643	Prbl.g_00770
OG0000554	Syam.g_00652	Prbl.g_00765
OG0000555	Syam.g_00667	Prbl.g_00747
OG0000556	Syam.g_00670	Prbl.g_02645
OG0000557	Syam.g_00672	Prbl.g_01878
OG0000558	Syam.g_00675	Prbl.g_01881
OG0000559	Syam.g_00679	Prbl.g_01885
OG0000560	Syam.g_00682	Prbl.g_01888
OG0000561	Syam.g_00683	Prbl.g_01889
OG0000562	Syam.g_00684	Prbl.g_01890
OG0000563	Syam.g_00685	Prbl.g_01891
OG0000564	Syam.g_00686	Prbl.g_01892
OG0000565	Syam.g_00690	Prbl.g_01895
OG0000566	Syam.g_00694	Prbl.g_01899
OG0000567	Syam.g_00698	Prbl.g_01903
OG0000568	Syam.g_01751	Prbl.g_01905
OG0000569	Syam.g_01750	Prbl.g_01801
OG0000570	Syam.g_01749	Prbl.g_01800
