Orthogroup	Syam	Prbj
OG0000052	Syam.g_00161	Prbj.g_01487
OG0000053	Syam.g_01636	Prbj.g_00638
OG0000054	Syam.g_01515	Prbj.g_01758
OG0000057	Syam.g_00784	Prbj.g_00758
OG0000058	Syam.g_00169	Prbj.g_01467
OG0000059	Syam.g_00320	Prbj.g_01029
OG0000061	Syam.g_01795	Prbj.g_00971
OG0000062	Syam.g_01972	Prbj.g_00881
OG0000063	Syam.g_00039	Prbj.g_01208
OG0000066	Syam.g_00552, Syam.g_00662	Prbj.g_02141
OG0000067	Syam.g_01290	Prbj.g_02412
OG0000068	Syam.g_00575	Prbj.g_01639
OG0000070	Syam.g_01847	Prbj.g_00118
OG0000071	Syam.g_01830	Prbj.g_01728
OG0000072	Syam.g_02219	Prbj.g_00516
OG0000073	Syam.g_00604	Prbj.g_01608
OG0000075	Syam.g_00148	Prbj.g_01502
OG0000076	Syam.g_00115	Prbj.g_01598
OG0000077	Syam.g_02074	Prbj.g_01900
OG0000078	Syam.g_00514	Prbj.g_02614
OG0000081	Syam.g_01918	Prbj.g_00799
OG0000082	Syam.g_01730	Prbj.g_01789
OG0000084	Syam.g_00441	Prbj.g_01052
OG0000085	Syam.g_01979	Prbj.g_00869
OG0000086	Syam.g_02092	Prbj.g_00589
OG0000087	Syam.g_02175	Prbj.g_01547
OG0000088	Syam.g_02213	Prbj.g_00521, Prbj.g_00912
OG0000089	Syam.g_00489	Prbj.g_00064
OG0000090	Syam.g_00651	Prbj.g_02127
OG0000091	Syam.g_01460	Prbj.g_02581
OG0000093	Syam.g_01305	Prbj.g_02388
OG0000094	Syam.g_01198	Prbj.g_01985
OG0000095	Syam.g_00774	Prbj.g_01838
OG0000097	Syam.g_00874	Prbj.g_02152
OG0000098	Syam.g_00944	Prbj.g_00669
OG0000099	Syam.g_00173	Prbj.g_01464
OG0000100	Syam.g_01259	Prbj.g_00185, Prbj.g_02442
OG0000101	Syam.g_00371	Prbj.g_00981
OG0000102	Syam.g_00110	Prbj.g_01819
OG0000103	Syam.g_02428	Prbj.g_02055
OG0000104	Syam.g_02442	Prbj.g_02069
OG0000105	Syam.g_00238	Prbj.g_01397
OG0000106	Syam.g_01039	Prbj.g_00875
OG0000107	Syam.g_00288	Prbj.g_02659
OG0000108	Syam.g_00583	Prbj.g_01630
OG0000109	Syam.g_00598	Prbj.g_01614
OG0000110	Syam.g_01743	Prbj.g_01801
OG0000111	Syam.g_00783	Prbj.g_00759
OG0000112	Syam.g_01115	Prbj.g_02276
OG0000113	Syam.g_01264	Prbj.g_02437
OG0000114	Syam.g_01349	Prbj.g_02340
OG0000115	Syam.g_01634	Prbj.g_00634
OG0000116	Syam.g_01807	Prbj.g_00956
OG0000117	Syam.g_00904	Prbj.g_01915
OG0000118	Syam.g_01698	Prbj.g_01742
OG0000120	Syam.g_00172	Prbj.g_01465
OG0000121	Syam.g_01615	Prbj.g_01064, Prbj.g_01058
OG0000122	Syam.g_01436	Prbj.g_02627
OG0000123	Syam.g_00379	Prbj.g_00406
OG0000124	Syam.g_00096	Prbj.g_01281
OG0000125	Syam.g_02319	Prbj.g_01963
OG0000126	Syam.g_02440	Prbj.g_02067
OG0000128	Syam.g_00012	Prbj.g_02085
OG0000129	Syam.g_02307	Prbj.g_01951
OG0000130	Syam.g_02062	Prbj.g_00564
OG0000131	Syam.g_02191	Prbj.g_00543
OG0000132	Syam.g_02211	Prbj.g_00523
OG0000133	Syam.g_01120	Prbj.g_01460
OG0000134	Syam.g_00492	Prbj.g_00067
OG0000135	Syam.g_02347	Prbj.g_02004
OG0000136	Syam.g_01857	Prbj.g_00105
OG0000137	Syam.g_01668	Prbj.g_00128
OG0000138	Syam.g_00599	Prbj.g_01613
OG0000139	Syam.g_00657	Prbj.g_02133
OG0000140	Syam.g_00659	Prbj.g_02139
OG0000141	Syam.g_01514	Prbj.g_01757
OG0000142	Syam.g_01468	Prbj.g_02573
OG0000143	Syam.g_01464	Prbj.g_02577
OG0000144	Syam.g_01032	Prbj.g_00793
OG0000145	Syam.g_00605	Prbj.g_01607
OG0000146	Syam.g_01114	Prbj.g_02277
OG0000147	Syam.g_01113	Prbj.g_02278
OG0000148	Syam.g_01270	Prbj.g_02431
OG0000149	Syam.g_00725	Prbj.g_02488
OG0000150	Syam.g_00660	Prbj.g_02511
OG0000151	Syam.g_01338	Prbj.g_02361
OG0000152	Syam.g_01124	Prbj.g_02268
OG0000153	Syam.g_01160	Prbj.g_02241
OG0000154	Syam.g_01187	Prbj.g_02213
OG0000155	Syam.g_01763	Prbj.g_00312
OG0000156	Syam.g_01814	Prbj.g_00163
OG0000157	Syam.g_01815	Prbj.g_00162
OG0000158	Syam.g_00139	Prbj.g_01514
OG0000160	Syam.g_01614	Prbj.g_01057
OG0000161	Syam.g_01620	Prbj.g_01071
OG0000162	Syam.g_01627	Prbj.g_01077
OG0000163	Syam.g_01927	Prbj.g_01688
OG0000164	Syam.g_02023	Prbj.g_00476
OG0000165	Syam.g_01879, Syam.g_01878	Prbj.g_00467
OG0000166	Syam.g_00330	Prbj.g_01019
OG0000167	Syam.g_00151	Prbj.g_01500
OG0000168	Syam.g_00138	Prbj.g_01515
OG0000169	Syam.g_00127	Prbj.g_01581
OG0000170	Syam.g_00120	Prbj.g_01593
OG0000171	Syam.g_00097	Prbj.g_01282
OG0000172	Syam.g_00075	Prbj.g_01248
OG0000173	Syam.g_00057	Prbj.g_01227
OG0000174	Syam.g_02349	Prbj.g_02006
OG0000175	Syam.g_02417	Prbj.g_02044
OG0000176	Syam.g_00004	Prbj.g_02077
OG0000177	Syam.g_00005	Prbj.g_02078
OG0000178	Syam.g_00006	Prbj.g_02079
OG0000179	Syam.g_00021	Prbj.g_01188
OG0000180	Syam.g_00022	Prbj.g_01189
OG0000181	Syam.g_00023	Prbj.g_01190
OG0000182	Syam.g_00024	Prbj.g_01191
OG0000183	Syam.g_00028	Prbj.g_01195
OG0000184	Syam.g_02298	Prbj.g_01943
OG0000186	Syam.g_02058	Prbj.g_00558
OG0000187	Syam.g_02059	Prbj.g_00560
OG0000188	Syam.g_02081	Prbj.g_00581
OG0000189	Syam.g_02108	Prbj.g_00607
OG0000190	Syam.g_02110	Prbj.g_00609
OG0000191	Syam.g_02142	Prbj.g_01557
OG0000192	Syam.g_02148	Prbj.g_01566
OG0000193	Syam.g_02192	Prbj.g_00542
OG0000194	Syam.g_02195	Prbj.g_00539
OG0000195	Syam.g_02197	Prbj.g_00537
OG0000196	Syam.g_02208	Prbj.g_00526
OG0000197	Syam.g_02209	Prbj.g_00525
OG0000198	Syam.g_02210	Prbj.g_00524
OG0000199	Syam.g_02218	Prbj.g_00517
OG0000200	Syam.g_02234	Prbj.g_01138
OG0000201	Syam.g_02248	Prbj.g_01157
OG0000202	Syam.g_02249	Prbj.g_01158
OG0000203	Syam.g_02250	Prbj.g_01159
OG0000204	Syam.g_02251	Prbj.g_01160
OG0000205	Syam.g_02258	Prbj.g_01167
OG0000206	Syam.g_02264	Prbj.g_00288
OG0000207	Syam.g_02266	Prbj.g_00234
OG0000208	Syam.g_02267	Prbj.g_00235
OG0000209	Syam.g_02278	Prbj.g_00262
OG0000210	Syam.g_02279	Prbj.g_00263
OG0000211	Syam.g_00504	Prbj.g_00177
OG0000212	Syam.g_00515	Prbj.g_02615
OG0000213	Syam.g_00263	Prbj.g_01362
OG0000214	Syam.g_00247	Prbj.g_01389
OG0000215	Syam.g_00216	Prbj.g_01419
OG0000216	Syam.g_00212	Prbj.g_01422
OG0000217	Syam.g_00208	Prbj.g_01426
OG0000218	Syam.g_00206	Prbj.g_01430
OG0000219	Syam.g_00205	Prbj.g_01431
OG0000220	Syam.g_00204	Prbj.g_01432
OG0000221	Syam.g_00198	Prbj.g_01437
OG0000222	Syam.g_00186	Prbj.g_01446
OG0000223	Syam.g_00168	Prbj.g_01469
OG0000224	Syam.g_00164	Prbj.g_01480
OG0000225	Syam.g_00473	Prbj.g_00323
OG0000226	Syam.g_00477	Prbj.g_00319
OG0000227	Syam.g_00479	Prbj.g_00317
OG0000228	Syam.g_00488	Prbj.g_00063
OG0000229	Syam.g_01867	Prbj.g_00100
OG0000230	Syam.g_01865	Prbj.g_00102
OG0000231	Syam.g_01848	Prbj.g_00117
OG0000232	Syam.g_01692	Prbj.g_01888
OG0000233	Syam.g_01678	Prbj.g_00148
OG0000234	Syam.g_01667	Prbj.g_00127
OG0000235	Syam.g_00582	Prbj.g_01631
OG0000236	Syam.g_00597	Prbj.g_01615
OG0000237	Syam.g_00614	Prbj.g_02094
OG0000238	Syam.g_00619	Prbj.g_02098
OG0000239	Syam.g_00637	Prbj.g_02114
OG0000240	Syam.g_00638	Prbj.g_02115
OG0000241	Syam.g_01477	Prbj.g_01116
OG0000242	Syam.g_00649	Prbj.g_02125
OG0000243	Syam.g_00668	Prbj.g_02668
OG0000244	Syam.g_00674	Prbj.g_01859
OG0000245	Syam.g_00676	Prbj.g_01862
OG0000246	Syam.g_00680	Prbj.g_01866
OG0000247	Syam.g_00692	Prbj.g_01877
OG0000248	Syam.g_00695	Prbj.g_01880
OG0000249	Syam.g_00697	Prbj.g_01882
OG0000250	Syam.g_01747	Prbj.g_01805
OG0000251	Syam.g_01722	Prbj.g_01781
OG0000252	Syam.g_01719	Prbj.g_01778
OG0000253	Syam.g_01718	Prbj.g_01772
OG0000254	Syam.g_01510	Prbj.g_01753
OG0000255	Syam.g_01500	Prbj.g_02546
OG0000256	Syam.g_01484	Prbj.g_02560
OG0000257	Syam.g_01478	Prbj.g_02566
OG0000258	Syam.g_01459	Prbj.g_02589
OG0000259	Syam.g_01378	Prbj.g_00812
OG0000260	Syam.g_01375	Prbj.g_00816
OG0000261	Syam.g_01372	Prbj.g_00819
OG0000262	Syam.g_01367	Prbj.g_00824
OG0000263	Syam.g_00885	Prbj.g_00248
OG0000264	Syam.g_00805	Prbj.g_00933
OG0000265	Syam.g_01880	Prbj.g_02178
OG0000266	Syam.g_01234	Prbj.g_02189
OG0000267	Syam.g_01071	Prbj.g_02315
OG0000268	Syam.g_01072	Prbj.g_02314
OG0000269	Syam.g_01295	Prbj.g_02407
OG0000270	Syam.g_01292	Prbj.g_02410
OG0000271	Syam.g_01284	Prbj.g_02418
OG0000272	Syam.g_01283	Prbj.g_02419
OG0000273	Syam.g_00745	Prbj.g_02470
OG0000274	Syam.g_00744	Prbj.g_02471
OG0000275	Syam.g_00741	Prbj.g_02474
OG0000276	Syam.g_00733	Prbj.g_02480
OG0000277	Syam.g_00732	Prbj.g_02481
OG0000278	Syam.g_00729	Prbj.g_02484
OG0000279	Syam.g_00721	Prbj.g_02492
OG0000280	Syam.g_00701	Prbj.g_02498
OG0000281	Syam.g_00943	Prbj.g_02512
OG0000282	Syam.g_01347	Prbj.g_02342
OG0000283	Syam.g_01087	Prbj.g_02303
OG0000284	Syam.g_01093	Prbj.g_02297
OG0000285	Syam.g_01105	Prbj.g_00694
OG0000286	Syam.g_01123	Prbj.g_02269
OG0000287	Syam.g_01153	Prbj.g_00722
OG0000288	Syam.g_01186	Prbj.g_02214
OG0000289	Syam.g_01201	Prbj.g_02201
OG0000290	Syam.g_00771	Prbj.g_01841
OG0000291	Syam.g_00773	Prbj.g_01839
OG0000292	Syam.g_02439	Prbj.g_02066
OG0000293	Syam.g_01806	Prbj.g_00958
OG0000294	Syam.g_01805	Prbj.g_00959
OG0000295	Syam.g_01771	Prbj.g_00304
OG0000296	Syam.g_01769	Prbj.g_00306, Prbj.g_00307
OG0000297	Syam.g_00906	Prbj.g_01913
OG0000298	Syam.g_00905	Prbj.g_01914
OG0000299	Syam.g_00878	Prbj.g_01903
OG0000300	Syam.g_00871	Prbj.g_02155
OG0000301	Syam.g_00870	Prbj.g_02156
OG0000302	Syam.g_00868	Prbj.g_02159
OG0000303	Syam.g_00859	Prbj.g_00314
OG0000304	Syam.g_00853	Prbj.g_00020
OG0000305	Syam.g_00776	Prbj.g_01837
OG0000306	Syam.g_01757	Prbj.g_02521
OG0000307	Syam.g_00566	Prbj.g_01647
OG0000308	Syam.g_00564	Prbj.g_01649
OG0000309	Syam.g_00559	Prbj.g_01653
OG0000310	Syam.g_01591	Prbj.g_01294
OG0000311	Syam.g_01595	Prbj.g_01040
OG0000312	Syam.g_01601	Prbj.g_01044
OG0000313	Syam.g_01617	Prbj.g_01068
OG0000314	Syam.g_01647	Prbj.g_00646
OG0000315	Syam.g_01658	Prbj.g_00656
OG0000316	Syam.g_01945	Prbj.g_01699
OG0000317	Syam.g_01987	Prbj.g_00863
OG0000318	Syam.g_01991	Prbj.g_00856
OG0000319	Syam.g_02006	Prbj.g_00487
OG0000320	Syam.g_02008	Prbj.g_00485
OG0000321	Syam.g_02009	Prbj.g_00484
OG0000322	Syam.g_02010	Prbj.g_00483
OG0000323	Syam.g_02025	Prbj.g_00472
OG0000324	Syam.g_01906	Prbj.g_00443
OG0000325	Syam.g_00289	Prbj.g_02657
OG0000326	Syam.g_00296	Prbj.g_02649
OG0000327	Syam.g_00325	Prbj.g_01024
OG0000328	Syam.g_00326	Prbj.g_01023
OG0000329	Syam.g_00344	Prbj.g_01006
OG0000330	Syam.g_00345	Prbj.g_01005
OG0000331	Syam.g_00346	Prbj.g_01004
OG0000332	Syam.g_00361	Prbj.g_00989
OG0000333	Syam.g_00364	Prbj.g_00987
OG0000334	Syam.g_00375	Prbj.g_00410
OG0000335	Syam.g_00380	Prbj.g_00405
OG0000336	Syam.g_00384	Prbj.g_00401
OG0000337	Syam.g_00155	Prbj.g_01494
OG0000338	Syam.g_00153	Prbj.g_01498
OG0000339	Syam.g_00147	Prbj.g_01504
OG0000340	Syam.g_00137	Prbj.g_01516
OG0000341	Syam.g_00135	Prbj.g_01518
OG0000342	Syam.g_00134	Prbj.g_01519
OG0000343	Syam.g_00133	Prbj.g_01576
OG0000344	Syam.g_00129	Prbj.g_01579
OG0000345	Syam.g_00119	Prbj.g_01594
OG0000346	Syam.g_00114	Prbj.g_01599
OG0000347	Syam.g_00083	Prbj.g_01280
OG0000348	Syam.g_00068	Prbj.g_01243
OG0000349	Syam.g_00050	Prbj.g_01219
OG0000350	Syam.g_00303	Prbj.g_01999
OG0000351	Syam.g_02420	Prbj.g_02047
OG0000352	Syam.g_02421	Prbj.g_02048
OG0000353	Syam.g_02445	Prbj.g_02072
OG0000354	Syam.g_00626, Syam.g_00625	Prbj.g_02104
OG0000355	Syam.g_00001	Prbj.g_02074
OG0000356	Syam.g_00002	Prbj.g_02075
OG0000357	Syam.g_00003	Prbj.g_02076
OG0000358	Syam.g_00007	Prbj.g_02080
OG0000359	Syam.g_00009	Prbj.g_02082
OG0000360	Syam.g_00010	Prbj.g_02083
OG0000361	Syam.g_00011	Prbj.g_02084
OG0000362	Syam.g_00013	Prbj.g_02086
OG0000363	Syam.g_00015	Prbj.g_01182
OG0000364	Syam.g_00016	Prbj.g_01183
OG0000365	Syam.g_00025	Prbj.g_01192
OG0000366	Syam.g_00026	Prbj.g_01193
OG0000367	Syam.g_00027	Prbj.g_01194
OG0000368	Syam.g_00029	Prbj.g_01196
OG0000369	Syam.g_00030	Prbj.g_01197
OG0000370	Syam.g_00031	Prbj.g_01198
OG0000371	Syam.g_00038	Prbj.g_01207
OG0000372	Syam.g_00043	Prbj.g_01212
OG0000373	Syam.g_00044	Prbj.g_01213
OG0000374	Syam.g_00045	Prbj.g_01214
OG0000375	Syam.g_00046	Prbj.g_01215
OG0000376	Syam.g_00048	Prbj.g_01217
OG0000377	Syam.g_02306	Prbj.g_01950
OG0000378	Syam.g_02297	Prbj.g_01936
OG0000379	Syam.g_02294	Prbj.g_01920
OG0000380	Syam.g_02060	Prbj.g_00561
OG0000381	Syam.g_02063	Prbj.g_00565
OG0000382	Syam.g_02080	Prbj.g_00580
OG0000383	Syam.g_02083	Prbj.g_00582
OG0000384	Syam.g_02084	Prbj.g_00583
OG0000385	Syam.g_02085	Prbj.g_00584
OG0000386	Syam.g_02086	Prbj.g_00585
OG0000387	Syam.g_02112	Prbj.g_00611
OG0000388	Syam.g_02116	Prbj.g_00615
OG0000389	Syam.g_02120	Prbj.g_00619
OG0000390	Syam.g_02136	Prbj.g_01551
OG0000391	Syam.g_02141	Prbj.g_01556
OG0000392	Syam.g_02147	Prbj.g_01562
OG0000393	Syam.g_02149	Prbj.g_01567
OG0000394	Syam.g_02150	Prbj.g_01568
OG0000395	Syam.g_02151	Prbj.g_01569
OG0000396	Syam.g_02153	Prbj.g_01530
OG0000397	Syam.g_02160	Prbj.g_01532
OG0000398	Syam.g_02165	Prbj.g_01537
OG0000399	Syam.g_02166	Prbj.g_01538
OG0000400	Syam.g_02167	Prbj.g_01539
OG0000401	Syam.g_02168	Prbj.g_01540
OG0000402	Syam.g_02171	Prbj.g_01542
OG0000403	Syam.g_02172	Prbj.g_01543
OG0000404	Syam.g_02173	Prbj.g_01545
OG0000405	Syam.g_02189	Prbj.g_00545
OG0000406	Syam.g_02193	Prbj.g_00541
OG0000407	Syam.g_02194	Prbj.g_00540
OG0000408	Syam.g_02196	Prbj.g_00538
OG0000409	Syam.g_02198	Prbj.g_00536
OG0000410	Syam.g_02199	Prbj.g_00535
OG0000411	Syam.g_02200	Prbj.g_00534
OG0000412	Syam.g_02201	Prbj.g_00533
OG0000413	Syam.g_02203	Prbj.g_00531
OG0000414	Syam.g_02204	Prbj.g_00530
OG0000415	Syam.g_02205	Prbj.g_00529
OG0000416	Syam.g_02206	Prbj.g_00528
OG0000417	Syam.g_02207	Prbj.g_00527
OG0000418	Syam.g_02212	Prbj.g_00522
OG0000419	Syam.g_02214	Prbj.g_00520
OG0000420	Syam.g_02216	Prbj.g_00519
OG0000421	Syam.g_02221	Prbj.g_00515
OG0000422	Syam.g_02222	Prbj.g_00514
OG0000423	Syam.g_02223	Prbj.g_00513
OG0000424	Syam.g_02224	Prbj.g_00512
OG0000425	Syam.g_02225	Prbj.g_00511
OG0000426	Syam.g_02226	Prbj.g_00510
OG0000427	Syam.g_02227	Prbj.g_00509
OG0000428	Syam.g_02230	Prbj.g_02369
OG0000429	Syam.g_02232	Prbj.g_01135
OG0000430	Syam.g_02233	Prbj.g_01137
OG0000431	Syam.g_02237	Prbj.g_01141
OG0000432	Syam.g_02243	Prbj.g_01148
OG0000433	Syam.g_02244	Prbj.g_01151
OG0000434	Syam.g_02245	Prbj.g_01152
OG0000435	Syam.g_02246	Prbj.g_01155
OG0000436	Syam.g_02252	Prbj.g_01161
OG0000437	Syam.g_02253	Prbj.g_01162
OG0000438	Syam.g_02254	Prbj.g_01163
OG0000439	Syam.g_02256	Prbj.g_01165
OG0000440	Syam.g_02257	Prbj.g_01166
OG0000441	Syam.g_02261	Prbj.g_01173
OG0000442	Syam.g_02262	Prbj.g_01174
OG0000443	Syam.g_02263	Prbj.g_00289
OG0000444	Syam.g_02268	Prbj.g_00237
OG0000445	Syam.g_02269	Prbj.g_00238
OG0000446	Syam.g_02270	Prbj.g_00240
OG0000447	Syam.g_02272	Prbj.g_00250
OG0000448	Syam.g_02273	Prbj.g_00251
OG0000449	Syam.g_02274	Prbj.g_00252
OG0000450	Syam.g_02275	Prbj.g_00258
OG0000451	Syam.g_02276	Prbj.g_00259
OG0000452	Syam.g_02280	Prbj.g_00264
OG0000453	Syam.g_02281	Prbj.g_00265
OG0000454	Syam.g_02282	Prbj.g_00266
OG0000455	Syam.g_02283	Prbj.g_00267
OG0000456	Syam.g_02284	Prbj.g_00268
OG0000457	Syam.g_02286	Prbj.g_00270
OG0000458	Syam.g_02287	Prbj.g_00271
OG0000459	Syam.g_02288	Prbj.g_00272
OG0000460	Syam.g_00506	Prbj.g_00176
OG0000461	Syam.g_00284	Prbj.g_02661
OG0000462	Syam.g_00281	Prbj.g_01341
OG0000463	Syam.g_00280	Prbj.g_01342
OG0000464	Syam.g_00279	Prbj.g_01343
OG0000465	Syam.g_00277	Prbj.g_01345
OG0000466	Syam.g_00273	Prbj.g_01350
OG0000467	Syam.g_00271	Prbj.g_01352
OG0000468	Syam.g_00266	Prbj.g_01359
OG0000469	Syam.g_00253	Prbj.g_01372
OG0000470	Syam.g_00251	Prbj.g_01385
OG0000471	Syam.g_00250	Prbj.g_01386
OG0000472	Syam.g_00248	Prbj.g_01388
OG0000473	Syam.g_00246	Prbj.g_01390
OG0000474	Syam.g_00245	Prbj.g_01391
OG0000475	Syam.g_00244	Prbj.g_01392
OG0000476	Syam.g_00242	Prbj.g_01394
OG0000477	Syam.g_00236	Prbj.g_01399
OG0000478	Syam.g_00235	Prbj.g_01400
OG0000479	Syam.g_00234	Prbj.g_01401
OG0000480	Syam.g_00227	Prbj.g_01408
OG0000481	Syam.g_00225	Prbj.g_01410
OG0000482	Syam.g_00224	Prbj.g_01411
OG0000483	Syam.g_00220	Prbj.g_01415
OG0000484	Syam.g_00219	Prbj.g_01416
OG0000485	Syam.g_00218	Prbj.g_01417
OG0000486	Syam.g_00217	Prbj.g_01418
OG0000487	Syam.g_00211	Prbj.g_01423
OG0000488	Syam.g_00207	Prbj.g_01427
OG0000489	Syam.g_00197	Prbj.g_01438
OG0000490	Syam.g_00189	Prbj.g_01444
OG0000491	Syam.g_00187	Prbj.g_01445
OG0000492	Syam.g_00185	Prbj.g_01448
OG0000493	Syam.g_00184	Prbj.g_01449
OG0000494	Syam.g_00183	Prbj.g_01450
OG0000495	Syam.g_00182	Prbj.g_01451
OG0000496	Syam.g_00181	Prbj.g_01452
OG0000497	Syam.g_00180	Prbj.g_01453
OG0000498	Syam.g_00179	Prbj.g_01454
OG0000499	Syam.g_00178	Prbj.g_01455
OG0000500	Syam.g_00177	Prbj.g_01456
OG0000501	Syam.g_00174	Prbj.g_01459
OG0000502	Syam.g_00165	Prbj.g_01471
OG0000503	Syam.g_00457	Prbj.g_00341
OG0000504	Syam.g_00459	Prbj.g_00339
OG0000505	Syam.g_00460	Prbj.g_00338
OG0000506	Syam.g_00462	Prbj.g_00336
OG0000507	Syam.g_00468	Prbj.g_00331
OG0000508	Syam.g_00472	Prbj.g_00324
OG0000509	Syam.g_00474	Prbj.g_00322
OG0000510	Syam.g_00475	Prbj.g_00321
OG0000511	Syam.g_00476	Prbj.g_00320
OG0000512	Syam.g_00478	Prbj.g_00318
OG0000513	Syam.g_00493	Prbj.g_00068
OG0000514	Syam.g_00499	Prbj.g_00076
OG0000515	Syam.g_00500	Prbj.g_00077
OG0000516	Syam.g_01862	Prbj.g_00089
OG0000517	Syam.g_01868	Prbj.g_00099
OG0000518	Syam.g_01851	Prbj.g_00111
OG0000519	Syam.g_01850	Prbj.g_00112
OG0000520	Syam.g_01849	Prbj.g_00113
OG0000521	Syam.g_01696	Prbj.g_01894
OG0000522	Syam.g_01694	Prbj.g_01892
OG0000523	Syam.g_01693	Prbj.g_01891
OG0000524	Syam.g_01681	Prbj.g_00152
OG0000525	Syam.g_01677	Prbj.g_00136
OG0000526	Syam.g_01674	Prbj.g_00134
OG0000527	Syam.g_01670	Prbj.g_00130
OG0000528	Syam.g_00580	Prbj.g_01635
OG0000529	Syam.g_00584	Prbj.g_01629
OG0000530	Syam.g_00587	Prbj.g_01626
OG0000531	Syam.g_00588	Prbj.g_01625
OG0000532	Syam.g_00591	Prbj.g_01622
OG0000533	Syam.g_00592	Prbj.g_01620
OG0000534	Syam.g_00593	Prbj.g_01619
OG0000535	Syam.g_00594	Prbj.g_01618
OG0000536	Syam.g_00595	Prbj.g_01617
OG0000537	Syam.g_00596	Prbj.g_01616
OG0000538	Syam.g_00607	Prbj.g_01605
OG0000539	Syam.g_00608	Prbj.g_02088
OG0000540	Syam.g_00609	Prbj.g_02089
OG0000541	Syam.g_00610	Prbj.g_02090
OG0000542	Syam.g_00613	Prbj.g_02093
OG0000543	Syam.g_00615	Prbj.g_02095
OG0000544	Syam.g_00616	Prbj.g_02096
OG0000545	Syam.g_00618	Prbj.g_02097
OG0000546	Syam.g_00620	Prbj.g_02099
OG0000547	Syam.g_00622	Prbj.g_02101
OG0000548	Syam.g_00623	Prbj.g_02102
OG0000549	Syam.g_00630	Prbj.g_02108
OG0000550	Syam.g_00635	Prbj.g_02113
OG0000551	Syam.g_00640	Prbj.g_02117
OG0000552	Syam.g_00641	Prbj.g_02118
OG0000553	Syam.g_00643	Prbj.g_02123
OG0000554	Syam.g_00652	Prbj.g_02128
OG0000555	Syam.g_00667	Prbj.g_02146
OG0000556	Syam.g_00670	Prbj.g_02666
OG0000557	Syam.g_00672	Prbj.g_01858
OG0000558	Syam.g_00675	Prbj.g_01861
OG0000559	Syam.g_00679	Prbj.g_01865
OG0000560	Syam.g_00682	Prbj.g_01868
OG0000561	Syam.g_00683	Prbj.g_01869
OG0000562	Syam.g_00684	Prbj.g_01870
OG0000563	Syam.g_00685	Prbj.g_01871
OG0000564	Syam.g_00686	Prbj.g_01872
OG0000565	Syam.g_00690	Prbj.g_01875
OG0000566	Syam.g_00694	Prbj.g_01879
OG0000567	Syam.g_00698	Prbj.g_01883
OG0000568	Syam.g_01751	Prbj.g_01885
OG0000569	Syam.g_01750	Prbj.g_01807
OG0000570	Syam.g_01749	Prbj.g_01806
