Orthogroup	Syam	Praj
OG0000177	Syam.g_00005	Praj.g_00005
OG0000178	Syam.g_00006	Praj.g_00006
OG0000179	Syam.g_00021	Praj.g_00016
OG0000180	Syam.g_00022	Praj.g_00017
OG0000181	Syam.g_00023	Praj.g_00018
OG0000182	Syam.g_00024	Praj.g_00019
OG0000183	Syam.g_00028	Praj.g_00023
OG0000184	Syam.g_02298	Praj.g_00050
OG0000185	Syam.g_02295	Praj.g_00053
OG0000186	Syam.g_02058	Praj.g_00102
OG0000187	Syam.g_02059	Praj.g_00103
OG0000188	Syam.g_02081	Praj.g_00120
OG0000189	Syam.g_02108	Praj.g_00134
OG0000190	Syam.g_02110	Praj.g_00135
OG0000191	Syam.g_02142	Praj.g_00158
OG0000192	Syam.g_02148	Praj.g_00162
OG0000193	Syam.g_02192	Praj.g_00186
OG0000194	Syam.g_02195	Praj.g_00189
OG0000195	Syam.g_02197	Praj.g_00191
OG0000196	Syam.g_02208	Praj.g_00201
OG0000197	Syam.g_02209	Praj.g_00202
OG0000198	Syam.g_02210	Praj.g_00203
OG0000199	Syam.g_02218	Praj.g_00210
OG0000200	Syam.g_02234	Praj.g_00223
OG0000201	Syam.g_02248	Praj.g_00232
OG0000202	Syam.g_02249	Praj.g_00233
OG0000203	Syam.g_02250	Praj.g_00234
OG0000204	Syam.g_02251	Praj.g_00235
OG0000205	Syam.g_02258	Praj.g_00242
OG0000206	Syam.g_02264	Praj.g_00246
OG0000207	Syam.g_02266	Praj.g_00248
OG0000208	Syam.g_02267	Praj.g_00249
OG0000209	Syam.g_02278	Praj.g_00258
OG0000210	Syam.g_02279	Praj.g_00259
OG0000211	Syam.g_00504	Praj.g_00273
OG0000212	Syam.g_00515	Praj.g_00281
OG0000213	Syam.g_00263	Praj.g_00296
OG0000214	Syam.g_00247	Praj.g_00304
OG0000215	Syam.g_00216	Praj.g_00328
OG0000216	Syam.g_00212	Praj.g_00329
OG0000217	Syam.g_00208	Praj.g_00332
OG0000218	Syam.g_00206	Praj.g_00334
OG0000219	Syam.g_00205	Praj.g_00335
OG0000220	Syam.g_00204	Praj.g_00336
OG0000221	Syam.g_00198	Praj.g_00337
OG0000222	Syam.g_00186	Praj.g_00345
OG0000223	Syam.g_00168	Praj.g_00358
OG0000224	Syam.g_00164	Praj.g_00360
OG0000225	Syam.g_00473	Praj.g_00391
OG0000226	Syam.g_00477	Praj.g_00395
OG0000227	Syam.g_00479	Praj.g_00397
OG0000228	Syam.g_00488	Praj.g_00402
OG0000229	Syam.g_01867	Praj.g_00430
OG0000230	Syam.g_01865	Praj.g_00432
OG0000231	Syam.g_01848	Praj.g_00443
OG0000232	Syam.g_01692	Praj.g_00451
OG0000233	Syam.g_01678	Praj.g_00459
OG0000234	Syam.g_01667	Praj.g_00468
OG0000235	Syam.g_00582	Praj.g_00472
OG0000236	Syam.g_00597	Praj.g_00485
OG0000237	Syam.g_00614	Praj.g_00498
OG0000238	Syam.g_00619	Praj.g_00504
OG0000239	Syam.g_00637	Praj.g_00516
OG0000240	Syam.g_00638	Praj.g_00517
OG0000241	Syam.g_01477	Praj.g_00521
OG0000242	Syam.g_00649	Praj.g_00523
OG0000243	Syam.g_00668	Praj.g_00534
OG0000244	Syam.g_00674	Praj.g_00537
OG0000245	Syam.g_00676	Praj.g_00539
OG0000246	Syam.g_00680	Praj.g_00543
OG0000247	Syam.g_00692	Praj.g_00553
OG0000248	Syam.g_00695	Praj.g_00555
OG0000249	Syam.g_00697	Praj.g_00557
OG0000250	Syam.g_01747	Praj.g_00562
OG0000251	Syam.g_01722	Praj.g_00578
OG0000252	Syam.g_01719	Praj.g_00580
OG0000253	Syam.g_01718	Praj.g_00582
OG0000254	Syam.g_01510	Praj.g_00599
OG0000255	Syam.g_01500	Praj.g_00605
OG0000256	Syam.g_01484	Praj.g_00615
OG0000257	Syam.g_01478	Praj.g_00618
OG0000258	Syam.g_01459	Praj.g_00631
OG0000259	Syam.g_01378	Praj.g_00648
OG0000260	Syam.g_01375	Praj.g_00651
OG0000261	Syam.g_01372	Praj.g_00654
OG0000262	Syam.g_01367	Praj.g_00659
OG0000263	Syam.g_00885	Praj.g_00673
OG0000264	Syam.g_00805	Praj.g_00684
OG0000265	Syam.g_01880	Praj.g_00698
OG0000266	Syam.g_01234	Praj.g_00708
OG0000267	Syam.g_01071	Praj.g_00721
OG0000268	Syam.g_01072	Praj.g_00722
OG0000269	Syam.g_01295	Praj.g_00764
OG0000270	Syam.g_01292	Praj.g_00767
OG0000271	Syam.g_01284	Praj.g_00775
OG0000272	Syam.g_01283	Praj.g_00776
OG0000273	Syam.g_00745	Praj.g_00801
OG0000274	Syam.g_00744	Praj.g_00802
OG0000275	Syam.g_00741	Praj.g_00804
OG0000276	Syam.g_00733	Praj.g_00810
OG0000277	Syam.g_00732	Praj.g_00811
OG0000278	Syam.g_00729	Praj.g_00815
OG0000279	Syam.g_00721	Praj.g_00822
OG0000280	Syam.g_00701	Praj.g_01326
OG0000281	Syam.g_00943	Praj.g_00829
OG0000282	Syam.g_01347	Praj.g_00889
OG0000283	Syam.g_01087	Praj.g_00920
OG0000284	Syam.g_01093	Praj.g_00925
OG0000285	Syam.g_01105	Praj.g_00930
OG0000286	Syam.g_01123	Praj.g_00945
OG0000287	Syam.g_01153	Praj.g_00085
OG0000288	Syam.g_01186	Praj.g_00994
OG0000289	Syam.g_01201	Praj.g_01005
OG0000290	Syam.g_00771	Praj.g_01021
OG0000291	Syam.g_00773	Praj.g_01023
OG0000292	Syam.g_02439	Praj.g_01196
OG0000293	Syam.g_01806	Praj.g_01470
OG0000294	Syam.g_01805	Praj.g_01469
OG0000295	Syam.g_01771	Praj.g_01447
OG0000296	Syam.g_01769	Praj.g_01445
OG0000297	Syam.g_00906	Praj.g_01437
OG0000298	Syam.g_00905	Praj.g_01436
OG0000299	Syam.g_00878	Praj.g_01417
OG0000300	Syam.g_00871	Praj.g_01414
OG0000301	Syam.g_00870	Praj.g_01413
OG0000302	Syam.g_00868	Praj.g_01410
OG0000303	Syam.g_00859	Praj.g_01405
OG0000304	Syam.g_00853	Praj.g_01402
OG0000305	Syam.g_00776	Praj.g_01734
OG0000306	Syam.g_01757	Praj.g_00833
OG0000307	Syam.g_00566	Praj.g_01584
OG0000308	Syam.g_00564	Praj.g_01585
OG0000309	Syam.g_00559	Praj.g_01589
OG0000310	Syam.g_01591	Praj.g_01616
OG0000311	Syam.g_01595	Praj.g_01618
OG0000312	Syam.g_01601	Praj.g_01621
OG0000313	Syam.g_01617	Praj.g_01636
OG0000314	Syam.g_01647	Praj.g_01657
OG0000315	Syam.g_01658	Praj.g_01667
OG0000316	Syam.g_01945	Praj.g_01692
OG0000317	Syam.g_01987	Praj.g_01766
OG0000318	Syam.g_01991	Praj.g_01769
OG0000319	Syam.g_02006	Praj.g_01780
OG0000320	Syam.g_02008	Praj.g_01782
OG0000321	Syam.g_02009	Praj.g_01783
OG0000322	Syam.g_02010	Praj.g_01784
OG0000323	Syam.g_02025	Praj.g_01793
OG0000324	Syam.g_01906	Praj.g_01820
OG0000325	Syam.g_00289	Praj.g_01870
OG0000326	Syam.g_00296	Praj.g_01876
OG0000327	Syam.g_00325	Praj.g_01910
OG0000328	Syam.g_00326	Praj.g_01911
OG0000329	Syam.g_00344	Praj.g_01928
OG0000330	Syam.g_00345	Praj.g_01929
OG0000331	Syam.g_00346	Praj.g_01930
OG0000332	Syam.g_00361	Praj.g_01944
OG0000333	Syam.g_00364	Praj.g_01946
OG0000334	Syam.g_00375	Praj.g_01955
OG0000335	Syam.g_00380	Praj.g_01960
OG0000336	Syam.g_00384	Praj.g_01964
OG0000337	Syam.g_00155	Praj.g_01982
OG0000338	Syam.g_00153	Praj.g_01983
OG0000339	Syam.g_00147	Praj.g_01988
OG0000340	Syam.g_00137	Praj.g_01997
OG0000341	Syam.g_00135	Praj.g_01999
OG0000342	Syam.g_00134	Praj.g_02000
OG0000343	Syam.g_00133	Praj.g_02001
OG0000344	Syam.g_00129	Praj.g_02004
OG0000345	Syam.g_00119	Praj.g_02009
OG0000346	Syam.g_00114	Praj.g_02013
OG0000347	Syam.g_00083	Praj.g_02034
OG0000348	Syam.g_00068	Praj.g_02064
OG0000349	Syam.g_00050	Praj.g_02082
OG0000350	Syam.g_00303	Praj.g_02103
OG0000351	Syam.g_02420	Praj.g_02128
OG0000352	Syam.g_02421	Praj.g_02129
OG0000353	Syam.g_02445	Praj.g_02148
OG0000355	Syam.g_00001	Praj.g_00001
OG0000356	Syam.g_00002	Praj.g_00002
OG0000357	Syam.g_00003	Praj.g_00003
OG0000358	Syam.g_00007	Praj.g_00007
OG0000359	Syam.g_00009	Praj.g_00008
OG0000360	Syam.g_00010	Praj.g_00009
OG0000361	Syam.g_00011	Praj.g_00010
OG0000362	Syam.g_00013	Praj.g_00012
OG0000363	Syam.g_00015	Praj.g_00014
OG0000364	Syam.g_00016	Praj.g_00015
OG0000365	Syam.g_00025	Praj.g_00020
OG0000366	Syam.g_00026	Praj.g_00021
OG0000367	Syam.g_00027	Praj.g_00022
OG0000368	Syam.g_00029	Praj.g_00024
OG0000369	Syam.g_00030	Praj.g_00025
OG0000370	Syam.g_00031	Praj.g_00026
OG0000371	Syam.g_00038	Praj.g_00032
OG0000372	Syam.g_00043	Praj.g_00034
OG0000373	Syam.g_00044	Praj.g_00035
OG0000374	Syam.g_00045	Praj.g_00036
OG0000375	Syam.g_00046	Praj.g_00044
OG0000376	Syam.g_00048	Praj.g_00046
OG0000377	Syam.g_02306	Praj.g_00049
OG0000378	Syam.g_02297	Praj.g_00051
OG0000379	Syam.g_02294	Praj.g_00054
OG0000380	Syam.g_02060	Praj.g_00104
OG0000381	Syam.g_02063	Praj.g_00108
OG0000382	Syam.g_02080	Praj.g_00119
OG0000383	Syam.g_02083	Praj.g_00121
OG0000384	Syam.g_02084	Praj.g_00122
OG0000385	Syam.g_02085	Praj.g_00123
OG0000386	Syam.g_02086	Praj.g_00124
OG0000387	Syam.g_02112	Praj.g_00137
OG0000388	Syam.g_02116	Praj.g_00141
OG0000389	Syam.g_02120	Praj.g_00144
OG0000390	Syam.g_02136	Praj.g_00153
OG0000391	Syam.g_02141	Praj.g_00157
OG0000392	Syam.g_02147	Praj.g_00160
OG0000393	Syam.g_02149	Praj.g_00163
OG0000394	Syam.g_02150	Praj.g_00164
OG0000395	Syam.g_02151	Praj.g_00165
OG0000396	Syam.g_02153	Praj.g_00168
OG0000397	Syam.g_02160	Praj.g_00170
OG0000398	Syam.g_02165	Praj.g_00173
OG0000399	Syam.g_02166	Praj.g_00174
OG0000400	Syam.g_02167	Praj.g_00175
OG0000401	Syam.g_02168	Praj.g_00176
OG0000402	Syam.g_02171	Praj.g_01057
OG0000403	Syam.g_02172	Praj.g_00177
OG0000404	Syam.g_02173	Praj.g_00178
OG0000405	Syam.g_02189	Praj.g_00183
OG0000406	Syam.g_02193	Praj.g_00187
OG0000407	Syam.g_02194	Praj.g_00188
OG0000408	Syam.g_02196	Praj.g_00190
OG0000409	Syam.g_02198	Praj.g_00192
OG0000410	Syam.g_02199	Praj.g_00193
OG0000411	Syam.g_02200	Praj.g_00194
OG0000412	Syam.g_02201	Praj.g_00195
OG0000413	Syam.g_02203	Praj.g_00196
OG0000414	Syam.g_02204	Praj.g_00197
OG0000415	Syam.g_02205	Praj.g_00198
OG0000416	Syam.g_02206	Praj.g_00199
OG0000417	Syam.g_02207	Praj.g_00200
OG0000418	Syam.g_02212	Praj.g_00205
OG0000419	Syam.g_02214	Praj.g_00207
OG0000420	Syam.g_02216	Praj.g_00208
OG0000421	Syam.g_02221	Praj.g_00212
OG0000422	Syam.g_02222	Praj.g_00213
OG0000423	Syam.g_02223	Praj.g_00214
OG0000424	Syam.g_02224	Praj.g_00215
OG0000425	Syam.g_02225	Praj.g_00216
OG0000426	Syam.g_02226	Praj.g_00217
OG0000427	Syam.g_02227	Praj.g_00218
OG0000428	Syam.g_02230	Praj.g_00220
OG0000429	Syam.g_02232	Praj.g_00221
OG0000430	Syam.g_02233	Praj.g_00222
OG0000431	Syam.g_02237	Praj.g_00224
OG0000432	Syam.g_02243	Praj.g_00228
OG0000433	Syam.g_02244	Praj.g_00229
OG0000434	Syam.g_02245	Praj.g_00230
OG0000435	Syam.g_02246	Praj.g_00231
OG0000436	Syam.g_02252	Praj.g_00236
OG0000437	Syam.g_02253	Praj.g_00237
OG0000438	Syam.g_02254	Praj.g_00238
OG0000439	Syam.g_02256	Praj.g_00240
OG0000440	Syam.g_02257	Praj.g_00241
OG0000441	Syam.g_02261	Praj.g_00243
OG0000442	Syam.g_02262	Praj.g_00244
OG0000443	Syam.g_02263	Praj.g_00245
OG0000444	Syam.g_02268	Praj.g_00250
OG0000445	Syam.g_02269	Praj.g_00251
OG0000446	Syam.g_02270	Praj.g_00252
OG0000447	Syam.g_02272	Praj.g_00253
OG0000448	Syam.g_02273	Praj.g_00254
OG0000449	Syam.g_02274	Praj.g_00255
OG0000450	Syam.g_02275	Praj.g_00256
OG0000451	Syam.g_02276	Praj.g_00257
OG0000452	Syam.g_02280	Praj.g_00260
OG0000453	Syam.g_02281	Praj.g_00261
OG0000454	Syam.g_02282	Praj.g_00262
OG0000455	Syam.g_02283	Praj.g_00263
OG0000456	Syam.g_02284	Praj.g_00264
OG0000457	Syam.g_02286	Praj.g_00265
OG0000458	Syam.g_02287	Praj.g_00266
OG0000459	Syam.g_02288	Praj.g_00267
OG0000460	Syam.g_00506	Praj.g_00275
OG0000461	Syam.g_00284	Praj.g_00283
OG0000462	Syam.g_00281	Praj.g_00285
OG0000463	Syam.g_00280	Praj.g_00286
OG0000464	Syam.g_00279	Praj.g_00287
OG0000465	Syam.g_00277	Praj.g_00288
OG0000466	Syam.g_00273	Praj.g_00289
OG0000467	Syam.g_00271	Praj.g_00290
OG0000468	Syam.g_00266	Praj.g_00292
OG0000469	Syam.g_00253	Praj.g_00299
OG0000470	Syam.g_00251	Praj.g_00301
OG0000471	Syam.g_00250	Praj.g_00302
OG0000472	Syam.g_00248	Praj.g_00303
OG0000473	Syam.g_00246	Praj.g_00305
OG0000474	Syam.g_00245	Praj.g_00306
OG0000475	Syam.g_00244	Praj.g_00307
OG0000476	Syam.g_00242	Praj.g_00309
OG0000477	Syam.g_00236	Praj.g_00311
OG0000478	Syam.g_00235	Praj.g_00312
OG0000479	Syam.g_00234	Praj.g_00313
OG0000480	Syam.g_00227	Praj.g_00318
OG0000481	Syam.g_00225	Praj.g_00320
OG0000482	Syam.g_00224	Praj.g_00321
OG0000483	Syam.g_00220	Praj.g_00324
OG0000484	Syam.g_00219	Praj.g_00325
OG0000485	Syam.g_00218	Praj.g_00326
OG0000486	Syam.g_00217	Praj.g_00327
OG0000487	Syam.g_00211	Praj.g_00330
OG0000488	Syam.g_00207	Praj.g_00333
OG0000489	Syam.g_00197	Praj.g_00338
OG0000490	Syam.g_00189	Praj.g_00343
OG0000491	Syam.g_00187	Praj.g_00344
OG0000492	Syam.g_00185	Praj.g_00346
OG0000493	Syam.g_00184	Praj.g_00347
OG0000494	Syam.g_00183	Praj.g_00348
OG0000495	Syam.g_00182	Praj.g_00349
OG0000496	Syam.g_00181	Praj.g_00350
OG0000497	Syam.g_00180	Praj.g_00351
OG0000498	Syam.g_00179	Praj.g_00352
OG0000499	Syam.g_00178	Praj.g_00353
OG0000500	Syam.g_00177	Praj.g_00354
OG0000501	Syam.g_00174	Praj.g_00356
OG0000502	Syam.g_00165	Praj.g_00359
OG0000503	Syam.g_00457	Praj.g_00380
OG0000504	Syam.g_00459	Praj.g_00382
OG0000505	Syam.g_00460	Praj.g_00383
OG0000506	Syam.g_00462	Praj.g_00384
OG0000507	Syam.g_00468	Praj.g_00387
OG0000508	Syam.g_00472	Praj.g_00390
OG0000509	Syam.g_00474	Praj.g_00392
OG0000510	Syam.g_00475	Praj.g_00393
OG0000511	Syam.g_00476	Praj.g_00394
OG0000512	Syam.g_00478	Praj.g_00396
OG0000513	Syam.g_00493	Praj.g_00406
OG0000514	Syam.g_00499	Praj.g_00425
OG0000515	Syam.g_00500	Praj.g_00426
OG0000516	Syam.g_01862	Praj.g_00427
OG0000517	Syam.g_01868	Praj.g_00429
OG0000518	Syam.g_01851	Praj.g_00440
OG0000519	Syam.g_01850	Praj.g_00441
OG0000520	Syam.g_01849	Praj.g_00442
OG0000521	Syam.g_01696	Praj.g_00447
OG0000522	Syam.g_01694	Praj.g_00449
OG0000523	Syam.g_01693	Praj.g_00450
OG0000524	Syam.g_01681	Praj.g_00457
OG0000525	Syam.g_01677	Praj.g_00461
OG0000526	Syam.g_01674	Praj.g_00462
OG0000527	Syam.g_01670	Praj.g_00465
OG0000528	Syam.g_00580	Praj.g_00471
OG0000529	Syam.g_00584	Praj.g_00474
OG0000530	Syam.g_00587	Praj.g_00477
OG0000531	Syam.g_00588	Praj.g_00478
OG0000532	Syam.g_00591	Praj.g_00479
OG0000533	Syam.g_00592	Praj.g_00480
OG0000534	Syam.g_00593	Praj.g_00481
OG0000535	Syam.g_00594	Praj.g_00482
OG0000536	Syam.g_00595	Praj.g_00483
OG0000537	Syam.g_00596	Praj.g_00484
OG0000538	Syam.g_00607	Praj.g_00492
OG0000539	Syam.g_00608	Praj.g_00493
OG0000540	Syam.g_00609	Praj.g_00494
OG0000541	Syam.g_00610	Praj.g_00495
OG0000542	Syam.g_00613	Praj.g_00497
OG0000543	Syam.g_00615	Praj.g_00499
OG0000544	Syam.g_00616	Praj.g_00500
OG0000545	Syam.g_00618	Praj.g_00502
OG0000546	Syam.g_00620	Praj.g_00505
OG0000547	Syam.g_00622	Praj.g_00507
OG0000548	Syam.g_00623	Praj.g_00508
OG0000549	Syam.g_00630	Praj.g_00511
OG0000550	Syam.g_00635	Praj.g_00515
OG0000551	Syam.g_00640	Praj.g_00518
OG0000552	Syam.g_00641	Praj.g_00519
OG0000553	Syam.g_00643	Praj.g_00520
OG0000554	Syam.g_00652	Praj.g_00525
OG0000555	Syam.g_00667	Praj.g_00533
OG0000556	Syam.g_00670	Praj.g_00535
OG0000557	Syam.g_00672	Praj.g_00536
OG0000558	Syam.g_00675	Praj.g_00538
OG0000559	Syam.g_00679	Praj.g_00542
OG0000560	Syam.g_00682	Praj.g_00545
OG0000561	Syam.g_00683	Praj.g_00546
OG0000562	Syam.g_00684	Praj.g_00547
OG0000563	Syam.g_00685	Praj.g_00548
OG0000564	Syam.g_00686	Praj.g_00549
OG0000565	Syam.g_00690	Praj.g_00552
OG0000566	Syam.g_00694	Praj.g_00554
OG0000567	Syam.g_00698	Praj.g_00558
OG0000568	Syam.g_01751	Praj.g_00559
OG0000569	Syam.g_01750	Praj.g_00560
OG0000570	Syam.g_01749	Praj.g_00561
OG0000571	Syam.g_01745	Praj.g_00563
OG0000572	Syam.g_01729	Praj.g_00574
OG0000573	Syam.g_01721	Praj.g_00579
OG0000574	Syam.g_01720	Praj.g_00581
OG0000575	Syam.g_01716	Praj.g_00584
OG0000576	Syam.g_01714	Praj.g_00586
OG0000577	Syam.g_01713	Praj.g_00587
OG0000578	Syam.g_01712	Praj.g_00588
OG0000579	Syam.g_01711	Praj.g_00589
OG0000580	Syam.g_01710	Praj.g_00590
OG0000581	Syam.g_01704	Praj.g_00593
OG0000582	Syam.g_01513	Praj.g_00596
OG0000583	Syam.g_01512	Praj.g_00597
