Orthogroup	Syam	Praw
OG0000145	Syam.g_00605	Praw.g_01745
OG0000146	Syam.g_01114	Praw.g_01731
OG0000147	Syam.g_01113	Praw.g_01730
OG0000148	Syam.g_01270	Praw.g_01681
OG0000149	Syam.g_00725	Praw.g_01652
OG0000150	Syam.g_00660	Praw.g_01644
OG0000151	Syam.g_01338	Praw.g_01587
OG0000152	Syam.g_01124	Praw.g_01539
OG0000153	Syam.g_01160	Praw.g_01520
OG0000154	Syam.g_01187	Praw.g_01493
OG0000155	Syam.g_01763	Praw.g_00254
OG0000156	Syam.g_01814	Praw.g_00968
OG0000157	Syam.g_01815	Praw.g_00969
OG0000158	Syam.g_00139	Praw.g_01052
OG0000160	Syam.g_01614	Praw.g_01079, Praw.g_01080
OG0000161	Syam.g_01620	Praw.g_00344
OG0000162	Syam.g_01627	Praw.g_00350
OG0000163	Syam.g_01927	Praw.g_00384
OG0000164	Syam.g_02023	Praw.g_00539
OG0000165	Syam.g_01879, Syam.g_01878	Praw.g_00546
OG0000166	Syam.g_00330	Praw.g_00132
OG0000167	Syam.g_00151	Praw.g_00066
OG0000168	Syam.g_00138	Praw.g_00056
OG0000169	Syam.g_00127	Praw.g_00046
OG0000170	Syam.g_00120	Praw.g_00044
OG0000171	Syam.g_00097	Praw.g_00024
OG0000172	Syam.g_00075	Praw.g_00016
OG0000173	Syam.g_00057	Praw.g_00001
OG0000174	Syam.g_02349	Praw.g_01166
OG0000175	Syam.g_02417	Praw.g_01156
OG0000176	Syam.g_00004	Praw.g_01132
OG0000177	Syam.g_00005	Praw.g_01131
OG0000178	Syam.g_00006	Praw.g_01130
OG0000179	Syam.g_00021	Praw.g_01412
OG0000180	Syam.g_00022	Praw.g_01411
OG0000181	Syam.g_00023	Praw.g_01410
OG0000182	Syam.g_00024	Praw.g_01409
OG0000183	Syam.g_00028	Praw.g_01405
OG0000184	Syam.g_02298	Praw.g_01382
OG0000185	Syam.g_02295	Praw.g_01379
OG0000186	Syam.g_02058	Praw.g_01370
OG0000187	Syam.g_02059	Praw.g_01369
OG0000188	Syam.g_02081	Praw.g_01352
OG0000189	Syam.g_02108	Praw.g_01339
OG0000190	Syam.g_02110	Praw.g_01338
OG0000191	Syam.g_02142	Praw.g_01318
OG0000192	Syam.g_02148	Praw.g_01314
OG0000193	Syam.g_02192	Praw.g_01289
OG0000194	Syam.g_02195	Praw.g_01286
OG0000195	Syam.g_02197	Praw.g_01284
OG0000196	Syam.g_02208	Praw.g_01274
OG0000197	Syam.g_02209	Praw.g_01273
OG0000198	Syam.g_02210	Praw.g_01272
OG0000199	Syam.g_02218	Praw.g_01265
OG0000200	Syam.g_02234	Praw.g_01251
OG0000201	Syam.g_02248	Praw.g_01243
OG0000202	Syam.g_02249	Praw.g_01242
OG0000203	Syam.g_02250	Praw.g_01241
OG0000204	Syam.g_02251	Praw.g_01240
OG0000205	Syam.g_02258	Praw.g_01233
OG0000206	Syam.g_02264	Praw.g_01228
OG0000207	Syam.g_02266	Praw.g_01226
OG0000208	Syam.g_02267	Praw.g_01225
OG0000209	Syam.g_02278	Praw.g_01216
OG0000210	Syam.g_02279	Praw.g_01215
OG0000211	Syam.g_00504	Praw.g_01202
OG0000212	Syam.g_00515	Praw.g_01195
OG0000213	Syam.g_00263	Praw.g_00876
OG0000214	Syam.g_00247	Praw.g_00867
OG0000215	Syam.g_00216	Praw.g_00842
OG0000216	Syam.g_00212	Praw.g_00840
OG0000217	Syam.g_00208	Praw.g_00837
OG0000218	Syam.g_00206	Praw.g_00835
OG0000219	Syam.g_00205	Praw.g_00834
OG0000220	Syam.g_00204	Praw.g_00833
OG0000221	Syam.g_00198	Praw.g_00832
OG0000222	Syam.g_00186	Praw.g_00824
OG0000223	Syam.g_00168	Praw.g_00811
OG0000224	Syam.g_00164	Praw.g_00809
OG0000225	Syam.g_00473	Praw.g_00786
OG0000226	Syam.g_00477	Praw.g_00782
OG0000227	Syam.g_00479	Praw.g_00780
OG0000228	Syam.g_00488	Praw.g_00777
OG0000229	Syam.g_01867	Praw.g_00711
OG0000230	Syam.g_01865	Praw.g_00709
OG0000231	Syam.g_01848	Praw.g_00698
OG0000232	Syam.g_01692	Praw.g_00689
OG0000233	Syam.g_01678	Praw.g_00684
OG0000234	Syam.g_01667	Praw.g_00671
OG0000235	Syam.g_00582	Praw.g_00668
OG0000236	Syam.g_00597	Praw.g_00655
OG0000237	Syam.g_00614	Praw.g_00642
OG0000238	Syam.g_00619	Praw.g_00636
OG0000239	Syam.g_00637	Praw.g_00623
OG0000240	Syam.g_00638	Praw.g_00622
OG0000241	Syam.g_01477	Praw.g_00618
OG0000242	Syam.g_00649	Praw.g_00616
OG0000243	Syam.g_00668	Praw.g_00605
OG0000244	Syam.g_00674	Praw.g_00602
OG0000245	Syam.g_00676	Praw.g_00600
OG0000246	Syam.g_00680	Praw.g_00596
OG0000247	Syam.g_00692	Praw.g_00586
OG0000248	Syam.g_00695	Praw.g_00584
OG0000249	Syam.g_00697	Praw.g_00582
OG0000250	Syam.g_01747	Praw.g_00577
OG0000251	Syam.g_01722	Praw.g_01937
OG0000252	Syam.g_01719	Praw.g_01940
OG0000253	Syam.g_01718	Praw.g_01941
OG0000254	Syam.g_01510	Praw.g_00147
OG0000255	Syam.g_01500	Praw.g_00153
OG0000256	Syam.g_01484	Praw.g_00163
OG0000257	Syam.g_01478	Praw.g_00166
OG0000258	Syam.g_01459	Praw.g_01879
OG0000259	Syam.g_01378	Praw.g_01862
OG0000260	Syam.g_01375	Praw.g_01859
OG0000261	Syam.g_01372	Praw.g_01857
OG0000262	Syam.g_01367	Praw.g_01853
OG0000263	Syam.g_00885	Praw.g_01841
OG0000264	Syam.g_00805	Praw.g_01831
OG0000265	Syam.g_01880	Praw.g_01809
OG0000266	Syam.g_01234	Praw.g_01799
OG0000267	Syam.g_01071	Praw.g_01788
OG0000268	Syam.g_01072	Praw.g_01787
OG0000269	Syam.g_01295	Praw.g_01702
OG0000270	Syam.g_01292	Praw.g_01699
OG0000271	Syam.g_01284	Praw.g_01691
OG0000272	Syam.g_01283	Praw.g_01690
OG0000273	Syam.g_00745	Praw.g_01668
OG0000274	Syam.g_00744	Praw.g_01667
OG0000275	Syam.g_00741	Praw.g_01665
OG0000276	Syam.g_00733	Praw.g_01660
OG0000277	Syam.g_00732	Praw.g_01659
OG0000278	Syam.g_00729	Praw.g_01656
OG0000279	Syam.g_00721	Praw.g_01649
OG0000280	Syam.g_00701	Praw.g_01648
OG0000281	Syam.g_00943	Praw.g_01643
OG0000282	Syam.g_01347	Praw.g_01595
OG0000283	Syam.g_01087	Praw.g_01562
OG0000284	Syam.g_01093	Praw.g_01557
OG0000285	Syam.g_01105	Praw.g_01552
OG0000286	Syam.g_01123	Praw.g_01540
OG0000287	Syam.g_01153	Praw.g_01523
OG0000288	Syam.g_01186	Praw.g_01494
OG0000289	Syam.g_01201	Praw.g_01483
OG0000290	Syam.g_00771	Praw.g_01470
OG0000291	Syam.g_00773	Praw.g_01468
OG0000292	Syam.g_02439	Praw.g_01418
OG0000293	Syam.g_01806	Praw.g_00225
OG0000294	Syam.g_01805	Praw.g_00226
OG0000295	Syam.g_01771	Praw.g_00246
OG0000296	Syam.g_01769	Praw.g_00248
OG0000297	Syam.g_00906	Praw.g_00256
OG0000298	Syam.g_00905	Praw.g_00257
OG0000299	Syam.g_00878	Praw.g_00274
OG0000300	Syam.g_00871	Praw.g_00277
OG0000301	Syam.g_00870	Praw.g_00278
OG0000302	Syam.g_00868	Praw.g_00280
OG0000303	Syam.g_00859	Praw.g_00287
OG0000304	Syam.g_00853	Praw.g_00291
OG0000305	Syam.g_00776	Praw.g_01008
OG0000306	Syam.g_01757	Praw.g_01011
OG0000307	Syam.g_00566	Praw.g_01025
OG0000308	Syam.g_00564	Praw.g_01026
OG0000309	Syam.g_00559	Praw.g_01030
OG0000310	Syam.g_01591	Praw.g_01098
OG0000311	Syam.g_01595	Praw.g_01096
OG0000312	Syam.g_01601	Praw.g_01093
OG0000313	Syam.g_01617	Praw.g_01076
OG0000314	Syam.g_01647	Praw.g_00363
OG0000315	Syam.g_01658	Praw.g_00374
OG0000316	Syam.g_01945	Praw.g_00394
OG0000317	Syam.g_01987	Praw.g_00513
OG0000318	Syam.g_01991	Praw.g_00516
OG0000319	Syam.g_02006	Praw.g_00529
OG0000320	Syam.g_02008	Praw.g_00531
OG0000321	Syam.g_02009	Praw.g_00532
OG0000322	Syam.g_02010	Praw.g_00533
OG0000323	Syam.g_02025	Praw.g_00542
OG0000324	Syam.g_01906	Praw.g_00569
OG0000325	Syam.g_00289	Praw.g_01916
OG0000326	Syam.g_00296	Praw.g_01910
OG0000327	Syam.g_00325	Praw.g_00137
OG0000328	Syam.g_00326	Praw.g_00136
OG0000329	Syam.g_00344	Praw.g_00119
OG0000330	Syam.g_00345	Praw.g_00118
OG0000331	Syam.g_00346	Praw.g_00117
OG0000332	Syam.g_00361	Praw.g_00103
OG0000333	Syam.g_00364	Praw.g_00101
OG0000334	Syam.g_00375	Praw.g_00093
OG0000335	Syam.g_00380	Praw.g_00088
OG0000336	Syam.g_00384	Praw.g_00084
OG0000337	Syam.g_00155	Praw.g_00068
OG0000338	Syam.g_00153	Praw.g_00067
OG0000339	Syam.g_00147	Praw.g_00063
OG0000340	Syam.g_00137	Praw.g_00055
OG0000341	Syam.g_00135	Praw.g_00053
OG0000342	Syam.g_00134	Praw.g_00052
OG0000343	Syam.g_00133	Praw.g_00051
OG0000344	Syam.g_00129	Praw.g_00048
OG0000345	Syam.g_00119	Praw.g_00043
OG0000346	Syam.g_00114	Praw.g_00038
OG0000347	Syam.g_00083	Praw.g_00022
OG0000348	Syam.g_00068	Praw.g_00013
OG0000349	Syam.g_00050	Praw.g_01189
OG0000350	Syam.g_00303	Praw.g_01170
OG0000351	Syam.g_02420	Praw.g_01153
OG0000352	Syam.g_02421	Praw.g_01152
OG0000353	Syam.g_02445	Praw.g_01137
OG0000355	Syam.g_00001	Praw.g_01135
OG0000356	Syam.g_00002	Praw.g_01134
OG0000357	Syam.g_00003	Praw.g_01133
OG0000358	Syam.g_00007	Praw.g_01129
OG0000359	Syam.g_00009	Praw.g_01128
OG0000360	Syam.g_00010	Praw.g_01127
OG0000361	Syam.g_00011	Praw.g_01126
OG0000362	Syam.g_00013	Praw.g_01124
OG0000363	Syam.g_00015	Praw.g_01414
OG0000364	Syam.g_00016	Praw.g_01413
OG0000365	Syam.g_00025	Praw.g_01408
OG0000366	Syam.g_00026	Praw.g_01407
OG0000367	Syam.g_00027	Praw.g_01406
OG0000368	Syam.g_00029	Praw.g_01404
OG0000369	Syam.g_00030	Praw.g_01403
OG0000370	Syam.g_00031	Praw.g_01402
OG0000371	Syam.g_00038	Praw.g_01396
OG0000372	Syam.g_00043	Praw.g_01393
OG0000373	Syam.g_00044	Praw.g_01392
OG0000374	Syam.g_00045	Praw.g_01391
OG0000375	Syam.g_00046	Praw.g_01388
OG0000376	Syam.g_00048	Praw.g_01386
OG0000377	Syam.g_02306	Praw.g_01383
OG0000378	Syam.g_02297	Praw.g_01381
OG0000379	Syam.g_02294	Praw.g_01378
OG0000380	Syam.g_02060	Praw.g_01368
OG0000381	Syam.g_02063	Praw.g_01364
OG0000382	Syam.g_02080	Praw.g_01353
OG0000383	Syam.g_02083	Praw.g_01351
OG0000384	Syam.g_02084	Praw.g_01350
OG0000385	Syam.g_02085	Praw.g_01349
OG0000386	Syam.g_02086	Praw.g_01348
OG0000387	Syam.g_02112	Praw.g_01336
OG0000388	Syam.g_02116	Praw.g_01333
OG0000389	Syam.g_02120	Praw.g_01329
OG0000390	Syam.g_02136	Praw.g_01322
OG0000391	Syam.g_02141	Praw.g_01319
OG0000392	Syam.g_02147	Praw.g_01315
OG0000393	Syam.g_02149	Praw.g_01313
OG0000394	Syam.g_02150	Praw.g_01312
OG0000395	Syam.g_02151	Praw.g_01311
OG0000396	Syam.g_02153	Praw.g_01308
OG0000397	Syam.g_02160	Praw.g_01306
OG0000398	Syam.g_02165	Praw.g_01304
OG0000399	Syam.g_02166	Praw.g_01303
OG0000400	Syam.g_02167	Praw.g_01302
OG0000401	Syam.g_02168	Praw.g_01301
OG0000402	Syam.g_02171	Praw.g_01299
OG0000403	Syam.g_02172	Praw.g_01298
OG0000404	Syam.g_02173	Praw.g_01297
OG0000405	Syam.g_02189	Praw.g_01293
OG0000406	Syam.g_02193	Praw.g_01288
OG0000407	Syam.g_02194	Praw.g_01287
OG0000408	Syam.g_02196	Praw.g_01285
OG0000409	Syam.g_02198	Praw.g_01283
OG0000410	Syam.g_02199	Praw.g_01282
OG0000411	Syam.g_02200	Praw.g_01281
OG0000412	Syam.g_02201	Praw.g_01280
OG0000413	Syam.g_02203	Praw.g_01279
OG0000414	Syam.g_02204	Praw.g_01278
OG0000415	Syam.g_02205	Praw.g_01277
OG0000416	Syam.g_02206	Praw.g_01276
OG0000417	Syam.g_02207	Praw.g_01275
OG0000418	Syam.g_02212	Praw.g_01270
OG0000419	Syam.g_02214	Praw.g_01268
OG0000420	Syam.g_02216	Praw.g_01267
OG0000421	Syam.g_02221	Praw.g_01262
OG0000422	Syam.g_02222	Praw.g_01261
OG0000423	Syam.g_02223	Praw.g_01260
OG0000424	Syam.g_02224	Praw.g_01259
OG0000425	Syam.g_02225	Praw.g_01258
OG0000426	Syam.g_02226	Praw.g_01257
OG0000427	Syam.g_02227	Praw.g_01256
OG0000428	Syam.g_02230	Praw.g_01254
OG0000429	Syam.g_02232	Praw.g_01253
OG0000430	Syam.g_02233	Praw.g_01252
OG0000431	Syam.g_02237	Praw.g_01250
OG0000432	Syam.g_02243	Praw.g_01247
OG0000433	Syam.g_02244	Praw.g_01246
OG0000434	Syam.g_02245	Praw.g_01245
OG0000435	Syam.g_02246	Praw.g_01244
OG0000436	Syam.g_02252	Praw.g_01239
OG0000437	Syam.g_02253	Praw.g_01238
OG0000438	Syam.g_02254	Praw.g_01237
OG0000439	Syam.g_02256	Praw.g_01235
OG0000440	Syam.g_02257	Praw.g_01234
OG0000441	Syam.g_02261	Praw.g_01231
OG0000442	Syam.g_02262	Praw.g_01230
OG0000443	Syam.g_02263	Praw.g_01229
OG0000444	Syam.g_02268	Praw.g_01224
OG0000445	Syam.g_02269	Praw.g_01223
OG0000446	Syam.g_02270	Praw.g_01222
OG0000447	Syam.g_02272	Praw.g_01221
OG0000448	Syam.g_02273	Praw.g_01220
OG0000449	Syam.g_02274	Praw.g_01219
OG0000450	Syam.g_02275	Praw.g_01218
OG0000451	Syam.g_02276	Praw.g_01217
OG0000452	Syam.g_02280	Praw.g_01214
OG0000453	Syam.g_02281	Praw.g_01213
OG0000454	Syam.g_02282	Praw.g_01212
OG0000455	Syam.g_02283	Praw.g_01211
OG0000456	Syam.g_02284	Praw.g_01210
OG0000457	Syam.g_02286	Praw.g_01209
OG0000458	Syam.g_02287	Praw.g_01208
OG0000459	Syam.g_02288	Praw.g_01207
OG0000460	Syam.g_00506	Praw.g_01200
OG0000461	Syam.g_00284	Praw.g_00891
OG0000462	Syam.g_00281	Praw.g_00889
OG0000463	Syam.g_00280	Praw.g_00888
OG0000464	Syam.g_00279	Praw.g_00887
OG0000465	Syam.g_00277	Praw.g_00886
OG0000466	Syam.g_00273	Praw.g_00883
OG0000467	Syam.g_00271	Praw.g_00882
OG0000468	Syam.g_00266	Praw.g_00880
OG0000469	Syam.g_00253	Praw.g_00872
OG0000470	Syam.g_00251	Praw.g_00870
OG0000471	Syam.g_00250	Praw.g_00869
OG0000472	Syam.g_00248	Praw.g_00868
OG0000473	Syam.g_00246	Praw.g_00866
OG0000474	Syam.g_00245	Praw.g_00865
OG0000475	Syam.g_00244	Praw.g_00864
OG0000476	Syam.g_00242	Praw.g_00863
OG0000477	Syam.g_00236	Praw.g_00859
OG0000478	Syam.g_00235	Praw.g_00858
OG0000479	Syam.g_00234	Praw.g_00857
OG0000480	Syam.g_00227	Praw.g_00852
OG0000481	Syam.g_00225	Praw.g_00850
OG0000482	Syam.g_00224	Praw.g_00849
OG0000483	Syam.g_00220	Praw.g_00846
OG0000484	Syam.g_00219	Praw.g_00845
OG0000485	Syam.g_00218	Praw.g_00844
OG0000486	Syam.g_00217	Praw.g_00843
OG0000487	Syam.g_00211	Praw.g_00839
OG0000488	Syam.g_00207	Praw.g_00836
OG0000489	Syam.g_00197	Praw.g_00831
OG0000490	Syam.g_00189	Praw.g_00826
OG0000491	Syam.g_00187	Praw.g_00825
OG0000492	Syam.g_00185	Praw.g_00823
OG0000493	Syam.g_00184	Praw.g_00822
OG0000494	Syam.g_00183	Praw.g_00821
OG0000495	Syam.g_00182	Praw.g_00820
OG0000496	Syam.g_00181	Praw.g_00819
OG0000497	Syam.g_00180	Praw.g_00818
OG0000498	Syam.g_00179	Praw.g_00817
OG0000499	Syam.g_00178	Praw.g_00816
OG0000500	Syam.g_00177	Praw.g_00815
OG0000501	Syam.g_00174	Praw.g_00813
OG0000502	Syam.g_00165	Praw.g_00810
OG0000503	Syam.g_00457	Praw.g_00796
OG0000504	Syam.g_00459	Praw.g_00795
OG0000505	Syam.g_00460	Praw.g_00794
OG0000506	Syam.g_00462	Praw.g_00792
OG0000507	Syam.g_00468	Praw.g_00790
OG0000508	Syam.g_00472	Praw.g_00787
OG0000509	Syam.g_00474	Praw.g_00785
OG0000510	Syam.g_00475	Praw.g_00784
OG0000511	Syam.g_00476	Praw.g_00783
OG0000512	Syam.g_00478	Praw.g_00781
OG0000513	Syam.g_00493	Praw.g_00774
OG0000514	Syam.g_00499	Praw.g_00716
OG0000515	Syam.g_00500	Praw.g_00715
OG0000516	Syam.g_01862	Praw.g_00714
OG0000517	Syam.g_01868	Praw.g_00712
OG0000518	Syam.g_01851	Praw.g_00701
OG0000519	Syam.g_01850	Praw.g_00700
OG0000520	Syam.g_01849	Praw.g_00699
OG0000521	Syam.g_01696	Praw.g_00694
OG0000522	Syam.g_01694	Praw.g_00692
OG0000523	Syam.g_01693	Praw.g_00691
OG0000524	Syam.g_01681	Praw.g_00686
OG0000525	Syam.g_01677	Praw.g_00683
OG0000526	Syam.g_01674	Praw.g_00682
OG0000527	Syam.g_01670	Praw.g_00674
OG0000528	Syam.g_00580	Praw.g_00669
OG0000529	Syam.g_00584	Praw.g_00666
OG0000530	Syam.g_00587	Praw.g_00664
OG0000531	Syam.g_00588	Praw.g_00663
OG0000532	Syam.g_00591	Praw.g_00661
OG0000533	Syam.g_00592	Praw.g_00660
OG0000534	Syam.g_00593	Praw.g_00659
OG0000535	Syam.g_00594	Praw.g_00658
OG0000536	Syam.g_00595	Praw.g_00657
OG0000537	Syam.g_00596	Praw.g_00656
OG0000538	Syam.g_00607	Praw.g_00648
OG0000539	Syam.g_00608	Praw.g_00647
OG0000540	Syam.g_00609	Praw.g_00646
OG0000541	Syam.g_00610	Praw.g_00645
OG0000542	Syam.g_00613	Praw.g_00643
OG0000543	Syam.g_00615	Praw.g_00641
OG0000544	Syam.g_00616	Praw.g_00640
OG0000545	Syam.g_00618	Praw.g_00638
OG0000546	Syam.g_00620	Praw.g_00635
OG0000547	Syam.g_00622	Praw.g_00633
OG0000548	Syam.g_00623	Praw.g_00632
OG0000549	Syam.g_00630	Praw.g_00630
OG0000550	Syam.g_00635	Praw.g_00625
OG0000551	Syam.g_00640	Praw.g_00621
OG0000552	Syam.g_00641	Praw.g_00620
OG0000553	Syam.g_00643	Praw.g_00619
OG0000554	Syam.g_00652	Praw.g_00614
OG0000555	Syam.g_00667	Praw.g_00606
OG0000556	Syam.g_00670	Praw.g_00604
OG0000557	Syam.g_00672	Praw.g_00603
OG0000558	Syam.g_00675	Praw.g_00601
OG0000559	Syam.g_00679	Praw.g_00597
OG0000560	Syam.g_00682	Praw.g_00594
OG0000561	Syam.g_00683	Praw.g_00593
OG0000562	Syam.g_00684	Praw.g_00592
OG0000563	Syam.g_00685	Praw.g_00591
OG0000564	Syam.g_00686	Praw.g_00590
OG0000565	Syam.g_00690	Praw.g_00587
OG0000566	Syam.g_00694	Praw.g_00585
OG0000567	Syam.g_00698	Praw.g_00581
OG0000568	Syam.g_01751	Praw.g_00580
OG0000569	Syam.g_01750	Praw.g_00579
OG0000570	Syam.g_01749	Praw.g_00578
OG0000571	Syam.g_01745	Praw.g_00576
OG0000572	Syam.g_01729	Praw.g_01933
OG0000573	Syam.g_01721	Praw.g_01938
OG0000574	Syam.g_01720	Praw.g_01939
OG0000575	Syam.g_01716	Praw.g_01943
OG0000576	Syam.g_01714	Praw.g_01945
OG0000577	Syam.g_01713	Praw.g_01946
OG0000578	Syam.g_01712	Praw.g_01947
OG0000579	Syam.g_01711	Praw.g_01948
OG0000580	Syam.g_01710	Praw.g_01949
OG0000581	Syam.g_01704	Praw.g_00141
OG0000582	Syam.g_01513	Praw.g_00144
OG0000583	Syam.g_01512	Praw.g_00145
OG0000584	Syam.g_01511	Praw.g_00146
OG0000585	Syam.g_01509	Praw.g_00148
OG0000586	Syam.g_01508	Praw.g_00149
