Orthogroup	Prap	Prbg
OG0000172	Prap.g_00909	Prbg.g_00828
OG0000173	Prap.g_00906	Prbg.g_00825
OG0000174	Prap.g_00905	Prbg.g_00824
OG0000175	Prap.g_00904	Prbg.g_00823
OG0000176	Prap.g_00902	Prbg.g_00821
OG0000177	Prap.g_00901	Prbg.g_00820
OG0000178	Prap.g_00899	Prbg.g_00818
OG0000179	Prap.g_00887	Prbg.g_00806
OG0000180	Prap.g_00886	Prbg.g_00805
OG0000181	Prap.g_00885	Prbg.g_00804
OG0000182	Prap.g_00881	Prbg.g_00800
OG0000183	Prap.g_00880	Prbg.g_00799
OG0000184	Prap.g_00877	Prbg.g_00796
OG0000185	Prap.g_01100	Prbg.g_00792
OG0000186	Prap.g_01099	Prbg.g_00791
OG0000187	Prap.g_00025	Prbg.g_00017
OG0000188	Prap.g_01098	Prbg.g_00790
OG0000189	Prap.g_01097	Prbg.g_00789
OG0000190	Prap.g_01096	Prbg.g_00788
OG0000191	Prap.g_01095	Prbg.g_00787
OG0000192	Prap.g_01094	Prbg.g_00786
OG0000193	Prap.g_01093	Prbg.g_00785
OG0000194	Prap.g_01092	Prbg.g_00784
OG0000195	Prap.g_01090	Prbg.g_00782
OG0000196	Prap.g_01089	Prbg.g_00781
OG0000197	Prap.g_01088	Prbg.g_00780
OG0000198	Prap.g_01087	Prbg.g_00861
OG0000199	Prap.g_01084	Prbg.g_00864
OG0000200	Prap.g_01083	Prbg.g_00865
OG0000201	Prap.g_01082	Prbg.g_00866
OG0000202	Prap.g_01080	Prbg.g_00868
OG0000203	Prap.g_01079	Prbg.g_00869
OG0000204	Prap.g_01078	Prbg.g_00870
OG0000205	Prap.g_01076	Prbg.g_00872
OG0000206	Prap.g_01075	Prbg.g_00873
OG0000207	Prap.g_01074	Prbg.g_00874
OG0000208	Prap.g_01073	Prbg.g_00875
OG0000209	Prap.g_01072	Prbg.g_00876
OG0000210	Prap.g_01071	Prbg.g_00877
OG0000211	Prap.g_01069	Prbg.g_00879
OG0000212	Prap.g_01068	Prbg.g_00880
OG0000213	Prap.g_01067	Prbg.g_00881
OG0000214	Prap.g_01063	Prbg.g_00885
OG0000215	Prap.g_01062	Prbg.g_00886
OG0000216	Prap.g_01060	Prbg.g_00888
OG0000217	Prap.g_01059	Prbg.g_00889
OG0000218	Prap.g_01058	Prbg.g_00890
OG0000219	Prap.g_01057	Prbg.g_00891
OG0000220	Prap.g_01054	Prbg.g_00894
OG0000221	Prap.g_01051	Prbg.g_00897
OG0000222	Prap.g_01050	Prbg.g_00898
OG0000223	Prap.g_01049	Prbg.g_00899
OG0000224	Prap.g_01047	Prbg.g_00901
OG0000225	Prap.g_01045	Prbg.g_00903
OG0000226	Prap.g_01043	Prbg.g_00905
OG0000227	Prap.g_01042	Prbg.g_00906
OG0000228	Prap.g_01041	Prbg.g_00907
OG0000229	Prap.g_01040	Prbg.g_00908
OG0000230	Prap.g_01039	Prbg.g_00909
OG0000231	Prap.g_00319	Prbg.g_01349
OG0000232	Prap.g_01037	Prbg.g_00911
OG0000233	Prap.g_01034	Prbg.g_00914
OG0000234	Prap.g_01032	Prbg.g_00916
OG0000235	Prap.g_01026	Prbg.g_00922
OG0000236	Prap.g_01025	Prbg.g_00923
OG0000237	Prap.g_01024	Prbg.g_00924
OG0000238	Prap.g_01023	Prbg.g_00925
OG0000239	Prap.g_01022	Prbg.g_00926
OG0000240	Prap.g_01020	Prbg.g_00928
OG0000241	Prap.g_01019	Prbg.g_00929
OG0000242	Prap.g_01018	Prbg.g_00930
OG0000243	Prap.g_01017	Prbg.g_00931
OG0000244	Prap.g_01016	Prbg.g_00932
OG0000245	Prap.g_01014	Prbg.g_00934
OG0000246	Prap.g_01012	Prbg.g_00936
OG0000247	Prap.g_01011	Prbg.g_00937
OG0000248	Prap.g_01010	Prbg.g_00938
OG0000249	Prap.g_01009	Prbg.g_00939
OG0000250	Prap.g_01008	Prbg.g_00940
OG0000251	Prap.g_01007	Prbg.g_00941
OG0000252	Prap.g_01006	Prbg.g_00942
OG0000253	Prap.g_01005	Prbg.g_00943
OG0000254	Prap.g_01003	Prbg.g_00945
OG0000255	Prap.g_01002	Prbg.g_00946
OG0000256	Prap.g_00999	Prbg.g_00949
OG0000257	Prap.g_00997	Prbg.g_00951
OG0000258	Prap.g_00996	Prbg.g_00952
OG0000259	Prap.g_00995	Prbg.g_00953
OG0000260	Prap.g_00994	Prbg.g_00954
OG0000261	Prap.g_00993	Prbg.g_00955
OG0000262	Prap.g_00992	Prbg.g_00956
OG0000263	Prap.g_00991	Prbg.g_00957
OG0000264	Prap.g_00989	Prbg.g_00959
OG0000265	Prap.g_00988	Prbg.g_00960
OG0000266	Prap.g_00987	Prbg.g_00961
OG0000267	Prap.g_00985	Prbg.g_00963
OG0000268	Prap.g_00983	Prbg.g_00965
OG0000269	Prap.g_00982	Prbg.g_00966
OG0000270	Prap.g_00981	Prbg.g_00967
OG0000271	Prap.g_00980	Prbg.g_00968
OG0000272	Prap.g_00979	Prbg.g_00969
OG0000273	Prap.g_00978	Prbg.g_00970
OG0000274	Prap.g_00977	Prbg.g_00971
OG0000275	Prap.g_00976	Prbg.g_00972
OG0000276	Prap.g_00975	Prbg.g_00973
OG0000277	Prap.g_00974	Prbg.g_00974
OG0000278	Prap.g_00973	Prbg.g_00975
OG0000279	Prap.g_00972	Prbg.g_00976
OG0000280	Prap.g_00971	Prbg.g_00977
OG0000281	Prap.g_00969	Prbg.g_00979
OG0000282	Prap.g_00968	Prbg.g_00980
OG0000283	Prap.g_00965	Prbg.g_00983
OG0000284	Prap.g_00964	Prbg.g_00984
OG0000285	Prap.g_00963	Prbg.g_00985
OG0000286	Prap.g_00961	Prbg.g_00987
OG0000287	Prap.g_00959	Prbg.g_00989
OG0000288	Prap.g_00958	Prbg.g_00990
OG0000289	Prap.g_00957	Prbg.g_00991
OG0000290	Prap.g_00956	Prbg.g_00992
OG0000291	Prap.g_00955	Prbg.g_00993
OG0000292	Prap.g_00954	Prbg.g_00994
OG0000293	Prap.g_00953	Prbg.g_00995
OG0000294	Prap.g_00952	Prbg.g_00996
OG0000295	Prap.g_00951	Prbg.g_00997
OG0000296	Prap.g_00950	Prbg.g_00998
OG0000297	Prap.g_00949	Prbg.g_00999
OG0000298	Prap.g_00948	Prbg.g_01000
OG0000299	Prap.g_00947	Prbg.g_01001
OG0000300	Prap.g_00946	Prbg.g_01002
OG0000301	Prap.g_00945	Prbg.g_01003
OG0000302	Prap.g_00944	Prbg.g_01004
OG0000303	Prap.g_00943	Prbg.g_01005
OG0000304	Prap.g_01487	Prbg.g_01007
OG0000305	Prap.g_01486	Prbg.g_01008
OG0000306	Prap.g_01485	Prbg.g_01009
OG0000307	Prap.g_01483	Prbg.g_01011
OG0000308	Prap.g_01482	Prbg.g_01012
OG0000309	Prap.g_01481	Prbg.g_01013
OG0000310	Prap.g_01480	Prbg.g_01014
OG0000311	Prap.g_01479	Prbg.g_01015
OG0000312	Prap.g_01477	Prbg.g_01017
OG0000313	Prap.g_01476	Prbg.g_01018
OG0000314	Prap.g_01472	Prbg.g_01022
OG0000315	Prap.g_01471	Prbg.g_01023
OG0000316	Prap.g_01469	Prbg.g_01025
OG0000317	Prap.g_01467	Prbg.g_01027
OG0000318	Prap.g_01466	Prbg.g_01028
OG0000319	Prap.g_01465	Prbg.g_01029
OG0000320	Prap.g_01464	Prbg.g_01030
OG0000321	Prap.g_01461	Prbg.g_01033
OG0000322	Prap.g_01457	Prbg.g_01037
OG0000323	Prap.g_01456	Prbg.g_01038
OG0000324	Prap.g_01453	Prbg.g_01041
OG0000325	Prap.g_01452	Prbg.g_01042
OG0000326	Prap.g_01451	Prbg.g_01043
OG0000327	Prap.g_01449	Prbg.g_01045
OG0000328	Prap.g_01448	Prbg.g_01046
OG0000329	Prap.g_01447	Prbg.g_00042
OG0000330	Prap.g_01446	Prbg.g_00043
OG0000331	Prap.g_01444	Prbg.g_00045
OG0000332	Prap.g_01443	Prbg.g_00046
OG0000333	Prap.g_01442	Prbg.g_00047
OG0000334	Prap.g_01441	Prbg.g_00048
OG0000335	Prap.g_01440	Prbg.g_00049
OG0000336	Prap.g_01438	Prbg.g_00051
OG0000337	Prap.g_01435	Prbg.g_00054
OG0000338	Prap.g_01434	Prbg.g_00055
OG0000339	Prap.g_01433	Prbg.g_00056
OG0000340	Prap.g_01432	Prbg.g_00057
OG0000341	Prap.g_01428	Prbg.g_00061
OG0000342	Prap.g_01427	Prbg.g_00062
OG0000343	Prap.g_01424	Prbg.g_00065
OG0000344	Prap.g_01423	Prbg.g_00066
OG0000345	Prap.g_01422	Prbg.g_00067
OG0000346	Prap.g_01421	Prbg.g_00068
OG0000347	Prap.g_01420	Prbg.g_00069
OG0000348	Prap.g_01418	Prbg.g_00071
OG0000349	Prap.g_01417	Prbg.g_00072
OG0000350	Prap.g_01416	Prbg.g_00073
OG0000351	Prap.g_01414	Prbg.g_00075
OG0000352	Prap.g_01411	Prbg.g_00078
OG0000353	Prap.g_01410	Prbg.g_00079
OG0000354	Prap.g_01409	Prbg.g_00080
OG0000355	Prap.g_01408	Prbg.g_00081
OG0000356	Prap.g_01407	Prbg.g_00082
OG0000357	Prap.g_01406	Prbg.g_00083
OG0000358	Prap.g_01405	Prbg.g_00084
OG0000359	Prap.g_01404	Prbg.g_00085
OG0000360	Prap.g_01402	Prbg.g_00087
OG0000361	Prap.g_01401	Prbg.g_00088
OG0000362	Prap.g_01400	Prbg.g_00089
OG0000363	Prap.g_01399	Prbg.g_00090
OG0000364	Prap.g_01398	Prbg.g_00091
OG0000365	Prap.g_01397	Prbg.g_00092
OG0000366	Prap.g_01396	Prbg.g_00093
OG0000367	Prap.g_01395	Prbg.g_00094
OG0000368	Prap.g_01394	Prbg.g_00095
OG0000369	Prap.g_01393	Prbg.g_00096
OG0000370	Prap.g_01392	Prbg.g_00097
OG0000371	Prap.g_01391	Prbg.g_00098
OG0000372	Prap.g_01390	Prbg.g_00099
OG0000373	Prap.g_01388	Prbg.g_00101
OG0000374	Prap.g_01387	Prbg.g_00102
OG0000375	Prap.g_01386	Prbg.g_00103
OG0000376	Prap.g_01385	Prbg.g_00104
OG0000377	Prap.g_01379	Prbg.g_00110
OG0000378	Prap.g_01378	Prbg.g_00111
OG0000379	Prap.g_01372	Prbg.g_00117
OG0000380	Prap.g_01370	Prbg.g_00119
OG0000381	Prap.g_01369	Prbg.g_00120
OG0000382	Prap.g_01368	Prbg.g_00121
OG0000383	Prap.g_01365	Prbg.g_00124
OG0000384	Prap.g_01364	Prbg.g_00125
OG0000385	Prap.g_01361	Prbg.g_00128
OG0000386	Prap.g_01360	Prbg.g_00129
OG0000387	Prap.g_01359	Prbg.g_00130
OG0000388	Prap.g_01358	Prbg.g_00131
OG0000389	Prap.g_01357	Prbg.g_00132
OG0000390	Prap.g_01356	Prbg.g_01941
OG0000391	Prap.g_01355	Prbg.g_01942
OG0000392	Prap.g_01354	Prbg.g_01943
OG0000393	Prap.g_01350	Prbg.g_00136
OG0000394	Prap.g_01349	Prbg.g_00137
OG0000395	Prap.g_01346	Prbg.g_00140
OG0000396	Prap.g_00728	Prbg.g_01214
OG0000397	Prap.g_00500	Prbg.g_01530
OG0000398	Prap.g_01827	Prbg.g_01602
OG0000399	Prap.g_00495	Prbg.g_01525
OG0000400	Prap.g_01714	Prbg.g_01714
OG0000401	Prap.g_01335	Prbg.g_00151
OG0000402	Prap.g_01334	Prbg.g_00152
OG0000403	Prap.g_01333	Prbg.g_00153
OG0000404	Prap.g_01331	Prbg.g_00155
OG0000405	Prap.g_01330	Prbg.g_00156
OG0000406	Prap.g_01328	Prbg.g_00158
OG0000407	Prap.g_01327	Prbg.g_00159
OG0000408	Prap.g_01326	Prbg.g_00160
OG0000409	Prap.g_01325	Prbg.g_00161
OG0000410	Prap.g_01324	Prbg.g_00162
OG0000411	Prap.g_01323	Prbg.g_00163
OG0000412	Prap.g_01322	Prbg.g_00164
OG0000413	Prap.g_01321	Prbg.g_00165
OG0000414	Prap.g_01320	Prbg.g_00166
OG0000415	Prap.g_01319	Prbg.g_00167
OG0000416	Prap.g_01318	Prbg.g_00168
OG0000417	Prap.g_01317	Prbg.g_00169
OG0000418	Prap.g_01316	Prbg.g_00170
OG0000419	Prap.g_01315	Prbg.g_00171
OG0000420	Prap.g_01314	Prbg.g_00172
OG0000421	Prap.g_01310	Prbg.g_00176
OG0000422	Prap.g_01308	Prbg.g_00178
OG0000423	Prap.g_01307	Prbg.g_00179
OG0000424	Prap.g_01306	Prbg.g_00180
OG0000425	Prap.g_01302	Prbg.g_00184
OG0000426	Prap.g_01301	Prbg.g_00185
OG0000427	Prap.g_01300	Prbg.g_00186
OG0000428	Prap.g_01298	Prbg.g_00188
OG0000429	Prap.g_01297	Prbg.g_00189
OG0000430	Prap.g_01296	Prbg.g_00190
OG0000431	Prap.g_01294	Prbg.g_00192
OG0000432	Prap.g_01293	Prbg.g_00193
OG0000433	Prap.g_01290	Prbg.g_00196
OG0000434	Prap.g_01289	Prbg.g_00197
OG0000435	Prap.g_01288	Prbg.g_00198
OG0000436	Prap.g_01286	Prbg.g_00200
OG0000437	Prap.g_01284	Prbg.g_00202
OG0000438	Prap.g_01283	Prbg.g_00203
OG0000439	Prap.g_01282	Prbg.g_00204
OG0000440	Prap.g_01280	Prbg.g_00206
OG0000441	Prap.g_01279	Prbg.g_00207
OG0000442	Prap.g_01278	Prbg.g_00208
OG0000443	Prap.g_01277	Prbg.g_00209
OG0000444	Prap.g_01276	Prbg.g_00210
OG0000445	Prap.g_01275	Prbg.g_00211
OG0000446	Prap.g_01274	Prbg.g_00212
OG0000447	Prap.g_01273	Prbg.g_00213
OG0000448	Prap.g_01272	Prbg.g_00214
OG0000449	Prap.g_01266	Prbg.g_00220
OG0000450	Prap.g_01265	Prbg.g_00221
OG0000451	Prap.g_01264	Prbg.g_00222
OG0000452	Prap.g_01263	Prbg.g_00223
OG0000453	Prap.g_01262	Prbg.g_00224
OG0000454	Prap.g_01261	Prbg.g_00225
OG0000455	Prap.g_01260	Prbg.g_00226
OG0000456	Prap.g_01259	Prbg.g_00227
OG0000457	Prap.g_01257	Prbg.g_00229
OG0000458	Prap.g_01255	Prbg.g_00231
OG0000459	Prap.g_01254	Prbg.g_00232
OG0000460	Prap.g_01252	Prbg.g_00234
OG0000461	Prap.g_01251	Prbg.g_00235
OG0000462	Prap.g_01250	Prbg.g_00236
OG0000463	Prap.g_01249	Prbg.g_00237
OG0000464	Prap.g_01245	Prbg.g_00241
OG0000465	Prap.g_01244	Prbg.g_00242
OG0000466	Prap.g_01243	Prbg.g_00243
OG0000467	Prap.g_01242	Prbg.g_00244
OG0000468	Prap.g_01241	Prbg.g_00245
OG0000469	Prap.g_01240	Prbg.g_00246
OG0000470	Prap.g_01239	Prbg.g_00247
OG0000471	Prap.g_01238	Prbg.g_00248
OG0000472	Prap.g_01235	Prbg.g_00251
OG0000473	Prap.g_01234	Prbg.g_00252
OG0000474	Prap.g_01233	Prbg.g_00253
OG0000475	Prap.g_01232	Prbg.g_00254
OG0000476	Prap.g_01231	Prbg.g_00255
OG0000477	Prap.g_01229	Prbg.g_00257
OG0000478	Prap.g_01228	Prbg.g_00258
OG0000479	Prap.g_01227	Prbg.g_00259
OG0000480	Prap.g_01225	Prbg.g_00261
OG0000481	Prap.g_01224	Prbg.g_00262
OG0000482	Prap.g_01223	Prbg.g_00264
OG0000483	Prap.g_01222	Prbg.g_00265
OG0000484	Prap.g_01221	Prbg.g_00266
OG0000485	Prap.g_01220	Prbg.g_00267
OG0000486	Prap.g_01219	Prbg.g_00268
OG0000487	Prap.g_01218	Prbg.g_00269
OG0000488	Prap.g_01216	Prbg.g_00271
OG0000489	Prap.g_01215	Prbg.g_00272
OG0000490	Prap.g_01214	Prbg.g_00273
OG0000491	Prap.g_01213	Prbg.g_00274
OG0000492	Prap.g_01212	Prbg.g_00275
OG0000493	Prap.g_01211	Prbg.g_00276
OG0000494	Prap.g_01210	Prbg.g_00277
OG0000495	Prap.g_01209	Prbg.g_00278
OG0000496	Prap.g_01207	Prbg.g_00280
OG0000497	Prap.g_01205	Prbg.g_00282
OG0000498	Prap.g_01204	Prbg.g_00283
OG0000499	Prap.g_01202	Prbg.g_00285
OG0000500	Prap.g_01201	Prbg.g_00286
OG0000501	Prap.g_01199	Prbg.g_00288
OG0000502	Prap.g_01198	Prbg.g_00289
OG0000503	Prap.g_01197	Prbg.g_00290
OG0000504	Prap.g_01196	Prbg.g_00291
OG0000505	Prap.g_01195	Prbg.g_00292
OG0000506	Prap.g_01194	Prbg.g_00293
OG0000507	Prap.g_01193	Prbg.g_00294
OG0000508	Prap.g_01191	Prbg.g_00296
OG0000509	Prap.g_01190	Prbg.g_00297
OG0000510	Prap.g_01189	Prbg.g_00298
OG0000511	Prap.g_01188	Prbg.g_00299
OG0000512	Prap.g_01187	Prbg.g_00300
OG0000513	Prap.g_01186	Prbg.g_00301
OG0000514	Prap.g_01185	Prbg.g_00302
OG0000515	Prap.g_01182	Prbg.g_00305
OG0000516	Prap.g_01181	Prbg.g_00306
OG0000517	Prap.g_01180	Prbg.g_00307
OG0000518	Prap.g_01177	Prbg.g_00310
OG0000519	Prap.g_01176	Prbg.g_00311
OG0000520	Prap.g_01175	Prbg.g_00312
OG0000521	Prap.g_01174	Prbg.g_00313
OG0000522	Prap.g_01173	Prbg.g_00314
OG0000523	Prap.g_01172	Prbg.g_00315
OG0000524	Prap.g_01171	Prbg.g_00316
OG0000525	Prap.g_01169	Prbg.g_00318
OG0000526	Prap.g_01168	Prbg.g_00319
OG0000527	Prap.g_01167	Prbg.g_00320
OG0000528	Prap.g_01166	Prbg.g_00321
OG0000529	Prap.g_01165	Prbg.g_00322
OG0000530	Prap.g_01164	Prbg.g_00323
OG0000531	Prap.g_01162	Prbg.g_00325
OG0000532	Prap.g_01161	Prbg.g_00326
OG0000533	Prap.g_01160	Prbg.g_00327
OG0000534	Prap.g_01159	Prbg.g_00328
OG0000535	Prap.g_01158	Prbg.g_00329
OG0000536	Prap.g_01157	Prbg.g_00330
OG0000537	Prap.g_01156	Prbg.g_00331
OG0000538	Prap.g_01155	Prbg.g_00332
OG0000539	Prap.g_01154	Prbg.g_00333
OG0000540	Prap.g_01153	Prbg.g_00334
