Orthogroup	Prap	Pran
OG0000231	Prap.g_00319	Pran.g_00298
OG0000232	Prap.g_01037	Pran.g_00297
OG0000233	Prap.g_01034	Pran.g_00294
OG0000234	Prap.g_01032	Pran.g_00292
OG0000235	Prap.g_01026	Pran.g_00288
OG0000236	Prap.g_01025	Pran.g_00287
OG0000237	Prap.g_01024	Pran.g_00286
OG0000238	Prap.g_01023	Pran.g_00285
OG0000239	Prap.g_01022	Pran.g_00283
OG0000240	Prap.g_01020	Pran.g_00281
OG0000241	Prap.g_01019	Pran.g_00280
OG0000242	Prap.g_01018	Pran.g_00279
OG0000243	Prap.g_01017	Pran.g_00278
OG0000244	Prap.g_01016	Pran.g_00277
OG0000245	Prap.g_01014	Pran.g_00276
OG0000246	Prap.g_01012	Pran.g_00274
OG0000247	Prap.g_01011	Pran.g_00273
OG0000248	Prap.g_01010	Pran.g_00272
OG0000249	Prap.g_01009	Pran.g_00271
OG0000250	Prap.g_01008	Pran.g_00270
OG0000251	Prap.g_01007	Pran.g_00269
OG0000252	Prap.g_01006	Pran.g_00268
OG0000253	Prap.g_01005	Pran.g_00267
OG0000254	Prap.g_01003	Pran.g_00265
OG0000255	Prap.g_01002	Pran.g_00264
OG0000256	Prap.g_00999	Pran.g_00261
OG0000257	Prap.g_00997	Pran.g_00259
OG0000258	Prap.g_00996	Pran.g_00258
OG0000259	Prap.g_00995	Pran.g_00257
OG0000260	Prap.g_00994	Pran.g_00256
OG0000261	Prap.g_00993	Pran.g_00255
OG0000262	Prap.g_00992	Pran.g_00254
OG0000263	Prap.g_00991	Pran.g_00253
OG0000264	Prap.g_00989	Pran.g_00251
OG0000265	Prap.g_00988	Pran.g_00250
OG0000266	Prap.g_00987	Pran.g_00249
OG0000267	Prap.g_00985	Pran.g_00247
OG0000268	Prap.g_00983	Pran.g_00246
OG0000269	Prap.g_00982	Pran.g_00245
OG0000270	Prap.g_00981	Pran.g_00244
OG0000271	Prap.g_00980	Pran.g_00243
OG0000272	Prap.g_00979	Pran.g_00242
OG0000273	Prap.g_00978	Pran.g_00241
OG0000274	Prap.g_00977	Pran.g_00240
OG0000275	Prap.g_00976	Pran.g_00239
OG0000276	Prap.g_00975	Pran.g_00238
OG0000277	Prap.g_00974	Pran.g_00237
OG0000278	Prap.g_00973	Pran.g_00236
OG0000279	Prap.g_00972	Pran.g_00235
OG0000280	Prap.g_00971	Pran.g_00234
OG0000281	Prap.g_00969	Pran.g_00232
OG0000282	Prap.g_00968	Pran.g_00231
OG0000283	Prap.g_00965	Pran.g_00228
OG0000284	Prap.g_00964	Pran.g_00227
OG0000285	Prap.g_00963	Pran.g_00226
OG0000286	Prap.g_00961	Pran.g_00224
OG0000287	Prap.g_00959	Pran.g_00223
OG0000288	Prap.g_00958	Pran.g_00222
OG0000289	Prap.g_00957	Pran.g_00221
OG0000290	Prap.g_00956	Pran.g_00220
OG0000291	Prap.g_00955	Pran.g_00219
OG0000292	Prap.g_00954	Pran.g_00218
OG0000293	Prap.g_00953	Pran.g_00217
OG0000294	Prap.g_00952	Pran.g_00216
OG0000295	Prap.g_00951	Pran.g_00215
OG0000296	Prap.g_00950	Pran.g_00214
OG0000297	Prap.g_00949	Pran.g_00213
OG0000298	Prap.g_00948	Pran.g_00212
OG0000299	Prap.g_00947	Pran.g_00211
OG0000300	Prap.g_00946	Pran.g_00210
OG0000301	Prap.g_00945	Pran.g_00209
OG0000302	Prap.g_00944	Pran.g_00208
OG0000303	Prap.g_00943	Pran.g_00207
OG0000304	Prap.g_01487	Pran.g_00206
OG0000305	Prap.g_01486	Pran.g_00205
OG0000306	Prap.g_01485	Pran.g_00204
OG0000307	Prap.g_01483	Pran.g_00203
OG0000308	Prap.g_01482	Pran.g_00202
OG0000309	Prap.g_01481	Pran.g_00201
OG0000310	Prap.g_01480	Pran.g_00200
OG0000311	Prap.g_01479	Pran.g_00199
OG0000312	Prap.g_01477	Pran.g_00197
OG0000313	Prap.g_01476	Pran.g_00196
OG0000314	Prap.g_01472	Pran.g_00194
OG0000315	Prap.g_01471	Pran.g_00193
OG0000316	Prap.g_01469	Pran.g_01950
OG0000317	Prap.g_01467	Pran.g_01948
OG0000318	Prap.g_01466	Pran.g_01947
OG0000319	Prap.g_01465	Pran.g_01946
OG0000320	Prap.g_01464	Pran.g_01945
OG0000321	Prap.g_01461	Pran.g_01942
OG0000322	Prap.g_01457	Pran.g_01939
OG0000323	Prap.g_01456	Pran.g_01938
OG0000324	Prap.g_01453	Pran.g_01935
OG0000325	Prap.g_01452	Pran.g_01934
OG0000326	Prap.g_01451	Pran.g_01933
OG0000327	Prap.g_01449	Pran.g_01931
OG0000328	Prap.g_01448	Pran.g_01930
OG0000329	Prap.g_01447	Pran.g_01929
OG0000330	Prap.g_01446	Pran.g_01928
OG0000331	Prap.g_01444	Pran.g_01927
OG0000332	Prap.g_01443	Pran.g_01926
OG0000333	Prap.g_01442	Pran.g_01925
OG0000334	Prap.g_01441	Pran.g_01924
OG0000335	Prap.g_01440	Pran.g_01923
OG0000336	Prap.g_01438	Pran.g_01922
OG0000337	Prap.g_01435	Pran.g_01919
OG0000338	Prap.g_01434	Pran.g_01918
OG0000339	Prap.g_01433	Pran.g_01917
OG0000340	Prap.g_01432	Pran.g_01916
OG0000341	Prap.g_01428	Pran.g_01912
OG0000342	Prap.g_01427	Pran.g_01911
OG0000343	Prap.g_01424	Pran.g_01909
OG0000344	Prap.g_01423	Pran.g_01908
OG0000345	Prap.g_01422	Pran.g_01907
OG0000346	Prap.g_01421	Pran.g_01906
OG0000347	Prap.g_01420	Pran.g_01905
OG0000348	Prap.g_01418	Pran.g_01904
OG0000349	Prap.g_01417	Pran.g_01903
OG0000350	Prap.g_01416	Pran.g_01902
OG0000351	Prap.g_01414	Pran.g_01899
OG0000352	Prap.g_01411	Pran.g_01896
OG0000353	Prap.g_01410	Pran.g_01895
OG0000354	Prap.g_01409	Pran.g_01894
OG0000355	Prap.g_01408	Pran.g_01893
OG0000356	Prap.g_01407	Pran.g_01892
OG0000357	Prap.g_01406	Pran.g_01891
OG0000358	Prap.g_01405	Pran.g_01890
OG0000359	Prap.g_01404	Pran.g_01889
OG0000360	Prap.g_01402	Pran.g_01886
OG0000361	Prap.g_01401	Pran.g_01885
OG0000362	Prap.g_01400	Pran.g_01884
OG0000363	Prap.g_01399	Pran.g_01883
OG0000364	Prap.g_01398	Pran.g_01882
OG0000365	Prap.g_01397	Pran.g_01881
OG0000366	Prap.g_01396	Pran.g_01880
OG0000367	Prap.g_01395	Pran.g_01879
OG0000368	Prap.g_01394	Pran.g_01878
OG0000369	Prap.g_01393	Pran.g_01877
OG0000370	Prap.g_01392	Pran.g_01876
OG0000371	Prap.g_01391	Pran.g_01875
OG0000372	Prap.g_01390	Pran.g_01873
OG0000373	Prap.g_01388	Pran.g_01871
OG0000374	Prap.g_01387	Pran.g_01870
OG0000375	Prap.g_01386	Pran.g_01869
OG0000376	Prap.g_01385	Pran.g_01867
OG0000377	Prap.g_01379	Pran.g_01866
OG0000378	Prap.g_01378	Pran.g_01865
OG0000379	Prap.g_01372	Pran.g_01860
OG0000380	Prap.g_01370	Pran.g_01859
OG0000381	Prap.g_01369	Pran.g_01858
OG0000382	Prap.g_01368	Pran.g_01857
OG0000383	Prap.g_01365	Pran.g_01854
OG0000384	Prap.g_01364	Pran.g_01853
OG0000385	Prap.g_01361	Pran.g_01850
OG0000386	Prap.g_01360	Pran.g_01849
OG0000387	Prap.g_01359	Pran.g_01848
OG0000388	Prap.g_01358	Pran.g_01847
OG0000389	Prap.g_01357	Pran.g_01846
OG0000390	Prap.g_01356	Pran.g_01845
OG0000391	Prap.g_01355	Pran.g_01844
OG0000392	Prap.g_01354	Pran.g_01843
OG0000393	Prap.g_01350	Pran.g_01840
OG0000394	Prap.g_01349	Pran.g_01839
OG0000395	Prap.g_01346	Pran.g_01837
OG0000396	Prap.g_00728	Pran.g_01835
OG0000397	Prap.g_00500	Pran.g_01823
OG0000398	Prap.g_01827	Pran.g_01816
OG0000399	Prap.g_00495	Pran.g_01815
OG0000400	Prap.g_01714	Pran.g_01808
OG0000401	Prap.g_01335	Pran.g_01749
OG0000402	Prap.g_01334	Pran.g_01748
OG0000403	Prap.g_01333	Pran.g_01747
OG0000404	Prap.g_01331	Pran.g_01745
OG0000405	Prap.g_01330	Pran.g_01744
OG0000406	Prap.g_01328	Pran.g_01742
OG0000407	Prap.g_01327	Pran.g_01741
OG0000408	Prap.g_01326	Pran.g_01740
OG0000409	Prap.g_01325	Pran.g_01739
OG0000410	Prap.g_01324	Pran.g_01738
OG0000411	Prap.g_01323	Pran.g_01737
OG0000412	Prap.g_01322	Pran.g_01736
OG0000413	Prap.g_01321	Pran.g_01735
OG0000414	Prap.g_01320	Pran.g_01734
OG0000415	Prap.g_01319	Pran.g_01733
OG0000416	Prap.g_01318	Pran.g_01729
OG0000417	Prap.g_01317	Pran.g_01728
OG0000418	Prap.g_01316	Pran.g_01727
OG0000419	Prap.g_01315	Pran.g_01726
OG0000420	Prap.g_01314	Pran.g_01725
OG0000421	Prap.g_01310	Pran.g_01724
OG0000422	Prap.g_01308	Pran.g_01723
OG0000423	Prap.g_01307	Pran.g_01722
OG0000424	Prap.g_01306	Pran.g_01720
OG0000425	Prap.g_01302	Pran.g_01717
OG0000426	Prap.g_01301	Pran.g_01716
OG0000427	Prap.g_01300	Pran.g_01715
OG0000428	Prap.g_01298	Pran.g_01714
OG0000429	Prap.g_01297	Pran.g_01713
OG0000430	Prap.g_01296	Pran.g_01707
OG0000431	Prap.g_01294	Pran.g_01705
OG0000432	Prap.g_01293	Pran.g_01704
OG0000433	Prap.g_01290	Pran.g_01701
OG0000434	Prap.g_01289	Pran.g_01700
OG0000435	Prap.g_01288	Pran.g_01699
OG0000436	Prap.g_01286	Pran.g_01697
OG0000437	Prap.g_01284	Pran.g_01695
OG0000438	Prap.g_01283	Pran.g_01694
OG0000439	Prap.g_01282	Pran.g_01693
OG0000440	Prap.g_01280	Pran.g_01691
OG0000441	Prap.g_01279	Pran.g_01690
OG0000442	Prap.g_01278	Pran.g_01689
OG0000443	Prap.g_01277	Pran.g_01688
OG0000444	Prap.g_01276	Pran.g_01687
OG0000445	Prap.g_01275	Pran.g_01686
OG0000446	Prap.g_01274	Pran.g_01685
OG0000447	Prap.g_01273	Pran.g_01684
OG0000448	Prap.g_01272	Pran.g_01683
OG0000449	Prap.g_01266	Pran.g_01678
OG0000450	Prap.g_01265	Pran.g_01677
OG0000451	Prap.g_01264	Pran.g_01676
OG0000452	Prap.g_01263	Pran.g_01675
OG0000453	Prap.g_01262	Pran.g_01673
OG0000454	Prap.g_01261	Pran.g_01672
OG0000455	Prap.g_01260	Pran.g_01671
OG0000456	Prap.g_01259	Pran.g_01670
OG0000457	Prap.g_01257	Pran.g_01668
OG0000458	Prap.g_01255	Pran.g_01666
OG0000459	Prap.g_01254	Pran.g_01665
OG0000460	Prap.g_01252	Pran.g_01663
OG0000461	Prap.g_01251	Pran.g_01662
OG0000462	Prap.g_01250	Pran.g_01661
OG0000463	Prap.g_01249	Pran.g_01660
OG0000464	Prap.g_01245	Pran.g_01655
OG0000465	Prap.g_01244	Pran.g_01653
OG0000466	Prap.g_01243	Pran.g_01652
OG0000467	Prap.g_01242	Pran.g_01651
OG0000468	Prap.g_01241	Pran.g_01650
OG0000469	Prap.g_01240	Pran.g_01649
OG0000470	Prap.g_01239	Pran.g_01648
OG0000471	Prap.g_01238	Pran.g_01647
OG0000472	Prap.g_01235	Pran.g_01644
OG0000473	Prap.g_01234	Pran.g_01643
OG0000474	Prap.g_01233	Pran.g_01642
OG0000475	Prap.g_01232	Pran.g_01641
OG0000476	Prap.g_01231	Pran.g_01640
OG0000477	Prap.g_01229	Pran.g_01638
OG0000478	Prap.g_01228	Pran.g_01637
OG0000479	Prap.g_01227	Pran.g_01636
OG0000480	Prap.g_01225	Pran.g_01634
OG0000481	Prap.g_01224	Pran.g_01633
OG0000482	Prap.g_01223	Pran.g_01632
OG0000483	Prap.g_01222	Pran.g_01631
OG0000484	Prap.g_01221	Pran.g_01630
OG0000485	Prap.g_01220	Pran.g_01629
OG0000486	Prap.g_01219	Pran.g_01628
OG0000487	Prap.g_01218	Pran.g_01627
OG0000488	Prap.g_01216	Pran.g_01625
OG0000489	Prap.g_01215	Pran.g_01624
OG0000490	Prap.g_01214	Pran.g_01623
OG0000491	Prap.g_01213	Pran.g_01622
OG0000492	Prap.g_01212	Pran.g_01621
OG0000493	Prap.g_01211	Pran.g_01620
OG0000494	Prap.g_01210	Pran.g_01618
OG0000495	Prap.g_01209	Pran.g_01617
OG0000496	Prap.g_01207	Pran.g_01616
OG0000497	Prap.g_01205	Pran.g_01614
OG0000498	Prap.g_01204	Pran.g_01613
OG0000499	Prap.g_01202	Pran.g_01611
OG0000500	Prap.g_01201	Pran.g_01610
OG0000501	Prap.g_01199	Pran.g_01608
OG0000502	Prap.g_01198	Pran.g_01607
OG0000503	Prap.g_01197	Pran.g_01606
OG0000504	Prap.g_01196	Pran.g_01605
OG0000505	Prap.g_01195	Pran.g_01604
OG0000506	Prap.g_01194	Pran.g_01603
OG0000507	Prap.g_01193	Pran.g_01602
OG0000508	Prap.g_01191	Pran.g_01600
OG0000509	Prap.g_01190	Pran.g_01599
OG0000510	Prap.g_01189	Pran.g_01598
OG0000511	Prap.g_01188	Pran.g_01597
OG0000512	Prap.g_01187	Pran.g_01596
OG0000513	Prap.g_01186	Pran.g_01595
OG0000514	Prap.g_01185	Pran.g_01594
OG0000515	Prap.g_01182	Pran.g_01592
OG0000516	Prap.g_01181	Pran.g_01591
OG0000517	Prap.g_01180	Pran.g_01590
OG0000518	Prap.g_01177	Pran.g_01587
OG0000519	Prap.g_01176	Pran.g_01586
OG0000520	Prap.g_01175	Pran.g_01585
OG0000521	Prap.g_01174	Pran.g_01584
OG0000522	Prap.g_01173	Pran.g_01583
OG0000523	Prap.g_01172	Pran.g_01582
OG0000524	Prap.g_01171	Pran.g_01581
OG0000525	Prap.g_01169	Pran.g_01579
OG0000526	Prap.g_01168	Pran.g_01578
OG0000527	Prap.g_01167	Pran.g_01577
OG0000528	Prap.g_01166	Pran.g_01576
OG0000529	Prap.g_01165	Pran.g_01575
OG0000530	Prap.g_01164	Pran.g_01574
OG0000531	Prap.g_01162	Pran.g_01573
OG0000532	Prap.g_01161	Pran.g_01572
OG0000533	Prap.g_01160	Pran.g_01571
OG0000534	Prap.g_01159	Pran.g_01570
OG0000535	Prap.g_01158	Pran.g_01569
OG0000536	Prap.g_01157	Pran.g_01568
OG0000537	Prap.g_01156	Pran.g_01567
OG0000538	Prap.g_01155	Pran.g_01566
OG0000539	Prap.g_01154	Pran.g_01565
OG0000540	Prap.g_01153	Pran.g_01564
OG0000541	Prap.g_01152	Pran.g_01563
OG0000542	Prap.g_01151	Pran.g_01562
OG0000543	Prap.g_01150	Pran.g_01561
OG0000544	Prap.g_01149	Pran.g_01560
OG0000545	Prap.g_01147	Pran.g_01557
OG0000546	Prap.g_01146	Pran.g_01556
OG0000547	Prap.g_01144	Pran.g_01554
OG0000548	Prap.g_01142	Pran.g_01553
OG0000549	Prap.g_01141	Pran.g_01552
OG0000550	Prap.g_01140	Pran.g_01551
OG0000551	Prap.g_01138	Pran.g_01550
OG0000552	Prap.g_01137	Pran.g_01549
OG0000553	Prap.g_00397	Pran.g_01548
OG0000554	Prap.g_00396	Pran.g_01547
OG0000555	Prap.g_00395	Pran.g_01546
OG0000556	Prap.g_00394	Pran.g_01545
OG0000557	Prap.g_00393	Pran.g_01544
OG0000558	Prap.g_00392	Pran.g_01543
OG0000559	Prap.g_00391	Pran.g_01542
OG0000560	Prap.g_00389	Pran.g_01540
OG0000561	Prap.g_00388	Pran.g_01539
OG0000562	Prap.g_00386	Pran.g_01538
OG0000563	Prap.g_00385	Pran.g_01537
OG0000564	Prap.g_00384	Pran.g_01536
OG0000565	Prap.g_00383	Pran.g_01535
OG0000566	Prap.g_00382	Pran.g_01534
OG0000567	Prap.g_00381	Pran.g_01533
OG0000568	Prap.g_00380	Pran.g_01532
OG0000569	Prap.g_00379	Pran.g_01531
OG0000570	Prap.g_00378	Pran.g_01530
OG0000571	Prap.g_00377	Pran.g_01529
OG0000572	Prap.g_00376	Pran.g_01528
OG0000573	Prap.g_00373	Pran.g_01525
OG0000574	Prap.g_00372	Pran.g_01524
OG0000575	Prap.g_00371	Pran.g_01523
OG0000576	Prap.g_00370	Pran.g_01522
OG0000577	Prap.g_00369	Pran.g_01521
OG0000578	Prap.g_00368	Pran.g_01520
OG0000579	Prap.g_00367	Pran.g_01519
OG0000580	Prap.g_00366	Pran.g_01518
OG0000581	Prap.g_00365	Pran.g_01517
OG0000582	Prap.g_00364	Pran.g_01516
OG0000583	Prap.g_00363	Pran.g_01515
OG0000584	Prap.g_00361	Pran.g_01514
OG0000585	Prap.g_00360	Pran.g_01513
OG0000586	Prap.g_00358	Pran.g_01511
OG0000587	Prap.g_00357	Pran.g_01510
OG0000588	Prap.g_00831	Pran.g_01508
OG0000589	Prap.g_00830	Pran.g_01507
OG0000590	Prap.g_00828	Pran.g_01505
