Orthogroup	Prap	Pras
OG0000087	Prap.g_00903	Pras.g_00902
OG0000088	Prap.g_01061	Pras.g_00964
OG0000089	Prap.g_01052	Pras.g_00972
OG0000090	Prap.g_01035	Pras.g_00990
OG0000091	Prap.g_01001	Pras.g_01020
OG0000092	Prap.g_01000	Pras.g_01021
OG0000093	Prap.g_00986	Pras.g_01035
OG0000094	Prap.g_00967	Pras.g_01053
OG0000095	Prap.g_00962	Pras.g_01058, Pras.g_01059
OG0000096	Prap.g_01460	Pras.g_01103
OG0000097	Prap.g_01436	Pras.g_01126
OG0000099	Prap.g_01415	Pras.g_01145
OG0000100	Prap.g_01412	Pras.g_01148
OG0000101	Prap.g_01347	Pras.g_01210
OG0000102	Prap.g_00543	Pras.g_01236
OG0000103	Prap.g_01291	Pras.g_01354
OG0000104	Prap.g_01287	Pras.g_01358
OG0000105	Prap.g_01267	Pras.g_01377
OG0000106	Prap.g_01237	Pras.g_01409
OG0000107	Prap.g_01236	Pras.g_01410
OG0000108	Prap.g_01226	Pras.g_01420
OG0000109	Prap.g_01217	Pras.g_01429
OG0000110	Prap.g_01200	Pras.g_01445
OG0000111	Prap.g_00375	Pras.g_01527
OG0000112	Prap.g_00374	Pras.g_01528
OG0000113	Prap.g_00324	Pras.g_01628
OG0000114	Prap.g_00785	Pras.g_01699
OG0000115	Prap.g_00257	Pras.g_01859
OG0000116	Prap.g_00261	Pras.g_01863
OG0000117	Prap.g_00705	Pras.g_01931
OG0000118	Prap.g_00501	Pras.g_01982
OG0000119	Prap.g_01880	Pras.g_00026
OG0000120	Prap.g_00450	Pras.g_00062
OG0000121	Prap.g_00427	Pras.g_00081
OG0000122	Prap.g_00407	Pras.g_00101
OG0000123	Prap.g_01135	Pras.g_00114
OG0000124	Prap.g_00217	Pras.g_00122
OG0000125	Prap.g_00574	Pras.g_00221, Pras.g_00222
OG0000126	Prap.g_00059	Pras.g_00250
OG0000127	Prap.g_00109	Pras.g_00337
OG0000128	Prap.g_00122	Pras.g_00351
OG0000129	Prap.g_00158	Pras.g_00388
OG0000130	Prap.g_01782	Pras.g_00548
OG0000131	Prap.g_01742	Pras.g_00586
OG0000132	Prap.g_01739	Pras.g_00589
OG0000133	Prap.g_01685	Pras.g_00646
OG0000134	Prap.g_01648, Prap.g_01649	Pras.g_00682
OG0000135	Prap.g_01646	Pras.g_00684
OG0000136	Prap.g_01596	Pras.g_00728
OG0000137	Prap.g_01562	Pras.g_00761
OG0000138	Prap.g_01528	Pras.g_00797
OG0000139	Prap.g_01497	Pras.g_00824
OG0000140	Prap.g_00053	Pras.g_00843
OG0000141	Prap.g_00052	Pras.g_00844
OG0000142	Prap.g_00050	Pras.g_00846
OG0000143	Prap.g_00049	Pras.g_00847
OG0000144	Prap.g_00047	Pras.g_00849
OG0000145	Prap.g_00046	Pras.g_00850
OG0000146	Prap.g_00045	Pras.g_00851
OG0000147	Prap.g_00044	Pras.g_00852
OG0000148	Prap.g_00042	Pras.g_00854
OG0000149	Prap.g_00941	Pras.g_00856
OG0000150	Prap.g_00940	Pras.g_00857
OG0000151	Prap.g_00939	Pras.g_00858
OG0000152	Prap.g_00938	Pras.g_00859
OG0000153	Prap.g_00937	Pras.g_00860
OG0000154	Prap.g_00936	Pras.g_00861
OG0000155	Prap.g_00935	Pras.g_00862
OG0000156	Prap.g_00934	Pras.g_00863
OG0000157	Prap.g_00933	Pras.g_00864
OG0000158	Prap.g_00931	Pras.g_00866
OG0000159	Prap.g_00930	Pras.g_00867
OG0000160	Prap.g_00929	Pras.g_00868
OG0000161	Prap.g_00928	Pras.g_00869
OG0000162	Prap.g_00927	Pras.g_00870
OG0000163	Prap.g_00925	Pras.g_00871
OG0000164	Prap.g_00922	Pras.g_00874
OG0000165	Prap.g_00919	Pras.g_00877
OG0000166	Prap.g_00918	Pras.g_00878
OG0000167	Prap.g_00917	Pras.g_00879
OG0000168	Prap.g_00915	Pras.g_00893
OG0000169	Prap.g_00913	Pras.g_00895
OG0000170	Prap.g_00911	Pras.g_00896
OG0000171	Prap.g_00910	Pras.g_00897
OG0000172	Prap.g_00909	Pras.g_00898
OG0000173	Prap.g_00906	Pras.g_00899
OG0000174	Prap.g_00905	Pras.g_00900
OG0000175	Prap.g_00904	Pras.g_00901
OG0000176	Prap.g_00902	Pras.g_00903
OG0000177	Prap.g_00901	Pras.g_00904
OG0000178	Prap.g_00899	Pras.g_00905
OG0000179	Prap.g_00887	Pras.g_00916
OG0000180	Prap.g_00886	Pras.g_00917
OG0000181	Prap.g_00885	Pras.g_00918
OG0000182	Prap.g_00881	Pras.g_00921
OG0000183	Prap.g_00880	Pras.g_00922
OG0000184	Prap.g_00877	Pras.g_00924
OG0000185	Prap.g_01100	Pras.g_00928
OG0000186	Prap.g_01099	Pras.g_00929
OG0000187	Prap.g_00025	Pras.g_00930
OG0000188	Prap.g_01098	Pras.g_00931
OG0000189	Prap.g_01097	Pras.g_00932
OG0000190	Prap.g_01096	Pras.g_00933
OG0000191	Prap.g_01095	Pras.g_00934
OG0000192	Prap.g_01094	Pras.g_00935
OG0000193	Prap.g_01093	Pras.g_00936
OG0000194	Prap.g_01092	Pras.g_00937
OG0000195	Prap.g_01090	Pras.g_00939
OG0000196	Prap.g_01089	Pras.g_00940
OG0000197	Prap.g_01088	Pras.g_00941
OG0000198	Prap.g_01087	Pras.g_00942
OG0000199	Prap.g_01084	Pras.g_00945
OG0000200	Prap.g_01083	Pras.g_00946
OG0000201	Prap.g_01082	Pras.g_00947
OG0000202	Prap.g_01080	Pras.g_00948
OG0000203	Prap.g_01079	Pras.g_00949
OG0000204	Prap.g_01078	Pras.g_00950
OG0000205	Prap.g_01076	Pras.g_00951
OG0000206	Prap.g_01075	Pras.g_00952
OG0000207	Prap.g_01074	Pras.g_00953
OG0000208	Prap.g_01073	Pras.g_00954
OG0000209	Prap.g_01072	Pras.g_00955
OG0000210	Prap.g_01071	Pras.g_00957
OG0000211	Prap.g_01069	Pras.g_00958
OG0000212	Prap.g_01068	Pras.g_00959
OG0000213	Prap.g_01067	Pras.g_00960
OG0000214	Prap.g_01063	Pras.g_00962
OG0000215	Prap.g_01062	Pras.g_00963
OG0000216	Prap.g_01060	Pras.g_00965
OG0000217	Prap.g_01059	Pras.g_00966
OG0000218	Prap.g_01058	Pras.g_00967
OG0000219	Prap.g_01057	Pras.g_00968
OG0000220	Prap.g_01054	Pras.g_00971
OG0000221	Prap.g_01051	Pras.g_00973
OG0000222	Prap.g_01050	Pras.g_00974
OG0000223	Prap.g_01049	Pras.g_00975
OG0000224	Prap.g_01047	Pras.g_00978
OG0000225	Prap.g_01045	Pras.g_00980
OG0000226	Prap.g_01043	Pras.g_00981
OG0000227	Prap.g_01042	Pras.g_00982
OG0000228	Prap.g_01041	Pras.g_00983
OG0000229	Prap.g_01040	Pras.g_00984
OG0000230	Prap.g_01039	Pras.g_00985
OG0000231	Prap.g_00319	Pras.g_00987
OG0000232	Prap.g_01037	Pras.g_00988
OG0000233	Prap.g_01034	Pras.g_00991
OG0000234	Prap.g_01032	Pras.g_00993
OG0000235	Prap.g_01026	Pras.g_00996
OG0000236	Prap.g_01025	Pras.g_00997
OG0000237	Prap.g_01024	Pras.g_00998
OG0000238	Prap.g_01023	Pras.g_00999
OG0000239	Prap.g_01022	Pras.g_01000
OG0000240	Prap.g_01020	Pras.g_01002
OG0000241	Prap.g_01019	Pras.g_01003
OG0000242	Prap.g_01018	Pras.g_01004
OG0000243	Prap.g_01017	Pras.g_01005
OG0000244	Prap.g_01016	Pras.g_01006
OG0000245	Prap.g_01014	Pras.g_01007
OG0000246	Prap.g_01012	Pras.g_01009
OG0000247	Prap.g_01011	Pras.g_01010
OG0000248	Prap.g_01010	Pras.g_01011
OG0000249	Prap.g_01009	Pras.g_01012
OG0000250	Prap.g_01008	Pras.g_01013
OG0000251	Prap.g_01007	Pras.g_01014
OG0000252	Prap.g_01006	Pras.g_01015
OG0000253	Prap.g_01005	Pras.g_01016
OG0000254	Prap.g_01003	Pras.g_01018
OG0000255	Prap.g_01002	Pras.g_01019
OG0000256	Prap.g_00999	Pras.g_01022
OG0000257	Prap.g_00997	Pras.g_01024
OG0000258	Prap.g_00996	Pras.g_01025
OG0000259	Prap.g_00995	Pras.g_01026
OG0000260	Prap.g_00994	Pras.g_01027
OG0000261	Prap.g_00993	Pras.g_01028
OG0000262	Prap.g_00992	Pras.g_01029
OG0000263	Prap.g_00991	Pras.g_01030
OG0000264	Prap.g_00989	Pras.g_01032
OG0000265	Prap.g_00988	Pras.g_01033
OG0000266	Prap.g_00987	Pras.g_01034
OG0000267	Prap.g_00985	Pras.g_01036
OG0000268	Prap.g_00983	Pras.g_01037
OG0000269	Prap.g_00982	Pras.g_01038
OG0000270	Prap.g_00981	Pras.g_01039
OG0000271	Prap.g_00980	Pras.g_01040
OG0000272	Prap.g_00979	Pras.g_01041
OG0000273	Prap.g_00978	Pras.g_01042
OG0000274	Prap.g_00977	Pras.g_01043
OG0000275	Prap.g_00976	Pras.g_01044
OG0000276	Prap.g_00975	Pras.g_01045
OG0000277	Prap.g_00974	Pras.g_01046
OG0000278	Prap.g_00973	Pras.g_01047
OG0000279	Prap.g_00972	Pras.g_01048
OG0000280	Prap.g_00971	Pras.g_01049
OG0000281	Prap.g_00969	Pras.g_01051
OG0000282	Prap.g_00968	Pras.g_01052
OG0000283	Prap.g_00965	Pras.g_01055
OG0000284	Prap.g_00964	Pras.g_01056
OG0000285	Prap.g_00963	Pras.g_01057
OG0000286	Prap.g_00961	Pras.g_01060
OG0000287	Prap.g_00959	Pras.g_01061
OG0000288	Prap.g_00958	Pras.g_01062
OG0000289	Prap.g_00957	Pras.g_01063
OG0000290	Prap.g_00956	Pras.g_01064
OG0000291	Prap.g_00955	Pras.g_01065
OG0000292	Prap.g_00954	Pras.g_01066
OG0000293	Prap.g_00953	Pras.g_01067
OG0000294	Prap.g_00952	Pras.g_01068
OG0000295	Prap.g_00951	Pras.g_01069
OG0000296	Prap.g_00950	Pras.g_01070
OG0000297	Prap.g_00949	Pras.g_01071
OG0000298	Prap.g_00948	Pras.g_01072
OG0000299	Prap.g_00947	Pras.g_01073
OG0000300	Prap.g_00946	Pras.g_01074
OG0000301	Prap.g_00945	Pras.g_01075
OG0000302	Prap.g_00944	Pras.g_01076
OG0000303	Prap.g_00943	Pras.g_01077
OG0000304	Prap.g_01487	Pras.g_01078
OG0000305	Prap.g_01486	Pras.g_01079
OG0000306	Prap.g_01485	Pras.g_01080
OG0000307	Prap.g_01483	Pras.g_01081
OG0000308	Prap.g_01482	Pras.g_01082
OG0000309	Prap.g_01481	Pras.g_01083
OG0000310	Prap.g_01480	Pras.g_01084
OG0000311	Prap.g_01479	Pras.g_01085
OG0000312	Prap.g_01477	Pras.g_01087
OG0000313	Prap.g_01476	Pras.g_01088
OG0000314	Prap.g_01472	Pras.g_01091
OG0000315	Prap.g_01471	Pras.g_01092
OG0000316	Prap.g_01469	Pras.g_01094
OG0000317	Prap.g_01467	Pras.g_01096
OG0000318	Prap.g_01466	Pras.g_01097
OG0000319	Prap.g_01465	Pras.g_01098
OG0000320	Prap.g_01464	Pras.g_01099
OG0000321	Prap.g_01461	Pras.g_01102
OG0000322	Prap.g_01457	Pras.g_01105
OG0000323	Prap.g_01456	Pras.g_01106
OG0000324	Prap.g_01453	Pras.g_01109
OG0000325	Prap.g_01452	Pras.g_01111
OG0000326	Prap.g_01451	Pras.g_01112
OG0000327	Prap.g_01449	Pras.g_01114
OG0000328	Prap.g_01448	Pras.g_01115
OG0000329	Prap.g_01447	Pras.g_01116
OG0000330	Prap.g_01446	Pras.g_01117
OG0000331	Prap.g_01444	Pras.g_01118
OG0000332	Prap.g_01443	Pras.g_01119
OG0000333	Prap.g_01442	Pras.g_01120
OG0000334	Prap.g_01441	Pras.g_01121
OG0000335	Prap.g_01440	Pras.g_01122
OG0000336	Prap.g_01438	Pras.g_01123
OG0000337	Prap.g_01435	Pras.g_01127
OG0000338	Prap.g_01434	Pras.g_01128
OG0000339	Prap.g_01433	Pras.g_01129
OG0000340	Prap.g_01432	Pras.g_01130
OG0000341	Prap.g_01428	Pras.g_01134
OG0000342	Prap.g_01427	Pras.g_01135
OG0000343	Prap.g_01424	Pras.g_01137
OG0000344	Prap.g_01423	Pras.g_01138
OG0000345	Prap.g_01422	Pras.g_01139
OG0000346	Prap.g_01421	Pras.g_01140
OG0000347	Prap.g_01420	Pras.g_01141
OG0000348	Prap.g_01418	Pras.g_01142
OG0000349	Prap.g_01417	Pras.g_01143
OG0000350	Prap.g_01416	Pras.g_01144
OG0000351	Prap.g_01414	Pras.g_01146
OG0000352	Prap.g_01411	Pras.g_01149
OG0000353	Prap.g_01410	Pras.g_01150
OG0000354	Prap.g_01409	Pras.g_01151
OG0000355	Prap.g_01408	Pras.g_01152
OG0000356	Prap.g_01407	Pras.g_01153
OG0000357	Prap.g_01406	Pras.g_01155
OG0000358	Prap.g_01405	Pras.g_01156
OG0000359	Prap.g_01404	Pras.g_01157
OG0000360	Prap.g_01402	Pras.g_01160
OG0000361	Prap.g_01401	Pras.g_01161
OG0000362	Prap.g_01400	Pras.g_01162
OG0000363	Prap.g_01399	Pras.g_01163
OG0000364	Prap.g_01398	Pras.g_01164
OG0000365	Prap.g_01397	Pras.g_01165
OG0000366	Prap.g_01396	Pras.g_01166
OG0000367	Prap.g_01395	Pras.g_01167
OG0000368	Prap.g_01394	Pras.g_01168
OG0000369	Prap.g_01393	Pras.g_01169
OG0000370	Prap.g_01392	Pras.g_01170
OG0000371	Prap.g_01391	Pras.g_01171
OG0000372	Prap.g_01390	Pras.g_01173
OG0000373	Prap.g_01388	Pras.g_01175
OG0000374	Prap.g_01387	Pras.g_01176
OG0000375	Prap.g_01386	Pras.g_01177
OG0000376	Prap.g_01385	Pras.g_01179
OG0000377	Prap.g_01379	Pras.g_01180
OG0000378	Prap.g_01378	Pras.g_01181
OG0000379	Prap.g_01372	Pras.g_01187
OG0000380	Prap.g_01370	Pras.g_01188
OG0000381	Prap.g_01369	Pras.g_01189
OG0000382	Prap.g_01368	Pras.g_01191
OG0000383	Prap.g_01365	Pras.g_01194
OG0000384	Prap.g_01364	Pras.g_01195
OG0000385	Prap.g_01361	Pras.g_01198
OG0000386	Prap.g_01360	Pras.g_01199
OG0000387	Prap.g_01359	Pras.g_01200
OG0000388	Prap.g_01358	Pras.g_01201
OG0000389	Prap.g_01357	Pras.g_01202
OG0000390	Prap.g_01356	Pras.g_01203
OG0000391	Prap.g_01355	Pras.g_01204
OG0000392	Prap.g_01354	Pras.g_01205
OG0000393	Prap.g_01350	Pras.g_01208
OG0000394	Prap.g_01349	Pras.g_01209
OG0000395	Prap.g_01346	Pras.g_01211
OG0000396	Prap.g_00728	Pras.g_01212
OG0000397	Prap.g_00500	Pras.g_01224
OG0000398	Prap.g_01827	Pras.g_01232
OG0000399	Prap.g_00495	Pras.g_01233
OG0000400	Prap.g_01714	Pras.g_01239
OG0000401	Prap.g_01335	Pras.g_01309
OG0000402	Prap.g_01334	Pras.g_01310
OG0000403	Prap.g_01333	Pras.g_01311
OG0000404	Prap.g_01331	Pras.g_01313
OG0000405	Prap.g_01330	Pras.g_01314
OG0000406	Prap.g_01328	Pras.g_01316
OG0000407	Prap.g_01327	Pras.g_01317
OG0000408	Prap.g_01326	Pras.g_01318
OG0000409	Prap.g_01325	Pras.g_01319
OG0000410	Prap.g_01324	Pras.g_01320
OG0000411	Prap.g_01323	Pras.g_01321
OG0000412	Prap.g_01322	Pras.g_01322
OG0000413	Prap.g_01321	Pras.g_01323
OG0000414	Prap.g_01320	Pras.g_01324
OG0000415	Prap.g_01319	Pras.g_01325
OG0000416	Prap.g_01318	Pras.g_01326
OG0000417	Prap.g_01317	Pras.g_01327
OG0000418	Prap.g_01316	Pras.g_01328
OG0000419	Prap.g_01315	Pras.g_01329
OG0000420	Prap.g_01314	Pras.g_01330
OG0000421	Prap.g_01310	Pras.g_01331
OG0000422	Prap.g_01308	Pras.g_01332
OG0000423	Prap.g_01307	Pras.g_01333
OG0000424	Prap.g_01306	Pras.g_01335
OG0000425	Prap.g_01302	Pras.g_01339
OG0000426	Prap.g_01301	Pras.g_01340
OG0000427	Prap.g_01300	Pras.g_01341
OG0000428	Prap.g_01298	Pras.g_01342
OG0000429	Prap.g_01297	Pras.g_01343
OG0000430	Prap.g_01296	Pras.g_01349
OG0000431	Prap.g_01294	Pras.g_01351
OG0000432	Prap.g_01293	Pras.g_01352
OG0000433	Prap.g_01290	Pras.g_01355
OG0000434	Prap.g_01289	Pras.g_01356
OG0000435	Prap.g_01288	Pras.g_01357
OG0000436	Prap.g_01286	Pras.g_01359
OG0000437	Prap.g_01284	Pras.g_01361
OG0000438	Prap.g_01283	Pras.g_01362
OG0000439	Prap.g_01282	Pras.g_01363
OG0000440	Prap.g_01280	Pras.g_01365
OG0000441	Prap.g_01279	Pras.g_01366
OG0000442	Prap.g_01278	Pras.g_01367
OG0000443	Prap.g_01277	Pras.g_01368
OG0000444	Prap.g_01276	Pras.g_01369
OG0000445	Prap.g_01275	Pras.g_01370
OG0000446	Prap.g_01274	Pras.g_01371
OG0000447	Prap.g_01273	Pras.g_01372
OG0000448	Prap.g_01272	Pras.g_01373
OG0000449	Prap.g_01266	Pras.g_01378
OG0000450	Prap.g_01265	Pras.g_01379
OG0000451	Prap.g_01264	Pras.g_01380
OG0000452	Prap.g_01263	Pras.g_01381
OG0000453	Prap.g_01262	Pras.g_01383
OG0000454	Prap.g_01261	Pras.g_01384
OG0000455	Prap.g_01260	Pras.g_01385
OG0000456	Prap.g_01259	Pras.g_01386
OG0000457	Prap.g_01257	Pras.g_01388
OG0000458	Prap.g_01255	Pras.g_01390
OG0000459	Prap.g_01254	Pras.g_01391
OG0000460	Prap.g_01252	Pras.g_01393
OG0000461	Prap.g_01251	Pras.g_01394
OG0000462	Prap.g_01250	Pras.g_01395
OG0000463	Prap.g_01249	Pras.g_01396
OG0000464	Prap.g_01245	Pras.g_01401
OG0000465	Prap.g_01244	Pras.g_01402
OG0000466	Prap.g_01243	Pras.g_01403
OG0000467	Prap.g_01242	Pras.g_01404
OG0000468	Prap.g_01241	Pras.g_01405
OG0000469	Prap.g_01240	Pras.g_01406
OG0000470	Prap.g_01239	Pras.g_01407
OG0000471	Prap.g_01238	Pras.g_01408
OG0000472	Prap.g_01235	Pras.g_01411
OG0000473	Prap.g_01234	Pras.g_01412
OG0000474	Prap.g_01233	Pras.g_01413
OG0000475	Prap.g_01232	Pras.g_01414
OG0000476	Prap.g_01231	Pras.g_01415
OG0000477	Prap.g_01229	Pras.g_01417
OG0000478	Prap.g_01228	Pras.g_01418
OG0000479	Prap.g_01227	Pras.g_01419
OG0000480	Prap.g_01225	Pras.g_01421
OG0000481	Prap.g_01224	Pras.g_01422
OG0000482	Prap.g_01223	Pras.g_01423
OG0000483	Prap.g_01222	Pras.g_01424
OG0000484	Prap.g_01221	Pras.g_01425
OG0000485	Prap.g_01220	Pras.g_01426
OG0000486	Prap.g_01219	Pras.g_01427
OG0000487	Prap.g_01218	Pras.g_01428
OG0000488	Prap.g_01216	Pras.g_01430
OG0000489	Prap.g_01215	Pras.g_01431
OG0000490	Prap.g_01214	Pras.g_01432
OG0000491	Prap.g_01213	Pras.g_01433
OG0000492	Prap.g_01212	Pras.g_01434
OG0000493	Prap.g_01211	Pras.g_01435
OG0000494	Prap.g_01210	Pras.g_01437
OG0000495	Prap.g_01209	Pras.g_01438
OG0000496	Prap.g_01207	Pras.g_01439
OG0000497	Prap.g_01205	Pras.g_01440
OG0000498	Prap.g_01204	Pras.g_01441
OG0000499	Prap.g_01202	Pras.g_01443
OG0000500	Prap.g_01201	Pras.g_01444
OG0000501	Prap.g_01199	Pras.g_01446
OG0000502	Prap.g_01198	Pras.g_01447
OG0000503	Prap.g_01197	Pras.g_01448
OG0000504	Prap.g_01196	Pras.g_01449
OG0000505	Prap.g_01195	Pras.g_01450
OG0000506	Prap.g_01194	Pras.g_01451
OG0000507	Prap.g_01193	Pras.g_01452
OG0000508	Prap.g_01191	Pras.g_01454
OG0000509	Prap.g_01190	Pras.g_01455
OG0000510	Prap.g_01189	Pras.g_01456
OG0000511	Prap.g_01188	Pras.g_01457
OG0000512	Prap.g_01187	Pras.g_01459
OG0000513	Prap.g_01186	Pras.g_01460
OG0000514	Prap.g_01185	Pras.g_01461
OG0000515	Prap.g_01182	Pras.g_01463
OG0000516	Prap.g_01181	Pras.g_01464
OG0000517	Prap.g_01180	Pras.g_01465
OG0000518	Prap.g_01177	Pras.g_01467
OG0000519	Prap.g_01176	Pras.g_01468
OG0000520	Prap.g_01175	Pras.g_01469
OG0000521	Prap.g_01174	Pras.g_01470
OG0000522	Prap.g_01173	Pras.g_01471
OG0000523	Prap.g_01172	Pras.g_01472
OG0000524	Prap.g_01171	Pras.g_01473
OG0000525	Prap.g_01169	Pras.g_01475
OG0000526	Prap.g_01168	Pras.g_01476
OG0000527	Prap.g_01167	Pras.g_01477
OG0000528	Prap.g_01166	Pras.g_01478
OG0000529	Prap.g_01165	Pras.g_01479
OG0000530	Prap.g_01164	Pras.g_01480
OG0000531	Prap.g_01162	Pras.g_01481
OG0000532	Prap.g_01161	Pras.g_01482
OG0000533	Prap.g_01160	Pras.g_01483
OG0000534	Prap.g_01159	Pras.g_01484
OG0000535	Prap.g_01158	Pras.g_01485
OG0000536	Prap.g_01157	Pras.g_01486
OG0000537	Prap.g_01156	Pras.g_01487
OG0000538	Prap.g_01155	Pras.g_01488
OG0000539	Prap.g_01154	Pras.g_01489
OG0000540	Prap.g_01153	Pras.g_01490
OG0000541	Prap.g_01152	Pras.g_01491
OG0000542	Prap.g_01151	Pras.g_01492
OG0000543	Prap.g_01150	Pras.g_01493
OG0000544	Prap.g_01149	Pras.g_01494
OG0000545	Prap.g_01147	Pras.g_01497
OG0000546	Prap.g_01146	Pras.g_01498
OG0000547	Prap.g_01144	Pras.g_01500
OG0000548	Prap.g_01142	Pras.g_01501
OG0000549	Prap.g_01141	Pras.g_01502
OG0000550	Prap.g_01140	Pras.g_01503
OG0000551	Prap.g_01138	Pras.g_01504
OG0000552	Prap.g_01137	Pras.g_01505
OG0000553	Prap.g_00397	Pras.g_01506
OG0000554	Prap.g_00396	Pras.g_01507
OG0000555	Prap.g_00395	Pras.g_01508
OG0000556	Prap.g_00394	Pras.g_01509
OG0000557	Prap.g_00393	Pras.g_01510
OG0000558	Prap.g_00392	Pras.g_01511
OG0000559	Prap.g_00391	Pras.g_01512
OG0000560	Prap.g_00389	Pras.g_01514
OG0000561	Prap.g_00388	Pras.g_01515
OG0000562	Prap.g_00386	Pras.g_01516
OG0000563	Prap.g_00385	Pras.g_01517
OG0000564	Prap.g_00384	Pras.g_01518
OG0000565	Prap.g_00383	Pras.g_01519
OG0000566	Prap.g_00382	Pras.g_01520
OG0000567	Prap.g_00381	Pras.g_01521
OG0000568	Prap.g_00380	Pras.g_01522
OG0000569	Prap.g_00379	Pras.g_01523
OG0000570	Prap.g_00378	Pras.g_01524
OG0000571	Prap.g_00377	Pras.g_01525
OG0000572	Prap.g_00376	Pras.g_01526
OG0000573	Prap.g_00373	Pras.g_01529
OG0000574	Prap.g_00372	Pras.g_01530
OG0000575	Prap.g_00371	Pras.g_01531
OG0000576	Prap.g_00370	Pras.g_01532
OG0000577	Prap.g_00369	Pras.g_01533
OG0000578	Prap.g_00368	Pras.g_01534
OG0000579	Prap.g_00367	Pras.g_01535
OG0000580	Prap.g_00366	Pras.g_01536
OG0000581	Prap.g_00365	Pras.g_01537
OG0000582	Prap.g_00364	Pras.g_01538
OG0000583	Prap.g_00363	Pras.g_01539
OG0000584	Prap.g_00361	Pras.g_01540
OG0000585	Prap.g_00360	Pras.g_01541
