Orthogroup	Prbe	Syal
OG0000058	Prbe.g_00351	Syal.g_01326
OG0000059	Prbe.g_01094	Syal.g_00225
OG0000061	Prbe.g_01549	Syal.g_01653
OG0000062	Prbe.g_00226	Syal.g_00567
OG0000063	Prbe.g_00021	Syal.g_00136
OG0000064	Prbe.g_00172	Syal.g_01545, Syal.g_01115, Syal.g_02544, Syal.g_01681
OG0000065	Prbe.g_01649	Syal.g_00820, Syal.g_02528
OG0000066	Prbe.g_00596, Prbe.g_01114	Syal.g_02828
OG0000067	Prbe.g_01222	Syal.g_02414
OG0000068	Prbe.g_00373	Syal.g_02888
OG0000070	Prbe.g_01948	Syal.g_00509
OG0000071	Prbe.g_00893	Syal.g_02099, Syal.g_01601
OG0000072	Prbe.g_01719	Syal.g_00914
OG0000073	Prbe.g_00633	Syal.g_02920
OG0000075	Prbe.g_00800	Syal.g_01350
OG0000076	Prbe.g_00774	Syal.g_01459
OG0000077	Prbe.g_00183	Syal.g_00763, Syal.g_00506
OG0000078	Prbe.g_01792	Syal.g_00680
OG0000079	Prbe.g_01805	Syal.g_01213
OG0000080	Prbe.g_00339, Prbe.g_00337	Syal.g_01394
OG0000081	Prbe.g_00604	Syal.g_02555
OG0000082	Prbe.g_00549, Prbe.g_00996	Syal.g_02769
OG0000084	Prbe.g_00314	Syal.g_01896, Syal.g_00023
OG0000085	Prbe.g_00007, Prbe.g_00993	Syal.g_00575
OG0000086	Prbe.g_00192	Syal.g_00784
OG0000087	Prbe.g_01683	Syal.g_00871
OG0000088	Prbe.g_01714	Syal.g_00908
OG0000089	Prbe.g_01915	Syal.g_00555
OG0000090	Prbe.g_00602	Syal.g_02838
OG0000091	Prbe.g_01477	Syal.g_02628
OG0000093	Prbe.g_01448	Syal.g_02233
OG0000094	Prbe.g_01399	Syal.g_01907
OG0000095	Prbe.g_01297	Syal.g_01823
OG0000097	Prbe.g_01503	Syal.g_01735, Syal.g_01553
OG0000098	Prbe.g_00397	Syal.g_02196
OG0000099	Prbe.g_00350	Syal.g_01323
OG0000100	Prbe.g_00232	Syal.g_02448
OG0000101	Prbe.g_00836	Syal.g_00275
OG0000102	Prbe.g_00769	Syal.g_01488
OG0000103	Prbe.g_01195	Syal.g_00077, Syal.g_01897
OG0000104	Prbe.g_01061	Syal.g_00092
OG0000105	Prbe.g_01828	Syal.g_01255
OG0000106	Prbe.g_00740	Syal.g_02577
OG0000107	Prbe.g_00921	Syal.g_00194
OG0000108	Prbe.g_00653	Syal.g_02897
OG0000109	Prbe.g_00639	Syal.g_02913
OG0000110	Prbe.g_00560	Syal.g_02782
OG0000111	Prbe.g_01207	Syal.g_01813
OG0000112	Prbe.g_00487	Syal.g_02000
OG0000113	Prbe.g_01245	Syal.g_02443
OG0000114	Prbe.g_00417	Syal.g_02286
OG0000115	Prbe.g_01618	Syal.g_00404
OG0000116	Prbe.g_01560	Syal.g_01630
OG0000117	Prbe.g_01522	Syal.g_01704
OG0000118	Prbe.g_00880	Syal.g_01583
OG0000119	Prbe.g_01603, Prbe.g_00214	Syal.g_02056
OG0000120	Prbe.g_00353	Syal.g_01324
OG0000121	Prbe.g_00309	Syal.g_00374
OG0000122	Prbe.g_01625, Prbe.g_00268	Syal.g_02602
OG0000123	Prbe.g_00829	Syal.g_00283
OG0000124	Prbe.g_00745	Syal.g_01519
OG0000125	Prbe.g_01158	Syal.g_01075
OG0000126	Prbe.g_01060	Syal.g_00090
OG0000128	Prbe.g_01076	Syal.g_00109
OG0000129	Prbe.g_00145	Syal.g_01062
OG0000130	Prbe.g_00174	Syal.g_00751
OG0000131	Prbe.g_01692	Syal.g_00886
OG0000132	Prbe.g_01712	Syal.g_00906
OG0000133	Prbe.g_01875	Syal.g_01995
OG0000134	Prbe.g_01917	Syal.g_00552
OG0000135	Prbe.g_00911	Syal.g_01119
OG0000136	Prbe.g_01939	Syal.g_00520
OG0000137	Prbe.g_00658	Syal.g_00463
OG0000138	Prbe.g_00638	Syal.g_02914
OG0000139	Prbe.g_00598	Syal.g_02832
OG0000140	Prbe.g_00597	Syal.g_02830
OG0000141	Prbe.g_00526	Syal.g_02738
OG0000142	Prbe.g_01485	Syal.g_02636
OG0000143	Prbe.g_01481	Syal.g_02632
OG0000144	Prbe.g_01467	Syal.g_02515
OG0000145	Prbe.g_00909	Syal.g_02921
OG0000146	Prbe.g_00488	Syal.g_02001
OG0000147	Prbe.g_00489	Syal.g_02002
OG0000148	Prbe.g_01239	Syal.g_02437
OG0000149	Prbe.g_01271	Syal.g_02475
OG0000150	Prbe.g_01281	Syal.g_02737
OG0000151	Prbe.g_00427	Syal.g_02263
OG0000152	Prbe.g_01350	Syal.g_01991
OG0000153	Prbe.g_01369	Syal.g_01958
OG0000154	Prbe.g_01389	Syal.g_01918
OG0000155	Prbe.g_01528	Syal.g_01695
OG0000156	Prbe.g_00904	Syal.g_01620
OG0000157	Prbe.g_00903	Syal.g_01619
OG0000158	Prbe.g_00792	Syal.g_01431
OG0000159	Prbe.g_00165	Syal.g_01400
OG0000160	Prbe.g_00310	Syal.g_00372
OG0000161	Prbe.g_00304	Syal.g_00384
OG0000162	Prbe.g_00298	Syal.g_00396
OG0000163	Prbe.g_00259	Syal.g_02971
OG0000164	Prbe.g_00961	Syal.g_00623
OG0000165	Prbe.g_00954	Syal.g_00632
OG0000166	Prbe.g_01083	Syal.g_00236
OG0000167	Prbe.g_00802	Syal.g_01347
OG0000168	Prbe.g_00791	Syal.g_01433
OG0000169	Prbe.g_00781	Syal.g_01447
OG0000170	Prbe.g_00778	Syal.g_01454
OG0000171	Prbe.g_00758	Syal.g_01518
OG0000172	Prbe.g_00751	Syal.g_00174, Syal.g_00173
OG0000173	Prbe.g_01143	Syal.g_00155
OG0000174	Prbe.g_01173	Syal.g_01121
OG0000175	Prbe.g_01186	Syal.g_01172
OG0000176	Prbe.g_01069	Syal.g_00101
OG0000177	Prbe.g_01070	Syal.g_00102
OG0000178	Prbe.g_01071	Syal.g_00103
OG0000179	Prbe.g_00116	Syal.g_00118
OG0000180	Prbe.g_00117	Syal.g_00119
OG0000181	Prbe.g_00118	Syal.g_00120
OG0000182	Prbe.g_00119	Syal.g_00121
OG0000183	Prbe.g_00123	Syal.g_00125
OG0000184	Prbe.g_00149	Syal.g_02678, Syal.g_01050
OG0000185	Prbe.g_00152	Syal.g_01025
OG0000186	Prbe.g_00168	Syal.g_02684, Syal.g_00747
OG0000187	Prbe.g_00169	Syal.g_02685, Syal.g_00748
OG0000188	Prbe.g_00186	Syal.g_00771
OG0000189	Prbe.g_01636	Syal.g_00807
OG0000190	Prbe.g_01638	Syal.g_01364
OG0000191	Prbe.g_01661	Syal.g_00841
OG0000192	Prbe.g_01666	Syal.g_00847
OG0000193	Prbe.g_01693	Syal.g_00887
OG0000194	Prbe.g_01696	Syal.g_00890
OG0000195	Prbe.g_01698	Syal.g_00892
OG0000196	Prbe.g_01709	Syal.g_00903
OG0000197	Prbe.g_01710	Syal.g_00904
OG0000198	Prbe.g_01711	Syal.g_00905
OG0000199	Prbe.g_01718	Syal.g_00913
OG0000200	Prbe.g_01732	Syal.g_00932
OG0000201	Prbe.g_01741	Syal.g_00949
OG0000202	Prbe.g_01742	Syal.g_00950
OG0000203	Prbe.g_01743	Syal.g_00951
OG0000204	Prbe.g_01744	Syal.g_00952
OG0000205	Prbe.g_01751	Syal.g_00959
OG0000206	Prbe.g_01756	Syal.g_00971
OG0000207	Prbe.g_01759	Syal.g_00974
OG0000208	Prbe.g_01760	Syal.g_00975
OG0000209	Prbe.g_01769	Syal.g_01000
OG0000210	Prbe.g_01770	Syal.g_01001
OG0000211	Prbe.g_01785	Syal.g_00688
OG0000212	Prbe.g_01793	Syal.g_00679
OG0000213	Prbe.g_01811	Syal.g_01229
OG0000214	Prbe.g_01821	Syal.g_01246
OG0000215	Prbe.g_01848	Syal.g_01277
OG0000216	Prbe.g_01849	Syal.g_01281
OG0000217	Prbe.g_01852	Syal.g_01285
OG0000218	Prbe.g_01854	Syal.g_01287
OG0000219	Prbe.g_01855	Syal.g_01288
OG0000220	Prbe.g_01856	Syal.g_01289
OG0000221	Prbe.g_01857	Syal.g_01297
OG0000222	Prbe.g_01864	Syal.g_01309
OG0000223	Prbe.g_01876	Syal.g_01327
OG0000224	Prbe.g_01878	Syal.g_01329
OG0000225	Prbe.g_01904	Syal.g_00363
OG0000226	Prbe.g_01908	Syal.g_00367
OG0000227	Prbe.g_01910	Syal.g_00369
OG0000228	Prbe.g_01914	Syal.g_00556
OG0000229	Prbe.g_01934	Syal.g_00525
OG0000230	Prbe.g_01936	Syal.g_00523
OG0000231	Prbe.g_01947	Syal.g_00510
OG0000232	Prbe.g_00672	Syal.g_00495
OG0000233	Prbe.g_00666	Syal.g_00487
OG0000234	Prbe.g_00657	Syal.g_00461
OG0000235	Prbe.g_00654	Syal.g_02896
OG0000236	Prbe.g_00640	Syal.g_02912
OG0000237	Prbe.g_00627	Syal.g_02930
OG0000238	Prbe.g_00621	Syal.g_02935
OG0000239	Prbe.g_00610	Syal.g_02951
OG0000240	Prbe.g_00609	Syal.g_02952
OG0000241	Prbe.g_00605	Syal.g_02696
OG0000242	Prbe.g_00603	Syal.g_02840
OG0000243	Prbe.g_00592	Syal.g_02822
OG0000244	Prbe.g_00589	Syal.g_02815
OG0000245	Prbe.g_00587	Syal.g_02813
OG0000246	Prbe.g_00583	Syal.g_02809
OG0000247	Prbe.g_00573	Syal.g_02797
OG0000248	Prbe.g_00570	Syal.g_02794
OG0000249	Prbe.g_00568	Syal.g_02792
OG0000250	Prbe.g_00563	Syal.g_02786
OG0000251	Prbe.g_00543	Syal.g_02760
OG0000252	Prbe.g_00540	Syal.g_02757
OG0000253	Prbe.g_00539	Syal.g_02755
OG0000254	Prbe.g_00522	Syal.g_02732
OG0000255	Prbe.g_00516	Syal.g_02719
OG0000256	Prbe.g_00506	Syal.g_02705
OG0000257	Prbe.g_01490	Syal.g_02697
OG0000258	Prbe.g_01476	Syal.g_02623
OG0000259	Prbe.g_01459	Syal.g_02182
OG0000260	Prbe.g_01456	Syal.g_02188
OG0000261	Prbe.g_01453	Syal.g_02199
OG0000262	Prbe.g_01449	Syal.g_02204
OG0000263	Prbe.g_00455	Syal.g_01720
OG0000264	Prbe.g_00466	Syal.g_01788
OG0000265	Prbe.g_01214	Syal.g_02534
OG0000266	Prbe.g_01430	Syal.g_02421
OG0000267	Prbe.g_01418	Syal.g_02043
OG0000268	Prbe.g_01417	Syal.g_02042
OG0000269	Prbe.g_01217	Syal.g_02409
OG0000270	Prbe.g_01220	Syal.g_02412
OG0000271	Prbe.g_01228	Syal.g_01871
OG0000272	Prbe.g_01229	Syal.g_01872
OG0000273	Prbe.g_01253	Syal.g_02454
OG0000274	Prbe.g_01254	Syal.g_02455
OG0000275	Prbe.g_01257	Syal.g_02458
OG0000276	Prbe.g_01263	Syal.g_02467
OG0000277	Prbe.g_01264	Syal.g_02468
OG0000278	Prbe.g_01267	Syal.g_02471
OG0000279	Prbe.g_01274	Syal.g_02479
OG0000280	Prbe.g_01275	Syal.g_02493
OG0000281	Prbe.g_01282	Syal.g_02190
OG0000282	Prbe.g_00419	Syal.g_02284
OG0000283	Prbe.g_01326	Syal.g_02028, Syal.g_02131
OG0000284	Prbe.g_01331	Syal.g_02023
OG0000285	Prbe.g_01336	Syal.g_02012
OG0000286	Prbe.g_01349	Syal.g_01992
OG0000287	Prbe.g_01615	Syal.g_01965
OG0000288	Prbe.g_01388	Syal.g_01919
OG0000289	Prbe.g_01404	Syal.g_01904
OG0000290	Prbe.g_01300	Syal.g_01826
OG0000291	Prbe.g_01298	Syal.g_01824
OG0000292	Prbe.g_01594	Syal.g_00089
OG0000293	Prbe.g_01559	Syal.g_01631
OG0000294	Prbe.g_01558	Syal.g_01632
OG0000295	Prbe.g_01535	Syal.g_01687
OG0000296	Prbe.g_01533	Syal.g_01689
OG0000297	Prbe.g_01524	Syal.g_01702
OG0000298	Prbe.g_01523	Syal.g_01703
OG0000299	Prbe.g_01504	Syal.g_01732
OG0000300	Prbe.g_01501	Syal.g_01738
OG0000301	Prbe.g_01500	Syal.g_01739
OG0000302	Prbe.g_01498	Syal.g_01740
OG0000303	Prbe.g_01492	Syal.g_01763
OG0000304	Prbe.g_00501	Syal.g_01756
OG0000305	Prbe.g_01592	Syal.g_01821
OG0000306	Prbe.g_01286	Syal.g_02579
OG0000307	Prbe.g_00364	Syal.g_02880
OG0000308	Prbe.g_00363	Syal.g_02878
OG0000309	Prbe.g_00359	Syal.g_02873
OG0000310	Prbe.g_00325	Syal.g_01537
OG0000311	Prbe.g_00323	Syal.g_00061
OG0000312	Prbe.g_00320	Syal.g_00031
OG0000313	Prbe.g_00307	Syal.g_00381
OG0000314	Prbe.g_00284	Syal.g_00416
OG0000315	Prbe.g_00274	Syal.g_00426
OG0000316	Prbe.g_00249	Syal.g_02987
OG0000317	Prbe.g_00988	Syal.g_00583
OG0000318	Prbe.g_00984	Syal.g_00588
OG0000319	Prbe.g_00971	Syal.g_00608
OG0000320	Prbe.g_00969	Syal.g_00610
OG0000321	Prbe.g_00968	Syal.g_00611
OG0000322	Prbe.g_00967	Syal.g_00612
OG0000323	Prbe.g_00958	Syal.g_00626
OG0000324	Prbe.g_00931	Syal.g_00656
OG0000325	Prbe.g_00920	Syal.g_00195
OG0000326	Prbe.g_01109	Syal.g_00202
OG0000327	Prbe.g_01088	Syal.g_00230
OG0000328	Prbe.g_01087	Syal.g_00231
OG0000329	Prbe.g_00860	Syal.g_00249
OG0000330	Prbe.g_00859	Syal.g_00250
OG0000331	Prbe.g_00858	Syal.g_00251
OG0000332	Prbe.g_00844	Syal.g_00266
OG0000333	Prbe.g_00842	Syal.g_00269
OG0000334	Prbe.g_00833	Syal.g_00279
OG0000335	Prbe.g_00828	Syal.g_00284
OG0000336	Prbe.g_00824	Syal.g_00288
OG0000337	Prbe.g_00806	Syal.g_01343
OG0000338	Prbe.g_00805	Syal.g_01345
OG0000339	Prbe.g_00799	Syal.g_01351
OG0000340	Prbe.g_00790	Syal.g_01434
OG0000341	Prbe.g_00788	Syal.g_01436
OG0000342	Prbe.g_00787	Syal.g_01437
OG0000343	Prbe.g_00786	Syal.g_01441
OG0000344	Prbe.g_00783	Syal.g_01445
OG0000345	Prbe.g_00777	Syal.g_01455
OG0000346	Prbe.g_00773	Syal.g_01460
OG0000347	Prbe.g_00746	Syal.g_01525
OG0000348	Prbe.g_00754	Syal.g_00170
OG0000349	Prbe.g_01149	Syal.g_00148
OG0000350	Prbe.g_00709	Syal.g_00209
OG0000351	Prbe.g_01189	Syal.g_01175
OG0000352	Prbe.g_01190	Syal.g_01176
OG0000353	Prbe.g_01064	Syal.g_00095
OG0000355	Prbe.g_01066	Syal.g_00098
OG0000356	Prbe.g_01067	Syal.g_00099
OG0000357	Prbe.g_01068	Syal.g_00100
OG0000358	Prbe.g_01072	Syal.g_00104
OG0000359	Prbe.g_01073	Syal.g_00106
OG0000360	Prbe.g_01074	Syal.g_00107
OG0000361	Prbe.g_01075	Syal.g_00108
OG0000362	Prbe.g_01077	Syal.g_00110
OG0000363	Prbe.g_00114	Syal.g_00112
OG0000364	Prbe.g_00115	Syal.g_00113
OG0000365	Prbe.g_00120	Syal.g_00122
OG0000366	Prbe.g_00121	Syal.g_00123
OG0000367	Prbe.g_00122	Syal.g_00124
OG0000368	Prbe.g_00124	Syal.g_00126
OG0000369	Prbe.g_00125	Syal.g_00127
OG0000370	Prbe.g_00126	Syal.g_00128
OG0000371	Prbe.g_00133	Syal.g_00135
OG0000372	Prbe.g_00136	Syal.g_00141
OG0000373	Prbe.g_00137	Syal.g_00142
OG0000374	Prbe.g_00138	Syal.g_00143
OG0000375	Prbe.g_00140	Syal.g_00144
OG0000376	Prbe.g_00142	Syal.g_00146
OG0000377	Prbe.g_00146	Syal.g_01061
OG0000378	Prbe.g_00150	Syal.g_01027
OG0000379	Prbe.g_00153	Syal.g_02681, Syal.g_01024
OG0000380	Prbe.g_00170	Syal.g_00749
OG0000381	Prbe.g_00175	Syal.g_00752
OG0000382	Prbe.g_00185	Syal.g_00770
OG0000383	Prbe.g_00187	Syal.g_00775
OG0000384	Prbe.g_00188	Syal.g_00776
OG0000385	Prbe.g_00189	Syal.g_00777
OG0000386	Prbe.g_00190	Syal.g_00778
OG0000387	Prbe.g_01640	Syal.g_00811
OG0000388	Prbe.g_01644	Syal.g_00815
OG0000389	Prbe.g_01647	Syal.g_00819
OG0000390	Prbe.g_01657	Syal.g_00835
OG0000391	Prbe.g_01660	Syal.g_00840
OG0000392	Prbe.g_01664	Syal.g_00846
OG0000393	Prbe.g_01667	Syal.g_00849
OG0000394	Prbe.g_01668	Syal.g_00850
OG0000395	Prbe.g_01669	Syal.g_00851
OG0000396	Prbe.g_01671	Syal.g_00854
OG0000397	Prbe.g_01673	Syal.g_00857
OG0000398	Prbe.g_01676	Syal.g_00862
OG0000399	Prbe.g_01677	Syal.g_00863
OG0000400	Prbe.g_01678	Syal.g_00864
OG0000401	Prbe.g_01679	Syal.g_00865
OG0000402	Prbe.g_01412	Syal.g_00867
OG0000403	Prbe.g_01681	Syal.g_00868
OG0000404	Prbe.g_01682	Syal.g_00870
OG0000405	Prbe.g_01686	Syal.g_00883
OG0000406	Prbe.g_01694	Syal.g_00888
OG0000407	Prbe.g_01695	Syal.g_00889
OG0000408	Prbe.g_01697	Syal.g_00891
OG0000409	Prbe.g_01699	Syal.g_00893
OG0000410	Prbe.g_01700	Syal.g_00894
OG0000411	Prbe.g_01701	Syal.g_00895
OG0000412	Prbe.g_01702	Syal.g_00896
OG0000413	Prbe.g_01704	Syal.g_00898
OG0000414	Prbe.g_01705	Syal.g_00899
OG0000415	Prbe.g_01706	Syal.g_00900
OG0000416	Prbe.g_01707	Syal.g_00901
OG0000417	Prbe.g_01708	Syal.g_00902
OG0000418	Prbe.g_01713	Syal.g_00907
OG0000419	Prbe.g_01715	Syal.g_00909
OG0000420	Prbe.g_01716	Syal.g_00911
OG0000421	Prbe.g_01721	Syal.g_00916
OG0000422	Prbe.g_01722	Syal.g_00917
OG0000423	Prbe.g_01723	Syal.g_00918
OG0000424	Prbe.g_01724	Syal.g_00919
OG0000425	Prbe.g_01725	Syal.g_00920
OG0000426	Prbe.g_01726	Syal.g_00921
OG0000427	Prbe.g_01727	Syal.g_00922
OG0000428	Prbe.g_01729	Syal.g_00925
OG0000429	Prbe.g_01730	Syal.g_00929
OG0000430	Prbe.g_01731	Syal.g_00931
OG0000431	Prbe.g_01733	Syal.g_00934
OG0000432	Prbe.g_01737	Syal.g_00940
OG0000433	Prbe.g_01738	Syal.g_00943
OG0000434	Prbe.g_01739	Syal.g_00944
OG0000435	Prbe.g_01740	Syal.g_00946
OG0000436	Prbe.g_01745	Syal.g_00953
OG0000437	Prbe.g_01746	Syal.g_00954
OG0000438	Prbe.g_01747	Syal.g_00955
OG0000439	Prbe.g_01749	Syal.g_00957
OG0000440	Prbe.g_01750	Syal.g_00958
OG0000441	Prbe.g_01753	Syal.g_00962
OG0000442	Prbe.g_01754	Syal.g_00964
OG0000443	Prbe.g_01755	Syal.g_00966
OG0000444	Prbe.g_01761	Syal.g_00978
OG0000445	Prbe.g_01762	Syal.g_00979
OG0000446	Prbe.g_01763	Syal.g_00981
OG0000447	Prbe.g_01764	Syal.g_00989
OG0000448	Prbe.g_01765	Syal.g_00990
OG0000449	Prbe.g_01766	Syal.g_00991
OG0000450	Prbe.g_01767	Syal.g_00997
OG0000451	Prbe.g_01768	Syal.g_00998
OG0000452	Prbe.g_01771	Syal.g_01002
OG0000453	Prbe.g_01772	Syal.g_01003
OG0000454	Prbe.g_01773	Syal.g_01004
OG0000455	Prbe.g_01774	Syal.g_01005
OG0000456	Prbe.g_01775	Syal.g_01006
OG0000457	Prbe.g_01777	Syal.g_01008
OG0000458	Prbe.g_01778	Syal.g_01009
OG0000459	Prbe.g_01779	Syal.g_01010
OG0000460	Prbe.g_01787	Syal.g_00686
OG0000461	Prbe.g_01795	Syal.g_01199
OG0000462	Prbe.g_01797	Syal.g_01202
OG0000463	Prbe.g_01798	Syal.g_01203
OG0000464	Prbe.g_01799	Syal.g_01204
OG0000465	Prbe.g_01800	Syal.g_01205
OG0000466	Prbe.g_01803	Syal.g_01210
OG0000467	Prbe.g_01804	Syal.g_01212
OG0000468	Prbe.g_01807	Syal.g_01225
OG0000469	Prbe.g_01815	Syal.g_01240
OG0000470	Prbe.g_01817	Syal.g_01242
OG0000471	Prbe.g_01818	Syal.g_01243
OG0000472	Prbe.g_01820	Syal.g_01245
OG0000473	Prbe.g_01822	Syal.g_01247
OG0000474	Prbe.g_01823	Syal.g_01248
OG0000475	Prbe.g_01824	Syal.g_01249
OG0000476	Prbe.g_01826	Syal.g_01251
OG0000477	Prbe.g_01829	Syal.g_01257
OG0000478	Prbe.g_01830	Syal.g_01258
OG0000479	Prbe.g_01831	Syal.g_01259
OG0000480	Prbe.g_01836	Syal.g_01266
OG0000481	Prbe.g_01839	Syal.g_01268
OG0000482	Prbe.g_01840	Syal.g_01269
OG0000483	Prbe.g_01843	Syal.g_01273
OG0000484	Prbe.g_01844	Syal.g_01274
OG0000485	Prbe.g_01846	Syal.g_01275
OG0000486	Prbe.g_01847	Syal.g_01276
OG0000487	Prbe.g_01850	Syal.g_01282
OG0000488	Prbe.g_01853	Syal.g_01286
OG0000489	Prbe.g_01858	Syal.g_01298
OG0000490	Prbe.g_01862	Syal.g_01307
OG0000491	Prbe.g_01863	Syal.g_01308
OG0000492	Prbe.g_01865	Syal.g_01310
OG0000493	Prbe.g_01866	Syal.g_01311
OG0000494	Prbe.g_01867	Syal.g_01312
OG0000495	Prbe.g_01868	Syal.g_01313
OG0000496	Prbe.g_01869	Syal.g_01314
OG0000497	Prbe.g_01870	Syal.g_01315
OG0000498	Prbe.g_01871	Syal.g_01316
OG0000499	Prbe.g_01872	Syal.g_01317
OG0000500	Prbe.g_01873	Syal.g_01318
OG0000501	Prbe.g_01874	Syal.g_01321
OG0000502	Prbe.g_01877	Syal.g_01328
OG0000503	Prbe.g_01892	Syal.g_00347
OG0000504	Prbe.g_01894	Syal.g_00349
OG0000505	Prbe.g_01895	Syal.g_00350
OG0000506	Prbe.g_01896	Syal.g_00352
OG0000507	Prbe.g_01899	Syal.g_00358
OG0000508	Prbe.g_01903	Syal.g_00362
OG0000509	Prbe.g_01905	Syal.g_00364
OG0000510	Prbe.g_01906	Syal.g_00365
OG0000511	Prbe.g_01907	Syal.g_00366
OG0000512	Prbe.g_01909	Syal.g_00368
OG0000513	Prbe.g_01918	Syal.g_00551
OG0000514	Prbe.g_01929	Syal.g_00539
OG0000515	Prbe.g_01930	Syal.g_00538
OG0000516	Prbe.g_01931	Syal.g_00534
OG0000517	Prbe.g_01933	Syal.g_00526
OG0000518	Prbe.g_01944	Syal.g_00514
OG0000519	Prbe.g_01945	Syal.g_00513
OG0000520	Prbe.g_01946	Syal.g_00512
OG0000521	Prbe.g_00676	Syal.g_00502
OG0000522	Prbe.g_00674	Syal.g_00500
OG0000523	Prbe.g_00673	Syal.g_00499
OG0000524	Prbe.g_00668	Syal.g_00491
OG0000525	Prbe.g_00664	Syal.g_00473
OG0000526	Prbe.g_00663	Syal.g_00471
OG0000527	Prbe.g_00660	Syal.g_00465
OG0000528	Prbe.g_00655	Syal.g_02893
OG0000529	Prbe.g_00652	Syal.g_02898
OG0000530	Prbe.g_00649	Syal.g_02901
OG0000531	Prbe.g_00648	Syal.g_02902
OG0000532	Prbe.g_00646	Syal.g_02905
OG0000533	Prbe.g_00645	Syal.g_02907
OG0000534	Prbe.g_00644	Syal.g_02908
OG0000535	Prbe.g_00643	Syal.g_02909
OG0000536	Prbe.g_00642	Syal.g_02910
OG0000537	Prbe.g_00641	Syal.g_02911
OG0000538	Prbe.g_00632	Syal.g_02923
OG0000539	Prbe.g_00631	Syal.g_02924
OG0000540	Prbe.g_00630	Syal.g_02925
OG0000541	Prbe.g_00629	Syal.g_02926
OG0000542	Prbe.g_00628	Syal.g_02929
OG0000543	Prbe.g_00626	Syal.g_02931
OG0000544	Prbe.g_00625	Syal.g_02932
OG0000545	Prbe.g_00623	Syal.g_02934
OG0000546	Prbe.g_00620	Syal.g_02936
OG0000547	Prbe.g_00618	Syal.g_02938
OG0000548	Prbe.g_00617	Syal.g_02939
OG0000549	Prbe.g_00615	Syal.g_02945
OG0000550	Prbe.g_00611	Syal.g_02949
OG0000551	Prbe.g_00608	Syal.g_02953
OG0000552	Prbe.g_00607	Syal.g_02954
OG0000553	Prbe.g_00606	Syal.g_02843
OG0000554	Prbe.g_00601	Syal.g_02837
OG0000555	Prbe.g_00593	Syal.g_02823
OG0000556	Prbe.g_00591	Syal.g_02819
OG0000557	Prbe.g_00590	Syal.g_02816
OG0000558	Prbe.g_00588	Syal.g_02814
OG0000559	Prbe.g_00584	Syal.g_02305, Syal.g_02810
