Orthogroup	Prbe	Prbc
OG0000096	Prbe.g_00081	Prbc.g_01323
OG0000097	Prbe.g_01503	Prbc.g_01400
OG0000098	Prbe.g_00397	Prbc.g_00585
OG0000099	Prbe.g_00350	Prbc.g_01229
OG0000100	Prbe.g_00232	Prbc.g_00785
OG0000101	Prbe.g_00836	Prbc.g_00284
OG0000102	Prbe.g_00769	Prbc.g_00206
OG0000103	Prbe.g_01195	Prbc.g_01053
OG0000104	Prbe.g_01061	Prbc.g_01065
OG0000105	Prbe.g_01828	Prbc.g_01167
OG0000106	Prbe.g_00740	Prbc.g_00134, Prbc.g_00641
OG0000107	Prbe.g_00921	Prbc.g_00934
OG0000108	Prbe.g_00653	Prbc.g_01540
OG0000109	Prbe.g_00639	Prbc.g_01553
OG0000110	Prbe.g_00560	Prbc.g_01654
OG0000111	Prbe.g_01207	Prbc.g_01781
OG0000112	Prbe.g_00487	Prbc.g_02028
OG0000113	Prbe.g_01245	Prbc.g_00153
OG0000114	Prbe.g_00417	Prbc.g_01977
OG0000115	Prbe.g_01618	Prbc.g_00801
OG0000116	Prbe.g_01560	Prbc.g_01457
OG0000117	Prbe.g_01522	Prbc.g_00102
OG0000118	Prbe.g_00880	Prbc.g_00577
OG0000119	Prbe.g_01603, Prbe.g_00214	Prbc.g_00650
OG0000120	Prbe.g_00353	Prbc.g_01753
OG0000121	Prbe.g_00309	Prbc.g_00711
OG0000122	Prbe.g_00268	Prbc.g_00750
OG0000123	Prbe.g_00829	Prbc.g_00277
OG0000124	Prbe.g_00745	Prbc.g_00193
OG0000125	Prbe.g_01158	Prbc.g_00997
OG0000126	Prbe.g_01060	Prbc.g_01063
OG0000128	Prbe.g_01076	Prbc.g_01081
OG0000129	Prbe.g_00145	Prbc.g_01122
OG0000130	Prbe.g_00174	Prbc.g_00504
OG0000131	Prbe.g_01692	Prbc.g_00426
OG0000132	Prbe.g_01712	Prbc.g_00407
OG0000133	Prbe.g_01875	Prbc.g_01214
OG0000134	Prbe.g_01917	Prbc.g_01270
OG0000135	Prbe.g_00911	Prbc.g_02198, Prbc.g_02183
OG0000136	Prbe.g_01939	Prbc.g_01502
OG0000137	Prbe.g_00658	Prbc.g_01534
OG0000138	Prbe.g_00638	Prbc.g_01554
OG0000139	Prbe.g_00598	Prbc.g_01616
OG0000140	Prbe.g_00597	Prbc.g_01617
OG0000141	Prbe.g_00526	Prbc.g_01684
OG0000142	Prbe.g_01485	Prbc.g_01712
OG0000143	Prbe.g_01481	Prbc.g_01716
OG0000144	Prbe.g_01467	Prbc.g_01729
OG0000145	Prbe.g_00909	Prbc.g_02142
OG0000146	Prbe.g_00488	Prbc.g_02027
OG0000147	Prbe.g_00489	Prbc.g_02026
OG0000148	Prbe.g_01239	Prbc.g_01876
OG0000149	Prbe.g_01271	Prbc.g_01908
OG0000150	Prbe.g_01281	Prbc.g_01916
OG0000151	Prbe.g_00427	Prbc.g_01988
OG0000152	Prbe.g_01350	Prbc.g_02036
OG0000153	Prbe.g_01369	Prbc.g_02054
OG0000154	Prbe.g_01389	Prbc.g_02083
OG0000155	Prbe.g_01528	Prbc.g_01424
OG0000156	Prbe.g_00904	Prbc.g_00555
OG0000157	Prbe.g_00903	Prbc.g_00556
OG0000158	Prbe.g_00792	Prbc.g_00228
OG0000160	Prbe.g_00310	Prbc.g_00710
OG0000161	Prbe.g_00304	Prbc.g_00716
OG0000162	Prbe.g_00298	Prbc.g_00722
OG0000163	Prbe.g_00259	Prbc.g_00758
OG0000164	Prbe.g_00961	Prbc.g_00854
OG0000165	Prbe.g_00954	Prbc.g_00862
OG0000166	Prbe.g_01083	Prbc.g_00321
OG0000167	Prbe.g_00802	Prbc.g_00238
OG0000168	Prbe.g_00791	Prbc.g_00227
OG0000169	Prbe.g_00781	Prbc.g_00217
OG0000170	Prbe.g_00778	Prbc.g_00215
OG0000171	Prbe.g_00758	Prbc.g_00194
OG0000172	Prbe.g_00751	Prbc.g_00967
OG0000173	Prbe.g_01143	Prbc.g_00982
OG0000174	Prbe.g_01173	Prbc.g_01013
OG0000175	Prbe.g_01186	Prbc.g_01044
OG0000176	Prbe.g_01069	Prbc.g_01074
OG0000177	Prbe.g_01070	Prbc.g_01075
OG0000178	Prbe.g_01071	Prbc.g_01076
OG0000179	Prbe.g_00116	Prbc.g_01086
OG0000180	Prbe.g_00117	Prbc.g_01087
OG0000181	Prbe.g_00118	Prbc.g_01088
OG0000182	Prbe.g_00119	Prbc.g_01089
OG0000183	Prbe.g_00123	Prbc.g_01093
OG0000184	Prbe.g_00149	Prbc.g_01124
OG0000185	Prbe.g_00152	Prbc.g_01127
OG0000186	Prbe.g_00168	Prbc.g_00509
OG0000187	Prbe.g_00169	Prbc.g_00508
OG0000188	Prbe.g_00186	Prbc.g_00491
OG0000189	Prbe.g_01636	Prbc.g_00477
OG0000190	Prbe.g_01638	Prbc.g_00476
OG0000191	Prbe.g_01661	Prbc.g_00453
OG0000192	Prbe.g_01666	Prbc.g_00449
OG0000193	Prbe.g_01693	Prbc.g_00425
OG0000194	Prbe.g_01696	Prbc.g_00422
OG0000195	Prbe.g_01698	Prbc.g_00420
OG0000196	Prbe.g_01709	Prbc.g_00410
OG0000197	Prbe.g_01710	Prbc.g_00409
OG0000198	Prbe.g_01711	Prbc.g_00408
OG0000199	Prbe.g_01718	Prbc.g_00401
OG0000200	Prbe.g_01732	Prbc.g_00388
OG0000201	Prbe.g_01741	Prbc.g_00379
OG0000202	Prbe.g_01742	Prbc.g_00378
OG0000203	Prbe.g_01743	Prbc.g_00377
OG0000204	Prbe.g_01744	Prbc.g_00376
OG0000205	Prbe.g_01751	Prbc.g_00369
OG0000206	Prbe.g_01756	Prbc.g_00365
OG0000207	Prbe.g_01759	Prbc.g_00363
OG0000208	Prbe.g_01760	Prbc.g_00362
OG0000209	Prbe.g_01769	Prbc.g_00352
OG0000210	Prbe.g_01770	Prbc.g_00351
OG0000211	Prbe.g_01785	Prbc.g_00337
OG0000212	Prbe.g_01793	Prbc.g_00329
OG0000213	Prbe.g_01811	Prbc.g_01153
OG0000214	Prbe.g_01821	Prbc.g_01161
OG0000215	Prbe.g_01848	Prbc.g_01185
OG0000216	Prbe.g_01849	Prbc.g_01186
OG0000217	Prbe.g_01852	Prbc.g_01189
OG0000218	Prbe.g_01854	Prbc.g_01191
OG0000219	Prbe.g_01855	Prbc.g_01192
OG0000220	Prbe.g_01856	Prbc.g_01193
OG0000221	Prbe.g_01857	Prbc.g_01194
OG0000222	Prbe.g_01864	Prbc.g_01202
OG0000223	Prbe.g_01876	Prbc.g_01215
OG0000224	Prbe.g_01878	Prbc.g_01217
OG0000225	Prbe.g_01904	Prbc.g_01257
OG0000226	Prbe.g_01908	Prbc.g_01261
OG0000227	Prbe.g_01910	Prbc.g_01263
OG0000228	Prbe.g_01914	Prbc.g_01267
OG0000229	Prbe.g_01934	Prbc.g_01497
OG0000230	Prbe.g_01936	Prbc.g_01499
OG0000231	Prbe.g_01947	Prbc.g_01510
OG0000232	Prbe.g_00672	Prbc.g_01518
OG0000233	Prbe.g_00666	Prbc.g_01526
OG0000234	Prbe.g_00657	Prbc.g_01535
OG0000235	Prbe.g_00654	Prbc.g_01539
OG0000236	Prbe.g_00640	Prbc.g_01552
OG0000237	Prbe.g_00627	Prbc.g_01586
OG0000238	Prbe.g_00621	Prbc.g_01592
OG0000239	Prbe.g_00610	Prbc.g_01604
OG0000240	Prbe.g_00609	Prbc.g_01605
OG0000241	Prbe.g_00605	Prbc.g_01609
OG0000242	Prbe.g_00603	Prbc.g_01611
OG0000243	Prbe.g_00592	Prbc.g_01622
OG0000244	Prbe.g_00589	Prbc.g_01626
OG0000245	Prbe.g_00587	Prbc.g_01628
OG0000246	Prbe.g_00583	Prbc.g_01632
OG0000247	Prbe.g_00573	Prbc.g_01642
OG0000248	Prbe.g_00570	Prbc.g_01644
OG0000249	Prbe.g_00568	Prbc.g_01646
OG0000250	Prbe.g_00563	Prbc.g_01651
OG0000251	Prbe.g_00543	Prbc.g_01667
OG0000252	Prbe.g_00540	Prbc.g_01669
OG0000253	Prbe.g_00539	Prbc.g_01671
OG0000254	Prbe.g_00522	Prbc.g_01688
OG0000255	Prbe.g_00516	Prbc.g_01694
OG0000256	Prbe.g_00506	Prbc.g_01704
OG0000257	Prbe.g_01490	Prbc.g_01707
OG0000258	Prbe.g_01476	Prbc.g_01720
OG0000259	Prbe.g_01459	Prbc.g_01737
OG0000260	Prbe.g_01456	Prbc.g_01740
OG0000261	Prbe.g_01453	Prbc.g_01743
OG0000262	Prbe.g_01449	Prbc.g_01748
OG0000263	Prbe.g_00455	Prbc.g_01762
OG0000264	Prbe.g_00466	Prbc.g_01773
OG0000265	Prbe.g_01214	Prbc.g_01787
OG0000266	Prbe.g_01430	Prbc.g_01797
OG0000267	Prbe.g_01418	Prbc.g_01810
OG0000268	Prbe.g_01417	Prbc.g_01811
OG0000269	Prbe.g_01217	Prbc.g_01853
OG0000270	Prbe.g_01220	Prbc.g_01856
OG0000271	Prbe.g_01228	Prbc.g_01864
OG0000272	Prbe.g_01229	Prbc.g_01865
OG0000273	Prbe.g_01253	Prbc.g_01890
OG0000274	Prbe.g_01254	Prbc.g_01891
OG0000275	Prbe.g_01257	Prbc.g_01893
OG0000276	Prbe.g_01263	Prbc.g_01899
OG0000277	Prbe.g_01264	Prbc.g_01900
OG0000278	Prbe.g_01267	Prbc.g_01904
OG0000279	Prbe.g_01274	Prbc.g_01911
OG0000280	Prbe.g_01275	Prbc.g_00068
OG0000281	Prbe.g_01282	Prbc.g_01917
OG0000282	Prbe.g_00419	Prbc.g_01979
OG0000283	Prbe.g_01326	Prbc.g_02010
OG0000284	Prbe.g_01331	Prbc.g_02015
OG0000285	Prbe.g_01336	Prbc.g_02020
OG0000286	Prbe.g_01349	Prbc.g_02035
OG0000287	Prbe.g_01615	Prbc.g_02190
OG0000288	Prbe.g_01388	Prbc.g_02082
OG0000289	Prbe.g_01404	Prbc.g_02094
OG0000290	Prbe.g_01300	Prbc.g_02110
OG0000291	Prbe.g_01298	Prbc.g_02112
OG0000292	Prbe.g_01594	Prbc.g_00173
OG0000293	Prbe.g_01559	Prbc.g_01456
OG0000294	Prbe.g_01558	Prbc.g_01455
OG0000295	Prbe.g_01535	Prbc.g_01431
OG0000296	Prbe.g_01533	Prbc.g_01429
OG0000297	Prbe.g_01524	Prbc.g_01421
OG0000298	Prbe.g_01523	Prbc.g_01420
OG0000299	Prbe.g_01504	Prbc.g_01401
OG0000300	Prbe.g_01501	Prbc.g_01398
OG0000301	Prbe.g_01500	Prbc.g_01397
OG0000302	Prbe.g_01498	Prbc.g_01395
OG0000303	Prbe.g_01492	Prbc.g_01390
OG0000304	Prbe.g_00501	Prbc.g_01387
OG0000305	Prbe.g_01592	Prbc.g_00810
OG0000306	Prbe.g_01286	Prbc.g_01921
OG0000307	Prbe.g_00364	Prbc.g_00666
OG0000308	Prbe.g_00363	Prbc.g_00667
OG0000309	Prbe.g_00359	Prbc.g_00671
OG0000310	Prbe.g_00325	Prbc.g_00693
OG0000311	Prbe.g_00323	Prbc.g_00695
OG0000312	Prbe.g_00320	Prbc.g_00698
OG0000313	Prbe.g_00307	Prbc.g_00713
OG0000314	Prbe.g_00284	Prbc.g_00734
OG0000315	Prbe.g_00274	Prbc.g_00744
OG0000316	Prbe.g_00249	Prbc.g_00768
OG0000317	Prbe.g_00988	Prbc.g_00830
OG0000318	Prbe.g_00984	Prbc.g_00833
OG0000319	Prbe.g_00971	Prbc.g_00844
OG0000320	Prbe.g_00969	Prbc.g_00846
OG0000321	Prbe.g_00968	Prbc.g_00847
OG0000322	Prbe.g_00967	Prbc.g_00848
OG0000323	Prbe.g_00958	Prbc.g_00857
OG0000324	Prbe.g_00931	Prbc.g_00884
OG0000325	Prbe.g_00920	Prbc.g_00935
OG0000326	Prbe.g_01109	Prbc.g_00941
OG0000327	Prbe.g_01088	Prbc.g_00326
OG0000328	Prbe.g_01087	Prbc.g_00325
OG0000329	Prbe.g_00860	Prbc.g_00308
OG0000330	Prbe.g_00859	Prbc.g_00307
OG0000331	Prbe.g_00858	Prbc.g_00306
OG0000332	Prbe.g_00844	Prbc.g_00292
OG0000333	Prbe.g_00842	Prbc.g_00290
OG0000334	Prbe.g_00833	Prbc.g_00281
OG0000335	Prbe.g_00828	Prbc.g_00276
OG0000336	Prbe.g_00824	Prbc.g_00272
OG0000337	Prbe.g_00806	Prbc.g_00241
OG0000338	Prbe.g_00805	Prbc.g_00240
OG0000339	Prbe.g_00799	Prbc.g_00235
OG0000340	Prbe.g_00790	Prbc.g_00226
OG0000341	Prbe.g_00788	Prbc.g_00224
OG0000342	Prbe.g_00787	Prbc.g_00223
OG0000343	Prbe.g_00786	Prbc.g_00222
OG0000344	Prbe.g_00783	Prbc.g_00219
OG0000345	Prbe.g_00777	Prbc.g_00214
OG0000346	Prbe.g_00773	Prbc.g_00210
OG0000347	Prbe.g_00746	Prbc.g_00190
OG0000348	Prbe.g_00754	Prbc.g_00970
OG0000349	Prbe.g_01149	Prbc.g_00988
OG0000350	Prbe.g_00709	Prbc.g_01009
OG0000351	Prbe.g_01189	Prbc.g_01047
OG0000352	Prbe.g_01190	Prbc.g_01048
OG0000353	Prbe.g_01064	Prbc.g_01068
OG0000355	Prbe.g_01066	Prbc.g_01071
OG0000356	Prbe.g_01067	Prbc.g_01072
OG0000357	Prbe.g_01068	Prbc.g_01073
OG0000358	Prbe.g_01072	Prbc.g_01077
OG0000359	Prbe.g_01073	Prbc.g_01078
OG0000360	Prbe.g_01074	Prbc.g_01079
OG0000361	Prbe.g_01075	Prbc.g_01080
OG0000362	Prbe.g_01077	Prbc.g_01082
OG0000363	Prbe.g_00114	Prbc.g_01084
OG0000364	Prbe.g_00115	Prbc.g_01085
OG0000365	Prbe.g_00120	Prbc.g_01090
OG0000366	Prbe.g_00121	Prbc.g_01091
OG0000367	Prbe.g_00122	Prbc.g_01092
OG0000368	Prbe.g_00124	Prbc.g_01094
OG0000369	Prbe.g_00125	Prbc.g_01095
OG0000370	Prbe.g_00126	Prbc.g_01096
OG0000371	Prbe.g_00133	Prbc.g_01102
OG0000372	Prbe.g_00136	Prbc.g_01104
OG0000373	Prbe.g_00137	Prbc.g_01105
OG0000374	Prbe.g_00138	Prbc.g_01106
OG0000375	Prbe.g_00140	Prbc.g_01118
OG0000376	Prbe.g_00142	Prbc.g_01120
OG0000377	Prbe.g_00146	Prbc.g_01123
OG0000378	Prbe.g_00150	Prbc.g_01125
OG0000379	Prbe.g_00153	Prbc.g_01128
OG0000380	Prbe.g_00170	Prbc.g_00507
OG0000381	Prbe.g_00175	Prbc.g_00503
OG0000382	Prbe.g_00185	Prbc.g_00492
OG0000383	Prbe.g_00187	Prbc.g_00490
OG0000384	Prbe.g_00188	Prbc.g_00489
OG0000385	Prbe.g_00189	Prbc.g_00488
OG0000386	Prbe.g_00190	Prbc.g_00487
OG0000387	Prbe.g_01640	Prbc.g_00474
OG0000388	Prbe.g_01644	Prbc.g_00470
OG0000389	Prbe.g_01647	Prbc.g_00467
OG0000390	Prbe.g_01657	Prbc.g_00458
OG0000391	Prbe.g_01660	Prbc.g_00454
OG0000392	Prbe.g_01664	Prbc.g_00451
OG0000393	Prbe.g_01667	Prbc.g_00448
OG0000394	Prbe.g_01668	Prbc.g_00447
OG0000395	Prbe.g_01669	Prbc.g_00446
OG0000396	Prbe.g_01671	Prbc.g_00443
OG0000397	Prbe.g_01673	Prbc.g_00441
OG0000398	Prbe.g_01676	Prbc.g_00438
OG0000399	Prbe.g_01677	Prbc.g_00437
OG0000400	Prbe.g_01678	Prbc.g_00436
OG0000401	Prbe.g_01679	Prbc.g_00435
OG0000402	Prbe.g_01412	Prbc.g_02145
OG0000403	Prbe.g_01681	Prbc.g_00434
OG0000404	Prbe.g_01682	Prbc.g_00433
OG0000405	Prbe.g_01686	Prbc.g_00428
OG0000406	Prbe.g_01694	Prbc.g_00424
OG0000407	Prbe.g_01695	Prbc.g_00423
OG0000408	Prbe.g_01697	Prbc.g_00421
OG0000409	Prbe.g_01699	Prbc.g_00419
OG0000410	Prbe.g_01700	Prbc.g_00418
OG0000411	Prbe.g_01701	Prbc.g_00417
OG0000412	Prbe.g_01702	Prbc.g_00416
OG0000413	Prbe.g_01704	Prbc.g_00415
OG0000414	Prbe.g_01705	Prbc.g_00414
OG0000415	Prbe.g_01706	Prbc.g_00413
OG0000416	Prbe.g_01707	Prbc.g_00412
OG0000417	Prbe.g_01708	Prbc.g_00411
OG0000418	Prbe.g_01713	Prbc.g_00406
OG0000419	Prbe.g_01715	Prbc.g_00404
OG0000420	Prbe.g_01716	Prbc.g_00403
OG0000421	Prbe.g_01721	Prbc.g_00399
OG0000422	Prbe.g_01722	Prbc.g_00398
OG0000423	Prbe.g_01723	Prbc.g_00397
OG0000424	Prbe.g_01724	Prbc.g_00396
OG0000425	Prbe.g_01725	Prbc.g_00395
OG0000426	Prbe.g_01726	Prbc.g_00394
OG0000427	Prbe.g_01727	Prbc.g_00393
OG0000428	Prbe.g_01729	Prbc.g_00391
OG0000429	Prbe.g_01730	Prbc.g_00390
OG0000430	Prbe.g_01731	Prbc.g_00389
OG0000431	Prbe.g_01733	Prbc.g_00387
OG0000432	Prbe.g_01737	Prbc.g_00383
OG0000433	Prbe.g_01738	Prbc.g_00382
OG0000434	Prbe.g_01739	Prbc.g_00381
OG0000435	Prbe.g_01740	Prbc.g_00380
OG0000436	Prbe.g_01745	Prbc.g_00375
OG0000437	Prbe.g_01746	Prbc.g_00374
OG0000438	Prbe.g_01747	Prbc.g_00373
OG0000439	Prbe.g_01749	Prbc.g_00371
OG0000440	Prbe.g_01750	Prbc.g_00370
OG0000441	Prbe.g_01753	Prbc.g_00368
OG0000442	Prbe.g_01754	Prbc.g_00367
OG0000443	Prbe.g_01755	Prbc.g_00366
OG0000444	Prbe.g_01761	Prbc.g_00361
OG0000445	Prbe.g_01762	Prbc.g_00360
OG0000446	Prbe.g_01763	Prbc.g_00358
OG0000447	Prbe.g_01764	Prbc.g_00357
OG0000448	Prbe.g_01765	Prbc.g_00356
OG0000449	Prbe.g_01766	Prbc.g_00355
OG0000450	Prbe.g_01767	Prbc.g_00354
OG0000451	Prbe.g_01768	Prbc.g_00353
OG0000452	Prbe.g_01771	Prbc.g_00350
OG0000453	Prbe.g_01772	Prbc.g_00349
OG0000454	Prbe.g_01773	Prbc.g_00348
OG0000455	Prbe.g_01774	Prbc.g_00347
OG0000456	Prbe.g_01775	Prbc.g_00346
OG0000457	Prbe.g_01777	Prbc.g_00345
OG0000458	Prbe.g_01778	Prbc.g_00344
OG0000459	Prbe.g_01779	Prbc.g_00343
OG0000460	Prbe.g_01787	Prbc.g_00335
OG0000461	Prbe.g_01795	Prbc.g_01140
OG0000462	Prbe.g_01797	Prbc.g_01142
OG0000463	Prbe.g_01798	Prbc.g_01143
OG0000464	Prbe.g_01799	Prbc.g_01144
OG0000465	Prbe.g_01800	Prbc.g_01145
OG0000466	Prbe.g_01803	Prbc.g_01146
OG0000467	Prbe.g_01804	Prbc.g_01147
OG0000468	Prbe.g_01807	Prbc.g_01149
OG0000469	Prbe.g_01815	Prbc.g_01156
OG0000470	Prbe.g_01817	Prbc.g_01158
OG0000471	Prbe.g_01818	Prbc.g_01159
OG0000472	Prbe.g_01820	Prbc.g_01160
OG0000473	Prbe.g_01822	Prbc.g_01162
OG0000474	Prbe.g_01823	Prbc.g_01163
OG0000475	Prbe.g_01824	Prbc.g_01164
OG0000476	Prbe.g_01826	Prbc.g_01166
OG0000477	Prbe.g_01829	Prbc.g_01168
OG0000478	Prbe.g_01830	Prbc.g_01169
OG0000479	Prbe.g_01831	Prbc.g_01170
OG0000480	Prbe.g_01836	Prbc.g_01175
OG0000481	Prbe.g_01839	Prbc.g_01177
OG0000482	Prbe.g_01840	Prbc.g_01178
OG0000483	Prbe.g_01843	Prbc.g_01181
OG0000484	Prbe.g_01844	Prbc.g_01182
OG0000485	Prbe.g_01846	Prbc.g_01183
OG0000486	Prbe.g_01847	Prbc.g_01184
OG0000487	Prbe.g_01850	Prbc.g_01187
OG0000488	Prbe.g_01853	Prbc.g_01190
OG0000489	Prbe.g_01858	Prbc.g_01195
OG0000490	Prbe.g_01862	Prbc.g_01200
OG0000491	Prbe.g_01863	Prbc.g_01201
OG0000492	Prbe.g_01865	Prbc.g_01203
OG0000493	Prbe.g_01866	Prbc.g_01204
OG0000494	Prbe.g_01867	Prbc.g_01205
OG0000495	Prbe.g_01868	Prbc.g_01206
OG0000496	Prbe.g_01869	Prbc.g_01207
OG0000497	Prbe.g_01870	Prbc.g_01208
OG0000498	Prbe.g_01871	Prbc.g_01209
OG0000499	Prbe.g_01872	Prbc.g_01210
OG0000500	Prbe.g_01873	Prbc.g_01211
OG0000501	Prbe.g_01874	Prbc.g_01213
OG0000502	Prbe.g_01877	Prbc.g_01216
OG0000503	Prbe.g_01892	Prbc.g_01246
OG0000504	Prbe.g_01894	Prbc.g_01248
OG0000505	Prbe.g_01895	Prbc.g_01249
OG0000506	Prbe.g_01896	Prbc.g_01250
OG0000507	Prbe.g_01899	Prbc.g_01253
OG0000508	Prbe.g_01903	Prbc.g_01256
OG0000509	Prbe.g_01905	Prbc.g_01258
OG0000510	Prbe.g_01906	Prbc.g_01259
OG0000511	Prbe.g_01907	Prbc.g_01260
OG0000512	Prbe.g_01909	Prbc.g_01262
OG0000513	Prbe.g_01918	Prbc.g_01271
OG0000514	Prbe.g_01929	Prbc.g_01492
OG0000515	Prbe.g_01930	Prbc.g_01493
OG0000516	Prbe.g_01931	Prbc.g_01494
OG0000517	Prbe.g_01933	Prbc.g_01496
OG0000518	Prbe.g_01944	Prbc.g_01507
OG0000519	Prbe.g_01945	Prbc.g_01508
OG0000520	Prbe.g_01946	Prbc.g_01509
OG0000521	Prbe.g_00676	Prbc.g_01514
OG0000522	Prbe.g_00674	Prbc.g_01516
OG0000523	Prbe.g_00673	Prbc.g_01517
