Orthogroup	Prbe	Syak
OG0000136	Prbe.g_01939	Syak.g_01186
OG0000137	Prbe.g_00658	Syak.g_01118
OG0000138	Prbe.g_00638	Syak.g_02591
OG0000139	Prbe.g_00598	Syak.g_02646
OG0000140	Prbe.g_00597	Syak.g_02650
OG0000141	Prbe.g_00526	Syak.g_02746
OG0000142	Prbe.g_01485	Syak.g_00035
OG0000143	Prbe.g_01481	Syak.g_00039
OG0000144	Prbe.g_01467	Syak.g_00260
OG0000145	Prbe.g_00909	Syak.g_02598
OG0000146	Prbe.g_00488	Syak.g_00514
OG0000147	Prbe.g_00489	Syak.g_00515
OG0000148	Prbe.g_01239	Syak.g_00455
OG0000149	Prbe.g_01271	Syak.g_00596
OG0000150	Prbe.g_01281	Syak.g_02747
OG0000151	Prbe.g_00427	Syak.g_00387
OG0000152	Prbe.g_01350	Syak.g_00503
OG0000153	Prbe.g_01369	Syak.g_00470
OG0000154	Prbe.g_01389	Syak.g_00645
OG0000155	Prbe.g_01528	Syak.g_00855
OG0000156	Prbe.g_00904	Syak.g_00919
OG0000157	Prbe.g_00903	Syak.g_00920
OG0000158	Prbe.g_00792	Syak.g_01624
OG0000159	Prbe.g_00165	Syak.g_01580
OG0000160	Prbe.g_00310	Syak.g_01043
OG0000161	Prbe.g_00304	Syak.g_01050
OG0000162	Prbe.g_00298	Syak.g_01058
OG0000163	Prbe.g_00259	Syak.g_02478
OG0000164	Prbe.g_00961	Syak.g_02384
OG0000165	Prbe.g_00954	Syak.g_02374
OG0000166	Prbe.g_01083	Syak.g_01345
OG0000167	Prbe.g_00802	Syak.g_01561
OG0000168	Prbe.g_00791	Syak.g_01625
OG0000169	Prbe.g_00781	Syak.g_01637
OG0000170	Prbe.g_00778	Syak.g_01644
OG0000171	Prbe.g_00758	Syak.g_01691
OG0000172	Prbe.g_00751	Syak.g_01713
OG0000173	Prbe.g_01143	Syak.g_01733
OG0000174	Prbe.g_01173	Syak.g_01895
OG0000175	Prbe.g_01186	Syak.g_01827
OG0000176	Prbe.g_01069	Syak.g_01790
OG0000177	Prbe.g_01070	Syak.g_01789
OG0000178	Prbe.g_01071	Syak.g_01788
OG0000179	Prbe.g_00116	Syak.g_01773
OG0000180	Prbe.g_00117	Syak.g_01772
OG0000181	Prbe.g_00118	Syak.g_01771
OG0000182	Prbe.g_00119	Syak.g_01770
OG0000183	Prbe.g_00123	Syak.g_01766
OG0000184	Prbe.g_00149	Syak.g_01955
OG0000185	Prbe.g_00152	Syak.g_01971
OG0000186	Prbe.g_00168	Syak.g_02258
OG0000187	Prbe.g_00169	Syak.g_02257
OG0000188	Prbe.g_00186	Syak.g_02235
OG0000189	Prbe.g_01636	Syak.g_02203
OG0000190	Prbe.g_01638	Syak.g_01575
OG0000191	Prbe.g_01661	Syak.g_02171
OG0000192	Prbe.g_01666	Syak.g_02165
OG0000193	Prbe.g_01693	Syak.g_02127
OG0000194	Prbe.g_01696	Syak.g_02124
OG0000195	Prbe.g_01698	Syak.g_02122
OG0000196	Prbe.g_01709	Syak.g_02111
OG0000197	Prbe.g_01710	Syak.g_02110
OG0000198	Prbe.g_01711	Syak.g_02109
OG0000199	Prbe.g_01718	Syak.g_02100
OG0000200	Prbe.g_01732	Syak.g_02083
OG0000201	Prbe.g_01741	Syak.g_02068
OG0000202	Prbe.g_01742	Syak.g_02067
OG0000203	Prbe.g_01743	Syak.g_02066
OG0000204	Prbe.g_01744	Syak.g_02065
OG0000205	Prbe.g_01751	Syak.g_02058
OG0000206	Prbe.g_01756	Syak.g_02038
OG0000207	Prbe.g_01759	Syak.g_02025
OG0000208	Prbe.g_01760	Syak.g_02024
OG0000209	Prbe.g_01769	Syak.g_01995
OG0000210	Prbe.g_01770	Syak.g_01994
OG0000211	Prbe.g_01785	Syak.g_02017, Syak.g_02300
OG0000212	Prbe.g_01793	Syak.g_02311
OG0000213	Prbe.g_01811	Syak.g_01425
OG0000214	Prbe.g_01821	Syak.g_01442
OG0000215	Prbe.g_01848	Syak.g_01474
OG0000216	Prbe.g_01849	Syak.g_01478
OG0000217	Prbe.g_01852	Syak.g_01482
OG0000218	Prbe.g_01854	Syak.g_01484
OG0000219	Prbe.g_01855	Syak.g_01485
OG0000220	Prbe.g_01856	Syak.g_01486
OG0000221	Prbe.g_01857	Syak.g_01498
OG0000222	Prbe.g_01864	Syak.g_01512
OG0000223	Prbe.g_01876	Syak.g_01531
OG0000224	Prbe.g_01878	Syak.g_01532
OG0000225	Prbe.g_01904	Syak.g_01230
OG0000226	Prbe.g_01908	Syak.g_01226
OG0000227	Prbe.g_01910	Syak.g_01224
OG0000228	Prbe.g_01914	Syak.g_01216
OG0000229	Prbe.g_01934	Syak.g_01191
OG0000230	Prbe.g_01936	Syak.g_01189
OG0000231	Prbe.g_01947	Syak.g_01176
OG0000232	Prbe.g_00672	Syak.g_01156
OG0000233	Prbe.g_00666	Syak.g_01145
OG0000234	Prbe.g_00657	Syak.g_01116
OG0000235	Prbe.g_00654	Syak.g_02573
OG0000236	Prbe.g_00640	Syak.g_02589
OG0000237	Prbe.g_00627	Syak.g_02607
OG0000238	Prbe.g_00621	Syak.g_02612
OG0000239	Prbe.g_00610	Syak.g_02628
OG0000240	Prbe.g_00609	Syak.g_02629
OG0000241	Prbe.g_00605	Syak.g_00027
OG0000242	Prbe.g_00603	Syak.g_02638
OG0000243	Prbe.g_00592	Syak.g_02658
OG0000244	Prbe.g_00589	Syak.g_02665
OG0000245	Prbe.g_00587	Syak.g_02667
OG0000246	Prbe.g_00583	Syak.g_02671
OG0000247	Prbe.g_00573	Syak.g_02681
OG0000248	Prbe.g_00570	Syak.g_02684
OG0000249	Prbe.g_00568	Syak.g_02686
OG0000250	Prbe.g_00563	Syak.g_02694
OG0000251	Prbe.g_00543	Syak.g_02722
OG0000252	Prbe.g_00540	Syak.g_02725
OG0000253	Prbe.g_00539	Syak.g_02727
OG0000254	Prbe.g_00522	Syak.g_02752
OG0000255	Prbe.g_00516	Syak.g_02772
OG0000256	Prbe.g_00506	Syak.g_00020
OG0000257	Prbe.g_01490	Syak.g_00026
OG0000258	Prbe.g_01476	Syak.g_00044
OG0000259	Prbe.g_01459	Syak.g_00334
OG0000260	Prbe.g_01456	Syak.g_00338
OG0000261	Prbe.g_01453	Syak.g_00348
OG0000262	Prbe.g_01449	Syak.g_00353
OG0000263	Prbe.g_00455	Syak.g_00828
OG0000264	Prbe.g_00466	Syak.g_00698
OG0000265	Prbe.g_01214	Syak.g_00211
OG0000266	Prbe.g_01430	Syak.g_00778
OG0000267	Prbe.g_01418	Syak.g_00555
OG0000268	Prbe.g_01417	Syak.g_00554
OG0000269	Prbe.g_01217	Syak.g_00429
OG0000270	Prbe.g_01220	Syak.g_00432
OG0000271	Prbe.g_01228	Syak.g_00440
OG0000272	Prbe.g_01229	Syak.g_00441
OG0000273	Prbe.g_01253	Syak.g_00616
OG0000274	Prbe.g_01254	Syak.g_00615
OG0000275	Prbe.g_01257	Syak.g_00611
OG0000276	Prbe.g_01263	Syak.g_00604
OG0000277	Prbe.g_01264	Syak.g_00603
OG0000278	Prbe.g_01267	Syak.g_00600
OG0000279	Prbe.g_01274	Syak.g_00592
OG0000280	Prbe.g_01275	Syak.g_00582
OG0000281	Prbe.g_01282	Syak.g_00339
OG0000282	Prbe.g_00419	Syak.g_00375
OG0000283	Prbe.g_01326	Syak.g_00541
OG0000284	Prbe.g_01331	Syak.g_00536
OG0000285	Prbe.g_01336	Syak.g_00523
OG0000286	Prbe.g_01349	Syak.g_00504
OG0000287	Prbe.g_01615	Syak.g_00477
OG0000288	Prbe.g_01388	Syak.g_00644
OG0000289	Prbe.g_01404	Syak.g_00659
OG0000290	Prbe.g_01300	Syak.g_00738
OG0000291	Prbe.g_01298	Syak.g_00734, Syak.g_00737
OG0000292	Prbe.g_01594	Syak.g_01802
OG0000293	Prbe.g_01559	Syak.g_00910
OG0000294	Prbe.g_01558	Syak.g_00909
OG0000295	Prbe.g_01535	Syak.g_00863
OG0000296	Prbe.g_01533	Syak.g_00861
OG0000297	Prbe.g_01524	Syak.g_00848
OG0000298	Prbe.g_01523	Syak.g_00847
OG0000299	Prbe.g_01504	Syak.g_00820
OG0000300	Prbe.g_01501	Syak.g_00813
OG0000301	Prbe.g_01500	Syak.g_00812
OG0000302	Prbe.g_01498	Syak.g_00811
OG0000303	Prbe.g_01492	Syak.g_00674
OG0000304	Prbe.g_00501	Syak.g_00680
OG0000305	Prbe.g_01592	Syak.g_00732
OG0000306	Prbe.g_01286	Syak.g_00094
OG0000307	Prbe.g_00364	Syak.g_02556
OG0000308	Prbe.g_00363	Syak.g_02554
OG0000309	Prbe.g_00359	Syak.g_02549
OG0000310	Prbe.g_00325	Syak.g_00994
OG0000311	Prbe.g_00323	Syak.g_00999
OG0000312	Prbe.g_00320	Syak.g_01028
OG0000313	Prbe.g_00307	Syak.g_01046
OG0000314	Prbe.g_00284	Syak.g_01079
OG0000315	Prbe.g_00274	Syak.g_01090
OG0000316	Prbe.g_00249	Syak.g_02462
OG0000317	Prbe.g_00988	Syak.g_02419
OG0000318	Prbe.g_00984	Syak.g_02415
OG0000319	Prbe.g_00971	Syak.g_02399
OG0000320	Prbe.g_00969	Syak.g_02397
OG0000321	Prbe.g_00968	Syak.g_02396
OG0000322	Prbe.g_00967	Syak.g_02395
OG0000323	Prbe.g_00958	Syak.g_02380
OG0000324	Prbe.g_00931	Syak.g_02347
OG0000325	Prbe.g_00920	Syak.g_01391
OG0000326	Prbe.g_01109	Syak.g_01384
OG0000327	Prbe.g_01088	Syak.g_01350
OG0000328	Prbe.g_01087	Syak.g_01349
OG0000329	Prbe.g_00860	Syak.g_01331
OG0000330	Prbe.g_00859	Syak.g_01330
OG0000331	Prbe.g_00858	Syak.g_01329
OG0000332	Prbe.g_00844	Syak.g_01314
OG0000333	Prbe.g_00842	Syak.g_01311
OG0000334	Prbe.g_00833	Syak.g_01302
OG0000335	Prbe.g_00828	Syak.g_01298
OG0000336	Prbe.g_00824	Syak.g_01294
OG0000337	Prbe.g_00806	Syak.g_01555
OG0000338	Prbe.g_00805	Syak.g_01558
OG0000339	Prbe.g_00799	Syak.g_01566
OG0000340	Prbe.g_00790	Syak.g_01626
OG0000341	Prbe.g_00788	Syak.g_01628
OG0000342	Prbe.g_00787	Syak.g_01629
OG0000343	Prbe.g_00786	Syak.g_01631
OG0000344	Prbe.g_00783	Syak.g_01635
OG0000345	Prbe.g_00777	Syak.g_01645
OG0000346	Prbe.g_00773	Syak.g_01651
OG0000347	Prbe.g_00746	Syak.g_01694
OG0000348	Prbe.g_00754	Syak.g_01717
OG0000349	Prbe.g_01149	Syak.g_01740
OG0000350	Prbe.g_00709	Syak.g_01377
OG0000351	Prbe.g_01189	Syak.g_01823
OG0000352	Prbe.g_01190	Syak.g_01822
OG0000353	Prbe.g_01064	Syak.g_01796
OG0000355	Prbe.g_01066	Syak.g_01793
OG0000356	Prbe.g_01067	Syak.g_01792
OG0000357	Prbe.g_01068	Syak.g_01791
OG0000358	Prbe.g_01072	Syak.g_01787
OG0000359	Prbe.g_01073	Syak.g_01785
OG0000360	Prbe.g_01074	Syak.g_01784
OG0000361	Prbe.g_01075	Syak.g_01783
OG0000362	Prbe.g_01077	Syak.g_01781
OG0000363	Prbe.g_00114	Syak.g_01779
OG0000364	Prbe.g_00115	Syak.g_01778
OG0000365	Prbe.g_00120	Syak.g_01769
OG0000366	Prbe.g_00121	Syak.g_01768
OG0000367	Prbe.g_00122	Syak.g_01767
OG0000368	Prbe.g_00124	Syak.g_01765
OG0000369	Prbe.g_00125	Syak.g_01764
OG0000370	Prbe.g_00126	Syak.g_01763
OG0000371	Prbe.g_00133	Syak.g_01753
OG0000372	Prbe.g_00136	Syak.g_01748
OG0000373	Prbe.g_00137	Syak.g_01747
OG0000374	Prbe.g_00138	Syak.g_01746
OG0000375	Prbe.g_00140	Syak.g_01744
OG0000376	Prbe.g_00142	Syak.g_01742
OG0000377	Prbe.g_00146	Syak.g_01948
OG0000378	Prbe.g_00150	Syak.g_01968
OG0000379	Prbe.g_00153	Syak.g_01972
OG0000380	Prbe.g_00170	Syak.g_02256
OG0000381	Prbe.g_00175	Syak.g_02254
OG0000382	Prbe.g_00185	Syak.g_02236
OG0000383	Prbe.g_00187	Syak.g_02229
OG0000384	Prbe.g_00188	Syak.g_02228
OG0000385	Prbe.g_00189	Syak.g_02227
OG0000386	Prbe.g_00190	Syak.g_02226
OG0000387	Prbe.g_01640	Syak.g_02200
OG0000388	Prbe.g_01644	Syak.g_02196
OG0000389	Prbe.g_01647	Syak.g_02193, Syak.g_02345
OG0000390	Prbe.g_01657	Syak.g_02177
OG0000391	Prbe.g_01660	Syak.g_02172
OG0000392	Prbe.g_01664	Syak.g_02166
OG0000393	Prbe.g_01667	Syak.g_02163
OG0000394	Prbe.g_01668	Syak.g_02162
OG0000395	Prbe.g_01669	Syak.g_02161
OG0000396	Prbe.g_01671	Syak.g_02158
OG0000397	Prbe.g_01673	Syak.g_02156
OG0000398	Prbe.g_01676	Syak.g_02151
OG0000399	Prbe.g_01677	Syak.g_02150
OG0000400	Prbe.g_01678	Syak.g_02149
OG0000401	Prbe.g_01679	Syak.g_02148
OG0000402	Prbe.g_01412	Syak.g_02146
OG0000403	Prbe.g_01681	Syak.g_02145
OG0000404	Prbe.g_01682	Syak.g_02143
OG0000405	Prbe.g_01686	Syak.g_02131
OG0000406	Prbe.g_01694	Syak.g_02126
OG0000407	Prbe.g_01695	Syak.g_02125
OG0000408	Prbe.g_01697	Syak.g_02123
OG0000409	Prbe.g_01699	Syak.g_02121
OG0000410	Prbe.g_01700	Syak.g_02120
OG0000411	Prbe.g_01701	Syak.g_02119
OG0000412	Prbe.g_01702	Syak.g_02118
OG0000413	Prbe.g_01704	Syak.g_02116
OG0000415	Prbe.g_01706	Syak.g_02114
OG0000416	Prbe.g_01707	Syak.g_02113
OG0000417	Prbe.g_01708	Syak.g_02112
OG0000418	Prbe.g_01713	Syak.g_02107
OG0000419	Prbe.g_01715	Syak.g_02105
OG0000420	Prbe.g_01716	Syak.g_02103
OG0000421	Prbe.g_01721	Syak.g_02097
OG0000422	Prbe.g_01722	Syak.g_02096
OG0000423	Prbe.g_01723	Syak.g_02095
OG0000424	Prbe.g_01724	Syak.g_02094
OG0000425	Prbe.g_01725	Syak.g_02093
OG0000426	Prbe.g_01726	Syak.g_02092
OG0000427	Prbe.g_01727	Syak.g_02091
OG0000428	Prbe.g_01729	Syak.g_02088
OG0000429	Prbe.g_01730	Syak.g_02086
OG0000430	Prbe.g_01731	Syak.g_02084
OG0000431	Prbe.g_01733	Syak.g_02081
OG0000432	Prbe.g_01737	Syak.g_02075
OG0000433	Prbe.g_01738	Syak.g_02073
OG0000434	Prbe.g_01739	Syak.g_02072
OG0000435	Prbe.g_01740	Syak.g_02071
OG0000436	Prbe.g_01745	Syak.g_02064
OG0000437	Prbe.g_01746	Syak.g_02063
OG0000438	Prbe.g_01747	Syak.g_02062
OG0000439	Prbe.g_01749	Syak.g_02060
OG0000440	Prbe.g_01750	Syak.g_02059
OG0000441	Prbe.g_01753	Syak.g_02053
OG0000442	Prbe.g_01754	Syak.g_02043
OG0000443	Prbe.g_01755	Syak.g_02041
OG0000444	Prbe.g_01761	Syak.g_02022
OG0000445	Prbe.g_01762	Syak.g_02015
OG0000446	Prbe.g_01763	Syak.g_02013
OG0000447	Prbe.g_01764	Syak.g_02006
OG0000448	Prbe.g_01765	Syak.g_02005
OG0000449	Prbe.g_01766	Syak.g_02004
OG0000450	Prbe.g_01767	Syak.g_01998
OG0000451	Prbe.g_01768	Syak.g_01997
OG0000452	Prbe.g_01771	Syak.g_01993
OG0000453	Prbe.g_01772	Syak.g_01992
OG0000454	Prbe.g_01773	Syak.g_01991
OG0000455	Prbe.g_01774	Syak.g_01990
OG0000456	Prbe.g_01775	Syak.g_01989
OG0000457	Prbe.g_01777	Syak.g_01987
OG0000458	Prbe.g_01778	Syak.g_01986
OG0000459	Prbe.g_01779	Syak.g_01985
OG0000460	Prbe.g_01787	Syak.g_02303
OG0000461	Prbe.g_01795	Syak.g_01402
OG0000462	Prbe.g_01797	Syak.g_01405
OG0000463	Prbe.g_01798	Syak.g_01406
OG0000464	Prbe.g_01799	Syak.g_01407
OG0000465	Prbe.g_01800	Syak.g_01409
OG0000466	Prbe.g_01803	Syak.g_01414
OG0000467	Prbe.g_01804	Syak.g_01416
OG0000468	Prbe.g_01807	Syak.g_01421
OG0000469	Prbe.g_01815	Syak.g_01436
OG0000470	Prbe.g_01817	Syak.g_01438
OG0000471	Prbe.g_01818	Syak.g_01439
OG0000472	Prbe.g_01820	Syak.g_01441
OG0000473	Prbe.g_01822	Syak.g_01443
OG0000474	Prbe.g_01823	Syak.g_01444
OG0000475	Prbe.g_01824	Syak.g_01445
OG0000476	Prbe.g_01826	Syak.g_01447
OG0000477	Prbe.g_01829	Syak.g_01453
OG0000478	Prbe.g_01830	Syak.g_01454
OG0000479	Prbe.g_01831	Syak.g_01455
OG0000480	Prbe.g_01836	Syak.g_01462
OG0000481	Prbe.g_01839	Syak.g_01464
OG0000482	Prbe.g_01840	Syak.g_01465
OG0000483	Prbe.g_01843	Syak.g_01469
OG0000484	Prbe.g_01844	Syak.g_01470
OG0000485	Prbe.g_01846	Syak.g_01472
OG0000486	Prbe.g_01847	Syak.g_01473
OG0000487	Prbe.g_01850	Syak.g_01479
OG0000488	Prbe.g_01853	Syak.g_01483
OG0000489	Prbe.g_01858	Syak.g_01499
OG0000490	Prbe.g_01862	Syak.g_01507
OG0000491	Prbe.g_01863	Syak.g_01511
OG0000492	Prbe.g_01865	Syak.g_01513
OG0000493	Prbe.g_01866	Syak.g_01514
OG0000494	Prbe.g_01867	Syak.g_01515
OG0000495	Prbe.g_01868	Syak.g_01516
OG0000496	Prbe.g_01869	Syak.g_01517
OG0000497	Prbe.g_01870	Syak.g_01518
OG0000498	Prbe.g_01871	Syak.g_01519
OG0000499	Prbe.g_01872	Syak.g_01520
OG0000500	Prbe.g_01873	Syak.g_01521
OG0000501	Prbe.g_01874	Syak.g_01524
OG0000502	Prbe.g_01877	Syak.g_01538
OG0000503	Prbe.g_01892	Syak.g_01246
OG0000504	Prbe.g_01894	Syak.g_01244
OG0000505	Prbe.g_01895	Syak.g_01243
OG0000506	Prbe.g_01896	Syak.g_01241
OG0000507	Prbe.g_01899	Syak.g_01235
OG0000508	Prbe.g_01903	Syak.g_01231
OG0000509	Prbe.g_01905	Syak.g_01229
OG0000510	Prbe.g_01906	Syak.g_01228
OG0000511	Prbe.g_01907	Syak.g_01227
OG0000512	Prbe.g_01909	Syak.g_01225
OG0000513	Prbe.g_01918	Syak.g_01211
OG0000514	Prbe.g_01929	Syak.g_01204
OG0000515	Prbe.g_01930	Syak.g_01203
OG0000516	Prbe.g_01931	Syak.g_01199
OG0000517	Prbe.g_01933	Syak.g_01192
OG0000518	Prbe.g_01944	Syak.g_01180
OG0000519	Prbe.g_01945	Syak.g_01179
OG0000520	Prbe.g_01946	Syak.g_01178
OG0000521	Prbe.g_00676	Syak.g_01167
OG0000522	Prbe.g_00674	Syak.g_01163
OG0000523	Prbe.g_00673	Syak.g_01162
OG0000524	Prbe.g_00668	Syak.g_01149
OG0000525	Prbe.g_00664	Syak.g_01130
OG0000526	Prbe.g_00663	Syak.g_01127
OG0000527	Prbe.g_00660	Syak.g_01120
OG0000528	Prbe.g_00655	Syak.g_02570
OG0000529	Prbe.g_00652	Syak.g_02575
OG0000530	Prbe.g_00649	Syak.g_02578
OG0000531	Prbe.g_00648	Syak.g_02579
OG0000532	Prbe.g_00646	Syak.g_02582
OG0000533	Prbe.g_00645	Syak.g_02584
OG0000534	Prbe.g_00644	Syak.g_02585
OG0000535	Prbe.g_00643	Syak.g_02586
OG0000536	Prbe.g_00642	Syak.g_02587
OG0000537	Prbe.g_00641	Syak.g_02588
OG0000538	Prbe.g_00632	Syak.g_02600
OG0000539	Prbe.g_00631	Syak.g_02601
OG0000540	Prbe.g_00630	Syak.g_02602
OG0000541	Prbe.g_00629	Syak.g_02603
OG0000542	Prbe.g_00628	Syak.g_02606
OG0000543	Prbe.g_00626	Syak.g_02608
OG0000544	Prbe.g_00625	Syak.g_02609
OG0000545	Prbe.g_00623	Syak.g_02611
OG0000546	Prbe.g_00620	Syak.g_02613
OG0000547	Prbe.g_00618	Syak.g_02615
OG0000548	Prbe.g_00617	Syak.g_02616
OG0000549	Prbe.g_00615	Syak.g_02622
OG0000550	Prbe.g_00611	Syak.g_02626
OG0000551	Prbe.g_00608	Syak.g_02631
OG0000552	Prbe.g_00607	Syak.g_02632
OG0000553	Prbe.g_00606	Syak.g_02636
OG0000554	Prbe.g_00601	Syak.g_02641
OG0000555	Prbe.g_00593	Syak.g_02657
OG0000556	Prbe.g_00591	Syak.g_02661
OG0000557	Prbe.g_00590	Syak.g_02663
